id	57b2e9d8-ddae-4457-9959-0d911288e8dc	4dddb0ad-1c56-4100-9f5e-a0e9722a12f9
57004	1.0	0.0
84622	209.0	359.0
100288814	0.0	2.0
57010	212.0	59.0
57017	2194.0	1688.0
84614	625.0	552.0
57018	3172.0	4536.0
57019	1899.0	2531.0
84616	0.0	0.0
84612	158.0	354.0
57016	9.0	179.0
96626	0.0	0.0
100288805	27.0	8.0
100288801	2.0	1.0
100288802	0.0	1.0
57020	3187.0	2505.0
164127	2.0	26.0
166785	458.0	437.0
84639	0.0	4.0
84647	0.0	0.0
84649	15137.0	2011.0
60678	1325.0	924.0
60677	4.0	0.0
84648	0.0	4.0
60676	204.0	16.0
84643	0.0	0.0
60675	1.0	7.0
139170	3.0	0.0
101154686	0.0	0.0
84645	184.0	110.0
60674	7991.0	3675.0
57026	17.0	16.0
60673	1148.0	998.0
152138	0.0	0.0
60672	1533.0	1321.0
152137	4609.0	2651.0
252946	0.0	0.0
84641	2377.0	7392.0
252948	0.0	0.0
84640	948.0	1666.0
252949	0.0	0.0
154796	1272.0	3885.0
96610	105.0	98.0
164118	4.0	14.0
84629	5631.0	6480.0
84628	68.0	86.0
727897	509.0	403.0
57030	605.0	15.0
84636	7.0	92.0
252950	0.0	0.0
252951	0.0	0.0
252952	0.0	0.0
57035	2147.0	1246.0
84632	1794.0	653.0
60686	693.0	274.0
84631	39.0	6.0
57037	1189.0	819.0
84634	1.0	6.0
60685	3787.0	6082.0
105370183	0.0	2.0
57038	1679.0	1190.0
60684	1716.0	2013.0
60682	487.0	742.0
60681	7757.0	2490.0
84630	7.0	33.0
60680	81.0	148.0
252953	0.0	0.0
252954	0.0	0.0
139189	1.0	1.0
252955	0.0	0.0
252956	0.0	0.0
57045	1333.0	2392.0
84669	897.0	2069.0
84668	1395.0	1469.0
84665	2.0	51.0
57047	0.0	8.0
84664	0.0	0.0
84667	4.0	8.0
84666	0.0	3.0
84661	1338.0	1187.0
84660	20.0	4.0
84662	1991.0	931.0
648809	0.0	1.0
648822	0.0	0.0
57053	42.0	21.0
57054	0.0	0.0
57055	0.0	0.0
57050	1813.0	1380.0
166793	360.0	207.0
84658	2.0	5.0
84657	85.0	29.0
84659	70.0	580.0
84654	0.0	0.0
57057	0.0	18.0
84656	4113.0	3648.0
84650	1065.0	1431.0
84651	0.0	4.0
100132917	0.0	0.0
100132918	0.0	0.0
252983	307.0	379.0
441073	35.0	37.0
100132920	1.0	0.0
100132923	6.0	4.0
100132929	0.0	24.0
100288797	0.0	2.0
441056	0.0	0.0
441066	0.0	0.0
252995	596.0	6.0
441061	0.0	0.0
100132932	0.0	0.0
100132938	0.0	0.0
100288785	0.0	0.0
441094	342.0	23.0
100132940	0.0	0.0
252968	0.0	0.0
252969	1424.0	722.0
100132948	13.0	5.0
100132949	0.0	0.0
286310	2.0	0.0
404093	3104.0	916.0
286319	848.0	734.0
100288772	1.0	0.0
441027	888.0	526.0
441026	0.0	2.0
441024	338.0	397.0
441032	202.0	206.0
84803	439.0	176.0
164091	1114.0	499.0
100132963	1.0	1.0
100132965	2.0	0.0
100132967	0.0	0.0
152098	62.0	34.0
100288757	0.0	0.0
100132973	0.0	0.0
100132978	1.0	0.0
100132979	0.0	0.0
359803	1.0	2.0
359804	0.0	3.0
100288742	0.0	0.0
359806	0.0	0.0
84816	356.0	279.0
359800	1.0	3.0
84818	2397.0	3344.0
441046	34.0	25.0
84817	1251.0	1722.0
359802	0.0	0.0
84823	2303.0	3370.0
57205	796.0	994.0
441054	41.0	26.0
84824	21.0	42.0
441051	2.0	9.0
441050	28.0	37.0
84820	201.0	93.0
100132987	0.0	2.0
57209	593.0	348.0
100288739	1.0	0.0
84809	1052.0	399.0
84808	53.0	149.0
57210	972.0	678.0
84804	406.0	708.0
100288730	91.0	48.0
84807	408.0	285.0
441034	29.0	48.0
84812	332.0	114.0
57215	1676.0	971.0
84811	1178.0	1097.0
57216	932.0	2097.0
57217	3712.0	4147.0
84814	516.0	72.0
100132992	0.0	1.0
57211	399.0	403.0
100132994	1.0	1.0
57212	1552.0	1002.0
57213	604.0	690.0
100132995	0.0	0.0
57214	47.0	897.0
105370242	0.0	0.0
286365	0.0	0.0
100130338	0.0	0.0
100129348	0.0	0.0
100130335	4.0	7.0
648791	272.0	123.0
359822	0.0	0.0
100129347	10.0	0.0
286370	0.0	4.0
404037	0.0	0.0
100130327	0.0	0.0
100129337	16.0	0.0
130728	0.0	2.0
286380	1.0	1.0
100129331	0.0	0.0
100130319	0.0	0.0
404024	0.0	0.0
404026	0.0	0.0
100129329	1.0	0.0
100130313	0.0	0.0
441009	3.0	5.0
100130311	255.0	197.0
100130310	0.0	0.0
130733	328.0	14.0
359844	1.0	0.0
359845	1932.0	634.0
727914	0.0	2.0
727915	0.0	0.0
100129325	0.0	1.0
100129320	45.0	2.0
646168	43.0	0.0
100129319	0.0	0.0
100130307	2.0	2.0
100129315	0.0	0.0
100130302	1.0	0.0
727910	2102.0	1090.0
100130301	9.0	1.0
345193	21.0	3.0
130749	18.0	1.0
646164	0.0	0.0
727909	1.0	1.0
727905	0.0	0.0
100129308	0.0	0.0
646177	1.0	0.0
100129306	0.0	0.0
646171	5.0	4.0
646175	0.0	2.0
646174	2.0	0.0
115123	370.0	163.0
286333	123.0	104.0
286336	1355.0	1036.0
115106	718.0	747.0
100306975	1.0	0.0
115111	60.0	5.0
286343	773.0	1031.0
286348	0.0	1.0
646193	1.0	5.0
100886964	1.0	0.0
646192	11.0	5.0
646196	6.0	1.0
646195	3845.0	1504.0
100534599	2.0	0.0
130700	0.0	0.0
100306951	166.0	60.0
100534595	26.0	24.0
100132911	0.0	0.0
100534592	2.0	2.0
100534593	46.0	32.0
286362	0.0	0.0
100132916	0.0	3.0
100240709	3.0	17.0
129684	0.0	0.0
57180	505.0	223.0
129685	1346.0	1424.0
100240707	0.0	1.0
727982	4.0	0.0
57185	1744.0	1214.0
727987	0.0	0.0
57186	1973.0	1537.0
57187	1724.0	3269.0
57188	521.0	14.0
57181	1113.0	1142.0
94122	38.0	0.0
57182	1023.0	1382.0
727984	2.0	2.0
94121	1797.0	512.0
94120	474.0	1284.0
57184	824.0	279.0
359795	0.0	0.0
359797	0.0	0.0
359798	0.0	1.0
359791	0.0	0.0
100009613	9.0	1.0
57189	1487.0	2978.0
359792	4.0	10.0
127018	942.0	401.0
359793	0.0	0.0
100240711	1.0	0.0
100240712	0.0	1.0
100240710	0.0	0.0
345258	3.0	6.0
100240713	0.0	0.0
94115	0.0	0.0
57190	9155.0	6896.0
727970	3.0	2.0
57191	42.0	59.0
166614	367.0	148.0
57198	2347.0	951.0
57192	3779.0	1164.0
359799	0.0	0.0
57194	876.0	1172.0
727969	0.0	0.0
84798	2099.0	2828.0
140004	0.0	0.0
84793	127.0	433.0
84792	834.0	1597.0
84795	1531.0	618.0
84791	393.0	236.0
84790	2918.0	7665.0
154661	148.0	36.0
154664	6.0	12.0
166647	1716.0	1746.0
127003	6.0	1.0
127002	316.0	238.0
115019	6.0	118.0
100130396	0.0	0.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	8.0	14.0
100130391	0.0	0.0
115024	2932.0	2113.0
142679	157.0	123.0
648729	3.0	6.0
142678	1749.0	1048.0
347894	0.0	0.0
102465436	0.0	2.0
94137	20.0	43.0
727991	0.0	1.0
102465435	0.0	0.0
102465434	0.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
648740	0.0	0.0
102465431	0.0	0.0
102465430	0.0	0.0
100130388	1.0	6.0
100130386	1.0	46.0
94134	1664.0	1493.0
100130384	0.0	0.0
100130383	0.0	0.0
102465438	0.0	0.0
102465437	0.0	0.0
142684	22.0	6.0
100129394	5.0	7.0
142683	1.0	12.0
142686	53.0	27.0
142685	0.0	0.0
152007	7347.0	6773.0
152006	2055.0	3033.0
142689	11.0	25.0
140028	0.0	0.0
152002	881.0	1406.0
100129396	0.0	0.0
102465447	0.0	0.0
127062	0.0	0.0
102465446	2.0	0.0
345222	11.0	4.0
102465445	0.0	0.0
102465444	0.0	0.0
102465443	0.0	0.0
102465442	0.0	0.0
102465441	0.0	0.0
102465440	0.0	0.0
94162	0.0	0.0
127069	0.0	0.0
94161	3.0	6.0
100130376	0.0	0.0
94160	9.0	0.0
127068	0.0	0.0
127066	0.0	0.0
727940	0.0	0.0
727941	0.0	0.0
102465449	0.0	0.0
127064	0.0	0.0
102465448	0.0	0.0
100129382	0.0	0.0
727936	472.0	520.0
100129385	1.0	1.0
100129387	883.0	312.0
102465458	0.0	0.0
102465457	0.0	0.0
94158	10.0	7.0
102465456	0.0	0.0
102465455	0.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	0.0	3.0
102465451	1.0	8.0
127059	0.0	0.0
94151	0.0	0.0
94150	0.0	0.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	5.0	2.0
102465469	0.0	0.0
102465468	0.0	0.0
102465467	0.0	0.0
347862	3344.0	1408.0
102465466	0.0	0.0
102465465	0.0	0.0
100130359	0.0	0.0
102465464	2.0	3.0
102465463	2.0	3.0
646114	0.0	0.0
102465462	0.0	0.0
100009676	132.0	218.0
727964	0.0	0.0
100129361	1407.0	1398.0
102465461	0.0	0.0
102465460	0.0	2.0
646108	3.0	11.0
100129368	0.0	0.0
347853	0.0	0.0
102465479	0.0	0.0
102465478	1.0	3.0
102465477	0.0	0.0
102465476	0.0	0.0
100130348	69.0	36.0
102465475	0.0	0.0
102465474	0.0	0.0
102465473	0.0	0.0
727956	0.0	0.0
727957	2212.0	2837.0
100009667	0.0	0.0
100130342	0.0	0.0
100009668	6.0	1.0
101154753	0.0	1.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	1.0	0.0
100129357	27.0	15.0
100129351	0.0	0.0
100129354	15.0	3.0
102465489	0.0	0.0
102465488	0.0	1.0
100288726	0.0	0.0
102465487	1.0	0.0
102465486	0.0	0.0
102465485	1.0	0.0
102465484	1.0	0.0
164045	40.0	4.0
57105	60.0	132.0
57106	499.0	562.0
84726	5435.0	11475.0
57107	809.0	528.0
84725	475.0	1518.0
57108	0.0	3.0
57101	116.0	15.0
84720	1317.0	1200.0
57102	902.0	823.0
57103	790.0	878.0
84722	292.0	771.0
57104	30708.0	2871.0
102465483	0.0	0.0
102465482	0.0	1.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	1647.0	2008.0
102465499	0.0	0.0
100288713	3.0	6.0
102465496	0.0	0.0
102465495	0.0	0.0
100288711	0.0	3.0
84709	102.0	9.0
57110	73.0	246.0
57111	2181.0	6159.0
84706	2799.0	2555.0
84705	785.0	1045.0
84708	675.0	499.0
84707	399.0	298.0
57116	21.0	189.0
57117	961.0	739.0
57118	1491.0	1169.0
57119	0.0	0.0
57113	0.0	0.0
57115	1.0	176.0
102465494	0.0	0.0
102465493	0.0	0.0
102465492	0.0	0.0
102465491	2.0	3.0
102465490	0.0	0.0
152065	2.0	3.0
100288702	1.0	0.0
57120	1673.0	2345.0
57121	340.0	914.0
57122	1402.0	2200.0
201456	59.0	9.0
127086	0.0	0.0
57127	9.0	19.0
57128	1755.0	656.0
57129	1184.0	1357.0
84747	2054.0	1294.0
57124	26462.0	1688.0
57125	2068.0	411.0
57126	136.0	216.0
84740	9.0	24.0
152078	321.0	29.0
127074	0.0	0.0
57130	3614.0	6165.0
57132	2292.0	2060.0
84727	370.0	371.0
127077	0.0	0.0
84735	9.0	59.0
84734	287.0	206.0
57139	479.0	62.0
115098	3041.0	2249.0
201475	2075.0	1629.0
57134	2120.0	705.0
57135	0.0	0.0
57136	10054.0	8940.0
84733	210.0	2692.0
57142	25043.0	11475.0
57143	721.0	731.0
57144	63.0	0.0
201477	0.0	0.0
57140	8532.0	3463.0
57149	1789.0	557.0
84767	0.0	0.0
140032	0.0	0.0
84769	561.0	785.0
57146	3729.0	2167.0
57147	738.0	950.0
84766	487.0	220.0
84765	422.0	213.0
57148	2334.0	4024.0
152015	324.0	15.0
57152	3.0	90.0
57153	10690.0	9438.0
166655	0.0	0.0
57154	1640.0	3133.0
84749	1000.0	1179.0
57150	262.0	182.0
57151	0.0	0.0
84759	704.0	838.0
140043	0.0	0.0
57156	141.0	277.0
57157	1042.0	1565.0
139060	0.0	1.0
84752	918.0	1236.0
57158	1476.0	543.0
57159	16.0	1.0
84750	326.0	196.0
152024	0.0	0.0
139067	0.0	1.0
139065	204.0	40.0
94104	1054.0	1160.0
94103	8357.0	2516.0
96764	731.0	1399.0
94107	2207.0	2729.0
57165	288.0	20.0
94101	1566.0	2015.0
57161	739.0	204.0
57162	1443.0	2550.0
57167	8.0	38.0
57168	171.0	197.0
57169	4004.0	9141.0
84787	549.0	425.0
57175	6081.0	4823.0
57176	1912.0	1333.0
57171	774.0	1127.0
57172	41.0	13.0
84779	0.0	0.0
57178	6760.0	7578.0
139081	7.0	3.0
84775	485.0	862.0
57179	3825.0	4646.0
84777	95.0	43.0
84771	91.0	64.0
113655	739.0	1082.0
732538	0.0	0.0
353323	0.0	0.0
353322	180.0	92.0
353324	50.0	18.0
100996279	2.0	0.0
149603	7371.0	5825.0
341333	0.0	6.0
343990	632.0	573.0
353332	0.0	0.0
149620	0.0	1.0
353333	0.0	0.0
100996266	0.0	4.0
343981	0.0	0.0
162605	2.0	0.0
353345	17.0	96.0
84900	100.0	122.0
84902	1514.0	1502.0
149628	113.0	209.0
84901	1825.0	1656.0
341315	119.0	45.0
113622	172.0	211.0
353355	56.0	50.0
149643	3.0	1.0
150622	5.0	190.0
100852408	0.0	0.0
100852409	0.0	0.0
100852406	0.0	0.0
100852407	1.0	2.0
642513	0.0	1.0
100852405	0.0	0.0
642517	262.0	80.0
100852410	17.0	5.0
84919	2751.0	2594.0
84918	1862.0	2020.0
389322	27.0	44.0
390311	0.0	0.0
389320	1.0	0.0
390313	0.0	0.0
84915	206.0	102.0
84914	456.0	1028.0
497190	283.0	212.0
84916	1832.0	2141.0
84922	839.0	807.0
390318	0.0	0.0
84924	334.0	352.0
84923	721.0	864.0
84920	98.0	222.0
123016	758.0	1404.0
497189	50.0	74.0
642521	0.0	0.0
390320	0.0	0.0
84908	1499.0	2162.0
390321	0.0	0.0
353376	8.0	15.0
390322	0.0	0.0
390323	0.0	0.0
654502	1.0	0.0
84909	1294.0	672.0
390324	0.0	0.0
654503	3.0	0.0
84904	216.0	330.0
654504	0.0	0.0
390326	0.0	0.0
654505	0.0	0.0
390327	0.0	0.0
654506	11.0	37.0
84905	412.0	356.0
84911	131.0	199.0
390329	0.0	0.0
84910	1352.0	2833.0
84913	2503.0	53.0
84912	892.0	1438.0
113691	28.0	14.0
642538	0.0	1.0
113675	923.0	866.0
84937	1151.0	1982.0
84936	1757.0	1204.0
84939	3149.0	832.0
84938	847.0	645.0
84944	5.0	2.0
57325	1028.0	1707.0
57326	12013.0	4890.0
84946	1091.0	1296.0
84945	718.0	1297.0
84940	308.0	51.0
389336	28.0	619.0
389337	1661.0	1602.0
84942	221.0	117.0
84941	164.0	621.0
642546	1.0	2.0
343930	1.0	0.0
84929	4.0	126.0
389333	234.0	417.0
84926	4799.0	2006.0
84925	774.0	512.0
84928	713.0	1756.0
57336	234.0	218.0
84933	354.0	249.0
84932	956.0	1106.0
57337	648.0	727.0
84935	3400.0	106.0
57338	14.0	67.0
84934	1004.0	1304.0
57332	341.0	383.0
57333	4359.0	1410.0
84931	0.0	0.0
84930	369.0	883.0
57335	207.0	497.0
103752554	0.0	3.0
103752555	0.0	0.0
642559	12.0	7.0
390352	2.0	2.0
390354	328.0	433.0
389362	643.0	419.0
150677	3.0	1.0
150678	1887.0	759.0
377381	72.0	111.0
162655	157.0	121.0
390363	1.0	3.0
147040	1403.0	1445.0
343901	1.0	0.0
149699	0.0	2.0
150684	1494.0	1237.0
150681	0.0	0.0
159013	1498.0	1543.0
221504	4.0	2.0
103752581	40.0	19.0
389386	0.0	0.0
389383	4.0	146.0
389384	1.0	0.0
123041	201.0	22.0
162681	180.0	178.0
123036	2322.0	12226.0
103752587	2.0	1.0
150696	2409.0	3369.0
103752588	1.0	0.0
103752589	17.0	14.0
103752583	0.0	0.0
103752584	36.0	4.0
103752585	2.0	0.0
103752586	2.0	2.0
390340	1.0	0.0
389376	2.0	18.0
221527	285.0	438.0
390394	3.0	4.0
149647	1.0	0.0
389396	0.0	0.0
123099	615.0	580.0
389395	1.0	0.0
123096	2260.0	1327.0
137682	511.0	454.0
390378	0.0	0.0
221545	623.0	640.0
221547	6.0	15.0
147011	199.0	55.0
147007	774.0	713.0
100996295	3.0	20.0
137695	567.0	494.0
162632	58.0	68.0
149685	1.0	0.0
100135063	0.0	0.0
100135064	0.0	0.0
147015	129.0	142.0
100996280	1.0	0.0
94240	1024.0	2552.0
94241	1564.0	2555.0
94236	0.0	0.0
94235	1.0	3.0
94234	12.0	24.0
94239	4928.0	5548.0
94233	5.0	1.0
390294	0.0	2.0
390297	0.0	2.0
390298	0.0	1.0
221584	43.0	46.0
150590	89.0	195.0
94274	1804.0	22.0
94298	0.0	0.0
94297	0.0	0.0
414768	1.0	1.0
642451	0.0	0.0
414766	9.0	9.0
414767	0.0	1.0
654434	293.0	214.0
400123	4.0	0.0
400121	1.0	0.0
57221	742.0	1171.0
84838	2099.0	1858.0
400120	53.0	115.0
84837	229.0	86.0
84839	5.0	0.0
57226	1476.0	1211.0
84844	1066.0	1017.0
84847	4.0	4.0
57228	527.0	1391.0
57222	8834.0	6687.0
402779	0.0	0.0
402778	1969.0	722.0
57223	3565.0	4885.0
57224	1030.0	540.0
84842	65.0	13.0
414776	0.0	0.0
642446	1.0	0.0
414771	0.0	0.0
642448	0.0	0.0
642461	1.0	0.0
642460	9.0	0.0
414777	1038.0	1528.0
414778	15.0	12.0
57231	2472.0	2193.0
400110	0.0	2.0
57232	121.0	379.0
654427	4.0	5.0
84826	0.0	0.0
654429	1.0	25.0
84833	2446.0	1776.0
84836	7206.0	2026.0
84830	134.0	157.0
57234	224.0	135.0
84832	0.0	0.0
654433	1614.0	237.0
9001	208.0	43.0
9002	133.0	220.0
642475	287.0	526.0
84859	1531.0	1661.0
84867	21.0	5.0
84866	1285.0	1304.0
84869	981.0	538.0
84868	3753.0	2266.0
654463	2.0	8.0
84865	274.0	273.0
84864	1116.0	2815.0
84861	1792.0	858.0
9014	528.0	1153.0
9015	127.0	204.0
9013	2662.0	1548.0
9019	11926.0	15946.0
9016	295.0	297.0
341392	8.0	14.0
84848	181.0	57.0
84856	133.0	138.0
84858	1086.0	986.0
84852	125.0	113.0
102725176	0.0	0.0
84851	450.0	388.0
642477	18.0	9.0
84850	1.0	2.0
105376946	0.0	0.0
9025	985.0	1580.0
9026	2276.0	1935.0
9023	129.0	192.0
113612	832.0	331.0
9024	25.0	33.0
642493	0.0	0.0
9027	4.0	2.0
9028	79.0	11.0
400165	1.0	0.0
9021	6917.0	4954.0
9022	148.0	3490.0
9020	1341.0	1243.0
84889	66.0	3.0
84888	2898.0	3228.0
654483	17.0	8.0
84885	1741.0	1947.0
654486	0.0	0.0
84886	5580.0	4172.0
84881	1301.0	1112.0
642489	28.0	34.0
84883	4668.0	1259.0
654480	3.0	5.0
9037	1699.0	433.0
9034	860.0	228.0
9038	0.0	0.0
9039	2135.0	2793.0
400156	534.0	3.0
9032	0.0	0.0
9033	42.0	15.0
9031	4255.0	7371.0
84878	806.0	408.0
84879	247.0	489.0
84874	675.0	495.0
84873	0.0	2.0
84876	1647.0	2136.0
84875	3887.0	4846.0
84870	474.0	215.0
84872	674.0	330.0
84871	15.0	7.0
9047	130.0	487.0
9048	19.0	135.0
9045	30666.0	19077.0
9046	3962.0	879.0
9049	3694.0	1716.0
106480985	7.0	0.0
9040	2521.0	1904.0
106480984	0.0	1.0
106480987	0.0	0.0
106480986	0.0	1.0
9043	3806.0	4916.0
400141	111.0	245.0
106480989	1.0	1.0
9044	1064.0	1567.0
106480988	0.0	0.0
57282	4.0	18.0
106480990	0.0	0.0
106480992	0.0	0.0
106480991	0.0	0.0
106480994	0.0	0.0
106480993	1.0	3.0
414753	0.0	0.0
414754	0.0	1.0
414751	0.0	0.0
414752	0.0	0.0
341359	0.0	0.0
341356	0.0	0.0
9058	1128.0	10.0
9056	2943.0	2587.0
9057	736.0	360.0
341350	10.0	0.0
9050	688.0	2194.0
106480996	0.0	0.0
9051	559.0	642.0
106480995	0.0	0.0
106480998	0.0	0.0
106480997	0.0	0.0
57291	1000.0	440.0
9054	1105.0	1173.0
9055	669.0	1203.0
106480999	0.0	0.0
9052	1057.0	4337.0
9053	973.0	1752.0
84899	629.0	1519.0
282569	0.0	0.0
400129	6.0	8.0
84896	1678.0	2340.0
84895	1388.0	1066.0
400128	153.0	90.0
84898	5598.0	6022.0
84897	1104.0	1213.0
400126	29.0	57.0
654499	0.0	0.0
84892	1623.0	1284.0
414764	19.0	4.0
84891	0.0	0.0
414765	20.0	17.0
84894	445.0	136.0
84893	3075.0	2439.0
414760	6.0	1.0
414761	15.0	65.0
84890	1355.0	1264.0
341346	2.0	38.0
9069	919.0	1716.0
414926	0.0	0.0
9068	1528.0	44.0
106479979	0.0	2.0
729004	1.0	2.0
106479978	0.0	0.0
106479977	0.0	0.0
106479976	0.0	0.0
106479975	4.0	11.0
9061	4188.0	3805.0
106480963	0.0	0.0
106479974	0.0	0.0
106479973	0.0	0.0
106480962	3.0	0.0
106480965	0.0	0.0
106479972	0.0	0.0
9060	2626.0	1153.0
106480964	3.0	0.0
106479971	1.0	0.0
106479970	0.0	0.0
106480967	5.0	1.0
9066	1797.0	1687.0
106480966	0.0	0.0
9063	1000.0	1206.0
729009	192.0	235.0
106480969	0.0	0.0
9064	3941.0	1809.0
106480968	0.0	0.0
106480970	1.0	2.0
106480972	0.0	0.0
106480971	0.0	0.0
113540	13.0	31.0
106479969	1.0	0.0
9079	2966.0	379.0
106479968	0.0	0.0
106479967	0.0	0.0
106479966	0.0	0.0
106479965	0.0	0.0
106479964	0.0	0.0
106479963	0.0	0.0
106480974	5.0	7.0
9073	863.0	114.0
106479962	0.0	0.0
106480973	0.0	0.0
9070	2523.0	1625.0
106479961	0.0	0.0
106480976	0.0	2.0
9071	55.0	13.0
106479960	0.0	0.0
106480975	0.0	0.0
9076	196.0	1661.0
390402	0.0	0.0
106480978	2.0	1.0
9077	86.0	123.0
390403	1.0	0.0
106480977	0.0	0.0
9074	3.0	3.0
9075	39.0	6.0
106480979	1.0	0.0
100996387	0.0	1.0
390407	0.0	0.0
106480981	0.0	0.0
106480980	0.0	0.0
106480983	0.0	0.0
106480982	0.0	2.0
729025	11.0	0.0
106480949	0.0	0.0
106480948	1.0	0.0
730013	10.0	2.0
137529	0.0	0.0
730010	0.0	14.0
106479999	0.0	0.0
729020	0.0	2.0
113510	596.0	403.0
106479998	0.0	0.0
729023	7.0	2.0
106479997	0.0	0.0
9083	0.0	0.0
106479996	0.0	0.0
106480941	0.0	0.0
9084	0.0	0.0
389421	0.0	4.0
106479995	0.0	0.0
106480940	0.0	0.0
9081	0.0	0.0
106479994	0.0	0.0
106480943	0.0	0.0
106479993	0.0	0.0
9082	0.0	0.0
106480942	0.0	0.0
9087	0.0	1.0
106479992	0.0	0.0
106480945	0.0	0.0
9088	236.0	870.0
106479991	0.0	0.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	0.0	0.0
106480946	0.0	0.0
57402	1325.0	5423.0
57403	2141.0	2957.0
57404	1549.0	604.0
57405	88.0	740.0
389416	2.0	2.0
149501	9.0	20.0
9080	20.0	25.0
106480950	0.0	0.0
57406	979.0	453.0
57407	1877.0	2048.0
57408	0.0	0.0
730005	51.0	30.0
57409	1687.0	561.0
106480959	0.0	0.0
729013	594.0	400.0
106479989	0.0	0.0
106479988	0.0	0.0
106479987	0.0	0.0
729012	2.0	1.0
106479986	0.0	0.0
9094	1615.0	1510.0
106479985	0.0	0.0
106480952	0.0	0.0
9095	280.0	365.0
106479984	2.0	2.0
106480951	9.0	0.0
9092	4247.0	4276.0
106479983	0.0	0.0
106480954	0.0	0.0
9093	2092.0	2369.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	52.0	39.0
106479981	0.0	1.0
106480956	0.0	0.0
9099	623.0	361.0
106479980	0.0	0.0
106480955	2.0	0.0
9096	460.0	106.0
106480958	0.0	0.0
9097	2914.0	3599.0
106480957	0.0	0.0
57413	1170.0	986.0
57414	3933.0	8324.0
57415	534.0	1012.0
389404	4.0	1.0
9091	2540.0	1216.0
57410	5087.0	4583.0
389400	2.0	0.0
106480961	0.0	0.0
57412	20.0	13.0
106480960	0.0	0.0
57418	1182.0	492.0
57419	923.0	4536.0
106480927	0.0	0.0
106479938	0.0	0.0
106479937	0.0	1.0
106480926	0.0	3.0
106479936	0.0	0.0
106480929	0.0	1.0
106479935	1.0	0.0
106480928	1.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	0.0	0.0
106479931	0.0	0.0
390431	0.0	0.0
106479930	0.0	1.0
390432	0.0	0.0
400322	1848.0	668.0
390433	0.0	0.0
106480921	1.0	1.0
106480920	0.0	0.0
390434	0.0	0.0
106480923	0.0	0.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	0.0
390437	0.0	0.0
106480925	0.0	0.0
106480924	0.0	0.0
390438	0.0	0.0
390439	0.0	0.0
341418	0.0	0.0
341416	0.0	0.0
100996350	13.0	41.0
389434	7.0	8.0
642402	0.0	0.0
106479929	0.0	0.0
106479928	0.0	0.0
106479927	0.0	1.0
106480938	0.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	0.0	1.0
106479922	0.0	0.0
106479921	0.0	0.0
390440	0.0	0.0
106479920	0.0	0.0
390441	3.0	1.0
353497	211.0	69.0
390442	0.0	0.0
106480930	1.0	2.0
390443	0.0	1.0
389432	620.0	75.0
106480932	0.0	0.0
390445	4.0	1.0
106480931	0.0	0.0
106480934	0.0	0.0
106480933	0.0	0.0
106480936	0.0	0.0
100996348	17.0	63.0
106480935	0.0	2.0
389428	0.0	3.0
341405	1.0	0.0
389422	14.0	2.0
642413	0.0	0.0
106479919	0.0	0.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	0.0	0.0
106480904	0.0	0.0
106480907	1.0	0.0
106479958	0.0	0.0
106479957	0.0	0.0
106480906	0.0	1.0
106480909	0.0	0.0
106479956	0.0	0.0
106479955	0.0	0.0
106480908	0.0	0.0
106479954	0.0	0.0
106479953	1.0	0.0
106479952	0.0	0.0
654412	2.0	0.0
106479951	0.0	0.0
390411	0.0	0.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	3.0	3.0
106480900	0.0	0.0
106480903	0.0	0.0
390415	3.0	1.0
106480902	0.0	0.0
57446	2142.0	2188.0
57447	17733.0	5355.0
390418	0.0	0.0
100996331	0.0	0.0
57448	2605.0	5333.0
390419	0.0	0.0
57449	2200.0	540.0
389458	1.0	6.0
642425	0.0	0.0
642424	4.0	1.0
100125556	115.0	96.0
106479949	0.0	0.0
106480916	0.0	3.0
106479948	0.0	0.0
106480915	1.0	5.0
106480918	0.0	0.0
106479947	0.0	0.0
106480917	2.0	0.0
106479946	0.0	0.0
106479945	0.0	0.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	1.0	0.0
642443	10.0	9.0
106479942	0.0	0.0
106479941	0.0	0.0
106479940	0.0	0.0
390421	2.0	1.0
57451	389.0	48.0
106480910	0.0	0.0
57452	3378.0	666.0
390423	0.0	0.0
414919	983.0	951.0
390424	0.0	3.0
106480912	0.0	0.0
106480911	0.0	0.0
106480914	0.0	0.0
