id	05eb3daf-d392-4ede-87d6-8f0aef8b6372	8d13e259-238e-4d2f-b9d3-4cffd4302abb
100313781	0.0	0.0
91683	2000.0	308.0
91689	3766.0	1512.0
100313780	0.0	0.0
245908	0.0	0.0
91687	277.0	361.0
245909	0.0	0.0
400673	540.0	235.0
389792	312.0	837.0
389791	13.0	2.0
387129	4.0	0.0
400668	0.0	1.0
389787	22.0	22.0
64081	556.0	244.0
64080	494.0	126.0
64083	9806.0	8996.0
64084	4413.0	1192.0
64098	400.0	500.0
64097	889.0	458.0
400660	46.0	8.0
8909	91.0	3.0
27022	2.0	0.0
8907	2103.0	3028.0
341757	5.0	0.0
400658	29.0	9.0
8908	5378.0	1200.0
147407	1.0	1.0
27020	8810.0	10491.0
400657	884.0	355.0
27023	0.0	8.0
400654	0.0	0.0
64090	0.0	89.0
64092	218.0	326.0
64091	1203.0	299.0
8900	50.0	30.0
64094	7744.0	21148.0
8905	861.0	1693.0
147409	22.0	3.0
64093	1159.0	45.0
8906	3009.0	743.0
64096	0.0	0.0
8904	3978.0	3808.0
221935	1572.0	512.0
221937	3841.0	2172.0
221938	0.0	0.0
400652	15.0	5.0
400650	2.0	10.0
27039	22.0	8.0
27032	10681.0	6407.0
27033	49.0	10.0
27030	2415.0	987.0
27031	1499.0	383.0
27036	34.0	72.0
400645	0.0	0.0
27037	2224.0	734.0
400644	1.0	91.0
27034	3121.0	1954.0
400643	0.0	0.0
27035	35.0	43.0
8912	143.0	511.0
100313769	4.0	3.0
8913	443.0	196.0
8910	4386.0	3290.0
8911	60.0	8.0
8916	3607.0	1516.0
8914	1154.0	952.0
8915	1712.0	1229.0
245935	0.0	0.0
245936	0.0	0.0
245937	5.0	2.0
245938	0.0	0.0
8930	3032.0	1760.0
245939	0.0	0.0
221960	605.0	653.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	8692.0	2830.0
8927	308.0	54.0
8928	7.0	2.0
8925	10443.0	3549.0
8926	26.0	15.0
221955	1120.0	1003.0
8941	0.0	0.0
8942	227.0	537.0
375189	31.0	15.0
8940	33.0	17.0
245940	0.0	0.0
206338	238.0	3.0
375190	863.0	299.0
196446	12.0	172.0
8934	2395.0	1173.0
8935	3306.0	2646.0
196441	5473.0	2053.0
8932	5462.0	6526.0
8933	2675.0	6652.0
8938	949.0	66.0
8939	5105.0	2689.0
8936	1459.0	936.0
326105	3.0	4.0
245913	0.0	0.0
245915	0.0	0.0
221981	356.0	1030.0
245910	0.0	0.0
206358	839.0	2761.0
245911	1.0	0.0
245912	5.0	0.0
196415	3.0	4.0
642909	3.0	1.0
642907	0.0	0.0
8945	3945.0	1574.0
54659	0.0	0.0
54658	0.0	0.0
8943	10835.0	5289.0
54657	0.0	0.0
8944	0.0	0.0
196410	29.0	18.0
245927	0.0	0.0
245928	0.0	0.0
6300	433.0	353.0
245929	0.0	0.0
6302	3402.0	10488.0
6301	11791.0	7627.0
160492	0.0	0.0
54662	3703.0	1888.0
54661	21.0	27.0
54660	82.0	116.0
54665	2925.0	1387.0
54664	5819.0	2517.0
54663	1806.0	748.0
8970	41.0	62.0
8971	7751.0	1758.0
101928363	13.0	2.0
8974	1743.0	4574.0
6311	2543.0	2168.0
8975	3599.0	923.0
6310	3677.0	9531.0
91612	5921.0	4925.0
100421601	0.0	0.0
8972	49.0	25.0
8973	1.0	29.0
245972	4.0	54.0
245973	260.0	148.0
54677	1696.0	867.0
54676	2911.0	2567.0
54675	2739.0	2507.0
147468	1.0	0.0
54674	312.0	668.0
6304	5467.0	2373.0
6303	12311.0	17962.0
8968	1.0	1.0
6305	5353.0	2116.0
91603	1500.0	734.0
91608	487.0	165.0
6307	2552.0	3408.0
642924	22.0	7.0
8969	50.0	30.0
6309	4384.0	3552.0
91607	1786.0	3118.0
6320	422.0	1313.0
6322	966.0	298.0
8985	2146.0	3098.0
8986	1162.0	1509.0
64002	1.0	0.0
101928378	155.0	42.0
6324	273.0	275.0
64005	260.0	194.0
6323	7.0	3.0
101928376	15.0	24.0
54680	2660.0	2297.0
642938	95.0	82.0
54682	3597.0	2994.0
54681	2474.0	726.0
196403	2901.0	1491.0
6315	0.0	0.0
6314	3741.0	1202.0
6317	0.0	5.0
8976	7485.0	6236.0
6319	24182.0	19605.0
6318	0.0	0.0
642935	22.0	29.0
8992	7134.0	12542.0
8993	2.0	0.0
6331	294.0	45.0
8991	8783.0	2513.0
6330	3580.0	1133.0
100421621	7.0	12.0
8996	1374.0	469.0
101928388	5.0	0.0
6332	267.0	306.0
8997	2223.0	1021.0
8994	2816.0	1334.0
6335	131.0	176.0
8995	14.0	18.0
6334	522.0	99.0
147495	7928.0	2323.0
100421629	0.0	0.0
8989	4.0	33.0
6326	852.0	237.0
8987	394.0	58.0
6328	294.0	82.0
91624	2397.0	4746.0
6327	534.0	145.0
8988	0.0	0.0
6329	425.0	86.0
642946	113.0	39.0
6340	381.0	109.0
6342	9038.0	10094.0
6341	2365.0	1323.0
6344	21.0	1.0
100421633	0.0	0.0
6343	2.0	57.0
100421634	0.0	1.0
6346	1.0	1.0
6345	61.0	49.0
100421638	0.0	0.0
642958	1.0	1.0
642959	1.0	0.0
6337	6562.0	11189.0
642952	0.0	0.0
6336	1.0	0.0
6339	339.0	32.0
91614	62.0	272.0
8999	203.0	28.0
6338	613.0	337.0
642954	34.0	24.0
6351	194.0	237.0
6352	1752.0	1304.0
6355	344.0	58.0
6354	0.0	0.0
6357	19.0	10.0
6356	11.0	206.0
100421528	1.0	1.0
6348	140.0	130.0
6347	5305.0	1097.0
196394	592.0	176.0
6362	21.0	32.0
6361	9.0	20.0
6364	6.0	2.0
6363	54.0	205.0
100421533	30.0	16.0
6366	3571.0	229.0
100421535	0.0	0.0
6368	28.0	1.0
6367	1103.0	2144.0
101928337	1.0	1.0
6360	4.0	1.0
255349	15.0	272.0
6359	0.0	0.0
6358	203.0	81.0
6373	25.0	311.0
101928340	12.0	36.0
6372	48.0	62.0
100421542	0.0	0.0
6375	33.0	21.0
6374	1176.0	7.0
100421545	28.0	5.0
6376	57614.0	3419.0
101928345	0.0	0.0
100421549	1.0	0.0
6370	2.0	2.0
255313	0.0	0.0
196374	1.0	279.0
6369	14.0	2.0
6383	5587.0	13395.0
6386	9226.0	11500.0
6385	32925.0	13451.0
6388	2450.0	2173.0
6387	32863.0	17058.0
6389	6072.0	4300.0
255330	0.0	0.0
6382	7618.0	51534.0
102724246	8.0	2.0
255324	18.0	61.0
196385	104.0	50.0
196383	3133.0	1461.0
100421550	0.0	0.0
6397	9814.0	5498.0
100421565	1.0	0.0
6396	4315.0	7873.0
100421566	0.0	0.0
6399	1132.0	1064.0
6398	656.0	740.0
6391	5786.0	4287.0
6390	3978.0	3339.0
6392	4486.0	4703.0
282997	162.0	74.0
282996	340.0	72.0
100134229	566.0	434.0
282991	2274.0	1635.0
100421560	0.0	0.0
100421577	54.0	7.0
100421579	6.0	4.0
255394	1453.0	604.0
102724224	12.0	25.0
54600	0.0	0.0
54602	2729.0	2448.0
282980	0.0	0.0
54606	3701.0	2389.0
100421572	0.0	0.0
100421588	7.0	1.0
100421589	155.0	56.0
282974	508.0	225.0
282973	312.0	62.0
54619	785.0	539.0
100421581	2.0	0.0
196335	1.0	0.0
100421582	17.0	11.0
54617	4827.0	1605.0
100421598	0.0	0.0
100421599	0.0	0.0
255374	81.0	40.0
282969	248.0	216.0
102724201	4.0	10.0
282966	1.0	0.0
54622	2501.0	2441.0
100134259	60.0	55.0
54621	1750.0	662.0
54620	894.0	564.0
54626	98.0	1093.0
54625	3897.0	4427.0
54623	5221.0	2992.0
54629	3291.0	3461.0
54627	460.0	153.0
27005	1841.0	1017.0
27006	5.0	2.0
27000	2745.0	1611.0
27004	4.0	3.0
27018	5010.0	2493.0
27019	89.0	2.0
400591	0.0	4.0
27010	355.0	309.0
27012	2.0	1.0
27013	4204.0	5512.0
400581	6.0	5.0
400578	13.0	3.0
400569	744.0	554.0
400566	217.0	85.0
389715	2.0	1.0
100313829	2.0	0.0
390729	1.0	0.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	8.0	9.0
389730	0.0	0.0
100038246	0.0	0.0
389727	0.0	0.0
91775	2536.0	798.0
390872	0.0	0.0
390874	1.0	2.0
654835	0.0	1.0
400759	165.0	135.0
400757	1.0	2.0
125997	0.0	0.0
389874	0.0	0.0
389873	2.0	0.0
400752	251.0	21.0
137994	272.0	119.0
642843	25.0	9.0
91768	3428.0	1941.0
64151	57.0	211.0
64150	220.0	41.0
64168	768.0	205.0
64167	5850.0	7525.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	1468.0	1020.0
400746	744.0	148.0
400745	8.0	11.0
389866	5.0	7.0
150962	620.0	382.0
64175	1552.0	7993.0
162968	213.0	59.0
64174	80.0	115.0
162966	594.0	651.0
162967	2599.0	1156.0
162962	792.0	808.0
162963	317.0	196.0
125981	4.0	3.0
149992	0.0	0.0
390856	0.0	0.0
390858	2.0	35.0
27187	0.0	1.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	634.0	486.0
149986	3080.0	2442.0
147323	0.0	0.0
326293	2.0	1.0
100313839	0.0	0.0
389898	0.0	0.0
100313837	0.0	0.0
326295	0.0	1.0
27189	3.0	0.0
100313838	0.0	0.0
326294	3.0	4.0
125972	2.0	0.0
642864	1.0	0.0
100313835	0.0	0.0
326296	0.0	0.0
326298	1.0	2.0
375260	220.0	37.0
27183	3974.0	2550.0
64170	392.0	77.0
642869	0.0	0.0
27180	71.0	120.0
27181	123.0	256.0
64172	926.0	280.0
100313830	0.0	0.0
375248	686.0	134.0
91782	3166.0	1701.0
27197	12.0	49.0
147339	2684.0	1781.0
27198	3547.0	161.0
27195	0.0	0.0
125965	65.0	24.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	389.0	5.0
400720	774.0	307.0
149998	3.0	8.0
389884	1.0	0.0
326286	0.0	0.0
27190	452.0	22.0
64180	8.0	4.0
27193	0.0	0.0
100313842	2.0	0.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	16.0	11.0
64184	4.0	1.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	23.0	2.0
387264	25.0	11.0
387263	2155.0	1578.0
206412	107.0	25.0
27164	0.0	0.0
27165	70.0	1.0
27163	1933.0	1329.0
400799	6.0	0.0
400798	42.0	11.0
27166	2140.0	2442.0
400797	0.0	0.0
326272	0.0	0.0
326275	10.0	0.0
326277	0.0	0.0
326279	10.0	8.0
27160	4.0	0.0
27161	5084.0	2700.0
326278	10.0	5.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	2.0	0.0
387254	0.0	0.0
400793	6837.0	237.0
150928	61.0	60.0
27175	1621.0	570.0
149934	0.0	0.0
27173	8213.0	6412.0
150921	14.0	11.0
27179	1.0	0.0
27177	0.0	0.0
27178	5.0	3.0
341883	2.0	3.0
341880	1.0	10.0
27170	0.0	0.0
326269	0.0	0.0
137964	7378.0	2921.0
390892	0.0	0.0
375298	424.0	539.0
149951	2729.0	3836.0
27148	2511.0	709.0
390895	0.0	0.0
206426	1.0	2.0
27143	1278.0	953.0
27141	64.0	28.0
27146	187.0	25.0
106029310	0.0	3.0
27147	1312.0	478.0
27145	302.0	1107.0
123355	1049.0	889.0
137970	51.0	6.0
375287	1675.0	1076.0
387276	0.0	0.0
27159	5.0	1.0
387273	6.0	3.0
150947	0.0	0.0
150946	449.0	1007.0
27153	1660.0	840.0
27154	6516.0	3004.0
400769	2.0	0.0
27151	3741.0	746.0
27152	2948.0	472.0
123346	2.0	0.0
27158	477.0	385.0
400765	0.0	0.0
100293516	1167.0	613.0
387266	0.0	0.0
27156	14.0	5.0
149954	0.0	0.0
387267	0.0	1.0
375295	210.0	657.0
100313886	4.0	3.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	7.0	3.0
160365	80.0	29.0
160364	98.0	95.0
102724316	1180.0	800.0
54754	0.0	0.0
54753	2005.0	886.0
54752	17.0	1.0
54751	5385.0	9424.0
54758	1967.0	535.0
54757	1689.0	1446.0
54756	13497.0	1880.0
101928290	103.0	32.0
6401	1517.0	294.0
6400	13082.0	9257.0
102724307	3.0	3.0
54760	160.0	29.0
54765	11137.0	6069.0
54764	3471.0	1346.0
54763	1115.0	16.0
54762	2020.0	216.0
54769	69.0	50.0
54768	157.0	13.0
54766	0.0	0.0
159371	366.0	143.0
100421700	1.0	0.0
100421701	3.0	0.0
100421702	3.0	0.0
100421704	6.0	25.0
100421705	0.0	0.0
100421706	3.0	0.0
100421707	1.0	0.0
100421708	5.0	1.0
100421709	0.0	0.0
54776	2874.0	1526.0
91703	110.0	58814.0
6403	572.0	188.0
6402	198.0	262.0
6405	2297.0	2528.0
54778	2687.0	1579.0
6404	857.0	1702.0
54777	135.0	7.0
6407	0.0	0.0
6406	0.0	0.0
64100	0.0	0.0
64102	332.0	8.0
6421	18858.0	10957.0
100421710	1.0	1.0
64101	135.0	214.0
6423	8881.0	211304.0
6422	162504.0	7668.0
64106	54.0	3.0
64105	103.0	119.0
64108	368.0	339.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	4.0	7.0
54780	3115.0	930.0
54785	310.0	327.0
54784	572.0	451.0
6414	25344.0	9916.0
6416	3551.0	1884.0
54788	4859.0	2396.0
6415	5150.0	10317.0
6418	30772.0	18021.0
6419	2511.0	982.0
6430	41280.0	5643.0
64111	0.0	0.0
162989	1379.0	1493.0
64110	3008.0	1325.0
6432	11113.0	4231.0
6431	24360.0	6353.0
64112	4976.0	1162.0
64115	3122.0	2280.0
6434	10478.0	4692.0
101928243	105.0	29.0
6433	4092.0	1580.0
64114	11384.0	15873.0
101928244	8.0	0.0
100421724	11.0	5.0
64116	4532.0	4010.0
64118	3909.0	2446.0
101928248	24.0	1.0
100421728	0.0	0.0
54790	5068.0	1436.0
100421729	0.0	0.0
104548973	0.0	1.0
104548972	1.0	0.0
54793	5088.0	1587.0
400713	1248.0	799.0
104548971	2.0	11.0
104548970	0.0	0.0
54798	269.0	96.0
255411	0.0	0.0
54797	740.0	526.0
54796	1104.0	3651.0
54795	2923.0	2310.0
6425	2.0	1.0
6424	2747.0	60864.0
150992	1.0	0.0
6427	7738.0	4761.0
54799	4601.0	952.0
6426	9665.0	7273.0
6429	6390.0	4792.0
6428	22818.0	12208.0
162979	86.0	293.0
6441	92.0	14.0
64122	1014.0	415.0
64121	2057.0	2320.0
6440	2.0	3.0
100421731	1.0	0.0
6443	3962.0	3751.0
101928256	0.0	1.0
6442	31.0	34.0
64123	2048.0	3871.0
100421733	0.0	0.0
6445	100.0	11.0
100421734	0.0	0.0
6444	3176.0	6961.0
160313	0.0	1.0
100421736	0.0	0.0
64127	535.0	215.0
162972	1083.0	539.0
64129	7549.0	3193.0
255426	322.0	9.0
642818	0.0	0.0
642819	493.0	182.0
400709	20.0	9.0
6439	0.0	1.0
642812	4.0	2.0
64131	5734.0	3778.0
654817	34.0	39.0
6450	994.0	302.0
91750	1034.0	788.0
64130	147.0	138.0
654816	30.0	37.0
6452	5456.0	2100.0
100421741	0.0	0.0
64132	2385.0	1223.0
6451	11547.0	13561.0
64135	2176.0	1045.0
91754	10176.0	5259.0
6453	3556.0	4284.0
6456	10.0	0.0
91752	8.0	24.0
64137	9.0	29.0
6455	3725.0	6269.0
147372	388.0	126.0
6447	911.0	952.0
6446	7876.0	3151.0
91748	7618.0	2324.0
6449	4118.0	2875.0
135398	279.0	192.0
91746	11566.0	3553.0
6448	3239.0	1693.0
91749	429.0	403.0
6461	792.0	659.0
6462	19.0	10.0
6465	0.0	0.0
100421754	0.0	0.0
64146	48.0	17.0
64145	4373.0	1927.0
6464	8910.0	7934.0
162998	7.0	1.0
100421756	3.0	4.0
101928276	0.0	0.0
64147	563.0	180.0
160335	1934.0	1204.0
6466	2.0	0.0
162993	751.0	316.0
64149	1400.0	461.0
147381	2.0	25.0
255403	618.0	242.0
6458	19.0	12.0
6457	50.0	13.0
91734	1.0	0.0
6459	22.0	9.0
6472	5040.0	3149.0
6471	2.0	0.0
6474	334.0	991.0
6473	4.0	2.0
6476	1.0	0.0
6478	2518.0	1611.0
6477	1079.0	968.0
101928200	7.0	3.0
100421648	0.0	0.0
6470	4009.0	888.0
6469	3.0	0.0
6468	5533.0	1980.0
6483	1430.0	1862.0
6482	3341.0	3373.0
100421652	1.0	0.0
6484	960.0	2197.0
6487	1013.0	622.0
196294	643.0	525.0
6489	1582.0	172.0
497661	707.0	477.0
100421657	5.0	0.0
6480	4085.0	4315.0
102724386	2.0	5.0
6494	1701.0	1891.0
6493	145.0	816.0
6496	106.0	21.0
6495	305.0	501.0
6498	3798.0	5926.0
101928223	23.0	0.0
6497	10566.0	9220.0
6499	3329.0	2355.0
6490	927.0	38.0
6492	495.0	120.0
6491	351.0	428.0
101928232	1.0	0.0
100124700	108.0	64.0
102724368	10.0	1.0
196264	2222.0	2713.0
54700	4758.0	2769.0
54707	2001.0	1171.0
497634	0.0	0.0
54704	3779.0	2158.0
54708	5284.0	2442.0
160287	19.0	5.0
54714	5.0	0.0
54718	400.0	232.0
100421681	0.0	0.0
54716	17.0	22.0
54715	8.0	1.0
100421695	7.0	1.0
100421697	0.0	0.0
100421698	4.0	2.0
100421699	6.0	0.0
102724349	15.0	2.0
102724341	1.0	0.0
159296	0.0	1.0
54729	0.0	0.0
54726	6484.0	2596.0
100421694	0.0	0.0
255480	237.0	735.0
54732	7486.0	14542.0
54734	6.0	15.0
54733	812.0	1379.0
54739	629.0	483.0
54738	0.0	3.0
54737	8774.0	3558.0
160298	12.0	5.0
102724321	0.0	0.0
255488	6317.0	8305.0
54742	435.0	332.0
54741	12515.0	10164.0
54749	865.0	1190.0
137902	32.0	313.0
27128	580.0	573.0
27129	197.0	571.0
29789	7910.0	5103.0
27127	86.0	14.0
27120	30.0	11.0
27121	7.0	0.0
29781	2344.0	1263.0
29780	1627.0	1424.0
27124	1868.0	322.0
27125	18592.0	7030.0
27122	13512.0	11719.0
29785	71.0	126.0
27123	136.0	589.0
125919	775.0	359.0
29799	428.0	308.0
390800	0.0	0.0
27131	7124.0	4123.0
654790	141.0	398.0
27132	547.0	21.0
27130	1173.0	600.0
29798	505.0	338.0
27136	7.0	1.0
29797	1.0	0.0
27133	18.0	0.0
29796	1987.0	4370.0
27134	1268.0	527.0
27106	2291.0	1071.0
27107	2882.0	1446.0
29768	3.0	1.0
29767	2872.0	1187.0
29766	4528.0	5910.0
27109	2850.0	1103.0
29761	5074.0	2602.0
29760	559.0	438.0
389813	80.0	20.0
389812	8.0	0.0
27102	11567.0	9385.0
29765	0.0	0.0
29763	2617.0	779.0
27101	3277.0	2697.0
389816	29.0	24.0
27115	1053.0	777.0
29778	0.0	1.0
29777	2046.0	1889.0
27113	547.0	161.0
29775	1855.0	477.0
27111	156.0	803.0
29774	75.0	18.0
27112	93.0	42.0
390831	0.0	0.0
390834	3.0	0.0
390836	0.0	0.0
100313938	0.0	0.0
125950	813.0	497.0
125958	0.0	0.0
377841	53.0	3.0
390843	0.0	0.0
390844	7.0	3.0
389827	0.0	1.0
652170	0.0	0.0
389860	3.0	1.0
390811	0.0	0.0
389857	0.0	0.0
390816	9.0	1.0
389856	690.0	284.0
125931	2.0	2.0
389852	0.0	0.0
100313914	1.0	0.0
389844	0.0	0.0
389840	51.0	13.0
100313923	0.0	0.0
100313921	1.0	0.0
389849	16.0	14.0
91893	145.0	217.0
91894	9.0	10.0
147670	41.0	15.0
147664	2.0	1.0
642721	0.0	0.0
64285	2926.0	2083.0
64284	1168.0	461.0
64288	1175.0	1636.0
147685	136.0	28.0
121026	0.0	0.0
123688	427.0	332.0
341568	2.0	0.0
341567	8.0	1.0
642737	1.0	1.0
64283	4123.0	1224.0
64282	1549.0	1015.0
389541	2423.0	1732.0
147694	1709.0	897.0
389537	132.0	533.0
147686	569.0	185.0
147687	803.0	430.0
121014	0.0	0.0
642741	71.0	14.0
159686	76.0	35.0
642746	0.0	0.0
642762	0.0	1.0
390502	0.0	0.0
390501	1.0	0.0
390503	0.0	0.0
121006	14.0	11.0
389524	952.0	258.0
147699	111.0	39.0
133060	1.0	44.0
100313962	0.0	0.0
135644	0.0	1.0
27285	100.0	8.0
27286	731.0	3348.0
27283	0.0	0.0
27284	11.0	62.0
389558	718.0	683.0
27289	608.0	348.0
27287	61.0	24.0
27288	2.0	0.0
135656	3.0	13.0
390561	11.0	4.0
27296	66.0	23.0
389549	0.0	4.0
27297	3241.0	2082.0
27294	25.0	13.0
27295	6167.0	2683.0
27299	17.0	96.0
642776	8.0	1.0
27292	3729.0	1410.0
27293	1038.0	523.0
27290	3.0	1.0
642778	25.0	9.0
27291	1398.0	728.0
160622	852.0	499.0
390531	97.0	51.0
147650	236.0	52.0
390530	25.0	15.0
390535	3.0	0.0
390539	0.0	0.0
147646	0.0	2.0
390538	0.0	0.0
654783	0.0	0.0
147645	309.0	97.0
341511	2.0	0.0
6500	20015.0	11825.0
133015	1299.0	320.0
400410	100.0	100.0
147660	54.0	19.0
121054	2.0	4.0
121053	662.0	370.0
147657	1502.0	1810.0
147658	13.0	2.0
400406	4.0	18.0
642799	0.0	0.0
642796	0.0	0.0
133022	601.0	215.0
642797	136.0	67.0
101928165	0.0	2.0
6511	6.0	2.0
390595	489.0	59.0
6510	9199.0	11028.0
390594	0.0	1.0
100421803	1.0	0.0
100421804	1.0	2.0
390598	51.0	11.0
100421805	19.0	1.0
100421806	22.0	3.0
100421807	0.0	0.0
6509	3461.0	3181.0
54870	6274.0	3557.0
54875	1042.0	827.0
54874	9732.0	7353.0
54873	6047.0	2121.0
389599	1.0	2.0
54872	3307.0	1846.0
102724430	0.0	0.0
54879	1177.0	557.0
6502	832.0	679.0
54878	4898.0	2558.0
6504	265.0	113.0
54877	2635.0	926.0
91801	1043.0	702.0
6503	296.0	609.0
54876	5858.0	1420.0
6506	1251.0	173.0
6505	732.0	488.0
91807	47.0	29.0
6508	1141.0	420.0
6507	770.0	1414.0
101928176	33.0	3.0
6520	10661.0	5776.0
6522	3492.0	2594.0
221717	1.0	2.0
6521	2.0	3.0
221718	3.0	39.0
100421813	14.0	3.0
64207	7540.0	2529.0
100421816	20.0	1.0
221711	51.0	188.0
64208	48.0	13.0
221710	941.0	1443.0
54882	577.0	180.0
54881	3429.0	1536.0
54880	4486.0	2015.0
54886	390.0	5.0
54885	1189.0	1535.0
54884	8026.0	6199.0
54883	2235.0	986.0
6513	3406.0	4266.0
6512	76.0	180.0
54888	5467.0	3883.0
6515	5490.0	3980.0
54887	2390.0	1782.0
6514	0.0	0.0
6517	912.0	363.0
6519	33.0	9.0
6518	126.0	285.0
221749	4942.0	4991.0
64210	5521.0	2789.0
6531	6.0	8.0
100421820	1.0	0.0
64211	2.0	3.0
6530	68.0	104.0
6533	2601.0	7708.0
6532	15.0	8.0
100421823	0.0	2.0
390572	8.0	3.0
64216	1425.0	905.0
64215	2668.0	1933.0
100421825	0.0	0.0
64218	3212.0	1057.0
100421827	0.0	0.0
100421828	5.0	0.0
64219	3013.0	1568.0
100421829	31.0	13.0
54893	4303.0	2093.0
54892	1303.0	1062.0
54891	2517.0	1426.0
54890	6778.0	5127.0
54897	2413.0	1119.0
54896	588.0	600.0
54894	3588.0	339.0
6524	9.0	4.0
6523	7326.0	661.0
170062	0.0	0.0
101928190	0.0	0.0
54899	1537.0	1356.0
6526	2487.0	3649.0
6525	4824.0	3977.0
54898	1540.0	200.0
6528	5.0	9.0
91828	7.0	1.0
170067	0.0	1.0
6527	37.0	44.0
6529	33.0	326.0
6540	3.0	0.0
64221	1804.0	197.0
64220	389.0	991.0
6542	11017.0	1833.0
64223	2156.0	1637.0
6541	6590.0	1909.0
64222	2470.0	2394.0
390581	0.0	0.0
64225	15098.0	3327.0
6543	11.0	12.0
64224	3285.0	1761.0
105376261	3.0	5.0
6535	2319.0	1508.0
6534	9.0	4.0
6536	609.0	1985.0
6539	213.0	48.0
6538	286.0	47.0
64232	0.0	0.0
6551	0.0	0.0
6550	44.0	2.0
64231	1620.0	2725.0
6553	233.0	53.0
91851	8205.0	797.0
64236	813.0	1914.0
6555	0.0	0.0
101928122	0.0	0.0
6554	7.0	6.0
6546	698.0	500.0
6545	215.0	3.0
6548	4933.0	4202.0
6547	7.0	6.0
6549	123.0	475.0
6560	4215.0	3858.0
64241	21.0	1.0
64240	4.0	5.0
6561	0.0	0.0
6564	23.0	31.0
6563	1092.0	119.0
100421854	51.0	21.0
101928136	25.0	7.0
6566	2352.0	1794.0
6565	574.0	350.0
100421859	8.0	3.0
101928138	0.0	0.0
221756	34.0	15.0
6557	39.0	125.0
6556	93.0	188.0
6559	15.0	21.0
91833	1970.0	5744.0
6558	29435.0	5573.0
133083	1.0	3.0
6571	40.0	70.0
101928142	36.0	46.0
100421860	3.0	1.0
6570	1.0	0.0
100421861	0.0	0.0
6573	738.0	406.0
6572	0.0	0.0
101928141	8.0	2.0
91875	1651.0	737.0
6575	5465.0	3117.0
6574	3131.0	4054.0
101928147	0.0	0.0
100421865	7.0	2.0
6576	2845.0	3453.0
221785	2119.0	780.0
245711	45.0	13.0
169044	87.0	395.0
221786	568.0	494.0
6568	0.0	0.0
6567	2242.0	4602.0
91869	1661.0	854.0
6569	0.0	2.0
6582	2.0	1.0
91860	126.0	59.0
101928153	582.0	102.0
6581	900.0	60.0
101928154	118.0	2.0
6584	2029.0	363.0
101928151	0.0	0.0
6583	311.0	96.0
6586	7258.0	12707.0
6585	38.0	29.0
101928158	5.0	0.0
91862	1243.0	743.0
6588	0.0	15.0
6580	30.0	15.0
169026	4.0	2.0
6579	1986.0	14.0
6578	2111.0	2175.0
6595	24365.0	8049.0
6594	7664.0	4084.0
30817	858.0	246.0
6597	8639.0	8887.0
6596	4639.0	1754.0
30816	28.0	1.0
30819	2764.0	21.0
6599	16840.0	8892.0
100421767	0.0	0.0
6598	4354.0	4882.0
30818	360.0	187.0
100421768	0.0	0.0
100421769	0.0	1.0
6591	2428.0	4251.0
6590	3971.0	12445.0
30820	59.0	7.0
100421774	0.0	0.0
100421776	0.0	0.0
100421779	3.0	0.0
282706	0.0	0.0
255104	5063.0	1201.0
255101	30.0	14.0
54802	1824.0	782.0
30813	17.0	0.0
30812	692.0	19.0
54801	1982.0	763.0
54800	5948.0	4331.0
30815	4312.0	2997.0
30814	0.0	0.0
54806	2075.0	784.0
54805	1268.0	940.0
30811	1197.0	891.0
100421771	0.0	0.0
54809	1481.0	1427.0
100421784	9.0	6.0
54808	6440.0	3997.0
54807	746.0	382.0
29802	14.0	17.0
29801	1730.0	1475.0
29800	923.0	711.0
101928104	36.0	4.0
29803	5799.0	2797.0
54813	1629.0	1076.0
54812	4575.0	1885.0
54811	4765.0	1575.0
54810	308.0	207.0
54816	5724.0	2269.0
54815	5078.0	4667.0
54814	948.0	771.0
100421794	1.0	0.0
54819	878.0	651.0
100421796	274.0	109.0
100421797	0.0	1.0
101928113	27.0	4.0
100421799	0.0	0.0
54820	1916.0	2251.0
54823	901.0	451.0
54822	6371.0	2628.0
54821	50.0	319.0
54828	2321.0	1412.0
54827	57.0	16.0
54826	537.0	227.0
54825	15.0	8.0
54829	738.0	29468.0
282756	0.0	0.0
54831	3.0	0.0
54830	138.0	49.0
282754	0.0	0.0
102724473	0.0	0.0
54834	965.0	1074.0
54832	10747.0	3684.0
54839	589.0	340.0
54838	6940.0	8408.0
54836	4775.0	1778.0
54842	6936.0	2624.0
54841	1399.0	866.0
54840	1862.0	889.0
54845	6150.0	4026.0
54843	6956.0	4993.0
54849	2336.0	1436.0
54848	1562.0	165.0
54847	1562.0	344.0
