id	b07b373c-29e1-4e88-a3a9-783568cc12eb	f8c2f22d-5254-46c1-9b7d-429e5ac2854e
10293	87.0	547.0
10295	2499.0	17565.0
10294	7087.0	8846.0
100128292	2.0	66.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	2.0	4.0
116179	1.0	0.0
100873919	0.0	0.0
100873918	3.0	0.0
100873917	0.0	0.0
10297	171.0	240.0
10296	2994.0	5184.0
100128299	3.0	7.0
10299	13032.0	21878.0
10298	792.0	5600.0
100873912	15.0	22.0
100873911	0.0	0.0
116173	36.0	0.0
100873910	0.0	0.0
645015	2.0	12.0
200315	78.0	1.0
200316	176.0	175.0
200312	674.0	890.0
100873904	0.0	8.0
100873902	3.0	24.0
100873909	0.0	21.0
100873907	10.0	3.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	26.0	31.0
100873900	0.0	0.0
645024	1.0	0.0
100775107	17.0	48.0
10270	1771.0	2794.0
645027	12.0	0.0
10273	2487.0	4663.0
100775104	45.0	20.0
10272	4228.0	1258.0
100008586	0.0	0.0
116149	13.0	15.0
100873938	1.0	1.0
100873937	0.0	0.0
116154	143.0	76.0
100873935	1.0	1.0
116159	5316.0	357.0
100873939	1.0	3.0
100873930	1.0	37.0
10274	4268.0	4700.0
10277	5541.0	4652.0
10276	9879.0	35498.0
10279	81.0	2678.0
100873934	1.0	0.0
10278	1419.0	3523.0
100873933	0.0	0.0
116151	10652.0	16624.0
100873932	8.0	4.0
116150	1627.0	2484.0
100128275	0.0	0.0
10280	3034.0	4644.0
10282	1421.0	2531.0
10281	0.0	0.0
10284	10825.0	10290.0
647696	0.0	0.0
10283	1925.0	3152.0
116138	7052.0	7009.0
645030	3.0	5.0
1602	914.0	616.0
1601	15714.0	4051.0
100873926	0.0	0.0
1600	72.0	7.0
100128260	0.0	1.0
116143	107.0	137.0
100873924	36.0	10.0
100873929	6.0	13.0
100873928	1.0	4.0
10286	2356.0	2657.0
10285	1861.0	2437.0
1609	663.0	1889.0
100128266	0.0	4.0
1608	144.0	23.0
10288	794.0	105.0
1607	18.0	3.0
10287	546.0	1140.0
1606	561.0	3465.0
100873923	9.0	9.0
10289	2435.0	2779.0
1605	9583.0	40089.0
100128262	8.0	49.0
100873922	4.0	0.0
1604	6257.0	9270.0
100873921	0.0	0.0
1603	6818.0	13148.0
100128264	0.0	0.0
100873920	2.0	0.0
100287639	1.0	0.0
319133	19.0	22.0
319134	5.0	16.0
100287635	2.0	0.0
319130	2.0	21.0
319139	0.0	0.0
319135	0.0	1.0
100287630	0.0	0.0
319136	0.0	6.0
552891	0.0	1.0
319138	7.0	30.0
1613	2027.0	2584.0
200350	2.0	6.0
1612	2126.0	473.0
1611	6089.0	13576.0
165140	62.0	15.0
1610	2.0	0.0
552889	7143.0	14034.0
1618	5.0	1.0
1617	0.0	0.0
1616	3129.0	6258.0
1615	7144.0	14841.0
319142	0.0	0.0
319143	6.0	13.0
319144	0.0	0.0
319145	1.0	1.0
100287625	0.0	0.0
1624	1.0	1.0
1623	1.0	0.0
1622	7334.0	14703.0
1621	21.0	10.0
1620	6.0	11.0
1629	3292.0	2844.0
552879	0.0	1.0
1628	1107.0	1288.0
1627	5946.0	8025.0
319111	3.0	1.0
128178	7.0	171.0
319112	0.0	5.0
100287616	304.0	1225.0
393046	0.0	0.0
319117	4.0	3.0
319118	1.0	0.0
319114	6.0	11.0
1635	4708.0	7284.0
200373	85.0	785.0
1634	173376.0	29279.0
1633	1241.0	2716.0
1632	1971.0	7427.0
552860	1.0	124.0
1630	36.0	16.0
1639	13467.0	14031.0
1638	139.0	6.0
1636	2330.0	1556.0
319122	5.0	1.0
319123	1.0	0.0
100287603	0.0	0.0
319128	2.0	10.0
319129	4.0	13.0
1646	34427.0	120.0
1645	27002.0	136.0
1644	5.0	31.0
1643	1678.0	2678.0
85824	14.0	5.0
1642	19847.0	27800.0
1641	84.0	5.0
552859	0.0	0.0
1649	1235.0	2700.0
1647	2146.0	850.0
346711	3.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	148.0	40.0
1660	11518.0	30588.0
1657	6116.0	7281.0
1656	16521.0	21385.0
1655	37339.0	41599.0
1654	34493.0	47333.0
1653	11989.0	9843.0
1652	1531.0	783.0
346708	0.0	0.0
1650	8645.0	10486.0
346702	21.0	7.0
1659	3779.0	8529.0
319100	0.0	0.0
319101	3.0	1.0
1671	0.0	0.0
1670	0.0	0.0
319103	1.0	2.0
1668	0.0	0.0
1667	0.0	0.0
1666	7972.0	4387.0
1665	6045.0	21914.0
1663	136.0	1187.0
1662	1455.0	2539.0
1661	2.0	2.0
1669	0.0	0.0
1678	282.0	796.0
1677	281.0	297.0
1676	3283.0	3182.0
1675	49663.0	456.0
1674	2987.0	69.0
1673	0.0	0.0
1672	124.0	59.0
153129	739.0	796.0
1690	234.0	585.0
165100	0.0	3.0
1687	927.0	569.0
85865	1480.0	2858.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	2.0	3.0
10415	0.0	0.0
10417	2023.0	3657.0
493861	100.0	128.0
493860	8.0	20.0
100287591	0.0	0.0
10419	2426.0	7256.0
10418	9048.0	8310.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	3036.0	4115.0
100873554	0.0	0.0
100873553	0.0	1.0
100131713	15.0	22.0
10411	4165.0	2216.0
10410	23046.0	10323.0
100873559	2.0	0.0
10413	25181.0	11901.0
100873558	2.0	3.0
10412	8308.0	14050.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	2005.0	3596.0
442266	4.0	3.0
10425	5093.0	7049.0
442267	3.0	13.0
10428	2619.0	5209.0
10427	4558.0	7591.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	337.0	1039.0
100873543	2.0	1.0
100873542	0.0	0.0
10422	1792.0	2130.0
493856	1049.0	3318.0
100873549	4.0	0.0
10421	3710.0	11707.0
100873548	0.0	0.0
100131726	0.0	0.0
10424	17982.0	11466.0
100873547	0.0	0.0
10423	6919.0	13789.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	14.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	1.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	3.0
100873577	0.0	0.0
100131733	20.0	23.0
100873576	1.0	0.0
100873575	0.0	0.0
100873579	1.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	27.0	520.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	1.0	0.0
442291	0.0	0.0
100287567	0.0	0.0
10404	6577.0	6544.0
10403	114.0	711.0
10406	22.0	3288.0
10408	0.0	0.0
10407	0.0	0.0
100131740	0.0	0.0
10409	987.0	1752.0
100873567	0.0	0.0
100131743	4.0	15.0
100873566	2.0	1.0
100873565	1.0	0.0
100873564	0.0	1.0
10400	3313.0	623.0
10402	1091.0	252.0
100873569	0.0	0.0
10401	1675.0	5321.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	7.0	387.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	19.0	22.0
442240	4.0	1.0
442242	4.0	2.0
100287551	4.0	9.0
442233	2.0	0.0
442234	0.0	1.0
442236	0.0	0.0
442237	0.0	0.0
442239	0.0	0.0
100131755	818.0	417.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	1.0	0.0
100873581	1.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	4.0	22.0
442232	1.0	1.0
100131760	2.0	0.0
442227	0.0	0.0
442229	0.0	0.0
100873589	2.0	4.0
100873588	0.0	0.0
100873587	0.0	1.0
100873586	0.0	0.0
493812	2158.0	421.0
442260	1.0	1.0
442262	1.0	5.0
442255	0.0	1.0
442256	0.0	1.0
442257	1.0	0.0
442258	0.0	1.0
100131775	0.0	0.0
100131777	1.0	0.0
100287528	0.0	0.0
442252	2.0	1.0
100287520	2.0	81.0
442253	0.0	1.0
442245	0.0	0.0
442247	10.0	1.0
442249	0.0	3.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	53154.0	15499.0
100128139	0.0	1.0
10490	18037.0	7692.0
10493	28299.0	14092.0
10492	11562.0	20813.0
10495	1385.0	804.0
100128135	16.0	1.0
10494	5176.0	4102.0
10497	7171.0	5728.0
100128136	0.0	0.0
10499	4530.0	17387.0
128506	0.0	2.0
10498	2062.0	2705.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	3.0	2.0
116512	1.0	1.0
116519	0.0	1.0
105419997	2.0	2.0
100128126	14.0	108.0
100861506	0.0	0.0
10471	976.0	2108.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	0.0	0.0
444882	2.0	15.0
442221	0.0	0.0
442211	1.0	0.0
442213	241.0	142.0
442215	0.0	0.0
442216	1.0	1.0
116511	13.0	0.0
442217	0.0	0.0
442218	0.0	0.0
10473	2640.0	2957.0
10472	2134.0	24692.0
100533177	0.0	3.0
10475	2250.0	3364.0
100533178	0.0	0.0
100128115	0.0	1.0
10474	4880.0	6831.0
100533179	2.0	7.0
10477	3908.0	3473.0
10476	7342.0	7827.0
10479	1970.0	574.0
10478	1131.0	2758.0
100128110	0.0	0.0
100128109	0.0	0.0
10480	6675.0	7708.0
100861516	2.0	5.0
100861517	4.0	17.0
10482	3968.0	5956.0
100861518	2.0	2.0
10481	0.0	69.0
100861519	0.0	31.0
100861513	0.0	2.0
100861514	0.0	0.0
102466806	0.0	0.0
100861515	63.0	67.0
100861510	6.0	3.0
442210	1.0	0.0
100533181	0.0	0.0
100533182	52.0	122.0
442204	1.0	0.0
442205	0.0	0.0
10484	9580.0	5321.0
100128102	0.0	0.0
10483	2572.0	12162.0
10486	5798.0	3645.0
10485	1.0	140.0
100128103	0.0	0.0
10488	2929.0	4942.0
10487	24129.0	23144.0
100533184	0.0	0.0
10489	5475.0	6522.0
128553	5849.0	475.0
100861523	0.0	0.0
102466816	0.0	1.0
102466815	0.0	1.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	817.0	996.0
10458	722.0	4151.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	323.0	12703.0
100873512	0.0	0.0
10450	2422.0	2515.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	1328.0	3585.0
10455	4821.0	4406.0
100873516	0.0	0.0
10454	1579.0	2259.0
100873515	0.0	0.0
10457	18096.0	19224.0
100873514	1.0	5.0
10456	4518.0	12213.0
100873513	0.0	0.0
346389	156.0	4712.0
10460	653.0	4613.0
100861530	6.0	3.0
100873509	0.0	0.0
10469	1384.0	1334.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	762.0	12.0
100873501	0.0	3.0
10461	756.0	443.0
100873500	0.0	1.0
10464	1002.0	1893.0
10463	4035.0	13977.0
10466	3043.0	4894.0
100873505	0.0	0.0
10465	777.0	1065.0
100873504	0.0	2.0
10468	1138.0	841.0
100873503	0.0	0.0
10467	3162.0	4816.0
100873502	2.0	0.0
100873530	0.0	0.0
100861549	30.0	2.0
100861545	1.0	0.0
100861546	0.0	0.0
100861547	0.0	0.0
100861548	374.0	228.0
100861541	48.0	45.0
100861542	0.0	0.0
100861543	0.0	0.0
100861544	0.0	0.0
10437	29.0	56.0
10436	836.0	1761.0
10439	1103.0	984.0
10438	639.0	986.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	1.0	0.0
10430	2649.0	3663.0
100873531	0.0	1.0
100873538	0.0	0.0
100873537	0.0	1.0
10432	2384.0	4535.0
10435	4234.0	778.0
100873536	12.0	28.0
10434	1881.0	7046.0
100873535	0.0	1.0
116535	2044.0	250.0
100861556	0.0	1.0
116534	2.0	5.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	1.0	0.0
100861555	10.0	29.0
10447	1685.0	2039.0
100873529	0.0	0.0
116540	88.0	265.0
100861550	0.0	0.0
10449	13158.0	3280.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	1469.0	1102.0
10440	3169.0	9861.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	0.0	7.0
100873520	0.0	0.0
10444	6413.0	6642.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	4619.0	8533.0
10446	348.0	8475.0
100873525	0.0	0.0
10445	2632.0	5014.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	6061.0	2109.0
100533111	3.0	16.0
102466866	0.0	0.0
102466865	1.0	1.0
102466864	0.0	0.0
128467	0.0	1.0
647507	1.0	2.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	0.0	1.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	3.0	0.0
102466878	0.0	0.0
100128191	30.0	419.0
100128190	0.0	0.0
100533107	109.0	146.0
153443	681.0	2364.0
100533105	13.0	9.0
647532	0.0	0.0
100533106	51.0	66.0
102466889	0.0	331.0
116461	1778.0	4777.0
100128181	0.0	0.0
100128183	7.0	9.0
102466880	0.0	0.0
128439	468.0	1228.0
106182249	0.0	0.0
100128179	0.0	0.0
83394	178.0	252.0
100128177	0.0	0.0
100128176	0.0	0.0
100128162	0.0	0.0
10390	3587.0	2421.0
128497	22.0	41.0
647569	0.0	0.0
10392	1479.0	1020.0
10391	1705.0	150.0
10394	0.0	0.0
10393	668.0	788.0
10396	1020.0	127.0
10395	17931.0	2718.0
1719	2721.0	2321.0
10398	63522.0	11095.0
1718	7044.0	88207.0
100128159	0.0	0.0
10397	44434.0	30476.0
1717	1467.0	2644.0
1716	1372.0	2439.0
10399	41765.0	96659.0
128486	3985.0	6183.0
128488	0.0	0.0
128481	0.0	1.0
100508120	277.0	367.0
1723	819.0	1099.0
100128140	6.0	13.0
100689073	0.0	0.0
100689074	1.0	0.0
100128145	1.0	1.0
1729	5287.0	22952.0
1728	17932.0	28125.0
1727	58331.0	8975.0
1725	1776.0	2709.0
100287512	2.0	1.0
100287513	0.0	0.0
1734	367.0	569.0
1733	8.0	1389.0
1731	279.0	371.0
1730	8006.0	1758.0
1739	7875.0	9779.0
1738	10892.0	9166.0
1737	3528.0	4998.0
1736	2083.0	7108.0
1735	210.0	180.0
100287505	0.0	0.0
751580	73.0	137.0
100287502	0.0	0.0
202658	2.0	3.0
1745	3.0	416.0
1743	11036.0	12458.0
1742	523.0	2287.0
1741	389.0	7781.0
1740	318.0	72.0
1749	21.0	39.0
1748	32.0	123.0
1747	10.0	275.0
1746	0.0	336.0
200008	1.0	0.0
200010	55.0	10.0
1756	16477.0	464.0
1755	0.0	12.0
1750	3.0	0.0
1759	1714.0	1642.0
1758	0.0	5.0
1757	110.0	527.0
1770	275.0	11.0
200014	2756.0	2099.0
1767	42.0	1106.0
1763	160.0	673.0
1762	1579.0	1607.0
1761	0.0	59.0
1760	2618.0	2179.0
1769	0.0	60.0
1768	502.0	826.0
153478	3.0	868.0
1781	8495.0	10158.0
1780	344.0	51.0
200025	6.0	8.0
1778	51150.0	52864.0
1777	3629.0	4375.0
1776	1069.0	8.0
1775	5.0	157.0
1774	1328.0	2267.0
1773	941.0	7501.0
200030	610.0	1544.0
442190	0.0	1.0
442191	0.0	0.0
442192	0.0	0.0
153469	0.0	2.0
1791	0.0	0.0
442195	7.0	0.0
200035	156.0	151.0
442197	13.0	81.0
1789	140.0	642.0
442189	0.0	0.0
1788	1473.0	3173.0
1787	563.0	303.0
1786	1967.0	8343.0
1785	6733.0	5203.0
1783	16785.0	11894.0
1798	2276.0	3940.0
1797	452.0	979.0
1796	2678.0	2332.0
1795	95.0	138.0
1794	1706.0	745.0
1793	10134.0	5889.0
101180976	0.0	0.0
493753	1843.0	1816.0
550112	434.0	1038.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	1.0	1.0
503635	0.0	0.0
503638	16.0	14.0
503637	0.0	0.0
10536	863.0	4094.0
503643	3.0	8.0
10535	394.0	1593.0
100287472	0.0	0.0
10538	51.0	505.0
503645	13.0	15.0
10537	26.0	386.0
100287470	0.0	0.0
10539	2935.0	3561.0
503641	1.0	3.0
503640	1.0	14.0
100873677	0.0	0.0
100873676	0.0	0.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	7241.0	8569.0
493987	1.0	5.0
10534	798.0	1119.0
100873679	0.0	1.0
10533	1865.0	3165.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	1.0
503627	0.0	0.0
100287463	0.0	2.0
503632	0.0	0.0
442388	0.0	2.0
503631	1.0	0.0
100287461	3.0	3.0
10549	4441.0	8073.0
503634	0.0	0.0
10548	311.0	1268.0
503633	2.0	0.0
503630	2.0	4.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	4740.0	7051.0
10541	10501.0	14410.0
100873664	0.0	0.0
10540	8787.0	9988.0
100873663	0.0	0.0
10542	3455.0	3092.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	2265.0	349.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	0.0	2.0
100873690	0.0	0.0
100873695	0.0	0.0
100873694	4.0	6.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	2422.0	3424.0
10513	5764.0	4852.0
10516	16076.0	1021.0
10518	1196.0	100.0
10517	5.0	3.0
10519	3717.0	15883.0
100131611	0.0	0.0
100873699	0.0	0.0
100873698	0.0	0.0
100873697	1.0	0.0
100873696	0.0	0.0
100131614	34.0	32.0
100131616	0.0	0.0
10512	17924.0	11196.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	1.0	3.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	0.0	0.0
503646	0.0	0.0
100287441	0.0	0.0
503648	0.0	0.0
10525	5390.0	12110.0
58503	0.0	1.0
10524	1907.0	2385.0
58505	2761.0	6988.0
10527	10940.0	22719.0
58504	192.0	367.0
10526	5077.0	6781.0
10529	1087.0	23471.0
10528	3911.0	13300.0
58500	515.0	2240.0
100873688	0.0	2.0
100873687	0.0	0.0
100131623	3.0	1.0
100131624	0.0	0.0
100873686	0.0	1.0
100873685	0.0	0.0
10521	30268.0	50895.0
10520	722.0	1151.0
58506	3159.0	4505.0
10523	1751.0	2769.0
58509	878.0	888.0
58508	9884.0	10952.0
10522	1287.0	2277.0
100033398	0.0	0.0
100131629	0.0	0.0
100873689	0.0	0.0
442361	1.0	0.0
58513	2092.0	2315.0
58516	525.0	5454.0
58510	0.0	0.0
58512	32.0	20.0
58511	8.0	2.0
58517	7507.0	14063.0
105371564	2.0	35.0
100131638	0.0	0.0
58525	4226.0	3726.0
58524	211.0	139.0
10505	1375.0	934.0
58527	401.0	1229.0
58526	2882.0	5200.0
10507	573.0	2175.0
100131641	0.0	0.0
10509	776.0	16608.0
58529	91.0	70.0
58528	3793.0	5089.0
10501	1295.0	964.0
10500	804.0	780.0
58530	0.0	0.0
442384	0.0	0.0
58538	10.0	7.0
58531	0.0	0.0
58533	6747.0	6253.0
100131656	2.0	1.0
100287404	0.0	0.0
100131661	4.0	1.0
503694	0.0	0.0
503693	227.0	105.0
493913	0.0	0.0
493911	295.0	434.0
751599	0.0	1.0
285033	271.0	244.0
100128017	0.0	0.0
442320	0.0	0.0
116412	68.0	118.0
442317	0.0	0.0
442318	0.0	0.0
442319	65.0	10.0
493901	0.0	0.0
100128015	0.0	0.0
100128010	6.0	23.0
493900	60.0	150.0
100128012	3.0	0.0
100128011	0.0	0.0
285045	1.0	0.0
442304	14.0	0.0
442308	2.0	11.0
285051	7.0	3.0
10590	129.0	76.0
10592	2378.0	3991.0
10591	738.0	854.0
100873619	0.0	1.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	1.0	0.0
10594	25340.0	40612.0
100873611	0.0	0.0
10595	7.0	1.0
10598	4510.0	12665.0
100873615	0.0	0.0
100873614	0.0	2.0
100873613	0.0	0.0
10599	0.0	0.0
100873612	0.0	0.0
100873608	0.0	1.0
100873607	0.0	2.0
100873606	0.0	0.0
100873605	0.0	0.0
442325	7.0	9.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	0.0
100873603	0.0	1.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	43.0	19.0
10570	32.0	147.0
116447	493.0	1483.0
116449	9.0	4.0
116448	6.0	10.0
10579	5836.0	4064.0
100873639	0.0	0.0
100873638	7.0	10.0
10572	1882.0	3572.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	10830.0	16158.0
100873631	0.0	0.0
10573	2500.0	6866.0
100873630	1.0	1.0
10576	5548.0	15234.0
100873637	1.0	0.0
10575	8093.0	16140.0
100873636	0.0	0.0
10578	467.0	7.0
100873635	3.0	0.0
10577	9679.0	9199.0
100873634	1.0	1.0
10581	8471.0	8301.0
10580	182123.0	3226.0
116437	9.0	0.0
100873629	0.0	0.0
116441	3518.0	461.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	150.0	75.0
116442	30.0	127.0
116444	6.0	26.0
128414	8.0	9.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	1765.0	2394.0
100873620	0.0	0.0
10584	4.0	6.0
10587	1012.0	1715.0
100873626	0.0	0.0
10586	6.0	13.0
100873625	0.0	0.0
10589	2781.0	4065.0
100873624	0.0	0.0
10588	386.0	409.0
100873623	0.0	0.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	73.0	11.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	0.0	0.0
10558	4571.0	6371.0
10557	644.0	1159.0
10559	860.0	1791.0
10550	21198.0	16747.0
100873655	0.0	0.0
100873654	0.0	0.0
10552	6985.0	14491.0
100873653	0.0	0.0
10551	30.0	17160.0
100873652	0.0	3.0
10554	4444.0	4795.0
100873659	0.0	0.0
10553	1962.0	1218.0
128408	0.0	0.0
100873658	0.0	0.0
10556	1795.0	1871.0
100873657	0.0	0.0
10555	32502.0	3087.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	2.0	2.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	214.0	4.0
100873640	0.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	2.0
102466725	0.0	0.0
102466724	4.0	4.0
10569	5416.0	5110.0
100287482	6.0	441.0
100287483	0.0	0.0
10568	14.0	4441.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	1671.0	956.0
100873644	0.0	0.0
10560	1118.0	10522.0
100873643	2.0	0.0
10563	0.0	17.0
100873642	0.0	0.0
10562	12.0	22.0
100873641	0.0	0.0
10565	4911.0	24348.0
100873648	0.0	3.0
10564	6371.0	20188.0
100873647	0.0	0.0
10567	2974.0	3375.0
100873646	0.0	1.0
10566	140.0	92.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	1.0	0.0
102466731	1.0	2.0
116369	22.0	38.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	0.0	1.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	0.0
116372	29.0	126.0
574036	133.0	169.0
574038	0.0	0.0
83479	1202.0	2866.0
116379	0.0	4.0
100128092	0.0	5.0
83478	2978.0	1856.0
83473	839.0	895.0
83475	346.0	376.0
100128098	5.0	113.0
102466745	0.0	3.0
102466744	1.0	0.0
102466743	0.0	1.0
102466742	0.0	0.0
128344	103.0	4064.0
102466741	0.0	0.0
102466740	0.0	0.0
128346	807.0	415.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	5533.0	275.0
100128083	3.0	3.0
83468	1278.0	1525.0
100128081	11.0	4.0
83461	53.0	914.0
128338	7327.0	6502.0
83464	1459.0	4360.0
83463	102.0	615.0
83460	68.0	106.0
100189028	0.0	10.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	1.0	0.0
102466750	1.0	0.0
153339	8559.0	11508.0
116349	319.0	269.0
102466759	0.0	0.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	143.0	75.0
346562	9.0	0.0
647415	0.0	15.0
128322	0.0	1.0
1809	16115.0	14275.0
116337	0.0	0.0
153328	19.0	849.0
1800	9.0	14.0
100128061	0.0	0.0
100128060	26.0	43.0
100128062	0.0	0.0
1808	15710.0	4026.0
83483	17533.0	3940.0
1807	3.0	0.0
1806	4414.0	3076.0
1805	127996.0	450.0
83480	524.0	1063.0
1804	383.0	12.0
1803	2181.0	862.0
1802	809.0	1286.0
83482	0.0	7.0
1801	865.0	1753.0
83481	21.0	5643.0
131965	749.0	2155.0
1811	4.0	2.0
1810	3795.0	4117.0
143941	101.0	593.0
1819	1718.0	2067.0
1818	0.0	0.0
1817	0.0	0.0
1816	0.0	1.0
1815	12.0	21.0
100128054	5.0	8.0
1814	0.0	0.0
285084	10.0	21.0
1813	6.0	163.0
1812	49.0	8.0
100128055	4.0	1.0
647436	9.0	14.0
128387	1296.0	1523.0
131973	1.0	0.0
1822	16086.0	19103.0
1821	230.0	158.0
1820	752.0	794.0
100128041	0.0	0.0
1829	6772.0	29487.0
1828	12.0	2.0
1827	3623.0	3157.0
285093	0.0	0.0
1826	2.0	6.0
100128043	0.0	0.0
1825	8.0	37.0
100128042	0.0	0.0
1824	1273.0	4591.0
1823	7.0	23.0
100128044	0.0	0.0
407977	26.0	3.0
407975	18.0	66.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	4.0	301.0
1832	712.0	103338.0
1831	18622.0	14337.0
1830	0.0	16.0
574016	1.0	12.0
100128036	1.0	2.0
1839	594.0	717.0
1838	432.0	2558.0
346528	5.0	0.0
1837	2294.0	3827.0
1836	2377.0	2257.0
346525	0.0	0.0
1834	0.0	1.0
100128033	0.0	0.0
346524	1.0	0.0
128366	0.0	0.0
100128029	0.0	1.0
128367	0.0	0.0
128368	0.0	1.0
574030	0.0	0.0
574031	0.0	1.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	48.0	351.0
1843	18646.0	5193.0
1842	35055.0	1147.0
1841	764.0	1355.0
1840	3216.0	176.0
574028	1.0	3.0
574029	7.0	3.0
100128025	12.0	33.0
1849	1526.0	1427.0
346517	0.0	0.0
1848	8027.0	1303.0
1847	462.0	3211.0
100128020	0.0	0.0
1846	5522.0	4125.0
100128023	0.0	0.0
1845	8733.0	9972.0
153396	607.0	1853.0
1855	2773.0	1763.0
1854	2341.0	6324.0
100131671	1.0	10.0
1852	8.0	77.0
1850	452.0	1239.0
100131678	0.0	0.0
1859	4535.0	8656.0
1857	5915.0	11882.0
1856	1452.0	3116.0
724068	0.0	0.0
724067	0.0	0.0
202781	653.0	296.0
1861	2739.0	4041.0
100131688	0.0	0.0
1869	248.0	2724.0
724094	6.0	4.0
1880	402.0	163.0
1877	825.0	4001.0
100131691	116.0	264.0
1876	685.0	1255.0
1875	163.0	1384.0
83417	0.0	7.0
100131693	5.0	30.0
100327036	0.0	0.0
83416	19.0	3.0
200132	87.0	14.0
1874	2939.0	2842.0
1872	7.0	1.0
1871	909.0	2604.0
1870	37.0	428.0
1879	16219.0	426.0
724087	10.0	42.0
