id	57cbdd69-7be9-4865-86dd-82bfb0ea803d	4791874c-5ef8-4fbf-8085-055a28057529
100421515	5.0	22.0
54581	284.0	380.0
54580	0.0	2.0
54585	1679.0	3664.0
54584	185.0	323.0
54583	3425.0	3279.0
54587	5939.0	857.0
54586	3.0	3.0
8879	3080.0	5223.0
170371	1015.0	88.0
170370	1.0	0.0
8877	527.0	129.0
6218	26161.0	19365.0
6217	18127.0	3423.0
8878	11017.0	16726.0
6219	0.0	3.0
100506907	0.0	2.0
100506906	297.0	923.0
255649	0.0	0.0
6230	19512.0	9337.0
8893	2354.0	2869.0
8894	3659.0	8362.0
101928440	0.0	0.0
8891	1609.0	1048.0
6232	21693.0	9229.0
8892	1062.0	944.0
6231	2285.0	1877.0
8897	714.0	1131.0
6234	5012.0	3715.0
8898	2179.0	1304.0
6233	21618.0	9026.0
8895	10057.0	35038.0
6236	224.0	10.0
8896	1281.0	1207.0
6235	10008.0	13999.0
101928442	0.0	1.0
101928448	3.0	1.0
8890	1356.0	1031.0
280659	0.0	0.0
280657	0.0	1.0
280658	0.0	1.0
280655	0.0	9.0
253039	1618.0	1976.0
6227	9545.0	17105.0
6226	1.0	38.0
6229	36273.0	40459.0
8888	4866.0	8884.0
6228	26855.0	38184.0
6241	220.0	475.0
6240	3545.0	7449.0
100421411	0.0	1.0
6242	1194.0	1483.0
100421413	4.0	6.0
101928455	2.0	0.0
6244	1.0	0.0
6247	2.0	6.0
100421415	3.0	19.0
6246	0.0	1.0
280644	0.0	3.0
253044	7.0	11.0
6238	11414.0	4698.0
6237	3412.0	200.0
8899	4028.0	6926.0
6239	4668.0	6257.0
6252	1004.0	37.0
100421420	4.0	6.0
6251	5978.0	2324.0
100421422	1.0	3.0
6253	490.0	433.0
6256	7497.0	3658.0
100421424	1.0	2.0
6258	165.0	7.0
6257	2098.0	2364.0
100421428	0.0	4.0
101928469	4.0	8.0
100421429	4.0	37.0
280637	1.0	0.0
280636	1517.0	1114.0
253018	79.0	34.0
253017	0.0	3.0
253012	112.0	22.0
6249	8757.0	17681.0
6248	0.0	0.0
6263	362.0	89.0
100421431	1.0	18.0
6262	92.0	188.0
100421432	1.0	0.0
101928470	5.0	1.0
100421433	0.0	15.0
100421436	16.0	74.0
100421439	0.0	0.0
6261	381.0	341.0
6260	4.0	51.0
6259	3636.0	5224.0
100421430	0.0	2.0
6274	47.0	7.0
6273	431.0	21.0
6276	14.0	1.0
6275	8593.0	432.0
6278	9.0	0.0
6277	23698.0	5337.0
6279	507.0	20.0
6272	12454.0	9429.0
6271	3724.0	31.0
6285	2972.0	14.0
6284	2039.0	681.0
100421455	0.0	2.0
6286	851.0	7829.0
6289	21931.0	14.0
6288	55273.0	12.0
6281	13095.0	647.0
6280	1971.0	117.0
6283	24.0	3.0
6282	11737.0	392.0
123920	2333.0	532.0
100421451	0.0	6.0
6296	239.0	130.0
6295	15.0	59.0
6297	1040.0	1894.0
6299	124.0	7.0
101928420	0.0	2.0
6290	1.0	0.0
6291	158.0	4.0
6294	3120.0	1443.0
6293	2868.0	3859.0
100421478	0.0	1.0
100421479	2.0	31.0
280664	8.0	6.0
54505	2793.0	6720.0
280660	0.0	0.0
54504	1780.0	247.0
280661	12.0	25.0
54503	803.0	1926.0
54502	6080.0	20614.0
54509	39.0	78.0
123904	0.0	0.0
54508	56.0	6.0
100421473	0.0	1.0
54507	1931.0	229.0
100421487	0.0	0.0
133308	456.0	167.0
147945	0.0	2.0
123970	0.0	6.0
100421480	11.0	3.0
147947	655.0	1585.0
147948	214.0	465.0
147949	171.0	390.0
100421484	0.0	3.0
100421485	0.0	2.0
100421498	0.0	74.0
100421499	0.0	5.0
101060006	0.0	3.0
101060005	0.0	0.0
101060004	0.0	1.0
100421495	0.0	3.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	7.0	0.0
147965	469.0	664.0
147968	129.0	100.0
107126289	0.0	0.0
107126287	0.0	0.0
101060039	2.0	6.0
121360	0.0	0.0
101060032	7.0	22.0
135924	0.0	7.0
135927	1.0	7.0
121355	12.0	5.0
147906	232.0	36.0
135932	380.0	377.0
101060045	0.0	29.0
135935	1.0	2.0
101060040	3.0	3.0
147912	388.0	111.0
135942	0.0	2.0
135941	0.0	5.0
121340	3.0	7.0
135946	1.0	0.0
135948	1.0	1.0
104326190	0.0	0.0
104326191	10.0	24.0
147923	589.0	1729.0
147920	4.0	10.0
147929	187.0	443.0
104326192	1.0	3.0
104326193	0.0	0.0
375444	120.0	426.0
104326189	1.0	0.0
101060020	1.0	5.0
375449	4613.0	5592.0
104326188	0.0	0.0
121328	5.0	26.0
91653	2726.0	212.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	73.0	2.0
27085	216.0	1509.0
27086	4169.0	8671.0
389756	107.0	0.0
147429	5.0	91.0
27089	2746.0	2417.0
91646	16.0	39.0
91647	531.0	991.0
642968	1.0	0.0
135458	2.0	46.0
390766	0.0	1.0
27098	116.0	475.0
27099	1.0	96.0
27097	1691.0	1269.0
389741	85.0	118.0
27090	570.0	439.0
27091	0.0	1.0
27094	91.0	254.0
27095	2704.0	2470.0
27092	2180.0	3157.0
642976	23.0	61.0
400629	0.0	2.0
27093	1.0	5.0
160428	990.0	237.0
375133	73.0	41.0
387122	3.0	4.0
390730	1.0	5.0
390732	1.0	0.0
390735	0.0	0.0
387119	427.0	1137.0
27063	2.0	7.0
387117	0.0	2.0
27069	11366.0	13879.0
400612	5.0	1.0
27067	4342.0	15977.0
27068	2666.0	3657.0
221908	254.0	258.0
341799	0.0	0.0
400619	51.0	41.0
642987	73.0	306.0
400618	348.0	25.0
400617	83.0	22.0
64065	11642.0	7805.0
91662	16.0	18.0
91663	22192.0	2495.0
64064	13.0	3.0
64067	176.0	61.0
64066	105.0	4.0
91661	671.0	2886.0
91664	547.0	2502.0
147463	1154.0	839.0
387111	8.0	27.0
27076	1341.0	1685.0
390748	4.0	1.0
27077	404.0	944.0
400604	39.0	140.0
27074	86.0	15.0
27075	8508.0	13439.0
389766	5.0	17.0
387103	125.0	148.0
387104	7.0	6.0
27079	435.0	536.0
389763	0.0	1.0
341784	2.0	7.0
642996	1.0	3.0
27072	3537.0	8693.0
160419	0.0	5.0
64061	1894.0	810.0
400609	0.0	0.0
160418	1753.0	7674.0
64063	168.0	72.0
27071	378.0	90.0
64062	2779.0	3790.0
91695	216.0	436.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	1108.0	55.0
100313770	1.0	17.0
64077	1231.0	376.0
91694	1467.0	981.0
100313771	0.0	147.0
390790	2.0	4.0
221927	1776.0	1831.0
390792	1.0	12.0
400680	23.0	44.0
27043	2820.0	2314.0
27044	12048.0	12874.0
27042	1343.0	2258.0
389799	15.0	2.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	1819.0	269.0
100313777	0.0	0.0
27040	18.0	12.0
100313774	0.0	0.0
64073	282.0	1860.0
64087	6727.0	9348.0
221914	37.0	41.0
64089	560.0	1528.0
100313781	0.0	0.0
91683	1586.0	1888.0
91689	1615.0	408.0
100313780	0.0	15.0
245908	0.0	0.0
91687	282.0	647.0
245909	0.0	0.0
400673	280.0	394.0
389792	266.0	272.0
389791	6.0	4.0
387129	0.0	0.0
400668	3.0	7.0
389787	24.0	13.0
64081	715.0	709.0
64080	231.0	581.0
64083	5712.0	6978.0
64084	19371.0	58810.0
64098	245.0	91.0
64097	648.0	180.0
400660	16.0	5.0
8909	94.0	4.0
27022	3.0	0.0
8907	2528.0	1170.0
341757	0.0	1.0
400658	13.0	18.0
8908	19474.0	348.0
147407	0.0	8.0
27020	5422.0	4803.0
400657	507.0	854.0
27023	9.0	0.0
400654	0.0	1.0
64090	1.0	1.0
64092	204.0	154.0
64091	149.0	115.0
8900	29.0	6.0
64094	7274.0	467.0
8905	1342.0	1337.0
147409	3.0	2.0
64093	336.0	9.0
8906	1144.0	1341.0
64096	0.0	5.0
8904	4132.0	7474.0
221935	1442.0	1388.0
221937	2842.0	2800.0
221938	0.0	1.0
400652	8.0	16.0
400650	0.0	3.0
27039	17.0	83.0
27032	7123.0	11337.0
27033	14.0	95.0
27030	1101.0	3465.0
27031	506.0	606.0
27036	38.0	10.0
400645	0.0	0.0
27037	825.0	1083.0
400644	0.0	0.0
27034	1430.0	994.0
400643	1.0	3.0
27035	27.0	25.0
8912	4118.0	8013.0
100313769	0.0	0.0
8913	82.0	22.0
8910	2462.0	814.0
8911	70.0	151.0
8916	1493.0	1459.0
8914	1069.0	1908.0
8915	919.0	1387.0
245935	0.0	2.0
245936	0.0	0.0
245937	3.0	11.0
245938	0.0	2.0
8930	1471.0	1741.0
245939	0.0	0.0
221960	340.0	324.0
245930	0.0	0.0
245931	0.0	1.0
245932	0.0	1.0
245934	0.0	2.0
8929	1.0	2.0
8924	5052.0	8622.0
8927	240.0	696.0
8928	8.0	19.0
8925	6182.0	19235.0
8926	17.0	139.0
221955	665.0	729.0
8941	0.0	1.0
8942	683.0	144.0
375189	23.0	44.0
8940	27.0	52.0
245940	0.0	0.0
206338	1191.0	11.0
375190	489.0	872.0
196446	17.0	57.0
8934	1582.0	447.0
8935	3335.0	1037.0
196441	1677.0	3521.0
8932	5267.0	2111.0
8933	4367.0	505.0
8938	927.0	2187.0
8939	3290.0	3695.0
8936	435.0	44.0
326105	7.0	29.0
245913	0.0	0.0
245915	0.0	1.0
221981	497.0	493.0
245910	0.0	0.0
206358	716.0	346.0
245911	0.0	26.0
245912	2.0	0.0
196415	0.0	2.0
642909	3.0	3.0
642907	0.0	1.0
8945	2588.0	8301.0
54659	0.0	0.0
54658	0.0	1.0
8943	6231.0	5935.0
54657	0.0	0.0
8944	0.0	0.0
196410	36.0	0.0
245927	0.0	0.0
245928	0.0	0.0
6300	414.0	629.0
245929	0.0	0.0
6302	2548.0	3480.0
6301	6048.0	7765.0
160492	0.0	3.0
54662	2563.0	786.0
54661	12.0	9.0
54660	57.0	60.0
54665	1734.0	5043.0
54664	4310.0	13363.0
54663	944.0	2054.0
8970	24.0	2118.0
8971	3412.0	1870.0
101928363	17.0	30.0
8974	1885.0	1598.0
6311	2173.0	3436.0
8975	2092.0	3329.0
6310	3540.0	10648.0
91612	4513.0	6673.0
100421601	0.0	0.0
8972	148.0	102.0
8973	1.0	5.0
245972	14.0	97.0
245973	95.0	64.0
54677	708.0	1241.0
54676	2088.0	2092.0
54675	2349.0	3732.0
147468	0.0	0.0
54674	844.0	610.0
6304	1371.0	198.0
6303	7433.0	1940.0
8968	0.0	1919.0
6305	3635.0	1790.0
91603	668.0	1035.0
91608	432.0	390.0
6307	1197.0	4096.0
642924	3.0	11.0
8969	49.0	3234.0
6309	2080.0	2143.0
91607	1475.0	481.0
6320	255.0	101.0
6322	815.0	1011.0
8985	2246.0	875.0
8986	1195.0	291.0
64002	0.0	0.0
101928378	99.0	48.0
6324	672.0	189.0
64005	168.0	185.0
6323	4.0	1.0
101928376	3.0	6.0
54680	1287.0	2009.0
642938	1415.0	9260.0
54682	1748.0	889.0
54681	1334.0	2271.0
196403	895.0	566.0
6315	0.0	1.0
6314	2264.0	2506.0
6317	16.0	1.0
8976	4585.0	6821.0
6319	334771.0	60241.0
6318	12.0	1.0
642935	2.0	2.0
8992	7577.0	9112.0
8993	0.0	30.0
6331	84.0	20.0
8991	8332.0	4300.0
6330	2775.0	211.0
100421621	4.0	3.0
8996	1057.0	657.0
101928388	1.0	9.0
6332	392.0	46.0
8997	1975.0	1173.0
8994	1774.0	4097.0
6335	167.0	22.0
8995	8.0	20.0
6334	286.0	1090.0
147495	3203.0	465.0
100421629	0.0	72.0
8989	115.0	92.0
6326	116.0	12.0
8987	704.0	176.0
6328	163.0	19.0
91624	1484.0	114.0
6327	157.0	13.0
8988	3.0	0.0
6329	1528.0	33.0
642946	67.0	59.0
6340	535.0	177.0
6342	7602.0	4809.0
6341	2623.0	4100.0
6344	47.0	8.0
100421633	0.0	1.0
6343	2.0	4.0
100421634	0.0	4.0
6346	0.0	4.0
6345	147.0	34.0
100421638	0.0	2.0
642958	2.0	1.0
642959	1.0	3.0
6337	2848.0	1155.0
642952	0.0	0.0
6336	1.0	10.0
6339	88.0	95.0
91614	13.0	13.0
8999	28.0	104.0
6338	891.0	40.0
642954	29.0	55.0
6351	140.0	14.0
6352	292.0	39.0
6355	141.0	7.0
6354	0.0	1.0
6357	291.0	0.0
6356	0.0	1.0
100421528	0.0	71.0
6348	141.0	17.0
6347	635.0	35.0
196394	291.0	1444.0
6362	309.0	36.0
6361	15.0	1.0
6364	10.0	3.0
6363	226.0	10.0
100421533	254.0	343.0
6366	1629.0	4.0
100421535	0.0	3.0
6368	46.0	0.0
6367	107.0	61.0
101928337	2.0	0.0
6360	40.0	8.0
255349	1.0	0.0
6359	0.0	0.0
6358	1015.0	8.0
6373	17.0	5.0
101928340	3.0	5.0
6372	19.0	2.0
100421542	0.0	12.0
6375	14.0	0.0
6374	11.0	16.0
100421545	16.0	27.0
6376	12794.0	325.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	2.0	3.0
255313	0.0	0.0
196374	0.0	5.0
6369	96.0	2.0
6383	10925.0	1531.0
6386	11225.0	3858.0
6385	29480.0	115313.0
6388	1416.0	2118.0
6387	24689.0	382.0
6389	6384.0	4413.0
255330	0.0	1.0
6382	4709.0	602.0
102724246	23.0	5.0
255324	2.0	3.0
196385	79.0	285.0
196383	1727.0	1815.0
100421550	0.0	28.0
6397	7589.0	2094.0
100421565	0.0	2.0
6396	3584.0	4254.0
100421566	0.0	0.0
6399	603.0	2025.0
6398	628.0	243.0
6391	6033.0	4199.0
6390	2998.0	3082.0
6392	3420.0	1695.0
282997	45.0	16.0
282996	194.0	150.0
100134229	263.0	82.0
282991	1356.0	1595.0
100421560	0.0	0.0
100421577	26.0	71.0
100421579	15.0	25.0
255394	816.0	2435.0
102724224	13.0	24.0
54600	0.0	0.0
54602	1692.0	2512.0
282980	0.0	0.0
54606	2291.0	2592.0
100421572	0.0	0.0
100421588	2.0	8.0
100421589	43.0	21.0
282974	450.0	580.0
282973	99.0	79.0
54619	475.0	926.0
100421581	0.0	10.0
196335	5.0	12.0
100421582	9.0	15.0
54617	2108.0	2718.0
100421598	0.0	2.0
100421599	0.0	10.0
255374	59.0	71.0
282969	262.0	297.0
102724201	12.0	3.0
282966	0.0	8.0
54622	1235.0	1403.0
100134259	69.0	6.0
54621	1396.0	2348.0
54620	705.0	990.0
54626	32.0	19.0
54625	3882.0	5668.0
54623	2878.0	1958.0
54629	2398.0	7271.0
54627	200.0	476.0
27005	851.0	400.0
27006	4.0	1.0
27000	1045.0	972.0
27004	11.0	36.0
27018	2608.0	3485.0
27019	71.0	147.0
400591	0.0	3.0
27010	192.0	102.0
27012	0.0	4.0
27013	3292.0	2276.0
400581	1.0	6.0
400578	3.0	0.0
400569	497.0	489.0
400566	333.0	143.0
389715	1.0	4.0
100313829	0.0	4.0
390729	0.0	0.0
100313824	0.0	7.0
100313822	0.0	0.0
389740	37.0	15.0
389730	2.0	0.0
100038246	0.0	1.0
389727	0.0	0.0
91775	1756.0	1064.0
390872	0.0	0.0
390874	2.0	9.0
654835	0.0	0.0
400759	123.0	14.0
400757	0.0	1.0
125997	0.0	0.0
389874	0.0	1.0
389873	4.0	1.0
400752	84.0	101.0
137994	107.0	189.0
642843	4.0	59.0
91768	3191.0	2868.0
64151	127.0	481.0
64150	275.0	92.0
64168	313.0	40.0
64167	311.0	95.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	1.0
390886	0.0	0.0
125988	1077.0	846.0
400746	281.0	135.0
400745	5.0	10.0
389866	13.0	5.0
150962	410.0	1417.0
64175	1182.0	610.0
162968	128.0	214.0
64174	103.0	37.0
162966	250.0	678.0
162967	1089.0	3875.0
162962	412.0	1906.0
162963	133.0	281.0
125981	3.0	1.0
149992	0.0	0.0
390856	0.0	0.0
390858	10.0	92.0
27187	1.0	3.0
390857	0.0	1.0
400736	0.0	0.0
400735	0.0	1.0
27185	320.0	276.0
149986	1807.0	3710.0
147323	1.0	4.0
326293	1.0	1.0
100313839	0.0	0.0
389898	1.0	2.0
100313837	0.0	0.0
326295	0.0	17.0
27189	3.0	2.0
100313838	0.0	0.0
326294	0.0	34.0
125972	1.0	2.0
642864	1.0	1.0
100313835	0.0	12.0
326296	0.0	2.0
326298	0.0	2.0
375260	115.0	98.0
27183	2691.0	1304.0
64170	152.0	40.0
642869	2.0	1.0
27180	83.0	40.0
27181	91.0	85.0
64172	373.0	861.0
100313830	0.0	2.0
375248	312.0	3664.0
91782	2051.0	1471.0
27197	18.0	129.0
147339	2354.0	9075.0
27198	4766.0	14969.0
27195	0.0	0.0
125965	26.0	12.0
27196	0.0	0.0
125963	0.0	1.0
125962	0.0	0.0
27199	31.0	2.0
400720	607.0	3276.0
149998	21.0	47.0
389884	1.0	0.0
326286	1.0	1.0
27190	77.0	5.0
64180	8.0	0.0
27193	0.0	0.0
100313842	0.0	4.0
642879	0.0	3.0
100313843	0.0	0.0
27194	0.0	0.0
400728	29.0	35.0
64184	4.0	8.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	2.0
642891	8.0	0.0
387264	10.0	2.0
387263	2141.0	2313.0
206412	28.0	266.0
27164	0.0	1.0
27165	16.0	29.0
27163	1353.0	684.0
400799	4.0	71.0
400798	36.0	48.0
27166	1551.0	666.0
400797	0.0	0.0
326272	1.0	6.0
326275	4.0	7.0
326277	0.0	0.0
326279	8.0	5.0
27160	1.0	1.0
27161	4252.0	8552.0
326278	2.0	1.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	2.0	3.0
387254	0.0	0.0
400793	1260.0	439.0
150928	75.0	75.0
27175	1151.0	385.0
149934	0.0	3.0
27173	5329.0	5103.0
150921	18.0	4.0
27179	0.0	1.0
27177	0.0	0.0
27178	3.0	3.0
341883	1.0	55.0
341880	1.0	25.0
27170	0.0	0.0
326269	3.0	50.0
137964	4987.0	7624.0
390892	0.0	1.0
375298	134.0	99.0
149951	2760.0	3345.0
27148	948.0	1481.0
390895	0.0	1.0
206426	3.0	13.0
27143	1117.0	402.0
27141	56.0	95.0
27146	140.0	580.0
106029310	0.0	0.0
27147	1005.0	212.0
27145	624.0	491.0
123355	690.0	546.0
137970	1.0	22.0
375287	880.0	488.0
387276	0.0	0.0
27159	0.0	3.0
387273	23.0	23.0
150947	0.0	0.0
150946	308.0	76.0
27153	919.0	479.0
27154	2157.0	1728.0
400769	2.0	0.0
27151	1124.0	414.0
27152	838.0	3493.0
123346	0.0	1.0
27158	471.0	300.0
400765	5.0	1.0
100293516	1069.0	7116.0
387266	0.0	3.0
27156	5.0	1.0
149954	0.0	5.0
387267	0.0	2.0
375295	173.0	128.0
100313886	0.0	2.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	8.0	10.0
160365	7.0	5.0
160364	8.0	18.0
102724316	958.0	971.0
54754	2.0	5.0
54753	718.0	485.0
54752	11.0	2.0
54751	2469.0	1269.0
54758	1022.0	704.0
54757	997.0	430.0
54756	2017.0	2128.0
101928290	123.0	251.0
6401	86.0	48.0
6400	11144.0	35160.0
102724307	8.0	3.0
54760	139.0	193.0
54765	8676.0	16793.0
54764	1363.0	3144.0
54763	106.0	5.0
54762	458.0	1653.0
54769	16.0	4.0
54768	33.0	234.0
54766	0.0	2.0
159371	440.0	226.0
100421700	0.0	10.0
100421701	3.0	68.0
100421702	1.0	51.0
100421704	7.0	54.0
100421705	0.0	0.0
100421706	0.0	1.0
100421707	0.0	27.0
100421708	2.0	16.0
100421709	0.0	2.0
54776	2872.0	808.0
91703	26.0	2.0
6403	1496.0	154.0
6402	195.0	46.0
6405	3576.0	3401.0
54778	1768.0	2578.0
6404	792.0	83.0
54777	38.0	183.0
6407	2.0	0.0
6406	0.0	0.0
64100	0.0	0.0
64102	685.0	14.0
6421	12350.0	11230.0
100421710	0.0	12.0
64101	204.0	310.0
6423	13679.0	1010.0
6422	34010.0	329.0
64106	9.0	6.0
64105	71.0	217.0
64108	314.0	70.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	1.0	8.0
54780	1691.0	1136.0
54785	283.0	472.0
54784	331.0	458.0
6414	9895.0	6728.0
6416	2231.0	5569.0
54788	3200.0	3015.0
6415	7987.0	5895.0
6418	12676.0	26716.0
6419	1205.0	1332.0
6430	10442.0	12610.0
64111	1.0	0.0
162989	737.0	1061.0
64110	1585.0	2627.0
6432	4303.0	6068.0
6431	10666.0	20961.0
64112	2376.0	5433.0
64115	4771.0	312.0
6434	5316.0	6871.0
101928243	51.0	61.0
6433	1954.0	1765.0
64114	14898.0	4102.0
101928244	0.0	4.0
100421724	8.0	7.0
64116	1582.0	1186.0
64118	2312.0	858.0
101928248	1.0	2.0
100421728	0.0	1.0
54790	1315.0	2914.0
100421729	0.0	44.0
104548973	0.0	10.0
104548972	0.0	5.0
54793	2386.0	1219.0
400713	680.0	1697.0
104548971	3.0	6.0
104548970	0.0	2.0
54798	84.0	30.0
255411	3.0	2.0
54797	479.0	1184.0
54796	1081.0	233.0
54795	2082.0	1955.0
6425	23.0	3.0
6424	9698.0	684.0
150992	0.0	1.0
6427	5404.0	3487.0
54799	1481.0	5433.0
6426	6646.0	15877.0
6429	3638.0	1768.0
6428	10518.0	16062.0
162979	58.0	21.0
6441	87.0	14.0
64122	717.0	196.0
64121	2024.0	700.0
6440	9.0	0.0
100421731	0.0	8.0
6443	5249.0	2255.0
101928256	0.0	2.0
6442	139.0	21.0
64123	5333.0	1725.0
100421733	0.0	1.0
6445	720.0	3.0
100421734	0.0	3.0
6444	1864.0	307.0
160313	1.0	5.0
100421736	0.0	1.0
64127	52.0	35.0
162972	479.0	1260.0
64129	5549.0	594.0
255426	22.0	2.0
642818	0.0	21.0
642819	169.0	267.0
400709	23.0	24.0
6439	129.0	6.0
642812	7.0	7.0
64131	3073.0	4380.0
654817	98.0	9.0
6450	624.0	376.0
91750	715.0	1009.0
64130	77.0	104.0
654816	47.0	0.0
6452	4242.0	1503.0
100421741	0.0	0.0
64132	1508.0	2533.0
6451	8330.0	1488.0
64135	908.0	466.0
91754	7398.0	6220.0
6453	9121.0	3971.0
6456	6.0	7.0
91752	15.0	6.0
64137	18.0	10.0
6455	2393.0	1654.0
147372	214.0	9.0
6447	126.0	43.0
6446	7814.0	1097.0
91748	4589.0	9494.0
6449	2627.0	2458.0
135398	430.0	1167.0
91746	3906.0	5977.0
6448	1628.0	342.0
91749	199.0	1834.0
6461	356.0	247.0
6462	18.0	14.0
6465	1.0	0.0
100421754	0.0	0.0
64146	29.0	45.0
64145	2862.0	3132.0
6464	5619.0	3883.0
162998	5.0	5.0
100421756	0.0	36.0
101928276	0.0	0.0
64147	342.0	649.0
160335	1174.0	4583.0
6466	1.0	0.0
162993	281.0	611.0
64149	696.0	2600.0
147381	9.0	4.0
255403	361.0	1634.0
6458	17.0	20.0
6457	3.0	2.0
91734	0.0	2.0
6459	4.0	37.0
6472	2081.0	3159.0
6471	1.0	28.0
6474	305.0	39.0
6473	3.0	11.0
6476	0.0	4.0
6478	1678.0	4401.0
6477	1011.0	3215.0
101928200	28.0	6.0
100421648	0.0	1.0
6470	3618.0	1185.0
6469	4.0	1.0
6468	3357.0	1293.0
6483	1223.0	511.0
6482	10376.0	30613.0
100421652	0.0	9.0
6484	996.0	574.0
6487	1214.0	362.0
196294	393.0	1169.0
6489	313.0	84.0
497661	545.0	1016.0
100421657	4.0	9.0
6480	3535.0	2504.0
102724386	8.0	3.0
6494	1070.0	543.0
6493	83.0	90.0
6496	9.0	0.0
6495	383.0	102.0
6498	3139.0	26719.0
101928223	12.0	1.0
6497	7700.0	1562.0
6499	2008.0	3060.0
6490	58.0	102.0
6492	560.0	2.0
6491	242.0	526.0
101928232	0.0	6.0
100124700	20.0	3.0
102724368	1.0	6.0
196264	805.0	289.0
54700	3421.0	8950.0
54707	1269.0	1418.0
497634	0.0	0.0
54704	2332.0	3473.0
54708	2837.0	3741.0
160287	18.0	74.0
54714	13.0	44.0
54718	92.0	38.0
100421681	0.0	1.0
54716	27.0	21.0
54715	1.0	7.0
100421695	2.0	30.0
100421697	0.0	0.0
100421698	0.0	10.0
100421699	7.0	43.0
102724349	13.0	79.0
102724341	0.0	3.0
159296	0.0	5.0
54729	0.0	0.0
54726	2709.0	4147.0
100421694	0.0	0.0
255480	195.0	17.0
54732	5970.0	5175.0
54734	15.0	10.0
54733	227.0	137.0
54739	682.0	193.0
54738	0.0	0.0
54737	2876.0	1935.0
160298	6.0	112.0
102724321	0.0	0.0
255488	3291.0	3885.0
54742	56.0	3.0
54741	10062.0	6056.0
54749	2822.0	51.0
137902	2306.0	14747.0
27128	546.0	144.0
27129	9449.0	144.0
29789	3985.0	5248.0
27127	24.0	86.0
27120	12.0	31.0
27121	7.0	10.0
29781	1506.0	1691.0
29780	2294.0	1225.0
27124	1060.0	1174.0
27125	9422.0	24689.0
27122	4876.0	1004.0
29785	276.0	252.0
27123	488.0	188.0
125919	321.0	2463.0
29799	194.0	596.0
390800	2.0	1.0
27131	5732.0	4051.0
654790	51.0	3.0
27132	171.0	194.0
27130	672.0	1342.0
29798	221.0	675.0
27136	3.0	0.0
29797	0.0	0.0
27133	7.0	8.0
29796	1941.0	2223.0
27134	1128.0	3335.0
27106	3805.0	1530.0
27107	1287.0	3316.0
29768	2.0	4.0
29767	1377.0	1200.0
29766	3582.0	5631.0
27109	1705.0	2796.0
29761	3315.0	4531.0
29760	270.0	481.0
389813	93.0	52.0
389812	1.0	0.0
27102	8497.0	11266.0
29765	0.0	0.0
29763	710.0	1285.0
27101	2136.0	3193.0
389816	20.0	0.0
27115	535.0	259.0
29778	2.0	2.0
29777	1041.0	1421.0
27113	153.0	385.0
29775	1173.0	742.0
27111	146.0	203.0
29774	49.0	7.0
27112	41.0	58.0
390831	2.0	0.0
390834	1.0	2.0
390836	0.0	0.0
100313938	0.0	0.0
125950	654.0	374.0
125958	0.0	1.0
377841	23.0	47.0
390843	0.0	0.0
390844	3.0	1.0
389827	1.0	0.0
652170	0.0	0.0
389860	0.0	4.0
390811	0.0	1.0
389857	0.0	0.0
390816	9.0	7.0
389856	252.0	377.0
125931	0.0	0.0
389852	0.0	0.0
100313914	0.0	4.0
389844	0.0	0.0
389840	14.0	15.0
100313923	0.0	0.0
100313921	0.0	16.0
389849	20.0	11.0
91893	105.0	220.0
91894	3.0	0.0
147670	36.0	67.0
147664	0.0	10.0
642721	0.0	16.0
64285	1663.0	1836.0
64284	550.0	1827.0
64288	1388.0	7052.0
147685	72.0	134.0
121026	0.0	0.0
123688	251.0	140.0
341568	0.0	5.0
341567	2.0	5.0
642737	1.0	4.0
64283	1650.0	2233.0
64282	1085.0	1370.0
389541	1728.0	2726.0
147694	888.0	2408.0
389537	129.0	168.0
147686	427.0	846.0
147687	486.0	1856.0
121014	0.0	2.0
642741	46.0	15.0
159686	34.0	10.0
642746	0.0	3.0
642762	0.0	1.0
390502	0.0	1.0
390501	0.0	2.0
390503	0.0	0.0
121006	12.0	59.0
389524	266.0	275.0
147699	61.0	31.0
133060	0.0	0.0
100313962	0.0	0.0
135644	0.0	2.0
27285	52.0	89.0
27286	2308.0	522.0
27283	0.0	3.0
27284	52.0	36.0
389558	197.0	26.0
27289	130.0	242.0
27287	72.0	25.0
27288	0.0	1.0
135656	0.0	0.0
390561	11.0	21.0
27296	71.0	295.0
389549	0.0	1.0
27297	1686.0	3412.0
27294	16.0	29.0
27295	5376.0	165.0
27299	39.0	84.0
642776	4.0	479.0
27292	1747.0	2469.0
27293	290.0	472.0
27290	4.0	17.0
642778	8.0	0.0
27291	783.0	1389.0
160622	1058.0	104.0
390531	7.0	0.0
147650	209.0	184.0
390530	6.0	0.0
