id	c18ab48c-9c87-46d5-ae3d-a97f7b3875c8	deaa56c1-8031-4c65-b3bc-1228407e06ea
100500896	0.0	0.0
100500897	0.0	0.0
2806	4578.0	3330.0
100500898	0.0	0.0
2805	2637.0	1121.0
100500899	0.0	0.0
2804	13731.0	8707.0
2803	8022.0	4908.0
2802	5459.0	3607.0
130540	21.0	6.0
646486	0.0	0.0
100500881	1.0	0.0
100500882	0.0	0.0
23474	1308.0	1647.0
23475	2831.0	161.0
23476	6383.0	4557.0
23478	3990.0	4468.0
23479	3750.0	2794.0
646480	1.0	0.0
2812	0.0	0.0
2811	78.0	19.0
2810	2362.0	1201.0
23471	8881.0	10316.0
23473	2448.0	1335.0
100500884	0.0	0.0
2819	562.0	28.0
100500885	0.0	0.0
84498	3411.0	1514.0
100500886	0.0	0.0
2817	3381.0	6951.0
100500888	0.0	0.0
2815	1.0	0.0
100500889	5.0	0.0
2814	2.0	9.0
2813	146.0	883.0
2823	70.0	26.0
2822	121.0	13.0
2821	11826.0	28438.0
100500839	0.0	0.0
2820	4475.0	4317.0
201562	3478.0	2523.0
100379623	0.0	0.0
2829	227.0	18.0
100500831	0.0	0.0
2828	387.0	652.0
2827	92.0	32.0
100500833	9.0	5.0
2826	25.0	21.0
100500834	0.0	0.0
2825	13.0	522.0
100500835	0.0	0.0
2824	2087.0	496.0
100500836	0.0	0.0
727699	4.0	0.0
2834	10.0	0.0
100500826	2.0	0.0
2833	62.0	36.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	0.0	0.0
2831	0.0	1.0
100500829	0.0	0.0
60401	509.0	166.0
2830	0.0	1.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	1.0	1.0
100500822	0.0	0.0
2837	6.0	2.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	102.0	0.0
100500825	0.0	0.0
100500850	18.0	3.0
2845	0.0	1.0
100500859	0.0	0.0
2844	2.0	5.0
2843	15.0	8.0
2842	19.0	25.0
2841	23.0	14.0
60412	3615.0	3472.0
2840	201.0	14.0
100500851	0.0	0.0
100500854	17.0	4.0
2849	14.0	24.0
100500855	0.0	0.0
2848	4.0	0.0
394261	1.0	2.0
2847	66.0	117.0
347933	0.0	0.0
100500857	1.0	1.0
2846	41.0	27.0
100500858	0.0	0.0
394263	1.0	4.0
2856	2.0	0.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	6.0	4.0
201595	10272.0	7238.0
2852	180.0	98.0
2850	336.0	435.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	118.0	57.0
100500846	0.0	0.0
2857	262.0	422.0
100500847	0.0	0.0
2870	1767.0	1103.0
107105261	0.0	0.0
2867	14.0	18.0
107105265	0.0	0.0
60437	69.0	10.0
2866	0.0	0.0
107105264	0.0	0.0
60436	1577.0	1215.0
2865	2.0	1.0
107105263	3.0	0.0
2864	6.0	2.0
107105262	0.0	0.0
2863	372.0	226.0
2862	2.0	0.0
2861	297.0	187.0
347918	879.0	301.0
107105266	2.0	0.0
2869	1264.0	555.0
2868	253.0	218.0
2880	0.0	0.0
60439	0.0	0.0
107105254	0.0	0.0
2878	4611.0	1939.0
2877	333.0	1.0
107105253	15.0	1.0
2876	5873.0	7356.0
2875	178.0	341.0
2874	185.0	64.0
2873	3792.0	2938.0
2872	8802.0	11116.0
107105256	0.0	0.0
2871	7.0	2.0
347902	6182.0	3102.0
107105259	0.0	0.0
2879	9665.0	9796.0
727682	0.0	0.0
727684	3.0	0.0
2892	227.0	50.0
2891	253.0	2.0
2890	113.0	27.0
727686	0.0	0.0
84419	379.0	1945.0
2889	6181.0	3184.0
100500815	0.0	0.0
2888	67.0	103.0
100500816	0.0	0.0
2887	3326.0	1838.0
100500817	0.0	0.0
2886	2235.0	2190.0
100500818	0.0	0.0
2885	7064.0	6501.0
100500819	1.0	0.0
2884	0.0	5.0
2882	505.0	739.0
100642175	10.0	0.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	3.0	1.0
100500813	0.0	0.0
100500814	1.0	0.0
727676	0.0	0.0
107105271	0.0	0.0
727677	70.0	3.0
2899	3511.0	860.0
84418	1312.0	1860.0
2898	9.0	51.0
60468	905.0	127.0
84417	1319.0	17.0
2897	39.0	37.0
2896	24460.0	19292.0
60467	0.0	0.0
100500808	0.0	0.0
2895	8.0	7.0
100500809	0.0	0.0
2894	287.0	174.0
2893	1149.0	0.0
100500801	0.0	0.0
100500802	16.0	11.0
100500803	0.0	0.0
23603	6423.0	4878.0
100129507	0.0	0.0
23604	979.0	871.0
23605	1.0	0.0
23606	1.0	0.0
23607	3701.0	2505.0
23608	5374.0	5804.0
23609	1759.0	1390.0
286527	14.0	5.0
286528	0.0	0.0
23600	211.0	179.0
23601	101.0	1227.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	0.0	1.0
23614	0.0	0.0
23615	11.0	2.0
23616	652.0	452.0
286530	302.0	188.0
23617	0.0	0.0
23619	6.0	1.0
23612	2186.0	4275.0
23613	3304.0	3443.0
286544	106.0	203.0
286550	0.0	0.0
286554	0.0	0.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	0.0
441273	7.0	7.0
100463528	0.0	0.0
441272	346.0	363.0
100379667	0.0	0.0
100288998	0.0	0.0
441263	67.0	40.0
441261	1.0	1.0
100288984	0.0	0.0
441295	29.0	24.0
441294	14.0	6.0
100463500	0.0	0.0
100288979	1.0	0.0
286512	2.0	1.0
286514	0.0	0.0
60625	859.0	646.0
441282	9611.0	40.0
646377	0.0	0.0
100130579	1.0	0.0
646379	0.0	0.0
646378	2.0	0.0
23683	2249.0	1081.0
404281	60.0	79.0
100130572	0.0	0.0
646370	0.0	0.0
23682	356.0	210.0
100129587	0.0	0.0
100129583	189.0	84.0
100129584	0.0	0.0
441218	0.0	4.0
100130566	0.0	0.0
100130564	1.0	0.0
100130562	920.0	854.0
100130561	72.0	80.0
441212	154.0	209.0
646382	0.0	0.0
100129570	0.0	0.0
404266	15.0	54.0
100130557	44.0	26.0
100130555	0.0	0.0
646390	0.0	0.0
441246	14.0	14.0
23666	122.0	38.0
23667	0.0	0.0
646392	0.0	0.0
23668	0.0	0.0
441251	3.0	0.0
441250	412.0	313.0
23660	1014.0	863.0
100129564	0.0	0.0
100129566	0.0	0.0
100129561	1.0	0.0
100130549	0.0	1.0
130500	1.0	0.0
100129557	0.0	0.0
23673	4350.0	2465.0
441238	17.0	0.0
130502	374.0	149.0
23676	1.0	1.0
130507	4351.0	2260.0
23677	8307.0	4428.0
441234	2.0	1.0
23678	992.0	1532.0
23679	0.0	1.0
23670	3331.0	3713.0
23671	8.0	0.0
100129556	0.0	0.0
100129555	12.0	2.0
23647	4058.0	3134.0
23648	3439.0	2931.0
100130539	21.0	4.0
23649	683.0	515.0
129521	0.0	1.0
100130535	1.0	0.0
23640	1181.0	1351.0
23641	1637.0	1319.0
23642	1648.0	896.0
23643	261.0	336.0
23644	2498.0	1038.0
23645	4155.0	2609.0
23646	11444.0	9095.0
100129543	29.0	13.0
23658	1173.0	999.0
23659	1488.0	1717.0
286573	0.0	0.0
100130528	0.0	0.0
100130523	0.0	0.0
100130522	119.0	89.0
23650	11166.0	669.0
23654	19395.0	17814.0
23657	146.0	116.0
117532	76.0	4.0
117531	63.0	4.0
100130519	47.0	43.0
23625	717.0	929.0
23626	1.0	0.0
23627	249.0	634.0
100130514	0.0	0.0
441208	10.0	3.0
23620	0.0	1.0
23621	2459.0	2110.0
23623	1341.0	2466.0
23624	447.0	744.0
23636	3378.0	3535.0
23637	5460.0	3321.0
23639	250.0	464.0
100129515	0.0	0.0
23630	4.0	3.0
23632	35.0	33.0
23633	5318.0	3740.0
23635	2412.0	1377.0
100129512	0.0	0.0
404201	211.0	105.0
404203	1.0	0.0
129446	36.0	0.0
404204	0.0	0.0
84569	0.0	0.0
60598	56.0	947.0
84561	815.0	1406.0
60592	3772.0	2355.0
84560	0.0	0.0
648947	1.0	0.0
646300	72.0	14.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	170.0	143.0
727736	0.0	0.0
84559	0.0	1.0
84557	482.0	631.0
84553	426.0	101.0
84552	838.0	498.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	2.0	0.0
201617	0.0	6.0
100499457	0.0	0.0
727764	1.0	1.0
102465669	0.0	0.0
102465668	0.0	0.0
646309	274.0	97.0
201627	2311.0	1439.0
646324	21.0	62.0
201626	2450.0	1108.0
727758	71.0	28.0
201625	36.0	23.0
648980	4.0	0.0
84572	2829.0	3138.0
646316	0.0	0.0
84570	112.0	11.0
345462	265.0	185.0
102465689	4.0	0.0
102465688	0.0	0.0
646330	3.0	0.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	9253.0	8331.0
727701	9.0	4.0
727703	3.0	0.0
727704	0.0	0.0
201633	79.0	25.0
2900	104.0	343.0
2908	5352.0	2386.0
2907	9329.0	13592.0
2906	64.0	291.0
2905	57.0	34.0
2904	24.0	1.0
2903	207.0	11.0
345456	0.0	0.0
2902	165.0	15.0
2901	239.0	73.0
406894	1.0	0.0
406893	1.0	0.0
406896	9.0	12.0
406895	0.0	0.0
406898	0.0	0.0
646348	1.0	0.0
406897	0.0	0.0
102465695	0.0	0.0
646346	0.0	1.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	0.0	0.0
406892	0.0	0.0
406891	2.0	0.0
2911	5.0	11.0
201651	20.0	4.0
2919	157.0	13.0
2918	11.0	74.0
102465691	0.0	0.0
2917	28.0	3.0
2916	20.0	5.0
2915	1.0	4.0
2914	9.0	2609.0
2913	6.0	5.0
2912	40.0	54.0
404220	30.0	4.0
406883	0.0	0.0
406882	0.0	0.0
406885	0.0	0.0
406884	0.0	0.0
646359	0.0	3.0
406887	0.0	0.0
406886	21.0	9.0
406889	0.0	0.0
406888	0.0	0.0
23584	474.0	55.0
23585	5474.0	6450.0
23586	1461.0	2219.0
23587	1058.0	779.0
23588	2056.0	1375.0
23589	2448.0	3011.0
406881	0.0	0.0
2922	220.0	434.0
2921	61.0	9.0
2920	698.0	25.0
23580	6709.0	2689.0
23581	75.0	1578.0
23582	2095.0	1441.0
23583	1222.0	1162.0
404217	310.0	612.0
2928	0.0	0.0
2926	4101.0	3683.0
2925	179.0	1185.0
2923	19562.0	26006.0
646366	0.0	1.0
345430	1.0	0.0
406875	1.0	0.0
404216	4.0	37.0
23595	1292.0	1000.0
23596	472.0	649.0
23597	1457.0	1126.0
96597	7.0	0.0
23598	3028.0	2769.0
100130584	0.0	0.0
100130581	154.0	182.0
646360	21.0	10.0
129450	602.0	336.0
130429	0.0	0.0
2932	3963.0	2943.0
2931	2666.0	3183.0
23590	225.0	112.0
100129591	4.0	6.0
23591	3.0	0.0
23592	2168.0	1123.0
23593	4445.0	2576.0
23594	118.0	51.0
727708	1.0	0.0
100499485	0.0	0.0
100129597	3.0	3.0
100499483	101.0	40.0
2939	4.0	2.0
2938	725.0	2.0
2937	3082.0	2923.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	1753.0	2028.0
2935	7735.0	8379.0
2934	57483.0	21300.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	1693.0	1051.0
60506	0.0	1.0
2944	17641.0	4310.0
2942	0.0	0.0
2941	678.0	599.0
2940	5.0	1.0
2949	6582.0	156.0
2948	1232.0	1175.0
2947	3786.0	5588.0
2946	3172.0	338.0
60526	1044.0	600.0
2954	1571.0	1023.0
2953	25.0	3.0
2951	0.0	0.0
2950	7597.0	3812.0
2959	1305.0	973.0
2958	1130.0	1145.0
2957	3101.0	2457.0
2956	3535.0	2285.0
100288948	0.0	0.0
60529	606.0	12.0
60528	4143.0	2164.0
2966	121.0	119.0
84504	0.0	2.0
2965	2999.0	1563.0
84503	313.0	242.0
2964	1.0	3.0
2963	1122.0	1047.0
2962	4129.0	4241.0
2961	857.0	1070.0
84502	69.0	28.0
2960	785.0	692.0
84501	347.0	204.0
2969	3018.0	2107.0
2968	139.0	99.0
2967	1504.0	1163.0
2980	0.0	1.0
2977	853.0	685.0
2976	3022.0	2549.0
2975	5073.0	5425.0
2974	12.0	1.0
2972	1697.0	1491.0
2971	3060.0	4094.0
2970	111.0	89.0
2979	72.0	16.0
2978	2.0	3.0
154442	7.0	6.0
2990	21574.0	3717.0
225689	239.0	1128.0
84519	76.0	53.0
84518	97.0	137.0
60559	6142.0	4626.0
100500914	0.0	0.0
2987	4943.0	7309.0
60558	2096.0	1277.0
84525	168.0	280.0
100500915	0.0	0.0
2986	3.0	0.0
84528	1.0	0.0
100500916	0.0	0.0
84527	782.0	415.0
100500917	0.0	0.0
2984	48.0	36.0
84522	1635.0	1443.0
100500918	0.0	0.0
2983	973.0	904.0
100500919	0.0	0.0
84524	822.0	443.0
2982	3390.0	830.0
2981	0.0	0.0
84520	397.0	386.0
100500910	0.0	0.0
100500911	1.0	0.0
2989	8.0	4.0
100500913	0.0	0.0
2999	62.0	21.0
84515	786.0	382.0
100500903	0.0	0.0
2998	0.0	0.0
84514	1918.0	2355.0
100500904	5.0	0.0
2997	2979.0	2701.0
84517	56.0	43.0
100500905	0.0	0.0
84516	3494.0	3509.0
2996	19.0	7.0
100500906	0.0	0.0
2995	1423.0	1112.0
2994	0.0	0.0
100500908	0.0	1.0
84513	1761.0	1544.0
2993	2.0	0.0
100500909	0.0	0.0
2992	2145.0	1466.0
60561	1011.0	661.0
60560	1460.0	812.0
100500900	0.0	0.0
100500901	0.0	0.0
100288904	0.0	0.0
154467	216.0	433.0
130497	3341.0	13.0
84548	528.0	687.0
84547	310.0	187.0
100500938	1.0	0.0
84549	1102.0	793.0
84546	0.0	0.0
84545	1841.0	1844.0
84542	480.0	400.0
84541	97.0	31.0
727795	20.0	15.0
84529	388.0	259.0
84536	280.0	259.0
84539	0.0	0.0
84532	3182.0	421.0
84530	2.0	0.0
23729	222.0	179.0
201288	0.0	0.0
201283	428.0	411.0
23738	0.0	1.0
23731	6993.0	3347.0
23732	158.0	8.0
201299	10.0	22.0
201292	986.0	1140.0
201294	1053.0	1413.0
23704	2458.0	3373.0
23705	1604.0	5709.0
23708	673.0	490.0
252840	0.0	0.0
252841	1.0	0.0
100288897	4.0	0.0
23710	3995.0	1705.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	3.0	2.0
100288861	0.0	0.0
84701	56.0	80.0
252884	255.0	261.0
84700	5.0	6.0
129841	0.0	0.0
94086	9.0	8.0
117854	282.0	181.0
100130450	0.0	0.0
154807	2793.0	2432.0
100129460	167.0	52.0
359710	0.0	0.0
94081	1005.0	1666.0
115201	787.0	587.0
100129468	0.0	0.0
100129464	3.0	4.0
286256	38.0	55.0
286257	1017.0	757.0
100129459	0.0	0.0
100130447	0.0	0.0
129831	507.0	439.0
646269	3.0	1.0
646262	0.0	0.0
286262	670.0	3292.0
142827	9.0	0.0
100129452	1.0	0.0
646278	14.0	37.0
100130435	0.0	0.0
727800	185.0	252.0
646270	5.0	2.0
154822	34.0	1.0
23782	1.0	0.0
23783	11.0	20.0
23784	0.0	0.0
23786	3644.0	2198.0
23787	7900.0	5001.0
646273	0.0	0.0
23788	3211.0	2942.0
359730	3.0	0.0
359731	0.0	0.0
23780	1648.0	2102.0
23781	0.0	0.0
345079	336.0	174.0
154810	4996.0	1612.0
100129438	0.0	0.0
94097	970.0	1028.0
359737	0.0	0.0
359738	4.0	0.0
359739	1.0	0.0
646282	38.0	147.0
359736	4.0	1.0
359740	0.0	0.0
359741	0.0	0.0
359742	0.0	0.0
359743	13.0	0.0
139201	15.0	5.0
129804	818.0	639.0
129807	1.0	92.0
129880	452.0	399.0
23768	2204.0	936.0
23769	23.0	8.0
129881	28.0	24.0
100130418	820.0	165.0
345062	0.0	0.0
286204	430.0	7.0
100129428	0.0	0.0
286205	721.0	423.0
100129427	105.0	0.0
23760	4003.0	2095.0
359748	0.0	0.0
100862854	0.0	0.0
286207	123.0	160.0
359749	0.0	0.0
23761	2135.0	1063.0
100862855	0.0	0.0
23762	339.0	256.0
23764	3853.0	1197.0
359744	0.0	1.0
100862850	0.0	0.0
23765	2432.0	1248.0
359745	0.0	0.0
359746	0.0	0.0
100862852	0.0	0.0
23766	0.0	0.0
23767	442.0	356.0
100862853	0.0	0.0
359747	0.0	1.0
359751	0.0	0.0
359752	2.0	0.0
359753	0.0	0.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	251.0	62.0
129870	0.0	0.0
100130405	0.0	0.0
100130402	0.0	0.0
23772	0.0	0.0
23774	3252.0	1381.0
359755	4.0	0.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	0.0	0.0
23770	9284.0	9048.0
359761	21.0	7.0
129868	1.0	0.0
23746	0.0	0.0
102465502	2.0	1.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	175.0	49.0
23749	0.0	0.0
100129403	2.0	0.0
345041	16.0	14.0
100129405	144.0	135.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	6828.0	6209.0
102465507	0.0	0.0
23742	0.0	0.0
359766	0.0	0.0
23743	157.0	143.0
359767	0.0	0.0
102465505	0.0	0.0
130813	21.0	76.0
23744	0.0	0.0
102465504	0.0	0.0
130814	1085.0	3047.0
102465503	0.0	0.0
359774	4.0	5.0
359775	0.0	0.0
359776	0.0	0.0
359770	0.0	0.0
359771	0.0	0.0
359772	0.0	0.0
100129402	0.0	0.0
100129401	0.0	0.0
23757	0.0	0.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	0.0	0.0
23759	3015.0	1847.0
102465511	0.0	0.0
286234	0.0	0.0
102465510	0.0	0.0
129852	7.0	9.0
347694	0.0	0.0
286239	0.0	0.0
23751	1.0	0.0
102465519	0.0	0.0
23752	3.0	2.0
23753	445.0	549.0
115207	8807.0	4400.0
359777	0.0	0.0
102465517	0.0	0.0
130827	253.0	204.0
359778	0.0	0.0
102465516	0.0	0.0
115209	927.0	663.0
23755	12.0	1.0
359779	0.0	0.0
102465515	0.0	0.0
23756	0.0	0.0
102465514	0.0	0.0
359787	0.0	0.0
359781	0.0	0.0
359782	0.0	0.0
347689	15.0	9.0
347688	6.0	16.0
102465524	0.0	0.0
94005	3481.0	2873.0
102465523	0.0	0.0
102465522	0.0	0.0
102465521	0.0	0.0
102465520	0.0	0.0
94009	888.0	39.0
727866	2.0	0.0
57060	1589.0	888.0
102465528	0.0	0.0
102465527	0.0	0.0
57062	8501.0	5927.0
102465526	0.0	0.0
727865	2.0	4.0
102465525	3.0	1.0
84687	3155.0	3652.0
727859	1.0	3.0
84689	171.0	1180.0
84688	5.0	13.0
139135	1.0	0.0
84684	21.0	0.0
84681	829.0	773.0
84680	1171.0	264.0
102465535	0.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	0.0	0.0
102465530	0.0	0.0
727856	0.0	0.0
727857	1.0	0.0
727851	112.0	35.0
102465539	1.0	1.0
102465538	0.0	0.0
102465537	0.0	0.0
102465536	0.0	0.0
84679	3595.0	1301.0
84676	40.0	5.0
84675	49.0	10.0
140123	0.0	0.0
84678	1805.0	1000.0
84677	2.0	0.0
84672	0.0	0.0
84671	942.0	644.0
84674	574.0	432.0
84673	0.0	0.0
152101	0.0	0.0
152100	543.0	355.0
94027	22.0	4.0
94026	0.0	1.0
94025	1301.0	2912.0
129787	1843.0	1203.0
57088	2831.0	1347.0
127124	0.0	0.0
57089	566.0	543.0
57082	174.0	191.0
57084	1.0	0.0
57085	2452.0	2170.0
152118	0.0	0.0
152110	516.0	192.0
154790	1.0	1.0
154791	215.0	134.0
646201	0.0	0.0
57091	204.0	148.0
94015	428.0	293.0
57092	5105.0	3885.0
646202	15.0	2.0
57097	946.0	496.0
57099	536.0	486.0
727879	1.0	0.0
57093	0.0	0.0
166752	7.0	5.0
57094	6.0	18.0
57095	2375.0	1618.0
57096	81.0	21.0
139163	0.0	0.0
84698	293.0	164.0
84699	0.0	0.0
84694	0.0	0.0
84693	644.0	454.0
100499563	0.0	0.0
84696	50.0	67.0
84695	242.0	767.0
84690	0.0	2.0
84692	6.0	3.0
84691	1.0	0.0
130752	114.0	118.0
646213	0.0	0.0
100130495	13.0	3.0
646208	1.0	1.0
94039	755.0	411.0
94031	2332.0	8510.0
94030	89.0	28.0
100130484	0.0	0.0
94033	5.0	0.0
94032	36.0	10.0
727810	0.0	0.0
100130481	0.0	0.0
100130480	0.0	0.0
115196	414.0	276.0
727805	2.0	0.0
139105	1.0	0.0
646218	0.0	0.0
347744	50.0	21.0
347741	0.0	1.0
646231	0.0	0.0
154743	886.0	669.0
130773	1.0	1.0
727842	0.0	0.0
100129480	90.0	96.0
100129482	1454.0	516.0
727837	0.0	0.0
347736	34.0	5.0
347733	615.0	11.0
347732	22.0	25.0
347735	8145.0	12173.0
347734	3162.0	2329.0
347731	0.0	0.0
646243	1.0	0.0
94059	387.0	350.0
347730	4.0	1.0
646249	0.0	0.0
201305	58.0	32.0
100130466	0.0	0.0
727833	1.0	0.0
727835	0.0	1.0
100130462	0.0	0.0
94056	4084.0	4614.0
100130461	3.0	2.0
727830	0.0	0.0
727832	0.0	0.0
140100	0.0	0.0
727826	15.0	24.0
727828	0.0	0.0
100129472	0.0	0.0
347720	1.0	0.0
100288841	0.0	0.0
60626	5311.0	5686.0
347717	1.0	1.0
347716	8.0	9.0
101154644	0.0	0.0
152195	115.0	178.0
100288831	1.0	0.0
164153	12.0	6.0
105370141	0.0	0.0
347704	0.0	0.0
347703	0.0	0.0
347706	0.0	0.0
152189	498.0	376.0
347705	0.0	0.0
347702	0.0	0.0
152185	1092.0	1125.0
347701	0.0	0.0
100288827	0.0	0.0
100288825	0.0	0.0
57000	100.0	24.0
57001	407.0	339.0
84618	1.0	0.0
84617	3577.0	2796.0
84619	374.0	238.0
57007	3017.0	3458.0
84624	824.0	15111.0
84627	684.0	1469.0
84626	678.0	332.0
57002	338.0	399.0
57003	8712.0	6806.0
84620	302.0	612.0
84623	40.0	16.0
57004	3.0	0.0
84622	554.0	258.0
100288814	4.0	2.0
57010	187.0	106.0
57017	2019.0	1140.0
84614	1400.0	1420.0
57018	6211.0	1881.0
57019	1755.0	1114.0
84616	0.0	0.0
84612	430.0	2412.0
57016	10.0	16.0
96626	0.0	0.0
100288805	121.0	26.0
100288801	0.0	0.0
100288802	0.0	0.0
57020	2918.0	3011.0
164127	6.0	4.0
166785	760.0	468.0
84639	0.0	0.0
84647	0.0	0.0
84649	708.0	277.0
60678	1057.0	751.0
60677	1.0	0.0
84648	0.0	0.0
60676	105.0	17.0
84643	0.0	0.0
60675	2.0	3.0
139170	2.0	0.0
101154686	0.0	0.0
84645	283.0	43.0
60674	11077.0	24421.0
57026	11.0	9.0
60673	970.0	703.0
152138	0.0	0.0
60672	784.0	665.0
152137	5295.0	2909.0
252946	0.0	0.0
84641	3741.0	2796.0
252948	0.0	0.0
84640	2069.0	1278.0
252949	0.0	0.0
154796	2066.0	1357.0
96610	133.0	47.0
164118	8.0	0.0
84629	8024.0	6737.0
84628	28.0	95.0
727897	1447.0	2961.0
57030	163.0	45.0
84636	39.0	3.0
252950	0.0	0.0
252951	0.0	0.0
252952	0.0	0.0
57035	2836.0	856.0
84632	2704.0	703.0
60686	546.0	554.0
84631	18.0	14.0
57037	1268.0	741.0
84634	6.0	55.0
60685	4041.0	3846.0
105370183	0.0	0.0
57038	1656.0	1191.0
60684	2837.0	1742.0
60682	543.0	405.0
60681	4096.0	10428.0
84630	10.0	5.0
60680	163.0	52.0
252953	0.0	0.0
252954	0.0	0.0
139189	0.0	0.0
252955	0.0	0.0
252956	0.0	0.0
57045	1623.0	2417.0
84669	2251.0	1637.0
84668	3265.0	723.0
84665	21.0	6.0
57047	8.0	1.0
84664	0.0	0.0
84667	1.0	7.0
84666	0.0	0.0
84661	1029.0	1410.0
84660	14.0	11.0
84662	863.0	5829.0
648809	0.0	0.0
648822	0.0	1.0
57053	38.0	11.0
57054	0.0	0.0
57055	0.0	0.0
57050	1463.0	1131.0
166793	496.0	208.0
84658	10.0	0.0
84657	61.0	41.0
84659	86.0	1.0
84654	0.0	0.0
57057	11.0	1.0
84656	5664.0	5679.0
84650	1115.0	1133.0
84651	3.0	0.0
100132917	0.0	0.0
100132918	0.0	0.0
252983	569.0	696.0
441073	15.0	16.0
100132920	1.0	0.0
100132923	38.0	1.0
100132929	0.0	1.0
100288797	0.0	0.0
441056	0.0	0.0
441066	1.0	0.0
252995	68.0	74.0
441061	10.0	2.0
100132932	0.0	0.0
100132938	0.0	0.0
100288785	1.0	0.0
441094	219.0	213.0
100132940	2.0	0.0
252968	0.0	0.0
252969	1142.0	999.0
100132948	3.0	3.0
100132949	0.0	0.0
286310	5.0	0.0
404093	1790.0	2279.0
286319	752.0	748.0
100288772	20.0	0.0
441027	2432.0	296.0
441026	1.0	0.0
441024	723.0	243.0
441032	153.0	119.0
84803	324.0	90.0
164091	753.0	825.0
100132963	3.0	0.0
100132965	0.0	0.0
100132967	0.0	0.0
152098	91.0	48.0
100288757	0.0	0.0
100132973	0.0	0.0
100132978	1.0	0.0
100132979	0.0	0.0
359803	1.0	2.0
359804	3.0	0.0
100288742	0.0	0.0
359806	0.0	0.0
84816	358.0	210.0
359800	1.0	0.0
84818	2997.0	1685.0
441046	28.0	35.0
84817	861.0	1120.0
359802	1.0	0.0
84823	1996.0	1657.0
57205	1739.0	770.0
441054	57.0	47.0
84824	29.0	4.0
441051	4.0	6.0
441050	25.0	24.0
84820	241.0	109.0
100132987	60.0	1.0
57209	845.0	427.0
100288739	0.0	0.0
84809	1479.0	530.0
84808	98.0	136.0
57210	890.0	619.0
84804	826.0	387.0
100288730	49.0	33.0
84807	200.0	124.0
441034	9.0	5.0
84812	387.0	191.0
57215	944.0	805.0
84811	990.0	638.0
57216	2306.0	422.0
57217	2313.0	1395.0
84814	119.0	175.0
100132992	3.0	0.0
57211	902.0	360.0
100132994	0.0	0.0
57212	1576.0	1048.0
57213	636.0	645.0
100132995	0.0	1.0
57214	277.0	8317.0
105370242	0.0	0.0
286365	0.0	0.0
100130338	0.0	0.0
100129348	0.0	0.0
100130335	5.0	6.0
648791	53.0	125.0
359822	0.0	0.0
100129347	1.0	2.0
286370	1.0	0.0
404037	0.0	0.0
100130327	0.0	0.0
100129337	1.0	4.0
130728	0.0	1.0
286380	2.0	0.0
100129331	0.0	0.0
100130319	0.0	0.0
404024	5.0	1.0
404026	0.0	0.0
100129329	0.0	1.0
100130313	1.0	0.0
441009	1.0	4.0
100130311	364.0	142.0
100130310	0.0	0.0
130733	320.0	118.0
359844	0.0	4.0
359845	727.0	1532.0
727914	1.0	0.0
727915	0.0	0.0
100129325	0.0	0.0
100129320	8.0	1.0
646168	11.0	8.0
100129319	2.0	0.0
100130307	4.0	4.0
100129315	0.0	0.0
100130302	1.0	2.0
727910	495.0	378.0
100130301	10.0	13.0
345193	77.0	15.0
130749	27.0	21.0
646164	0.0	0.0
727909	4.0	2.0
727905	0.0	0.0
100129308	0.0	0.0
646177	0.0	0.0
100129306	0.0	0.0
646171	6.0	10.0
646175	0.0	0.0
646174	0.0	0.0
115123	274.0	142.0
286333	24.0	65.0
286336	292.0	348.0
115106	531.0	702.0
100306975	0.0	1.0
115111	44.0	5.0
286343	1118.0	1373.0
286348	0.0	0.0
646193	1.0	1.0
100886964	0.0	0.0
646192	7.0	10.0
646196	4.0	3.0
646195	27.0	42.0
100534599	2.0	0.0
130700	0.0	0.0
100306951	102.0	91.0
100534595	57.0	6.0
100132911	0.0	0.0
100534592	1.0	1.0
100534593	87.0	14.0
286362	0.0	0.0
