id	96ddce60-2be5-4f57-814b-35722aa00fd9	be8c6402-fb97-4c31-8a18-a5b4783a1726
8468	2.0	1.0
391099	1.0	0.0
8467	11880.0	5915.0
342184	3479.0	1185.0
246312	0.0	1.0
106481589	0.0	0.0
8460	1365.0	1409.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	1.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	29.0	16.0
106481599	0.0	0.0
106481596	1.0	0.0
106481597	0.0	0.0
8459	1587.0	2507.0
106481590	0.0	0.0
106481591	2.0	0.0
8476	6991.0	6057.0
8473	22416.0	3894.0
440519	134.0	40.0
440518	0.0	0.0
8479	1683.0	457.0
440515	2314.0	476.0
8477	147.0	281.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	0.0	1.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	39.0	2.0
8470	7703.0	3795.0
106481561	2.0	0.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	8.0	0.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	3.0	1.0
8487	565.0	268.0
8484	0.0	2.0
391075	0.0	0.0
440508	3.0	0.0
391077	0.0	0.0
391076	28.0	0.0
8488	8.0	2.0
440503	91.0	274.0
8489	5.0	2.0
106481569	0.0	1.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	291.0	528.0
8483	9212.0	28970.0
8480	2383.0	1769.0
8481	5683.0	2478.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	0.0
106481577	4.0	0.0
106481574	0.0	0.0
106481575	0.0	0.0
391081	41.0	28.0
8497	234.0	232.0
728431	398.0	471.0
8498	4299.0	3061.0
728430	21.0	4.0
100128934	0.0	0.0
8495	4157.0	2976.0
8496	8559.0	5109.0
91012	3230.0	2296.0
100128936	72.0	24.0
728432	1.0	0.0
100128930	3.0	0.0
8499	119.0	58.0
106481536	0.0	0.0
8490	11754.0	39359.0
106481537	0.0	0.0
285954	22.0	12.0
285955	24.0	13.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	2481.0	1022.0
54075	0.0	0.0
101669766	37.0	2.0
728434	1.0	0.0
91010	3921.0	4552.0
285958	751.0	435.0
101669767	1.0	0.0
8491	4143.0	1684.0
106481538	0.0	0.0
8492	1248.0	110.0
54072	3.0	1.0
106481539	0.0	0.0
101669762	49.0	23.0
106481540	0.0	0.0
101669763	0.0	0.0
101669764	7.0	2.0
106481543	0.0	0.0
81694	2.0	0.0
100271059	0.0	0.0
81695	0.0	0.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	0.0
106481542	0.0	0.0
81693	28.0	4.0
100271056	0.0	0.0
100271050	4.0	2.0
100271053	1.0	0.0
93664	6210.0	1564.0
100128923	4.0	0.0
93663	2849.0	1931.0
285961	17.0	7.0
93668	0.0	4.0
285962	423.0	82.0
106481547	0.0	0.0
54082	25.0	5.0
106481548	0.0	0.0
285965	37.0	9.0
285966	923.0	180.0
106481545	8.0	1.0
106481546	5.0	4.0
93661	41.0	2.0
100128927	1538.0	816.0
54084	28.0	3.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	14096.0	6973.0
106481551	5.0	0.0
54089	6.0	1.0
81689	2972.0	1656.0
54088	3.0	0.0
106481554	0.0	0.0
100271047	0.0	0.0
106481555	0.0	0.0
106481552	0.0	0.0
106456574	0.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	3918.0	3414.0
342132	1019.0	272.0
285971	963.0	325.0
285972	53.0	3.0
285973	74.0	65.0
100128911	1.0	0.0
728450	0.0	0.0
54093	2006.0	542.0
106481514	1.0	0.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	3.0	1.0
106481513	13.0	1.0
54097	1388.0	90.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	176.0	80.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	21.0	6.0
54098	0.0	0.0
246330	824.0	662.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	193.0	98.0
100271033	32.0	9.0
645619	3.0	2.0
100271031	4.0	1.0
344787	360.0	140.0
100128902	0.0	0.0
728441	23.0	0.0
100128903	0.0	0.0
222389	1903.0	743.0
106481525	7.0	0.0
106481526	11.0	1.0
285987	5.0	7.0
106481523	0.0	0.0
285989	1086.0	198.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	145.0	18.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	5.0	0.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	0.0
91057	1987.0	577.0
91056	1605.0	901.0
645641	5.0	1.0
91050	3118.0	1653.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	25.0	20.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	9.0	2.0
106481503	0.0	0.0
106481504	1.0	9.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	2.0	0.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	1.0	1.0
283316	483.0	119.0
106481510	2.0	0.0
106481511	0.0	0.0
100271003	2.0	4.0
283314	636.0	86.0
100271006	0.0	1.0
283310	142.0	17.0
344758	2.0	1.0
100271001	0.0	0.0
344752	15.0	0.0
728411	1157.0	374.0
728410	0.0	0.0
643003	1.0	0.0
643001	0.0	0.0
728419	0.0	0.0
728418	3.0	0.0
91074	7901.0	484.0
728409	0.0	0.0
283303	0.0	0.0
344741	0.0	1.0
728400	0.0	0.0
645676	77.0	54.0
285941	2.0	0.0
728405	0.0	0.0
285943	463.0	165.0
728407	627.0	79.0
728402	0.0	1.0
728403	0.0	0.0
643008	60.0	22.0
645668	0.0	0.0
100506658	1242.0	825.0
100506655	46.0	7.0
81849	378.0	128.0
56890	1415.0	522.0
56891	0.0	1.0
100506650	0.0	0.0
81846	5771.0	2294.0
81847	3088.0	2023.0
81848	3298.0	3326.0
56896	9.0	2.0
56897	3669.0	2207.0
81853	1881.0	2029.0
56898	3995.0	1626.0
81855	3863.0	4223.0
56899	1159.0	189.0
56892	13851.0	3171.0
56893	3156.0	2914.0
121275	5.0	2.0
121278	0.0	3.0
56894	5044.0	4420.0
81850	1.0	0.0
145249	4.0	1.0
56895	1473.0	971.0
81851	2.0	0.0
649137	1.0	0.0
81839	1852.0	2339.0
121274	2057.0	1185.0
121273	30.0	5.0
145264	44.0	100.0
121270	0.0	0.0
145258	142.0	101.0
121268	55.0	50.0
81844	10676.0	2250.0
145259	0.0	1.0
133283	274.0	221.0
375593	31.0	5.0
100506649	264.0	131.0
100506673	0.0	0.0
121260	2481.0	1809.0
145270	1216.0	221.0
100506671	1.0	1.0
81875	3698.0	2731.0
81876	10235.0	10042.0
81870	0.0	0.0
81871	0.0	0.0
121256	0.0	3.0
81872	0.0	0.0
81873	1395.0	1835.0
387597	46.0	132.0
100506668	1021.0	554.0
160897	1178.0	883.0
649159	0.0	0.0
145282	1237.0	624.0
387590	3560.0	924.0
81856	1305.0	499.0
81857	2733.0	2349.0
100506660	49.0	20.0
81858	2212.0	2664.0
135886	1.0	20.0
147872	12.0	2.0
81889	1284.0	1273.0
145200	5.0	2.0
81892	1006.0	941.0
81893	14.0	3.0
81894	1742.0	1709.0
81890	1887.0	748.0
135892	17.0	2.0
649179	7.0	1.0
100506600	33.0	10.0
613126	26.0	7.0
81887	3739.0	1949.0
81888	729.0	188.0
145216	14.0	5.0
338591	6.0	4.0
649186	1.0	0.0
338596	1966.0	320.0
338599	1.0	0.0
169200	2387.0	2564.0
145226	12.0	5.0
100506637	199.0	53.0
160857	646.0	115.0
160851	3462.0	819.0
91227	1.0	0.0
157206	17.0	4.0
100506622	41.0	0.0
100856809	0.0	0.0
338588	1.0	0.0
145241	2.0	0.0
91219	2.0	0.0
650172	0.0	0.0
102724678	3.0	5.0
338579	4.0	1.0
326591	652.0	449.0
255738	71.0	192.0
338567	1.0	0.0
102724668	32.0	24.0
255743	4835.0	4738.0
56829	4708.0	1980.0
326586	0.0	0.0
102724655	0.0	0.0
554250	0.0	0.0
554251	571.0	194.0
338557	78.0	96.0
56832	2.0	1.0
56833	356.0	554.0
56834	1127.0	2020.0
554235	51.0	4.0
554236	11.0	6.0
56849	816.0	155.0
255725	1.0	0.0
56848	909.0	417.0
56852	2056.0	814.0
56853	82.0	15.0
102724631	0.0	0.0
56850	3443.0	1491.0
56851	2696.0	3152.0
100820829	176.0	197.0
101243555	2.0	0.0
196872	204.0	68.0
8501	1255.0	1962.0
8502	13930.0	5424.0
8500	5825.0	3241.0
253128	32.0	2.0
664701	466.0	43.0
255783	569.0	672.0
54207	2.0	21.0
54206	34008.0	2491.0
54205	3397.0	3848.0
664709	43.0	11.0
54209	898.0	1351.0
196883	1774.0	605.0
8512	17.0	18.0
8513	12.0	2.0
8510	8.0	10.0
8511	26.0	11.0
54210	86.0	92.0
81831	2191.0	667.0
81832	8.0	281.0
81833	0.0	0.0
54212	3.0	9.0
170261	56.0	20.0
8505	2118.0	1013.0
8506	575.0	631.0
8503	3662.0	3041.0
8504	1593.0	648.0
8509	254.0	162.0
8507	2655.0	4399.0
255758	227.0	263.0
8508	3903.0	2182.0
8520	3494.0	2250.0
8521	11.0	93.0
169270	482.0	228.0
8522	8080.0	6336.0
102724605	0.0	0.0
554282	3.0	4.0
56886	7992.0	5474.0
54221	37.0	6.0
56888	4024.0	2875.0
554279	145.0	11.0
664722	3.0	2.0
56882	10383.0	5387.0
664721	7.0	2.0
255762	8.0	0.0
56884	4.0	1.0
8516	550.0	617.0
8517	294.0	191.0
8514	865.0	741.0
8515	2982.0	540.0
56889	21830.0	15575.0
8518	4195.0	2095.0
8519	2995.0	9454.0
8530	131.0	274.0
326624	207.0	111.0
8531	14203.0	4991.0
326625	2101.0	990.0
8534	441.0	903.0
326628	0.0	0.0
8535	2293.0	1770.0
326627	5.0	2.0
8532	136.0	95.0
8533	2748.0	2475.0
8527	4096.0	968.0
8528	399.0	280.0
8525	4406.0	2077.0
8526	1191.0	666.0
8529	6.0	0.0
8541	513.0	166.0
326613	3.0	2.0
8542	3040.0	5631.0
326615	0.0	0.0
8540	2830.0	3336.0
326614	0.0	0.0
8545	10215.0	5133.0
326617	0.0	0.0
8546	5194.0	5596.0
326616	2.0	0.0
8543	4104.0	3462.0
8544	246.0	454.0
253175	0.0	0.0
554300	0.0	0.0
8538	3193.0	365.0
8539	9017.0	4549.0
8536	317.0	148.0
8537	1127.0	1723.0
8552	223.0	38.0
8553	50107.0	31502.0
8550	3043.0	1377.0
326603	2.0	3.0
8551	0.0	0.0
8556	5109.0	304.0
326606	0.0	0.0
8557	62.0	8.0
8554	5744.0	2138.0
8555	3090.0	950.0
326607	0.0	0.0
326609	2.0	0.0
255798	3.0	0.0
8549	116.0	298.0
8547	173.0	75.0
8548	2195.0	2549.0
101409261	7.0	2.0
326611	0.0	0.0
8563	2225.0	1226.0
8564	313.0	124.0
8562	6055.0	3285.0
8567	7008.0	3110.0
8568	1440.0	1040.0
8565	3932.0	3978.0
8566	4486.0	4430.0
253152	122.0	72.0
8560	4671.0	4586.0
100132031	1.0	0.0
100132036	0.0	0.0
253143	4397.0	2111.0
8558	3264.0	766.0
8559	969.0	409.0
8574	2720.0	2096.0
8575	3068.0	1888.0
8572	3725.0	1748.0
8573	4977.0	3457.0
8578	789.0	472.0
8576	1947.0	1481.0
8577	8.0	9.0
554354	1.0	2.0
8570	10499.0	5932.0
123811	2782.0	1446.0
8569	2211.0	1062.0
8585	0.0	0.0
8586	1.0	0.0
101928770	3.0	0.0
8583	0.0	0.0
101928773	27.0	0.0
8587	5.0	2.0
8588	0.0	0.0
101928776	2.0	2.0
8581	159.0	15.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	0.0
101409258	26.0	10.0
101409257	2.0	1.0
101409254	0.0	0.0
101409253	1.0	0.0
123803	1512.0	1297.0
8596	0.0	0.0
101928781	98.0	9.0
8594	0.0	0.0
8595	0.0	0.0
101928784	40.0	12.0
8590	2.0	0.0
8591	0.0	0.0
100132066	6.0	0.0
100421113	1.0	0.0
100421114	6.0	0.0
101928790	0.0	0.0
101928795	0.0	0.0
253190	2262.0	292.0
100132073	1.0	0.0
100132074	154.0	140.0
100132079	0.0	0.0
554313	0.0	0.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	69.0	7.0
100421125	0.0	0.0
91133	924.0	206.0
100421129	2.0	0.0
91137	4425.0	2247.0
101928720	0.0	3.0
375519	11.0	0.0
100856810	0.0	0.0
100421136	7.0	4.0
100421137	0.0	0.0
101928734	0.0	1.0
91120	445.0	179.0
101928736	80.0	37.0
147837	445.0	196.0
100421131	6.0	0.0
100421133	0.0	0.0
91156	89.0	4.0
100421146	0.0	0.0
160824	0.0	0.0
100421148	0.0	0.0
101928744	4.0	0.0
91151	379.0	151.0
147841	37.0	256.0
100421143	0.0	0.0
91149	5.0	0.0
101928752	0.0	0.0
91147	1535.0	528.0
387509	781.0	963.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	615.0	2025.0
100506574	0.0	1.0
399520	8.0	8.0
100421178	0.0	0.0
100506564	7.0	4.0
121227	6088.0	1838.0
387521	1460.0	1537.0
387522	1.0	1.0
100421172	44.0	1.0
100421175	0.0	0.0
100421177	0.0	0.0
100506599	258.0	101.0
100856877	0.0	0.0
100421189	1.0	0.0
100856878	3.0	3.0
121214	4.0	0.0
387559	15.0	0.0
123876	1.0	0.0
123872	510.0	105.0
100421180	0.0	0.0
147808	478.0	268.0
100421185	4.0	0.0
147804	272.0	117.0
123879	1665.0	754.0
147807	568.0	408.0
100421188	0.0	0.0
375567	28.0	2.0
399512	842.0	476.0
399511	127.0	59.0
91181	10.0	11.0
448990	42.0	2.0
101928715	4.0	0.0
100506581	37.0	27.0
100856881	0.0	0.0
100506775	6.0	12.0
100506779	94.0	51.0
160762	0.0	1.0
93953	78.0	30.0
104326057	0.0	0.0
399687	6368.0	1994.0
104326058	0.0	2.0
100506776	71.0	41.0
348094	628.0	243.0
160760	2818.0	1597.0
348093	180.0	610.0
387695	0.0	0.0
104326055	32.0	0.0
93948	14.0	0.0
399693	0.0	8.0
104326053	0.0	0.0
399694	2296.0	255.0
104326054	0.0	0.0
104326051	0.0	3.0
104326052	4.0	1.0
133150	0.0	0.0
399697	2.0	1.0
100506765	0.0	0.0
387694	3.0	4.0
102724706	0.0	0.0
54361	792.0	897.0
54360	128.0	85.0
54363	3.0	0.0
387684	0.0	0.0
147798	5215.0	5218.0
159770	2.0	0.0
100506769	1.0	0.0
93973	2411.0	961.0
399668	1841.0	221.0
100506795	173.0	17.0
399669	329.0	42.0
399664	1131.0	837.0
399666	0.0	0.0
93974	2810.0	3064.0
399665	8944.0	10661.0
100506791	6.0	0.0
81993	5.0	5.0
399671	178.0	33.0
399670	1.0	0.0
160777	0.0	15.0
91300	2741.0	4250.0
100506783	73.0	36.0
91304	4853.0	3473.0
100506787	2.0	0.0
100293948	8.0	2.0
204219	153.0	23.0
121130	0.0	0.0
145165	17.0	4.0
54386	5806.0	3201.0
123787	0.0	0.0
652670	1.0	0.0
121129	0.0	0.0
100506733	1.0	0.0
147746	38.0	26.0
255812	781.0	119.0
147741	3.0	0.0
147744	6.0	8.0
100506737	59.0	17.0
100506736	122.0	40.0
160728	39.0	11.0
100506724	1.0	0.0
100506723	2.0	3.0
93986	599.0	176.0
100506721	0.0	1.0
100913183	6.0	3.0
100913182	1.0	1.0
91319	313.0	984.0
93979	19.0	1.0
91316	110.0	23.0
133121	443.0	62.0
93978	3.0	0.0
100506753	214.0	106.0
91355	517.0	147.0
91353	2.0	1.0
100506757	12.0	2.0
100506755	293.0	69.0
91351	2854.0	1219.0
100506759	0.0	0.0
107080641	0.0	0.0
100506742	68.0	5.0
348021	0.0	0.0
107080653	0.0	0.0
255809	65.0	89.0
100506749	13.0	9.0
107080654	1.0	1.0
107080655	0.0	0.0
107080652	0.0	0.0
348013	251.0	319.0
338692	2200.0	1245.0
338699	1611.0	499.0
107080628	0.0	0.0
107080629	2.0	0.0
56931	1143.0	453.0
723779	0.0	0.0
723778	0.0	0.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	0.0	1.0
56937	2928.0	13755.0
196792	125.0	24.0
107080620	5.0	2.0
56938	389.0	334.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	0.0	0.0
56934	3.0	0.0
56935	887.0	559.0
56936	9.0	4.0
56940	2440.0	1660.0
107080639	38.0	1.0
56941	3118.0	2011.0
56942	688.0	539.0
56943	2728.0	1738.0
107080636	30.0	5.0
107080637	3.0	1.0
56948	637.0	228.0
56949	4637.0	2488.0
107080632	3.0	0.0
56944	6035.0	6806.0
56945	1780.0	1273.0
56946	3183.0	1132.0
56947	3966.0	2838.0
107080630	7.0	7.0
100506713	302.0	120.0
100506712	2.0	0.0
100506710	6935.0	3907.0
338674	0.0	0.0
338675	0.0	0.0
56951	7390.0	5494.0
56952	774.0	362.0
56953	184.0	296.0
102724774	6.0	1.0
56954	3210.0	2450.0
56950	2689.0	2411.0
100506715	1.0	0.0
100506714	344.0	284.0
56955	2.0	10.0
56956	5.0	1.0
56957	6197.0	2709.0
8600	361.0	107.0
8601	15.0	2.0
723790	1.0	0.0
338661	0.0	0.0
338662	1.0	0.0
338657	1027.0	247.0
56963	3686.0	1224.0
56964	186.0	131.0
56965	5191.0	1994.0
56961	2.0	3.0
56967	5091.0	1077.0
56969	5.0	0.0
8611	5430.0	3206.0
8612	3122.0	3638.0
81926	1340.0	1026.0
145173	1430.0	1110.0
81928	683.0	405.0
338651	63.0	33.0
81929	2585.0	1682.0
338653	5.0	1.0
81930	120.0	147.0
56975	2349.0	3643.0
81931	600.0	256.0
81932	2402.0	1212.0
56970	4260.0	3487.0
56971	268.0	190.0
8604	2666.0	1236.0
8605	487.0	368.0
8602	3760.0	1375.0
8603	4373.0	1599.0
8608	37.0	20.0
56977	1351.0	336.0
8609	3872.0	2202.0
56978	363.0	146.0
56979	0.0	0.0
8607	2435.0	1819.0
8622	1683.0	754.0
8623	2712.0	1547.0
8620	0.0	0.0
8621	5752.0	3834.0
338645	2158.0	98.0
56984	3315.0	2915.0
56985	900.0	320.0
56986	2613.0	1035.0
338637	0.0	0.0
56987	10750.0	3484.0
102724742	0.0	0.0
56980	1823.0	463.0
56981	1759.0	325.0
56983	1932.0	1169.0
8615	8308.0	5312.0
54329	138.0	167.0
54328	346.0	115.0
8613	14986.0	6990.0
8614	64494.0	1770.0
8618	19.0	26.0
8630	116.0	559.0
8633	1827.0	2014.0
8634	1788.0	1012.0
8631	352.0	1385.0
8632	184.0	99.0
56990	5767.0	2684.0
169166	9.0	0.0
554175	3.0	0.0
54332	1774.0	281.0
56995	3091.0	2988.0
255877	916.0	1560.0
664616	0.0	0.0
56996	2575.0	813.0
54331	2264.0	1566.0
56997	4300.0	1992.0
664614	0.0	0.0
56998	3330.0	1898.0
664613	0.0	0.0
664612	0.0	0.0
56992	125.0	195.0
56993	3184.0	2741.0
56994	8307.0	2037.0
8626	12900.0	2417.0
8624	863.0	628.0
8625	1736.0	1420.0
56999	1774.0	1130.0
664617	0.0	0.0
8629	1481.0	432.0
8641	200.0	77.0
8644	1222.0	923.0
8645	502.0	223.0
8642	5973.0	4704.0
8643	887.0	230.0
652624	1.0	0.0
196743	305.0	209.0
54346	2.0	1.0
54345	407.0	569.0
54344	616.0	1186.0
8637	356.0	128.0
8638	113.0	336.0
8635	2030.0	1996.0
8636	1471.0	1227.0
8639	2800.0	3384.0
196740	2292.0	3714.0
8651	158.0	97.0
8650	6829.0	3079.0
8655	6052.0	8854.0
101928685	6.0	0.0
8653	0.0	0.0
8654	5426.0	1470.0
101928684	0.0	13.0
101928689	7.0	3.0
101928687	2.0	5.0
8648	10081.0	5109.0
8649	3977.0	1850.0
8646	920.0	2714.0
8647	3.0	7.0
8662	10629.0	10351.0
8663	927.0	195.0
6001	1513.0	1845.0
8660	5877.0	7141.0
8661	26053.0	9240.0
6000	18.0	26.0
6003	30.0	10.0
8666	8296.0	4700.0
8667	15571.0	12085.0
6002	4248.0	1039.0
8664	19303.0	10582.0
6005	4.0	0.0
6004	1357.0	1519.0
8665	12116.0	8149.0
101928698	0.0	4.0
8659	1749.0	487.0
8658	6811.0	3332.0
8673	4547.0	5541.0
6010	7.0	0.0
8674	2182.0	1299.0
8671	204.0	33.0
8672	7935.0	4914.0
6011	5.0	7.0
8677	1837.0	1215.0
6014	1.0	0.0
6013	9.0	12.0
8678	5104.0	3510.0
8675	6162.0	1594.0
6016	2631.0	1928.0
8676	160.0	152.0
6015	2930.0	1471.0
253260	6593.0	1880.0
338707	852.0	671.0
6007	110.0	43.0
6006	62.0	134.0
8668	11630.0	10640.0
6009	2890.0	2059.0
8669	4537.0	3148.0
6008	6.0	3.0
8685	333.0	11.0
8682	13320.0	15982.0
6023	0.0	0.0
8683	3733.0	2427.0
8688	1.0	4.0
8689	3.0	4.0
8686	12.0	8.0
8687	0.0	0.0
253272	6.0	5.0
8681	793.0	67.0
253264	76.0	9.0
6018	3227.0	1353.0
6017	2.0	0.0
6019	30.0	9.0
6031	2.0	1.0
6034	1.0	0.0
8693	76.0	29.0
8694	1411.0	1685.0
6033	0.0	0.0
6036	10.0	25.0
6035	4873.0	2300.0
8697	3000.0	1764.0
6038	318.0	224.0
8698	46.0	50.0
6037	1.0	0.0
101928646	0.0	1.0
554234	1.0	1.0
8692	2656.0	2591.0
6030	6.0	7.0
8690	1584.0	711.0
554225	66.0	10.0
554226	2.0	0.0
6029	0.0	0.0
170082	491.0	333.0
6043	0.0	0.0
6045	2372.0	2565.0
6044	0.0	0.0
6047	4259.0	2651.0
6046	24743.0	13641.0
6049	3095.0	1464.0
100421217	0.0	0.0
6048	2265.0	2192.0
100421219	0.0	0.0
101928656	1.0	0.0
6041	1916.0	1487.0
554213	0.0	0.0
554214	0.0	0.0
56904	7990.0	2578.0
56905	2523.0	2393.0
6039	474.0	438.0
56906	203.0	150.0
56907	2051.0	1193.0
56900	5108.0	2725.0
56901	383.0	1026.0
56902	1227.0	1103.0
56903	1.0	0.0
100421222	0.0	0.0
375612	2.0	0.0
375611	206.0	14.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	5049.0	3157.0
554210	7.0	2.0
100528062	483.0	167.0
554212	0.0	0.0
6050	7643.0	6554.0
100528064	6.0	4.0
375616	86.0	27.0
6051	5882.0	9115.0
56910	8893.0	5146.0
554202	31.0	7.0
554203	1889.0	906.0
56915	918.0	847.0
56916	4811.0	1692.0
56917	1626.0	1839.0
56918	0.0	0.0
56911	245.0	276.0
56912	2601.0	1146.0
56913	1956.0	865.0
100421220	0.0	0.0
56914	2.0	4.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	2795.0	985.0
6069	0.0	0.0
375607	0.0	0.0
554201	1.0	1.0
6060	0.0	0.0
56920	5668.0	1527.0
56926	2876.0	3058.0
56927	4163.0	3648.0
56928	2695.0	1295.0
56929	3918.0	2382.0
56922	3054.0	822.0
56923	10.0	1.0
56924	74.0	16.0
56925	1248.0	1454.0
100421232	0.0	0.0
6076	1.0	0.0
100421245	2.0	2.0
6075	0.0	0.0
6078	2.0	1.0
6079	1.0	0.0
101928601	4.0	4.0
6070	6.0	0.0
91252	2565.0	3178.0
6071	3.0	2.0
6074	0.0	0.0
101928603	0.0	0.0
101928604	1.0	0.0
101928607	164.0	23.0
387612	0.0	0.0
147700	428.0	200.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	0.0
101928611	0.0	1.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	1.0	3.0
123722	29.0	5.0
387601	1.0	11.0
123720	2114.0	964.0
147710	3.0	0.0
147711	24.0	3.0
147719	2.0	1.0
6098	4.0	6.0
6097	3468.0	1156.0
6092	59.0	31.0
6091	3366.0	3025.0
6094	188.0	80.0
100528020	0.0	0.0
6093	8277.0	3792.0
100528021	3.0	4.0
6096	55.0	109.0
6095	3527.0	1489.0
91272	3517.0	1880.0
147727	2563.0	622.0
387638	8.0	1.0
100528030	25.0	15.0
101928638	0.0	0.0
100528032	17.0	9.0
100421271	1.0	0.0
100506697	38.0	31.0
100506696	116.0	202.0
91298	1374.0	706.0
100528007	0.0	0.0
123775	359.0	79.0
91289	3448.0	5722.0
399656	1.0	0.0
100506686	1024.0	302.0
100506685	14.0	5.0
100528016	3.0	1.0
100528017	42.0	45.0
100528018	0.0	0.0
100528019	6.0	0.0
100506681	0.0	0.0
91283	844.0	1159.0
100506680	25.0	1.0
387646	75.0	99.0
387647	0.0	0.0
387644	118.0	96.0
387640	164.0	156.0
100421295	56.0	31.0
387680	4616.0	1893.0
375686	8.0	7.0
123745	25.0	0.0
100506898	90.0	19.0
100506897	2.0	0.0
390992	0.0	0.0
54471	3550.0	1881.0
54470	1140.0	524.0
390996	7.0	3.0
390999	0.0	0.0
54475	1594.0	598.0
387338	2545.0	1381.0
54474	0.0	2.0
54472	4817.0	2920.0
389997	0.0	0.0
54478	26.0	94.0
54477	6291.0	2080.0
387332	2.0	0.0
54476	5147.0	2747.0
91404	5884.0	3583.0
91405	8.0	2.0
91408	3574.0	2276.0
91409	416.0	244.0
375346	155.0	110.0
100506888	0.0	0.0
389992	1.0	0.0
102724826	269.0	79.0
389990	0.0	0.0
102724827	211.0	82.0
54482	1884.0	283.0
102724820	29.0	6.0
100506881	240.0	75.0
54480	3404.0	3944.0
387328	3.0	0.0
387325	19.0	38.0
145497	8.0	0.0
400866	0.0	0.0
387323	4.0	11.0
387321	4.0	0.0
54487	3195.0	1349.0
387322	2.0	0.0
375350	1.0	0.0
723809	60.0	1.0
338391	5.0	3.0
91433	696.0	476.0
338396	0.0	1.0
387363	0.0	0.0
387364	0.0	0.0
338398	2.0	3.0
387361	0.0	0.0
102724816	0.0	0.0
338399	1.0	0.0
387362	0.0	0.0
54492	1258.0	1848.0
54491	694.0	1157.0
54490	582.0	1.0
54497	6837.0	2122.0
54496	2420.0	1792.0
448835	0.0	0.0
54495	4394.0	2412.0
448834	0.0	0.0
387359	0.0	0.0
387357	115.0	83.0
54499	6887.0	10019.0
121498	0.0	0.0
54498	832.0	505.0
170463	1383.0	1305.0
157489	353.0	82.0
338382	1115.0	577.0
390980	334.0	139.0
338388	0.0	0.0
448831	1.0	2.0
400841	3.0	0.0
91419	392.0	263.0
91452	3559.0	1335.0
338376	8.0	0.0
145447	46.0	252.0
100313532	12.0	2.0
91442	246.0	193.0
375387	494.0	380.0
91445	3808.0	2225.0
107080554	0.0	0.0
133482	0.0	0.0
100506874	133.0	54.0
100506872	3.0	0.0
169436	129.0	30.0
170425	9.0	0.0
133491	1.0	2.0
91464	0.0	0.0
100506866	603.0	146.0
400892	16.0	2.0
400891	3.0	0.0
91461	590.0	380.0
145483	2266.0	449.0
145482	1294.0	379.0
338339	4.0	4.0
100506810	111.0	36.0
338328	1138.0	265.0
100506815	5.0	3.0
326337	0.0	0.0
326339	0.0	0.0
338321	0.0	3.0
338322	1.0	0.0
338323	14.0	11.0
338324	0.0	0.0
341965	0.0	0.0
326341	0.0	0.0
326340	0.0	0.0
326343	8.0	24.0
326342	35.0	14.0
54407	20293.0	8620.0
8710	0.0	39.0
100506834	547.0	118.0
8711	1759.0	497.0
54413	358.0	94.0
8703	2518.0	3240.0
101410540	1.0	0.0
8704	1738.0	3458.0
101410541	0.0	0.0
8701	40.0	70.0
101410542	0.0	0.0
54414	3808.0	1270.0
8702	1530.0	1937.0
