id	8ab96801-8d29-476a-908a-7a99f11f713d	95c9a871-c81b-4a30-92a4-9227a0058553
100126313	0.0	1.0
285753	826.0	687.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	5.0	0.0
114785	5755.0	4400.0
285755	243.0	201.0
114786	52.0	28.0
114787	79.0	372.0
114788	1.0	2.0
285758	16.0	32.0
114789	14751.0	1472.0
54031	12.0	9.0
728239	0.0	0.0
54035	0.0	0.0
54034	0.0	0.0
114790	1221.0	793.0
54033	101.0	1850.0
54032	0.0	0.0
114791	1565.0	1457.0
54039	271.0	151.0
114792	79.0	12.0
126767	5.0	0.0
114793	6505.0	4681.0
54038	0.0	1.0
100190954	1.0	0.0
114794	22.0	5.0
114795	110.0	39.0
54036	0.0	0.0
93627	3352.0	4454.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	19373.0	24970.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	1048.0	1664.0
100126308	2.0	0.0
100126301	0.0	0.0
93624	3704.0	2471.0
100126302	0.0	0.0
100128963	6.0	5.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	2.0	3.0
100126309	0.0	0.0
728226	0.0	0.0
54041	0.0	0.0
728228	2.0	1.0
54045	0.0	1.0
645809	0.0	0.0
54044	0.0	0.0
645808	0.0	1.0
114780	1775.0	123.0
54043	3.0	1.0
645807	0.0	0.0
114781	2497.0	1542.0
126755	5.0	0.0
54049	3.0	2.0
114783	271.0	393.0
54048	0.0	2.0
114784	98.0	188.0
283159	0.0	0.0
54047	1.0	0.0
100128961	1.0	7.0
645805	54.0	41.0
283152	84.0	23.0
66035	941.0	412.0
283150	1.0	0.0
728255	5.0	0.0
93654	2.0	2.0
66036	2073.0	1526.0
93653	284.0	61.0
100271192	0.0	0.0
100271191	0.0	0.0
66037	0.0	0.0
93650	7.0	1.0
81669	6982.0	1923.0
54053	5.0	3.0
54052	4.0	0.0
114769	354.0	136.0
54051	0.0	0.0
54050	0.0	3.0
54055	349.0	18.0
100190938	1531.0	336.0
54054	11.0	9.0
114770	40.0	96.0
114771	3.0	0.0
54059	398.0	357.0
283149	7845.0	3062.0
54058	266.0	263.0
93649	237.0	152.0
645811	35.0	125.0
81671	9864.0	35146.0
100271199	0.0	0.0
100190939	2171.0	538.0
283143	130.0	182.0
100271196	0.0	0.0
93643	2709.0	1727.0
100128946	0.0	0.0
285780	113.0	4.0
285782	7.0	3.0
100271180	1.0	0.0
285785	123.0	327.0
100190952	0.0	7.0
54064	3.0	75.0
728248	0.0	0.0
114757	4799.0	858.0
114758	0.0	0.0
54067	74.0	34.0
100190947	0.0	1.0
100190949	1.0	0.0
54065	0.0	3.0
114760	0.0	0.0
114761	0.0	0.0
126731	1181.0	1720.0
54069	675.0	1920.0
283131	62232.0	37030.0
283130	1007.0	495.0
692157	13.0	5.0
692158	0.0	0.0
138799	1.0	0.0
440498	732.0	414.0
124152	642.0	1384.0
199704	779.0	966.0
124149	2.0	8.0
163747	10.0	6.0
692146	1.0	1.0
692147	3.0	5.0
692148	19.0	4.0
692149	0.0	0.0
163742	0.0	0.0
199713	13.0	1.0
136157	0.0	0.0
283197	1.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	17.0	2.0
126792	1212.0	759.0
378008	0.0	0.0
378009	0.0	0.0
29089	117.0	2130.0
29088	1893.0	4524.0
29087	3160.0	1074.0
378010	0.0	0.0
148137	778.0	997.0
126789	260.0	194.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	228.0	165.0
29081	1966.0	2429.0
29080	2113.0	1936.0
283189	0.0	0.0
29086	2216.0	1772.0
29085	2552.0	2092.0
29083	830.0	929.0
100381270	1698.0	766.0
200810	37.0	728.0
114796	1166.0	457.0
148156	2074.0	2331.0
114798	6.0	0.0
114799	2022.0	2501.0
29099	2714.0	3258.0
29098	659.0	418.0
378001	0.0	0.0
29093	1174.0	975.0
29092	1166.0	642.0
29091	705.0	119.0
29090	1499.0	1227.0
56603	1408.0	369.0
29097	2188.0	9768.0
56604	2.0	5.0
56605	1788.0	1646.0
29095	961.0	3543.0
151790	13.0	11.0
283174	541.0	32.0
56606	615.0	218.0
29094	1948.0	1366.0
692199	0.0	0.0
391002	0.0	0.0
440459	51.0	17.0
391004	1.0	0.0
780816	0.0	0.0
124199	22.0	16.0
391003	0.0	0.0
30062	0.0	0.0
440456	1249.0	654.0
780814	65.0	29.0
30061	15356.0	35153.0
780815	0.0	0.0
780812	0.0	0.0
780813	0.0	8.0
440452	0.0	0.0
780810	3.0	0.0
780811	0.0	0.0
29068	8629.0	3986.0
29066	5079.0	3700.0
29063	798.0	1052.0
29062	1901.0	837.0
56616	566.0	1074.0
163702	1075.0	174.0
391013	2.0	1.0
391012	0.0	0.0
100381215	1.0	1.0
29079	2965.0	4736.0
29078	1063.0	1006.0
56623	1176.0	624.0
56624	71.0	165.0
29071	1400.0	4092.0
29070	806.0	1278.0
29075	18.0	15.0
29074	2058.0	2059.0
29072	11560.0	7234.0
163732	1335.0	2829.0
200845	737.0	2132.0
148103	551.0	532.0
200844	87.0	468.0
440482	138.0	379.0
151742	3436.0	2390.0
163720	147.0	2618.0
148113	91.0	985.0
440465	1772.0	751.0
29057	29.0	14.0
148109	6.0	0.0
29058	9823.0	12727.0
56647	2856.0	5245.0
56648	767.0	1016.0
56649	20.0	435.0
440419	1.0	1.0
440416	154.0	189.0
8303	9033.0	2057.0
643157	0.0	0.0
200879	716.0	2372.0
440406	3.0	4.0
8301	21793.0	19016.0
643155	3175.0	4944.0
8302	3.0	5.0
440400	433.0	433.0
199675	17.0	21.0
8310	2291.0	1162.0
124093	34.0	90.0
8314	6975.0	3563.0
8315	2671.0	2654.0
8312	1930.0	1152.0
342096	1.0	1.0
8313	772.0	187.0
440435	35.0	5.0
643160	3.0	1.0
643161	0.0	1.0
643159	12.0	9.0
8309	2024.0	1870.0
8321	6047.0	3757.0
8322	35713.0	11529.0
8320	27.0	18.0
8325	1288.0	1136.0
8326	115.0	9.0
8323	3515.0	3956.0
8324	7987.0	2504.0
440423	464.0	322.0
200894	1025.0	1111.0
643171	4.0	1.0
200895	1111.0	1520.0
8318	63.0	557.0
8317	520.0	2255.0
8332	0.0	5.0
692110	0.0	0.0
8333	0.0	6.0
692111	0.0	0.0
8330	0.0	0.0
8331	0.0	4.0
8336	1.0	38.0
8337	0.0	0.0
8334	2349.0	16903.0
8335	0.0	0.0
148046	61.0	108.0
106481699	0.0	0.0
643182	0.0	0.0
643180	310.0	230.0
643181	0.0	0.0
8329	4.0	194.0
8328	10.0	4.0
8343	3.0	89.0
643198	0.0	1.0
8344	3.0	21.0
8341	53.0	379.0
8342	0.0	5.0
8347	150.0	567.0
8348	4.0	26.0
643199	0.0	0.0
8345	6.0	140.0
8346	0.0	3.0
692106	0.0	0.0
692107	0.0	0.0
161003	2.0	2.0
692108	0.0	1.0
692109	8.0	7.0
643193	0.0	2.0
8340	1.0	17.0
8338	20.0	11.0
8339	24.0	1110.0
8354	0.0	4.0
8355	16.0	277.0
8352	2.0	12.0
8353	32.0	226.0
8358	0.0	26.0
8359	0.0	2.0
8356	0.0	15.0
8357	39.0	1766.0
222235	82.0	98.0
106481679	0.0	0.0
222236	1597.0	2091.0
106481677	8.0	0.0
222234	405.0	495.0
106481678	0.0	0.0
8350	6.0	7.0
8351	6.0	108.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	0.0	1.0
106481680	0.0	0.0
106481681	2.0	0.0
106481686	0.0	0.0
106481687	0.0	0.0
106481684	0.0	0.0
106481685	1.0	0.0
8349	1619.0	15311.0
8365	79.0	771.0
8366	1.0	9.0
8363	6.0	22.0
8364	7.0	5.0
8369	0.0	0.0
163688	16.0	1.0
8367	8.0	35.0
8368	0.0	0.0
106481688	0.0	0.0
222223	2566.0	1774.0
106481689	0.0	0.0
8361	1.0	0.0
222229	682.0	416.0
8362	3.0	44.0
8360	3.0	24.0
106481693	1.0	1.0
106481694	7.0	25.0
106481691	3.0	1.0
106481692	4.0	6.0
106481697	3.0	2.0
106481698	0.0	0.0
106481695	5.0	42.0
106481696	0.0	0.0
342035	1303.0	802.0
344697	7.0	8.0
106481690	2.0	5.0
728310	0.0	1.0
285830	229.0	61.0
8379	1500.0	400.0
93556	56.0	6.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	1426.0	755.0
106481655	0.0	0.0
285834	12.0	2.0
222256	528.0	92.0
106481656	5.0	2.0
8372	184.0	349.0
93550	920.0	1005.0
8373	2.0	0.0
106481659	0.0	0.0
8370	16.0	45.0
728315	2.0	4.0
81577	2327.0	1054.0
106481660	0.0	0.0
81578	331.0	242.0
106481661	0.0	0.0
81579	4367.0	5867.0
81573	2467.0	7084.0
106481664	0.0	1.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	17979.0	8847.0
106481662	0.0	0.0
81576	1500.0	447.0
106481663	35.0	13.0
81570	1468.0	563.0
100271178	0.0	0.0
81571	591.0	109.0
81572	781.0	1528.0
645715	21.0	20.0
8387	16.0	3.0
8388	1.0	0.0
728300	7.0	3.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	1158.0	1098.0
8383	0.0	0.0
285848	2.0	14.0
8384	0.0	0.0
285849	56.0	86.0
8382	186.0	30.0
81566	3067.0	4144.0
106481671	0.0	0.0
106481672	2.0	0.0
81567	660.0	187.0
81569	1.0	159.0
106481670	0.0	0.0
81562	2523.0	3227.0
106481675	0.0	0.0
81563	11313.0	6815.0
246243	1348.0	579.0
100271168	1.0	11.0
106481676	0.0	0.0
106481673	2.0	2.0
81565	4624.0	2613.0
106481674	1.0	0.0
100271164	0.0	0.0
100271167	1.0	0.0
100271161	12.0	1.0
100271163	0.0	0.0
100271162	1.0	4.0
8398	1741.0	380.0
8399	13.0	49.0
8396	11330.0	40146.0
285852	2.0	0.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	9729.0	13590.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	5104.0	7470.0
106481639	0.0	0.0
8395	669.0	1856.0
8392	1.0	0.0
106481637	3.0	2.0
106481638	0.0	0.0
100271158	0.0	1.0
106481642	36.0	34.0
106481643	0.0	0.0
246210	0.0	0.0
106481640	0.0	0.0
100271159	0.0	1.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	1.0	0.0
246213	0.0	1.0
106481646	0.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	57.0	15.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	0.0	0.0
344657	5.0	24.0
100271142	0.0	0.0
344658	0.0	0.0
100271145	0.0	0.0
645745	0.0	0.0
344653	1.0	3.0
100271141	0.0	1.0
100271140	0.0	1.0
106481619	0.0	1.0
106481613	0.0	0.0
246269	463.0	325.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	1.0
106481617	0.0	0.0
93594	449.0	1806.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	1.0	1.0
283209	1313.0	3307.0
283208	125.0	952.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	1.0	2.0
100271132	10.0	4.0
100271131	0.0	0.0
100271133	0.0	1.0
100271130	0.0	0.0
93587	624.0	962.0
645771	5.0	3.0
93589	351.0	277.0
106481624	7.0	12.0
285800	40.0	20.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	4.0	7.0
106481628	0.0	0.0
106481629	1.0	0.0
106481626	0.0	0.0
106481627	0.0	0.0
100271129	0.0	0.0
246283	0.0	0.0
246285	28.0	0.0
106481631	2.0	0.0
100271125	0.0	0.0
106481632	0.0	0.0
106481630	1.0	0.0
100271122	0.0	0.0
199692	1437.0	2349.0
645784	162.0	10.0
100271118	0.0	2.0
100271117	1.0	0.0
100271119	7.0	0.0
100271114	0.0	0.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	8.0	21.0
643115	3.0	32.0
100271111	0.0	0.0
106481608	0.0	0.0
106481609	0.0	0.0
645798	1.0	3.0
643136	2.0	9.0
106481602	0.0	1.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	1.0	1.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	9.0	10.0
100271106	1.0	0.0
106481610	0.0	0.0
100271105	8.0	2.0
643126	0.0	0.0
199699	8.0	5.0
728393	0.0	0.0
100128899	3.0	0.0
728395	0.0	0.0
114625	2174.0	1239.0
54112	132.0	24.0
56776	214.0	12.0
283248	65.0	29.0
344729	0.0	0.0
100128894	0.0	1.0
100128893	45.0	3.0
100128890	62.0	13.0
728386	0.0	0.0
728388	0.0	0.0
100128889	2.0	0.0
100128888	4.0	4.0
114614	29.0	57.0
283238	1.0	0.0
100190800	55.0	89.0
283237	1321.0	1899.0
283236	0.0	2.0
283234	512.0	59.0
728381	0.0	1.0
283232	1841.0	1686.0
728380	8.0	9.0
100128881	163.0	13.0
100128880	2.0	0.0
692099	711.0	369.0
114609	883.0	366.0
29128	95.0	906.0
29123	10652.0	2080.0
344709	0.0	0.0
29122	84.0	1.0
29121	711.0	1217.0
283229	1806.0	2092.0
29127	853.0	5848.0
29126	355.0	129.0
29125	85.0	9.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	7.0	8.0
100128867	0.0	0.0
54145	0.0	1.0
54143	0.0	0.0
283219	1049.0	884.0
54149	2867.0	1475.0
54148	1643.0	1932.0
54147	0.0	0.0
283212	83.0	259.0
692091	0.0	0.0
692092	0.0	0.0
692093	38.0	10.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	1.0	2.0
100128857	1.0	0.0
100271093	0.0	0.0
100271092	0.0	0.0
728350	10.0	41.0
285872	5.0	0.0
100128853	2.0	13.0
29109	2999.0	1872.0
29108	529.0	2090.0
285877	0.0	0.0
29107	873.0	1507.0
285878	0.0	0.0
29106	16.0	5.0
728358	0.0	0.0
29101	7935.0	4059.0
29100	1094.0	948.0
29105	2394.0	1749.0
29104	855.0	1350.0
29103	3598.0	5017.0
29102	5261.0	5520.0
100271098	1.0	1.0
283284	132.0	272.0
728343	0.0	0.0
728342	7.0	128.0
100128849	0.0	2.0
728344	1.0	4.0
100271081	4.0	2.0
100128845	0.0	0.0
728340	260.0	250.0
285888	0.0	0.0
29119	143.0	68.0
107057644	24.0	10.0
29118	33.0	15.0
107057647	0.0	0.0
114655	1.0	1.0
29117	4658.0	3568.0
107057646	2.0	0.0
114657	0.0	0.0
114659	742.0	308.0
126638	0.0	0.0
54165	2877.0	5775.0
126637	0.0	0.0
29110	2448.0	3993.0
29116	6500.0	4868.0
29115	4152.0	2925.0
29114	8.0	0.0
29113	38.0	0.0
100271087	51.0	7.0
100271089	0.0	0.0
100271085	1.0	3.0
100128836	3.0	8.0
728378	4.0	17.0
728377	617.0	191.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	20.0	0.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	2316.0	1424.0
81793	73.0	14.0
81794	670.0	306.0
81796	19.0	20.0
81790	2430.0	3283.0
100271076	1.0	0.0
283267	1054.0	921.0
91107	1986.0	2998.0
100128830	8.0	0.0
81792	2941.0	3901.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	0.0
728366	0.0	5.0
728361	11.0	2.0
100128822	432.0	559.0
728369	0.0	0.0
81786	181.0	128.0
54187	2046.0	3420.0
81788	198.0	362.0
81789	661.0	467.0
283257	0.0	0.0
100271065	0.0	0.0
645700	2.0	1.0
283254	283.0	590.0
126695	535.0	608.0
148003	0.0	0.0
378108	16.0	0.0
151649	62.0	34.0
151648	27.0	835.0
151647	7.0	2.0
151645	37.0	78.0
200909	1.0	0.0
200916	914.0	6265.0
148014	12.0	7.0
151658	1.0	0.0
151651	38.0	22.0
56704	211.0	1052.0
148022	1872.0	987.0
126669	4055.0	1012.0
126668	289.0	40.0
100126297	0.0	0.0
100126299	0.0	0.0
100126296	2.0	0.0
200931	321.0	456.0
200933	1261.0	3639.0
126661	291.0	204.0
56729	5.0	0.0
283298	3316.0	1861.0
283297	0.0	0.0
136051	489.0	327.0
138639	1092.0	1454.0
692076	2.0	2.0
391121	0.0	0.0
391120	0.0	0.0
391123	23.0	2.0
200942	4415.0	783.0
440577	10.0	22.0
440574	1813.0	1485.0
56731	5696.0	3335.0
100126270	9.0	3.0
692084	0.0	0.0
692085	0.0	0.0
692086	42.0	50.0
138649	58.0	125.0
200959	0.0	0.0
200958	670.0	444.0
391135	6.0	5.0
440567	167.0	51.0
391139	15.0	10.0
440563	0.0	0.0
440561	0.0	0.0
151613	2737.0	2410.0
692072	0.0	0.0
692075	7.0	10.0
692057	0.0	0.0
692058	9.0	6.0
124056	0.0	0.0
81706	277.0	28.0
391104	0.0	0.0
391107	0.0	0.0
391106	0.0	0.0
81704	5686.0	3717.0
391109	0.0	0.0
440595	237.0	191.0
56751	0.0	0.0
692063	0.0	0.0
8402	4225.0	2648.0
391110	0.0	0.0
8403	0.0	0.0
391112	0.0	0.0
124045	342.0	234.0
391114	0.0	0.0
124044	635.0	157.0
391115	0.0	0.0
440585	38.0	24.0
391117	0.0	0.0
440584	67.0	36.0
391119	0.0	0.0
54101	2159.0	662.0
151636	5340.0	10149.0
440590	125.0	769.0
54103	1629.0	1479.0
54102	1090.0	563.0
54108	2227.0	5526.0
54107	3643.0	9786.0
54106	5.0	1.0
692053	0.0	0.0
391040	2.0	3.0
645683	17.0	5.0
8410	0.0	0.0
645682	2.0	1.0
645688	10.0	11.0
391044	1.0	10.0
645687	0.0	0.0
8411	6020.0	4927.0
645686	0.0	0.0
8412	3930.0	2393.0
391045	50.0	4.0
440533	5.0	0.0
8406	11706.0	3045.0
8407	22558.0	40843.0
8404	74247.0	15309.0
8405	5620.0	24246.0
8408	5199.0	3758.0
8409	2624.0	2493.0
391051	3.0	8.0
8420	600.0	1186.0
645694	8.0	8.0
391053	0.0	0.0
645693	27.0	24.0
643031	56.0	12.0
8424	881.0	63.0
8425	13684.0	3269.0
643037	0.0	1.0
163589	258.0	293.0
643034	0.0	0.0
440525	70.0	137.0
391059	544.0	1783.0
645691	10.0	9.0
163590	5527.0	6992.0
8417	8412.0	8171.0
8418	1224.0	1081.0
8416	1161.0	2203.0
8419	5.0	0.0
8431	0.0	0.0
8435	24.0	0.0
8436	17225.0	1936.0
8433	0.0	0.0
8434	5522.0	1955.0
391026	1.0	0.0
440556	150.0	24.0
440560	0.0	0.0
8428	6525.0	3088.0
8427	2181.0	1087.0
103157000	0.0	0.0
8443	4715.0	8135.0
8440	3850.0	2058.0
8446	1718.0	2569.0
8447	3444.0	614.0
8444	2342.0	539.0
8445	2308.0	5462.0
391037	17.0	2.0
391039	9.0	4.0
643050	0.0	0.0
285905	34.0	27.0
285908	689.0	735.0
8439	3191.0	3141.0
8437	205.0	54.0
8438	57.0	256.0
8453	2908.0	6093.0
8454	6445.0	6711.0
8451	7319.0	11145.0
8452	6598.0	10319.0
8458	1448.0	2249.0
8455	8366.0	11449.0
8456	36.0	583.0
106481578	0.0	1.0
106481579	0.0	0.0
8450	8453.0	13573.0
106481583	0.0	0.0
106481584	5.0	7.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	107.0	114.0
8449	3459.0	2547.0
106481580	1.0	0.0
8464	663.0	1085.0
8462	5666.0	3459.0
8463	3261.0	887.0
8468	1.0	0.0
391099	0.0	1.0
8467	9961.0	16473.0
342184	1376.0	3091.0
246312	3.0	0.0
106481589	0.0	0.0
8460	1457.0	1747.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	16.0	102.0
106481599	0.0	0.0
106481596	0.0	0.0
106481597	0.0	0.0
8459	3018.0	3072.0
106481590	0.0	0.0
106481591	0.0	0.0
8476	9592.0	7599.0
8473	16432.0	8627.0
440519	111.0	196.0
440518	1.0	0.0
8479	1551.0	367.0
440515	2132.0	2118.0
8477	244.0	527.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	0.0	0.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	22.0	1.0
8470	8263.0	3690.0
106481561	3.0	1.0
106481562	0.0	1.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	8.0	1.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	2.0	3.0
8487	533.0	1002.0
8484	0.0	0.0
391075	0.0	1.0
440508	11.0	0.0
391077	1.0	1.0
391076	0.0	0.0
8488	3.0	5.0
440503	2168.0	270.0
8489	5.0	15.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	1.0	0.0
8482	363.0	568.0
8483	8415.0	24754.0
8480	1783.0	7955.0
8481	3538.0	2244.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	0.0
106481577	2.0	0.0
106481574	0.0	0.0
106481575	0.0	0.0
391081	66.0	43.0
8497	136.0	37.0
728431	259.0	326.0
8498	4206.0	2252.0
728430	14.0	0.0
100128934	0.0	0.0
8495	2843.0	2941.0
8496	8765.0	6931.0
91012	2804.0	3692.0
100128936	52.0	101.0
728432	1.0	0.0
100128930	1.0	1.0
8499	88.0	118.0
106481536	0.0	0.0
8490	21492.0	10364.0
106481537	0.0	1.0
285954	12.0	44.0
285955	28.0	5.0
106481534	0.0	1.0
106481535	0.0	0.0
8493	2679.0	2043.0
54075	0.0	0.0
101669766	19.0	181.0
728434	0.0	0.0
91010	4894.0	5099.0
285958	682.0	490.0
101669767	1.0	0.0
8491	4107.0	6278.0
106481538	0.0	0.0
8492	330.0	72.0
54072	4.0	3.0
106481539	0.0	0.0
101669762	59.0	1.0
106481540	0.0	0.0
101669763	0.0	0.0
101669764	0.0	0.0
106481543	0.0	0.0
81694	0.0	0.0
100271059	0.0	0.0
81695	0.0	0.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	2.0
106481542	0.0	0.0
81693	27.0	1.0
100271056	0.0	0.0
100271050	6.0	1.0
100271053	0.0	0.0
93664	3719.0	9107.0
100128923	11.0	1.0
93663	3866.0	3336.0
285961	9.0	10.0
93668	0.0	1.0
285962	228.0	121.0
106481547	0.0	0.0
54082	21.0	2.0
106481548	0.0	0.0
285965	20.0	5.0
285966	635.0	947.0
106481545	3.0	0.0
106481546	5.0	1.0
93661	22.0	0.0
100128927	1187.0	1127.0
54084	45.0	4.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	17043.0	31333.0
106481551	4.0	2.0
54089	1.0	0.0
81689	3412.0	4790.0
54088	0.0	0.0
106481554	1.0	4.0
100271047	0.0	0.0
106481555	3.0	2.0
106481552	0.0	0.0
106456574	3.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	3656.0	3681.0
342132	353.0	295.0
285971	902.0	194.0
285972	40.0	6.0
285973	98.0	105.0
100128911	0.0	0.0
728450	0.0	0.0
54093	1311.0	1360.0
106481514	0.0	0.0
106481515	1.0	0.0
106481512	0.0	0.0
54090	4.0	0.0
106481513	19.0	6.0
54097	417.0	208.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	92.0	73.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	15.0	21.0
54098	0.0	0.0
246330	1258.0	294.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	45.0	9.0
100271033	28.0	27.0
645619	2.0	3.0
100271031	5.0	4.0
344787	231.0	875.0
100128902	0.0	0.0
728441	8.0	1.0
100128903	0.0	1.0
222389	1679.0	280.0
106481525	4.0	4.0
106481526	2.0	1.0
285987	5.0	11.0
106481523	1.0	0.0
285989	797.0	553.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	99.0	15.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	3.0	0.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	0.0
91057	804.0	1368.0
91056	2195.0	839.0
645641	1.0	4.0
91050	1961.0	1194.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	26.0	268.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	7.0	7.0
106481503	0.0	0.0
106481504	6.0	6.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	2.0	0.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	0.0	1.0
283316	592.0	625.0
106481510	1.0	0.0
106481511	0.0	0.0
100271003	7.0	8.0
283314	418.0	99.0
100271006	0.0	0.0
283310	45.0	59.0
344758	8.0	0.0
100271001	0.0	0.0
344752	5.0	2.0
728411	625.0	351.0
728410	0.0	0.0
643003	1.0	1.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	1699.0	4.0
728409	0.0	0.0
283303	0.0	0.0
344741	0.0	0.0
728400	0.0	0.0
645676	92.0	114.0
285941	7.0	0.0
728405	0.0	0.0
285943	487.0	75.0
728407	268.0	112.0
728402	0.0	1.0
728403	0.0	0.0
643008	93.0	85.0
645668	0.0	1.0
100506658	751.0	1206.0
100506655	20.0	14.0
81849	697.0	169.0
56890	1262.0	1116.0
56891	1.0	0.0
100506650	0.0	0.0
81846	8503.0	7763.0
81847	3649.0	2154.0
81848	3065.0	3380.0
56896	3.0	35.0
56897	2608.0	3362.0
81853	3943.0	5979.0
56898	2207.0	1823.0
81855	3848.0	2482.0
56899	450.0	262.0
56892	5466.0	7195.0
56893	2922.0	3794.0
121275	3.0	2.0
121278	0.0	0.0
56894	7413.0	4763.0
81850	0.0	0.0
145249	2.0	2.0
56895	1398.0	706.0
81851	2.0	2.0
649137	3.0	2.0
81839	2289.0	4972.0
121274	2935.0	2709.0
121273	30.0	1.0
145264	27.0	1.0
121270	1.0	0.0
145258	144.0	106.0
121268	67.0	77.0
81844	10567.0	3293.0
145259	3.0	5.0
133283	263.0	232.0
375593	28.0	6.0
100506649	177.0	71.0
100506673	0.0	0.0
121260	2200.0	3387.0
145270	1445.0	158.0
100506671	1.0	1.0
81875	3176.0	4870.0
81876	12223.0	12570.0
81870	0.0	0.0
81871	0.0	0.0
121256	2.0	3.0
81872	0.0	0.0
81873	1734.0	3086.0
387597	29.0	231.0
100506668	650.0	760.0
160897	4019.0	3487.0
649159	0.0	0.0
145282	736.0	1448.0
387590	1996.0	14974.0
81856	1223.0	1025.0
81857	2536.0	2001.0
100506660	17.0	24.0
81858	2797.0	4177.0
135886	1.0	2.0
147872	3.0	2.0
81889	1713.0	5221.0
145200	11.0	7.0
81892	1372.0	2579.0
81893	4.0	4.0
81894	2589.0	1020.0
81890	1520.0	393.0
135892	21.0	2.0
649179	3.0	0.0
100506600	39.0	22.0
613126	23.0	8.0
81887	3149.0	2226.0
81888	1177.0	261.0
145216	2.0	12.0
338591	1.0	0.0
649186	0.0	1.0
338596	712.0	234.0
338599	1.0	0.0
169200	3218.0	1721.0
145226	13.0	8.0
100506637	253.0	253.0
160857	311.0	539.0
160851	2884.0	2607.0
91227	0.0	1.0
157206	6.0	11.0
100506622	10.0	4.0
100856809	0.0	0.0
338588	3.0	0.0
145241	2.0	6.0
