id	446db9e9-d5aa-48ba-a84d-cf6a7d8f8fc4	d6b9e128-8f20-43a1-9d16-b3e2b3d60e34
693223	0.0	0.0
693224	0.0	0.0
693225	0.0	0.0
693226	0.0	3.0
139425	0.0	0.0
693227	1.0	3.0
693228	1.0	0.0
693229	0.0	0.0
115416	1494.0	897.0
84067	2593.0	3149.0
84066	0.0	0.0
84069	433.0	126.0
84068	302.0	439.0
84063	19.0	0.0
284276	166.0	16.0
84062	1823.0	1120.0
139431	0.0	0.0
84065	4646.0	3020.0
284274	1.0	1.0
84064	1221.0	1670.0
284273	1947.0	1798.0
693230	1.0	0.0
693210	0.0	0.0
693211	0.0	0.0
693212	0.0	0.0
693213	1.0	1.0
693214	0.0	1.0
693215	0.0	0.0
693216	0.0	0.0
693217	0.0	0.0
693218	0.0	0.0
693219	0.0	0.0
152405	0.0	0.0
152404	10.0	19.0
84059	483.0	779.0
84056	695.0	436.0
84055	6.0	22.0
84058	1053.0	1223.0
84057	20.0	167.0
284266	193.0	57.0
84054	9.0	13.0
84081	1604.0	3968.0
84080	2369.0	1289.0
84083	195.0	211.0
441549	146.0	132.0
441548	3.0	20.0
441543	0.0	0.0
100379142	1.0	0.0
100379141	0.0	0.0
441550	23.0	3.0
84089	0.0	0.0
84088	2.0	1.0
84085	798.0	919.0
84084	67.0	79.0
84087	0.0	3.0
84086	0.0	0.0
84070	31.0	31.0
84072	1.0	1.0
84071	143.0	265.0
392100	2.0	0.0
100379132	0.0	0.0
392106	0.0	1.0
441533	9.0	3.0
441531	0.0	4.0
84078	600.0	1607.0
84077	2.0	38.0
84079	1640.0	2903.0
84074	313.0	361.0
84073	59.0	16.0
84076	0.0	3.0
84075	0.0	0.0
100847000	0.0	0.0
100847001	0.0	0.0
100847004	4.0	1.0
201931	2166.0	3906.0
100847005	0.0	0.0
100847002	0.0	0.0
100847003	0.0	1.0
100847008	0.0	0.0
100847006	0.0	0.0
100847007	0.0	0.0
106480196	0.0	0.0
441572	0.0	0.0
106480195	0.0	0.0
106480198	0.0	0.0
106480197	0.0	0.0
106480199	0.0	0.0
127435	6574.0	2413.0
106480190	18.0	5.0
106480192	0.0	0.0
106480191	0.0	0.0
106480194	1.0	1.0
106480193	0.0	0.0
84091	0.0	0.0
103695432	2.0	0.0
343099	74.0	180.0
103695431	0.0	9.0
100847012	0.0	0.0
84090	0.0	0.0
103695434	3.0	0.0
103695433	0.0	4.0
100847010	1.0	7.0
103695436	1.0	3.0
100847015	0.0	1.0
103695435	3.0	10.0
100847016	1.0	1.0
100847013	0.0	1.0
100847014	0.0	0.0
441554	6.0	22.0
100847019	0.0	0.0
100847017	0.0	0.0
100847018	0.0	0.0
127428	545.0	722.0
84096	0.0	0.0
84097	0.0	0.0
11061	0.0	2.0
646892	4.0	7.0
441509	98.0	4.0
646891	8.0	6.0
11060	5042.0	3850.0
11063	16.0	15.0
619279	2196.0	5206.0
646898	0.0	0.0
11062	368.0	760.0
11065	59.0	2289.0
441505	0.0	1.0
11064	1017.0	1118.0
23046	313.0	229.0
441502	7.0	7.0
23047	1519.0	2808.0
441501	6.0	1.0
23048	2291.0	3973.0
106479179	0.0	0.0
23049	2524.0	7352.0
106479178	0.0	0.0
127385	1.0	0.0
106479177	0.0	0.0
106479176	0.0	0.0
106479175	0.0	0.0
106479174	0.0	0.0
106480174	0.0	1.0
106480173	0.0	0.0
106479173	0.0	0.0
106480176	0.0	0.0
106479172	0.0	0.0
23040	0.0	1.0
106479171	0.0	0.0
106480175	0.0	0.0
23041	1575.0	4661.0
106480178	0.0	0.0
106479170	0.0	0.0
23042	5338.0	17475.0
106480177	1.0	0.0
23043	931.0	423.0
106480179	0.0	2.0
104384744	1.0	0.0
11067	16574.0	1066.0
50674	2.0	2.0
11066	2077.0	1488.0
11069	409.0	461.0
11068	1621.0	3016.0
139378	6.0	1.0
106480170	0.0	0.0
152330	373.0	781.0
106480172	0.0	0.0
106480171	0.0	0.0
11070	5240.0	5909.0
404550	1319.0	1038.0
644242	29.0	50.0
404552	0.0	0.0
11072	2644.0	1970.0
11074	37.0	35.0
644246	104.0	76.0
11073	1038.0	4762.0
166979	0.0	10.0
11076	1155.0	1724.0
11075	58.0	37.0
201965	563.0	1309.0
379027	0.0	0.0
23057	181.0	218.0
379028	0.0	0.0
106479169	0.0	0.0
379029	0.0	0.0
23059	1455.0	2748.0
164312	19.0	3.0
106479168	1.0	0.0
106479167	0.0	0.0
106479166	3.0	6.0
106479165	0.0	0.0
106479164	0.0	0.0
106480185	0.0	0.0
106479163	0.0	0.0
379030	0.0	0.0
106479162	0.0	0.0
379031	0.0	0.0
106480184	0.0	0.0
106479161	0.0	0.0
106480187	0.0	0.0
379032	0.0	0.0
23051	2216.0	3373.0
106479160	0.0	0.0
379033	0.0	0.0
106480186	0.0	0.0
23052	3485.0	1383.0
379034	0.0	0.0
106480189	0.0	0.0
86614	0.0	0.0
106480188	0.0	0.0
23053	3482.0	6517.0
115399	504.0	2224.0
23054	2045.0	5499.0
11078	3363.0	1329.0
11077	64.0	84.0
644237	1.0	2.0
11079	5679.0	6531.0
106480181	0.0	0.0
106480180	0.0	0.0
106480183	0.0	0.0
106480182	0.0	0.0
11041	2284.0	2471.0
11040	1397.0	1241.0
11043	283.0	1707.0
23023	1452.0	2743.0
441525	0.0	0.0
106480149	0.0	0.0
23024	2329.0	478.0
106480148	0.0	0.0
23025	1.0	25.0
23026	128.0	43.0
441521	0.0	0.0
23028	5086.0	4568.0
106479199	0.0	0.0
23029	114.0	91.0
106479198	0.0	0.0
201973	603.0	828.0
106479197	1.0	0.0
106479196	0.0	0.0
106480152	0.0	0.0
106480151	0.0	0.0
106479195	0.0	0.0
106479194	0.0	0.0
106480154	0.0	0.0
106479193	0.0	0.0
106480153	6.0	0.0
106480156	0.0	0.0
106479192	0.0	0.0
23020	12107.0	16437.0
106480155	0.0	0.0
106479191	0.0	1.0
729817	0.0	0.0
106479190	0.0	0.0
106480158	0.0	0.0
23022	12728.0	8635.0
106480157	0.0	0.0
11045	21.0	6.0
11044	1555.0	2379.0
11047	7588.0	5717.0
644248	1.0	0.0
11046	1434.0	1236.0
11049	0.0	3.0
106480150	0.0	0.0
343173	0.0	0.0
343172	3.0	15.0
343171	10.0	86.0
343170	1.0	2.0
441519	0.0	1.0
11052	2990.0	6048.0
441518	1660.0	2055.0
11051	4026.0	6731.0
11054	4585.0	5587.0
23034	1349.0	369.0
23035	510.0	1073.0
106480159	0.0	0.0
23036	1032.0	2265.0
729816	1.0	0.0
23037	1116.0	381.0
23038	7255.0	7366.0
106479189	0.0	0.0
23039	2879.0	10863.0
106479188	0.0	0.0
106479187	0.0	0.0
106479186	0.0	0.0
106479185	0.0	0.0
106480163	0.0	0.0
106480162	0.0	0.0
106479184	0.0	0.0
106480165	1.0	0.0
106479183	0.0	0.0
106480164	0.0	0.0
106479182	0.0	0.0
23030	6189.0	69757.0
106479181	0.0	0.0
106480167	1.0	1.0
23031	796.0	765.0
106479180	0.0	0.0
106480166	0.0	0.0
23032	2677.0	3833.0
106480169	4.0	0.0
729809	0.0	0.0
23033	791.0	1382.0
106480168	0.0	0.0
11056	1358.0	2910.0
11055	11.0	0.0
343169	0.0	0.0
11057	3145.0	13289.0
11059	3851.0	17159.0
106480161	4.0	0.0
106480160	0.0	0.0
693200	0.0	2.0
693201	1.0	3.0
693202	0.0	0.0
693203	0.0	0.0
11021	3461.0	8049.0
693204	0.0	0.0
11020	1996.0	2786.0
693205	0.0	0.0
106479139	0.0	0.0
23001	1665.0	4580.0
106480127	0.0	0.0
693206	40.0	231.0
106479138	0.0	0.0
23002	2094.0	4671.0
106480126	0.0	0.0
693207	0.0	0.0
106479137	0.0	0.0
106480129	0.0	0.0
106479136	0.0	0.0
693208	0.0	0.0
693209	0.0	2.0
106480128	0.0	0.0
106479135	0.0	0.0
23005	2052.0	2252.0
106479134	0.0	0.0
106479133	0.0	0.0
23007	142.0	436.0
106479132	0.0	0.0
23008	2295.0	5121.0
106479131	0.0	0.0
106479130	12.0	19.0
106480130	0.0	0.0
106480132	0.0	0.0
106480131	0.0	0.0
106480134	0.0	0.0
106480133	0.0	0.0
106480136	0.0	0.0
106480135	0.0	0.0
11023	0.0	2.0
84000	2544.0	118.0
11022	839.0	1966.0
11025	105.0	74.0
11024	124.0	23.0
84002	373.0	171.0
139334	0.0	5.0
11027	309.0	73.0
11029	0.0	0.0
11030	8289.0	6145.0
106479129	0.0	1.0
11031	4147.0	15984.0
106479128	0.0	0.0
106479127	0.0	4.0
106480138	0.0	0.0
23012	1563.0	1907.0
23013	3170.0	4899.0
106479126	0.0	0.0
106480137	0.0	0.0
23014	2749.0	8402.0
106479125	0.0	0.0
23015	1308.0	230.0
106480139	0.0	0.0
106479124	0.0	0.0
23016	2073.0	1466.0
106479123	0.0	0.0
23017	272.0	111.0
106479122	0.0	0.0
106479121	0.0	0.0
23019	4246.0	9185.0
106479120	0.0	0.0
106480141	0.0	0.0
106480140	0.0	2.0
106480143	0.0	0.0
106480142	0.0	0.0
106480145	0.0	0.0
106480144	0.0	8.0
106480147	0.0	0.0
23011	3694.0	6832.0
106480146	0.0	0.0
11034	33093.0	35636.0
152302	525.0	872.0
11033	550.0	140.0
11036	1.0	0.0
11035	566.0	414.0
11037	590.0	267.0
139341	1142.0	1354.0
644297	4.0	6.0
166968	808.0	2132.0
619212	0.0	0.0
59067	0.0	0.0
106480105	0.0	0.0
106479159	0.0	0.0
106480104	0.0	0.0
106479158	0.0	0.0
106480107	2.0	6.0
106479157	0.0	0.0
106480106	0.0	0.0
106479156	0.0	0.0
106480109	1.0	0.0
106480108	0.0	0.0
106479155	0.0	0.0
106479154	0.0	0.0
106479153	0.0	0.0
11009	108.0	609.0
106479152	0.0	0.0
106479151	0.0	0.0
106480110	0.0	0.0
106479150	0.0	0.0
106480112	0.0	2.0
106480111	0.0	0.0
106480114	0.0	1.0
106480113	0.0	0.0
11001	261.0	629.0
11000	2636.0	3146.0
11005	113.0	114.0
11004	110.0	854.0
11007	2029.0	2130.0
11006	989.0	388.0
127391	1.0	0.0
11010	1911.0	475.0
106479149	0.0	0.0
106480116	0.0	0.0
106479148	0.0	0.0
106480115	0.0	0.0
106480118	0.0	1.0
106479147	0.0	0.0
106479146	0.0	0.0
106480117	0.0	0.0
106479145	0.0	0.0
127396	151.0	81.0
106480119	0.0	0.0
106479144	0.0	0.0
619208	829.0	264.0
106479143	0.0	0.0
106479142	0.0	0.0
106479141	0.0	0.0
11019	611.0	773.0
106479140	0.0	0.0
106480121	0.0	0.0
106480120	0.0	0.0
106480123	0.0	3.0
106480122	0.0	0.0
106480125	0.0	1.0
106480124	0.0	1.0
11012	632.0	5.0
11011	1416.0	3549.0
11014	11520.0	16083.0
11013	39.0	16.0
11016	1974.0	2484.0
11015	878.0	942.0
11018	1215.0	920.0
11017	1360.0	1743.0
139363	0.0	0.0
106144608	0.0	0.0
646808	2.0	3.0
106144606	0.0	0.0
106144607	0.0	0.0
345778	1038.0	2377.0
646802	3.0	0.0
730861	4.0	0.0
729873	0.0	0.0
106144601	0.0	1.0
106144602	0.0	0.0
164395	59.0	132.0
729877	0.0	0.0
259308	0.0	1.0
259307	173.0	114.0
106480101	0.0	0.0
106480100	0.0	0.0
106480103	0.0	0.0
106480102	0.0	0.0
646817	1.0	6.0
50604	17.0	783.0
106479119	0.0	0.0
106479118	0.0	0.0
106479117	0.0	0.0
106479116	0.0	0.0
106479115	0.0	0.0
106479114	0.0	0.0
106479113	0.0	0.0
106479112	0.0	1.0
106479111	0.0	0.0
106479110	0.0	0.0
345757	1713.0	3183.0
50613	0.0	0.0
50612	0.0	0.0
50615	46.0	49.0
50614	7.0	11.0
50617	148.0	100.0
729894	0.0	0.0
50616	0.0	0.0
50619	1828.0	570.0
50618	1413.0	1813.0
106479109	0.0	0.0
106479108	1.0	2.0
106479107	0.0	0.0
106479106	1.0	1.0
106479105	3.0	27.0
106479104	0.0	0.0
106479103	0.0	0.0
106479102	0.0	0.0
729898	1.0	1.0
106479101	0.0	0.0
106479100	0.0	0.0
50624	54.0	42.0
646839	3.0	5.0
50626	5516.0	9890.0
646837	378.0	97.0
50628	2444.0	2540.0
646851	203.0	339.0
260332	0.0	0.0
23089	8380.0	102072.0
260334	21.0	19.0
260337	2.0	2.0
260338	0.0	0.0
23081	847.0	1331.0
23082	2939.0	2344.0
100272228	77.0	516.0
23085	1939.0	4900.0
23086	437.0	257.0
23087	1041.0	3126.0
50631	32.0	13.0
50632	13.0	27.0
646849	0.0	0.0
23080	1631.0	7762.0
50636	58.0	36.0
50639	0.0	4.0
729830	203.0	262.0
644202	13.0	9.0
646864	0.0	3.0
646862	8.0	252.0
729838	6.0	4.0
23092	1409.0	571.0
23093	1291.0	3651.0
23094	2563.0	22762.0
23095	2542.0	3722.0
23096	1293.0	4559.0
23097	939.0	3052.0
729828	0.0	0.0
23098	534.0	259.0
50640	1858.0	2358.0
23099	829.0	1597.0
730811	0.0	0.0
23090	651.0	342.0
23091	2861.0	10272.0
11081	27.0	13.0
50649	1102.0	74.0
11080	1568.0	457.0
11083	4887.0	9713.0
729862	0.0	0.0
11082	66.0	1393.0
11085	0.0	0.0
644213	1.0	2.0
100286844	61.0	114.0
646875	0.0	0.0
644214	0.0	1.0
11086	2.0	3.0
646873	1.0	0.0
23067	2050.0	8266.0
23060	1672.0	7510.0
23061	10269.0	20169.0
23062	5805.0	23167.0
23063	2163.0	4106.0
23064	2905.0	7786.0
23065	3086.0	3611.0
50651	274.0	215.0
100272205	19.0	287.0
23066	336.0	95.0
50650	2201.0	2256.0
50652	0.0	0.0
11092	1045.0	734.0
644220	8.0	2.0
11091	3085.0	5890.0
11094	3808.0	5465.0
729852	953.0	1748.0
11093	387.0	568.0
11096	2150.0	188.0
11095	439.0	98.0
11098	8888.0	33558.0
11097	1129.0	738.0
646884	0.0	0.0
23078	1087.0	2592.0
729857	1.0	1.0
23070	2617.0	4624.0
23071	3537.0	4952.0
23072	83.0	8.0
164380	0.0	1.0
23074	725.0	1835.0
23075	3562.0	4345.0
23076	1680.0	3807.0
23077	2551.0	4997.0
11099	1456.0	668.0
646879	0.0	0.0
644218	0.0	0.0
646877	0.0	0.0
100130972	1.0	1.0
100379220	0.0	1.0
100130970	0.0	0.0
284339	39.0	194.0
284338	128.0	103.0
100129983	0.0	1.0
100129982	7.0	2.0
548313	0.0	0.0
693198	0.0	0.0
693199	0.0	0.0
100130968	0.0	0.0
100130967	16.0	194.0
100129976	2.0	1.0
100130963	1.0	0.0
100130962	0.0	0.0
284325	713.0	890.0
100129972	1.0	0.0
284323	463.0	593.0
100129969	1.0	0.0
100130958	407.0	61.0
693187	0.0	3.0
693188	0.0	0.0
693189	0.0	0.0
100130954	23.0	1.0
2444	732.0	510.0
100379249	20.0	1.0
693190	0.0	0.0
100129961	40.0	53.0
284312	116.0	787.0
693191	0.0	0.0
100129960	1.0	1.0
693192	0.0	0.0
693193	0.0	0.0
693194	0.0	0.0
693195	0.0	0.0
693196	0.0	0.0
693197	0.0	0.0
693176	0.0	0.0
100129958	1.0	0.0
693177	0.0	0.0
693178	0.0	0.0
260340	0.0	0.0
100129959	0.0	0.0
260341	0.0	5.0
284309	769.0	11491.0
284307	318.0	1518.0
284306	235.0	1364.0
693180	0.0	0.0
693181	1.0	1.0
693182	0.0	0.0
693183	0.0	0.0
693184	0.0	0.0
693185	0.0	0.0
693186	0.0	0.0
284382	0.0	0.0
100130935	0.0	0.0
100130934	29.0	43.0
100130933	5.0	10.0
100130932	3.0	42.0
286967	0.0	0.0
100129941	0.0	0.0
100130929	1.0	0.0
284371	391.0	1411.0
284370	418.0	769.0
100130923	0.0	1.0
100130922	1.0	0.0
100129937	0.0	0.0
100129933	0.0	0.0
2483	2223.0	2013.0
284369	0.0	1.0
2475	2580.0	3785.0
284367	110.0	112.0
284366	0.0	0.0
284361	13269.0	14476.0
50801	0.0	0.0
50804	671.0	2722.0
50805	1046.0	66.0
100129926	8.0	2.0
50808	3824.0	4262.0
100129921	0.0	0.0
50807	1090.0	2986.0
100129920	2.0	1.0
50809	7238.0	7302.0
2496	3.0	3.0
2495	49115.0	16128.0
2494	141.0	555.0
2492	0.0	1.0
100129929	0.0	0.0
2491	25.0	263.0
2488	0.0	0.0
2487	2730.0	2213.0
284359	8.0	7.0
284358	136.0	83.0
284355	0.0	0.0
284353	179.0	25.0
284352	4400.0	5751.0
50813	5406.0	9969.0
50814	2043.0	2230.0
100129919	0.0	0.0
284349	336.0	300.0
2499	15.0	3.0
284348	316.0	71.0
2498	51.0	14.0
2497	48.0	18.0
284346	257.0	115.0
284340	522.0	67.0
23207	5460.0	3450.0
693121	0.0	0.0
100093625	0.0	0.0
23208	645.0	831.0
693122	0.0	1.0
100093626	0.0	0.0
23209	38.0	15.0
693123	0.0	0.0
693124	0.0	0.0
693125	0.0	0.0
130951	90.0	206.0
693126	0.0	0.0
693127	0.0	1.0
693128	0.0	3.0
25862	264.0	639.0
693129	0.0	0.0
23200	1464.0	32702.0
25861	1209.0	2475.0
644191	6.0	5.0
23201	3884.0	3254.0
25864	1569.0	619.0
23203	4308.0	5600.0
25865	4471.0	3098.0
23204	6759.0	24235.0
23205	7.0	17.0
644192	36.0	32.0
11228	890.0	758.0
84166	785.0	1018.0
11221	2654.0	650.0
84168	7072.0	3796.0
11223	47.0	9.0
100093630	6277.0	3302.0
84167	721.0	624.0
11222	3573.0	5199.0
100093631	346.0	1382.0
84162	2281.0	6104.0
11224	54211.0	18226.0
84164	4482.0	3606.0
11227	149.0	52.0
11226	9147.0	12176.0
84163	524.0	314.0
23218	3233.0	9871.0
23219	1665.0	3223.0
402093	0.0	0.0
100862704	15.0	22.0
11230	1831.0	1397.0
23210	2462.0	2574.0
25873	48802.0	14200.0
100379298	0.0	0.0
23211	2458.0	2963.0
25875	3685.0	3279.0
23212	1852.0	2963.0
23213	1799.0	4798.0
25874	3131.0	3092.0
23214	4756.0	8794.0
25876	147.0	337.0
23215	4521.0	13391.0
23216	2915.0	2137.0
25879	1774.0	4479.0
100379296	0.0	0.0
25878	3672.0	9342.0
23217	42.0	5.0
84159	5003.0	816.0
25871	1869.0	2364.0
25870	8870.0	9291.0
142940	708.0	2395.0
11232	431.0	1095.0
11231	5014.0	6036.0
84154	1835.0	1190.0
11234	1828.0	1610.0
11236	2305.0	5226.0
11235	1659.0	2427.0
11238	600.0	1063.0
84153	3272.0	1116.0
11237	2066.0	5203.0
84152	6462.0	2797.0
693120	0.0	4.0
100093624	0.0	0.0
166929	759.0	247.0
25847	3463.0	2877.0
84182	213.0	41.0
84181	2086.0	9826.0
25849	1518.0	9755.0
25840	11495.0	4779.0
25842	936.0	1435.0
25841	447.0	668.0
25844	9378.0	9708.0
25843	1576.0	1772.0
11209	201.0	40.0
84188	1963.0	9533.0
84187	2440.0	2760.0
11201	1283.0	1433.0
11200	505.0	443.0
84189	568.0	1163.0
11202	882.0	8.0
84186	1125.0	2638.0
25859	248.0	18.0
25858	0.0	0.0
84171	1439.0	210.0
284391	1310.0	2581.0
284390	238.0	245.0
100862726	0.0	0.0
100862727	1.0	3.0
100862728	14.0	3.0
25851	1798.0	1986.0
25850	253.0	390.0
25853	2427.0	8813.0
25852	1711.0	3054.0
100862725	0.0	0.0
25855	4474.0	8015.0
25854	586.0	136.0
402077	0.0	0.0
11218	1053.0	1005.0
11217	6.0	42.0
11219	69.0	24.0
139324	135.0	145.0
84176	10.0	37.0
11212	2505.0	5458.0
139322	878.0	2567.0
84179	1391.0	2150.0
11211	59.0	45.0
84173	2493.0	1112.0
11214	4055.0	5368.0
11213	429.0	328.0
84172	814.0	1033.0
284385	449.0	178.0
11216	1121.0	2636.0
11215	1508.0	4727.0
84174	116.0	56.0
284383	0.0	0.0
25826	0.0	0.0
693165	0.0	0.0
25825	4471.0	4040.0
693166	0.0	0.0
25828	7042.0	3540.0
693167	0.0	0.0
25827	677.0	984.0
693168	0.0	0.0
693169	0.0	0.0
25829	5334.0	8231.0
441669	0.0	0.0
392214	3.0	4.0
25820	2768.0	4453.0
127343	1.0	67.0
25822	732.0	779.0
25821	1037.0	1345.0
25824	16349.0	6336.0
441662	0.0	0.0
106479099	0.0	0.0
25823	261.0	820.0
106479098	0.0	0.0
106480097	0.0	0.0
106479097	0.0	0.0
115361	723.0	1548.0
441670	0.0	0.0
106480096	0.0	0.0
106479096	0.0	0.0
130916	1881.0	1244.0
115362	138.0	167.0
106479095	0.0	0.0
106480099	0.0	0.0
106480098	0.0	0.0
106479094	0.0	0.0
106479093	0.0	0.0
106479092	0.0	0.0
106479091	0.0	0.0
106479090	0.0	0.0
693170	0.0	0.0
106480091	0.0	0.0
693171	0.0	0.0
106480090	0.0	1.0
414059	1.0	15.0
106480093	0.0	0.0
693172	0.0	0.0
693173	0.0	0.0
106480092	0.0	1.0
106480095	2.0	2.0
693174	7.0	7.0
693175	3.0	11.0
106480094	0.0	0.0
84191	1399.0	1906.0
25837	165.0	632.0
693154	0.0	0.0
84190	419.0	475.0
25836	2606.0	5156.0
693155	12.0	54.0
25839	4023.0	3695.0
84193	4016.0	7984.0
693156	0.0	0.0
693157	0.0	0.0
693158	5.0	13.0
693159	1.0	0.0
392225	0.0	0.0
25831	3882.0	11920.0
25830	41.0	2.0
441654	0.0	0.0
25833	459.0	405.0
100379250	0.0	0.0
106479089	2.0	4.0
25832	466.0	405.0
106479088	0.0	0.0
25834	14.0	2.0
106479087	0.0	0.0
100379251	58.0	17.0
106479086	0.0	0.0
115350	1.0	2.0
106479085	3.0	1.0
414061	0.0	0.0
106479084	0.0	0.0
115352	7.0	8.0
106479083	0.0	0.0
414062	407.0	173.0
115353	2226.0	589.0
106479082	0.0	0.0
106479081	0.0	0.0
414060	1.0	0.0
106479080	0.0	0.0
693160	0.0	0.0
693161	0.0	0.0
693162	0.0	0.0
84197	20.0	275.0
693163	0.0	0.0
84196	2661.0	3195.0
693164	0.0	1.0
25804	5388.0	10752.0
693143	0.0	0.0
25803	9654.0	22479.0
693144	0.0	10.0
25806	112.0	24.0
25805	4472.0	231.0
693146	0.0	0.0
693147	0.0	0.0
25807	1581.0	1487.0
693148	0.0	0.0
693149	0.0	0.0
100130996	0.0	0.0
25809	987.0	686.0
100130995	0.0	0.0
100379287	1.0	0.0
100130994	0.0	0.0
441687	10.0	29.0
25800	15875.0	245215.0
25802	8635.0	867.0
25801	1070.0	765.0
154907	0.0	0.0
106480075	0.0	0.0
106480074	3.0	0.0
106480077	7.0	0.0
106480076	0.0	0.0
106480079	0.0	6.0
106480078	0.0	1.0
142910	14.0	1.0
106480071	0.0	1.0
100380272	0.0	0.0
693151	0.0	1.0
142913	55.0	24.0
106480070	0.0	1.0
106480073	0.0	0.0
693152	0.0	1.0
693153	19.0	22.0
106480072	0.0	0.0
693132	0.0	0.0
25814	7232.0	5621.0
693133	0.0	1.0
693134	1.0	1.0
25817	274.0	84.0
25816	850.0	387.0
100130988	0.0	0.0
693135	0.0	0.0
25819	263.0	1805.0
693136	0.0	0.0
100129998	1.0	0.0
130940	139.0	50.0
25818	11509.0	96.0
693137	0.0	0.0
693138	0.0	1.0
693139	0.0	0.0
100130980	5.0	1.0
25813	4282.0	2441.0
392209	5.0	15.0
25812	0.0	0.0
106480086	0.0	0.0
106480085	0.0	0.0
106480088	0.0	0.0
115330	246.0	110.0
106480087	0.0	0.0
106480089	0.0	0.0
100129994	0.0	0.0
106480080	0.0	0.0
100129995	2.0	0.0
106480082	0.0	0.0
693140	0.0	0.0
106480081	0.0	1.0
106480084	0.0	0.0
693141	0.0	0.0
693142	0.0	1.0
106480083	0.0	0.0
11180	9722.0	22614.0
154881	694.0	927.0
11182	199.0	146.0
11181	32.0	11.0
646770	0.0	0.0
11184	323.0	238.0
392133	1.0	1.0
11183	1790.0	2998.0
392132	0.0	0.0
11186	3756.0	2433.0
139249	0.0	0.0
11185	1139.0	304.0
23166	4546.0	2435.0
23167	2156.0	14610.0
106480049	0.0	0.0
23168	3479.0	8790.0
106479059	0.0	0.0
23169	805.0	1118.0
166863	0.0	1.0
392138	0.0	0.0
106479058	0.0	0.0
729920	185.0	147.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	0.0	0.0
127262	6952.0	4630.0
106479054	0.0	0.0
142891	1355.0	2160.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	0.0
106479052	0.0	1.0
23160	1762.0	1956.0
106480055	0.0	0.0
106479051	0.0	0.0
23161	1397.0	3941.0
115286	1658.0	1541.0
106480054	0.0	0.0
106479050	0.0	0.0
23162	2797.0	5034.0
106480057	0.0	0.0
23163	2433.0	4245.0
106480056	0.0	0.0
152217	1291.0	1014.0
23164	9282.0	12947.0
106480059	0.0	0.0
23165	1746.0	4151.0
106480058	0.0	0.0
11188	9654.0	10485.0
11187	5805.0	8486.0
11189	3.0	132.0
106480051	0.0	0.0
644109	0.0	0.0
106480050	0.0	0.0
646784	3.0	1.0
11191	58.0	59.0
392140	2.0	4.0
11190	1761.0	4685.0
404672	2022.0	2263.0
11193	1052.0	1671.0
154872	0.0	0.0
11194	1985.0	4211.0
11197	4463.0	35.0
11196	2079.0	4861.0
23177	2234.0	2885.0
402016	0.0	4.0
23178	420.0	1290.0
106479049	1.0	0.0
23179	1731.0	716.0
106479048	0.0	0.0
127255	38.0	138.0
106479047	0.0	1.0
127254	104.0	22.0
106479046	0.0	0.0
646780	0.0	16.0
127253	1559.0	1164.0
106479045	0.0	0.0
106479044	0.0	0.0
729911	0.0	0.0
106479043	0.0	0.0
106480064	0.0	0.0
106479042	3.0	3.0
23170	3567.0	65340.0
115273	174.0	76.0
106480063	0.0	0.0
729909	3.0	1.0
106479041	0.0	0.0
23171	4143.0	8128.0
106479040	0.0	0.0
106480066	3.0	3.0
23172	967.0	1903.0
106480065	0.0	0.0
23173	2298.0	2109.0
106480068	0.0	0.0
23174	1559.0	3000.0
106480067	0.0	0.0
23175	1867.0	1299.0
23176	2493.0	5142.0
106480069	0.0	0.0
11199	1.0	0.0
11198	5780.0	16187.0
106480060	0.0	0.0
106480062	0.0	0.0
106480061	0.0	0.0
11160	3729.0	14332.0
644131	81.0	38.0
404663	0.0	0.0
11162	185.0	259.0
646799	0.0	0.0
11161	3244.0	3410.0
404665	23.0	24.0
11164	2261.0	3592.0
11163	1371.0	2594.0
23144	1522.0	4770.0
127247	0.0	0.0
106480028	0.0	0.0
23145	241.0	91.0
106480027	0.0	2.0
106480029	1.0	0.0
23148	882.0	189.0
106479079	0.0	0.0
646791	4.0	3.0
23149	599.0	74.0
441641	5.0	0.0
106479078	0.0	0.0
106479077	1.0	2.0
106479076	0.0	0.0
84108	293.0	297.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	4.0	0.0
106479074	0.0	0.0
106480030	0.0	0.0
106479073	0.0	0.0
106480033	1.0	2.0
84109	29.0	23.0
106480032	0.0	0.0
106479072	0.0	0.0
23140	2896.0	7277.0
115265	111.0	22.0
106480035	0.0	0.0
106479071	2.0	4.0
84103	0.0	0.0
23141	4113.0	7753.0
106480034	2.0	1.0
106479070	0.0	0.0
23142	1403.0	2208.0
84106	372.0	39.0
106480037	0.0	0.0
84105	386.0	778.0
23143	1271.0	2451.0
106480036	0.0	0.0
84100	164.0	193.0
11166	3.0	0.0
140258	0.0	0.0
644129	0.0	0.0
11165	1213.0	1474.0
84102	568.0	275.0
11168	2352.0	3875.0
84101	73.0	11.0
11167	15029.0	11494.0
644128	33.0	256.0
11169	241.0	1617.0
11171	6540.0	3355.0
11170	2606.0	237.0
11173	251.0	550.0
441639	0.0	0.0
11172	1.0	1.0
343296	0.0	0.0
11174	17.0	66.0
644146	8.0	3.0
23155	941.0	1083.0
106480039	0.0	1.0
