id	f31566a9-ffde-40fa-b879-71827a3540a9	f95c523a-cfb0-4b7e-9a66-48dcf9d24515
129787	2502.0	480.0
57088	2936.0	1150.0
127124	0.0	2.0
57089	604.0	1290.0
57082	64.0	497.0
57084	1.0	0.0
57085	1850.0	2496.0
152118	0.0	0.0
152110	1745.0	145.0
154790	8.0	7.0
154791	365.0	171.0
646201	0.0	0.0
57091	94.0	102.0
94015	607.0	337.0
57092	7183.0	8642.0
646202	20.0	41.0
57097	1121.0	1440.0
57099	358.0	307.0
727879	2.0	0.0
57093	0.0	0.0
166752	7.0	0.0
57094	179.0	3.0
57095	2732.0	1920.0
57096	110.0	25.0
139163	0.0	0.0
84698	439.0	282.0
84699	1.0	7.0
84694	0.0	0.0
84693	709.0	195.0
100499563	0.0	1.0
84696	118.0	170.0
84695	230.0	186.0
84690	2.0	1.0
84692	8.0	0.0
84691	5.0	26.0
130752	153.0	219.0
646213	0.0	0.0
100130495	23.0	12.0
646208	10.0	0.0
94039	1570.0	1707.0
94031	1413.0	3019.0
94030	72.0	31.0
100130484	0.0	0.0
94033	17.0	0.0
94032	4.0	68.0
727810	2.0	2.0
100130481	0.0	0.0
100130480	2.0	0.0
115196	777.0	338.0
727805	0.0	0.0
139105	0.0	1.0
646218	0.0	0.0
347744	26.0	19.0
347741	0.0	2.0
646231	0.0	0.0
154743	954.0	929.0
130773	2.0	0.0
727842	0.0	0.0
100129480	162.0	111.0
100129482	2503.0	1196.0
727837	0.0	0.0
347736	45.0	19.0
347733	515.0	23.0
347732	29.0	22.0
347735	7333.0	18873.0
347734	3298.0	2766.0
347731	1.0	0.0
646243	0.0	0.0
94059	219.0	157.0
347730	2.0	0.0
646249	0.0	0.0
201305	68.0	8.0
100130466	1.0	0.0
727833	1.0	1.0
727835	0.0	0.0
100130462	0.0	0.0
94056	3934.0	14081.0
100130461	2.0	2.0
727830	0.0	0.0
727832	0.0	0.0
140100	0.0	0.0
727826	257.0	105.0
727828	0.0	0.0
100129472	0.0	0.0
347720	0.0	0.0
100288841	0.0	0.0
60626	5460.0	10003.0
347717	0.0	1.0
347716	15.0	19.0
101154644	0.0	1.0
152195	358.0	254.0
100288831	0.0	0.0
164153	9.0	4.0
105370141	0.0	0.0
347704	0.0	0.0
347703	0.0	1.0
347706	1.0	0.0
152189	715.0	882.0
347705	0.0	0.0
347702	1.0	0.0
152185	1384.0	1476.0
347701	0.0	0.0
100288827	14.0	0.0
100288825	0.0	0.0
57000	84.0	25.0
57001	415.0	446.0
84618	0.0	1.0
84617	2431.0	1806.0
84619	432.0	188.0
57007	621.0	733.0
84624	733.0	3832.0
84627	904.0	2439.0
84626	979.0	963.0
57002	635.0	440.0
57003	8214.0	10376.0
84620	531.0	1294.0
84623	18.0	11.0
57004	0.0	0.0
84622	1183.0	419.0
100288814	2.0	2.0
57010	358.0	43.0
57017	2138.0	2943.0
84614	2125.0	1862.0
57018	6827.0	2730.0
57019	1775.0	2352.0
84616	0.0	0.0
84612	2050.0	5827.0
57016	0.0	3.0
96626	0.0	0.0
100288805	156.0	15.0
100288801	3.0	8.0
100288802	0.0	1.0
57020	2947.0	4893.0
164127	3.0	16.0
166785	931.0	814.0
84639	0.0	0.0
84647	0.0	2.0
84649	2392.0	595.0
60678	1155.0	1039.0
60677	9.0	6.0
84648	0.0	0.0
60676	87.0	54.0
84643	0.0	0.0
60675	4.0	1.0
139170	0.0	0.0
101154686	4.0	0.0
84645	247.0	61.0
60674	15405.0	3934.0
57026	19.0	7.0
60673	1008.0	1640.0
152138	0.0	0.0
60672	1013.0	692.0
152137	5769.0	2691.0
252946	0.0	0.0
84641	3326.0	3375.0
252948	0.0	0.0
84640	2046.0	3833.0
252949	0.0	0.0
154796	4809.0	2474.0
96610	285.0	264.0
164118	8.0	13.0
84629	8573.0	9977.0
84628	26.0	51.0
727897	1412.0	374.0
57030	164.0	48.0
84636	65.0	60.0
252950	0.0	0.0
252951	0.0	0.0
252952	0.0	0.0
57035	5694.0	1345.0
84632	2792.0	1383.0
60686	1069.0	418.0
84631	4.0	3.0
57037	1905.0	1351.0
84634	6.0	13.0
60685	3777.0	5005.0
105370183	1.0	0.0
57038	1898.0	1203.0
60684	3259.0	4220.0
60682	684.0	650.0
60681	3601.0	15597.0
84630	19.0	35.0
60680	394.0	20.0
252953	0.0	0.0
252954	0.0	0.0
139189	0.0	10.0
252955	0.0	0.0
252956	0.0	0.0
57045	2179.0	4796.0
84669	2457.0	3026.0
84668	3889.0	699.0
84665	8.0	1.0
57047	10.0	23.0
84664	0.0	0.0
84667	0.0	1.0
84666	1.0	0.0
84661	1572.0	2258.0
84660	30.0	16.0
84662	771.0	3161.0
648809	3.0	1.0
648822	0.0	1.0
57053	61.0	21.0
57054	0.0	0.0
57055	0.0	0.0
57050	1968.0	1723.0
166793	565.0	336.0
84658	3.0	5.0
84657	77.0	20.0
84659	166.0	0.0
84654	0.0	1.0
57057	2.0	0.0
84656	5962.0	8838.0
84650	1468.0	832.0
84651	5.0	0.0
100132917	0.0	0.0
100132918	0.0	0.0
252983	787.0	1101.0
441073	60.0	16.0
100132920	1.0	0.0
100132923	22.0	18.0
100132929	0.0	0.0
100288797	0.0	0.0
441056	0.0	0.0
441066	0.0	0.0
252995	68.0	68.0
441061	1.0	0.0
100132932	0.0	0.0
100132938	0.0	0.0
100288785	2.0	0.0
441094	297.0	161.0
100132940	0.0	0.0
252968	0.0	0.0
252969	1323.0	3360.0
100132948	7.0	3.0
100132949	0.0	1.0
286310	8.0	0.0
404093	2260.0	3246.0
286319	1007.0	305.0
100288772	5.0	1.0
441027	2992.0	11085.0
441026	0.0	1.0
441024	1006.0	732.0
441032	335.0	101.0
84803	263.0	111.0
164091	1147.0	1902.0
100132963	1.0	1.0
100132965	0.0	0.0
100132967	0.0	0.0
152098	86.0	70.0
100288757	0.0	1.0
100132973	0.0	0.0
100132978	1.0	0.0
100132979	0.0	0.0
359803	8.0	2.0
359804	2.0	0.0
100288742	0.0	0.0
359806	0.0	0.0
84816	300.0	210.0
359800	0.0	0.0
84818	3131.0	1724.0
441046	33.0	29.0
84817	829.0	1104.0
359802	0.0	0.0
84823	1623.0	2325.0
57205	1614.0	1386.0
441054	110.0	76.0
84824	35.0	42.0
441051	6.0	9.0
441050	59.0	75.0
84820	403.0	258.0
100132987	2.0	6.0
57209	1651.0	395.0
100288739	0.0	1.0
84809	1996.0	714.0
84808	94.0	47.0
57210	1821.0	913.0
84804	865.0	867.0
100288730	121.0	21.0
84807	306.0	136.0
441034	58.0	17.0
84812	406.0	882.0
57215	1583.0	1126.0
84811	1538.0	728.0
57216	3278.0	2147.0
57217	2168.0	1456.0
84814	144.0	59.0
100132992	0.0	0.0
57211	1142.0	386.0
100132994	0.0	0.0
57212	2829.0	1983.0
57213	649.0	665.0
100132995	0.0	0.0
57214	249.0	776.0
105370242	0.0	0.0
286365	0.0	0.0
100130338	0.0	0.0
100129348	0.0	0.0
100130335	3.0	5.0
648791	129.0	54.0
359822	0.0	0.0
100129347	14.0	0.0
286370	0.0	1.0
404037	0.0	0.0
100130327	0.0	0.0
100129337	7.0	1.0
130728	1.0	0.0
286380	0.0	0.0
100129331	0.0	0.0
100130319	0.0	0.0
404024	2.0	0.0
404026	0.0	0.0
100129329	0.0	0.0
100130313	0.0	0.0
441009	15.0	4.0
100130311	585.0	224.0
100130310	0.0	0.0
130733	991.0	43.0
359844	3.0	0.0
359845	944.0	813.0
727914	1.0	1.0
727915	0.0	0.0
100129325	1.0	0.0
100129320	13.0	4.0
646168	6.0	1.0
100129319	0.0	0.0
100130307	5.0	9.0
100129315	0.0	0.0
100130302	3.0	2.0
727910	485.0	743.0
100130301	7.0	2.0
345193	53.0	44.0
130749	21.0	31.0
646164	0.0	0.0
727909	6.0	2.0
727905	0.0	0.0
100129308	0.0	0.0
646177	0.0	0.0
100129306	1.0	0.0
646171	4.0	4.0
646175	0.0	0.0
646174	2.0	3.0
115123	184.0	140.0
286333	71.0	40.0
286336	481.0	404.0
115106	764.0	631.0
100306975	4.0	0.0
115111	99.0	82.0
286343	1375.0	3006.0
286348	0.0	0.0
646193	2.0	8.0
100886964	0.0	0.0
646192	7.0	20.0
646196	13.0	0.0
646195	3657.0	360.0
100534599	1.0	1.0
130700	0.0	0.0
100306951	168.0	76.0
100534595	33.0	20.0
100132911	0.0	0.0
100534592	4.0	1.0
100534593	123.0	20.0
286362	0.0	0.0
100132916	0.0	1.0
100240709	1.0	1.0
129684	0.0	0.0
57180	963.0	571.0
129685	1621.0	1056.0
100240707	14.0	0.0
727982	0.0	0.0
57185	4423.0	2400.0
727987	0.0	0.0
57186	4508.0	3209.0
57187	4699.0	4405.0
57188	284.0	262.0
57181	2011.0	2232.0
94122	877.0	311.0
57182	4193.0	4337.0
727984	4.0	4.0
94121	2296.0	3428.0
94120	712.0	261.0
57184	1235.0	908.0
359795	0.0	0.0
359797	0.0	0.0
359798	0.0	0.0
359791	0.0	0.0
100009613	27.0	5.0
57189	5977.0	2768.0
359792	8.0	8.0
127018	853.0	1217.0
359793	0.0	0.0
100240711	0.0	0.0
100240712	3.0	0.0
100240710	2.0	0.0
345258	1.0	2.0
100240713	0.0	0.0
94115	0.0	0.0
57190	8715.0	14923.0
727970	4.0	5.0
57191	110.0	41.0
166614	454.0	190.0
57198	2502.0	5571.0
57192	1052.0	817.0
359799	0.0	0.0
57194	922.0	774.0
727969	0.0	0.0
84798	2028.0	2925.0
140004	0.0	0.0
84793	80.0	55.0
84792	1204.0	1671.0
84795	1924.0	378.0
84791	459.0	614.0
84790	1461.0	5743.0
154661	381.0	56.0
154664	113.0	2.0
166647	4090.0	2266.0
127003	9.0	25.0
127002	372.0	225.0
115019	3.0	5.0
100130396	0.0	0.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	21.0	9.0
100130391	0.0	0.0
115024	2084.0	2197.0
142679	342.0	253.0
648729	9.0	6.0
142678	1907.0	859.0
347894	0.0	0.0
102465436	1.0	0.0
94137	66.0	6.0
727991	4.0	7.0
102465435	0.0	0.0
102465434	0.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
648740	0.0	0.0
102465431	0.0	0.0
102465430	0.0	0.0
100130388	16.0	5.0
100130386	3.0	7.0
94134	4564.0	1515.0
100130384	0.0	0.0
100130383	1.0	0.0
102465438	0.0	0.0
102465437	1.0	0.0
142684	49.0	23.0
100129394	3.0	1.0
142683	0.0	2.0
142686	88.0	45.0
142685	11.0	6.0
152007	1798.0	1152.0
152006	5952.0	1682.0
142689	15.0	4.0
140028	0.0	0.0
152002	662.0	1378.0
100129396	3.0	1.0
102465447	1.0	0.0
127062	0.0	0.0
102465446	1.0	1.0
345222	33.0	18.0
102465445	0.0	0.0
102465444	0.0	0.0
102465443	2.0	0.0
102465442	0.0	0.0
102465441	0.0	0.0
102465440	0.0	0.0
94162	0.0	0.0
127069	0.0	0.0
94161	8.0	3.0
100130376	1.0	0.0
94160	7.0	17.0
127068	0.0	0.0
127066	0.0	0.0
727940	0.0	0.0
727941	3.0	1.0
102465449	0.0	0.0
127064	0.0	0.0
102465448	0.0	0.0
100129382	0.0	0.0
727936	397.0	2313.0
100129385	0.0	1.0
100129387	4687.0	617.0
102465458	0.0	0.0
102465457	0.0	1.0
94158	34.0	19.0
102465456	0.0	0.0
102465455	0.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	26.0	11.0
102465451	0.0	4.0
127059	0.0	0.0
94151	0.0	0.0
94150	0.0	0.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	5.0	1.0
102465469	0.0	0.0
102465468	0.0	0.0
102465467	0.0	0.0
347862	3597.0	3932.0
102465466	0.0	1.0
102465465	0.0	0.0
100130359	0.0	0.0
102465464	0.0	0.0
102465463	4.0	0.0
646114	0.0	0.0
102465462	0.0	0.0
100009676	86.0	124.0
727964	0.0	0.0
100129361	1275.0	1099.0
102465461	0.0	0.0
102465460	0.0	0.0
646108	4.0	5.0
100129368	0.0	0.0
347853	4.0	0.0
102465479	0.0	0.0
102465478	4.0	4.0
102465477	0.0	0.0
102465476	0.0	0.0
100130348	81.0	51.0
102465475	0.0	0.0
102465474	0.0	0.0
102465473	0.0	0.0
727956	0.0	0.0
727957	2911.0	4223.0
100009667	0.0	0.0
100130342	0.0	0.0
100009668	17.0	1.0
101154753	0.0	0.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	1.0	1.0
100129357	35.0	23.0
100129351	0.0	0.0
100129354	29.0	1.0
102465489	0.0	0.0
102465488	0.0	2.0
100288726	0.0	0.0
102465487	0.0	1.0
102465486	0.0	0.0
102465485	0.0	0.0
102465484	0.0	1.0
164045	31.0	9.0
57105	54.0	71.0
57106	416.0	436.0
84726	19038.0	10300.0
57107	1087.0	1104.0
84725	957.0	1081.0
57108	1.0	2.0
57101	166.0	63.0
84720	2919.0	2623.0
57102	1014.0	960.0
57103	203.0	580.0
84722	351.0	457.0
57104	8757.0	6788.0
102465483	0.0	0.0
102465482	0.0	0.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	2169.0	1501.0
102465499	0.0	0.0
100288713	4.0	11.0
102465496	0.0	0.0
102465495	0.0	0.0
100288711	1.0	0.0
84709	71.0	10.0
57110	77.0	135.0
57111	4579.0	5481.0
84706	2214.0	5640.0
84705	1045.0	1507.0
84708	1368.0	766.0
84707	1314.0	373.0
57116	15.0	57.0
57117	1506.0	1291.0
57118	1140.0	837.0
57119	2.0	1.0
57113	0.0	0.0
57115	1.0	0.0
102465494	0.0	0.0
102465493	1.0	1.0
102465492	0.0	0.0
102465491	1.0	0.0
102465490	0.0	0.0
152065	6.0	14.0
100288702	0.0	0.0
57120	4231.0	2381.0
57121	225.0	218.0
57122	2686.0	2601.0
201456	124.0	152.0
127086	0.0	0.0
57127	24.0	38.0
57128	1387.0	548.0
57129	909.0	1837.0
84747	5513.0	1418.0
57124	1459.0	3598.0
57125	1486.0	1061.0
57126	3.0	9.0
84740	17.0	9.0
152078	119.0	62.0
127074	2.0	1.0
57130	3788.0	5688.0
57132	3331.0	2368.0
84727	238.0	333.0
127077	0.0	0.0
84735	20.0	12.0
84734	132.0	91.0
57139	874.0	819.0
115098	1378.0	2027.0
201475	2647.0	1535.0
57134	794.0	1805.0
57135	0.0	0.0
57136	6515.0	8618.0
84733	288.0	2103.0
57142	16919.0	24366.0
57143	543.0	334.0
57144	397.0	10.0
201477	2.0	1.0
57140	3566.0	3993.0
57149	1589.0	1357.0
84767	0.0	0.0
140032	0.0	0.0
84769	425.0	884.0
57146	3804.0	2054.0
57147	1788.0	1676.0
84766	1538.0	1137.0
84765	1328.0	346.0
57148	7367.0	16688.0
152015	1074.0	20.0
57152	7.0	1.0
57153	13135.0	21253.0
166655	0.0	0.0
57154	2642.0	2386.0
84749	1752.0	2134.0
57150	494.0	128.0
57151	0.0	0.0
84759	806.0	366.0
140043	0.0	0.0
57156	259.0	818.0
57157	1138.0	2111.0
139060	0.0	2.0
84752	500.0	762.0
57158	687.0	39.0
57159	34.0	4.0
84750	700.0	349.0
152024	0.0	1.0
139067	0.0	0.0
139065	538.0	335.0
94104	3108.0	746.0
94103	5428.0	6587.0
96764	1468.0	1357.0
94107	2101.0	1672.0
57165	78.0	35.0
94101	2173.0	1298.0
57161	1699.0	338.0
57162	3430.0	777.0
57167	20.0	151.0
57168	125.0	355.0
57169	4537.0	10101.0
84787	623.0	637.0
57175	4619.0	5492.0
57176	1938.0	2032.0
57171	936.0	758.0
57172	13.0	5.0
84779	0.0	0.0
57178	10904.0	17664.0
139081	5.0	3.0
84775	988.0	742.0
57179	7335.0	8341.0
84777	158.0	75.0
84771	102.0	64.0
113655	606.0	2540.0
732538	2.0	0.0
353323	0.0	0.0
353322	170.0	104.0
353324	8.0	2.0
100996279	0.0	0.0
149603	5929.0	13656.0
341333	5.0	5.0
343990	940.0	830.0
353332	0.0	0.0
149620	0.0	0.0
353333	0.0	0.0
100996266	0.0	0.0
343981	0.0	0.0
162605	0.0	0.0
353345	26.0	68.0
84900	125.0	791.0
84902	2136.0	2169.0
149628	64.0	100.0
84901	3424.0	2843.0
341315	313.0	80.0
113622	418.0	357.0
353355	221.0	139.0
149643	2.0	4.0
150622	8.0	2.0
100852408	0.0	0.0
100852409	0.0	0.0
100852406	0.0	0.0
100852407	6.0	4.0
642513	1.0	0.0
100852405	0.0	0.0
642517	560.0	85.0
100852410	42.0	43.0
84919	4495.0	4793.0
84918	2303.0	3215.0
389322	27.0	38.0
390311	1.0	0.0
389320	0.0	0.0
390313	0.0	0.0
84915	251.0	302.0
84914	2397.0	7164.0
497190	6.0	5.0
84916	2721.0	1420.0
84922	1132.0	1013.0
390318	0.0	0.0
84924	704.0	530.0
84923	1035.0	1480.0
84920	285.0	213.0
123016	1856.0	1407.0
497189	3.0	49.0
642521	0.0	0.0
390320	0.0	0.0
84908	2040.0	1185.0
390321	0.0	0.0
353376	9.0	7.0
390322	0.0	0.0
390323	0.0	0.0
654502	3.0	2.0
84909	1492.0	608.0
390324	0.0	0.0
654503	0.0	0.0
84904	139.0	117.0
654504	0.0	0.0
390326	0.0	0.0
654505	0.0	0.0
390327	1.0	0.0
654506	15.0	10.0
84905	573.0	288.0
84911	365.0	220.0
390329	0.0	0.0
84910	3598.0	4274.0
84913	584.0	63.0
84912	920.0	874.0
113691	16.0	8.0
642538	0.0	0.0
113675	397.0	1193.0
84937	1056.0	729.0
84936	2226.0	1316.0
84939	3314.0	1194.0
84938	812.0	557.0
84944	4.0	18.0
57325	1665.0	1823.0
57326	10452.0	9192.0
84946	1177.0	928.0
84945	1166.0	908.0
84940	139.0	1603.0
389336	59.0	26.0
389337	5849.0	994.0
84942	537.0	476.0
84941	338.0	1158.0
642546	0.0	4.0
343930	0.0	0.0
84929	19.0	9.0
389333	513.0	238.0
84926	4673.0	5100.0
84925	798.0	973.0
84928	1385.0	2225.0
57336	468.0	738.0
84933	225.0	614.0
84932	1691.0	875.0
57337	1896.0	974.0
84935	243.0	302.0
57338	11.0	31.0
84934	1035.0	1842.0
57332	474.0	1042.0
57333	629.0	2167.0
84931	2.0	0.0
84930	634.0	466.0
57335	558.0	574.0
103752554	0.0	0.0
103752555	0.0	1.0
642559	19.0	3.0
390352	3.0	2.0
390354	469.0	217.0
389362	855.0	210.0
150677	1.0	8.0
150678	1462.0	2899.0
377381	88.0	79.0
162655	533.0	272.0
390363	0.0	2.0
147040	1402.0	882.0
343901	2.0	3.0
149699	0.0	3.0
150684	985.0	860.0
150681	19.0	2.0
159013	1614.0	1507.0
221504	2.0	0.0
103752581	6.0	21.0
389386	0.0	1.0
389383	5.0	14.0
389384	0.0	0.0
123041	22.0	18.0
162681	323.0	526.0
123036	8230.0	2076.0
103752587	1.0	0.0
150696	4829.0	5783.0
103752588	6.0	2.0
103752589	7.0	38.0
103752583	0.0	0.0
103752584	17.0	3.0
103752585	0.0	1.0
103752586	4.0	1.0
390340	0.0	0.0
389376	31.0	1.0
221527	452.0	282.0
390394	1.0	0.0
149647	0.0	0.0
389396	0.0	0.0
123099	1084.0	2345.0
389395	0.0	0.0
123096	5510.0	1236.0
137682	818.0	1907.0
390378	0.0	0.0
221545	580.0	437.0
221547	11.0	5.0
147011	121.0	77.0
147007	921.0	1506.0
100996295	1.0	2.0
137695	1170.0	1710.0
162632	282.0	178.0
149685	1.0	0.0
100135063	0.0	0.0
100135064	0.0	0.0
147015	244.0	365.0
100996280	0.0	0.0
94240	206.0	859.0
94241	3249.0	10202.0
94236	0.0	0.0
94235	4.0	8.0
94234	198.0	41.0
94239	7663.0	5930.0
94233	13.0	1.0
390294	0.0	0.0
390297	1.0	0.0
390298	0.0	0.0
221584	39.0	133.0
150590	286.0	468.0
94274	688.0	21.0
94298	2.0	0.0
94297	0.0	0.0
414768	0.0	0.0
642451	1.0	2.0
414766	25.0	13.0
414767	0.0	0.0
654434	635.0	289.0
400123	1.0	0.0
400121	0.0	1.0
57221	6567.0	8285.0
84838	3715.0	1742.0
400120	6.0	2.0
84837	318.0	41.0
84839	4.0	1.0
57226	2491.0	2108.0
84844	1153.0	1377.0
84847	8.0	0.0
57228	685.0	786.0
57222	11550.0	48818.0
402779	0.0	0.0
402778	405.0	1064.0
57223	7680.0	8528.0
57224	1800.0	497.0
84842	68.0	17.0
414776	0.0	0.0
642446	0.0	0.0
414771	1.0	1.0
642448	1.0	4.0
642461	0.0	0.0
642460	30.0	1.0
414777	2152.0	893.0
414778	3.0	7.0
57231	3247.0	2055.0
400110	0.0	1.0
57232	369.0	219.0
654427	6.0	18.0
84826	0.0	0.0
654429	5.0	29.0
84833	1525.0	2006.0
84836	6548.0	1761.0
84830	155.0	31.0
57234	474.0	332.0
84832	0.0	0.0
654433	2176.0	920.0
9001	724.0	26.0
9002	89.0	68.0
642475	245.0	781.0
84859	2798.0	2042.0
84867	51.0	16.0
84866	2896.0	2091.0
84869	1962.0	1814.0
84868	337.0	728.0
654463	7.0	35.0
84865	383.0	291.0
84864	1775.0	2061.0
84861	1328.0	4350.0
9014	611.0	550.0
9015	345.0	335.0
9013	3079.0	595.0
9019	12081.0	8683.0
9016	396.0	444.0
341392	36.0	13.0
84848	94.0	111.0
84856	309.0	67.0
84858	658.0	167.0
84852	287.0	78.0
102725176	0.0	0.0
84851	1363.0	837.0
642477	42.0	76.0
84850	0.0	1.0
105376946	0.0	0.0
9025	977.0	666.0
9026	3379.0	1649.0
9023	80.0	212.0
113612	1369.0	1348.0
9024	19.0	102.0
642493	0.0	0.0
9027	16.0	8.0
9028	52.0	186.0
400165	1.0	0.0
9021	1961.0	2063.0
9022	75.0	134.0
9020	1646.0	841.0
84889	811.0	38.0
84888	2882.0	2723.0
654483	10.0	3.0
84885	901.0	968.0
654486	0.0	0.0
84886	6729.0	5484.0
84881	1987.0	893.0
642489	17.0	31.0
84883	1375.0	742.0
654480	1.0	1.0
9037	9456.0	2303.0
9034	98.0	112.0
9038	0.0	0.0
9039	2700.0	3434.0
400156	1.0	2.0
9032	0.0	0.0
9033	8.0	28.0
9031	7124.0	10964.0
84878	961.0	1179.0
84879	71.0	125.0
84874	2195.0	1142.0
84873	0.0	2.0
84876	1017.0	1133.0
84875	3537.0	7222.0
84870	540.0	141.0
84872	974.0	617.0
84871	51.0	57.0
9047	137.0	178.0
9048	37.0	771.0
9045	42009.0	10189.0
9046	194.0	275.0
9049	2248.0	2093.0
106480985	2.0	1.0
9040	1798.0	3417.0
106480984	0.0	0.0
106480987	0.0	0.0
106480986	2.0	1.0
9043	5969.0	6439.0
400141	174.0	38.0
106480989	4.0	0.0
9044	5435.0	3335.0
106480988	0.0	0.0
57282	27.0	8.0
106480990	1.0	0.0
106480992	0.0	0.0
106480991	0.0	0.0
106480994	0.0	0.0
106480993	6.0	2.0
414753	0.0	0.0
414754	0.0	0.0
414751	0.0	0.0
414752	0.0	0.0
341359	0.0	8.0
341356	0.0	0.0
9058	2810.0	67.0
9056	514.0	994.0
9057	509.0	542.0
341350	20.0	1.0
9050	1828.0	466.0
106480996	0.0	0.0
9051	184.0	186.0
106480995	1.0	0.0
106480998	0.0	0.0
106480997	0.0	0.0
57291	1994.0	2298.0
9054	1415.0	7003.0
9055	534.0	2855.0
106480999	0.0	0.0
9052	1631.0	16781.0
9053	3286.0	2906.0
84899	1151.0	825.0
282569	0.0	0.0
400129	14.0	13.0
84896	3654.0	3846.0
84895	1508.0	985.0
400128	383.0	45.0
84898	9888.0	8902.0
84897	1878.0	986.0
400126	37.0	58.0
654499	0.0	0.0
84892	1686.0	1438.0
414764	40.0	1.0
84891	0.0	1.0
414765	41.0	16.0
84894	171.0	523.0
84893	4264.0	2688.0
414760	11.0	0.0
414761	41.0	26.0
84890	1784.0	1126.0
341346	1.0	17.0
9069	3285.0	3155.0
414926	1.0	9.0
9068	232.0	79.0
106479979	0.0	0.0
729004	12.0	8.0
106479978	0.0	0.0
106479977	0.0	0.0
106479976	0.0	0.0
106479975	20.0	9.0
9061	7728.0	3753.0
106480963	0.0	0.0
106479974	0.0	0.0
106479973	2.0	0.0
106480962	0.0	1.0
106480965	0.0	0.0
106479972	0.0	0.0
9060	1033.0	1987.0
106480964	4.0	3.0
106479971	0.0	0.0
106479970	0.0	0.0
106480967	1.0	0.0
9066	7050.0	8995.0
106480966	0.0	0.0
9063	1649.0	1348.0
729009	87.0	83.0
106480969	0.0	0.0
9064	2234.0	1166.0
106480968	0.0	0.0
106480970	4.0	0.0
106480972	0.0	0.0
106480971	0.0	0.0
113540	55.0	73.0
106479969	2.0	0.0
9079	2391.0	610.0
106479968	0.0	0.0
106479967	0.0	0.0
106479966	0.0	0.0
106479965	0.0	0.0
106479964	0.0	0.0
106479963	0.0	0.0
106480974	21.0	11.0
9073	3264.0	199.0
106479962	0.0	0.0
106480973	0.0	0.0
9070	3362.0	3260.0
106479961	0.0	1.0
106480976	0.0	1.0
9071	63.0	5.0
106479960	2.0	0.0
106480975	0.0	0.0
9076	495.0	198.0
390402	0.0	0.0
106480978	0.0	0.0
9077	852.0	75.0
390403	0.0	0.0
106480977	0.0	0.0
9074	1.0	4.0
9075	25.0	38.0
106480979	1.0	0.0
100996387	1.0	1.0
390407	2.0	0.0
106480981	0.0	1.0
106480980	0.0	0.0
106480983	0.0	0.0
106480982	4.0	6.0
729025	2.0	4.0
106480949	0.0	0.0
106480948	0.0	0.0
730013	15.0	17.0
137529	3.0	2.0
730010	7.0	1.0
106479999	0.0	0.0
729020	2.0	1.0
113510	870.0	573.0
106479998	0.0	0.0
729023	22.0	1.0
106479997	0.0	0.0
9083	0.0	0.0
106479996	0.0	0.0
106480941	0.0	0.0
9084	0.0	0.0
389421	1.0	2.0
106479995	0.0	0.0
106480940	1.0	0.0
9081	0.0	0.0
106479994	2.0	0.0
106480943	0.0	0.0
106479993	0.0	0.0
9082	0.0	0.0
106480942	0.0	0.0
9087	1.0	0.0
106479992	1.0	0.0
106480945	0.0	0.0
9088	23.0	643.0
106479991	0.0	0.0
106480944	0.0	2.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	0.0	0.0
106480946	0.0	0.0
57402	3185.0	29571.0
57403	3047.0	2612.0
57404	1998.0	1192.0
57405	39.0	312.0
389416	5.0	1.0
149501	27.0	118.0
9080	7.0	7.0
106480950	0.0	0.0
57406	429.0	480.0
57407	1851.0	1818.0
57408	0.0	0.0
730005	107.0	31.0
57409	1089.0	1136.0
106480959	0.0	0.0
729013	587.0	825.0
106479989	0.0	0.0
106479988	0.0	0.0
106479987	0.0	0.0
729012	2.0	6.0
106479986	0.0	0.0
9094	1738.0	2832.0
106479985	0.0	0.0
106480952	0.0	1.0
9095	385.0	130.0
106479984	4.0	9.0
106480951	7.0	2.0
9092	3668.0	2894.0
106479983	7.0	0.0
106480954	0.0	1.0
9093	3107.0	5569.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	700.0	42.0
106479981	0.0	0.0
106480956	1.0	0.0
9099	293.0	449.0
106479980	0.0	1.0
106480955	0.0	3.0
9096	560.0	463.0
106480958	0.0	0.0
9097	3225.0	10185.0
106480957	0.0	0.0
57413	206.0	354.0
57414	3554.0	7896.0
57415	1222.0	2112.0
389404	4.0	0.0
9091	2346.0	3672.0
57410	4019.0	7506.0
389400	1.0	0.0
106480961	0.0	0.0
57412	28.0	56.0
106480960	0.0	0.0
57418	1103.0	744.0
57419	1540.0	5391.0
106480927	0.0	1.0
106479938	0.0	0.0
106479937	0.0	0.0
106480926	0.0	1.0
106479936	0.0	0.0
106480929	0.0	0.0
106479935	5.0	1.0
106480928	0.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	5.0	1.0
106479931	0.0	0.0
