id	284f0774-1db5-4f86-a26c-0f967fa05d2f	9ad28472-32f0-4cb5-ba51-17d3e75fe85d
100130319	0.0	0.0
404024	2.0	2.0
404026	0.0	0.0
100129329	0.0	0.0
100130313	0.0	0.0
441009	16.0	1.0
100130311	756.0	178.0
100130310	0.0	0.0
130733	982.0	122.0
359844	5.0	0.0
359845	1433.0	549.0
727914	0.0	0.0
727915	0.0	0.0
100129325	0.0	0.0
100129320	18.0	7.0
646168	26.0	3.0
100129319	0.0	1.0
100130307	10.0	3.0
100129315	0.0	0.0
100130302	1.0	0.0
727910	1194.0	812.0
100130301	9.0	1.0
345193	63.0	105.0
130749	48.0	16.0
646164	0.0	0.0
727909	8.0	1.0
727905	0.0	0.0
100129308	0.0	0.0
646177	0.0	0.0
100129306	0.0	0.0
646171	5.0	5.0
646175	0.0	0.0
646174	6.0	9.0
115123	339.0	955.0
286333	71.0	15.0
286336	363.0	320.0
115106	899.0	1579.0
100306975	0.0	1.0
115111	167.0	700.0
286343	2501.0	189.0
286348	4.0	0.0
646193	0.0	1.0
100886964	0.0	2.0
646192	0.0	2.0
646196	4.0	0.0
646195	133.0	539.0
100534599	2.0	3.0
130700	0.0	1.0
100306951	158.0	134.0
100534595	44.0	35.0
100132911	0.0	0.0
100534592	2.0	4.0
100534593	156.0	107.0
286362	1.0	0.0
100132916	2.0	1.0
100240709	2.0	1.0
129684	0.0	1.0
57180	718.0	1464.0
129685	2464.0	2481.0
100240707	8.0	6.0
727982	0.0	3.0
57185	4889.0	7521.0
727987	0.0	0.0
57186	5183.0	2207.0
57187	6323.0	6351.0
57188	949.0	925.0
57181	3051.0	1900.0
94122	1032.0	55.0
57182	6461.0	2342.0
727984	2.0	3.0
94121	2358.0	351.0
94120	859.0	403.0
57184	1643.0	692.0
359795	0.0	0.0
359797	0.0	0.0
359798	0.0	0.0
359791	0.0	0.0
100009613	32.0	5.0
57189	6841.0	1656.0
359792	4.0	6.0
127018	1265.0	1289.0
359793	0.0	0.0
100240711	0.0	0.0
100240712	0.0	0.0
100240710	0.0	0.0
345258	2.0	2.0
100240713	0.0	0.0
94115	1.0	0.0
57190	10788.0	10897.0
727970	4.0	0.0
57191	147.0	226.0
166614	515.0	169.0
57198	5041.0	1298.0
57192	1197.0	1604.0
359799	0.0	1.0
57194	729.0	337.0
727969	0.0	0.0
84798	1739.0	4397.0
140004	0.0	0.0
84793	73.0	108.0
84792	1292.0	788.0
84795	1097.0	358.0
84791	541.0	565.0
84790	1729.0	3968.0
154661	546.0	76.0
154664	269.0	3762.0
166647	4052.0	5220.0
127003	43.0	22.0
127002	455.0	706.0
115019	30.0	28.0
100130396	1.0	0.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	10.0	8.0
100130391	0.0	0.0
115024	1978.0	1211.0
142679	407.0	229.0
648729	5.0	4.0
142678	1401.0	794.0
347894	1.0	0.0
102465436	2.0	1.0
94137	37.0	47.0
727991	27.0	21.0
102465435	0.0	0.0
102465434	0.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
648740	0.0	0.0
102465431	0.0	0.0
102465430	0.0	0.0
100130388	3.0	10.0
100130386	4.0	4.0
94134	6245.0	2538.0
100130384	0.0	0.0
100130383	0.0	0.0
102465438	0.0	0.0
102465437	0.0	0.0
142684	66.0	16.0
100129394	5.0	0.0
142683	0.0	4.0
142686	142.0	62.0
142685	1.0	0.0
152007	1809.0	4280.0
152006	8320.0	5306.0
142689	29.0	17.0
140028	0.0	0.0
152002	680.0	776.0
100129396	1.0	0.0
102465447	0.0	0.0
127062	0.0	0.0
102465446	1.0	0.0
345222	24.0	17.0
102465445	0.0	0.0
102465444	0.0	0.0
102465443	1.0	0.0
102465442	0.0	0.0
102465441	0.0	0.0
102465440	0.0	0.0
94162	0.0	0.0
127069	0.0	0.0
94161	6.0	12.0
100130376	0.0	0.0
94160	62.0	1.0
127068	0.0	0.0
127066	0.0	0.0
727940	0.0	0.0
727941	0.0	0.0
102465449	0.0	0.0
127064	0.0	0.0
102465448	0.0	0.0
100129382	0.0	0.0
727936	1182.0	232.0
100129385	0.0	2.0
100129387	2355.0	1315.0
102465458	0.0	0.0
102465457	1.0	0.0
94158	8.0	13.0
102465456	0.0	0.0
102465455	0.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	62.0	25.0
102465451	4.0	4.0
127059	0.0	0.0
94151	0.0	0.0
94150	0.0	0.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	15.0	2.0
102465469	0.0	0.0
102465468	1.0	0.0
102465467	0.0	0.0
347862	4074.0	2695.0
102465466	0.0	0.0
102465465	0.0	0.0
100130359	0.0	0.0
102465464	0.0	0.0
102465463	2.0	4.0
646114	0.0	0.0
102465462	0.0	0.0
100009676	138.0	131.0
727964	0.0	0.0
100129361	1811.0	1615.0
102465461	0.0	0.0
102465460	0.0	0.0
646108	17.0	6.0
100129368	1.0	0.0
347853	2.0	1.0
102465479	0.0	0.0
102465478	5.0	7.0
102465477	0.0	1.0
102465476	0.0	0.0
100130348	71.0	72.0
102465475	0.0	0.0
102465474	0.0	0.0
102465473	0.0	0.0
727956	0.0	0.0
727957	2775.0	2548.0
100009667	2.0	0.0
100130342	0.0	0.0
100009668	10.0	16.0
101154753	0.0	0.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	0.0	2.0
100129357	31.0	6.0
100129351	0.0	0.0
100129354	9.0	14.0
102465489	0.0	0.0
102465488	1.0	1.0
100288726	0.0	0.0
102465487	4.0	0.0
102465486	0.0	0.0
102465485	0.0	0.0
102465484	1.0	0.0
164045	139.0	41.0
57105	398.0	88.0
57106	534.0	937.0
84726	22107.0	10927.0
57107	1703.0	1327.0
84725	1281.0	691.0
57108	1.0	3.0
57101	309.0	149.0
84720	3169.0	3430.0
57102	1415.0	2379.0
57103	502.0	442.0
84722	362.0	763.0
57104	13139.0	5349.0
102465483	0.0	0.0
102465482	0.0	0.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	1599.0	1127.0
102465499	0.0	0.0
100288713	10.0	1.0
102465496	0.0	0.0
102465495	0.0	0.0
100288711	3.0	1.0
84709	135.0	22.0
57110	62.0	490.0
57111	3226.0	6455.0
84706	2541.0	8677.0
84705	878.0	1390.0
84708	1401.0	973.0
84707	1621.0	850.0
57116	6.0	251.0
57117	1744.0	915.0
57118	1496.0	1983.0
57119	0.0	11.0
57113	0.0	0.0
57115	14.0	3.0
102465494	0.0	0.0
102465493	0.0	0.0
102465492	0.0	0.0
102465491	6.0	1.0
102465490	0.0	0.0
152065	3.0	4.0
100288702	0.0	0.0
57120	5470.0	3896.0
57121	235.0	289.0
57122	3439.0	3338.0
201456	131.0	32.0
127086	0.0	0.0
57127	48.0	13.0
57128	1455.0	968.0
57129	1451.0	1915.0
84747	5485.0	2350.0
57124	3522.0	1213.0
57125	2042.0	790.0
57126	3.0	51.0
84740	64.0	28.0
152078	345.0	129.0
127074	1.0	0.0
57130	4033.0	5160.0
57132	4077.0	3345.0
84727	424.0	745.0
127077	0.0	0.0
84735	17.0	17.0
84734	133.0	214.0
57139	759.0	61.0
115098	1065.0	2046.0
201475	3385.0	3860.0
57134	1562.0	633.0
57135	0.0	0.0
57136	9410.0	7913.0
84733	351.0	1623.0
57142	25669.0	10303.0
57143	470.0	316.0
57144	861.0	46.0
201477	1.0	2.0
57140	3199.0	2083.0
57149	2133.0	1401.0
84767	0.0	0.0
140032	0.0	0.0
84769	525.0	816.0
57146	3732.0	3690.0
57147	2697.0	3232.0
84766	1901.0	1090.0
84765	1437.0	750.0
57148	9855.0	6661.0
152015	346.0	7094.0
57152	10.0	13.0
57153	15667.0	38355.0
166655	0.0	0.0
57154	3665.0	1995.0
84749	2339.0	1300.0
57150	848.0	641.0
57151	0.0	0.0
84759	811.0	570.0
140043	0.0	0.0
57156	659.0	82.0
57157	1844.0	1298.0
139060	0.0	0.0
84752	901.0	509.0
57158	2096.0	611.0
57159	33.0	0.0
84750	738.0	284.0
152024	1.0	0.0
139067	0.0	0.0
139065	196.0	1933.0
94104	3909.0	3415.0
94103	6215.0	3257.0
96764	2312.0	1712.0
94107	2461.0	1251.0
57165	228.0	88.0
94101	2508.0	1408.0
57161	2827.0	692.0
57162	5087.0	3252.0
57167	55.0	88.0
57168	147.0	109.0
57169	6489.0	5731.0
84787	636.0	762.0
57175	3778.0	4398.0
57176	2301.0	2237.0
57171	922.0	857.0
57172	29.0	13.0
84779	0.0	0.0
57178	15311.0	9669.0
139081	14.0	15.0
84775	953.0	630.0
57179	8267.0	5636.0
84777	217.0	84.0
84771	112.0	109.0
113655	553.0	855.0
732538	2.0	0.0
353323	0.0	0.0
353322	402.0	92.0
353324	12.0	6.0
100996279	0.0	0.0
149603	6156.0	4966.0
341333	2.0	0.0
343990	1135.0	403.0
353332	0.0	0.0
149620	5.0	0.0
353333	0.0	0.0
100996266	2.0	0.0
343981	0.0	0.0
162605	0.0	0.0
353345	23.0	41.0
84900	92.0	628.0
84902	2543.0	2339.0
149628	142.0	128.0
84901	3578.0	3070.0
341315	389.0	261.0
113622	307.0	179.0
353355	193.0	285.0
149643	6.0	1.0
150622	4.0	0.0
100852408	0.0	0.0
100852409	0.0	0.0
100852406	0.0	0.0
100852407	2.0	1.0
642513	0.0	1.0
100852405	0.0	0.0
642517	314.0	154.0
100852410	61.0	19.0
84919	8924.0	4247.0
84918	3364.0	6057.0
389322	25.0	56.0
390311	0.0	1.0
389320	1.0	0.0
390313	0.0	0.0
84915	440.0	434.0
84914	2167.0	2462.0
497190	20.0	34.0
84916	2989.0	4712.0
84922	1035.0	1098.0
390318	0.0	0.0
84924	846.0	650.0
84923	1339.0	1030.0
84920	373.0	271.0
123016	2615.0	666.0
497189	18.0	52.0
642521	0.0	0.0
390320	0.0	0.0
84908	1790.0	1805.0
390321	0.0	0.0
353376	16.0	22.0
390322	0.0	0.0
390323	0.0	0.0
654502	14.0	1.0
84909	2023.0	681.0
390324	0.0	0.0
654503	0.0	0.0
84904	172.0	854.0
654504	0.0	0.0
390326	0.0	0.0
654505	0.0	0.0
390327	0.0	0.0
654506	102.0	10.0
84905	576.0	523.0
84911	373.0	357.0
390329	0.0	0.0
84910	4431.0	1647.0
84913	987.0	83.0
84912	1732.0	601.0
113691	34.0	11.0
642538	0.0	0.0
113675	288.0	263.0
84937	1525.0	1422.0
84936	1529.0	1543.0
84939	3609.0	2512.0
84938	1123.0	484.0
84944	10.0	21.0
57325	1891.0	1630.0
57326	9240.0	11412.0
84946	1522.0	1366.0
84945	2305.0	1736.0
84940	227.0	36.0
389336	71.0	71.0
389337	7281.0	3097.0
84942	829.0	338.0
84941	342.0	265.0
642546	1.0	1.0
343930	1.0	1.0
84929	4.0	2.0
389333	439.0	175.0
84926	4847.0	2190.0
84925	1015.0	1322.0
84928	2457.0	1589.0
57336	662.0	160.0
84933	240.0	421.0
84932	2407.0	1099.0
57337	3323.0	1646.0
84935	1087.0	226.0
57338	38.0	10.0
84934	800.0	817.0
57332	360.0	742.0
57333	936.0	547.0
84931	2.0	1.0
84930	998.0	1115.0
57335	602.0	807.0
103752554	0.0	0.0
103752555	3.0	0.0
642559	18.0	17.0
390352	8.0	5.0
390354	210.0	399.0
389362	1001.0	524.0
150677	0.0	0.0
150678	1219.0	549.0
377381	83.0	110.0
162655	777.0	660.0
390363	1.0	4.0
147040	1575.0	622.0
343901	3.0	0.0
149699	0.0	0.0
150684	1484.0	739.0
150681	0.0	0.0
159013	2153.0	1324.0
221504	3.0	5.0
103752581	75.0	6.0
389386	0.0	0.0
389383	1.0	8.0
389384	0.0	4.0
123041	43.0	15.0
162681	520.0	677.0
123036	6960.0	6219.0
103752587	4.0	7.0
150696	6846.0	7179.0
103752588	5.0	45.0
103752589	14.0	14.0
103752583	0.0	0.0
103752584	36.0	1.0
103752585	4.0	0.0
103752586	7.0	2.0
390340	0.0	0.0
389376	4.0	4.0
221527	334.0	932.0
390394	1.0	0.0
149647	0.0	0.0
389396	0.0	1.0
123099	845.0	447.0
389395	0.0	0.0
123096	4995.0	2048.0
137682	1405.0	1958.0
390378	0.0	0.0
221545	579.0	579.0
221547	3.0	7.0
147011	173.0	60.0
147007	1020.0	622.0
100996295	0.0	8.0
137695	1608.0	869.0
162632	32.0	1.0
149685	3.0	1.0
100135063	0.0	0.0
100135064	0.0	0.0
147015	235.0	267.0
100996280	0.0	2.0
94240	579.0	1014.0
94241	4944.0	2168.0
94236	0.0	0.0
94235	2.0	5.0
94234	42.0	42.0
94239	9752.0	6179.0
94233	23.0	6.0
390294	0.0	1.0
390297	0.0	0.0
390298	0.0	0.0
221584	40.0	84.0
150590	244.0	205.0
94274	789.0	128.0
94298	1.0	0.0
94297	0.0	1.0
414768	0.0	34.0
642451	0.0	0.0
414766	47.0	71.0
414767	1.0	0.0
654434	431.0	360.0
400123	8.0	2.0
400121	0.0	0.0
57221	9865.0	3701.0
84838	3768.0	3873.0
400120	13.0	4.0
84837	412.0	185.0
84839	4.0	1.0
57226	3452.0	3543.0
84844	1319.0	2161.0
84847	10.0	4.0
57228	857.0	394.0
57222	13106.0	7507.0
402779	0.0	0.0
402778	527.0	355.0
57223	8991.0	5556.0
57224	1239.0	3225.0
84842	41.0	168.0
414776	0.0	0.0
642446	0.0	0.0
414771	1.0	1.0
642448	0.0	0.0
642461	1.0	0.0
642460	31.0	0.0
414777	3179.0	2200.0
414778	7.0	12.0
57231	3802.0	3046.0
400110	1.0	0.0
57232	363.0	195.0
654427	14.0	7.0
84826	0.0	0.0
654429	0.0	10.0
84833	2275.0	1467.0
84836	5941.0	2858.0
84830	274.0	73.0
57234	395.0	105.0
84832	0.0	0.0
654433	276.0	1423.0
9001	773.0	30.0
9002	112.0	58.0
642475	184.0	394.0
84859	4534.0	2378.0
84867	40.0	16.0
84866	2740.0	893.0
84869	2834.0	1321.0
84868	369.0	714.0
654463	6.0	115.0
84865	462.0	468.0
84864	2135.0	1546.0
84861	1818.0	1156.0
9014	1172.0	654.0
9015	463.0	335.0
9013	3587.0	3653.0
9019	15398.0	25278.0
9016	618.0	435.0
341392	35.0	53.0
84848	65.0	35.0
84856	273.0	157.0
84858	1406.0	445.0
84852	404.0	112.0
102725176	1.0	0.0
84851	1343.0	565.0
642477	22.0	39.0
84850	1.0	9.0
105376946	0.0	0.0
9025	1246.0	978.0
9026	2940.0	3870.0
9023	325.0	73.0
113612	2211.0	601.0
9024	51.0	12.0
642493	1.0	1.0
9027	21.0	7.0
9028	53.0	104.0
400165	0.0	0.0
9021	7533.0	3136.0
9022	70.0	50.0
9020	2552.0	923.0
84889	407.0	11.0
84888	4762.0	2714.0
654483	12.0	17.0
84885	843.0	1159.0
654486	0.0	0.0
84886	7842.0	13278.0
84881	1764.0	1012.0
642489	10.0	29.0
84883	2911.0	687.0
654480	0.0	0.0
9037	13467.0	1329.0
9034	135.0	89.0
9038	0.0	0.0
9039	3958.0	3008.0
400156	1.0	3.0
9032	0.0	0.0
9033	9.0	23.0
9031	9383.0	6618.0
84878	951.0	1167.0
84879	323.0	51.0
84874	1948.0	1620.0
84873	0.0	1.0
84876	1165.0	1793.0
84875	2953.0	5331.0
84870	3023.0	190.0
84872	926.0	500.0
84871	73.0	37.0
9047	125.0	173.0
9048	26.0	56.0
9045	37449.0	18314.0
9046	223.0	339.0
9049	2051.0	2047.0
106480985	2.0	2.0
9040	2010.0	3243.0
106480984	0.0	0.0
106480987	0.0	0.0
106480986	1.0	3.0
9043	9946.0	9810.0
400141	103.0	253.0
106480989	3.0	0.0
9044	7984.0	3842.0
106480988	0.0	0.0
57282	28.0	6.0
106480990	1.0	0.0
106480992	0.0	0.0
106480991	0.0	1.0
106480994	0.0	0.0
106480993	2.0	3.0
414753	0.0	0.0
414754	0.0	1.0
414751	0.0	0.0
414752	0.0	0.0
341359	11.0	4.0
341356	0.0	0.0
9058	748.0	337.0
9056	729.0	687.0
9057	754.0	489.0
341350	36.0	2.0
9050	1831.0	2035.0
106480996	0.0	0.0
9051	226.0	387.0
106480995	0.0	1.0
106480998	0.0	0.0
106480997	1.0	0.0
57291	2093.0	2731.0
9054	1487.0	1320.0
9055	706.0	6696.0
106480999	1.0	0.0
9052	5485.0	985.0
9053	3061.0	6844.0
84899	1364.0	1379.0
282569	0.0	0.0
400129	5.0	9.0
84896	5338.0	3896.0
84895	1570.0	845.0
400128	375.0	52.0
84898	13214.0	3882.0
84897	2638.0	1062.0
400126	36.0	31.0
654499	0.0	0.0
84892	1816.0	1189.0
414764	118.0	12.0
84891	0.0	0.0
414765	39.0	42.0
84894	258.0	658.0
84893	5306.0	4987.0
414760	3.0	2.0
414761	131.0	147.0
84890	2092.0	1509.0
341346	15.0	4.0
9069	4126.0	1972.0
414926	4.0	1.0
9068	2889.0	142.0
106479979	0.0	0.0
729004	10.0	1.0
106479978	0.0	0.0
106479977	0.0	1.0
106479976	0.0	0.0
106479975	11.0	23.0
9061	9847.0	14932.0
106480963	0.0	0.0
106479974	0.0	0.0
106479973	1.0	0.0
106480962	0.0	0.0
106480965	0.0	0.0
106479972	0.0	0.0
9060	3134.0	10619.0
106480964	1.0	4.0
106479971	0.0	0.0
106479970	0.0	0.0
106480967	2.0	0.0
9066	3911.0	2611.0
106480966	1.0	0.0
9063	2051.0	2687.0
729009	77.0	33.0
106480969	0.0	0.0
9064	3031.0	2796.0
106480968	0.0	0.0
106480970	1.0	0.0
106480972	0.0	0.0
106480971	0.0	0.0
113540	60.0	101.0
106479969	3.0	2.0
9079	3934.0	544.0
106479968	0.0	0.0
106479967	0.0	0.0
106479966	0.0	0.0
106479965	0.0	0.0
106479964	0.0	0.0
106479963	0.0	0.0
106480974	17.0	33.0
9073	2918.0	949.0
106479962	4.0	0.0
106480973	0.0	0.0
9070	3862.0	3765.0
106479961	1.0	0.0
106480976	1.0	0.0
9071	156.0	79.0
106479960	0.0	1.0
106480975	1.0	0.0
9076	2675.0	5246.0
390402	0.0	0.0
106480978	1.0	2.0
9077	389.0	39.0
390403	0.0	1.0
106480977	0.0	0.0
9074	2.0	0.0
9075	43.0	19.0
106480979	2.0	0.0
100996387	0.0	0.0
390407	0.0	0.0
106480981	0.0	0.0
106480980	0.0	0.0
106480983	0.0	0.0
106480982	0.0	1.0
729025	16.0	9.0
106480949	0.0	0.0
106480948	0.0	0.0
730013	16.0	21.0
137529	0.0	1.0
730010	8.0	5.0
106479999	0.0	0.0
729020	2.0	1.0
113510	1390.0	531.0
106479998	0.0	0.0
729023	27.0	9.0
106479997	0.0	0.0
9083	0.0	0.0
106479996	0.0	1.0
106480941	0.0	0.0
9084	0.0	0.0
389421	0.0	236.0
106479995	0.0	0.0
106480940	0.0	0.0
9081	0.0	0.0
106479994	0.0	0.0
106480943	0.0	0.0
106479993	0.0	0.0
9082	0.0	0.0
106480942	0.0	0.0
9087	0.0	0.0
106479992	0.0	0.0
106480945	0.0	0.0
9088	56.0	1618.0
106479991	0.0	0.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	0.0	0.0
106480946	0.0	0.0
57402	3230.0	2270.0
57403	4359.0	4219.0
57404	3506.0	1217.0
57405	70.0	469.0
389416	3.0	2.0
149501	30.0	15.0
9080	59.0	32.0
106480950	2.0	0.0
57406	727.0	152.0
57407	1901.0	3065.0
57408	0.0	0.0
730005	44.0	8.0
57409	1182.0	1230.0
106480959	2.0	0.0
729013	671.0	312.0
106479989	0.0	0.0
106479988	1.0	0.0
106479987	0.0	0.0
729012	0.0	2.0
106479986	0.0	0.0
9094	1405.0	809.0
106479985	0.0	0.0
106480952	5.0	0.0
9095	476.0	2091.0
106479984	4.0	11.0
106480951	10.0	7.0
9092	2889.0	3119.0
106479983	1.0	1.0
106480954	0.0	0.0
9093	3013.0	3866.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	325.0	117.0
106479981	0.0	0.0
106480956	4.0	1.0
9099	808.0	215.0
106479980	2.0	1.0
106480955	2.0	0.0
9096	1238.0	761.0
106480958	0.0	0.0
9097	4988.0	4076.0
106480957	1.0	1.0
57413	158.0	286.0
57414	4106.0	1958.0
57415	1554.0	947.0
389404	2.0	1.0
9091	2630.0	2735.0
57410	4664.0	3401.0
389400	0.0	0.0
106480961	0.0	0.0
57412	21.0	21.0
106480960	1.0	0.0
57418	1043.0	1522.0
57419	1495.0	767.0
106480927	1.0	0.0
106479938	0.0	0.0
106479937	0.0	0.0
106480926	1.0	0.0
106479936	0.0	0.0
106480929	1.0	5.0
106479935	1.0	1.0
106480928	2.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	2.0	0.0
106479931	0.0	0.0
390431	0.0	0.0
106479930	0.0	0.0
390432	0.0	0.0
400322	1971.0	891.0
390433	0.0	0.0
106480921	13.0	2.0
106480920	3.0	1.0
390434	0.0	0.0
106480923	0.0	2.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	0.0
390437	0.0	0.0
106480925	1.0	0.0
106480924	0.0	0.0
390438	0.0	0.0
390439	0.0	0.0
341418	0.0	0.0
341416	0.0	0.0
100996350	9.0	9.0
389434	92.0	3.0
642402	2.0	2.0
106479929	0.0	0.0
106479928	0.0	0.0
106479927	2.0	2.0
106480938	0.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	6.0	2.0
106479922	0.0	1.0
106479921	0.0	0.0
390440	0.0	0.0
106479920	0.0	0.0
390441	5.0	1.0
353497	233.0	71.0
390442	1.0	0.0
106480930	3.0	0.0
390443	1.0	0.0
389432	6370.0	2525.0
106480932	0.0	0.0
390445	1.0	6.0
106480931	0.0	0.0
106480934	0.0	0.0
106480933	0.0	0.0
106480936	0.0	0.0
100996348	60.0	52.0
106480935	21.0	4.0
389428	8.0	8.0
341405	6.0	0.0
389422	52.0	34.0
642413	0.0	0.0
106479919	0.0	0.0
106479918	1.0	0.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	3.0	0.0
106480904	0.0	0.0
106480907	12.0	7.0
106479958	0.0	1.0
106479957	0.0	0.0
106480906	0.0	0.0
106480909	0.0	0.0
106479956	0.0	0.0
106479955	1.0	0.0
106480908	0.0	0.0
106479954	2.0	0.0
106479953	1.0	8.0
106479952	2.0	0.0
654412	1.0	0.0
106479951	0.0	0.0
390411	0.0	0.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	0.0	0.0
106480900	0.0	0.0
106480903	0.0	0.0
390415	1.0	1.0
106480902	0.0	0.0
57446	3994.0	3237.0
57447	25005.0	21993.0
390418	0.0	0.0
100996331	0.0	0.0
57448	13442.0	5386.0
390419	0.0	0.0
57449	2292.0	698.0
389458	1.0	0.0
642425	0.0	0.0
642424	11.0	0.0
100125556	203.0	156.0
106479949	0.0	0.0
106480916	3.0	2.0
106479948	0.0	0.0
106480915	1.0	1.0
106480918	0.0	0.0
106479947	0.0	0.0
106480917	15.0	1.0
106479946	0.0	0.0
106479945	2.0	0.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	3.0	0.0
642443	4.0	2.0
106479942	1.0	4.0
106479941	0.0	0.0
106479940	0.0	0.0
390421	7.0	1.0
57451	2854.0	608.0
106480910	0.0	0.0
57452	2214.0	246.0
390423	0.0	0.0
414919	1040.0	1357.0
390424	0.0	0.0
106480912	0.0	0.0
106480911	1.0	0.0
106480914	0.0	0.0
414918	975.0	761.0
106480913	0.0	0.0
57458	1568.0	935.0
390429	0.0	0.0
57459	5041.0	4190.0
57453	179.0	230.0
57455	1861.0	1745.0
57456	3776.0	1749.0
106479939	5.0	1.0
390472	0.0	1.0
162540	2.0	0.0
150554	8.0	23.0
729082	12611.0	8725.0
729085	480.0	2956.0
729079	3.0	0.0
390483	1.0	0.0
730061	15.0	0.0
150568	7.0	12.0
729073	11.0	17.0
497258	439.0	176.0
106479916	0.0	1.0
106479915	2.0	0.0
106479914	3.0	0.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	1744.0	900.0
730092	625.0	186.0
730091	393.0	303.0
150577	3.0	0.0
150572	2431.0	1363.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	11.0	3.0
102546227	13.0	1.0
106479902	2.0	0.0
730087	233.0	578.0
106479901	1.0	1.0
106479900	0.0	0.0
730086	2.0	1.0
729097	18.0	19.0
389493	65.0	133.0
221613	0.0	0.0
729096	76.0	24.0
729092	23.0	25.0
729046	18.0	15.0
729042	1.0	0.0
729041	53.0	17.0
730029	154.0	137.0
730023	7.0	3.0
729032	0.0	0.0
730016	0.0	0.0
730058	0.0	0.0
730052	1.0	5.0
730051	1225.0	967.0
221662	150.0	45.0
150538	8.0	47.0
162515	231.0	65.0
162517	20.0	22.0
729059	5.0	5.0
162514	79.0	152.0
730041	22.0	8.0
149563	1248.0	114.0
221656	2050.0	2553.0
729050	1.0	0.0
221687	102.0	1448.0
221692	468.0	167.0
162494	690.0	29.0
654391	0.0	0.0
198437	0.0	0.0
257629	3.0	16.0
267004	17.0	0.0
149499	22.0	8.0
162466	59.0	26.0
255022	3.0	2.0
162461	17.0	25.0
267010	0.0	0.0
267012	0.0	0.0
267013	2.0	131.0
150472	789.0	436.0
255031	335.0	163.0
255025	0.0	0.0
101101692	72.0	63.0
255027	1951.0	2683.0
267002	1061.0	604.0
150483	1.0	0.0
282617	0.0	2.0
282618	0.0	0.0
282616	0.0	0.0
644990	65.0	15.0
9103	223.0	186.0
9100	5785.0	7514.0
9101	6008.0	2958.0
644994	0.0	2.0
9107	3981.0	2321.0
9104	653.0	240.0
400242	416.0	202.0
84959	406.0	519.0
255061	27.0	30.0
84958	2030.0	501.0
654319	9.0	1.0
100996315	8.0	4.0
84966	502.0	150.0
57348	788.0	5438.0
282679	180.0	87.0
84968	57.0	10.0
84967	855.0	615.0
84962	3568.0	811.0
57343	2095.0	1763.0
654320	0.0	0.0
255057	29.0	29.0
84961	3341.0	1419.0
654321	10.0	6.0
400238	2.0	0.0
654322	5.0	6.0
84964	170.0	176.0
400236	95.0	49.0
644988	0.0	0.0
84960	152.0	38.0
642326	0.0	0.0
9113	6303.0	4290.0
9114	4170.0	4376.0
9111	997.0	1603.0
9112	3509.0	2343.0
9117	5273.0	2595.0
9118	2.0	11.0
414899	2.0	0.0
100996307	139.0	76.0
100996306	0.0	0.0
84948	569.0	491.0
9110	4703.0	4792.0
84947	1013.0	889.0
84955	1461.0	2748.0
84954	778.0	774.0
84957	170.0	341.0
100996301	6.0	217.0
84951	15175.0	3202.0
84950	5605.0	3796.0
84953	344.0	116.0
400224	124.0	22.0
84952	6047.0	2678.0
644998	0.0	1.0
9108	158.0	122.0
642337	1.0	1.0
644997	2.0	3.0
9124	12225.0	6116.0
9125	3142.0	2637.0
9122	1905.0	447.0
9123	359.0	718.0
9128	2489.0	1969.0
9129	4368.0	4310.0
9126	7158.0	6188.0
9127	43.0	24.0
94304	0.0	1.0
255043	97.0	102.0
9120	468.0	112.0
9121	1679.0	411.0
57369	0.0	0.0
84988	721.0	1251.0
84987	1492.0	904.0
84989	26.0	9.0
84984	230.0	134.0
84983	41.0	5.0
84986	3580.0	921.0
84985	49.0	22.0
642345	0.0	3.0
9119	2.0	21.0
84981	1848.0	645.0
9135	16633.0	4727.0
9136	821.0	853.0
9133	231.0	1977.0
9134	202.0	995.0
9139	4507.0	2649.0
267014	0.0	0.0
267015	1.0	8.0
9138	4291.0	5270.0
267017	2.0	1.0
9131	1933.0	2387.0
9132	218.0	803.0
84969	107.0	71.0
9130	1658.0	2120.0
400208	43.0	10.0
