id	a1a68fe9-9635-4b7f-b9a2-34474ef8c1dc	95041603-df86-48f7-9ba5-8289883df2d0
64097	634.0	1680.0
400660	26.0	131.0
8909	65.0	27.0
27022	1.0	44.0
8907	2535.0	3979.0
341757	0.0	0.0
400658	17.0	34.0
8908	5785.0	535.0
147407	0.0	0.0
27020	5911.0	12573.0
400657	563.0	718.0
27023	0.0	3.0
400654	0.0	0.0
64090	0.0	34.0
64092	166.0	989.0
64091	305.0	324.0
8900	157.0	51.0
64094	6562.0	7001.0
8905	817.0	1718.0
147409	0.0	1.0
64093	312.0	42.0
8906	1437.0	2369.0
64096	0.0	0.0
8904	4780.0	6787.0
221935	1649.0	3210.0
221937	3268.0	1605.0
221938	0.0	0.0
400652	14.0	16.0
400650	3.0	9.0
27039	6.0	9.0
27032	6088.0	9106.0
27033	14.0	31.0
27030	1290.0	1377.0
27031	449.0	266.0
27036	34.0	196.0
400645	0.0	0.0
27037	1240.0	1882.0
400644	8.0	0.0
27034	1568.0	1091.0
400643	9.0	2.0
27035	19.0	31.0
8912	259.0	601.0
100313769	0.0	3.0
8913	150.0	54.0
8910	3593.0	920.0
8911	68.0	101.0
8916	1459.0	2727.0
8914	953.0	4942.0
8915	1142.0	1811.0
245935	0.0	0.0
245936	0.0	0.0
245937	5.0	0.0
245938	0.0	0.0
8930	2008.0	2903.0
245939	0.0	0.0
221960	467.0	707.0
245930	0.0	0.0
245931	0.0	0.0
245932	2.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	4599.0	4138.0
8927	178.0	98.0
8928	2.0	3.0
8925	5855.0	4309.0
8926	18.0	71.0
221955	883.0	1714.0
8941	0.0	0.0
8942	631.0	538.0
375189	9.0	25.0
8940	10.0	21.0
245940	0.0	0.0
206338	293.0	7.0
375190	379.0	187.0
196446	15.0	63.0
8934	1998.0	1778.0
8935	3129.0	2573.0
196441	1834.0	951.0
8932	5198.0	5735.0
8933	3804.0	4351.0
8938	589.0	1095.0
8939	3076.0	4206.0
8936	464.0	161.0
326105	0.0	1.0
245913	0.0	0.0
245915	0.0	0.0
221981	506.0	1010.0
245910	0.0	0.0
206358	660.0	1120.0
245911	0.0	0.0
245912	0.0	0.0
196415	3.0	0.0
642909	2.0	8.0
642907	0.0	0.0
8945	1758.0	6452.0
54659	0.0	0.0
54658	0.0	0.0
8943	6748.0	10198.0
54657	0.0	0.0
8944	0.0	0.0
196410	11.0	48.0
245927	0.0	0.0
245928	0.0	0.0
6300	263.0	447.0
245929	0.0	0.0
6302	2599.0	2292.0
6301	8371.0	13128.0
160492	8.0	3.0
54662	2652.0	2535.0
54661	7.0	18.0
54660	35.0	29.0
54665	1756.0	2239.0
54664	2708.0	8008.0
54663	1124.0	1733.0
8970	17.0	90.0
8971	3858.0	10082.0
101928363	11.0	3.0
8974	2495.0	4217.0
6311	1697.0	2349.0
8975	1526.0	5304.0
6310	2442.0	4065.0
91612	4169.0	5069.0
100421601	0.0	0.0
8972	26.0	30.0
8973	1.0	102.0
245972	14.0	149.0
245973	127.0	78.0
54677	1128.0	3806.0
54676	1964.0	2413.0
54675	1861.0	2535.0
147468	1.0	2.0
54674	447.0	88.0
6304	1797.0	948.0
6303	10011.0	13159.0
8968	0.0	0.0
6305	3678.0	2324.0
91603	1084.0	736.0
91608	89.0	144.0
6307	1522.0	3381.0
642924	5.0	4.0
8969	10.0	156.0
6309	2002.0	2440.0
91607	1632.0	1665.0
6320	327.0	1855.0
6322	460.0	150.0
8985	2254.0	5004.0
8986	1603.0	3358.0
64002	0.0	0.0
101928378	101.0	53.0
6324	501.0	1153.0
64005	227.0	822.0
6323	0.0	6.0
101928376	0.0	8.0
54680	1398.0	1581.0
642938	116.0	2437.0
54682	2370.0	3764.0
54681	1162.0	1642.0
196403	1386.0	2057.0
6315	0.0	0.0
6314	2004.0	1618.0
6317	36.0	0.0
8976	4054.0	5887.0
6319	59573.0	13994.0
6318	9.0	1.0
642935	8.0	10.0
8992	7022.0	13315.0
8993	1.0	0.0
6331	281.0	49.0
8991	6852.0	16719.0
6330	2868.0	1125.0
100421621	14.0	14.0
8996	1203.0	1858.0
101928388	1.0	1.0
6332	458.0	158.0
8997	1985.0	1800.0
8994	1325.0	1847.0
6335	216.0	138.0
8995	9.0	40.0
6334	179.0	83.0
147495	3966.0	1090.0
100421629	0.0	0.0
8989	12.0	29.0
6326	332.0	26.0
8987	283.0	181.0
6328	433.0	81.0
91624	2114.0	627.0
6327	516.0	44.0
8988	0.0	0.0
6329	368.0	162.0
642946	50.0	82.0
6340	353.0	513.0
6342	6915.0	14063.0
6341	1867.0	1416.0
6344	14.0	10.0
100421633	0.0	0.0
6343	0.0	29.0
100421634	0.0	0.0
6346	0.0	0.0
6345	134.0	130.0
100421638	0.0	0.0
642958	3.0	3.0
642959	0.0	8.0
6337	5521.0	14881.0
642952	0.0	0.0
6336	0.0	2.0
6339	132.0	69.0
91614	29.0	91.0
8999	39.0	54.0
6338	695.0	1379.0
642954	31.0	32.0
6351	544.0	232.0
6352	1678.0	3517.0
6355	210.0	79.0
6354	0.0	14.0
6357	351.0	22.0
6356	4.0	64.0
100421528	1.0	0.0
6348	528.0	266.0
6347	2429.0	1113.0
196394	264.0	545.0
6362	310.0	106.0
6361	26.0	46.0
6364	24.0	9.0
6363	362.0	2703.0
100421533	51.0	27.0
6366	6906.0	880.0
100421535	0.0	0.0
6368	15.0	16.0
6367	508.0	836.0
101928337	5.0	0.0
6360	10.0	3.0
255349	9.0	2.0
6359	1.0	0.0
6358	665.0	105.0
6373	28.0	1340.0
101928340	4.0	12.0
6372	8.0	9.0
100421542	0.0	0.0
6375	30.0	17.0
6374	145.0	14.0
100421545	4.0	15.0
6376	25008.0	6031.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	0.0	4.0
255313	0.0	0.0
196374	15.0	3.0
6369	33.0	20.0
6383	6714.0	5758.0
6386	8533.0	8913.0
6385	23598.0	20302.0
6388	1720.0	2407.0
6387	19356.0	6015.0
6389	5114.0	5675.0
255330	0.0	0.0
6382	8753.0	18186.0
102724246	4.0	6.0
255324	3.0	12.0
196385	64.0	67.0
196383	2185.0	2273.0
100421550	0.0	0.0
6397	6449.0	4905.0
100421565	0.0	0.0
6396	4026.0	11517.0
100421566	0.0	1.0
6399	827.0	845.0
6398	1010.0	2232.0
6391	3803.0	7050.0
6390	2837.0	5659.0
6392	3155.0	3165.0
282997	49.0	1672.0
282996	54.0	397.0
100134229	385.0	319.0
282991	1874.0	3228.0
100421560	0.0	0.0
100421577	16.0	18.0
100421579	4.0	2.0
255394	840.0	499.0
102724224	4.0	70.0
54600	1.0	0.0
54602	1537.0	2094.0
282980	0.0	1.0
54606	2756.0	4964.0
100421572	0.0	0.0
100421588	1.0	0.0
100421589	65.0	26.0
282974	427.0	975.0
282973	116.0	220.0
54619	511.0	206.0
100421581	0.0	0.0
196335	0.0	1.0
100421582	16.0	27.0
54617	2852.0	2480.0
100421598	0.0	0.0
100421599	0.0	0.0
255374	63.0	279.0
282969	293.0	897.0
102724201	0.0	1.0
282966	0.0	0.0
54622	1827.0	2424.0
100134259	105.0	24.0
54621	1158.0	1338.0
54620	692.0	1456.0
54626	67.0	146.0
54625	3326.0	7687.0
54623	3887.0	7340.0
54629	1604.0	2208.0
54627	240.0	368.0
27005	1064.0	1590.0
27006	3.0	4.0
27000	1447.0	1935.0
27004	8.0	0.0
27018	3399.0	7156.0
27019	45.0	49.0
400591	0.0	0.0
27010	251.0	517.0
27012	12.0	1.0
27013	3233.0	6978.0
400581	0.0	8.0
400578	16.0	2.0
400569	696.0	564.0
400566	221.0	217.0
389715	0.0	0.0
100313829	0.0	0.0
390729	1.0	2.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	22.0	6.0
389730	0.0	0.0
100038246	0.0	1.0
389727	0.0	0.0
91775	1158.0	3524.0
390872	0.0	0.0
390874	1.0	0.0
654835	0.0	0.0
400759	119.0	177.0
400757	1.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	7.0	2.0
400752	90.0	124.0
137994	125.0	166.0
642843	21.0	15.0
91768	1768.0	2806.0
64151	133.0	1527.0
64150	70.0	44.0
64168	356.0	132.0
64167	2641.0	4829.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	1520.0	3348.0
400746	400.0	107.0
400745	16.0	13.0
389866	9.0	8.0
150962	305.0	680.0
64175	1421.0	3667.0
162968	115.0	144.0
64174	138.0	272.0
162966	626.0	721.0
162967	955.0	1246.0
162962	658.0	689.0
162963	278.0	301.0
125981	0.0	4.0
149992	0.0	0.0
390856	0.0	0.0
390858	0.0	19.0
27187	5.0	3.0
390857	0.0	0.0
400736	0.0	2.0
400735	0.0	0.0
27185	487.0	495.0
149986	1940.0	3213.0
147323	5.0	5.0
326293	0.0	2.0
100313839	0.0	0.0
389898	3.0	2.0
100313837	0.0	0.0
326295	0.0	1.0
27189	1.0	1.0
100313838	0.0	0.0
326294	3.0	0.0
125972	0.0	2.0
642864	0.0	1.0
100313835	0.0	0.0
326296	0.0	0.0
326298	0.0	0.0
375260	199.0	142.0
27183	3041.0	2757.0
64170	338.0	329.0
642869	1.0	0.0
27180	75.0	381.0
27181	234.0	650.0
64172	444.0	521.0
100313830	0.0	0.0
375248	211.0	198.0
91782	2550.0	3789.0
27197	20.0	44.0
147339	1743.0	3024.0
27198	2649.0	1911.0
27195	0.0	0.0
125965	66.0	14.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	356.0	13.0
400720	418.0	865.0
149998	2.0	8.0
389884	1.0	3.0
326286	1.0	0.0
27190	356.0	47.0
64180	5.0	6.0
27193	0.0	0.0
100313842	0.0	0.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	19.0	15.0
64184	0.0	9.0
100313840	0.0	0.0
100313841	0.0	1.0
100313892	0.0	0.0
642891	22.0	3.0
387264	7.0	5.0
387263	1273.0	2340.0
206412	34.0	18.0
27164	2.0	2.0
27165	21.0	28.0
27163	1282.0	2349.0
400799	4.0	67.0
400798	13.0	107.0
27166	2363.0	5917.0
400797	0.0	0.0
326272	0.0	0.0
326275	2.0	1.0
326277	0.0	0.0
326279	5.0	10.0
27160	4.0	0.0
27161	3148.0	1599.0
326278	9.0	5.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	0.0	0.0
387254	0.0	0.0
400793	2059.0	6857.0
150928	95.0	171.0
27175	1276.0	668.0
149934	0.0	0.0
27173	6601.0	13055.0
150921	18.0	7.0
27179	5.0	0.0
27177	1.0	0.0
27178	0.0	1.0
341883	2.0	13.0
341880	3.0	4.0
27170	0.0	0.0
326269	2.0	1.0
137964	4437.0	5653.0
390892	0.0	0.0
375298	262.0	1067.0
149951	2398.0	5424.0
27148	1029.0	1345.0
390895	0.0	0.0
206426	0.0	1.0
27143	1539.0	2681.0
27141	37.0	95.0
27146	88.0	191.0
106029310	0.0	0.0
27147	1023.0	198.0
27145	541.0	1006.0
123355	899.0	1568.0
137970	0.0	1.0
375287	855.0	879.0
387276	0.0	0.0
27159	7.0	1.0
387273	7.0	16.0
150947	0.0	0.0
150946	290.0	795.0
27153	1143.0	1960.0
27154	2618.0	3640.0
400769	2.0	2.0
27151	1954.0	374.0
27152	840.0	363.0
123346	4.0	3.0
27158	451.0	1139.0
400765	0.0	0.0
100293516	693.0	1910.0
387266	4.0	0.0
27156	11.0	22.0
149954	1.0	2.0
387267	0.0	1.0
375295	274.0	682.0
100313886	0.0	0.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	3.0	2.0
160365	13.0	111.0
160364	25.0	56.0
102724316	835.0	888.0
54754	0.0	0.0
54753	1049.0	906.0
54752	13.0	3.0
54751	4021.0	7581.0
54758	1368.0	1283.0
54757	1027.0	593.0
54756	3696.0	1523.0
101928290	52.0	50.0
6401	354.0	300.0
6400	6735.0	13161.0
102724307	5.0	0.0
54760	90.0	282.0
54765	6785.0	9441.0
54764	1513.0	1788.0
54763	427.0	15.0
54762	598.0	359.0
54769	180.0	43.0
54768	68.0	1.0
54766	0.0	0.0
159371	328.0	107.0
100421700	0.0	0.0
100421701	0.0	5.0
100421702	2.0	1.0
100421704	13.0	1.0
100421705	0.0	0.0
100421706	0.0	1.0
100421707	2.0	0.0
100421708	0.0	11.0
100421709	0.0	0.0
54776	3029.0	2322.0
91703	43.0	63.0
6403	1493.0	921.0
6402	152.0	1454.0
6405	2228.0	7336.0
54778	1686.0	2148.0
6404	1061.0	4173.0
54777	43.0	175.0
6407	0.0	0.0
6406	1.0	0.0
64100	0.0	0.0
64102	2377.0	92.0
6421	13733.0	19355.0
100421710	0.0	1.0
64101	185.0	209.0
6423	20951.0	59652.0
6422	62242.0	5828.0
64106	33.0	26.0
64105	84.0	483.0
64108	592.0	1224.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	15.0	7.0
54780	1673.0	1974.0
54785	383.0	601.0
54784	523.0	901.0
6414	9517.0	11846.0
6416	2416.0	2568.0
54788	3726.0	6114.0
6415	9254.0	11153.0
6418	17129.0	29605.0
6419	1499.0	2053.0
6430	14051.0	13458.0
64111	0.0	0.0
162989	1256.0	1689.0
64110	2213.0	7474.0
6432	5257.0	7577.0
6431	8623.0	16736.0
64112	2198.0	4461.0
64115	5788.0	3984.0
6434	6222.0	10079.0
101928243	40.0	43.0
6433	2321.0	2215.0
64114	16027.0	10848.0
101928244	2.0	0.0
100421724	6.0	1.0
64116	2459.0	4610.0
64118	2907.0	3132.0
101928248	17.0	1.0
100421728	0.0	0.0
54790	1552.0	1332.0
100421729	0.0	0.0
104548973	2.0	0.0
104548972	1.0	0.0
54793	2766.0	2472.0
400713	872.0	1349.0
104548971	1.0	8.0
104548970	0.0	0.0
54798	334.0	110.0
255411	0.0	0.0
54797	613.0	678.0
54796	661.0	933.0
54795	2200.0	3958.0
6425	8.0	2.0
6424	17557.0	6957.0
150992	0.0	0.0
6427	5878.0	9979.0
54799	1468.0	2758.0
6426	6536.0	15813.0
6429	4112.0	5158.0
6428	12637.0	19883.0
162979	119.0	1014.0
6441	137.0	119.0
64122	834.0	1003.0
64121	1572.0	2314.0
6440	29.0	1.0
100421731	0.0	0.0
6443	3232.0	2553.0
101928256	0.0	0.0
6442	49.0	53.0
64123	3519.0	5566.0
100421733	0.0	0.0
6445	205.0	39.0
100421734	0.0	0.0
6444	1249.0	975.0
160313	0.0	2.0
100421736	0.0	0.0
64127	168.0	2170.0
162972	530.0	451.0
64129	5953.0	1961.0
255426	142.0	18.0
642818	1.0	0.0
642819	304.0	371.0
400709	33.0	58.0
6439	446.0	8.0
642812	6.0	3.0
64131	2117.0	1417.0
654817	59.0	214.0
6450	479.0	826.0
91750	666.0	877.0
64130	155.0	185.0
654816	64.0	124.0
6452	4936.0	3458.0
100421741	0.0	0.0
64132	1525.0	5287.0
6451	8281.0	63492.0
64135	1284.0	3384.0
91754	6057.0	6369.0
6453	3973.0	1850.0
6456	14.0	24.0
91752	10.0	39.0
64137	13.0	13.0
6455	3354.0	8780.0
147372	164.0	674.0
6447	483.0	429.0
6446	9756.0	3398.0
91748	3585.0	4990.0
6449	3300.0	6611.0
135398	103.0	633.0
91746	4686.0	5845.0
6448	2041.0	2023.0
91749	203.0	368.0
6461	544.0	1361.0
6462	7.0	11.0
6465	0.0	0.0
100421754	0.0	0.0
64146	46.0	162.0
64145	2669.0	2608.0
6464	6913.0	16795.0
162998	2.0	2.0
100421756	0.0	1.0
101928276	0.0	1.0
64147	432.0	415.0
160335	668.0	1766.0
6466	0.0	0.0
162993	339.0	395.0
64149	716.0	538.0
147381	6.0	771.0
255403	139.0	307.0
6458	26.0	9.0
6457	1.0	2.0
91734	0.0	1.0
6459	3.0	0.0
6472	3019.0	8215.0
6471	2.0	1.0
6474	211.0	219.0
6473	2.0	1.0
6476	0.0	2.0
6478	1538.0	13919.0
6477	663.0	1976.0
101928200	10.0	1.0
100421648	0.0	2.0
6470	2361.0	1717.0
6469	8.0	1.0
6468	4026.0	3831.0
6483	1113.0	1717.0
6482	3723.0	5214.0
100421652	0.0	0.0
6484	1308.0	1550.0
6487	825.0	575.0
196294	448.0	657.0
6489	667.0	165.0
497661	537.0	822.0
100421657	0.0	1.0
6480	3423.0	5357.0
102724386	9.0	3.0
6494	1467.0	4732.0
6493	87.0	43.0
6496	25.0	5.0
6495	176.0	388.0
6498	2017.0	8821.0
101928223	2.0	0.0
6497	7843.0	7590.0
6499	2018.0	4879.0
6490	147.0	182.0
6492	60.0	18.0
6491	231.0	1254.0
101928232	0.0	0.0
100124700	15.0	235.0
102724368	14.0	3.0
196264	1152.0	530.0
54700	2531.0	4225.0
54707	1487.0	1505.0
497634	0.0	0.0
54704	2320.0	2423.0
54708	2429.0	4380.0
160287	6.0	6.0
54714	1.0	3.0
54718	144.0	154.0
100421681	0.0	0.0
54716	77.0	156.0
54715	1.0	0.0
100421695	7.0	2.0
100421697	0.0	0.0
100421698	0.0	4.0
100421699	1.0	9.0
102724349	3.0	4.0
102724341	0.0	0.0
159296	0.0	1.0
54729	2.0	0.0
54726	2971.0	2897.0
100421694	0.0	0.0
255480	163.0	140.0
54732	6511.0	25676.0
54734	20.0	37.0
54733	490.0	554.0
54739	478.0	855.0
54738	2.0	2.0
54737	3457.0	2336.0
160298	9.0	7.0
102724321	0.0	0.0
255488	3213.0	3125.0
54742	233.0	300.0
54741	9101.0	9286.0
54749	1446.0	490.0
137902	102.0	221.0
27128	712.0	1744.0
27129	5443.0	287.0
29789	4971.0	13153.0
27127	19.0	26.0
27120	35.0	27.0
27121	44.0	4.0
29781	1845.0	4735.0
29780	1956.0	2814.0
27124	1069.0	1775.0
27125	7220.0	9352.0
27122	9714.0	3829.0
29785	315.0	317.0
27123	369.0	276.0
125919	363.0	581.0
29799	154.0	455.0
390800	0.0	1.0
27131	4869.0	6572.0
654790	152.0	26.0
27132	72.0	425.0
27130	554.0	535.0
29798	173.0	460.0
27136	10.0	0.0
29797	0.0	0.0
27133	0.0	0.0
29796	1925.0	5894.0
27134	1242.0	3287.0
27106	1894.0	1835.0
27107	1246.0	2287.0
29768	12.0	4.0
29767	1301.0	841.0
29766	3561.0	6228.0
27109	1365.0	1234.0
29761	2990.0	2285.0
29760	324.0	1552.0
389813	80.0	480.0
389812	3.0	1.0
27102	7426.0	17347.0
29765	0.0	0.0
29763	1267.0	3002.0
27101	2373.0	6163.0
389816	43.0	502.0
27115	416.0	255.0
29778	2.0	0.0
29777	1517.0	1889.0
27113	513.0	865.0
29775	1735.0	2399.0
27111	200.0	122.0
29774	49.0	14.0
27112	56.0	21.0
390831	0.0	0.0
390834	3.0	13.0
390836	0.0	6.0
100313938	0.0	0.0
125950	738.0	2302.0
125958	0.0	0.0
377841	42.0	706.0
390843	0.0	0.0
390844	8.0	0.0
389827	0.0	0.0
652170	0.0	0.0
389860	2.0	0.0
390811	0.0	0.0
389857	0.0	0.0
390816	7.0	5.0
389856	409.0	534.0
125931	5.0	0.0
389852	0.0	1.0
100313914	0.0	0.0
389844	0.0	0.0
389840	31.0	10.0
100313923	0.0	0.0
100313921	0.0	0.0
389849	40.0	31.0
91893	122.0	250.0
91894	6.0	4.0
147670	14.0	19.0
147664	0.0	0.0
642721	0.0	0.0
64285	1791.0	2963.0
64284	718.0	1759.0
64288	453.0	436.0
147685	86.0	42.0
121026	0.0	0.0
123688	238.0	255.0
341568	4.0	0.0
341567	6.0	1.0
642737	0.0	2.0
64283	2278.0	1709.0
64282	841.0	2672.0
389541	2119.0	5079.0
147694	825.0	1236.0
389537	92.0	171.0
147686	289.0	274.0
147687	369.0	418.0
121014	1.0	0.0
642741	67.0	21.0
159686	58.0	25.0
642746	0.0	1.0
642762	0.0	0.0
390502	0.0	0.0
390501	0.0	1.0
390503	0.0	4.0
121006	19.0	7.0
389524	491.0	305.0
147699	142.0	36.0
133060	1.0	0.0
100313962	0.0	0.0
135644	0.0	0.0
27285	58.0	157.0
27286	1686.0	1705.0
27283	0.0	0.0
27284	48.0	40.0
389558	401.0	144.0
27289	182.0	457.0
27287	127.0	35.0
27288	0.0	0.0
135656	12.0	5.0
390561	2.0	5.0
27296	38.0	51.0
389549	7.0	0.0
27297	1990.0	2757.0
27294	13.0	47.0
27295	10436.0	1245.0
27299	47.0	1469.0
642776	3.0	4.0
27292	2189.0	2187.0
27293	504.0	1374.0
27290	0.0	11.0
642778	21.0	4.0
27291	830.0	1039.0
160622	485.0	563.0
390531	16.0	16.0
147650	175.0	181.0
390530	3.0	10.0
390535	0.0	0.0
390539	0.0	0.0
147646	0.0	16.0
390538	0.0	0.0
654783	0.0	0.0
147645	205.0	172.0
341511	0.0	1.0
6500	15302.0	24881.0
133015	730.0	664.0
400410	120.0	144.0
147660	23.0	28.0
121054	1.0	1.0
121053	312.0	742.0
147657	1000.0	1497.0
147658	7.0	5.0
400406	6.0	8.0
642799	0.0	0.0
642796	0.0	0.0
133022	262.0	556.0
642797	123.0	223.0
101928165	0.0	0.0
6511	8.0	0.0
390595	329.0	86.0
6510	7200.0	13987.0
390594	2.0	4.0
100421803	0.0	2.0
100421804	3.0	3.0
390598	35.0	15.0
100421805	10.0	10.0
100421806	10.0	18.0
100421807	1.0	0.0
6509	2722.0	6330.0
54870	4477.0	3556.0
54875	470.0	581.0
54874	5198.0	7458.0
54873	8268.0	2454.0
389599	1.0	0.0
54872	2309.0	3609.0
102724430	0.0	0.0
54879	836.0	1203.0
6502	614.0	657.0
54878	3123.0	3566.0
6504	63.0	185.0
54877	1686.0	1511.0
91801	729.0	645.0
6503	744.0	2360.0
54876	2772.0	3910.0
6506	381.0	445.0
6505	412.0	4285.0
91807	19.0	15.0
6508	794.0	954.0
6507	1452.0	1085.0
101928176	11.0	89.0
6520	8011.0	16710.0
6522	2591.0	7622.0
221717	0.0	0.0
6521	26.0	1.0
221718	0.0	0.0
100421813	3.0	2.0
64207	3848.0	6762.0
100421816	14.0	11.0
221711	17.0	11.0
64208	74.0	8.0
221710	563.0	1453.0
54882	249.0	375.0
54881	1615.0	1419.0
54880	2087.0	5814.0
54886	147.0	9.0
54885	555.0	829.0
54884	12767.0	8373.0
54883	1498.0	896.0
6513	3724.0	3343.0
6512	160.0	89.0
54888	3689.0	4742.0
6515	1247.0	1813.0
54887	1179.0	2210.0
6514	0.0	0.0
6517	490.0	75.0
6519	21.0	2.0
6518	230.0	484.0
221749	3331.0	1936.0
64210	3280.0	3212.0
6531	5.0	2.0
100421820	1.0	2.0
64211	1.0	0.0
6530	54.0	0.0
6533	2275.0	3553.0
6532	12.0	517.0
100421823	0.0	1.0
390572	3.0	4.0
64216	853.0	1638.0
64215	1853.0	14728.0
100421825	0.0	1.0
64218	1494.0	2790.0
100421827	0.0	3.0
100421828	5.0	4.0
64219	2125.0	2952.0
100421829	49.0	22.0
54893	2247.0	2215.0
54892	901.0	2973.0
54891	1523.0	2135.0
54890	5214.0	6851.0
54897	1920.0	3258.0
54896	548.0	1158.0
54894	1027.0	2709.0
6524	6.0	30.0
6523	2818.0	1303.0
170062	0.0	0.0
101928190	0.0	0.0
54899	902.0	1016.0
6526	1456.0	1426.0
6525	3081.0	3866.0
54898	881.0	15673.0
6528	4.0	11.0
91828	15.0	84.0
170067	2.0	2.0
6527	36.0	65.0
6529	18.0	76.0
6540	5.0	1.0
64221	634.0	270.0
64220	198.0	919.0
6542	3529.0	36194.0
64223	1535.0	3779.0
6541	4004.0	3190.0
64222	2237.0	6789.0
390581	0.0	0.0
64225	5196.0	2879.0
6543	29.0	20.0
64224	2042.0	1598.0
105376261	0.0	1.0
6535	1714.0	3036.0
6534	3.0	6.0
6536	609.0	1588.0
6539	94.0	128.0
6538	60.0	54.0
64232	0.0	1.0
6551	0.0	1.0
6550	29.0	13.0
64231	3006.0	5240.0
6553	113.0	91.0
91851	14507.0	635.0
64236	809.0	2122.0
6555	0.0	0.0
101928122	1.0	2.0
6554	1.0	1.0
6546	502.0	1181.0
6545	141.0	9.0
6548	3181.0	8129.0
6547	43.0	7.0
6549	70.0	221.0
6560	3498.0	2821.0
64241	10.0	2.0
64240	2.0	6.0
6561	0.0	3.0
6564	14.0	6.0
6563	114.0	58.0
100421854	57.0	38.0
101928136	26.0	0.0
6566	1352.0	1171.0
6565	357.0	110.0
100421859	5.0	15.0
101928138	0.0	0.0
221756	160.0	201.0
6557	20.0	88.0
6556	161.0	772.0
6559	7.0	27.0
91833	1423.0	1710.0
6558	9054.0	3469.0
133083	0.0	0.0
6571	121.0	19.0
101928142	3.0	2.0
100421860	0.0	4.0
6570	0.0	82.0
100421861	0.0	0.0
6573	546.0	2534.0
6572	0.0	0.0
101928141	65.0	1.0
91875	921.0	1247.0
6575	3229.0	4153.0
6574	2155.0	7193.0
101928147	0.0	0.0
100421865	14.0	11.0
6576	3037.0	7554.0
221785	1267.0	1233.0
245711	30.0	21.0
169044	50.0	310.0
221786	462.0	757.0
6568	0.0	0.0
6567	2370.0	1927.0
91869	959.0	1263.0
6569	1.0	0.0
6582	5.0	3.0
91860	120.0	132.0
101928153	227.0	178.0
6581	190.0	82.0
101928154	109.0	11.0
6584	1190.0	2705.0
101928151	0.0	0.0
6583	299.0	534.0
6586	13128.0	2963.0
6585	30.0	19.0
101928158	14.0	3.0
91862	836.0	1159.0
6588	0.0	5.0
6580	13.0	13.0
169026	4.0	45420.0
6579	192.0	7.0
6578	1935.0	2800.0
6595	12163.0	12891.0
6594	3881.0	1213.0
30817	363.0	731.0
6597	6357.0	14484.0
6596	1101.0	3304.0
30816	11.0	10.0
30819	3274.0	91.0
6599	7672.0	8830.0
100421767	0.0	0.0
6598	3151.0	8172.0
30818	307.0	391.0
100421768	0.0	0.0
100421769	0.0	0.0
6591	2166.0	1655.0
6590	11461.0	1496.0
30820	84.0	66.0
100421774	0.0	0.0
100421776	0.0	0.0
100421779	1.0	0.0
282706	1.0	0.0
255104	2334.0	1564.0
255101	18.0	65.0
54802	1102.0	913.0
30813	9.0	1.0
30812	318.0	103.0
54801	1113.0	1652.0
54800	2979.0	4776.0
30815	4747.0	4135.0
30814	0.0	0.0
54806	1080.0	1238.0
54805	513.0	618.0
30811	1017.0	1390.0
100421771	0.0	0.0
54809	862.0	4382.0
100421784	10.0	3.0
54808	3504.0	4852.0
54807	564.0	1020.0
29802	17.0	59.0
29801	1675.0	1054.0
29800	853.0	648.0
101928104	7.0	3.0
29803	4520.0	8589.0
54813	771.0	1836.0
54812	2106.0	5258.0
54811	2286.0	2152.0
54810	414.0	208.0
54816	2318.0	2942.0
54815	3449.0	5340.0
54814	386.0	835.0
100421794	2.0	0.0
54819	591.0	1365.0
100421796	219.0	208.0
100421797	0.0	0.0
101928113	6.0	9.0
100421799	0.0	0.0
54820	960.0	2258.0
54823	352.0	415.0
54822	2418.0	2780.0
54821	50.0	557.0
54828	1792.0	2677.0
54827	9.0	6.0
54826	328.0	492.0
54825	8.0	22.0
54829	1044.0	4960.0
282756	0.0	0.0
54831	1.0	0.0
54830	84.0	261.0
282754	0.0	0.0
102724473	2.0	0.0
54834	780.0	1548.0
54832	4394.0	2676.0
54839	361.0	497.0
54838	5411.0	12106.0
54836	2018.0	5590.0
54842	4882.0	3332.0
54841	867.0	341.0
54840	1285.0	2151.0
54845	3202.0	6558.0
54843	2604.0	9270.0
54849	1843.0	1461.0
54848	461.0	641.0
54847	562.0	4417.0
100359394	0.0	1.0
100359397	0.0	0.0
100359396	4.0	28.0
255119	3.0	0.0
54853	1414.0	2370.0
54852	212.0	2351.0
54851	694.0	533.0
54850	867.0	1122.0
54857	2.0	7.0
54856	2819.0	3330.0
54855	1426.0	3172.0
54854	391.0	269.0
54859	905.0	1120.0
54858	1750.0	1584.0
255130	12.0	8.0
54860	0.0	0.0
