id	0d38dab7-b983-4829-9a5b-d79f0fee6f26	ff850c31-bb15-47a2-bd3d-2590ca013e68
10867	3528.0	4986.0
10869	3409.0	3789.0
10861	189.0	192.0
101929074	68.0	20.0
10864	0.0	0.0
101929071	0.0	0.0
10863	699.0	456.0
22813	1.0	3.0
22814	1.0	1.0
643641	1441.0	1375.0
22815	0.0	0.0
22816	0.0	0.0
22818	6358.0	9264.0
10829	2.0	0.0
100419945	0.0	0.0
83849	85.0	25.0
83855	490.0	1083.0
10833	1.0	0.0
83854	14.0	23.0
83857	3584.0	278.0
10835	3.0	3.0
83856	408.0	1201.0
10834	3.0	0.0
83851	21.0	5.0
10837	0.0	0.0
100419948	0.0	0.0
83850	187.0	42.0
10836	0.0	0.0
100419949	1.0	0.0
83853	17.0	83.0
10838	1115.0	881.0
83852	1425.0	581.0
124565	4042.0	5532.0
100419947	5.0	2.0
22808	3570.0	432.0
22809	1026.0	1614.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	2865.0	5.0
22822	5829.0	1234.0
22823	1331.0	1225.0
22824	1332.0	1209.0
101929086	2.0	1.0
22826	3916.0	4478.0
22827	3810.0	5131.0
643653	0.0	2.0
22828	2569.0	2772.0
22829	0.0	0.0
112574	3218.0	1876.0
100419955	0.0	0.0
56241	927.0	584.0
100420946	0.0	0.0
56242	788.0	1122.0
22820	7267.0	11897.0
22821	1836.0	1397.0
100419950	0.0	0.0
10844	2756.0	4250.0
83844	0.0	1.0
10846	432.0	163.0
10845	2465.0	2910.0
10848	2106.0	1202.0
56243	8735.0	4974.0
10847	7199.0	8565.0
56244	9.0	0.0
56245	12.0	8.0
10849	179.0	237.0
56246	27.0	0.0
643646	90.0	110.0
10840	314.0	11.0
10842	3.0	0.0
101929093	0.0	0.0
10841	21.0	5.0
643648	0.0	0.0
101929010	5.0	1.0
100420950	7.0	0.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	0.0	0.0
100419963	2.0	0.0
100271613	0.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	1.0	2.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	1.0	0.0
100271601	1.0	0.0
100419979	0.0	1.0
100420972	0.0	0.0
100420975	5.0	0.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	9.0	1.0
391436	2.0	4.0
161582	47.0	86.0
124599	638.0	36.0
101929052	0.0	0.0
391485	0.0	21.0
222611	0.0	0.0
100187716	0.0	0.0
391490	0.0	0.0
391496	0.0	0.0
22899	1976.0	771.0
391462	0.0	0.0
22891	140.0	33.0
22893	1550.0	2540.0
22894	2689.0	2775.0
22895	21.0	1135.0
148581	5.0	0.0
22897	1405.0	1240.0
22898	1019.0	944.0
22890	2731.0	2246.0
391470	0.0	0.0
391472	1.0	0.0
391475	1.0	1.0
101929008	44.0	34.0
222659	1.0	2.0
440894	28.0	56.0
222658	4972.0	4083.0
102724035	0.0	0.0
100271575	5.0	6.0
100271577	1.0	1.0
100271571	0.0	0.0
81175	2.0	1.0
81176	7.0	6.0
100271570	0.0	0.0
93145	343.0	167.0
440888	0.0	0.0
222642	6.0	0.0
222643	74.0	26.0
401289	5.0	3.0
401288	33.0	26.0
401285	1.0	0.0
81166	0.0	0.0
100271564	4.0	13.0
81168	0.0	0.0
100271566	3.0	2.0
81169	0.0	0.0
81162	2.0	0.0
81163	1.0	0.0
100271563	1.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	2.0	0.0
102724018	0.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	1.0	0.0
100271552	0.0	0.0
100271551	0.0	0.0
81198	0.0	0.0
81191	2.0	0.0
81192	0.0	0.0
81193	0.0	0.0
81194	0.0	0.0
450232	1.0	0.0
401260	2.0	0.0
220001	197.0	25.0
222662	4.0	89.0
401265	651.0	64.0
222663	180.0	126.0
220002	2008.0	1364.0
93166	314.0	49.0
401264	365.0	331.0
220004	125.0	77.0
100271539	0.0	0.0
401262	13.0	21.0
93164	537.0	624.0
100271547	0.0	0.0
100271549	4.0	2.0
81188	0.0	0.0
100271543	0.0	2.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	20.0	2.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	751.0	930.0
440854	15.0	61.0
222698	104.0	6.0
222696	70.0	23.0
161497	21.0	18.0
100271529	2.0	4.0
222699	18.0	27.0
100271536	0.0	0.0
100271538	5.0	4.0
100271537	2.0	0.0
93190	2.0	0.0
283601	0.0	0.0
100271531	3.0	0.0
283600	0.0	0.0
220042	122.0	252.0
93183	1124.0	1275.0
100271518	0.0	1.0
100271517	1.0	0.0
93185	2217.0	10469.0
100271525	0.0	0.0
100271526	19.0	13.0
100271521	1.0	0.0
100271520	0.0	0.0
220032	8.0	2.0
100271523	0.0	0.0
100271522	3.0	0.0
100271507	0.0	0.0
100271506	4.0	0.0
100271516	0.0	0.0
100271510	2.0	0.0
220064	623.0	561.0
220047	3.0	18.0
100271503	0.0	0.0
10808	5547.0	6510.0
56130	135.0	33.0
10807	1193.0	1359.0
56131	332.0	226.0
56132	397.0	1098.0
10809	2167.0	7249.0
220081	12.0	7.0
83756	38.0	26.0
10811	338.0	569.0
56137	31.0	213.0
10810	1357.0	917.0
83755	0.0	0.0
56138	96.0	751.0
83758	313.0	190.0
10813	989.0	843.0
56139	196.0	1610.0
401207	240.0	391.0
220082	2.0	0.0
83757	0.0	1.0
83752	13285.0	8063.0
56133	298.0	1041.0
10815	320.0	1507.0
10814	224.0	10188.0
56134	24.0	113.0
10817	307.0	361.0
56135	16.0	217.0
10816	4.0	0.0
283643	170.0	320.0
56136	0.0	3.0
643535	4.0	0.0
643536	0.0	0.0
22800	787.0	566.0
22801	1270.0	646.0
643550	6.0	2.0
22802	143.0	0.0
22803	4626.0	5524.0
440804	3.0	4.0
22806	553.0	487.0
22807	1062.0	304.0
10819	108.0	102.0
56140	5.0	86.0
10818	2573.0	2581.0
56141	9.0	38.0
56142	54.0	579.0
56143	27.0	44.0
83737	3501.0	3555.0
220070	1.0	0.0
10822	0.0	0.0
283638	1853.0	3165.0
83744	365.0	402.0
10821	9.0	1.0
10824	5.0	2.0
83746	1673.0	1892.0
10823	0.0	0.0
83741	0.0	0.0
283635	2156.0	3661.0
10826	3090.0	197.0
220074	544.0	924.0
56144	28.0	345.0
10825	926.0	960.0
56145	25.0	115.0
83740	0.0	0.0
83743	1274.0	1503.0
56146	18.0	104.0
10828	1.0	1.0
10827	1309.0	1292.0
83742	3231.0	2248.0
56147	7.0	64.0
283631	0.0	1.0
10820	7.0	0.0
440836	440.0	781.0
643563	9.0	1.0
56154	1.0	0.0
81109	0.0	0.0
283629	127.0	74.0
56159	6.0	2.0
81115	0.0	0.0
81116	0.0	0.0
56155	67.0	32.0
283624	571.0	286.0
102724097	73.0	103.0
256006	18.0	45.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	2.0	7.0
81114	0.0	0.0
81110	0.0	0.0
440829	1.0	13.0
440823	295.0	106.0
440822	1.0	1.0
56163	0.0	0.0
56164	9.0	1.0
256021	21.0	7.0
56165	52.0	2.0
83759	983.0	933.0
56160	1005.0	815.0
10800	405.0	165.0
283617	0.0	0.0
81104	0.0	0.0
10802	2447.0	1568.0
10801	9623.0	19367.0
10804	2.0	4.0
10803	3.0	3.0
56167	2.0	0.0
10806	1362.0	1970.0
56168	0.0	1.0
56169	19.0	8.0
643582	1.0	0.0
643586	4.0	3.0
256076	2.0	1.0
401253	2.0	0.0
56171	219.0	370.0
401251	8.0	3.0
56172	5088.0	8628.0
401250	21.0	1.0
81137	0.0	0.0
81138	2.0	0.0
83795	0.0	0.0
102724076	0.0	0.0
102724077	13.0	19.0
283688	0.0	0.0
401247	13.0	6.0
81136	0.0	0.0
283687	101.0	169.0
283685	1.0	0.0
93109	699.0	450.0
283682	5.0	4.0
100126825	1.0	0.0
93107	0.0	0.0
643596	12.0	32.0
56180	669.0	551.0
93100	1017.0	1462.0
401242	7.0	2.0
256085	0.0	0.0
56181	2634.0	2635.0
81126	0.0	0.0
81127	0.0	0.0
83787	1445.0	1501.0
283677	1.0	2.0
401237	488.0	148.0
83786	1749.0	1614.0
401236	49.0	39.0
283673	508.0	3475.0
93134	2361.0	1822.0
401233	0.0	0.0
401232	150.0	171.0
256051	638.0	567.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	71.0	61.0
81153	0.0	1.0
100271596	0.0	0.0
100271595	1.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	654.0	898.0
283659	297.0	271.0
100271587	0.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	0.0	1.0
283651	44.0	226.0
100271585	0.0	0.0
100271584	2.0	0.0
100271581	1.0	0.0
22998	5663.0	8137.0
22999	99.0	25.0
100151676	0.0	0.0
100151677	1.0	0.0
100151678	0.0	0.0
22990	4595.0	2939.0
100151671	0.0	0.0
100151672	0.0	0.0
22992	7719.0	6681.0
22993	3043.0	3363.0
100151674	0.0	0.0
22994	318.0	536.0
83903	41.0	77.0
22995	275.0	193.0
83902	1.0	0.0
22996	2790.0	4942.0
22997	96.0	432.0
100151670	0.0	0.0
100151686	0.0	1.0
100151687	1.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	2.0	3.0
100151684	1.0	0.0
100151685	0.0	0.0
100151681	4.0	0.0
56302	11.0	20.0
83901	0.0	0.0
342538	8.0	0.0
83900	0.0	0.0
56300	0.0	1.0
56301	79.0	4.0
124411	943.0	912.0
22976	864.0	1850.0
22977	492.0	8724.0
22978	1560.0	797.0
22979	225.0	1099.0
22970	33.0	16.0
22971	340.0	688.0
22974	357.0	2018.0
83932	687.0	624.0
10998	241.0	461.0
83931	2978.0	2843.0
342527	53.0	0.0
148418	107.0	57.0
83933	244.0	341.0
124404	5.0	5.0
10999	1078.0	2732.0
124401	559.0	678.0
124402	589.0	796.0
83930	1481.0	1253.0
56311	5.0	2.0
10990	881.0	19.0
100126693	1.0	0.0
10992	7758.0	11046.0
606500	0.0	0.0
10991	304.0	23.0
10994	1935.0	2887.0
10993	409.0	167.0
22987	82.0	6.0
22989	5.0	1.0
22980	4330.0	6877.0
22981	606.0	575.0
22982	2187.0	2136.0
22983	36.0	425.0
22984	1880.0	1798.0
22985	6507.0	7866.0
22986	3.0	0.0
58986	1818.0	1868.0
148423	889.0	784.0
58985	89.0	3.0
342510	72.0	32.0
283694	0.0	0.0
283693	25.0	31.0
283692	3.0	4.0
22954	1007.0	1020.0
22955	2106.0	1954.0
112487	762.0	536.0
22950	1318.0	1643.0
391524	1.0	0.0
22952	8.0	7.0
22953	6.0	1.0
391526	0.0	1.0
10975	1817.0	2620.0
83953	1.0	4.0
10978	663.0	501.0
83955	15.0	7.0
10979	4797.0	1282.0
112495	1347.0	1519.0
10970	4045.0	2543.0
56339	1881.0	2057.0
10972	17428.0	19479.0
10971	11545.0	17243.0
10974	0.0	0.0
10973	2183.0	1505.0
401409	39.0	77.0
112479	814.0	713.0
112476	222.0	526.0
391530	0.0	0.0
83939	4373.0	4741.0
56341	5.0	336.0
391533	1.0	3.0
124460	389.0	303.0
83935	293.0	105.0
83938	252.0	102.0
391538	0.0	0.0
83937	1644.0	869.0
10987	2300.0	2524.0
83943	508.0	422.0
83942	0.0	0.0
10989	3137.0	5194.0
10988	3543.0	3162.0
56342	71.0	86.0
124454	1162.0	1845.0
56344	0.0	0.0
83941	1247.0	2598.0
83940	817.0	760.0
643503	0.0	0.0
10981	1143.0	518.0
112483	1906.0	1518.0
10980	2753.0	3774.0
10983	23177.0	23628.0
10982	3149.0	1415.0
643507	14.0	4.0
10985	5604.0	5237.0
10984	348.0	89.0
22932	417.0	418.0
22933	2648.0	2155.0
22934	950.0	976.0
22936	3499.0	1266.0
22937	4541.0	5069.0
22938	2681.0	3558.0
112464	677.0	458.0
22930	4551.0	8155.0
22931	5308.0	8257.0
81309	0.0	0.0
391504	0.0	0.0
10954	1521.0	1056.0
10953	1431.0	2757.0
10956	10200.0	9990.0
81315	0.0	0.0
10955	10729.0	14267.0
391508	1.0	0.0
81316	0.0	0.0
10957	6494.0	3992.0
124446	4261.0	4239.0
81310	0.0	0.0
10959	12590.0	19164.0
22929	2696.0	3005.0
10950	888.0	800.0
10952	2573.0	3519.0
10951	3432.0	4994.0
22943	39.0	51.0
22944	827.0	765.0
22945	0.0	0.0
22947	0.0	0.0
22948	5145.0	9303.0
22949	2078.0	2111.0
83957	0.0	0.0
22941	1907.0	1442.0
83959	352.0	76.0
10965	754.0	891.0
391518	0.0	0.0
10964	1999.0	1177.0
81304	0.0	0.0
10966	956.0	840.0
10969	1527.0	2885.0
81300	0.0	0.0
10961	5454.0	7199.0
10960	5111.0	9050.0
643529	88.0	43.0
10963	4423.0	7908.0
10962	335.0	274.0
148479	1545.0	1866.0
197407	458.0	807.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	1832.0	2232.0
391548	0.0	0.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	0.0	0.0
391552	2.0	0.0
474383	0.0	0.0
474382	0.0	1.0
222701	0.0	0.0
767569	0.0	0.0
391559	1.0	2.0
767577	0.0	0.0
767579	0.0	0.0
767578	0.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	3.0	3.0
207107	32.0	11.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	1.0	0.0
767563	1.0	0.0
474345	3.0	0.0
474344	2557.0	1069.0
474343	85.0	88.0
246717	2.0	0.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	2.0	29.0
161406	22.0	21.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	0.0	0.0
100151640	3.0	2.0
100151641	0.0	0.0
246715	0.0	0.0
767557	8.0	39.0
606553	0.0	0.0
606551	16.0	21.0
474354	7.0	3.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	0.0	0.0
161436	131.0	14.0
100151655	1.0	0.0
391584	1.0	0.0
100151656	0.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	15.0	6.0
100151652	0.0	0.0
100151668	2.0	2.0
391592	2.0	1.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	1880.0	2184.0
100151667	0.0	0.0
391598	5.0	1.0
100151661	1.0	1.0
100151663	0.0	0.0
474338	14.0	11.0
474337	0.0	1.0
197370	1787.0	1962.0
220112	4.0	21.0
246744	1.0	7.0
220115	12.0	5.0
93273	16.0	0.0
100271459	0.0	0.0
100271458	0.0	0.0
81298	1.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	1.0	0.0
100271451	2.0	0.0
81295	1.0	0.0
100271452	0.0	0.0
220108	415.0	42.0
220107	36.0	58.0
100271448	3.0	0.0
100271447	3.0	1.0
100271449	1.0	0.0
100271444	4.0	1.0
100271445	0.0	0.0
81285	18.0	112.0
81282	0.0	0.0
197350	14.0	18.0
246720	2.0	6.0
401399	49.0	12.0
401398	53.0	61.0
246721	0.0	0.0
220134	53.0	218.0
401397	1424.0	1000.0
246723	6.0	3.0
220136	94.0	281.0
401393	8.0	65.0
100271437	2.0	0.0
100271439	3.0	0.0
100271438	4.0	1.0
100271433	0.0	0.0
100271435	0.0	0.0
100271434	0.0	0.0
197342	468.0	437.0
246731	1.0	0.0
401387	12.0	1.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	30.0	37.0
100271420	2.0	0.0
197358	283.0	332.0
199990	1085.0	1823.0
246785	33.0	39.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	2.0	0.0
283726	100.0	168.0
100271414	0.0	0.0
100887075	0.0	0.0
439990	50.0	2.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	110.0	164.0
100271413	1.0	0.0
197320	642.0	580.0
439996	0.0	0.0
100887074	0.0	0.0
439992	31.0	14.0
100887073	0.0	0.0
197322	1028.0	1229.0
439994	116.0	191.0
102724105	230.0	455.0
220147	0.0	1.0
100271404	0.0	0.0
100887067	8.0	14.0
102724101	0.0	0.0
100271406	0.0	3.0
100271405	4.0	0.0
100271400	0.0	0.0
283711	0.0	0.0
100271402	0.0	0.0
197331	12.0	3.0
197335	852.0	1315.0
440993	1247.0	778.0
440992	39.0	9.0
161394	108.0	342.0
199964	71.0	50.0
8000	71.0	5.0
8001	131.0	35.0
246777	159.0	15.0
246778	3.0	11.0
606495	249.0	210.0
199974	914.0	4278.0
8013	746.0	49.0
22911	1122.0	1418.0
439949	104.0	24.0
22913	3932.0	4992.0
643421	1.0	0.0
22914	16.0	5.0
22915	5584.0	218.0
439945	0.0	0.0
22916	3672.0	4868.0
731605	2.0	4.0
22917	12.0	2.0
10929	3657.0	2307.0
10928	3944.0	3926.0
56252	4193.0	3557.0
56253	81.0	42.0
401331	148.0	540.0
81207	0.0	0.0
83869	0.0	0.0
81208	0.0	0.0
81209	0.0	0.0
83877	2176.0	1824.0
56259	1522.0	1332.0
83876	103.0	20.0
81215	0.0	0.0
83879	155.0	53.0
10934	3.0	2.0
83878	422.0	137.0
283768	0.0	0.0
10933	10671.0	9054.0
10936	138.0	135.0
56254	2914.0	3236.0
83873	8.0	9.0
256148	0.0	0.0
81210	4.0	0.0
283767	0.0	0.0
56255	5900.0	2865.0
83872	3477.0	515.0
10935	6431.0	15292.0
81211	0.0	0.0
56256	2154.0	1001.0
10938	1999.0	1767.0
83875	98.0	27.0
83874	809.0	1010.0
56257	2427.0	2528.0
22907	2859.0	5934.0
643414	28.0	0.0
439953	6.0	5.0
22908	3125.0	3751.0
83871	2347.0	1787.0
22909	1185.0	1204.0
283761	0.0	1.0
439954	4.0	0.0
643418	2.0	0.0
10930	4.0	3.0
439950	0.0	0.0
22921	867.0	1074.0
8022	1.0	1.0
440926	211.0	430.0
22924	1011.0	2367.0
440925	27.0	10.0
8028	1685.0	1725.0
22925	2293.0	570.0
8029	207.0	56.0
22926	4105.0	3954.0
439934	0.0	0.0
22927	649.0	196.0
8027	1157.0	1431.0
22928	3877.0	3549.0
439936	4.0	0.0
56261	3018.0	992.0
56262	3221.0	2862.0
10939	2101.0	2819.0
401321	223.0	258.0
8021	3034.0	2790.0
83858	531.0	451.0
22920	2271.0	1973.0
56260	219.0	186.0
10943	1426.0	774.0
56269	4.0	0.0
83866	0.0	0.0
81203	1.0	0.0
10942	57.0	42.0
81204	0.0	0.0
10945	7041.0	10044.0
83868	0.0	0.0
81205	0.0	0.0
10944	6406.0	7003.0
83867	0.0	0.0
10947	1140.0	1941.0
56265	2651.0	645.0
83862	1271.0	1243.0
401316	21.0	11.0
83861	1355.0	2502.0
283755	522.0	168.0
10946	3435.0	3432.0
56267	1183.0	1202.0
10949	6142.0	6914.0
81201	0.0	0.0
10948	1816.0	1821.0
256158	715.0	91.0
83863	0.0	0.0
81202	0.0	0.0
22918	8835.0	4752.0
22919	5569.0	5952.0
439941	0.0	0.0
83860	851.0	825.0
8019	1731.0	2634.0
10941	0.0	0.0
643427	26.0	9.0
10940	270.0	302.0
8036	3109.0	2851.0
8034	1402.0	1378.0
440957	343.0	424.0
440956	0.0	0.0
440955	2.0	1.0
8038	4530.0	1130.0
10907	1484.0	2697.0
10906	2238.0	2162.0
440952	80.0	52.0
10908	2438.0	2498.0
93210	1424.0	1452.0
8031	12707.0	14199.0
256130	7.0	140.0
56270	3689.0	4252.0
56271	1772.0	1700.0
8030	5912.0	4737.0
10910	2804.0	2850.0
83899	0.0	0.0
81236	0.0	0.0
283748	4.0	23.0
10912	262.0	335.0
283747	3.0	4.0
10911	1.0	3.0
10914	9225.0	10447.0
256126	37.0	61.0
83895	0.0	0.0
10913	76.0	0.0
83894	8.0	20.0
10916	16773.0	116644.0
83897	0.0	0.0
401303	59.0	56.0
10915	2233.0	2297.0
283742	1888.0	2177.0
83896	2.0	0.0
83891	1054.0	1227.0
83890	22.0	11.0
83893	1.0	0.0
81230	0.0	0.0
83892	4303.0	2487.0
22900	3016.0	1201.0
93202	1.0	0.0
22901	682.0	1876.0
22902	1852.0	1193.0
8045	583.0	1195.0
22903	2597.0	1711.0
22904	2305.0	4875.0
22905	1924.0	3073.0
8048	0.0	0.0
440944	680.0	595.0
22906	3885.0	5183.0
256144	0.0	0.0
10917	2.0	0.0
10919	2635.0	3737.0
83888	44.0	1.0
10921	3607.0	5584.0
283738	0.0	0.0
83887	1.0	2.0
10920	2597.0	3044.0
81226	0.0	0.0
10923	7919.0	36128.0
10922	1812.0	2279.0
83889	1.0	0.0
81228	3.0	0.0
83884	3.0	0.0
56287	0.0	0.0
81221	0.0	0.0
56288	2990.0	1852.0
10924	1230.0	625.0
10927	6553.0	5861.0
83886	45.0	171.0
81223	0.0	0.0
10926	368.0	562.0
81224	0.0	0.0
643447	0.0	1.0
643445	0.0	0.0
83882	71.0	90.0
83881	31.0	4.0
439965	17.0	8.0
643446	6.0	4.0
93233	43.0	158.0
256190	0.0	0.0
112401	0.0	0.0
106481976	0.0	0.0
8050	1399.0	2945.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	22.0	6.0
106481975	0.0	1.0
106481978	0.0	0.0
106481979	0.0	0.0
106481980	3.0	3.0
100271499	1.0	0.0
100271498	1.0	0.0
106481981	0.0	0.0
100271495	0.0	3.0
643459	2.0	1.0
81251	0.0	0.0
100271491	0.0	1.0
100271493	0.0	0.0
643470	0.0	0.0
643471	0.0	0.0
8061	90.0	39.0
8065	2572.0	2950.0
81248	0.0	0.0
10901	590.0	500.0
10900	133.0	5312.0
10903	1018.0	178.0
81243	0.0	0.0
10902	2646.0	3481.0
81244	0.0	0.0
100271487	6.0	2.0
10905	3859.0	4084.0
10904	4421.0	3232.0
81246	0.0	0.0
283796	7.0	3.0
100271483	0.0	0.0
81240	0.0	0.0
342574	5.0	5.0
100271486	0.0	0.0
100271485	1.0	1.0
81242	2.0	0.0
100271480	0.0	0.0
100271481	0.0	0.0
8079	5264.0	13025.0
440917	6.0	9.0
439927	0.0	2.0
440915	58.0	234.0
8078	2636.0	4162.0
643486	2.0	0.0
106481954	0.0	0.0
106481955	1.0	0.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	5642.0	583.0
106481959	0.0	0.0
8073	10573.0	16103.0
106481956	2.0	0.0
8074	0.0	0.0
106481957	0.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	4.0	2.0
106481962	1.0	1.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	67.0	186.0
100271472	0.0	0.0
81274	0.0	0.0
100271474	0.0	0.0
643479	1.0	0.0
81270	2.0	0.0
100271470	0.0	0.0
440905	87.0	273.0
439916	0.0	0.0
8089	670.0	1141.0
440902	0.0	0.0
643499	1.0	0.0
439915	0.0	0.0
440900	0.0	2.0
8082	3893.0	1078.0
106481965	0.0	1.0
106481966	4.0	0.0
106481963	0.0	0.0
106481964	0.0	0.0
8086	1702.0	1843.0
106481969	0.0	0.0
8087	5473.0	8414.0
106481967	3.0	3.0
8085	5121.0	4749.0
106481968	0.0	0.0
102724167	1.0	0.0
100271469	0.0	1.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	0.0	0.0
401337	0.0	0.0
106481973	0.0	0.0
100271465	1.0	2.0
106481970	0.0	0.0
401335	2.0	0.0
100271467	3.0	0.0
106481971	0.0	0.0
100271462	0.0	0.0
81261	0.0	0.0
100271461	1.0	0.0
100271464	0.0	0.0
439921	3874.0	763.0
81264	0.0	0.0
100271460	5.0	1.0
731688	3.0	0.0
728034	0.0	0.0
8099	3138.0	1495.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	12.0	4.0
106481930	0.0	0.0
8092	19.0	1.0
106481931	0.0	0.0
106481936	0.0	0.0
728039	110.0	49.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	2.0	0.0
56413	90.0	49.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	4.0	0.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	1.0
106481947	0.0	0.0
106481948	2.0	0.0
106481945	0.0	0.0
106481946	0.0	1.0
106481950	0.0	0.0
106481951	0.0	0.0
283358	388.0	928.0
344838	0.0	0.0
106481918	0.0	0.0
106481919	9.0	6.0
106481916	0.0	0.0
106481917	0.0	0.0
572558	47.0	4.0
106481910	0.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	0.0	0.0
106481913	0.0	0.0
283349	3898.0	3104.0
100126572	0.0	0.0
106481929	0.0	0.0
728045	0.0	0.0
106481927	0.0	2.0
106481928	0.0	0.0
728047	0.0	0.0
728042	0.0	0.0
106481921	0.0	1.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	1.0	1.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	19.0	11.0
101234262	5.0	8.0
767612	0.0	0.0
767611	0.0	0.0
283337	2269.0	2947.0
344813	1.0	0.0
114548	306.0	275.0
81406	0.0	0.0
81407	0.0	0.0
344807	4.0	0.0
126526	528.0	611.0
767600	0.0	0.0
344805	1.0	1.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	1.0	0.0
731656	20.0	7.0
102800446	21.0	2.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	7.0	6.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	9.0	6.0
728013	80.0	57.0
283392	142.0	2.0
728012	0.0	0.0
728015	1.0	0.0
728010	0.0	0.0
81428	0.0	0.0
728019	1.0	0.0
56478	1587.0	1699.0
56479	32.0	242.0
126506	0.0	0.0
56474	1254.0	1208.0
81430	0.0	0.0
56475	12.0	4.0
81431	0.0	0.0
56476	0.0	3.0
56477	11112.0	476.0
93408	0.0	0.0
283385	54.0	91.0
283383	499.0	78.0
728005	1.0	4.0
81419	1.0	0.0
81421	1.0	0.0
283377	965.0	1175.0
643401	11.0	0.0
283375	7.0	8.0
283373	2585.0	3247.0
151525	687.0	792.0
126567	69.0	21.0
391211	0.0	0.0
151534	192.0	203.0
151531	11.0	2.0
114569	4828.0	6316.0
126549	34.0	30.0
114571	3.0	1.0
100527978	49.0	48.0
126541	4.0	0.0
126536	0.0	0.0
151556	679.0	1114.0
391242	0.0	0.0
728075	0.0	0.0
440699	0.0	0.0
440695	9.0	2.0
728072	0.0	0.0
100527960	1.0	2.0
391253	0.0	0.0
728064	0.0	0.0
100527963	22.0	46.0
728066	0.0	5.0
440689	41.0	200.0
391257	0.0	1.0
391256	4.0	5.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	15.0	12.0
728090	0.0	0.0
728088	4.0	2.0
100527943	3.0	1.0
114599	3.0	1.0
126581	0.0	0.0
