id	20b241da-8e69-4eb0-a7f2-4eb24cf76059	8e21887e-f3ca-4c2c-819a-538952264c23
84187	2495.0	2957.0
11201	1359.0	862.0
11200	688.0	1088.0
84189	488.0	13.0
11202	425.0	134.0
84186	1133.0	3351.0
25859	466.0	410.0
25858	1.0	2.0
84171	1901.0	190.0
284391	1267.0	1732.0
284390	363.0	130.0
100862726	0.0	0.0
100862727	16.0	4.0
100862728	2.0	0.0
25851	1328.0	1898.0
25850	293.0	202.0
25853	2160.0	6424.0
25852	1450.0	3040.0
100862725	0.0	0.0
25855	3398.0	3096.0
25854	375.0	107.0
402077	0.0	0.0
11218	798.0	1027.0
11217	2.0	48.0
11219	39.0	96.0
139324	211.0	310.0
84176	5.0	44.0
11212	1976.0	2579.0
139322	597.0	2078.0
84179	792.0	253.0
11211	407.0	45.0
84173	2262.0	1332.0
11214	5178.0	9814.0
11213	349.0	632.0
84172	827.0	3632.0
284385	287.0	456.0
11216	813.0	1669.0
11215	1142.0	4878.0
84174	55.0	222.0
284383	0.0	0.0
25826	0.0	0.0
693165	0.0	0.0
25825	3524.0	9528.0
693166	4.0	1.0
25828	6602.0	2022.0
693167	0.0	0.0
25827	381.0	465.0
693168	0.0	0.0
693169	0.0	0.0
25829	3764.0	4289.0
441669	0.0	0.0
392214	0.0	0.0
25820	3346.0	8037.0
127343	6.0	7.0
25822	577.0	273.0
25821	814.0	1093.0
25824	14511.0	5651.0
441662	0.0	0.0
106479099	0.0	0.0
25823	28.0	1.0
106479098	0.0	0.0
106480097	1.0	0.0
106479097	2.0	0.0
115361	604.0	6859.0
441670	0.0	0.0
106480096	0.0	0.0
106479096	0.0	0.0
130916	1898.0	955.0
115362	80.0	3385.0
106479095	0.0	0.0
106480099	0.0	0.0
106480098	0.0	0.0
106479094	0.0	0.0
106479093	2.0	0.0
106479092	0.0	0.0
106479091	0.0	0.0
106479090	0.0	0.0
693170	1.0	0.0
106480091	0.0	1.0
693171	0.0	0.0
106480090	0.0	0.0
414059	5.0	3.0
106480093	0.0	0.0
693172	0.0	0.0
693173	0.0	0.0
106480092	0.0	0.0
106480095	0.0	1.0
693174	4.0	4.0
693175	0.0	13.0
106480094	0.0	0.0
84191	807.0	3114.0
25837	100.0	69.0
693154	2.0	0.0
84190	479.0	128.0
25836	2868.0	5738.0
693155	10.0	24.0
25839	3741.0	7080.0
84193	3506.0	6671.0
693156	0.0	0.0
693157	0.0	0.0
693158	2.0	3.0
693159	1.0	1.0
392225	0.0	1.0
25831	3517.0	21764.0
25830	49.0	110.0
441654	0.0	1.0
25833	436.0	417.0
100379250	1.0	0.0
106479089	2.0	5.0
25832	504.0	914.0
106479088	0.0	0.0
25834	3.0	6.0
106479087	0.0	0.0
100379251	58.0	20.0
106479086	0.0	0.0
115350	3.0	23.0
106479085	5.0	1.0
414061	0.0	0.0
106479084	0.0	0.0
115352	29.0	131.0
106479083	0.0	0.0
414062	45.0	21.0
115353	1395.0	2857.0
106479082	0.0	0.0
106479081	0.0	0.0
414060	0.0	0.0
106479080	0.0	0.0
693160	0.0	0.0
693161	0.0	0.0
693162	0.0	0.0
84197	10.0	284.0
693163	0.0	0.0
84196	2904.0	4555.0
693164	0.0	1.0
25804	2794.0	7535.0
693143	0.0	1.0
25803	7060.0	44.0
693144	5.0	5.0
25806	164.0	230.0
25805	2775.0	3408.0
693146	0.0	0.0
693147	0.0	0.0
25807	1061.0	627.0
693148	0.0	3.0
693149	0.0	0.0
100130996	0.0	0.0
25809	875.0	284.0
100130995	0.0	3.0
100379287	0.0	0.0
100130994	0.0	0.0
441687	17.0	23.0
25800	12380.0	6040.0
25802	6492.0	167.0
25801	831.0	999.0
154907	0.0	0.0
106480075	0.0	0.0
106480074	2.0	0.0
106480077	5.0	1.0
106480076	0.0	0.0
106480079	0.0	0.0
106480078	0.0	1.0
142910	12.0	8.0
106480071	0.0	0.0
100380272	2.0	0.0
693151	0.0	0.0
142913	48.0	69.0
106480070	0.0	0.0
106480073	0.0	1.0
693152	0.0	1.0
693153	31.0	25.0
106480072	0.0	0.0
693132	0.0	0.0
25814	6308.0	12593.0
693133	0.0	0.0
693134	0.0	0.0
25817	150.0	100.0
25816	835.0	1055.0
100130988	0.0	1.0
693135	0.0	0.0
25819	347.0	1405.0
693136	0.0	0.0
100129998	0.0	0.0
130940	63.0	205.0
25818	4471.0	40.0
693137	0.0	0.0
693138	0.0	1.0
693139	0.0	4.0
100130980	10.0	4.0
25813	4048.0	3403.0
392209	7.0	0.0
25812	0.0	0.0
106480086	0.0	0.0
106480085	1.0	0.0
106480088	0.0	0.0
115330	104.0	22.0
106480087	0.0	0.0
106480089	0.0	0.0
100129994	0.0	0.0
106480080	0.0	1.0
100129995	2.0	16.0
106480082	0.0	0.0
693140	0.0	1.0
106480081	0.0	2.0
106480084	0.0	0.0
693141	0.0	1.0
693142	0.0	0.0
106480083	0.0	0.0
11180	10262.0	6085.0
154881	962.0	2129.0
11182	85.0	1277.0
11181	9.0	8.0
646770	0.0	0.0
11184	257.0	350.0
392133	0.0	1.0
11183	1902.0	3349.0
392132	0.0	0.0
11186	3025.0	2597.0
139249	0.0	1.0
11185	1073.0	48.0
23166	4968.0	5699.0
23167	1428.0	12983.0
106480049	0.0	0.0
23168	3357.0	6419.0
106479059	1.0	2.0
23169	734.0	1223.0
166863	4.0	1282.0
392138	0.0	0.0
106479058	0.0	0.0
729920	117.0	213.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	3.0	0.0
127262	6075.0	7534.0
106479054	0.0	0.0
142891	1274.0	1597.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	1.0
106479052	1.0	0.0
23160	1226.0	7207.0
106480055	0.0	0.0
106479051	1.0	0.0
23161	861.0	1586.0
115286	1491.0	2314.0
106480054	0.0	0.0
106479050	0.0	0.0
23162	1643.0	4273.0
106480057	1.0	0.0
23163	1691.0	3455.0
106480056	0.0	0.0
152217	1193.0	1727.0
23164	6986.0	10348.0
106480059	0.0	0.0
23165	1628.0	14584.0
106480058	0.0	0.0
11188	7422.0	4501.0
11187	3338.0	3264.0
11189	0.0	0.0
106480051	0.0	0.0
644109	0.0	1.0
106480050	0.0	0.0
646784	1.0	2.0
11191	44.0	133.0
392140	1.0	4.0
11190	1456.0	468.0
404672	2176.0	1140.0
11193	1011.0	983.0
154872	0.0	5.0
11194	1225.0	1006.0
11197	3205.0	453.0
11196	1679.0	3859.0
23177	2160.0	1315.0
402016	6.0	1.0
23178	528.0	764.0
106479049	0.0	0.0
23179	1797.0	1416.0
106479048	0.0	0.0
127255	48.0	44.0
106479047	0.0	0.0
127254	121.0	2.0
106479046	0.0	0.0
646780	1.0	11.0
127253	1064.0	1052.0
106479045	3.0	1.0
106479044	0.0	1.0
729911	0.0	0.0
106479043	0.0	0.0
106480064	0.0	0.0
106479042	0.0	3.0
23170	2421.0	8999.0
115273	106.0	1665.0
106480063	0.0	0.0
729909	1.0	1.0
106479041	0.0	0.0
23171	2867.0	725.0
106479040	0.0	0.0
106480066	13.0	1.0
23172	941.0	1544.0
106480065	0.0	0.0
23173	2595.0	5784.0
106480068	0.0	0.0
23174	1738.0	6389.0
106480067	0.0	0.0
23175	1999.0	3114.0
23176	2251.0	5837.0
106480069	0.0	1.0
11199	1.0	1.0
11198	4780.0	10269.0
106480060	0.0	0.0
106480062	0.0	0.0
106480061	0.0	0.0
11160	2660.0	1873.0
644131	61.0	70.0
404663	0.0	0.0
11162	146.0	93.0
646799	0.0	8.0
11161	2060.0	4510.0
404665	7.0	28.0
11164	2236.0	7689.0
11163	1542.0	754.0
23144	1065.0	2262.0
127247	0.0	0.0
106480028	0.0	0.0
23145	57.0	50.0
106480027	0.0	2.0
106480029	0.0	0.0
23148	522.0	90.0
106479079	0.0	0.0
646791	4.0	5.0
23149	305.0	790.0
441641	2.0	0.0
106479078	0.0	0.0
106479077	1.0	0.0
106479076	0.0	1.0
84108	382.0	602.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	4.0	287.0
106479074	0.0	0.0
106480030	0.0	0.0
106479073	0.0	0.0
106480033	4.0	0.0
84109	10.0	1.0
106480032	0.0	0.0
106479072	0.0	0.0
23140	2077.0	4506.0
115265	183.0	84.0
106480035	0.0	0.0
106479071	5.0	3.0
84103	0.0	4.0
23141	4217.0	4954.0
106480034	2.0	0.0
106479070	0.0	0.0
23142	1440.0	1468.0
84106	229.0	150.0
106480037	0.0	0.0
84105	434.0	682.0
23143	1724.0	1914.0
106480036	0.0	0.0
84100	111.0	160.0
11166	1.0	12.0
140258	0.0	0.0
644129	0.0	0.0
11165	913.0	3717.0
84102	467.0	1867.0
11168	2604.0	3709.0
84101	76.0	42.0
11167	31377.0	27405.0
644128	57.0	44.0
11169	162.0	1948.0
11171	4869.0	19242.0
11170	2270.0	3776.0
11173	145.0	429.0
441639	0.0	0.0
11172	0.0	154.0
343296	0.0	0.0
11174	34.0	139.0
644146	4.0	1.0
23155	751.0	1599.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	1581.0	1842.0
23158	6911.0	1511.0
106479069	0.0	0.0
441631	673.0	304.0
106479068	0.0	0.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	0.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	0.0	0.0
106479063	2.0	0.0
106479062	0.0	0.0
106480044	0.0	0.0
23150	976.0	995.0
106480043	1.0	0.0
106479061	0.0	0.0
23151	1155.0	2758.0
106479060	0.0	0.0
106480046	0.0	0.0
23152	3274.0	4154.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	1384.0	4108.0
106480047	0.0	0.0
11177	1513.0	6292.0
11176	3579.0	9424.0
11179	1103.0	1013.0
644138	2.0	7.0
11178	769.0	530.0
644139	7.0	0.0
139285	207.0	2785.0
106480040	0.0	0.0
103695364	0.0	0.0
103695363	0.0	2.0
644153	0.0	0.0
11140	9962.0	8114.0
644159	0.0	0.0
103695365	0.0	0.0
11142	2222.0	823.0
166824	1031.0	29.0
106479019	0.0	0.0
11141	4.0	0.0
130872	2977.0	2167.0
106479018	0.0	0.0
644157	195.0	65.0
23122	1575.0	3401.0
106480006	0.0	0.0
106479017	1.0	0.0
106479016	0.0	0.0
106480005	1.0	0.0
25784	0.0	1.0
106479015	0.0	0.0
106480008	0.0	0.0
25787	13.0	17.0
23125	2734.0	2201.0
106480007	0.0	0.0
25786	76.0	59.0
106479014	0.0	0.0
25789	406.0	80.0
644150	565.0	768.0
23126	4129.0	11750.0
106479013	0.0	1.0
25788	68.0	652.0
23127	173.0	88.0
106479012	0.0	0.0
106480009	1.0	0.0
106479011	2.0	0.0
23129	6230.0	10633.0
106479010	0.0	0.0
84129	8.0	36.0
106480011	2.0	8.0
106480010	0.0	0.0
84126	0.0	16.0
106480013	0.0	0.0
84125	65.0	8.0
25780	625.0	1173.0
106480012	0.0	0.0
84128	2257.0	4366.0
23120	1.0	19.0
106480015	0.0	1.0
25782	1450.0	6796.0
106480014	0.0	0.0
11144	37.0	158.0
11143	2417.0	2859.0
139212	0.0	0.0
84124	1810.0	1201.0
11146	408.0	276.0
11145	10923.0	6753.0
11148	0.0	4.0
86781	55.0	22.0
11147	598.0	405.0
11149	119.0	829.0
392181	0.0	0.0
127294	122.0	50.0
644165	24.0	34.0
11151	1471.0	4050.0
166815	648.0	2251.0
392188	0.0	0.0
106479009	0.0	0.0
11153	395.0	348.0
106479008	0.0	0.0
644168	0.0	45.0
11152	3829.0	1656.0
106479007	0.0	0.0
25796	3283.0	1876.0
130888	299.0	300.0
23133	1254.0	3311.0
106479006	2.0	3.0
106480017	0.0	0.0
106480016	2.0	0.0
106479005	0.0	0.0
23135	2540.0	1369.0
25798	4914.0	3680.0
106479004	0.0	0.0
106480019	1.0	0.0
23136	1590.0	2361.0
25797	391.0	2165.0
106479003	0.0	0.0
106480018	0.0	1.0
23137	1428.0	2484.0
106479002	0.0	0.0
25799	742.0	323.0
402055	585.0	624.0
23138	742.0	773.0
106479001	0.0	0.0
23139	2931.0	2636.0
106479000	0.0	1.0
644160	0.0	1.0
106480020	0.0	0.0
25790	91.0	72.0
106480022	0.0	0.0
106480021	0.0	0.0
25792	7266.0	11591.0
106480024	0.0	16.0
25791	350.0	102.0
23130	1774.0	1388.0
106480023	0.0	0.0
23131	1340.0	5171.0
25794	33.0	16.0
106480026	2.0	0.0
25793	5781.0	5251.0
23132	1263.0	3621.0
106480025	0.0	0.0
11155	65.0	58.0
11154	553.0	610.0
11157	702.0	1646.0
11156	784.0	2696.0
11159	592.0	266.0
139221	96.0	13.0
11158	837.0	1207.0
392193	0.0	0.0
23108	1453.0	2449.0
23109	5.0	89.0
127281	1345.0	3461.0
441608	0.0	0.0
154860	2.0	11.0
11120	1870.0	4170.0
343263	0.0	4.0
154865	44.0	5.0
25763	0.0	0.0
106479039	0.0	0.0
23101	32.0	64.0
106479038	14.0	151.0
23102	2390.0	4759.0
106479037	9.0	20.0
25764	87.0	50.0
106479036	0.0	0.0
106479035	0.0	3.0
23105	37.0	4.0
25766	355.0	438.0
106479034	0.0	0.0
25769	51.0	109.0
106479033	0.0	0.0
23107	3259.0	2679.0
106479032	0.0	0.0
106479031	0.0	0.0
11129	2911.0	1715.0
106479030	0.0	0.0
84148	2731.0	3449.0
84144	151.0	534.0
11122	1007.0	18.0
84146	1366.0	3344.0
11124	3285.0	7011.0
11123	1408.0	2471.0
11126	23.0	23.0
84140	104.0	173.0
11128	1283.0	2682.0
84142	241.0	325.0
84141	581.0	500.0
139231	1724.0	5596.0
11127	504.0	679.0
23119	331.0	239.0
644186	32.0	32.0
11131	420.0	40.0
11130	228.0	4568.0
106479029	0.0	0.0
23111	2969.0	6041.0
106479028	0.0	1.0
25774	0.0	1.0
23112	1310.0	2713.0
106479027	0.0	0.0
25776	1967.0	1234.0
23113	1982.0	2892.0
106479026	0.0	1.0
25775	6.0	6.0
23114	1727.0	528.0
106479025	1.0	0.0
25778	1769.0	2416.0
106479024	0.0	0.0
25777	10443.0	19148.0
23116	615.0	767.0
106479023	1.0	0.0
23117	19.0	122.0
106479022	0.0	0.0
23118	3582.0	6632.0
106479021	0.0	0.0
115294	4166.0	3118.0
106479020	2.0	18.0
106480000	0.0	0.0
25770	0.0	0.0
106480002	0.0	0.0
106480001	0.0	0.0
152206	36.0	23.0
106480004	0.0	0.0
25771	2321.0	2436.0
84138	157.0	509.0
106480003	1.0	0.0
11133	690.0	270.0
84133	1.0	2.0
84132	710.0	1035.0
11132	994.0	453.0
11135	7689.0	12402.0
84135	707.0	927.0
84134	748.0	2906.0
11137	2621.0	3358.0
115290	557.0	891.0
11136	22.0	21.0
84131	931.0	1265.0
11138	1846.0	2225.0
730993	1.0	0.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	0.0	0.0
102465246	0.0	0.0
100272147	0.0	0.0
345895	36.0	4.0
729993	61.0	3.0
50717	4714.0	6184.0
102465257	0.0	0.0
102465256	0.0	0.0
102465255	0.0	0.0
729991	855.0	682.0
102465254	0.0	0.0
102465253	0.0	0.0
164284	520.0	123.0
100884155	0.0	0.0
102465252	0.0	0.0
730978	0.0	2.0
102465251	0.0	0.0
102465250	0.0	1.0
730974	0.0	0.0
392194	1.0	1.0
392197	0.0	0.0
646702	0.0	0.0
646701	1.0	0.0
646721	0.0	0.0
729962	4.0	1.0
729967	642.0	235.0
2504	19.0	10.0
2503	46.0	21.0
284418	1.0	0.0
2502	14.0	7.0
284417	47.0	141.0
2501	72.0	66.0
2500	223.0	152.0
284415	7.0	19.0
404635	9.0	5.0
619190	0.0	1.0
404636	525.0	856.0
2509	38.0	18.0
646723	1.0	4.0
2508	126.0	45.0
2507	12.0	3.0
619189	0.0	0.0
164237	0.0	0.0
729956	4.0	2.0
140290	61.0	19.0
729952	0.0	3.0
2515	3.0	6.0
284408	192.0	130.0
2512	138541.0	87535.0
284406	440.0	1062.0
2510	1.0	0.0
284403	77.0	1944.0
284402	34.0	34.0
2519	2491.0	2623.0
2518	6.0	0.0
2517	2439.0	1272.0
2516	1.0	4.0
646755	3.0	8.0
646754	0.0	0.0
646753	0.0	0.0
260434	5.0	13.0
23189	2903.0	5184.0
260436	144.0	5280.0
23180	1747.0	2855.0
2526	288.0	562.0
23181	1318.0	1412.0
2525	119.0	135.0
2524	156.0	505.0
2523	517.0	1660.0
23184	3275.0	4020.0
2521	12894.0	22271.0
23185	2368.0	14573.0
23186	1072.0	6119.0
2520	0.0	1.0
23187	3286.0	1962.0
2529	13.0	43.0
2528	399.0	1.0
2527	1.0	0.0
152273	2041.0	1581.0
644100	0.0	0.0
646766	7.0	5.0
644101	1.0	10.0
23199	3923.0	8224.0
260425	808.0	1533.0
729974	0.0	1.0
260429	5.0	0.0
2537	1847.0	3810.0
23191	5774.0	17063.0
23192	3700.0	2345.0
23193	14043.0	48631.0
2535	251.0	175.0
2534	2721.0	1442.0
23194	1458.0	3505.0
2533	457.0	2866.0
23195	2022.0	6672.0
23196	6309.0	19960.0
2532	7328.0	374.0
23197	2589.0	4789.0
2531	4159.0	3429.0
2530	1471.0	1411.0
23198	3190.0	21243.0
345829	4.0	3.0
646759	0.0	0.0
646758	1.0	2.0
2539	1811.0	2339.0
2538	2.0	0.0
23190	2939.0	18009.0
25903	1246.0	4778.0
25902	444.0	2071.0
25904	1388.0	2662.0
100129866	1.0	2.0
25907	256.0	360.0
100130855	95.0	145.0
25906	723.0	809.0
25909	1078.0	5262.0
100127206	0.0	0.0
100129867	0.0	3.0
2551	921.0	1896.0
2550	3164.0	2250.0
25901	2893.0	720.0
25900	695.0	452.0
2548	4869.0	3023.0
223075	165.0	75.0
2547	13923.0	40468.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	25.0	28.0
2542	968.0	1332.0
100874403	0.0	0.0
100874402	0.0	0.0
100874401	0.0	1.0
100874400	0.0	0.0
100129863	0.0	0.0
100874407	0.0	0.0
100874406	0.0	0.0
100874405	0.0	0.0
2549	1104.0	1949.0
100874404	0.0	0.0
25914	684.0	1275.0
100130848	0.0	0.0
25913	881.0	2052.0
100129858	43.0	10.0
25915	2636.0	2403.0
25917	1533.0	3072.0
2562	49.0	25.0
2561	24.0	68.0
2560	5.0	0.0
25912	11871.0	35372.0
25911	884.0	497.0
2559	0.0	1.0
2558	0.0	3.0
2557	49.0	0.0
2556	0.0	502.0
2555	18.0	8.0
2554	0.0	3.0
2553	2370.0	4468.0
100129853	0.0	0.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	46.0	14.0
2572	0.0	0.0
2571	12.0	37.0
2570	2.0	30.0
2569	12.0	0.0
2568	11221.0	138751.0
2567	10.0	44.0
2566	1.0	0.0
2565	8.0	2.0
2564	1095.0	1193.0
2563	20.0	47.0
100874425	0.0	0.0
100874424	0.0	0.0
100874423	0.0	0.0
100129842	144.0	416.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	7.0	0.0
100129836	0.0	7.0
100874410	0.0	2.0
286676	415.0	591.0
100130821	0.0	0.0
100130820	0.0	1.0
2584	843.0	597.0
2583	128.0	854.0
2582	1089.0	555.0
2581	1161.0	2139.0
2580	3894.0	2302.0
100874419	0.0	0.0
100874414	1.0	0.0
100874413	2.0	0.0
100874412	0.0	0.0
100874411	1.0	0.0
100874418	5.0	5.0
223082	754.0	1039.0
100874417	2.0	0.0
100874416	0.0	2.0
100874415	0.0	0.0
100129827	5.0	2.0
100874443	1.0	0.0
100874442	0.0	0.0
100129824	0.0	0.0
100874441	0.0	1.0
100874440	0.0	0.0
2595	722.0	2186.0
2593	2147.0	38.0
100379300	0.0	0.0
2592	1339.0	467.0
2591	1310.0	12885.0
441389	35.0	8.0
2590	2354.0	9583.0
441386	16.0	1.0
127617	2.0	1.0
2589	4218.0	5491.0
2588	1125.0	3778.0
2587	3.0	0.0
441391	14.0	17.0
284018	2074.0	376.0
2585	716.0	1611.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	148.0	158.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	1.0	0.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	0.0
100874431	0.0	9.0
100874430	0.0	0.0
100129813	3.0	1.0
441377	1.0	0.0
441376	950.0	2956.0
441381	0.0	0.0
127602	199.0	627.0
2597	60504.0	137464.0
2596	27.0	5.0
100874436	0.0	0.0
284004	2016.0	340.0
100874435	0.0	0.0
100874434	2.0	7.0
100874433	3.0	2.0
284001	2003.0	707.0
100874439	0.0	0.0
100874438	0.0	0.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	10.0	1.0
100874464	0.0	0.0
100874462	0.0	2.0
100129801	0.0	0.0
100874469	0.0	0.0
100874468	0.0	0.0
100874467	1.0	2.0
100874466	2.0	0.0
100874450	0.0	0.0
50937	1351.0	364.0
100874454	0.0	0.0
50939	12.0	24.0
100874453	0.0	0.0
100874452	0.0	1.0
100874451	1.0	3.0
100874457	0.0	0.0
100874456	3.0	0.0
50940	163.0	12.0
100874455	0.0	3.0
50943	95.0	464.0
50945	0.0	0.0
50944	16.0	20.0
100874459	0.0	0.0
23328	3656.0	2765.0
23329	538.0	404.0
84281	1586.0	100.0
84280	800.0	1745.0
644076	3.0	0.0
11340	1553.0	1961.0
644079	3.0	0.0
25983	1768.0	1254.0
127665	13.0	2.0
23321	2908.0	22734.0
115677	1986.0	206.0
644070	0.0	0.0
23322	253.0	1326.0
25984	4314.0	37984.0
23324	3044.0	3085.0
25987	5224.0	2517.0
23325	1079.0	3955.0
23326	8583.0	13698.0
25989	1930.0	1736.0
23327	5881.0	1072.0
25988	1229.0	789.0
25981	500.0	255.0
25980	3453.0	2032.0
11342	2280.0	6535.0
84287	1828.0	2735.0
84286	1409.0	401.0
11341	59.0	92.0
284058	2488.0	4545.0
84289	2190.0	841.0
11344	2389.0	3636.0
11343	7596.0	1288.0
84288	297.0	141.0
84283	878.0	2227.0
11346	7622.0	4790.0
11345	5572.0	5985.0
84282	2220.0	996.0
84285	1411.0	3236.0
84284	2228.0	1439.0
23339	3936.0	9024.0
84270	1140.0	508.0
23331	1520.0	639.0
25994	1881.0	2999.0
23332	2099.0	4415.0
25996	2865.0	2325.0
23333	696.0	1676.0
23334	1856.0	2886.0
25998	1705.0	4410.0
23335	747.0	1613.0
23336	24379.0	6176.0
441332	0.0	0.0
644082	1.0	0.0
23338	1945.0	6874.0
25999	2292.0	442.0
441331	0.0	0.0
84279	1104.0	1066.0
25992	1140.0	622.0
84276	1220.0	966.0
84275	875.0	763.0
284047	10.0	170.0
84278	131.0	572.0
84277	1109.0	819.0
84272	3583.0	5159.0
84271	7325.0	10619.0
84274	1444.0	907.0
84273	1709.0	1339.0
23306	601.0	2269.0
23307	2806.0	5965.0
284040	33.0	17.0
23308	11.0	39.0
23309	2333.0	3995.0
25961	171.0	85.0
25960	2562.0	1663.0
25963	9948.0	8675.0
23300	3034.0	7904.0
23301	2238.0	3169.0
25962	3707.0	10716.0
23302	205.0	34.0
23303	3630.0	668.0
644096	1075.0	594.0
23304	2342.0	4586.0
25966	2850.0	1754.0
23305	14.0	506.0
644094	0.0	0.0
11328	4694.0	14331.0
11329	3575.0	16485.0
11320	1933.0	2395.0
137012	0.0	7.0
113000	1158.0	1851.0
11322	1330.0	1832.0
11321	1324.0	3713.0
284034	0.0	0.0
11326	1425.0	2918.0
11325	8181.0	6635.0
23317	1300.0	8288.0
84290	3.0	25.0
25979	1913.0	682.0
23318	989.0	2234.0
84292	509.0	227.0
25972	1211.0	2263.0
23310	553.0	4831.0
441359	0.0	0.0
25974	509.0	680.0
23312	423.0	3364.0
25973	327.0	451.0
23313	5160.0	7598.0
25976	2586.0	1629.0
23314	88.0	1076.0
25975	131.0	629.0
441355	1.0	3.0
25978	2169.0	6725.0
23315	1553.0	4519.0
25977	1433.0	3216.0
23316	103.0	1887.0
11339	21.0	641.0
11338	6068.0	8318.0
441362	0.0	0.0
441361	0.0	0.0
140660	3.0	2.0
115650	118.0	179.0
127623	0.0	0.0
25970	4826.0	3005.0
284029	298.0	108.0
115653	0.0	4.0
84298	1332.0	1269.0
11331	14211.0	7898.0
11330	12.0	1.0
11333	5767.0	8204.0
152641	29.0	29.0
11332	873.0	2575.0
84299	2323.0	1469.0
11335	6626.0	23341.0
84294	623.0	4009.0
11334	1994.0	1173.0
84293	7118.0	7258.0
84296	50.0	1338.0
11337	4876.0	2207.0
284021	233.0	375.0
84295	604.0	3722.0
11336	4453.0	3967.0
25946	2273.0	1362.0
25949	5518.0	2167.0
25948	2224.0	4293.0
441308	0.0	0.0
139604	0.0	0.0
100130898	2.0	0.0
100130894	8.0	22.0
25941	2805.0	4803.0
25940	1815.0	3130.0
100130892	23.0	6.0
25943	1516.0	1019.0
25942	3033.0	6280.0
100130890	113.0	78.0
25945	218.0	661.0
11309	1274.0	4676.0
284099	3.0	2.0
284098	310.0	1125.0
25957	5145.0	5631.0
140609	1632.0	4868.0
25959	4147.0	1428.0
100130889	0.0	18.0
100130887	3.0	5.0
25950	436.0	267.0
25953	2916.0	2888.0
25956	629.0	393.0
11317	1.0	11.0
11316	5363.0	7339.0
11319	1444.0	1747.0
11318	43.0	4.0
100379378	0.0	0.0
11311	2008.0	4359.0
11313	3358.0	2412.0
140603	0.0	0.0
11315	12881.0	6453.0
284086	441.0	263.0
11314	560.0	1288.0
25925	1246.0	406.0
284085	2.0	5.0
25924	154.0	10.0
25927	891.0	335.0
284083	1.0	1.0
100130879	0.0	0.0
25926	2457.0	3340.0
139628	0.0	0.0
25929	1268.0	1775.0
25928	745.0	272.0
441328	0.0	0.0
127687	1488.0	1687.0
100130873	2.0	1.0
441327	0.0	0.0
441326	0.0	0.0
100130871	0.0	0.0
441324	0.0	0.0
25921	4050.0	14164.0
441323	0.0	0.0
25920	5004.0	7183.0
25923	2850.0	11548.0
140612	487.0	379.0
100129880	0.0	0.0
284076	9.0	7.0
100129882	6.0	0.0
25936	883.0	1576.0
25938	361.0	1733.0
25937	3099.0	25964.0
284071	12.0	15.0
100130866	0.0	0.0
25939	3647.0	10654.0
113026	3074.0	978.0
441317	0.0	0.0
441315	0.0	0.0
25930	2692.0	5953.0
441314	0.0	0.0
441313	0.0	0.0
25932	4519.0	25143.0
127671	0.0	0.0
25934	764.0	3068.0
127670	5.0	8.0
284069	52.0	46.0
140623	23.0	6.0
140625	0.0	0.0
284067	0.0	1.0
100129871	0.0	0.0
140628	3.0	6.0
406982	0.0	0.0
406981	0.0	0.0
406984	0.0	3.0
406983	5.0	10.0
406986	0.0	0.0
406985	2.0	0.0
406988	175.0	0.0
406987	0.0	0.0
23287	523.0	2054.0
23288	1835.0	1053.0
406980	0.0	0.0
84206	195.0	198.0
23281	18.0	168.0
84203	1.0	3.0
23283	1515.0	3140.0
23284	73.0	16.0
140596	0.0	0.0
23285	190.0	163.0
152579	763.0	1557.0
140597	126.0	70.0
23286	4128.0	8207.0
152578	0.0	1.0
406979	0.0	0.0
406978	0.0	0.0
152573	16.0	19.0
644000	0.0	0.0
646663	0.0	0.0
406971	0.0	0.0
406970	0.0	0.0
406973	1.0	0.0
406972	0.0	12.0
406974	0.0	0.0
406977	0.0	0.0
406976	2.0	4.0
23299	1613.0	2630.0
201725	190.0	3739.0
23291	1777.0	4185.0
23293	569.0	1340.0
23294	1721.0	5691.0
23295	1762.0	6631.0
406968	3.0	0.0
406967	0.0	0.0
646658	16.0	4.0
152586	0.0	0.0
406969	1.0	1.0
406960	0.0	0.0
11281	3.0	3.0
406962	2.0	12.0
646672	1.0	0.0
11280	35.0	14.0
406961	0.0	0.0
11283	120.0	3.0
406964	0.0	0.0
11282	3625.0	18278.0
406963	1.0	0.0
644016	2.0	841.0
