id	edea4e5b-ad4d-4a0b-9656-3d82d4a24698	bdceb6c5-77d1-43e6-9046-1340502c2a60
102465669	0.0	0.0
102465668	1.0	0.0
646309	182.0	97.0
201627	3297.0	2201.0
646324	26.0	29.0
201626	2870.0	2523.0
727758	102.0	83.0
201625	108.0	17.0
648980	5.0	0.0
84572	3839.0	3813.0
646316	0.0	0.0
84570	281.0	85.0
345462	543.0	233.0
102465689	2.0	0.0
102465688	0.0	0.0
646330	4.0	0.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	17431.0	5665.0
727701	15.0	6.0
727703	3.0	3.0
727704	0.0	0.0
201633	142.0	97.0
2900	196.0	197.0
2908	10610.0	2827.0
2907	11452.0	16582.0
2906	78.0	152.0
2905	162.0	70.0
2904	127.0	41.0
2903	228.0	78.0
345456	0.0	0.0
2902	215.0	53.0
2901	427.0	63.0
406894	0.0	0.0
406893	0.0	0.0
406896	21.0	7.0
406895	1.0	1.0
406898	0.0	0.0
646348	0.0	1.0
406897	0.0	0.0
102465695	0.0	0.0
646346	1.0	0.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	0.0	0.0
406892	0.0	0.0
406891	0.0	0.0
2911	14.0	7.0
201651	9.0	4.0
2919	232.0	12.0
2918	19.0	93.0
102465691	0.0	0.0
2917	26.0	3.0
2916	17.0	12.0
2915	1.0	3.0
2914	18.0	48.0
2913	10.0	7.0
2912	34.0	25.0
404220	59.0	11.0
406883	0.0	0.0
406882	0.0	0.0
406885	4.0	0.0
406884	0.0	0.0
646359	3.0	0.0
406887	0.0	0.0
406886	20.0	7.0
406889	0.0	0.0
406888	2.0	2.0
23584	1331.0	52.0
23585	12395.0	9347.0
23586	2610.0	2333.0
23587	2098.0	1802.0
23588	4021.0	1689.0
23589	3003.0	4319.0
406881	1.0	1.0
2922	309.0	603.0
2921	112.0	6.0
2920	1094.0	84.0
23580	11691.0	4106.0
23581	13.0	7.0
23582	4713.0	3502.0
23583	2027.0	2750.0
404217	410.0	1321.0
2928	0.0	0.0
2926	8131.0	6643.0
2925	1253.0	80.0
2923	45315.0	30819.0
646366	1.0	2.0
345430	0.0	0.0
406875	0.0	0.0
404216	0.0	73.0
23595	2535.0	908.0
23596	587.0	286.0
23597	1929.0	1534.0
96597	11.0	8.0
23598	6460.0	3554.0
100130584	0.0	0.0
100130581	390.0	236.0
646360	14.0	7.0
129450	892.0	560.0
130429	0.0	0.0
2932	7476.0	4098.0
2931	3894.0	3253.0
23590	246.0	175.0
100129591	8.0	2.0
23591	0.0	0.0
23592	4049.0	2161.0
23593	6402.0	4588.0
23594	133.0	228.0
727708	0.0	0.0
100499485	0.0	0.0
100129597	2.0	1.0
100499483	204.0	70.0
2939	4.0	3.0
2938	265.0	3.0
2937	4218.0	4773.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	5001.0	5126.0
2935	15640.0	11538.0
2934	65118.0	51900.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	3325.0	1196.0
60506	1.0	0.0
2944	4070.0	2269.0
2942	0.0	0.0
2941	2180.0	952.0
2940	17.0	8.0
2949	1881.0	474.0
2948	2167.0	1537.0
2947	24326.0	17065.0
2946	3599.0	629.0
60526	1218.0	818.0
2954	1987.0	1107.0
2953	44.0	18.0
2951	0.0	0.0
2950	12737.0	5774.0
2959	2017.0	1351.0
2958	2269.0	1848.0
2957	5341.0	3864.0
2956	6194.0	4541.0
100288948	0.0	0.0
60529	3556.0	51.0
60528	5970.0	4286.0
2966	202.0	125.0
84504	0.0	0.0
2965	4545.0	2244.0
84503	654.0	287.0
2964	1.0	8.0
2963	1600.0	1294.0
2962	7164.0	6115.0
2961	1489.0	1725.0
84502	528.0	74.0
2960	1264.0	1565.0
84501	344.0	338.0
2969	6816.0	2392.0
2968	188.0	195.0
2967	2384.0	2022.0
2980	0.0	0.0
2977	1421.0	1243.0
2976	4757.0	3128.0
2975	7741.0	5886.0
2974	10.0	138.0
2972	2593.0	2202.0
2971	5861.0	4899.0
2970	121.0	107.0
2979	83.0	31.0
2978	2.0	6.0
154442	53.0	6.0
2990	7999.0	4339.0
225689	156.0	281.0
84519	132.0	66.0
84518	187.0	144.0
60559	12890.0	7359.0
100500914	0.0	0.0
2987	6473.0	7758.0
60558	3177.0	1703.0
84525	646.0	1476.0
100500915	0.0	0.0
2986	0.0	0.0
84528	0.0	0.0
100500916	0.0	0.0
84527	1061.0	364.0
100500917	1.0	1.0
2984	96.0	31.0
84522	2404.0	2263.0
100500918	0.0	0.0
2983	1671.0	1165.0
100500919	0.0	0.0
84524	1383.0	452.0
2982	11024.0	1426.0
2981	0.0	0.0
84520	798.0	567.0
100500910	0.0	0.0
100500911	1.0	0.0
2989	7.0	10.0
100500913	0.0	0.0
2999	65.0	51.0
84515	1045.0	506.0
100500903	0.0	0.0
2998	0.0	5.0
84514	3481.0	2336.0
100500904	2.0	4.0
2997	3899.0	2769.0
84517	108.0	135.0
100500905	0.0	0.0
84516	6815.0	4703.0
2996	11.0	20.0
100500906	0.0	0.0
2995	2376.0	2004.0
2994	0.0	0.0
100500908	0.0	2.0
84513	4600.0	2258.0
2993	2.0	0.0
100500909	0.0	1.0
2992	3970.0	2806.0
60561	1532.0	834.0
60560	2594.0	1361.0
100500900	0.0	0.0
100500901	0.0	0.0
100288904	0.0	1.0
154467	329.0	821.0
130497	2471.0	127.0
84548	1143.0	1006.0
84547	649.0	543.0
100500938	1.0	0.0
84549	1611.0	958.0
84546	0.0	0.0
84545	3412.0	2877.0
84542	767.0	545.0
84541	134.0	73.0
727795	79.0	34.0
84529	524.0	204.0
84536	220.0	124.0
84539	0.0	0.0
84532	3487.0	1776.0
84530	1.0	2.0
23729	408.0	175.0
201288	1.0	0.0
201283	777.0	371.0
23738	2.0	0.0
23731	12855.0	6063.0
23732	321.0	7.0
201299	13.0	59.0
201292	1674.0	1337.0
201294	720.0	586.0
23704	1337.0	6005.0
23705	8815.0	1736.0
23708	1442.0	375.0
252840	2.0	0.0
252841	8.0	1.0
100288897	22.0	3.0
23710	5926.0	2770.0
100288892	0.0	1.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	7.0	6.0
100288861	0.0	0.0
84701	141.0	195.0
252884	979.0	223.0
84700	48.0	6.0
129841	0.0	0.0
94086	11.0	7.0
117854	725.0	346.0
100130450	0.0	0.0
154807	5532.0	4092.0
100129460	208.0	100.0
359710	0.0	0.0
94081	2059.0	1358.0
115201	1005.0	838.0
100129468	0.0	0.0
100129464	1.0	0.0
286256	133.0	308.0
286257	1084.0	1638.0
100129459	0.0	0.0
100130447	0.0	0.0
129831	907.0	627.0
646269	5.0	0.0
646262	0.0	0.0
286262	1193.0	2441.0
142827	8.0	0.0
100129452	7.0	1.0
646278	49.0	30.0
100130435	0.0	0.0
727800	283.0	265.0
646270	8.0	6.0
154822	118.0	8.0
23782	0.0	0.0
23783	8.0	3.0
23784	9.0	0.0
23786	5510.0	2091.0
23787	13156.0	12105.0
646273	0.0	0.0
23788	4991.0	5953.0
359730	1.0	1.0
359731	1.0	0.0
23780	2652.0	1979.0
23781	0.0	0.0
345079	466.0	105.0
154810	9886.0	3910.0
100129438	0.0	0.0
94097	1635.0	4315.0
359737	0.0	0.0
359738	0.0	0.0
359739	2.0	2.0
646282	386.0	349.0
359736	3.0	1.0
359740	0.0	2.0
359741	0.0	1.0
359742	0.0	0.0
359743	24.0	12.0
139201	30.0	17.0
129804	1211.0	725.0
129807	5.0	1.0
129880	695.0	372.0
23768	4114.0	918.0
23769	41.0	8.0
129881	67.0	100.0
100130418	440.0	38.0
345062	3.0	0.0
286204	151.0	29.0
100129428	0.0	0.0
286205	1505.0	759.0
100129427	0.0	0.0
23760	5449.0	2589.0
359748	0.0	0.0
100862854	0.0	0.0
286207	187.0	187.0
359749	3.0	0.0
23761	4597.0	1638.0
100862855	0.0	0.0
23762	695.0	188.0
23764	1737.0	757.0
359744	1.0	2.0
100862850	0.0	0.0
23765	3199.0	1197.0
359745	0.0	0.0
359746	0.0	0.0
100862852	0.0	0.0
23766	0.0	0.0
23767	1122.0	81.0
100862853	0.0	1.0
359747	0.0	0.0
359751	0.0	0.0
359752	1.0	3.0
359753	2.0	1.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	355.0	94.0
129870	0.0	0.0
100130405	0.0	0.0
100130402	0.0	0.0
23772	0.0	0.0
23774	4517.0	1392.0
359755	0.0	1.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	0.0	0.0
23770	14106.0	10466.0
359761	17.0	7.0
129868	2.0	0.0
23746	0.0	0.0
102465502	1.0	6.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	78.0	47.0
23749	0.0	0.0
100129403	0.0	0.0
345041	14.0	16.0
100129405	173.0	103.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	14737.0	12346.0
102465507	0.0	1.0
23742	0.0	0.0
359766	0.0	0.0
23743	356.0	603.0
359767	1.0	0.0
102465505	0.0	0.0
130813	34.0	91.0
23744	2.0	0.0
102465504	0.0	0.0
130814	2560.0	3434.0
102465503	0.0	0.0
359774	9.0	1.0
359775	0.0	0.0
359776	0.0	0.0
359770	1.0	1.0
359771	0.0	0.0
359772	1.0	1.0
100129402	0.0	0.0
100129401	0.0	0.0
23757	0.0	0.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	0.0	0.0
23759	3846.0	1916.0
102465511	0.0	0.0
286234	0.0	0.0
102465510	0.0	0.0
129852	26.0	9.0
347694	0.0	0.0
286239	0.0	0.0
23751	0.0	0.0
102465519	0.0	0.0
23752	0.0	1.0
23753	1147.0	848.0
115207	17625.0	7174.0
359777	0.0	0.0
102465517	0.0	0.0
130827	514.0	422.0
359778	0.0	0.0
102465516	0.0	0.0
115209	1673.0	1178.0
23755	14.0	4.0
359779	0.0	0.0
102465515	0.0	1.0
23756	0.0	0.0
102465514	0.0	0.0
359787	0.0	0.0
359781	0.0	0.0
359782	0.0	0.0
347689	40.0	13.0
347688	20.0	12.0
102465524	0.0	0.0
94005	6039.0	4957.0
102465523	1.0	1.0
102465522	0.0	0.0
102465521	0.0	0.0
102465520	0.0	0.0
94009	63.0	49.0
727866	1.0	0.0
57060	1693.0	1028.0
102465528	0.0	0.0
102465527	0.0	0.0
57062	13602.0	9908.0
102465526	0.0	0.0
727865	5.0	1.0
102465525	0.0	0.0
84687	4404.0	4635.0
727859	2.0	0.0
84689	190.0	560.0
84688	16.0	9.0
139135	0.0	0.0
84684	1.0	0.0
84681	1418.0	1271.0
84680	1946.0	598.0
102465535	0.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	0.0	0.0
102465530	1.0	0.0
727856	2.0	0.0
727857	0.0	0.0
727851	95.0	26.0
102465539	0.0	0.0
102465538	0.0	0.0
102465537	1.0	0.0
102465536	0.0	0.0
84679	6335.0	1452.0
84676	21.0	14.0
84675	8.0	2.0
140123	0.0	0.0
84678	2424.0	1670.0
84677	5.0	0.0
84672	0.0	0.0
84671	2025.0	1082.0
84674	1027.0	710.0
84673	0.0	0.0
152101	0.0	0.0
152100	771.0	675.0
94027	27.0	2.0
94026	2.0	0.0
94025	413.0	4.0
129787	2676.0	1643.0
57088	5512.0	1952.0
127124	3.0	1.0
57089	1086.0	1412.0
57082	162.0	535.0
57084	0.0	0.0
57085	4347.0	4348.0
152118	0.0	0.0
152110	4755.0	367.0
154790	24.0	8.0
154791	488.0	231.0
646201	0.0	0.0
57091	146.0	84.0
94015	796.0	373.0
57092	11166.0	6367.0
646202	24.0	19.0
57097	1733.0	540.0
57099	540.0	787.0
727879	0.0	0.0
57093	0.0	0.0
166752	2.0	0.0
57094	32.0	553.0
57095	3681.0	3171.0
57096	111.0	62.0
139163	1.0	0.0
84698	629.0	327.0
84699	0.0	1.0
84694	0.0	0.0
84693	979.0	357.0
100499563	1.0	0.0
84696	75.0	45.0
84695	433.0	317.0
84690	2.0	4.0
84692	6.0	0.0
84691	5.0	13.0
130752	195.0	39.0
646213	0.0	0.0
100130495	26.0	9.0
646208	15.0	0.0
94039	2720.0	1215.0
94031	3050.0	18937.0
94030	244.0	70.0
100130484	0.0	0.0
94033	18.0	0.0
94032	5.0	22.0
727810	4.0	2.0
100130481	0.0	0.0
100130480	4.0	1.0
115196	887.0	410.0
727805	0.0	2.0
139105	0.0	0.0
646218	0.0	0.0
347744	54.0	57.0
347741	3.0	0.0
646231	0.0	0.0
154743	1557.0	755.0
130773	10.0	1.0
727842	0.0	0.0
100129480	215.0	150.0
100129482	2797.0	453.0
727837	0.0	0.0
347736	36.0	20.0
347733	790.0	108.0
347732	25.0	32.0
347735	9096.0	10651.0
347734	5510.0	6427.0
347731	19.0	0.0
646243	0.0	0.0
94059	322.0	354.0
347730	5.0	2.0
646249	0.0	0.0
201305	48.0	30.0
100130466	0.0	0.0
727833	0.0	0.0
727835	3.0	7.0
100130462	0.0	0.0
94056	8624.0	7147.0
100130461	0.0	2.0
727830	0.0	0.0
727832	0.0	0.0
140100	0.0	0.0
727826	77.0	30.0
727828	0.0	0.0
100129472	0.0	0.0
347720	0.0	0.0
100288841	0.0	0.0
60626	7175.0	6653.0
347717	1.0	0.0
347716	105.0	12.0
101154644	0.0	0.0
152195	662.0	232.0
100288831	1.0	0.0
164153	64.0	2.0
105370141	0.0	0.0
347704	0.0	1.0
347703	1.0	1.0
347706	0.0	0.0
152189	670.0	689.0
347705	1.0	0.0
347702	0.0	0.0
152185	2032.0	1524.0
347701	0.0	1.0
100288827	8.0	1.0
100288825	0.0	0.0
57000	101.0	60.0
57001	726.0	296.0
84618	2.0	3.0
84617	2303.0	4275.0
84619	358.0	388.0
57007	1750.0	2097.0
84624	1696.0	6344.0
84627	1104.0	1913.0
84626	922.0	344.0
57002	737.0	378.0
57003	15251.0	5950.0
84620	515.0	1560.0
84623	18.0	36.0
57004	1.0	0.0
84622	1437.0	608.0
100288814	3.0	2.0
57010	424.0	40.0
57017	2402.0	2375.0
84614	2521.0	959.0
57018	7007.0	3143.0
57019	2802.0	3017.0
84616	0.0	0.0
84612	2536.0	4929.0
57016	345.0	11.0
96626	0.0	0.0
100288805	243.0	75.0
100288801	6.0	1.0
100288802	0.0	0.0
57020	4616.0	3987.0
164127	2.0	7.0
166785	1323.0	837.0
84639	1.0	0.0
84647	0.0	0.0
84649	2469.0	5542.0
60678	1395.0	1032.0
60677	0.0	0.0
84648	0.0	0.0
60676	317.0	35.0
84643	0.0	0.0
60675	5.0	0.0
139170	91.0	27.0
101154686	3.0	0.0
84645	234.0	72.0
60674	11860.0	3944.0
57026	55.0	28.0
60673	1558.0	2208.0
152138	0.0	0.0
60672	990.0	871.0
152137	7374.0	4052.0
252946	0.0	0.0
84641	5179.0	5152.0
252948	0.0	0.0
84640	3661.0	2657.0
252949	0.0	0.0
154796	5297.0	1650.0
96610	278.0	91.0
164118	8.0	1.0
84629	13610.0	8428.0
84628	54.0	152.0
727897	7496.0	184.0
57030	616.0	80.0
84636	172.0	21.0
252950	0.0	0.0
252951	0.0	0.0
252952	0.0	0.0
57035	5858.0	1359.0
84632	5599.0	1697.0
60686	1169.0	840.0
84631	9.0	7.0
57037	2547.0	988.0
84634	6.0	7.0
60685	6632.0	6183.0
105370183	0.0	2.0
57038	2809.0	1612.0
60684	4228.0	2424.0
60682	1044.0	569.0
60681	7141.0	9666.0
84630	26.0	42.0
60680	186.0	10.0
252953	0.0	0.0
252954	0.0	0.0
139189	0.0	1.0
252955	0.0	0.0
252956	1.0	0.0
57045	4691.0	7063.0
84669	5331.0	2419.0
84668	5694.0	1029.0
84665	20.0	1.0
57047	12.0	12.0
84664	0.0	0.0
84667	1.0	6.0
84666	0.0	0.0
84661	2161.0	1775.0
84660	45.0	17.0
84662	1163.0	2921.0
648809	0.0	1.0
648822	2.0	0.0
57053	69.0	57.0
57054	0.0	0.0
57055	0.0	0.0
57050	2745.0	2025.0
166793	502.0	223.0
84658	8.0	0.0
84657	51.0	32.0
84659	71.0	4.0
84654	0.0	0.0
57057	0.0	0.0
84656	9326.0	8803.0
84650	2459.0	798.0
84651	4.0	0.0
100132917	0.0	0.0
100132918	0.0	0.0
252983	1329.0	937.0
441073	71.0	21.0
100132920	2.0	0.0
100132923	46.0	6.0
100132929	0.0	0.0
100288797	1.0	0.0
441056	0.0	0.0
441066	2.0	0.0
252995	228.0	140.0
441061	0.0	3.0
100132932	0.0	0.0
100132938	0.0	0.0
100288785	0.0	0.0
441094	624.0	513.0
100132940	0.0	0.0
252968	1.0	0.0
252969	1789.0	1230.0
100132948	15.0	10.0
100132949	0.0	0.0
286310	5.0	1.0
404093	3213.0	3046.0
286319	1815.0	825.0
100288772	10.0	6.0
441027	3188.0	4483.0
441026	0.0	1.0
441024	1235.0	384.0
441032	506.0	87.0
84803	382.0	154.0
164091	1323.0	1147.0
100132963	1.0	0.0
100132965	3.0	0.0
100132967	0.0	0.0
152098	170.0	84.0
100288757	0.0	0.0
100132973	0.0	0.0
100132978	2.0	1.0
100132979	0.0	1.0
359803	8.0	0.0
359804	1.0	0.0
100288742	0.0	0.0
359806	2.0	0.0
84816	373.0	436.0
359800	2.0	0.0
84818	3376.0	2172.0
441046	57.0	18.0
84817	1569.0	2733.0
359802	0.0	0.0
84823	2637.0	3227.0
57205	2659.0	1137.0
441054	78.0	63.0
84824	77.0	11.0
441051	19.0	6.0
441050	41.0	71.0
84820	223.0	116.0
100132987	4.0	4.0
57209	1795.0	484.0
100288739	1.0	0.0
84809	1252.0	516.0
84808	102.0	69.0
57210	2046.0	913.0
84804	1140.0	827.0
100288730	125.0	29.0
84807	267.0	111.0
441034	58.0	15.0
84812	591.0	911.0
57215	2316.0	1598.0
84811	1901.0	844.0
57216	3424.0	1014.0
57217	3145.0	1317.0
84814	219.0	257.0
100132992	3.0	0.0
57211	1202.0	220.0
100132994	0.0	0.0
57212	2853.0	1332.0
57213	990.0	530.0
100132995	1.0	0.0
57214	167.0	1590.0
105370242	0.0	0.0
286365	0.0	0.0
100130338	0.0	0.0
100129348	0.0	0.0
100130335	14.0	10.0
648791	212.0	77.0
359822	0.0	0.0
100129347	25.0	6.0
286370	0.0	0.0
404037	2.0	0.0
100130327	0.0	0.0
100129337	5.0	1.0
130728	1.0	0.0
286380	1.0	0.0
100129331	0.0	0.0
100130319	0.0	0.0
404024	2.0	3.0
404026	0.0	0.0
100129329	0.0	2.0
100130313	0.0	0.0
441009	19.0	8.0
100130311	569.0	170.0
100130310	0.0	0.0
130733	441.0	105.0
359844	2.0	0.0
359845	1618.0	2779.0
727914	5.0	1.0
727915	0.0	0.0
100129325	1.0	0.0
100129320	8.0	5.0
646168	3.0	6.0
100129319	2.0	0.0
100130307	12.0	5.0
100129315	0.0	0.0
100130302	3.0	1.0
727910	737.0	835.0
100130301	21.0	5.0
345193	48.0	27.0
130749	23.0	17.0
646164	0.0	0.0
727909	16.0	3.0
727905	0.0	0.0
100129308	0.0	0.0
646177	0.0	0.0
100129306	0.0	0.0
646171	6.0	8.0
646175	1.0	0.0
646174	0.0	1.0
115123	254.0	286.0
286333	95.0	56.0
286336	559.0	428.0
115106	1104.0	899.0
100306975	0.0	0.0
115111	118.0	16.0
286343	2557.0	1097.0
286348	1.0	0.0
646193	0.0	11.0
100886964	1.0	0.0
646192	0.0	0.0
646196	2.0	4.0
646195	180.0	36.0
100534599	2.0	0.0
130700	1.0	0.0
100306951	184.0	174.0
100534595	125.0	43.0
100132911	0.0	0.0
100534592	2.0	0.0
100534593	114.0	39.0
286362	0.0	0.0
100132916	2.0	1.0
100240709	2.0	2.0
129684	9.0	0.0
57180	789.0	290.0
129685	2373.0	2102.0
100240707	5.0	1.0
727982	66.0	0.0
57185	5784.0	1738.0
727987	1.0	0.0
57186	7410.0	1622.0
57187	6551.0	4149.0
57188	664.0	387.0
57181	3759.0	2323.0
94122	1165.0	1625.0
57182	7708.0	14745.0
727984	7.0	1.0
94121	5492.0	2752.0
94120	775.0	186.0
57184	1416.0	639.0
359795	0.0	0.0
359797	0.0	0.0
359798	0.0	0.0
359791	0.0	0.0
100009613	18.0	15.0
57189	6979.0	2267.0
359792	13.0	2.0
127018	1169.0	1084.0
359793	0.0	0.0
100240711	1.0	0.0
100240712	0.0	0.0
100240710	0.0	0.0
345258	1.0	0.0
100240713	0.0	0.0
94115	0.0	0.0
57190	12522.0	10677.0
727970	3.0	2.0
57191	110.0	54.0
166614	346.0	441.0
57198	3898.0	2736.0
57192	1123.0	1544.0
359799	1.0	0.0
57194	2254.0	1254.0
727969	0.0	0.0
84798	2161.0	1489.0
140004	0.0	0.0
84793	109.0	72.0
84792	1892.0	1331.0
84795	2528.0	955.0
84791	692.0	648.0
84790	2127.0	6086.0
154661	516.0	238.0
154664	261.0	19.0
166647	4550.0	1103.0
127003	20.0	10.0
127002	368.0	272.0
115019	2.0	3.0
100130396	0.0	0.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	11.0	10.0
100130391	0.0	4.0
115024	2317.0	1392.0
142679	535.0	185.0
648729	5.0	4.0
142678	1803.0	1105.0
347894	0.0	0.0
102465436	0.0	0.0
94137	56.0	11.0
727991	18.0	3.0
102465435	0.0	0.0
102465434	0.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
648740	0.0	0.0
102465431	1.0	0.0
102465430	0.0	0.0
100130388	7.0	3.0
100130386	2.0	0.0
94134	6422.0	3018.0
100130384	0.0	1.0
100130383	0.0	0.0
102465438	0.0	0.0
102465437	0.0	0.0
142684	39.0	11.0
100129394	1.0	3.0
142683	0.0	0.0
142686	119.0	64.0
142685	8.0	6.0
152007	1944.0	1898.0
152006	7977.0	1900.0
142689	16.0	18.0
140028	0.0	0.0
152002	1073.0	1770.0
100129396	1.0	0.0
102465447	1.0	0.0
127062	0.0	2.0
102465446	0.0	0.0
345222	45.0	62.0
102465445	0.0	0.0
102465444	0.0	0.0
102465443	0.0	1.0
102465442	0.0	0.0
102465441	0.0	0.0
102465440	0.0	0.0
94162	0.0	0.0
127069	0.0	0.0
94161	2.0	1.0
100130376	3.0	0.0
94160	69.0	10.0
127068	0.0	0.0
127066	0.0	0.0
727940	1.0	0.0
727941	11.0	109.0
102465449	0.0	0.0
127064	0.0	0.0
102465448	0.0	0.0
100129382	0.0	0.0
727936	1040.0	2053.0
100129385	0.0	1.0
100129387	1626.0	325.0
102465458	0.0	0.0
102465457	1.0	0.0
94158	13.0	8.0
102465456	2.0	0.0
102465455	0.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	23.0	5.0
102465451	0.0	0.0
127059	0.0	0.0
94151	1.0	0.0
94150	0.0	0.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	17.0	2.0
102465469	0.0	0.0
102465468	0.0	0.0
102465467	1.0	0.0
347862	4045.0	2672.0
102465466	0.0	0.0
102465465	1.0	0.0
100130359	0.0	0.0
102465464	0.0	1.0
102465463	1.0	0.0
646114	0.0	1.0
102465462	0.0	0.0
100009676	158.0	93.0
727964	0.0	8.0
100129361	2279.0	997.0
102465461	0.0	0.0
102465460	0.0	0.0
646108	18.0	4.0
100129368	0.0	0.0
347853	13.0	1.0
102465479	0.0	0.0
102465478	4.0	0.0
102465477	0.0	0.0
102465476	0.0	0.0
100130348	103.0	52.0
102465475	0.0	0.0
102465474	0.0	0.0
102465473	0.0	0.0
727956	0.0	0.0
727957	3136.0	1492.0
100009667	7.0	0.0
100130342	0.0	0.0
100009668	26.0	19.0
101154753	0.0	0.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	0.0	1.0
100129357	53.0	13.0
100129351	0.0	0.0
100129354	6.0	3.0
102465489	0.0	0.0
102465488	0.0	0.0
100288726	0.0	0.0
102465487	0.0	0.0
102465486	0.0	0.0
102465485	0.0	0.0
102465484	1.0	0.0
164045	35.0	17.0
57105	76.0	96.0
57106	649.0	936.0
84726	25093.0	8630.0
57107	1597.0	918.0
84725	1883.0	977.0
57108	2.0	1.0
57101	242.0	70.0
84720	3944.0	1908.0
57102	1370.0	698.0
57103	527.0	496.0
84722	390.0	583.0
57104	8851.0	10109.0
102465483	0.0	0.0
102465482	0.0	0.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	2437.0	1998.0
102465499	0.0	0.0
100288713	4.0	7.0
102465496	0.0	1.0
102465495	0.0	0.0
100288711	0.0	0.0
84709	52.0	11.0
57110	68.0	7.0
57111	4373.0	4726.0
84706	2871.0	949.0
84705	1117.0	732.0
84708	1920.0	1249.0
84707	1174.0	84.0
57116	33.0	61.0
57117	1777.0	1497.0
57118	2853.0	1244.0
57119	5.0	1.0
57113	0.0	0.0
57115	11.0	3.0
102465494	0.0	0.0
102465493	0.0	0.0
102465492	0.0	0.0
102465491	2.0	0.0
102465490	0.0	0.0
152065	2.0	0.0
100288702	0.0	0.0
57120	5725.0	2993.0
57121	336.0	412.0
57122	3362.0	3261.0
201456	120.0	19.0
127086	1.0	2.0
57127	39.0	84.0
57128	2034.0	1236.0
57129	1464.0	2695.0
84747	7663.0	2684.0
57124	7078.0	4788.0
57125	3885.0	3351.0
57126	14.0	21.0
84740	31.0	10.0
152078	99.0	79.0
127074	0.0	1.0
57130	5412.0	4645.0
57132	4689.0	3379.0
84727	611.0	467.0
127077	0.0	0.0
84735	11.0	6.0
84734	154.0	288.0
57139	598.0	115.0
115098	2107.0	2141.0
201475	3276.0	1946.0
57134	1190.0	1279.0
57135	0.0	0.0
57136	9900.0	12656.0
84733	418.0	283.0
57142	26230.0	22037.0
57143	539.0	511.0
57144	441.0	7.0
201477	1.0	1.0
57140	4352.0	3811.0
57149	2417.0	1657.0
84767	0.0	0.0
140032	0.0	0.0
84769	725.0	959.0
57146	3923.0	1448.0
57147	2243.0	1133.0
84766	1538.0	325.0
84765	1285.0	746.0
57148	10819.0	6182.0
152015	449.0	20.0
57152	6.0	4.0
57153	19439.0	12895.0
166655	0.0	0.0
57154	4192.0	2717.0
84749	2119.0	1324.0
57150	596.0	166.0
57151	0.0	0.0
84759	982.0	735.0
140043	0.0	0.0
57156	1739.0	808.0
57157	1812.0	1871.0
139060	2.0	0.0
84752	1150.0	1049.0
57158	717.0	170.0
57159	48.0	30.0
84750	1077.0	388.0
152024	1.0	1.0
139067	0.0	0.0
139065	3329.0	1272.0
94104	3508.0	1183.0
94103	9271.0	6080.0
96764	2243.0	1278.0
94107	2750.0	2848.0
57165	281.0	247.0
94101	2804.0	1393.0
57161	2291.0	798.0
57162	5024.0	1718.0
57167	15.0	134.0
57168	144.0	156.0
57169	7425.0	7858.0
84787	577.0	459.0
57175	7110.0	5444.0
57176	2592.0	1862.0
57171	1439.0	1842.0
57172	53.0	4.0
84779	3.0	0.0
57178	12506.0	7882.0
139081	8.0	37.0
84775	1281.0	570.0
57179	9731.0	4969.0
84777	129.0	98.0
84771	189.0	100.0
113655	1078.0	994.0
732538	2.0	1.0
353323	0.0	0.0
353322	298.0	167.0
353324	5.0	17.0
100996279	0.0	0.0
149603	8083.0	11797.0
341333	7.0	1.0
343990	1189.0	1355.0
353332	0.0	1.0
149620	0.0	0.0
353333	0.0	0.0
100996266	4.0	0.0
343981	0.0	0.0
162605	0.0	0.0
353345	37.0	22.0
84900	143.0	540.0
84902	2294.0	1961.0
149628	103.0	26.0
84901	3854.0	1973.0
341315	435.0	78.0
113622	349.0	130.0
353355	310.0	126.0
149643	6.0	1.0
150622	7.0	0.0
100852408	3.0	0.0
100852409	0.0	0.0
100852406	0.0	0.0
100852407	1.0	1.0
642513	0.0	0.0
100852405	0.0	0.0
642517	392.0	90.0
100852410	39.0	24.0
84919	6444.0	5447.0
84918	3855.0	2545.0
