id	c4261805-d89d-4cf0-8dd6-24a8f504a9ed	c443bbe4-b053-47fa-a7a9-97457e44e2a0
100873633	0.0	0.0
100873632	0.0	0.0
10574	11050.0	13776.0
100873631	0.0	0.0
10573	1676.0	2449.0
100873630	0.0	0.0
10576	7804.0	10127.0
100873637	0.0	0.0
10575	11537.0	11831.0
100873636	0.0	0.0
10578	89.0	88.0
100873635	2.0	0.0
10577	7259.0	9097.0
100873634	0.0	0.0
10581	4591.0	9804.0
10580	6241.0	5148.0
116437	1.0	0.0
100873629	0.0	0.0
116441	4311.0	10534.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	136.0	49.0
116442	159.0	70.0
116444	7.0	0.0
128414	2.0	19.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	1903.0	2448.0
100873620	0.0	0.0
10584	11.0	7.0
10587	885.0	423.0
100873626	0.0	0.0
10586	2.0	2.0
100873625	0.0	0.0
10589	2299.0	4346.0
100873624	0.0	0.0
10588	100.0	283.0
100873623	0.0	0.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	396.0	38.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	1.0	3.0
10558	3714.0	4705.0
10557	907.0	651.0
10559	1193.0	827.0
10550	10254.0	10604.0
100873655	0.0	1.0
100873654	0.0	0.0
10552	5404.0	8078.0
100873653	0.0	0.0
10551	5913.0	21211.0
100873652	0.0	1.0
10554	3582.0	4058.0
100873659	0.0	0.0
10553	943.0	1563.0
128408	0.0	0.0
100873658	0.0	0.0
10556	1182.0	1095.0
100873657	0.0	0.0
10555	1215.0	5013.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	2.0	0.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	47.0	15.0
100873640	4.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	0.0
102466725	0.0	0.0
102466724	3.0	1.0
10569	4768.0	4333.0
100287482	91.0	350.0
100287483	2.0	3.0
10568	20296.0	1339.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	789.0	528.0
100873644	0.0	0.0
10560	1326.0	6415.0
100873643	2.0	0.0
10563	66.0	50.0
100873642	0.0	0.0
10562	5734.0	422.0
100873641	0.0	0.0
10565	5731.0	8073.0
100873648	0.0	0.0
10564	6792.0	7392.0
100873647	0.0	0.0
10567	1825.0	4357.0
100873646	0.0	0.0
10566	179.0	44.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	0.0	0.0
102466731	0.0	0.0
116369	38.0	42.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	0.0	0.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	0.0
116372	18.0	81.0
574036	184.0	127.0
574038	0.0	0.0
83479	1564.0	1958.0
116379	210.0	11.0
100128092	0.0	2.0
83478	882.0	615.0
83473	172.0	327.0
83475	379.0	798.0
100128098	11.0	23.0
102466745	0.0	0.0
102466744	0.0	0.0
102466743	0.0	1.0
102466742	0.0	0.0
128344	532.0	347.0
102466741	1.0	0.0
102466740	0.0	0.0
128346	411.0	793.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	1163.0	1937.0
100128083	18.0	2.0
83468	2404.0	1473.0
100128081	11.0	2.0
83461	110.0	260.0
128338	2678.0	3115.0
83464	1994.0	2686.0
83463	146.0	329.0
83460	52.0	150.0
100189028	6.0	2.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	0.0	0.0
102466750	0.0	0.0
153339	4159.0	7975.0
116349	155.0	252.0
102466759	0.0	0.0
102466758	4.0	0.0
102466757	0.0	0.0
100128071	121.0	81.0
346562	0.0	1.0
647415	0.0	0.0
128322	0.0	0.0
1809	12729.0	12108.0
116337	0.0	0.0
153328	37.0	20.0
1800	3.0	95.0
100128061	0.0	0.0
100128060	88.0	31.0
100128062	0.0	0.0
1808	11601.0	5521.0
83483	3701.0	7908.0
1807	86.0	14.0
1806	3525.0	1779.0
1805	6532.0	2037.0
83480	1029.0	1323.0
1804	147.0	3.0
1803	1598.0	969.0
1802	1301.0	1254.0
83482	2.0	3.0
1801	1341.0	1119.0
83481	2051.0	1444.0
131965	728.0	519.0
1811	149.0	86.0
1810	3178.0	3514.0
143941	90.0	350.0
1819	1516.0	1645.0
1818	0.0	0.0
1817	0.0	0.0
1816	0.0	0.0
1815	8.0	25.0
100128054	0.0	0.0
1814	0.0	0.0
285084	5.0	2.0
1813	285.0	29.0
1812	20.0	10.0
100128055	0.0	4.0
647436	50.0	4.0
128387	673.0	1326.0
131973	0.0	0.0
1822	14999.0	11280.0
1821	15.0	125.0
1820	362.0	666.0
100128041	0.0	0.0
1829	19703.0	16143.0
1828	329.0	16.0
1827	21411.0	2085.0
285093	1.0	1.0
1826	31.0	7.0
100128043	0.0	0.0
1825	3817.0	812.0
100128042	1.0	0.0
1824	8923.0	5688.0
1823	353.0	49.0
100128044	1.0	0.0
407977	8.0	4.0
407975	43.0	6.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	2.0	26.0
1832	46421.0	69056.0
1831	3194.0	5833.0
1830	2676.0	485.0
574016	3.0	2.0
100128036	0.0	0.0
1839	1264.0	365.0
1838	2998.0	1862.0
346528	3.0	0.0
1837	2212.0	3627.0
1836	3285.0	2608.0
346525	0.0	0.0
1834	0.0	0.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	1410.0	292.0
1843	41281.0	5778.0
1842	2332.0	1498.0
1841	728.0	1286.0
1840	914.0	802.0
574028	10.0	0.0
574029	22.0	4.0
100128025	21.0	10.0
1849	1835.0	846.0
346517	0.0	0.0
1848	12541.0	2234.0
1847	2697.0	1644.0
100128020	0.0	0.0
1846	11748.0	7026.0
100128023	0.0	0.0
1845	4549.0	6109.0
153396	886.0	1076.0
1855	2159.0	1852.0
1854	1708.0	2469.0
100131671	0.0	1.0
1852	106.0	28.0
1850	1593.0	1157.0
100131678	0.0	0.0
1859	5606.0	4366.0
1857	5958.0	6151.0
1856	1887.0	1583.0
724068	0.0	0.0
724067	0.0	0.0
202781	836.0	385.0
1861	2527.0	2945.0
100131688	0.0	0.0
1869	236.0	439.0
724094	5.0	0.0
1880	442.0	541.0
1877	970.0	922.0
100131691	101.0	59.0
1876	787.0	677.0
1875	500.0	445.0
83417	0.0	8.0
100131693	18.0	5.0
100327036	0.0	0.0
83416	53.0	131.0
200132	38.0	29.0
1874	2153.0	2139.0
1872	0.0	2.0
1871	1190.0	1053.0
1870	124.0	229.0
1879	1729.0	708.0
724087	8.0	17.0
1891	4274.0	7227.0
1890	833.0	4143.0
83401	18.0	17.0
1889	18321.0	18725.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	0.0
724030	0.0	0.0
58473	2394.0	921.0
58472	1986.0	4813.0
200149	1.0	0.0
58475	971.0	2960.0
724038	0.0	0.0
83439	4146.0	890.0
1896	416.0	173.0
58477	3255.0	5344.0
58476	2001.0	3210.0
1894	863.0	1847.0
1893	1654.0	3677.0
1892	5174.0	6329.0
58478	1737.0	1887.0
200150	82.0	14.0
724022	0.0	0.0
58484	125.0	174.0
724026	0.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	2196.0	1070.0
724024	0.0	0.0
58486	2639.0	2392.0
58485	2858.0	4181.0
724023	0.0	0.0
58480	3469.0	7103.0
724029	4.0	1.0
200159	10.0	7.0
724028	0.0	0.0
724027	1.0	1.0
58488	1395.0	1315.0
58487	2323.0	2257.0
200162	91.0	852.0
58489	1035.0	1022.0
58495	609.0	811.0
724059	0.0	0.0
58494	3300.0	1668.0
58497	2523.0	5735.0
58496	141.0	27.0
58491	777.0	807.0
58490	2345.0	1837.0
58493	2082.0	2411.0
58492	426.0	237.0
58499	3419.0	525.0
58498	438.0	1.0
200172	18.0	8.0
83451	1528.0	2892.0
83450	538.0	671.0
83452	877.0	870.0
153364	983.0	742.0
83448	1420.0	1761.0
200186	2106.0	3203.0
83447	1.0	0.0
200185	560.0	1418.0
83449	42.0	5.0
83444	140.0	118.0
83443	2664.0	3202.0
83446	0.0	1.0
83445	0.0	4.0
83440	2515.0	2755.0
83442	3858.0	7864.0
114984	765.0	1372.0
114987	837.0	601.0
391603	0.0	0.0
10657	10726.0	13364.0
126969	937.0	950.0
10656	529.0	446.0
10659	3695.0	1852.0
10658	6820.0	7733.0
114990	1654.0	965.0
114991	3233.0	1717.0
10651	1478.0	1894.0
10650	136.0	140.0
10653	17264.0	27147.0
10652	4027.0	7857.0
342667	29431.0	765.0
10655	140.0	99.0
643812	0.0	0.0
342666	19.0	14.0
10654	2296.0	4908.0
136306	289.0	35.0
126961	0.0	0.0
10668	623.0	634.0
10667	823.0	1252.0
643827	82.0	16.0
10669	662.0	515.0
10660	0.0	1.0
10661	3.0	3.0
731220	87.0	43.0
138971	0.0	0.0
10664	4897.0	5468.0
10663	107.0	132.0
10666	116.0	163.0
731223	6.0	10.0
10665	4.0	5.0
136319	8397.0	14470.0
163933	117.0	85.0
317691	0.0	0.0
339005	129.0	107.0
10635	169.0	303.0
10634	1659.0	1901.0
10637	9.0	4.0
10636	684.0	2297.0
10638	0.0	0.0
114971	857.0	1280.0
10631	45821.0	131690.0
643836	2205.0	2861.0
10630	2198.0	1206.0
643837	794.0	641.0
10633	582.0	58.0
643834	0.0	0.0
10632	5871.0	11863.0
100124394	0.0	0.0
10645	5074.0	5027.0
10648	0.0	0.0
10647	4424.0	76.0
148304	570.0	616.0
114960	0.0	1.0
10640	2761.0	3426.0
136332	34.0	136.0
10642	5.0	4.0
643847	0.0	0.0
10641	1011.0	863.0
10644	1162.0	105.0
10643	2.0	2.0
317671	127.0	117.0
643862	0.0	0.0
391642	2.0	1.0
10609	1220.0	1725.0
391647	3.0	0.0
10613	3742.0	2657.0
10612	855.0	1295.0
10615	296.0	929.0
10614	5239.0	3141.0
10617	2672.0	2760.0
401525	0.0	0.0
10616	3425.0	4566.0
10618	18520.0	19905.0
643854	2.0	2.0
643853	143.0	98.0
643859	0.0	0.0
10611	11133.0	9497.0
10610	2851.0	1624.0
643872	1.0	1.0
643873	613.0	278.0
643870	13.0	10.0
317684	2.0	1.0
391655	0.0	0.0
391657	0.0	0.0
391656	2.0	1.0
317687	0.0	0.0
10623	1912.0	3399.0
10626	439.0	322.0
10625	8316.0	5229.0
10628	51851.0	22873.0
10627	13551.0	16863.0
10629	486.0	782.0
342618	0.0	0.0
643865	0.0	0.0
643866	278.0	98.0
10620	354.0	228.0
10622	191.0	110.0
10621	828.0	897.0
101954275	1.0	0.0
101954276	0.0	0.0
643880	0.0	0.0
101954273	16.0	6.0
643884	0.0	0.0
101954277	10.0	4.0
101954278	18.0	5.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	138.0	14.0
83606	4868.0	5692.0
101954271	0.0	1.0
83605	2118.0	2446.0
101954272	3.0	18.0
83608	735.0	849.0
83607	2861.0	2585.0
151903	1355.0	992.0
401507	0.0	0.0
317649	3283.0	2507.0
391627	0.0	0.0
401505	519.0	655.0
388007	2.0	0.0
317648	761.0	471.0
100419709	17.0	18.0
100419705	0.0	0.0
643875	0.0	0.0
401509	129.0	84.0
401508	0.0	0.0
101954264	3.0	0.0
138948	35.0	15.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	2.0	4.0
102464827	0.0	0.0
391630	0.0	0.0
102464828	0.0	0.0
317662	1653.0	1250.0
100419711	7.0	10.0
102464825	0.0	0.0
56000	4.0	2.0
391632	3.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	97.0	52.0
102464824	0.0	0.0
56005	2460.0	6362.0
10602	3366.0	1105.0
56006	1599.0	2017.0
83604	3059.0	1538.0
10603	152.0	197.0
10606	7461.0	4996.0
100419717	0.0	0.0
56001	0.0	0.0
10605	3096.0	5147.0
10608	4302.0	4293.0
10607	1941.0	2524.0
10600	3203.0	2855.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	1.0	0.0
102464837	0.0	0.0
102464834	0.0	1.0
102464835	0.0	0.0
148362	3035.0	8444.0
102464832	0.0	0.0
100271849	16.0	22.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	1.0	0.0
112399	884.0	3612.0
112398	673.0	1548.0
100419735	0.0	0.0
391697	0.0	0.0
391696	0.0	0.0
100419733	0.0	0.0
388021	11.0	52.0
100419734	0.0	0.0
391698	3.0	2.0
100419731	0.0	0.0
100271836	122.0	79.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	0.0
388015	2.0	0.0
101954204	0.0	0.0
199953	1083.0	925.0
161357	5.0	1.0
100420734	0.0	0.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	1.0	5.0
731275	47.0	45.0
199920	72.0	268.0
222826	10.0	4.0
101929286	3.0	0.0
391670	2.0	1.0
391672	3.0	1.0
161342	30.0	35.0
148398	116.0	297.0
100419758	84.0	24.0
100419751	1.0	0.0
124359	1209.0	3963.0
101929293	10.0	4.0
100420752	0.0	1.0
100420754	0.0	0.0
10691	1326.0	1142.0
10690	320.0	24.0
101929212	32.0	3.0
101929218	0.0	0.0
388076	1.0	0.0
388077	4.0	1.0
100419764	0.0	0.0
199900	0.0	0.0
151963	647.0	559.0
10693	433.0	499.0
10692	20.0	4.0
10695	2426.0	3487.0
10694	9234.0	11607.0
10699	397.0	272.0
101929221	1.0	0.0
100420763	0.0	0.0
101929225	0.0	2.0
101929222	0.0	0.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	2707.0	5626.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	13.0	10.0
101929238	0.0	3.0
220213	1027.0	1061.0
10678	3523.0	2783.0
151987	3353.0	3397.0
10671	1297.0	1522.0
10670	5321.0	6204.0
10673	177.0	390.0
10672	3590.0	6002.0
10675	61.0	98.0
10677	298.0	190.0
100419793	0.0	0.0
100420784	0.0	0.0
100420786	0.0	0.0
101929247	4.0	0.0
100420787	3.0	0.0
101929244	0.0	5.0
220202	3.0	1.0
222865	769.0	87.0
10682	998.0	2448.0
10681	2038.0	1572.0
10683	11.0	15.0
10686	28.0	8.0
136371	1.0	0.0
643803	0.0	0.0
10687	848.0	322.0
100419682	0.0	0.0
100420678	9.0	9.0
222894	0.0	0.0
100419687	0.0	0.0
283807	235.0	87.0
653194	0.0	0.0
83598	5.0	1.0
83597	1.0	1.0
653199	103.0	106.0
83594	1084.0	1867.0
83593	1679.0	1512.0
83596	353.0	840.0
83595	706.0	489.0
83590	865.0	1224.0
653190	14.0	1.0
653192	0.0	0.0
83592	156.0	166.0
83591	381.0	380.0
1909	1667.0	4639.0
100420689	4.0	0.0
1908	671.0	81.0
161291	3386.0	2690.0
653188	0.0	0.0
653189	42.0	49.0
1907	129.0	471.0
1906	2202.0	565.0
197258	1247.0	2528.0
1903	1968.0	2311.0
197259	573.0	493.0
1902	2274.0	1008.0
1901	2104.0	1594.0
100420681	0.0	0.0
197257	255.0	173.0
449491	0.0	0.0
100420695	0.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	1545.0	689.0
1917	763.0	8000.0
1915	504787.0	363708.0
1912	6815.0	7304.0
1911	728.0	401.0
101929202	0.0	0.0
101929203	0.0	0.0
199899	0.0	2.0
148281	49.0	73.0
219287	5.0	0.0
161253	29.0	49.0
219285	1863.0	3076.0
283849	204.0	332.0
283848	326.0	319.0
1932	2.0	0.0
283847	3.0	2.0
256227	16.0	19.0
256223	0.0	0.0
1939	5187.0	4592.0
1938	218141.0	254152.0
1937	15.0	15.0
1936	7429.0	7808.0
1934	19.0	3.0
1933	23573.0	16960.0
161247	18.0	7.0
219293	472.0	77.0
1943	0.0	0.0
1942	4478.0	12490.0
256236	143.0	179.0
1949	1829.0	326.0
199870	900.0	847.0
1948	5221.0	2504.0
1947	2500.0	1454.0
1946	2542.0	627.0
1945	1076.0	1696.0
1944	446.0	416.0
161271	0.0	0.0
1954	4641.0	4676.0
1953	1281.0	1520.0
1952	7031.0	2612.0
1951	245.0	295.0
1950	4255.0	189.0
283820	666.0	1106.0
1959	12497.0	1297.0
1958	149318.0	16416.0
1956	14094.0	2839.0
1955	5030.0	6634.0
1965	4218.0	3862.0
1964	4265.0	6295.0
199857	563.0	543.0
1962	845.0	1030.0
1961	2.0	1.0
1960	12350.0	698.0
220296	39.0	20.0
1969	2894.0	504.0
1968	13741.0	19715.0
1967	3076.0	2507.0
114904	699.0	3596.0
114905	134.0	90.0
114907	25700.0	7196.0
114908	18509.0	25540.0
340094	0.0	0.0
643783	143.0	130.0
114900	40.0	67.0
653108	2.0	2.0
401450	0.0	0.0
114902	0.0	0.0
1975	37545.0	24582.0
1974	23492.0	17607.0
1973	475.0	110.0
283888	0.0	0.0
401447	0.0	0.0
653113	108.0	113.0
1979	13921.0	10195.0
1978	912.0	1551.0
1977	1706.0	1257.0
643790	23.0	15.0
1990	0.0	0.0
256281	508.0	1057.0
1987	2.0	2.0
1986	5.0	2.0
1984	11311.0	16945.0
1983	8958.0	10104.0
1982	53886.0	56074.0
283876	86.0	52.0
1981	22150.0	22144.0
1980	3.0	5.0
283871	352.0	617.0
283870	52.0	43.0
105375616	0.0	0.0
340075	186.0	301.0
340073	0.0	0.0
653125	9.0	2.0
401431	121.0	70.0
83528	1.0	1.0
1998	2970.0	2096.0
1997	5553.0	6027.0
283869	1.0	4.0
1996	15.0	17.0
401428	9.0	10.0
83538	134.0	97.0
1995	1.0	2.0
401427	163.0	85.0
283867	1.0	121.0
1994	3868.0	6147.0
1993	38.0	59.0
1992	3732.0	5362.0
1991	20.0	6.0
283860	6.0	1.0
83530	5.0	8.0
340069	0.0	0.0
1999	15701.0	12691.0
105375606	0.0	0.0
340061	2396.0	3377.0
653115	138.0	70.0
653121	660.0	433.0
653122	68.0	90.0
283854	0.0	0.0
653123	0.0	0.0
401491	42.0	4.0
100124412	0.0	0.0
653147	13.0	6.0
401498	0.0	79.0
653149	12.0	2.0
401497	0.0	0.0
401494	1130.0	1871.0
401492	1198.0	261.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	4650.0	3219.0
83539	1649.0	179.0
83547	336.0	556.0
83546	0.0	75.0
653140	17.0	12.0
83549	1665.0	2029.0
83548	2950.0	1566.0
83543	9270.0	1203.0
653145	303.0	50.0
83544	1061.0	1054.0
83541	796.0	1696.0
83540	88.0	326.0
126917	5076.0	980.0
340037	31.0	3.0
114926	1733.0	2029.0
114928	1955.0	1149.0
339044	4.0	1.0
256297	0.0	0.0
401474	1259.0	1511.0
653174	0.0	0.0
653175	3.0	1.0
340024	0.0	0.0
114915	2516.0	1224.0
401466	1414.0	1425.0
653162	34.0	22.0
653163	0.0	0.0
283899	1410.0	1288.0
653166	0.0	0.0
283897	136.0	191.0
339145	1.0	4.0
391723	0.0	0.0
391722	5.0	3.0
10778	1937.0	2070.0
10777	5.0	4.0
10772	4703.0	4945.0
340120	6.0	0.0
10771	8222.0	9521.0
10773	786.0	1378.0
10776	7865.0	11156.0
10775	1192.0	2144.0
10788	6402.0	13061.0
391739	0.0	0.0
10781	2287.0	1820.0
10780	886.0	625.0
10783	2785.0	4387.0
10782	1798.0	1044.0
10785	461.0	499.0
10787	11753.0	12814.0
10786	0.0	0.0
102606463	731.0	43.0
731308	1.0	1.0
339122	87.0	226.0
339123	1967.0	2385.0
102606462	0.0	1.0
391701	0.0	0.0
391703	2.0	1.0
151827	91.0	63.0
126826	2.0	0.0
643719	22.0	20.0
10755	3056.0	6199.0
151825	0.0	0.0
10758	3181.0	1790.0
126823	183.0	663.0
126820	45.0	32.0
10750	64.0	79.0
10752	2737.0	504.0
10751	0.0	0.0
10753	67.0	294.0
643714	7.0	17.0
138864	0.0	0.0
391712	3.0	3.0
391714	0.0	1.0
114836	107.0	237.0
10767	3156.0	2834.0
10766	5484.0	3857.0
151835	6.0	2.0
10769	20576.0	22631.0
391718	0.0	0.0
10768	11313.0	9391.0
126811	3.0	0.0
643723	11.0	7.0
10761	1.0	98.0
10763	27803.0	5680.0
10762	3638.0	3168.0
10765	7938.0	14074.0
101929179	4.0	1.0
388112	0.0	0.0
339105	68.0	17.0
83707	676.0	1499.0
83706	457.0	1174.0
10734	225.0	120.0
10733	262.0	224.0
83714	824.0	529.0
10736	42.0	325.0
401648	2.0	1.0
643739	0.0	0.0
10735	9143.0	9147.0
401647	669.0	242.0
10738	3.0	1.0
401646	0.0	0.0
10737	8.0	4.0
10739	4.0	3.0
376132	0.0	0.0
10730	9813.0	13849.0
101929184	0.0	0.0
10732	1276.0	1029.0
138804	0.0	0.0
138805	1.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	30.0	27.0
124221	31.0	37.0
124222	528.0	562.0
114897	1154.0	1312.0
114898	71.0	107.0
124220	1341.0	6435.0
114899	244.0	344.0
391777	44.0	28.0
10745	612.0	701.0
56104	80.0	418.0
83700	3593.0	2337.0
401638	1.0	0.0
10744	0.0	0.0
56105	75.0	83.0
10747	189.0	23.0
401637	4.0	1.0
56106	237.0	587.0
10746	3902.0	5246.0
56107	317.0	189.0
10749	8481.0	7113.0
56100	442.0	711.0
401634	0.0	0.0
10748	176.0	50.0
56101	641.0	1133.0
56102	84.0	90.0
56103	199.0	259.0
643744	4.0	5.0
10741	2175.0	2667.0
56108	133.0	114.0
10740	96.0	61.0
643749	136.0	67.0
56109	311.0	270.0
10743	3560.0	4039.0
342732	14.0	3.0
10742	1971.0	875.0
101929198	0.0	0.0
101929196	0.0	0.0
100420811	5.0	0.0
114884	1587.0	1258.0
317774	1.0	0.0
114885	1452.0	1496.0
401630	0.0	0.0
317772	2.0	1.0
100419821	0.0	0.0
56110	180.0	181.0
317778	0.0	0.0
83729	7.0	4.0
317775	0.0	0.0
83734	571.0	679.0
10712	1520.0	2597.0
83733	100.0	28.0
10714	1468.0	1764.0
126868	2.0	19.0
317769	0.0	0.0
100419829	0.0	1.0
10713	2950.0	3207.0
317768	0.0	2.0
10716	0.0	0.0
100419827	0.0	0.0
56111	170.0	139.0
10715	49.0	24.0
56112	141.0	86.0
56113	505.0	645.0
83732	1509.0	1070.0
10718	158.0	11.0
10717	925.0	763.0
56114	67.0	275.0
388125	166.0	197.0
401629	0.0	0.0
317781	1583.0	1065.0
388122	2.0	0.0
83719	2513.0	1750.0
56120	9.0	32.0
56121	162.0	132.0
114876	6614.0	3894.0
388121	265.0	306.0
83716	3260.0	8764.0
83715	455.0	1934.0
114879	2258.0	2559.0
100420829	0.0	0.0
10723	4114.0	10974.0
56126	178.0	318.0
83723	5.0	21.0
126859	1.0	7.0
56127	168.0	276.0
10725	5107.0	3167.0
56128	82.0	395.0
56129	393.0	405.0
10724	11186.0	13242.0
114880	559.0	789.0
56122	824.0	683.0
388115	3492.0	230.0
401613	17.0	2.0
114881	813.0	636.0
10726	4974.0	6980.0
56123	216.0	399.0
401612	183.0	183.0
114882	4183.0	6333.0
56124	158.0	213.0
10728	11950.0	17806.0
114883	7664.0	3971.0
56125	145.0	783.0
643766	0.0	0.0
10721	136.0	176.0
10720	237.0	6365.0
100420830	3.0	1.0
136259	19.0	8.0
100420834	0.0	0.0
317751	69.0	1.0
124274	0.0	0.0
388152	38.0	45.0
317754	0.0	0.0
317753	0.0	0.0
317749	672.0	457.0
342705	4.0	0.0
151888	23.0	35.0
151887	26493.0	16443.0
136263	0.0	2.0
100420841	0.0	0.0
101929145	326.0	93.0
100420843	0.0	0.0
100293090	1608.0	1594.0
148254	705.0	675.0
317762	1596.0	1089.0
317761	1.0	0.0
100419854	0.0	1.0
317760	9.0	4.0
317767	9.0	1.0
100271715	58.0	21.0
148252	896.0	917.0
100271722	313.0	110.0
199834	0.0	0.0
388135	74.0	181.0
101929152	16.0	4.0
100420854	0.0	0.0
222950	134.0	21.0
100419867	5.0	0.0
148266	423.0	726.0
100419868	4.0	1.0
148268	788.0	664.0
100419866	0.0	0.0
100420859	0.0	0.0
124245	2619.0	2725.0
317729	0.0	0.0
136288	4.0	2.0
199800	80.0	35.0
101930150	0.0	0.0
163882	1901.0	3413.0
388165	118.0	39.0
100419873	0.0	0.0
100271700	54.0	94.0
100271703	0.0	0.0
100271702	7.0	175.0
100420875	0.0	1.0
100420877	0.0	0.0
388199	0.0	0.0
22794	9978.0	10657.0
22795	1309.0	3244.0
22796	2224.0	3822.0
22797	110.0	433.0
22798	15.0	17.0
317705	0.0	1.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	0.0
138881	10.0	2.0
100420881	0.0	0.0
388181	0.0	0.0
100419893	0.0	0.0
222967	1.0	3.0
219333	2831.0	1703.0
136227	25.0	16.0
222962	235.0	340.0
148213	369.0	858.0
388182	37.0	32.0
100419895	0.0	0.0
317716	0.0	0.0
148203	277.0	395.0
317719	26.0	6.0
148206	651.0	568.0
163859	1813.0	2726.0
101929110	3.0	0.0
101929111	0.0	0.0
219348	614.0	387.0
219347	207.0	138.0
100420898	4.0	1.0
148223	881.0	1939.0
10799	346.0	509.0
136242	8.0	1.0
10791	704.0	1011.0
10794	144.0	94.0
10793	368.0	747.0
10795	2509.0	1517.0
10798	0.0	0.0
10797	2094.0	4376.0
101929121	0.0	0.0
101929120	0.0	0.0
101929127	6.0	4.0
317701	0.0	0.0
220323	3924.0	2212.0
148231	0.0	0.0
148229	92.0	117.0
151877	4.0	4.0
151871	0.0	0.0
93035	257.0	16.0
161176	1651.0	605.0
56097	26.0	38.0
56098	10.0	26.0
56099	1064.0	441.0
93034	22.0	12.0
283927	283.0	136.0
220359	30.0	71.0
653073	0.0	0.0
653075	2.0	2.0
256302	2091.0	2291.0
105373144	0.0	0.0
81050	0.0	0.0
199786	8.0	10.0
256309	212.0	131.0
100420792	0.0	0.0
95681	1127.0	1031.0
283914	0.0	2.0
81047	0.0	0.0
197131	2602.0	3049.0
197135	51.0	16.0
653061	1.0	9.0
93058	391.0	271.0
161198	1705.0	1982.0
283902	1.0	0.0
220382	101.0	120.0
81078	14.0	90.0
81079	0.0	1.0
81075	0.0	0.0
81076	0.0	0.0
100114903	1.0	0.0
199777	826.0	1574.0
81061	0.0	0.0
653082	139.0	69.0
81090	0.0	0.0
100271649	0.0	0.0
199746	256.0	220.0
100271655	7.0	3.0
81099	0.0	0.0
100271650	8.0	33.0
199745	216.0	462.0
148170	343.0	260.0
256364	2590.0	3042.0
163786	368.0	318.0
220388	98.0	77.0
100271639	0.0	0.0
163782	1055.0	659.0
100271646	26.0	12.0
283953	0.0	0.0
256355	13.0	17.0
100271644	0.0	0.0
283951	370.0	446.0
256356	3118.0	1487.0
100271643	0.0	0.0
100271640	0.0	0.0
81081	0.0	0.0
161159	10.0	3.0
148189	584.0	663.0
93099	2099.0	694.0
100271627	0.0	1.0
283948	257.0	111.0
256329	112.0	220.0
100271634	0.0	0.0
100271636	0.0	1.0
100271630	0.0	0.0
100271633	0.0	0.0
100271632	0.0	1.0
199720	25.0	29.0
93082	586.0	83.0
161145	1500.0	808.0
100271617	0.0	0.0
100271616	1.0	3.0
161142	13.0	5.0
100271619	0.0	0.0
148198	72.0	148.0
100271618	2.0	1.0
100271624	0.0	0.0
100271623	2.0	1.0
283933	302.0	148.0
100271625	0.0	0.0
93081	298.0	277.0
100271620	0.0	5.0
283932	113.0	97.0
