id	47f0749e-01c7-4d8c-8926-06293c4a9b4e	7e56863a-53f2-4c94-9cf0-053d72b4d5ee
10481	3.0	49.0
100861519	3.0	1.0
100861513	3.0	0.0
100861514	0.0	0.0
102466806	0.0	0.0
100861515	53.0	38.0
100861510	7.0	0.0
442210	0.0	0.0
100533181	0.0	0.0
100533182	88.0	44.0
442204	1.0	0.0
442205	0.0	1.0
10484	3003.0	3553.0
100128102	0.0	0.0
10483	5313.0	3602.0
10486	2190.0	818.0
10485	37.0	12.0
100128103	0.0	0.0
10488	4141.0	3762.0
10487	25053.0	16569.0
100533184	0.0	0.0
10489	6713.0	4380.0
128553	9053.0	1515.0
100861523	0.0	0.0
102466816	0.0	0.0
102466815	0.0	1.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	1005.0	1053.0
10458	3299.0	1826.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	12831.0	14463.0
100873512	0.0	0.0
10450	2533.0	1975.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	2129.0	1844.0
10455	5235.0	1837.0
100873516	0.0	0.0
10454	2876.0	2048.0
100873515	0.0	0.0
10457	14449.0	13308.0
100873514	0.0	3.0
10456	4634.0	6789.0
100873513	0.0	0.0
346389	2209.0	3735.0
10460	253.0	1017.0
100861530	0.0	4.0
100873509	0.0	0.0
10469	1425.0	1231.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	337.0	135.0
100873501	0.0	0.0
10461	711.0	506.0
100873500	0.0	0.0
10464	1626.0	950.0
10463	5320.0	4852.0
10466	2935.0	3217.0
100873505	0.0	0.0
10465	1418.0	1118.0
100873504	0.0	0.0
10468	1673.0	2606.0
100873503	0.0	1.0
10467	3249.0	3861.0
100873502	1.0	0.0
100873530	1.0	0.0
100861549	13.0	5.0
100861545	0.0	0.0
100861546	0.0	0.0
100861547	0.0	0.0
100861548	570.0	244.0
100861541	131.0	47.0
100861542	0.0	0.0
100861543	0.0	0.0
100861544	0.0	0.0
10437	34.0	23.0
10436	1014.0	728.0
10439	1787.0	1405.0
10438	650.0	705.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	2516.0	3189.0
100873531	0.0	0.0
100873538	0.0	0.0
100873537	5.0	1.0
10432	3211.0	2101.0
10435	598.0	671.0
100873536	17.0	14.0
10434	4266.0	3352.0
100873535	0.0	0.0
116535	717.0	339.0
100861556	1.0	0.0
116534	20.0	48.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	0.0	2.0
100861555	38.0	19.0
10447	1971.0	1996.0
100873529	0.0	0.0
116540	157.0	95.0
100861550	0.0	0.0
10449	4036.0	2737.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	1799.0	1128.0
10440	1714.0	2914.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	0.0	0.0
100873520	0.0	0.0
10444	7419.0	3968.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	8048.0	3586.0
10446	821.0	4640.0
100873525	0.0	0.0
10445	3119.0	2203.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	20369.0	12442.0
100533111	12.0	7.0
102466866	0.0	0.0
102466865	0.0	2.0
102466864	0.0	0.0
128467	0.0	1.0
647507	0.0	0.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	0.0	0.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	0.0	0.0
102466878	0.0	1.0
100128191	44.0	106.0
100128190	0.0	0.0
100533107	126.0	50.0
153443	1077.0	863.0
100533105	12.0	6.0
647532	0.0	0.0
100533106	41.0	19.0
102466889	1.0	5.0
116461	1219.0	1862.0
100128181	0.0	0.0
100128183	0.0	7.0
102466880	0.0	0.0
128439	771.0	391.0
106182249	0.0	0.0
100128179	0.0	0.0
83394	442.0	155.0
100128177	0.0	0.0
100128176	0.0	0.0
100128162	0.0	0.0
10390	2344.0	1790.0
128497	39.0	13.0
647569	0.0	0.0
10392	1190.0	644.0
10391	539.0	156.0
10394	0.0	0.0
10393	754.0	382.0
10396	1214.0	713.0
10395	4693.0	2916.0
1719	651.0	737.0
10398	35291.0	14390.0
1718	61096.0	41233.0
100128159	0.0	0.0
10397	18096.0	6583.0
1717	2447.0	2043.0
1716	2110.0	1484.0
10399	93793.0	86050.0
128486	1463.0	964.0
128488	0.0	0.0
128481	0.0	0.0
100508120	452.0	226.0
1723	766.0	341.0
100128140	6.0	9.0
100689073	0.0	0.0
100689074	0.0	0.0
100128145	1.0	0.0
1729	12000.0	8197.0
1728	5572.0	4759.0
1727	13249.0	9420.0
1725	3296.0	2234.0
100287512	0.0	0.0
100287513	0.0	0.0
1734	1599.0	1310.0
1733	45.0	108.0
1731	405.0	560.0
1730	1147.0	1939.0
1739	5169.0	3412.0
1738	4318.0	4020.0
1737	2266.0	2377.0
1736	4015.0	3468.0
1735	55.0	90.0
100287505	0.0	0.0
751580	64.0	15.0
100287502	0.0	0.0
202658	0.0	0.0
1745	172.0	300.0
1743	7600.0	4435.0
1742	938.0	1005.0
1741	5944.0	5588.0
1740	847.0	162.0
1749	10.0	74.0
1748	49.0	57.0
1747	220.0	167.0
1746	183.0	614.0
200008	1.0	4.0
200010	161.0	61.0
1756	7823.0	953.0
1755	15.0	7.0
1750	12.0	0.0
1759	991.0	955.0
1758	0.0	4.0
1757	244.0	93.0
1770	96.0	40.0
200014	2524.0	1464.0
1767	1957.0	2179.0
1763	111.0	229.0
1762	1594.0	1412.0
1761	1.0	0.0
1760	1676.0	1413.0
1769	2.0	8.0
1768	384.0	208.0
153478	884.0	880.0
1781	8809.0	6548.0
1780	359.0	141.0
200025	0.0	1.0
1778	37403.0	24802.0
1777	4658.0	4289.0
1776	133.0	62.0
1775	25.0	16.0
1774	1110.0	1085.0
1773	1142.0	799.0
200030	834.0	504.0
442190	0.0	0.0
442191	0.0	0.0
442192	0.0	0.0
153469	2.0	4.0
1791	0.0	4.0
442195	7.0	0.0
200035	238.0	113.0
442197	37.0	87.0
1789	240.0	83.0
442189	0.0	0.0
1788	2187.0	1598.0
1787	496.0	168.0
1786	5345.0	3134.0
1785	7087.0	5081.0
1783	9636.0	3635.0
1798	2601.0	2625.0
1797	948.0	431.0
1796	646.0	1362.0
1795	180.0	54.0
1794	891.0	1294.0
1793	10921.0	4428.0
101180976	0.0	0.0
493753	2053.0	1215.0
550112	722.0	302.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	2.0	1.0
503635	0.0	0.0
503638	80.0	28.0
503637	0.0	0.0
10536	1335.0	3778.0
503643	1.0	0.0
10535	746.0	1201.0
100287472	1.0	2.0
10538	1787.0	493.0
503645	8.0	7.0
10537	79.0	252.0
100287470	0.0	0.0
10539	2002.0	1665.0
503641	3.0	0.0
503640	2.0	4.0
100873677	0.0	0.0
100873676	0.0	0.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	3970.0	2761.0
493987	2.0	0.0
10534	1046.0	905.0
100873679	0.0	0.0
10533	1898.0	1563.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	0.0
503627	0.0	0.0
100287463	0.0	0.0
503632	0.0	0.0
442388	0.0	1.0
503631	0.0	0.0
100287461	12.0	7.0
10549	2277.0	2863.0
503634	0.0	0.0
10548	577.0	486.0
503633	0.0	0.0
503630	2.0	1.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	6133.0	4941.0
10541	8839.0	8097.0
100873664	0.0	0.0
10540	7897.0	4798.0
100873663	0.0	0.0
10542	2733.0	2133.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	1130.0	869.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	2.0	1.0
100873690	0.0	0.0
100873695	1.0	1.0
100873694	0.0	4.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	4014.0	2108.0
10513	4067.0	3659.0
10516	7947.0	2353.0
10518	263.0	90.0
10517	3.0	5.0
10519	4626.0	4007.0
100131611	0.0	0.0
100873699	0.0	0.0
100873698	0.0	0.0
100873697	0.0	2.0
100873696	0.0	0.0
100131614	177.0	146.0
100131616	0.0	0.0
10512	31909.0	19593.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	0.0	1.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	0.0	0.0
503646	5.0	0.0
100287441	0.0	0.0
503648	0.0	0.0
10525	9117.0	6609.0
58503	186.0	2848.0
10524	2819.0	1660.0
58505	3254.0	4314.0
10527	10890.0	14502.0
58504	175.0	431.0
10526	5287.0	3258.0
10529	12509.0	8514.0
10528	4604.0	3429.0
58500	1141.0	677.0
100873688	0.0	0.0
100873687	0.0	0.0
100131623	0.0	1.0
100131624	0.0	0.0
100873686	1.0	0.0
100873685	0.0	0.0
10521	53460.0	28215.0
10520	1344.0	452.0
58506	3604.0	4134.0
10523	3213.0	2437.0
58509	1235.0	944.0
58508	11646.0	7506.0
10522	2137.0	2103.0
100033398	0.0	0.0
100131629	0.0	0.0
100873689	0.0	0.0
442361	0.0	0.0
58513	3141.0	2415.0
58516	4014.0	2430.0
58510	0.0	0.0
58512	39.0	34.0
58511	9.0	11.0
58517	8244.0	4067.0
105371564	3.0	4.0
100131638	1.0	0.0
58525	3690.0	2746.0
58524	15.0	31.0
10505	1055.0	724.0
58527	862.0	1059.0
58526	1412.0	3229.0
10507	2033.0	1619.0
100131641	0.0	1.0
10509	8111.0	5113.0
58529	412.0	79.0
58528	797.0	560.0
10501	417.0	955.0
10500	900.0	633.0
58530	0.0	0.0
442384	0.0	0.0
58538	5.0	7.0
58531	0.0	0.0
58533	3448.0	3234.0
100131656	0.0	3.0
100287404	0.0	0.0
100131661	1.0	0.0
503694	0.0	0.0
503693	206.0	77.0
493913	0.0	0.0
493911	328.0	563.0
751599	1.0	0.0
285033	200.0	168.0
100128017	0.0	0.0
442320	0.0	0.0
116412	125.0	197.0
442317	0.0	0.0
442318	0.0	0.0
442319	186.0	29.0
493901	0.0	0.0
100128015	0.0	0.0
100128010	17.0	23.0
493900	181.0	236.0
100128012	0.0	1.0
100128011	0.0	0.0
285045	2.0	3.0
442304	0.0	0.0
442308	0.0	0.0
285051	7.0	1.0
10590	203.0	11.0
10592	1984.0	1321.0
10591	605.0	794.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	4.0	2.0
10594	31080.0	13823.0
100873611	0.0	0.0
10595	2.0	8.0
10598	5097.0	2777.0
100873615	0.0	0.0
100873614	0.0	1.0
100873613	0.0	0.0
10599	0.0	0.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	1.0	0.0
100873606	0.0	0.0
100873605	0.0	0.0
442325	24.0	21.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	1.0
100873603	0.0	0.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	40.0	156.0
10570	34.0	43.0
116447	1716.0	2529.0
116449	5.0	21.0
116448	1.0	0.0
10579	3675.0	2403.0
100873639	0.0	0.0
100873638	14.0	6.0
10572	1915.0	1868.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	13503.0	9408.0
100873631	0.0	0.0
10573	2420.0	2625.0
100873630	2.0	0.0
10576	6864.0	5301.0
100873637	0.0	0.0
10575	13080.0	8838.0
100873636	0.0	0.0
10578	91.0	61.0
100873635	0.0	0.0
10577	11653.0	10676.0
100873634	0.0	0.0
10581	4492.0	8096.0
10580	15396.0	6075.0
116437	1.0	0.0
100873629	0.0	0.0
116441	8157.0	2277.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	87.0	59.0
116442	190.0	45.0
116444	4.0	15.0
128414	8.0	8.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	2575.0	1573.0
100873620	0.0	0.0
10584	2.0	16.0
10587	1291.0	682.0
100873626	0.0	0.0
10586	1.0	4.0
100873625	0.0	0.0
10589	2692.0	2824.0
100873624	0.0	0.0
10588	198.0	113.0
100873623	0.0	0.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	22.0	17.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	1.0	0.0
10558	5891.0	3668.0
10557	750.0	510.0
10559	1514.0	822.0
10550	10434.0	9639.0
100873655	0.0	0.0
100873654	0.0	0.0
10552	7352.0	7447.0
100873653	0.0	0.0
10551	26221.0	77979.0
100873652	2.0	1.0
10554	4185.0	2702.0
100873659	0.0	0.0
10553	1457.0	2080.0
128408	0.0	0.0
100873658	0.0	0.0
10556	1454.0	1127.0
100873657	0.0	0.0
10555	3685.0	3141.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	1.0	0.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	44.0	22.0
100873640	1.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	2.0
102466725	0.0	0.0
102466724	0.0	1.0
10569	5399.0	3251.0
100287482	86.0	309.0
100287483	0.0	1.0
10568	1205.0	504.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	570.0	665.0
100873644	0.0	0.0
10560	2991.0	3486.0
100873643	0.0	2.0
10563	111.0	640.0
100873642	0.0	0.0
10562	1513.0	1655.0
100873641	0.0	0.0
10565	7283.0	7302.0
100873648	0.0	0.0
10564	9722.0	5413.0
100873647	0.0	0.0
10567	3395.0	4194.0
100873646	0.0	0.0
10566	306.0	174.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	0.0	0.0
102466731	0.0	2.0
116369	25.0	12.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	0.0	0.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	0.0
116372	23.0	43.0
574036	367.0	176.0
574038	0.0	0.0
83479	1453.0	1574.0
116379	20.0	11.0
100128092	0.0	1.0
83478	1014.0	662.0
83473	233.0	479.0
83475	457.0	620.0
100128098	53.0	47.0
102466745	2.0	0.0
102466744	1.0	1.0
102466743	0.0	0.0
102466742	0.0	0.0
128344	798.0	1977.0
102466741	0.0	0.0
102466740	0.0	0.0
128346	404.0	656.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	1109.0	416.0
100128083	11.0	0.0
83468	2857.0	1363.0
100128081	6.0	1.0
83461	98.0	184.0
128338	3456.0	4701.0
83464	3138.0	1417.0
83463	147.0	248.0
83460	55.0	80.0
100189028	7.0	2.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	2.0	0.0
102466750	0.0	0.0
153339	4066.0	5537.0
116349	314.0	209.0
102466759	0.0	0.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	150.0	99.0
346562	0.0	2.0
647415	0.0	2.0
128322	0.0	0.0
1809	12215.0	12555.0
116337	0.0	0.0
153328	210.0	100.0
1800	11.0	97.0
100128061	0.0	0.0
100128060	57.0	26.0
100128062	0.0	0.0
1808	15452.0	8997.0
83483	6804.0	5454.0
1807	11.0	3.0
1806	4292.0	5857.0
1805	4163.0	1550.0
83480	835.0	807.0
1804	676.0	9.0
1803	1099.0	585.0
1802	1206.0	1139.0
83482	2.0	3.0
1801	1539.0	870.0
83481	2310.0	2485.0
131965	775.0	583.0
1811	1176.0	51.0
1810	3699.0	3710.0
143941	324.0	88.0
1819	1940.0	1321.0
1818	0.0	0.0
1817	11.0	0.0
1816	8.0	0.0
1815	16.0	55.0
100128054	7.0	19.0
1814	0.0	0.0
285084	1.0	0.0
1813	481.0	19.0
1812	33.0	4.0
100128055	1.0	1.0
647436	17.0	8.0
128387	899.0	1023.0
131973	0.0	0.0
1822	15669.0	9893.0
1821	46.0	26.0
1820	299.0	435.0
100128041	0.0	0.0
1829	20810.0	14273.0
1828	2235.0	404.0
1827	14192.0	3646.0
285093	3.0	3.0
1826	21.0	18.0
100128043	0.0	0.0
1825	7435.0	1716.0
100128042	0.0	0.0
1824	5768.0	4599.0
1823	417.0	20.0
100128044	0.0	0.0
407977	2.0	6.0
407975	55.0	25.0
128370	0.0	0.0
128371	0.0	0.0
128372	1.0	0.0
1833	2.0	153.0
1832	97346.0	34885.0
1831	24337.0	11904.0
1830	6384.0	1191.0
574016	2.0	9.0
100128036	0.0	0.0
1839	606.0	350.0
1838	2254.0	1563.0
346528	2.0	2.0
1837	2132.0	249.0
1836	3399.0	2007.0
346525	0.0	0.0
1834	0.0	0.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	406.0	261.0
1843	35739.0	15795.0
1842	2735.0	1776.0
1841	893.0	940.0
1840	635.0	300.0
574028	0.0	2.0
574029	19.0	0.0
100128025	45.0	12.0
1849	1084.0	850.0
346517	0.0	0.0
1848	8999.0	2941.0
1847	3245.0	2514.0
100128020	0.0	1.0
1846	16068.0	16744.0
100128023	0.0	0.0
1845	5856.0	4442.0
153396	1243.0	1130.0
1855	2552.0	1920.0
1854	2077.0	2054.0
100131671	2.0	0.0
1852	138.0	26.0
1850	1271.0	526.0
100131678	0.0	0.0
1859	6683.0	3472.0
1857	5803.0	4415.0
1856	2636.0	1782.0
724068	0.0	0.0
724067	0.0	0.0
202781	827.0	580.0
1861	2716.0	2185.0
100131688	0.0	0.0
1869	139.0	383.0
724094	0.0	0.0
1880	599.0	534.0
1877	1341.0	1356.0
100131691	103.0	93.0
1876	824.0	571.0
1875	431.0	648.0
83417	0.0	4.0
100131693	20.0	2.0
100327036	0.0	0.0
83416	126.0	75.0
200132	48.0	33.0
1874	2626.0	1578.0
1872	8.0	2.0
1871	822.0	772.0
1870	29.0	186.0
1879	1266.0	562.0
724087	23.0	21.0
1891	5731.0	4170.0
1890	1670.0	5241.0
83401	17.0	9.0
1889	33496.0	12722.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	0.0
724030	0.0	0.0
58473	1270.0	766.0
58472	2652.0	2717.0
200149	0.0	0.0
58475	1626.0	10565.0
724038	0.0	0.0
83439	2756.0	3738.0
1896	343.0	110.0
58477	3406.0	3269.0
58476	1734.0	1286.0
1894	1096.0	1612.0
1893	861.0	1823.0
1892	5951.0	4775.0
58478	1973.0	1971.0
200150	103.0	7.0
724022	1.0	0.0
58484	100.0	119.0
724026	0.0	1.0
58483	0.0	0.0
724025	0.0	0.0
165324	2146.0	909.0
724024	0.0	0.0
58486	2852.0	2380.0
58485	3136.0	2404.0
724023	0.0	0.0
58480	9115.0	562.0
724029	8.0	1.0
200159	10.0	10.0
724028	0.0	0.0
724027	13.0	3.0
58488	1711.0	953.0
58487	3687.0	2799.0
200162	123.0	288.0
58489	635.0	550.0
58495	1115.0	641.0
724059	0.0	0.0
58494	2203.0	1181.0
58497	3483.0	4350.0
58496	150.0	20.0
58491	759.0	408.0
58490	2661.0	1923.0
58493	2463.0	1790.0
58492	319.0	112.0
58499	2505.0	576.0
58498	44.0	50.0
200172	22.0	21.0
83451	1567.0	2408.0
83450	1027.0	1458.0
83452	1122.0	1061.0
153364	797.0	631.0
83448	1388.0	1393.0
200186	3032.0	3840.0
83447	6.0	0.0
200185	992.0	1057.0
83449	34.0	18.0
83444	172.0	166.0
83443	3506.0	2581.0
83446	1.0	0.0
83445	9.0	1.0
83440	2987.0	1858.0
83442	4494.0	5961.0
114984	939.0	1393.0
114987	1060.0	756.0
391603	0.0	0.0
10657	12856.0	11254.0
126969	1231.0	740.0
10656	721.0	678.0
10659	3196.0	1766.0
10658	7466.0	7252.0
114990	892.0	957.0
114991	3308.0	1763.0
10651	1589.0	1436.0
10650	167.0	161.0
10653	28732.0	17022.0
10652	5260.0	5979.0
342667	18412.0	2909.0
10655	55.0	112.0
643812	0.0	0.0
342666	38.0	6.0
10654	3636.0	5058.0
136306	119.0	262.0
126961	0.0	0.0
10668	945.0	764.0
10667	1228.0	950.0
643827	83.0	12.0
10669	295.0	1364.0
10660	0.0	6.0
10661	0.0	3.0
731220	56.0	41.0
138971	0.0	0.0
10664	5838.0	3592.0
10663	263.0	218.0
10666	121.0	142.0
731223	25.0	13.0
10665	0.0	0.0
136319	9443.0	12171.0
163933	33.0	86.0
317691	0.0	0.0
339005	169.0	54.0
10635	142.0	301.0
10634	1776.0	2221.0
10637	8.0	4.0
10636	400.0	1152.0
10638	0.0	0.0
114971	1033.0	699.0
10631	12177.0	56043.0
643836	2379.0	1839.0
10630	2982.0	1418.0
643837	1017.0	888.0
10633	90.0	21.0
643834	0.0	0.0
10632	7511.0	6691.0
100124394	0.0	0.0
10645	5772.0	3386.0
10648	0.0	0.0
10647	3528.0	6540.0
148304	1006.0	446.0
114960	3.0	1.0
10640	3379.0	3257.0
136332	65.0	513.0
10642	4.0	3.0
643847	0.0	0.0
10641	1263.0	963.0
10644	341.0	158.0
10643	20.0	7.0
317671	134.0	291.0
643862	0.0	0.0
391642	0.0	0.0
10609	988.0	2081.0
391647	6.0	11.0
10613	3790.0	2553.0
10612	1327.0	778.0
10615	207.0	555.0
10614	4554.0	3347.0
10617	3320.0	2002.0
401525	0.0	0.0
10616	4247.0	4958.0
10618	34292.0	20684.0
643854	9.0	3.0
643853	111.0	107.0
643859	0.0	0.0
10611	19190.0	7623.0
10610	6245.0	1365.0
643872	2.0	8.0
643873	564.0	346.0
643870	8.0	3.0
317684	1.0	0.0
391655	0.0	1.0
391657	0.0	0.0
391656	1.0	4.0
317687	1.0	2.0
10623	2159.0	2658.0
10626	401.0	333.0
10625	5920.0	4433.0
10628	181110.0	45926.0
10627	19056.0	12356.0
10629	605.0	541.0
342618	3.0	1.0
643865	0.0	0.0
643866	204.0	139.0
10620	374.0	170.0
10622	137.0	115.0
10621	910.0	611.0
101954275	0.0	0.0
101954276	0.0	0.0
643880	0.0	0.0
101954273	17.0	4.0
643884	0.0	0.0
101954277	0.0	0.0
101954278	12.0	10.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	174.0	65.0
83606	7651.0	6717.0
101954271	2.0	2.0
83605	2608.0	2479.0
101954272	8.0	4.0
83608	716.0	828.0
83607	2348.0	1709.0
151903	1938.0	1360.0
401507	0.0	0.0
317649	4647.0	2748.0
391627	0.0	0.0
401505	797.0	502.0
388007	0.0	0.0
317648	1224.0	776.0
100419709	31.0	4.0
100419705	0.0	0.0
643875	0.0	0.0
401509	126.0	80.0
401508	0.0	0.0
101954264	0.0	0.0
138948	36.0	21.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	2.0	0.0
102464827	0.0	0.0
391630	0.0	0.0
102464828	0.0	2.0
317662	1963.0	1664.0
100419711	7.0	5.0
102464825	0.0	0.0
56000	2.0	10.0
391632	0.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	137.0	37.0
102464824	0.0	0.0
56005	3038.0	3421.0
10602	5758.0	1961.0
56006	1546.0	1628.0
83604	2760.0	1479.0
10603	91.0	216.0
10606	6061.0	5887.0
100419717	0.0	0.0
56001	0.0	0.0
10605	3444.0	3105.0
10608	7028.0	5756.0
10607	2537.0	3360.0
10600	3695.0	1799.0
101929254	2.0	1.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	4096.0	7891.0
102464832	0.0	0.0
100271849	24.0	9.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	2325.0	3869.0
112398	1070.0	1706.0
100419735	0.0	0.0
391697	0.0	0.0
391696	0.0	3.0
100419733	0.0	0.0
388021	5.0	1.0
100419734	0.0	0.0
391698	2.0	0.0
100419731	0.0	0.0
100271836	116.0	130.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	0.0
388015	0.0	1.0
101954204	0.0	0.0
199953	977.0	787.0
161357	5.0	3.0
100420734	3.0	0.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	1.0	1.0
731275	44.0	132.0
199920	865.0	588.0
222826	4.0	3.0
101929286	12.0	1.0
391670	1.0	1.0
391672	0.0	2.0
161342	44.0	14.0
148398	160.0	200.0
100419758	62.0	16.0
100419751	0.0	0.0
124359	3908.0	976.0
101929293	8.0	0.0
100420752	0.0	0.0
100420754	0.0	0.0
10691	1691.0	922.0
10690	114.0	1261.0
101929212	80.0	27.0
101929218	0.0	0.0
388076	0.0	0.0
388077	0.0	1.0
100419764	0.0	0.0
199900	0.0	1.0
151963	891.0	615.0
10693	341.0	286.0
10692	13.0	7.0
10695	3554.0	2594.0
10694	8792.0	6598.0
10699	60.0	376.0
101929221	1.0	0.0
100420763	0.0	0.0
101929225	1.0	0.0
101929222	1.0	0.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	3997.0	5019.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	10.0	37.0
101929238	0.0	2.0
220213	1088.0	1762.0
10678	2832.0	2269.0
151987	3568.0	3543.0
10671	1627.0	1457.0
10670	6135.0	4210.0
10673	151.0	518.0
10672	3512.0	4527.0
10675	37.0	114.0
10677	333.0	121.0
100419793	0.0	0.0
100420784	1.0	0.0
100420786	1.0	0.0
101929247	0.0	0.0
100420787	0.0	1.0
101929244	3.0	0.0
220202	5.0	2.0
222865	306.0	180.0
10682	1485.0	1549.0
10681	2592.0	1372.0
10683	7.0	4.0
10686	15.0	18.0
136371	0.0	0.0
643803	0.0	0.0
10687	1007.0	3726.0
100419682	0.0	0.0
100420678	31.0	13.0
222894	0.0	0.0
100419687	5.0	0.0
283807	665.0	67.0
653194	0.0	0.0
83598	5.0	0.0
83597	0.0	0.0
653199	159.0	109.0
83594	1254.0	1920.0
83593	1916.0	1944.0
83596	567.0	536.0
83595	235.0	185.0
83590	1334.0	2244.0
653190	22.0	7.0
653192	2.0	0.0
83592	97.0	107.0
83591	314.0	436.0
1909	2109.0	1919.0
100420689	2.0	3.0
1908	1575.0	242.0
161291	6622.0	4544.0
653188	48.0	26.0
653189	65.0	29.0
1907	124.0	416.0
1906	2310.0	712.0
197258	1403.0	935.0
1903	4844.0	3166.0
197259	442.0	498.0
1902	1972.0	1378.0
1901	3208.0	1446.0
100420681	0.0	0.0
197257	586.0	390.0
449491	0.0	0.0
100420695	0.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	1391.0	424.0
1917	1921.0	9545.0
1915	490806.0	319889.0
1912	9506.0	6037.0
1911	902.0	416.0
101929202	0.0	0.0
101929203	0.0	1.0
199899	5.0	22.0
148281	26.0	70.0
219287	17.0	1.0
161253	29.0	43.0
219285	2245.0	5499.0
283849	158.0	219.0
283848	321.0	268.0
1932	1.0	3.0
283847	1.0	2.0
256227	11.0	10.0
256223	0.0	0.0
1939	5376.0	5361.0
1938	216190.0	183333.0
1937	9.0	29.0
1936	10195.0	9862.0
1934	6.0	7.0
1933	24012.0	17210.0
161247	20.0	8.0
219293	661.0	541.0
1943	0.0	2.0
1942	6326.0	12222.0
256236	386.0	949.0
1949	1667.0	369.0
199870	1188.0	863.0
1948	4166.0	1243.0
1947	2139.0	1584.0
1946	2468.0	2923.0
1945	808.0	1253.0
1944	346.0	443.0
161271	0.0	0.0
1954	6261.0	3402.0
1953	1734.0	1798.0
1952	9292.0	5965.0
