id	c1a570df-7a5f-44a1-9569-8a7eecb651d0	6c6c01b5-ee5b-4ef0-a44f-2b982033fe4c
10238	4626.0	8204.0
442454	1.0	3.0
106481089	0.0	2.0
100873739	0.0	0.0
100873738	0.0	0.0
442455	0.0	0.0
106481086	4.0	0.0
100873737	0.0	0.0
106481087	0.0	2.0
100033425	0.0	0.0
100033426	0.0	0.0
100033427	0.0	0.0
442459	0.0	1.0
100033428	0.0	0.0
10231	2129.0	456.0
100033421	0.0	0.0
100873732	0.0	0.0
106481080	0.0	0.0
10230	439.0	925.0
100033422	0.0	0.0
100873731	0.0	0.0
106481081	0.0	0.0
10233	318.0	791.0
285180	1.0	7.0
100873730	0.0	0.0
100033423	0.0	0.0
10232	8.0	27.0
100033424	4.0	0.0
10235	119.0	37.0
100873736	6.0	2.0
106481084	0.0	0.0
10234	789.0	671.0
100873735	0.0	0.0
106481085	0.0	0.0
10237	2861.0	4688.0
100873734	0.0	0.0
106481082	0.0	0.0
10236	12424.0	9360.0
100873733	2.0	0.0
100033420	0.0	0.0
106481083	0.0	0.0
285189	0.0	0.0
10240	1530.0	1238.0
645191	0.0	9.0
101059914	0.0	0.0
101059918	1.0	6.0
100873729	0.0	0.0
442442	2.0	0.0
106481099	0.0	0.0
10249	1268.0	2.0
100873728	0.0	0.0
442444	0.0	0.0
100873727	0.0	0.0
106481097	0.0	0.0
100873726	0.0	0.0
106481098	0.0	0.0
442446	0.0	0.0
100033436	0.0	0.0
100033437	0.0	0.0
442447	0.0	1.0
100033438	0.0	0.0
100033439	0.0	0.0
10242	27.0	3.0
100873721	0.0	0.0
106481091	0.0	0.0
100033432	0.0	0.0
10241	10987.0	20773.0
285190	0.0	0.0
100873720	0.0	0.0
106481092	0.0	0.0
100033433	0.0	0.0
10244	760.0	2321.0
100033434	0.0	0.0
10243	1815.0	6213.0
100033435	0.0	1.0
106481090	0.0	0.0
10246	0.0	0.0
285193	394.0	418.0
100873725	0.0	0.0
106481095	0.0	0.0
10245	565.0	1825.0
100873724	0.0	0.0
100131902	0.0	0.0
106481096	0.0	0.0
285194	0.0	0.0
10248	661.0	1572.0
285195	685.0	150.0
100033430	0.0	0.0
100873723	0.0	0.0
106481093	0.0	0.0
10247	1424.0	4544.0
100128341	0.0	0.0
100873722	0.0	0.0
106481094	0.0	0.0
100033431	0.0	0.0
100873750	0.0	1.0
100128337	5.0	4.0
128312	16.0	246.0
100128339	0.0	0.0
100128338	711.0	6064.0
116328	83.0	6.0
118987	2404.0	2073.0
10217	6590.0	3889.0
106481066	1.0	0.0
10216	324.0	123.0
106481067	0.0	0.0
10219	66.0	83.0
106481064	0.0	0.0
10218	1102.0	2.0
100873759	2.0	2.0
106481065	0.0	2.0
106481068	0.0	0.0
106481069	0.0	4.0
100873754	0.0	0.0
100873753	0.0	0.0
10211	6789.0	12011.0
100873752	0.0	0.0
10210	3270.0	2454.0
100873751	0.0	0.0
10213	2969.0	5520.0
128308	371.0	1866.0
100873758	0.0	0.0
106481062	0.0	0.0
10212	496.0	2717.0
100873757	1.0	0.0
100131913	0.0	0.0
106481063	0.0	0.0
100873756	0.0	0.0
10215	0.0	1.0
106481060	0.0	0.0
10214	0.0	0.0
100873755	0.0	0.0
106481061	0.0	0.0
101059973	1.0	1.0
285126	0.0	0.0
100128327	0.0	2.0
10228	2908.0	2349.0
106481077	0.0	0.0
10227	1392.0	3555.0
106481078	0.0	0.0
100873749	0.0	0.0
106481075	0.0	0.0
118980	867.0	5820.0
10229	1648.0	4578.0
100873748	0.0	1.0
106481076	0.0	0.0
106481079	1.0	6.0
10220	173.0	144.0
100873743	0.0	0.0
100873742	0.0	1.0
106481070	0.0	0.0
100873741	0.0	0.0
100131921	0.0	0.0
100128324	0.0	0.0
10221	22671.0	3990.0
100873740	0.0	1.0
10224	564.0	847.0
100873747	7.0	4.0
106481073	0.0	0.0
10223	8.0	4.0
100873746	0.0	0.0
100131924	0.0	0.0
106481074	0.0	1.0
10226	1215.0	4710.0
100873745	0.0	0.0
106481071	0.0	0.0
10225	340.0	99.0
106481072	0.0	0.0
100873744	4.0	0.0
100033460	0.0	0.0
100873772	0.0	0.0
100873771	0.0	0.0
100873770	0.0	0.0
106481039	0.0	0.0
131909	2.0	2.0
106481044	0.0	2.0
106481045	0.0	3.0
106481042	0.0	0.0
106481043	0.0	0.0
106481048	0.0	0.0
106481049	0.0	0.0
442415	0.0	0.0
106481046	0.0	0.0
442416	0.0	0.0
106481047	0.0	0.0
100873776	0.0	0.0
100873775	0.0	0.0
100873774	0.0	0.0
100131932	0.0	0.0
100128312	0.0	0.0
106481040	0.0	0.0
100131934	0.0	5.0
100873779	5.0	0.0
106481041	0.0	0.0
100131935	0.0	0.0
100873778	0.0	0.0
285141	103.0	128.0
100873777	0.0	0.0
100128307	0.0	0.0
101059953	0.0	0.0
100873760	0.0	0.0
285148	2579.0	2470.0
10206	3427.0	3496.0
106481055	0.0	0.0
10205	8612.0	4742.0
106481056	0.0	0.0
10208	2018.0	1615.0
106481053	0.0	0.0
10207	4524.0	11234.0
106481054	5.0	1.0
106481059	5.0	0.0
10209	50875.0	47914.0
106481057	0.0	1.0
442405	0.0	0.0
106481058	0.0	0.0
100131940	3.0	1.0
100873765	0.0	0.0
442406	0.0	0.0
100873764	0.0	0.0
10200	1645.0	637.0
100128302	0.0	0.0
100873763	0.0	0.0
100873762	0.0	0.0
10202	323.0	120618.0
100873769	0.0	0.0
106481051	0.0	1.0
10201	531.0	1259.0
100873768	0.0	0.0
106481052	0.0	0.0
10204	4594.0	3515.0
100873767	0.0	0.0
100131947	0.0	0.0
10203	2548.0	1793.0
100873766	0.0	0.0
106481050	0.0	0.0
319098	0.0	0.0
319099	7.0	4.0
106481019	0.0	0.0
106481017	0.0	0.0
58155	2249.0	733.0
728957	0.0	0.0
106481018	0.0	0.0
728953	2.0	4.0
106481022	0.0	0.0
106481023	0.0	0.0
116254	6571.0	7041.0
106481020	0.0	0.0
106481021	0.0	0.0
58158	0.0	0.0
106481026	0.0	0.0
116255	6.0	0.0
58157	0.0	1.0
106481027	0.0	0.0
106481024	0.0	0.0
106481025	0.0	0.0
128229	7.0	71.0
167838	311.0	680.0
319093	14.0	10.0
131890	0.0	6.0
116238	236.0	2047.0
728945	0.0	0.0
728947	9.0	3.0
106481028	0.0	0.0
106481029	0.0	0.0
58160	0.0	0.0
106481033	0.0	0.0
143872	663.0	101.0
106481034	3.0	2.0
106481031	1.0	0.0
106481032	0.0	0.0
728938	0.0	5.0
106481037	0.0	0.0
106481038	0.0	0.0
106481035	0.0	2.0
106481036	0.0	0.0
143879	1000.0	574.0
167826	0.0	0.0
128218	454.0	3290.0
106481030	0.0	0.0
10190	3371.0	3410.0
728970	0.0	0.0
10194	3505.0	2727.0
10193	2584.0	3446.0
645104	0.0	0.0
10196	1215.0	1180.0
101059988	0.0	0.0
10195	2367.0	4152.0
728978	22.0	5.0
153218	12.0	1.0
116228	79.0	518.0
106481000	0.0	0.0
106481001	0.0	0.0
106481004	0.0	1.0
106481005	0.0	0.0
143884	1741.0	1388.0
116236	1274.0	3171.0
106481002	0.0	0.0
106481003	0.0	0.0
10198	316.0	848.0
10197	6491.0	12439.0
143888	4388.0	1883.0
10199	2265.0	6040.0
128209	15.0	241.0
346689	22.0	41.0
319087	0.0	1.0
344022	0.0	1.0
319089	510.0	1621.0
153201	3.0	0.0
319085	0.0	0.0
106481008	0.0	9.0
106481009	0.0	0.0
58189	143.0	55.0
106481006	0.0	0.0
106481007	0.0	0.0
728963	5.0	5.0
728962	1.0	0.0
106481011	0.0	1.0
106481012	0.0	0.0
118881	89.0	298.0
106481010	0.0	0.0
106481015	0.0	0.0
106481016	0.0	0.0
116225	130.0	898.0
106481013	3.0	0.0
116224	5991.0	1938.0
106481014	0.0	9.0
344018	2.0	1.0
645108	0.0	0.0
58190	3501.0	6830.0
346673	0.0	0.0
10170	43.0	49.0
645121	17.0	25.0
58191	5075.0	2275.0
645120	0.0	1.0
10172	393.0	464.0
10171	1072.0	814.0
645126	6.0	3.0
10174	4529.0	3038.0
728911	0.0	0.0
728913	394.0	123.0
128272	422.0	1811.0
100033407	8.0	2.0
100033409	0.0	0.0
10175	10325.0	6433.0
10178	76.0	3.0
10179	4394.0	1248.0
10181	3156.0	4027.0
10180	2029.0	2257.0
645136	0.0	0.0
10184	3669.0	1861.0
116285	88.0	274.0
100033418	0.0	0.0
202861	0.0	4.0
100033419	0.0	0.0
100033414	0.0	0.0
100033415	0.0	0.0
100033416	4.0	0.0
100033417	0.0	0.0
10187	0.0	0.0
10186	8959.0	1280.0
10189	992.0	2299.0
645129	0.0	2.0
10188	665.0	3727.0
100033413	0.0	0.0
645145	0.0	0.0
346653	38.0	38.0
645142	0.0	0.0
10150	17793.0	1430.0
10152	5431.0	2262.0
10151	0.0	1.0
200205	250.0	312.0
728933	0.0	0.0
202865	0.0	0.0
728931	0.0	1.0
100873817	1.0	0.0
100873816	0.0	0.0
100128390	0.0	1.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	1016.0	983.0
728929	0.0	0.0
100873818	0.0	0.0
10154	1076.0	1351.0
10153	3866.0	4552.0
10156	99.0	37.0
10155	4290.0	17375.0
10158	982.0	3062.0
100873813	0.0	0.0
10157	382.0	125.0
100873812	0.0	0.0
100873811	0.0	0.0
10159	17379.0	22846.0
131870	1825.0	2759.0
10161	8871.0	1295.0
10160	1941.0	5736.0
10163	10758.0	8339.0
131873	265.0	38.0
645158	102.0	31.0
10162	1384.0	1420.0
728921	0.0	1.0
128240	2535.0	7672.0
728920	8.0	3.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	0.0	0.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	1.0
728917	2.0	3.0
100873807	0.0	0.0
10165	1693.0	1656.0
10164	26.0	31.0
128239	70.0	533.0
10166	268.0	798.0
10169	17237.0	30678.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	1262.0	1713.0
100873801	0.0	0.0
100128385	36.0	45.0
100287755	1.0	2.0
165257	23.0	1.0
200232	8.0	6.0
100287745	9.0	17.0
1503	836.0	1206.0
1501	370.0	2872.0
1500	22147.0	21544.0
1509	6776.0	220546.0
1508	18336.0	37890.0
1506	0.0	0.0
1504	0.0	0.0
1514	1129.0	5186.0
1513	10785.0	5491.0
1512	2481.0	4248.0
1511	165.0	457.0
1510	1.0	0.0
346606	0.0	0.0
1519	7830.0	3742.0
1518	0.0	0.0
1517	2.0	0.0
1515	899.0	124.0
100287725	0.0	0.0
100287722	9.0	15.0
1525	5020.0	1434.0
1524	2936.0	481.0
1523	2605.0	5231.0
1522	2502.0	6527.0
1521	116.0	101.0
1520	3399.0	2506.0
200261	1.0	0.0
1528	6965.0	22854.0
1527	0.0	0.0
100287718	2.0	1.0
728992	14.0	9.0
100287715	0.0	0.0
728990	0.0	11.0
165215	2275.0	213.0
728996	0.0	0.0
1536	2145.0	1697.0
1535	336.0	1074.0
1534	4100.0	23489.0
1539	4.0	0.0
1538	0.0	0.0
1537	1836.0	14644.0
100287708	0.0	0.0
153222	5704.0	1964.0
1550	0.0	0.0
1545	3609.0	1420.0
1544	0.0	0.0
1543	0.0	1.0
1540	3278.0	2468.0
1549	156.0	2.0
1548	125.0	19.0
1558	44.0	0.0
1557	0.0	0.0
1556	656.0	10763.0
200298	9.0	7.0
1555	2.0	82.0
1553	0.0	2.0
1551	25.0	9.0
1559	0.0	1.0
153241	3110.0	1513.0
1572	0.0	1.0
1571	94.0	49.0
1568	8.0	6.0
1565	2.0	22.0
1564	5.0	10.0
1562	0.0	0.0
100131828	0.0	0.0
1583	56.0	19.0
1582	5.0	23.0
1581	7.0	0.0
1580	1031.0	1409.0
1579	43.0	1.0
1577	114.0	46.0
1576	3.0	1.0
1573	570.0	857.0
285203	5440.0	571.0
1594	63.0	110.0
285205	3.0	0.0
1593	1135.0	1159.0
1592	1.0	30.0
1591	13.0	3.0
1590	1.0	11.0
10307	562.0	438.0
1589	29.0	63.0
1588	69.0	45.0
10309	137.0	14.0
1587	0.0	0.0
1586	45.0	29.0
10308	1430.0	1314.0
1585	0.0	0.0
1584	0.0	0.0
100131842	0.0	4.0
10301	374.0	733.0
100131846	4.0	2.0
10300	379.0	635.0
10302	1001.0	1355.0
100287692	0.0	0.0
1596	0.0	0.0
1595	68.0	336.0
100131855	0.0	0.0
285220	53.0	4.0
285224	0.0	0.0
101180898	0.0	0.0
100287682	0.0	0.0
100287680	0.0	0.0
165186	4.0	2.0
100131874	0.0	1.0
100131879	0.0	0.0
442590	7.0	4.0
100131881	0.0	0.0
100131893	0.0	0.0
100131897	85.0	2.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	32530.0	11820.0
10371	761.0	94.0
100873839	0.0	0.0
100873838	1.0	0.0
100873837	0.0	0.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	5713.0	14259.0
100128252	3759.0	1120.0
100873835	0.0	0.0
285282	3291.0	3173.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	0.0	0.0
100873832	0.0	0.0
10379	93.0	334.0
285286	7.0	8.0
10381	0.0	13.0
10380	2070.0	2915.0
10383	5020.0	16336.0
10382	25.0	1491.0
118813	489.0	1309.0
102466906	0.0	0.0
118812	694.0	677.0
100885800	0.0	0.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	3.0	0.0
10385	538.0	571.0
100873820	0.0	0.0
10384	1427.0	715.0
10389	257.0	76.0
100873824	0.0	0.0
10388	766.0	1851.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	2.0	1.0
645065	0.0	0.0
100128237	0.0	1.0
10350	2002.0	107.0
102466918	1.0	1.0
442582	84.0	209.0
102466912	0.0	1.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	45.0	79.0
10352	2574.0	1333.0
100873853	0.0	1.0
10351	3103.0	135.0
100873852	3.0	0.0
10354	120.0	606.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	0.0	0.0
790952	3.0	0.0
100873857	0.0	0.0
10355	0.0	0.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	2.0	12.0
790955	300.0	1004.0
100873854	0.0	0.0
131831	4.0	12.0
100128227	0.0	3.0
10361	13.0	5.0
10360	371.0	787.0
645073	0.0	0.0
442572	1.0	7.0
100873849	0.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	880.0	1248.0
100873842	0.0	0.0
10362	1054.0	3705.0
100873841	0.0	0.0
10365	6617.0	1107.0
100873840	0.0	0.0
10367	3343.0	3264.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	0.0	0.0
10368	0.0	0.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	1.0	13.0
100873871	0.0	0.0
100873870	0.0	0.0
285237	2571.0	1650.0
100128217	1.0	0.0
503838	27.0	5.0
503837	0.0	0.0
503834	0.0	0.0
645084	2.0	11.0
503835	0.0	1.0
503841	0.0	0.0
10338	0.0	0.0
10337	0.0	4.0
503840	0.0	0.0
100885850	0.0	7.0
116211	0.0	5.0
100873875	0.0	0.0
10330	1374.0	1967.0
100873874	0.0	3.0
10332	13.0	112.0
100873873	0.0	0.0
10331	320.0	35.0
100873872	0.0	0.0
100873879	0.0	0.0
10333	229.0	90.0
100873878	0.0	0.0
10336	2771.0	2536.0
100873877	0.0	0.0
10335	1819.0	338.0
285242	0.0	0.0
100885848	55.0	73.0
100873860	0.0	0.0
118856	5.0	1.0
645094	10.0	20.0
10349	1361.0	44.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	2.0	2.0
10340	0.0	2.0
10343	71.0	10.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	8233.0	13137.0
100873861	0.0	0.0
100131801	303.0	1374.0
10345	73.0	1.0
10344	9.0	6.0
100873867	0.0	0.0
10347	136.0	453.0
100873866	0.0	0.0
10346	6786.0	1876.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	0.0	0.0
100873890	0.0	1.0
10316	142.0	155.0
10318	3083.0	5408.0
10317	492.0	11.0
10319	27.0	21.0
100873897	0.0	0.0
100131810	5.0	0.0
100873896	0.0	11.0
100873895	0.0	0.0
100873894	18.0	17.0
10312	825.0	3286.0
10311	3476.0	3509.0
100131814	71.0	92.0
10314	10986.0	6053.0
100873899	0.0	0.0
10313	25328.0	33616.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	220.0	332.0
285267	646.0	587.0
100873882	0.0	1.0
285268	1229.0	1541.0
100873881	0.0	0.0
100873880	0.0	0.0
202915	197.0	1095.0
100885864	0.0	0.0
100885866	38.0	95.0
102466967	0.0	0.0
10327	3318.0	11633.0
10326	8.0	26.0
10329	1602.0	1895.0
10328	896.0	1310.0
442523	64.0	5.0
442524	145.0	93.0
442525	1.0	1.0
100873886	0.0	3.0
100873885	0.0	0.0
10321	80.0	402.0
100873884	0.0	0.0
10320	887.0	418.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	1525.0	2506.0
100873889	0.0	0.0
100131825	145.0	7.0
10325	1617.0	1307.0
100873888	0.0	3.0
100131827	795.0	610.0
100873887	0.0	0.0
10324	63.0	27.0
344178	0.0	0.0
102466972	0.0	0.0
116135	109.0	4.0
102466985	0.0	0.0
344167	14.0	2.0
102466984	0.0	0.0
128102	0.0	0.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	1071.0	850.0
116123	1.0	10.0
102466995	0.0	0.0
116113	2298.0	3178.0
83259	0.0	0.0
116115	456.0	854.0
344148	545.0	454.0
128153	151.0	578.0
645001	4.0	0.0
10291	6958.0	10251.0
645000	4.0	1.0
10290	763.0	105.0
10293	67.0	255.0
10295	1619.0	6337.0
10294	7482.0	17357.0
100128292	33.0	50.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	0.0	0.0
116179	0.0	0.0
100873919	0.0	2.0
100873918	3.0	0.0
100873917	0.0	3.0
10297	31.0	94.0
10296	2132.0	3393.0
100128299	0.0	4.0
10299	14887.0	10899.0
10298	880.0	6078.0
100873912	27.0	11.0
100873911	0.0	0.0
116173	42.0	5.0
100873910	0.0	0.0
645015	7.0	7.0
200315	1.0	90.0
200316	272.0	407.0
200312	412.0	1077.0
100873904	0.0	6.0
100873902	0.0	1.0
100873909	0.0	2.0
100873907	2.0	2.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	19.0	26.0
100873900	0.0	0.0
645024	3.0	1.0
100775107	0.0	3.0
10270	1838.0	1652.0
645027	0.0	13.0
10273	221.0	3050.0
100775104	44.0	58.0
10272	477.0	1539.0
100008586	0.0	0.0
116149	52.0	8.0
100873938	0.0	0.0
100873937	0.0	1.0
116154	39.0	2.0
100873935	9.0	0.0
116159	7591.0	724.0
100873939	0.0	1.0
100873930	6.0	3.0
10274	1620.0	2171.0
10277	3842.0	3977.0
10276	8867.0	22471.0
10279	2668.0	1299.0
100873934	0.0	0.0
10278	2134.0	2326.0
100873933	0.0	0.0
116151	12356.0	7960.0
100873932	4.0	1.0
116150	4183.0	2761.0
100128275	5.0	0.0
10280	2437.0	3094.0
10282	3184.0	2426.0
10281	0.0	0.0
10284	9318.0	13545.0
647696	0.0	0.0
10283	1128.0	739.0
116138	3627.0	3823.0
645030	0.0	0.0
1602	2207.0	4102.0
1601	7986.0	2083.0
100873926	0.0	0.0
1600	122.0	6.0
100128260	0.0	0.0
116143	333.0	172.0
100873924	9.0	1.0
100873929	0.0	2.0
100873928	0.0	0.0
10286	3506.0	3359.0
10285	3543.0	1935.0
1609	200.0	975.0
100128266	1.0	1.0
1608	89.0	35.0
10288	99.0	264.0
1607	23.0	5.0
10287	501.0	689.0
1606	1221.0	652.0
100873923	0.0	1.0
10289	5976.0	1842.0
1605	6446.0	17741.0
100128262	4.0	29.0
100873922	0.0	0.0
1604	8500.0	3085.0
100873921	0.0	0.0
1603	17422.0	14993.0
100128264	0.0	0.0
100873920	0.0	0.0
100287639	11.0	0.0
319133	19.0	13.0
319134	12.0	12.0
100287635	0.0	0.0
319130	15.0	6.0
319139	0.0	0.0
319135	2.0	2.0
100287630	0.0	0.0
319136	0.0	0.0
552891	0.0	0.0
319138	6.0	4.0
1613	428.0	1420.0
200350	0.0	1.0
1612	576.0	479.0
1611	5523.0	12025.0
165140	69.0	9.0
1610	2.0	1.0
552889	9348.0	11193.0
1618	1.0	0.0
1617	0.0	0.0
1616	2142.0	4771.0
1615	9662.0	7190.0
319142	0.0	0.0
319143	8.0	3.0
319144	1.0	0.0
319145	3.0	0.0
100287625	0.0	0.0
1624	1.0	0.0
1623	0.0	0.0
1622	5828.0	5696.0
1621	1.0	1.0
1620	334.0	5.0
1629	2054.0	2920.0
552879	0.0	0.0
1628	729.0	876.0
1627	1791.0	2110.0
319111	0.0	0.0
128178	641.0	527.0
319112	4.0	3.0
100287616	721.0	727.0
393046	0.0	0.0
319117	5.0	2.0
319118	0.0	1.0
319114	5.0	7.0
1635	3535.0	6638.0
200373	32.0	153.0
1634	148656.0	19468.0
1633	2417.0	1803.0
1632	607.0	8146.0
552860	4.0	58.0
1630	10.0	5.0
1639	3371.0	8900.0
1638	58.0	2.0
1636	592.0	1058.0
319122	5.0	4.0
319123	0.0	0.0
100287603	0.0	0.0
319128	10.0	6.0
319129	14.0	9.0
1646	2370.0	73.0
1645	2401.0	72.0
1644	10.0	4.0
1643	1189.0	1530.0
85824	15.0	4.0
1642	7186.0	22446.0
1641	12.0	0.0
552859	0.0	0.0
1649	481.0	668.0
1647	1190.0	349.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	12.0	4.0
1660	9338.0	13198.0
1657	3668.0	2458.0
1656	10759.0	11430.0
1655	41290.0	40400.0
1654	35238.0	23717.0
1653	6499.0	10299.0
1652	556.0	1767.0
346708	0.0	0.0
1650	5972.0	15606.0
346702	0.0	4.0
1659	1893.0	6126.0
319100	0.0	0.0
319101	0.0	0.0
1671	0.0	0.0
1670	0.0	0.0
319103	0.0	0.0
1668	8.0	0.0
1667	0.0	0.0
1666	3974.0	8280.0
1665	7109.0	10097.0
1663	379.0	818.0
1662	2068.0	2830.0
1661	14.0	3.0
1669	0.0	0.0
1678	417.0	383.0
1677	289.0	214.0
1676	2555.0	3317.0
1675	3026.0	3262.0
1674	870.0	18.0
1673	0.0	0.0
1672	1287.0	87.0
153129	1291.0	931.0
1690	64.0	7.0
165100	0.0	0.0
1687	826.0	243.0
85865	2304.0	1946.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	0.0	3.0
10415	0.0	0.0
10417	596.0	1153.0
493861	200.0	65.0
493860	34.0	26.0
100287591	0.0	0.0
10419	2640.0	4084.0
10418	2720.0	1438.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	1719.0	952.0
100873554	0.0	0.0
100873553	2.0	0.0
100131713	28.0	14.0
10411	855.0	887.0
10410	28012.0	34932.0
100873559	0.0	0.0
10413	13103.0	6875.0
100873558	0.0	1.0
10412	10445.0	5302.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	1810.0	1578.0
442266	1.0	2.0
10425	2370.0	2976.0
442267	0.0	2.0
10428	1392.0	1088.0
10427	5088.0	3806.0
100861573	0.0	1.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	616.0	2698.0
100873543	0.0	0.0
100873542	0.0	0.0
10422	1079.0	1965.0
493856	3475.0	2501.0
100873549	0.0	0.0
10421	1081.0	6483.0
100873548	0.0	0.0
100131726	3.0	5.0
10424	14124.0	25958.0
100873547	0.0	0.0
10423	5637.0	11766.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	3.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	0.0	22.0
100873576	2.0	1.0
100873575	0.0	0.0
100873579	0.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	56.0	90.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	0.0
442291	1.0	0.0
100287567	0.0	0.0
10404	3203.0	4218.0
10403	37.0	453.0
10406	4841.0	11257.0
10408	0.0	0.0
10407	0.0	0.0
100131740	0.0	0.0
10409	1320.0	824.0
100873567	0.0	0.0
100131743	6.0	3.0
100873566	19.0	0.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	889.0	1175.0
10402	1090.0	145.0
100873569	0.0	0.0
10401	1596.0	2392.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	2.0	0.0
100873595	0.0	0.0
493829	8.0	55.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	9.0	2.0
442240	6.0	1.0
442242	0.0	0.0
100287551	7.0	24.0
442233	1.0	0.0
442234	0.0	0.0
442236	0.0	0.0
442237	1.0	1.0
442239	0.0	0.0
100131755	888.0	398.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	0.0	2.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	5.0	2.0
442232	2.0	0.0
100131760	5.0	1.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	1.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	0.0	0.0
493812	1019.0	375.0
442260	3.0	1.0
442262	2.0	1.0
442255	0.0	0.0
442256	0.0	0.0
442257	3.0	0.0
442258	31.0	319.0
100131775	0.0	0.0
100131777	0.0	0.0
100287528	0.0	0.0
442252	0.0	0.0
100287520	0.0	0.0
442253	4.0	0.0
442245	0.0	2.0
442247	3.0	3.0
442249	0.0	3.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	18075.0	7666.0
100128139	10.0	17.0
10490	5008.0	4527.0
10493	10117.0	16346.0
10492	15922.0	12206.0
10495	856.0	961.0
100128135	1.0	0.0
10494	1583.0	2967.0
10497	1781.0	2431.0
100128136	0.0	0.0
10499	4476.0	12309.0
128506	0.0	0.0
10498	805.0	2305.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	1.0	0.0
116512	0.0	0.0
116519	0.0	1.0
105419997	9.0	0.0
100128126	18.0	5.0
100861506	0.0	0.0
10471	463.0	1885.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	0.0	0.0
444882	10.0	6.0
442221	0.0	0.0
442211	0.0	3.0
442213	85.0	15.0
442215	1.0	3.0
442216	3.0	3.0
116511	13.0	6.0
442217	3.0	0.0
442218	0.0	0.0
10473	5160.0	3321.0
10472	4801.0	145.0
100533177	1.0	12.0
10475	2512.0	1953.0
100533178	0.0	0.0
100128115	5.0	1.0
10474	2158.0	4881.0
100533179	2.0	3.0
10477	6248.0	496.0
10476	5797.0	13490.0
10479	1568.0	391.0
10478	2802.0	3794.0
100128110	0.0	0.0
100128109	0.0	0.0
10480	17118.0	9861.0
100861516	2.0	0.0
100861517	15.0	14.0
10482	4067.0	3760.0
100861518	0.0	1.0
10481	0.0	0.0
100861519	1.0	0.0
100861513	3.0	2.0
100861514	1.0	0.0
102466806	0.0	0.0
100861515	23.0	18.0
100861510	2.0	0.0
442210	5.0	0.0
100533181	0.0	0.0
100533182	61.0	59.0
442204	1.0	3.0
442205	0.0	0.0
10484	4934.0	1847.0
100128102	0.0	0.0
10483	4016.0	9746.0
