id	f76b3ebd-e168-41b4-ac1f-e58b583a0506	89898350-742a-4b99-b1b0-4db42205fdba
100885800	0.0	4.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	1.0	0.0
10385	673.0	1010.0
100873820	0.0	0.0
10384	1848.0	2354.0
10389	127.0	125.0
100873824	0.0	5.0
10388	997.0	2343.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	8.0	5.0
645065	0.0	0.0
100128237	2.0	2.0
10350	2901.0	933.0
102466918	0.0	0.0
442582	282.0	244.0
102466912	0.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	96.0	89.0
10352	925.0	1827.0
100873853	0.0	1.0
10351	5755.0	1689.0
100873852	0.0	0.0
10354	535.0	680.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	1.0	1.0
790952	28.0	5.0
100873857	0.0	0.0
10355	1.0	2.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	15.0	8.0
790955	447.0	849.0
100873854	0.0	0.0
131831	5.0	8.0
100128227	0.0	1.0
10361	87.0	17.0
10360	403.0	838.0
645073	0.0	0.0
442572	18.0	12.0
100873849	0.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	1509.0	2152.0
100873842	0.0	0.0
10362	2643.0	4595.0
100873841	0.0	0.0
10365	3764.0	2006.0
100873840	0.0	0.0
10367	2868.0	4029.0
100873846	0.0	0.0
100873845	1.0	0.0
10369	0.0	0.0
10368	0.0	1.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	14.0	27.0
100873871	1.0	0.0
100873870	0.0	0.0
285237	903.0	1229.0
100128217	0.0	0.0
503838	5.0	6.0
503837	0.0	0.0
503834	3.0	0.0
645084	7.0	8.0
503835	0.0	1.0
503841	0.0	0.0
10338	0.0	0.0
10337	0.0	0.0
503840	0.0	0.0
100885850	5.0	2.0
116211	1.0	3.0
100873875	0.0	0.0
10330	781.0	1095.0
100873874	0.0	1.0
10332	21.0	0.0
100873873	0.0	0.0
10331	45.0	20.0
100873872	0.0	0.0
100873879	1.0	1.0
10333	220.0	246.0
100873878	0.0	0.0
10336	3645.0	3181.0
100873877	0.0	0.0
10335	2495.0	2372.0
285242	0.0	2.0
100885848	34.0	44.0
100873860	2.0	4.0
118856	16.0	12.0
645094	4.0	8.0
10349	1157.0	254.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	3.0	0.0
10340	0.0	0.0
10343	60.0	36.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	3869.0	7944.0
100873861	0.0	1.0
100131801	484.0	709.0
10345	506.0	40.0
10344	17.0	15.0
100873867	0.0	0.0
10347	825.0	947.0
100873866	0.0	0.0
10346	4794.0	7831.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	0.0	0.0
100873890	7.0	3.0
10316	500.0	22.0
10318	9941.0	7723.0
10317	526.0	2858.0
10319	457.0	200.0
100873897	0.0	0.0
100131810	0.0	0.0
100873896	3.0	1.0
100873895	0.0	0.0
100873894	21.0	14.0
10312	1655.0	2800.0
10311	2696.0	3558.0
100131814	58.0	85.0
10314	5192.0	5890.0
100873899	5.0	1.0
10313	12978.0	18515.0
100131816	0.0	1.0
100873898	0.0	0.0
285266	165.0	149.0
285267	423.0	683.0
100873882	5.0	2.0
285268	1889.0	2071.0
100873881	0.0	0.0
100873880	2.0	0.0
202915	465.0	894.0
100885864	0.0	0.0
100885866	69.0	60.0
102466967	0.0	0.0
10327	3353.0	6650.0
10326	87.0	43.0
10329	792.0	1105.0
10328	844.0	901.0
442523	34.0	13.0
442524	113.0	102.0
442525	0.0	0.0
100873886	0.0	2.0
100873885	0.0	0.0
10321	147.0	78.0
100873884	0.0	0.0
10320	731.0	832.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	1260.0	2156.0
100873889	0.0	0.0
100131825	239.0	57.0
10325	913.0	731.0
100873888	1.0	2.0
100131827	411.0	595.0
100873887	2.0	1.0
10324	40.0	40.0
344178	0.0	0.0
102466972	0.0	0.0
116135	45.0	4.0
102466985	0.0	0.0
344167	16.0	1.0
102466984	0.0	0.0
128102	5.0	4.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	854.0	1049.0
116123	0.0	1.0
102466995	0.0	0.0
116113	3152.0	4388.0
83259	0.0	0.0
116115	688.0	934.0
344148	764.0	1397.0
128153	127.0	546.0
645001	4.0	0.0
10291	8839.0	8159.0
645000	2.0	4.0
10290	1771.0	852.0
10293	174.0	263.0
10295	2209.0	4411.0
10294	4458.0	6498.0
100128292	20.0	28.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	3.0	0.0
116179	2.0	1.0
100873919	0.0	6.0
100873918	13.0	2.0
100873917	0.0	0.0
10297	147.0	108.0
10296	2580.0	2654.0
100128299	4.0	15.0
10299	9889.0	12623.0
10298	2316.0	4111.0
100873912	18.0	25.0
100873911	0.0	0.0
116173	63.0	9.0
100873910	0.0	0.0
645015	7.0	6.0
200315	115.0	59.0
200316	351.0	358.0
200312	719.0	759.0
100873904	4.0	16.0
100873902	8.0	4.0
100873909	0.0	2.0
100873907	7.0	2.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	33.0	18.0
100873900	0.0	0.0
645024	0.0	2.0
100775107	19.0	19.0
10270	1677.0	1981.0
645027	14.0	25.0
10273	1443.0	2024.0
100775104	41.0	33.0
10272	1745.0	1952.0
100008586	0.0	0.0
116149	9.0	12.0
100873938	0.0	0.0
100873937	0.0	0.0
116154	8.0	33.0
100873935	9.0	0.0
116159	3487.0	1350.0
100873939	0.0	0.0
100873930	3.0	3.0
10274	2804.0	2876.0
10277	3928.0	3991.0
10276	4265.0	6803.0
10279	540.0	442.0
100873934	7.0	0.0
10278	2350.0	806.0
100873933	0.0	0.0
116151	7908.0	6968.0
100873932	5.0	3.0
116150	1561.0	1704.0
100128275	2.0	1.0
10280	1972.0	2580.0
10282	1124.0	1276.0
10281	0.0	0.0
10284	5327.0	6745.0
647696	0.0	0.0
10283	1047.0	2001.0
116138	4697.0	4437.0
645030	3.0	1.0
1602	1310.0	3504.0
1601	7675.0	5851.0
100873926	0.0	0.0
1600	29.0	46.0
100128260	0.0	0.0
116143	121.0	117.0
100873924	15.0	11.0
100873929	1.0	7.0
100873928	0.0	6.0
10286	1825.0	1985.0
10285	1590.0	1918.0
1609	1035.0	1372.0
100128266	1.0	0.0
1608	128.0	51.0
10288	443.0	284.0
1607	14.0	6.0
10287	483.0	716.0
1606	1214.0	1609.0
100873923	7.0	2.0
10289	2292.0	2009.0
1605	9727.0	16905.0
100128262	26.0	17.0
100873922	5.0	0.0
1604	4101.0	5813.0
100873921	1.0	0.0
1603	4173.0	6281.0
100128264	0.0	0.0
100873920	0.0	0.0
100287639	20.0	5.0
319133	38.0	30.0
319134	9.0	9.0
100287635	0.0	0.0
319130	5.0	11.0
319139	0.0	0.0
319135	0.0	0.0
100287630	0.0	0.0
319136	0.0	0.0
552891	0.0	0.0
319138	2.0	2.0
1613	2377.0	2236.0
200350	1.0	1.0
1612	1812.0	1112.0
1611	5583.0	11693.0
165140	103.0	37.0
1610	2.0	0.0
552889	6851.0	6878.0
1618	0.0	1.0
1617	0.0	0.0
1616	3471.0	4628.0
1615	3820.0	4887.0
319142	0.0	0.0
319143	5.0	2.0
319144	0.0	0.0
319145	1.0	0.0
100287625	1.0	0.0
1624	1.0	0.0
1623	0.0	2.0
1622	5720.0	6125.0
1621	17.0	15.0
1620	318.0	120.0
1629	2035.0	3311.0
552879	1.0	0.0
1628	621.0	523.0
1627	3439.0	6448.0
319111	1.0	0.0
128178	711.0	624.0
319112	0.0	1.0
100287616	471.0	1006.0
393046	0.0	0.0
319117	0.0	0.0
319118	0.0	0.0
319114	3.0	3.0
1635	3305.0	4932.0
200373	47.0	25.0
1634	115851.0	66589.0
1633	917.0	1410.0
1632	1442.0	3341.0
552860	9.0	26.0
1630	18.0	27.0
1639	8893.0	12742.0
1638	122.0	14.0
1636	1133.0	695.0
319122	10.0	0.0
319123	0.0	0.0
100287603	0.0	1.0
319128	0.0	1.0
319129	9.0	6.0
1646	5943.0	550.0
1645	5941.0	674.0
1644	4.0	5.0
1643	1974.0	1896.0
85824	1.0	4.0
1642	14178.0	26613.0
1641	99.0	28.0
552859	0.0	1.0
1649	972.0	601.0
1647	1214.0	1360.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	25.0	15.0
1660	9439.0	15475.0
1657	3815.0	3814.0
1656	11544.0	10333.0
1655	42441.0	33852.0
1654	31014.0	22006.0
1653	5592.0	6954.0
1652	617.0	746.0
346708	0.0	0.0
1650	7279.0	12555.0
346702	24.0	4.0
1659	3524.0	5267.0
319100	0.0	0.0
319101	0.0	3.0
1671	0.0	0.0
1670	0.0	0.0
319103	0.0	0.0
1668	2.0	0.0
1667	0.0	0.0
1666	2807.0	2114.0
1665	6691.0	10781.0
1663	782.0	956.0
1662	1256.0	1464.0
1661	0.0	4.0
1669	0.0	0.0
1678	239.0	337.0
1677	390.0	394.0
1676	3249.0	3560.0
1675	5802.0	1123.0
1674	740.0	199.0
1673	0.0	0.0
1672	91.0	34.0
153129	700.0	815.0
1690	39.0	21.0
165100	0.0	2.0
1687	839.0	465.0
85865	1309.0	1590.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	2.0	2.0
10415	0.0	0.0
10417	3037.0	2856.0
493861	107.0	77.0
493860	9.0	24.0
100287591	0.0	0.0
10419	2597.0	4709.0
10418	5133.0	6843.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	1782.0	4797.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	8.0	11.0
10411	3446.0	922.0
10410	20256.0	71092.0
100873559	0.0	0.0
10413	10750.0	12686.0
100873558	1.0	0.0
10412	3689.0	6654.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	1781.0	1470.0
442266	0.0	0.0
10425	4086.0	3624.0
442267	0.0	0.0
10428	1977.0	1746.0
10427	3300.0	4168.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	806.0	1078.0
100873543	3.0	3.0
100873542	0.0	0.0
10422	1603.0	1814.0
493856	928.0	1368.0
100873549	0.0	1.0
10421	3481.0	4183.0
100873548	0.0	0.0
100131726	0.0	0.0
10424	6045.0	6063.0
100873547	0.0	0.0
10423	4522.0	4949.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	2.0	2.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	16.0	11.0
100873576	5.0	1.0
100873575	0.0	0.0
100873579	1.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	94.0	92.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	0.0
442291	3.0	1.0
100287567	0.0	0.0
10404	3159.0	2643.0
10403	131.0	506.0
10406	2659.0	5689.0
10408	2.0	1.0
10407	0.0	0.0
100131740	0.0	0.0
10409	1495.0	1982.0
100873567	0.0	0.0
100131743	3.0	7.0
100873566	3.0	0.0
100873565	0.0	0.0
100873564	1.0	0.0
10400	1626.0	1275.0
10402	537.0	285.0
100873569	0.0	0.0
10401	2568.0	3618.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	5.0	17.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	11.0	9.0
442240	2.0	8.0
442242	2.0	4.0
100287551	2.0	5.0
442233	0.0	0.0
442234	0.0	0.0
442236	0.0	0.0
442237	1.0	0.0
442239	3.0	0.0
100131755	1268.0	351.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	0.0	0.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	2.0	3.0
442232	3.0	1.0
100131760	1.0	0.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	0.0	0.0
493812	1372.0	630.0
442260	0.0	0.0
442262	0.0	1.0
442255	0.0	0.0
442256	0.0	0.0
442257	0.0	0.0
442258	0.0	2.0
100131775	0.0	0.0
100131777	0.0	0.0
100287528	0.0	0.0
442252	1.0	1.0
100287520	1.0	12.0
442253	1.0	0.0
442245	2.0	0.0
442247	7.0	5.0
442249	0.0	1.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	16889.0	13580.0
100128139	2.0	1.0
10490	4816.0	4207.0
10493	15187.0	12482.0
10492	10168.0	13510.0
10495	920.0	897.0
100128135	2.0	0.0
10494	3765.0	4455.0
10497	3070.0	3014.0
100128136	1.0	2.0
10499	3905.0	4875.0
128506	1.0	4.0
10498	1732.0	3517.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	0.0	1.0
116512	1.0	5.0
116519	1.0	0.0
105419997	1.0	0.0
100128126	3.0	1.0
100861506	0.0	0.0
10471	862.0	1349.0
100861507	1.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	0.0	0.0
444882	7.0	10.0
442221	1.0	1.0
442211	2.0	5.0
442213	143.0	287.0
442215	0.0	0.0
442216	1.0	0.0
116511	47.0	20.0
442217	0.0	0.0
442218	0.0	0.0
10473	2493.0	3225.0
10472	2873.0	10767.0
100533177	1.0	0.0
10475	2221.0	2366.0
100533178	0.0	0.0
100128115	0.0	1.0
10474	3962.0	4697.0
100533179	2.0	0.0
10477	2095.0	1535.0
10476	3036.0	5647.0
10479	1074.0	551.0
10478	1092.0	1236.0
100128110	0.0	0.0
100128109	0.0	0.0
10480	5539.0	11376.0
100861516	2.0	1.0
100861517	12.0	11.0
10482	4790.0	5372.0
100861518	3.0	2.0
10481	43.0	850.0
100861519	8.0	7.0
100861513	3.0	3.0
100861514	0.0	0.0
102466806	0.0	0.0
100861515	69.0	61.0
100861510	2.0	1.0
442210	1.0	0.0
100533181	0.0	0.0
100533182	64.0	51.0
442204	1.0	1.0
442205	0.0	0.0
10484	4332.0	4780.0
100128102	0.0	0.0
10483	3364.0	6797.0
10486	1681.0	2056.0
10485	53.0	16.0
100128103	0.0	0.0
10488	2505.0	3624.0
10487	14689.0	23782.0
100533184	2.0	0.0
10489	4450.0	6890.0
128553	5540.0	2204.0
100861523	0.0	0.0
102466816	0.0	0.0
102466815	1.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	851.0	1526.0
10458	1758.0	2728.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	4301.0	14271.0
100873512	0.0	0.0
10450	1621.0	2155.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	1569.0	2874.0
10455	3081.0	3893.0
100873516	0.0	0.0
10454	1708.0	1696.0
100873515	0.0	0.0
10457	21377.0	12451.0
100873514	0.0	0.0
10456	2876.0	3236.0
100873513	0.0	0.0
346389	1460.0	2458.0
10460	627.0	1950.0
100861530	0.0	1.0
100873509	0.0	0.0
10469	1318.0	1288.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	503.0	249.0
100873501	0.0	0.0
10461	981.0	646.0
100873500	0.0	0.0
10464	1136.0	1479.0
10463	3699.0	5587.0
10466	2029.0	3136.0
100873505	0.0	0.0
10465	758.0	1131.0
100873504	0.0	0.0
10468	1651.0	1179.0
100873503	0.0	0.0
10467	2237.0	2593.0
100873502	2.0	0.0
100873530	0.0	0.0
100861549	21.0	7.0
100861545	1.0	1.0
100861546	0.0	0.0
100861547	0.0	0.0
100861548	459.0	653.0
100861541	47.0	28.0
100861542	0.0	0.0
100861543	0.0	1.0
100861544	1.0	0.0
10437	31.0	44.0
10436	737.0	833.0
10439	1801.0	2310.0
10438	515.0	732.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	1.0	0.0
100873532	0.0	0.0
10430	1720.0	3168.0
100873531	0.0	0.0
100873538	0.0	0.0
100873537	1.0	0.0
10432	2408.0	3326.0
10435	1671.0	940.0
100873536	4.0	5.0
10434	2290.0	4709.0
100873535	0.0	0.0
116535	1118.0	544.0
100861556	0.0	0.0
116534	14.0	3.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	1.0	0.0
100861555	20.0	36.0
10447	1390.0	1804.0
100873529	0.0	0.0
116540	101.0	90.0
100861550	0.0	0.0
10449	3705.0	2064.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	1070.0	1223.0
10440	2047.0	5086.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	1.0	1.0
100873520	0.0	0.0
10444	5007.0	4731.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	6002.0	4555.0
10446	1066.0	3977.0
100873525	0.0	0.0
10445	2305.0	2786.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	9760.0	3896.0
100533111	7.0	8.0
102466866	0.0	0.0
102466865	0.0	0.0
102466864	0.0	0.0
128467	1.0	0.0
647507	0.0	0.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	1.0	1.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	0.0	0.0
102466878	0.0	0.0
100128191	46.0	81.0
100128190	0.0	0.0
100533107	119.0	111.0
153443	645.0	1271.0
100533105	2.0	5.0
647532	0.0	0.0
100533106	32.0	41.0
102466889	2.0	8.0
116461	967.0	1339.0
100128181	0.0	0.0
100128183	8.0	2.0
102466880	0.0	0.0
128439	389.0	478.0
106182249	1.0	0.0
100128179	0.0	0.0
83394	477.0	356.0
100128177	0.0	0.0
100128176	0.0	1.0
100128162	0.0	0.0
10390	1806.0	2256.0
128497	35.0	26.0
647569	0.0	1.0
10392	1189.0	729.0
10391	840.0	250.0
10394	0.0	0.0
10393	418.0	585.0
10396	882.0	417.0
10395	14727.0	7950.0
1719	1093.0	1970.0
10398	28309.0	18889.0
1718	23523.0	75583.0
100128159	0.0	0.0
10397	14915.0	7946.0
1717	1590.0	5229.0
1716	1292.0	1878.0
10399	50507.0	90018.0
128486	1691.0	1585.0
128488	4.0	0.0
128481	2.0	0.0
100508120	265.0	399.0
1723	704.0	525.0
100128140	6.0	2.0
100689073	1.0	0.0
100689074	0.0	0.0
100128145	2.0	1.0
1729	6897.0	10826.0
1728	4572.0	6497.0
1727	17187.0	9232.0
1725	1834.0	2227.0
100287512	0.0	0.0
100287513	0.0	0.0
1734	891.0	2115.0
1733	17.0	101.0
1731	296.0	288.0
1730	2067.0	1088.0
1739	3616.0	2399.0
1738	4674.0	4203.0
1737	2231.0	2113.0
1736	2555.0	3774.0
1735	98.0	72.0
100287505	0.0	0.0
751580	39.0	47.0
100287502	0.0	0.0
202658	0.0	0.0
1745	34.0	12.0
1743	5668.0	4300.0
1742	1137.0	1793.0
1741	2148.0	3420.0
1740	258.0	238.0
1749	17.0	41.0
1748	40.0	26.0
1747	96.0	121.0
1746	21.0	27.0
200008	4.0	0.0
200010	120.0	41.0
1756	4393.0	988.0
1755	53.0	104.0
1750	5.0	4.0
1759	1193.0	1053.0
1758	0.0	0.0
1757	350.0	614.0
1770	141.0	44.0
200014	2030.0	2034.0
1767	754.0	999.0
1763	217.0	483.0
1762	1358.0	1745.0
1761	1.0	0.0
1760	1806.0	2195.0
1769	7.0	5.0
1768	313.0	229.0
153478	694.0	503.0
1781	4455.0	4903.0
1780	130.0	66.0
200025	2.0	2.0
1778	27965.0	34326.0
1777	2599.0	4034.0
1776	791.0	103.0
1775	18.0	31.0
1774	902.0	1047.0
1773	1253.0	1681.0
200030	462.0	332.0
442190	0.0	0.0
442191	0.0	0.0
442192	0.0	0.0
153469	1.0	0.0
1791	0.0	0.0
442195	11.0	5.0
200035	138.0	101.0
442197	54.0	32.0
1789	164.0	233.0
442189	0.0	0.0
1788	1910.0	2243.0
1787	403.0	243.0
1786	3324.0	7528.0
1785	5708.0	6787.0
1783	7429.0	5150.0
1798	1496.0	2074.0
1797	668.0	647.0
1796	851.0	975.0
1795	162.0	52.0
1794	1035.0	1192.0
1793	8270.0	7989.0
101180976	0.0	0.0
493753	1159.0	1278.0
550112	381.0	530.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	0.0	1.0
503635	0.0	1.0
503638	47.0	51.0
503637	0.0	0.0
10536	1596.0	2363.0
503643	0.0	1.0
10535	535.0	1464.0
100287472	0.0	1.0
10538	424.0	456.0
503645	7.0	9.0
10537	142.0	136.0
100287470	0.0	0.0
10539	1670.0	2588.0
503641	1.0	1.0
503640	5.0	6.0
100873677	0.0	0.0
100873676	0.0	0.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	3892.0	4757.0
493987	3.0	2.0
10534	628.0	1365.0
100873679	0.0	0.0
10533	1190.0	1599.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	0.0
503627	0.0	0.0
100287463	1.0	0.0
503632	0.0	0.0
442388	0.0	0.0
503631	1.0	0.0
100287461	2.0	1.0
10549	1895.0	2779.0
503634	0.0	0.0
10548	323.0	480.0
503633	3.0	0.0
503630	3.0	1.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	5793.0	7746.0
10541	5534.0	7301.0
100873664	0.0	0.0
10540	5114.0	5802.0
100873663	0.0	0.0
10542	1896.0	2652.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	867.0	597.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	0.0	2.0
100873690	0.0	0.0
100873695	2.0	0.0
100873694	2.0	3.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	3285.0	4057.0
10513	3726.0	4242.0
10516	9334.0	4597.0
10518	262.0	120.0
10517	5.0	7.0
10519	2542.0	5336.0
100131611	0.0	5.0
100873699	0.0	0.0
100873698	0.0	0.0
100873697	1.0	0.0
100873696	0.0	0.0
100131614	44.0	20.0
100131616	0.0	0.0
10512	14489.0	14142.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	0.0	1.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	0.0	1.0
503646	0.0	0.0
100287441	0.0	0.0
503648	0.0	0.0
10525	5677.0	8014.0
58503	142.0	22.0
10524	1685.0	2438.0
58505	2217.0	4839.0
10527	7752.0	19867.0
58504	137.0	124.0
10526	3603.0	3699.0
10529	4938.0	8729.0
10528	3624.0	5944.0
58500	768.0	1264.0
100873688	1.0	0.0
100873687	0.0	0.0
100131623	1.0	3.0
100131624	0.0	0.0
100873686	1.0	0.0
100873685	0.0	0.0
10521	47146.0	27301.0
10520	974.0	780.0
58506	3042.0	3883.0
10523	2080.0	2710.0
58509	937.0	801.0
58508	8438.0	9465.0
10522	1602.0	2741.0
100033398	0.0	0.0
100131629	0.0	0.0
100873689	0.0	0.0
442361	0.0	0.0
58513	2117.0	3846.0
58516	2268.0	2523.0
58510	1.0	0.0
58512	13.0	6.0
58511	3.0	2.0
58517	7030.0	6021.0
105371564	5.0	48.0
100131638	0.0	0.0
58525	2965.0	4097.0
58524	99.0	28.0
10505	697.0	795.0
58527	524.0	1269.0
58526	1319.0	2409.0
10507	1361.0	1961.0
100131641	0.0	1.0
10509	3653.0	8854.0
58529	73.0	105.0
58528	972.0	354.0
10501	1478.0	746.0
10500	863.0	404.0
58530	1.0	0.0
442384	0.0	0.0
58538	9.0	8.0
58531	0.0	0.0
58533	3113.0	4416.0
100131656	1.0	0.0
100287404	0.0	0.0
100131661	0.0	1.0
503694	0.0	0.0
503693	85.0	57.0
493913	0.0	0.0
493911	222.0	374.0
751599	0.0	1.0
285033	199.0	231.0
100128017	0.0	0.0
442320	0.0	0.0
116412	83.0	107.0
442317	0.0	0.0
442318	0.0	0.0
442319	120.0	31.0
493901	0.0	0.0
100128015	0.0	0.0
100128010	12.0	23.0
493900	285.0	362.0
100128012	5.0	0.0
100128011	0.0	0.0
285045	2.0	2.0
442304	0.0	0.0
442308	0.0	0.0
285051	7.0	5.0
10590	21.0	6.0
10592	1434.0	2505.0
10591	428.0	472.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	4.0	0.0
10594	21909.0	28311.0
100873611	0.0	0.0
10595	0.0	4.0
10598	3538.0	5191.0
100873615	0.0	0.0
100873614	1.0	1.0
100873613	0.0	0.0
10599	0.0	0.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	1.0	1.0
100873606	0.0	0.0
100873605	0.0	0.0
442325	9.0	37.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	1.0
100873603	0.0	0.0
100873602	0.0	0.0
100873601	1.0	0.0
128434	37.0	198.0
10570	191.0	157.0
116447	992.0	1839.0
116449	11.0	27.0
116448	0.0	1.0
10579	3005.0	3053.0
100873639	0.0	0.0
100873638	5.0	5.0
10572	1721.0	1530.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	8335.0	15741.0
100873631	0.0	0.0
10573	1629.0	2731.0
100873630	0.0	1.0
10576	5473.0	10583.0
100873637	2.0	0.0
10575	7299.0	12530.0
100873636	0.0	0.0
10578	252.0	179.0
100873635	2.0	0.0
10577	6620.0	6898.0
100873634	1.0	0.0
10581	5649.0	19003.0
10580	26218.0	7483.0
116437	0.0	0.0
100873629	0.0	0.0
116441	2734.0	820.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	78.0	77.0
116442	69.0	42.0
116444	4.0	3.0
128414	6.0	41.0
100873622	2.0	0.0
100873621	0.0	0.0
10585	1813.0	1419.0
100873620	0.0	0.0
10584	6.0	17.0
10587	933.0	738.0
100873626	0.0	0.0
10586	4.0	4.0
100873625	0.0	0.0
10589	2205.0	3836.0
100873624	0.0	0.0
10588	121.0	190.0
100873623	0.0	0.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	62.0	14.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	0.0	1.0
10558	3005.0	3955.0
10557	491.0	544.0
10559	810.0	941.0
10550	7947.0	10076.0
100873655	0.0	0.0
100873654	0.0	0.0
10552	4653.0	5819.0
100873653	0.0	0.0
10551	6785.0	19119.0
100873652	0.0	0.0
10554	3371.0	5039.0
100873659	0.0	0.0
10553	807.0	2177.0
128408	0.0	0.0
100873658	0.0	0.0
10556	1182.0	1317.0
100873657	0.0	0.0
10555	8673.0	3068.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	1.0	0.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	72.0	26.0
100873640	1.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	2.0
102466725	0.0	0.0
102466724	4.0	2.0
10569	3649.0	3974.0
100287482	38.0	85.0
100287483	4.0	1.0
10568	1638.0	326.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	1595.0	4129.0
100873644	0.0	0.0
10560	2418.0	3111.0
100873643	0.0	1.0
10563	27.0	71.0
100873642	0.0	0.0
10562	178.0	48.0
100873641	1.0	0.0
10565	4630.0	7985.0
100873648	0.0	1.0
10564	5390.0	6608.0
100873647	0.0	0.0
10567	1976.0	2807.0
100873646	0.0	0.0
10566	132.0	156.0
