id	352a2653-8001-44cd-852c-288684114104	e70fb08e-1239-4035-874e-64dbb3ac0e3d
100873929	10.0	4.0
100873928	1.0	7.0
10286	1996.0	4464.0
10285	2325.0	2561.0
1609	1326.0	1850.0
100128266	0.0	0.0
1608	114.0	83.0
10288	510.0	1865.0
1607	38.0	0.0
10287	852.0	1711.0
1606	2241.0	3855.0
100873923	7.0	10.0
10289	3053.0	1596.0
1605	14530.0	12846.0
100128262	47.0	12.0
100873922	6.0	3.0
1604	5065.0	3413.0
100873921	0.0	0.0
1603	6148.0	7230.0
100128264	0.0	0.0
100873920	0.0	0.0
100287639	6.0	2.0
319133	52.0	53.0
319134	8.0	14.0
100287635	1.0	0.0
319130	18.0	13.0
319139	0.0	0.0
319135	10.0	13.0
100287630	0.0	0.0
319136	0.0	0.0
552891	0.0	0.0
319138	5.0	4.0
1613	2668.0	2126.0
200350	3.0	11.0
1612	2428.0	3977.0
1611	9755.0	8121.0
165140	138.0	103.0
1610	1.0	4.0
552889	11809.0	9794.0
1618	1.0	3.0
1617	0.0	0.0
1616	4366.0	4011.0
1615	6811.0	8038.0
319142	0.0	0.0
319143	14.0	2.0
319144	0.0	2.0
319145	1.0	1.0
100287625	0.0	0.0
1624	1.0	0.0
1623	0.0	1.0
1622	8375.0	12827.0
1621	44.0	53.0
1620	1026.0	365.0
1629	3347.0	3660.0
552879	1.0	0.0
1628	673.0	1142.0
1627	4770.0	2338.0
319111	1.0	1.0
128178	736.0	560.0
319112	1.0	5.0
100287616	396.0	462.0
393046	3.0	0.0
319117	4.0	2.0
319118	1.0	0.0
319114	7.0	15.0
1635	5474.0	3666.0
200373	31.0	2.0
1634	162603.0	11856.0
1633	1507.0	1732.0
1632	1790.0	3159.0
552860	13.0	30.0
1630	59.0	49.0
1639	10698.0	14750.0
1638	73.0	3.0
1636	2499.0	1656.0
319122	7.0	2.0
319123	3.0	0.0
100287603	0.0	0.0
319128	1.0	9.0
319129	12.0	8.0
1646	5533.0	615.0
1645	4131.0	3129.0
1644	6.0	19.0
1643	2630.0	983.0
85824	10.0	4.0
1642	19632.0	12270.0
1641	147.0	232.0
552859	0.0	0.0
1649	716.0	917.0
1647	1759.0	3175.0
346711	0.0	1.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	27.0	1.0
1660	14616.0	19529.0
1657	5111.0	2561.0
1656	18503.0	16307.0
1655	57279.0	42152.0
1654	34906.0	33143.0
1653	7754.0	11053.0
1652	1047.0	2164.0
346708	0.0	0.0
1650	12063.0	22960.0
346702	86.0	9.0
1659	5220.0	5334.0
319100	0.0	0.0
319101	0.0	3.0
1671	0.0	0.0
1670	0.0	0.0
319103	0.0	1.0
1668	0.0	1.0
1667	0.0	0.0
1666	4429.0	5247.0
1665	9162.0	15054.0
1663	557.0	2374.0
1662	2160.0	1707.0
1661	4.0	5.0
1669	0.0	1.0
1678	419.0	1179.0
1677	449.0	424.0
1676	4579.0	5907.0
1675	18499.0	262.0
1674	107.0	19.0
1673	0.0	78.0
1672	127.0	20.0
153129	916.0	996.0
1690	51.0	25.0
165100	0.0	1.0
1687	963.0	447.0
85865	2256.0	1782.0
100873552	1.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	5.0	6.0
10415	0.0	0.0
10417	3439.0	867.0
493861	221.0	83.0
493860	15.0	24.0
100287591	0.0	0.0
10419	3679.0	5044.0
10418	4149.0	387.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	2830.0	672.0
100873554	0.0	0.0
100873553	1.0	0.0
100131713	26.0	13.0
10411	3641.0	367.0
10410	27222.0	6841.0
100873559	0.0	0.0
10413	17424.0	7545.0
100873558	2.0	0.0
10412	5818.0	3894.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	2.0
100861574	0.0	0.0
10426	2442.0	1660.0
442266	2.0	0.0
10425	6188.0	4266.0
442267	4.0	3.0
10428	3376.0	3012.0
10427	5125.0	2901.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	891.0	1495.0
100873543	4.0	1.0
100873542	0.0	0.0
10422	2192.0	4504.0
493856	1524.0	2176.0
100873549	4.0	0.0
10421	4886.0	6186.0
100873548	0.0	0.0
100131726	1.0	586.0
10424	8343.0	7900.0
100873547	0.0	1.0
10423	6162.0	4044.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	1.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	52.0	219.0
100873576	6.0	1.0
100873575	0.0	0.0
100873579	0.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	150.0	48.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	1.0
442291	2.0	0.0
100287567	0.0	0.0
10404	4998.0	1559.0
10403	181.0	2548.0
10406	3817.0	759.0
10408	0.0	20.0
10407	0.0	0.0
100131740	0.0	0.0
10409	2145.0	1373.0
100873567	0.0	0.0
100131743	6.0	53.0
100873566	4.0	0.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	2427.0	541.0
10402	935.0	607.0
100873569	0.0	0.0
10401	3781.0	6473.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	1.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	14.0	37.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	28.0	17.0
442240	10.0	4.0
442242	4.0	8.0
100287551	4.0	7.0
442233	2.0	1.0
442234	0.0	1.0
442236	0.0	0.0
442237	1.0	0.0
442239	1.0	7.0
100131755	1858.0	501.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	11.0	0.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	3.0	0.0
100873584	0.0	0.0
100873583	1.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	7.0	37.0
442232	1.0	2.0
100131760	0.0	0.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	1.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	0.0	1.0
493812	1762.0	603.0
442260	0.0	0.0
442262	1.0	10.0
442255	2.0	1.0
442256	0.0	0.0
442257	2.0	4.0
442258	31.0	98.0
100131775	0.0	0.0
100131777	0.0	1.0
100287528	0.0	0.0
442252	1.0	5.0
100287520	9.0	5.0
442253	3.0	0.0
442245	0.0	0.0
442247	2.0	0.0
442249	0.0	0.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	23307.0	4587.0
100128139	3.0	0.0
10490	6812.0	5359.0
10493	20078.0	12235.0
10492	14528.0	14266.0
10495	1439.0	2315.0
100128135	3.0	0.0
10494	5216.0	6405.0
10497	5189.0	2071.0
100128136	0.0	0.0
10499	7113.0	7705.0
128506	3.0	6.0
10498	2238.0	3500.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	7.0	6.0
116512	1.0	0.0
116519	0.0	0.0
105419997	7.0	0.0
100128126	10.0	347.0
100861506	0.0	0.0
10471	1237.0	1975.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	3.0	0.0
444882	20.0	234.0
442221	0.0	0.0
442211	6.0	3.0
442213	152.0	3.0
442215	1.0	1.0
442216	0.0	1.0
116511	18.0	2.0
442217	2.0	1.0
442218	0.0	0.0
10473	4289.0	2503.0
10472	2581.0	2106.0
100533177	3.0	9.0
10475	4468.0	4531.0
100533178	0.0	0.0
100128115	4.0	1.0
10474	4715.0	3727.0
100533179	5.0	0.0
10477	3628.0	4624.0
10476	4568.0	5733.0
10479	1648.0	3719.0
10478	1567.0	3191.0
100128110	0.0	2.0
100128109	0.0	0.0
10480	9340.0	6356.0
100861516	3.0	2.0
100861517	17.0	26.0
10482	7045.0	7190.0
100861518	4.0	1.0
10481	6.0	338.0
100861519	10.0	1.0
100861513	1.0	3.0
100861514	0.0	0.0
102466806	0.0	0.0
100861515	91.0	91.0
100861510	2.0	0.0
442210	0.0	2.0
100533181	0.0	0.0
100533182	74.0	43.0
442204	2.0	1.0
442205	0.0	0.0
10484	6202.0	2429.0
100128102	0.0	0.0
10483	5069.0	7648.0
10486	2031.0	201.0
10485	108.0	129.0
100128103	0.0	0.0
10488	3175.0	1890.0
10487	23293.0	31166.0
100533184	1.0	0.0
10489	6454.0	8123.0
128553	7688.0	684.0
100861523	2.0	0.0
102466816	0.0	0.0
102466815	0.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	1070.0	3267.0
10458	1813.0	2430.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	5790.0	18236.0
100873512	0.0	0.0
10450	3172.0	4045.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	2123.0	3797.0
10455	3155.0	1109.0
100873516	0.0	0.0
10454	2657.0	2376.0
100873515	0.0	0.0
10457	30712.0	26377.0
100873514	2.0	1.0
10456	4110.0	7366.0
100873513	0.0	0.0
346389	2050.0	2565.0
10460	930.0	8296.0
100861530	1.0	1.0
100873509	0.0	0.0
10469	1598.0	2372.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	1084.0	359.0
100873501	3.0	0.0
10461	2044.0	1512.0
100873500	0.0	0.0
10464	1586.0	1002.0
10463	5590.0	5901.0
10466	3269.0	3435.0
100873505	0.0	0.0
10465	1192.0	2060.0
100873504	0.0	0.0
10468	1866.0	233.0
100873503	1.0	2.0
10467	3432.0	4179.0
100873502	1.0	1.0
100873530	0.0	0.0
100861549	23.0	8.0
100861545	1.0	0.0
100861546	0.0	0.0
100861547	0.0	0.0
100861548	582.0	342.0
100861541	78.0	70.0
100861542	0.0	0.0
100861543	0.0	2.0
100861544	0.0	0.0
10437	46.0	163.0
10436	962.0	2642.0
10439	2886.0	2497.0
10438	785.0	918.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	2778.0	3996.0
100873531	0.0	0.0
100873538	0.0	0.0
100873537	1.0	0.0
10432	3419.0	3385.0
10435	1114.0	310.0
100873536	13.0	5.0
10434	3439.0	8951.0
100873535	1.0	0.0
116535	1836.0	164.0
100861556	0.0	0.0
116534	13.0	0.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	0.0	0.0
100861555	34.0	4.0
10447	2454.0	4070.0
100873529	0.0	0.0
116540	167.0	250.0
100861550	0.0	0.0
10449	5907.0	2193.0
100873528	0.0	0.0
100861551	0.0	14.0
116541	1276.0	666.0
10440	2425.0	6025.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	3.0	0.0
100873520	0.0	0.0
10444	6070.0	3522.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	9420.0	5207.0
10446	1180.0	95.0
100873525	0.0	0.0
10445	3145.0	2563.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	20286.0	2724.0
100533111	11.0	11.0
102466866	2.0	0.0
102466865	6.0	0.0
102466864	0.0	0.0
128467	1.0	1.0
647507	0.0	0.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	3.0	0.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	2.0	0.0
102466878	0.0	0.0
100128191	63.0	146.0
100128190	0.0	0.0
100533107	163.0	125.0
153443	1052.0	1029.0
100533105	11.0	8.0
647532	0.0	0.0
100533106	38.0	84.0
102466889	6.0	12.0
116461	1983.0	5091.0
100128181	0.0	0.0
100128183	12.0	4.0
102466880	0.0	0.0
128439	526.0	682.0
106182249	0.0	1.0
100128179	0.0	0.0
83394	625.0	884.0
100128177	0.0	0.0
100128176	0.0	1.0
100128162	0.0	0.0
10390	3088.0	4146.0
128497	60.0	22.0
647569	1.0	0.0
10392	1908.0	1249.0
10391	1039.0	109.0
10394	0.0	0.0
10393	630.0	779.0
10396	3265.0	762.0
10395	6731.0	703.0
1719	976.0	1801.0
10398	47775.0	2908.0
1718	26011.0	62285.0
100128159	0.0	0.0
10397	16116.0	113909.0
1717	1998.0	12064.0
1716	1791.0	2965.0
10399	83357.0	61695.0
128486	1905.0	1254.0
128488	3.0	66.0
128481	1.0	1.0
100508120	438.0	240.0
1723	1002.0	769.0
100128140	10.0	10.0
100689073	0.0	0.0
100689074	0.0	0.0
100128145	0.0	0.0
1729	11018.0	12980.0
1728	3104.0	5031.0
1727	19694.0	15331.0
1725	2582.0	2300.0
100287512	0.0	0.0
100287513	0.0	0.0
1734	889.0	1118.0
1733	62.0	17.0
1731	748.0	815.0
1730	2679.0	2842.0
1739	5749.0	4989.0
1738	5933.0	6009.0
1737	3152.0	3812.0
1736	4093.0	12881.0
1735	89.0	36.0
100287505	1.0	0.0
751580	109.0	119.0
100287502	0.0	0.0
202658	0.0	1.0
1745	33.0	1.0
1743	8151.0	9137.0
1742	1520.0	333.0
1741	3497.0	4748.0
1740	514.0	48.0
1749	60.0	827.0
1748	22.0	9.0
1747	127.0	113.0
1746	115.0	1.0
200008	7.0	0.0
200010	221.0	257.0
1756	10256.0	717.0
1755	124.0	1.0
1750	19.0	47.0
1759	2171.0	2970.0
1758	0.0	16.0
1757	337.0	168.0
1770	142.0	3.0
200014	2614.0	5057.0
1767	807.0	25.0
1763	228.0	754.0
1762	1685.0	1336.0
1761	0.0	0.0
1760	2334.0	662.0
1769	7.0	16.0
1768	237.0	21.0
153478	1083.0	228.0
1781	7344.0	7311.0
1780	398.0	1179.0
200025	4.0	1.0
1778	43037.0	43100.0
1777	3561.0	5247.0
1776	508.0	77.0
1775	27.0	59.0
1774	1076.0	2145.0
1773	1880.0	1393.0
200030	639.0	469.0
442190	0.0	0.0
442191	0.0	0.0
442192	0.0	0.0
153469	2.0	1.0
1791	6.0	0.0
442195	11.0	0.0
200035	153.0	164.0
442197	539.0	529.0
1789	342.0	1075.0
442189	0.0	0.0
1788	3132.0	3571.0
1787	578.0	283.0
1786	5142.0	9426.0
1785	7931.0	11247.0
1783	11367.0	9485.0
1798	2757.0	3641.0
1797	746.0	662.0
1796	1221.0	947.0
1795	116.0	92.0
1794	2040.0	2625.0
1793	11644.0	4085.0
101180976	1.0	2.0
493753	2047.0	1961.0
550112	639.0	416.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	2.0	1.0
503635	0.0	0.0
503638	59.0	290.0
503637	0.0	0.0
10536	1925.0	450.0
503643	1.0	1.0
10535	837.0	3084.0
100287472	2.0	1.0
10538	407.0	925.0
503645	27.0	14.0
10537	974.0	1029.0
100287470	0.0	0.0
10539	2569.0	4209.0
503641	0.0	0.0
503640	6.0	3.0
100873677	0.0	0.0
100873676	0.0	4.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	5374.0	4303.0
493987	3.0	4.0
10534	909.0	1208.0
100873679	0.0	0.0
10533	2185.0	2212.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	0.0
503627	0.0	0.0
100287463	1.0	0.0
503632	0.0	0.0
442388	0.0	0.0
503631	1.0	4.0
100287461	5.0	3.0
10549	3085.0	2830.0
503634	2.0	0.0
10548	637.0	661.0
503633	0.0	0.0
503630	3.0	4.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	8141.0	13822.0
10541	9645.0	14112.0
100873664	0.0	0.0
10540	8696.0	7657.0
100873663	0.0	0.0
10542	2571.0	4448.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	1472.0	722.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	1.0	2.0
100873690	0.0	0.0
100873695	0.0	4.0
100873694	4.0	3.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	5443.0	4080.0
10513	4814.0	2896.0
10516	9290.0	873.0
10518	353.0	619.0
10517	13.0	14.0
10519	3750.0	10324.0
100131611	0.0	0.0
100873699	0.0	0.0
100873698	0.0	0.0
100873697	2.0	0.0
100873696	0.0	0.0
100131614	74.0	118.0
100131616	0.0	1.0
10512	26756.0	9781.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	1.0	1.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	0.0	0.0
503646	0.0	0.0
100287441	0.0	0.0
503648	0.0	0.0
10525	11053.0	13184.0
58503	1128.0	1.0
10524	2170.0	1706.0
58505	4410.0	5417.0
10527	14001.0	8322.0
58504	543.0	429.0
10526	5941.0	3780.0
10529	8263.0	9214.0
10528	5848.0	13140.0
58500	1266.0	1654.0
100873688	0.0	0.0
100873687	0.0	0.0
100131623	5.0	5.0
100131624	0.0	1.0
100873686	1.0	0.0
100873685	0.0	0.0
10521	74419.0	34979.0
10520	1340.0	1265.0
58506	3841.0	3939.0
10523	3214.0	2711.0
58509	1451.0	1026.0
58508	12553.0	6259.0
10522	2090.0	1632.0
100033398	2.0	1.0
100131629	0.0	0.0
100873689	2.0	0.0
442361	2.0	0.0
58513	2565.0	2466.0
58516	3734.0	3923.0
58510	0.0	0.0
58512	31.0	27.0
58511	5.0	4.0
58517	12424.0	9719.0
105371564	0.0	5.0
100131638	0.0	1.0
58525	3804.0	3866.0
58524	141.0	14.0
10505	1024.0	1447.0
58527	1300.0	2403.0
58526	1610.0	1305.0
10507	2753.0	4780.0
100131641	0.0	1.0
10509	5942.0	32683.0
58529	115.0	20.0
58528	1612.0	2597.0
10501	2197.0	567.0
10500	1104.0	321.0
58530	2.0	0.0
442384	0.0	1.0
58538	8.0	6.0
58531	0.0	0.0
58533	5005.0	5869.0
100131656	0.0	0.0
100287404	0.0	0.0
100131661	1.0	5.0
503694	0.0	0.0
503693	102.0	52.0
493913	0.0	0.0
493911	336.0	164.0
751599	0.0	0.0
285033	351.0	321.0
100128017	0.0	0.0
442320	0.0	0.0
116412	198.0	119.0
442317	0.0	0.0
442318	0.0	0.0
442319	212.0	3.0
493901	0.0	0.0
100128015	1.0	0.0
100128010	16.0	21.0
493900	301.0	66.0
100128012	5.0	4.0
100128011	0.0	0.0
285045	3.0	2.0
442304	0.0	1.0
442308	0.0	28.0
285051	5.0	3.0
10590	142.0	0.0
10592	2414.0	4217.0
10591	1013.0	879.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	1.0	0.0
10594	29567.0	15949.0
100873611	0.0	0.0
10595	5.0	4.0
10598	5502.0	7654.0
100873615	0.0	0.0
100873614	0.0	0.0
100873613	0.0	0.0
10599	0.0	0.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	2.0	1.0
100873606	1.0	0.0
100873605	0.0	0.0
442325	33.0	35.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	0.0
100873603	0.0	0.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	99.0	205.0
10570	175.0	131.0
116447	1856.0	2885.0
116449	87.0	78.0
116448	3.0	5.0
10579	4631.0	5919.0
100873639	0.0	0.0
100873638	19.0	27.0
10572	2158.0	3095.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	12188.0	15885.0
100873631	0.0	0.0
10573	2202.0	4095.0
100873630	1.0	0.0
10576	7664.0	9576.0
100873637	0.0	1.0
10575	12314.0	16189.0
100873636	0.0	0.0
10578	354.0	602.0
100873635	2.0	0.0
10577	11602.0	16681.0
100873634	0.0	0.0
10581	7472.0	1576.0
10580	34660.0	370.0
116437	2.0	0.0
100873629	0.0	1.0
116441	4191.0	238.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	102.0	164.0
116442	143.0	66.0
116444	23.0	16.0
128414	4.0	0.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	2321.0	1842.0
100873620	0.0	0.0
10584	9.0	11.0
10587	1408.0	728.0
100873626	0.0	0.0
10586	2.0	0.0
100873625	0.0	0.0
10589	2923.0	3842.0
100873624	0.0	0.0
10588	150.0	192.0
100873623	0.0	0.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	190.0	49.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	0.0	3.0
10558	4478.0	4032.0
10557	855.0	1064.0
10559	1223.0	403.0
10550	17291.0	10161.0
100873655	3.0	1.0
100873654	0.0	0.0
10552	6671.0	17340.0
100873653	0.0	0.0
10551	3496.0	3352.0
100873652	1.0	0.0
10554	4473.0	3036.0
100873659	0.0	0.0
10553	1713.0	4452.0
128408	0.0	0.0
100873658	0.0	0.0
10556	1685.0	1470.0
100873657	0.0	0.0
10555	7275.0	2138.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	1.0	6.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	105.0	19.0
100873640	1.0	1.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	0.0
102466725	0.0	0.0
102466724	6.0	3.0
10569	4750.0	3427.0
100287482	52.0	167.0
100287483	1.0	0.0
10568	8102.0	207.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	2724.0	14161.0
100873644	0.0	0.0
10560	1546.0	1026.0
100873643	0.0	0.0
10563	158.0	3010.0
100873642	0.0	0.0
10562	1962.0	44.0
100873641	0.0	0.0
10565	6545.0	12289.0
100873648	1.0	1.0
10564	8957.0	6409.0
100873647	0.0	0.0
10567	3189.0	2484.0
100873646	2.0	0.0
10566	161.0	91.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	1.0	2.0
102466731	0.0	0.0
116369	42.0	3.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	0.0	1.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	0.0
116372	13.0	138.0
574036	201.0	46.0
574038	0.0	0.0
83479	1518.0	1223.0
116379	90.0	549.0
100128092	9.0	9.0
83478	1642.0	323.0
83473	307.0	229.0
83475	636.0	839.0
100128098	11.0	495.0
102466745	1.0	2.0
102466744	1.0	0.0
102466743	1.0	2.0
102466742	0.0	0.0
128344	613.0	90.0
102466741	1.0	1.0
102466740	0.0	0.0
128346	1626.0	1552.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	3836.0	119.0
100128083	18.0	7.0
83468	2500.0	459.0
100128081	17.0	4.0
83461	156.0	3111.0
128338	4230.0	5872.0
83464	1958.0	713.0
83463	337.0	705.0
83460	139.0	109.0
100189028	4.0	19.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	8.0	0.0
102466750	0.0	0.0
153339	6880.0	8744.0
116349	191.0	383.0
102466759	0.0	0.0
102466758	0.0	1.0
102466757	0.0	0.0
100128071	259.0	144.0
346562	13.0	7.0
647415	1.0	0.0
128322	0.0	0.0
1809	20052.0	4635.0
116337	0.0	0.0
153328	58.0	3.0
1800	18.0	29.0
100128061	0.0	0.0
100128060	64.0	53.0
100128062	0.0	0.0
1808	18432.0	4070.0
83483	17150.0	4525.0
1807	28.0	9.0
1806	5725.0	10158.0
1805	15209.0	1797.0
83480	935.0	1116.0
1804	181.0	897.0
1803	3071.0	588.0
1802	1418.0	3170.0
83482	4.0	9.0
1801	1528.0	863.0
83481	2353.0	8751.0
131965	889.0	682.0
1811	52.0	3.0
1810	5201.0	7733.0
143941	105.0	11.0
1819	1884.0	1214.0
1818	0.0	2.0
1817	0.0	0.0
1816	2.0	5.0
1815	41.0	6.0
100128054	3.0	1.0
1814	1.0	1.0
285084	27.0	8.0
1813	315.0	20.0
1812	101.0	0.0
100128055	1.0	1.0
647436	34.0	19.0
128387	911.0	1457.0
131973	1.0	2.0
1822	18083.0	12990.0
1821	31.0	80.0
1820	644.0	584.0
100128041	0.0	0.0
1829	19978.0	7463.0
1828	324.0	1994.0
1827	7670.0	1719.0
285093	7.0	3.0
1826	23.0	117.0
100128043	0.0	0.0
1825	7028.0	129147.0
100128042	0.0	0.0
1824	7438.0	46284.0
1823	488.0	973.0
100128044	1.0	1.0
407977	12.0	3.0
407975	142.0	104.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	2.0	49.0
1832	47759.0	169264.0
1831	13210.0	4938.0
1830	2508.0	51960.0
574016	1.0	399.0
100128036	1.0	0.0
1839	750.0	1754.0
1838	2557.0	2074.0
346528	4.0	1.0
1837	1604.0	68.0
1836	3995.0	1340.0
346525	0.0	0.0
1834	0.0	3.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	1.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	320.0	660.0
1843	25475.0	4435.0
1842	8022.0	427.0
1841	1082.0	3390.0
1840	1482.0	259.0
574028	3.0	61.0
574029	11.0	16.0
100128025	10.0	27.0
1849	2689.0	6812.0
346517	0.0	0.0
1848	7707.0	2801.0
1847	2098.0	2062.0
100128020	0.0	0.0
1846	6186.0	1817.0
100128023	0.0	0.0
1845	7488.0	4194.0
153396	1324.0	1243.0
1855	2580.0	6165.0
1854	3168.0	5088.0
100131671	2.0	2.0
1852	36.0	52.0
1850	590.0	101.0
100131678	0.0	0.0
1859	7157.0	5533.0
1857	6860.0	6938.0
1856	2225.0	2184.0
724068	0.0	0.0
724067	0.0	0.0
202781	603.0	646.0
1861	2802.0	2997.0
100131688	0.0	0.0
1869	297.0	2906.0
724094	0.0	0.0
1880	673.0	903.0
1877	1440.0	2140.0
100131691	142.0	108.0
1876	819.0	1666.0
1875	699.0	2268.0
83417	1.0	17.0
100131693	16.0	13.0
100327036	0.0	1.0
83416	273.0	932.0
200132	92.0	59.0
1874	3347.0	5102.0
1872	4.0	1.0
1871	1507.0	2303.0
1870	237.0	4623.0
1879	5370.0	202.0
724087	7.0	0.0
1891	7289.0	4487.0
1890	4159.0	18832.0
83401	113.0	97.0
1889	26965.0	11145.0
724033	0.0	0.0
724032	0.0	0.0
724031	3.0	0.0
724030	0.0	0.0
58473	1724.0	462.0
58472	2712.0	12469.0
200149	3.0	1.0
58475	2326.0	1933.0
724038	0.0	1.0
83439	4939.0	509.0
1896	398.0	126.0
58477	4363.0	8579.0
58476	1776.0	853.0
1894	1178.0	7606.0
1893	2654.0	1102.0
1892	8517.0	6067.0
58478	2047.0	2466.0
200150	108.0	0.0
724022	0.0	0.0
58484	275.0	306.0
724026	1.0	0.0
58483	0.0	8.0
724025	0.0	0.0
165324	2573.0	3401.0
724024	0.0	0.0
58486	3973.0	3246.0
58485	3561.0	3474.0
724023	0.0	0.0
58480	5237.0	2064.0
724029	4.0	5.0
200159	6.0	14.0
724028	0.0	0.0
724027	0.0	0.0
58488	1565.0	1230.0
58487	5496.0	3650.0
200162	142.0	250.0
58489	917.0	3315.0
58495	552.0	337.0
724059	0.0	0.0
58494	5866.0	448.0
58497	2807.0	5078.0
58496	213.0	134.0
58491	967.0	604.0
58490	3225.0	4071.0
58493	2517.0	1961.0
58492	343.0	336.0
58499	4290.0	3768.0
58498	117.0	0.0
200172	48.0	63.0
83451	1511.0	2316.0
83450	869.0	142.0
83452	1345.0	984.0
153364	1183.0	557.0
83448	2166.0	1188.0
200186	2925.0	4388.0
83447	0.0	2.0
200185	886.0	1626.0
83449	38.0	88.0
83444	207.0	326.0
83443	3270.0	3522.0
83446	0.0	0.0
83445	2.0	2.0
83440	3815.0	6181.0
83442	7416.0	20437.0
114984	971.0	1122.0
114987	867.0	729.0
391603	0.0	0.0
10657	12714.0	16060.0
126969	774.0	897.0
