id	7bca938a-45fa-4a07-ba7b-71796388e645	0c7d119e-22c0-47ed-b736-3404ab2c7065
91653	2991.0	978.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	21.0	28.0
27085	117.0	434.0
27086	4369.0	8434.0
389756	90.0	0.0
147429	1.0	117.0
27089	3239.0	4221.0
91646	12.0	110.0
91647	506.0	564.0
642968	3.0	0.0
135458	0.0	16.0
390766	0.0	0.0
27098	4.0	165.0
27099	7.0	154.0
27097	1205.0	1438.0
389741	65.0	28.0
27090	896.0	318.0
27091	0.0	0.0
27094	99.0	257.0
27095	2306.0	1479.0
27092	7.0	179.0
642976	4.0	49.0
400629	0.0	0.0
27093	0.0	0.0
160428	1273.0	1133.0
375133	215.0	83.0
387122	0.0	8.0
390730	0.0	0.0
390732	0.0	0.0
390735	0.0	0.0
387119	438.0	440.0
27063	0.0	7.0
387117	0.0	0.0
27069	9858.0	5537.0
400612	4.0	6.0
27067	1761.0	2384.0
27068	1740.0	3806.0
221908	159.0	223.0
341799	0.0	0.0
400619	33.0	57.0
642987	33.0	416.0
400618	13.0	71.0
400617	46.0	10.0
64065	2505.0	4910.0
91662	73.0	83.0
91663	12976.0	943.0
64064	0.0	18.0
64067	164.0	188.0
64066	102.0	3.0
91661	407.0	1262.0
91664	451.0	1251.0
147463	1179.0	216.0
387111	1.0	22.0
27076	165.0	378.0
390748	0.0	0.0
27077	163.0	225.0
400604	56.0	53.0
27074	57.0	35.0
27075	2097.0	16821.0
389766	8.0	7.0
387103	155.0	98.0
387104	20.0	0.0
27079	255.0	380.0
389763	0.0	0.0
341784	3.0	2.0
642996	0.0	6.0
27072	2897.0	3980.0
160419	0.0	0.0
64061	965.0	407.0
400609	0.0	0.0
160418	1708.0	4139.0
64063	30.0	160.0
27071	262.0	437.0
64062	2631.0	2798.0
91695	103.0	105.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	18.0	120.0
100313770	0.0	8.0
64077	1008.0	394.0
91694	1228.0	921.0
100313771	0.0	121.0
390790	4.0	0.0
221927	1549.0	1262.0
390792	0.0	3.0
400680	31.0	101.0
27043	1953.0	965.0
27044	8389.0	10922.0
27042	844.0	1816.0
389799	0.0	13.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	2105.0	499.0
100313777	0.0	0.0
27040	5.0	5.0
100313774	0.0	0.0
64073	44.0	587.0
64087	3108.0	7126.0
221914	12.0	21.0
64089	692.0	646.0
100313781	0.0	0.0
91683	59.0	179.0
91689	1756.0	448.0
100313780	0.0	15.0
245908	0.0	0.0
91687	193.0	534.0
245909	0.0	0.0
400673	192.0	302.0
389792	181.0	299.0
389791	4.0	4.0
387129	0.0	0.0
400668	0.0	0.0
389787	35.0	12.0
64081	785.0	414.0
64080	98.0	280.0
64083	4545.0	4692.0
64084	9735.0	4680.0
64098	738.0	477.0
64097	723.0	1835.0
400660	11.0	7.0
8909	28.0	9.0
27022	3.0	9.0
8907	3688.0	1401.0
341757	0.0	2.0
400658	4.0	24.0
8908	20449.0	1283.0
147407	1.0	1.0
27020	4599.0	4110.0
400657	308.0	329.0
27023	0.0	0.0
400654	0.0	0.0
64090	0.0	1.0
64092	649.0	553.0
64091	156.0	38.0
8900	10.0	11.0
64094	5005.0	2437.0
8905	3045.0	1199.0
147409	14.0	8.0
64093	222.0	45.0
8906	437.0	985.0
64096	0.0	0.0
8904	4028.0	2239.0
221935	3099.0	403.0
221937	2112.0	3231.0
221938	0.0	0.0
400652	8.0	8.0
400650	2.0	6.0
27039	6.0	58.0
27032	5561.0	6764.0
27033	3.0	48.0
27030	977.0	1935.0
27031	428.0	353.0
27036	185.0	87.0
400645	0.0	0.0
27037	663.0	429.0
400644	5.0	15.0
27034	1101.0	931.0
400643	3.0	0.0
27035	16.0	3.0
8912	367.0	103.0
100313769	0.0	1.0
8913	57.0	64.0
8910	2952.0	1132.0
8911	45.0	10.0
8916	1630.0	1687.0
8914	1008.0	855.0
8915	846.0	1214.0
245935	0.0	0.0
245936	0.0	0.0
245937	2.0	2.0
245938	0.0	0.0
8930	1436.0	1674.0
245939	0.0	0.0
221960	288.0	320.0
245930	0.0	0.0
245931	2.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	4068.0	5066.0
8927	46.0	76.0
8928	0.0	0.0
8925	5458.0	8581.0
8926	6.0	34.0
221955	938.0	933.0
8941	0.0	0.0
8942	559.0	587.0
375189	31.0	21.0
8940	20.0	9.0
245940	0.0	0.0
206338	2048.0	148.0
375190	508.0	440.0
196446	16.0	122.0
8934	1881.0	1289.0
8935	4317.0	1334.0
196441	1924.0	2329.0
8932	5416.0	2133.0
8933	4444.0	416.0
8938	160.0	168.0
8939	2407.0	2300.0
8936	769.0	123.0
326105	6.0	28.0
245913	0.0	0.0
245915	0.0	0.0
221981	950.0	465.0
245910	0.0	0.0
206358	2249.0	729.0
245911	0.0	10.0
245912	5.0	4.0
196415	0.0	1.0
642909	2.0	1.0
642907	0.0	0.0
8945	1088.0	1546.0
54659	0.0	0.0
54658	0.0	0.0
8943	5755.0	4889.0
54657	0.0	0.0
8944	0.0	0.0
196410	54.0	20.0
245927	0.0	0.0
245928	0.0	0.0
6300	278.0	79.0
245929	0.0	0.0
6302	1942.0	1271.0
6301	5586.0	3557.0
160492	0.0	2.0
54662	3049.0	824.0
54661	11.0	5.0
54660	40.0	55.0
54665	1091.0	1823.0
54664	3395.0	8108.0
54663	614.0	580.0
8970	18.0	905.0
8971	2234.0	1570.0
101928363	8.0	36.0
8974	2945.0	2073.0
6311	2035.0	1164.0
8975	1662.0	1408.0
6310	2542.0	4882.0
91612	2771.0	2009.0
100421601	0.0	0.0
8972	11.0	303.0
8973	0.0	68.0
245972	159.0	152.0
245973	94.0	46.0
54677	626.0	5584.0
54676	1835.0	806.0
54675	4111.0	1614.0
147468	0.0	0.0
54674	413.0	432.0
6304	1929.0	997.0
6303	18144.0	6614.0
8968	0.0	1410.0
6305	3671.0	1490.0
91603	528.0	488.0
91608	2379.0	92.0
6307	852.0	1909.0
642924	7.0	8.0
8969	31.0	1237.0
6309	1880.0	1988.0
91607	4259.0	1614.0
6320	350.0	311.0
6322	544.0	449.0
8985	3526.0	1709.0
8986	1843.0	709.0
64002	0.0	0.0
101928378	49.0	33.0
6324	1009.0	133.0
64005	334.0	138.0
6323	2.0	0.0
101928376	1.0	10.0
54680	1063.0	824.0
642938	7.0	390.0
54682	1510.0	995.0
54681	859.0	1875.0
196403	292.0	576.0
6315	0.0	0.0
6314	1367.0	1971.0
6317	27.0	0.0
8976	2843.0	3617.0
6319	25116.0	10916.0
6318	5.0	0.0
642935	2.0	6.0
8992	8098.0	4557.0
8993	1.0	7.0
6331	28.0	12.0
8991	10235.0	6105.0
6330	1610.0	194.0
100421621	6.0	4.0
8996	1127.0	423.0
101928388	0.0	3.0
6332	128.0	425.0
8997	1712.0	413.0
8994	2478.0	3436.0
6335	689.0	196.0
8995	38.0	14.0
6334	40.0	81.0
147495	10924.0	502.0
100421629	0.0	25.0
8989	9.0	60.0
6326	51.0	94.0
8987	787.0	162.0
6328	188.0	100.0
91624	1144.0	313.0
6327	220.0	59.0
8988	7.0	0.0
6329	1348.0	46.0
642946	56.0	22.0
6340	8.0	14.0
6342	8992.0	6269.0
6341	1526.0	1440.0
6344	199.0	32.0
100421633	0.0	0.0
6343	0.0	42.0
100421634	0.0	2.0
6346	1.0	0.0
6345	242.0	22.0
100421638	0.0	1.0
642958	1.0	1.0
642959	0.0	0.0
6337	105.0	1185.0
642952	0.0	0.0
6336	0.0	14.0
6339	39.0	58.0
91614	63.0	80.0
8999	6.0	13.0
6338	678.0	18.0
642954	12.0	44.0
6351	437.0	44.0
6352	329.0	143.0
6355	387.0	18.0
6354	17.0	13.0
6357	2731.0	7.0
6356	6.0	9.0
100421528	2.0	28.0
6348	491.0	84.0
6347	1263.0	122.0
196394	132.0	133.0
6362	12786.0	88.0
6361	19.0	21.0
6364	8.0	12.0
6363	391.0	56.0
100421533	54.0	12.0
6366	2969.0	29.0
100421535	0.0	0.0
6368	139.0	4.0
6367	74.0	67.0
101928337	0.0	0.0
6360	52.0	3.0
255349	0.0	0.0
6359	5.0	1.0
6358	1131.0	22.0
6373	120.0	31.0
101928340	7.0	6.0
6372	24.0	5.0
100421542	0.0	0.0
6375	16.0	3.0
6374	10.0	5.0
100421545	7.0	16.0
6376	1925.0	330.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	0.0	0.0
255313	0.0	0.0
196374	12.0	0.0
6369	37.0	14.0
6383	19005.0	4871.0
6386	23789.0	7387.0
6385	1448.0	9262.0
6388	1532.0	1254.0
6387	20908.0	2992.0
6389	5687.0	5666.0
255330	0.0	0.0
6382	649.0	10760.0
102724246	10.0	2.0
255324	4.0	10.0
196385	35.0	114.0
196383	1297.0	663.0
100421550	0.0	7.0
6397	7268.0	1798.0
100421565	0.0	0.0
6396	3959.0	4061.0
100421566	0.0	0.0
6399	509.0	654.0
6398	790.0	330.0
6391	4734.0	3655.0
6390	3124.0	1613.0
6392	3649.0	1884.0
282997	62.0	61.0
282996	142.0	185.0
100134229	372.0	194.0
282991	1849.0	939.0
100421560	0.0	0.0
100421577	13.0	26.0
100421579	1.0	22.0
255394	815.0	1200.0
102724224	9.0	83.0
54600	0.0	4.0
54602	1264.0	1484.0
282980	0.0	0.0
54606	2015.0	1843.0
100421572	0.0	0.0
100421588	0.0	1.0
100421589	22.0	24.0
282974	518.0	190.0
282973	38.0	156.0
54619	310.0	238.0
100421581	0.0	7.0
196335	0.0	5.0
100421582	5.0	12.0
54617	1796.0	2003.0
100421598	0.0	0.0
100421599	0.0	34.0
255374	44.0	65.0
282969	409.0	141.0
102724201	16.0	5.0
282966	0.0	0.0
54622	1503.0	1540.0
100134259	56.0	6.0
54621	1656.0	596.0
54620	389.0	630.0
54626	7.0	74.0
54625	5090.0	8224.0
54623	2635.0	1457.0
54629	2111.0	3358.0
54627	128.0	277.0
27005	877.0	836.0
27006	6.0	1.0
27000	834.0	1227.0
27004	10.0	6.0
27018	2163.0	2971.0
27019	0.0	66.0
400591	0.0	2.0
27010	474.0	246.0
27012	2.0	1.0
27013	4118.0	1215.0
400581	3.0	0.0
400578	1.0	0.0
400569	501.0	273.0
400566	52.0	120.0
389715	1.0	1.0
100313829	2.0	8.0
390729	0.0	0.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	6.0	8.0
389730	0.0	0.0
100038246	0.0	0.0
389727	0.0	0.0
91775	1301.0	1256.0
390872	0.0	0.0
390874	1.0	0.0
654835	0.0	0.0
400759	114.0	27.0
400757	0.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	3.0	0.0
400752	10.0	20.0
137994	107.0	48.0
642843	5.0	13.0
91768	2990.0	1548.0
64151	329.0	423.0
64150	461.0	23.0
64168	122.0	81.0
64167	6441.0	4366.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	1262.0	796.0
400746	1.0	9.0
400745	0.0	0.0
389866	9.0	1.0
150962	286.0	574.0
64175	2694.0	1114.0
162968	16.0	161.0
64174	543.0	201.0
162966	395.0	503.0
162967	546.0	1520.0
162962	265.0	505.0
162963	115.0	509.0
125981	1.0	0.0
149992	0.0	0.0
390856	0.0	0.0
390858	5.0	5.0
27187	5.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	456.0	399.0
149986	1352.0	1561.0
147323	2.0	0.0
326293	0.0	0.0
100313839	0.0	0.0
389898	3.0	0.0
100313837	0.0	0.0
326295	0.0	12.0
27189	0.0	0.0
100313838	0.0	0.0
326294	0.0	31.0
125972	2.0	0.0
642864	0.0	2.0
100313835	0.0	10.0
326296	0.0	2.0
326298	0.0	0.0
375260	140.0	66.0
27183	2662.0	895.0
64170	112.0	109.0
642869	0.0	0.0
27180	490.0	275.0
27181	38.0	99.0
64172	303.0	551.0
100313830	0.0	3.0
375248	170.0	1361.0
91782	2220.0	1429.0
27197	41.0	104.0
147339	960.0	1637.0
27198	1556.0	688.0
27195	0.0	0.0
125965	2.0	5.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	15.0	4.0
400720	299.0	2086.0
149998	0.0	2.0
389884	0.0	1.0
326286	3.0	0.0
27190	6.0	13.0
64180	9.0	6.0
27193	0.0	0.0
100313842	0.0	5.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	56.0	23.0
64184	0.0	4.0
100313840	0.0	0.0
100313841	1.0	2.0
100313892	0.0	1.0
642891	13.0	13.0
387264	0.0	12.0
387263	1808.0	2063.0
206412	32.0	164.0
27164	1.0	0.0
27165	0.0	6.0
27163	1822.0	1340.0
400799	0.0	72.0
400798	8.0	174.0
27166	1358.0	1131.0
400797	0.0	0.0
326272	0.0	0.0
326275	1.0	0.0
326277	0.0	0.0
326279	6.0	6.0
27160	4.0	0.0
27161	3155.0	2618.0
326278	1.0	2.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	7.0	6.0
387254	0.0	0.0
400793	392.0	992.0
150928	54.0	32.0
27175	991.0	179.0
149934	0.0	0.0
27173	5524.0	4520.0
150921	36.0	27.0
27179	11.0	0.0
27177	0.0	0.0
27178	0.0	4.0
341883	4.0	5.0
341880	1.0	8.0
27170	0.0	0.0
326269	0.0	48.0
137964	3154.0	2271.0
390892	0.0	0.0
375298	100.0	230.0
149951	1995.0	1255.0
27148	681.0	934.0
390895	0.0	0.0
206426	1.0	7.0
27143	586.0	510.0
27141	44.0	17.0
27146	22.0	86.0
106029310	0.0	1.0
27147	2738.0	98.0
27145	1249.0	333.0
123355	836.0	326.0
137970	2.0	2.0
375287	888.0	558.0
387276	0.0	0.0
27159	0.0	0.0
387273	0.0	3.0
150947	0.0	0.0
150946	457.0	93.0
27153	602.0	334.0
27154	1485.0	1328.0
400769	1.0	0.0
27151	321.0	127.0
27152	779.0	1758.0
123346	0.0	0.0
27158	354.0	235.0
400765	0.0	0.0
100293516	286.0	1898.0
387266	0.0	0.0
27156	7.0	1.0
149954	0.0	0.0
387267	0.0	0.0
375295	366.0	240.0
100313886	0.0	0.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	7.0	13.0
160365	5.0	13.0
160364	99.0	56.0
102724316	1186.0	923.0
54754	0.0	3.0
54753	325.0	169.0
54752	0.0	0.0
54751	1119.0	1181.0
54758	625.0	311.0
54757	2591.0	511.0
54756	2075.0	2657.0
101928290	59.0	57.0
6401	98.0	98.0
6400	9016.0	24752.0
102724307	3.0	0.0
54760	10.0	99.0
54765	6396.0	3604.0
54764	1270.0	1315.0
54763	0.0	0.0
54762	67.0	257.0
54769	12.0	19.0
54768	5.0	205.0
54766	1.0	0.0
159371	269.0	58.0
100421700	1.0	7.0
100421701	0.0	49.0
100421702	0.0	39.0
100421704	16.0	26.0
100421705	0.0	0.0
100421706	2.0	9.0
100421707	0.0	46.0
100421708	2.0	48.0
100421709	0.0	6.0
54776	3497.0	935.0
91703	0.0	48.0
6403	2105.0	236.0
6402	403.0	94.0
6405	1729.0	2968.0
54778	1709.0	1600.0
6404	2821.0	561.0
54777	8.0	151.0
6407	0.0	0.0
6406	0.0	0.0
64100	0.0	0.0
64102	304.0	47.0
6421	7955.0	8896.0
100421710	0.0	28.0
64101	443.0	182.0
6423	9536.0	17301.0
6422	8663.0	1735.0
64106	1.0	1.0
64105	106.0	324.0
64108	196.0	152.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	2.0	0.0
64109	10.0	10.0
54780	1467.0	939.0
54785	324.0	204.0
54784	317.0	435.0
6414	18398.0	4663.0
6416	1411.0	2637.0
54788	2628.0	1685.0
6415	7135.0	5647.0
6418	9131.0	10361.0
6419	1065.0	1320.0
6430	5572.0	4701.0
64111	0.0	0.0
162989	800.0	435.0
64110	889.0	1030.0
6432	3547.0	3297.0
6431	4223.0	5555.0
64112	1302.0	1673.0
64115	6193.0	736.0
6434	4667.0	4892.0
101928243	24.0	40.0
6433	1490.0	1112.0
64114	24908.0	4145.0
101928244	0.0	3.0
100421724	1.0	6.0
64116	886.0	870.0
64118	1891.0	1120.0
101928248	12.0	1.0
100421728	0.0	0.0
54790	1194.0	3540.0
100421729	0.0	21.0
104548973	0.0	1.0
104548972	0.0	3.0
54793	1458.0	1275.0
400713	220.0	797.0
104548971	4.0	0.0
104548970	0.0	5.0
54798	8.0	82.0
255411	0.0	0.0
54797	572.0	537.0
54796	1871.0	1718.0
54795	981.0	2482.0
6425	7.0	0.0
6424	14032.0	4648.0
150992	0.0	1.0
6427	3407.0	2554.0
54799	1039.0	1682.0
6426	5222.0	7334.0
6429	4611.0	1560.0
6428	7588.0	6793.0
162979	13.0	62.0
6441	64.0	16.0
64122	611.0	153.0
64121	2619.0	775.0
6440	7.0	0.0
100421731	0.0	1.0
6443	5059.0	2132.0
101928256	0.0	0.0
6442	124.0	12.0
64123	6476.0	915.0
100421733	0.0	0.0
6445	674.0	50.0
100421734	0.0	0.0
6444	1630.0	1275.0
160313	0.0	6.0
100421736	0.0	0.0
64127	215.0	223.0
162972	270.0	648.0
64129	4835.0	411.0
255426	3.0	8.0
642818	0.0	0.0
642819	135.0	122.0
400709	179.0	27.0
6439	277.0	7.0
642812	3.0	2.0
64131	3090.0	978.0
654817	143.0	7.0
6450	171.0	70.0
91750	724.0	635.0
64130	54.0	35.0
654816	149.0	12.0
6452	2959.0	1213.0
100421741	0.0	0.0
64132	1083.0	1078.0
6451	8433.0	30311.0
64135	1103.0	1042.0
91754	6654.0	5207.0
6453	13431.0	2428.0
6456	25.0	4.0
91752	25.0	24.0
64137	5.0	0.0
6455	3515.0	1244.0
147372	255.0	42.0
6447	23.0	101.0
6446	5218.0	3501.0
91748	3095.0	2528.0
6449	2309.0	1172.0
135398	122.0	52.0
91746	2917.0	2505.0
6448	1560.0	816.0
91749	215.0	784.0
6461	181.0	279.0
6462	29.0	3.0
6465	0.0	0.0
100421754	0.0	0.0
64146	19.0	40.0
64145	2403.0	2692.0
6464	6839.0	4186.0
162998	1.0	2.0
100421756	3.0	32.0
101928276	0.0	1.0
64147	178.0	299.0
160335	591.0	1749.0
6466	0.0	0.0
162993	292.0	504.0
64149	365.0	641.0
147381	8.0	0.0
255403	288.0	866.0
6458	22.0	21.0
6457	0.0	1.0
91734	0.0	1.0
6459	11.0	5.0
6472	2115.0	992.0
6471	3.0	29.0
6474	523.0	149.0
6473	7.0	3.0
6476	0.0	0.0
6478	1525.0	5224.0
6477	612.0	412.0
101928200	24.0	4.0
100421648	1.0	0.0
6470	4751.0	994.0
6469	6.0	6.0
6468	2671.0	977.0
6483	2139.0	815.0
6482	4145.0	2724.0
100421652	0.0	1.0
6484	1127.0	427.0
6487	1072.0	325.0
196294	316.0	342.0
6489	220.0	713.0
497661	301.0	159.0
100421657	0.0	0.0
6480	3084.0	2802.0
102724386	2.0	2.0
6494	1571.0	664.0
6493	47.0	174.0
6496	10.0	0.0
6495	798.0	75.0
6498	2376.0	10714.0
101928223	57.0	2.0
6497	6787.0	1780.0
6499	1773.0	1547.0
6490	49.0	49.0
6492	41.0	919.0
6491	173.0	571.0
101928232	0.0	0.0
100124700	0.0	1.0
102724368	1.0	7.0
196264	106.0	821.0
54700	1876.0	2882.0
54707	1048.0	527.0
497634	0.0	0.0
54704	1383.0	2499.0
54708	2233.0	1660.0
160287	6.0	25.0
54714	2.0	13.0
54718	256.0	107.0
100421681	0.0	0.0
54716	5.0	14.0
54715	1.0	13.0
100421695	2.0	27.0
100421697	0.0	0.0
100421698	3.0	14.0
100421699	1.0	47.0
102724349	2.0	10.0
102724341	0.0	0.0
159296	3.0	0.0
54729	0.0	0.0
54726	2317.0	2610.0
100421694	0.0	0.0
255480	365.0	102.0
54732	7374.0	5434.0
54734	37.0	74.0
54733	220.0	326.0
54739	565.0	401.0
54738	1.0	0.0
54737	3005.0	1855.0
160298	9.0	16.0
102724321	0.0	0.0
255488	1703.0	5260.0
54742	263.0	109.0
54741	8901.0	3475.0
54749	3311.0	328.0
137902	1065.0	478.0
27128	1842.0	826.0
27129	11931.0	241.0
29789	3133.0	2552.0
27127	16.0	24.0
27120	9.0	12.0
27121	0.0	4.0
29781	1258.0	692.0
29780	3020.0	441.0
27124	50.0	199.0
27125	5300.0	16382.0
27122	1110.0	1633.0
29785	244.0	50.0
27123	187.0	201.0
125919	218.0	1166.0
29799	142.0	133.0
390800	0.0	0.0
27131	6453.0	4228.0
654790	31.0	19.0
27132	0.0	60.0
27130	983.0	1016.0
29798	160.0	176.0
27136	1.0	1.0
29797	0.0	0.0
27133	0.0	0.0
29796	2259.0	993.0
27134	16.0	2665.0
27106	2826.0	886.0
27107	1226.0	2791.0
29768	11.0	6.0
29767	2147.0	608.0
29766	5015.0	4073.0
27109	1079.0	1105.0
29761	3551.0	2756.0
29760	455.0	513.0
389813	37.0	145.0
389812	0.0	1.0
27102	5139.0	4009.0
29765	0.0	0.0
29763	237.0	463.0
27101	2662.0	2061.0
389816	0.0	121.0
27115	459.0	136.0
29778	1.0	1.0
29777	699.0	649.0
27113	142.0	470.0
29775	1279.0	203.0
27111	116.0	95.0
29774	35.0	12.0
27112	18.0	32.0
390831	3.0	0.0
390834	0.0	92.0
390836	0.0	0.0
100313938	0.0	0.0
125950	492.0	517.0
125958	0.0	0.0
377841	0.0	15.0
390843	0.0	0.0
390844	6.0	0.0
389827	0.0	0.0
652170	1.0	0.0
389860	0.0	0.0
390811	0.0	0.0
389857	0.0	0.0
390816	3.0	8.0
389856	167.0	119.0
125931	1.0	4.0
389852	0.0	1.0
100313914	0.0	0.0
389844	0.0	0.0
389840	3.0	4.0
100313923	0.0	21.0
100313921	0.0	13.0
389849	32.0	4.0
91893	122.0	198.0
91894	3.0	5.0
147670	8.0	20.0
147664	0.0	15.0
642721	0.0	0.0
64285	1232.0	1004.0
64284	19.0	342.0
64288	274.0	528.0
147685	17.0	71.0
121026	0.0	0.0
123688	214.0	198.0
341568	7.0	0.0
341567	0.0	0.0
642737	1.0	1.0
64283	916.0	1949.0
64282	775.0	659.0
389541	2142.0	1445.0
147694	482.0	1285.0
389537	103.0	101.0
147686	97.0	627.0
147687	290.0	880.0
121014	0.0	0.0
642741	18.0	6.0
159686	30.0	14.0
642746	0.0	1.0
642762	0.0	0.0
390502	0.0	0.0
390501	0.0	2.0
390503	0.0	0.0
121006	30.0	32.0
389524	211.0	287.0
147699	42.0	21.0
133060	0.0	0.0
100313962	0.0	1.0
135644	0.0	0.0
27285	8.0	16.0
27286	4253.0	1132.0
27283	0.0	11.0
27284	62.0	40.0
389558	420.0	83.0
27289	24.0	255.0
27287	51.0	34.0
27288	0.0	0.0
135656	0.0	0.0
390561	3.0	9.0
27296	22.0	69.0
389549	1.0	0.0
27297	1512.0	1877.0
27294	37.0	67.0
27295	1174.0	1782.0
27299	18.0	134.0
642776	0.0	287.0
27292	1345.0	1388.0
27293	3.0	62.0
27290	0.0	5.0
642778	1.0	3.0
27291	596.0	635.0
160622	805.0	116.0
390531	0.0	0.0
147650	195.0	108.0
390530	4.0	3.0
390535	0.0	0.0
390539	0.0	0.0
147646	12.0	0.0
390538	0.0	0.0
654783	0.0	0.0
147645	149.0	21.0
341511	0.0	3.0
6500	10358.0	8326.0
133015	327.0	605.0
400410	60.0	108.0
147660	27.0	32.0
121054	0.0	0.0
121053	293.0	265.0
147657	608.0	1343.0
147658	6.0	36.0
400406	1.0	7.0
642799	0.0	0.0
642796	0.0	0.0
133022	119.0	406.0
642797	111.0	139.0
101928165	0.0	0.0
6511	0.0	2.0
390595	187.0	183.0
6510	5987.0	1042.0
390594	1.0	2.0
100421803	1.0	0.0
100421804	0.0	11.0
390598	15.0	10.0
100421805	5.0	39.0
100421806	3.0	3.0
100421807	1.0	0.0
6509	1259.0	2348.0
54870	3176.0	3432.0
54875	701.0	575.0
54874	1885.0	6778.0
54873	11075.0	1405.0
389599	0.0	0.0
54872	1500.0	1782.0
102724430	1.0	2.0
54879	537.0	724.0
6502	994.0	1108.0
54878	2882.0	2748.0
6504	40.0	43.0
54877	1568.0	1226.0
91801	418.0	481.0
6503	1616.0	1413.0
54876	1146.0	1597.0
6506	81.0	426.0
6505	508.0	7228.0
91807	8.0	11.0
6508	101.0	146.0
6507	4789.0	2592.0
101928176	0.0	1.0
6520	5322.0	3094.0
6522	2383.0	2023.0
221717	1.0	0.0
6521	12.0	2.0
221718	0.0	0.0
100421813	5.0	4.0
64207	2435.0	1649.0
100421816	5.0	86.0
221711	18.0	20.0
64208	42.0	4.0
221710	774.0	819.0
54882	186.0	533.0
54881	1043.0	965.0
54880	1237.0	1612.0
54886	6.0	24.0
54885	584.0	1478.0
54884	16286.0	3058.0
54883	965.0	556.0
6513	800.0	1398.0
6512	468.0	77.0
54888	1704.0	2419.0
6515	1839.0	466.0
54887	1605.0	1703.0
6514	0.0	1.0
6517	2158.0	73.0
6519	7.0	102.0
6518	358.0	140.0
221749	2655.0	825.0
64210	2582.0	2383.0
6531	1.0	23.0
100421820	0.0	1.0
64211	2.0	0.0
6530	68.0	6.0
6533	3007.0	2692.0
6532	15.0	681.0
100421823	4.0	6.0
390572	2.0	10.0
64216	442.0	1190.0
64215	1470.0	2952.0
100421825	0.0	0.0
64218	341.0	640.0
100421827	0.0	0.0
100421828	0.0	0.0
64219	2820.0	965.0
100421829	37.0	27.0
54893	2822.0	1099.0
54892	869.0	1550.0
54891	1298.0	3024.0
54890	4431.0	2932.0
54897	225.0	1852.0
54896	484.0	204.0
54894	25.0	373.0
6524	3.0	14.0
6523	0.0	74.0
170062	0.0	0.0
101928190	0.0	0.0
54899	1497.0	1001.0
6526	3370.0	7423.0
6525	2434.0	479.0
54898	157.0	560.0
6528	3.0	6.0
91828	32.0	3.0
170067	0.0	0.0
6527	42.0	17.0
6529	51.0	20.0
6540	1.0	2.0
64221	585.0	69.0
64220	40.0	109.0
6542	1818.0	3112.0
64223	1045.0	446.0
6541	1347.0	1295.0
64222	1628.0	2538.0
390581	0.0	0.0
64225	1721.0	2415.0
6543	6.0	6.0
64224	1510.0	1123.0
105376261	6.0	12.0
6535	1972.0	462.0
6534	4.0	2.0
6536	188.0	65.0
6539	97.0	62.0
6538	1.0	49.0
64232	0.0	0.0
6551	0.0	0.0
6550	40.0	7.0
64231	9783.0	1622.0
6553	92.0	33.0
91851	24186.0	1116.0
64236	959.0	335.0
6555	0.0	6.0
101928122	0.0	0.0
6554	1.0	35.0
6546	824.0	1671.0
6545	39.0	41.0
6548	1841.0	1130.0
6547	34.0	9.0
6549	12.0	526.0
6560	3700.0	931.0
64241	41.0	5.0
64240	9.0	8.0
6561	0.0	0.0
6564	17.0	2.0
6563	131.0	39.0
100421854	30.0	59.0
101928136	137.0	6.0
6566	3258.0	757.0
6565	158.0	522.0
100421859	0.0	12.0
101928138	0.0	0.0
221756	137.0	64.0
6557	16.0	41.0
6556	649.0	555.0
6559	7.0	0.0
91833	1145.0	1550.0
6558	1219.0	20921.0
133083	0.0	0.0
6571	53.0	80.0
101928142	7.0	19.0
100421860	1.0	2.0
6570	0.0	1.0
100421861	0.0	17.0
6573	852.0	297.0
6572	0.0	0.0
101928141	49.0	1.0
91875	554.0	1182.0
6575	1314.0	2538.0
6574	1502.0	2456.0
101928147	0.0	0.0
100421865	24.0	171.0
6576	3887.0	764.0
221785	563.0	1010.0
245711	17.0	56.0
169044	10.0	127.0
221786	271.0	561.0
6568	0.0	1.0
6567	2037.0	416.0
91869	1015.0	914.0
6569	0.0	0.0
6582	2.0	24.0
91860	133.0	80.0
101928153	97.0	172.0
6581	1314.0	59.0
101928154	774.0	15.0
6584	795.0	1436.0
101928151	1.0	0.0
6583	102.0	269.0
6586	12844.0	2081.0
