id	327a6650-be57-412e-bc3a-3aaf68d44022	883728dd-ee8e-41ff-9507-1893977ad754
378001	0.0	0.0
29093	843.0	1965.0
29092	971.0	886.0
29091	351.0	39.0
29090	1054.0	956.0
56603	4643.0	376.0
29097	1965.0	6131.0
56604	0.0	3.0
56605	907.0	1424.0
29095	1073.0	2798.0
151790	20.0	3.0
283174	550.0	15.0
56606	393.0	301.0
29094	1226.0	1500.0
692199	0.0	0.0
391002	0.0	0.0
440459	4.0	19.0
391004	0.0	0.0
780816	0.0	0.0
124199	10.0	16.0
391003	0.0	0.0
30062	0.0	0.0
440456	919.0	757.0
780814	22.0	10.0
30061	34880.0	14676.0
780815	0.0	0.0
780812	0.0	0.0
780813	1.0	2.0
440452	0.0	1.0
780810	1.0	0.0
780811	0.0	0.0
29068	4101.0	3506.0
29066	3327.0	2707.0
29063	563.0	361.0
29062	1546.0	1310.0
56616	368.0	721.0
163702	514.0	264.0
391013	3.0	1.0
391012	0.0	0.0
100381215	0.0	2.0
29079	2123.0	1178.0
29078	928.0	620.0
56623	947.0	1124.0
56624	13.0	17.0
29071	1432.0	1689.0
29070	814.0	1339.0
29075	30.0	6.0
29074	1908.0	2216.0
29072	6781.0	3644.0
163732	1081.0	1736.0
200845	554.0	2239.0
148103	324.0	259.0
200844	61.0	186.0
440482	41.0	49.0
151742	2475.0	598.0
163720	420.0	425.0
148113	162.0	1941.0
440465	1607.0	1348.0
29057	17.0	19.0
148109	2.0	6.0
29058	7125.0	8282.0
56647	2351.0	2852.0
56648	538.0	649.0
56649	4.0	178.0
440419	1.0	0.0
440416	270.0	74.0
8303	5615.0	3059.0
643157	0.0	0.0
200879	437.0	260.0
440406	1.0	5.0
8301	16558.0	8776.0
643155	2266.0	4799.0
8302	5.0	0.0
440400	322.0	296.0
199675	16.0	45.0
8310	1577.0	776.0
124093	67.0	351.0
8314	5151.0	4100.0
8315	1674.0	1744.0
8312	1985.0	4006.0
342096	1.0	1.0
8313	1536.0	469.0
440435	19.0	24.0
643160	4.0	0.0
643161	0.0	1.0
643159	6.0	16.0
8309	1028.0	2352.0
8321	2813.0	10870.0
8322	21604.0	1087.0
8320	44.0	127.0
8325	1615.0	455.0
8326	61.0	4.0
8323	2133.0	2880.0
8324	5841.0	3184.0
440423	310.0	521.0
200894	785.0	852.0
643171	2.0	2.0
200895	706.0	849.0
8318	54.0	326.0
8317	224.0	2413.0
8332	0.0	0.0
692110	0.0	1.0
8333	1.0	6.0
692111	0.0	0.0
8330	0.0	0.0
8331	0.0	2.0
8336	0.0	59.0
8337	0.0	3.0
8334	1214.0	2561.0
8335	1.0	0.0
148046	42.0	64.0
106481699	0.0	0.0
643182	0.0	1.0
643180	167.0	150.0
643181	0.0	0.0
8329	0.0	125.0
8328	1.0	4.0
8343	2.0	24.0
643198	0.0	0.0
8344	1.0	20.0
8341	38.0	107.0
8342	0.0	2.0
8347	75.0	252.0
8348	0.0	33.0
643199	0.0	0.0
8345	12.0	63.0
8346	0.0	1.0
692106	0.0	0.0
692107	0.0	0.0
161003	1.0	0.0
692108	0.0	1.0
692109	4.0	4.0
643193	0.0	0.0
8340	1.0	9.0
8338	13.0	129.0
8339	30.0	678.0
8354	0.0	0.0
8355	4.0	93.0
8352	0.0	5.0
8353	57.0	161.0
8358	0.0	2.0
8359	1.0	1.0
8356	0.0	7.0
8357	13.0	835.0
222235	46.0	44.0
106481679	1.0	0.0
222236	1095.0	1577.0
106481677	0.0	0.0
222234	261.0	322.0
106481678	0.0	0.0
8350	2.0	10.0
8351	4.0	65.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	0.0	0.0
106481680	0.0	0.0
106481681	0.0	0.0
106481686	0.0	0.0
106481687	3.0	0.0
106481684	0.0	0.0
106481685	0.0	0.0
8349	756.0	13105.0
8365	36.0	505.0
8366	0.0	1.0
8363	1.0	4.0
8364	2.0	2.0
8369	0.0	0.0
163688	21.0	69.0
8367	4.0	17.0
8368	0.0	0.0
106481688	0.0	0.0
222223	1548.0	1652.0
106481689	0.0	0.0
8361	0.0	0.0
222229	764.0	2329.0
8362	1.0	6.0
8360	1.0	5.0
106481693	0.0	0.0
106481694	6.0	0.0
106481691	2.0	1.0
106481692	2.0	0.0
106481697	0.0	0.0
106481698	0.0	0.0
106481695	3.0	0.0
106481696	1.0	1.0
342035	918.0	107.0
344697	1.0	106.0
106481690	2.0	0.0
728310	3.0	0.0
285830	126.0	49.0
8379	1306.0	2408.0
93556	22.0	2.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	654.0	550.0
106481655	0.0	0.0
285834	3.0	1.0
222256	218.0	42.0
106481656	1.0	1.0
8372	178.0	118.0
93550	479.0	445.0
8373	0.0	2.0
106481659	0.0	0.0
8370	4.0	59.0
728315	2.0	6.0
81577	2105.0	2578.0
106481660	0.0	0.0
81578	276.0	6364.0
106481661	1.0	0.0
81579	2344.0	2810.0
81573	1451.0	1763.0
106481664	0.0	0.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	2640.0	766.0
106481662	0.0	0.0
81576	1161.0	1950.0
106481663	16.0	4.0
81570	994.0	1812.0
100271178	0.0	0.0
81571	558.0	72.0
81572	875.0	1590.0
645715	19.0	19.0
8387	2.0	0.0
8388	0.0	0.0
728300	7.0	2.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	3.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	1270.0	2777.0
8383	0.0	0.0
285848	2.0	9.0
8384	0.0	0.0
285849	23.0	54.0
8382	183.0	167.0
81566	2423.0	3086.0
106481671	0.0	0.0
106481672	2.0	1.0
81567	747.0	979.0
81569	0.0	19.0
106481670	0.0	0.0
81562	1947.0	3081.0
106481675	0.0	0.0
81563	6483.0	1631.0
246243	1198.0	1847.0
100271168	2.0	0.0
106481676	0.0	0.0
106481673	4.0	0.0
81565	2994.0	2166.0
106481674	1.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	2.0	2.0
100271163	1.0	0.0
100271162	1.0	1.0
8398	896.0	315.0
8399	4.0	39.0
8396	7151.0	5511.0
285852	0.0	0.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	6993.0	5517.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	3314.0	12576.0
106481639	0.0	0.0
8395	605.0	22.0
8392	0.0	0.0
106481637	2.0	0.0
106481638	0.0	0.0
100271158	1.0	0.0
106481642	14.0	21.0
106481643	0.0	1.0
246210	0.0	1.0
106481640	0.0	0.0
100271159	0.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	0.0
246213	1.0	8.0
106481646	0.0	0.0
106481647	1.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	33.0	32.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	1.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	1.0
106481652	0.0	1.0
344657	6.0	110.0
100271142	0.0	0.0
344658	0.0	3.0
100271145	0.0	1.0
645745	0.0	0.0
344653	0.0	0.0
100271141	0.0	0.0
100271140	0.0	1.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	255.0	255.0
106481614	1.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	258.0	358.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	0.0	0.0
283209	872.0	9200.0
283208	107.0	1110.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	0.0	1.0
100271132	5.0	0.0
100271131	0.0	0.0
100271133	0.0	0.0
100271130	0.0	0.0
93587	343.0	787.0
645771	13.0	8.0
93589	351.0	1368.0
106481624	6.0	22.0
285800	29.0	1.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	1.0	1.0
106481628	0.0	0.0
106481629	1.0	0.0
106481626	0.0	0.0
106481627	1.0	0.0
100271129	0.0	0.0
246283	0.0	0.0
246285	16.0	0.0
106481631	0.0	0.0
100271125	0.0	0.0
106481632	1.0	0.0
106481630	2.0	0.0
100271122	0.0	0.0
199692	1004.0	2327.0
645784	97.0	102.0
100271118	1.0	0.0
100271117	0.0	0.0
100271119	1.0	0.0
100271114	0.0	0.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	6.0	13.0
643115	6.0	5.0
100271111	0.0	0.0
106481608	3.0	0.0
106481609	0.0	0.0
645798	2.0	5.0
643136	1.0	3.0
106481602	1.0	4.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	0.0	0.0
106481606	1.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	7.0	12.0
100271106	1.0	4.0
106481610	0.0	0.0
100271105	1.0	0.0
643126	0.0	4.0
199699	8.0	21.0
728393	0.0	0.0
100128899	0.0	0.0
728395	0.0	0.0
114625	1979.0	1889.0
54112	81.0	15.0
56776	35.0	151.0
283248	85.0	344.0
344729	2.0	0.0
100128894	0.0	0.0
100128893	25.0	0.0
100128890	59.0	66.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	1.0
100128888	1.0	1.0
114614	23.0	57.0
283238	0.0	0.0
100190800	34.0	12.0
283237	1026.0	1924.0
283236	0.0	0.0
283234	837.0	787.0
728381	1.0	1.0
283232	1215.0	777.0
728380	5.0	0.0
100128881	166.0	830.0
100128880	0.0	0.0
692099	648.0	319.0
114609	662.0	2345.0
29128	154.0	1492.0
29123	7593.0	6304.0
344709	1.0	0.0
29122	63.0	7.0
29121	310.0	338.0
283229	3241.0	416.0
29127	560.0	3358.0
29126	171.0	309.0
29125	88.0	41.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	6.0	2.0
100128867	0.0	0.0
54145	0.0	1.0
54143	0.0	0.0
283219	1156.0	1110.0
54149	1737.0	544.0
54148	821.0	786.0
54147	0.0	0.0
283212	147.0	2023.0
692091	0.0	0.0
692092	0.0	0.0
692093	13.0	2.0
692094	0.0	0.0
100271091	0.0	2.0
100271090	1.0	3.0
100128857	0.0	0.0
100271093	0.0	0.0
100271092	0.0	1.0
728350	9.0	8.0
285872	1.0	0.0
100128853	0.0	5.0
29109	2312.0	3097.0
29108	778.0	2879.0
285877	0.0	0.0
29107	544.0	1570.0
285878	0.0	0.0
29106	30.0	0.0
728358	0.0	0.0
29101	6763.0	10903.0
29100	1271.0	2601.0
29105	1073.0	2548.0
29104	645.0	804.0
29103	2592.0	1562.0
29102	3356.0	2306.0
100271098	1.0	5.0
283284	80.0	58.0
728343	0.0	0.0
728342	4.0	0.0
100128849	0.0	0.0
728344	0.0	4.0
100271081	1.0	0.0
100128845	0.0	0.0
728340	136.0	327.0
285888	0.0	1.0
29119	84.0	7.0
107057644	14.0	3.0
29118	42.0	46.0
107057647	0.0	0.0
114655	0.0	0.0
29117	3478.0	5318.0
107057646	0.0	0.0
114657	0.0	0.0
114659	373.0	433.0
126638	0.0	0.0
54165	1742.0	3889.0
126637	0.0	3.0
29110	1608.0	2792.0
29116	2539.0	3399.0
29115	2876.0	5156.0
29114	2.0	2.0
29113	62.0	22.0
100271087	11.0	2.0
100271089	0.0	0.0
100271085	1.0	0.0
100128836	2.0	4.0
728378	3.0	0.0
728377	257.0	290.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	1.0	0.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	1934.0	3159.0
81793	314.0	31.0
81794	1119.0	765.0
81796	17.0	30.0
81790	1321.0	1810.0
100271076	0.0	0.0
283267	790.0	616.0
91107	2618.0	9118.0
100128830	0.0	4.0
81792	1616.0	7653.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	0.0
728366	3.0	2.0
728361	4.0	7.0
100128822	259.0	211.0
728369	0.0	0.0
81786	144.0	293.0
54187	1916.0	3870.0
81788	173.0	680.0
81789	559.0	583.0
283257	0.0	0.0
100271065	0.0	0.0
645700	0.0	0.0
283254	252.0	442.0
126695	602.0	1295.0
148003	0.0	0.0
378108	3.0	3.0
151649	11.0	9.0
151648	17.0	341.0
151647	1.0	0.0
151645	11.0	24.0
200909	0.0	0.0
200916	1086.0	2350.0
148014	5.0	20.0
151658	1.0	1.0
151651	18.0	11.0
56704	164.0	251.0
148022	1198.0	2549.0
126669	2682.0	225.0
126668	171.0	13.0
100126297	0.0	0.0
100126299	0.0	0.0
100126296	2.0	0.0
200931	286.0	246.0
200933	977.0	2653.0
126661	214.0	131.0
56729	6.0	1.0
283298	1389.0	892.0
283297	0.0	0.0
136051	661.0	843.0
138639	500.0	698.0
692076	3.0	8.0
391121	0.0	0.0
391120	0.0	0.0
391123	6.0	36.0
200942	2806.0	2409.0
440577	6.0	15.0
440574	1494.0	2927.0
56731	3147.0	3485.0
100126270	2.0	1.0
692084	0.0	0.0
692085	0.0	0.0
692086	13.0	19.0
138649	32.0	54.0
200959	0.0	0.0
200958	518.0	610.0
391135	4.0	4.0
440567	63.0	86.0
391139	5.0	7.0
440563	0.0	0.0
440561	0.0	0.0
151613	1533.0	1685.0
692072	0.0	0.0
692075	6.0	7.0
692057	0.0	0.0
692058	0.0	1.0
124056	1.0	1.0
81706	262.0	26.0
391104	0.0	2.0
391107	0.0	0.0
391106	0.0	0.0
81704	3273.0	4187.0
391109	0.0	0.0
440595	153.0	114.0
56751	0.0	0.0
692063	0.0	0.0
8402	2909.0	3604.0
391110	0.0	0.0
8403	0.0	0.0
391112	0.0	0.0
124045	301.0	554.0
391114	0.0	0.0
124044	430.0	1866.0
391115	0.0	0.0
440585	20.0	11.0
391117	0.0	0.0
440584	12.0	38.0
391119	0.0	0.0
54101	1780.0	1065.0
151636	4603.0	10462.0
440590	92.0	729.0
54103	930.0	2181.0
54102	1193.0	190.0
54108	1302.0	1431.0
54107	3191.0	4873.0
54106	4.0	2.0
692053	1.0	0.0
391040	0.0	3.0
645683	10.0	16.0
8410	0.0	0.0
645682	1.0	1.0
645688	6.0	9.0
391044	0.0	1.0
645687	1.0	3.0
8411	3985.0	2961.0
645686	0.0	0.0
8412	2266.0	1467.0
391045	10.0	0.0
440533	0.0	0.0
8406	9228.0	1178.0
8407	29771.0	138368.0
8404	41522.0	14480.0
8405	3406.0	1976.0
8408	3642.0	6880.0
8409	2151.0	3050.0
391051	1.0	3.0
8420	688.0	3057.0
645694	6.0	2.0
391053	0.0	0.0
645693	21.0	10.0
643031	1.0	2.0
8424	3300.0	3.0
8425	15076.0	2382.0
643037	0.0	0.0
163589	109.0	742.0
643034	0.0	0.0
440525	63.0	111.0
391059	291.0	455.0
645691	11.0	14.0
163590	3521.0	7105.0
8417	5948.0	5685.0
8418	650.0	343.0
8416	588.0	5674.0
8419	4.0	7.0
8431	0.0	0.0
8435	35.0	12.0
8436	5761.0	78.0
8433	1.0	3.0
8434	2567.0	1494.0
391026	0.0	0.0
440556	140.0	4.0
440560	0.0	0.0
8428	3946.0	6118.0
8427	1867.0	2315.0
103157000	0.0	1.0
8443	3091.0	7130.0
8440	3518.0	2443.0
8446	1033.0	1829.0
8447	3337.0	781.0
8444	581.0	2644.0
8445	1622.0	2132.0
391037	8.0	2.0
391039	2.0	2.0
643050	0.0	0.0
285905	29.0	15.0
285908	345.0	158.0
8439	2674.0	2530.0
8437	269.0	88.0
8438	42.0	260.0
8453	2305.0	4856.0
8454	4229.0	3888.0
8451	5163.0	7934.0
8452	4205.0	5635.0
8458	1323.0	2082.0
8455	7081.0	8467.0
8456	28.0	91.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	4952.0	7281.0
106481583	0.0	0.0
106481584	1.0	0.0
106481581	0.0	0.0
106481582	1.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	97.0	73.0
8449	2766.0	2080.0
106481580	0.0	0.0
8464	426.0	569.0
8462	3525.0	3019.0
8463	3513.0	457.0
8468	0.0	2.0
391099	0.0	0.0
8467	6108.0	11856.0
342184	1338.0	1147.0
246312	1.0	0.0
106481589	0.0	0.0
8460	900.0	921.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	3.0
106481598	0.0	0.0
151579	27.0	43.0
106481599	0.0	0.0
106481596	0.0	0.0
106481597	0.0	0.0
8459	4154.0	2936.0
106481590	0.0	0.0
106481591	0.0	0.0
8476	6370.0	13102.0
8473	9551.0	7805.0
440519	59.0	263.0
440518	0.0	0.0
8479	1188.0	1482.0
440515	1276.0	1963.0
8477	583.0	651.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	0.0	2.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	14.0	0.0
8470	5947.0	294.0
106481561	1.0	0.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	1.0	2.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	2.0	1.0
8487	407.0	612.0
8484	0.0	20.0
391075	0.0	2.0
440508	39.0	0.0
391077	0.0	1.0
391076	0.0	0.0
8488	3.0	5.0
440503	1042.0	21.0
8489	0.0	7.0
106481569	1.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	318.0	578.0
8483	4072.0	17675.0
8480	1550.0	2307.0
8481	2014.0	3230.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	0.0
106481577	0.0	1.0
106481574	0.0	0.0
106481575	0.0	0.0
391081	22.0	15.0
8497	67.0	182.0
728431	221.0	217.0
8498	3533.0	4773.0
728430	9.0	3.0
100128934	0.0	0.0
8495	2091.0	1535.0
8496	5079.0	5235.0
91012	1974.0	2786.0
100128936	34.0	37.0
728432	0.0	1.0
100128930	0.0	0.0
8499	65.0	95.0
106481536	0.0	0.0
8490	8680.0	3252.0
106481537	0.0	0.0
285954	1.0	20.0
285955	12.0	16.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	1222.0	7411.0
54075	0.0	0.0
101669766	6.0	8.0
728434	0.0	0.0
91010	2947.0	3513.0
285958	692.0	1004.0
101669767	0.0	0.0
8491	2400.0	2866.0
106481538	0.0	0.0
8492	449.0	29.0
54072	2.0	0.0
106481539	0.0	0.0
101669762	68.0	1.0
106481540	0.0	0.0
101669763	1.0	0.0
101669764	1.0	0.0
106481543	0.0	0.0
81694	1.0	0.0
100271059	0.0	0.0
81695	0.0	0.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	0.0
106481542	0.0	0.0
81693	7.0	26.0
100271056	0.0	0.0
100271050	2.0	1.0
100271053	0.0	0.0
93664	3656.0	4102.0
100128923	1.0	0.0
93663	2370.0	2289.0
285961	8.0	6.0
93668	0.0	0.0
285962	200.0	178.0
106481547	0.0	0.0
54082	21.0	20.0
106481548	0.0	0.0
285965	18.0	19.0
285966	509.0	279.0
106481545	1.0	3.0
106481546	0.0	0.0
93661	12.0	0.0
100128927	1043.0	2016.0
54084	17.0	10.0
106481549	0.0	0.0
106481550	1.0	0.0
81688	11112.0	14285.0
106481551	0.0	1.0
54089	2.0	1.0
81689	2489.0	2376.0
54088	0.0	0.0
106481554	0.0	1.0
100271047	0.0	0.0
106481555	0.0	0.0
106481552	0.0	0.0
106456574	2.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	3143.0	5822.0
342132	348.0	82.0
285971	715.0	842.0
285972	22.0	4.0
285973	55.0	129.0
100128911	0.0	0.0
728450	0.0	0.0
54093	895.0	1049.0
106481514	0.0	0.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	1.0	2.0
106481513	10.0	7.0
54097	42.0	29.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	115.0	846.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	4.0	12.0
54098	0.0	0.0
246330	1099.0	1373.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	51.0	24.0
100271033	21.0	16.0
645619	2.0	2.0
100271031	1.0	10.0
344787	175.0	159.0
100128902	0.0	0.0
728441	6.0	2.0
100128903	0.0	0.0
222389	1004.0	770.0
106481525	2.0	3.0
106481526	1.0	3.0
285987	8.0	8.0
106481523	0.0	0.0
285989	499.0	388.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	30.0	10.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	1.0	4.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	1.0
91057	612.0	1097.0
91056	1711.0	2384.0
645641	20.0	4.0
91050	1734.0	1244.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	7.0	1783.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	11.0	5.0
106481503	0.0	0.0
106481504	0.0	2.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	0.0	1.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	1.0	2.0
283316	882.0	829.0
106481510	0.0	0.0
106481511	0.0	0.0
100271003	4.0	4.0
283314	276.0	164.0
100271006	0.0	0.0
283310	23.0	6.0
344758	1.0	0.0
100271001	0.0	0.0
344752	7.0	0.0
728411	317.0	431.0
728410	0.0	0.0
643003	1.0	4.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	159.0	3.0
728409	0.0	0.0
283303	0.0	0.0
344741	0.0	0.0
728400	0.0	0.0
645676	43.0	105.0
285941	2.0	0.0
728405	0.0	0.0
285943	296.0	58.0
728407	120.0	119.0
728402	0.0	1.0
728403	0.0	0.0
643008	40.0	295.0
645668	0.0	2.0
100506658	589.0	2419.0
100506655	9.0	6.0
81849	521.0	402.0
56890	689.0	1058.0
56891	0.0	0.0
100506650	0.0	0.0
81846	5168.0	1985.0
81847	2415.0	1907.0
81848	1711.0	1327.0
56896	2.0	2.0
56897	2438.0	2379.0
81853	2106.0	5744.0
56898	2119.0	1255.0
81855	3817.0	4223.0
56899	246.0	248.0
56892	951.0	490.0
56893	2622.0	7474.0
121275	2.0	4.0
121278	1.0	1.0
56894	6403.0	9116.0
81850	0.0	0.0
145249	4.0	2.0
56895	915.0	490.0
81851	0.0	0.0
649137	0.0	0.0
81839	1762.0	4086.0
121274	1655.0	1805.0
121273	34.0	2.0
145264	0.0	39.0
121270	0.0	1.0
145258	161.0	602.0
121268	45.0	146.0
81844	9700.0	6247.0
145259	8.0	5.0
133283	239.0	217.0
375593	16.0	6.0
100506649	132.0	169.0
100506673	0.0	0.0
121260	1799.0	2291.0
145270	798.0	411.0
100506671	0.0	3.0
81875	2290.0	6827.0
81876	10566.0	12703.0
81870	0.0	0.0
81871	0.0	0.0
121256	0.0	3.0
81872	0.0	0.0
81873	1564.0	1472.0
387597	13.0	199.0
100506668	650.0	815.0
160897	1327.0	428.0
649159	0.0	1.0
145282	427.0	895.0
387590	2571.0	186.0
81856	575.0	739.0
81857	2311.0	2138.0
100506660	20.0	39.0
81858	2538.0	2840.0
135886	1.0	172.0
147872	8.0	1.0
81889	1341.0	3795.0
145200	12.0	18.0
81892	1032.0	1979.0
81893	6.0	31.0
81894	1953.0	2174.0
81890	1655.0	2672.0
135892	8.0	3.0
649179	0.0	0.0
100506600	27.0	34.0
613126	11.0	15.0
81887	2660.0	3227.0
81888	605.0	1056.0
145216	0.0	11.0
338591	0.0	0.0
649186	1.0	0.0
338596	404.0	11.0
338599	0.0	0.0
169200	2514.0	10048.0
145226	10.0	22.0
100506637	85.0	75.0
160857	184.0	142.0
160851	1391.0	367.0
91227	1.0	0.0
157206	3.0	4.0
100506622	40.0	6.0
100856809	0.0	0.0
338588	2.0	2.0
145241	3.0	1.0
91219	2.0	6.0
650172	0.0	0.0
102724678	1.0	2.0
338579	5.0	2.0
326591	555.0	697.0
255738	29.0	35.0
338567	0.0	0.0
102724668	8.0	10.0
255743	2165.0	45911.0
56829	4271.0	4294.0
326586	0.0	0.0
102724655	0.0	0.0
554250	7.0	0.0
554251	363.0	133.0
338557	474.0	310.0
56832	0.0	0.0
56833	293.0	952.0
56834	1323.0	2303.0
554235	21.0	18.0
554236	3.0	26.0
56849	251.0	38.0
255725	0.0	0.0
56848	754.0	1571.0
56852	888.0	1261.0
56853	22.0	30.0
102724631	0.0	0.0
56850	2550.0	3161.0
56851	2547.0	2728.0
100820829	2232.0	62.0
101243555	10.0	0.0
196872	92.0	197.0
8501	568.0	1261.0
8502	8359.0	4651.0
8500	5257.0	10301.0
253128	17.0	16.0
664701	234.0	80.0
255783	474.0	525.0
54207	10.0	3.0
54206	5129.0	3191.0
54205	3616.0	9329.0
664709	13.0	39.0
54209	436.0	2450.0
196883	2970.0	189.0
8512	36.0	21.0
8513	3.0	1.0
8510	9.0	13.0
8511	35.0	7.0
54210	113.0	670.0
81831	357.0	392.0
81832	17.0	107.0
81833	0.0	0.0
54212	3.0	1.0
170261	7.0	13.0
8505	1201.0	1610.0
8506	749.0	400.0
8503	5621.0	5361.0
8504	882.0	1997.0
8509	166.0	163.0
8507	3099.0	22561.0
255758	131.0	446.0
8508	2128.0	2526.0
8520	2301.0	3309.0
8521	11.0	6.0
169270	296.0	532.0
8522	8003.0	3824.0
102724605	0.0	0.0
554282	2.0	5.0
56886	5965.0	9222.0
54221	102.0	72.0
56888	3473.0	6820.0
554279	13.0	2.0
664722	0.0	4.0
56882	5926.0	20236.0
664721	2.0	13.0
255762	1.0	5.0
56884	1.0	6.0
8516	638.0	177.0
8517	384.0	353.0
8514	952.0	2345.0
8515	291.0	96.0
56889	15662.0	18230.0
8518	2926.0	3525.0
8519	5891.0	4339.0
8530	200.0	296.0
326624	171.0	504.0
8531	13361.0	8805.0
326625	1426.0	1250.0
8534	243.0	309.0
326628	0.0	0.0
8535	1035.0	10063.0
326627	1.0	1.0
8532	57.0	79.0
8533	2437.0	2459.0
8527	2237.0	2282.0
8528	190.0	164.0
8525	4338.0	5068.0
8526	476.0	1040.0
8529	0.0	5.0
8541	384.0	514.0
326613	0.0	0.0
8542	5514.0	4697.0
326615	0.0	0.0
8540	3843.0	3463.0
326614	0.0	0.0
8545	5455.0	4118.0
326617	0.0	0.0
8546	4194.0	6313.0
326616	1.0	1.0
8543	4131.0	1715.0
8544	1190.0	1277.0
253175	0.0	0.0
554300	0.0	1.0
8538	1657.0	791.0
8539	5929.0	4755.0
8536	746.0	292.0
8537	190.0	1327.0
8552	69.0	75.0
8553	9149.0	42026.0
8550	1756.0	1928.0
326603	4.0	1.0
8551	0.0	0.0
8556	503.0	184.0
326606	0.0	0.0
8557	81.0	28.0
8554	2728.0	2320.0
8555	2450.0	835.0
326607	0.0	0.0
326609	5.0	4.0
255798	0.0	0.0
8549	168.0	158.0
8547	176.0	101.0
8548	1496.0	2844.0
101409261	5.0	5.0
326611	0.0	0.0
8563	1733.0	1634.0
8564	103.0	139.0
8562	3488.0	5113.0
8567	4013.0	4911.0
8568	1385.0	3369.0
8565	3912.0	11279.0
8566	12358.0	14126.0
253152	68.0	82.0
8560	5890.0	33564.0
100132031	0.0	0.0
100132036	0.0	1.0
253143	2881.0	2397.0
8558	2212.0	1851.0
8559	513.0	714.0
8574	2529.0	3517.0
8575	2384.0	2863.0
8572	2585.0	591.0
8573	3075.0	6800.0
8578	1579.0	380.0
8576	1476.0	2132.0
8577	4.0	10.0
554354	0.0	0.0
8570	8914.0	15877.0
123811	1874.0	3591.0
8569	2419.0	1745.0
8585	0.0	2.0
8586	0.0	0.0
101928770	0.0	5.0
8583	0.0	0.0
101928773	0.0	3.0
8587	3.0	0.0
8588	0.0	0.0
