id	22562d81-b588-454e-bf1a-c67bd24f0d54	02759563-fa2b-4d96-ab78-dd7fee7513d4
414767	0.0	0.0
654434	233.0	131.0
400123	1.0	0.0
400121	0.0	0.0
57221	6017.0	1631.0
84838	1647.0	906.0
400120	3.0	0.0
84837	238.0	113.0
84839	8.0	1.0
57226	1595.0	1731.0
84844	1891.0	931.0
84847	1.0	1.0
57228	624.0	935.0
57222	17346.0	2047.0
402779	0.0	0.0
402778	702.0	3123.0
57223	4823.0	6241.0
57224	1344.0	689.0
84842	30.0	134.0
414776	0.0	0.0
642446	0.0	0.0
414771	0.0	0.0
642448	0.0	1.0
642461	0.0	0.0
642460	4.0	0.0
414777	1089.0	1126.0
414778	5.0	18.0
57231	3056.0	3197.0
400110	0.0	3.0
57232	211.0	270.0
654427	0.0	4.0
84826	0.0	0.0
654429	6.0	3429.0
84833	3281.0	6757.0
84836	5726.0	1507.0
84830	170.0	5289.0
57234	485.0	265.0
84832	0.0	0.0
654433	110.0	28.0
9001	594.0	61.0
9002	184.0	165.0
642475	150.0	616.0
84859	1618.0	812.0
84867	5.0	2.0
84866	4099.0	867.0
84869	1742.0	412.0
84868	359.0	247.0
654463	10.0	2.0
84865	213.0	418.0
84864	1217.0	1609.0
84861	1562.0	759.0
9014	409.0	950.0
9015	173.0	183.0
9013	1375.0	869.0
9019	14376.0	11414.0
9016	534.0	513.0
341392	21.0	2.0
84848	66.0	195.0
84856	162.0	138.0
84858	1075.0	1282.0
84852	169.0	73.0
102725176	0.0	0.0
84851	482.0	126.0
642477	2.0	2.0
84850	0.0	2.0
105376946	0.0	0.0
9025	706.0	994.0
9026	2921.0	1165.0
9023	246.0	69.0
113612	491.0	103.0
9024	75.0	95.0
642493	4.0	0.0
9027	7.0	5.0
9028	47.0	78.0
400165	0.0	3.0
9021	3154.0	574.0
9022	148.0	328.0
9020	666.0	308.0
84889	254.0	0.0
84888	1763.0	1864.0
654483	19.0	29.0
84885	1470.0	1414.0
654486	0.0	0.0
84886	3603.0	4530.0
84881	1679.0	636.0
642489	22.0	11.0
84883	2199.0	905.0
654480	6.0	2.0
9037	4170.0	406.0
9034	98.0	55.0
9038	0.0	0.0
9039	2412.0	1459.0
400156	6.0	1.0
9032	0.0	2.0
9033	9.0	103.0
9031	4735.0	5411.0
84878	1075.0	534.0
84879	777.0	61.0
84874	635.0	365.0
84873	5.0	0.0
84876	1846.0	888.0
84875	2299.0	787.0
84870	370.0	18.0
84872	604.0	301.0
84871	45.0	44.0
9047	46.0	269.0
9048	70.0	42.0
9045	56662.0	33148.0
9046	110.0	261.0
9049	3424.0	1709.0
106480985	2.0	6.0
9040	3316.0	2763.0
106480984	0.0	0.0
106480987	0.0	0.0
106480986	3.0	0.0
9043	2694.0	2174.0
400141	0.0	0.0
106480989	0.0	0.0
9044	1578.0	1243.0
106480988	0.0	0.0
57282	4.0	6.0
106480990	0.0	0.0
106480992	0.0	0.0
106480991	0.0	0.0
106480994	0.0	0.0
106480993	0.0	4.0
414753	0.0	0.0
414754	0.0	2.0
414751	0.0	0.0
414752	0.0	0.0
341359	0.0	0.0
341356	0.0	0.0
9058	376.0	0.0
9056	450.0	300.0
9057	202.0	530.0
341350	8.0	1.0
9050	620.0	265.0
106480996	0.0	0.0
9051	48.0	65.0
106480995	1.0	0.0
106480998	0.0	0.0
106480997	0.0	0.0
57291	4013.0	1256.0
9054	1105.0	1618.0
9055	375.0	1534.0
106480999	0.0	0.0
9052	4085.0	301.0
9053	2838.0	2694.0
84899	1086.0	1841.0
282569	0.0	0.0
400129	13.0	0.0
84896	2800.0	1625.0
84895	1028.0	1796.0
400128	366.0	180.0
84898	5022.0	3423.0
84897	984.0	290.0
400126	50.0	92.0
654499	0.0	0.0
84892	1221.0	891.0
414764	27.0	3.0
84891	3.0	2.0
414765	28.0	26.0
84894	156.0	977.0
84893	3283.0	2659.0
414760	9.0	2.0
414761	24.0	10.0
84890	1307.0	1437.0
341346	0.0	21.0
9069	2505.0	1224.0
414926	1.0	3.0
9068	210.0	11.0
106479979	0.0	0.0
729004	7.0	2.0
106479978	0.0	0.0
106479977	0.0	0.0
106479976	0.0	0.0
106479975	4.0	7.0
9061	6458.0	2816.0
106480963	0.0	0.0
106479974	0.0	0.0
106479973	0.0	0.0
106480962	0.0	0.0
106480965	0.0	0.0
106479972	0.0	0.0
9060	671.0	532.0
106480964	4.0	0.0
106479971	0.0	0.0
106479970	0.0	0.0
106480967	0.0	0.0
9066	7684.0	3007.0
106480966	0.0	0.0
9063	920.0	1408.0
729009	42.0	45.0
106480969	0.0	0.0
9064	2580.0	634.0
106480968	0.0	0.0
106480970	0.0	1.0
106480972	0.0	0.0
106480971	0.0	0.0
113540	27.0	12.0
106479969	0.0	1.0
9079	1143.0	145.0
106479968	0.0	0.0
106479967	0.0	0.0
106479966	0.0	0.0
106479965	0.0	0.0
106479964	0.0	0.0
106479963	0.0	0.0
106480974	1.0	4.0
9073	1383.0	111.0
106479962	0.0	0.0
106480973	0.0	0.0
9070	3133.0	1623.0
106479961	0.0	0.0
106480976	0.0	1.0
9071	44.0	3.0
106479960	0.0	0.0
106480975	0.0	0.0
9076	1674.0	2130.0
390402	0.0	0.0
106480978	0.0	0.0
9077	542.0	373.0
390403	1.0	0.0
106480977	0.0	0.0
9074	0.0	7.0
9075	114.0	1.0
106480979	0.0	0.0
100996387	0.0	0.0
390407	2.0	0.0
106480981	0.0	0.0
106480980	0.0	0.0
106480983	0.0	0.0
106480982	0.0	0.0
729025	0.0	0.0
106480949	0.0	0.0
106480948	0.0	0.0
730013	6.0	15.0
137529	1.0	0.0
730010	3.0	1.0
106479999	0.0	0.0
729020	0.0	2.0
113510	529.0	231.0
106479998	0.0	0.0
729023	5.0	1.0
106479997	0.0	0.0
9083	0.0	0.0
106479996	0.0	0.0
106480941	0.0	0.0
9084	0.0	0.0
389421	0.0	7.0
106479995	0.0	0.0
106480940	0.0	0.0
9081	0.0	0.0
106479994	0.0	0.0
106480943	0.0	0.0
106479993	0.0	0.0
9082	0.0	0.0
106480942	0.0	0.0
9087	0.0	0.0
106479992	0.0	0.0
106480945	0.0	0.0
9088	97.0	496.0
106479991	0.0	1.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	4.0	0.0
106480946	0.0	0.0
57402	13328.0	25547.0
57403	2409.0	2910.0
57404	1234.0	718.0
57405	39.0	399.0
389416	6.0	2.0
149501	59.0	42.0
9080	17.0	215.0
106480950	0.0	0.0
57406	372.0	126.0
57407	2744.0	1946.0
57408	0.0	0.0
730005	11.0	4184.0
57409	1387.0	490.0
106480959	0.0	0.0
729013	417.0	390.0
106479989	0.0	0.0
106479988	0.0	0.0
106479987	0.0	0.0
729012	0.0	1.0
106479986	0.0	0.0
9094	1390.0	450.0
106479985	0.0	0.0
106480952	0.0	0.0
9095	179.0	304.0
106479984	2.0	9.0
106480951	3.0	3.0
9092	4427.0	3338.0
106479983	0.0	0.0
106480954	0.0	0.0
9093	3102.0	2474.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	109.0	4.0
106479981	0.0	0.0
106480956	0.0	0.0
9099	248.0	519.0
106479980	0.0	0.0
106480955	0.0	0.0
9096	321.0	34.0
106480958	0.0	0.0
9097	2782.0	7408.0
106480957	0.0	0.0
57413	146.0	148.0
57414	5509.0	4807.0
57415	1531.0	1378.0
389404	10.0	4.0
9091	2914.0	1321.0
57410	4436.0	2899.0
389400	0.0	1.0
106480961	1.0	0.0
57412	19.0	38.0
106480960	0.0	0.0
57418	1401.0	894.0
57419	1450.0	973.0
106480927	0.0	0.0
106479938	0.0	0.0
106479937	0.0	0.0
106480926	0.0	2.0
106479936	0.0	0.0
106480929	0.0	0.0
106479935	0.0	0.0
106480928	0.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	0.0	1.0
106479931	0.0	0.0
390431	0.0	0.0
106479930	0.0	0.0
390432	0.0	0.0
400322	389.0	206.0
390433	0.0	0.0
106480921	6.0	2.0
106480920	0.0	0.0
390434	0.0	0.0
106480923	0.0	0.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	0.0
390437	0.0	0.0
106480925	0.0	0.0
106480924	0.0	0.0
390438	0.0	0.0
390439	0.0	1.0
341418	0.0	0.0
341416	0.0	0.0
100996350	11.0	0.0
389434	43.0	4.0
642402	1.0	3.0
106479929	0.0	0.0
106479928	0.0	0.0
106479927	0.0	0.0
106480938	0.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	2.0	2.0
106479922	0.0	0.0
106479921	0.0	0.0
390440	0.0	0.0
106479920	0.0	0.0
390441	2.0	1.0
353497	125.0	6.0
390442	0.0	0.0
106480930	4.0	0.0
390443	0.0	0.0
389432	1639.0	62.0
106480932	0.0	0.0
390445	0.0	4.0
106480931	0.0	0.0
106480934	0.0	0.0
106480933	0.0	0.0
106480936	0.0	0.0
100996348	40.0	26.0
106480935	0.0	0.0
389428	6.0	3.0
341405	5.0	0.0
389422	23.0	12.0
642413	0.0	0.0
106479919	0.0	0.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	3.0	0.0
106480904	0.0	0.0
106480907	2.0	3.0
106479958	0.0	0.0
106479957	0.0	1.0
106480906	0.0	0.0
106480909	0.0	0.0
106479956	0.0	0.0
106479955	0.0	0.0
106480908	0.0	0.0
106479954	0.0	0.0
106479953	0.0	1.0
106479952	0.0	0.0
654412	0.0	0.0
106479951	0.0	0.0
390411	0.0	3.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	1.0	4.0
106480900	0.0	0.0
106480903	0.0	0.0
390415	1.0	0.0
106480902	0.0	0.0
57446	2596.0	2891.0
57447	14615.0	879.0
390418	0.0	0.0
100996331	0.0	0.0
57448	3505.0	4057.0
390419	0.0	0.0
57449	1252.0	514.0
389458	1.0	7.0
642425	0.0	0.0
642424	0.0	0.0
100125556	140.0	67.0
106479949	0.0	0.0
106480916	0.0	1.0
106479948	0.0	0.0
106480915	0.0	6.0
106480918	0.0	0.0
106479947	0.0	0.0
106480917	1.0	0.0
106479946	0.0	0.0
106479945	0.0	0.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	4.0	0.0
642443	5.0	1.0
106479942	0.0	0.0
106479941	0.0	0.0
106479940	0.0	0.0
390421	0.0	3.0
57451	390.0	8.0
106480910	0.0	2.0
57452	2574.0	90.0
390423	0.0	0.0
414919	1149.0	1373.0
390424	0.0	0.0
106480912	0.0	0.0
106480911	6.0	0.0
106480914	0.0	0.0
414918	672.0	446.0
106480913	0.0	0.0
57458	912.0	337.0
390429	0.0	0.0
57459	2474.0	4594.0
57453	28.0	2.0
57455	1233.0	1244.0
57456	1631.0	1026.0
106479939	0.0	2.0
390472	0.0	0.0
162540	1.0	0.0
150554	4.0	13.0
729082	4140.0	3002.0
729085	449.0	185.0
729079	1.0	1.0
390483	0.0	0.0
730061	6.0	0.0
150568	7.0	0.0
729073	31.0	4.0
497258	235.0	79.0
106479916	0.0	0.0
106479915	0.0	0.0
106479914	0.0	1.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	577.0	263.0
730092	73.0	33.0
730091	216.0	98.0
150577	0.0	0.0
150572	2767.0	1.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	4.0	0.0
102546227	4.0	0.0
106479902	7.0	0.0
730087	102.0	138.0
106479901	0.0	0.0
106479900	0.0	0.0
730086	0.0	1.0
729097	22.0	4.0
389493	130.0	143.0
221613	0.0	0.0
729096	8.0	10.0
729092	3.0	10.0
729046	29.0	18.0
729042	0.0	0.0
729041	39.0	7.0
730029	26.0	13.0
730023	15.0	1.0
729032	0.0	0.0
730016	0.0	0.0
730058	0.0	0.0
730052	4.0	3.0
730051	765.0	292.0
221662	81.0	15.0
150538	6.0	2.0
162515	161.0	35.0
162517	26.0	3.0
729059	2.0	11.0
162514	17.0	517.0
730041	2.0	2.0
149563	398.0	29.0
221656	1070.0	1415.0
729050	2.0	0.0
221687	10.0	197.0
221692	168.0	1754.0
162494	164.0	1.0
654391	2.0	0.0
198437	7.0	2.0
257629	2.0	0.0
267004	4.0	0.0
149499	3.0	1.0
162466	111.0	11.0
255022	1.0	2.0
162461	7.0	1.0
267010	0.0	0.0
267012	0.0	0.0
267013	0.0	0.0
150472	893.0	471.0
255031	191.0	36.0
255025	0.0	0.0
101101692	38.0	24.0
255027	913.0	114.0
267002	524.0	386.0
150483	0.0	2.0
282617	0.0	17.0
282618	5.0	1.0
282616	0.0	4.0
644990	42.0	4.0
9103	66.0	16.0
9100	3700.0	2647.0
9101	2430.0	1803.0
644994	0.0	0.0
9107	1201.0	1031.0
9104	268.0	115.0
400242	218.0	64.0
84959	225.0	355.0
255061	6.0	4.0
84958	1948.0	1844.0
654319	3.0	5.0
100996315	0.0	0.0
84966	327.0	10.0
57348	580.0	19.0
282679	89.0	307.0
84968	50.0	7.0
84967	1270.0	915.0
84962	1436.0	784.0
57343	1161.0	550.0
654320	0.0	0.0
255057	37.0	36.0
84961	1569.0	892.0
654321	2.0	1.0
400238	0.0	5.0
654322	5.0	1.0
84964	57.0	138.0
400236	65.0	297.0
644988	1.0	1.0
84960	59.0	56.0
642326	0.0	0.0
9113	1344.0	795.0
9114	6906.0	4362.0
9111	860.0	615.0
9112	2900.0	1941.0
9117	3188.0	1164.0
9118	7.0	400.0
414899	0.0	0.0
100996307	297.0	37.0
100996306	0.0	0.0
84948	518.0	904.0
9110	2356.0	3348.0
84947	484.0	619.0
84955	838.0	1191.0
84954	1013.0	1087.0
84957	119.0	330.0
100996301	9.0	143.0
84951	7716.0	669.0
84950	3108.0	2564.0
84953	108.0	51.0
400224	145.0	11.0
84952	3443.0	1747.0
644998	1.0	0.0
9108	70.0	190.0
642337	0.0	1.0
644997	0.0	3.0
9124	11634.0	671.0
9125	2498.0	2228.0
9122	1550.0	40.0
9123	451.0	415.0
9128	2057.0	1466.0
9129	2036.0	5981.0
9126	3583.0	5993.0
9127	7.0	3.0
94304	0.0	0.0
255043	53.0	57.0
9120	1207.0	75.0
9121	461.0	64.0
57369	0.0	0.0
84988	1324.0	1400.0
84987	2119.0	1182.0
84989	54.0	13.0
84984	243.0	93.0
84983	15.0	2.0
84986	2275.0	626.0
84985	776.0	314.0
642345	1.0	0.0
9119	26.0	0.0
84981	635.0	206.0
9135	5056.0	1634.0
9136	1094.0	947.0
9133	236.0	1892.0
9134	45.0	305.0
9139	1656.0	2604.0
267014	0.0	0.0
267015	0.0	1.0
9138	2902.0	2422.0
267017	0.0	0.0
9131	2780.0	3017.0
9132	50.0	391.0
84969	95.0	42.0
9130	2720.0	4235.0
400208	39.0	1.0
84976	790.0	70.0
400209	43.0	45.0
400206	0.0	0.0
84978	40.0	6.0
84973	2513.0	1757.0
84975	1580.0	1338.0
57379	0.0	1.0
642357	7.0	8.0
84971	647.0	522.0
84970	51.0	0.0
267020	1.0	0.0
9146	3198.0	2239.0
9147	1304.0	1132.0
9144	14447.0	3572.0
9145	1718.0	1260.0
9148	669.0	206.0
106479899	0.0	0.0
9149	2273.0	1622.0
106479898	0.0	0.0
106479897	0.0	0.0
106480886	0.0	0.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	2.0	0.0
106479895	0.0	0.0
106480887	0.0	0.0
106479894	0.0	0.0
106479893	0.0	0.0
9142	3.0	0.0
57380	1368.0	2005.0
9143	20.0	23.0
106479892	0.0	0.0
106480889	0.0	0.0
57381	1250.0	223.0
9140	1531.0	1083.0
106479891	2.0	0.0
9141	2241.0	3811.0
106479890	0.0	0.0
106480891	0.0	0.0
106480890	0.0	0.0
654364	83.0	8.0
106480893	0.0	0.0
106480892	0.0	0.0
106480895	0.0	0.0
106480894	0.0	0.0
9158	4099.0	2173.0
9156	31.0	466.0
106479889	0.0	0.0
9159	1898.0	512.0
106479888	0.0	0.0
106479887	0.0	0.0
654346	0.0	0.0
106479886	0.0	0.0
106480897	0.0	0.0
9150	1491.0	1284.0
106480896	0.0	0.0
106479885	0.0	0.0
57396	1010.0	556.0
106480899	0.0	0.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	12.0	1.0
106479882	0.0	0.0
9154	9.0	26.0
106479881	0.0	0.0
106479880	0.0	0.0
57393	67.0	62.0
9152	0.0	0.0
654350	0.0	0.0
84996	479.0	148.0
84991	3379.0	4277.0
84993	3220.0	1309.0
84992	0.0	0.0
9168	59259.0	85417.0
9169	4056.0	2545.0
9166	1488.0	608.0
642395	4.0	2.0
9167	7365.0	6517.0
642394	0.0	0.0
106480864	0.0	0.0
106480863	0.0	0.0
106480866	0.0	0.0
106480865	0.0	0.0
106480868	0.0	0.0
255082	143.0	152.0
106480867	8.0	0.0
9162	449.0	63.0
106480869	0.0	1.0
654383	1.0	0.0
106480871	0.0	0.0
106480870	0.0	0.0
106480873	0.0	0.0
282697	0.0	0.0
400258	472.0	2.0
106480872	0.0	0.0
642389	0.0	0.0
654381	0.0	1.0
9179	1001.0	2298.0
9177	0.0	1.0
106480875	0.0	0.0
9172	314.0	33.0
106480874	0.0	0.0
106480877	0.0	0.0
9170	1157.0	1035.0
106480876	0.0	0.0
9175	1812.0	1010.0
106480879	0.0	0.0
106480878	0.0	0.0
9173	13.0	12.0
106480880	0.0	4.0
106480882	0.0	0.0
106480881	0.0	0.0
654376	0.0	0.0
106480884	0.0	0.0
106480883	0.0	2.0
654370	0.0	0.0
137868	3.0	0.0
730112	184.0	5.0
106480849	0.0	0.0
729123	3.0	0.0
9188	3816.0	4260.0
106479859	0.0	0.0
106479858	0.0	0.0
9189	3693.0	2546.0
106479857	0.0	0.0
106479856	0.0	0.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	0.0
9182	216.0	48.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	1058.0	1500.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	1601.0	357.0
106480844	0.0	0.0
106479851	0.0	0.0
9181	4892.0	3255.0
106479850	3.0	0.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	956.0	347.0
106480845	0.0	0.0
9184	4868.0	4423.0
106480848	0.0	0.0
9185	1200.0	665.0
106480847	0.0	0.0
57501	42.0	53.0
57502	354.0	21.0
57504	2736.0	6396.0
125875	28.0	5.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	4970.0	1708.0
730109	0.0	0.0
137872	491.0	40.0
102546175	1.0	0.0
57505	1087.0	2033.0
644903	10.0	3.0
57506	6244.0	8204.0
57507	965.0	171.0
57508	510.0	298.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	0.0	0.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	0.0	0.0
9194	444.0	126.0
106479841	0.0	0.0
106480852	0.0	0.0
9191	1777.0	4884.0
106479840	0.0	0.0
106480855	0.0	0.0
106480854	0.0	0.0
9197	1523.0	1239.0
106480857	0.0	0.0
106480856	0.0	0.0
106480859	0.0	0.0
729119	0.0	0.0
9196	34.0	8.0
106480858	0.0	0.0
57512	12.0	41.0
57513	2843.0	1876.0
57514	1866.0	1543.0
123207	899.0	517.0
57515	16350.0	5582.0
106480860	0.0	0.0
57510	2453.0	3753.0
106480862	0.0	0.0
57511	1347.0	650.0
106480861	0.0	0.0
644911	0.0	3.0
644914	7.0	7.0
57519	536.0	180.0
729146	4.0	0.0
106480828	0.0	0.0
113878	1578.0	2536.0
135228	721.0	167.0
106480827	0.0	0.0
729148	60.0	60.0
106480829	0.0	0.0
137886	1789.0	1161.0
106479879	0.0	0.0
730130	2.0	0.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	0.0	4.0
106480820	0.0	0.0
106479875	0.0	0.0
106479874	0.0	0.0
106479873	0.0	0.0
106480822	0.0	0.0
106479872	0.0	0.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	0.0	0.0
106479870	0.0	0.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	1587.0	741.0
57524	48.0	254.0
57526	320.0	63.0
644928	10.0	2.0
57520	352.0	234.0
57521	2383.0	935.0
57522	1176.0	1036.0
57528	17.0	1.0
57529	23.0	20.0
106480839	0.0	0.0
106480838	0.0	0.0
106479869	0.0	0.0
729131	13.0	3.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	0.0	2.0
106479864	0.0	0.0
106480831	0.0	0.0
106479863	0.0	0.0
106480830	0.0	0.0
106480833	0.0	0.0
106479862	0.0	0.0
106479861	0.0	0.0
106480832	0.0	0.0
353116	651.0	220.0
106479860	0.0	0.0
106480835	0.0	0.0
106480834	0.0	0.0
106480837	0.0	4.0
106480836	0.0	0.0
57534	1964.0	2123.0
57535	41703.0	639.0
343727	0.0	0.0
57536	353.0	286.0
57537	638.0	758.0
150864	691.0	551.0
57530	2441.0	3391.0
57531	340.0	598.0
57532	3330.0	3826.0
106480840	0.0	0.0
57533	1444.0	684.0
57538	405.0	309.0
57539	1227.0	798.0
106479817	0.0	0.0
106480806	2.0	0.0
106479816	0.0	0.0
106480805	0.0	0.0
106479815	0.0	0.0
106480808	0.0	0.0
106480807	0.0	0.0
106479814	0.0	0.0
106479813	0.0	0.0
106480809	0.0	0.0
106479812	0.0	1.0
106479811	0.0	0.0
106479810	0.0	1.0
123263	511.0	307.0
106480800	0.0	0.0
123264	17.0	2.0
57540	40.0	38.0
106480802	0.0	0.0
106480801	0.0	0.0
106480804	0.0	0.0
106480803	0.0	0.0
57545	842.0	217.0
57546	699.0	634.0
57547	249.0	166.0
57541	1022.0	1953.0
57542	1926.0	1070.0
353132	0.0	32.0
57544	567.0	394.0
353131	0.0	146.0
644943	280.0	21.0
57549	1883.0	4450.0
106479809	0.0	0.0
106479808	0.0	0.0
644945	1.0	5.0
100101490	25.0	98.0
106479807	0.0	0.0
137835	501.0	30.0
106479806	0.0	0.0
106480817	0.0	0.0
106480816	0.0	0.0
106479805	0.0	0.0
106480819	0.0	0.0
106479804	0.0	0.0
106479803	0.0	0.0
106480818	0.0	0.0
644961	19.0	5.0
106479802	4.0	4.0
106479801	0.0	0.0
644962	158.0	11.0
106479800	0.0	0.0
353134	0.0	2.0
353133	3.0	111.0
106480811	0.0	0.0
57551	2748.0	2085.0
353135	0.0	1.0
106480810	0.0	0.0
106480813	0.0	0.0
106480812	0.0	0.0
353137	0.0	136.0
106480815	0.0	0.0
353139	0.0	23.0
106480814	0.0	0.0
57556	1058.0	366.0
57558	351.0	400.0
57559	177.0	233.0
57552	1201.0	617.0
353141	0.0	7.0
353140	0.0	22.0
57553	1153.0	614.0
57554	36.0	55.0
353143	0.0	0.0
57555	1971.0	541.0
353142	0.0	0.0
343702	9.0	18.0
729102	0.0	2.0
106479839	0.0	0.0
106479838	0.0	0.0
729101	0.0	4.0
106479837	0.0	0.0
106479836	0.0	3.0
106479835	6.0	0.0
644972	155.0	67.0
106479834	0.0	0.0
106479833	0.0	0.0
642311	0.0	0.0
106479832	0.0	0.0
353145	2.0	11.0
106479831	0.0	0.0
389101	4.0	5.0
102465906	0.0	0.0
57560	329.0	210.0
106479830	0.0	0.0
353144	0.0	0.0
57561	4367.0	2456.0
57562	681.0	90.0
149830	0.0	0.0
57567	698.0	473.0
57568	1674.0	1038.0
57569	343.0	219.0
57563	865.0	588.0
57565	26.0	6.0
106479829	0.0	0.0
106479828	0.0	1.0
106479827	0.0	0.0
106479826	0.0	0.0
106479825	3.0	0.0
106479824	0.0	1.0
106479823	0.0	0.0
106479822	0.0	0.0
106479821	0.0	0.0
57570	1304.0	801.0
125893	350.0	614.0
106479820	0.0	4.0
57571	87.0	1226.0
57572	2108.0	425.0
149840	206.0	70.0
57573	383.0	234.0
102465910	0.0	0.0
57578	38.0	33.0
57579	277.0	542.0
149837	216.0	26.0
123228	269.0	59.0
57574	13.0	9.0
353163	1.0	5.0
57575	26.0	7.0
102465909	0.0	0.0
57576	51.0	42.0
102465908	0.0	0.0
57577	567.0	125.0
353164	0.0	3.0
102465907	0.0	0.0
644974	33.0	3.0
642317	0.0	0.0
106479819	0.0	0.0
106479818	0.0	0.0
730198	0.0	0.0
730196	0.0	0.0
390110	0.0	0.0
389123	0.0	0.0
389124	0.0	0.0
730190	0.0	0.0
390116	0.0	0.0
389120	0.0	4.0
390117	0.0	0.0
147276	2.0	1.0
389118	3.0	16.0
389119	210.0	182.0
353174	20.0	3.0
389114	531.0	653.0
135293	868.0	670.0
135295	33.0	288.0
729196	9.0	7.0
729198	0.0	3.0
730180	0.0	0.0
353189	25.0	510.0
392752	11.0	14.0
389144	0.0	25.0
389141	4.0	1.0
123283	793.0	258.0
102465944	0.0	0.0
353194	6.0	10.0
353196	6.0	3.0
389136	258.0	90.0
389137	4.0	2.0
390102	0.0	0.0
100526416	0.0	0.0
389125	1.0	18.0
389160	529.0	6.0
390151	0.0	0.0
390152	0.0	0.0
729163	0.0	1.0
730152	0.0	0.0
390154	0.0	0.0
390155	0.0	0.0
390157	0.0	0.0
389168	13.0	9.0
390158	15.0	17.0
389161	0.0	2.0
147226	4.0	0.0
389158	0.0	1.0
147228	4.0	6.0
135250	24.0	87.0
102465975	1.0	0.0
729156	4.0	7.0
102465974	0.0	0.0
730144	1.0	3.0
390162	0.0	0.0
390166	0.0	0.0
389156	8.0	6.0
390167	0.0	0.0
390168	0.0	0.0
389152	0.0	0.0
102465978	0.0	0.0
102465977	0.0	0.0
389151	0.0	0.0
102465976	0.0	0.0
729150	3.0	1.0
730138	25.0	34.0
102465985	0.0	0.0
730174	5.0	4.0
390131	0.0	0.0
390133	0.0	0.0
390134	0.0	0.0
221301	0.0	0.0
390136	0.0	0.0
390137	0.0	0.0
221303	73.0	38.0
390138	0.0	0.0
221302	430.0	440.0
390139	0.0	0.0
729182	0.0	2.0
135270	0.0	0.0
389170	59.0	20.0
729178	44.0	6.0
102465995	0.0	0.0
102465993	0.0	0.0
390142	0.0	0.0
729177	4.0	2.0
390144	0.0	0.0
729176	0.0	1.0
389179	29.0	10.0
389177	0.0	2.0
390148	0.0	0.0
729171	0.0	0.0
390072	1.0	0.0
390073	0.0	0.0
390075	0.0	0.0
390077	3.0	0.0
390078	0.0	0.0
390079	0.0	1.0
221322	239.0	225.0
642290	2.0	2.0
389084	47.0	43.0
390081	0.0	0.0
390082	0.0	0.0
389072	88.0	55.0
390083	0.0	0.0
390084	0.0	0.0
389075	0.0	0.0
389073	0.0	0.0
390091	0.0	0.0
105616982	0.0	0.0
390053	0.0	0.0
390054	0.0	0.0
390058	0.0	0.0
390059	0.0	0.0
390061	0.0	0.0
390063	0.0	0.0
390064	0.0	0.0
389090	0.0	0.0
390066	0.0	0.0
390067	0.0	0.0
221336	59.0	162.0
147199	0.0	0.0
257313	10.0	0.0
221357	9.0	0.0
196120	0.0	0.0
9201	2573.0	82.0
9202	3212.0	3360.0
9200	155.0	8.0
9205	444.0	550.0
9206	0.0	0.0
9203	2643.0	2175.0
9204	527.0	523.0
221391	0.0	0.0
221393	17.0	523.0
221395	2222.0	737.0
9212	86.0	1023.0
9213	2355.0	1428.0
9210	0.0	8.0
9211	35.0	57.0
9217	4659.0	4694.0
9214	190.0	157.0
9215	1559.0	110.0
284904	0.0	192.0
284900	572.0	159.0
9209	3880.0	919.0
159195	4473.0	2976.0
9207	5.0	0.0
9208	8671.0	1631.0
9223	2427.0	625.0
9221	5897.0	9020.0
9227	165.0	226.0
644873	1574.0	451.0
9228	22.0	2.0
644871	0.0	0.0
57460	2956.0	225.0
