id	d7047346-49fd-444e-84d2-c3e4b7cda15b	4dcd18d6-b7b2-4a92-bcbe-361c7278e84e
100151649	0.0	0.0
100151643	1.0	0.0
100151645	0.0	0.0
100151640	40.0	10.0
100151641	0.0	0.0
246715	0.0	0.0
767557	42.0	28.0
606553	0.0	0.0
606551	24.0	28.0
474354	1.0	24.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	0.0	0.0
161436	239.0	17.0
100151655	0.0	0.0
391584	0.0	2.0
100151656	2.0	3.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	52.0	23.0
100151652	0.0	0.0
100151668	1.0	0.0
391592	3.0	0.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	4032.0	3080.0
100151667	1.0	0.0
391598	3.0	3.0
100151661	0.0	0.0
100151663	0.0	0.0
474338	13.0	22.0
474337	0.0	0.0
197370	2681.0	4699.0
220112	6.0	1.0
246744	4.0	0.0
220115	28.0	10.0
93273	30.0	4.0
100271459	0.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	1.0	0.0
100271456	0.0	0.0
100271451	0.0	1.0
81295	0.0	0.0
100271452	0.0	1.0
220108	529.0	467.0
220107	41.0	54.0
100271448	1.0	0.0
100271447	3.0	0.0
100271449	0.0	0.0
100271444	5.0	1.0
100271445	0.0	0.0
81285	23.0	68.0
81282	0.0	0.0
197350	36.0	37.0
246720	2.0	4.0
401399	18.0	74.0
401398	91.0	106.0
246721	0.0	1.0
220134	31.0	68.0
401397	1729.0	2113.0
246723	34.0	11.0
220136	172.0	207.0
401393	30.0	15.0
100271437	0.0	0.0
100271439	0.0	0.0
100271438	1.0	3.0
100271433	0.0	0.0
100271435	0.0	0.0
100271434	0.0	0.0
197342	620.0	418.0
246731	5.0	1.0
401387	5.0	0.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	86.0	108.0
100271420	0.0	0.0
197358	236.0	227.0
199990	1119.0	1740.0
246785	48.0	53.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	0.0	0.0
283726	217.0	107.0
100271414	0.0	0.0
100887075	0.0	4.0
439990	39.0	109.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	139.0	398.0
100271413	0.0	0.0
197320	1034.0	404.0
439996	0.0	6.0
100887074	0.0	0.0
439992	60.0	40.0
100887073	0.0	0.0
197322	1621.0	1501.0
439994	193.0	134.0
102724105	426.0	229.0
220147	0.0	0.0
100271404	0.0	0.0
100887067	5.0	0.0
102724101	0.0	0.0
100271406	1.0	0.0
100271405	15.0	2.0
100271400	0.0	0.0
283711	0.0	1.0
100271402	0.0	0.0
197331	21.0	0.0
197335	1405.0	1440.0
440993	2443.0	656.0
440992	26.0	72.0
161394	161.0	253.0
199964	184.0	65.0
8000	142.0	127.0
8001	2883.0	137.0
246777	64.0	132.0
246778	8.0	0.0
606495	348.0	216.0
199974	11227.0	11294.0
8013	1289.0	2425.0
22911	2226.0	1719.0
439949	126.0	29.0
22913	6343.0	8737.0
643421	0.0	0.0
22914	25.0	4.0
22915	2337.0	4484.0
439945	0.0	0.0
22916	6100.0	5897.0
731605	16.0	10.0
22917	14.0	9.0
10929	5714.0	3769.0
10928	7249.0	6613.0
56252	10530.0	7658.0
56253	31.0	103.0
401331	257.0	186.0
81207	0.0	0.0
83869	0.0	0.0
81208	1.0	0.0
81209	0.0	0.0
83877	2649.0	4020.0
56259	3082.0	3591.0
83876	92.0	40.0
81215	0.0	0.0
83879	258.0	171.0
10934	3.0	2.0
83878	380.0	638.0
283768	2.0	0.0
10933	16388.0	20304.0
10936	433.0	57.0
56254	5563.0	5784.0
83873	18.0	8.0
256148	0.0	0.0
81210	5.0	2.0
283767	0.0	0.0
56255	11855.0	6390.0
83872	3025.0	10421.0
10935	9416.0	11269.0
81211	0.0	0.0
56256	3444.0	2962.0
10938	2163.0	4568.0
83875	143.0	47.0
83874	1609.0	1546.0
56257	4047.0	4344.0
22907	5751.0	5792.0
643414	42.0	0.0
439953	7.0	7.0
22908	4756.0	3880.0
83871	3545.0	6325.0
22909	1970.0	991.0
283761	2.0	0.0
439954	1.0	0.0
643418	4.0	0.0
10930	15.0	125.0
439950	0.0	0.0
22921	1204.0	1997.0
8022	0.0	0.0
440926	315.0	676.0
22924	1538.0	1059.0
440925	15.0	33.0
8028	3335.0	1638.0
22925	4450.0	2350.0
8029	302.0	353.0
22926	10042.0	9670.0
439934	0.0	0.0
22927	1340.0	1241.0
8027	1684.0	1858.0
22928	4542.0	7500.0
439936	6.0	0.0
56261	4614.0	3151.0
56262	6846.0	7082.0
10939	4894.0	3285.0
401321	246.0	307.0
8021	6559.0	6747.0
83858	989.0	293.0
22920	3735.0	5763.0
56260	234.0	133.0
10943	1664.0	1780.0
56269	2.0	0.0
83866	0.0	0.0
81203	0.0	0.0
10942	144.0	83.0
81204	0.0	0.0
10945	7869.0	17151.0
83868	0.0	0.0
81205	0.0	0.0
10944	10788.0	8038.0
83867	0.0	0.0
10947	1757.0	1797.0
56265	526.0	5046.0
83862	1644.0	2770.0
401316	53.0	5.0
83861	2184.0	1622.0
283755	537.0	255.0
10946	7391.0	6064.0
56267	2951.0	2691.0
10949	10731.0	11124.0
81201	1.0	0.0
10948	2200.0	2728.0
256158	396.0	3716.0
83863	0.0	0.0
81202	0.0	0.0
22918	9389.0	33829.0
22919	11160.0	10062.0
439941	0.0	0.0
83860	1983.0	1380.0
8019	2890.0	3211.0
10941	0.0	0.0
643427	61.0	43.0
10940	636.0	339.0
8036	6080.0	5637.0
8034	2125.0	1250.0
440957	368.0	443.0
440956	0.0	0.0
440955	1.0	4.0
8038	381.0	25932.0
10907	2083.0	2612.0
10906	3518.0	4707.0
440952	124.0	90.0
10908	2665.0	3244.0
93210	2503.0	2885.0
8031	21049.0	18468.0
256130	0.0	2.0
56270	7377.0	5410.0
56271	3285.0	2050.0
8030	13856.0	9199.0
10910	3636.0	2989.0
83899	0.0	0.0
81236	0.0	0.0
283748	3.0	8.0
10912	772.0	1179.0
283747	0.0	6.0
10911	0.0	8.0
10914	17085.0	13080.0
256126	50.0	21.0
83895	1.0	4.0
10913	99.0	16.0
83894	13.0	24.0
10916	35290.0	36452.0
83897	0.0	0.0
401303	108.0	111.0
10915	4620.0	1869.0
283742	3507.0	2875.0
83896	1.0	2.0
83891	2253.0	1703.0
83890	30.0	25.0
83893	0.0	0.0
81230	0.0	0.0
83892	8075.0	8265.0
22900	2769.0	2513.0
93202	1.0	0.0
22901	1548.0	915.0
22902	2937.0	1715.0
8045	783.0	1239.0
22903	3913.0	2989.0
22904	4631.0	6114.0
22905	3152.0	3364.0
8048	0.0	190.0
440944	810.0	224.0
22906	6622.0	5689.0
256144	0.0	0.0
10917	4.0	6.0
10919	3794.0	6410.0
83888	69.0	92.0
10921	5710.0	7511.0
283738	0.0	0.0
83887	7.0	2.0
10920	3642.0	4886.0
81226	0.0	0.0
10923	11156.0	11643.0
10922	2066.0	3354.0
83889	27.0	0.0
81228	0.0	0.0
83884	5.0	2.0
56287	0.0	0.0
81221	0.0	0.0
56288	7958.0	4000.0
10924	1520.0	919.0
10927	11662.0	10189.0
83886	94.0	130.0
81223	0.0	0.0
10926	495.0	387.0
81224	0.0	0.0
643447	3.0	2.0
643445	0.0	0.0
83882	143.0	168.0
83881	9.0	10.0
439965	21.0	3.0
643446	21.0	7.0
93233	108.0	70.0
256190	0.0	0.0
112401	0.0	0.0
106481976	1.0	0.0
8050	2067.0	1726.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	36.0	39.0
106481975	1.0	0.0
106481978	0.0	0.0
106481979	0.0	0.0
106481980	0.0	3.0
100271499	0.0	0.0
100271498	4.0	0.0
106481981	0.0	0.0
100271495	1.0	0.0
643459	0.0	0.0
81251	0.0	0.0
100271491	1.0	0.0
100271493	1.0	0.0
643470	0.0	0.0
643471	1.0	0.0
8061	653.0	452.0
8065	4067.0	2712.0
81248	1.0	0.0
10901	879.0	888.0
10900	31.0	43.0
10903	1386.0	1337.0
81243	1.0	0.0
10902	4125.0	3538.0
81244	0.0	0.0
100271487	3.0	0.0
10905	6014.0	5805.0
10904	7188.0	6380.0
81246	0.0	0.0
283796	3.0	1.0
100271483	1.0	0.0
81240	0.0	0.0
342574	1.0	9.0
100271486	0.0	0.0
100271485	3.0	0.0
81242	5.0	6.0
100271480	0.0	0.0
100271481	0.0	0.0
8079	9163.0	9835.0
440917	18.0	7.0
439927	0.0	0.0
440915	168.0	151.0
8078	4494.0	6800.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	0.0
106481952	1.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	1755.0	12883.0
106481959	0.0	0.0
8073	15518.0	21019.0
106481956	0.0	0.0
8074	0.0	0.0
106481957	0.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	3.0	3.0
106481962	1.0	0.0
81278	1.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	99.0	77.0
100271472	1.0	0.0
81274	0.0	0.0
100271474	2.0	0.0
643479	0.0	0.0
81270	0.0	2.0
100271470	1.0	0.0
440905	182.0	110.0
439916	0.0	0.0
8089	1148.0	886.0
440902	5.0	4.0
643499	2.0	0.0
439915	0.0	0.0
440900	6.0	0.0
8082	7019.0	5273.0
106481965	1.0	0.0
106481966	3.0	4.0
106481963	0.0	0.0
106481964	0.0	0.0
8086	2310.0	2676.0
106481969	0.0	0.0
8087	9288.0	8995.0
106481967	17.0	6.0
8085	10169.0	7620.0
106481968	0.0	0.0
102724167	2.0	0.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	0.0	0.0
401337	1.0	0.0
106481973	0.0	0.0
100271465	0.0	2.0
106481970	0.0	0.0
401335	5.0	0.0
100271467	3.0	2.0
106481971	2.0	0.0
100271462	0.0	0.0
81261	0.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	5763.0	8324.0
81264	0.0	0.0
100271460	1.0	0.0
731688	9.0	3.0
728034	0.0	0.0
8099	4904.0	5778.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	15.0	6.0
106481930	0.0	0.0
8092	4.0	9.0
106481931	0.0	0.0
106481936	0.0	0.0
728039	102.0	197.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	4.0	2.0
56413	80.0	29.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	4.0	1.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	1.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	1.0	0.0
106481947	0.0	0.0
106481948	0.0	0.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	0.0	0.0
106481951	0.0	0.0
283358	567.0	1794.0
344838	0.0	0.0
106481918	0.0	0.0
106481919	10.0	3.0
106481916	3.0	0.0
106481917	0.0	0.0
572558	48.0	32.0
106481910	0.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	0.0	0.0
106481913	0.0	0.0
283349	4848.0	2869.0
100126572	0.0	0.0
106481929	3.0	4.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	6.0	0.0
728042	0.0	0.0
106481921	1.0	0.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	2.0	0.0
767604	1.0	0.0
106481924	1.0	0.0
767610	0.0	0.0
101234261	23.0	1.0
101234262	20.0	2.0
767612	0.0	0.0
767611	0.0	0.0
283337	2707.0	2059.0
344813	0.0	0.0
114548	176.0	676.0
81406	0.0	0.0
81407	0.0	0.0
344807	0.0	0.0
126526	1236.0	1283.0
767600	0.0	0.0
344805	15.0	9.0
106481907	1.0	0.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	47.0	10.0
102800446	7.0	29.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	12.0	4.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	16.0	32.0
728013	408.0	68.0
283392	134.0	82.0
728012	0.0	0.0
728015	1.0	1.0
728010	1.0	1.0
81428	1.0	1.0
728019	7.0	3.0
56478	2939.0	2427.0
56479	106.0	277.0
126506	1.0	0.0
56474	2588.0	1743.0
81430	1.0	0.0
56475	13.0	17.0
81431	0.0	0.0
56476	1.0	0.0
56477	9316.0	2197.0
93408	0.0	0.0
283385	100.0	135.0
283383	426.0	1223.0
728005	8.0	3.0
81419	0.0	0.0
81421	0.0	0.0
283377	1743.0	1232.0
643401	2.0	2.0
283375	6.0	3.0
283373	4695.0	2992.0
151525	960.0	725.0
126567	108.0	73.0
391211	0.0	0.0
151534	108.0	916.0
151531	39.0	8.0
114569	9656.0	14069.0
126549	27.0	9.0
114571	1.0	0.0
100527978	62.0	18.0
126541	0.0	0.0
126536	1.0	0.0
151556	775.0	502.0
391242	0.0	0.0
728075	0.0	0.0
440699	8.0	1.0
440695	18.0	2.0
728072	0.0	0.0
100527960	11.0	0.0
391253	0.0	0.0
728064	0.0	0.0
100527963	34.0	53.0
728066	2.0	3.0
440689	24.0	86.0
391257	0.0	0.0
391256	9.0	4.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	17.0	7.0
728090	0.0	0.0
728088	3.0	2.0
100527943	6.0	1.0
114599	1.0	0.0
126581	0.0	0.0
151516	166.0	157.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	0.0	1.0
100527947	0.0	0.0
100527948	3.0	2.0
100527949	0.0	0.0
643384	2.0	0.0
391160	1.0	1.0
643382	28.0	9.0
391162	0.0	0.0
692312	0.0	8.0
163479	3.0	0.0
391169	0.0	0.0
100271332	2.0	0.0
391171	0.0	0.0
391174	31.0	3.0
643394	10.0	6.0
391175	1.0	0.0
391179	0.0	2.0
93380	3747.0	2686.0
100271323	1.0	0.0
100271322	0.0	0.0
100271325	6.0	7.0
100271321	0.0	0.0
401036	1.0	0.0
440672	0.0	1.0
100271316	0.0	0.0
100271317	1.0	0.0
401027	5.0	1.0
391155	1.0	0.0
401024	589.0	81.0
163486	2685.0	4324.0
401022	239.0	1047.0
425054	2.0	0.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	1.0	0.0
100271300	2.0	0.0
401018	3.0	0.0
100271303	0.0	0.0
100271302	1.0	0.0
401093	685.0	283.0
401097	31.0	567.0
151449	30.0	58.0
401082	0.0	0.0
8100	1271.0	1178.0
440606	788.0	0.0
8106	4695.0	2775.0
440603	30.0	23.0
401089	7.0	0.0
391183	0.0	0.0
8110	129.0	47.0
8111	113.0	967.0
391189	0.0	0.0
8115	1.0	1.0
401074	93.0	28.0
222484	2753.0	2389.0
391190	0.0	0.0
391192	10.0	3.0
391191	1.0	0.0
391194	0.0	0.0
8123	503.0	45.0
391196	0.0	0.0
391195	2.0	3.0
8128	981.0	161.0
8125	8109.0	9119.0
401067	0.0	0.0
8120	556.0	101.0
151477	48.0	13.0
151473	555.0	1480.0
643300	43.0	8.0
645962	0.0	0.0
8139	1966.0	496.0
645961	0.0	0.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	1.0	0.0
81328	0.0	0.0
8131	1952.0	4226.0
81329	0.0	0.0
83998	4.0	1.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	5.0	0.0
283403	2.0	0.0
83990	144.0	123.0
83992	977.0	442.0
645954	62.0	111.0
81330	0.0	0.0
645958	148.0	140.0
645957	2.0	3.0
645974	1.0	0.0
643311	0.0	0.0
645973	0.0	0.0
643310	5.0	2.0
8148	9970.0	7962.0
222487	60.0	15.0
81318	0.0	0.0
8140	1798.0	1363.0
83987	4307.0	2996.0
81324	0.0	0.0
83986	2239.0	5119.0
81325	0.0	0.0
83989	2745.0	1824.0
83988	9355.0	2663.0
81327	0.0	0.0
83983	59.0	38.0
81320	0.0	0.0
83982	826.0	1641.0
83985	79.0	89.0
81322	0.0	0.0
643308	0.0	3.0
643309	2.0	0.0
645968	7.0	30.0
645980	0.0	1.0
100271390	2.0	0.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	0.0	0.0
8153	522.0	171.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	1.0	0.0
81358	0.0	0.0
81353	2.0	0.0
106481884	0.0	0.0
100271399	2.0	0.0
81354	0.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	1.0	2.0
81352	4.0	0.0
100271392	12.0	4.0
100271391	0.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	3.0	2.0
93323	304.0	302.0
8165	10985.0	3626.0
645996	38.0	7.0
645993	0.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	2098.0	1544.0
106481891	3.0	3.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	3.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	0.0	0.0
106481893	3.0	1.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	1.0
100271384	1.0	0.0
100271387	1.0	0.0
81340	0.0	0.0
81341	0.0	0.0
100271386	2.0	1.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	5.0	0.0
8178	1455.0	1433.0
344892	0.0	0.0
643343	36.0	24.0
8170	35.0	36.0
106481855	1.0	0.0
401014	43.0	102.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	19.0	5.0
106481859	6.0	0.0
8175	2587.0	3805.0
106481857	0.0	0.0
106481858	1.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	0.0
283446	32.0	33.0
106481860	0.0	0.0
81377	1.0	0.0
106481861	0.0	0.0
643338	182.0	60.0
645998	0.0	0.0
643336	0.0	0.0
100271371	0.0	0.0
8189	5073.0	5237.0
8187	534.0	411.0
93343	1366.0	2247.0
93349	1167.0	1110.0
643353	0.0	0.0
106481866	10.0	0.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	1.0	0.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	3.0	0.0
106481873	0.0	0.0
100271367	1.0	4.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	1.0	0.0
283432	0.0	0.0
283431	173.0	255.0
100271364	1.0	1.0
81363	0.0	0.0
344875	10.0	0.0
100271360	0.0	1.0
93377	0.0	0.0
106481839	0.0	0.0
643365	2.0	0.0
8192	1367.0	2153.0
106481833	0.0	0.0
8193	24.0	9.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	686.0	81.0
106481832	0.0	0.0
106481837	1.0	0.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	2168.0	2304.0
106481836	171.0	99.0
106481840	0.0	0.0
106481841	0.0	0.0
100271358	8.0	7.0
81399	0.0	0.0
283422	1.0	0.0
344866	8.0	3.0
100271351	0.0	0.0
283420	42.0	55.0
100271354	0.0	0.0
81390	0.0	0.0
81392	3.0	0.0
643376	9.0	1.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	0.0	0.0
106481843	1.0	0.0
106481848	0.0	0.0
106481849	3.0	0.0
106481846	0.0	0.0
100307126	3.0	5.0
106481847	0.0	0.0
100271349	2.0	0.0
283417	234.0	99.0
283416	34.0	14.0
106481851	0.0	0.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	1.0	2.0
106481850	16.0	10.0
81382	0.0	0.0
81383	1.0	0.0
100271343	15.0	10.0
106481819	1.0	0.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	2.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	2130.0	2252.0
283487	420.0	459.0
283486	1.0	5.0
283483	0.0	1.0
283481	215.0	148.0
283480	9.0	5.0
106481828	0.0	0.0
106481829	4.0	2.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	5.0	0.0
106481820	0.0	0.0
106481821	0.0	3.0
106481826	2.0	2.0
106481827	2.0	0.0
106481824	1.0	1.0
106481825	2.0	0.0
56547	0.0	0.0
106481830	0.0	0.0
56548	353.0	581.0
283471	13.0	2.0
731789	0.0	0.0
728170	1.0	1.0
283464	1963.0	1567.0
283463	48.0	1399.0
283461	1.0	1.0
283460	1.0	0.0
106481808	0.0	0.0
728167	2.0	1.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	1.0	0.0
728162	1.0	0.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	1.0	0.0
106481805	0.0	0.0
106481802	2.0	0.0
106481803	0.0	0.0
81501	8.0	68.0
81502	5652.0	10758.0
283459	1756.0	1143.0
283458	8.0	19.0
283455	184.0	97.0
645900	0.0	0.0
283450	6864.0	4550.0
780776	83.0	69.0
728113	609.0	85.0
126410	2496.0	198.0
728116	49.0	7.0
728115	5.0	4.0
728118	39.0	23.0
81533	5324.0	4635.0
126402	0.0	0.0
81532	1775.0	2494.0
645930	2.0	1.0
731779	1.0	0.0
728106	1.0	0.0
645922	0.0	0.0
645927	11.0	0.0
728134	9.0	4.0
474170	332.0	189.0
728130	97.0	47.0
645940	1.0	1.0
728132	0.0	0.0
728137	0.0	0.0
81555	3714.0	5225.0
81556	3087.0	3564.0
81557	0.0	2.0
81558	1538.0	1521.0
645939	0.0	0.0
81551	18.0	1.0
101055625	12.0	20.0
81552	1191.0	4279.0
81553	1991.0	1620.0
344905	1644.0	76.0
81554	2784.0	4318.0
474167	43.0	13.0
81550	2017.0	1802.0
344901	4.0	2.0
645931	0.0	0.0
645950	0.0	0.0
728121	14.0	10.0
81537	2026.0	2058.0
81539	40629.0	18864.0
728128	1.0	1.0
81544	883.0	1783.0
81545	4159.0	3285.0
81542	3580.0	3390.0
81543	578.0	400.0
93517	1876.0	555.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	355.0	408.0
126432	609.0	380.0
163404	1.0	109.0
138474	3.0	0.0
391365	0.0	0.0
391367	0.0	0.0
728192	5.0	27.0
728194	2.0	1.0
728190	851.0	711.0
391378	4.0	1.0
138412	1.0	0.0
138428	13.0	14.0
138429	173.0	71.0
391356	679.0	1173.0
391358	4.0	9.0
56521	870.0	1433.0
391282	2.0	2.0
643263	0.0	0.0
643264	0.0	0.0
100271209	61.0	29.0
222537	2.0	14.0
163351	33.0	13.0
100271217	3.0	0.0
100271216	0.0	0.0
100271218	1.0	1.0
401164	221.0	23.0
100271206	0.0	1.0
100271207	0.0	0.0
100271201	0.0	0.0
100271204	0.0	1.0
391266	0.0	0.0
440799	1.0	0.0
391267	47.0	16.0
222553	106.0	107.0
391269	1.0	0.0
440795	0.0	0.0
401152	11551.0	9651.0
126393	1606.0	3742.0
8200	24.0	35.0
8204	6933.0	6247.0
8202	6304.0	4471.0
391276	2.0	0.0
391279	0.0	0.0
401145	847.0	183.0
222545	0.0	0.0
126382	1121.0	1136.0
222546	148.0	0.0
606293	0.0	45.0
401138	24.0	20.0
401137	4.0	0.0
151393	455.0	358.0
692231	2.0	0.0
440738	122.0	319.0
692233	8.0	0.0
440737	66.0	74.0
8216	2366.0	3171.0
8214	261.0	288.0
440732	7.0	2.0
440730	3.0	10.0
222584	410.0	258.0
151325	0.0	0.0
8208	501.0	688.0
8209	2.0	17.0
8220	1184.0	1087.0
8226	921.0	970.0
692223	0.0	0.0
8227	2620.0	1515.0
8224	28.0	17.0
692225	20.0	5.0
8225	2062.0	1977.0
692226	0.0	0.0
100381178	12.0	3.0
692227	19.0	2.0
692229	0.0	0.0
100310839	1.0	0.0
100310838	0.0	0.0
8218	363.0	365.0
8233	1315.0	947.0
692210	6.0	0.0
8237	7392.0	6435.0
401190	107.0	121.0
692212	6.0	3.0
692213	0.0	0.0
692214	0.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	2053.0	1865.0
8242	9037.0	8610.0
8243	11567.0	8334.0
692201	0.0	0.0
692202	0.0	0.0
692203	0.0	0.0
692204	0.0	0.0
692205	5.0	8.0
692206	0.0	0.0
692207	1.0	1.0
692208	1.0	0.0
692209	0.0	0.0
8241	4373.0	4973.0
100310812	0.0	0.0
8239	15774.0	13625.0
151354	823.0	1061.0
100271291	0.0	0.0
93432	1001.0	78.0
100271290	0.0	0.0
645841	0.0	0.0
93436	1604.0	2069.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	1.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	3.0	4.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	0.0	0.0
106481785	0.0	0.0
106481786	3.0	0.0
106481783	9.0	0.0
283523	2.0	2.0
106481784	0.0	0.0
100310869	0.0	0.0
100271297	0.0	1.0
283521	10.0	25.0
100271296	0.0	0.0
645834	2.0	0.0
645832	0.0	1.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	0.0	1.0
645836	0.0	0.0
100271294	0.0	0.0
8266	1902.0	3186.0
93426	113.0	50.0
8269	616.0	932.0
106481789	0.0	0.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	2.0	2.0
8263	240.0	529.0
8260	1223.0	1608.0
283518	20.0	20.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	1.0	0.0
81448	0.0	0.0
106481791	0.0	0.0
283514	35.0	20.0
106481796	19.0	3.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	0.0	1.0
100271286	2.0	0.0
645846	3.0	0.0
100271288	0.0	0.0
645843	1.0	0.0
81440	0.0	2.0
100271284	0.0	0.0
8277	6.0	7.0
645864	29.0	10.0
342374	1.0	0.0
440714	0.0	0.0
342372	11.0	0.0
342371	6644.0	3987.0
440712	38.0	285.0
106481756	1.0	0.0
8270	466.0	1160.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	1723.0	2694.0
728215	91.0	431.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	58.0	19.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	35.0	12.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	1.0	0.0
100310848	0.0	0.0
106481762	0.0	1.0
81470	0.0	0.0
100271274	2.0	0.0
100310841	2.0	0.0
81472	0.0	1.0
81473	0.0	0.0
100310840	125.0	47.0
100271273	0.0	0.0
645859	0.0	0.0
8288	50.0	15.0
8289	11524.0	12815.0
8287	0.0	0.0
643210	4.0	0.0
106481767	0.0	0.0
728207	1.0	0.0
106481768	1.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	0.0	0.0
106481769	0.0	0.0
106481770	1.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	0.0	0.0
100310856	1.0	0.0
106481772	1.0	0.0
81465	4.0	0.0
81466	1.0	0.0
106481773	2.0	0.0
100310853	0.0	1.0
100271263	0.0	0.0
100310855	0.0	0.0
81462	0.0	0.0
100271260	34.0	3.0
100271262	1.0	0.0
100310851	0.0	0.0
342358	0.0	0.0
342357	625.0	561.0
100310850	1.0	0.0
100271261	2.0	0.0
643220	6.0	2.0
643224	235.0	180.0
645884	0.0	0.0
