id	08ca348b-8c35-4f2e-ba37-c5bcb02c7896	b3ae3d7d-e056-444a-8d27-39faa849ae37
23636	3134.0	3843.0
23637	5334.0	4475.0
23639	216.0	1141.0
100129515	0.0	0.0
23630	15.0	2.0
23632	46.0	14.0
23633	5329.0	4672.0
23635	2794.0	2554.0
100129512	0.0	0.0
404201	234.0	44.0
404203	0.0	2.0
129446	0.0	0.0
404204	0.0	0.0
84569	0.0	0.0
60598	130.0	122.0
84561	544.0	1725.0
60592	3104.0	3805.0
84560	0.0	0.0
648947	4.0	1.0
646300	16.0	8.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	157.0	229.0
727736	0.0	0.0
84559	0.0	0.0
84557	724.0	992.0
84553	382.0	610.0
84552	865.0	1157.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	1.0	0.0
201617	4.0	1.0
100499457	0.0	0.0
727764	3.0	2.0
102465669	0.0	0.0
102465668	0.0	0.0
646309	212.0	75.0
201627	2183.0	1191.0
646324	10.0	24.0
201626	2260.0	2036.0
727758	33.0	593.0
201625	23.0	14.0
648980	0.0	0.0
84572	2399.0	2182.0
646316	0.0	0.0
84570	143.0	25.0
345462	196.0	215.0
102465689	3.0	1.0
102465688	0.0	0.0
646330	3.0	1.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	8421.0	5784.0
727701	14.0	0.0
727703	5.0	4.0
727704	0.0	0.0
201633	248.0	140.0
2900	80.0	56.0
2908	6903.0	1664.0
2907	9240.0	33594.0
2906	31.0	202.0
2905	42.0	21.0
2904	181.0	3.0
2903	267.0	44.0
345456	0.0	0.0
2902	109.0	68.0
2901	190.0	14.0
406894	0.0	0.0
406893	0.0	0.0
406896	6.0	5.0
406895	0.0	0.0
406898	0.0	0.0
646348	1.0	1.0
406897	0.0	0.0
102465695	0.0	0.0
646346	2.0	0.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	0.0	0.0
406892	0.0	0.0
406891	0.0	0.0
2911	6.0	4.0
201651	6.0	1.0
2919	69.0	21.0
2918	3.0	38.0
102465691	0.0	0.0
2917	35.0	8.0
2916	15.0	15.0
2915	0.0	1.0
2914	4.0	4.0
2913	4.0	3.0
2912	33.0	19.0
404220	13.0	4.0
406883	0.0	0.0
406882	0.0	0.0
406885	0.0	0.0
406884	0.0	0.0
646359	0.0	0.0
406887	0.0	0.0
406886	14.0	3.0
406889	0.0	0.0
406888	0.0	0.0
23584	318.0	7.0
23585	5469.0	5555.0
23586	1318.0	2981.0
23587	1261.0	916.0
23588	2069.0	1235.0
23589	2937.0	3497.0
406881	1.0	0.0
2922	42.0	150.0
2921	60.0	13.0
2920	749.0	71.0
23580	7156.0	2025.0
23581	35.0	1888.0
23582	2840.0	1384.0
23583	788.0	897.0
404217	146.0	1831.0
2928	0.0	0.0
2926	4376.0	6367.0
2925	37.0	12.0
2923	14477.0	31390.0
646366	0.0	2.0
345430	1.0	6.0
406875	0.0	0.0
404216	1.0	32.0
23595	1440.0	1291.0
23596	268.0	486.0
23597	1942.0	1457.0
96597	17.0	1.0
23598	2539.0	3624.0
100130584	0.0	1.0
100130581	146.0	45.0
646360	8.0	29.0
129450	433.0	313.0
130429	0.0	0.0
2932	2868.0	4760.0
2931	2571.0	3886.0
23590	232.0	373.0
100129591	2.0	5.0
23591	0.0	0.0
23592	2031.0	1625.0
23593	6251.0	7863.0
23594	119.0	871.0
727708	0.0	0.0
100499485	0.0	0.0
100129597	0.0	0.0
100499483	105.0	22.0
2939	1.0	2.0
2938	563.0	4.0
2937	1861.0	3375.0
100129594	0.0	1.0
100499481	0.0	0.0
2936	2001.0	3671.0
2935	7361.0	9144.0
2934	124094.0	19931.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	1718.0	967.0
60506	0.0	0.0
2944	9.0	3.0
2942	0.0	0.0
2941	921.0	685.0
2940	2.0	0.0
2949	982.0	44.0
2948	988.0	451.0
2947	2548.0	4104.0
2946	1650.0	123.0
60526	643.0	696.0
2954	984.0	547.0
2953	4.0	1.0
2951	0.0	0.0
2950	9489.0	10486.0
2959	1591.0	958.0
2958	1205.0	1588.0
2957	2714.0	2206.0
2956	3761.0	4872.0
100288948	0.0	0.0
60529	541.0	35.0
60528	3312.0	3201.0
2966	177.0	167.0
84504	2.0	0.0
2965	2631.0	2033.0
84503	393.0	225.0
2964	0.0	3.0
2963	1078.0	1015.0
2962	4746.0	5195.0
2961	1215.0	1203.0
84502	86.0	12.0
2960	521.0	1372.0
84501	393.0	296.0
2969	3399.0	2017.0
2968	142.0	81.0
2967	1667.0	1688.0
2980	0.0	0.0
2977	895.0	738.0
2976	2960.0	2979.0
2975	4805.0	8708.0
2974	6.0	12.0
2972	1770.0	1468.0
2971	3503.0	3073.0
2970	83.0	75.0
2979	61.0	47.0
2978	0.0	15.0
154442	17.0	4.0
2990	3459.0	3497.0
225689	187.0	1334.0
84519	93.0	52.0
84518	48.0	37.0
60559	5470.0	5310.0
100500914	0.0	0.0
2987	4587.0	7030.0
60558	1584.0	1049.0
84525	239.0	509.0
100500915	0.0	0.0
2986	0.0	0.0
84528	0.0	0.0
100500916	0.0	0.0
84527	897.0	344.0
100500917	0.0	0.0
2984	96.0	47.0
84522	1557.0	1135.0
100500918	0.0	0.0
2983	740.0	972.0
100500919	0.0	0.0
84524	735.0	400.0
2982	2161.0	1569.0
2981	0.0	0.0
84520	302.0	238.0
100500910	0.0	0.0
100500911	0.0	0.0
2989	9.0	0.0
100500913	0.0	0.0
2999	119.0	37.0
84515	661.0	953.0
100500903	0.0	0.0
2998	45.0	0.0
84514	1568.0	869.0
100500904	1.0	2.0
2997	2946.0	4009.0
84517	85.0	81.0
100500905	1.0	0.0
84516	3290.0	4329.0
2996	19.0	3.0
100500906	0.0	0.0
2995	2501.0	630.0
2994	1.0	0.0
100500908	1.0	2.0
84513	1483.0	2136.0
2993	0.0	0.0
100500909	0.0	0.0
2992	2306.0	2670.0
60561	1060.0	1142.0
60560	1116.0	1154.0
100500900	0.0	0.0
100500901	0.0	0.0
100288904	0.0	0.0
154467	188.0	504.0
130497	1686.0	11.0
84548	667.0	552.0
84547	315.0	301.0
100500938	1.0	0.0
84549	1322.0	1098.0
84546	0.0	0.0
84545	1957.0	1740.0
84542	455.0	1056.0
84541	115.0	68.0
727795	29.0	34.0
84529	359.0	218.0
84536	250.0	106.0
84539	0.0	2.0
84532	2041.0	746.0
84530	5.0	0.0
23729	206.0	187.0
201288	0.0	0.0
201283	463.0	313.0
23738	5.0	2.0
23731	5890.0	3492.0
23732	69.0	2.0
201299	5.0	17.0
201292	1054.0	696.0
201294	829.0	431.0
23704	326.0	1847.0
23705	1879.0	3296.0
23708	777.0	190.0
252840	2.0	0.0
252841	1.0	1.0
100288897	0.0	4.0
23710	6829.0	2045.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	5.0	7.0
100288861	0.0	0.0
84701	84.0	70.0
252884	184.0	159.0
84700	3.0	1.0
129841	0.0	0.0
94086	7.0	2.0
117854	388.0	238.0
100130450	2.0	2.0
154807	7129.0	3269.0
100129460	133.0	35.0
359710	0.0	0.0
94081	1102.0	2876.0
115201	583.0	788.0
100129468	0.0	0.0
100129464	1.0	3.0
286256	44.0	87.0
286257	656.0	1501.0
100129459	1.0	0.0
100130447	0.0	0.0
129831	394.0	606.0
646269	7.0	4.0
646262	0.0	0.0
286262	578.0	3194.0
142827	0.0	0.0
100129452	0.0	0.0
646278	56.0	7.0
100130435	0.0	0.0
727800	182.0	439.0
646270	7.0	4.0
154822	32.0	3.0
23782	1.0	0.0
23783	10.0	1.0
23784	2.0	0.0
23786	4373.0	3695.0
23787	9242.0	7509.0
646273	0.0	0.0
23788	2856.0	7092.0
359730	0.0	0.0
359731	0.0	0.0
23780	1600.0	2687.0
23781	0.0	0.0
345079	214.0	90.0
154810	5487.0	1989.0
100129438	0.0	0.0
94097	721.0	1697.0
359737	0.0	0.0
359738	0.0	0.0
359739	3.0	6.0
646282	53.0	192.0
359736	6.0	3.0
359740	1.0	0.0
359741	0.0	0.0
359742	0.0	0.0
359743	45.0	4.0
139201	19.0	13.0
129804	846.0	264.0
129807	10.0	4.0
129880	458.0	309.0
23768	1233.0	565.0
23769	17.0	13.0
129881	68.0	19.0
100130418	843.0	413.0
345062	2.0	0.0
286204	290.0	62.0
100129428	0.0	0.0
286205	781.0	478.0
100129427	0.0	0.0
23760	4112.0	3527.0
359748	0.0	0.0
100862854	0.0	0.0
286207	112.0	154.0
359749	0.0	1.0
23761	3565.0	2666.0
100862855	0.0	0.0
23762	353.0	975.0
23764	6493.0	550.0
359744	0.0	3.0
100862850	0.0	0.0
23765	1896.0	1861.0
359745	0.0	0.0
359746	0.0	0.0
100862852	1.0	0.0
23766	0.0	0.0
23767	500.0	2133.0
100862853	0.0	0.0
359747	0.0	1.0
359751	0.0	0.0
359752	0.0	1.0
359753	3.0	0.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	219.0	183.0
129870	0.0	0.0
100130405	1.0	0.0
100130402	0.0	0.0
23772	0.0	0.0
23774	2915.0	2954.0
359755	1.0	1.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	0.0	0.0
23770	9693.0	6272.0
359761	8.0	6.0
129868	0.0	0.0
23746	0.0	1.0
102465502	4.0	2.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	31.0	38.0
23749	0.0	0.0
100129403	1.0	1.0
345041	13.0	22.0
100129405	182.0	121.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	8591.0	6729.0
102465507	0.0	0.0
23742	1.0	0.0
359766	0.0	0.0
23743	1856.0	156.0
359767	0.0	1.0
102465505	0.0	0.0
130813	30.0	41.0
23744	1.0	0.0
102465504	0.0	0.0
130814	1812.0	2123.0
102465503	0.0	0.0
359774	6.0	4.0
359775	0.0	0.0
359776	0.0	0.0
359770	0.0	0.0
359771	0.0	0.0
359772	0.0	0.0
100129402	0.0	0.0
100129401	0.0	0.0
23757	0.0	0.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	0.0	0.0
23759	1993.0	3637.0
102465511	0.0	0.0
286234	0.0	0.0
102465510	0.0	0.0
129852	13.0	2.0
347694	0.0	2.0
286239	0.0	2.0
23751	2.0	2.0
102465519	0.0	0.0
23752	0.0	2.0
23753	383.0	673.0
115207	14005.0	5246.0
359777	0.0	0.0
102465517	0.0	0.0
130827	233.0	145.0
359778	0.0	0.0
102465516	0.0	0.0
115209	871.0	1439.0
23755	15.0	3.0
359779	0.0	0.0
102465515	0.0	0.0
23756	0.0	0.0
102465514	0.0	0.0
359787	0.0	0.0
359781	0.0	0.0
359782	0.0	0.0
347689	14.0	14.0
347688	4.0	5.0
102465524	0.0	0.0
94005	3401.0	6309.0
102465523	1.0	0.0
102465522	0.0	0.0
102465521	0.0	0.0
102465520	0.0	0.0
94009	74.0	85.0
727866	0.0	0.0
57060	1424.0	1837.0
102465528	0.0	0.0
102465527	0.0	0.0
57062	10136.0	4829.0
102465526	0.0	0.0
727865	13.0	6.0
102465525	0.0	0.0
84687	2989.0	3250.0
727859	1.0	0.0
84689	48.0	59.0
84688	13.0	7.0
139135	0.0	0.0
84684	0.0	9.0
84681	774.0	622.0
84680	1092.0	464.0
102465535	1.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	1.0	0.0
102465530	0.0	0.0
727856	0.0	2.0
727857	0.0	0.0
727851	81.0	44.0
102465539	0.0	0.0
102465538	0.0	0.0
102465537	0.0	0.0
102465536	0.0	0.0
84679	2655.0	1054.0
84676	98.0	7.0
84675	9.0	9.0
140123	0.0	0.0
84678	1844.0	1977.0
84677	0.0	0.0
84672	0.0	0.0
84671	760.0	630.0
84674	896.0	357.0
84673	0.0	0.0
152101	0.0	0.0
152100	517.0	751.0
94027	19.0	0.0
94026	1.0	0.0
94025	797.0	20.0
129787	1786.0	775.0
57088	3789.0	760.0
127124	1.0	0.0
57089	347.0	1276.0
57082	67.0	1074.0
57084	0.0	0.0
57085	1173.0	1462.0
152118	0.0	0.0
152110	418.0	247.0
154790	32.0	5.0
154791	273.0	158.0
646201	0.0	0.0
57091	189.0	79.0
94015	540.0	197.0
57092	6745.0	5050.0
646202	25.0	23.0
57097	725.0	567.0
57099	521.0	688.0
727879	0.0	1.0
57093	0.0	0.0
166752	8.0	2.0
57094	24.0	37.0
57095	2352.0	2162.0
57096	64.0	22.0
139163	0.0	0.0
84698	267.0	178.0
84699	1.0	2.0
84694	0.0	0.0
84693	535.0	323.0
100499563	0.0	1.0
84696	71.0	6.0
84695	326.0	375.0
84690	34.0	8.0
84692	1.0	1.0
84691	1.0	2.0
130752	75.0	43.0
646213	0.0	0.0
100130495	10.0	6.0
646208	3.0	0.0
94039	731.0	544.0
94031	2033.0	9105.0
94030	38.0	6.0
100130484	0.0	0.0
94033	0.0	0.0
94032	2.0	19.0
727810	1.0	0.0
100130481	0.0	1.0
100130480	1.0	0.0
115196	350.0	236.0
727805	0.0	0.0
139105	0.0	0.0
646218	0.0	2.0
347744	22.0	46.0
347741	0.0	0.0
646231	0.0	0.0
154743	779.0	439.0
130773	5.0	4.0
727842	0.0	4.0
100129480	56.0	30.0
100129482	1339.0	462.0
727837	0.0	0.0
347736	22.0	11.0
347733	655.0	315.0
347732	21.0	26.0
347735	4096.0	13788.0
347734	2562.0	3250.0
347731	2.0	0.0
646243	0.0	1.0
94059	200.0	315.0
347730	0.0	0.0
646249	0.0	0.0
201305	89.0	8.0
100130466	0.0	1.0
727833	1.0	1.0
727835	0.0	0.0
100130462	0.0	0.0
94056	3828.0	7129.0
100130461	2.0	0.0
727830	0.0	1.0
727832	0.0	0.0
140100	0.0	0.0
727826	79.0	59.0
727828	0.0	0.0
100129472	0.0	0.0
347720	0.0	0.0
100288841	0.0	0.0
60626	4080.0	5999.0
347717	0.0	0.0
347716	11.0	16.0
101154644	0.0	0.0
152195	155.0	84.0
100288831	0.0	0.0
164153	12.0	4.0
105370141	0.0	0.0
347704	0.0	0.0
347703	1.0	0.0
347706	0.0	0.0
152189	620.0	551.0
347705	0.0	0.0
347702	1.0	0.0
152185	975.0	1217.0
347701	0.0	5.0
100288827	5.0	0.0
100288825	0.0	1.0
57000	47.0	26.0
57001	312.0	150.0
84618	0.0	1.0
84617	7240.0	3617.0
84619	327.0	260.0
57007	2110.0	817.0
84624	256.0	5937.0
84627	1441.0	2142.0
84626	609.0	499.0
57002	402.0	407.0
57003	6995.0	6127.0
84620	181.0	1139.0
84623	18.0	17.0
57004	0.0	1.0
84622	468.0	283.0
100288814	3.0	1.0
57010	121.0	38.0
57017	1596.0	2997.0
84614	972.0	734.0
57018	7631.0	2277.0
57019	1652.0	3428.0
84616	0.0	0.0
84612	260.0	584.0
57016	13.0	35.0
96626	0.0	0.0
100288805	70.0	131.0
100288801	0.0	0.0
100288802	0.0	2.0
57020	2804.0	2833.0
164127	1.0	4.0
166785	544.0	533.0
84639	0.0	0.0
84647	0.0	0.0
84649	6832.0	408.0
60678	897.0	897.0
60677	6.0	0.0
84648	0.0	0.0
60676	196.0	22.0
84643	0.0	0.0
60675	2.0	1.0
139170	4.0	0.0
101154686	0.0	1.0
84645	306.0	57.0
60674	9392.0	2743.0
57026	13.0	21.0
60673	1123.0	1182.0
152138	0.0	0.0
60672	755.0	942.0
152137	6172.0	2850.0
252946	0.0	0.0
84641	2931.0	4087.0
252948	0.0	0.0
84640	1918.0	1836.0
252949	0.0	0.0
154796	3155.0	779.0
96610	105.0	107.0
164118	13.0	1.0
84629	6925.0	15073.0
84628	30.0	117.0
727897	796.0	1399.0
57030	161.0	9.0
84636	41.0	9.0
252950	0.0	0.0
252951	0.0	0.0
252952	0.0	0.0
57035	2134.0	1353.0
84632	2067.0	1375.0
60686	565.0	293.0
84631	9.0	3.0
57037	1288.0	788.0
84634	2.0	0.0
60685	3991.0	4961.0
105370183	0.0	1.0
57038	1783.0	1746.0
60684	2674.0	2288.0
60682	468.0	613.0
60681	3017.0	8106.0
84630	7.0	23.0
60680	183.0	89.0
252953	0.0	0.0
252954	0.0	0.0
139189	0.0	0.0
252955	0.0	0.0
252956	0.0	2.0
57045	2470.0	4851.0
84669	1941.0	2445.0
84668	2836.0	770.0
84665	1.0	9.0
57047	7.0	6.0
84664	0.0	0.0
84667	3.0	6.0
84666	0.0	0.0
84661	958.0	1195.0
84660	21.0	6.0
84662	1275.0	2001.0
648809	1.0	0.0
648822	1.0	1.0
57053	33.0	35.0
57054	0.0	0.0
57055	0.0	0.0
57050	1934.0	1356.0
166793	445.0	183.0
84658	32.0	3.0
84657	51.0	29.0
84659	147.0	1.0
84654	1.0	0.0
57057	1.0	3.0
84656	5357.0	7049.0
84650	973.0	970.0
84651	2.0	0.0
100132917	1.0	0.0
100132918	0.0	0.0
252983	488.0	437.0
441073	75.0	30.0
100132920	0.0	0.0
100132923	29.0	4.0
100132929	2.0	0.0
100288797	1.0	0.0
441056	0.0	0.0
441066	0.0	0.0
252995	90.0	39.0
441061	0.0	0.0
100132932	0.0	0.0
100132938	0.0	0.0
100288785	0.0	0.0
441094	444.0	1264.0
100132940	0.0	0.0
252968	0.0	1.0
252969	1246.0	623.0
100132948	6.0	1.0
100132949	0.0	0.0
286310	1.0	0.0
404093	2191.0	1232.0
286319	618.0	791.0
100288772	0.0	13.0
441027	1243.0	3625.0
441026	1.0	2.0
441024	632.0	231.0
441032	377.0	180.0
84803	565.0	66.0
164091	903.0	543.0
100132963	1.0	0.0
100132965	1.0	1.0
100132967	0.0	0.0
152098	94.0	43.0
100288757	0.0	1.0
100132973	0.0	0.0
100132978	0.0	0.0
100132979	0.0	0.0
359803	4.0	1.0
359804	1.0	0.0
100288742	0.0	0.0
359806	0.0	0.0
84816	267.0	281.0
359800	1.0	1.0
84818	2009.0	1368.0
441046	47.0	7.0
84817	578.0	2225.0
359802	0.0	0.0
84823	2046.0	6167.0
57205	1559.0	687.0
441054	76.0	44.0
84824	115.0	6.0
441051	8.0	41.0
441050	49.0	113.0
84820	299.0	102.0
100132987	0.0	0.0
57209	727.0	522.0
100288739	1.0	0.0
84809	1044.0	475.0
84808	75.0	185.0
57210	1006.0	896.0
84804	640.0	575.0
100288730	60.0	10.0
84807	283.0	91.0
441034	66.0	35.0
84812	376.0	274.0
57215	1168.0	1111.0
84811	1214.0	1282.0
57216	1579.0	4667.0
57217	2927.0	1263.0
84814	284.0	180.0
100132992	0.0	1.0
57211	919.0	2462.0
100132994	0.0	0.0
57212	1738.0	984.0
57213	561.0	472.0
100132995	1.0	3.0
57214	191.0	1696.0
105370242	0.0	0.0
286365	0.0	0.0
100130338	0.0	0.0
100129348	0.0	0.0
100130335	7.0	5.0
648791	192.0	34.0
359822	0.0	0.0
100129347	5.0	0.0
286370	0.0	0.0
404037	0.0	0.0
100130327	0.0	0.0
100129337	4.0	1.0
130728	2.0	2.0
286380	1.0	0.0
100129331	0.0	0.0
100130319	0.0	0.0
404024	0.0	0.0
404026	0.0	0.0
100129329	0.0	1.0
100130313	0.0	0.0
441009	1.0	1.0
100130311	594.0	85.0
100130310	0.0	0.0
130733	416.0	33.0
359844	0.0	5.0
359845	1428.0	1496.0
727914	0.0	0.0
727915	0.0	0.0
100129325	2.0	1.0
100129320	24.0	1.0
646168	14.0	1.0
100129319	0.0	0.0
100130307	0.0	3.0
100129315	0.0	0.0
100130302	2.0	2.0
727910	1885.0	248.0
100130301	4.0	0.0
345193	16.0	25.0
130749	17.0	27.0
646164	0.0	0.0
727909	6.0	1.0
727905	0.0	0.0
100129308	0.0	0.0
646177	0.0	0.0
100129306	0.0	0.0
646171	7.0	1.0
646175	2.0	1.0
646174	5.0	0.0
115123	385.0	131.0
286333	56.0	40.0
286336	373.0	461.0
115106	502.0	917.0
100306975	0.0	0.0
115111	20.0	34.0
286343	849.0	4255.0
286348	2.0	1.0
646193	1.0	3.0
100886964	0.0	0.0
646192	7.0	13.0
646196	5.0	0.0
646195	91.0	53.0
100534599	5.0	2.0
130700	1.0	2.0
100306951	114.0	60.0
100534595	29.0	32.0
100132911	0.0	0.0
100534592	0.0	5.0
100534593	102.0	60.0
286362	0.0	0.0
100132916	0.0	0.0
100240709	7.0	6.0
129684	0.0	5.0
57180	576.0	293.0
129685	1708.0	933.0
100240707	1.0	1.0
727982	22.0	1.0
57185	2346.0	495.0
727987	0.0	0.0
57186	3051.0	2009.0
57187	3809.0	3496.0
57188	586.0	284.0
57181	1512.0	2167.0
94122	203.0	2034.0
57182	2277.0	3910.0
727984	9.0	2.0
94121	1831.0	1559.0
94120	607.0	177.0
57184	977.0	467.0
359795	0.0	0.0
359797	0.0	0.0
359798	0.0	0.0
359791	0.0	0.0
100009613	13.0	9.0
57189	3221.0	834.0
359792	12.0	21.0
127018	698.0	884.0
359793	0.0	0.0
100240711	0.0	0.0
100240712	0.0	0.0
100240710	0.0	1.0
345258	2.0	0.0
100240713	0.0	1.0
94115	0.0	1.0
57190	8129.0	10860.0
727970	2.0	0.0
57191	59.0	60.0
166614	353.0	362.0
57198	2427.0	1110.0
57192	1039.0	944.0
359799	1.0	0.0
57194	582.0	1706.0
727969	0.0	0.0
84798	1648.0	2655.0
140004	0.0	0.0
84793	58.0	68.0
84792	941.0	1172.0
84795	1784.0	291.0
84791	260.0	348.0
84790	2380.0	8993.0
154661	229.0	53.0
154664	41.0	7.0
166647	3014.0	2192.0
127003	7.0	16.0
127002	262.0	297.0
115019	7.0	2.0
100130396	0.0	0.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	8.0	5.0
100130391	0.0	0.0
115024	1691.0	1507.0
142679	180.0	104.0
648729	8.0	5.0
142678	1158.0	757.0
347894	0.0	0.0
102465436	0.0	0.0
94137	67.0	11.0
727991	6.0	10.0
102465435	0.0	0.0
102465434	0.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
648740	0.0	0.0
102465431	0.0	0.0
102465430	0.0	0.0
100130388	4.0	4.0
100130386	1.0	1.0
94134	2976.0	1950.0
100130384	0.0	1.0
100130383	0.0	0.0
102465438	0.0	0.0
102465437	0.0	0.0
142684	35.0	18.0
100129394	5.0	4.0
142683	0.0	2.0
142686	56.0	42.0
142685	3.0	1.0
152007	2496.0	1131.0
152006	3715.0	2184.0
142689	10.0	0.0
140028	0.0	0.0
152002	614.0	1244.0
100129396	0.0	0.0
102465447	0.0	0.0
127062	0.0	0.0
102465446	4.0	0.0
345222	22.0	18.0
102465445	0.0	0.0
102465444	0.0	0.0
102465443	1.0	1.0
102465442	0.0	0.0
102465441	0.0	0.0
102465440	0.0	0.0
94162	0.0	0.0
127069	0.0	0.0
94161	2.0	3.0
100130376	2.0	0.0
94160	23.0	649.0
127068	0.0	0.0
127066	0.0	0.0
727940	0.0	0.0
727941	5.0	67.0
102465449	0.0	0.0
127064	0.0	0.0
102465448	0.0	0.0
100129382	0.0	0.0
727936	469.0	1132.0
100129385	0.0	1.0
100129387	841.0	182.0
102465458	0.0	0.0
102465457	2.0	0.0
94158	13.0	15.0
102465456	0.0	0.0
102465455	0.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	10.0	0.0
102465451	2.0	3.0
127059	0.0	0.0
94151	0.0	0.0
94150	0.0	0.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	10.0	0.0
102465469	0.0	0.0
102465468	0.0	0.0
102465467	0.0	0.0
347862	2990.0	4433.0
102465466	0.0	0.0
102465465	0.0	0.0
100130359	0.0	0.0
102465464	0.0	1.0
102465463	8.0	0.0
646114	0.0	0.0
102465462	0.0	0.0
100009676	96.0	66.0
727964	0.0	0.0
100129361	865.0	1111.0
102465461	0.0	0.0
102465460	0.0	0.0
646108	9.0	2.0
100129368	0.0	0.0
347853	1.0	0.0
102465479	0.0	0.0
102465478	0.0	1.0
102465477	0.0	0.0
102465476	0.0	0.0
100130348	54.0	47.0
102465475	0.0	0.0
102465474	0.0	0.0
102465473	0.0	0.0
727956	0.0	0.0
727957	2105.0	5031.0
100009667	1.0	0.0
100130342	0.0	0.0
100009668	4.0	3.0
101154753	0.0	0.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	0.0	0.0
100129357	14.0	3.0
100129351	0.0	0.0
100129354	7.0	2.0
102465489	0.0	0.0
102465488	2.0	0.0
100288726	0.0	0.0
102465487	0.0	2.0
102465486	0.0	0.0
102465485	0.0	0.0
102465484	0.0	0.0
164045	85.0	6.0
57105	108.0	87.0
57106	313.0	579.0
84726	13434.0	9008.0
57107	979.0	558.0
84725	519.0	1351.0
57108	4.0	4.0
57101	209.0	34.0
84720	1901.0	2281.0
57102	893.0	1009.0
57103	621.0	559.0
84722	138.0	526.0
57104	16360.0	4325.0
102465483	0.0	0.0
102465482	0.0	2.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	1359.0	1471.0
102465499	0.0	0.0
100288713	6.0	3.0
102465496	0.0	0.0
102465495	0.0	0.0
100288711	0.0	1.0
84709	97.0	7.0
57110	58.0	134.0
57111	2294.0	5015.0
84706	3036.0	10001.0
84705	666.0	685.0
84708	1120.0	643.0
84707	653.0	315.0
57116	17.0	526.0
57117	1118.0	1399.0
57118	1178.0	860.0
57119	3.0	0.0
57113	0.0	0.0
57115	3.0	13.0
102465494	0.0	0.0
102465493	0.0	0.0
102465492	0.0	0.0
102465491	4.0	1.0
102465490	0.0	0.0
152065	0.0	1.0
100288702	0.0	0.0
57120	2737.0	2137.0
57121	274.0	230.0
57122	2173.0	2458.0
201456	34.0	33.0
127086	1.0	2.0
57127	8.0	42.0
57128	1110.0	555.0
57129	924.0	2106.0
84747	2568.0	1244.0
57124	5399.0	3754.0
57125	1815.0	1783.0
57126	4.0	49.0
84740	13.0	14.0
152078	375.0	39.0
127074	0.0	0.0
57130	2819.0	3548.0
57132	3199.0	2973.0
84727	197.0	286.0
127077	0.0	0.0
84735	15.0	5.0
84734	131.0	107.0
57139	400.0	31.0
115098	1687.0	2138.0
201475	2255.0	2051.0
57134	988.0	549.0
57135	0.0	0.0
57136	6679.0	12486.0
84733	158.0	2078.0
57142	25069.0	16293.0
57143	384.0	334.0
57144	231.0	0.0
201477	0.0	0.0
57140	3616.0	3058.0
57149	1541.0	1085.0
84767	0.0	0.0
140032	0.0	0.0
84769	423.0	533.0
57146	3095.0	1630.0
57147	1077.0	1060.0
84766	830.0	237.0
84765	616.0	251.0
57148	4824.0	4347.0
152015	410.0	3.0
57152	7.0	13.0
57153	12038.0	10890.0
166655	0.0	0.0
57154	2696.0	2077.0
84749	1291.0	1231.0
57150	394.0	157.0
57151	0.0	0.0
84759	526.0	546.0
140043	0.0	0.0
57156	96.0	733.0
57157	1091.0	2833.0
139060	1.0	7.0
84752	529.0	1084.0
57158	2074.0	136.0
57159	6.0	10.0
84750	467.0	226.0
152024	0.0	1.0
139067	0.0	2.0
139065	261.0	604.0
94104	1937.0	1297.0
94103	7590.0	10600.0
96764	1622.0	2044.0
94107	1386.0	1872.0
57165	174.0	45.0
94101	1474.0	1310.0
57161	1367.0	380.0
57162	4861.0	1656.0
57167	15.0	134.0
57168	83.0	163.0
57169	4865.0	3818.0
84787	469.0	714.0
57175	3208.0	5321.0
57176	948.0	1260.0
57171	655.0	1632.0
57172	24.0	12.0
84779	1.0	0.0
57178	9258.0	15258.0
139081	7.0	1.0
84775	285.0	351.0
57179	5048.0	6079.0
84777	68.0	43.0
84771	53.0	33.0
113655	312.0	1150.0
732538	0.0	1.0
353323	0.0	0.0
353322	308.0	154.0
353324	13.0	29.0
100996279	1.0	1.0
149603	4209.0	10381.0
341333	3.0	1.0
343990	720.0	462.0
353332	0.0	0.0
