id	a19d9498-5d19-4aef-9db9-d62deef77142	dcaf948d-c02a-4b7b-913b-e91c74b7641c
441381	0.0	0.0
127602	241.0	169.0
2597	128781.0	117645.0
2596	6.0	10.0
100874436	0.0	0.0
284004	1000.0	203.0
100874435	0.0	1.0
100874434	3.0	0.0
100874433	1.0	0.0
284001	2089.0	549.0
100874439	0.0	9.0
100874438	0.0	0.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	4.0	1.0
100874464	2.0	0.0
100874462	0.0	0.0
100129801	1.0	0.0
100874469	0.0	0.0
100874468	0.0	0.0
100874467	0.0	2.0
100874466	1.0	0.0
100874450	0.0	0.0
50937	954.0	793.0
100874454	0.0	0.0
50939	16.0	9.0
100874453	0.0	0.0
100874452	1.0	0.0
100874451	0.0	0.0
100874457	0.0	0.0
100874456	1.0	0.0
50940	60.0	36.0
100874455	1.0	2.0
50943	137.0	88.0
50945	2.0	0.0
50944	52.0	20.0
100874459	0.0	0.0
23328	3351.0	418.0
23329	941.0	556.0
84281	563.0	17.0
84280	1055.0	570.0
644076	3.0	0.0
11340	915.0	612.0
644079	0.0	0.0
25983	1385.0	974.0
127665	24.0	0.0
23321	3261.0	391.0
115677	853.0	302.0
644070	0.0	0.0
23322	439.0	236.0
25984	8023.0	149.0
23324	5041.0	2713.0
25987	4394.0	1965.0
23325	1191.0	1403.0
23326	15697.0	3556.0
25989	1821.0	641.0
23327	3856.0	2219.0
25988	888.0	239.0
25981	292.0	51.0
25980	3447.0	1561.0
11342	2309.0	1483.0
84287	1792.0	1046.0
84286	1449.0	375.0
11341	154.0	1.0
284058	2613.0	845.0
84289	1683.0	322.0
11344	3253.0	1348.0
11343	5413.0	1870.0
84288	572.0	180.0
84283	1675.0	716.0
11346	5664.0	3203.0
11345	3327.0	1532.0
84282	1638.0	638.0
84285	1166.0	1039.0
84284	1841.0	753.0
23339	4312.0	1798.0
84270	1926.0	1562.0
23331	1584.0	422.0
25994	2833.0	1616.0
23332	2845.0	1152.0
25996	1928.0	818.0
23333	1039.0	1254.0
23334	1877.0	265.0
25998	2838.0	1690.0
23335	914.0	683.0
23336	29127.0	833.0
441332	1.0	0.0
644082	0.0	0.0
23338	2058.0	604.0
25999	1384.0	680.0
441331	0.0	0.0
84279	939.0	317.0
25992	1012.0	656.0
84276	898.0	154.0
84275	697.0	98.0
284047	15.0	12.0
84278	136.0	42.0
84277	1001.0	199.0
84272	2320.0	1694.0
84271	7149.0	2496.0
84274	1556.0	1241.0
84273	2359.0	776.0
23306	790.0	1614.0
23307	2707.0	1241.0
284040	59.0	0.0
23308	149.0	54.0
23309	2555.0	1103.0
25961	98.0	16.0
25960	2801.0	1099.0
25963	7944.0	4142.0
23300	3153.0	1639.0
23301	1681.0	860.0
25962	4886.0	2522.0
23302	199.0	27.0
23303	4954.0	691.0
644096	667.0	168.0
23304	2411.0	1904.0
25966	2117.0	575.0
23305	56.0	14.0
644094	0.0	0.0
11328	5324.0	4294.0
11329	2282.0	1764.0
11320	2740.0	1607.0
137012	1.0	0.0
113000	1373.0	473.0
11322	1925.0	382.0
11321	1800.0	1568.0
284034	2.0	0.0
11326	589.0	638.0
11325	9368.0	6230.0
23317	2483.0	1424.0
84290	3.0	0.0
25979	1959.0	1081.0
23318	1241.0	219.0
84292	430.0	175.0
25972	1490.0	889.0
23310	1224.0	402.0
441359	0.0	0.0
25974	633.0	82.0
23312	393.0	274.0
25973	392.0	65.0
23313	6534.0	2768.0
25976	2352.0	1498.0
23314	79.0	94.0
25975	251.0	85.0
441355	5.0	0.0
25978	2162.0	2079.0
23315	1577.0	323.0
25977	1655.0	1637.0
23316	83.0	0.0
11339	52.0	215.0
11338	9229.0	3659.0
441362	0.0	0.0
441361	0.0	0.0
140660	11.0	3.0
115650	88.0	17.0
127623	0.0	0.0
25970	2975.0	448.0
284029	154.0	27.0
115653	0.0	0.0
84298	1080.0	943.0
11331	12893.0	5066.0
11330	1.0	7.0
11333	6699.0	2750.0
152641	28.0	5.0
11332	1555.0	503.0
84299	3543.0	4860.0
11335	7388.0	7703.0
84294	876.0	721.0
11334	1704.0	368.0
84293	4925.0	1728.0
84296	233.0	168.0
11337	4604.0	1520.0
284021	149.0	103.0
84295	1035.0	545.0
11336	3831.0	1283.0
25946	3469.0	2188.0
25949	3274.0	1142.0
25948	2115.0	1621.0
441308	0.0	0.0
139604	0.0	0.0
100130898	1.0	0.0
100130894	3.0	0.0
25941	3009.0	1614.0
25940	2227.0	1706.0
100130892	14.0	16.0
25943	1261.0	356.0
25942	4230.0	2937.0
100130890	68.0	35.0
25945	187.0	304.0
11309	1843.0	1130.0
284099	0.0	0.0
284098	452.0	190.0
25957	3403.0	948.0
140609	1399.0	1590.0
25959	3836.0	2104.0
100130889	2.0	1.0
100130887	21.0	24.0
25950	298.0	179.0
25953	3215.0	2389.0
25956	193.0	54.0
11317	0.0	0.0
11316	6845.0	3263.0
11319	1769.0	717.0
11318	15.0	0.0
100379378	0.0	0.0
11311	2091.0	956.0
11313	4606.0	1776.0
140603	1.0	1.0
11315	12217.0	5269.0
284086	573.0	292.0
11314	356.0	519.0
25925	1699.0	593.0
284085	3.0	4.0
25924	225.0	36.0
25927	455.0	294.0
284083	5.0	10.0
100130879	0.0	0.0
25926	2371.0	1958.0
139628	0.0	0.0
25929	1571.0	808.0
25928	3066.0	84.0
441328	0.0	0.0
127687	2026.0	429.0
100130873	0.0	0.0
441327	0.0	0.0
441326	0.0	0.0
100130871	0.0	0.0
441324	0.0	0.0
25921	6095.0	3203.0
441323	0.0	0.0
25920	4775.0	1892.0
25923	4753.0	3810.0
140612	354.0	78.0
100129880	0.0	0.0
284076	2.0	75.0
100129882	11.0	5.0
25936	1094.0	828.0
25938	867.0	514.0
25937	3788.0	1607.0
284071	14.0	19.0
100130866	0.0	0.0
25939	2352.0	2318.0
113026	2062.0	330.0
441317	0.0	0.0
441315	0.0	0.0
25930	4088.0	1342.0
441314	0.0	0.0
441313	0.0	0.0
25932	8149.0	27525.0
127671	0.0	0.0
25934	1148.0	707.0
127670	0.0	0.0
284069	63.0	143.0
140623	27.0	15.0
140625	0.0	0.0
284067	2.0	0.0
100129871	0.0	0.0
140628	2.0	47.0
406982	0.0	0.0
406981	0.0	0.0
406984	1.0	0.0
406983	3.0	0.0
406986	0.0	0.0
406985	1.0	0.0
406988	54.0	0.0
406987	0.0	0.0
23287	610.0	316.0
23288	2490.0	436.0
406980	0.0	0.0
84206	261.0	232.0
23281	42.0	13.0
84203	2.0	8.0
23283	2279.0	1091.0
23284	796.0	32.0
140596	0.0	0.0
23285	141.0	53.0
152579	1166.0	400.0
140597	134.0	12.0
23286	4647.0	611.0
152578	1.0	0.0
406979	0.0	0.0
406978	0.0	0.0
152573	12.0	0.0
644000	0.0	0.0
646663	0.0	0.0
406971	0.0	0.0
406970	0.0	0.0
406973	0.0	0.0
406972	0.0	0.0
406974	0.0	0.0
406977	0.0	0.0
406976	0.0	0.0
23299	1837.0	785.0
201725	388.0	418.0
23291	2654.0	1442.0
23293	1316.0	526.0
23294	2854.0	971.0
23295	3736.0	1436.0
406968	2.0	0.0
406967	0.0	0.0
646658	8.0	6.0
152586	0.0	1.0
406969	0.0	0.0
406960	0.0	0.0
11281	0.0	0.0
406962	3.0	0.0
646672	8.0	1.0
11280	35.0	4.0
406961	0.0	0.0
11283	7.0	0.0
406964	0.0	0.0
11282	5461.0	1363.0
406963	1.0	1.0
644016	2.0	0.0
11285	1500.0	487.0
406966	0.0	0.0
11284	1635.0	407.0
406965	0.0	0.0
23265	3202.0	785.0
23266	2408.0	696.0
23268	2123.0	2703.0
23269	1851.0	1016.0
84229	4.0	0.0
164592	18.0	5.0
59269	1384.0	407.0
84225	350.0	47.0
23261	1983.0	1660.0
84224	411.0	303.0
23262	1230.0	874.0
23263	2726.0	1748.0
23264	9385.0	2347.0
84226	97.0	7.0
84221	561.0	190.0
406957	0.0	0.0
84220	0.0	0.0
406956	0.0	0.0
84223	797.0	173.0
406959	0.0	0.0
406958	0.0	0.0
84222	154.0	73.0
646685	0.0	2.0
644022	0.0	0.0
406951	0.0	0.0
406950	0.0	0.0
406953	0.0	0.0
646688	7.0	4.0
406952	0.0	0.0
406955	0.0	0.0
406954	0.0	0.0
23276	926.0	360.0
23277	7035.0	1490.0
23279	2123.0	1839.0
59277	9532.0	3790.0
59272	97.0	0.0
59271	1811.0	164.0
59274	1299.0	816.0
84218	0.0	0.0
84217	129.0	12.0
23270	1995.0	1267.0
23271	1504.0	997.0
84219	811.0	318.0
23272	2851.0	1104.0
23274	1958.0	683.0
84216	281.0	148.0
84215	71.0	19.0
23275	1374.0	632.0
406946	0.0	0.0
84210	1.0	0.0
406945	0.0	0.0
644017	0.0	0.0
406948	0.0	0.0
406947	0.0	0.0
406949	0.0	0.0
644032	0.0	0.0
646693	1.0	0.0
11261	6595.0	4744.0
644037	12.0	10.0
11260	2917.0	2288.0
646698	3.0	0.0
11262	60.0	68.0
23243	2375.0	1748.0
23244	4758.0	4831.0
59286	4709.0	4651.0
23245	1332.0	220.0
23246	3155.0	1119.0
23247	1694.0	473.0
59283	10.0	4.0
23248	2910.0	1404.0
644030	0.0	0.0
59285	1.0	0.0
59284	1.0	0.0
84247	3235.0	1219.0
23240	1529.0	1066.0
84246	1008.0	755.0
84249	151.0	11.0
23241	3632.0	1117.0
23242	4682.0	1962.0
84248	3273.0	2518.0
84243	1667.0	567.0
11264	2029.0	253.0
84245	975.0	221.0
11267	5078.0	14590.0
11266	602.0	318.0
11269	960.0	327.0
84240	578.0	473.0
11270	959.0	384.0
644042	1.0	1.0
11272	32.0	8.0
11274	228.0	265.0
11273	5643.0	1929.0
23254	1682.0	634.0
23255	301.0	138.0
23256	2359.0	1604.0
23258	3098.0	1488.0
23259	1688.0	717.0
644041	0.0	0.0
84239	1044.0	325.0
23250	1174.0	464.0
84236	1664.0	715.0
23251	54.0	67.0
23252	780.0	158.0
140564	152.0	134.0
23253	1126.0	943.0
84232	6653.0	2903.0
11276	1957.0	667.0
11275	1083.0	436.0
84231	5885.0	2087.0
49861	5.0	2.0
11278	675.0	629.0
49860	0.0	0.0
84233	852.0	353.0
11277	0.0	0.0
11279	550.0	313.0
84230	1083.0	444.0
23229	1404.0	438.0
49856	939.0	247.0
644054	0.0	0.0
49855	707.0	270.0
644059	0.0	0.0
49854	769.0	722.0
11240	18208.0	7605.0
23221	1503.0	365.0
25884	321.0	9.0
23223	3282.0	957.0
25886	414.0	345.0
23224	6608.0	3474.0
25885	3204.0	1284.0
23225	3340.0	1297.0
25888	682.0	349.0
23228	309.0	143.0
644050	1.0	1.0
201780	8.0	0.0
84269	1519.0	533.0
152559	283.0	355.0
25880	678.0	324.0
84268	1220.0	407.0
23220	1300.0	489.0
140576	13619.0	7422.0
84265	1218.0	756.0
11243	1467.0	626.0
139599	6.0	1.0
84264	193.0	185.0
140578	96.0	7.0
84267	913.0	601.0
11245	304.0	414.0
84266	2872.0	769.0
11244	1564.0	829.0
84261	1332.0	257.0
11247	131.0	327.0
139596	615.0	431.0
84260	1038.0	346.0
84263	1479.0	596.0
11249	0.0	0.0
84262	1366.0	457.0
11248	443.0	190.0
345557	22.0	0.0
406993	0.0	0.0
406992	1.0	6.0
406995	0.0	0.0
406994	0.0	0.0
11250	12.0	0.0
406997	0.0	0.0
406996	0.0	0.0
11252	8309.0	3048.0
406999	0.0	0.0
11251	34.0	0.0
406998	0.0	0.0
23232	546.0	324.0
25895	1239.0	341.0
23233	1315.0	575.0
25894	1373.0	57.0
25897	2566.0	1573.0
23234	945.0	819.0
25896	1298.0	1212.0
23235	2993.0	693.0
23236	1397.0	828.0
25898	1274.0	915.0
23237	660.0	8.0
644063	27.0	24.0
406991	0.0	0.0
23239	1483.0	550.0
406990	0.0	0.0
25891	2549.0	189.0
84258	65.0	5.0
25890	643.0	172.0
25893	60.0	43.0
23230	1083.0	806.0
23231	1423.0	650.0
84259	983.0	810.0
84254	677.0	289.0
11254	542.0	7.0
84253	615.0	94.0
11253	7290.0	2104.0
406989	0.0	0.0
84256	2159.0	634.0
11255	1.0	0.0
84255	2049.0	836.0
84250	300.0	342.0
11258	2915.0	1368.0
11257	959.0	319.0
84251	93.0	315.0
11259	1264.0	1234.0
100874483	0.0	0.0
100874482	1.0	0.0
100874480	0.0	0.0
406900	2.0	0.0
100874484	0.0	0.0
201799	587.0	209.0
201798	30.0	5.0
50831	0.0	0.0
100874489	1.0	0.0
100874488	0.0	0.0
50833	0.0	0.0
50832	11.0	0.0
50835	0.0	0.0
50834	3.0	0.0
50837	0.0	0.0
102465139	0.0	0.0
50836	0.0	0.0
100874471	3.0	0.0
102465138	0.0	0.0
50839	1.0	0.0
100874470	0.0	0.0
102465137	1.0	0.0
50838	0.0	0.0
102465136	1.0	0.0
100874476	0.0	0.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	0.0	1.0
50840	23.0	11.0
100874479	0.0	1.0
100874478	0.0	0.0
100874477	0.0	0.0
50846	19.0	8.0
100499183	49.0	48.0
50848	6784.0	5064.0
2601	10.0	11.0
100499177	1398.0	755.0
102465141	1.0	0.0
50853	848.0	91.0
2609	0.0	3.0
102465140	0.0	0.0
50852	10.0	26.0
50855	298.0	84.0
50854	4675.0	1851.0
100499171	6.0	0.0
50856	114.0	67.0
50859	57.0	1.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	0.0	0.0
100874492	0.0	0.0
100874491	1.0	1.0
100874498	0.0	0.0
646600	0.0	0.0
100874497	0.0	0.0
100874495	0.0	0.0
100874490	0.0	0.0
223117	167.0	371.0
2613	8.0	4.0
2611	0.0	11.0
50862	2646.0	1062.0
50861	3621.0	818.0
2619	2237.0	1757.0
50863	190.0	1233.0
100874499	0.0	0.0
2618	3379.0	1809.0
50865	2917.0	1112.0
2617	4314.0	2887.0
2616	86.0	169.0
2615	1079.0	2441.0
406940	2.0	0.0
406942	0.0	0.0
646612	21.0	19.0
406941	0.0	0.0
406944	0.0	0.0
406943	0.0	0.0
100996876	0.0	0.0
2625	12129.0	10570.0
2624	340.0	434.0
2623	3.0	0.0
2622	1388.0	402.0
2621	6223.0	2965.0
2620	128.0	2.0
406935	13.0	0.0
406934	0.0	0.0
646603	1.0	5.0
406937	0.0	0.0
406936	0.0	0.0
2629	2189.0	977.0
406939	0.0	0.0
646609	0.0	6.0
2628	1261.0	5663.0
406938	0.0	0.0
2627	558.0	152.0
2626	0.0	0.0
406931	0.0	0.0
406930	0.0	0.0
406933	0.0	0.0
406932	0.0	0.0
646620	2.0	1.0
2636	0.0	0.0
2635	1252.0	1070.0
2634	9905.0	4136.0
2633	1611.0	3592.0
2632	1276.0	969.0
2631	3363.0	1446.0
2630	91.0	27.0
406924	0.0	0.0
406923	0.0	0.0
406926	0.0	0.0
646614	0.0	0.0
406925	2.0	0.0
406928	0.0	0.0
2639	1773.0	397.0
406927	0.0	0.0
646619	0.0	0.0
2638	0.0	0.0
2637	1.0	4.0
406929	0.0	0.0
646630	0.0	1.0
406920	0.0	0.0
406922	0.0	0.0
406921	0.0	0.0
2650	1556.0	1117.0
2647	1135.0	522.0
2646	2.0	4.0
2645	31.0	11.0
2644	181.0	210.0
2643	370.0	460.0
2642	4.0	0.0
2641	0.0	0.0
406913	2.0	0.0
646627	6.0	0.0
406912	0.0	0.0
646625	0.0	1.0
406915	0.0	0.0
406914	0.0	0.0
406917	0.0	0.0
406916	0.0	0.0
2649	176.0	16.0
406919	0.0	0.0
2648	2504.0	434.0
406918	0.0	0.0
646641	0.0	0.0
646640	0.0	0.0
646643	0.0	0.0
406911	0.0	3.0
406910	0.0	0.0
2661	68.0	17.0
2660	18.0	0.0
2658	0.0	0.0
2657	0.0	0.0
406909	0.0	0.0
2653	309.0	81.0
2652	0.0	0.0
2651	1489.0	491.0
406902	0.0	0.0
406901	0.0	0.0
406904	0.0	0.0
406903	2.0	0.0
406906	0.0	0.0
406905	0.0	0.0
406908	0.0	0.0
406907	0.0	0.0
100874520	0.0	0.0
100130733	21.0	12.0
2672	73.0	11.0
106144578	0.0	0.0
2671	1179.0	725.0
2670	860.0	1.0
106144575	0.0	2.0
2669	1475.0	655.0
2668	1.0	46.0
2667	0.0	1.0
100874529	0.0	0.0
2665	15809.0	10714.0
2664	6692.0	4509.0
2662	180.0	12.0
100874524	2.0	0.0
100874523	0.0	0.0
100129743	0.0	0.0
100874522	5.0	0.0
100874528	0.0	0.0
100129738	0.0	0.0
100129739	5.0	0.0
100129736	0.0	0.0
100130721	0.0	0.0
2683	11731.0	7344.0
106144568	0.0	0.0
2681	1034.0	256.0
2679	4.0	0.0
2678	2854.0	597.0
100874519	0.0	0.0
2677	2497.0	1134.0
100874518	0.0	0.0
2676	25.0	52.0
2675	124.0	6.0
2674	2282.0	4650.0
2673	4101.0	2539.0
101056700	2.0	0.0
100874512	0.0	0.0
100874511	0.0	1.0
100129731	0.0	0.0
100874510	0.0	0.0
100874517	0.0	0.0
100130719	0.0	0.0
100874516	0.0	0.0
100130718	1.0	1.0
100874515	2.0	0.0
100130717	18.0	1.0
100874514	0.0	0.0
100129727	5.0	8.0
100129726	8.0	5.0
100129723	0.0	0.0
100129722	9.0	0.0
2694	2.0	0.0
2693	0.0	0.0
2692	1.0	0.0
2691	6.0	11.0
2690	1074.0	437.0
2689	0.0	0.0
2688	1.0	0.0
2687	2878.0	1515.0
2686	1665.0	126.0
100130708	0.0	0.0
100129716	34.0	5.0
106144540	1.0	0.0
100874531	0.0	0.0
100874530	0.0	0.0
100130700	0.0	0.0
100129714	0.0	0.0
106144541	2.0	0.0
106144542	0.0	0.0
106144543	0.0	0.0
106144544	0.0	0.0
2698	0.0	0.0
106144538	10.0	0.0
2697	4895.0	7742.0
106144539	0.0	0.0
2696	98.0	5.0
2695	0.0	0.0
100129706	0.0	2.0
100129708	0.0	0.0
284131	1084.0	260.0
115509	1117.0	386.0
259197	9.0	0.0
284129	1254.0	293.0
284123	0.0	0.0
106144592	0.0	0.0
106144593	17.0	0.0
106144595	0.0	0.0
286749	1.0	1.0
106144598	1.0	0.0
106144599	0.0	0.0
284119	27378.0	9142.0
284116	5.0	0.0
284114	786.0	189.0
284111	56.0	2.0
284110	20.0	24.0
259173	689.0	133.0
106144584	2.0	0.0
286753	913.0	22.0
106144585	0.0	0.0
106144586	1.0	2.0
284106	1396.0	460.0
284100	4.0	0.0
284184	830.0	183.0
127544	1763.0	1052.0
23443	1324.0	2506.0
115557	1364.0	404.0
127540	0.0	0.0
23446	6298.0	4819.0
115560	261.0	96.0
23440	0.0	3.0
127534	5.0	0.0
139538	0.0	0.0
23452	2410.0	4340.0
441459	3.0	3.0
441457	13.0	3.0
23456	636.0	344.0
115548	1043.0	919.0
23457	694.0	398.0
441452	1.0	0.0
441461	51.0	4.0
152503	2890.0	1205.0
23450	9196.0	3412.0
23451	12136.0	8398.0
139542	0.0	0.0
284167	4.0	2.0
23428	6029.0	3025.0
284161	141.0	73.0
23429	2929.0	1547.0
100130799	1.0	0.0
23420	2915.0	2097.0
23421	617.0	233.0
23423	8409.0	3756.0
23424	764.0	747.0
23426	491.0	478.0
152519	302.0	11.0
152518	505.0	377.0
441490	0.0	0.0
23438	1902.0	1190.0
23439	0.0	0.0
100130786	1.0	2.0
23430	84.0	96.0
100130785	0.0	0.0
23431	581.0	331.0
23432	879.0	307.0
23433	2271.0	1715.0
441478	385.0	106.0
23434	0.0	0.0
23435	5528.0	3211.0
441476	17.0	1.0
23436	0.0	0.0
441484	2.0	1.0
441481	16.0	10.0
140545	93.0	62.0
100129795	2.0	2.0
139562	0.0	0.0
100129792	146.0	39.0
100129794	122.0	29.0
100129793	0.0	0.0
23405	2298.0	1085.0
23406	4786.0	2826.0
23408	886.0	319.0
23409	75.0	33.0
100130776	1060.0	345.0
100130775	2.0	1.0
441425	0.0	0.0
23400	4564.0	1459.0
100130771	4.0	1.0
23401	947.0	856.0
23403	1818.0	445.0
441420	0.0	2.0
23404	997.0	611.0
127579	82.0	14.0
100129784	1.0	1.0
100129781	25.0	24.0
100129782	0.0	0.0
23416	110.0	17.0
23417	748.0	198.0
23418	14.0	0.0
100129777	0.0	0.0
441416	2.0	0.0
23410	2005.0	384.0
23411	1211.0	1111.0
23412	1163.0	1530.0
23413	1484.0	851.0
441410	0.0	0.0
23414	116.0	392.0
23415	7.0	0.0
100129772	1.0	0.0
100130758	17.0	7.0
100130756	0.0	0.0
100129769	0.0	0.0
441442	0.0	0.0
100874509	0.0	0.0
100874508	0.0	0.0
100874507	0.0	0.0
115584	52.0	21.0
379024	0.0	0.0
379025	1708.0	543.0
100874502	0.0	0.0
100874501	0.0	0.0
100874500	0.0	0.0
100874506	0.0	0.0
100874505	0.0	0.0
100129761	0.0	0.0
100874504	0.0	0.0
100874503	0.0	0.0
284196	7.0	0.0
284194	6.0	4.0
139516	0.0	0.0
100129755	2.0	0.0
100130742	11.0	7.0
379005	0.0	0.0
379006	0.0	0.0
379008	0.0	0.0
379009	0.0	0.0
127550	1.0	0.0
441432	0.0	0.0
441430	0.0	0.0
115572	866.0	19.0
379011	0.0	0.0
379012	0.0	0.0
379013	0.0	0.0
284186	38.0	26.0
284185	18.0	45.0
646531	24.0	19.0
100463285	0.0	1.0
84328	912.0	463.0
84327	1045.0	214.0
84329	280.0	100.0
84324	90.0	43.0
84326	1945.0	1097.0
84320	1929.0	1208.0
100500797	0.0	0.0
646527	18.0	9.0
100500798	0.0	0.0
646526	0.0	0.0
100463289	1.0	0.0
84322	0.0	3.0
84321	312.0	212.0
100499227	17.0	7.0
343071	0.0	0.0
100996944	0.0	0.0
343070	0.0	0.0
100996941	0.0	0.0
127495	22.0	5.0
84309	1840.0	992.0
84317	2466.0	963.0
84316	2209.0	897.0
84319	1076.0	713.0
84318	365.0	184.0
84313	2687.0	1133.0
84312	369.0	183.0
84315	756.0	158.0
84314	513.0	219.0
646538	3.0	2.0
343069	0.0	1.0
84311	2576.0	793.0
84310	3798.0	2030.0
343068	0.0	0.0
343066	1.0	0.0
100996939	115.0	92.0
23386	6912.0	2821.0
23387	2887.0	622.0
23389	4199.0	2413.0
441400	3.0	6.0
100996930	5.0	1.0
201853	270.0	449.0
23380	954.0	767.0
23381	5531.0	1135.0
23382	1427.0	584.0
23383	3354.0	1279.0
23384	2782.0	993.0
23385	6367.0	3888.0
106866914	0.0	0.0
84342	1441.0	251.0
106866913	4.0	0.0
84343	907.0	742.0
60370	502.0	214.0
84340	1119.0	551.0
106866915	0.0	0.0
646567	0.0	1.0
100996928	1.0	3.0
23397	214.0	574.0
23398	979.0	396.0
23399	5440.0	1855.0
23390	897.0	549.0
23392	7804.0	4578.0
84335	3547.0	1277.0
23394	6784.0	4296.0
84334	861.0	628.0
23395	1312.0	497.0
84337	3356.0	1508.0
84336	3358.0	372.0
23396	3646.0	1482.0
60386	259.0	145.0
84331	978.0	422.0
60385	16.0	6.0
84330	746.0	172.0
84333	1674.0	1970.0
84332	31.0	1.0
152485	1319.0	894.0
646575	0.0	0.0
646572	11.0	8.0
343045	0.0	0.0
646577	0.0	0.0
646576	29.0	14.0
23365	7073.0	3831.0
23366	429.0	194.0
23367	7863.0	3156.0
23368	2109.0	534.0
23369	5730.0	4494.0
23360	2130.0	665.0
23361	3093.0	1093.0
140432	1.0	0.0
23362	1394.0	3993.0
23363	4976.0	1122.0
84364	6938.0	3070.0
84366	0.0	5.0
84365	2222.0	1332.0
343035	1.0	0.0
139452	1.0	1.0
646583	0.0	3.0
23376	1349.0	1553.0
23378	969.0	296.0
23379	2224.0	1283.0
646581	4.0	0.0
23370	258.0	102.0
23371	5173.0	784.0
23373	1665.0	326.0
100499261	0.0	0.0
646597	0.0	0.0
646595	21.0	0.0
100499258	0.0	0.0
23344	10897.0	3820.0
23345	2008.0	1195.0
201895	7154.0	7485.0
23347	1607.0	1435.0
646592	0.0	0.0
23348	2647.0	1567.0
23349	56.0	2.0
140453	0.0	0.0
23341	1352.0	1412.0
140456	0.0	0.0
140458	1.0	0.0
100499252	1.0	0.0
140459	1834.0	536.0
100499251	1.0	0.0
23353	4820.0	1563.0
23354	941.0	280.0
23355	1424.0	692.0
23357	1595.0	248.0
23358	2377.0	967.0
23359	19.0	96.0
140460	815.0	507.0
140461	1433.0	786.0
140462	178.0	46.0
23350	3258.0	2418.0
140464	0.0	0.0
23351	3036.0	1220.0
140465	2155.0	593.0
23352	6939.0	2629.0
140467	3389.0	902.0
140468	0.0	0.0
140469	22.0	2.0
84376	1433.0	1020.0
2702	324.0	346.0
2701	651.0	154.0
2700	5.0	13.0
2709	61.0	26.0
2707	126.0	30.0
2706	133.0	3729.0
2705	347.0	26.0
2703	0.0	0.0
345651	11.0	2.0
2712	0.0	0.0
106866981	0.0	0.0
2710	254.0	149.0
106866980	0.0	0.0
2719	1632.0	440.0
2717	3446.0	1286.0
50964	3.0	0.0
345643	24.0	14.0
345645	0.0	0.0
286826	232.0	255.0
286827	183.0	487.0
286828	0.0	0.0
59307	2094.0	762.0
2720	3985.0	2260.0
2729	1502.0	1152.0
100500737	1.0	0.0
345630	264.0	57.0
2735	72.0	30.0
2734	11546.0	5080.0
2733	2262.0	1869.0
2732	0.0	0.0
2731	31.0	13.0
2730	1169.0	646.0
2739	7571.0	9768.0
2738	541.0	196.0
2737	2474.0	944.0
2736	322.0	113.0
106144534	0.0	0.0
106144535	0.0	0.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	2.0	0.0
106144531	0.0	0.0
106144532	12.0	5.0
106144533	0.0	0.0
2746	8754.0	5365.0
2745	738.0	466.0
2744	1929.0	1575.0
2743	287.0	120.0
60314	2800.0	1036.0
2742	0.0	0.0
60313	6329.0	2289.0
106144527	0.0	0.0
2741	0.0	0.0
259217	332.0	228.0
60312	2929.0	1799.0
106144528	2.0	0.0
2740	46.0	3.0
106144529	0.0	0.0
259215	0.0	0.0
2749	49.0	28.0
345611	1.0	4.0
50999	2013.0	1106.0
2747	79.0	25.0
259236	20.0	3.0
2760	4415.0	2485.0
106144524	3.0	0.0
259234	0.0	0.0
106144526	1.0	3.0
259232	349.0	64.0
259230	1312.0	1550.0
59339	1440.0	899.0
59338	1210.0	850.0
59335	7.0	6.0
2752	33256.0	28627.0
59336	2.0	5.0
2750	0.0	0.0
2771	17413.0	8701.0
59342	9225.0	2595.0
59341	550.0	208.0
2770	710.0	340.0
59344	41.0	22.0
59343	1869.0	906.0
59340	1.0	0.0
84306	266.0	150.0
2768	3841.0	1642.0
2767	7255.0	1858.0
59349	1962.0	1083.0
84305	1678.0	683.0
2766	487.0	463.0
2765	1.0	0.0
84307	1413.0	407.0
84302	266.0	79.0
2764	2287.0	3048.0
59345	989.0	1668.0
84301	2612.0	2682.0
2762	2465.0	1078.0
84304	1540.0	535.0
59348	668.0	430.0
84303	901.0	282.0
59347	0.0	2.0
2761	0.0	0.0
84300	1591.0	624.0
646508	0.0	0.0
2769	1077.0	428.0
646507	0.0	0.0
646520	2.0	0.0
2782	18976.0	31225.0
59353	41.0	18.0
2781	413.0	151.0
59352	2530.0	76.0
2780	0.0	0.0
59351	0.0	0.0
59350	1.0	0.0
2779	0.0	0.0
2778	70473.0	27531.0
2777	18.0	22.0
2776	3862.0	3350.0
2775	169.0	15.0
2774	865.0	86.0
2773	5035.0	5139.0
60343	2151.0	577.0
2772	0.0	0.0
100129627	0.0	0.0
100130613	0.0	0.0
105370308	0.0	0.0
2793	58.0	42.0
100379584	0.0	0.0
2792	0.0	0.0
2791	2862.0	808.0
2790	373.0	330.0
105369316	1.0	0.0
2789	1.0	0.0
2788	3049.0	170.0
2787	3406.0	4247.0
2786	48.0	23.0
441194	239.0	117.0
2785	6.0	0.0
2784	34.0	3.0
2783	13346.0	6232.0
441191	622.0	246.0
