id	b504f2d6-3354-4b56-9238-bf58fcf4185a	6c60605b-a647-481e-976d-f2945740faf8
123803	1542.0	3071.0
8596	0.0	2.0
101928781	16.0	17.0
8594	0.0	0.0
8595	0.0	0.0
101928784	4.0	32.0
8590	0.0	0.0
8591	0.0	0.0
100132066	0.0	7.0
100421113	0.0	0.0
100421114	2.0	0.0
101928790	0.0	0.0
101928795	0.0	0.0
253190	255.0	134.0
100132073	2.0	0.0
100132074	131.0	93.0
100132079	3.0	1.0
554313	0.0	0.0
100421123	0.0	0.0
100856811	1.0	0.0
375513	15.0	27.0
100421125	0.0	0.0
91133	411.0	450.0
100421129	2.0	3.0
91137	2739.0	5843.0
101928720	0.0	5.0
375519	3.0	4.0
100856810	0.0	0.0
100421136	5.0	11.0
100421137	0.0	0.0
101928734	0.0	1.0
91120	146.0	1141.0
101928736	48.0	82.0
147837	139.0	575.0
100421131	1.0	23.0
100421133	0.0	0.0
91156	67.0	77.0
100421146	0.0	0.0
160824	0.0	2.0
100421148	0.0	0.0
101928744	1.0	7.0
91151	151.0	664.0
147841	36.0	1438.0
100421143	0.0	0.0
91149	4.0	3.0
101928752	0.0	0.0
91147	690.0	1759.0
387509	834.0	1523.0
100421153	0.0	0.0
100421167	0.0	15.0
91179	535.0	691.0
100506574	0.0	0.0
399520	35.0	13.0
100421178	0.0	1.0
100506564	1.0	3.0
121227	3643.0	2325.0
387521	1503.0	3313.0
387522	3.0	3.0
100421172	7.0	14.0
100421175	0.0	1.0
100421177	0.0	0.0
100506599	57.0	282.0
100856877	0.0	0.0
100421189	0.0	0.0
100856878	0.0	3.0
121214	2.0	2.0
387559	0.0	0.0
123876	2.0	0.0
123872	72.0	178.0
100421180	0.0	0.0
147808	270.0	855.0
100421185	0.0	0.0
147804	117.0	635.0
123879	2343.0	1716.0
147807	410.0	856.0
100421188	0.0	0.0
375567	5.0	3.0
399512	485.0	1129.0
399511	37.0	282.0
91181	4.0	21.0
448990	1.0	8.0
101928715	1.0	2.0
100506581	15.0	73.0
100856881	0.0	0.0
100506775	9.0	27.0
100506779	28.0	104.0
160762	3.0	4.0
93953	44.0	217.0
104326057	0.0	0.0
399687	3064.0	5424.0
104326058	0.0	1.0
100506776	44.0	492.0
348094	331.0	490.0
160760	2504.0	4477.0
348093	1236.0	384.0
387695	0.0	0.0
104326055	3.0	13.0
93948	4.0	7.0
399693	0.0	5.0
104326053	0.0	0.0
399694	314.0	77.0
104326054	2.0	0.0
104326051	0.0	0.0
104326052	2.0	51.0
133150	0.0	0.0
399697	0.0	1.0
100506765	0.0	0.0
387694	4.0	26.0
102724706	0.0	0.0
54361	341.0	674.0
54360	412.0	146.0
54363	1.0	0.0
387684	0.0	2.0
147798	1778.0	7977.0
159770	0.0	1.0
100506769	0.0	0.0
93973	1234.0	3843.0
399668	622.0	101.0
100506795	128.0	88.0
399669	86.0	258.0
399664	763.0	1011.0
399666	0.0	0.0
93974	1536.0	6388.0
399665	6007.0	11108.0
100506791	0.0	1.0
81993	0.0	178.0
399671	42.0	53.0
399670	2.0	0.0
160777	0.0	1416.0
91300	2351.0	4153.0
100506783	68.0	103.0
91304	2605.0	3063.0
100506787	0.0	1.0
100293948	0.0	2.0
204219	17.0	4.0
121130	0.0	0.0
145165	2.0	54.0
54386	4637.0	7672.0
123787	0.0	1.0
652670	0.0	0.0
121129	0.0	0.0
100506733	1.0	0.0
147746	22.0	16.0
255812	207.0	548.0
147741	3.0	3.0
147744	1.0	4.0
100506737	23.0	7.0
100506736	70.0	756.0
160728	6.0	3.0
100506724	0.0	0.0
100506723	3.0	33.0
93986	349.0	777.0
100506721	0.0	1.0
100913183	2.0	2.0
100913182	2.0	1.0
91319	211.0	1123.0
93979	6.0	7.0
91316	28.0	101.0
133121	44.0	49.0
93978	2.0	37.0
100506753	90.0	108.0
91355	83.0	905.0
91353	2.0	4.0
100506757	9.0	9.0
100506755	240.0	110.0
91351	859.0	5009.0
100506759	0.0	0.0
107080641	0.0	0.0
100506742	44.0	110.0
348021	0.0	3.0
107080653	0.0	0.0
255809	63.0	141.0
100506749	7.0	18.0
107080654	0.0	3.0
107080655	0.0	0.0
107080652	0.0	1.0
348013	557.0	661.0
338692	979.0	2972.0
338699	816.0	1742.0
107080628	0.0	0.0
107080629	0.0	4.0
56931	476.0	859.0
723779	0.0	0.0
723778	0.0	0.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	0.0	0.0
56937	5450.0	18481.0
196792	18.0	100.0
107080620	0.0	16.0
56938	312.0	7036.0
107080621	1.0	0.0
107080622	0.0	0.0
107080623	0.0	0.0
56934	3.0	2.0
56935	405.0	976.0
56936	10.0	4.0
56940	2382.0	3914.0
107080639	1.0	8.0
56941	2339.0	4508.0
56942	591.0	1986.0
56943	1894.0	5738.0
107080636	3.0	4.0
107080637	0.0	3.0
56948	238.0	376.0
56949	2216.0	5803.0
107080632	1.0	0.0
56944	5270.0	8148.0
56945	1334.0	3579.0
56946	1782.0	3954.0
56947	2484.0	6405.0
107080630	0.0	9.0
100506713	119.0	305.0
100506712	1.0	1.0
100506710	3123.0	12108.0
338674	0.0	0.0
338675	0.0	0.0
56951	4050.0	11457.0
56952	233.0	519.0
56953	107.0	115.0
102724774	1.0	0.0
56954	1592.0	4572.0
56950	1446.0	4245.0
100506715	0.0	2.0
100506714	208.0	501.0
56955	2.0	5.0
56956	2.0	2.0
56957	2675.0	9147.0
8600	8.0	152.0
8601	18.0	28.0
723790	0.0	1.0
338661	0.0	0.0
338662	0.0	1.0
338657	232.0	956.0
56963	2044.0	601.0
56964	60.0	199.0
56965	1645.0	4221.0
56961	1.0	10.0
56967	1749.0	881.0
56969	14.0	10.0
8611	4998.0	8339.0
8612	1679.0	677.0
81926	869.0	1097.0
145173	696.0	1745.0
81928	368.0	1500.0
338651	44.0	65.0
81929	1613.0	4699.0
338653	8.0	0.0
81930	85.0	2177.0
56975	2436.0	3455.0
81931	205.0	2022.0
81932	911.0	1780.0
56970	2526.0	5241.0
56971	97.0	147.0
8604	1607.0	2859.0
8605	590.0	1914.0
8602	1697.0	5929.0
8603	1859.0	4007.0
8608	17.0	222.0
56977	621.0	810.0
8609	3066.0	5488.0
56978	193.0	294.0
56979	0.0	1.0
8607	1285.0	3134.0
8622	1399.0	1001.0
8623	1730.0	2039.0
8620	0.0	0.0
8621	3164.0	8832.0
338645	247.0	518.0
56984	2508.0	6366.0
56985	409.0	790.0
56986	1680.0	3350.0
338637	0.0	0.0
56987	6009.0	14400.0
102724742	0.0	0.0
56980	624.0	1620.0
56981	956.0	635.0
56983	1034.0	6424.0
8615	4792.0	14765.0
54329	87.0	247.0
54328	139.0	187.0
8613	13017.0	10167.0
8614	17582.0	18315.0
8618	15.0	156.0
8630	64.0	252.0
8633	1342.0	471.0
8634	1172.0	5128.0
8631	279.0	1610.0
8632	59.0	186.0
56990	3644.0	12241.0
169166	26.0	59.0
554175	0.0	0.0
54332	690.0	1124.0
56995	2299.0	8040.0
255877	2259.0	3657.0
664616	0.0	0.0
56996	1217.0	1972.0
54331	2278.0	5513.0
56997	4200.0	6854.0
664614	0.0	0.0
56998	2457.0	2956.0
664613	0.0	0.0
664612	0.0	0.0
56992	34.0	2115.0
56993	2364.0	5457.0
56994	5895.0	10112.0
8626	4702.0	198.0
8624	679.0	1601.0
8625	1112.0	2435.0
56999	1543.0	3479.0
664617	0.0	0.0
8629	590.0	1454.0
8641	85.0	147.0
8644	2910.0	2896.0
8645	228.0	385.0
8642	3154.0	4758.0
8643	403.0	474.0
652624	3.0	16.0
196743	240.0	484.0
54346	0.0	7.0
54345	1175.0	778.0
54344	531.0	748.0
8637	238.0	172.0
8638	192.0	3020.0
8635	1070.0	5137.0
8636	1047.0	1836.0
8639	18413.0	14637.0
196740	2604.0	4020.0
8651	117.0	161.0
8650	3808.0	8680.0
8655	6028.0	20769.0
101928685	1.0	6.0
8653	2.0	3.0
8654	4537.0	4115.0
101928684	0.0	0.0
101928689	7.0	6.0
101928687	0.0	15.0
8648	5369.0	8183.0
8649	2209.0	4342.0
8646	616.0	2799.0
8647	28.0	21.0
8662	6141.0	18506.0
8663	243.0	774.0
6001	1074.0	6490.0
8660	5947.0	4941.0
8661	11079.0	30429.0
6000	4.0	23.0
6003	12.0	108.0
8666	4956.0	10434.0
8667	10649.0	42239.0
6002	1613.0	2770.0
8664	10773.0	20377.0
6005	5.0	1.0
6004	8958.0	4207.0
8665	8215.0	17496.0
101928698	11.0	9.0
8659	1541.0	1259.0
8658	2988.0	9161.0
8673	2519.0	10019.0
6010	1.0	3.0
8674	1588.0	3656.0
8671	635.0	305.0
8672	4028.0	13624.0
6011	1.0	0.0
8677	1030.0	2810.0
6014	0.0	1.0
6013	9.0	70.0
8678	2737.0	5949.0
8675	2835.0	6317.0
6016	1596.0	4346.0
8676	629.0	637.0
6015	1778.0	2587.0
253260	2729.0	10361.0
338707	242.0	537.0
6007	33.0	103.0
6006	17.0	74.0
8668	7142.0	17116.0
6009	2625.0	6566.0
8669	2903.0	11788.0
6008	3.0	1.0
8685	292.0	122.0
8682	15200.0	31315.0
6023	0.0	0.0
8683	1872.0	5683.0
8688	4.0	3.0
8689	1.0	5.0
8686	3.0	13.0
8687	1.0	0.0
253272	4.0	9.0
8681	81.0	249.0
253264	5.0	19.0
6018	1880.0	4904.0
6017	1.0	3.0
6019	22.0	137.0
6031	1.0	10.0
6034	1.0	1.0
8693	33.0	60.0
8694	1933.0	4572.0
6033	0.0	0.0
6036	24.0	103.0
6035	17644.0	23716.0
8697	1830.0	5230.0
6038	373.0	301.0
8698	77.0	320.0
6037	2.0	3.0
101928646	0.0	8.0
554234	1.0	1.0
8692	3040.0	3520.0
6030	2.0	6.0
8690	868.0	1513.0
554225	7.0	24.0
554226	1.0	1.0
6029	0.0	0.0
170082	201.0	757.0
6043	0.0	0.0
6045	1453.0	7753.0
6044	0.0	0.0
6047	3098.0	9488.0
6046	12169.0	28572.0
6049	2161.0	5934.0
100421217	0.0	0.0
6048	1658.0	3575.0
100421219	0.0	0.0
101928656	2.0	0.0
6041	1209.0	3672.0
554213	0.0	0.0
554214	0.0	0.0
56904	2913.0	3852.0
56905	2111.0	2597.0
6039	482.0	3697.0
56906	158.0	422.0
56907	1172.0	3107.0
56900	3180.0	7241.0
56901	1090.0	983.0
56902	875.0	2845.0
56903	0.0	2.0
100421222	0.0	0.0
375612	0.0	1.0
375611	15.0	40.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	3122.0	9246.0
554210	1.0	6.0
100528062	271.0	393.0
554212	0.0	0.0
6050	6608.0	7034.0
100528064	1.0	1.0
375616	103.0	78.0
6051	3281.0	13716.0
56910	6225.0	17676.0
554202	13.0	3.0
554203	870.0	2275.0
56915	430.0	1172.0
56916	2158.0	6496.0
56917	744.0	2231.0
56918	1.0	1.0
56911	548.0	682.0
56912	1679.0	2772.0
56913	1790.0	5430.0
100421220	0.0	0.0
56914	2.0	10.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1153.0	2921.0
6069	0.0	0.0
375607	0.0	0.0
554201	0.0	0.0
6060	0.0	1.0
56920	6547.0	5471.0
56926	1748.0	3641.0
56927	2987.0	4646.0
56928	1138.0	1751.0
56929	2922.0	6684.0
56922	1613.0	4114.0
56923	3.0	6.0
56924	20.0	18.0
56925	1081.0	2378.0
100421232	0.0	0.0
6076	0.0	0.0
100421245	0.0	1.0
6075	0.0	0.0
6078	0.0	1.0
6079	0.0	0.0
101928601	5.0	11.0
6070	1.0	2.0
91252	1989.0	2346.0
6071	1.0	0.0
6074	0.0	0.0
101928603	0.0	0.0
101928604	0.0	0.0
101928607	8.0	19.0
387612	0.0	0.0
147700	218.0	117.0
387615	0.0	0.0
6086	0.0	1.0
6089	0.0	2.0
101928611	0.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	1.0	1.0
123722	2.0	8.0
387601	1.0	32.0
123720	940.0	1841.0
147710	0.0	3.0
147711	4.0	47.0
147719	0.0	0.0
6098	1.0	6659.0
6097	1128.0	2131.0
6092	194.0	886.0
6091	2370.0	9172.0
6094	165.0	219.0
100528020	0.0	0.0
6093	6838.0	12895.0
100528021	0.0	4.0
6096	150.0	143.0
6095	1451.0	4861.0
91272	1842.0	4653.0
147727	1559.0	2260.0
387638	2.0	0.0
100528030	10.0	17.0
101928638	0.0	0.0
100528032	8.0	37.0
100421271	0.0	1.0
100506697	19.0	9.0
100506696	76.0	172.0
91298	782.0	2079.0
100528007	0.0	0.0
123775	171.0	208.0
91289	2799.0	2936.0
399656	0.0	3.0
100506686	430.0	658.0
100506685	3.0	21.0
100528016	0.0	3.0
100528017	984.0	342.0
100528018	0.0	0.0
100528019	6.0	3.0
100506681	0.0	1.0
91283	594.0	1396.0
100506680	14.0	2.0
387646	220.0	363.0
387647	0.0	0.0
387644	4.0	93.0
387640	75.0	111.0
100421295	11.0	69.0
387680	2184.0	4883.0
375686	1.0	14.0
123745	0.0	9.0
100506898	22.0	47.0
100506897	0.0	1.0
390992	0.0	0.0
54471	1933.0	4565.0
54470	422.0	1538.0
390996	0.0	4.0
390999	0.0	1.0
54475	631.0	872.0
387338	1175.0	2980.0
54474	0.0	0.0
54472	2886.0	2983.0
389997	0.0	1.0
54478	19.0	321.0
54477	1959.0	4631.0
387332	0.0	2.0
54476	3195.0	5097.0
91404	4558.0	10904.0
91405	8.0	53.0
91408	2471.0	9051.0
91409	135.0	1226.0
375346	153.0	250.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	71.0	170.0
389990	0.0	2.0
102724827	97.0	206.0
54482	508.0	1513.0
102724820	4.0	18.0
100506881	107.0	201.0
54480	2418.0	4304.0
387328	2.0	4.0
387325	3.0	49.0
145497	0.0	11.0
400866	0.0	0.0
387323	0.0	7.0
387321	0.0	2.0
54487	1309.0	3409.0
387322	0.0	0.0
375350	0.0	3.0
723809	13.0	11.0
338391	1.0	3.0
91433	248.0	600.0
338396	0.0	1.0
387363	0.0	0.0
387364	0.0	0.0
338398	1.0	5.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	4003.0	7381.0
54491	548.0	4736.0
54490	70.0	18.0
54497	2646.0	6054.0
54496	943.0	2007.0
448835	0.0	0.0
54495	3060.0	8817.0
448834	0.0	0.0
387359	0.0	0.0
387357	96.0	1353.0
54499	4257.0	17011.0
121498	0.0	0.0
54498	278.0	343.0
170463	1114.0	2011.0
157489	219.0	260.0
338382	719.0	1197.0
390980	169.0	774.0
338388	0.0	0.0
448831	0.0	1.0
400841	9.0	11.0
91419	375.0	942.0
91452	1800.0	6945.0
338376	5.0	2.0
145447	37.0	931.0
100313532	3.0	2.0
91442	114.0	611.0
375387	629.0	1399.0
91445	2371.0	3509.0
107080554	0.0	0.0
133482	2.0	0.0
100506874	86.0	33.0
100506872	0.0	1.0
169436	53.0	58.0
170425	0.0	0.0
133491	0.0	2.0
91464	0.0	3.0
100506866	259.0	805.0
400892	8.0	1.0
400891	2.0	0.0
91461	1822.0	1326.0
145483	723.0	1203.0
145482	468.0	712.0
338339	0.0	32.0
100506810	58.0	126.0
338328	2328.0	650.0
100506815	1.0	10.0
326337	0.0	0.0
326339	0.0	0.0
338321	1.0	12.0
338322	3.0	4.0
338323	5.0	3.0
338324	0.0	8.0
341965	0.0	2.0
326341	0.0	0.0
326340	0.0	1.0
326343	12.0	35.0
326342	1.0	72.0
54407	17192.0	27141.0
8710	16.0	244.0
100506834	161.0	86.0
8711	689.0	1229.0
54413	203.0	239.0
8703	1890.0	5556.0
101410540	0.0	0.0
8704	1631.0	3143.0
101410541	0.0	1.0
8701	23.0	60.0
101410542	0.0	0.0
54414	2313.0	3221.0
8702	838.0	3490.0
100506835	67.0	88.0
101410543	3.0	29.0
8707	33.0	90.0
101410544	0.0	12.0
8708	112.0	48.0
101410545	0.0	1.0
101410546	0.0	0.0
8705	459.0	615.0
8706	1027.0	2742.0
326315	1.0	4.0
326317	0.0	0.0
8721	4844.0	10012.0
8722	6947.0	11557.0
8720	10742.0	14337.0
101410537	1.0	3.0
101410538	1825.0	3760.0
341947	0.0	5.0
8714	1865.0	1100.0
8715	16.0	19.0
100506826	18.0	22.0
8712	0.0	0.0
8718	175.0	710.0
101410533	21.0	29.0
101410534	0.0	0.0
326325	0.0	0.0
101410535	37.0	113.0
8717	606.0	922.0
54429	3.0	46.0
101410536	0.0	3.0
326307	293.0	931.0
8732	1050.0	4235.0
8733	4096.0	6886.0
8731	2378.0	5288.0
54431	6160.0	25497.0
400836	0.0	5.0
170487	41.0	91.0
54435	42.0	46.0
54434	3124.0	7725.0
400831	20.0	50.0
54433	657.0	1743.0
400830	210.0	39.0
54432	2021.0	4681.0
54439	1488.0	4180.0
8725	3512.0	13913.0
8726	763.0	2490.0
54438	2099.0	2598.0
54437	67.0	232.0
8723	1906.0	4199.0
326310	74.0	404.0
8724	7453.0	23808.0
54436	429.0	1214.0
8729	4521.0	11217.0
100337589	0.0	1.0
170485	0.0	4.0
8727	2492.0	3051.0
8728	556.0	3305.0
170482	5.0	20.0
8740	58.0	607.0
8743	11551.0	20395.0
8744	320.0	66.0
8741	462.0	850.0
8742	2279.0	1955.0
102724868	0.0	0.0
102724866	1.0	5.0
54442	1083.0	3569.0
54441	9.0	11.0
54440	434.0	4481.0
400823	30.0	150.0
102724862	0.0	0.0
54443	142.0	6767.0
8736	2303.0	636.0
8737	2347.0	5468.0
8735	7.0	15.0
326300	1.0	22.0
8738	365.0	506.0
8739	49.0	70.0
8751	8031.0	21770.0
8754	5078.0	21594.0
8755	0.0	1.0
102724853	0.0	12.0
54453	5059.0	10678.0
255512	36.0	40.0
54457	6.0	39.0
54456	25.0	28.0
554049	0.0	20.0
54455	1676.0	3293.0
54454	730.0	3113.0
8747	9.0	57.0
8748	4.0	7.0
8745	334.0	597.0
54458	2909.0	13929.0
400818	353.0	1899.0
8749	0.0	1.0
8761	5048.0	14163.0
6100	198.0	975.0
8760	6514.0	7120.0
6102	1236.0	3556.0
8766	9889.0	32052.0
6101	14.0	155.0
8763	22411.0	85153.0
6103	951.0	1776.0
8764	1697.0	2604.0
54460	1897.0	5157.0
54464	3048.0	8215.0
54463	1379.0	16115.0
54462	4456.0	9367.0
54461	3093.0	3492.0
54468	1763.0	5779.0
54467	3463.0	10339.0
54466	9.0	28.0
54465	814.0	2066.0
255520	1963.0	4903.0
8759	0.0	0.0
8756	0.0	0.0
54469	3650.0	10809.0
8772	225.0	1580.0
8773	2770.0	8527.0
8771	0.0	0.0
8776	1554.0	4938.0
8777	4792.0	6109.0
8774	1620.0	3924.0
8775	3353.0	13463.0
101928566	0.0	1.0
8767	976.0	4777.0
6120	1522.0	5725.0
101928571	1.0	19.0
8784	48.0	116.0
6122	99436.0	117073.0
8781	0.0	102.0
6121	6.0	0.0
8787	214.0	211.0
6124	64526.0	111959.0
6123	7.0	15.0
8788	240.0	1.0
8785	24.0	1.0
6126	10.0	32.0
8786	250.0	215.0
6125	47476.0	81962.0
101928578	201.0	314.0
8780	2879.0	7897.0
6117	4808.0	11592.0
8778	13.0	87.0
6119	669.0	2982.0
6118	1968.0	5812.0
8794	188.0	110.0
8795	2720.0	3970.0
6130	46356.0	79132.0
8792	398.0	1175.0
6133	34083.0	54917.0
6132	46571.0	72232.0
8793	1169.0	338.0
8798	603.0	1788.0
6135	38967.0	67996.0
8799	1166.0	4912.0
6134	61670.0	97028.0
8796	30.0	76.0
6137	37056.0	35043.0
8797	684.0	1214.0
6136	30404.0	41519.0
100421307	0.0	0.0
101735302	74.0	260.0
8790	856.0	2443.0
100134444	1.0	0.0
6128	30711.0	55479.0
8789	2.0	6.0
6129	32785.0	79638.0
6142	11211.0	15746.0
6141	23722.0	45064.0
100421311	6.0	72.0
6144	13975.0	21021.0
6143	35941.0	53059.0
100421313	2.0	11.0
6146	16568.0	30513.0
6145	1.0	4.0
6148	0.0	0.0
6147	19131.0	31082.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	0.0	2.0
6139	1374.0	2372.0
6138	45816.0	75938.0
6152	21696.0	38622.0
6155	21109.0	30222.0
6154	15102.0	23778.0
100421324	1.0	1.0
6157	27461.0	53589.0
6156	22759.0	57173.0
6159	22593.0	29668.0
6158	20936.0	56767.0
100421328	0.0	3.0
6150	481.0	794.0
101928527	289.0	639.0
6164	25013.0	31109.0
6163	1.0	25.0
6166	6541.0	14610.0
6165	22508.0	38611.0
6168	27803.0	41751.0
6167	24652.0	45041.0
100421338	0.0	4.0
6169	12389.0	21867.0
101928536	0.0	0.0
6160	29030.0	40670.0
101928537	0.0	1.0
6161	38337.0	56956.0
100421331	0.0	0.0
6175	48928.0	92617.0
6174	51.0	311.0
6176	50127.0	55435.0
101928545	75.0	116.0
6171	6665.0	16982.0
6170	5751.0	13497.0
6173	2701.0	6888.0
6172	300.0	668.0
100421340	1.0	3.0
100421341	0.0	8.0
100421354	0.0	0.0
6185	12610.0	54031.0
101928550	3.0	6.0
6188	40569.0	55725.0
6187	30593.0	55704.0
100421357	1.0	1.0
6189	22992.0	39430.0
101928555	206.0	56.0
6182	198.0	356.0
6181	25460.0	27935.0
6184	10838.0	29074.0
101928559	0.0	0.0
6183	499.0	1201.0
100421350	6.0	36.0
100421351	1.0	8.0
100421353	2.0	8.0
6197	5162.0	10235.0
6196	4887.0	5795.0
6199	867.0	3773.0
6198	2057.0	5058.0
6191	84865.0	139261.0
6193	19910.0	23366.0
6192	2.0	2.0
91373	634.0	1155.0
6195	1325.0	5192.0
6194	76589.0	115427.0
390916	763.0	3092.0
145407	492.0	1122.0
100421363	8.0	10.0
100421376	0.0	0.0
100421379	0.0	3.0
91369	4360.0	5805.0
91368	706.0	1323.0
652489	1.0	7.0
390924	26.0	75.0
389901	8.0	37.0
390928	7.0	19.0
390927	290.0	1262.0
100421371	1.0	18.0
100421374	18.0	19.0
389903	0.0	3.0
100421389	0.0	4.0
91392	251.0	701.0
389935	0.0	0.0
389932	0.0	12.0
100421384	11.0	36.0
100421398	2.0	15.0
100421399	0.0	1.0
101928513	2.0	5.0
91380	0.0	0.0
390904	0.0	2.0
145438	17.0	40.0
100421390	0.0	2.0
100421391	0.0	0.0
100421395	5.0	29.0
100421397	1.0	1.0
375316	21.0	65.0
375318	0.0	0.0
390963	112.0	559.0
375307	8.0	10.0
389941	54.0	87.0
389948	0.0	1.0
375337	0.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	81.0	53.0
387317	0.0	0.0
121457	1200.0	2634.0
389976	0.0	0.0
375341	427.0	1100.0
387319	0.0	0.0
375323	1.0	3.0
389970	0.0	5.0
390940	130.0	107.0
133418	1665.0	7359.0
390948	0.0	0.0
121441	1559.0	4216.0
390949	0.0	1.0
652411	0.0	3.0
145370	3.0	5.0
102724954	0.0	0.0
54596	156.0	299.0
375484	536.0	1366.0
91526	728.0	3990.0
133396	4.0	18.0
196951	192.0	379.0
91523	335.0	1285.0
91522	70.0	89.0
121391	2.0	0.0
145376	94.0	120.0
400986	135.0	365.0
400984	10.0	13.0
196968	24.0	27.0
157378	1391.0	4297.0
723961	0.0	0.0
145389	344.0	1572.0
157381	5.0	6.0
91543	474.0	9889.0
91544	361.0	1288.0
102724923	4.0	3.0
652423	1.0	4.0
169355	1.0	44.0
400966	0.0	12.0
121364	0.0	0.0
400961	618.0	883.0
157376	0.0	0.0
91574	913.0	1559.0
157313	35.0	1098.0
157317	0.0	3.0
147991	1688.0	6185.0
399495	3.0	14.0
159963	14.0	9.0
100506965	393.0	320.0
100506963	50.0	55.0
387495	0.0	0.0
387496	1263.0	416.0
387494	2.0	2.0
387491	0.0	10.0
387492	36.0	129.0
387486	0.0	0.0
157310	57.0	12.0
100506994	79.0	153.0
338470	6.0	9.0
170302	40.0	3.0
204010	6.0	10.0
399473	106.0	183.0
399474	529.0	364.0
91584	2583.0	2550.0
159989	6.0	20.0
91582	1016.0	1858.0
107126360	1.0	2.0
133383	339.0	852.0
100506930	866.0	4688.0
100820741	0.0	0.0
338448	0.0	0.0
8808	93.0	198.0
8809	209.0	889.0
54512	412.0	920.0
54511	162.0	66.0
54510	3815.0	6621.0
54516	401.0	1280.0
8802	3478.0	6875.0
8803	2056.0	4987.0
54514	0.0	3.0
8800	1340.0	3954.0
8801	3648.0	11368.0
8807	29.0	284.0
400916	915.0	1539.0
54518	1490.0	4862.0
8804	7456.0	21015.0
100506939	1.0	2.0
54517	650.0	1917.0
8805	2132.0	5804.0
8820	33.0	169.0
8821	6531.0	5826.0
338440	193.0	407.0
338442	1010.0	734.0
8819	434.0	995.0
100820732	0.0	1.0
255620	2.0	0.0
54522	309.0	575.0
54521	1440.0	3370.0
54520	1887.0	4141.0
100820735	0.0	1.0
8813	1508.0	6166.0
170393	0.0	6.0
8814	89.0	255.0
170392	0.0	14.0
100506925	0.0	0.0
8811	0.0	3.0
8812	475.0	1404.0
8817	240.0	235.0
8818	1428.0	2963.0
54529	2296.0	5579.0
255626	0.0	0.0
8815	2724.0	9648.0
8816	3926.0	7328.0
170394	391.0	789.0
8831	1342.0	2182.0
8832	436.0	7917.0
100506953	0.0	0.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1285.0	2550.0
54532	5768.0	5435.0
54531	978.0	778.0
54538	6488.0	3935.0
8824	2520.0	3559.0
8825	1171.0	1441.0
54537	1448.0	5051.0
54536	1315.0	6334.0
8822	3.0	3.0
8823	91.0	74.0
54535	644.0	1793.0
8828	3775.0	7889.0
8829	12641.0	27636.0
8826	21694.0	62279.0
54539	1949.0	5299.0
8842	2337.0	207.0
8843	53.0	37.0
8840	127.0	3652.0
8841	2015.0	5255.0
100158257	0.0	0.0
54541	502.0	1988.0
54540	1125.0	3064.0
54545	3863.0	11419.0
54544	2.0	1.0
54543	6866.0	9684.0
54542	3916.0	10295.0
54549	896.0	140.0
8835	4220.0	3996.0
8836	380.0	2460.0
8833	3155.0	12841.0
8834	856.0	1198.0
54546	33.0	0.0
8839	9542.0	5124.0
8837	7596.0	16385.0
8838	215.0	68.0
101928483	9.0	15.0
8850	2069.0	3294.0
101928484	0.0	2.0
8853	1206.0	2544.0
8854	1101.0	354.0
8851	94.0	1134.0
8852	0.0	0.0
400960	750.0	1581.0
338412	2.0	3.0
338413	1.0	1.0
54552	419.0	2140.0
400957	0.0	3.0
54551	31.0	99.0
54550	66.0	48.0
196996	733.0	266.0
400955	29.0	46.0
400954	56.0	264.0
54556	855.0	1664.0
54555	1172.0	3410.0
400952	6.0	46.0
54554	470.0	1098.0
400950	5.0	14.0
8846	497.0	1504.0
100820709	1.0	3.0
8847	107.0	403.0
54558	1155.0	1554.0
8844	1329.0	2086.0
54557	1000.0	2159.0
8848	22356.0	18449.0
196993	205.0	402.0
8861	2761.0	5387.0
101928492	134.0	96.0
8864	3750.0	2677.0
6201	19882.0	32816.0
6203	22784.0	31556.0
8862	349.0	256.0
101928496	0.0	0.0
8863	1153.0	2333.0
6202	44403.0	67759.0
723972	2.0	12.0
400946	9.0	115.0
400945	45.0	44.0
54567	2639.0	1984.0
54566	2181.0	4450.0
400941	1.0	10.0
8857	1957.0	1432.0
8858	1.0	27.0
54569	0.0	0.0
8856	6.0	40.0
54568	0.0	0.0
8859	464.0	1048.0
8871	2100.0	7754.0
8872	2076.0	8031.0
6210	23026.0	48250.0
8870	14208.0	2309.0
100421500	0.0	0.0
8875	111.0	655.0
8876	171.0	621.0
8874	4092.0	6831.0
100421506	0.0	6.0
100421509	0.0	0.0
54570	0.0	0.0
400935	0.0	22.0
54574	0.0	0.0
54573	0.0	0.0
54572	1.0	0.0
