id	8b86fbec-ded3-4910-9a7b-c9e9d1c7a377	b98a0c48-8404-47bd-a781-22dfc6c1475a
54055	129.0	14.0
100190938	290.0	74.0
54054	26.0	6.0
114770	140.0	1651.0
114771	1.0	0.0
54059	364.0	521.0
283149	3140.0	3123.0
54058	263.0	221.0
93649	117.0	18.0
645811	14.0	10.0
81671	9410.0	6322.0
100271199	0.0	0.0
100190939	2109.0	322.0
283143	141.0	57.0
100271196	0.0	0.0
93643	1585.0	1070.0
100128946	0.0	0.0
285780	7.0	6.0
285782	2.0	1.0
100271180	1.0	0.0
285785	112.0	105.0
100190952	0.0	0.0
54064	11.0	91.0
728248	0.0	0.0
114757	1041.0	1637.0
114758	0.0	0.0
54067	122.0	40.0
100190947	1.0	0.0
100190949	0.0	0.0
54065	0.0	1.0
114760	0.0	0.0
114761	0.0	0.0
126731	975.0	591.0
54069	404.0	605.0
283131	22843.0	5709.0
283130	704.0	385.0
692157	0.0	1.0
692158	0.0	0.0
138799	0.0	0.0
440498	592.0	776.0
124152	747.0	1281.0
199704	438.0	285.0
124149	29.0	0.0
163747	10.0	9.0
692146	0.0	0.0
692147	13.0	6.0
692148	0.0	4.0
692149	0.0	0.0
163742	0.0	0.0
199713	2.0	5.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	0.0	1.0
126792	1065.0	1649.0
378008	0.0	0.0
378009	0.0	0.0
29089	153.0	535.0
29088	1554.0	1496.0
29087	1692.0	1518.0
378010	0.0	0.0
148137	909.0	635.0
126789	257.0	446.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	149.0	129.0
29081	1004.0	1076.0
29080	969.0	734.0
283189	0.0	0.0
29086	1328.0	1724.0
29085	1390.0	3003.0
29083	463.0	295.0
100381270	937.0	294.0
200810	56.0	19.0
114796	498.0	615.0
148156	1484.0	799.0
114798	0.0	0.0
114799	1523.0	936.0
29099	1848.0	1743.0
29098	411.0	382.0
378001	0.0	0.0
29093	758.0	959.0
29092	798.0	804.0
29091	242.0	28.0
29090	637.0	776.0
56603	185.0	132.0
29097	1309.0	2283.0
56604	0.0	0.0
56605	887.0	537.0
29095	1069.0	1688.0
151790	28.0	77.0
283174	623.0	110.0
56606	675.0	237.0
29094	1907.0	1514.0
692199	0.0	0.0
391002	0.0	0.0
440459	34.0	7.0
391004	0.0	0.0
780816	0.0	0.0
124199	16.0	9.0
391003	0.0	0.0
30062	2.0	3.0
440456	858.0	277.0
780814	12.0	5.0
30061	10022.0	13591.0
780815	0.0	0.0
780812	0.0	0.0
780813	1.0	1.0
440452	0.0	0.0
780810	0.0	0.0
780811	0.0	0.0
29068	5526.0	3103.0
29066	4071.0	2307.0
29063	536.0	377.0
29062	1230.0	884.0
56616	435.0	422.0
163702	740.0	191.0
391013	5.0	21.0
391012	0.0	0.0
100381215	0.0	0.0
29079	1742.0	1660.0
29078	707.0	393.0
56623	669.0	526.0
56624	54.0	28.0
29071	1266.0	1559.0
29070	669.0	784.0
29075	19.0	4.0
29074	1543.0	1332.0
29072	8416.0	3882.0
163732	5212.0	8621.0
200845	490.0	514.0
148103	419.0	246.0
200844	52.0	149.0
440482	112.0	28.0
151742	1523.0	501.0
163720	333.0	127.0
148113	59.0	1889.0
440465	1112.0	1793.0
29057	24.0	7.0
148109	0.0	1.0
29058	4682.0	4105.0
56647	2147.0	2807.0
56648	391.0	286.0
56649	34.0	40.0
440419	0.0	0.0
440416	157.0	467.0
8303	1850.0	1173.0
643157	0.0	0.0
200879	924.0	586.0
440406	0.0	2.0
8301	14017.0	7544.0
643155	2479.0	3004.0
8302	9.0	5.0
440400	273.0	241.0
199675	0.0	10.0
8310	2213.0	2380.0
124093	35.0	405.0
8314	3688.0	4060.0
8315	1765.0	1411.0
8312	1293.0	2317.0
342096	0.0	0.0
8313	657.0	422.0
440435	61.0	19.0
643160	5.0	0.0
643161	0.0	0.0
643159	4.0	1.0
8309	697.0	5280.0
8321	8401.0	8068.0
8322	6966.0	1863.0
8320	89.0	85.0
8325	1239.0	880.0
8326	27.0	23.0
8323	2717.0	1385.0
8324	10390.0	3621.0
440423	576.0	244.0
200894	1113.0	454.0
643171	7.0	4.0
200895	675.0	727.0
8318	206.0	202.0
8317	426.0	316.0
8332	1.0	4.0
692110	10.0	0.0
8333	0.0	4.0
692111	0.0	0.0
8330	0.0	0.0
8331	0.0	1.0
8336	11.0	62.0
8337	0.0	36.0
8334	1581.0	6289.0
8335	0.0	1.0
148046	44.0	37.0
106481699	0.0	0.0
643182	0.0	0.0
643180	182.0	77.0
643181	0.0	0.0
8329	24.0	252.0
8328	0.0	5.0
8343	1.0	14.0
643198	0.0	0.0
8344	4.0	11.0
8341	101.0	250.0
8342	0.0	0.0
8347	67.0	972.0
8348	0.0	35.0
643199	0.0	0.0
8345	7.0	48.0
8346	0.0	1.0
692106	0.0	0.0
692107	0.0	0.0
161003	10.0	47.0
692108	3.0	0.0
692109	2.0	2.0
643193	0.0	0.0
8340	1.0	1.0
8338	19.0	22.0
8339	49.0	286.0
8354	0.0	1.0
8355	24.0	81.0
8352	0.0	1.0
8353	20.0	73.0
8358	0.0	2.0
8359	0.0	0.0
8356	0.0	8.0
8357	62.0	1514.0
222235	59.0	43.0
106481679	0.0	0.0
222236	1044.0	968.0
106481677	0.0	1.0
222234	339.0	288.0
106481678	0.0	0.0
8350	6.0	3.0
8351	3.0	272.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	0.0	0.0
106481680	0.0	0.0
106481681	0.0	0.0
106481686	0.0	0.0
106481687	0.0	0.0
106481684	0.0	0.0
106481685	0.0	0.0
8349	1270.0	3508.0
8365	18.0	706.0
8366	0.0	1.0
8363	1.0	5.0
8364	1.0	7.0
8369	0.0	0.0
163688	9.0	5.0
8367	1.0	8.0
8368	0.0	0.0
106481688	0.0	0.0
222223	1140.0	470.0
106481689	0.0	1.0
8361	0.0	0.0
222229	498.0	1100.0
8362	2.0	12.0
8360	0.0	16.0
106481693	0.0	0.0
106481694	6.0	0.0
106481691	1.0	0.0
106481692	0.0	0.0
106481697	10.0	0.0
106481698	0.0	0.0
106481695	12.0	3.0
106481696	0.0	0.0
342035	221.0	47.0
344697	3.0	47.0
106481690	0.0	1.0
728310	0.0	0.0
285830	152.0	39.0
8379	764.0	1261.0
93556	3.0	1.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	754.0	431.0
106481655	0.0	0.0
285834	0.0	0.0
222256	249.0	553.0
106481656	0.0	0.0
8372	141.0	196.0
93550	756.0	485.0
8373	0.0	0.0
106481659	0.0	0.0
8370	0.0	65.0
728315	2.0	3.0
81577	1817.0	1042.0
106481660	2.0	0.0
81578	235.0	142.0
106481661	0.0	0.0
81579	2724.0	2266.0
81573	1431.0	959.0
106481664	1.0	0.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	5908.0	3161.0
106481662	0.0	0.0
81576	1000.0	774.0
106481663	17.0	2.0
81570	682.0	635.0
100271178	0.0	0.0
81571	345.0	94.0
81572	739.0	988.0
645715	42.0	16.0
8387	0.0	0.0
8388	0.0	0.0
728300	14.0	3.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	742.0	1751.0
8383	0.0	0.0
285848	0.0	1.0
8384	0.0	0.0
285849	36.0	24.0
8382	322.0	676.0
81566	2566.0	1880.0
106481671	0.0	0.0
106481672	0.0	0.0
81567	395.0	394.0
81569	0.0	6.0
106481670	0.0	0.0
81562	1551.0	1896.0
106481675	0.0	0.0
81563	8612.0	5448.0
246243	852.0	617.0
100271168	2.0	7.0
106481676	0.0	0.0
106481673	0.0	0.0
81565	3161.0	1163.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	4.0	2.0
100271163	0.0	0.0
100271162	0.0	0.0
8398	841.0	320.0
8399	6.0	20.0
8396	5739.0	4405.0
285852	0.0	1.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	7812.0	4653.0
106481636	0.0	0.0
8391	6.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	3670.0	3693.0
106481639	0.0	0.0
8395	636.0	73.0
8392	0.0	0.0
106481637	3.0	1.0
106481638	0.0	0.0
100271158	7.0	0.0
106481642	33.0	19.0
106481643	0.0	0.0
246210	0.0	1.0
106481640	0.0	0.0
100271159	0.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	0.0
246213	0.0	0.0
106481646	0.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	15.0	20.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	0.0	0.0
344657	0.0	5.0
100271142	0.0	0.0
344658	1.0	0.0
100271145	0.0	0.0
645745	0.0	0.0
344653	0.0	1.0
100271141	2.0	0.0
100271140	4.0	0.0
106481619	2.0	0.0
106481613	0.0	0.0
246269	276.0	160.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	209.0	248.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	0.0	0.0
283209	902.0	604.0
283208	39.0	1103.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	11.0	1.0
100271132	8.0	0.0
100271131	0.0	0.0
100271133	0.0	0.0
100271130	0.0	0.0
93587	283.0	382.0
645771	3.0	1.0
93589	179.0	159.0
106481624	13.0	10.0
285800	7.0	4.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	6.0	0.0
106481628	0.0	0.0
106481629	0.0	0.0
106481626	0.0	0.0
106481627	0.0	1.0
100271129	1.0	0.0
246283	0.0	0.0
246285	0.0	0.0
106481631	0.0	0.0
100271125	4.0	0.0
106481632	0.0	0.0
106481630	0.0	0.0
100271122	0.0	0.0
199692	1363.0	1096.0
645784	98.0	21.0
100271118	0.0	0.0
100271117	1.0	0.0
100271119	0.0	0.0
100271114	0.0	1.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	0.0	10.0
643115	0.0	4.0
100271111	0.0	0.0
106481608	0.0	0.0
106481609	0.0	0.0
645798	8.0	6.0
643136	6.0	1.0
106481602	0.0	0.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	0.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	13.0	6.0
100271106	1.0	0.0
106481610	0.0	0.0
100271105	0.0	1.0
643126	0.0	1.0
199699	0.0	3.0
728393	0.0	0.0
100128899	0.0	0.0
728395	0.0	0.0
114625	1576.0	980.0
54112	139.0	33.0
56776	74.0	24.0
283248	64.0	80.0
344729	0.0	0.0
100128894	0.0	0.0
100128893	20.0	1.0
100128890	102.0	29.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	0.0
100128888	4.0	1.0
114614	40.0	25.0
283238	0.0	0.0
100190800	22.0	16.0
283237	613.0	661.0
283236	1.0	0.0
283234	354.0	436.0
728381	0.0	0.0
283232	735.0	731.0
728380	14.0	1.0
100128881	332.0	162.0
100128880	0.0	0.0
692099	349.0	154.0
114609	566.0	355.0
29128	318.0	525.0
29123	5512.0	2632.0
344709	0.0	0.0
29122	46.0	2.0
29121	681.0	381.0
283229	2633.0	3326.0
29127	694.0	901.0
29126	168.0	124.0
29125	24.0	15.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	30.0	1.0
100128867	0.0	0.0
54145	0.0	0.0
54143	0.0	0.0
283219	522.0	632.0
54149	1356.0	599.0
54148	968.0	791.0
54147	0.0	0.0
283212	75.0	302.0
692091	0.0	0.0
692092	0.0	0.0
692093	52.0	2.0
692094	0.0	0.0
100271091	1.0	0.0
100271090	0.0	0.0
100128857	3.0	0.0
100271093	0.0	0.0
100271092	0.0	0.0
728350	4.0	7.0
285872	1.0	0.0
100128853	13.0	3.0
29109	1710.0	1260.0
29108	700.0	11125.0
285877	0.0	0.0
29107	723.0	728.0
285878	0.0	0.0
29106	29.0	4.0
728358	0.0	0.0
29101	4918.0	5808.0
29100	943.0	1164.0
29105	1605.0	901.0
29104	884.0	609.0
29103	1840.0	1952.0
29102	3238.0	2853.0
100271098	2.0	0.0
283284	62.0	67.0
728343	0.0	0.0
728342	13.0	0.0
100128849	0.0	0.0
728344	2.0	0.0
100271081	2.0	2.0
100128845	8.0	0.0
728340	311.0	548.0
285888	1.0	0.0
29119	35.0	20.0
107057644	38.0	6.0
29118	23.0	20.0
107057647	0.0	0.0
114655	0.0	0.0
29117	3698.0	1969.0
107057646	7.0	0.0
114657	0.0	0.0
114659	520.0	272.0
126638	0.0	0.0
54165	1681.0	1272.0
126637	0.0	0.0
29110	1975.0	1422.0
29116	3446.0	2659.0
29115	2607.0	2216.0
29114	0.0	1.0
29113	128.0	32.0
100271087	32.0	3.0
100271089	1.0	0.0
100271085	0.0	0.0
100128836	18.0	1.0
728378	36.0	7.0
728377	509.0	140.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	22.0	0.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	1215.0	1114.0
81793	86.0	57.0
81794	491.0	311.0
81796	46.0	46.0
81790	1528.0	1222.0
100271076	1.0	1.0
283267	556.0	244.0
91107	2365.0	2472.0
100128830	0.0	0.0
81792	1930.0	3465.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	0.0
728366	7.0	2.0
728361	0.0	1.0
100128822	141.0	152.0
728369	0.0	0.0
81786	45.0	19.0
54187	1477.0	2906.0
81788	151.0	671.0
81789	559.0	593.0
283257	0.0	0.0
100271065	0.0	0.0
645700	0.0	1.0
283254	176.0	219.0
126695	1011.0	1297.0
148003	0.0	0.0
378108	0.0	1.0
151649	32.0	6.0
151648	50.0	77.0
151647	2.0	5.0
151645	29.0	13.0
200909	0.0	0.0
200916	1249.0	1224.0
148014	1.0	4.0
151658	0.0	0.0
151651	61.0	102.0
56704	192.0	154.0
148022	1634.0	2082.0
126669	937.0	346.0
126668	118.0	44.0
100126297	0.0	0.0
100126299	2.0	1.0
100126296	0.0	0.0
200931	212.0	613.0
200933	1054.0	861.0
126661	225.0	191.0
56729	0.0	8.0
283298	1302.0	1159.0
283297	0.0	0.0
136051	535.0	465.0
138639	425.0	321.0
692076	0.0	1.0
391121	0.0	0.0
391120	0.0	0.0
391123	5.0	7.0
200942	1019.0	1139.0
440577	6.0	13.0
440574	1167.0	1557.0
56731	1822.0	3689.0
100126270	2.0	0.0
692084	0.0	0.0
692085	0.0	0.0
692086	23.0	9.0
138649	21.0	38.0
200959	0.0	1.0
200958	377.0	85.0
391135	6.0	2.0
440567	70.0	45.0
391139	6.0	1.0
440563	0.0	0.0
440561	0.0	0.0
151613	1904.0	1066.0
692072	0.0	0.0
692075	19.0	2.0
692057	0.0	0.0
692058	0.0	0.0
124056	0.0	0.0
81706	1227.0	137.0
391104	0.0	0.0
391107	0.0	0.0
391106	0.0	0.0
81704	5379.0	2286.0
391109	0.0	0.0
440595	172.0	392.0
56751	0.0	0.0
692063	0.0	0.0
8402	2206.0	1726.0
391110	0.0	0.0
8403	0.0	0.0
391112	0.0	0.0
124045	292.0	330.0
391114	0.0	0.0
124044	549.0	657.0
391115	0.0	0.0
440585	46.0	140.0
391117	0.0	0.0
440584	44.0	47.0
391119	0.0	0.0
54101	1659.0	453.0
151636	3859.0	6345.0
440590	187.0	176.0
54103	1357.0	573.0
54102	3223.0	35131.0
54108	1486.0	1322.0
54107	3524.0	3281.0
54106	5.0	0.0
692053	2.0	0.0
391040	0.0	0.0
645683	17.0	11.0
8410	0.0	0.0
645682	0.0	2.0
645688	9.0	11.0
391044	0.0	1.0
645687	0.0	0.0
8411	2647.0	1153.0
645686	0.0	0.0
8412	2474.0	1358.0
391045	18.0	0.0
440533	54.0	0.0
8406	5451.0	1839.0
8407	24852.0	44076.0
8404	52490.0	23508.0
8405	2901.0	3346.0
8408	2706.0	3318.0
8409	1788.0	2297.0
391051	14.0	0.0
8420	1195.0	528.0
645694	13.0	1.0
391053	0.0	0.0
645693	35.0	8.0
643031	0.0	0.0
8424	2628.0	361.0
8425	7625.0	3112.0
643037	0.0	5.0
163589	417.0	363.0
643034	0.0	0.0
440525	58.0	81.0
391059	416.0	264.0
645691	26.0	5.0
163590	2550.0	4106.0
8417	2978.0	1686.0
8418	917.0	341.0
8416	670.0	1210.0
8419	3.0	27.0
8431	0.0	0.0
8435	28.0	6.0
8436	6463.0	1040.0
8433	0.0	2.0
8434	2249.0	1135.0
391026	0.0	0.0
440556	20.0	10.0
440560	0.0	0.0
8428	4276.0	3727.0
8427	1617.0	1656.0
103157000	0.0	0.0
8443	2635.0	4759.0
8440	3328.0	2579.0
8446	1205.0	1155.0
8447	1315.0	760.0
8444	738.0	309.0
8445	2082.0	1775.0
391037	17.0	0.0
391039	1.0	5.0
643050	0.0	0.0
285905	51.0	28.0
285908	687.0	260.0
8439	2295.0	1472.0
8437	240.0	47.0
8438	116.0	120.0
8453	2267.0	1656.0
8454	4150.0	3429.0
8451	4703.0	4272.0
8452	5091.0	4127.0
8458	1459.0	767.0
8455	6650.0	4356.0
8456	24.0	18.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	4910.0	3949.0
106481583	0.0	0.0
106481584	10.0	0.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	142.0	99.0
8449	2009.0	1568.0
106481580	0.0	0.0
8464	547.0	457.0
8462	2719.0	908.0
8463	2549.0	3502.0
8468	0.0	0.0
391099	0.0	0.0
8467	8518.0	6243.0
342184	1575.0	511.0
246312	0.0	0.0
106481589	0.0	0.0
8460	1001.0	978.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	17.0	15.0
106481599	0.0	0.0
106481596	0.0	0.0
106481597	0.0	0.0
8459	1064.0	2301.0
106481590	0.0	0.0
106481591	0.0	0.0
8476	5216.0	4584.0
8473	14547.0	3633.0
440519	83.0	50.0
440518	0.0	0.0
8479	526.0	1188.0
440515	1480.0	877.0
8477	112.0	201.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	1.0	0.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	18.0	0.0
8470	6816.0	3072.0
106481561	0.0	0.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	6.0	0.0
106481563	0.0	0.0
106481564	0.0	2.0
391073	1.0	0.0
8487	333.0	320.0
8484	0.0	2.0
391075	0.0	0.0
440508	0.0	0.0
391077	0.0	0.0
391076	0.0	0.0
8488	8.0	4.0
440503	163.0	307.0
8489	5.0	0.0
106481569	1.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	247.0	500.0
8483	993.0	21468.0
8480	2064.0	1858.0
8481	4572.0	2081.0
106481572	0.0	2.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	0.0
106481577	0.0	0.0
106481574	0.0	0.0
106481575	0.0	0.0
391081	51.0	5.0
8497	130.0	17.0
728431	189.0	334.0
8498	2558.0	3034.0
728430	0.0	1.0
100128934	0.0	0.0
8495	1551.0	2893.0
8496	5391.0	3189.0
91012	2545.0	2558.0
100128936	64.0	91.0
728432	0.0	0.0
100128930	0.0	0.0
8499	36.0	47.0
106481536	0.0	0.0
8490	9670.0	6711.0
106481537	0.0	0.0
285954	6.0	2.0
285955	23.0	6.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	1194.0	605.0
54075	0.0	0.0
101669766	13.0	9.0
728434	0.0	0.0
91010	3056.0	2258.0
285958	955.0	451.0
101669767	0.0	0.0
8491	2523.0	1525.0
106481538	0.0	0.0
8492	635.0	136.0
54072	5.0	1.0
106481539	0.0	0.0
101669762	119.0	22.0
106481540	0.0	0.0
101669763	0.0	1.0
101669764	0.0	0.0
106481543	0.0	0.0
81694	0.0	1.0
100271059	0.0	0.0
81695	0.0	0.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	0.0
106481542	0.0	0.0
81693	16.0	8.0
100271056	0.0	0.0
100271050	13.0	4.0
100271053	0.0	0.0
93664	5440.0	2973.0
100128923	9.0	0.0
93663	2484.0	1261.0
285961	22.0	1.0
93668	0.0	0.0
285962	231.0	181.0
106481547	0.0	0.0
54082	24.0	0.0
106481548	0.0	0.0
285965	11.0	9.0
285966	886.0	165.0
106481545	8.0	0.0
106481546	0.0	0.0
93661	65.0	2.0
100128927	1115.0	1360.0
54084	15.0	5.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	8774.0	7782.0
106481551	2.0	0.0
54089	0.0	0.0
81689	2181.0	1726.0
54088	0.0	0.0
106481554	0.0	1.0
100271047	0.0	0.0
106481555	0.0	0.0
106481552	0.0	0.0
106456574	0.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	2709.0	3716.0
342132	524.0	241.0
285971	525.0	598.0
285972	50.0	11.0
285973	96.0	83.0
100128911	0.0	0.0
728450	0.0	0.0
54093	1114.0	658.0
106481514	0.0	0.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	6.0	0.0
106481513	7.0	3.0
54097	852.0	152.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	86.0	176.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	6.0	11.0
54098	0.0	0.0
246330	405.0	646.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	10.0	22.0
100271033	28.0	16.0
645619	22.0	2.0
100271031	2.0	0.0
344787	215.0	126.0
100128902	0.0	0.0
728441	15.0	1.0
100128903	1.0	0.0
222389	870.0	413.0
106481525	0.0	0.0
106481526	5.0	1.0
285987	5.0	3.0
106481523	0.0	0.0
285989	710.0	214.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	61.0	17.0
106481527	0.0	0.0
106481528	1.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	2.0	0.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	0.0
91057	603.0	790.0
91056	1018.0	915.0
645641	1.0	0.0
91050	1602.0	2043.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	22.0	48.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	12.0	4.0
106481503	0.0	0.0
106481504	1.0	1.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	0.0	0.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	1.0	3.0
283316	447.0	264.0
106481510	8.0	0.0
106481511	0.0	0.0
100271003	2.0	5.0
283314	308.0	167.0
100271006	1.0	0.0
283310	1208.0	14.0
344758	0.0	1.0
100271001	0.0	0.0
344752	11.0	0.0
728411	413.0	184.0
728410	0.0	0.0
643003	0.0	2.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	3929.0	852.0
728409	0.0	0.0
283303	0.0	0.0
344741	3.0	0.0
728400	0.0	0.0
645676	115.0	72.0
285941	13.0	0.0
728405	0.0	0.0
285943	228.0	126.0
728407	184.0	41.0
728402	0.0	0.0
728403	0.0	0.0
643008	56.0	21.0
645668	2.0	3.0
100506658	1100.0	819.0
100506655	37.0	1.0
81849	664.0	255.0
56890	781.0	469.0
56891	4.0	2.0
100506650	0.0	0.0
81846	4348.0	1952.0
81847	1966.0	982.0
81848	3082.0	2652.0
56896	4.0	2.0
56897	2507.0	2578.0
81853	1683.0	2353.0
56898	2207.0	1266.0
81855	2671.0	3049.0
56899	473.0	387.0
56892	7857.0	14831.0
56893	2820.0	4933.0
121275	0.0	2.0
121278	0.0	0.0
56894	4364.0	6222.0
81850	0.0	0.0
145249	8.0	1.0
56895	737.0	474.0
81851	6.0	0.0
649137	0.0	1.0
81839	1421.0	1253.0
121274	1812.0	1260.0
121273	21.0	11.0
145264	56.0	13.0
121270	0.0	0.0
145258	113.0	65.0
121268	42.0	64.0
81844	5407.0	5009.0
145259	16.0	1.0
133283	272.0	147.0
375593	18.0	5.0
100506649	162.0	177.0
100506673	0.0	0.0
121260	2190.0	1247.0
145270	547.0	141.0
100506671	0.0	1.0
81875	2489.0	3463.0
81876	6546.0	9097.0
81870	0.0	0.0
81871	0.0	0.0
121256	1.0	1.0
81872	0.0	0.0
81873	1187.0	2069.0
387597	63.0	93.0
100506668	902.0	1289.0
160897	904.0	498.0
649159	0.0	0.0
145282	730.0	586.0
387590	2617.0	1216.0
81856	684.0	317.0
81857	1870.0	3337.0
100506660	50.0	26.0
81858	1532.0	2842.0
135886	0.0	10.0
147872	9.0	0.0
81889	939.0	1669.0
145200	12.0	18.0
81892	908.0	1323.0
81893	12.0	8.0
81894	1381.0	1272.0
81890	947.0	1101.0
135892	4.0	3.0
649179	20.0	4.0
100506600	25.0	23.0
613126	23.0	2.0
81887	2119.0	2469.0
81888	259.0	267.0
145216	0.0	1.0
338591	7.0	0.0
649186	0.0	0.0
338596	681.0	1097.0
338599	0.0	1.0
169200	1652.0	744.0
145226	9.0	19.0
100506637	128.0	101.0
160857	351.0	263.0
160851	1843.0	716.0
91227	1.0	0.0
157206	5.0	4.0
100506622	46.0	4.0
100856809	0.0	0.0
338588	5.0	0.0
145241	0.0	4.0
91219	2.0	2.0
650172	0.0	0.0
102724678	0.0	6.0
338579	0.0	1.0
326591	278.0	304.0
255738	42.0	262.0
338567	0.0	0.0
102724668	3.0	15.0
255743	1836.0	3460.0
56829	3582.0	3803.0
326586	0.0	0.0
102724655	0.0	0.0
554250	0.0	0.0
554251	195.0	166.0
338557	153.0	51.0
56832	0.0	0.0
56833	606.0	907.0
56834	1080.0	1864.0
554235	14.0	1.0
554236	0.0	6.0
56849	272.0	108.0
255725	0.0	0.0
56848	457.0	644.0
56852	2001.0	1014.0
56853	52.0	10.0
102724631	0.0	0.0
56850	1622.0	1888.0
56851	1761.0	2336.0
100820829	265.0	50.0
101243555	4.0	0.0
196872	40.0	92.0
8501	623.0	620.0
8502	8342.0	4911.0
8500	4682.0	2255.0
253128	15.0	8.0
664701	214.0	212.0
255783	341.0	856.0
54207	2.0	3.0
54206	17084.0	7700.0
54205	3011.0	2748.0
664709	22.0	11.0
54209	447.0	783.0
196883	1299.0	433.0
8512	20.0	2.0
8513	0.0	1.0
8510	9.0	7.0
8511	0.0	39.0
54210	11.0	137.0
81831	1461.0	271.0
81832	14.0	98.0
81833	0.0	0.0
54212	3.0	0.0
170261	36.0	10.0
8505	1254.0	997.0
8506	556.0	549.0
8503	4373.0	4858.0
8504	1051.0	381.0
8509	106.0	121.0
8507	2742.0	2325.0
255758	78.0	292.0
8508	3684.0	5567.0
8520	3019.0	3138.0
8521	11.0	11.0
169270	378.0	163.0
8522	6241.0	3449.0
102724605	0.0	0.0
554282	2.0	7.0
56886	5689.0	5068.0
54221	76.0	26.0
56888	3362.0	2913.0
554279	28.0	53.0
664722	1.0	2.0
56882	7637.0	7287.0
664721	1.0	0.0
255762	9.0	1.0
56884	1.0	0.0
8516	369.0	332.0
8517	200.0	195.0
8514	399.0	705.0
8515	1587.0	244.0
56889	15803.0	11410.0
8518	3086.0	2078.0
8519	4863.0	10650.0
8530	220.0	388.0
326624	106.0	167.0
8531	10754.0	6423.0
326625	1594.0	1141.0
8534	242.0	424.0
326628	0.0	0.0
8535	894.0	2264.0
326627	9.0	1.0
