id	dc0592cf-5a96-4aed-86b2-eb7de5492b7c	71c9e9d3-9276-468c-a3a0-053880a75511
730811	0.0	0.0
23090	1590.0	367.0
23091	7609.0	5708.0
11081	21.0	67.0
50649	609.0	58.0
11080	4188.0	3593.0
11083	5934.0	7695.0
729862	0.0	0.0
11082	8.0	546.0
11085	0.0	0.0
644213	2.0	0.0
100286844	81.0	32.0
646875	0.0	0.0
644214	0.0	2.0
11086	23.0	1.0
646873	0.0	0.0
23067	2987.0	7619.0
23060	3304.0	8693.0
23061	13040.0	12341.0
23062	6483.0	7303.0
23063	5714.0	10128.0
23064	8873.0	8755.0
23065	4553.0	4921.0
50651	210.0	143.0
100272205	74.0	254.0
23066	367.0	171.0
50650	3585.0	5070.0
50652	0.0	0.0
11092	691.0	307.0
644220	12.0	6.0
11091	2297.0	3313.0
11094	827.0	1677.0
729852	1336.0	2865.0
11093	108.0	104.0
11096	7508.0	1210.0
11095	108.0	14.0
11098	6626.0	65587.0
11097	1299.0	1956.0
646884	0.0	0.0
23078	3608.0	2082.0
729857	23.0	57.0
23070	3472.0	4737.0
23071	5743.0	4720.0
23072	31.0	91.0
164380	0.0	0.0
23074	2059.0	7789.0
23075	7966.0	7690.0
23076	3231.0	5528.0
23077	15040.0	4214.0
11099	4269.0	761.0
646879	0.0	0.0
644218	0.0	0.0
646877	0.0	0.0
100130972	0.0	7.0
100379220	2.0	2.0
100130970	0.0	0.0
284339	18.0	493.0
284338	41.0	189.0
100129983	0.0	0.0
100129982	5.0	2.0
548313	0.0	0.0
693198	0.0	0.0
693199	0.0	0.0
100130968	0.0	0.0
100130967	13.0	55.0
100129976	1.0	0.0
100130963	0.0	0.0
100130962	2.0	0.0
284325	920.0	1232.0
100129972	0.0	0.0
284323	816.0	1182.0
100129969	17.0	2.0
100130958	40.0	4.0
693187	1.0	0.0
693188	0.0	0.0
693189	1.0	0.0
100130954	6.0	0.0
2444	1372.0	5183.0
100379249	49.0	1.0
693190	0.0	0.0
100129961	66.0	56.0
284312	31.0	3.0
693191	0.0	0.0
100129960	0.0	2.0
693192	0.0	0.0
693193	0.0	0.0
693194	0.0	0.0
693195	0.0	0.0
693196	0.0	0.0
693197	0.0	0.0
693176	0.0	0.0
100129958	0.0	1.0
693177	0.0	0.0
693178	0.0	3.0
260340	0.0	0.0
100129959	0.0	0.0
260341	0.0	0.0
284309	1740.0	1919.0
284307	603.0	134.0
284306	208.0	196.0
693180	0.0	0.0
693181	2.0	0.0
693182	0.0	0.0
693183	0.0	0.0
693184	0.0	0.0
693185	0.0	0.0
693186	0.0	0.0
284382	0.0	0.0
100130935	0.0	0.0
100130934	16.0	0.0
100130933	4.0	0.0
100130932	16.0	20.0
286967	0.0	0.0
100129941	0.0	0.0
100130929	1.0	0.0
284371	715.0	5660.0
284370	1371.0	3324.0
100130923	4.0	2.0
100130922	0.0	0.0
100129937	0.0	0.0
100129933	3.0	53.0
2483	2206.0	2695.0
284369	1.0	0.0
2475	5260.0	4748.0
284367	162.0	13.0
284366	0.0	0.0
284361	4020.0	4945.0
50801	1.0	0.0
50804	992.0	80.0
50805	149.0	0.0
100129926	5.0	2.0
50808	8534.0	2039.0
100129921	0.0	0.0
50807	4234.0	4272.0
100129920	0.0	3.0
50809	16219.0	7886.0
2496	6.0	3.0
2495	44514.0	54115.0
2494	808.0	235.0
2492	0.0	1.0
100129929	0.0	0.0
2491	80.0	858.0
2488	0.0	0.0
2487	2033.0	793.0
284359	8.0	5.0
284358	92.0	97.0
284355	0.0	0.0
284353	58.0	11.0
284352	1117.0	3959.0
50813	4891.0	3880.0
50814	1485.0	1855.0
100129919	0.0	0.0
284349	625.0	1208.0
2499	10.0	7.0
284348	188.0	117.0
2498	67.0	57.0
2497	61.0	48.0
284346	234.0	102.0
284340	202.0	427.0
23207	3734.0	3161.0
693121	0.0	0.0
100093625	0.0	0.0
23208	1332.0	943.0
693122	3.0	2.0
100093626	0.0	0.0
23209	31.0	1.0
693123	0.0	0.0
693124	0.0	0.0
693125	0.0	1.0
130951	154.0	54.0
693126	0.0	0.0
693127	0.0	0.0
693128	0.0	0.0
25862	639.0	719.0
693129	0.0	0.0
23200	4792.0	1209.0
25861	654.0	858.0
644191	1.0	3.0
23201	6530.0	6603.0
25864	804.0	680.0
23203	2385.0	3568.0
25865	2455.0	3696.0
23204	15142.0	26773.0
23205	20.0	19.0
644192	129.0	15.0
11228	2544.0	3063.0
84166	1452.0	2210.0
11221	2566.0	1098.0
84168	12870.0	25664.0
11223	30.0	21.0
100093630	2789.0	1711.0
84167	513.0	797.0
11222	4212.0	12519.0
100093631	826.0	789.0
84162	10384.0	4442.0
11224	16748.0	8976.0
84164	3617.0	4364.0
11227	402.0	1295.0
11226	6935.0	21784.0
84163	436.0	100.0
23218	2804.0	4542.0
23219	4696.0	6394.0
402093	0.0	0.0
100862704	14.0	7.0
11230	1101.0	2990.0
23210	1272.0	3333.0
25873	12670.0	15288.0
100379298	0.0	0.0
23211	2799.0	3016.0
25875	6481.0	3271.0
23212	653.0	1168.0
23213	2792.0	18100.0
25874	3234.0	3790.0
23214	5249.0	10978.0
25876	16.0	61.0
23215	13753.0	26488.0
23216	4359.0	2347.0
25879	2171.0	3330.0
100379296	0.0	0.0
25878	5321.0	43558.0
23217	9.0	392.0
84159	17268.0	3433.0
25871	3367.0	4083.0
25870	8096.0	5879.0
142940	1819.0	3457.0
11232	523.0	588.0
11231	11096.0	8947.0
84154	1824.0	2493.0
11234	3586.0	2343.0
11236	4504.0	2800.0
11235	2245.0	4899.0
11238	1173.0	823.0
84153	1069.0	1890.0
11237	2291.0	1778.0
84152	5125.0	1436.0
693120	0.0	0.0
100093624	0.0	0.0
166929	1073.0	3378.0
25847	4400.0	4094.0
84182	152.0	111.0
84181	6139.0	6805.0
25849	5623.0	523.0
25840	22333.0	3573.0
25842	1722.0	2074.0
25841	348.0	655.0
25844	7499.0	12431.0
25843	2590.0	3439.0
11209	71.0	57.0
84188	5512.0	9676.0
84187	7802.0	3606.0
11201	4438.0	1896.0
11200	371.0	1503.0
84189	425.0	1308.0
11202	140.0	0.0
84186	1832.0	1945.0
25859	235.0	23.0
25858	0.0	1.0
84171	1128.0	203.0
284391	2426.0	4462.0
284390	241.0	141.0
100862726	0.0	0.0
100862727	2.0	7.0
100862728	0.0	1.0
25851	964.0	1891.0
25850	557.0	222.0
25853	4378.0	5049.0
25852	3563.0	3908.0
100862725	0.0	0.0
25855	1309.0	4169.0
25854	1014.0	93.0
402077	0.0	0.0
11218	1703.0	2801.0
11217	77.0	25.0
11219	20.0	39.0
139324	318.0	529.0
84176	6.0	9.0
11212	4747.0	16344.0
139322	2644.0	2525.0
84179	422.0	2711.0
11211	88.0	212.0
84173	5936.0	1266.0
11214	9730.0	9765.0
11213	3317.0	370.0
84172	1816.0	4939.0
284385	359.0	233.0
11216	2440.0	1713.0
11215	6698.0	4264.0
84174	64.0	78.0
284383	0.0	0.0
25826	0.0	0.0
693165	0.0	0.0
25825	5327.0	4092.0
693166	0.0	1.0
25828	4625.0	5068.0
693167	0.0	0.0
25827	701.0	1212.0
693168	0.0	0.0
693169	0.0	0.0
25829	5337.0	5822.0
441669	0.0	0.0
392214	2.0	6.0
25820	7303.0	11697.0
127343	1.0	81.0
25822	481.0	414.0
25821	1520.0	1893.0
25824	4285.0	9802.0
441662	0.0	0.0
106479099	0.0	1.0
25823	35.0	39.0
106479098	0.0	0.0
106480097	0.0	0.0
106479097	0.0	0.0
115361	3970.0	2931.0
441670	0.0	0.0
106480096	0.0	0.0
106479096	0.0	0.0
130916	2060.0	4243.0
115362	213.0	1472.0
106479095	0.0	0.0
106480099	0.0	0.0
106480098	0.0	2.0
106479094	0.0	0.0
106479093	1.0	0.0
106479092	0.0	0.0
106479091	0.0	0.0
106479090	0.0	0.0
693170	0.0	0.0
106480091	0.0	0.0
693171	0.0	0.0
106480090	0.0	0.0
414059	2.0	1.0
106480093	1.0	0.0
693172	0.0	0.0
693173	0.0	0.0
106480092	1.0	0.0
106480095	2.0	2.0
693174	2.0	5.0
693175	16.0	14.0
106480094	0.0	0.0
84191	1397.0	4782.0
25837	46.0	1114.0
693154	0.0	0.0
84190	543.0	331.0
25836	7791.0	9681.0
693155	16.0	7.0
25839	3172.0	2920.0
84193	6899.0	4386.0
693156	0.0	0.0
693157	0.0	0.0
693158	15.0	6.0
693159	1.0	1.0
392225	0.0	0.0
25831	13065.0	13828.0
25830	41.0	176.0
441654	2.0	1.0
25833	474.0	119.0
100379250	0.0	0.0
106479089	2.0	0.0
25832	889.0	628.0
106479088	0.0	0.0
25834	58.0	0.0
106479087	0.0	0.0
100379251	39.0	16.0
106479086	0.0	0.0
115350	2.0	2.0
106479085	1.0	1.0
414061	0.0	0.0
106479084	0.0	0.0
115352	23.0	52.0
106479083	0.0	0.0
414062	189.0	46.0
115353	1570.0	2982.0
106479082	0.0	0.0
106479081	0.0	0.0
414060	0.0	0.0
106479080	0.0	0.0
693160	0.0	0.0
693161	0.0	0.0
693162	0.0	0.0
84197	83.0	392.0
693163	2.0	0.0
84196	4858.0	3744.0
693164	2.0	0.0
25804	2253.0	6812.0
693143	0.0	1.0
25803	2831.0	15011.0
693144	2.0	12.0
25806	48.0	153.0
25805	2326.0	1222.0
693146	0.0	1.0
693147	0.0	0.0
25807	451.0	1284.0
693148	1.0	4.0
693149	0.0	0.0
100130996	0.0	0.0
25809	530.0	313.0
100130995	0.0	0.0
100379287	1.0	0.0
100130994	0.0	0.0
441687	18.0	6.0
25800	28833.0	24875.0
25802	6985.0	1057.0
25801	1726.0	1318.0
154907	0.0	0.0
106480075	0.0	1.0
106480074	0.0	1.0
106480077	2.0	0.0
106480076	0.0	0.0
106480079	0.0	1.0
106480078	0.0	0.0
142910	20.0	7.0
106480071	0.0	0.0
100380272	7.0	1.0
693151	1.0	0.0
142913	41.0	57.0
106480070	1.0	0.0
106480073	0.0	0.0
693152	0.0	2.0
693153	214.0	33.0
106480072	0.0	0.0
693132	0.0	0.0
25814	7129.0	8694.0
693133	0.0	5.0
693134	0.0	0.0
25817	50.0	236.0
25816	5141.0	1069.0
100130988	0.0	0.0
693135	0.0	0.0
25819	438.0	1711.0
693136	0.0	0.0
100129998	0.0	2.0
130940	123.0	131.0
25818	2118.0	2.0
693137	0.0	0.0
693138	2.0	2.0
693139	1.0	2.0
100130980	1.0	12.0
25813	4724.0	4544.0
392209	6.0	1.0
25812	1.0	0.0
106480086	0.0	0.0
106480085	0.0	0.0
106480088	0.0	0.0
115330	470.0	39.0
106480087	0.0	1.0
106480089	0.0	0.0
100129994	0.0	0.0
106480080	0.0	0.0
100129995	0.0	2.0
106480082	0.0	0.0
693140	0.0	0.0
106480081	0.0	0.0
106480084	0.0	0.0
693141	1.0	5.0
693142	0.0	0.0
106480083	0.0	0.0
11180	6720.0	10055.0
154881	1456.0	1255.0
11182	117.0	941.0
11181	14.0	5.0
646770	0.0	0.0
11184	187.0	195.0
392133	0.0	1.0
11183	4496.0	1848.0
392132	2.0	0.0
11186	1925.0	3454.0
139249	1.0	0.0
11185	1826.0	72.0
23166	5430.0	2199.0
23167	5914.0	13631.0
106480049	0.0	0.0
23168	5157.0	8726.0
106479059	2.0	0.0
23169	2099.0	2989.0
166863	9.0	0.0
392138	2.0	1.0
106479058	0.0	0.0
729920	217.0	143.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	0.0	0.0
127262	7454.0	3524.0
106479054	0.0	0.0
142891	5526.0	2717.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	0.0
106479052	0.0	0.0
23160	3273.0	9752.0
106480055	0.0	0.0
106479051	0.0	1.0
23161	3921.0	5384.0
115286	1601.0	1368.0
106480054	0.0	0.0
106479050	0.0	0.0
23162	1258.0	2564.0
106480057	0.0	0.0
23163	2407.0	3104.0
106480056	0.0	0.0
152217	664.0	1384.0
23164	14296.0	5985.0
106480059	0.0	0.0
23165	3661.0	7963.0
106480058	0.0	0.0
11188	7646.0	8494.0
11187	976.0	5806.0
11189	5.0	0.0
106480051	0.0	0.0
644109	0.0	0.0
106480050	0.0	0.0
646784	2.0	1.0
11191	250.0	159.0
392140	14.0	5.0
11190	1121.0	1796.0
404672	2674.0	2689.0
11193	1965.0	723.0
154872	3.0	10.0
11194	999.0	3410.0
11197	1074.0	0.0
11196	4432.0	12664.0
23177	6300.0	2051.0
402016	1.0	23.0
23178	395.0	2272.0
106479049	0.0	1.0
23179	4577.0	2624.0
106479048	0.0	0.0
127255	276.0	85.0
106479047	0.0	2.0
127254	349.0	93.0
106479046	0.0	0.0
646780	8.0	12.0
127253	2379.0	4286.0
106479045	0.0	1.0
106479044	0.0	0.0
729911	0.0	0.0
106479043	0.0	0.0
106480064	0.0	0.0
106479042	6.0	5.0
23170	1998.0	4067.0
115273	212.0	370.0
106480063	0.0	0.0
729909	2.0	4.0
106479041	0.0	1.0
23171	10749.0	9936.0
106479040	0.0	1.0
106480066	6.0	0.0
23172	2132.0	2476.0
106480065	0.0	0.0
23173	3358.0	2716.0
106480068	0.0	3.0
23174	3403.0	2530.0
106480067	0.0	0.0
23175	4293.0	2203.0
23176	3673.0	5643.0
106480069	0.0	0.0
11199	0.0	3.0
11198	9830.0	20572.0
106480060	0.0	1.0
106480062	0.0	0.0
106480061	0.0	0.0
11160	7658.0	16274.0
644131	102.0	125.0
404663	0.0	0.0
11162	273.0	120.0
646799	0.0	2.0
11161	2710.0	1817.0
404665	11.0	12.0
11164	3452.0	7247.0
11163	4579.0	3570.0
23144	1176.0	1332.0
127247	0.0	0.0
106480028	0.0	0.0
23145	76.0	98.0
106480027	4.0	5.0
106480029	0.0	3.0
23148	244.0	91.0
106479079	0.0	0.0
646791	7.0	5.0
23149	93.0	93.0
441641	3.0	4.0
106479078	0.0	0.0
106479077	2.0	3.0
106479076	0.0	0.0
84108	784.0	769.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	20.0	19.0
106479074	0.0	0.0
106480030	0.0	1.0
106479073	0.0	0.0
106480033	0.0	1.0
84109	7.0	1.0
106480032	0.0	0.0
106479072	0.0	1.0
23140	5129.0	5950.0
115265	298.0	58.0
106480035	0.0	0.0
106479071	1.0	3.0
84103	0.0	0.0
23141	5698.0	11085.0
106480034	4.0	2.0
106479070	0.0	0.0
23142	3389.0	2049.0
84106	87.0	56.0
106480037	0.0	0.0
84105	808.0	859.0
23143	2987.0	1708.0
106480036	0.0	0.0
84100	286.0	580.0
11166	6.0	3.0
140258	0.0	0.0
644129	1.0	0.0
11165	1439.0	2854.0
84102	966.0	2011.0
11168	4682.0	5905.0
84101	158.0	8.0
11167	49170.0	21201.0
644128	108.0	102.0
11169	436.0	874.0
11171	9208.0	23412.0
11170	5082.0	107.0
11173	223.0	830.0
441639	0.0	0.0
11172	3.0	1.0
343296	1.0	1.0
11174	137.0	225.0
644146	19.0	21.0
23155	1717.0	2664.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	2256.0	2974.0
23158	20271.0	17876.0
106479069	0.0	1.0
441631	528.0	80.0
106479068	0.0	0.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	0.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	0.0	1.0
106479063	0.0	0.0
106479062	0.0	0.0
106480044	0.0	0.0
23150	2611.0	1397.0
106480043	1.0	0.0
106479061	0.0	0.0
23151	1356.0	1621.0
106479060	0.0	0.0
106480046	1.0	0.0
23152	4591.0	6661.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	1141.0	7265.0
106480047	0.0	0.0
11177	2650.0	7640.0
11176	8830.0	23075.0
11179	1527.0	1558.0
644138	6.0	0.0
11178	789.0	732.0
644139	0.0	0.0
139285	536.0	777.0
106480040	0.0	2.0
103695364	0.0	0.0
103695363	0.0	0.0
644153	0.0	0.0
11140	4891.0	13074.0
644159	0.0	0.0
103695365	1.0	0.0
11142	2454.0	2136.0
166824	776.0	26.0
106479019	0.0	0.0
11141	10.0	0.0
130872	2191.0	1432.0
106479018	0.0	0.0
644157	4.0	4.0
23122	4113.0	4986.0
106480006	0.0	0.0
106479017	0.0	0.0
106479016	0.0	0.0
106480005	0.0	0.0
25784	6.0	9.0
106479015	0.0	1.0
106480008	0.0	0.0
25787	4.0	137.0
23125	4202.0	4791.0
106480007	0.0	0.0
25786	168.0	146.0
106479014	0.0	0.0
25789	40.0	59.0
644150	717.0	468.0
23126	7579.0	8596.0
106479013	0.0	0.0
25788	92.0	302.0
23127	168.0	128.0
106479012	0.0	0.0
106480009	0.0	0.0
106479011	0.0	0.0
23129	14313.0	5287.0
106479010	1.0	0.0
84129	64.0	61.0
106480011	6.0	1.0
106480010	0.0	0.0
84126	10.0	20.0
106480013	0.0	0.0
84125	124.0	20.0
25780	996.0	872.0
106480012	0.0	0.0
84128	2803.0	5990.0
23120	10.0	3.0
106480015	0.0	0.0
25782	4769.0	7452.0
106480014	0.0	0.0
11144	82.0	10.0
11143	4404.0	3676.0
139212	0.0	10.0
84124	1322.0	1688.0
11146	534.0	992.0
11145	21933.0	3594.0
11148	0.0	1.0
86781	40.0	77.0
11147	469.0	341.0
11149	336.0	162.0
392181	2.0	1.0
127294	139.0	48.0
644165	6.0	44.0
11151	707.0	1078.0
166815	980.0	527.0
392188	0.0	0.0
106479009	0.0	0.0
11153	771.0	3801.0
106479008	0.0	0.0
644168	0.0	0.0
11152	2482.0	2433.0
106479007	0.0	0.0
25796	2386.0	2560.0
130888	583.0	515.0
23133	3317.0	5223.0
106479006	7.0	12.0
106480017	0.0	0.0
106480016	0.0	0.0
106479005	0.0	0.0
23135	2644.0	2377.0
25798	6082.0	4292.0
106479004	0.0	0.0
106480019	0.0	0.0
23136	5313.0	1444.0
25797	312.0	340.0
106479003	0.0	2.0
106480018	0.0	0.0
23137	3910.0	2206.0
106479002	0.0	0.0
25799	593.0	630.0
402055	1326.0	1175.0
23138	354.0	1088.0
106479001	0.0	0.0
23139	2203.0	6519.0
106479000	0.0	0.0
644160	2.0	0.0
106480020	0.0	0.0
25790	59.0	247.0
106480022	0.0	0.0
106480021	0.0	0.0
25792	5203.0	4422.0
106480024	0.0	0.0
25791	141.0	594.0
23130	1682.0	3577.0
106480023	0.0	0.0
23131	4900.0	4430.0
25794	25.0	60.0
106480026	0.0	1.0
25793	8682.0	6218.0
23132	2135.0	3671.0
106480025	0.0	1.0
11155	261.0	52.0
11154	657.0	771.0
11157	920.0	409.0
11156	965.0	773.0
11159	539.0	483.0
139221	317.0	320.0
11158	1050.0	754.0
392193	1.0	0.0
23108	1091.0	1331.0
23109	5.0	85.0
127281	1327.0	5390.0
441608	0.0	0.0
154860	0.0	24.0
11120	2001.0	2597.0
343263	3.0	6.0
154865	76.0	43.0
25763	0.0	2.0
106479039	0.0	0.0
23101	66.0	6.0
106479038	17.0	13.0
23102	8084.0	3143.0
106479037	9.0	14.0
25764	112.0	184.0
106479036	0.0	0.0
106479035	0.0	0.0
23105	84.0	306.0
25766	402.0	820.0
106479034	0.0	0.0
25769	1.0	370.0
106479033	0.0	0.0
23107	5347.0	3077.0
106479032	0.0	0.0
106479031	0.0	0.0
11129	916.0	1865.0
106479030	0.0	0.0
84148	2168.0	2801.0
84144	715.0	1640.0
11122	1669.0	108.0
84146	3039.0	6656.0
11124	4256.0	6272.0
11123	2181.0	3466.0
11126	62.0	42.0
84140	269.0	277.0
11128	2014.0	6208.0
84142	1006.0	455.0
84141	132.0	260.0
139231	5549.0	7603.0
11127	1286.0	2031.0
23119	365.0	304.0
644186	18.0	13.0
11131	266.0	21.0
11130	219.0	3115.0
106479029	0.0	0.0
23111	7556.0	3605.0
106479028	0.0	0.0
25774	0.0	0.0
23112	3535.0	2206.0
106479027	0.0	0.0
25776	1580.0	941.0
23113	2003.0	1606.0
106479026	0.0	1.0
25775	8.0	22.0
23114	1975.0	169.0
106479025	7.0	4.0
25778	3019.0	3495.0
106479024	0.0	0.0
25777	12490.0	4139.0
23116	2282.0	2666.0
106479023	1.0	0.0
23117	89.0	92.0
106479022	0.0	0.0
23118	10390.0	6401.0
106479021	0.0	0.0
115294	8814.0	4024.0
106479020	10.0	10.0
106480000	0.0	0.0
25770	0.0	0.0
106480002	0.0	0.0
106480001	0.0	0.0
152206	27.0	48.0
106480004	0.0	0.0
25771	2206.0	1541.0
84138	313.0	314.0
106480003	1.0	6.0
11133	273.0	410.0
84133	6.0	25.0
84132	1299.0	3561.0
11132	346.0	883.0
11135	3444.0	1876.0
84135	1462.0	1895.0
84134	789.0	1571.0
11137	4270.0	7166.0
115290	1017.0	542.0
11136	26.0	27.0
84131	1341.0	1093.0
11138	2543.0	2436.0
730993	3.0	0.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	0.0	0.0
102465246	0.0	0.0
100272147	0.0	0.0
345895	123.0	70.0
729993	118.0	721.0
50717	6188.0	3250.0
102465257	2.0	3.0
102465256	0.0	0.0
102465255	0.0	1.0
729991	759.0	428.0
102465254	0.0	0.0
102465253	0.0	0.0
164284	248.0	221.0
100884155	1.0	0.0
102465252	0.0	0.0
730978	0.0	0.0
102465251	0.0	0.0
102465250	5.0	0.0
730974	1.0	0.0
392194	1.0	0.0
392197	1.0	1.0
646702	0.0	0.0
646701	8.0	2.0
646721	0.0	0.0
729962	1.0	1.0
729967	697.0	1733.0
2504	18.0	19.0
2503	52.0	40.0
284418	0.0	0.0
2502	18.0	10.0
284417	41.0	66.0
2501	118.0	113.0
2500	163.0	207.0
284415	0.0	2.0
404635	0.0	0.0
619190	1.0	0.0
404636	1200.0	1043.0
2509	29.0	41.0
646723	0.0	8.0
2508	83.0	129.0
2507	13.0	10.0
619189	0.0	3.0
164237	1.0	1.0
729956	1.0	9.0
140290	23.0	81.0
729952	0.0	1.0
2515	0.0	23.0
284408	146.0	139.0
2512	188245.0	105463.0
284406	660.0	796.0
2510	1.0	1.0
284403	70.0	1365.0
284402	38.0	87.0
2519	4014.0	7707.0
2518	2.0	7.0
2517	3611.0	2069.0
2516	2.0	1.0
646755	10.0	6.0
646754	0.0	0.0
646753	0.0	1.0
260434	4.0	26.0
23189	11802.0	5336.0
260436	7824.0	0.0
23180	6914.0	1843.0
2526	676.0	502.0
23181	2380.0	3010.0
2525	47.0	160.0
2524	232.0	44.0
2523	775.0	691.0
23184	3622.0	7133.0
2521	10294.0	18630.0
23185	4796.0	11219.0
23186	3276.0	2970.0
2520	1.0	2.0
23187	13562.0	2822.0
2529	5.0	9.0
2528	0.0	2456.0
2527	0.0	3.0
152273	3813.0	1072.0
644100	0.0	2.0
646766	9.0	9.0
644101	7.0	14.0
23199	12268.0	12267.0
260425	2925.0	5686.0
729974	0.0	0.0
260429	1.0	2.0
2537	1907.0	39449.0
23191	11487.0	17352.0
23192	2160.0	5711.0
23193	23683.0	45763.0
2535	109.0	479.0
2534	3903.0	1589.0
23194	1831.0	3502.0
2533	1137.0	1896.0
23195	4669.0	3500.0
23196	14059.0	16684.0
2532	10846.0	27.0
23197	5146.0	8652.0
2531	9121.0	5654.0
2530	2691.0	2710.0
23198	5783.0	19749.0
345829	4.0	6.0
646759	0.0	0.0
646758	1.0	4.0
2539	2473.0	14986.0
2538	0.0	0.0
23190	10032.0	17588.0
25903	1170.0	7372.0
25902	684.0	1723.0
25904	1937.0	4962.0
100129866	0.0	0.0
25907	90.0	463.0
100130855	81.0	120.0
25906	551.0	1316.0
25909	4625.0	4252.0
100127206	0.0	0.0
100129867	5.0	5.0
2551	3880.0	2713.0
2550	1692.0	1853.0
25901	2029.0	1210.0
25900	641.0	558.0
2548	4242.0	6897.0
223075	89.0	0.0
2547	18279.0	25241.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	17.0	8.0
2542	1391.0	1144.0
100874403	0.0	0.0
100874402	0.0	0.0
100874401	0.0	0.0
100874400	0.0	1.0
100129863	0.0	0.0
100874407	0.0	0.0
100874406	0.0	0.0
100874405	0.0	0.0
2549	3626.0	1368.0
100874404	0.0	0.0
25914	1004.0	1092.0
100130848	0.0	0.0
25913	2146.0	2568.0
100129858	88.0	14.0
25915	3084.0	4628.0
25917	2840.0	5580.0
2562	236.0	16.0
2561	36.0	181.0
2560	6.0	0.0
25912	15348.0	24893.0
25911	474.0	2563.0
2559	0.0	0.0
2558	1.0	0.0
2557	4.0	0.0
2556	4.0	0.0
2555	152.0	0.0
2554	0.0	0.0
2553	2693.0	3848.0
100129853	0.0	1.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	32.0	12.0
2572	0.0	0.0
2571	9.0	79.0
2570	3.0	22.0
2569	1.0	1.0
2568	12009.0	7.0
2567	12.0	1.0
2566	0.0	1.0
2565	11.0	0.0
2564	4517.0	79.0
2563	18.0	210.0
100874425	0.0	0.0
100874424	0.0	0.0
100874423	0.0	0.0
100129842	855.0	2225.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	5.0	4.0
100129836	5.0	2.0
100874410	0.0	0.0
286676	446.0	651.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	325.0	495.0
2583	137.0	265.0
2582	533.0	3948.0
2581	3592.0	1349.0
2580	3340.0	8975.0
100874419	1.0	0.0
100874414	2.0	1.0
100874413	0.0	1.0
100874412	0.0	2.0
100874411	0.0	0.0
100874418	2.0	0.0
223082	1905.0	2849.0
100874417	4.0	4.0
100874416	0.0	0.0
100874415	0.0	0.0
100129827	4.0	12.0
100874443	1.0	0.0
100874442	0.0	0.0
100129824	0.0	0.0
100874441	0.0	2.0
100874440	0.0	0.0
2595	1321.0	766.0
2593	615.0	2364.0
100379300	1.0	0.0
2592	1204.0	532.0
2591	2479.0	116.0
441389	212.0	3.0
2590	3737.0	6980.0
441386	1.0	3.0
127617	1.0	1.0
2589	7089.0	11795.0
2588	786.0	1205.0
2587	12.0	5.0
441391	12.0	8.0
284018	1517.0	1648.0
2585	1054.0	1442.0
100874447	3.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	33.0	221.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	0.0	2.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	0.0
100874431	4.0	9.0
100874430	0.0	0.0
100129813	4.0	4.0
441377	0.0	0.0
441376	774.0	4928.0
441381	0.0	0.0
127602	358.0	1008.0
2597	61189.0	308178.0
2596	17.0	13.0
100874436	0.0	0.0
284004	688.0	690.0
100874435	0.0	0.0
100874434	7.0	3.0
100874433	1.0	2.0
284001	1149.0	2427.0
100874439	0.0	0.0
100874438	0.0	0.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	12.0	12.0
100874464	0.0	0.0
100874462	1.0	0.0
100129801	1.0	3.0
100874469	0.0	0.0
100874468	0.0	0.0
100874467	3.0	4.0
100874466	1.0	2.0
100874450	0.0	0.0
50937	1695.0	625.0
100874454	0.0	0.0
50939	30.0	16.0
100874453	0.0	0.0
100874452	0.0	0.0
100874451	0.0	0.0
100874457	0.0	0.0
100874456	3.0	2.0
50940	1945.0	207.0
100874455	1.0	3.0
50943	58.0	466.0
50945	2.0	0.0
50944	18.0	32.0
100874459	0.0	0.0
23328	13660.0	7206.0
23329	557.0	2819.0
84281	551.0	55.0
84280	1829.0	1846.0
644076	1.0	0.0
11340	1480.0	937.0
644079	2.0	1.0
25983	1935.0	4373.0
127665	18.0	5.0
23321	5164.0	384.0
115677	2739.0	2815.0
644070	0.0	0.0
23322	619.0	1101.0
25984	2822.0	2466.0
23324	5386.0	4445.0
25987	14803.0	16725.0
23325	4741.0	7248.0
23326	15479.0	8661.0
25989	1206.0	3202.0
23327	6842.0	5977.0
25988	954.0	1109.0
25981	972.0	783.0
25980	3762.0	4475.0
11342	6524.0	4858.0
84287	1631.0	1695.0
