id	fe6c451e-0747-4a02-9d35-59d0a9f4a468	7411d69d-b4ea-4099-9709-451756f03af1
613204	0.0	0.0
387845	12.0	17.0
145773	159.0	82.0
170712	0.0	0.0
387841	59.0	127.0
100134713	76.0	36.0
387849	16.0	5.0
157773	70.0	60.0
399823	19.0	21.0
131149	0.0	0.0
157777	109.0	32.0
399829	0.0	2.0
101928869	0.0	0.0
399827	1.0	0.0
4904	18276.0	18887.0
4905	4975.0	1537.0
4907	2116.0	1993.0
4908	97.0	35.0
4909	214.0	20.0
145788	189.0	108.0
4900	137.0	183.0
4901	152.0	79.0
4902	27.0	93.0
155100	0.0	0.0
157769	4542.0	2207.0
399839	0.0	0.0
4914	40.0	47.0
4915	50370.0	3727.0
387867	17.0	8.0
4916	1819.0	516.0
4917	6.0	0.0
4919	675.0	403.0
4910	0.0	0.0
4911	0.0	0.0
4912	0.0	0.0
4913	514.0	795.0
50507	169.0	726.0
399888	23.0	13.0
100421046	0.0	0.0
50506	70.0	56.0
100421047	0.0	3.0
50509	1057.0	4739.0
50508	0.0	0.0
157713	6.0	7.0
100506457	0.0	1.0
133746	3213.0	1289.0
100506451	308.0	150.0
4925	18816.0	5371.0
4926	24580.0	11537.0
4927	3250.0	2683.0
4928	12833.0	4408.0
4929	2847.0	3388.0
387895	5.0	13.0
387893	2613.0	1805.0
50512	2903.0	2803.0
50511	44.0	10.0
4920	1120.0	1180.0
4921	6839.0	3553.0
50514	5.0	11.0
4922	44.0	200.0
4923	0.0	1.0
4924	17937.0	17372.0
50515	1312.0	2824.0
100421045	1.0	22.0
100421057	0.0	0.0
100421058	0.0	0.0
100506443	3.0	1.0
387890	54.0	128.0
157708	0.0	3.0
4938	1832.0	12281.0
4939	2108.0	21067.0
387885	5.0	7.0
387882	1008.0	1836.0
4931	2072.0	1757.0
100421055	8.0	0.0
4935	160.0	388.0
100506475	0.0	0.0
157739	16.0	4.0
4947	5833.0	5514.0
4948	76.0	17.0
145741	370.0	29.0
100132100	0.0	0.0
101928827	1.0	0.0
100132101	0.0	0.0
100132103	2.0	5.0
100132104	0.0	0.0
169714	949.0	780.0
4940	2748.0	17107.0
145748	746.0	219.0
4942	17297.0	5503.0
4943	1599.0	834.0
4946	27607.0	20325.0
399876	0.0	0.0
100506465	1.0	10.0
157724	37.0	13.0
100506469	467.0	122.0
131118	1702.0	2347.0
100506462	141.0	63.0
4958	1026.0	416.0
100132116	823.0	86.0
4951	0.0	0.0
100421072	0.0	0.0
4952	5488.0	1876.0
4953	3356.0	3220.0
399881	1.0	0.0
100421075	0.0	0.0
4954	10.0	3.0
4956	0.0	1.0
4957	3811.0	3362.0
100847022	4.0	0.0
100847023	0.0	0.0
100847020	0.0	0.0
286887	99.0	194.0
100847021	0.0	0.0
100847026	2.0	0.0
100847027	0.0	0.0
100847024	1.0	0.0
259266	420.0	1245.0
100847025	0.0	0.0
100847028	2.0	0.0
100847029	0.0	2.0
4969	4029.0	553.0
2306	36.0	100.0
2305	457.0	1611.0
2304	37.0	133.0
2303	95.0	134.0
2302	6.0	53.0
284217	1663.0	432.0
2301	3.0	1.0
2300	32.0	87.0
284215	42.0	19.0
2309	13686.0	5264.0
4967	9252.0	6299.0
2308	4756.0	2221.0
4968	1192.0	929.0
2307	18.0	298.0
100847030	0.0	0.0
100847033	0.0	0.0
100847031	1.0	0.0
4982	1018.0	159.0
100847032	0.0	0.0
100862667	0.0	0.0
100847037	0.0	0.0
100862668	0.0	0.0
100847038	0.0	0.0
100862669	0.0	0.0
100847035	1.0	0.0
100847036	0.0	0.0
100862664	0.0	0.0
100862665	2.0	1.0
100847039	0.0	0.0
100862666	0.0	0.0
2317	85760.0	19636.0
2316	96363.0	79083.0
2315	43.0	14.0
2314	14494.0	7209.0
100862662	2.0	4.0
2313	999.0	2056.0
284207	1031.0	2487.0
2312	42.0	8.0
2311	0.0	0.0
2310	91.0	41.0
284203	0.0	0.0
4973	510.0	903.0
4974	20.0	9.0
4975	0.0	0.0
4976	7808.0	3700.0
2319	7908.0	4447.0
4978	8.0	15.0
2318	1165.0	571.0
100847040	0.0	0.0
100847041	0.0	0.0
4990	3.0	0.0
4991	0.0	0.0
4992	0.0	2.0
100847042	0.0	0.0
4993	11.0	10.0
100847043	0.0	0.0
2331	18468.0	11731.0
100862678	0.0	0.0
100847048	0.0	2.0
2330	14753.0	269.0
100862679	0.0	0.0
100847049	1.0	0.0
100847046	2.0	0.0
100847047	0.0	0.0
100862675	0.0	0.0
100862676	0.0	0.0
259240	0.0	0.0
100862677	0.0	0.0
2328	101.0	152.0
100862670	0.0	0.0
2327	5877.0	1845.0
2326	672.0	1321.0
100862672	0.0	0.0
100862673	0.0	0.0
2324	976.0	1611.0
2323	67.0	145.0
259239	0.0	0.0
2322	1865.0	458.0
2321	4165.0	7624.0
4983	2295.0	615.0
4985	95.0	73.0
4986	10.0	0.0
4987	248.0	112.0
4988	0.0	0.0
2329	943.0	279.0
100847051	0.0	0.0
100847052	0.0	0.0
100847050	0.0	1.0
100847055	0.0	0.0
100847056	0.0	0.0
100847053	0.0	0.0
100847054	0.0	0.0
2342	895.0	1009.0
100847059	0.0	0.0
2341	2.0	1.0
100847057	0.0	0.0
100847058	0.0	0.0
2339	3503.0	2254.0
2335	32683.0	279847.0
2334	104.0	55.0
104502416	6.0	0.0
259249	0.0	0.0
2332	3804.0	1948.0
100862680	0.0	0.0
4994	0.0	2.0
4995	4.0	3.0
104502417	1.0	1.0
4998	144.0	334.0
4999	2308.0	1347.0
260294	97.0	15.0
100847062	0.0	6.0
260293	1682.0	152.0
100847063	0.0	0.0
284260	12.0	9.0
100847060	0.0	0.0
730792	0.0	0.0
100847066	1.0	0.0
100847067	0.0	0.0
100847064	0.0	0.0
100847065	0.0	0.0
2353	97784.0	19811.0
2352	1.0	2.0
100847068	1.0	0.0
2350	402.0	1534.0
100847069	0.0	0.0
100862692	3.0	1.0
2348	980.0	142.0
2346	400.0	364.0
284257	0.0	0.0
284254	0.0	0.0
100847070	0.0	0.0
284252	4902.0	1381.0
100847073	0.0	0.0
100847074	0.0	0.0
100847071	0.0	0.0
100847072	0.0	0.0
100847077	0.0	0.0
729790	0.0	0.0
100847078	0.0	0.0
100847075	30.0	3.0
100847076	0.0	0.0
100847079	0.0	0.0
729799	51.0	10.0
729798	3.0	2.0
2359	494.0	2727.0
2358	1.0	19.0
2357	140.0	300.0
2356	4047.0	2518.0
2355	16137.0	5654.0
2354	40176.0	8026.0
100847080	0.0	0.0
100847081	0.0	0.0
259283	2.0	5.0
100847084	0.0	0.0
259282	7570.0	3788.0
100847085	0.0	0.0
100847082	0.0	0.0
100847083	0.0	0.0
100847088	0.0	0.0
100847089	0.0	0.0
100847086	0.0	0.0
100847087	0.0	0.0
259289	1.0	0.0
259287	0.0	0.0
259286	0.0	0.0
259285	0.0	0.0
646909	0.0	4.0
284233	37.0	69.0
284232	18.0	1.0
100847092	0.0	0.0
100847090	0.0	0.0
259294	9.0	11.0
259293	1.0	0.0
259292	0.0	0.0
100847093	0.0	0.0
259290	12.0	3.0
259296	2.0	0.0
259295	18.0	4.0
646913	0.0	1.0
646912	2.0	0.0
646910	0.0	0.0
50700	0.0	5.0
646915	2.0	0.0
59082	15.0	0.0
2395	634.0	441.0
59084	4185.0	2767.0
441584	0.0	0.0
11108	3319.0	3521.0
11107	559.0	266.0
11100	19411.0	18127.0
11102	1366.0	585.0
11101	3958.0	1845.0
139411	601.0	72.0
11104	1145.0	790.0
11103	3682.0	2304.0
284297	1034.0	2449.0
11105	0.0	1.0
693231	0.0	0.0
25759	1447.0	1322.0
693232	15.0	9.0
284293	5.0	11.0
693233	0.0	0.0
693234	0.0	0.0
693235	0.0	0.0
115426	2902.0	1004.0
25758	554.0	705.0
100379174	0.0	0.0
11119	1981.0	3112.0
11118	1925.0	4051.0
441581	0.0	0.0
127406	0.0	0.0
84034	1727.0	686.0
84033	3217.0	587.0
11113	735.0	2312.0
11112	7274.0	2068.0
139422	0.0	0.0
284288	2.0	0.0
139420	0.0	0.0
11117	4173.0	7573.0
11116	1515.0	471.0
693220	47.0	54.0
693221	0.0	0.0
84061	13532.0	4732.0
693222	0.0	0.0
84060	729.0	644.0
693223	0.0	0.0
693224	0.0	0.0
693225	0.0	0.0
693226	7.0	0.0
139425	0.0	0.0
693227	3.0	0.0
693228	1.0	0.0
693229	0.0	0.0
115416	850.0	794.0
84067	3332.0	1222.0
84066	0.0	0.0
84069	282.0	138.0
84068	923.0	601.0
84063	6.0	6.0
284276	54.0	14.0
84062	1399.0	1091.0
139431	0.0	0.0
84065	2864.0	1683.0
284274	1.0	0.0
84064	2577.0	1436.0
284273	4489.0	3099.0
693230	0.0	2.0
693210	0.0	0.0
693211	0.0	0.0
693212	0.0	0.0
693213	0.0	0.0
693214	0.0	0.0
693215	0.0	0.0
693216	0.0	0.0
693217	0.0	0.0
693218	0.0	0.0
693219	0.0	0.0
152405	0.0	0.0
152404	20.0	8.0
84059	1928.0	391.0
84056	1868.0	607.0
84055	5.0	11.0
84058	444.0	371.0
84057	50.0	213.0
284266	1346.0	143.0
84054	18.0	12.0
84081	3254.0	1875.0
84080	892.0	331.0
84083	512.0	342.0
441549	198.0	50.0
441548	31.0	10.0
441543	0.0	0.0
100379142	0.0	0.0
100379141	0.0	0.0
441550	15.0	5.0
84089	1.0	0.0
84088	0.0	0.0
84085	2318.0	1062.0
84084	161.0	113.0
84087	0.0	0.0
84086	0.0	0.0
84070	47.0	13.0
84072	7.0	10.0
84071	316.0	123.0
392100	0.0	0.0
100379132	0.0	0.0
392106	0.0	0.0
441533	1.0	6.0
441531	6.0	3.0
84078	1361.0	484.0
84077	23.0	2.0
84079	2786.0	2090.0
84074	194.0	151.0
84073	98.0	37.0
84076	2.0	1.0
84075	0.0	0.0
100847000	0.0	0.0
100847001	0.0	0.0
100847004	0.0	0.0
201931	4344.0	1647.0
100847005	0.0	0.0
100847002	0.0	0.0
100847003	0.0	0.0
100847008	1.0	1.0
100847006	0.0	0.0
100847007	0.0	0.0
106480196	0.0	0.0
441572	0.0	0.0
106480195	0.0	0.0
106480198	0.0	0.0
106480197	0.0	0.0
106480199	1.0	0.0
127435	3167.0	3879.0
106480190	5.0	0.0
106480192	0.0	0.0
106480191	0.0	0.0
106480194	0.0	0.0
106480193	0.0	0.0
84091	0.0	0.0
103695432	0.0	0.0
343099	289.0	196.0
103695431	3.0	6.0
100847012	0.0	0.0
84090	0.0	0.0
103695434	1.0	2.0
103695433	0.0	0.0
100847010	5.0	0.0
103695436	36.0	9.0
100847015	3.0	0.0
103695435	0.0	16.0
100847016	0.0	0.0
100847013	0.0	0.0
100847014	0.0	0.0
441554	0.0	2.0
100847019	0.0	0.0
100847017	0.0	0.0
100847018	0.0	0.0
127428	1200.0	580.0
84096	0.0	0.0
84097	0.0	0.0
11061	5.0	0.0
646892	5.0	1.0
441509	73.0	1.0
646891	0.0	2.0
11060	5584.0	2701.0
11063	29.0	6.0
619279	6388.0	2139.0
646898	0.0	0.0
11062	572.0	383.0
11065	231.0	2287.0
441505	2.0	1.0
11064	2424.0	1425.0
23046	218.0	506.0
441502	3.0	2.0
23047	4535.0	2020.0
441501	9.0	13.0
23048	4014.0	3323.0
106479179	0.0	0.0
23049	11774.0	4699.0
106479178	0.0	0.0
127385	0.0	0.0
106479177	0.0	0.0
106479176	0.0	0.0
106479175	0.0	0.0
106479174	0.0	1.0
106480174	0.0	0.0
106480173	1.0	0.0
106479173	0.0	0.0
106480176	0.0	0.0
106479172	0.0	0.0
23040	1.0	0.0
106479171	0.0	0.0
106480175	0.0	0.0
23041	6224.0	2241.0
106480178	0.0	0.0
106479170	0.0	0.0
23042	18102.0	9075.0
106480177	3.0	0.0
23043	2906.0	638.0
106480179	0.0	0.0
104384744	2.0	0.0
11067	10997.0	9895.0
50674	4.0	3.0
11066	1351.0	1931.0
11069	644.0	813.0
11068	2292.0	794.0
139378	1.0	1.0
106480170	0.0	0.0
152330	668.0	513.0
106480172	3.0	0.0
106480171	0.0	0.0
11070	3407.0	2854.0
404550	467.0	415.0
644242	14.0	21.0
404552	10.0	3.0
11072	1827.0	719.0
11074	56.0	28.0
644246	390.0	96.0
11073	3643.0	2911.0
166979	1.0	7.0
11076	1695.0	297.0
11075	89.0	127.0
201965	1117.0	658.0
379027	0.0	0.0
23057	258.0	158.0
379028	0.0	0.0
106479169	0.0	0.0
379029	0.0	0.0
23059	1560.0	1141.0
164312	21.0	12.0
106479168	2.0	0.0
106479167	0.0	0.0
106479166	1.0	7.0
106479165	0.0	0.0
106479164	0.0	0.0
106480185	0.0	0.0
106479163	0.0	0.0
379030	0.0	0.0
106479162	0.0	0.0
379031	0.0	0.0
106480184	0.0	0.0
106479161	0.0	0.0
106480187	1.0	0.0
379032	0.0	0.0
23051	3283.0	711.0
106479160	0.0	0.0
379033	0.0	0.0
106480186	0.0	0.0
23052	7103.0	2371.0
379034	0.0	0.0
106480189	0.0	0.0
86614	0.0	0.0
106480188	0.0	0.0
23053	6297.0	2944.0
115399	756.0	122.0
23054	7170.0	4938.0
11078	2184.0	1424.0
11077	66.0	56.0
644237	1.0	1.0
11079	8619.0	4703.0
106480181	0.0	0.0
106480180	0.0	0.0
106480183	0.0	1.0
106480182	0.0	0.0
11041	1928.0	1964.0
11040	659.0	2509.0
11043	1179.0	705.0
23023	3894.0	3058.0
441525	0.0	0.0
106480149	0.0	0.0
23024	2929.0	1453.0
106480148	0.0	0.0
23025	11.0	53.0
23026	43.0	17.0
441521	0.0	0.0
23028	7146.0	3559.0
106479199	1.0	0.0
23029	84.0	92.0
106479198	0.0	0.0
201973	1085.0	693.0
106479197	0.0	0.0
106479196	0.0	0.0
106480152	0.0	0.0
106480151	0.0	0.0
106479195	0.0	0.0
106479194	0.0	0.0
106480154	0.0	0.0
106479193	0.0	0.0
106480153	0.0	1.0
106480156	0.0	0.0
106479192	0.0	0.0
23020	26913.0	15399.0
106480155	0.0	0.0
106479191	0.0	0.0
729817	0.0	0.0
106479190	0.0	0.0
106480158	0.0	0.0
23022	23587.0	13485.0
106480157	0.0	0.0
11045	51.0	5.0
11044	2154.0	1103.0
11047	4590.0	5582.0
644248	1.0	1.0
11046	1443.0	1516.0
11049	0.0	0.0
106480150	1.0	0.0
343173	0.0	1.0
343172	8.0	1.0
343171	56.0	9.0
343170	1.0	0.0
441519	0.0	0.0
11052	5168.0	3313.0
441518	1375.0	926.0
11051	7904.0	3842.0
11054	2137.0	3875.0
23034	1962.0	492.0
23035	1673.0	544.0
106480159	0.0	0.0
23036	4292.0	2133.0
729816	3.0	0.0
23037	2929.0	1237.0
23038	9503.0	3504.0
106479189	0.0	0.0
23039	7474.0	4054.0
106479188	0.0	0.0
106479187	0.0	0.0
106479186	1.0	2.0
106479185	0.0	0.0
106480163	0.0	0.0
106480162	0.0	0.0
106479184	0.0	0.0
106480165	0.0	0.0
106479183	3.0	5.0
106480164	0.0	0.0
106479182	0.0	0.0
23030	13163.0	5771.0
106479181	0.0	0.0
106480167	0.0	3.0
23031	918.0	812.0
106479180	0.0	0.0
106480166	0.0	0.0
23032	8153.0	3188.0
106480169	0.0	0.0
729809	0.0	0.0
23033	2873.0	904.0
106480168	0.0	0.0
11056	2674.0	1112.0
11055	12.0	1.0
343169	1.0	0.0
11057	18094.0	24618.0
11059	11918.0	6303.0
106480161	0.0	2.0
106480160	0.0	0.0
693200	0.0	2.0
693201	9.0	5.0
693202	0.0	0.0
693203	0.0	0.0
11021	3728.0	4660.0
693204	0.0	0.0
11020	1319.0	1312.0
693205	0.0	0.0
106479139	0.0	0.0
23001	9016.0	3288.0
106480127	0.0	0.0
693206	133.0	44.0
106479138	0.0	0.0
23002	6792.0	2012.0
106480126	0.0	0.0
693207	0.0	0.0
106479137	0.0	0.0
106480129	0.0	0.0
106479136	0.0	0.0
693208	1.0	0.0
693209	0.0	0.0
106480128	0.0	0.0
106479135	0.0	0.0
23005	3356.0	1137.0
106479134	0.0	0.0
106479133	0.0	0.0
23007	923.0	126.0
106479132	0.0	0.0
23008	6676.0	2084.0
106479131	0.0	0.0
106479130	153.0	1.0
106480130	0.0	0.0
106480132	0.0	0.0
106480131	0.0	0.0
106480134	0.0	0.0
106480133	0.0	0.0
106480136	0.0	1.0
106480135	0.0	0.0
11023	0.0	1.0
84000	2003.0	596.0
11022	1290.0	649.0
11025	52.0	73.0
11024	34.0	58.0
84002	749.0	564.0
139334	0.0	1.0
11027	167.0	114.0
11029	0.0	0.0
11030	5568.0	2540.0
106479129	0.0	0.0
11031	6379.0	11648.0
106479128	0.0	0.0
106479127	3.0	1.0
106480138	0.0	0.0
23012	3837.0	2621.0
23013	10392.0	4718.0
106479126	0.0	0.0
106480137	0.0	0.0
23014	5141.0	4239.0
106479125	0.0	0.0
23015	793.0	74.0
106480139	0.0	0.0
106479124	0.0	0.0
23016	1655.0	793.0
106479123	0.0	0.0
23017	919.0	128.0
106479122	0.0	0.0
106479121	0.0	0.0
23019	14941.0	7117.0
106479120	0.0	0.0
106480141	1.0	0.0
106480140	0.0	0.0
106480143	0.0	0.0
106480142	0.0	0.0
106480145	0.0	0.0
106480144	0.0	0.0
106480147	0.0	0.0
23011	6759.0	3520.0
106480146	0.0	0.0
11034	43156.0	18655.0
152302	445.0	384.0
11033	148.0	108.0
11036	0.0	4.0
11035	187.0	669.0
11037	530.0	663.0
139341	1660.0	1003.0
644297	4.0	5.0
166968	2475.0	1163.0
619212	0.0	0.0
59067	0.0	7.0
106480105	0.0	0.0
106479159	0.0	0.0
106480104	0.0	0.0
106479158	0.0	0.0
106480107	0.0	0.0
106479157	0.0	0.0
106480106	0.0	0.0
106479156	1.0	0.0
106480109	0.0	0.0
106480108	0.0	0.0
106479155	0.0	0.0
106479154	0.0	0.0
106479153	0.0	0.0
11009	178.0	355.0
106479152	0.0	0.0
106479151	0.0	0.0
106480110	0.0	0.0
106479150	1.0	0.0
106480112	0.0	1.0
106480111	0.0	0.0
106480114	0.0	0.0
106480113	0.0	0.0
11001	8785.0	397.0
11000	2353.0	2040.0
11005	77.0	41.0
11004	371.0	1286.0
11007	404.0	1075.0
11006	763.0	1325.0
127391	0.0	0.0
11010	2364.0	1406.0
106479149	0.0	0.0
106480116	0.0	0.0
106479148	0.0	0.0
106480115	0.0	0.0
106480118	4.0	3.0
106479147	0.0	0.0
106479146	0.0	0.0
106480117	0.0	0.0
106479145	0.0	0.0
127396	136.0	102.0
106480119	0.0	0.0
106479144	0.0	0.0
619208	544.0	281.0
106479143	0.0	0.0
106479142	136.0	0.0
106479141	0.0	0.0
11019	751.0	421.0
106479140	0.0	0.0
106480121	2.0	0.0
106480120	0.0	0.0
106480123	0.0	0.0
106480122	0.0	0.0
106480125	0.0	0.0
106480124	2.0	0.0
11012	1264.0	249.0
11011	2416.0	3000.0
11014	18182.0	14557.0
11013	97.0	41.0
11016	5433.0	2885.0
11015	1334.0	4785.0
11018	877.0	674.0
11017	2076.0	1520.0
139363	0.0	0.0
106144608	0.0	0.0
646808	5.0	2.0
106144606	5.0	1.0
106144607	0.0	0.0
345778	2355.0	1137.0
646802	14.0	72.0
730861	0.0	0.0
729873	0.0	0.0
106144601	0.0	0.0
106144602	0.0	0.0
164395	68.0	22.0
729877	0.0	0.0
259308	4.0	2.0
259307	186.0	759.0
106480101	0.0	0.0
106480100	0.0	0.0
106480103	0.0	0.0
106480102	0.0	0.0
646817	4.0	1.0
50604	358.0	78.0
106479119	0.0	0.0
106479118	0.0	0.0
106479117	0.0	0.0
106479116	0.0	0.0
106479115	0.0	0.0
106479114	2.0	0.0
106479113	0.0	0.0
106479112	0.0	0.0
106479111	0.0	0.0
106479110	0.0	0.0
345757	1475.0	1382.0
50613	0.0	0.0
50612	0.0	0.0
50615	22.0	435.0
50614	2.0	1.0
50617	202.0	53.0
729894	0.0	0.0
50616	3.0	0.0
50619	1030.0	1889.0
50618	4163.0	2780.0
106479109	0.0	0.0
106479108	0.0	0.0
106479107	0.0	0.0
106479106	1.0	1.0
106479105	49.0	11.0
106479104	0.0	0.0
106479103	0.0	0.0
106479102	0.0	0.0
729898	0.0	0.0
106479101	0.0	0.0
106479100	0.0	0.0
50624	49.0	53.0
646839	2.0	4.0
50626	2821.0	2386.0
646837	4.0	3.0
50628	2493.0	1076.0
646851	429.0	123.0
260332	0.0	1.0
23089	21961.0	97186.0
260334	34.0	41.0
260337	0.0	4.0
260338	0.0	0.0
23081	1314.0	516.0
23082	3976.0	2884.0
100272228	147.0	48.0
23085	6885.0	2336.0
23086	1003.0	357.0
23087	1779.0	1132.0
50631	37.0	27.0
50632	3.0	55.0
646849	0.0	0.0
23080	5960.0	2914.0
50636	210.0	1321.0
50639	0.0	0.0
729830	964.0	130.0
644202	13.0	6.0
646864	1.0	0.0
646862	11.0	7.0
729838	9.0	5.0
23092	2844.0	3458.0
23093	3340.0	1560.0
23094	6156.0	5136.0
23095	6811.0	1794.0
23096	1129.0	720.0
23097	2811.0	2091.0
729828	0.0	0.0
23098	597.0	188.0
50640	4239.0	1789.0
23099	2002.0	795.0
730811	0.0	0.0
23090	670.0	629.0
23091	11924.0	4727.0
11081	78.0	56.0
50649	666.0	227.0
11080	1675.0	1168.0
11083	6828.0	4227.0
729862	0.0	0.0
11082	428.0	1165.0
11085	0.0	0.0
644213	11.0	3.0
100286844	56.0	31.0
646875	0.0	0.0
644214	0.0	0.0
11086	39.0	184.0
646873	0.0	1.0
23067	3285.0	2674.0
23060	6779.0	5046.0
23061	18228.0	8474.0
23062	8232.0	6347.0
23063	8205.0	4069.0
23064	10365.0	5490.0
23065	7589.0	2675.0
50651	161.0	185.0
100272205	155.0	59.0
23066	260.0	100.0
50650	4670.0	3604.0
50652	0.0	0.0
11092	797.0	295.0
644220	11.0	5.0
11091	2737.0	2147.0
11094	3263.0	3095.0
729852	1522.0	714.0
11093	233.0	26.0
11096	6751.0	519.0
11095	1007.0	171.0
11098	23593.0	19707.0
11097	1235.0	675.0
646884	1.0	0.0
23078	4681.0	771.0
729857	11.0	8.0
23070	4147.0	3108.0
23071	6377.0	3963.0
23072	117.0	20.0
164380	0.0	0.0
23074	2726.0	1564.0
23075	12552.0	3554.0
23076	3216.0	2725.0
23077	9282.0	4347.0
11099	2781.0	654.0
646879	0.0	0.0
644218	1.0	0.0
646877	0.0	0.0
100130972	3.0	1.0
100379220	0.0	0.0
100130970	0.0	0.0
284339	38.0	31.0
284338	79.0	147.0
100129983	2.0	2.0
100129982	5.0	3.0
548313	0.0	0.0
693198	0.0	0.0
693199	0.0	0.0
100130968	0.0	0.0
100130967	72.0	108.0
100129976	1.0	0.0
100130963	0.0	0.0
100130962	0.0	0.0
284325	1301.0	959.0
100129972	0.0	1.0
284323	1159.0	540.0
100129969	1.0	2.0
100130958	64.0	38.0
693187	0.0	0.0
693188	0.0	0.0
693189	0.0	1.0
100130954	3.0	11.0
2444	5000.0	2136.0
100379249	2.0	2.0
693190	0.0	0.0
100129961	75.0	56.0
284312	88.0	41.0
693191	0.0	0.0
100129960	0.0	0.0
693192	0.0	0.0
693193	0.0	0.0
693194	0.0	0.0
693195	0.0	0.0
693196	0.0	0.0
693197	0.0	0.0
693176	1.0	0.0
100129958	0.0	3.0
693177	0.0	0.0
693178	2.0	2.0
260340	0.0	0.0
100129959	0.0	0.0
260341	0.0	0.0
284309	2264.0	1066.0
284307	355.0	160.0
284306	146.0	215.0
693180	0.0	0.0
693181	1.0	0.0
693182	0.0	0.0
693183	0.0	0.0
693184	1.0	0.0
693185	0.0	0.0
693186	0.0	1.0
284382	0.0	0.0
100130935	0.0	0.0
100130934	66.0	10.0
100130933	5.0	3.0
100130932	19.0	9.0
286967	0.0	0.0
100129941	0.0	0.0
100130929	0.0	0.0
284371	899.0	306.0
284370	1013.0	287.0
100130923	1.0	0.0
100130922	1.0	0.0
100129937	0.0	0.0
100129933	10.0	1.0
2483	1881.0	2028.0
284369	0.0	1.0
2475	10079.0	2608.0
284367	79.0	54.0
284366	0.0	0.0
284361	9783.0	9052.0
50801	0.0	1.0
50804	1657.0	1145.0
50805	346.0	61.0
100129926	3.0	1.0
50808	5072.0	2323.0
100129921	0.0	0.0
50807	2794.0	3366.0
100129920	0.0	1.0
50809	16868.0	6842.0
2496	3.0	4.0
2495	30940.0	35342.0
2494	513.0	581.0
2492	0.0	0.0
100129929	0.0	0.0
2491	111.0	321.0
2488	0.0	0.0
2487	2742.0	2302.0
284359	4.0	2.0
284358	68.0	63.0
284355	0.0	0.0
284353	99.0	17.0
284352	4436.0	4127.0
50813	5089.0	3287.0
50814	2799.0	1422.0
100129919	0.0	0.0
284349	545.0	329.0
2499	3.0	8.0
284348	306.0	188.0
2498	27.0	27.0
2497	50.0	28.0
284346	118.0	96.0
284340	648.0	115.0
23207	4250.0	2852.0
693121	0.0	0.0
100093625	0.0	0.0
23208	709.0	1418.0
693122	8.0	0.0
100093626	0.0	0.0
23209	4.0	18.0
693123	0.0	0.0
693124	0.0	0.0
693125	0.0	0.0
130951	94.0	37.0
693126	0.0	0.0
693127	0.0	0.0
693128	0.0	0.0
25862	617.0	245.0
693129	0.0	0.0
23200	6910.0	2066.0
25861	1558.0	1008.0
644191	10.0	3.0
23201	8646.0	2772.0
25864	630.0	438.0
23203	3784.0	2426.0
25865	3486.0	4176.0
23204	12178.0	18101.0
23205	40.0	14.0
644192	65.0	44.0
11228	2458.0	1552.0
84166	873.0	2170.0
11221	6644.0	856.0
84168	13842.0	13957.0
11223	34.0	6.0
100093630	2780.0	1519.0
84167	573.0	262.0
11222	5996.0	4863.0
100093631	828.0	385.0
84162	10925.0	4314.0
11224	15630.0	27715.0
84164	4067.0	3537.0
11227	778.0	498.0
11226	11144.0	8375.0
84163	316.0	103.0
23218	5638.0	2267.0
23219	4892.0	2771.0
402093	0.0	0.0
100862704	9.0	2.0
11230	1186.0	2477.0
23210	1576.0	865.0
25873	16649.0	33312.0
100379298	0.0	0.0
23211	3888.0	2664.0
25875	3087.0	1394.0
23212	1574.0	1360.0
23213	5805.0	19395.0
25874	13338.0	3487.0
23214	5999.0	4828.0
25876	113.0	37.0
23215	24215.0	14398.0
23216	5059.0	4240.0
25879	2983.0	1890.0
100379296	0.0	0.0
25878	13765.0	25745.0
23217	17.0	8.0
84159	15398.0	4103.0
25871	3347.0	1968.0
25870	13894.0	5951.0
142940	2204.0	1088.0
11232	494.0	427.0
11231	12428.0	6380.0
84154	2005.0	1515.0
11234	5459.0	1239.0
11236	3461.0	2285.0
11235	2554.0	2402.0
11238	1026.0	505.0
84153	932.0	501.0
11237	4374.0	2417.0
84152	5237.0	282.0
693120	0.0	0.0
100093624	0.0	1.0
166929	2360.0	548.0
25847	4581.0	3342.0
84182	145.0	38.0
84181	9392.0	4408.0
25849	12609.0	6656.0
25840	12460.0	2608.0
25842	2044.0	1712.0
25841	611.0	218.0
25844	9088.0	11090.0
25843	2673.0	1551.0
11209	122.0	8.0
84188	4420.0	1881.0
84187	5492.0	2826.0
11201	3150.0	996.0
11200	580.0	788.0
84189	3919.0	703.0
11202	480.0	102.0
84186	1831.0	1169.0
25859	773.0	84.0
25858	0.0	0.0
84171	1338.0	317.0
284391	2340.0	1010.0
284390	225.0	119.0
100862726	0.0	0.0
100862727	3.0	0.0
100862728	2.0	1.0
25851	1444.0	945.0
25850	307.0	161.0
25853	6580.0	3824.0
25852	3014.0	1876.0
100862725	0.0	0.0
25855	2463.0	5210.0
25854	184.0	142.0
402077	0.0	0.0
11218	1816.0	1279.0
11217	90.0	106.0
11219	19.0	27.0
139324	481.0	387.0
84176	7.0	2.0
11212	4405.0	2444.0
139322	4329.0	1556.0
84179	2617.0	297.0
11211	79.0	181.0
84173	2027.0	880.0
11214	11276.0	8063.0
11213	717.0	411.0
