id	00511204-3512-4a5e-b664-60271e968903	c633bd52-3f48-49b8-bb20-2aad7b910a47
6076	0.0	0.0
100421245	0.0	1.0
6075	0.0	0.0
6078	0.0	1.0
6079	0.0	0.0
101928601	28.0	3.0
6070	0.0	4.0
91252	1598.0	2642.0
6071	0.0	1.0
6074	0.0	0.0
101928603	1.0	0.0
101928604	0.0	0.0
101928607	3.0	358.0
387612	0.0	0.0
147700	1.0	135.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	0.0
101928611	0.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	7.0	0.0
123722	2.0	3.0
387601	14.0	2.0
123720	1450.0	1036.0
147710	2.0	0.0
147711	4.0	20.0
147719	0.0	1.0
6098	0.0	2.0
6097	88.0	4043.0
6092	90.0	4917.0
6091	4935.0	2044.0
6094	300.0	108.0
100528020	0.0	0.0
6093	7005.0	10058.0
100528021	1.0	1.0
6096	1145.0	57.0
6095	853.0	1457.0
91272	2557.0	3077.0
147727	972.0	573.0
387638	0.0	0.0
100528030	12.0	25.0
101928638	0.0	0.0
100528032	2.0	10.0
100421271	0.0	0.0
100506697	5.0	18.0
100506696	57.0	119.0
91298	632.0	1136.0
100528007	0.0	0.0
123775	70.0	183.0
91289	3035.0	3383.0
399656	0.0	2.0
100506686	259.0	350.0
100506685	1.0	21.0
100528016	2.0	1.0
100528017	1103.0	33.0
100528018	0.0	0.0
100528019	13.0	0.0
100506681	0.0	3.0
91283	561.0	694.0
100506680	15.0	1.0
387646	46.0	123.0
387647	0.0	0.0
387644	10.0	36.0
387640	103.0	18.0
100421295	69.0	65.0
387680	2492.0	3146.0
375686	9.0	40.0
123745	1.0	11.0
100506898	16.0	9.0
100506897	0.0	0.0
390992	0.0	0.0
54471	3332.0	2084.0
54470	588.0	1183.0
390996	0.0	1.0
390999	0.0	0.0
54475	968.0	1024.0
387338	1271.0	1765.0
54474	0.0	1.0
54472	3356.0	2572.0
389997	0.0	0.0
54478	4.0	477.0
54477	1373.0	3067.0
387332	0.0	0.0
54476	2863.0	4340.0
91404	11952.0	4653.0
91405	4.0	4.0
91408	3333.0	3215.0
91409	19.0	839.0
375346	193.0	249.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	72.0	223.0
389990	0.0	0.0
102724827	198.0	148.0
54482	497.0	801.0
102724820	13.0	25.0
100506881	132.0	100.0
54480	1861.0	5383.0
387328	0.0	2.0
387325	4.0	52.0
145497	2.0	3.0
400866	1.0	0.0
387323	0.0	2.0
387321	0.0	0.0
54487	1905.0	2867.0
387322	0.0	2.0
375350	1.0	1.0
723809	4.0	10.0
338391	0.0	0.0
91433	609.0	267.0
338396	0.0	0.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	3585.0	6763.0
54491	287.0	2098.0
54490	0.0	3.0
54497	3059.0	3862.0
54496	1471.0	1980.0
448835	0.0	0.0
54495	4174.0	3364.0
448834	0.0	0.0
387359	0.0	0.0
387357	10.0	105.0
54499	4625.0	8650.0
121498	0.0	0.0
54498	105.0	305.0
170463	817.0	1849.0
157489	252.0	166.0
338382	1327.0	444.0
390980	126.0	287.0
338388	0.0	0.0
448831	0.0	0.0
400841	10.0	1.0
91419	800.0	312.0
91452	3223.0	2523.0
338376	0.0	5.0
145447	209.0	664.0
100313532	0.0	6.0
91442	137.0	497.0
375387	450.0	446.0
91445	2759.0	2265.0
107080554	0.0	0.0
133482	4.0	0.0
100506874	46.0	21.0
100506872	0.0	1.0
169436	44.0	50.0
170425	0.0	1.0
133491	0.0	0.0
91464	0.0	1.0
100506866	160.0	92.0
400892	1.0	32.0
400891	0.0	27.0
91461	6628.0	547.0
145483	290.0	1363.0
145482	971.0	715.0
338339	2.0	1.0
100506810	10.0	112.0
338328	3692.0	175.0
100506815	1.0	7.0
326337	0.0	0.0
326339	0.0	0.0
338321	3.0	3.0
338322	0.0	0.0
338323	0.0	2.0
338324	1.0	0.0
341965	0.0	1.0
326341	0.0	0.0
326340	0.0	1.0
326343	13.0	13.0
326342	13.0	73.0
54407	11117.0	21456.0
8710	1.0	0.0
100506834	68.0	45.0
8711	75.0	1483.0
54413	58.0	167.0
8703	1140.0	4245.0
101410540	0.0	0.0
8704	3480.0	2711.0
101410541	0.0	0.0
8701	1.0	3.0
101410542	1.0	0.0
54414	3552.0	1678.0
8702	1087.0	1504.0
100506835	96.0	15.0
101410543	2.0	1.0
8707	17.0	15.0
101410544	2.0	9.0
8708	34.0	15.0
101410545	1.0	0.0
101410546	0.0	0.0
8705	575.0	741.0
8706	405.0	1208.0
326315	1.0	3.0
326317	0.0	0.0
8721	8409.0	7824.0
8722	6917.0	4263.0
8720	8689.0	9725.0
101410537	0.0	5.0
101410538	4224.0	1386.0
341947	0.0	1.0
8714	162.0	3018.0
8715	0.0	11.0
100506826	24.0	34.0
8712	0.0	0.0
8718	249.0	484.0
101410533	25.0	26.0
101410534	0.0	0.0
326325	0.0	0.0
101410535	97.0	119.0
8717	679.0	687.0
54429	21.0	28.0
101410536	0.0	1.0
326307	207.0	185.0
8732	1427.0	981.0
8733	4432.0	7276.0
8731	2100.0	4174.0
54431	4686.0	8424.0
400836	0.0	0.0
170487	6.0	116.0
54435	16.0	37.0
54434	2792.0	4403.0
400831	23.0	5.0
54433	650.0	1033.0
400830	4463.0	12.0
54432	1428.0	2696.0
54439	1173.0	2433.0
8725	4955.0	4291.0
8726	869.0	1451.0
54438	3181.0	1094.0
54437	82.0	101.0
8723	2258.0	2465.0
326310	93.0	60.0
8724	15406.0	5112.0
54436	414.0	912.0
8729	5339.0	9352.0
100337589	0.0	0.0
170485	0.0	4.0
8727	5106.0	812.0
8728	300.0	1867.0
170482	1.0	1.0
8740	29.0	84.0
8743	3583.0	15935.0
8744	48.0	45.0
8741	338.0	844.0
8742	2815.0	1411.0
102724868	0.0	0.0
102724866	2.0	1.0
54442	790.0	2917.0
54441	37.0	76.0
54440	218.0	1172.0
400823	13.0	9.0
102724862	0.0	0.0
54443	29.0	5013.0
8736	6169.0	117.0
8737	3143.0	3393.0
8735	1.0	42.0
326300	4.0	10.0
8738	528.0	459.0
8739	5.0	15.0
8751	7908.0	15024.0
8754	4692.0	4218.0
8755	0.0	0.0
102724853	1.0	0.0
54453	3066.0	9163.0
255512	74.0	48.0
54457	4.0	19.0
54456	85.0	33.0
554049	2.0	4.0
54455	2154.0	2211.0
54454	712.0	2182.0
8747	10.0	27.0
8748	6.0	11.0
8745	227.0	239.0
54458	2859.0	5558.0
400818	451.0	273.0
8749	0.0	5.0
8761	8485.0	7612.0
6100	383.0	448.0
8760	5737.0	4955.0
6102	865.0	1305.0
8766	8974.0	12695.0
6101	2.0	33.0
8763	47226.0	33993.0
6103	569.0	1241.0
8764	1138.0	3892.0
54460	2031.0	3961.0
54464	2246.0	4019.0
54463	4099.0	3513.0
54462	5197.0	3216.0
54461	5819.0	3866.0
54468	1635.0	2475.0
54467	3798.0	5017.0
54466	33.0	19.0
54465	484.0	941.0
255520	2353.0	2632.0
8759	0.0	0.0
8756	0.0	0.0
54469	5622.0	5139.0
8772	245.0	440.0
8773	2550.0	3526.0
8771	0.0	0.0
8776	1114.0	4670.0
8777	6998.0	3820.0
8774	1581.0	1996.0
8775	4189.0	9178.0
101928566	0.0	0.0
8767	813.0	1472.0
6120	1838.0	2819.0
101928571	0.0	2.0
8784	17.0	140.0
6122	65960.0	78669.0
8781	0.0	0.0
6121	0.0	0.0
8787	8.0	66.0
6124	66099.0	63318.0
6123	19.0	21.0
8788	0.0	4.0
8785	28.0	2.0
6126	17.0	10.0
8786	1336.0	698.0
6125	40949.0	34194.0
101928578	227.0	444.0
8780	4484.0	4071.0
6117	4410.0	5541.0
8778	5.0	7.0
6119	568.0	1408.0
6118	1792.0	2939.0
8794	72.0	225.0
8795	1253.0	4751.0
6130	37985.0	41993.0
8792	106.0	279.0
6133	22182.0	13257.0
6132	32176.0	48421.0
8793	611.0	151.0
8798	412.0	1226.0
6135	44309.0	30959.0
8799	1313.0	3240.0
6134	46772.0	68971.0
8796	106.0	2.0
6137	25987.0	21873.0
8797	217.0	726.0
6136	20027.0	24791.0
100421307	0.0	0.0
101735302	155.0	771.0
8790	927.0	1364.0
100134444	0.0	0.0
6128	29753.0	28350.0
8789	14.0	13.0
6129	29992.0	22055.0
6142	7863.0	14461.0
6141	14780.0	28178.0
100421311	2.0	9.0
6144	11211.0	14286.0
6143	33466.0	41650.0
100421313	2.0	5.0
6146	16548.0	17551.0
6145	2.0	1.0
6148	0.0	0.0
6147	15319.0	20257.0
100421318	0.0	0.0
100421319	0.0	2.0
100337590	0.0	0.0
100337591	2.0	1.0
6139	936.0	1421.0
6138	33358.0	39502.0
6152	18206.0	19828.0
6155	22750.0	15708.0
6154	13640.0	8956.0
100421324	0.0	0.0
6157	22220.0	26907.0
6156	24374.0	29959.0
6159	20082.0	19672.0
6158	13973.0	32351.0
100421328	0.0	1.0
6150	533.0	970.0
101928527	352.0	351.0
6164	18197.0	14962.0
6163	5.0	14.0
6166	8329.0	6138.0
6165	18118.0	20050.0
6168	31096.0	26661.0
6167	20727.0	24117.0
100421338	0.0	1.0
6169	11829.0	8941.0
101928536	0.0	0.0
6160	24501.0	25839.0
101928537	0.0	0.0
6161	32663.0	32124.0
100421331	0.0	0.0
6175	42465.0	106931.0
6174	52.0	28.0
6176	30998.0	78970.0
101928545	96.0	51.0
6171	6137.0	11651.0
6170	4920.0	4616.0
6173	2422.0	2976.0
6172	426.0	471.0
100421340	0.0	1.0
100421341	0.0	1.0
100421354	0.0	0.0
6185	12688.0	19288.0
101928550	4.0	15.0
6188	24612.0	47188.0
6187	15731.0	46553.0
100421357	0.0	1.0
6189	17819.0	17585.0
101928555	290.0	14.0
6182	578.0	375.0
6181	48647.0	22678.0
6184	11871.0	15857.0
101928559	0.0	0.0
6183	624.0	1279.0
100421350	5.0	22.0
100421351	0.0	9.0
100421353	1.0	3.0
6197	3487.0	1820.0
6196	3487.0	2326.0
6199	1038.0	1953.0
6198	2699.0	2701.0
6191	53069.0	71963.0
6193	11411.0	27242.0
6192	0.0	0.0
91373	624.0	942.0
6195	282.0	3767.0
6194	64811.0	60633.0
390916	1004.0	541.0
145407	231.0	565.0
100421363	4.0	1.0
100421376	0.0	0.0
100421379	2.0	1.0
91369	11820.0	3578.0
91368	1201.0	1134.0
652489	1.0	2.0
390924	17.0	21.0
389901	8.0	3.0
390928	0.0	5.0
390927	145.0	799.0
100421371	3.0	4.0
100421374	33.0	8.0
389903	0.0	0.0
100421389	0.0	0.0
91392	463.0	636.0
389935	0.0	0.0
389932	1.0	2.0
100421384	6.0	33.0
100421398	3.0	2.0
100421399	0.0	3.0
101928513	5.0	6.0
91380	0.0	0.0
390904	0.0	8.0
145438	5.0	81.0
100421390	0.0	2.0
100421391	0.0	0.0
100421395	5.0	18.0
100421397	0.0	2.0
375316	25.0	29.0
375318	0.0	0.0
390963	75.0	233.0
375307	2.0	167.0
389941	105.0	106.0
389948	0.0	34.0
375337	0.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	25.0	40.0
387317	0.0	1.0
121457	891.0	862.0
389976	2.0	0.0
375341	533.0	676.0
387319	0.0	0.0
375323	2.0	9.0
389970	1.0	0.0
390940	129.0	90.0
133418	1761.0	1049.0
390948	0.0	0.0
121441	949.0	3325.0
390949	1.0	1.0
652411	0.0	0.0
145370	1.0	1.0
102724954	2.0	0.0
54596	34.0	108.0
375484	603.0	968.0
91526	635.0	875.0
133396	3.0	6.0
196951	45.0	237.0
91523	356.0	682.0
91522	18.0	18.0
121391	0.0	1.0
145376	274.0	63.0
400986	90.0	521.0
400984	6.0	11.0
196968	8.0	5.0
157378	959.0	2377.0
723961	0.0	0.0
145389	463.0	762.0
157381	0.0	5.0
91543	677.0	1235.0
91544	280.0	3763.0
102724923	0.0	3.0
652423	0.0	2.0
169355	2.0	7.0
400966	2.0	2.0
121364	0.0	0.0
400961	641.0	768.0
157376	0.0	0.0
91574	789.0	1326.0
157313	9.0	1087.0
157317	0.0	1.0
147991	1215.0	3132.0
399495	2.0	1.0
159963	33.0	9.0
100506965	281.0	233.0
100506963	38.0	63.0
387495	0.0	0.0
387496	845.0	186.0
387494	0.0	2.0
387491	0.0	0.0
387492	40.0	74.0
387486	0.0	0.0
157310	20.0	8.0
100506994	10.0	171.0
338470	23.0	2.0
170302	0.0	27.0
204010	0.0	5.0
399473	14.0	224.0
399474	1987.0	296.0
91584	14832.0	2526.0
159989	2.0	5.0
91582	2105.0	1272.0
107126360	0.0	4.0
133383	591.0	392.0
100506930	541.0	1848.0
100820741	0.0	0.0
338448	0.0	0.0
8808	12.0	38.0
8809	153.0	184.0
54512	386.0	686.0
54511	69.0	16.0
54510	4178.0	2293.0
54516	970.0	367.0
8802	12975.0	3647.0
8803	6272.0	2233.0
54514	0.0	0.0
8800	4022.0	3320.0
8801	6317.0	4384.0
8807	45.0	46.0
400916	3279.0	716.0
54518	8254.0	1119.0
8804	11911.0	7334.0
100506939	1.0	1.0
54517	794.0	1149.0
8805	2020.0	4328.0
8820	27.0	72.0
8821	555.0	5524.0
338440	32.0	1770.0
338442	3745.0	66.0
8819	255.0	759.0
100820732	0.0	0.0
255620	7.0	6.0
54522	248.0	510.0
54521	1362.0	1433.0
54520	2539.0	3194.0
100820735	1.0	2.0
8813	1846.0	1739.0
170393	3.0	9.0
8814	130.0	83.0
170392	11.0	6.0
100506925	0.0	0.0
8811	1.0	3.0
8812	441.0	779.0
8817	127.0	117.0
8818	1133.0	2449.0
54529	2830.0	2646.0
255626	0.0	0.0
8815	3163.0	5400.0
8816	6433.0	5993.0
170394	761.0	1285.0
8831	395.0	3101.0
8832	342.0	1509.0
100506953	0.0	0.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1449.0	1032.0
54532	3718.0	2741.0
54531	1027.0	1457.0
54538	6671.0	1076.0
8824	3974.0	2074.0
8825	1173.0	1915.0
54537	3409.0	2190.0
54536	777.0	3755.0
8822	3.0	2.0
8823	74.0	48.0
54535	423.0	1647.0
8828	4506.0	3486.0
8829	20995.0	6515.0
8826	16804.0	33234.0
54539	2534.0	3779.0
8842	3.0	5302.0
8843	135.0	20.0
8840	23.0	1937.0
8841	2003.0	4182.0
100158257	0.0	0.0
54541	3512.0	5408.0
54540	1378.0	4783.0
54545	5065.0	5510.0
54544	0.0	0.0
54543	9257.0	6018.0
54542	3652.0	3085.0
54549	29.0	388.0
8835	2396.0	2362.0
8836	402.0	1535.0
8833	2835.0	7270.0
8834	1773.0	1100.0
54546	0.0	0.0
8839	5629.0	1300.0
8837	14387.0	8036.0
8838	6.0	6.0
101928483	24.0	19.0
8850	3527.0	1554.0
101928484	0.0	0.0
8853	1503.0	3919.0
8854	810.0	325.0
8851	69.0	341.0
8852	0.0	0.0
400960	877.0	1847.0
338412	3.0	12.0
338413	0.0	0.0
54552	456.0	988.0
400957	2.0	0.0
54551	95.0	124.0
54550	48.0	39.0
196996	4.0	930.0
400955	1.0	59.0
400954	38.0	182.0
54556	665.0	649.0
54555	1514.0	3135.0
400952	16.0	87.0
54554	537.0	1077.0
400950	7.0	11.0
8846	442.0	1118.0
100820709	0.0	0.0
8847	100.0	608.0
54558	489.0	1693.0
8844	1480.0	1194.0
54557	656.0	579.0
8848	11808.0	19707.0
196993	1.0	151.0
8861	1448.0	8085.0
101928492	147.0	153.0
8864	2267.0	3879.0
6201	18866.0	17206.0
6203	19189.0	28917.0
8862	165.0	244.0
101928496	0.0	1.0
8863	4516.0	5007.0
6202	36471.0	40272.0
723972	3.0	6.0
400946	6.0	134.0
400945	42.0	42.0
54567	992.0	658.0
54566	9311.0	1230.0
400941	5.0	9.0
8857	91.0	345.0
8858	1.0	17.0
54569	0.0	0.0
8856	1.0	18.0
54568	0.0	0.0
8859	358.0	942.0
8871	368.0	2822.0
8872	2889.0	3373.0
6210	19000.0	22742.0
8870	211.0	2659.0
100421500	0.0	1.0
8875	84.0	84.0
8876	69.0	58.0
8874	7452.0	4362.0
100421506	1.0	1.0
100421509	0.0	0.0
54570	0.0	0.0
400935	0.0	20.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	2.0
400932	0.0	1.0
54571	0.0	0.0
54578	1.0	0.0
255631	197.0	137.0
400931	269.0	231.0
54577	1.0	0.0
54576	0.0	0.0
54575	0.0	0.0
6205	41597.0	60643.0
100506915	5.0	7.0
8869	908.0	911.0
6204	4988.0	5719.0
6207	18214.0	15181.0
6206	31025.0	24560.0
8867	826.0	1274.0
54579	0.0	0.0
6209	6011.0	8347.0
6208	21376.0	27507.0
170384	1244.0	1193.0
100506916	0.0	0.0
8882	2515.0	2152.0
8883	2238.0	1738.0
8880	3450.0	8969.0
8881	5400.0	4594.0
8886	3918.0	6435.0
6223	12359.0	36489.0
100421512	0.0	0.0
8887	8317.0	10539.0
6222	49849.0	47396.0
8884	4491.0	7795.0
6224	66066.0	31228.0
100421515	6.0	6.0
54581	382.0	265.0
54580	0.0	0.0
54585	1207.0	3413.0
54584	60.0	256.0
54583	3659.0	2175.0
54587	10863.0	12294.0
54586	6.0	3.0
8879	2939.0	13628.0
170371	1174.0	418.0
170370	2.0	0.0
8877	160.0	1651.0
6218	26977.0	19936.0
6217	19460.0	27618.0
8878	16976.0	12829.0
6219	0.0	2.0
100506907	0.0	0.0
100506906	39.0	341.0
255649	0.0	2.0
6230	26551.0	19824.0
8893	2424.0	5484.0
8894	5236.0	4894.0
101928440	0.0	0.0
8891	3740.0	1193.0
6232	21260.0	42307.0
8892	1411.0	1526.0
6231	5310.0	9299.0
8897	717.0	570.0
6234	4999.0	7802.0
8898	3475.0	2028.0
6233	18580.0	26045.0
8895	7802.0	8409.0
6236	74.0	98.0
8896	1943.0	2539.0
6235	11108.0	11997.0
101928442	0.0	0.0
101928448	2.0	2.0
8890	2195.0	2400.0
280659	0.0	0.0
280657	0.0	0.0
280658	0.0	0.0
280655	0.0	4.0
253039	1021.0	1690.0
6227	6259.0	11911.0
6226	1.0	3.0
6229	35075.0	39387.0
8888	4164.0	7949.0
6228	26493.0	35034.0
6241	27.0	5464.0
6240	3822.0	7006.0
100421411	1.0	0.0
6242	341.0	3714.0
100421413	4.0	4.0
101928455	6.0	0.0
6244	0.0	2.0
6247	3.0	5.0
100421415	3.0	13.0
6246	0.0	1.0
280644	0.0	0.0
253044	0.0	5.0
6238	13098.0	13124.0
6237	6820.0	1780.0
8899	3988.0	6720.0
6239	3866.0	6392.0
6252	1487.0	841.0
100421420	12.0	7.0
6251	8857.0	4158.0
100421422	0.0	0.0
6253	199.0	1187.0
6256	14161.0	8492.0
100421424	0.0	0.0
6258	627.0	28.0
6257	2785.0	2728.0
100421428	0.0	0.0
101928469	3.0	5.0
100421429	1.0	0.0
280637	0.0	0.0
280636	1193.0	2380.0
253018	38.0	118.0
253017	0.0	0.0
253012	2.0	217.0
6249	8132.0	8717.0
6248	0.0	0.0
6263	263.0	97.0
100421431	1.0	1.0
6262	90.0	35.0
100421432	2.0	1.0
101928470	13.0	0.0
100421433	0.0	3.0
100421436	31.0	22.0
100421439	0.0	2.0
6261	140.0	276.0
6260	3.0	4.0
6259	4094.0	5900.0
100421430	0.0	1.0
6274	71.0	17.0
6273	14.0	206.0
6276	7.0	3.0
6275	9976.0	2991.0
6278	0.0	3.0
6277	29697.0	7173.0
6279	402.0	148.0
6272	23566.0	8972.0
6271	11120.0	1140.0
6285	21290.0	172.0
6284	5024.0	3249.0
100421455	0.0	0.0
6286	14.0	173.0
6289	2129.0	195.0
6288	26521.0	831.0
6281	24634.0	8428.0
6280	678.0	447.0
6283	31.0	1.0
6282	12200.0	34467.0
123920	2814.0	5571.0
100421451	0.0	1.0
6296	22.0	229.0
6295	0.0	7.0
6297	218.0	3072.0
6299	32.0	117.0
101928420	0.0	0.0
6290	0.0	0.0
6291	20.0	10.0
6294	4126.0	6526.0
6293	2640.0	4493.0
100421478	0.0	0.0
100421479	0.0	0.0
280664	1.0	1.0
54505	3415.0	5910.0
280660	1.0	0.0
54504	1455.0	1475.0
280661	9.0	4.0
54503	206.0	2215.0
54502	1185.0	9290.0
54509	13.0	78.0
123904	0.0	0.0
54508	71.0	74.0
100421473	0.0	0.0
54507	2266.0	788.0
100421487	0.0	0.0
133308	513.0	235.0
147945	1.0	0.0
123970	0.0	0.0
100421480	0.0	2.0
147947	750.0	382.0
147948	166.0	129.0
147949	295.0	216.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	3.0	2.0
100421499	0.0	0.0
101060006	0.0	2.0
101060005	0.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	14.0	5.0
147965	399.0	1045.0
147968	2.0	112.0
107126289	1.0	0.0
107126287	0.0	0.0
101060039	0.0	149.0
121360	0.0	0.0
101060032	5.0	16.0
135924	0.0	0.0
135927	2.0	5.0
121355	5.0	21.0
147906	227.0	479.0
135932	296.0	123.0
101060045	0.0	1.0
135935	0.0	0.0
101060040	0.0	1.0
147912	297.0	1006.0
135942	0.0	0.0
135941	0.0	0.0
121340	3.0	3.0
135946	1.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	2.0	10.0
147923	439.0	1207.0
147920	0.0	75.0
147929	179.0	262.0
104326192	0.0	0.0
104326193	0.0	2.0
375444	50.0	522.0
104326189	1.0	0.0
101060020	0.0	2.0
375449	5982.0	8170.0
104326188	0.0	0.0
121328	1.0	10.0
91653	2316.0	1899.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	12.0	33.0
27085	89.0	783.0
27086	3209.0	8597.0
389756	188.0	1.0
147429	0.0	39.0
27089	4272.0	5592.0
91646	24.0	9.0
91647	586.0	716.0
642968	0.0	0.0
135458	2.0	10.0
390766	0.0	0.0
27098	1.0	586.0
27099	2.0	4.0
27097	1580.0	3169.0
389741	103.0	70.0
27090	546.0	512.0
27091	0.0	0.0
27094	120.0	219.0
27095	3392.0	2737.0
27092	1.0	11964.0
642976	2.0	74.0
400629	1.0	3.0
27093	1.0	2.0
160428	1146.0	1392.0
375133	98.0	180.0
387122	1.0	29.0
390730	1.0	1.0
390732	1.0	0.0
390735	0.0	0.0
387119	502.0	282.0
27063	4.0	4.0
387117	0.0	0.0
27069	16187.0	10021.0
400612	5.0	2.0
27067	2898.0	4098.0
27068	2192.0	3913.0
221908	153.0	725.0
341799	0.0	0.0
400619	5.0	194.0
642987	43.0	162.0
400618	30.0	106.0
400617	25.0	10.0
64065	3556.0	8706.0
91662	27.0	81.0
91663	21355.0	13556.0
64064	1.0	10.0
64067	90.0	343.0
64066	147.0	10.0
91661	444.0	1151.0
91664	510.0	1142.0
147463	1162.0	175.0
387111	7.0	0.0
27076	14.0	1662.0
390748	3.0	10.0
27077	256.0	589.0
400604	67.0	35.0
27074	19.0	306.0
27075	5592.0	12379.0
389766	9.0	2.0
387103	94.0	297.0
387104	14.0	2.0
27079	315.0	476.0
389763	0.0	0.0
341784	0.0	1.0
642996	0.0	0.0
27072	4082.0	4051.0
160419	0.0	0.0
64061	2106.0	1768.0
400609	0.0	0.0
160418	1334.0	3690.0
64063	0.0	1153.0
27071	51.0	724.0
64062	2613.0	4519.0
91695	116.0	502.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	6.0	338.0
100313770	0.0	0.0
64077	1145.0	1303.0
91694	2045.0	1632.0
100313771	0.0	0.0
390790	5.0	4.0
221927	1734.0	3153.0
390792	0.0	2.0
400680	11.0	52.0
27043	2694.0	3777.0
27044	11666.0	10989.0
27042	981.0	3138.0
389799	3.0	114.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	3539.0	829.0
100313777	0.0	0.0
27040	6.0	46.0
100313774	0.0	0.0
64073	78.0	44.0
64087	4781.0	23269.0
221914	7.0	124.0
64089	1452.0	713.0
100313781	0.0	0.0
91683	73.0	1438.0
91689	1829.0	1445.0
100313780	0.0	0.0
245908	0.0	0.0
91687	262.0	1093.0
245909	0.0	0.0
400673	209.0	682.0
389792	28.0	489.0
389791	0.0	4.0
387129	0.0	0.0
400668	0.0	4.0
389787	18.0	10.0
64081	1046.0	861.0
64080	189.0	684.0
64083	6648.0	10234.0
64084	20653.0	26258.0
64098	160.0	766.0
64097	886.0	1993.0
400660	14.0	21.0
8909	39.0	24.0
27022	4.0	46.0
8907	5172.0	2785.0
341757	1.0	2.0
400658	6.0	49.0
8908	58199.0	718.0
147407	1.0	1.0
27020	4189.0	8027.0
400657	499.0	787.0
27023	0.0	1.0
400654	0.0	0.0
64090	1.0	12.0
64092	146.0	762.0
64091	111.0	175.0
8900	5.0	18.0
64094	2022.0	2410.0
8905	1353.0	1503.0
147409	52.0	6.0
64093	1201.0	84.0
8906	291.0	4207.0
64096	0.0	0.0
8904	3307.0	5306.0
221935	1101.0	1253.0
221937	3156.0	2921.0
221938	1.0	0.0
400652	3.0	7.0
400650	1.0	6.0
27039	7.0	14.0
27032	7315.0	10647.0
27033	22.0	32.0
27030	912.0	1703.0
27031	516.0	453.0
27036	26.0	148.0
400645	0.0	0.0
27037	868.0	1575.0
400644	0.0	4.0
27034	1953.0	1532.0
400643	11.0	0.0
27035	21.0	55.0
8912	285.0	475.0
100313769	0.0	11.0
8913	62.0	89.0
8910	3091.0	1968.0
8911	6.0	32.0
8916	1715.0	3331.0
8914	786.0	6971.0
8915	781.0	1210.0
245935	0.0	0.0
245936	0.0	0.0
245937	4.0	3.0
245938	0.0	0.0
8930	1495.0	3681.0
245939	0.0	0.0
221960	507.0	606.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	3057.0	4143.0
8927	49.0	203.0
8928	4.0	23.0
8925	6786.0	7737.0
8926	17.0	15.0
221955	533.0	1290.0
8941	0.0	0.0
8942	66.0	278.0
375189	60.0	54.0
8940	11.0	40.0
245940	0.0	0.0
206338	4035.0	34.0
375190	656.0	347.0
196446	11.0	48.0
8934	2512.0	2701.0
8935	2338.0	1180.0
196441	1905.0	4142.0
8932	9176.0	6598.0
8933	7326.0	2707.0
8938	202.0	776.0
8939	3383.0	3780.0
8936	469.0	635.0
326105	0.0	2.0
245913	0.0	0.0
245915	0.0	0.0
221981	665.0	292.0
245910	0.0	0.0
206358	534.0	1474.0
245911	0.0	0.0
245912	5.0	6.0
196415	0.0	0.0
642909	1.0	6.0
642907	0.0	4.0
8945	1461.0	3277.0
54659	2.0	0.0
54658	0.0	0.0
8943	7860.0	10862.0
54657	0.0	0.0
8944	0.0	0.0
196410	67.0	31.0
245927	0.0	0.0
245928	0.0	0.0
6300	368.0	244.0
245929	0.0	0.0
6302	2840.0	3436.0
6301	6215.0	5944.0
160492	0.0	105.0
54662	4108.0	2382.0
54661	7.0	4.0
54660	24.0	29.0
54665	1131.0	2064.0
54664	3737.0	5342.0
54663	664.0	952.0
8970	34.0	102.0
8971	2366.0	7823.0
101928363	11.0	4.0
8974	1627.0	2056.0
6311	3187.0	4370.0
8975	2267.0	2867.0
6310	1996.0	5089.0
91612	6611.0	4642.0
100421601	0.0	0.0
8972	30.0	913.0
8973	0.0	56.0
245972	0.0	166.0
245973	177.0	103.0
54677	524.0	2920.0
54676	3507.0	3398.0
54675	4998.0	1864.0
147468	1.0	0.0
54674	1710.0	60.0
6304	2516.0	1037.0
6303	11176.0	12196.0
8968	0.0	2.0
6305	4434.0	3785.0
91603	551.0	1054.0
91608	1431.0	109.0
6307	1030.0	1717.0
642924	13.0	5.0
8969	18.0	25.0
6309	6285.0	2619.0
