id	cbb39a6a-61e7-4295-b712-daf6af43dc82	d5887901-f651-47bf-a6e3-6656e48588c9
101060005	0.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	0.0	0.0
147965	636.0	1165.0
147968	80.0	31.0
107126289	0.0	0.0
107126287	0.0	1.0
101060039	0.0	1393.0
121360	0.0	0.0
101060032	13.0	19.0
135924	0.0	0.0
135927	27.0	4.0
121355	11.0	2466.0
147906	251.0	270.0
135932	1000.0	280.0
101060045	4.0	0.0
135935	0.0	0.0
101060040	0.0	0.0
147912	363.0	281.0
135942	0.0	0.0
135941	0.0	0.0
121340	2.0	0.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	29.0	5.0
147923	527.0	1265.0
147920	9.0	149.0
147929	174.0	333.0
104326192	1.0	0.0
104326193	2.0	3.0
375444	164.0	767.0
104326189	8.0	0.0
101060020	1.0	1.0
375449	3647.0	3431.0
104326188	0.0	0.0
121328	1.0	11.0
91653	6757.0	612.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	181.0	37.0
27085	303.0	1803.0
27086	5447.0	5272.0
389756	17.0	0.0
147429	42.0	6.0
27089	2119.0	7922.0
91646	162.0	19.0
91647	478.0	877.0
642968	0.0	1.0
135458	5.0	1.0
390766	1.0	1.0
27098	215.0	124.0
27099	1.0	0.0
27097	1796.0	2564.0
389741	89.0	47.0
27090	701.0	2901.0
27091	0.0	1.0
27094	136.0	109.0
27095	2553.0	2816.0
27092	743.0	5279.0
642976	44.0	10.0
400629	1.0	27.0
27093	2.0	1.0
160428	623.0	868.0
375133	241.0	245.0
387122	5.0	35.0
390730	2.0	4.0
390732	0.0	0.0
390735	0.0	0.0
387119	440.0	168.0
27063	5.0	5.0
387117	0.0	0.0
27069	7681.0	15204.0
400612	4.0	0.0
27067	1706.0	4452.0
27068	2360.0	4177.0
221908	281.0	606.0
341799	0.0	0.0
400619	58.0	466.0
642987	89.0	27.0
400618	1065.0	96.0
400617	96.0	12.0
64065	17503.0	9346.0
91662	11.0	64.0
91663	36377.0	11044.0
64064	8.0	7.0
64067	348.0	30.0
64066	21.0	12.0
91661	578.0	1644.0
91664	558.0	1700.0
147463	869.0	79.0
387111	3.0	5.0
27076	1241.0	704.0
390748	2.0	0.0
27077	458.0	45.0
400604	41.0	117.0
27074	321.0	326.0
27075	5228.0	26893.0
389766	5.0	3.0
387103	346.0	742.0
387104	8.0	1.0
27079	367.0	533.0
389763	0.0	0.0
341784	0.0	1.0
642996	0.0	0.0
27072	2907.0	3593.0
160419	0.0	6.0
64061	3441.0	803.0
400609	0.0	0.0
160418	1943.0	4291.0
64063	570.0	791.0
27071	801.0	347.0
64062	3399.0	2568.0
91695	400.0	382.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	1226.0	30.0
100313770	0.0	0.0
64077	950.0	1714.0
91694	2093.0	1310.0
100313771	0.0	0.0
390790	2.0	2.0
221927	1531.0	1182.0
390792	9.0	0.0
400680	40.0	360.0
27043	3207.0	4075.0
27044	10120.0	14873.0
27042	1780.0	3785.0
389799	1.0	10.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	402.0	749.0
100313777	0.0	0.0
27040	18.0	7.0
100313774	0.0	0.0
64073	185.0	17.0
64087	5705.0	15833.0
221914	42.0	93.0
64089	531.0	845.0
100313781	0.0	0.0
91683	2333.0	3770.0
91689	1901.0	3544.0
100313780	0.0	0.0
245908	0.0	0.0
91687	277.0	1077.0
245909	0.0	0.0
400673	340.0	909.0
389792	178.0	625.0
389791	2.0	21.0
387129	0.0	0.0
400668	1.0	0.0
389787	11.0	7.0
64081	533.0	503.0
64080	322.0	607.0
64083	6085.0	5480.0
64084	3717.0	31959.0
64098	383.0	489.0
64097	818.0	975.0
400660	42.0	50.0
8909	34.0	6.0
27022	6.0	5.0
8907	1653.0	2723.0
341757	0.0	1.0
400658	26.0	81.0
8908	2628.0	95.0
147407	0.0	0.0
27020	6853.0	8140.0
400657	399.0	325.0
27023	0.0	1.0
400654	0.0	3.0
64090	0.0	2.0
64092	264.0	454.0
64091	407.0	109.0
8900	78.0	5.0
64094	8581.0	4043.0
8905	947.0	3824.0
147409	0.0	1.0
64093	745.0	7.0
8906	1769.0	1545.0
64096	0.0	0.0
8904	2714.0	5699.0
221935	1095.0	244.0
221937	2618.0	967.0
221938	0.0	0.0
400652	7.0	2.0
400650	0.0	2.0
27039	13.0	9.0
27032	6838.0	7813.0
27033	40.0	53.0
27030	1390.0	1327.0
27031	811.0	386.0
27036	39.0	124.0
400645	0.0	0.0
27037	1550.0	1730.0
400644	8.0	761.0
27034	1617.0	2021.0
400643	7.0	9209.0
27035	36.0	114.0
8912	183.0	1061.0
100313769	1.0	1.0
8913	274.0	11.0
8910	2609.0	1058.0
8911	105.0	100.0
8916	2048.0	1054.0
8914	1236.0	4318.0
8915	1119.0	906.0
245935	0.0	1.0
245936	0.0	0.0
245937	8.0	0.0
245938	0.0	0.0
8930	1964.0	3969.0
245939	0.0	0.0
221960	478.0	652.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	4970.0	2923.0
8927	155.0	1132.0
8928	6.0	37.0
8925	6925.0	4547.0
8926	25.0	23.0
221955	938.0	870.0
8941	0.0	2.0
8942	523.0	1075.0
375189	29.0	79.0
8940	19.0	19.0
245940	0.0	0.0
206338	133.0	40.0
375190	455.0	292.0
196446	25.0	98.0
8934	1603.0	1433.0
8935	2856.0	1574.0
196441	2445.0	4126.0
8932	3885.0	4083.0
8933	2502.0	2460.0
8938	509.0	137.0
8939	2941.0	4179.0
8936	587.0	443.0
326105	1.0	0.0
245913	0.0	0.0
245915	0.0	0.0
221981	392.0	161.0
245910	0.0	0.0
206358	532.0	1229.0
245911	0.0	2.0
245912	0.0	0.0
196415	0.0	0.0
642909	0.0	1.0
642907	0.0	3.0
8945	1934.0	2037.0
54659	0.0	0.0
54658	0.0	0.0
8943	6129.0	7649.0
54657	0.0	0.0
8944	0.0	0.0
196410	64.0	6.0
245927	0.0	0.0
245928	0.0	0.0
6300	259.0	791.0
245929	0.0	0.0
6302	2211.0	4320.0
6301	6702.0	6258.0
160492	2.0	0.0
54662	2521.0	2064.0
54661	7.0	1.0
54660	38.0	11.0
54665	1718.0	1308.0
54664	3623.0	3720.0
54663	778.0	1797.0
8970	51.0	219.0
8971	2946.0	9051.0
101928363	17.0	2.0
8974	1781.0	4168.0
6311	1995.0	2772.0
8975	1934.0	3347.0
6310	2725.0	6296.0
91612	3707.0	4213.0
100421601	0.0	0.0
8972	32.0	15.0
8973	1.0	31.0
245972	4.0	74.0
245973	154.0	308.0
54677	1276.0	445.0
54676	2057.0	4773.0
54675	1503.0	3877.0
147468	0.0	0.0
54674	198.0	28.0
6304	2427.0	2270.0
6303	10017.0	12579.0
8968	2.0	6.0
6305	4027.0	3424.0
91603	748.0	1299.0
91608	129.0	30.0
6307	1761.0	3475.0
642924	5.0	7.0
8969	37.0	576.0
6309	2530.0	3534.0
91607	1565.0	6225.0
6320	364.0	380.0
6322	863.0	425.0
8985	2065.0	2220.0
8986	1135.0	1625.0
64002	0.0	0.0
101928378	148.0	120.0
6324	439.0	168.0
64005	267.0	483.0
6323	10.0	5.0
101928376	8.0	10.0
54680	1463.0	1673.0
642938	230.0	19.0
54682	2542.0	2443.0
54681	1398.0	3079.0
196403	2014.0	1000.0
6315	0.0	1.0
6314	2395.0	3446.0
6317	1.0	1.0
8976	4401.0	6098.0
6319	19299.0	233108.0
6318	13.0	0.0
642935	7.0	10.0
8992	4902.0	8644.0
8993	6.0	3.0
6331	242.0	7.0
8991	6026.0	6942.0
6330	1795.0	87.0
100421621	12.0	4.0
8996	1048.0	1850.0
101928388	12.0	8.0
6332	832.0	12.0
8997	1873.0	999.0
8994	1959.0	3359.0
6335	193.0	8.0
8995	54.0	6.0
6334	282.0	151.0
147495	3375.0	1752.0
100421629	0.0	0.0
8989	5.0	1314.0
6326	633.0	47.0
8987	202.0	102.0
6328	588.0	3.0
91624	1777.0	1006.0
6327	368.0	12.0
8988	0.0	0.0
6329	250.0	13.0
642946	42.0	328.0
6340	256.0	365.0
6342	6190.0	6071.0
6341	1507.0	2552.0
6344	13.0	2.0
100421633	1.0	0.0
6343	1.0	52.0
100421634	0.0	0.0
6346	0.0	0.0
6345	77.0	19.0
100421638	0.0	0.0
642958	0.0	1.0
642959	0.0	2.0
6337	7343.0	6889.0
642952	0.0	0.0
6336	0.0	0.0
6339	91.0	84.0
91614	48.0	119.0
8999	120.0	5.0
6338	1336.0	590.0
642954	30.0	36.0
6351	380.0	640.0
6352	883.0	1156.0
6355	350.0	1073.0
6354	0.0	141.0
6357	137.0	83.0
6356	8.0	174.0
100421528	0.0	2.0
6348	253.0	602.0
6347	4571.0	3510.0
196394	289.0	811.0
6362	101.0	873.0
6361	12.0	28.0
6364	12.0	115.0
6363	214.0	90.0
100421533	8.0	18.0
6366	10416.0	176.0
100421535	0.0	0.0
6368	10.0	5.0
6367	308.0	482.0
101928337	0.0	0.0
6360	5.0	0.0
255349	5.0	0.0
6359	1.0	2.0
6358	506.0	1.0
6373	136.0	2818.0
101928340	20.0	1.0
6372	24.0	3.0
100421542	0.0	0.0
6375	23.0	16.0
6374	35.0	3.0
100421545	19.0	13.0
6376	28016.0	1768.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	3.0	3.0
255313	0.0	0.0
196374	1.0	0.0
6369	14.0	1.0
6383	5233.0	2777.0
6386	8113.0	6252.0
6385	22749.0	10797.0
6388	1659.0	2270.0
6387	17400.0	3163.0
6389	4446.0	6811.0
255330	0.0	0.0
6382	9039.0	24836.0
102724246	9.0	2.0
255324	7.0	3.0
196385	108.0	18.0
196383	1730.0	796.0
100421550	0.0	0.0
6397	4364.0	3793.0
100421565	0.0	0.0
6396	3459.0	6593.0
100421566	0.0	1.0
6399	777.0	1367.0
6398	667.0	754.0
6391	3962.0	10591.0
6390	2293.0	3991.0
6392	2719.0	6936.0
282997	60.0	66.0
282996	47.0	35.0
100134229	364.0	421.0
282991	1399.0	3316.0
100421560	0.0	0.0
100421577	24.0	13.0
100421579	3.0	9.0
255394	981.0	503.0
102724224	14.0	86.0
54600	0.0	0.0
54602	1908.0	1480.0
282980	0.0	0.0
54606	2316.0	3354.0
100421572	0.0	0.0
100421588	0.0	5.0
100421589	86.0	28.0
282974	232.0	691.0
282973	239.0	83.0
54619	553.0	758.0
100421581	0.0	0.0
196335	1.0	0.0
100421582	31.0	6.0
54617	2341.0	2236.0
100421598	0.0	0.0
100421599	0.0	0.0
255374	41.0	35.0
282969	272.0	166.0
102724201	8.0	0.0
282966	0.0	0.0
54622	1394.0	1489.0
100134259	71.0	22.0
54621	1280.0	1484.0
54620	742.0	888.0
54626	41.0	33.0
54625	4104.0	9364.0
54623	3501.0	3262.0
54629	2212.0	2610.0
54627	190.0	126.0
27005	1380.0	3005.0
27006	11.0	5.0
27000	1290.0	2469.0
27004	5.0	5.0
27018	3108.0	473.0
27019	74.0	485.0
400591	0.0	66.0
27010	155.0	169.0
27012	9.0	0.0
27013	2779.0	4599.0
400581	7.0	0.0
400578	5.0	0.0
400569	525.0	603.0
400566	186.0	285.0
389715	1.0	0.0
100313829	0.0	0.0
390729	1.0	0.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	4.0	23.0
389730	1.0	1.0
100038246	1.0	20.0
389727	0.0	0.0
91775	2210.0	3282.0
390872	0.0	0.0
390874	1.0	2.0
654835	0.0	0.0
400759	381.0	260.0
400757	0.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	0.0	2.0
400752	90.0	143.0
137994	200.0	8356.0
642843	8.0	4.0
91768	2031.0	1779.0
64151	264.0	2506.0
64150	116.0	20.0
64168	413.0	51.0
64167	1798.0	2579.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	1086.0	3858.0
400746	863.0	16.0
400745	2.0	5.0
389866	4.0	7.0
150962	473.0	565.0
64175	997.0	1798.0
162968	128.0	87.0
64174	142.0	145.0
162966	344.0	788.0
162967	1080.0	2181.0
162962	424.0	856.0
162963	187.0	375.0
125981	9.0	15.0
149992	0.0	1.0
390856	0.0	0.0
390858	7.0	25.0
27187	0.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	295.0	218.0
149986	1889.0	5732.0
147323	6.0	14.0
326293	0.0	0.0
100313839	0.0	0.0
389898	0.0	2.0
100313837	0.0	0.0
326295	0.0	0.0
27189	1.0	3.0
100313838	0.0	0.0
326294	0.0	0.0
125972	0.0	6.0
642864	1.0	1.0
100313835	0.0	0.0
326296	1.0	0.0
326298	0.0	0.0
375260	170.0	84.0
27183	2758.0	2102.0
64170	238.0	120.0
642869	0.0	1.0
27180	121.0	214.0
27181	115.0	278.0
64172	420.0	1097.0
100313830	0.0	0.0
375248	364.0	262.0
91782	2017.0	2635.0
27197	36.0	18.0
147339	1743.0	2203.0
27198	1921.0	1985.0
27195	0.0	0.0
125965	48.0	9.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	313.0	103.0
400720	529.0	540.0
149998	4.0	3.0
389884	0.0	0.0
326286	0.0	0.0
27190	306.0	5.0
64180	7.0	0.0
27193	0.0	0.0
100313842	0.0	0.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	10.0	7.0
64184	4.0	0.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	9.0	2.0
387264	6.0	2.0
387263	1170.0	2533.0
206412	68.0	23.0
27164	0.0	19.0
27165	27.0	107.0
27163	1485.0	1013.0
400799	1.0	37.0
400798	29.0	56.0
27166	1425.0	3167.0
400797	0.0	0.0
326272	0.0	0.0
326275	5.0	0.0
326277	0.0	0.0
326279	1.0	3.0
27160	2.0	0.0
27161	3299.0	4858.0
326278	3.0	1.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	1.0	0.0
387254	0.0	0.0
400793	1838.0	582.0
150928	61.0	71.0
27175	1094.0	1489.0
149934	0.0	135.0
27173	5602.0	8332.0
150921	9.0	4.0
27179	0.0	0.0
27177	0.0	1.0
27178	0.0	2.0
341883	6.0	3.0
341880	2.0	3.0
27170	0.0	0.0
326269	1.0	0.0
137964	4313.0	3279.0
390892	0.0	0.0
375298	229.0	343.0
149951	2022.0	4275.0
27148	1385.0	1505.0
390895	0.0	0.0
206426	0.0	1.0
27143	1264.0	304.0
27141	48.0	12.0
27146	120.0	73.0
106029310	1.0	0.0
27147	724.0	141.0
27145	420.0	168.0
123355	740.0	754.0
137970	50.0	1.0
375287	765.0	917.0
387276	0.0	0.0
27159	1.0	1.0
387273	4.0	1.0
150947	0.0	0.0
150946	226.0	198.0
27153	880.0	818.0
27154	3787.0	3314.0
400769	0.0	0.0
27151	1422.0	1614.0
27152	1565.0	884.0
123346	0.0	3.0
27158	445.0	1346.0
400765	0.0	0.0
100293516	715.0	876.0
387266	0.0	0.0
27156	25.0	34.0
149954	0.0	0.0
387267	0.0	0.0
375295	144.0	1764.0
100313886	0.0	0.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	5.0	10.0
160365	14.0	41.0
160364	22.0	46.0
102724316	829.0	717.0
54754	0.0	0.0
54753	776.0	94.0
54752	2.0	8.0
54751	3517.0	1079.0
54758	982.0	835.0
54757	735.0	611.0
54756	3940.0	1188.0
101928290	73.0	13.0
6401	2952.0	725.0
6400	7559.0	8170.0
102724307	1.0	2.0
54760	74.0	81.0
54765	6640.0	10940.0
54764	1651.0	1441.0
54763	643.0	0.0
54762	1128.0	350.0
54769	145.0	3.0
54768	66.0	83.0
54766	0.0	0.0
159371	247.0	359.0
100421700	2.0	13.0
100421701	4.0	2.0
100421702	0.0	0.0
100421704	2.0	90.0
100421705	1.0	1.0
100421706	1.0	10.0
100421707	3.0	8.0
100421708	4.0	7.0
100421709	0.0	0.0
54776	2958.0	1536.0
91703	44.0	15.0
6403	911.0	220.0
6402	292.0	405.0
6405	2454.0	7431.0
54778	1713.0	2060.0
6404	1173.0	1298.0
54777	51.0	1.0
6407	0.0	0.0
6406	0.0	0.0
64100	0.0	0.0
64102	403.0	14.0
6421	14928.0	20183.0
100421710	0.0	1.0
64101	159.0	138.0
6423	12187.0	16193.0
6422	61755.0	117.0
64106	19.0	8.0
64105	127.0	1225.0
64108	636.0	240.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	1.0	2.0
54780	1653.0	1954.0
54785	259.0	313.0
54784	329.0	546.0
6414	12443.0	12242.0
6416	2146.0	457.0
54788	3390.0	2941.0
6415	8526.0	9335.0
6418	13777.0	34148.0
6419	1301.0	1920.0
6430	18335.0	6496.0
64111	0.0	0.0
162989	910.0	1913.0
64110	1932.0	2240.0
6432	7010.0	7834.0
6431	12296.0	14178.0
64112	2206.0	1870.0
64115	3958.0	884.0
6434	7632.0	10724.0
101928243	62.0	253.0
6433	2080.0	2423.0
64114	9889.0	5201.0
101928244	1.0	0.0
100421724	6.0	10.0
64116	2842.0	2054.0
64118	2901.0	2460.0
101928248	12.0	4.0
100421728	0.0	0.0
54790	2166.0	1402.0
100421729	2.0	0.0
104548973	1.0	3.0
104548972	0.0	1.0
54793	3719.0	1961.0
400713	654.0	1563.0
104548971	0.0	4.0
104548970	0.0	0.0
54798	214.0	7.0
255411	0.0	0.0
54797	547.0	1238.0
54796	626.0	672.0
54795	1860.0	1113.0
6425	15.0	0.0
6424	7584.0	4854.0
150992	0.0	0.0
6427	6184.0	8519.0
54799	2238.0	6477.0
6426	7593.0	14133.0
6429	4047.0	2956.0
6428	15128.0	18349.0
162979	58.0	227.0
6441	84.0	12.0
64122	635.0	395.0
64121	1147.0	1435.0
6440	0.0	0.0
100421731	0.0	0.0
6443	3132.0	2261.0
101928256	0.0	0.0
6442	19.0	8.0
64123	2376.0	1483.0
100421733	0.0	0.0
6445	70.0	12.0
100421734	0.0	0.0
6444	970.0	1017.0
160313	0.0	1.0
100421736	0.0	0.0
64127	274.0	1025.0
162972	501.0	961.0
64129	4622.0	1366.0
255426	151.0	1.0
642818	0.0	0.0
642819	284.0	204.0
400709	20.0	11.0
6439	1.0	3.0
642812	1.0	0.0
64131	2065.0	775.0
654817	89.0	98.0
6450	665.0	977.0
91750	633.0	783.0
64130	84.0	281.0
654816	26.0	63.0
6452	4464.0	1284.0
100421741	0.0	0.0
64132	1670.0	4892.0
6451	10659.0	39584.0
64135	1533.0	3702.0
91754	5654.0	2954.0
6453	2914.0	1447.0
6456	8.0	1.0
91752	5.0	20.0
64137	2.0	9.0
6455	3067.0	11301.0
147372	383.0	45.0
6447	241.0	260.0
6446	7134.0	2171.0
91748	3685.0	1713.0
6449	3140.0	4708.0
135398	288.0	137.0
91746	5421.0	4740.0
6448	2076.0	1133.0
91749	289.0	100.0
6461	433.0	1455.0
6462	10.0	18.0
6465	0.0	0.0
100421754	0.0	0.0
64146	32.0	57.0
64145	2724.0	4604.0
6464	6955.0	6884.0
162998	3.0	5.0
100421756	1.0	4.0
101928276	0.0	0.0
64147	421.0	1252.0
160335	829.0	859.0
6466	3.0	0.0
162993	487.0	380.0
64149	790.0	5870.0
147381	0.0	15.0
255403	246.0	298.0
6458	35.0	36.0
6457	9.0	4.0
91734	2.0	1.0
6459	9.0	10.0
6472	2795.0	7703.0
6471	0.0	2.0
6474	596.0	203.0
6473	6.0	1.0
6476	1.0	0.0
6478	1755.0	4898.0
6477	772.0	631.0
101928200	10.0	0.0
100421648	0.0	0.0
6470	2032.0	3450.0
6469	0.0	0.0
6468	3126.0	1820.0
6483	959.0	634.0
6482	2869.0	9151.0
100421652	0.0	1.0
6484	1228.0	1552.0
6487	737.0	386.0
196294	393.0	1123.0
6489	711.0	145.0
497661	399.0	425.0
100421657	2.0	0.0
6480	4386.0	3790.0
102724386	2.0	11.0
6494	1477.0	1786.0
6493	159.0	825.0
6496	85.0	154.0
6495	92.0	3172.0
6498	4576.0	4739.0
101928223	1.0	0.0
6497	6753.0	2990.0
6499	2303.0	4479.0
6490	937.0	250.0
6492	477.0	9.0
6491	313.0	1981.0
101928232	0.0	1.0
100124700	218.0	795.0
102724368	10.0	39.0
196264	2073.0	2783.0
54700	2581.0	10115.0
54707	1260.0	1422.0
497634	0.0	0.0
54704	3926.0	3181.0
54708	2780.0	3768.0
160287	12.0	31.0
54714	10.0	3.0
54718	156.0	212.0
100421681	0.0	0.0
54716	102.0	67.0
54715	5.0	33.0
100421695	2.0	10.0
100421697	0.0	0.0
100421698	0.0	11.0
100421699	5.0	6.0
102724349	23.0	4.0
102724341	0.0	0.0
159296	1.0	2.0
54729	0.0	0.0
54726	3268.0	2431.0
100421694	0.0	0.0
255480	217.0	163.0
54732	5030.0	11188.0
54734	18.0	21.0
54733	458.0	452.0
54739	599.0	678.0
54738	0.0	0.0
54737	4181.0	2624.0
160298	13.0	10.0
102724321	0.0	0.0
255488	2739.0	9605.0
54742	138.0	475.0
54741	8861.0	6409.0
54749	1131.0	625.0
137902	40.0	92.0
27128	829.0	808.0
27129	2275.0	119.0
29789	3683.0	9252.0
27127	42.0	1368.0
27120	22.0	10.0
27121	23.0	0.0
29781	1996.0	3976.0
29780	972.0	1420.0
27124	987.0	5641.0
27125	10227.0	11758.0
27122	11398.0	4010.0
29785	165.0	270.0
27123	274.0	209.0
125919	391.0	613.0
29799	289.0	415.0
390800	0.0	0.0
27131	4247.0	9341.0
654790	219.0	238.0
27132	81.0	325.0
27130	540.0	768.0
29798	309.0	408.0
27136	4.0	0.0
29797	0.0	0.0
27133	31.0	0.0
29796	1449.0	6442.0
27134	1303.0	4304.0
27106	2101.0	802.0
27107	1764.0	4521.0
29768	3.0	0.0
29767	1819.0	1107.0
29766	3352.0	4796.0
27109	1449.0	1156.0
29761	3493.0	2676.0
29760	510.0	3799.0
389813	62.0	155.0
389812	15.0	0.0
27102	6748.0	11534.0
29765	0.0	0.0
29763	1328.0	1015.0
27101	1965.0	7567.0
389816	24.0	21.0
27115	287.0	115.0
29778	0.0	1.0
29777	1478.0	2454.0
27113	255.0	311.0
29775	1942.0	592.0
27111	182.0	83.0
29774	71.0	32.0
27112	45.0	249.0
390831	0.0	0.0
390834	7.0	3.0
390836	0.0	0.0
100313938	0.0	0.0
125950	812.0	897.0
125958	0.0	0.0
377841	31.0	30.0
390843	0.0	0.0
390844	1.0	6.0
389827	0.0	0.0
652170	0.0	3.0
389860	1.0	6.0
390811	0.0	0.0
389857	0.0	0.0
390816	4.0	0.0
389856	270.0	239.0
125931	4.0	0.0
389852	0.0	3.0
100313914	0.0	0.0
389844	2.0	0.0
389840	21.0	2.0
100313923	0.0	0.0
100313921	0.0	0.0
389849	12.0	32.0
91893	90.0	569.0
91894	16.0	10.0
147670	18.0	60.0
147664	0.0	2.0
642721	0.0	0.0
64285	2287.0	1618.0
64284	1067.0	1185.0
64288	551.0	230.0
147685	57.0	128.0
121026	0.0	0.0
123688	240.0	263.0
341568	2.0	0.0
341567	4.0	0.0
642737	1.0	6.0
64283	2472.0	702.0
64282	942.0	1250.0
389541	1843.0	3024.0
147694	1309.0	1207.0
389537	88.0	653.0
147686	401.0	633.0
147687	482.0	544.0
121014	0.0	0.0
642741	22.0	19.0
159686	43.0	84.0
642746	0.0	0.0
642762	0.0	0.0
390502	0.0	0.0
390501	0.0	0.0
390503	3.0	0.0
121006	9.0	18.0
389524	484.0	116.0
147699	59.0	239.0
133060	0.0	0.0
100313962	0.0	0.0
135644	0.0	0.0
27285	67.0	53.0
27286	652.0	849.0
27283	1.0	0.0
27284	21.0	11.0
389558	283.0	176.0
27289	442.0	931.0
27287	116.0	24.0
27288	0.0	0.0
135656	6.0	7.0
390561	5.0	4.0
27296	72.0	38.0
389549	0.0	0.0
27297	1908.0	2814.0
27294	23.0	190.0
27295	18329.0	1272.0
27299	30.0	677.0
642776	9.0	3.0
27292	1942.0	2251.0
27293	501.0	743.0
27290	3.0	2.0
642778	33.0	6.0
27291	787.0	968.0
160622	928.0	166.0
390531	12.0	12.0
147650	233.0	385.0
390530	4.0	24.0
390535	1.0	0.0
390539	0.0	0.0
147646	4.0	10.0
390538	0.0	0.0
654783	0.0	0.0
147645	177.0	101.0
341511	0.0	0.0
6500	13450.0	26658.0
133015	661.0	648.0
400410	84.0	48.0
147660	53.0	44.0
121054	1.0	0.0
121053	303.0	520.0
147657	791.0	2600.0
147658	6.0	9.0
400406	3.0	4.0
642799	0.0	0.0
642796	0.0	0.0
133022	265.0	207.0
642797	115.0	24.0
101928165	0.0	0.0
6511	4.0	21.0
390595	344.0	70.0
6510	9025.0	12789.0
390594	0.0	0.0
100421803	0.0	4.0
100421804	1.0	2.0
390598	22.0	19.0
100421805	20.0	7.0
100421806	5.0	0.0
100421807	0.0	0.0
6509	3243.0	7311.0
54870	3813.0	7184.0
54875	680.0	320.0
54874	5784.0	6970.0
54873	5826.0	503.0
389599	1.0	1.0
54872	2454.0	1671.0
102724430	0.0	1.0
54879	542.0	495.0
6502	847.0	3017.0
54878	3077.0	3359.0
6504	76.0	162.0
54877	1519.0	1972.0
91801	509.0	948.0
6503	356.0	806.0
54876	3196.0	2800.0
6506	715.0	2490.0
6505	502.0	173.0
91807	22.0	8.0
6508	977.0	139.0
6507	805.0	1100.0
101928176	16.0	1.0
6520	5503.0	12169.0
6522	2794.0	4563.0
221717	0.0	0.0
6521	30.0	2.0
221718	8.0	0.0
100421813	5.0	6.0
64207	3528.0	2383.0
100421816	10.0	3.0
221711	30.0	18.0
64208	36.0	5.0
221710	732.0	1153.0
54882	301.0	441.0
54881	1356.0	1883.0
54880	2235.0	4154.0
54886	82.0	0.0
54885	794.0	814.0
54884	6463.0	6049.0
54883	1552.0	1521.0
6513	3269.0	5425.0
6512	90.0	14.0
54888	3542.0	8516.0
6515	2645.0	1837.0
54887	1372.0	3890.0
6514	0.0	1.0
6517	378.0	75.0
6519	15.0	5.0
6518	188.0	584.0
221749	3868.0	801.0
64210	2978.0	4077.0
6531	19.0	2.0
100421820	1.0	0.0
64211	0.0	0.0
6530	83.0	3.0
6533	2236.0	3441.0
6532	49.0	29.0
100421823	0.0	0.0
390572	7.0	4.0
64216	780.0	2290.0
64215	1262.0	8043.0
100421825	0.0	0.0
64218	2022.0	1849.0
100421827	0.0	0.0
100421828	4.0	3.0
64219	1449.0	806.0
100421829	8.0	7.0
54893	2165.0	904.0
54892	955.0	3488.0
54891	1714.0	1283.0
54890	4131.0	10625.0
54897	1875.0	1465.0
54896	414.0	687.0
54894	1390.0	842.0
6524	11.0	26.0
6523	2456.0	683.0
170062	0.0	0.0
101928190	0.0	0.0
54899	1001.0	1893.0
6526	2331.0	1961.0
6525	4570.0	4467.0
54898	948.0	92.0
6528	2.0	1.0
91828	11.0	58.0
170067	1.0	0.0
6527	35.0	25.0
6529	42.0	87.0
6540	1.0	23.0
64221	827.0	156.0
64220	171.0	195.0
6542	3562.0	22308.0
64223	1433.0	3026.0
6541	3163.0	3460.0
64222	2048.0	3339.0
390581	0.0	0.0
64225	5429.0	4022.0
6543	13.0	182.0
64224	1925.0	1391.0
105376261	0.0	2.0
6535	1575.0	865.0
6534	5.0	6.0
6536	1183.0	537.0
6539	118.0	90.0
6538	63.0	15.0
64232	0.0	1.0
6551	0.0	0.0
6550	39.0	26.0
64231	2001.0	2152.0
6553	108.0	187.0
91851	5331.0	165.0
64236	640.0	448.0
6555	0.0	0.0
101928122	2.0	0.0
6554	11.0	3.0
6546	490.0	1210.0
6545	118.0	1.0
6548	3545.0	4727.0
6547	16.0	11.0
6549	346.0	287.0
6560	3343.0	1631.0
64241	1.0	0.0
64240	3.0	7.0
