id	49c4c177-b1d5-42e3-acaa-bfa4f6982437	75965f7b-8ec7-481e-ae22-68ba7f7eafed
100873582	0.0	0.0
100287542	0.0	0.0
442231	7.0	4.0
442232	4.0	1.0
100131760	0.0	0.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	1.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	1.0	0.0
493812	2343.0	538.0
442260	0.0	1.0
442262	0.0	1.0
442255	3.0	3.0
442256	1.0	0.0
442257	2.0	0.0
442258	14.0	0.0
100131775	0.0	1.0
100131777	0.0	0.0
100287528	0.0	0.0
442252	1.0	1.0
100287520	24.0	6.0
442253	3.0	0.0
442245	0.0	0.0
442247	4.0	6.0
442249	2.0	1.0
100131784	0.0	1.0
100131789	0.0	0.0
647589	1.0	0.0
10491	14663.0	9443.0
100128139	2.0	0.0
10490	5574.0	4008.0
10493	14047.0	13180.0
10492	16231.0	9048.0
10495	1398.0	727.0
100128135	3.0	4.0
10494	4327.0	4034.0
10497	4538.0	3030.0
100128136	1.0	1.0
10499	10038.0	3600.0
128506	0.0	1.0
10498	1874.0	4362.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	5.0	1.0
116512	1.0	0.0
116519	2.0	0.0
105419997	8.0	2.0
100128126	10.0	6.0
100861506	0.0	0.0
10471	1030.0	909.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	1.0	0.0
444882	15.0	13.0
442221	0.0	0.0
442211	0.0	1.0
442213	56.0	8.0
442215	0.0	0.0
442216	0.0	0.0
116511	18.0	4.0
442217	1.0	1.0
442218	0.0	0.0
10473	4466.0	2253.0
10472	2984.0	588.0
100533177	0.0	2.0
10475	4043.0	2888.0
100533178	0.0	0.0
100128115	1.0	1.0
10474	4608.0	4712.0
100533179	5.0	8.0
10477	3607.0	2005.0
10476	4493.0	21474.0
10479	1462.0	613.0
10478	1748.0	1626.0
100128110	0.0	0.0
100128109	0.0	0.0
10480	11034.0	5443.0
100861516	2.0	2.0
100861517	18.0	6.0
10482	5834.0	3760.0
100861518	2.0	0.0
10481	0.0	428.0
100861519	11.0	1.0
100861513	2.0	1.0
100861514	0.0	0.0
102466806	0.0	0.0
100861515	73.0	46.0
100861510	2.0	1.0
442210	2.0	0.0
100533181	0.0	0.0
100533182	132.0	49.0
442204	2.0	1.0
442205	0.0	0.0
10484	3917.0	3511.0
100128102	0.0	0.0
10483	6785.0	5590.0
10486	1840.0	886.0
10485	60.0	16.0
100128103	0.0	0.0
10488	2642.0	3915.0
10487	18905.0	23047.0
100533184	1.0	0.0
10489	6418.0	8639.0
128553	7637.0	1243.0
100861523	2.0	0.0
102466816	0.0	0.0
102466815	0.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	766.0	1048.0
10458	2912.0	4782.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	3.0
10451	11151.0	4666.0
100873512	0.0	0.0
10450	2653.0	2010.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	1695.0	3002.0
10455	3675.0	2979.0
100873516	0.0	0.0
10454	2521.0	1807.0
100873515	0.0	0.0
10457	14255.0	19448.0
100873514	3.0	2.0
10456	3567.0	5485.0
100873513	1.0	0.0
346389	2975.0	1700.0
10460	630.0	1913.0
100861530	4.0	1.0
100873509	0.0	0.0
10469	1249.0	895.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	491.0	383.0
100873501	0.0	0.0
10461	2102.0	843.0
100873500	0.0	0.0
10464	2121.0	766.0
10463	6911.0	3134.0
10466	3782.0	1980.0
100873505	0.0	0.0
10465	1331.0	1339.0
100873504	0.0	0.0
10468	1444.0	2376.0
100873503	0.0	0.0
10467	1997.0	2875.0
100873502	1.0	1.0
100873530	0.0	0.0
100861549	29.0	16.0
100861545	1.0	0.0
100861546	0.0	0.0
100861547	0.0	0.0
100861548	738.0	250.0
100861541	108.0	34.0
100861542	0.0	0.0
100861543	0.0	1.0
100861544	0.0	0.0
10437	25.0	33.0
10436	990.0	879.0
10439	1216.0	558.0
10438	802.0	340.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	2249.0	4628.0
100873531	0.0	1.0
100873538	0.0	0.0
100873537	1.0	0.0
10432	2844.0	3725.0
10435	739.0	528.0
100873536	13.0	5.0
10434	4549.0	2924.0
100873535	0.0	0.0
116535	948.0	290.0
100861556	1.0	0.0
116534	17.0	19.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	0.0	1.0
100861555	18.0	9.0
10447	2113.0	1178.0
100873529	0.0	0.0
116540	132.0	136.0
100861550	0.0	0.0
10449	4186.0	4706.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	1061.0	1275.0
10440	1913.0	4013.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	3.0	6.0
100873520	0.0	0.0
10444	6422.0	5208.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	10896.0	3283.0
10446	818.0	390.0
100873525	0.0	0.0
10445	2864.0	2936.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	1.0	0.0
116496	20252.0	3178.0
100533111	7.0	7.0
102466866	1.0	0.0
102466865	2.0	3.0
102466864	0.0	0.0
128467	4.0	0.0
647507	0.0	0.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	0.0	1.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	2.0	0.0
102466878	0.0	0.0
100128191	103.0	127.0
100128190	0.0	0.0
100533107	91.0	84.0
153443	1363.0	466.0
100533105	17.0	4.0
647532	0.0	0.0
100533106	29.0	29.0
102466889	7.0	12.0
116461	1785.0	2063.0
100128181	0.0	0.0
100128183	11.0	2.0
102466880	0.0	0.0
128439	481.0	526.0
106182249	0.0	1.0
100128179	0.0	0.0
83394	1053.0	180.0
100128177	0.0	0.0
100128176	0.0	0.0
100128162	0.0	0.0
10390	3402.0	874.0
128497	67.0	6.0
647569	0.0	0.0
10392	1574.0	866.0
10391	951.0	326.0
10394	0.0	0.0
10393	733.0	370.0
10396	1868.0	776.0
10395	5202.0	3233.0
1719	1039.0	582.0
10398	28776.0	17890.0
1718	24528.0	29443.0
100128159	1.0	0.0
10397	13204.0	5342.0
1717	2725.0	9883.0
1716	1824.0	1898.0
10399	105910.0	52559.0
128486	1250.0	953.0
128488	25.0	0.0
128481	0.0	1.0
100508120	566.0	222.0
1723	954.0	342.0
100128140	15.0	3.0
100689073	0.0	0.0
100689074	0.0	0.0
100128145	5.0	0.0
1729	9651.0	8303.0
1728	5050.0	19847.0
1727	9213.0	10944.0
1725	2429.0	2944.0
100287512	4.0	0.0
100287513	0.0	0.0
1734	1297.0	3811.0
1733	25.0	154.0
1731	471.0	424.0
1730	2208.0	941.0
1739	6666.0	2749.0
1738	5089.0	3790.0
1737	3104.0	1483.0
1736	5068.0	3263.0
1735	23.0	44.0
100287505	0.0	0.0
751580	94.0	15.0
100287502	0.0	0.0
202658	0.0	0.0
1745	56.0	8.0
1743	7565.0	6439.0
1742	1420.0	587.0
1741	4289.0	4895.0
1740	406.0	169.0
1749	14.0	69.0
1748	34.0	149.0
1747	197.0	695.0
1746	203.0	19.0
200008	5.0	1.0
200010	179.0	16.0
1756	11028.0	1051.0
1755	40.0	26.0
1750	6.0	8.0
1759	1252.0	1601.0
1758	1.0	1.0
1757	235.0	103.0
1770	44.0	26.0
200014	2083.0	1636.0
1767	1870.0	841.0
1763	307.0	232.0
1762	1198.0	1526.0
1761	1.0	4.0
1760	1141.0	1214.0
1769	8.0	11.0
1768	540.0	101.0
153478	1722.0	891.0
1781	8922.0	5841.0
1780	154.0	117.0
200025	10.0	1.0
1778	40991.0	38310.0
1777	3453.0	3830.0
1776	393.0	134.0
1775	30.0	31.0
1774	1001.0	1185.0
1773	1438.0	887.0
200030	903.0	592.0
442190	0.0	0.0
442191	0.0	0.0
442192	2.0	0.0
153469	2.0	2.0
1791	1.0	4.0
442195	4.0	0.0
200035	216.0	270.0
442197	36.0	67.0
1789	306.0	233.0
442189	0.0	0.0
1788	2865.0	3374.0
1787	740.0	251.0
1786	4796.0	4195.0
1785	6403.0	7285.0
1783	11835.0	6592.0
1798	2381.0	3150.0
1797	754.0	564.0
1796	497.0	865.0
1795	99.0	44.0
1794	1323.0	1858.0
1793	13905.0	7224.0
101180976	3.0	0.0
493753	2148.0	1173.0
550112	658.0	433.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	8.0	1.0
503635	0.0	0.0
503638	32.0	31.0
503637	0.0	0.0
10536	1103.0	2039.0
503643	1.0	0.0
10535	658.0	1385.0
100287472	1.0	1.0
10538	401.0	503.0
503645	11.0	7.0
10537	132.0	114.0
100287470	0.0	0.0
10539	2303.0	1984.0
503641	0.0	0.0
503640	13.0	0.0
100873677	0.0	0.0
100873676	2.0	1.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	2697.0	2830.0
493987	3.0	5.0
10534	691.0	1546.0
100873679	0.0	0.0
10533	1894.0	1521.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	0.0
503627	0.0	0.0
100287463	0.0	7.0
503632	0.0	0.0
442388	0.0	0.0
503631	0.0	0.0
100287461	16.0	2.0
10549	2589.0	4311.0
503634	0.0	0.0
10548	383.0	557.0
503633	0.0	0.0
503630	8.0	0.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	7082.0	4434.0
10541	9650.0	4787.0
100873664	0.0	0.0
10540	7360.0	6091.0
100873663	0.0	0.0
10542	2478.0	2032.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	803.0	662.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	1.0	1.0
100873690	0.0	0.0
100873695	1.0	0.0
100873694	0.0	1.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	4252.0	3515.0
10513	5570.0	29335.0
10516	8005.0	4397.0
10518	214.0	221.0
10517	163.0	22.0
10519	3032.0	5475.0
100131611	0.0	0.0
100873699	0.0	0.0
100873698	0.0	0.0
100873697	2.0	1.0
100873696	0.0	0.0
100131614	21.0	2.0
100131616	0.0	0.0
10512	21595.0	8409.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	2.0	0.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	1.0	0.0
503646	1.0	1.0
100287441	0.0	0.0
503648	0.0	0.0
10525	8415.0	5778.0
58503	42.0	2.0
10524	2295.0	1617.0
58505	4495.0	5388.0
10527	17223.0	8961.0
58504	179.0	215.0
10526	6108.0	3249.0
10529	15445.0	5279.0
10528	4893.0	6740.0
58500	1379.0	662.0
100873688	0.0	0.0
100873687	0.0	0.0
100131623	1.0	0.0
100131624	0.0	0.0
100873686	2.0	0.0
100873685	0.0	0.0
10521	80641.0	27686.0
10520	1235.0	594.0
58506	2416.0	3273.0
10523	2791.0	2869.0
58509	914.0	735.0
58508	17834.0	6490.0
10522	2109.0	1941.0
100033398	4.0	0.0
100131629	0.0	0.0
100873689	1.0	0.0
442361	0.0	0.0
58513	2510.0	2734.0
58516	5188.0	1929.0
58510	0.0	0.0
58512	11.0	19.0
58511	9.0	75.0
58517	10503.0	4747.0
105371564	1.0	9.0
100131638	1.0	0.0
58525	3281.0	4352.0
58524	43.0	99.0
10505	1005.0	742.0
58527	1340.0	2103.0
58526	872.0	1380.0
10507	2696.0	2232.0
100131641	1.0	0.0
10509	7581.0	5749.0
58529	144.0	36.0
58528	1945.0	585.0
10501	487.0	662.0
10500	960.0	702.0
58530	0.0	0.0
442384	0.0	0.0
58538	12.0	10.0
58531	0.0	0.0
58533	4651.0	3998.0
100131656	0.0	0.0
100287404	0.0	0.0
100131661	1.0	0.0
503694	0.0	0.0
503693	165.0	29.0
493913	0.0	0.0
493911	507.0	173.0
751599	1.0	1.0
285033	229.0	151.0
100128017	0.0	0.0
442320	0.0	0.0
116412	89.0	63.0
442317	0.0	0.0
442318	0.0	0.0
442319	331.0	25.0
493901	0.0	0.0
100128015	0.0	1.0
100128010	15.0	24.0
493900	246.0	77.0
100128012	0.0	11.0
100128011	0.0	1.0
285045	5.0	1.0
442304	1.0	0.0
442308	0.0	0.0
285051	16.0	2.0
10590	25.0	13.0
10592	2978.0	1601.0
10591	504.0	615.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	8.0	0.0
10594	31741.0	29498.0
100873611	0.0	0.0
10595	2.0	4.0
10598	4539.0	5562.0
100873615	0.0	0.0
100873614	3.0	0.0
100873613	0.0	0.0
10599	0.0	0.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	2.0	0.0
100873606	1.0	0.0
100873605	0.0	0.0
442325	4.0	2.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	0.0
100873603	0.0	0.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	21.0	26.0
10570	169.0	83.0
116447	3074.0	1236.0
116449	16.0	22.0
116448	3.0	4.0
10579	4551.0	1661.0
100873639	0.0	0.0
100873638	7.0	5.0
10572	1318.0	1903.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	11274.0	10269.0
100873631	1.0	0.0
10573	1411.0	1730.0
100873630	2.0	0.0
10576	8540.0	6621.0
100873637	0.0	1.0
10575	13145.0	6600.0
100873636	0.0	0.0
10578	311.0	428.0
100873635	0.0	0.0
10577	7693.0	10094.0
100873634	0.0	0.0
10581	3919.0	10909.0
10580	10166.0	5331.0
116437	0.0	2.0
100873629	0.0	0.0
116441	4856.0	1298.0
100873628	0.0	1.0
100873627	0.0	0.0
116443	172.0	111.0
116442	166.0	66.0
116444	5.0	5.0
128414	5.0	80.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	2391.0	1963.0
100873620	0.0	0.0
10584	10.0	3.0
10587	1003.0	520.0
100873626	0.0	0.0
10586	2.0	0.0
100873625	0.0	2.0
10589	1544.0	2804.0
100873624	0.0	0.0
10588	129.0	161.0
100873623	1.0	1.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	254.0	22.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	1.0	3.0
10558	5199.0	2873.0
10557	896.0	638.0
10559	1601.0	1026.0
10550	13013.0	6120.0
100873655	1.0	0.0
100873654	0.0	0.0
10552	6283.0	5131.0
100873653	0.0	0.0
10551	7179.0	24196.0
100873652	0.0	0.0
10554	4297.0	4459.0
100873659	0.0	0.0
10553	1379.0	1921.0
128408	1.0	0.0
100873658	0.0	0.0
10556	1563.0	1078.0
100873657	0.0	0.0
10555	1561.0	2506.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	2.0	0.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	55.0	24.0
100873640	3.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	0.0
102466725	0.0	0.0
102466724	2.0	3.0
10569	5898.0	2434.0
100287482	99.0	67.0
100287483	5.0	2.0
10568	8610.0	609.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	837.0	2247.0
100873644	0.0	0.0
10560	2395.0	4916.0
100873643	0.0	0.0
10563	387.0	578.0
100873642	0.0	0.0
10562	2526.0	46.0
100873641	0.0	0.0
10565	8887.0	5299.0
100873648	0.0	1.0
10564	13730.0	5567.0
100873647	0.0	0.0
10567	1489.0	3630.0
100873646	1.0	0.0
10566	170.0	32.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	0.0	4.0
102466731	1.0	0.0
116369	39.0	21.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	1.0	0.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	0.0
116372	20.0	64.0
574036	137.0	143.0
574038	0.0	0.0
83479	1724.0	1224.0
116379	956.0	66.0
100128092	4.0	4.0
83478	1334.0	595.0
83473	312.0	189.0
83475	178.0	256.0
100128098	38.0	701.0
102466745	1.0	0.0
102466744	0.0	0.0
102466743	0.0	0.0
102466742	0.0	0.0
128344	649.0	165.0
102466741	1.0	0.0
102466740	0.0	0.0
128346	537.0	854.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	1.0	0.0
116362	1295.0	362.0
100128083	10.0	5.0
83468	2418.0	2258.0
100128081	11.0	1.0
83461	165.0	1012.0
128338	3914.0	1619.0
83464	3269.0	690.0
83463	155.0	223.0
83460	18.0	82.0
100189028	0.0	0.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	2.0	0.0
102466750	3.0	0.0
153339	6374.0	5374.0
116349	152.0	211.0
102466759	0.0	0.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	166.0	41.0
346562	3.0	0.0
647415	1.0	1.0
128322	0.0	0.0
1809	12136.0	16891.0
116337	1.0	0.0
153328	88.0	33.0
1800	9.0	99.0
100128061	1.0	0.0
100128060	120.0	31.0
100128062	0.0	0.0
1808	13808.0	5998.0
83483	4210.0	8084.0
1807	41.0	14.0
1806	4320.0	1415.0
1805	6275.0	3780.0
83480	934.0	411.0
1804	410.0	27.0
1803	1390.0	544.0
1802	1270.0	1157.0
83482	4.0	3.0
1801	1616.0	1306.0
83481	1645.0	1044.0
131965	871.0	507.0
1811	910.0	22.0
1810	6076.0	3325.0
143941	354.0	29.0
1819	1746.0	1489.0
1818	0.0	0.0
1817	1.0	0.0
1816	2.0	0.0
1815	11.0	27.0
100128054	8.0	7.0
1814	0.0	1.0
285084	39.0	6.0
1813	389.0	39.0
1812	14.0	25.0
100128055	4.0	1.0
647436	27.0	5.0
128387	998.0	691.0
131973	0.0	0.0
1822	18438.0	17091.0
1821	11.0	51.0
1820	405.0	542.0
100128041	0.0	0.0
1829	24687.0	9511.0
1828	785.0	38.0
1827	16008.0	2121.0
285093	5.0	3.0
1826	29.0	7.0
100128043	0.0	0.0
1825	4655.0	815.0
100128042	3.0	1.0
1824	12923.0	4232.0
1823	344.0	10.0
100128044	1.0	1.0
407977	4.0	5.0
407975	161.0	50.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	10.0	480.0
1832	68578.0	29616.0
1831	11234.0	17602.0
1830	2909.0	504.0
574016	0.0	0.0
100128036	0.0	0.0
1839	615.0	299.0
1838	3222.0	804.0
346528	1.0	2.0
1837	2705.0	1043.0
1836	8051.0	2334.0
346525	3.0	0.0
1834	0.0	1.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	296.0	207.0
1843	13053.0	5245.0
1842	3867.0	2720.0
1841	864.0	1402.0
1840	625.0	510.0
574028	7.0	0.0
574029	8.0	145.0
100128025	26.0	3.0
1849	1790.0	1193.0
346517	0.0	0.0
1848	12024.0	3369.0
1847	2042.0	3812.0
100128020	0.0	0.0
1846	10077.0	3862.0
100128023	1.0	0.0
1845	5370.0	3373.0
153396	1483.0	651.0
1855	1808.0	4676.0
1854	2594.0	1263.0
100131671	6.0	7.0
1852	117.0	19.0
1850	1226.0	1219.0
100131678	0.0	0.0
1859	7430.0	3997.0
1857	6455.0	6366.0
1856	2229.0	1819.0
724068	0.0	0.0
724067	0.0	0.0
202781	930.0	462.0
1861	2710.0	3173.0
100131688	0.0	0.0
1869	170.0	547.0
724094	2.0	0.0
1880	811.0	614.0
1877	929.0	950.0
100131691	138.0	68.0
1876	893.0	673.0
1875	740.0	550.0
83417	0.0	9.0
100131693	12.0	4.0
100327036	2.0	0.0
83416	218.0	149.0
200132	84.0	40.0
1874	2243.0	2548.0
1872	7.0	7.0
1871	1474.0	1165.0
1870	167.0	226.0
1879	3121.0	1195.0
724087	15.0	11.0
1891	5077.0	4544.0
1890	703.0	2395.0
83401	35.0	28.0
1889	23143.0	12343.0
724033	0.0	0.0
724032	0.0	0.0
724031	1.0	0.0
724030	0.0	0.0
58473	2158.0	1321.0
58472	2176.0	2684.0
200149	0.0	0.0
58475	2490.0	2541.0
724038	0.0	0.0
83439	4383.0	1477.0
1896	463.0	152.0
58477	3478.0	5573.0
58476	1934.0	4515.0
1894	1681.0	2583.0
1893	813.0	3648.0
1892	5682.0	8125.0
58478	2606.0	2032.0
200150	71.0	11.0
724022	0.0	0.0
58484	171.0	224.0
724026	0.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	2602.0	1042.0
724024	0.0	0.0
58486	3773.0	1767.0
58485	2958.0	5199.0
724023	0.0	0.0
58480	5452.0	2483.0
724029	8.0	3.0
200159	6.0	8.0
724028	0.0	0.0
724027	2.0	1.0
58488	1383.0	6600.0
58487	4825.0	2483.0
200162	242.0	9.0
58489	1315.0	1591.0
58495	842.0	654.0
724059	0.0	0.0
58494	4281.0	1341.0
58497	3384.0	3522.0
58496	209.0	61.0
58491	807.0	609.0
58490	3040.0	1882.0
58493	3291.0	2048.0
58492	341.0	214.0
58499	5309.0	915.0
58498	99.0	37.0
200172	31.0	16.0
83451	1507.0	2604.0
83450	769.0	192.0
83452	1629.0	730.0
153364	1388.0	355.0
83448	2561.0	1134.0
200186	2855.0	4074.0
83447	0.0	0.0
200185	773.0	1942.0
83449	52.0	27.0
83444	119.0	109.0
83443	2666.0	4262.0
83446	1.0	3.0
83445	4.0	1.0
83440	3545.0	2838.0
83442	3741.0	7815.0
114984	641.0	963.0
114987	2041.0	608.0
391603	1.0	0.0
10657	14063.0	7466.0
126969	1152.0	918.0
10656	517.0	580.0
10659	4046.0	2329.0
10658	9386.0	5953.0
114990	811.0	1083.0
114991	3961.0	2250.0
10651	1467.0	1181.0
10650	133.0	232.0
10653	17677.0	18226.0
10652	3882.0	4846.0
342667	7521.0	224.0
10655	110.0	55.0
643812	1.0	0.0
342666	21.0	7.0
10654	1954.0	2171.0
136306	191.0	21.0
126961	0.0	0.0
10668	978.0	651.0
10667	1000.0	855.0
643827	90.0	13.0
10669	833.0	314.0
10660	0.0	0.0
10661	2.0	2.0
731220	63.0	83.0
138971	0.0	4.0
10664	6148.0	4522.0
10663	647.0	256.0
10666	408.0	142.0
731223	6.0	4.0
10665	7.0	0.0
136319	13682.0	8670.0
163933	28.0	48.0
317691	0.0	0.0
339005	243.0	126.0
10635	294.0	196.0
10634	1343.0	2032.0
10637	9.0	20.0
10636	643.0	735.0
10638	0.0	0.0
114971	954.0	1028.0
10631	28950.0	102730.0
643836	3282.0	1747.0
10630	2630.0	1766.0
643837	1325.0	3166.0
10633	396.0	68.0
643834	0.0	0.0
10632	6839.0	4086.0
100124394	0.0	0.0
10645	5813.0	4341.0
10648	0.0	0.0
10647	716.0	16381.0
148304	540.0	474.0
114960	1.0	0.0
10640	5292.0	2970.0
136332	122.0	53.0
10642	3.0	24.0
643847	0.0	0.0
10641	1235.0	952.0
10644	886.0	136.0
10643	3.0	7.0
317671	121.0	82.0
643862	3.0	0.0
391642	0.0	0.0
10609	1010.0	1199.0
391647	10.0	1.0
10613	4655.0	2333.0
10612	1168.0	2702.0
10615	466.0	1464.0
10614	3923.0	1868.0
10617	3960.0	2133.0
401525	0.0	0.0
10616	3455.0	5246.0
10618	31259.0	17220.0
643854	0.0	0.0
643853	191.0	132.0
643859	0.0	0.0
10611	16558.0	8483.0
10610	3453.0	12240.0
643872	4.0	0.0
643873	586.0	143.0
643870	8.0	1.0
317684	1.0	2.0
391655	0.0	0.0
391657	0.0	1.0
391656	0.0	0.0
317687	2.0	0.0
10623	2417.0	2070.0
10626	646.0	903.0
10625	9336.0	5852.0
10628	111505.0	25697.0
10627	13260.0	17152.0
10629	606.0	519.0
342618	18.0	0.0
643865	1.0	0.0
643866	307.0	306.0
10620	427.0	394.0
10622	279.0	120.0
10621	1035.0	592.0
101954275	0.0	0.0
101954276	0.0	0.0
643880	0.0	0.0
101954273	13.0	2.0
643884	0.0	0.0
101954277	0.0	0.0
101954278	18.0	5.0
102464817	0.0	0.0
653203	1.0	0.0
391622	0.0	0.0
388011	199.0	44.0
83606	6192.0	7979.0
101954271	0.0	0.0
83605	1741.0	2159.0
101954272	9.0	13.0
83608	1005.0	804.0
83607	3232.0	2154.0
151903	1379.0	645.0
401507	0.0	0.0
317649	4186.0	1202.0
391627	0.0	0.0
401505	747.0	879.0
388007	0.0	0.0
317648	1009.0	645.0
100419709	35.0	32.0
100419705	0.0	0.0
643875	0.0	0.0
401509	167.0	75.0
401508	0.0	0.0
101954264	0.0	0.0
138948	32.0	47.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	1.0	4.0
102464827	0.0	0.0
391630	0.0	3.0
102464828	0.0	0.0
317662	2866.0	1349.0
100419711	9.0	7.0
102464825	0.0	0.0
56000	6.0	8.0
391632	4.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	50.0	25.0
102464824	0.0	0.0
56005	2486.0	3594.0
10602	4388.0	1284.0
56006	1719.0	1553.0
83604	5037.0	1311.0
10603	126.0	169.0
10606	8533.0	8107.0
100419717	0.0	0.0
56001	0.0	0.0
10605	4442.0	3465.0
10608	5786.0	6173.0
10607	1820.0	1931.0
10600	4568.0	1884.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	1.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	1.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	6284.0	4672.0
102464832	0.0	0.0
100271849	23.0	28.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	734.0	1818.0
112398	1014.0	728.0
100419735	0.0	0.0
391697	0.0	0.0
391696	0.0	0.0
100419733	0.0	0.0
388021	23.0	6.0
100419734	0.0	0.0
391698	2.0	0.0
100419731	0.0	0.0
100271836	220.0	90.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	0.0
388015	1.0	0.0
101954204	0.0	0.0
199953	1074.0	764.0
161357	1.0	0.0
100420734	5.0	0.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	2.0	0.0
731275	85.0	85.0
199920	402.0	145.0
222826	13.0	5.0
101929286	8.0	2.0
391670	0.0	1.0
391672	1.0	0.0
161342	47.0	21.0
148398	41.0	1076.0
100419758	76.0	32.0
100419751	0.0	0.0
124359	2540.0	2146.0
101929293	25.0	2.0
100420752	1.0	0.0
100420754	0.0	0.0
10691	2009.0	884.0
10690	340.0	285.0
101929212	60.0	9.0
101929218	0.0	0.0
388076	1.0	0.0
388077	0.0	1.0
100419764	1.0	0.0
199900	0.0	0.0
151963	878.0	419.0
10693	533.0	172.0
10692	28.0	40.0
10695	2884.0	3816.0
10694	10548.0	7966.0
10699	74.0	548.0
101929221	0.0	1.0
100420763	0.0	0.0
101929225	3.0	0.0
101929222	6.0	3.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	3948.0	10720.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	11.0	33.0
101929238	0.0	0.0
220213	1542.0	705.0
10678	4171.0	2149.0
151987	5661.0	2168.0
10671	1809.0	725.0
10670	5789.0	5571.0
10673	352.0	750.0
10672	6444.0	6600.0
10675	46.0	30.0
10677	536.0	302.0
100419793	1.0	0.0
100420784	1.0	1.0
100420786	3.0	0.0
101929247	1.0	0.0
100420787	3.0	1.0
101929244	0.0	0.0
220202	5.0	4.0
222865	569.0	169.0
