id	d46b61b0-6f34-48ca-8c7d-23ae4d0b1a7c	acf02cd5-270d-40c0-864d-abebe048f309
2342	968.0	790.0
100847059	0.0	0.0
2341	0.0	0.0
100847057	1.0	0.0
100847058	0.0	0.0
2339	3779.0	2455.0
2335	57076.0	315032.0
2334	146.0	55.0
104502416	4.0	10.0
259249	0.0	0.0
2332	2140.0	3140.0
100862680	0.0	0.0
4994	0.0	0.0
4995	0.0	0.0
104502417	0.0	1.0
4998	49.0	102.0
4999	1034.0	1658.0
260294	71.0	35.0
100847062	9.0	0.0
260293	11713.0	51097.0
100847063	0.0	0.0
284260	11.0	4.0
100847060	0.0	0.0
730792	0.0	0.0
100847066	0.0	1.0
100847067	2.0	0.0
100847064	0.0	0.0
100847065	0.0	0.0
2353	50026.0	9895.0
2352	10.0	0.0
100847068	0.0	0.0
2350	5462.0	357.0
100847069	0.0	0.0
100862692	4.0	4.0
2348	822.0	22.0
2346	200.0	50.0
284257	1.0	0.0
284254	0.0	0.0
100847070	0.0	0.0
284252	1718.0	2980.0
100847073	0.0	0.0
100847074	0.0	0.0
100847071	0.0	0.0
100847072	0.0	1.0
100847077	0.0	0.0
729790	0.0	0.0
100847078	0.0	0.0
100847075	22.0	12.0
100847076	0.0	0.0
100847079	0.0	0.0
729799	33.0	32.0
729798	0.0	3.0
2359	1323.0	454.0
2358	49.0	3.0
2357	518.0	251.0
2356	3938.0	2439.0
2355	11045.0	9252.0
2354	22823.0	1064.0
100847080	0.0	0.0
100847081	0.0	0.0
259283	10.0	2.0
100847084	0.0	0.0
259282	2961.0	4114.0
100847085	0.0	1.0
100847082	0.0	3.0
100847083	0.0	0.0
100847088	0.0	0.0
100847089	0.0	0.0
100847086	0.0	1.0
100847087	0.0	0.0
259289	0.0	8.0
259287	0.0	0.0
259286	0.0	1.0
259285	0.0	2.0
646909	1.0	0.0
284233	62.0	145.0
284232	0.0	0.0
100847092	0.0	0.0
100847090	0.0	0.0
259294	8.0	1.0
259293	0.0	6.0
259292	3.0	5.0
100847093	0.0	0.0
259290	6.0	10.0
259296	0.0	4.0
259295	28.0	19.0
646913	0.0	0.0
646912	1.0	0.0
646910	0.0	1.0
50700	3.0	0.0
646915	0.0	2.0
59082	0.0	4.0
2395	581.0	388.0
59084	1119.0	4785.0
441584	0.0	0.0
11108	1992.0	1767.0
11107	329.0	159.0
11100	15593.0	12678.0
11102	1047.0	1062.0
11101	1856.0	2328.0
139411	280.0	6.0
11104	1248.0	842.0
11103	1935.0	2423.0
284297	3182.0	1449.0
11105	1.0	0.0
693231	0.0	0.0
25759	1503.0	1232.0
693232	10.0	18.0
284293	7.0	0.0
693233	0.0	0.0
693234	0.0	0.0
693235	0.0	0.0
115426	1629.0	1640.0
25758	241.0	449.0
100379174	1.0	6.0
11119	2418.0	1332.0
11118	4116.0	1808.0
441581	0.0	0.0
127406	0.0	0.0
84034	3942.0	402.0
84033	1738.0	649.0
11113	468.0	568.0
11112	4917.0	2814.0
139422	0.0	0.0
284288	3.0	0.0
139420	0.0	0.0
11117	5577.0	2162.0
11116	623.0	1109.0
693220	51.0	40.0
693221	0.0	0.0
84061	5170.0	6530.0
693222	0.0	0.0
84060	715.0	782.0
693223	0.0	0.0
693224	0.0	0.0
693225	0.0	0.0
693226	0.0	0.0
139425	0.0	0.0
693227	0.0	2.0
693228	0.0	0.0
693229	0.0	0.0
115416	1061.0	673.0
84067	2479.0	1761.0
84066	0.0	4.0
84069	127.0	228.0
84068	455.0	481.0
84063	19.0	3.0
284276	87.0	21.0
84062	1383.0	1135.0
139431	1.0	0.0
84065	3103.0	1800.0
284274	3.0	0.0
84064	1557.0	2067.0
284273	2558.0	2564.0
693230	1.0	0.0
693210	0.0	0.0
693211	0.0	2.0
693212	0.0	2.0
693213	0.0	0.0
693214	0.0	0.0
693215	0.0	0.0
693216	0.0	0.0
693217	0.0	0.0
693218	0.0	0.0
693219	0.0	0.0
152405	0.0	0.0
152404	13.0	14.0
84059	381.0	1936.0
84056	1494.0	947.0
84055	5.0	11.0
84058	600.0	598.0
84057	26.0	69.0
284266	497.0	1526.0
84054	8.0	3.0
84081	1864.0	2079.0
84080	980.0	460.0
84083	250.0	541.0
441549	191.0	97.0
441548	4.0	3.0
441543	0.0	0.0
100379142	0.0	0.0
100379141	0.0	0.0
441550	18.0	13.0
84089	0.0	0.0
84088	0.0	5.0
84085	1169.0	1675.0
84084	75.0	419.0
84087	0.0	1.0
84086	0.0	0.0
84070	24.0	25.0
84072	3.0	3.0
84071	207.0	267.0
392100	0.0	1.0
100379132	0.0	1.0
392106	3.0	0.0
441533	1.0	1.0
441531	3.0	1.0
84078	790.0	1429.0
84077	4.0	8.0
84079	2083.0	1696.0
84074	159.0	116.0
84073	39.0	103.0
84076	3.0	0.0
84075	2.0	0.0
100847000	0.0	0.0
100847001	0.0	0.0
100847004	0.0	0.0
201931	2149.0	2070.0
100847005	0.0	0.0
100847002	0.0	0.0
100847003	0.0	0.0
100847008	0.0	0.0
100847006	0.0	0.0
100847007	0.0	0.0
106480196	0.0	0.0
441572	0.0	0.0
106480195	2.0	0.0
106480198	0.0	0.0
106480197	0.0	0.0
106480199	2.0	0.0
127435	8575.0	1691.0
106480190	2.0	2.0
106480192	0.0	0.0
106480191	0.0	0.0
106480194	0.0	1.0
106480193	0.0	0.0
84091	0.0	0.0
103695432	0.0	0.0
343099	186.0	179.0
103695431	6.0	6.0
100847012	0.0	0.0
84090	0.0	0.0
103695434	1.0	0.0
103695433	1.0	0.0
100847010	0.0	4.0
103695436	4.0	14.0
100847015	0.0	6.0
103695435	5.0	2.0
100847016	0.0	0.0
100847013	0.0	1.0
100847014	0.0	0.0
441554	3.0	3.0
100847019	0.0	0.0
100847017	0.0	1.0
100847018	0.0	0.0
127428	933.0	869.0
84096	0.0	2.0
84097	0.0	0.0
11061	2.0	3.0
646892	11.0	0.0
441509	37.0	7.0
646891	0.0	0.0
11060	4846.0	2240.0
11063	12.0	3.0
619279	3574.0	2600.0
646898	0.0	0.0
11062	367.0	479.0
11065	183.0	412.0
441505	0.0	1.0
11064	1110.0	1334.0
23046	579.0	134.0
441502	11.0	2.0
23047	1980.0	3722.0
441501	31.0	9.0
23048	3977.0	2970.0
106479179	0.0	0.0
23049	4115.0	10586.0
106479178	3.0	0.0
127385	0.0	0.0
106479177	0.0	0.0
106479176	0.0	0.0
106479175	0.0	0.0
106479174	0.0	0.0
106480174	0.0	0.0
106480173	0.0	0.0
106479173	0.0	0.0
106480176	0.0	0.0
106479172	0.0	0.0
23040	2.0	7.0
106479171	0.0	0.0
106480175	0.0	0.0
23041	2519.0	3359.0
106480178	0.0	0.0
106479170	0.0	0.0
23042	8485.0	12890.0
106480177	0.0	0.0
23043	726.0	2061.0
106480179	0.0	1.0
104384744	0.0	2.0
11067	28120.0	2083.0
50674	16.0	0.0
11066	1474.0	1037.0
11069	696.0	1305.0
11068	1520.0	1670.0
139378	14.0	0.0
106480170	0.0	0.0
152330	365.0	242.0
106480172	0.0	0.0
106480171	0.0	0.0
11070	3985.0	2657.0
404550	453.0	357.0
644242	56.0	64.0
404552	0.0	6.0
11072	2072.0	695.0
11074	23.0	2.0
644246	494.0	161.0
11073	1373.0	2242.0
166979	3.0	15.0
11076	1324.0	411.0
11075	79.0	86.0
201965	621.0	801.0
379027	0.0	0.0
23057	759.0	65.0
379028	0.0	0.0
106479169	0.0	0.0
379029	0.0	0.0
23059	1247.0	1625.0
164312	7.0	4.0
106479168	0.0	2.0
106479167	5.0	0.0
106479166	0.0	2.0
106479165	0.0	0.0
106479164	0.0	0.0
106480185	0.0	0.0
106479163	0.0	0.0
379030	0.0	0.0
106479162	0.0	0.0
379031	0.0	0.0
106480184	0.0	0.0
106479161	0.0	0.0
106480187	0.0	0.0
379032	0.0	0.0
23051	3801.0	2095.0
106479160	0.0	0.0
379033	0.0	0.0
106480186	0.0	0.0
23052	4319.0	1114.0
379034	0.0	0.0
106480189	0.0	0.0
86614	0.0	0.0
106480188	0.0	8.0
23053	3100.0	2831.0
115399	293.0	763.0
23054	3259.0	4507.0
11078	2721.0	1065.0
11077	27.0	62.0
644237	10.0	0.0
11079	6488.0	5121.0
106480181	0.0	0.0
106480180	0.0	0.0
106480183	0.0	0.0
106480182	0.0	0.0
11041	2039.0	888.0
11040	937.0	490.0
11043	674.0	723.0
23023	2195.0	2849.0
441525	0.0	0.0
106480149	0.0	0.0
23024	4616.0	2071.0
106480148	0.0	0.0
23025	9.0	6.0
23026	419.0	66.0
441521	0.0	0.0
23028	4335.0	5586.0
106479199	0.0	6.0
23029	110.0	120.0
106479198	0.0	0.0
201973	637.0	866.0
106479197	0.0	0.0
106479196	0.0	0.0
106480152	0.0	0.0
106480151	0.0	0.0
106479195	0.0	0.0
106479194	0.0	0.0
106480154	0.0	0.0
106479193	0.0	0.0
106480153	9.0	2.0
106480156	0.0	0.0
106479192	0.0	3.0
23020	14539.0	14892.0
106480155	0.0	0.0
106479191	0.0	1.0
729817	0.0	1.0
106479190	0.0	0.0
106480158	0.0	0.0
23022	13549.0	16872.0
106480157	0.0	0.0
11045	30.0	11.0
11044	2037.0	891.0
11047	4914.0	2501.0
644248	0.0	0.0
11046	1173.0	901.0
11049	0.0	0.0
106480150	0.0	0.0
343173	0.0	0.0
343172	0.0	7.0
343171	28.0	28.0
343170	1.0	0.0
441519	0.0	0.0
11052	3100.0	4501.0
441518	1428.0	782.0
11051	5308.0	4216.0
11054	2875.0	1562.0
23034	2767.0	647.0
23035	710.0	727.0
106480159	0.0	0.0
23036	1672.0	2755.0
729816	1.0	0.0
23037	8980.0	646.0
23038	7610.0	5532.0
106479189	0.0	0.0
23039	4402.0	4695.0
106479188	0.0	0.0
106479187	0.0	0.0
106479186	0.0	0.0
106479185	0.0	0.0
106480163	0.0	0.0
106480162	0.0	0.0
106479184	0.0	0.0
106480165	3.0	0.0
106479183	0.0	3.0
106480164	0.0	0.0
106479182	0.0	0.0
23030	5074.0	7881.0
106479181	0.0	0.0
106480167	0.0	0.0
23031	1523.0	745.0
106479180	0.0	0.0
106480166	0.0	0.0
23032	5085.0	6150.0
106480169	1.0	1.0
729809	0.0	0.0
23033	1262.0	1158.0
106480168	0.0	0.0
11056	1294.0	2022.0
11055	1.0	0.0
343169	0.0	1.0
11057	5521.0	6166.0
11059	6739.0	11094.0
106480161	0.0	1.0
106480160	0.0	0.0
693200	0.0	0.0
693201	1.0	3.0
693202	0.0	0.0
693203	0.0	0.0
11021	3551.0	2873.0
693204	0.0	0.0
11020	1401.0	1262.0
693205	0.0	0.0
106479139	0.0	0.0
23001	3060.0	4259.0
106480127	0.0	0.0
693206	33.0	91.0
106479138	0.0	0.0
23002	3833.0	3766.0
106480126	0.0	0.0
693207	0.0	0.0
106479137	0.0	0.0
106480129	0.0	0.0
106479136	0.0	0.0
693208	0.0	1.0
693209	0.0	1.0
106480128	0.0	0.0
106479135	0.0	0.0
23005	1548.0	1293.0
106479134	0.0	0.0
106479133	0.0	0.0
23007	292.0	488.0
106479132	0.0	0.0
23008	4030.0	4771.0
106479131	0.0	0.0
106479130	38.0	14.0
106480130	0.0	0.0
106480132	0.0	0.0
106480131	0.0	0.0
106480134	0.0	0.0
106480133	0.0	0.0
106480136	0.0	0.0
106480135	0.0	0.0
11023	0.0	0.0
84000	969.0	933.0
11022	907.0	4193.0
11025	175.0	35.0
11024	105.0	24.0
84002	521.0	137.0
139334	0.0	0.0
11027	341.0	149.0
11029	0.0	0.0
11030	7923.0	2667.0
106479129	0.0	3.0
11031	3219.0	6177.0
106479128	0.0	0.0
106479127	5.0	1.0
106480138	0.0	0.0
23012	2579.0	4571.0
23013	5699.0	5195.0
106479126	0.0	1.0
106480137	0.0	0.0
23014	2976.0	4111.0
106479125	0.0	0.0
23015	1255.0	509.0
106480139	0.0	0.0
106479124	2.0	0.0
23016	1623.0	1116.0
106479123	0.0	0.0
23017	532.0	888.0
106479122	0.0	0.0
106479121	0.0	0.0
23019	6520.0	6200.0
106479120	1.0	0.0
106480141	0.0	1.0
106480140	0.0	0.0
106480143	0.0	0.0
106480142	0.0	0.0
106480145	0.0	0.0
106480144	0.0	1.0
106480147	0.0	0.0
23011	4471.0	4141.0
106480146	0.0	0.0
11034	30976.0	22378.0
152302	552.0	330.0
11033	278.0	149.0
11036	0.0	0.0
11035	526.0	770.0
11037	1089.0	270.0
139341	906.0	1068.0
644297	4.0	7.0
166968	1253.0	2284.0
619212	0.0	0.0
59067	4.0	0.0
106480105	0.0	0.0
106479159	0.0	0.0
106480104	0.0	1.0
106479158	0.0	0.0
106480107	0.0	0.0
106479157	0.0	0.0
106480106	0.0	0.0
106479156	0.0	3.0
106480109	0.0	0.0
106480108	0.0	0.0
106479155	0.0	0.0
106479154	0.0	0.0
106479153	0.0	0.0
11009	254.0	179.0
106479152	0.0	0.0
106479151	0.0	1.0
106480110	0.0	0.0
106479150	0.0	0.0
106480112	1.0	0.0
106480111	0.0	0.0
106480114	0.0	0.0
106480113	0.0	0.0
11001	677.0	1135.0
11000	3145.0	540.0
11005	321.0	26.0
11004	250.0	476.0
11007	1390.0	265.0
11006	1261.0	460.0
127391	1.0	1.0
11010	1736.0	717.0
106479149	0.0	0.0
106480116	0.0	0.0
106479148	0.0	0.0
106480115	0.0	0.0
106480118	0.0	0.0
106479147	0.0	0.0
106479146	0.0	0.0
106480117	0.0	0.0
106479145	0.0	0.0
127396	209.0	167.0
106480119	0.0	0.0
106479144	0.0	0.0
619208	558.0	607.0
106479143	0.0	0.0
106479142	0.0	0.0
106479141	0.0	0.0
11019	610.0	455.0
106479140	0.0	0.0
106480121	0.0	0.0
106480120	0.0	0.0
106480123	0.0	1.0
106480122	0.0	0.0
106480125	0.0	0.0
106480124	0.0	4.0
11012	608.0	130.0
11011	1472.0	1619.0
11014	16158.0	12325.0
11013	40.0	36.0
11016	3316.0	4106.0
11015	1447.0	1287.0
11018	741.0	514.0
11017	1450.0	1221.0
139363	0.0	0.0
106144608	0.0	0.0
646808	2.0	9.0
106144606	1.0	1.0
106144607	0.0	0.0
345778	1436.0	2520.0
646802	0.0	7.0
730861	0.0	0.0
729873	0.0	3.0
106144601	0.0	0.0
106144602	0.0	0.0
164395	56.0	204.0
729877	0.0	0.0
259308	2.0	0.0
259307	370.0	310.0
106480101	0.0	0.0
106480100	0.0	0.0
106480103	0.0	0.0
106480102	0.0	0.0
646817	5.0	1.0
50604	7.0	56.0
106479119	0.0	0.0
106479118	0.0	0.0
106479117	0.0	0.0
106479116	0.0	0.0
106479115	0.0	0.0
106479114	0.0	0.0
106479113	0.0	0.0
106479112	0.0	1.0
106479111	0.0	0.0
106479110	0.0	0.0
345757	1287.0	1349.0
50613	0.0	0.0
50612	0.0	0.0
50615	135.0	114.0
50614	12.0	5.0
50617	103.0	599.0
729894	0.0	0.0
50616	0.0	0.0
50619	1083.0	532.0
50618	2790.0	2699.0
106479109	0.0	0.0
106479108	1.0	1.0
106479107	0.0	0.0
106479106	3.0	4.0
106479105	36.0	78.0
106479104	0.0	0.0
106479103	0.0	0.0
106479102	0.0	0.0
729898	17.0	6.0
106479101	0.0	0.0
106479100	0.0	0.0
50624	59.0	40.0
646839	2.0	4.0
50626	3183.0	2002.0
646837	17.0	5.0
50628	1936.0	1568.0
646851	135.0	476.0
260332	0.0	1.0
23089	2383.0	192.0
260334	22.0	35.0
260337	0.0	13.0
260338	0.0	0.0
23081	889.0	922.0
23082	2072.0	1836.0
100272228	58.0	127.0
23085	3924.0	3539.0
23086	444.0	1286.0
23087	1759.0	847.0
50631	51.0	15.0
50632	6.0	0.0
646849	0.0	0.0
23080	2330.0	4429.0
50636	18.0	29.0
50639	0.0	1.0
729830	186.0	310.0
644202	11.0	4.0
646864	2.0	1.0
646862	1.0	0.0
729838	1.0	0.0
23092	1484.0	1081.0
23093	1412.0	2249.0
23094	2765.0	5142.0
23095	4006.0	2980.0
23096	1376.0	1002.0
23097	1345.0	1613.0
729828	0.0	0.0
23098	354.0	402.0
50640	2070.0	2757.0
23099	820.0	1174.0
730811	0.0	0.0
23090	1921.0	1295.0
23091	4823.0	6538.0
11081	43.0	84.0
50649	885.0	159.0
11080	2327.0	1088.0
11083	4939.0	4091.0
729862	0.0	1.0
11082	35.0	312.0
11085	0.0	0.0
644213	10.0	1.0
100286844	75.0	42.0
646875	4.0	0.0
644214	1.0	4.0
11086	13.0	0.0
646873	0.0	0.0
23067	2410.0	2095.0
23060	2640.0	3771.0
23061	13663.0	6924.0
23062	6120.0	6966.0
23063	3136.0	5953.0
23064	5396.0	5746.0
23065	3744.0	4463.0
50651	272.0	130.0
100272205	41.0	88.0
23066	337.0	179.0
50650	2211.0	3024.0
50652	0.0	0.0
11092	628.0	650.0
644220	7.0	18.0
11091	2384.0	2042.0
11094	1793.0	2456.0
729852	1084.0	1734.0
11093	173.0	182.0
11096	5425.0	494.0
11095	159.0	41.0
11098	7231.0	9406.0
11097	854.0	1136.0
646884	1.0	0.0
23078	2118.0	3450.0
729857	6.0	5.0
23070	3193.0	2458.0
23071	4952.0	2554.0
23072	34.0	28.0
164380	0.0	1.0
23074	1278.0	2588.0
23075	6742.0	4897.0
23076	2300.0	2033.0
23077	7223.0	5822.0
11099	2382.0	1128.0
646879	0.0	0.0
644218	2.0	0.0
646877	0.0	0.0
100130972	4.0	1.0
100379220	0.0	0.0
100130970	0.0	0.0
284339	22.0	77.0
284338	75.0	119.0
100129983	0.0	4.0
100129982	3.0	4.0
548313	0.0	0.0
693198	0.0	0.0
693199	0.0	0.0
100130968	0.0	0.0
100130967	20.0	63.0
100129976	3.0	6.0
100130963	0.0	0.0
100130962	0.0	0.0
284325	883.0	683.0
100129972	1.0	0.0
284323	689.0	1269.0
100129969	3.0	0.0
100130958	134.0	17.0
693187	0.0	0.0
693188	0.0	7.0
693189	0.0	0.0
100130954	0.0	0.0
2444	834.0	2995.0
100379249	28.0	2.0
693190	0.0	0.0
100129961	51.0	23.0
284312	23.0	6.0
693191	0.0	0.0
100129960	2.0	1.0
693192	0.0	0.0
693193	0.0	0.0
693194	0.0	0.0
693195	0.0	0.0
693196	0.0	0.0
693197	0.0	0.0
693176	0.0	0.0
100129958	0.0	2.0
693177	0.0	0.0
693178	0.0	0.0
260340	0.0	0.0
100129959	0.0	0.0
260341	0.0	0.0
284309	956.0	1584.0
284307	320.0	78.0
284306	147.0	132.0
693180	0.0	0.0
693181	0.0	0.0
693182	0.0	0.0
693183	0.0	0.0
693184	0.0	0.0
693185	0.0	0.0
693186	0.0	0.0
284382	0.0	0.0
100130935	0.0	0.0
100130934	16.0	5.0
100130933	2.0	5.0
100130932	8.0	38.0
286967	0.0	0.0
100129941	0.0	0.0
100130929	0.0	0.0
284371	475.0	661.0
284370	650.0	910.0
100130923	0.0	6.0
100130922	0.0	3.0
100129937	0.0	0.0
100129933	0.0	1.0
2483	2005.0	1280.0
284369	0.0	0.0
2475	4264.0	4823.0
284367	84.0	17.0
284366	0.0	0.0
284361	6901.0	5121.0
50801	3.0	0.0
50804	712.0	1880.0
50805	213.0	37.0
100129926	4.0	4.0
50808	5739.0	2515.0
100129921	0.0	1.0
50807	2504.0	3343.0
100129920	0.0	0.0
50809	10298.0	10254.0
2496	4.0	2.0
2495	53384.0	24187.0
2494	613.0	108.0
2492	0.0	0.0
100129929	0.0	0.0
2491	81.0	145.0
2488	0.0	0.0
2487	1323.0	768.0
284359	12.0	5.0
284358	88.0	63.0
284355	0.0	0.0
284353	74.0	28.0
284352	2779.0	2795.0
50813	5224.0	4334.0
50814	1582.0	1271.0
100129919	0.0	0.0
284349	301.0	446.0
2499	14.0	9.0
284348	163.0	143.0
2498	98.0	38.0
2497	65.0	27.0
284346	192.0	90.0
284340	445.0	69.0
23207	5369.0	2449.0
693121	0.0	0.0
100093625	0.0	1.0
23208	1507.0	783.0
693122	2.0	6.0
100093626	0.0	0.0
23209	77.0	9.0
693123	0.0	0.0
693124	0.0	0.0
693125	0.0	0.0
130951	110.0	27.0
693126	0.0	0.0
693127	0.0	2.0
693128	0.0	0.0
25862	407.0	362.0
693129	0.0	0.0
23200	2533.0	1463.0
25861	779.0	1050.0
644191	8.0	6.0
23201	5409.0	4121.0
25864	1112.0	659.0
23203	2937.0	2256.0
25865	3487.0	2626.0
23204	11553.0	19595.0
23205	226.0	1.0
644192	110.0	6.0
11228	1410.0	536.0
84166	1724.0	802.0
11221	1168.0	3047.0
84168	8007.0	19685.0
11223	11.0	8.0
100093630	2928.0	1453.0
84167	456.0	529.0
11222	3490.0	4483.0
100093631	568.0	590.0
84162	4250.0	5634.0
11224	26051.0	10857.0
84164	4662.0	3076.0
11227	251.0	1708.0
11226	3613.0	6697.0
84163	268.0	220.0
23218	2593.0	1919.0
23219	2586.0	5751.0
402093	0.0	2.0
100862704	6.0	4.0
11230	1401.0	1037.0
23210	1072.0	657.0
25873	27093.0	14176.0
100379298	0.0	0.0
23211	2755.0	2572.0
25875	4300.0	2001.0
23212	1186.0	885.0
23213	2870.0	10075.0
25874	4620.0	3974.0
23214	5002.0	5612.0
25876	62.0	202.0
23215	9115.0	22325.0
23216	3878.0	1907.0
25879	1686.0	2081.0
100379296	0.0	0.0
25878	10459.0	26900.0
23217	10.0	2.0
84159	9185.0	5742.0
25871	2321.0	2052.0
25870	9941.0	8277.0
142940	1067.0	2615.0
11232	370.0	459.0
11231	7431.0	7736.0
84154	1378.0	1194.0
11234	2357.0	1992.0
11236	2658.0	2909.0
11235	1504.0	2214.0
11238	760.0	602.0
84153	1650.0	698.0
11237	2318.0	1807.0
84152	6808.0	3488.0
693120	1.0	0.0
100093624	0.0	0.0
166929	1050.0	664.0
25847	3876.0	3675.0
84182	163.0	117.0
84181	3233.0	5995.0
25849	4582.0	510.0
25840	14674.0	2079.0
25842	1234.0	1387.0
25841	489.0	171.0
25844	8419.0	5805.0
25843	1676.0	2161.0
11209	103.0	83.0
84188	2695.0	4610.0
84187	5109.0	2742.0
11201	1858.0	2909.0
11200	443.0	420.0
84189	1994.0	13340.0
11202	287.0	15.0
84186	997.0	1117.0
25859	230.0	165.0
25858	1.0	0.0
84171	1485.0	285.0
284391	966.0	1927.0
284390	173.0	173.0
100862726	0.0	0.0
100862727	0.0	4.0
100862728	4.0	2.0
25851	1692.0	730.0
25850	290.0	289.0
25853	3099.0	4054.0
25852	2182.0	1789.0
100862725	0.0	0.0
25855	2449.0	1928.0
25854	752.0	35.0
402077	0.0	0.0
11218	1127.0	1297.0
11217	42.0	8.0
11219	13.0	5.0
139324	206.0	242.0
84176	21.0	13.0
11212	3659.0	2566.0
139322	1473.0	2491.0
84179	1398.0	885.0
11211	103.0	104.0
84173	6135.0	1514.0
11214	7602.0	7135.0
11213	1178.0	242.0
84172	1200.0	1677.0
284385	370.0	371.0
11216	1480.0	1557.0
11215	3088.0	5449.0
84174	87.0	28.0
284383	0.0	0.0
25826	0.0	0.0
693165	0.0	0.0
25825	4624.0	5252.0
693166	6.0	5.0
25828	5695.0	3749.0
693167	0.0	0.0
25827	468.0	827.0
693168	0.0	0.0
693169	0.0	0.0
25829	7034.0	4398.0
441669	0.0	0.0
392214	1.0	3.0
25820	4559.0	5716.0
127343	9.0	1.0
25822	918.0	577.0
25821	1089.0	1137.0
25824	10964.0	5741.0
441662	0.0	0.0
106479099	1.0	0.0
25823	133.0	425.0
106479098	0.0	0.0
106480097	0.0	3.0
106479097	0.0	0.0
115361	2507.0	707.0
441670	0.0	0.0
106480096	0.0	0.0
106479096	0.0	0.0
130916	2041.0	1346.0
115362	286.0	277.0
106479095	0.0	0.0
106480099	0.0	0.0
106480098	0.0	0.0
106479094	0.0	0.0
106479093	3.0	0.0
106479092	0.0	0.0
106479091	0.0	0.0
106479090	0.0	0.0
693170	0.0	0.0
106480091	0.0	0.0
693171	0.0	0.0
106480090	0.0	0.0
414059	0.0	5.0
106480093	0.0	0.0
693172	0.0	0.0
693173	0.0	0.0
106480092	0.0	0.0
106480095	0.0	3.0
693174	3.0	2.0
693175	10.0	1.0
106480094	0.0	0.0
84191	1484.0	1506.0
25837	80.0	521.0
693154	0.0	2.0
84190	455.0	376.0
25836	3837.0	5992.0
693155	5.0	16.0
25839	3726.0	2232.0
84193	4890.0	3357.0
693156	0.0	0.0
693157	0.0	0.0
693158	17.0	3.0
693159	0.0	0.0
392225	0.0	0.0
25831	7881.0	10060.0
25830	10.0	14.0
441654	0.0	1.0
25833	262.0	631.0
100379250	0.0	0.0
106479089	0.0	2.0
25832	654.0	925.0
106479088	0.0	0.0
25834	9.0	1.0
106479087	0.0	0.0
100379251	46.0	10.0
106479086	0.0	0.0
115350	91.0	0.0
106479085	1.0	1.0
414061	0.0	0.0
106479084	0.0	0.0
115352	262.0	3.0
106479083	0.0	0.0
414062	83.0	53.0
115353	1462.0	2359.0
106479082	0.0	0.0
106479081	0.0	0.0
414060	0.0	0.0
106479080	0.0	0.0
693160	0.0	0.0
693161	0.0	0.0
693162	0.0	0.0
84197	29.0	271.0
693163	0.0	0.0
84196	3535.0	3914.0
693164	0.0	0.0
25804	4205.0	3078.0
693143	0.0	0.0
25803	5794.0	8771.0
693144	5.0	4.0
25806	71.0	12.0
25805	2294.0	1357.0
693146	0.0	0.0
693147	0.0	0.0
25807	1035.0	746.0
693148	0.0	0.0
693149	0.0	0.0
100130996	0.0	0.0
25809	625.0	795.0
100130995	0.0	0.0
100379287	0.0	2.0
100130994	1.0	0.0
441687	10.0	11.0
25800	17683.0	65134.0
25802	8130.0	422.0
25801	982.0	1025.0
154907	0.0	0.0
106480075	0.0	0.0
106480074	0.0	0.0
106480077	3.0	0.0
106480076	0.0	0.0
106480079	2.0	0.0
106480078	0.0	0.0
142910	8.0	6.0
106480071	0.0	0.0
100380272	0.0	3.0
693151	0.0	0.0
142913	37.0	44.0
106480070	0.0	0.0
106480073	0.0	0.0
693152	0.0	5.0
693153	85.0	50.0
106480072	0.0	0.0
693132	0.0	0.0
25814	5666.0	7317.0
693133	1.0	0.0
693134	0.0	0.0
25817	99.0	107.0
25816	1797.0	758.0
100130988	1.0	0.0
693135	0.0	0.0
25819	329.0	265.0
693136	0.0	0.0
100129998	2.0	0.0
130940	61.0	157.0
25818	2406.0	206.0
693137	0.0	0.0
693138	0.0	3.0
693139	0.0	14.0
100130980	5.0	4.0
25813	4286.0	2201.0
392209	3.0	4.0
25812	0.0	0.0
106480086	0.0	0.0
106480085	0.0	0.0
106480088	0.0	0.0
115330	490.0	14.0
106480087	0.0	0.0
106480089	0.0	0.0
100129994	0.0	0.0
106480080	0.0	0.0
100129995	1.0	0.0
106480082	0.0	0.0
693140	1.0	5.0
106480081	0.0	0.0
106480084	0.0	0.0
693141	0.0	1.0
693142	0.0	0.0
106480083	0.0	0.0
11180	8715.0	9006.0
154881	1029.0	680.0
11182	341.0	142.0
11181	52.0	2.0
646770	0.0	0.0
11184	504.0	136.0
392133	1.0	0.0
11183	2404.0	2981.0
392132	2.0	0.0
11186	2235.0	1421.0
139249	0.0	0.0
11185	1328.0	38.0
23166	10191.0	1610.0
23167	3770.0	7464.0
106480049	0.0	0.0
23168	4529.0	7451.0
106479059	2.0	0.0
23169	1254.0	3114.0
166863	4.0	4.0
392138	5.0	0.0
106479058	0.0	0.0
729920	142.0	318.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	3.0	0.0
127262	7581.0	3571.0
106479054	0.0	0.0
142891	2988.0	2360.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	0.0
106479052	1.0	0.0
23160	1861.0	2225.0
106480055	0.0	0.0
106479051	0.0	1.0
23161	2013.0	3322.0
115286	1814.0	965.0
106480054	0.0	0.0
106479050	0.0	0.0
23162	1948.0	1480.0
106480057	0.0	0.0
23163	2260.0	1629.0
106480056	0.0	0.0
152217	900.0	445.0
