id	f5aa7410-7a2e-4267-ba3a-2a6a391f6b45	b40a318f-fc61-49e5-ab41-c2e41510a12c
54498	218.0	211.0
170463	1070.0	1314.0
157489	253.0	159.0
338382	1876.0	152.0
390980	223.0	319.0
338388	0.0	0.0
448831	0.0	0.0
400841	13.0	1.0
91419	838.0	428.0
91452	2722.0	4323.0
338376	0.0	4.0
145447	214.0	25.0
100313532	0.0	0.0
91442	180.0	658.0
375387	869.0	184.0
91445	2642.0	2445.0
107080554	0.0	0.0
133482	25.0	1.0
100506874	104.0	28.0
100506872	0.0	1.0
169436	45.0	49.0
170425	1.0	4.0
133491	0.0	2.0
91464	0.0	3.0
100506866	275.0	38.0
400892	1.0	13.0
400891	1.0	2.0
91461	7259.0	220.0
145483	590.0	561.0
145482	802.0	1508.0
338339	5.0	3.0
100506810	12.0	125.0
338328	5280.0	51.0
100506815	2.0	3.0
326337	0.0	0.0
326339	0.0	0.0
338321	2.0	4.0
338322	0.0	0.0
338323	5.0	4.0
338324	0.0	0.0
341965	1.0	1.0
326341	0.0	0.0
326340	0.0	0.0
326343	33.0	19.0
326342	10.0	11.0
54407	12047.0	20085.0
8710	0.0	9.0
100506834	116.0	17.0
8711	201.0	328.0
54413	90.0	144.0
8703	1310.0	2774.0
101410540	0.0	0.0
8704	3511.0	3993.0
101410541	0.0	23.0
8701	9.0	63.0
101410542	0.0	0.0
54414	3996.0	1897.0
8702	1003.0	1160.0
100506835	63.0	9.0
101410543	1.0	3.0
8707	47.0	11.0
101410544	3.0	2.0
8708	13.0	2.0
101410545	0.0	0.0
101410546	0.0	0.0
8705	829.0	758.0
8706	469.0	1656.0
326315	3.0	0.0
326317	0.0	0.0
8721	5979.0	6692.0
8722	7449.0	8823.0
8720	10121.0	12983.0
101410537	0.0	12.0
101410538	3884.0	1780.0
341947	2.0	2.0
8714	1336.0	919.0
8715	4.0	13.0
100506826	26.0	16.0
8712	0.0	0.0
8718	456.0	150.0
101410533	34.0	38.0
101410534	0.0	0.0
326325	1.0	1.0
101410535	60.0	73.0
8717	815.0	574.0
54429	10.0	49.0
101410536	0.0	1.0
326307	185.0	229.0
8732	976.0	1666.0
8733	4754.0	12430.0
8731	2006.0	4878.0
54431	5216.0	10629.0
400836	0.0	1.0
170487	22.0	55.0
54435	26.0	61.0
54434	4219.0	5330.0
400831	24.0	13.0
54433	522.0	949.0
400830	771.0	29.0
54432	1272.0	2394.0
54439	1026.0	2156.0
8725	3763.0	4765.0
8726	782.0	799.0
54438	4415.0	663.0
54437	161.0	51.0
8723	1644.0	2620.0
326310	50.0	102.0
8724	12122.0	5554.0
54436	544.0	332.0
8729	5497.0	7169.0
100337589	0.0	0.0
170485	0.0	2.0
8727	2586.0	1488.0
8728	506.0	1539.0
170482	0.0	4.0
8740	86.0	62.0
8743	6195.0	15581.0
8744	145.0	27.0
8741	434.0	165.0
8742	3430.0	499.0
102724868	0.0	0.0
102724866	1.0	4.0
54442	952.0	1999.0
54441	25.0	21.0
54440	514.0	530.0
400823	21.0	6.0
102724862	0.0	1.0
54443	170.0	9097.0
8736	4160.0	64.0
8737	3117.0	3118.0
8735	1.0	7.0
326300	0.0	6.0
8738	457.0	851.0
8739	17.0	14.0
8751	11085.0	8014.0
8754	6664.0	6133.0
8755	0.0	0.0
102724853	0.0	0.0
54453	4175.0	6620.0
255512	61.0	35.0
54457	1.0	45.0
54456	10.0	33.0
554049	2.0	3.0
54455	2007.0	1370.0
54454	747.0	2339.0
8747	18.0	22.0
8748	3.0	1.0
8745	290.0	83.0
54458	2317.0	3020.0
400818	569.0	1325.0
8749	0.0	3.0
8761	7568.0	18011.0
6100	274.0	504.0
8760	6830.0	6164.0
6102	1086.0	954.0
8766	9277.0	12092.0
6101	10.0	1.0
8763	38492.0	26793.0
6103	635.0	672.0
8764	1976.0	1994.0
54460	1755.0	1430.0
54464	3046.0	3019.0
54463	1569.0	2587.0
54462	5312.0	4030.0
54461	4982.0	3849.0
54468	1238.0	1886.0
54467	4668.0	10039.0
54466	61.0	6.0
54465	544.0	1162.0
255520	1756.0	3772.0
8759	0.0	0.0
8756	0.0	0.0
54469	3718.0	3997.0
8772	390.0	2783.0
8773	2728.0	2225.0
8771	0.0	0.0
8776	1255.0	2723.0
8777	6814.0	4777.0
8774	1527.0	3113.0
8775	3910.0	5698.0
101928566	0.0	0.0
8767	701.0	2194.0
6120	1965.0	2455.0
101928571	2.0	2.0
8784	31.0	144.0
6122	67058.0	96927.0
8781	0.0	0.0
6121	0.0	0.0
8787	31.0	40.0
6124	59303.0	73376.0
6123	14.0	13.0
8788	0.0	0.0
8785	52.0	1.0
6126	9.0	13.0
8786	1215.0	843.0
6125	33295.0	27462.0
101928578	282.0	214.0
8780	2994.0	3563.0
6117	5873.0	5375.0
8778	16.0	28.0
6119	638.0	2152.0
6118	1896.0	2096.0
8794	156.0	276.0
8795	1840.0	1943.0
6130	37365.0	63869.0
8792	266.0	336.0
6133	15498.0	15257.0
6132	32273.0	99825.0
8793	865.0	70.0
8798	501.0	877.0
6135	32044.0	20135.0
8799	1056.0	2464.0
6134	49312.0	70172.0
8796	11.0	0.0
6137	24213.0	45233.0
8797	636.0	965.0
6136	18368.0	37890.0
100421307	6.0	0.0
101735302	181.0	573.0
8790	926.0	1405.0
100134444	0.0	0.0
6128	23055.0	33746.0
8789	2.0	11.0
6129	22651.0	38442.0
6142	8231.0	19038.0
6141	15230.0	27907.0
100421311	9.0	16.0
6144	8329.0	7227.0
6143	36951.0	328063.0
100421313	4.0	3.0
6146	13394.0	15141.0
6145	2.0	2.0
6148	0.0	0.0
6147	13713.0	30559.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	5.0	2.0
6139	949.0	2130.0
6138	32572.0	39218.0
6152	15513.0	19717.0
6155	17811.0	19731.0
6154	10641.0	5935.0
100421324	0.0	0.0
6157	19804.0	29308.0
6156	22197.0	40765.0
6159	18085.0	26579.0
6158	13744.0	40407.0
100421328	1.0	2.0
6150	759.0	1034.0
101928527	331.0	386.0
6164	14748.0	13976.0
6163	8.0	5.0
6166	5406.0	4264.0
6165	14896.0	11075.0
6168	23852.0	30684.0
6167	19698.0	19118.0
100421338	0.0	1.0
6169	9941.0	12003.0
101928536	0.0	0.0
6160	22154.0	20988.0
101928537	0.0	1.0
6161	28992.0	33024.0
100421331	0.0	0.0
6175	42014.0	119849.0
6174	40.0	75.0
6176	30496.0	67145.0
101928545	110.0	62.0
6171	4982.0	9427.0
6170	3658.0	7604.0
6173	2236.0	4071.0
6172	209.0	413.0
100421340	0.0	0.0
100421341	2.0	3.0
100421354	0.0	0.0
6185	11866.0	25622.0
101928550	9.0	10.0
6188	26820.0	105431.0
6187	17199.0	47489.0
100421357	0.0	4.0
6189	14229.0	20134.0
101928555	286.0	7.0
6182	295.0	706.0
6181	34319.0	25157.0
6184	9846.0	16258.0
101928559	0.0	0.0
6183	561.0	1378.0
100421350	3.0	13.0
100421351	5.0	17.0
100421353	1.0	3.0
6197	5387.0	3204.0
6196	5234.0	786.0
6199	1127.0	3522.0
6198	2750.0	7225.0
6191	34536.0	70411.0
6193	13774.0	35692.0
6192	8517.0	17904.0
91373	1049.0	1768.0
6195	791.0	1235.0
6194	49885.0	66934.0
390916	633.0	846.0
145407	553.0	217.0
100421363	7.0	0.0
100421376	0.0	0.0
100421379	0.0	0.0
91369	11035.0	7745.0
91368	861.0	1103.0
652489	3.0	0.0
390924	22.0	33.0
389901	6.0	13.0
390928	0.0	2.0
390927	150.0	720.0
100421371	14.0	3.0
100421374	20.0	18.0
389903	0.0	17.0
100421389	1.0	1.0
91392	367.0	473.0
389935	0.0	0.0
389932	4.0	0.0
100421384	10.0	24.0
100421398	1.0	7.0
100421399	0.0	0.0
101928513	7.0	1.0
91380	0.0	0.0
390904	0.0	0.0
145438	14.0	52.0
100421390	1.0	1.0
100421391	0.0	0.0
100421395	2.0	19.0
100421397	2.0	0.0
375316	48.0	43.0
375318	0.0	0.0
390963	111.0	139.0
375307	3.0	43.0
389941	8.0	1.0
389948	0.0	0.0
375337	0.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	51.0	63.0
387317	0.0	0.0
121457	669.0	716.0
389976	1.0	0.0
375341	500.0	635.0
387319	0.0	0.0
375323	15.0	691.0
389970	0.0	2.0
390940	203.0	52.0
133418	1582.0	5337.0
390948	0.0	0.0
121441	1222.0	5254.0
390949	1.0	1.0
652411	1.0	0.0
145370	2.0	0.0
102724954	3.0	0.0
54596	36.0	22.0
375484	541.0	418.0
91526	779.0	710.0
133396	6.0	6.0
196951	73.0	257.0
91523	376.0	604.0
91522	35.0	6.0
121391	0.0	1.0
145376	399.0	45.0
400986	172.0	279.0
400984	4.0	4.0
196968	22.0	0.0
157378	962.0	3611.0
723961	0.0	0.0
145389	661.0	531.0
157381	1.0	8.0
91543	806.0	4173.0
91544	648.0	1376.0
102724923	0.0	8.0
652423	1.0	0.0
169355	2.0	6.0
400966	0.0	7.0
121364	0.0	0.0
400961	815.0	284.0
157376	0.0	0.0
91574	711.0	1151.0
157313	33.0	1591.0
157317	0.0	1.0
147991	1683.0	4492.0
399495	1.0	6.0
159963	2.0	2.0
100506965	274.0	299.0
100506963	69.0	49.0
387495	0.0	0.0
387496	908.0	142.0
387494	0.0	5.0
387491	0.0	2.0
387492	33.0	39.0
387486	1.0	0.0
157310	11.0	7.0
100506994	10.0	543.0
338470	41.0	5.0
170302	0.0	0.0
204010	1.0	8.0
399473	45.0	181.0
399474	1331.0	191.0
91584	24334.0	202.0
159989	2.0	4.0
91582	2113.0	1468.0
107126360	4.0	0.0
133383	319.0	171.0
100506930	434.0	1865.0
100820741	0.0	0.0
338448	0.0	0.0
8808	34.0	13.0
8809	272.0	126.0
54512	371.0	1096.0
54511	96.0	38.0
54510	11998.0	950.0
54516	665.0	604.0
8802	5827.0	3300.0
8803	5326.0	1092.0
54514	4.0	4.0
8800	3278.0	1272.0
8801	4707.0	6232.0
8807	29.0	19.0
400916	1228.0	546.0
54518	4690.0	406.0
8804	10167.0	3285.0
100506939	1.0	1.0
54517	558.0	1933.0
8805	1394.0	4411.0
8820	30.0	64.0
8821	1079.0	13796.0
338440	46.0	1469.0
338442	1969.0	30.0
8819	204.0	1121.0
100820732	0.0	0.0
255620	0.0	0.0
54522	272.0	552.0
54521	1340.0	1507.0
54520	2947.0	2739.0
100820735	1.0	0.0
8813	1137.0	1964.0
170393	3.0	0.0
8814	140.0	39.0
170392	5.0	3.0
100506925	0.0	0.0
8811	0.0	0.0
8812	466.0	801.0
8817	268.0	114.0
8818	1014.0	2034.0
54529	2643.0	3265.0
255626	0.0	0.0
8815	2512.0	5021.0
8816	6321.0	5620.0
170394	727.0	756.0
8831	1087.0	2406.0
8832	1418.0	794.0
100506953	3.0	0.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	939.0	1231.0
54532	4589.0	2452.0
54531	1043.0	1293.0
54538	7174.0	342.0
8824	4170.0	2450.0
8825	544.0	400.0
54537	1876.0	3997.0
54536	964.0	4176.0
8822	9.0	8.0
8823	154.0	43.0
54535	620.0	1772.0
8828	9194.0	2283.0
8829	25457.0	4766.0
8826	22932.0	27231.0
54539	2006.0	3366.0
8842	10.0	12.0
8843	137.0	9.0
8840	80.0	1012.0
8841	1847.0	2567.0
100158257	0.0	0.0
54541	1108.0	924.0
54540	1738.0	1901.0
54545	5030.0	3734.0
54544	0.0	0.0
54543	7852.0	6015.0
54542	3773.0	8417.0
54549	301.0	20810.0
8835	2499.0	385.0
8836	468.0	4596.0
8833	2552.0	8074.0
8834	1557.0	5062.0
54546	0.0	0.0
8839	16260.0	793.0
8837	15622.0	5850.0
8838	7.0	4.0
101928483	45.0	34.0
8850	4444.0	377.0
101928484	0.0	0.0
8853	2374.0	1970.0
8854	1826.0	13.0
8851	80.0	960.0
8852	0.0	0.0
400960	856.0	662.0
338412	0.0	4.0
338413	0.0	2.0
54552	627.0	1317.0
400957	0.0	0.0
54551	42.0	27.0
54550	21.0	13.0
196996	20.0	38.0
400955	0.0	10.0
400954	85.0	39.0
54556	772.0	697.0
54555	1473.0	2923.0
400952	16.0	62.0
54554	534.0	1009.0
400950	1.0	5.0
8846	389.0	858.0
100820709	2.0	0.0
8847	78.0	119.0
54558	799.0	2521.0
8844	2250.0	658.0
54557	883.0	425.0
8848	10421.0	5097.0
196993	8.0	1000.0
8861	1820.0	4434.0
101928492	138.0	160.0
8864	1216.0	1791.0
6201	13891.0	18156.0
6203	23424.0	29989.0
8862	155.0	895.0
101928496	0.0	0.0
8863	1945.0	2083.0
6202	31307.0	67442.0
723972	0.0	9.0
400946	18.0	30.0
400945	60.0	55.0
54567	2958.0	357.0
54566	7400.0	1568.0
400941	5.0	16.0
8857	1259.0	52.0
8858	1.0	5.0
54569	0.0	0.0
8856	5.0	19.0
54568	0.0	0.0
8859	460.0	592.0
8871	998.0	3239.0
8872	2081.0	2645.0
6210	16557.0	20009.0
8870	706.0	5083.0
100421500	0.0	1.0
8875	40.0	27.0
8876	329.0	27.0
8874	6768.0	1385.0
100421506	1.0	0.0
100421509	0.0	0.0
54570	0.0	0.0
400935	3.0	5.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	0.0
400932	0.0	24.0
54571	0.0	0.0
54578	0.0	4.0
255631	264.0	124.0
400931	170.0	63.0
54577	2.0	3.0
54576	0.0	0.0
54575	0.0	0.0
6205	39779.0	56916.0
100506915	9.0	2.0
8869	1452.0	578.0
6204	4366.0	6553.0
6207	15014.0	16929.0
6206	25850.0	57949.0
8867	1390.0	1168.0
54579	0.0	0.0
6209	5958.0	11994.0
6208	25949.0	29233.0
170384	1654.0	1292.0
100506916	0.0	0.0
8882	1846.0	1478.0
8883	1733.0	3279.0
8880	2650.0	6928.0
8881	4370.0	1277.0
8886	3799.0	6848.0
6223	14253.0	51035.0
100421512	0.0	0.0
8887	6450.0	13749.0
6222	40012.0	77354.0
8884	2637.0	5819.0
6224	42440.0	28076.0
100421515	5.0	4.0
54581	344.0	214.0
54580	0.0	0.0
54585	1117.0	2071.0
54584	115.0	464.0
54583	4076.0	2894.0
54587	12011.0	3592.0
54586	10.0	0.0
8879	2888.0	12424.0
170371	2229.0	143.0
170370	6.0	0.0
8877	474.0	510.0
6218	20294.0	30369.0
6217	19722.0	38590.0
8878	20993.0	11890.0
6219	2.0	2.0
100506907	0.0	0.0
100506906	70.0	146.0
255649	0.0	0.0
6230	20196.0	14196.0
8893	2067.0	3216.0
8894	3549.0	6342.0
101928440	0.0	0.0
8891	2453.0	2161.0
6232	17930.0	30990.0
8892	1264.0	1572.0
6231	4057.0	6724.0
8897	850.0	607.0
6234	4828.0	7778.0
8898	2458.0	1717.0
6233	16513.0	21417.0
8895	8753.0	16375.0
6236	121.0	17.0
8896	1404.0	2215.0
6235	8594.0	12564.0
101928442	0.0	0.0
101928448	2.0	2.0
8890	1889.0	1908.0
280659	0.0	6.0
280657	0.0	0.0
280658	0.0	0.0
280655	0.0	1.0
253039	1185.0	2041.0
6227	6433.0	13462.0
6226	2.0	3.0
6229	27031.0	51661.0
8888	5022.0	5967.0
6228	24225.0	32259.0
6241	129.0	3951.0
6240	3556.0	12643.0
100421411	0.0	2.0
6242	590.0	3218.0
100421413	1.0	8.0
101928455	1.0	0.0
6244	0.0	2.0
6247	1.0	1.0
100421415	5.0	22.0
6246	0.0	0.0
280644	0.0	1.0
253044	0.0	1.0
6238	10864.0	8892.0
6237	6437.0	1038.0
8899	3482.0	6893.0
6239	5302.0	4368.0
6252	1674.0	1606.0
100421420	8.0	3.0
6251	6511.0	3451.0
100421422	0.0	0.0
6253	342.0	717.0
6256	13535.0	4891.0
100421424	0.0	0.0
6258	237.0	49.0
6257	2630.0	2857.0
100421428	0.0	1.0
101928469	2.0	5.0
100421429	9.0	3.0
280637	0.0	1.0
280636	1148.0	1372.0
253018	47.0	43.0
253017	0.0	0.0
253012	6.0	185.0
6249	8322.0	6053.0
6248	0.0	0.0
6263	456.0	60.0
100421431	5.0	2.0
6262	99.0	21.0
100421432	0.0	1.0
101928470	0.0	0.0
100421433	0.0	1.0
100421436	29.0	24.0
100421439	0.0	0.0
6261	234.0	58.0
6260	1.0	1.0
6259	4392.0	3154.0
100421430	0.0	0.0
6274	99.0	13.0
6273	62.0	19.0
6276	3.0	1.0
6275	26190.0	1739.0
6278	1.0	0.0
6277	39703.0	4191.0
6279	139.0	44.0
6272	21298.0	6208.0
6271	884.0	44.0
6285	8971.0	18.0
6284	4269.0	4049.0
100421455	0.0	0.0
6286	8.0	29.0
6289	2425.0	2.0
6288	37706.0	26.0
6281	20209.0	4594.0
6280	386.0	170.0
6283	3.0	1.0
6282	15247.0	18033.0
123920	3207.0	2036.0
100421451	0.0	0.0
6296	74.0	143.0
6295	0.0	12.0
6297	534.0	3201.0
6299	42.0	47.0
101928420	0.0	1.0
6290	1.0	0.0
6291	15.0	0.0
6294	3275.0	6953.0
6293	2724.0	3850.0
100421478	0.0	0.0
100421479	0.0	0.0
280664	0.0	5.0
54505	2705.0	3788.0
280660	0.0	0.0
54504	1202.0	400.0
280661	3.0	10.0
54503	348.0	1144.0
54502	1219.0	14862.0
54509	26.0	58.0
123904	0.0	0.0
54508	77.0	36.0
100421473	0.0	0.0
54507	4213.0	217.0
100421487	0.0	0.0
133308	760.0	408.0
147945	0.0	0.0
123970	1.0	0.0
100421480	0.0	0.0
147947	624.0	753.0
147948	214.0	158.0
147949	348.0	248.0
100421484	1.0	0.0
100421485	0.0	0.0
100421498	9.0	2.0
100421499	0.0	0.0
101060006	2.0	0.0
101060005	0.0	2.0
101060004	0.0	2.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	3.0	0.0
147965	441.0	884.0
147968	24.0	38.0
107126289	1.0	0.0
107126287	0.0	0.0
101060039	22.0	2044.0
121360	0.0	0.0
101060032	6.0	3.0
135924	0.0	0.0
135927	0.0	17.0
121355	24.0	22.0
147906	175.0	166.0
135932	487.0	206.0
101060045	2.0	4.0
135935	0.0	0.0
101060040	0.0	1.0
147912	500.0	954.0
135942	0.0	0.0
135941	0.0	0.0
121340	6.0	2.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	14.0	11.0
147923	513.0	1156.0
147920	1.0	19.0
147929	223.0	395.0
104326192	0.0	0.0
104326193	0.0	4.0
375444	105.0	629.0
104326189	5.0	0.0
101060020	0.0	0.0
375449	8961.0	4417.0
104326188	0.0	0.0
121328	11.0	10.0
91653	5832.0	387.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	29.0	16.0
27085	114.0	702.0
27086	4536.0	6621.0
389756	131.0	0.0
147429	1.0	55.0
27089	3276.0	3282.0
91646	35.0	11.0
91647	570.0	315.0
642968	3.0	0.0
135458	7.0	14.0
390766	0.0	1.0
27098	7.0	358.0
27099	1.0	2.0
27097	1489.0	3597.0
389741	97.0	82.0
27090	833.0	238.0
27091	0.0	0.0
27094	106.0	258.0
27095	2750.0	3009.0
27092	94.0	8765.0
642976	2.0	7.0
400629	1.0	5.0
27093	2.0	0.0
160428	1159.0	394.0
375133	273.0	189.0
387122	8.0	56.0
390730	1.0	4.0
390732	1.0	0.0
390735	0.0	0.0
387119	669.0	176.0
27063	10.0	3.0
387117	0.0	0.0
27069	10622.0	9229.0
400612	9.0	4.0
27067	2821.0	6776.0
27068	1554.0	4329.0
221908	209.0	665.0
341799	0.0	0.0
400619	11.0	137.0
642987	80.0	35.0
400618	5.0	10.0
400617	82.0	10.0
64065	8503.0	9285.0
91662	26.0	19.0
91663	25883.0	8128.0
64064	2.0	27.0
64067	208.0	43.0
64066	22.0	1.0
91661	410.0	1353.0
91664	548.0	1285.0
147463	1971.0	61.0
387111	11.0	2.0
27076	61.0	1060.0
390748	0.0	1.0
27077	198.0	767.0
400604	70.0	64.0
27074	39.0	261.0
27075	2380.0	19694.0
389766	19.0	3.0
387103	115.0	529.0
387104	22.0	1.0
27079	299.0	558.0
389763	0.0	0.0
341784	2.0	1.0
642996	0.0	2.0
27072	4288.0	6137.0
160419	2.0	2.0
64061	1307.0	1143.0
400609	0.0	2.0
160418	1723.0	4513.0
64063	10.0	440.0
27071	146.0	513.0
64062	2703.0	1677.0
91695	133.0	315.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	48.0	35.0
100313770	0.0	0.0
64077	1298.0	907.0
91694	1453.0	1348.0
100313771	0.0	0.0
390790	2.0	3.0
221927	1952.0	3088.0
390792	1.0	3.0
400680	7.0	415.0
27043	2336.0	3806.0
27044	9791.0	15208.0
27042	1209.0	4982.0
389799	1.0	0.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	3740.0	156.0
100313777	0.0	0.0
27040	16.0	22.0
100313774	0.0	0.0
64073	39.0	1089.0
64087	3906.0	13133.0
221914	6.0	199.0
64089	1007.0	999.0
100313781	0.0	0.0
91683	213.0	6251.0
91689	1589.0	1356.0
100313780	0.0	0.0
245908	0.0	0.0
91687	241.0	1179.0
245909	0.0	0.0
400673	247.0	401.0
389792	119.0	719.0
389791	0.0	1.0
387129	0.0	0.0
400668	2.0	0.0
389787	15.0	10.0
64081	822.0	401.0
64080	219.0	241.0
64083	6057.0	9338.0
64084	57131.0	120972.0
64098	352.0	340.0
64097	1089.0	765.0
400660	9.0	76.0
8909	40.0	10.0
27022	2.0	13.0
8907	4194.0	3123.0
341757	0.0	0.0
400658	13.0	63.0
8908	18797.0	302.0
147407	1.0	2.0
27020	4260.0	8443.0
400657	393.0	805.0
27023	1.0	4.0
400654	0.0	2.0
64090	1.0	13.0
64092	238.0	231.0
64091	111.0	63.0
8900	11.0	24.0
64094	2990.0	1131.0
8905	1721.0	1535.0
147409	16.0	3.0
64093	1859.0	11.0
8906	600.0	3117.0
64096	0.0	0.0
8904	4087.0	5314.0
221935	1207.0	3835.0
221937	2663.0	3063.0
221938	0.0	0.0
400652	7.0	8.0
400650	0.0	3.0
27039	17.0	20.0
27032	6182.0	10854.0
27033	12.0	16.0
27030	1183.0	2232.0
27031	472.0	276.0
27036	60.0	47.0
400645	0.0	0.0
27037	1087.0	1581.0
400644	1.0	12.0
27034	1281.0	931.0
400643	5.0	1.0
27035	13.0	95.0
8912	381.0	130.0
100313769	1.0	3.0
8913	43.0	41.0
8910	3606.0	1556.0
8911	12.0	14.0
8916	1739.0	1126.0
8914	972.0	8766.0
8915	847.0	1013.0
245935	0.0	0.0
245936	0.0	1.0
245937	8.0	2.0
245938	0.0	0.0
8930	1527.0	2058.0
245939	0.0	0.0
221960	331.0	562.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	6312.0	6469.0
8927	68.0	897.0
8928	2.0	52.0
8925	8100.0	14444.0
8926	13.0	42.0
221955	803.0	1244.0
8941	0.0	4.0
8942	233.0	1305.0
375189	46.0	81.0
8940	4.0	43.0
245940	0.0	0.0
206338	3103.0	4.0
375190	767.0	293.0
196446	5.0	117.0
8934	2135.0	3439.0
8935	4195.0	852.0
196441	2494.0	2783.0
8932	8762.0	5859.0
8933	6888.0	2699.0
8938	307.0	1101.0
8939	3331.0	4755.0
8936	519.0	1393.0
326105	3.0	1.0
245913	0.0	0.0
245915	0.0	0.0
221981	1647.0	583.0
245910	0.0	0.0
206358	1081.0	1333.0
245911	0.0	1.0
245912	0.0	2.0
196415	0.0	1.0
642909	0.0	6.0
642907	0.0	0.0
8945	1489.0	3255.0
54659	0.0	0.0
54658	0.0	0.0
8943	6382.0	13810.0
54657	0.0	0.0
8944	0.0	0.0
196410	76.0	13.0
245927	0.0	0.0
245928	0.0	0.0
6300	492.0	173.0
245929	0.0	0.0
6302	2312.0	2129.0
6301	5988.0	5282.0
160492	0.0	0.0
54662	4016.0	1833.0
54661	8.0	2.0
54660	64.0	4.0
54665	1340.0	2210.0
54664	3563.0	11049.0
54663	684.0	1521.0
8970	21.0	26.0
8971	3082.0	10224.0
101928363	41.0	3.0
8974	1976.0	2363.0
6311	2721.0	3969.0
8975	2018.0	2743.0
6310	3222.0	4124.0
91612	4811.0	2731.0
100421601	0.0	0.0
8972	16.0	299.0
8973	0.0	27.0
245972	52.0	67.0
245973	179.0	92.0
54677	728.0	8183.0
54676	2957.0	3702.0
54675	2791.0	2242.0
147468	0.0	0.0
54674	1259.0	98.0
6304	2567.0	326.0
6303	13681.0	7056.0
8968	0.0	6.0
6305	5869.0	4449.0
91603	533.0	767.0
91608	608.0	230.0
6307	945.0	4113.0
642924	14.0	0.0
8969	24.0	94.0
6309	1741.0	2108.0
91607	3299.0	750.0
6320	219.0	252.0
6322	756.0	918.0
8985	3489.0	3617.0
8986	1446.0	968.0
64002	0.0	0.0
101928378	73.0	246.0
6324	652.0	737.0
64005	185.0	340.0
6323	2.0	44.0
101928376	6.0	4.0
54680	1275.0	1278.0
642938	12.0	488.0
54682	1945.0	2068.0
54681	1000.0	2948.0
196403	518.0	1569.0
6315	0.0	3.0
6314	1668.0	3005.0
6317	0.0	0.0
8976	3831.0	9833.0
6319	124756.0	45435.0
6318	0.0	0.0
642935	5.0	10.0
8992	8018.0	5323.0
8993	1.0	2.0
6331	9.0	16.0
8991	14409.0	3722.0
6330	4900.0	131.0
100421621	39.0	3.0
8996	1601.0	703.0
101928388	3.0	1.0
6332	180.0	179.0
8997	2590.0	262.0
8994	1577.0	2812.0
6335	403.0	50.0
8995	10.0	12.0
6334	48.0	338.0
147495	11878.0	563.0
100421629	0.0	0.0
8989	15.0	12.0
6326	81.0	66.0
8987	1078.0	481.0
6328	88.0	7.0
91624	2040.0	412.0
6327	194.0	19.0
8988	0.0	0.0
6329	2035.0	19.0
642946	18.0	37.0
6340	16.0	964.0
6342	9859.0	6535.0
6341	2060.0	1181.0
6344	290.0	13.0
100421633	0.0	0.0
6343	3.0	19.0
100421634	0.0	1.0
6346	0.0	1.0
6345	239.0	11.0
100421638	0.0	0.0
642958	0.0	2.0
642959	1.0	1.0
6337	201.0	6485.0
642952	0.0	0.0
6336	1.0	1.0
6339	125.0	317.0
91614	28.0	53.0
8999	12.0	244.0
6338	734.0	1179.0
642954	15.0	39.0
6351	957.0	194.0
6352	415.0	1051.0
6355	802.0	268.0
6354	12.0	203.0
6357	804.0	14.0
6356	0.0	40.0
100421528	0.0	0.0
6348	785.0	165.0
6347	4755.0	1316.0
196394	204.0	511.0
6362	624.0	71.0
6361	11.0	27.0
6364	1.0	11.0
6363	649.0	79.0
100421533	9.0	20.0
6366	155.0	1.0
100421535	1.0	0.0
6368	40.0	0.0
6367	576.0	260.0
101928337	0.0	0.0
6360	51.0	2.0
255349	2.0	0.0
6359	1.0	3.0
6358	2083.0	5.0
6373	42.0	891.0
101928340	8.0	20.0
6372	1.0	5.0
100421542	0.0	0.0
6375	11.0	16.0
6374	0.0	11.0
100421545	7.0	27.0
6376	6644.0	687.0
101928345	0.0	1.0
100421549	0.0	0.0
6370	0.0	0.0
255313	0.0	0.0
196374	0.0	0.0
6369	86.0	0.0
6383	12513.0	10441.0
6386	18403.0	5825.0
6385	1257.0	13905.0
6388	1672.0	2594.0
6387	24866.0	4072.0
6389	6543.0	4607.0
255330	0.0	1.0
6382	170.0	16833.0
102724246	11.0	1.0
255324	1.0	11.0
196385	85.0	405.0
196383	1914.0	696.0
100421550	2.0	1.0
6397	8371.0	2732.0
100421565	0.0	0.0
6396	4009.0	3842.0
100421566	0.0	0.0
6399	482.0	966.0
6398	524.0	1745.0
6391	6485.0	7986.0
6390	3204.0	2355.0
6392	3801.0	1829.0
282997	40.0	37.0
282996	90.0	73.0
100134229	316.0	340.0
282991	1149.0	1732.0
100421560	0.0	0.0
