id	9da11996-ba83-4163-bc96-c20a038ee77b	9683e884-734f-4487-97e6-5ada5e3d3ebc
1980	22.0	20.0
283871	805.0	672.0
283870	125.0	55.0
105375616	0.0	0.0
340075	611.0	93.0
340073	0.0	0.0
653125	11.0	3.0
401431	149.0	194.0
83528	1.0	1.0
1998	3649.0	4154.0
1997	7215.0	7308.0
283869	14.0	1.0
1996	28.0	21.0
401428	27.0	23.0
83538	118.0	67.0
1995	1.0	1.0
401427	92.0	70.0
283867	13.0	84.0
1994	7040.0	5380.0
1993	53.0	312.0
1992	4922.0	6198.0
1991	40.0	25.0
283860	2.0	3.0
83530	4.0	7.0
340069	2.0	1.0
1999	6177.0	3052.0
105375606	5.0	2.0
340061	4589.0	4411.0
653115	72.0	46.0
653121	992.0	911.0
653122	127.0	103.0
283854	0.0	0.0
653123	1.0	0.0
401491	67.0	40.0
100124412	0.0	0.0
653147	7.0	5.0
401498	9.0	92.0
653149	14.0	1.0
401497	0.0	0.0
401494	1934.0	2137.0
401492	806.0	216.0
83550	0.0	1.0
83552	0.0	0.0
83551	0.0	0.0
114932	6364.0	5724.0
83539	788.0	196.0
83547	453.0	274.0
83546	1.0	5.0
653140	5.0	13.0
83549	2589.0	2137.0
83548	3275.0	2745.0
83543	7993.0	3134.0
653145	454.0	90.0
83544	1638.0	1351.0
83541	1368.0	1220.0
83540	230.0	296.0
126917	5301.0	1617.0
340037	47.0	28.0
114926	1996.0	1936.0
114928	1930.0	1223.0
339044	1.0	2.0
256297	0.0	0.0
401474	1888.0	2813.0
653174	0.0	0.0
653175	1.0	1.0
340024	2.0	1.0
114915	1593.0	1855.0
401466	1754.0	1626.0
653162	44.0	25.0
653163	1.0	0.0
283899	2479.0	1998.0
653166	0.0	0.0
283897	411.0	691.0
339145	20.0	43.0
391723	0.0	0.0
391722	15.0	4.0
10778	3068.0	2190.0
10777	1.0	3.0
10772	9373.0	7571.0
340120	20.0	3.0
10771	10601.0	9937.0
10773	1606.0	1359.0
10776	14489.0	16217.0
10775	2012.0	1878.0
10788	7414.0	5636.0
391739	5.0	0.0
10781	2676.0	2484.0
10780	1115.0	973.0
10783	6337.0	6517.0
10782	1692.0	2601.0
10785	894.0	579.0
10787	15192.0	12359.0
10786	1.0	3.0
102606463	861.0	174.0
731308	1.0	1.0
339122	186.0	74.0
339123	3627.0	3486.0
102606462	1.0	2.0
391701	0.0	0.0
391703	1.0	0.0
151827	168.0	146.0
126826	2.0	1.0
643719	623.0	93.0
10755	4731.0	4186.0
151825	0.0	0.0
10758	3599.0	2331.0
126823	277.0	325.0
126820	79.0	85.0
10750	151.0	158.0
10752	1170.0	1180.0
10751	0.0	0.0
10753	115.0	61.0
643714	3.0	2.0
138864	0.0	0.0
391712	14.0	9.0
391714	1.0	4.0
114836	386.0	720.0
10767	4492.0	4606.0
10766	7318.0	6557.0
151835	12.0	12.0
10769	14959.0	5784.0
391718	0.0	0.0
10768	16506.0	15483.0
126811	0.0	0.0
643723	12.0	9.0
10761	1.0	17.0
10763	29973.0	4706.0
10762	5638.0	5093.0
10765	10542.0	11583.0
101929179	3.0	4.0
388112	0.0	1.0
339105	100.0	51.0
83707	1264.0	968.0
83706	2289.0	1797.0
10734	370.0	283.0
10733	517.0	465.0
83714	1629.0	958.0
10736	89.0	35.0
401648	1.0	0.0
643739	1.0	0.0
10735	11273.0	11324.0
401647	514.0	90.0
10738	2.0	2.0
401646	0.0	0.0
10737	27.0	22.0
10739	12.0	3.0
376132	0.0	0.0
10730	14474.0	14605.0
101929184	1.0	1.0
10732	1399.0	1556.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	28.0	40.0
124221	17.0	27.0
124222	976.0	1096.0
114897	1727.0	3424.0
114898	118.0	229.0
124220	3221.0	2780.0
114899	305.0	833.0
391777	31.0	8.0
10745	1061.0	984.0
56104	83.0	168.0
83700	5145.0	4160.0
401638	0.0	1.0
10744	3.0	1.0
56105	117.0	68.0
10747	211.0	181.0
401637	1.0	0.0
56106	309.0	366.0
10746	5741.0	5713.0
56107	423.0	255.0
10749	12052.0	7914.0
56100	362.0	501.0
401634	0.0	0.0
10748	301.0	269.0
56101	427.0	140.0
56102	81.0	260.0
56103	270.0	464.0
643744	9.0	14.0
10741	3385.0	3606.0
56108	185.0	323.0
10740	100.0	141.0
643749	218.0	211.0
56109	632.0	329.0
10743	4614.0	3440.0
342732	6.0	5.0
10742	1973.0	2474.0
101929198	4.0	0.0
101929196	0.0	4.0
100420811	2.0	1.0
114884	1676.0	1382.0
317774	1.0	1.0
114885	2148.0	2181.0
401630	0.0	0.0
317772	1.0	0.0
100419821	1.0	1.0
56110	270.0	297.0
317778	0.0	0.0
83729	32.0	35.0
317775	0.0	4.0
83734	654.0	582.0
10712	2260.0	2320.0
83733	333.0	193.0
10714	1977.0	2017.0
126868	28.0	5.0
317769	0.0	0.0
100419829	1.0	1.0
10713	4224.0	3375.0
317768	0.0	0.0
10716	3.0	2.0
100419827	0.0	0.0
56111	266.0	207.0
10715	46.0	16.0
56112	319.0	198.0
56113	207.0	184.0
83732	2110.0	1581.0
10718	216.0	14.0
10717	1383.0	1090.0
56114	53.0	39.0
388125	46.0	67.0
401629	1.0	0.0
317781	1865.0	1280.0
388122	2.0	1.0
83719	2358.0	3029.0
56120	6.0	7.0
56121	392.0	290.0
114876	7493.0	5842.0
388121	328.0	339.0
83716	7733.0	12746.0
83715	1076.0	491.0
114879	4177.0	2254.0
100420829	0.0	0.0
10723	7151.0	5484.0
56126	348.0	337.0
83723	25.0	19.0
126859	6.0	7.0
56127	258.0	214.0
10725	6042.0	4738.0
56128	188.0	167.0
56129	614.0	259.0
10724	15274.0	16869.0
114880	551.0	695.0
56122	953.0	915.0
388115	3332.0	812.0
401613	19.0	4.0
114881	1118.0	1714.0
10726	6618.0	4225.0
56123	398.0	522.0
401612	281.0	238.0
114882	6958.0	8601.0
56124	344.0	296.0
10728	20472.0	20231.0
114883	8262.0	8301.0
56125	248.0	327.0
643766	0.0	0.0
10721	335.0	305.0
10720	14367.0	53.0
100420830	2.0	0.0
136259	16.0	25.0
100420834	0.0	0.0
317751	79.0	47.0
124274	1.0	0.0
388152	26.0	17.0
317754	0.0	0.0
317753	0.0	0.0
317749	1189.0	828.0
342705	6.0	3.0
151888	128.0	204.0
151887	24309.0	83532.0
136263	1.0	0.0
100420841	0.0	0.0
101929145	370.0	265.0
100420843	0.0	0.0
100293090	5309.0	4972.0
148254	892.0	679.0
317762	2462.0	1826.0
317761	6.0	5.0
100419854	0.0	0.0
317760	14.0	22.0
317767	6.0	2.0
100271715	62.0	62.0
148252	1366.0	292.0
100271722	564.0	271.0
199834	0.0	0.0
388135	138.0	195.0
101929152	14.0	1.0
100420854	0.0	0.0
222950	70.0	18.0
100419867	0.0	0.0
148266	711.0	731.0
100419868	5.0	3.0
148268	997.0	962.0
100419866	2.0	0.0
100420859	0.0	0.0
124245	3310.0	1780.0
317729	8.0	1.0
136288	2.0	1.0
199800	150.0	115.0
101930150	0.0	0.0
163882	2307.0	3087.0
388165	147.0	130.0
100419873	0.0	0.0
100271700	90.0	78.0
100271703	0.0	0.0
100271702	50.0	24.0
100420875	1.0	0.0
100420877	2.0	3.0
388199	3.0	1.0
22794	11954.0	10493.0
22795	2514.0	3433.0
22796	2731.0	2770.0
22797	785.0	769.0
22798	11.0	25.0
317705	1.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	2.0
138883	0.0	0.0
138881	10.0	18.0
100420881	2.0	0.0
388181	3.0	1.0
100419893	0.0	0.0
222967	4.0	4.0
219333	2893.0	3066.0
136227	204.0	24.0
222962	430.0	567.0
148213	750.0	871.0
388182	53.0	45.0
100419895	0.0	0.0
317716	1.0	0.0
148203	648.0	495.0
317719	21.0	7.0
148206	871.0	1185.0
163859	2279.0	2020.0
101929110	9.0	5.0
101929111	1.0	1.0
219348	1036.0	825.0
219347	209.0	162.0
100420898	2.0	3.0
148223	1595.0	1000.0
10799	598.0	479.0
136242	7.0	8.0
10791	1785.0	1738.0
10794	151.0	116.0
10793	646.0	604.0
10795	3060.0	2598.0
10798	0.0	0.0
10797	4772.0	4771.0
101929121	1.0	0.0
101929120	15.0	0.0
101929127	28.0	29.0
317701	0.0	0.0
220323	7510.0	5140.0
148231	0.0	0.0
148229	177.0	102.0
151877	14.0	6.0
151871	0.0	0.0
93035	685.0	246.0
161176	2856.0	4473.0
56097	57.0	30.0
56098	29.0	29.0
56099	879.0	603.0
93034	33.0	17.0
283927	240.0	157.0
220359	31.0	26.0
653073	0.0	0.0
653075	3.0	2.0
256302	2428.0	2787.0
105373144	2.0	0.0
81050	0.0	0.0
199786	106.0	73.0
256309	277.0	242.0
100420792	0.0	1.0
95681	1372.0	1079.0
283914	0.0	0.0
81047	0.0	0.0
197131	3945.0	4029.0
197135	112.0	136.0
653061	10.0	12.0
93058	552.0	400.0
161198	2372.0	3850.0
283902	3.0	5.0
220382	100.0	47.0
81078	0.0	20.0
81079	0.0	1.0
81075	1.0	0.0
81076	0.0	0.0
100114903	0.0	2.0
199777	1706.0	1455.0
81061	0.0	0.0
653082	143.0	44.0
81090	0.0	0.0
100271649	0.0	0.0
199746	456.0	451.0
100271655	10.0	13.0
81099	0.0	0.0
100271650	6.0	17.0
199745	385.0	398.0
148170	561.0	260.0
256364	2947.0	2546.0
163786	606.0	752.0
220388	126.0	110.0
100271639	0.0	0.0
163782	860.0	398.0
100271646	18.0	16.0
283953	5.0	1.0
256355	27.0	32.0
100271644	0.0	0.0
283951	646.0	531.0
256356	2759.0	1949.0
100271643	2.0	0.0
100271640	0.0	0.0
81081	0.0	0.0
161159	7.0	9.0
148189	797.0	958.0
93099	2130.0	1106.0
100271627	3.0	4.0
283948	204.0	217.0
256329	96.0	72.0
100271634	0.0	0.0
100271636	1.0	0.0
100271630	1.0	1.0
100271633	0.0	0.0
100271632	9.0	5.0
199720	42.0	44.0
93082	332.0	65.0
161145	2287.0	2631.0
100271617	0.0	0.0
100271616	2.0	0.0
161142	7.0	5.0
100271619	0.0	0.0
148198	73.0	58.0
100271618	1.0	1.0
100271624	0.0	2.0
100271623	0.0	1.0
283933	374.0	362.0
100271625	0.0	0.0
93081	514.0	510.0
100271620	7.0	1.0
283932	311.0	206.0
100271622	4.0	4.0
100271621	0.0	0.0
199731	2531.0	1379.0
100124332	1.0	1.0
643664	6.0	3.0
256394	1013.0	367.0
83637	8616.0	7039.0
83636	1939.0	2106.0
401565	5.0	0.0
401563	51.0	37.0
401562	20.0	12.0
401561	17.0	8.0
283999	0.0	0.0
283994	1.0	2.0
643668	18.0	4.0
283991	1648.0	1309.0
340198	14.0	16.0
643669	9.0	5.0
340192	1.0	1.0
643680	40.0	21.0
197196	4.0	1.0
56033	181.0	59.0
401551	5.0	3.0
83657	87.0	88.0
83656	0.0	0.0
83659	11.0	8.0
283989	1589.0	1421.0
83658	5728.0	5319.0
401548	3941.0	2833.0
56034	2856.0	3218.0
283987	7152.0	6185.0
256369	1.0	0.0
401546	2808.0	1763.0
83655	0.0	0.0
283985	2.0	0.0
283982	1.0	0.0
283981	71.0	66.0
643677	15.0	6.0
83650	3.0	4.0
197187	170.0	93.0
449520	8.0	9.0
401541	621.0	1064.0
401540	0.0	0.0
83639	10.0	6.0
83638	2907.0	2394.0
256380	519.0	223.0
449518	0.0	0.0
83648	496.0	90.0
401537	13.0	6.0
83647	0.0	0.0
83641	4134.0	5321.0
401535	22.0	10.0
83643	2221.0	4687.0
401533	2.0	0.0
643689	18.0	5.0
283971	0.0	0.0
83640	865.0	846.0
283970	9.0	3.0
114826	1609.0	1141.0
114827	414.0	241.0
378706	1.0	0.0
378707	0.0	0.0
378708	203.0	193.0
339184	7.0	3.0
339186	0.0	0.0
56052	1766.0	1392.0
114821	358.0	336.0
114822	1135.0	669.0
114823	11601.0	6630.0
114824	4.0	4.0
114825	1745.0	1467.0
643699	105.0	62.0
340168	0.0	0.0
114815	267.0	292.0
114817	0.0	1.0
114818	1225.0	429.0
114819	348.0	211.0
339175	1496.0	1258.0
56063	625.0	492.0
653017	0.0	0.0
56061	7437.0	5783.0
56062	229.0	116.0
114814	177.0	123.0
83667	1783.0	2929.0
83666	5801.0	5362.0
83660	4828.0	4440.0
340156	274.0	160.0
83661	7.0	15.0
114804	1140.0	409.0
114805	69.0	62.0
340152	136.0	185.0
339168	1.0	1.0
114800	81.0	69.0
114801	886.0	1550.0
93010	533.0	179.0
114803	3537.0	4107.0
83697	8.0	1.0
81034	1724.0	1694.0
81035	5718.0	3163.0
83696	3115.0	3145.0
83699	4139.0	2739.0
81037	8559.0	7107.0
83698	73.0	31.0
401588	249.0	137.0
83693	2725.0	2515.0
81030	234.0	262.0
83692	5993.0	5957.0
81031	4175.0	4437.0
83695	2171.0	2050.0
81033	3.0	3.0
83694	564.0	129.0
340146	1.0	1.0
83690	5405.0	2728.0
81027	18.0	23.0
81029	972.0	351.0
653042	0.0	0.0
653045	4.0	5.0
81025	2.0	2.0
401577	211.0	237.0
22877	9337.0	6394.0
22878	4200.0	3549.0
22879	5185.0	3552.0
22870	5378.0	4894.0
22871	258.0	149.0
22872	19364.0	19463.0
22873	1964.0	1166.0
22874	6375.0	4235.0
22875	1327.0	1402.0
22876	2757.0	1912.0
10899	7324.0	7651.0
10898	2025.0	1512.0
10891	260.0	437.0
136540	0.0	0.0
10890	14279.0	10724.0
10893	515.0	234.0
10892	2694.0	2279.0
136541	1.0	0.0
10895	0.0	0.0
342426	1.0	0.0
10894	2529.0	756.0
10897	3557.0	2446.0
10896	24.0	24.0
22888	1382.0	1303.0
22889	3242.0	2560.0
22880	4222.0	3115.0
124540	6923.0	7441.0
22881	1279.0	919.0
22882	4679.0	4917.0
22883	25010.0	16191.0
22884	3061.0	2981.0
22885	6251.0	5115.0
22887	6608.0	6538.0
342419	2.0	0.0
124538	0.0	0.0
124535	11.0	16.0
148523	164.0	358.0
283598	0.0	0.0
283596	227.0	128.0
283592	5.0	0.0
22856	9444.0	6192.0
161514	0.0	1.0
731424	3.0	4.0
22858	3311.0	3426.0
22859	6057.0	5100.0
22850	2942.0	3292.0
22852	1061.0	924.0
22853	2722.0	2204.0
22854	30.0	29.0
10877	0.0	0.0
10876	2.0	3.0
100419909	0.0	0.0
10879	76.0	27.0
10878	12.0	13.0
148534	681.0	773.0
104169670	21.0	9.0
104169671	0.0	1.0
100419903	12.0	9.0
283587	8.0	8.0
10871	194.0	110.0
10870	209.0	296.0
10873	1429.0	1636.0
10875	6564.0	7826.0
10874	38.0	80.0
22866	118.0	274.0
22868	3210.0	2447.0
22869	1764.0	1349.0
100309464	0.0	0.0
161502	14.0	5.0
100420901	0.0	0.0
22861	3016.0	2817.0
22862	8910.0	8410.0
22863	2555.0	2832.0
22864	3096.0	2838.0
22865	49.0	72.0
10888	108.0	15.0
56203	15.0	10.0
643609	0.0	0.0
56204	6045.0	9454.0
10887	8.0	23.0
124512	1255.0	1111.0
148545	33.0	2.0
283579	2.0	1.0
283578	3174.0	3279.0
10880	0.0	0.0
283576	3.0	5.0
10882	53.0	36.0
10881	0.0	0.0
10884	3856.0	2722.0
283571	66.0	42.0
10886	69.0	39.0
10885	5698.0	3985.0
22834	6345.0	9111.0
22835	1197.0	1134.0
22836	6085.0	5085.0
22837	3137.0	3058.0
101929059	33.0	16.0
22838	4372.0	4144.0
22839	7888.0	6879.0
100420910	7.0	3.0
100420916	0.0	0.0
22832	1028.0	938.0
124590	3.0	7.0
10855	612.0	476.0
10857	12676.0	13994.0
10856	5271.0	4089.0
10859	780.0	571.0
10858	243.0	76.0
100126793	82.0	54.0
10850	1.0	0.0
643617	4.0	5.0
643615	5.0	15.0
100126791	134.0	30.0
22844	88.0	117.0
22845	1650.0	1275.0
22846	4311.0	2889.0
22847	2931.0	2620.0
22848	4396.0	3703.0
22849	787.0	966.0
112597	540.0	463.0
100420920	1.0	1.0
100420921	0.0	0.0
100420924	0.0	0.0
124583	8662.0	10274.0
100420926	1.0	0.0
22841	2216.0	2025.0
100420927	1.0	0.0
100419930	1.0	4.0
22843	53.0	29.0
10866	2558.0	2288.0
100420919	0.0	0.0
10865	3545.0	1795.0
10868	2747.0	2406.0
10867	6865.0	7648.0
10869	6667.0	5816.0
10861	325.0	278.0
101929074	212.0	91.0
10864	0.0	0.0
101929071	1.0	3.0
10863	1781.0	1168.0
22813	1.0	2.0
22814	4.0	0.0
643641	2296.0	2065.0
22815	0.0	0.0
22816	0.0	0.0
22818	14414.0	11856.0
10829	0.0	1.0
100419945	0.0	0.0
83849	115.0	110.0
83855	1127.0	520.0
10833	0.0	0.0
83854	20.0	24.0
83857	5424.0	3104.0
10835	5.0	2.0
83856	492.0	373.0
10834	1.0	1.0
83851	77.0	11.0
10837	0.0	0.0
100419948	0.0	0.0
83850	245.0	48.0
10836	0.0	0.0
100419949	0.0	0.0
83853	28.0	18.0
10838	2264.0	2431.0
83852	1736.0	1798.0
124565	7436.0	6015.0
100419947	5.0	0.0
22808	6709.0	3549.0
22809	3579.0	3608.0
101929082	0.0	0.0
101929083	0.0	1.0
10830	0.0	0.0
643637	1081.0	10.0
22822	17578.0	2799.0
22823	2241.0	2176.0
22824	1320.0	1140.0
101929086	2.0	2.0
22826	7694.0	6828.0
22827	10286.0	6725.0
643653	0.0	0.0
22828	5073.0	4754.0
22829	0.0	0.0
112574	4138.0	3945.0
100419955	0.0	0.0
56241	3173.0	4188.0
100420946	0.0	0.0
56242	1482.0	1507.0
22820	16392.0	9158.0
22821	2690.0	3159.0
100419950	0.0	0.0
10844	6294.0	4562.0
83844	2.0	2.0
10846	717.0	914.0
10845	4334.0	4017.0
10848	2894.0	2658.0
56243	17615.0	13091.0
10847	18245.0	14496.0
56244	11.0	1.0
56245	18.0	10.0
10849	624.0	484.0
56246	7.0	103.0
643646	115.0	81.0
10840	187.0	953.0
10842	0.0	3.0
101929093	0.0	0.0
10841	25.0	9.0
643648	0.0	0.0
101929010	5.0	15.0
100420950	4.0	3.0
100420952	0.0	0.0
100419964	0.0	1.0
100419962	0.0	0.0
100271605	0.0	1.0
100419963	0.0	1.0
100271613	1.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	5.0	0.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	1.0
100419972	0.0	1.0
100271601	0.0	0.0
100419979	2.0	2.0
100420972	0.0	0.0
100420975	8.0	0.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	16.0	3.0
391436	0.0	1.0
161582	73.0	82.0
124599	137.0	89.0
101929052	0.0	0.0
391485	1.0	1.0
222611	1.0	2.0
100187716	0.0	0.0
391490	2.0	0.0
391496	0.0	1.0
22899	2028.0	3033.0
391462	0.0	0.0
22891	317.0	157.0
22893	3122.0	2714.0
22894	4915.0	4799.0
22895	36.0	13.0
148581	0.0	0.0
22897	2808.0	2071.0
22898	1636.0	1234.0
22890	4271.0	3610.0
391470	1.0	0.0
391472	0.0	0.0
391475	0.0	0.0
101929008	52.0	56.0
222659	1.0	1.0
440894	64.0	67.0
222658	9001.0	10121.0
102724035	0.0	0.0
100271575	4.0	0.0
100271577	4.0	1.0
100271571	0.0	0.0
81175	25.0	12.0
81176	12.0	6.0
100271570	1.0	1.0
93145	2385.0	2003.0
440888	0.0	0.0
222642	9.0	8.0
222643	185.0	127.0
401289	11.0	12.0
401288	108.0	43.0
401285	4.0	1.0
81166	0.0	0.0
100271564	20.0	21.0
81168	0.0	0.0
100271566	0.0	2.0
81169	0.0	0.0
81162	0.0	0.0
81163	0.0	0.0
100271563	1.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	1.0	0.0
102724018	0.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	8.0	2.0
100271551	0.0	0.0
81198	0.0	0.0
81191	1.0	1.0
81192	0.0	0.0
81193	1.0	0.0
81194	0.0	0.0
450232	1.0	0.0
401260	2.0	1.0
220001	163.0	105.0
222662	14.0	1.0
401265	380.0	536.0
222663	319.0	213.0
220002	4649.0	3337.0
93166	453.0	849.0
401264	585.0	839.0
220004	203.0	114.0
100271539	0.0	0.0
401262	53.0	13.0
93164	779.0	672.0
100271547	0.0	0.0
100271549	2.0	1.0
81188	0.0	0.0
100271543	0.0	0.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	24.0	85.0
81185	1.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1331.0	1230.0
440854	27.0	14.0
222698	92.0	57.0
222696	130.0	65.0
161497	21.0	9.0
100271529	4.0	2.0
222699	39.0	44.0
100271536	0.0	0.0
100271538	3.0	3.0
100271537	0.0	0.0
93190	0.0	0.0
283601	0.0	0.0
100271531	0.0	1.0
283600	2.0	0.0
220042	404.0	334.0
93183	2145.0	2011.0
100271518	0.0	0.0
100271517	0.0	0.0
93185	5457.0	2699.0
100271525	0.0	0.0
100271526	11.0	12.0
100271521	0.0	0.0
100271520	0.0	0.0
220032	8.0	2.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	0.0
100271506	0.0	0.0
100271516	0.0	0.0
100271510	0.0	0.0
220064	1188.0	825.0
220047	2.0	4.0
100271503	0.0	0.0
10808	15485.0	6393.0
56130	277.0	215.0
10807	2465.0	1954.0
56131	767.0	671.0
56132	264.0	242.0
10809	6794.0	3993.0
220081	25.0	21.0
83756	73.0	73.0
10811	402.0	213.0
56137	127.0	38.0
10810	1845.0	1353.0
83755	0.0	0.0
56138	199.0	243.0
83758	788.0	508.0
10813	2637.0	1904.0
56139	124.0	1022.0
401207	438.0	396.0
220082	1.0	1.0
83757	65.0	0.0
83752	16030.0	9162.0
56133	685.0	465.0
10815	285.0	248.0
10814	0.0	1.0
56134	113.0	100.0
10817	439.0	288.0
56135	52.0	53.0
10816	6.0	0.0
283643	329.0	252.0
56136	63.0	72.0
643535	1.0	2.0
643536	0.0	0.0
22800	1585.0	928.0
22801	4540.0	1671.0
643550	4.0	4.0
22802	210.0	74.0
22803	11310.0	9080.0
440804	0.0	3.0
22806	1417.0	2187.0
22807	799.0	1411.0
10819	169.0	90.0
56140	6.0	13.0
10818	5350.0	4396.0
56141	10.0	7.0
56142	90.0	14.0
56143	13.0	17.0
83737	5218.0	4915.0
220070	1.0	1.0
10822	0.0	1.0
283638	4941.0	2693.0
83744	447.0	430.0
10821	29.0	20.0
10824	1.0	3.0
83746	3640.0	2657.0
10823	0.0	0.0
83741	0.0	0.0
283635	3378.0	3806.0
10826	4161.0	4352.0
220074	1047.0	878.0
56144	286.0	218.0
10825	2021.0	1762.0
56145	77.0	74.0
83740	0.0	0.0
83743	3708.0	2688.0
56146	30.0	79.0
10828	4.0	1.0
10827	2243.0	2468.0
83742	8949.0	6292.0
56147	26.0	38.0
283631	3.0	1.0
10820	4.0	8.0
440836	727.0	401.0
643563	2.0	2.0
56154	13.0	6.0
81109	0.0	0.0
283629	155.0	151.0
56159	22.0	8.0
81115	1.0	1.0
81116	0.0	0.0
56155	139.0	40.0
283624	967.0	905.0
102724097	90.0	182.0
256006	46.0	63.0
56156	1.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	2.0	6.0
81114	0.0	0.0
81110	0.0	0.0
440829	3.0	5.0
440823	215.0	346.0
440822	0.0	1.0
56163	18.0	14.0
56164	18.0	13.0
256021	90.0	53.0
56165	261.0	54.0
83759	1931.0	1242.0
56160	1621.0	1381.0
10800	429.0	485.0
283617	0.0	0.0
81104	0.0	0.0
10802	3757.0	3233.0
10801	26729.0	17909.0
10804	8.0	2.0
10803	9.0	13.0
56167	0.0	0.0
10806	2091.0	2000.0
56168	1.0	0.0
56169	96.0	32.0
643582	1.0	0.0
643586	7.0	1.0
256076	17.0	4.0
401253	6.0	1.0
56171	330.0	188.0
401251	9.0	10.0
56172	9214.0	4976.0
401250	9.0	1195.0
81137	0.0	0.0
81138	38.0	2.0
83795	1.0	0.0
102724076	0.0	0.0
102724077	15.0	9.0
283688	0.0	1.0
401247	28.0	34.0
81136	0.0	0.0
283687	238.0	195.0
283685	0.0	0.0
93109	995.0	922.0
283682	10.0	3.0
100126825	0.0	0.0
93107	0.0	1.0
643596	8.0	6.0
56180	819.0	878.0
93100	1253.0	777.0
401242	1.0	1.0
256085	1.0	4.0
56181	4280.0	3570.0
81126	0.0	0.0
81127	0.0	0.0
83787	3016.0	2763.0
283677	1.0	1.0
401237	968.0	1003.0
83786	4319.0	3685.0
401236	58.0	133.0
283673	273.0	551.0
93134	5863.0	3679.0
401233	0.0	0.0
401232	460.0	459.0
256051	1125.0	1292.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	200.0	164.0
81153	0.0	0.0
100271596	1.0	0.0
100271595	0.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	1026.0	1089.0
283659	760.0	763.0
100271587	0.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	1.0	1.0
283651	75.0	39.0
100271585	0.0	0.0
100271584	6.0	0.0
100271581	1.0	0.0
22998	7332.0	7926.0
22999	135.0	21.0
100151676	0.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	8645.0	6611.0
100151671	0.0	0.0
100151672	1.0	4.0
22992	14944.0	12368.0
22993	5609.0	5392.0
100151674	0.0	1.0
22994	900.0	462.0
83903	142.0	98.0
22995	436.0	395.0
83902	0.0	0.0
22996	6159.0	21370.0
22997	163.0	134.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	0.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	1.0	0.0
100151684	0.0	2.0
100151685	0.0	0.0
100151681	1.0	3.0
56302	21.0	4.0
83901	0.0	0.0
342538	12.0	2.0
83900	0.0	0.0
56300	0.0	2.0
56301	33.0	132.0
124411	1451.0	1496.0
22976	1752.0	1846.0
22977	250.0	370.0
22978	2796.0	2194.0
22979	523.0	254.0
22970	83.0	74.0
22971	1519.0	1254.0
22974	1834.0	2228.0
83932	1036.0	879.0
10998	559.0	466.0
83931	5784.0	3810.0
342527	41.0	71.0
148418	236.0	213.0
83933	271.0	145.0
124404	9.0	2.0
10999	2941.0	1879.0
124401	997.0	728.0
124402	1343.0	942.0
83930	2160.0	2134.0
56311	12.0	10.0
10990	442.0	540.0
100126693	2.0	2.0
10992	17818.0	14219.0
606500	0.0	0.0
10991	375.0	128.0
10994	3489.0	2501.0
10993	1477.0	521.0
22987	79.0	38.0
22989	72.0	20.0
22980	10061.0	6164.0
22981	1045.0	869.0
22982	3094.0	4585.0
22983	35.0	33.0
22984	6234.0	4618.0
22985	14006.0	10740.0
22986	36.0	1.0
58986	3316.0	2623.0
148423	1129.0	1114.0
58985	110.0	33.0
342510	86.0	66.0
283694	0.0	0.0
283693	27.0	22.0
283692	4.0	3.0
22954	2382.0	1594.0
22955	4062.0	3097.0
112487	1480.0	1159.0
22950	2374.0	1862.0
391524	3.0	0.0
22952	487.0	11.0
22953	9.0	0.0
391526	0.0	0.0
10975	3511.0	2652.0
83953	16.0	10.0
10978	1221.0	1093.0
83955	20.0	20.0
10979	5563.0	6672.0
112495	2904.0	2260.0
10970	13088.0	5405.0
56339	3141.0	2270.0
10972	33310.0	29996.0
10971	23928.0	16352.0
10974	0.0	0.0
10973	5305.0	5261.0
401409	97.0	53.0
112479	1326.0	1032.0
112476	138.0	253.0
391530	0.0	1.0
83939	9948.0	8721.0
56341	10.0	2.0
391533	0.0	1.0
124460	758.0	902.0
83935	487.0	514.0
83938	367.0	316.0
391538	2.0	0.0
83937	2923.0	1786.0
10987	3968.0	3682.0
83943	831.0	873.0
83942	0.0	1.0
