id	e84e835c-ce99-46bd-a50b-068cfb983143	512b0f65-4ee9-4d01-b453-075499fe9d83
57102	902.0	1709.0
57103	520.0	744.0
84722	151.0	379.0
57104	11117.0	3694.0
102465483	0.0	0.0
102465482	0.0	0.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	683.0	1561.0
102465499	0.0	0.0
100288713	5.0	0.0
102465496	0.0	3.0
102465495	0.0	0.0
100288711	0.0	0.0
84709	83.0	63.0
57110	64.0	145.0
57111	2257.0	2676.0
84706	1379.0	1940.0
84705	380.0	782.0
84708	689.0	1443.0
84707	548.0	1013.0
57116	20.0	14.0
57117	1122.0	1672.0
57118	1669.0	3609.0
57119	2.0	1.0
57113	0.0	1.0
57115	3.0	1.0
102465494	0.0	0.0
102465493	0.0	1.0
102465492	0.0	0.0
102465491	3.0	2.0
102465490	0.0	0.0
152065	0.0	0.0
100288702	0.0	0.0
57120	2504.0	5100.0
57121	152.0	294.0
57122	1823.0	2651.0
201456	33.0	78.0
127086	1.0	1.0
57127	4.0	18.0
57128	1150.0	1350.0
57129	1247.0	1680.0
84747	2576.0	3524.0
57124	8195.0	14135.0
57125	2311.0	5971.0
57126	11.0	19.0
84740	15.0	38.0
152078	379.0	113.0
127074	0.0	1.0
57130	1827.0	4399.0
57132	4021.0	4675.0
84727	144.0	317.0
127077	0.0	0.0
84735	8.0	15.0
84734	116.0	252.0
57139	271.0	246.0
115098	900.0	1733.0
201475	2693.0	2905.0
57134	1340.0	2800.0
57135	0.0	0.0
57136	5896.0	10337.0
84733	129.0	794.0
57142	21410.0	24824.0
57143	385.0	438.0
57144	214.0	412.0
201477	0.0	0.0
57140	3138.0	3549.0
57149	1571.0	1884.0
84767	0.0	0.0
140032	0.0	0.0
84769	438.0	751.0
57146	3004.0	3209.0
57147	778.0	3562.0
84766	486.0	2159.0
84765	473.0	597.0
57148	3236.0	9638.0
152015	393.0	53.0
57152	6.0	15.0
57153	10204.0	16952.0
166655	0.0	0.0
57154	1623.0	3758.0
84749	1112.0	1935.0
57150	457.0	592.0
57151	0.0	0.0
84759	502.0	829.0
140043	0.0	0.0
57156	145.0	265.0
57157	1177.0	2871.0
139060	0.0	1.0
84752	529.0	2171.0
57158	657.0	212.0
57159	3.0	5.0
84750	488.0	657.0
152024	1.0	0.0
139067	0.0	0.0
139065	194.0	178.0
94104	1439.0	2422.0
94103	4338.0	6539.0
96764	1316.0	2286.0
94107	1474.0	2450.0
57165	167.0	90.0
94101	1677.0	2092.0
57161	1380.0	1929.0
57162	4716.0	3666.0
57167	9.0	135.0
57168	104.0	221.0
57169	3730.0	8271.0
84787	277.0	492.0
57175	2337.0	6161.0
57176	1025.0	2068.0
57171	538.0	1237.0
57172	11.0	13.0
84779	2.0	1.0
57178	8042.0	14935.0
139081	3.0	5.0
84775	239.0	720.0
57179	5502.0	7691.0
84777	90.0	123.0
84771	32.0	59.0
113655	406.0	459.0
732538	0.0	2.0
353323	0.0	0.0
353322	392.0	298.0
353324	7.0	18.0
100996279	0.0	0.0
149603	4085.0	9798.0
341333	0.0	4.0
343990	692.0	1303.0
353332	0.0	0.0
149620	0.0	1.0
353333	0.0	0.0
100996266	1.0	0.0
343981	1.0	0.0
162605	0.0	0.0
353345	12.0	59.0
84900	68.0	153.0
84902	1306.0	2732.0
149628	71.0	75.0
84901	1646.0	2585.0
341315	238.0	347.0
113622	155.0	231.0
353355	57.0	242.0
149643	0.0	4.0
150622	6.0	4.0
100852408	0.0	3.0
100852409	0.0	0.0
100852406	0.0	0.0
100852407	1.0	3.0
642513	4.0	0.0
100852405	0.0	0.0
642517	152.0	209.0
100852410	21.0	38.0
84919	8111.0	8069.0
84918	2199.0	5087.0
389322	24.0	52.0
390311	0.0	0.0
389320	0.0	1.0
390313	0.0	0.0
84915	215.0	518.0
84914	766.0	2392.0
497190	3.0	5.0
84916	2024.0	2856.0
84922	579.0	1046.0
390318	0.0	0.0
84924	360.0	819.0
84923	837.0	2099.0
84920	153.0	377.0
123016	1349.0	1954.0
497189	7.0	24.0
642521	0.0	0.0
390320	0.0	0.0
84908	1125.0	1787.0
390321	0.0	0.0
353376	6.0	29.0
390322	0.0	0.0
390323	0.0	0.0
654502	0.0	4.0
84909	1167.0	1376.0
390324	0.0	0.0
654503	0.0	1.0
84904	85.0	80.0
654504	0.0	0.0
390326	0.0	0.0
654505	0.0	0.0
390327	0.0	0.0
654506	2.0	13.0
84905	193.0	432.0
84911	89.0	281.0
390329	0.0	0.0
84910	2275.0	5447.0
84913	733.0	395.0
84912	981.0	2116.0
113691	17.0	21.0
642538	0.0	0.0
113675	194.0	574.0
84937	912.0	1612.0
84936	847.0	1211.0
84939	1778.0	2849.0
84938	734.0	1144.0
84944	10.0	27.0
57325	908.0	2849.0
57326	5864.0	9927.0
84946	1310.0	1536.0
84945	1626.0	1998.0
84940	159.0	63.0
389336	148.0	31.0
389337	2423.0	3875.0
84942	204.0	547.0
84941	135.0	277.0
642546	2.0	5.0
343930	2.0	2.0
84929	5.0	13.0
389333	77.0	436.0
84926	3615.0	6152.0
84925	805.0	1355.0
84928	1267.0	3142.0
57336	284.0	750.0
84933	181.0	293.0
84932	1335.0	2294.0
57337	1182.0	2600.0
84935	5499.0	1892.0
57338	14.0	30.0
84934	584.0	1436.0
57332	124.0	480.0
57333	1111.0	5345.0
84931	0.0	2.0
84930	707.0	1049.0
57335	249.0	556.0
103752554	0.0	0.0
103752555	0.0	0.0
642559	16.0	19.0
390352	3.0	3.0
390354	270.0	640.0
389362	507.0	715.0
150677	0.0	2.0
150678	1145.0	1326.0
377381	53.0	142.0
162655	303.0	465.0
390363	0.0	1.0
147040	876.0	1521.0
343901	1.0	2.0
149699	1.0	0.0
150684	1075.0	1396.0
150681	0.0	0.0
159013	1249.0	1898.0
221504	4.0	7.0
103752581	6.0	39.0
389386	0.0	0.0
389383	2.0	47.0
389384	1.0	9.0
123041	82.0	34.0
162681	169.0	438.0
123036	6348.0	5807.0
103752587	0.0	0.0
150696	4163.0	5360.0
103752588	1.0	4.0
103752589	2.0	17.0
103752583	0.0	0.0
103752584	21.0	21.0
103752585	0.0	1.0
103752586	4.0	2.0
390340	0.0	0.0
389376	8.0	5.0
221527	146.0	406.0
390394	0.0	3.0
149647	0.0	0.0
389396	0.0	2.0
123099	325.0	1736.0
389395	0.0	0.0
123096	1369.0	2378.0
137682	535.0	1105.0
390378	0.0	0.0
221545	336.0	681.0
221547	2.0	7.0
147011	46.0	112.0
147007	709.0	2115.0
100996295	1.0	1.0
137695	781.0	1397.0
162632	26.0	97.0
149685	0.0	2.0
100135063	0.0	0.0
100135064	0.0	0.0
147015	129.0	255.0
100996280	1.0	0.0
94240	792.0	1698.0
94241	1579.0	6619.0
94236	0.0	0.0
94235	2.0	5.0
94234	21.0	39.0
94239	6521.0	10934.0
94233	4.0	13.0
390294	1.0	3.0
390297	0.0	0.0
390298	0.0	1.0
221584	26.0	85.0
150590	110.0	341.0
94274	770.0	289.0
94298	0.0	1.0
94297	0.0	1.0
414768	0.0	0.0
642451	0.0	0.0
414766	10.0	16.0
414767	0.0	0.0
654434	156.0	198.0
400123	2.0	0.0
400121	0.0	4.0
57221	2062.0	15562.0
84838	1903.0	2748.0
400120	64.0	6.0
84837	290.0	245.0
84839	1.0	1.0
57226	2205.0	4075.0
84844	1105.0	1394.0
84847	2.0	12.0
57228	733.0	674.0
57222	8944.0	30133.0
402779	0.0	0.0
402778	685.0	519.0
57223	4842.0	9060.0
57224	1217.0	1869.0
84842	34.0	35.0
414776	0.0	1.0
642446	0.0	0.0
414771	2.0	0.0
642448	2.0	1.0
642461	0.0	0.0
642460	6.0	14.0
414777	1148.0	2441.0
414778	5.0	12.0
57231	2521.0	4834.0
400110	0.0	0.0
57232	168.0	339.0
654427	3.0	4.0
84826	0.0	0.0
654429	1.0	8.0
84833	2146.0	1819.0
84836	4686.0	3516.0
84830	223.0	238.0
57234	148.0	261.0
84832	0.0	0.0
654433	150.0	244.0
9001	166.0	615.0
9002	69.0	119.0
642475	251.0	215.0
84859	1951.0	3404.0
84867	58.0	20.0
84866	1209.0	2414.0
84869	1079.0	2000.0
84868	780.0	754.0
654463	2.0	233.0
84865	161.0	473.0
84864	1294.0	2129.0
84861	845.0	2196.0
9014	656.0	1087.0
9015	179.0	378.0
9013	1260.0	2097.0
9019	13756.0	15659.0
9016	315.0	514.0
341392	12.0	32.0
84848	37.0	684.0
84856	116.0	129.0
84858	490.0	717.0
84852	137.0	227.0
102725176	0.0	0.0
84851	352.0	870.0
642477	30.0	21.0
84850	1.0	1.0
105376946	0.0	0.0
9025	823.0	1525.0
9026	1613.0	3852.0
9023	421.0	924.0
113612	1098.0	1338.0
9024	12.0	33.0
642493	1.0	0.0
9027	1.0	9.0
9028	29.0	59.0
400165	1.0	0.0
9021	20272.0	15563.0
9022	69.0	51.0
9020	1711.0	2018.0
84889	131.0	268.0
84888	3998.0	6220.0
654483	8.0	9.0
84885	928.0	1254.0
654486	0.0	0.0
84886	6100.0	7702.0
84881	962.0	1236.0
642489	20.0	63.0
84883	1799.0	1025.0
654480	1.0	5.0
9037	3486.0	12958.0
9034	181.0	223.0
9038	0.0	0.0
9039	3075.0	3402.0
400156	1.0	4.0
9032	0.0	0.0
9033	11.0	4.0
9031	4404.0	11266.0
84878	633.0	905.0
84879	283.0	527.0
84874	413.0	812.0
84873	0.0	3.0
84876	1765.0	1336.0
84875	1447.0	2719.0
84870	821.0	1181.0
84872	430.0	812.0
84871	24.0	72.0
9047	59.0	73.0
9048	11.0	28.0
9045	29633.0	18806.0
9046	584.0	372.0
9049	1686.0	2630.0
106480985	1.0	0.0
9040	1821.0	2845.0
106480984	0.0	0.0
106480987	0.0	0.0
106480986	1.0	2.0
9043	5604.0	13882.0
400141	86.0	188.0
106480989	0.0	1.0
9044	1606.0	4315.0
106480988	0.0	0.0
57282	8.0	33.0
106480990	0.0	0.0
106480992	0.0	0.0
106480991	0.0	0.0
106480994	0.0	0.0
106480993	0.0	0.0
414753	0.0	0.0
414754	1.0	1.0
414751	0.0	0.0
414752	0.0	0.0
341359	1.0	1.0
341356	3.0	11.0
9058	1046.0	234.0
9056	1048.0	744.0
9057	376.0	1075.0
341350	9.0	13.0
9050	947.0	676.0
106480996	0.0	2.0
9051	187.0	177.0
106480995	0.0	0.0
106480998	1.0	0.0
106480997	0.0	0.0
57291	1252.0	1493.0
9054	796.0	1108.0
9055	477.0	1368.0
106480999	0.0	0.0
9052	6519.0	14735.0
9053	1480.0	9462.0
84899	626.0	1344.0
282569	0.0	0.0
400129	7.0	11.0
84896	2752.0	4055.0
84895	521.0	1174.0
400128	222.0	94.0
84898	7877.0	24644.0
84897	1282.0	1791.0
400126	12.0	92.0
654499	0.0	0.0
84892	1211.0	1879.0
414764	47.0	44.0
84891	0.0	0.0
414765	12.0	25.0
84894	121.0	1491.0
84893	3004.0	6216.0
414760	1.0	8.0
414761	30.0	37.0
84890	1427.0	2311.0
341346	5.0	43.0
9069	2713.0	5592.0
414926	0.0	0.0
9068	2198.0	2444.0
106479979	0.0	0.0
729004	3.0	8.0
106479978	0.0	0.0
106479977	0.0	0.0
106479976	0.0	0.0
106479975	2.0	12.0
9061	5572.0	8220.0
106480963	0.0	0.0
106479974	0.0	0.0
106479973	0.0	0.0
106480962	0.0	0.0
106480965	0.0	0.0
106479972	0.0	0.0
9060	1360.0	2958.0
106480964	2.0	0.0
106479971	1.0	0.0
106479970	0.0	0.0
106480967	3.0	0.0
9066	1490.0	13112.0
106480966	0.0	0.0
9063	1053.0	2382.0
729009	111.0	144.0
106480969	0.0	0.0
9064	2065.0	3988.0
106480968	0.0	0.0
106480970	0.0	0.0
106480972	0.0	0.0
106480971	0.0	0.0
113540	31.0	107.0
106479969	2.0	0.0
9079	2715.0	4001.0
106479968	0.0	0.0
106479967	0.0	0.0
106479966	0.0	0.0
106479965	0.0	0.0
106479964	0.0	0.0
106479963	0.0	0.0
106480974	12.0	2.0
9073	2725.0	1043.0
106479962	0.0	0.0
106480973	0.0	0.0
9070	2638.0	8952.0
106479961	0.0	0.0
106480976	0.0	1.0
9071	121.0	68.0
106479960	0.0	1.0
106480975	0.0	0.0
9076	4319.0	945.0
390402	0.0	0.0
106480978	1.0	2.0
9077	222.0	436.0
390403	0.0	0.0
106480977	0.0	0.0
9074	2.0	2.0
9075	38.0	19.0
106480979	1.0	1.0
100996387	0.0	0.0
390407	0.0	2.0
106480981	0.0	0.0
106480980	0.0	0.0
106480983	0.0	0.0
106480982	2.0	3.0
729025	8.0	2.0
106480949	0.0	0.0
106480948	0.0	0.0
730013	11.0	8.0
137529	0.0	0.0
730010	1.0	9.0
106479999	0.0	0.0
729020	0.0	2.0
113510	632.0	1112.0
106479998	0.0	0.0
729023	8.0	11.0
106479997	0.0	0.0
9083	0.0	0.0
106479996	0.0	1.0
106480941	0.0	0.0
9084	0.0	0.0
389421	1.0	0.0
106479995	0.0	0.0
106480940	0.0	0.0
9081	0.0	0.0
106479994	1.0	2.0
106480943	0.0	0.0
106479993	0.0	0.0
9082	0.0	0.0
106480942	0.0	0.0
9087	1.0	0.0
106479992	0.0	0.0
106480945	0.0	0.0
9088	61.0	193.0
106479991	0.0	0.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	0.0	0.0
106480946	0.0	0.0
57402	1157.0	8325.0
57403	2797.0	5144.0
57404	2589.0	2900.0
57405	91.0	204.0
389416	2.0	1.0
149501	33.0	48.0
9080	13.0	17.0
106480950	0.0	0.0
57406	679.0	541.0
57407	1231.0	2112.0
57408	1.0	1.0
730005	50.0	47.0
57409	1126.0	1011.0
106480959	2.0	0.0
729013	301.0	394.0
106479989	0.0	0.0
106479988	0.0	0.0
106479987	0.0	0.0
729012	0.0	3.0
106479986	0.0	0.0
9094	997.0	2466.0
106479985	0.0	0.0
106480952	0.0	1.0
9095	211.0	274.0
106479984	1.0	6.0
106480951	1.0	4.0
9092	1334.0	3527.0
106479983	0.0	0.0
106480954	0.0	0.0
9093	1557.0	3314.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	35.0	140.0
106479981	0.0	0.0
106480956	0.0	3.0
9099	789.0	672.0
106479980	2.0	0.0
106480955	2.0	7.0
9096	549.0	2287.0
106480958	0.0	0.0
9097	2776.0	6670.0
106480957	0.0	0.0
57413	202.0	253.0
57414	3298.0	4965.0
57415	706.0	1166.0
389404	5.0	5.0
9091	1437.0	2895.0
57410	2902.0	6108.0
389400	0.0	0.0
106480961	0.0	0.0
57412	22.0	13.0
106480960	1.0	0.0
57418	660.0	893.0
57419	1089.0	2415.0
106480927	0.0	1.0
106479938	0.0	1.0
106479937	0.0	0.0
106480926	0.0	0.0
106479936	0.0	0.0
106480929	1.0	3.0
106479935	0.0	1.0
106480928	0.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	0.0	4.0
106479931	0.0	0.0
390431	0.0	0.0
106479930	0.0	0.0
390432	0.0	0.0
400322	1356.0	1356.0
390433	0.0	0.0
106480921	1.0	4.0
106480920	0.0	1.0
390434	0.0	0.0
106480923	0.0	0.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	0.0
390437	0.0	0.0
106480925	1.0	1.0
106480924	0.0	0.0
390438	0.0	0.0
390439	0.0	0.0
341418	0.0	0.0
341416	0.0	0.0
100996350	3.0	7.0
389434	10.0	77.0
642402	1.0	0.0
106479929	0.0	0.0
106479928	0.0	0.0
106479927	0.0	0.0
106480938	0.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	1.0	3.0
106479922	0.0	0.0
106479921	0.0	0.0
390440	0.0	0.0
106479920	0.0	0.0
390441	3.0	1.0
353497	130.0	153.0
390442	1.0	0.0
106480930	3.0	1.0
390443	0.0	0.0
389432	2173.0	3189.0
106480932	0.0	0.0
390445	0.0	0.0
106480931	0.0	0.0
106480934	0.0	0.0
106480933	0.0	1.0
106480936	0.0	0.0
100996348	42.0	79.0
106480935	1.0	3.0
389428	0.0	5.0
341405	4.0	3.0
389422	29.0	37.0
642413	0.0	0.0
106479919	0.0	0.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	0.0	0.0
106480904	0.0	0.0
106480907	3.0	10.0
106479958	0.0	2.0
106479957	0.0	1.0
106480906	0.0	0.0
106480909	0.0	0.0
106479956	0.0	0.0
106479955	0.0	2.0
106480908	0.0	0.0
106479954	1.0	0.0
106479953	0.0	1.0
106479952	0.0	0.0
654412	0.0	0.0
106479951	0.0	0.0
390411	2.0	1.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	2.0	4.0
106480900	0.0	0.0
106480903	0.0	0.0
390415	2.0	0.0
106480902	0.0	0.0
57446	2459.0	3370.0
57447	22779.0	12465.0
390418	0.0	2.0
100996331	0.0	0.0
57448	3888.0	13697.0
390419	0.0	0.0
57449	1494.0	1570.0
389458	0.0	2.0
642425	0.0	0.0
642424	1.0	1.0
100125556	111.0	241.0
106479949	0.0	0.0
106480916	1.0	1.0
106479948	0.0	0.0
106480915	1.0	0.0
106480918	0.0	0.0
106479947	0.0	0.0
106480917	4.0	3.0
106479946	0.0	0.0
106479945	0.0	0.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	0.0	7.0
642443	2.0	7.0
106479942	0.0	2.0
106479941	0.0	2.0
106479940	0.0	0.0
390421	0.0	2.0
57451	601.0	933.0
106480910	0.0	0.0
57452	2768.0	3294.0
390423	0.0	0.0
414919	570.0	631.0
390424	0.0	0.0
106480912	0.0	0.0
106480911	0.0	0.0
106480914	0.0	0.0
414918	427.0	788.0
106480913	0.0	1.0
57458	878.0	1605.0
390429	0.0	0.0
57459	2307.0	4451.0
57453	78.0	116.0
57455	954.0	2071.0
57456	2213.0	2823.0
106479939	1.0	2.0
390472	0.0	0.0
162540	0.0	1.0
150554	10.0	24.0
729082	6093.0	10834.0
729085	447.0	1985.0
729079	1.0	1.0
390483	1.0	0.0
730061	2.0	1.0
150568	3.0	8.0
729073	8.0	8.0
497258	285.0	275.0
106479916	0.0	0.0
106479915	0.0	0.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	938.0	1664.0
730092	184.0	217.0
730091	225.0	403.0
150577	1.0	0.0
150572	475.0	749.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	0.0	5.0
102546227	2.0	7.0
106479902	0.0	0.0
730087	88.0	232.0
106479901	0.0	2.0
106479900	0.0	0.0
730086	0.0	2.0
729097	18.0	27.0
389493	70.0	86.0
221613	0.0	0.0
729096	5.0	28.0
729092	9.0	10.0
729046	21.0	34.0
729042	1.0	0.0
729041	11.0	39.0
730029	69.0	130.0
730023	2.0	12.0
729032	0.0	0.0
730016	0.0	0.0
730058	0.0	0.0
730052	0.0	1.0
730051	498.0	1076.0
221662	109.0	191.0
150538	6.0	6.0
162515	120.0	86.0
162517	27.0	76.0
729059	1.0	3.0
162514	73.0	109.0
730041	22.0	16.0
149563	62.0	2300.0
221656	1078.0	2200.0
729050	0.0	0.0
221687	62.0	42.0
221692	478.0	679.0
162494	93.0	107.0
654391	3.0	1.0
198437	2.0	3.0
257629	3.0	2.0
267004	1.0	15.0
149499	2.0	24.0
162466	72.0	45.0
255022	1.0	25.0
162461	11.0	76.0
267010	0.0	0.0
267012	0.0	0.0
267013	2.0	3.0
150472	492.0	1288.0
255031	144.0	278.0
255025	0.0	0.0
101101692	50.0	84.0
255027	996.0	650.0
267002	259.0	632.0
150483	6.0	7.0
282617	0.0	1.0
282618	0.0	2.0
282616	0.0	0.0
644990	30.0	27.0
9103	187.0	162.0
9100	2649.0	5605.0
9101	3253.0	5366.0
644994	1.0	0.0
9107	2573.0	4038.0
9104	282.0	257.0
400242	158.0	272.0
84959	465.0	482.0
255061	5.0	4.0
84958	973.0	1543.0
654319	1.0	2.0
100996315	1.0	2.0
84966	150.0	206.0
57348	1255.0	233.0
282679	41.0	193.0
84968	50.0	110.0
84967	826.0	1310.0
84962	1401.0	2129.0
57343	878.0	1963.0
654320	0.0	0.0
255057	17.0	61.0
84961	1771.0	2445.0
654321	1.0	4.0
400238	0.0	1.0
654322	2.0	9.0
84964	37.0	66.0
400236	62.0	58.0
644988	1.0	3.0
84960	33.0	84.0
642326	0.0	0.0
9113	2140.0	6255.0
9114	4302.0	8316.0
9111	1122.0	1879.0
9112	1899.0	3021.0
9117	3005.0	3965.0
9118	3.0	15.0
414899	0.0	0.0
100996307	130.0	127.0
100996306	0.0	0.0
84948	248.0	581.0
9110	1572.0	9320.0
84947	609.0	887.0
84955	1146.0	1610.0
84954	498.0	650.0
84957	194.0	399.0
100996301	0.0	41.0
84951	4764.0	9010.0
84950	3181.0	4376.0
84953	62.0	220.0
400224	18.0	45.0
84952	2476.0	15949.0
644998	0.0	1.0
9108	105.0	145.0
642337	0.0	1.0
644997	2.0	1.0
9124	14312.0	7863.0
9125	2089.0	3494.0
9122	1070.0	989.0
9123	350.0	798.0
9128	1467.0	2925.0
9129	1700.0	2923.0
9126	3352.0	5873.0
9127	22.0	18.0
94304	0.0	0.0
255043	58.0	103.0
9120	184.0	692.0
9121	556.0	661.0
57369	0.0	0.0
84988	614.0	522.0
84987	1275.0	1383.0
84989	19.0	42.0
84984	133.0	256.0
84983	13.0	13.0
84986	1656.0	1810.0
84985	19.0	82.0
642345	0.0	7.0
9119	9.0	2.0
84981	3477.0	1713.0
9135	4318.0	16369.0
9136	577.0	777.0
9133	216.0	542.0
9134	59.0	143.0
9139	1473.0	2969.0
267014	0.0	0.0
267015	1.0	0.0
9138	2959.0	4394.0
267017	0.0	0.0
9131	1122.0	2728.0
9132	158.0	137.0
84969	341.0	263.0
9130	1241.0	3201.0
400208	17.0	19.0
84976	585.0	1077.0
400209	59.0	86.0
400206	0.0	0.0
84978	180.0	280.0
84973	1243.0	1319.0
84975	1229.0	2391.0
57379	9.0	4.0
642357	2.0	9.0
84971	363.0	778.0
84970	0.0	1.0
267020	1.0	1.0
9146	1902.0	3511.0
9147	1531.0	3066.0
9144	6001.0	8593.0
9145	1628.0	2632.0
9148	63.0	255.0
106479899	0.0	0.0
9149	863.0	1376.0
106479898	0.0	0.0
106479897	0.0	1.0
106480886	0.0	0.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	2.0	1.0
106479895	0.0	0.0
106480887	0.0	0.0
106479894	0.0	0.0
106479893	0.0	0.0
9142	1.0	0.0
57380	1280.0	2550.0
9143	10.0	41.0
106479892	0.0	0.0
106480889	0.0	0.0
57381	2647.0	3242.0
9140	2200.0	2931.0
106479891	0.0	0.0
9141	1343.0	1662.0
106479890	0.0	0.0
106480891	1.0	0.0
106480890	0.0	0.0
654364	18.0	46.0
106480893	1.0	0.0
106480892	0.0	0.0
106480895	0.0	0.0
106480894	0.0	0.0
9158	1966.0	2697.0
9156	84.0	136.0
106479889	0.0	0.0
9159	2570.0	3241.0
106479888	0.0	0.0
106479887	1.0	0.0
654346	3.0	4.0
106479886	0.0	0.0
106480897	0.0	0.0
9150	870.0	2010.0
106480896	0.0	0.0
106479885	1.0	2.0
57396	761.0	1756.0
106480899	0.0	1.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	2.0	12.0
106479882	0.0	0.0
9154	22.0	20.0
106479881	0.0	0.0
106479880	0.0	0.0
57393	224.0	99.0
9152	0.0	0.0
654350	0.0	0.0
84996	167.0	285.0
84991	3240.0	4443.0
84993	1716.0	2653.0
84992	0.0	0.0
9168	31612.0	40302.0
9169	5946.0	12644.0
9166	1219.0	1690.0
642395	10.0	10.0
9167	4493.0	7673.0
642394	0.0	1.0
106480864	0.0	0.0
106480863	0.0	0.0
106480866	0.0	0.0
106480865	0.0	0.0
106480868	0.0	0.0
255082	169.0	157.0
106480867	0.0	0.0
9162	156.0	516.0
106480869	0.0	0.0
654383	0.0	1.0
106480871	1.0	0.0
106480870	0.0	0.0
106480873	1.0	3.0
282697	0.0	0.0
400258	370.0	38.0
106480872	0.0	0.0
642389	0.0	0.0
654381	0.0	1.0
9179	781.0	1236.0
9177	0.0	0.0
106480875	0.0	0.0
9172	164.0	136.0
106480874	0.0	0.0
106480877	0.0	0.0
9170	513.0	895.0
106480876	0.0	0.0
9175	1907.0	2785.0
106480879	0.0	0.0
106480878	1.0	0.0
9173	144.0	182.0
106480880	1.0	5.0
106480882	0.0	0.0
106480881	0.0	0.0
654376	0.0	1.0
106480884	0.0	0.0
106480883	0.0	0.0
654370	0.0	0.0
137868	9.0	3.0
730112	73.0	29.0
106480849	0.0	0.0
729123	2.0	2.0
9188	6434.0	7318.0
106479859	1.0	0.0
106479858	0.0	5.0
9189	2758.0	6082.0
106479857	0.0	0.0
106479856	0.0	0.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	0.0
9182	530.0	1156.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	938.0	1857.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	4040.0	7846.0
106480844	0.0	0.0
106479851	0.0	0.0
9181	2956.0	7380.0
106479850	1.0	0.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	1071.0	1916.0
106480845	0.0	0.0
9184	3232.0	5472.0
106480848	0.0	0.0
9185	1141.0	2238.0
106480847	0.0	0.0
57501	34.0	114.0
57502	577.0	706.0
57504	1521.0	3635.0
125875	68.0	47.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	5623.0	9358.0
730109	0.0	0.0
137872	408.0	325.0
102546175	0.0	2.0
57505	574.0	1575.0
644903	10.0	30.0
57506	5246.0	12584.0
57507	1120.0	2560.0
57508	739.0	3872.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	0.0	0.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	0.0	0.0
9194	1414.0	1647.0
106479841	0.0	0.0
106480852	0.0	0.0
9191	1852.0	2444.0
106479840	0.0	0.0
106480855	0.0	0.0
106480854	0.0	0.0
9197	1812.0	3210.0
106480857	0.0	0.0
106480856	0.0	0.0
106480859	0.0	0.0
729119	7.0	1.0
9196	29.0	135.0
106480858	0.0	0.0
57512	10.0	23.0
57513	3273.0	3512.0
57514	3211.0	5764.0
123207	900.0	1284.0
57515	22472.0	33416.0
106480860	0.0	0.0
57510	1750.0	4272.0
106480862	0.0	0.0
57511	1617.0	3155.0
106480861	0.0	0.0
644911	0.0	0.0
644914	8.0	15.0
57519	1427.0	2106.0
729146	1.0	0.0
106480828	0.0	0.0
113878	489.0	998.0
135228	2309.0	5921.0
106480827	0.0	0.0
729148	46.0	110.0
106480829	0.0	0.0
137886	1595.0	3518.0
106479879	0.0	0.0
730130	1.0	0.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	2.0	1.0
106480820	0.0	0.0
106479875	0.0	0.0
106479874	0.0	0.0
106479873	0.0	0.0
106480822	1.0	0.0
106479872	1.0	0.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	0.0	1.0
106479870	2.0	1.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	2154.0	3864.0
57524	17.0	62.0
57526	552.0	815.0
644928	1.0	1.0
57520	479.0	1298.0
57521	1482.0	2700.0
57522	850.0	3222.0
57528	32.0	61.0
57529	10.0	22.0
106480839	0.0	0.0
106480838	0.0	0.0
106479869	0.0	0.0
729131	6.0	22.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	0.0	3.0
106479864	0.0	0.0
106480831	0.0	0.0
106479863	0.0	0.0
