id	f5d3e683-9177-45fc-93e3-357bf7366ac4	94bedc10-62c2-4bd2-bad9-0ec08c9bf5e9
100271439	1.0	1.0
100271438	2.0	1.0
100271433	0.0	0.0
100271435	0.0	0.0
100271434	0.0	0.0
197342	96.0	543.0
246731	4.0	1.0
401387	9.0	14.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	70.0	75.0
100271420	0.0	0.0
197358	186.0	362.0
199990	685.0	2472.0
246785	23.0	67.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	0.0	1.0
283726	30.0	76.0
100271414	0.0	0.0
100887075	0.0	0.0
439990	121.0	39.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	112.0	118.0
100271413	0.0	1.0
197320	947.0	858.0
439996	2.0	2.0
100887074	0.0	0.0
439992	652.0	25.0
100887073	0.0	0.0
197322	854.0	2167.0
439994	175.0	110.0
102724105	258.0	4573.0
220147	0.0	0.0
100271404	0.0	0.0
100887067	1.0	36.0
102724101	0.0	0.0
100271406	0.0	2.0
100271405	4.0	0.0
100271400	0.0	0.0
283711	0.0	0.0
100271402	0.0	0.0
197331	2.0	50.0
197335	344.0	1712.0
440993	2191.0	1501.0
440992	56.0	38.0
161394	13.0	163.0
199964	0.0	28.0
8000	4.0	479.0
8001	1.0	0.0
246777	159.0	435.0
246778	1.0	15.0
606495	368.0	280.0
199974	22.0	1673.0
8013	452.0	234.0
22911	1921.0	1251.0
439949	29.0	52.0
22913	3578.0	13889.0
643421	1.0	0.0
22914	16.0	28.0
22915	4115.0	307.0
439945	0.0	0.0
22916	4646.0	5465.0
731605	4.0	4.0
22917	47.0	66.0
10929	3511.0	2273.0
10928	6168.0	4416.0
56252	6185.0	6201.0
56253	24.0	115.0
401331	69.0	97.0
81207	0.0	0.0
83869	0.0	0.0
81208	0.0	0.0
81209	0.0	0.0
83877	2293.0	4476.0
56259	2018.0	5339.0
83876	191.0	78.0
81215	0.0	0.0
83879	53.0	49.0
10934	0.0	0.0
83878	409.0	107.0
283768	1.0	1.0
10933	17523.0	12544.0
10936	76.0	67.0
56254	4263.0	6994.0
83873	5.0	6.0
256148	0.0	0.0
81210	1.0	5.0
283767	0.0	0.0
56255	6937.0	4684.0
83872	8888.0	2241.0
10935	13180.0	7557.0
81211	0.0	0.0
56256	2204.0	3859.0
10938	3532.0	3993.0
83875	99.0	29.0
83874	539.0	1967.0
56257	2278.0	4209.0
22907	2428.0	5328.0
643414	0.0	2.0
439953	4.0	13.0
22908	4970.0	2886.0
83871	1557.0	8173.0
22909	1670.0	823.0
283761	0.0	0.0
439954	0.0	2.0
643418	4.0	2.0
10930	9.0	12.0
439950	3.0	0.0
22921	1937.0	2117.0
8022	0.0	0.0
440926	64.0	287.0
22924	1181.0	1544.0
440925	20.0	2.0
8028	2518.0	2538.0
22925	1826.0	898.0
8029	1243.0	95.0
22926	5767.0	6183.0
439934	0.0	0.0
22927	1719.0	895.0
8027	1801.0	1774.0
22928	2617.0	8090.0
439936	8.0	2.0
56261	4541.0	3565.0
56262	3174.0	3648.0
10939	2882.0	2933.0
401321	203.0	144.0
8021	4878.0	5097.0
83858	202.0	1004.0
22920	3409.0	4821.0
56260	184.0	319.0
10943	1890.0	2209.0
56269	2.0	0.0
83866	0.0	0.0
81203	0.0	0.0
10942	2.0	26.0
81204	0.0	0.0
10945	9008.0	16233.0
83868	0.0	0.0
81205	0.0	0.0
10944	7743.0	6632.0
83867	0.0	0.0
10947	1530.0	2052.0
56265	33.0	806.0
83862	4153.0	2679.0
401316	14.0	19.0
83861	1102.0	1487.0
283755	53.0	14.0
10946	4393.0	5406.0
56267	1556.0	1220.0
10949	5243.0	8922.0
81201	0.0	0.0
10948	1156.0	3723.0
256158	2276.0	35.0
83863	0.0	0.0
81202	0.0	0.0
22918	16398.0	5993.0
22919	8571.0	14638.0
439941	0.0	0.0
83860	1152.0	1168.0
8019	1983.0	3672.0
10941	0.0	0.0
643427	88.0	21.0
10940	289.0	552.0
8036	5593.0	2939.0
8034	5752.0	1205.0
440957	333.0	744.0
440956	0.0	0.0
440955	0.0	0.0
8038	5378.0	9759.0
10907	2070.0	2953.0
10906	1466.0	6743.0
440952	135.0	54.0
10908	1285.0	3293.0
93210	813.0	4784.0
8031	29380.0	10050.0
256130	5.0	0.0
56270	3653.0	3248.0
56271	1013.0	2704.0
8030	4482.0	9826.0
10910	3833.0	4031.0
83899	0.0	0.0
81236	0.0	0.0
283748	0.0	2.0
10912	59.0	626.0
283747	1.0	3.0
10911	3.0	9.0
10914	11733.0	14433.0
256126	15.0	98.0
83895	1.0	2.0
10913	1.0	5.0
83894	2.0	6.0
10916	6379.0	87280.0
83897	0.0	0.0
401303	51.0	179.0
10915	2749.0	3898.0
283742	2741.0	1457.0
83896	0.0	5.0
83891	831.0	1183.0
83890	190.0	23.0
83893	0.0	0.0
81230	0.0	0.0
83892	8920.0	6679.0
22900	4276.0	2048.0
93202	0.0	0.0
22901	577.0	1860.0
22902	3187.0	1968.0
8045	19.0	997.0
22903	1692.0	2373.0
22904	1095.0	4258.0
22905	1625.0	2311.0
8048	0.0	0.0
440944	733.0	1806.0
22906	6009.0	7846.0
256144	0.0	0.0
10917	7.0	2.0
10919	1589.0	4961.0
83888	482.0	28.0
10921	3463.0	8001.0
283738	0.0	0.0
83887	2.0	6.0
10920	3938.0	4044.0
81226	0.0	0.0
10923	10544.0	7196.0
10922	1630.0	2968.0
83889	0.0	25.0
81228	0.0	0.0
83884	1.0	5.0
56287	5.0	0.0
81221	0.0	0.0
56288	3521.0	2948.0
10924	819.0	347.0
10927	7649.0	8829.0
83886	11.0	287.0
81223	0.0	0.0
10926	274.0	721.0
81224	1.0	0.0
643447	0.0	7.0
643445	0.0	1.0
83882	83.0	59.0
83881	0.0	9.0
439965	12.0	11.0
643446	4.0	10.0
93233	2.0	130.0
256190	0.0	0.0
112401	1.0	0.0
106481976	0.0	0.0
8050	3288.0	3692.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	15.0	17.0
106481975	0.0	0.0
106481978	2.0	2.0
106481979	0.0	0.0
106481980	1.0	0.0
100271499	0.0	0.0
100271498	1.0	0.0
106481981	0.0	0.0
100271495	0.0	0.0
643459	0.0	0.0
81251	1.0	0.0
100271491	1.0	5.0
100271493	0.0	1.0
643470	0.0	0.0
643471	2.0	0.0
8061	73.0	118.0
8065	3611.0	1236.0
81248	2.0	0.0
10901	375.0	1400.0
10900	3.0	19.0
10903	615.0	1824.0
81243	0.0	0.0
10902	2486.0	3687.0
81244	0.0	0.0
100271487	2.0	13.0
10905	8359.0	3492.0
10904	14134.0	5961.0
81246	0.0	0.0
283796	6.0	3.0
100271483	0.0	0.0
81240	0.0	0.0
342574	3.0	0.0
100271486	0.0	0.0
100271485	2.0	1.0
81242	4.0	1.0
100271480	0.0	0.0
100271481	1.0	0.0
8079	6201.0	14717.0
440917	4.0	13.0
439927	0.0	1.0
440915	2.0	1809.0
8078	2913.0	8270.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	1.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	52249.0	5821.0
106481959	0.0	0.0
8073	22912.0	32942.0
106481956	0.0	3.0
8074	0.0	0.0
106481957	0.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	10.0	6.0
106481962	1.0	1.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	77.0	72.0
100271472	0.0	0.0
81274	0.0	0.0
100271474	0.0	0.0
643479	0.0	2.0
81270	1.0	0.0
100271470	0.0	0.0
440905	1.0	329.0
439916	0.0	0.0
8089	412.0	959.0
440902	0.0	2.0
643499	0.0	0.0
439915	0.0	0.0
440900	0.0	5.0
8082	11147.0	1907.0
106481965	0.0	0.0
106481966	1.0	3.0
106481963	2.0	0.0
106481964	0.0	0.0
8086	1623.0	2470.0
106481969	0.0	0.0
8087	7945.0	6842.0
106481967	2.0	3.0
8085	6353.0	6128.0
106481968	0.0	2.0
102724167	3.0	0.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	1.0	0.0
401337	0.0	0.0
106481973	0.0	1.0
100271465	0.0	1.0
106481970	0.0	0.0
401335	0.0	1.0
100271467	2.0	0.0
106481971	0.0	0.0
100271462	0.0	0.0
81261	0.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	14515.0	4729.0
81264	0.0	0.0
100271460	2.0	6.0
731688	2.0	2.0
728034	2.0	0.0
8099	3835.0	4591.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	1.0	0.0
8091	14.0	43.0
106481930	0.0	0.0
8092	34.0	8.0
106481931	5.0	0.0
106481936	1.0	1.0
728039	69.0	76.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	0.0	1.0
56413	57.0	166.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	0.0	6.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	2.0
106481947	0.0	0.0
106481948	2.0	2.0
106481945	0.0	0.0
106481946	0.0	1.0
106481950	2.0	0.0
106481951	0.0	0.0
283358	56.0	2460.0
344838	14.0	0.0
106481918	0.0	0.0
106481919	6.0	17.0
106481916	0.0	1.0
106481917	0.0	0.0
572558	97.0	0.0
106481910	0.0	0.0
106481911	0.0	1.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	1.0	0.0
106481913	0.0	0.0
283349	8667.0	3145.0
100126572	1.0	0.0
106481929	5.0	4.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	6.0	1.0
728042	0.0	0.0
106481921	0.0	1.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	0.0	0.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	2.0	0.0
101234262	5.0	50.0
767612	0.0	0.0
767611	0.0	0.0
283337	2363.0	2795.0
344813	0.0	0.0
114548	494.0	205.0
81406	0.0	4.0
81407	0.0	0.0
344807	1.0	0.0
126526	321.0	1569.0
767600	0.0	0.0
344805	0.0	10.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	18.0	24.0
102800446	418.0	3.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	1.0	7.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	15.0	16.0
728013	75.0	128.0
283392	5581.0	5.0
728012	0.0	0.0
728015	0.0	1.0
728010	4.0	0.0
81428	0.0	13.0
728019	2.0	1.0
56478	1960.0	3193.0
56479	13.0	34.0
126506	1.0	2.0
56474	1376.0	2720.0
81430	1.0	3.0
56475	5.0	3.0
81431	0.0	0.0
56476	0.0	0.0
56477	240.0	126.0
93408	0.0	1.0
283385	23.0	40.0
283383	3116.0	130.0
728005	15.0	10.0
81419	0.0	0.0
81421	0.0	0.0
283377	764.0	1277.0
643401	12.0	1.0
283375	3.0	6.0
283373	2571.0	4527.0
151525	722.0	786.0
126567	66.0	36.0
391211	0.0	0.0
151534	447.0	978.0
151531	7.0	5.0
114569	2905.0	10926.0
126549	13.0	29.0
114571	0.0	0.0
100527978	64.0	33.0
126541	0.0	0.0
126536	1.0	1.0
151556	1452.0	859.0
391242	0.0	0.0
728075	0.0	0.0
440699	0.0	17.0
440695	0.0	2.0
728072	0.0	0.0
100527960	1.0	3.0
391253	0.0	0.0
728064	0.0	0.0
100527963	12.0	48.0
728066	4.0	3.0
440689	9.0	173.0
391257	0.0	1.0
391256	2.0	8.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	7.0	39.0
728090	0.0	0.0
728088	0.0	4.0
100527943	1.0	4.0
114599	1.0	3.0
126581	0.0	0.0
151516	75.0	68.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	0.0	1.0
100527947	0.0	0.0
100527948	3.0	0.0
100527949	0.0	0.0
643384	0.0	0.0
391160	1.0	1.0
643382	19.0	10.0
391162	0.0	1.0
692312	0.0	0.0
163479	2.0	1.0
391169	0.0	0.0
100271332	2.0	4.0
391171	1.0	0.0
391174	1.0	11.0
643394	1.0	2.0
391175	0.0	1.0
391179	1.0	1.0
93380	4668.0	2381.0
100271323	0.0	1.0
100271322	1.0	0.0
100271325	7.0	3.0
100271321	0.0	0.0
401036	0.0	0.0
440672	0.0	0.0
100271316	0.0	0.0
100271317	0.0	1.0
401027	21.0	11.0
391155	1.0	4.0
401024	103.0	43.0
163486	841.0	2495.0
401022	647.0	145.0
425054	0.0	1.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	1.0
100271300	0.0	4.0
401018	1.0	0.0
100271303	3.0	2.0
100271302	0.0	0.0
401093	779.0	151.0
401097	93.0	409.0
151449	27.0	6.0
401082	0.0	0.0
8100	681.0	1445.0
440606	3.0	0.0
8106	2652.0	6315.0
440603	21.0	18.0
401089	0.0	3.0
391183	0.0	0.0
8110	103.0	16.0
8111	93.0	1867.0
391189	0.0	0.0
8115	5.0	43.0
401074	46.0	68.0
222484	619.0	2594.0
391190	0.0	0.0
391192	0.0	0.0
391191	0.0	0.0
391194	0.0	0.0
8123	193.0	7.0
391196	0.0	0.0
391195	0.0	0.0
8128	4.0	181.0
8125	5553.0	7301.0
401067	0.0	1.0
8120	55.0	1304.0
151477	8.0	24.0
151473	844.0	274.0
643300	17.0	20.0
645962	0.0	9.0
8139	1225.0	1545.0
645961	2.0	2.0
106481899	1.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	1878.0	2841.0
81329	0.0	1.0
83998	0.0	0.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	0.0	3.0
283403	0.0	2.0
83990	39.0	917.0
83992	967.0	92.0
645954	60.0	35.0
81330	0.0	0.0
645958	90.0	90.0
645957	0.0	1.0
645974	0.0	0.0
643311	0.0	0.0
645973	0.0	0.0
643310	3.0	4.0
8148	3889.0	3029.0
222487	49.0	25.0
81318	0.0	0.0
8140	67.0	5759.0
83987	97.0	450.0
81324	0.0	0.0
83986	2908.0	4154.0
81325	0.0	0.0
83989	3279.0	1857.0
83988	2406.0	635.0
81327	0.0	0.0
83983	15.0	117.0
81320	0.0	0.0
83982	497.0	902.0
83985	75.0	142.0
81322	0.0	0.0
643308	0.0	2.0
643309	0.0	0.0
645968	7.0	5.0
645980	1.0	0.0
100271390	3.0	3.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	1.0	0.0
106481876	0.0	0.0
8153	72.0	23.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	1.0	0.0
81358	0.0	0.0
81353	0.0	0.0
106481884	0.0	0.0
100271399	0.0	0.0
81354	0.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	0.0	0.0
81352	0.0	0.0
100271392	3.0	5.0
100271391	0.0	2.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	3.0	3.0
93323	169.0	527.0
8165	7649.0	8533.0
645996	9.0	117.0
645993	4.0	3.0
106481888	0.0	1.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1005.0	3575.0
106481891	4.0	3.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	1.0	1.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	2.0	0.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	1.0	0.0
100271387	0.0	0.0
81340	1.0	0.0
81341	0.0	0.0
100271386	0.0	1.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	4.0	1.0
8178	656.0	1244.0
344892	0.0	0.0
643343	15.0	25.0
8170	225.0	3.0
106481855	0.0	0.0
401014	63.0	22.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	7.0	10.0
106481859	0.0	0.0
8175	1337.0	4395.0
106481857	0.0	0.0
106481858	0.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	0.0
283446	61.0	20.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	94.0	66.0
645998	0.0	0.0
643336	0.0	0.0
100271371	0.0	0.0
8189	2480.0	8259.0
8187	144.0	843.0
93343	849.0	2240.0
93349	885.0	1302.0
643353	0.0	0.0
106481866	6.0	10.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	2.0	1.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	3.0
106481873	0.0	0.0
100271367	1.0	9.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	0.0	0.0
283431	268.0	438.0
100271364	0.0	1.0
81363	0.0	0.0
344875	0.0	7.0
100271360	0.0	0.0
93377	0.0	0.0
106481839	0.0	0.0
643365	0.0	2.0
8192	958.0	2696.0
106481833	0.0	0.0
8193	3.0	237.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	3.0	18.0
106481832	0.0	2.0
106481837	4.0	0.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	3134.0	4036.0
106481836	3.0	68.0
106481840	0.0	0.0
106481841	0.0	0.0
100271358	1.0	18.0
81399	0.0	0.0
283422	0.0	0.0
344866	0.0	6.0
100271351	0.0	0.0
283420	28.0	28.0
100271354	0.0	0.0
81390	0.0	0.0
81392	0.0	0.0
643376	10.0	4.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	1.0	2.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	1.0	1.0
106481846	0.0	0.0
100307126	3.0	7.0
106481847	0.0	0.0
100271349	0.0	1.0
283417	432.0	98.0
283416	22.0	26.0
106481851	1.0	0.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	2.0	7.0
106481850	3.0	69.0
81382	0.0	0.0
81383	0.0	1.0
100271343	3.0	12.0
106481819	0.0	3.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	2140.0	2674.0
283487	312.0	2176.0
283486	0.0	4.0
283483	0.0	0.0
283481	392.0	27.0
283480	2.0	0.0
106481828	0.0	0.0
106481829	2.0	0.0
728143	2.0	0.0
106481822	0.0	0.0
106481823	1.0	0.0
106481820	0.0	0.0
106481821	1.0	0.0
106481826	1.0	2.0
106481827	1.0	1.0
106481824	2.0	0.0
106481825	0.0	0.0
56547	0.0	0.0
106481830	0.0	0.0
56548	726.0	154.0
283471	1.0	0.0
731789	0.0	0.0
728170	1.0	6.0
283464	2134.0	1542.0
283463	3.0	2.0
283461	12.0	0.0
283460	1.0	1.0
106481808	0.0	0.0
728167	3.0	3.0
106481809	1.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	0.0	4.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	0.0	0.0
106481802	2.0	1.0
106481803	0.0	0.0
81501	66.0	92.0
81502	5378.0	17290.0
283459	1395.0	1714.0
283458	6.0	57.0
283455	25.0	295.0
645900	0.0	0.0
283450	5078.0	5482.0
780776	53.0	82.0
728113	25.0	80.0
126410	11.0	21.0
728116	1.0	6.0
728115	2.0	0.0
728118	6.0	11.0
81533	4658.0	3288.0
126402	0.0	0.0
81532	872.0	1192.0
645930	0.0	1.0
731779	0.0	0.0
728106	2.0	5.0
645922	0.0	0.0
645927	5.0	3.0
728134	10.0	9.0
474170	226.0	345.0
728130	55.0	41.0
645940	0.0	0.0
728132	0.0	0.0
728137	0.0	0.0
81555	4296.0	3453.0
81556	1778.0	2410.0
81557	0.0	0.0
81558	1003.0	4363.0
645939	1.0	0.0
81551	0.0	4.0
101055625	32.0	14.0
81552	2590.0	3643.0
81553	3024.0	730.0
344905	0.0	56.0
81554	2358.0	3025.0
474167	8.0	49.0
81550	1881.0	1893.0
344901	4.0	0.0
645931	0.0	0.0
645950	1.0	0.0
728121	11.0	33.0
81537	1742.0	748.0
81539	1330.0	26551.0
728128	1.0	42.0
81544	3679.0	1200.0
81545	2733.0	2905.0
81542	2918.0	3403.0
81543	623.0	420.0
93517	135.0	358.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	1842.0	2835.0
126432	246.0	798.0
163404	1.0	9.0
138474	1.0	7.0
391365	0.0	0.0
391367	0.0	0.0
728192	0.0	13.0
728194	0.0	1.0
728190	1005.0	470.0
391378	61.0	0.0
138412	1.0	0.0
138428	9.0	9.0
138429	10.0	40.0
391356	431.0	933.0
391358	1.0	15.0
56521	21.0	8676.0
391282	0.0	3.0
643263	0.0	0.0
643264	0.0	1.0
100271209	23.0	13.0
222537	6.0	3.0
163351	1.0	65.0
100271217	0.0	1.0
100271216	0.0	0.0
100271218	1.0	1.0
401164	14.0	36.0
100271206	0.0	0.0
100271207	0.0	0.0
100271201	0.0	0.0
100271204	0.0	2.0
391266	0.0	0.0
440799	3.0	0.0
391267	46.0	69.0
222553	106.0	17.0
391269	0.0	2.0
440795	0.0	0.0
401152	14024.0	9491.0
126393	37260.0	197.0
8200	103.0	7.0
8204	11986.0	7608.0
8202	5570.0	9933.0
391276	0.0	0.0
391279	0.0	0.0
401145	140.0	93.0
222545	0.0	2.0
126382	463.0	1282.0
222546	2.0	3.0
606293	1.0	70.0
401138	0.0	22.0
401137	0.0	1.0
151393	420.0	261.0
692231	0.0	0.0
440738	941.0	15.0
692233	4.0	12.0
440737	20.0	73.0
8216	2569.0	2542.0
8214	73.0	180.0
440732	7.0	4.0
440730	6.0	41.0
222584	0.0	382.0
151325	0.0	0.0
8208	97.0	668.0
8209	151.0	170.0
8220	401.0	972.0
8226	951.0	1592.0
692223	0.0	0.0
8227	1003.0	2156.0
8224	72.0	26.0
692225	19.0	24.0
8225	1183.0	2307.0
692226	0.0	0.0
100381178	3.0	7.0
692227	1.0	76.0
692229	0.0	1.0
100310839	1.0	1.0
100310838	0.0	0.0
8218	580.0	854.0
8233	583.0	1468.0
692210	9.0	1.0
8237	2781.0	6388.0
401190	143.0	11.0
692212	4.0	20.0
692213	0.0	0.0
692214	2.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	1458.0	2409.0
8242	4306.0	7757.0
8243	5365.0	7863.0
692201	0.0	0.0
692202	0.0	0.0
692203	0.0	0.0
692204	0.0	0.0
692205	6.0	8.0
692206	0.0	0.0
692207	0.0	2.0
692208	3.0	0.0
692209	0.0	0.0
8241	1541.0	4948.0
100310812	2.0	0.0
8239	19786.0	14034.0
151354	53.0	523.0
100271291	0.0	0.0
93432	15.0	1.0
100271290	0.0	0.0
645841	0.0	0.0
93436	578.0	1997.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	1.0
81449	0.0	0.0
8251	0.0	0.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	1.0	0.0
106481785	0.0	0.0
106481786	0.0	0.0
106481783	10.0	0.0
283523	0.0	0.0
106481784	0.0	0.0
100310869	0.0	0.0
100271297	0.0	0.0
283521	2.0	21.0
100271296	0.0	0.0
645834	1.0	1.0
645832	0.0	1.0
100271293	0.0	0.0
100271292	0.0	1.0
100271295	1.0	1.0
645836	0.0	0.0
100271294	0.0	0.0
8266	1659.0	4197.0
93426	22.0	0.0
8269	468.0	1215.0
106481789	0.0	0.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	1.0	0.0
8263	746.0	1000.0
8260	534.0	2233.0
283518	39.0	28.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	1.0	1.0
81448	0.0	0.0
106481791	1.0	0.0
283514	1.0	4.0
106481796	6.0	30.0
81442	0.0	0.0
106481797	0.0	1.0
106481794	0.0	0.0
106481795	0.0	1.0
100271286	2.0	6.0
645846	1.0	0.0
100271288	0.0	0.0
645843	7.0	0.0
81440	0.0	0.0
100271284	0.0	0.0
8277	14.0	3.0
645864	1.0	327.0
342374	0.0	4.0
440714	0.0	2.0
342372	35.0	2.0
342371	6815.0	3553.0
440712	77.0	8.0
106481756	0.0	0.0
8270	277.0	2193.0
728218	0.0	1.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	1186.0	1982.0
728215	111.0	36.0
106481758	1.0	0.0
106481759	0.0	0.0
283507	28.0	39.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	43.0	70.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	0.0	0.0
100310848	0.0	0.0
106481762	3.0	0.0
81470	0.0	0.0
100271274	1.0	0.0
100310841	2.0	0.0
81472	3.0	0.0
81473	0.0	0.0
100310840	211.0	112.0
100271273	0.0	0.0
645859	0.0	0.0
8288	9.0	34.0
8289	6116.0	11713.0
8287	1.0	1.0
643210	2.0	6.0
106481767	0.0	0.0
728207	0.0	4.0
106481768	0.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	0.0	1.0
106481769	0.0	0.0
106481770	0.0	0.0
106481771	0.0	0.0
81469	1.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	0.0	1.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	0.0	0.0
81466	0.0	0.0
106481773	0.0	0.0
100310853	0.0	0.0
100271263	0.0	0.0
100310855	0.0	1.0
81462	0.0	0.0
100271260	15.0	2.0
100271262	0.0	1.0
100310851	0.0	0.0
342358	0.0	0.0
342357	478.0	681.0
100310850	2.0	3.0
100271261	0.0	0.0
643220	1.0	5.0
643224	1.0	230.0
645884	0.0	0.0
8291	1418.0	2141.0
401136	0.0	0.0
106481734	15.0	16.0
8292	89.0	345.0
401135	0.0	0.0
106481735	16.0	38.0
106481732	2.0	0.0
8290	0.0	2.0
106481733	0.0	0.0
8295	4517.0	4382.0
106481738	0.0	0.0
93474	261.0	547.0
106481739	0.0	0.0
8293	13.0	32.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	187.0	2455.0
106481741	0.0	0.0
106481742	0.0	0.0
100271259	1.0	1.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	0.0	2.0
100271253	5.0	0.0
645879	0.0	0.0
81493	558.0	296.0
81494	0.0	0.0
100271254	0.0	0.0
283562	1.0	0.0
81490	762.0	1200.0
81491	37.0	160.0
342346	11.0	9.0
100271250	0.0	1.0
100873064	1.0	0.0
643232	0.0	0.0
100873065	0.0	4.0
106481745	0.0	0.0
401124	24.0	37.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	16.0	78.0
106481749	0.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	0.0	0.0
100271245	1.0	2.0
106481753	5.0	7.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	2.0	0.0
106481751	0.0	0.0
401115	29.0	168.0
81488	1963.0	1123.0
283554	101.0	266.0
283553	20.0	5.0
100271244	0.0	0.0
643226	1.0	0.0
283551	23.0	151.0
106481718	0.0	0.0
106481719	1.0	0.0
643246	122.0	133.0
93492	10.0	9.0
106481712	0.0	0.0
106481713	0.0	3.0
106481710	0.0	3.0
106481711	0.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
