id	6a508e94-c094-4c0f-85c3-5ea50b54a399	cc55afdc-78e2-48c5-b1ac-386033852bca
6144	15915.0	12231.0
6143	48088.0	50354.0
100421313	7.0	4.0
6146	23940.0	20393.0
6145	1.0	1.0
6148	0.0	0.0
6147	23218.0	27876.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	1.0	0.0
100337591	4.0	3.0
6139	2166.0	2072.0
6138	59791.0	49711.0
6152	26544.0	23921.0
6155	22567.0	24082.0
6154	18772.0	20701.0
100421324	0.0	0.0
6157	32760.0	36031.0
6156	32026.0	35623.0
6159	29817.0	32533.0
6158	23047.0	33362.0
100421328	0.0	0.0
6150	657.0	954.0
101928527	344.0	372.0
6164	32675.0	28573.0
6163	8.0	5.0
6166	6344.0	5006.0
6165	27277.0	23502.0
6168	35286.0	34427.0
6167	31561.0	29557.0
100421338	1.0	1.0
6169	12746.0	12185.0
101928536	1.0	0.0
6160	35894.0	36175.0
101928537	0.0	0.0
6161	47564.0	43098.0
100421331	0.0	1.0
6175	82413.0	113866.0
6174	62.0	69.0
6176	57791.0	86063.0
101928545	106.0	98.0
6171	9787.0	9558.0
6170	4493.0	5146.0
6173	3833.0	4787.0
6172	407.0	411.0
100421340	0.0	0.0
100421341	6.0	3.0
100421354	0.0	0.0
6185	20272.0	19515.0
101928550	3.0	8.0
6188	62233.0	58958.0
6187	44698.0	70107.0
100421357	1.0	1.0
6189	31738.0	28929.0
101928555	85.0	22.0
6182	316.0	369.0
6181	27624.0	32154.0
6184	13819.0	14458.0
101928559	0.0	0.0
6183	803.0	948.0
100421350	12.0	10.0
100421351	12.0	7.0
100421353	2.0	8.0
6197	7549.0	2093.0
6196	4497.0	4522.0
6199	1466.0	1484.0
6198	3036.0	2428.0
6191	122288.0	121897.0
6193	30377.0	30772.0
6192	0.0	0.0
91373	646.0	939.0
6195	3024.0	3945.0
6194	110143.0	104815.0
390916	1107.0	1460.0
145407	482.0	402.0
100421363	5.0	0.0
100421376	0.0	0.0
100421379	1.0	1.0
91369	4396.0	2908.0
91368	1016.0	941.0
652489	1.0	1.0
390924	9.0	20.0
389901	7.0	9.0
390928	8.0	7.0
390927	809.0	476.0
100421371	4.0	2.0
100421374	27.0	19.0
389903	0.0	0.0
100421389	3.0	1.0
91392	893.0	235.0
389935	0.0	0.0
389932	1.0	2.0
100421384	17.0	20.0
100421398	8.0	8.0
100421399	0.0	0.0
101928513	2.0	5.0
91380	0.0	0.0
390904	1.0	1.0
145438	78.0	41.0
100421390	0.0	0.0
100421391	0.0	0.0
100421395	11.0	3.0
100421397	1.0	0.0
375316	59.0	27.0
375318	0.0	0.0
390963	114.0	103.0
375307	10.0	14.0
389941	72.0	68.0
389948	1.0	24.0
375337	1.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	105.0	29.0
387317	1.0	0.0
121457	797.0	715.0
389976	0.0	1.0
375341	668.0	683.0
387319	0.0	0.0
375323	4.0	1.0
389970	0.0	12.0
390940	156.0	55.0
133418	1351.0	2394.0
390948	0.0	0.0
121441	2184.0	1986.0
390949	0.0	0.0
652411	0.0	0.0
145370	0.0	2.0
102724954	1.0	0.0
54596	9.0	8.0
375484	561.0	435.0
91526	793.0	1248.0
133396	2.0	48.0
196951	369.0	352.0
91523	507.0	1299.0
91522	202.0	91.0
121391	8.0	1.0
145376	65.0	207.0
400986	1065.0	146.0
400984	15.0	21.0
196968	24.0	9.0
157378	2140.0	1477.0
723961	0.0	0.0
145389	483.0	476.0
157381	22.0	4.0
91543	397.0	769.0
91544	1293.0	1239.0
102724923	4.0	1.0
652423	2.0	0.0
169355	1.0	4.0
400966	2.0	0.0
121364	0.0	0.0
400961	1028.0	534.0
157376	3.0	1.0
91574	1646.0	1231.0
157313	80.0	261.0
157317	3.0	0.0
147991	2719.0	2723.0
399495	8.0	4.0
159963	2.0	0.0
100506965	772.0	216.0
100506963	81.0	43.0
387495	0.0	0.0
387496	449.0	430.0
387494	4.0	9.0
387491	1.0	1.0
387492	86.0	42.0
387486	0.0	0.0
157310	64.0	72.0
100506994	157.0	128.0
338470	2.0	2.0
170302	41.0	2.0
204010	6.0	8.0
399473	160.0	209.0
399474	407.0	218.0
91584	1292.0	760.0
159989	32.0	14.0
91582	1437.0	1497.0
107126360	1.0	0.0
133383	447.0	369.0
100506930	1564.0	2042.0
100820741	0.0	0.0
338448	0.0	0.0
8808	193.0	31.0
8809	125.0	125.0
54512	574.0	732.0
54511	394.0	56.0
54510	2252.0	1738.0
54516	703.0	456.0
8802	4797.0	3514.0
8803	2863.0	1911.0
54514	4.0	2.0
8800	2225.0	4516.0
8801	4450.0	4795.0
8807	28.0	35.0
400916	601.0	487.0
54518	888.0	719.0
8804	6840.0	8037.0
100506939	1.0	7.0
54517	1214.0	1447.0
8805	2554.0	2626.0
8820	64.0	46.0
8821	9234.0	7140.0
338440	625.0	1310.0
338442	338.0	117.0
8819	387.0	593.0
100820732	0.0	0.0
255620	1.0	0.0
54522	550.0	635.0
54521	1522.0	1103.0
54520	3295.0	2390.0
100820735	1.0	1.0
8813	1977.0	1570.0
170393	2.0	5.0
8814	83.0	122.0
170392	9.0	9.0
100506925	1.0	0.0
8811	1.0	2.0
8812	637.0	648.0
8817	23.0	57.0
8818	1995.0	2747.0
54529	3640.0	2565.0
255626	0.0	0.0
8815	4349.0	4640.0
8816	5076.0	4415.0
170394	591.0	1287.0
8831	1464.0	1367.0
8832	258.0	769.0
100506953	1.0	0.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1906.0	1179.0
54532	6850.0	2380.0
54531	1122.0	1024.0
54538	2281.0	1552.0
8824	4301.0	2153.0
8825	2865.0	266.0
54537	2183.0	2549.0
54536	1821.0	2737.0
8822	12.0	2.0
8823	12.0	10.0
54535	1200.0	1111.0
8828	2443.0	2326.0
8829	7369.0	7310.0
8826	34209.0	25343.0
54539	2567.0	3062.0
8842	11485.0	3992.0
8843	72.0	48.0
8840	39.0	1503.0
8841	3459.0	2996.0
100158257	0.0	0.0
54541	5319.0	3862.0
54540	2450.0	1704.0
54545	5489.0	3332.0
54544	0.0	0.0
54543	7185.0	6386.0
54542	4573.0	2734.0
54549	1852.0	542.0
8835	4157.0	533.0
8836	646.0	985.0
8833	5132.0	4561.0
8834	1079.0	1016.0
54546	56.0	7.0
8839	933.0	705.0
8837	9786.0	6512.0
8838	250.0	46.0
101928483	25.0	24.0
8850	1718.0	746.0
101928484	0.0	1.0
8853	1354.0	967.0
8854	766.0	71.0
8851	133.0	346.0
8852	2.0	0.0
400960	1485.0	1172.0
338412	2.0	0.0
338413	0.0	0.0
54552	766.0	607.0
400957	2.0	3.0
54551	93.0	85.0
54550	39.0	13.0
196996	3018.0	570.0
400955	85.0	26.0
400954	130.0	27.0
54556	1041.0	625.0
54555	1951.0	2043.0
400952	8.0	7.0
54554	1053.0	725.0
400950	2.0	3.0
8846	790.0	736.0
100820709	1.0	0.0
8847	75.0	173.0
54558	1712.0	1233.0
8844	953.0	783.0
54557	699.0	511.0
8848	32174.0	11998.0
196993	501.0	383.0
8861	4499.0	5896.0
101928492	900.0	563.0
8864	10906.0	3005.0
6201	26332.0	21746.0
6203	30774.0	28180.0
8862	895.0	174.0
101928496	0.0	0.0
8863	4448.0	2272.0
6202	61053.0	68468.0
723972	4.0	7.0
400946	27.0	16.0
400945	67.0	46.0
54567	1070.0	623.0
54566	2748.0	2451.0
400941	0.0	1.0
8857	2923.0	6851.0
8858	14.0	6.0
54569	0.0	0.0
8856	28.0	5.0
54568	0.0	0.0
8859	672.0	665.0
8871	3508.0	2162.0
8872	2691.0	3776.0
6210	26816.0	32468.0
8870	3304.0	13440.0
100421500	0.0	0.0
8875	37.0	91.0
8876	109.0	58.0
8874	4358.0	3662.0
100421506	3.0	1.0
100421509	0.0	0.0
54570	1.0	0.0
400935	0.0	20.0
54574	1.0	0.0
54573	7.0	0.0
54572	944.0	0.0
400932	0.0	17.0
54571	133.0	0.0
54578	2.0	0.0
255631	47.0	156.0
400931	253.0	57.0
54577	0.0	0.0
54576	1.0	0.0
54575	0.0	0.0
6205	56159.0	55886.0
100506915	7.0	11.0
8869	525.0	574.0
6204	7751.0	7455.0
6207	21304.0	21216.0
6206	47271.0	53276.0
8867	1179.0	798.0
54579	0.0	0.0
6209	8531.0	9662.0
6208	37185.0	34743.0
170384	1416.0	1477.0
100506916	0.0	0.0
8882	2537.0	1934.0
8883	3028.0	1857.0
8880	7508.0	5935.0
8881	4960.0	4625.0
8886	6376.0	5227.0
6223	30088.0	30553.0
100421512	1.0	0.0
8887	11424.0	14565.0
6222	84146.0	85956.0
8884	6883.0	10583.0
6224	36635.0	43320.0
100421515	28.0	17.0
54581	342.0	218.0
54580	0.0	0.0
54585	2763.0	3079.0
54584	179.0	150.0
54583	4263.0	3586.0
54587	5035.0	6593.0
54586	4.0	1.0
8879	5341.0	10991.0
170371	1044.0	368.0
170370	1.0	0.0
8877	1600.0	1219.0
6218	37493.0	37859.0
6217	23938.0	29988.0
8878	11053.0	11111.0
6219	1.0	2.0
100506907	2.0	0.0
100506906	165.0	244.0
255649	1.0	0.0
6230	27695.0	27013.0
8893	3691.0	3267.0
8894	3660.0	3231.0
101928440	0.0	0.0
8891	1726.0	1184.0
6232	31223.0	45166.0
8892	1450.0	1217.0
6231	2385.0	3010.0
8897	863.0	664.0
6234	7513.0	7805.0
8898	2472.0	1995.0
6233	34334.0	28060.0
8895	10658.0	12043.0
6236	318.0	55.0
8896	1908.0	2646.0
6235	13367.0	14795.0
101928442	0.0	0.0
101928448	19.0	21.0
8890	2310.0	2149.0
280659	2.0	0.0
280657	49.0	36.0
280658	0.0	0.0
280655	2.0	2.0
253039	2599.0	1572.0
6227	12770.0	13519.0
6226	5.0	1.0
6229	54812.0	72544.0
8888	6007.0	4576.0
6228	34388.0	32263.0
6241	315.0	810.0
6240	4274.0	5232.0
100421411	0.0	0.0
6242	2167.0	2316.0
100421413	5.0	5.0
101928455	2.0	0.0
6244	3.0	1.0
6247	4.0	6.0
100421415	7.0	20.0
6246	0.0	0.0
280644	0.0	0.0
253044	3.0	1.0
6238	11950.0	7460.0
6237	1706.0	2249.0
8899	7354.0	4821.0
6239	5147.0	5215.0
6252	1326.0	1355.0
100421420	3.0	2.0
6251	5402.0	5694.0
100421422	1.0	0.0
6253	1197.0	1334.0
6256	5779.0	6438.0
100421424	0.0	0.0
6258	26.0	8.0
6257	3061.0	2195.0
100421428	1.0	0.0
101928469	0.0	4.0
100421429	3.0	2.0
280637	0.0	0.0
280636	2006.0	2644.0
253018	103.0	43.0
253017	0.0	0.0
253012	866.0	903.0
6249	7676.0	5355.0
6248	0.0	0.0
6263	741.0	69.0
100421431	3.0	1.0
6262	370.0	62.0
100421432	2.0	1.0
101928470	1.0	1.0
100421433	1.0	1.0
100421436	49.0	20.0
100421439	1.0	0.0
6261	542.0	121.0
6260	4.0	0.0
6259	6281.0	4509.0
100421430	0.0	0.0
6274	24.0	53.0
6273	240.0	783.0
6276	14.0	6.0
6275	3444.0	2304.0
6278	10.0	2037.0
6277	21561.0	16556.0
6279	162.0	130.0
6272	10211.0	9452.0
6271	1327.0	1382.0
6285	1788.0	313.0
6284	2365.0	6343.0
100421455	0.0	0.0
6286	12.0	242.0
6289	1720.0	282.0
6288	8067.0	1640.0
6281	8761.0	8998.0
6280	962.0	2098.0
6283	2.0	2.0
6282	13591.0	27519.0
123920	3477.0	3408.0
100421451	0.0	0.0
6296	5956.0	199.0
6295	17.0	1.0
6297	2285.0	1459.0
6299	32.0	118.0
101928420	0.0	0.0
6290	0.0	0.0
6291	126.0	10.0
6294	4520.0	3997.0
6293	3659.0	3972.0
100421478	0.0	0.0
100421479	1.0	3.0
280664	1.0	0.0
54505	3839.0	3849.0
280660	0.0	0.0
54504	907.0	866.0
280661	14.0	6.0
54503	1342.0	911.0
54502	8698.0	11919.0
54509	32.0	75.0
123904	0.0	0.0
54508	52.0	38.0
100421473	0.0	0.0
54507	1010.0	426.0
100421487	0.0	0.0
133308	670.0	559.0
147945	2.0	0.0
123970	2.0	1.0
100421480	1.0	0.0
147947	1302.0	605.0
147948	370.0	255.0
147949	375.0	276.0
100421484	2.0	0.0
100421485	0.0	1.0
100421498	5.0	0.0
100421499	0.0	0.0
101060006	2.0	1.0
101060005	1.0	0.0
101060004	0.0	1.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	0.0	0.0
147965	775.0	725.0
147968	126.0	56.0
107126289	1.0	0.0
107126287	11.0	4.0
101060039	0.0	26.0
121360	0.0	0.0
101060032	11.0	10.0
135924	0.0	0.0
135927	8.0	7.0
121355	11.0	26.0
147906	132.0	278.0
135932	1090.0	1867.0
101060045	1.0	0.0
135935	3.0	0.0
101060040	0.0	1.0
147912	626.0	856.0
135942	0.0	0.0
135941	0.0	0.0
121340	2.0	2.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	11.0	5.0
147923	943.0	730.0
147920	4.0	44.0
147929	248.0	213.0
104326192	0.0	0.0
104326193	1.0	2.0
375444	182.0	168.0
104326189	10.0	0.0
101060020	0.0	1.0
375449	6051.0	3193.0
104326188	1.0	0.0
121328	4.0	3.0
91653	4995.0	1767.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	1096.0	27.0
27085	312.0	303.0
27086	8683.0	5157.0
389756	6.0	0.0
147429	50.0	23.0
27089	2909.0	2681.0
91646	304.0	1690.0
91647	721.0	857.0
642968	2.0	0.0
135458	9.0	2.0
390766	0.0	0.0
27098	473.0	588.0
27099	1.0	0.0
27097	1960.0	2524.0
389741	66.0	33.0
27090	559.0	1221.0
27091	1.0	0.0
27094	138.0	155.0
27095	3043.0	2924.0
27092	2537.0	6339.0
642976	139.0	138.0
400629	0.0	2.0
27093	5.0	2.0
160428	730.0	851.0
375133	90.0	35.0
387122	3.0	1.0
390730	2.0	0.0
390732	0.0	0.0
390735	0.0	0.0
387119	549.0	239.0
27063	5.0	16.0
387117	0.0	0.0
27069	10167.0	11497.0
400612	10.0	2.0
27067	2721.0	4283.0
27068	4159.0	4015.0
221908	403.0	858.0
341799	0.0	0.0
400619	57.0	134.0
642987	178.0	80.0
400618	1285.0	143.0
400617	164.0	15.0
64065	23910.0	18913.0
91662	15.0	23.0
91663	25444.0	10669.0
64064	21.0	8.0
64067	472.0	188.0
64066	38.0	20.0
91661	927.0	753.0
91664	881.0	741.0
147463	1315.0	196.0
387111	6.0	0.0
27076	3956.0	3215.0
390748	5.0	0.0
27077	607.0	416.0
400604	52.0	43.0
27074	129.0	894.0
27075	8229.0	10246.0
389766	2.0	1.0
387103	267.0	164.0
387104	10.0	7.0
27079	531.0	540.0
389763	1.0	0.0
341784	1.0	2.0
642996	0.0	1.0
27072	4088.0	4193.0
160419	3.0	0.0
64061	3634.0	923.0
400609	0.0	0.0
160418	2680.0	2072.0
64063	523.0	472.0
27071	751.0	1218.0
64062	5225.0	3622.0
91695	895.0	238.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	3246.0	337.0
100313770	0.0	0.0
64077	1349.0	1383.0
91694	2533.0	1872.0
100313771	0.0	0.0
390790	1.0	0.0
221927	2137.0	2961.0
390792	8.0	2.0
400680	46.0	22.0
27043	4017.0	4061.0
27044	12669.0	16926.0
27042	2603.0	3269.0
389799	4.0	25.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	923.0	271.0
100313777	0.0	0.0
27040	26.0	16.0
100313774	0.0	0.0
64073	202.0	111.0
64087	13334.0	10951.0
221914	61.0	48.0
64089	712.0	938.0
100313781	0.0	0.0
91683	3929.0	1423.0
91689	2432.0	1958.0
100313780	0.0	0.0
245908	0.0	0.0
91687	270.0	461.0
245909	0.0	0.0
400673	431.0	575.0
389792	124.0	404.0
389791	0.0	1.0
387129	0.0	0.0
400668	2.0	4.0
389787	9.0	12.0
64081	689.0	670.0
64080	373.0	551.0
64083	8289.0	9045.0
64084	10786.0	12923.0
64098	193.0	481.0
64097	1147.0	765.0
400660	42.0	9.0
8909	54.0	47.0
27022	2.0	0.0
8907	2151.0	2393.0
341757	1.0	0.0
400658	18.0	57.0
8908	2405.0	783.0
147407	0.0	5.0
27020	8808.0	6586.0
400657	721.0	910.0
27023	3.0	1.0
400654	0.0	0.0
64090	5.0	18.0
64092	86.0	287.0
64091	328.0	295.0
8900	71.0	25.0
64094	4464.0	10796.0
8905	1380.0	1440.0
147409	2.0	3.0
64093	493.0	129.0
8906	2611.0	2798.0
64096	0.0	0.0
8904	5139.0	5562.0
221935	1209.0	619.0
221937	5434.0	3776.0
221938	1.0	0.0
400652	5.0	2.0
400650	3.0	1.0
27039	12.0	13.0
27032	9250.0	6354.0
27033	24.0	18.0
27030	1862.0	1381.0
27031	1109.0	541.0
27036	13.0	37.0
400645	0.0	0.0
27037	1555.0	1297.0
400644	107.0	5.0
27034	2062.0	1482.0
400643	19.0	0.0
27035	49.0	69.0
8912	183.0	300.0
100313769	1.0	1.0
8913	294.0	145.0
8910	3949.0	1745.0
8911	73.0	46.0
8916	3071.0	1138.0
8914	1263.0	1783.0
8915	1708.0	1686.0
245935	0.0	0.0
245936	0.0	0.0
245937	15.0	2.0
245938	0.0	0.0
8930	2510.0	2527.0
245939	0.0	0.0
221960	385.0	550.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	1.0
245934	0.0	0.0
8929	0.0	0.0
8924	6779.0	4297.0
8927	355.0	131.0
8928	7.0	10.0
8925	9127.0	4203.0
8926	30.0	14.0
221955	1187.0	1626.0
8941	0.0	0.0
8942	2704.0	512.0
375189	47.0	36.0
8940	26.0	29.0
245940	0.0	0.0
206338	115.0	19.0
375190	533.0	500.0
196446	41.0	10.0
8934	1677.0	3008.0
8935	3413.0	1549.0
196441	3146.0	1986.0
8932	5431.0	6244.0
8933	3459.0	3119.0
8938	626.0	1526.0
8939	3832.0	3295.0
8936	886.0	910.0
326105	5.0	0.0
245913	0.0	0.0
245915	0.0	0.0
221981	938.0	538.0
245910	0.0	0.0
206358	661.0	864.0
245911	0.0	0.0
245912	5.0	1.0
196415	1.0	1.0
642909	3.0	4.0
642907	2.0	2.0
8945	3123.0	8485.0
54659	0.0	0.0
54658	0.0	0.0
8943	8002.0	7617.0
54657	0.0	0.0
8944	0.0	0.0
196410	44.0	10.0
245927	0.0	0.0
245928	0.0	0.0
6300	197.0	180.0
245929	0.0	0.0
6302	3102.0	3200.0
6301	7781.0	7247.0
160492	3.0	6.0
54662	3720.0	3046.0
54661	13.0	18.0
54660	49.0	33.0
54665	2688.0	1958.0
54664	5838.0	7523.0
54663	1088.0	1062.0
8970	46.0	51.0
8971	3375.0	4283.0
101928363	12.0	3.0
8974	2316.0	2533.0
6311	2640.0	2640.0
8975	1907.0	1434.0
6310	3726.0	3361.0
91612	4032.0	3075.0
100421601	0.0	0.0
8972	180.0	12.0
8973	2.0	36.0
245972	7.0	11.0
245973	224.0	91.0
54677	2531.0	2757.0
54676	2242.0	2526.0
54675	2188.0	2136.0
147468	0.0	0.0
54674	303.0	88.0
6304	3003.0	4541.0
6303	8775.0	10263.0
8968	1.0	4.0
6305	4162.0	3311.0
91603	1193.0	853.0
91608	83.0	127.0
6307	5014.0	2288.0
642924	8.0	3.0
8969	169.0	161.0
6309	6921.0	2009.0
91607	1475.0	1143.0
6320	319.0	576.0
6322	960.0	520.0
8985	2568.0	3731.0
8986	1104.0	1565.0
64002	0.0	0.0
101928378	142.0	84.0
6324	312.0	315.0
64005	186.0	366.0
6323	2.0	1.0
101928376	8.0	8.0
54680	1999.0	1440.0
642938	62.0	832.0
54682	3345.0	3561.0
54681	1873.0	2443.0
196403	2140.0	2121.0
6315	0.0	54.0
6314	3258.0	2395.0
6317	0.0	0.0
8976	6281.0	7969.0
6319	50167.0	23548.0
6318	1.0	1.0
642935	9.0	5.0
8992	6839.0	7731.0
8993	4.0	1.0
6331	92.0	36.0
8991	7168.0	7763.0
6330	3205.0	776.0
100421621	25.0	12.0
8996	1227.0	890.0
101928388	10.0	1.0
6332	510.0	222.0
8997	1954.0	493.0
8994	2820.0	3351.0
6335	133.0	93.0
8995	31.0	45.0
6334	387.0	119.0
147495	4757.0	1746.0
100421629	0.0	2.0
8989	1.0	8.0
6326	2115.0	81.0
8987	199.0	139.0
6328	383.0	53.0
91624	1410.0	729.0
6327	982.0	99.0
8988	0.0	0.0
6329	308.0	101.0
642946	69.0	106.0
6340	389.0	77.0
6342	14435.0	8713.0
6341	2297.0	2258.0
6344	22.0	58.0
100421633	1.0	0.0
6343	1.0	11.0
100421634	1.0	2.0
6346	0.0	1.0
6345	83.0	50.0
100421638	0.0	0.0
642958	0.0	0.0
642959	0.0	0.0
6337	6587.0	6267.0
642952	0.0	1.0
6336	1.0	1.0
6339	200.0	197.0
91614	45.0	76.0
8999	127.0	12.0
6338	702.0	99.0
642954	43.0	34.0
6351	264.0	213.0
6352	528.0	1560.0
6355	146.0	40.0
6354	0.0	0.0
6357	111.0	46.0
6356	3.0	31.0
100421528	0.0	2.0
6348	223.0	125.0
6347	1373.0	1094.0
196394	423.0	433.0
6362	49.0	29.0
6361	7.0	28.0
6364	13.0	33.0
6363	161.0	1539.0
100421533	13.0	23.0
6366	1874.0	1687.0
100421535	0.0	0.0
6368	19.0	14.0
6367	197.0	1305.0
101928337	0.0	0.0
6360	18.0	4.0
255349	3.0	0.0
6359	0.0	0.0
6358	777.0	170.0
6373	17.0	580.0
101928340	4.0	17.0
6372	62.0	17.0
100421542	0.0	0.0
6375	27.0	75.0
6374	75.0	13.0
100421545	14.0	7.0
6376	31719.0	4413.0
101928345	0.0	1.0
100421549	0.0	0.0
6370	7.0	1.0
255313	0.0	0.0
196374	2.0	1.0
6369	7.0	0.0
6383	7890.0	10688.0
6386	9289.0	10808.0
6385	36567.0	13600.0
6388	2103.0	2226.0
6387	14721.0	9417.0
6389	4701.0	4955.0
255330	0.0	0.0
6382	10285.0	21250.0
102724246	14.0	13.0
255324	17.0	13.0
196385	96.0	113.0
196383	1946.0	1564.0
100421550	0.0	0.0
6397	6799.0	4270.0
100421565	0.0	0.0
6396	4113.0	4086.0
100421566	0.0	0.0
6399	1147.0	1188.0
6398	556.0	1414.0
6391	5202.0	7338.0
6390	2917.0	2891.0
6392	3760.0	3135.0
282997	101.0	133.0
282996	368.0	251.0
100134229	505.0	188.0
282991	1747.0	2544.0
100421560	0.0	0.0
100421577	23.0	31.0
100421579	3.0	7.0
255394	1009.0	681.0
102724224	11.0	152.0
54600	4.0	0.0
54602	2654.0	2027.0
282980	0.0	0.0
54606	3808.0	4934.0
100421572	0.0	0.0
100421588	1.0	7.0
100421589	166.0	18.0
282974	340.0	903.0
282973	176.0	150.0
54619	746.0	495.0
100421581	0.0	0.0
196335	2.0	1.0
100421582	17.0	18.0
54617	3226.0	2704.0
100421598	0.0	0.0
100421599	0.0	1.0
255374	39.0	97.0
282969	165.0	103.0
102724201	4.0	2.0
282966	0.0	0.0
54622	2926.0	1820.0
100134259	78.0	37.0
54621	1199.0	1561.0
54620	865.0	1711.0
54626	60.0	314.0
54625	4347.0	7339.0
54623	3882.0	3548.0
54629	3644.0	2083.0
54627	320.0	274.0
27005	1624.0	3332.0
27006	1.0	3.0
27000	1964.0	2179.0
27004	3.0	4.0
27018	3010.0	1904.0
27019	101.0	60.0
400591	1.0	0.0
27010	275.0	203.0
27012	6.0	1.0
27013	3697.0	4982.0
400581	1.0	2.0
400578	3.0	0.0
400569	675.0	751.0
400566	331.0	577.0
389715	1.0	0.0
100313829	1.0	0.0
390729	0.0	0.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	79.0	93.0
389730	0.0	0.0
100038246	0.0	0.0
389727	0.0	0.0
91775	2576.0	1072.0
390872	0.0	0.0
390874	5.0	1.0
654835	0.0	0.0
400759	175.0	171.0
400757	0.0	0.0
125997	0.0	0.0
389874	2.0	0.0
389873	1.0	3.0
400752	124.0	90.0
137994	216.0	334.0
642843	10.0	3.0
91768	2699.0	4324.0
64151	180.0	498.0
64150	89.0	27.0
64168	402.0	94.0
64167	3776.0	6994.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	2.0	0.0
125988	1089.0	1291.0
400746	1269.0	128.0
400745	3.0	3.0
389866	6.0	4.0
150962	795.0	700.0
64175	1446.0	2076.0
162968	153.0	258.0
64174	63.0	60.0
162966	741.0	576.0
162967	1951.0	1595.0
162962	769.0	723.0
162963	360.0	466.0
125981	61.0	7.0
149992	0.0	0.0
390856	0.0	0.0
390858	2.0	7.0
27187	2.0	1.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	417.0	377.0
149986	2291.0	2500.0
147323	1.0	4.0
326293	4.0	1.0
100313839	0.0	0.0
389898	0.0	3.0
100313837	0.0	0.0
326295	1.0	4.0
27189	1.0	1.0
100313838	0.0	0.0
326294	0.0	1.0
125972	1.0	1.0
642864	5.0	6.0
100313835	1.0	0.0
326296	0.0	0.0
326298	0.0	0.0
375260	235.0	197.0
27183	3418.0	1966.0
64170	236.0	171.0
642869	0.0	0.0
27180	32.0	71.0
27181	55.0	71.0
64172	747.0	699.0
100313830	0.0	1.0
375248	474.0	243.0
91782	3159.0	3707.0
27197	46.0	64.0
147339	2490.0	2362.0
27198	4868.0	3487.0
27195	0.0	0.0
125965	97.0	509.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	105.0	10.0
400720	1139.0	446.0
149998	8.0	3.0
389884	2.0	0.0
326286	0.0	0.0
27190	182.0	54.0
64180	5.0	3.0
27193	0.0	0.0
100313842	0.0	0.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	18.0	10.0
64184	8.0	0.0
100313840	1.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	18.0	1.0
387264	20.0	11.0
387263	1846.0	1577.0
206412	63.0	25.0
27164	0.0	0.0
27165	55.0	43.0
27163	2015.0	701.0
400799	1.0	160.0
400798	44.0	84.0
27166	1877.0	1969.0
400797	0.0	0.0
326272	1.0	0.0
326275	4.0	2.0
326277	1.0	0.0
326279	2.0	2.0
27160	1.0	0.0
27161	4266.0	3000.0
326278	5.0	6.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	0.0	1.0
387254	0.0	0.0
400793	3384.0	3010.0
150928	55.0	50.0
27175	1203.0	821.0
149934	1.0	0.0
27173	6605.0	13218.0
150921	11.0	20.0
27179	1.0	0.0
27177	0.0	0.0
27178	0.0	0.0
341883	5.0	3.0
341880	0.0	0.0
27170	0.0	0.0
326269	0.0	1.0
137964	4982.0	5905.0
390892	0.0	0.0
375298	250.0	495.0
149951	2839.0	3177.0
27148	1910.0	2594.0
390895	0.0	0.0
206426	2.0	0.0
27143	708.0	971.0
27141	53.0	22.0
27146	101.0	464.0
106029310	0.0	0.0
27147	615.0	300.0
27145	713.0	412.0
123355	949.0	738.0
137970	8.0	5.0
375287	1470.0	1463.0
387276	0.0	0.0
27159	0.0	0.0
387273	11.0	15.0
150947	1.0	0.0
150946	250.0	369.0
27153	1204.0	1330.0
27154	4944.0	4774.0
400769	0.0	0.0
27151	2265.0	456.0
27152	2501.0	1332.0
123346	3.0	1.0
27158	635.0	868.0
400765	8.0	0.0
100293516	1157.0	762.0
387266	0.0	0.0
27156	19.0	7.0
149954	0.0	0.0
387267	0.0	1.0
375295	227.0	976.0
100313886	1.0	0.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	11.0	1.0
160365	13.0	33.0
160364	20.0	38.0
102724316	1134.0	889.0
54754	0.0	0.0
54753	1062.0	596.0
54752	5.0	0.0
54751	3888.0	5421.0
54758	1403.0	777.0
54757	925.0	589.0
