id	87ba691e-883a-4e45-9649-ab80e53c9243	519e5c0f-8649-4676-8618-79cdc1770de0
1955	7102.0	4802.0
1965	4840.0	9636.0
1964	8503.0	7744.0
199857	712.0	898.0
1962	1462.0	720.0
1961	4.0	5.0
1960	10528.0	1929.0
220296	729.0	1.0
1969	2739.0	572.0
1968	18161.0	21263.0
1967	4209.0	5403.0
114904	517.0	1220.0
114905	791.0	14.0
114907	33095.0	6373.0
114908	20382.0	16569.0
340094	0.0	0.0
643783	264.0	161.0
114900	19.0	7.0
653108	15.0	1.0
401450	0.0	0.0
114902	0.0	0.0
1975	48893.0	49886.0
1974	33672.0	27750.0
1973	714.0	610.0
283888	6.0	6.0
401447	1.0	0.0
653113	133.0	173.0
1979	32222.0	8690.0
1978	1086.0	1441.0
1977	1974.0	4302.0
643790	14.0	28.0
1990	0.0	11.0
256281	625.0	656.0
1987	2.0	6.0
1986	3.0	8.0
1984	11384.0	33814.0
1983	21826.0	21286.0
1982	57345.0	84675.0
283876	233.0	69.0
1981	20283.0	43169.0
1980	10.0	9.0
283871	432.0	1388.0
283870	77.0	58.0
105375616	0.0	0.0
340075	39.0	110.0
340073	0.0	1.0
653125	22.0	2.0
401431	314.0	81.0
83528	0.0	2.0
1998	4318.0	3364.0
1997	6795.0	6157.0
283869	2.0	19.0
1996	29.0	34.0
401428	64.0	19.0
83538	159.0	35.0
1995	3.0	2.0
401427	72.0	21.0
283867	2.0	59.0
1994	4007.0	8222.0
1993	29.0	492.0
1992	4048.0	2215.0
1991	28.0	0.0
283860	9.0	21.0
83530	4.0	8.0
340069	1.0	1.0
1999	9442.0	6800.0
105375606	1.0	3.0
340061	3104.0	1418.0
653115	71.0	117.0
653121	832.0	518.0
653122	88.0	76.0
283854	0.0	0.0
653123	0.0	0.0
401491	214.0	6.0
100124412	0.0	0.0
653147	2.0	9.0
401498	0.0	11.0
653149	37.0	0.0
401497	0.0	0.0
401494	1164.0	1715.0
401492	763.0	84.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	5343.0	5340.0
83539	1089.0	171.0
83547	512.0	165.0
83546	0.0	10.0
653140	145.0	3.0
83549	2409.0	2011.0
83548	3413.0	3779.0
83543	6994.0	16876.0
653145	710.0	36.0
83544	2113.0	2166.0
83541	780.0	1073.0
83540	69.0	2304.0
126917	4612.0	1138.0
340037	32.0	25.0
114926	2203.0	1702.0
114928	2651.0	1379.0
339044	3.0	4.0
256297	1.0	1.0
401474	1169.0	1684.0
653174	0.0	0.0
653175	1.0	6.0
340024	0.0	3.0
114915	2525.0	1246.0
401466	1476.0	1463.0
653162	25.0	48.0
653163	0.0	1.0
283899	2288.0	2067.0
653166	0.0	0.0
283897	780.0	181.0
339145	10.0	1.0
391723	0.0	0.0
391722	7.0	16.0
10778	2630.0	3586.0
10777	0.0	0.0
10772	8109.0	9485.0
340120	4.0	216.0
10771	11662.0	13242.0
10773	1350.0	2121.0
10776	13619.0	15191.0
10775	1462.0	2222.0
10788	9194.0	2876.0
391739	1.0	3.0
10781	4072.0	2399.0
10780	1101.0	836.0
10783	3459.0	2656.0
10782	2408.0	2357.0
10785	510.0	931.0
10787	16912.0	17643.0
10786	1.0	1.0
102606463	676.0	98.0
731308	0.0	3.0
339122	104.0	96.0
339123	2378.0	2218.0
102606462	17.0	6.0
391701	1.0	0.0
391703	0.0	0.0
151827	262.0	190.0
126826	5.0	12.0
643719	114.0	19.0
10755	2503.0	4921.0
151825	0.0	2.0
10758	3067.0	6759.0
126823	297.0	330.0
126820	44.0	21.0
10750	94.0	38.0
10752	10715.0	1135.0
10751	0.0	0.0
10753	56.0	567.0
643714	6.0	26.0
138864	0.0	0.0
391712	15.0	4.0
391714	4.0	0.0
114836	193.0	226.0
10767	4202.0	7897.0
10766	7656.0	6991.0
151835	1.0	5.0
10769	17244.0	23952.0
391718	0.0	0.0
10768	14247.0	12537.0
126811	1.0	1.0
643723	14.0	1.0
10761	2.0	58.0
10763	12146.0	3298.0
10762	4308.0	7507.0
10765	7113.0	16360.0
101929179	3.0	1.0
388112	1.0	0.0
339105	107.0	27.0
83707	1087.0	682.0
83706	693.0	793.0
10734	313.0	286.0
10733	244.0	2156.0
83714	1064.0	315.0
10736	90.0	112.0
401648	1.0	4.0
643739	0.0	2.0
10735	14442.0	12802.0
401647	532.0	98.0
10738	2.0	3.0
401646	1.0	0.0
10737	28.0	39.0
10739	3.0	2.0
376132	0.0	0.0
10730	11386.0	17127.0
101929184	3.0	0.0
10732	1353.0	1631.0
138804	0.0	0.0
138805	1.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	13.0	13.0
124221	23.0	250.0
124222	251.0	1673.0
114897	3649.0	561.0
114898	217.0	278.0
124220	1712.0	7290.0
114899	327.0	581.0
391777	15.0	37.0
10745	616.0	1110.0
56104	120.0	241.0
83700	4675.0	1449.0
401638	2.0	1.0
10744	2.0	0.0
56105	218.0	54.0
10747	283.0	79.0
401637	1.0	0.0
56106	492.0	121.0
10746	6130.0	6695.0
56107	306.0	75.0
10749	11499.0	13646.0
56100	440.0	103.0
401634	1.0	0.0
10748	379.0	217.0
56101	538.0	85.0
56102	118.0	51.0
56103	295.0	164.0
643744	3.0	6.0
10741	2690.0	3650.0
56108	212.0	444.0
10740	45.0	36.0
643749	355.0	140.0
56109	335.0	166.0
10743	2888.0	5264.0
342732	1.0	15.0
10742	3584.0	405.0
101929198	1.0	0.0
101929196	1.0	2.0
100420811	9.0	12.0
114884	1794.0	2093.0
317774	0.0	0.0
114885	1638.0	3055.0
401630	0.0	1.0
317772	4.0	7.0
100419821	1.0	1.0
56110	337.0	68.0
317778	0.0	0.0
83729	18.0	20.0
317775	1.0	0.0
83734	758.0	451.0
10712	1540.0	5170.0
83733	246.0	238.0
10714	1879.0	8417.0
126868	37.0	115.0
317769	0.0	0.0
100419829	0.0	0.0
10713	3019.0	4959.0
317768	0.0	0.0
10716	7.0	8.0
100419827	0.0	0.0
56111	299.0	118.0
10715	13.0	12.0
56112	235.0	62.0
56113	668.0	183.0
83732	1646.0	1760.0
10718	87.0	110.0
10717	1036.0	891.0
56114	84.0	345.0
388125	76.0	25.0
401629	0.0	0.0
317781	2174.0	3062.0
388122	1.0	3.0
83719	3635.0	3339.0
56120	11.0	1.0
56121	271.0	42.0
114876	9762.0	3596.0
388121	420.0	239.0
83716	8041.0	2950.0
83715	537.0	2393.0
114879	2431.0	1799.0
100420829	0.0	0.0
10723	4818.0	4376.0
56126	292.0	116.0
83723	34.0	407.0
126859	6.0	2.0
56127	290.0	119.0
10725	8625.0	6455.0
56128	62.0	290.0
56129	442.0	123.0
10724	18002.0	26958.0
114880	731.0	1395.0
56122	766.0	283.0
388115	1901.0	893.0
401613	13.0	0.0
114881	856.0	525.0
10726	4578.0	3969.0
56123	323.0	120.0
401612	281.0	117.0
114882	9913.0	8504.0
56124	251.0	81.0
10728	18782.0	37855.0
114883	8635.0	5331.0
56125	324.0	45.0
643766	0.0	0.0
10721	92.0	2976.0
10720	2781.0	67.0
100420830	4.0	0.0
136259	57.0	2.0
100420834	0.0	0.0
317751	155.0	13.0
124274	1.0	0.0
388152	50.0	46.0
317754	5.0	5.0
317753	0.0	3.0
317749	808.0	1114.0
342705	2.0	1.0
151888	98.0	85.0
151887	41453.0	9401.0
136263	5.0	0.0
100420841	0.0	0.0
101929145	523.0	193.0
100420843	0.0	0.0
100293090	97.0	98.0
148254	941.0	679.0
317762	1778.0	3526.0
317761	31.0	32.0
100419854	0.0	0.0
317760	24.0	9.0
317767	4.0	1.0
100271715	69.0	23.0
148252	473.0	198.0
100271722	773.0	87.0
199834	0.0	0.0
388135	70.0	579.0
101929152	18.0	4.0
100420854	1.0	2.0
222950	105.0	40.0
100419867	0.0	0.0
148266	739.0	680.0
100419868	9.0	3.0
148268	986.0	694.0
100419866	3.0	1.0
100420859	0.0	0.0
124245	2526.0	3295.0
317729	5.0	2.0
136288	4.0	3.0
199800	54.0	41.0
101930150	0.0	0.0
163882	2929.0	4824.0
388165	274.0	52.0
100419873	0.0	0.0
100271700	81.0	400.0
100271703	0.0	0.0
100271702	2.0	23.0
100420875	2.0	1.0
100420877	2.0	0.0
388199	0.0	0.0
22794	11084.0	31406.0
22795	1836.0	1093.0
22796	2503.0	6842.0
22797	153.0	383.0
22798	11.0	7.0
317705	2.0	18.0
317703	0.0	1.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	0.0
138881	16.0	5.0
100420881	0.0	0.0
388181	2.0	1.0
100419893	2.0	2.0
222967	7.0	3.0
219333	3604.0	3944.0
136227	51.0	39.0
222962	3102.0	273.0
148213	590.0	527.0
388182	68.0	13.0
100419895	0.0	0.0
317716	0.0	0.0
148203	381.0	281.0
317719	22.0	5.0
148206	893.0	2440.0
163859	2462.0	4581.0
101929110	4.0	4.0
101929111	1.0	5.0
219348	1543.0	87.0
219347	236.0	400.0
100420898	1.0	6.0
148223	1101.0	1219.0
10799	323.0	893.0
136242	6.0	7.0
10791	1188.0	585.0
10794	185.0	150.0
10793	743.0	551.0
10795	2683.0	3688.0
10798	0.0	0.0
10797	2097.0	15894.0
101929121	0.0	1.0
101929120	0.0	12.0
101929127	20.0	2.0
317701	0.0	0.0
220323	3495.0	1418.0
148231	0.0	0.0
148229	88.0	74.0
151877	20.0	1.0
151871	0.0	7.0
93035	2072.0	208.0
161176	7754.0	591.0
56097	23.0	26.0
56098	26.0	12.0
56099	1059.0	174.0
93034	24.0	21.0
283927	408.0	99.0
220359	23.0	28.0
653073	0.0	0.0
653075	7.0	1.0
256302	4026.0	1200.0
105373144	1.0	1.0
81050	0.0	0.0
199786	22.0	89.0
256309	251.0	209.0
100420792	1.0	0.0
95681	886.0	957.0
283914	0.0	0.0
81047	0.0	0.0
197131	3926.0	4696.0
197135	75.0	85.0
653061	11.0	0.0
93058	621.0	437.0
161198	2327.0	583.0
283902	0.0	9.0
220382	87.0	14.0
81078	40.0	301.0
81079	5.0	10.0
81075	1.0	0.0
81076	0.0	0.0
100114903	1.0	2.0
199777	1732.0	250.0
81061	0.0	0.0
653082	164.0	125.0
81090	0.0	0.0
100271649	0.0	0.0
199746	429.0	292.0
100271655	8.0	8.0
81099	0.0	0.0
100271650	7.0	46.0
199745	248.0	460.0
148170	239.0	177.0
256364	3180.0	1796.0
163786	580.0	1308.0
220388	137.0	455.0
100271639	0.0	0.0
163782	1847.0	493.0
100271646	40.0	10.0
283953	0.0	0.0
256355	38.0	3.0
100271644	0.0	1.0
283951	447.0	641.0
256356	3573.0	2655.0
100271643	2.0	3.0
100271640	1.0	2.0
81081	0.0	0.0
161159	10.0	6.0
148189	830.0	636.0
93099	1837.0	372.0
100271627	2.0	9.0
283948	305.0	317.0
256329	116.0	79.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	4.0	2.0
100271633	0.0	0.0
100271632	4.0	0.0
199720	27.0	17.0
93082	395.0	61.0
161145	449.0	350.0
100271617	0.0	0.0
100271616	0.0	1.0
161142	9.0	113.0
100271619	1.0	1.0
148198	104.0	12.0
100271618	2.0	1.0
100271624	0.0	0.0
100271623	0.0	0.0
283933	253.0	111.0
100271625	0.0	0.0
93081	465.0	824.0
100271620	1.0	2.0
283932	189.0	652.0
100271622	1.0	8.0
100271621	0.0	0.0
199731	1572.0	570.0
100124332	0.0	1.0
643664	2.0	0.0
256394	25.0	6.0
83637	5758.0	5022.0
83636	4229.0	1418.0
401565	13.0	14.0
401563	19.0	34.0
401562	19.0	4.0
401561	29.0	3.0
283999	0.0	3.0
283994	0.0	7.0
643668	14.0	7.0
283991	1660.0	2711.0
340198	6.0	2.0
643669	27.0	14.0
340192	0.0	1.0
643680	55.0	13.0
197196	3.0	1.0
56033	16.0	3.0
401551	3.0	2.0
83657	83.0	68.0
83656	0.0	3.0
83659	4.0	6.0
283989	1256.0	3755.0
83658	4134.0	4801.0
401548	3246.0	1577.0
56034	4531.0	1596.0
283987	3920.0	37931.0
256369	0.0	0.0
401546	1637.0	3307.0
83655	0.0	0.0
283985	2.0	5.0
283982	1.0	2.0
283981	51.0	33.0
643677	7.0	19.0
83650	1.0	2.0
197187	147.0	50.0
449520	3.0	19.0
401541	426.0	599.0
401540	0.0	0.0
83639	4.0	0.0
83638	2987.0	2968.0
256380	106.0	57.0
449518	0.0	0.0
83648	287.0	1954.0
401537	9.0	18.0
83647	0.0	0.0
83641	7505.0	5418.0
401535	16.0	2.0
83643	2529.0	393.0
401533	0.0	2.0
643689	5.0	14.0
283971	0.0	1.0
83640	737.0	1208.0
283970	4.0	5.0
114826	1855.0	902.0
114827	234.0	110.0
378706	1.0	0.0
378707	0.0	0.0
378708	116.0	186.0
339184	15.0	19.0
339186	0.0	0.0
56052	909.0	1314.0
114821	456.0	912.0
114822	543.0	5584.0
114823	14487.0	4322.0
114824	3.0	6.0
114825	1589.0	1959.0
643699	175.0	33.0
340168	1.0	0.0
114815	235.0	39.0
114817	0.0	2.0
114818	2792.0	382.0
114819	371.0	68.0
339175	1159.0	3585.0
56063	525.0	305.0
653017	0.0	0.0
56061	3887.0	9112.0
56062	220.0	62.0
114814	181.0	85.0
83667	1232.0	2091.0
83666	3460.0	6612.0
83660	11762.0	1804.0
340156	168.0	88.0
83661	3.0	1.0
114804	2162.0	157.0
114805	86.0	16.0
340152	54.0	101.0
339168	0.0	1.0
114800	247.0	29.0
114801	432.0	561.0
93010	264.0	308.0
114803	5046.0	3476.0
83697	4.0	0.0
81034	1719.0	3601.0
81035	5186.0	10404.0
83696	2189.0	6936.0
83699	5586.0	1783.0
81037	5922.0	9468.0
83698	41.0	15.0
401588	323.0	222.0
83693	2769.0	4507.0
81030	172.0	80.0
83692	6895.0	1980.0
81031	2578.0	18497.0
83695	1293.0	2734.0
81033	4.0	31.0
83694	441.0	537.0
340146	7.0	25.0
83690	4788.0	1428.0
81027	31.0	19.0
81029	762.0	133.0
653042	0.0	0.0
653045	11.0	0.0
81025	8.0	0.0
401577	241.0	174.0
22877	7830.0	4789.0
22878	4689.0	4845.0
22879	3845.0	4101.0
22870	3554.0	6787.0
22871	323.0	41.0
22872	15484.0	16859.0
22873	1739.0	502.0
22874	6406.0	9390.0
22875	2324.0	1062.0
22876	2269.0	2082.0
10899	4799.0	11018.0
10898	1429.0	1948.0
10891	1188.0	109.0
136540	0.0	2.0
10890	9343.0	12696.0
10893	210.0	59.0
10892	3298.0	2561.0
136541	1.0	0.0
10895	2.0	0.0
342426	1.0	3.0
10894	7438.0	143.0
10897	1801.0	4170.0
10896	22.0	13.0
22888	1519.0	824.0
22889	2809.0	2636.0
22880	3119.0	7751.0
124540	6011.0	11196.0
22881	1328.0	504.0
22882	4520.0	8369.0
22883	18496.0	11792.0
22884	2498.0	2250.0
22885	6552.0	2404.0
22887	8053.0	6468.0
342419	1.0	1.0
124538	0.0	0.0
124535	6.0	15.0
148523	515.0	310.0
283598	0.0	0.0
283596	256.0	303.0
283592	0.0	0.0
22856	4750.0	4431.0
161514	3.0	0.0
731424	6.0	3.0
22858	4628.0	3805.0
22859	4451.0	11571.0
22850	3068.0	6269.0
22852	1338.0	677.0
22853	2661.0	3214.0
22854	30.0	23.0
10877	1.0	0.0
10876	2.0	4.0
100419909	0.0	0.0
10879	0.0	0.0
10878	62.0	9.0
148534	1125.0	1902.0
104169670	13.0	2.0
104169671	1.0	0.0
100419903	9.0	7.0
283587	4.0	4.0
10871	36.0	64.0
10870	75.0	70.0
10873	1930.0	157.0
10875	7219.0	2140.0
10874	3.0	231.0
22866	488.0	46.0
22868	2820.0	4744.0
22869	1941.0	1265.0
100309464	0.0	0.0
161502	14.0	24.0
100420901	0.0	0.0
22861	2117.0	493.0
22862	8754.0	6010.0
22863	3231.0	2003.0
22864	3510.0	3847.0
22865	200.0	12.0
10888	26.0	120.0
56203	10.0	2.0
643609	0.0	0.0
56204	8014.0	4127.0
10887	37.0	2.0
124512	1094.0	2536.0
148545	46.0	0.0
283579	1.0	0.0
283578	3338.0	3569.0
10880	1.0	1.0
283576	2.0	0.0
10882	23.0	5.0
10881	1.0	0.0
10884	2609.0	5454.0
283571	50.0	30.0
10886	6.0	641.0
10885	3586.0	8127.0
22834	6249.0	8917.0
22835	1242.0	1310.0
22836	8571.0	2070.0
22837	6475.0	3120.0
101929059	37.0	1.0
22838	3289.0	2904.0
22839	5180.0	5382.0
100420910	1.0	5.0
100420916	0.0	0.0
22832	1346.0	589.0
124590	7.0	45.0
10855	158.0	226.0
10857	10634.0	11306.0
10856	2986.0	8881.0
10859	183.0	219.0
10858	143.0	74.0
100126793	51.0	29.0
10850	0.0	2.0
643617	1.0	7.0
643615	7.0	4.0
100126791	140.0	243.0
22844	285.0	9.0
22845	1037.0	1574.0
22846	1412.0	1485.0
22847	3636.0	3227.0
22848	4363.0	2767.0
22849	1204.0	1651.0
112597	284.0	2576.0
100420920	1.0	0.0
100420921	0.0	0.0
100420924	0.0	0.0
124583	5108.0	47211.0
100420926	0.0	0.0
22841	2813.0	1029.0
100420927	1.0	0.0
100419930	2.0	0.0
22843	28.0	681.0
10866	1971.0	3032.0
100420919	0.0	0.0
10865	4485.0	2642.0
10868	2520.0	1949.0
10867	5281.0	4047.0
10869	6262.0	9859.0
10861	307.0	217.0
101929074	130.0	16.0
10864	1.0	1.0
101929071	1.0	1.0
10863	519.0	454.0
22813	2.0	0.0
22814	3.0	1.0
643641	2404.0	712.0
22815	0.0	1.0
22816	0.0	0.0
22818	9655.0	20272.0
10829	1.0	4.0
100419945	0.0	0.0
83849	88.0	26.0
83855	494.0	1467.0
10833	0.0	1.0
83854	10.0	21.0
83857	8948.0	2155.0
10835	0.0	2.0
83856	447.0	326.0
10834	2.0	1.0
83851	19.0	3.0
10837	1.0	0.0
100419948	0.0	0.0
83850	411.0	92.0
10836	1.0	1.0
100419949	0.0	0.0
83853	25.0	10.0
10838	2888.0	1864.0
83852	2530.0	1450.0
124565	6610.0	6065.0
100419947	0.0	0.0
22808	11006.0	1435.0
22809	1973.0	1616.0
101929082	0.0	0.0
101929083	0.0	2.0
10830	0.0	0.0
643637	8.0	5.0
22822	4187.0	1992.0
22823	2149.0	2665.0
22824	1417.0	3265.0
101929086	0.0	0.0
22826	6225.0	4012.0
22827	6418.0	18539.0
643653	0.0	0.0
22828	5599.0	5656.0
22829	0.0	0.0
112574	4438.0	3703.0
100419955	2.0	0.0
56241	1038.0	3810.0
100420946	0.0	0.0
56242	1300.0	1135.0
22820	9581.0	27328.0
22821	3988.0	1770.0
100419950	0.0	1.0
10844	4867.0	7550.0
83844	3.0	2.0
10846	639.0	267.0
10845	4446.0	7341.0
10848	2598.0	1905.0
56243	17434.0	14771.0
10847	13716.0	24263.0
56244	18.0	0.0
56245	22.0	4.0
10849	282.0	686.0
56246	563.0	2.0
643646	116.0	21.0
10840	5274.0	55.0
10842	0.0	0.0
101929093	0.0	0.0
10841	27.0	7.0
643648	0.0	0.0
101929010	4.0	6.0
100420950	6.0	0.0
100420952	0.0	0.0
100419964	0.0	3.0
100419962	1.0	0.0
100271605	0.0	0.0
100419963	1.0	0.0
100271613	0.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	1.0	1.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	2.0	0.0
100271601	0.0	0.0
100419979	0.0	2.0
100420972	0.0	0.0
100420975	0.0	0.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	7.0	4.0
391436	1.0	0.0
161582	94.0	102.0
124599	25.0	99.0
101929052	0.0	5.0
391485	0.0	4.0
222611	1.0	1.0
100187716	0.0	0.0
391490	0.0	0.0
391496	0.0	1.0
22899	2898.0	532.0
391462	0.0	1.0
22891	86.0	121.0
22893	2591.0	5440.0
22894	5282.0	5839.0
22895	6.0	2.0
148581	6.0	3.0
22897	2360.0	1296.0
22898	1754.0	610.0
22890	4284.0	3069.0
391470	0.0	0.0
391472	0.0	1.0
391475	1.0	0.0
101929008	50.0	27.0
222659	1.0	7.0
440894	67.0	71.0
222658	8983.0	8677.0
102724035	0.0	0.0
100271575	4.0	0.0
100271577	3.0	0.0
100271571	0.0	0.0
81175	17.0	6.0
81176	6.0	3.0
100271570	1.0	3.0
93145	1162.0	879.0
440888	0.0	0.0
222642	7.0	2.0
222643	96.0	92.0
401289	23.0	7.0
401288	40.0	14.0
401285	9.0	0.0
81166	0.0	0.0
100271564	10.0	18.0
81168	0.0	0.0
100271566	2.0	2.0
81169	0.0	0.0
81162	1.0	2392.0
81163	1.0	0.0
100271563	0.0	3.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	1.0
102724018	0.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	1.0	2.0
100271551	0.0	0.0
81198	0.0	0.0
81191	2.0	2.0
81192	0.0	0.0
81193	2.0	1.0
81194	0.0	0.0
450232	0.0	2.0
401260	0.0	0.0
220001	109.0	33.0
222662	1.0	0.0
401265	1147.0	123.0
222663	159.0	1006.0
220002	2242.0	1692.0
93166	275.0	299.0
401264	808.0	356.0
220004	149.0	65.0
100271539	0.0	0.0
401262	42.0	8.0
93164	1064.0	1083.0
100271547	0.0	0.0
100271549	3.0	2.0
81188	0.0	0.0
100271543	0.0	0.0
102724000	0.0	0.0
100271545	1.0	0.0
401258	84.0	22.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1305.0	1837.0
440854	21.0	19.0
222698	127.0	9.0
222696	117.0	68.0
161497	33.0	10.0
100271529	8.0	8.0
222699	31.0	108.0
100271536	0.0	0.0
100271538	5.0	4.0
100271537	0.0	2.0
93190	0.0	2.0
283601	0.0	5.0
100271531	1.0	0.0
283600	1.0	3.0
220042	200.0	498.0
93183	1767.0	3170.0
100271518	1.0	3.0
100271517	0.0	0.0
93185	3366.0	5358.0
100271525	0.0	0.0
100271526	12.0	34.0
100271521	0.0	0.0
100271520	0.0	0.0
220032	7.0	21.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	0.0
100271506	0.0	0.0
100271516	0.0	0.0
100271510	0.0	1.0
220064	955.0	12831.0
220047	2.0	47.0
100271503	0.0	0.0
10808	4411.0	14688.0
56130	325.0	78.0
10807	1762.0	2676.0
56131	814.0	214.0
56132	331.0	86.0
10809	2943.0	13771.0
220081	25.0	7.0
83756	105.0	29.0
10811	596.0	756.0
56137	31.0	48.0
10810	2980.0	1225.0
83755	0.0	0.0
56138	37.0	141.0
83758	403.0	2342.0
10813	1758.0	2187.0
56139	123.0	75.0
401207	456.0	247.0
220082	0.0	2.0
83757	1.0	0.0
83752	9533.0	13633.0
56133	282.0	324.0
10815	242.0	175.0
10814	0.0	26.0
56134	21.0	16.0
10817	510.0	279.0
56135	17.0	5.0
10816	0.0	0.0
283643	225.0	1006.0
56136	12.0	3.0
643535	1.0	0.0
643536	0.0	0.0
22800	1745.0	1226.0
22801	2920.0	2477.0
643550	4.0	3.0
22802	139.0	25.0
22803	7907.0	9586.0
440804	0.0	2.0
22806	713.0	1387.0
22807	1275.0	889.0
10819	138.0	74.0
56140	2.0	1.0
10818	4901.0	6009.0
56141	9.0	32.0
56142	56.0	7.0
56143	10.0	38.0
83737	5835.0	5154.0
220070	3.0	1.0
10822	0.0	0.0
283638	2954.0	3716.0
83744	511.0	325.0
10821	19.0	6.0
10824	4.0	2.0
83746	2486.0	4633.0
10823	0.0	0.0
83741	0.0	0.0
283635	2552.0	4551.0
10826	8670.0	751.0
220074	1015.0	432.0
56144	28.0	61.0
10825	1509.0	4440.0
56145	54.0	24.0
83740	0.0	0.0
83743	1988.0	4710.0
56146	29.0	14.0
10828	3.0	3.0
10827	1805.0	1432.0
83742	5393.0	3286.0
56147	7.0	14.0
283631	1.0	1.0
10820	41.0	3.0
440836	615.0	676.0
643563	0.0	1.0
56154	1.0	2.0
81109	0.0	0.0
283629	184.0	150.0
56159	2.0	33.0
81115	1.0	0.0
81116	0.0	0.0
56155	86.0	217.0
283624	1860.0	1028.0
102724097	59.0	124.0
256006	117.0	42.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	8.0	3.0
81114	1.0	2.0
81110	0.0	0.0
440829	4.0	2.0
440823	168.0	213.0
440822	1.0	0.0
56163	0.0	2.0
56164	27.0	23.0
256021	153.0	35.0
56165	53.0	35.0
83759	1482.0	954.0
56160	1302.0	857.0
10800	513.0	1322.0
283617	0.0	0.0
81104	0.0	0.0
10802	3162.0	5458.0
10801	13766.0	31275.0
10804	12.0	4.0
10803	5.0	9.0
56167	0.0	0.0
10806	1976.0	2209.0
56168	0.0	0.0
56169	16.0	5.0
643582	0.0	0.0
643586	1.0	16.0
256076	1.0	1.0
401253	2.0	0.0
56171	374.0	189.0
401251	26.0	21.0
56172	6519.0	2553.0
401250	11.0	15.0
81137	0.0	0.0
81138	12.0	0.0
83795	0.0	0.0
102724076	0.0	0.0
102724077	10.0	20.0
283688	0.0	1.0
401247	9.0	224.0
81136	0.0	0.0
283687	170.0	142.0
283685	0.0	0.0
93109	723.0	480.0
283682	64.0	2.0
100126825	1.0	0.0
93107	0.0	1.0
643596	21.0	59.0
56180	760.0	790.0
93100	871.0	1714.0
401242	0.0	2.0
256085	0.0	1.0
56181	4703.0	2181.0
81126	0.0	0.0
81127	0.0	0.0
83787	2266.0	2522.0
283677	1.0	1.0
401237	602.0	280.0
83786	2528.0	4027.0
401236	302.0	204.0
283673	739.0	242.0
93134	4453.0	3741.0
401233	0.0	0.0
401232	214.0	258.0
256051	1165.0	1068.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	91.0	55.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	0.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	1003.0	1439.0
283659	708.0	991.0
100271587	0.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	0.0	7.0
283651	96.0	108.0
100271585	0.0	0.0
100271584	4.0	1.0
100271581	0.0	0.0
22998	15545.0	2938.0
22999	128.0	940.0
100151676	0.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	11085.0	5407.0
100151671	0.0	0.0
100151672	7.0	6.0
22992	13374.0	13648.0
22993	5185.0	10621.0
100151674	1.0	0.0
22994	586.0	3641.0
83903	56.0	726.0
22995	643.0	730.0
83902	2.0	0.0
22996	1906.0	8950.0
22997	297.0	146.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	1.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	2.0	2.0
100151684	2.0	2.0
100151685	0.0	0.0
100151681	3.0	4.0
56302	17.0	3.0
83901	0.0	0.0
342538	5.0	13.0
83900	0.0	0.0
56300	1.0	6.0
56301	1336.0	25.0
124411	1049.0	1031.0
22976	1804.0	2958.0
22977	262.0	117.0
22978	2705.0	2613.0
22979	197.0	820.0
22970	31.0	58.0
22971	1255.0	1122.0
22974	230.0	10607.0
83932	868.0	1590.0
10998	381.0	467.0
83931	4939.0	3322.0
342527	47.0	47.0
148418	121.0	184.0
83933	245.0	229.0
124404	2.0	22.0
10999	1400.0	3612.0
124401	866.0	564.0
124402	732.0	943.0
83930	1770.0	1434.0
56311	9.0	1.0
10990	573.0	234.0
100126693	3.0	8.0
10992	15852.0	25848.0
606500	0.0	0.0
10991	132.0	139.0
10994	2889.0	6078.0
10993	30.0	759.0
22987	108.0	46.0
22989	12.0	310.0
22980	7361.0	12263.0
22981	1236.0	279.0
22982	6402.0	3111.0
22983	36.0	79.0
22984	4189.0	16694.0
22985	12294.0	11659.0
22986	56.0	2.0
58986	1354.0	5315.0
148423	1342.0	1455.0
58985	144.0	37.0
