id	f4bb4f4b-2e42-4098-9edf-042f1fffea0f	0404b823-fd3c-47dd-9861-0f9f01a02d2e
100506791	39.0	2.0
81993	0.0	5.0
399671	61.0	85.0
399670	0.0	0.0
160777	0.0	2.0
91300	2168.0	4589.0
100506783	55.0	55.0
91304	3125.0	3964.0
100506787	0.0	1.0
100293948	6.0	6.0
204219	20.0	35.0
121130	0.0	0.0
145165	13.0	23.0
54386	3684.0	4891.0
123787	0.0	2.0
652670	0.0	1.0
121129	0.0	0.0
100506733	0.0	1.0
147746	19.0	8.0
255812	454.0	484.0
147741	2.0	3.0
147744	2.0	8.0
100506737	38.0	25.0
100506736	110.0	382.0
160728	19.0	61.0
100506724	0.0	0.0
100506723	1.0	11.0
93986	263.0	266.0
100506721	0.0	0.0
100913183	2.0	4.0
100913182	0.0	0.0
91319	1289.0	1224.0
93979	4.0	32.0
91316	74.0	58.0
133121	108.0	78.0
93978	1.0	20.0
100506753	108.0	240.0
91355	193.0	305.0
91353	4.0	2.0
100506757	4.0	3.0
100506755	208.0	113.0
91351	1200.0	2530.0
100506759	0.0	4.0
107080641	0.0	0.0
100506742	32.0	51.0
348021	0.0	0.0
107080653	0.0	0.0
255809	41.0	139.0
100506749	1.0	29.0
107080654	0.0	0.0
107080655	0.0	0.0
107080652	0.0	0.0
348013	214.0	358.0
338692	1319.0	1713.0
338699	772.0	1937.0
107080628	0.0	0.0
107080629	0.0	0.0
56931	735.0	790.0
723779	0.0	0.0
723778	6.0	0.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	0.0	0.0
56937	3513.0	10231.0
196792	43.0	41.0
107080620	5.0	9.0
56938	188.0	1280.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	0.0	0.0
56934	4.0	2.0
56935	677.0	788.0
56936	23.0	13.0
56940	2291.0	3085.0
107080639	18.0	37.0
56941	2376.0	3384.0
56942	491.0	795.0
56943	1944.0	4203.0
107080636	12.0	4.0
107080637	0.0	7.0
56948	424.0	449.0
56949	2717.0	3345.0
107080632	3.0	1.0
56944	3536.0	5195.0
56945	1352.0	2116.0
56946	1526.0	2384.0
56947	2611.0	4024.0
107080630	8.0	8.0
100506713	175.0	212.0
100506712	1.0	5.0
100506710	4563.0	7555.0
338674	0.0	0.0
338675	0.0	0.0
56951	3894.0	7178.0
56952	362.0	467.0
56953	94.0	205.0
102724774	1.0	2.0
56954	2264.0	3395.0
56950	1685.0	2131.0
100506715	0.0	1.0
100506714	240.0	378.0
56955	0.0	8.0
56956	1.0	2.0
56957	2121.0	4322.0
8600	19.0	174.0
8601	15.0	23.0
723790	0.0	1.0
338661	0.0	0.0
338662	1.0	0.0
338657	706.0	699.0
56963	2889.0	1608.0
56964	112.0	220.0
56965	2624.0	3228.0
56961	2.0	43.0
56967	1921.0	6128.0
56969	8.0	2.0
8611	2717.0	2725.0
8612	3575.0	3900.0
81926	989.0	1507.0
145173	674.0	976.0
81928	524.0	619.0
338651	40.0	29.0
81929	1799.0	2960.0
338653	3.0	5.0
81930	67.0	280.0
56975	2964.0	4835.0
81931	273.0	764.0
81932	1482.0	1681.0
56970	2862.0	5348.0
56971	248.0	164.0
8604	1599.0	2540.0
8605	353.0	729.0
8602	2127.0	3835.0
8603	1651.0	2960.0
8608	32.0	40.0
56977	524.0	508.0
8609	1953.0	3635.0
56978	179.0	240.0
56979	0.0	0.0
8607	1401.0	3228.0
8622	726.0	595.0
8623	1494.0	2541.0
8620	0.0	0.0
8621	3138.0	5462.0
338645	242.0	455.0
56984	2167.0	3685.0
56985	419.0	558.0
56986	1755.0	2344.0
338637	1.0	0.0
56987	5962.0	10160.0
102724742	0.0	0.0
56980	920.0	1371.0
56981	1104.0	1288.0
56983	1217.0	2285.0
8615	4890.0	9401.0
54329	34.0	153.0
54328	215.0	264.0
8613	8424.0	7088.0
8614	17113.0	39973.0
8618	7.0	144.0
8630	27.0	250.0
8633	1595.0	2431.0
8634	1224.0	2172.0
8631	363.0	753.0
8632	146.0	198.0
56990	3926.0	8538.0
169166	49.0	37.0
554175	1.0	0.0
54332	889.0	4035.0
56995	2138.0	5299.0
255877	926.0	1248.0
664616	0.0	0.0
56996	1637.0	2318.0
54331	1323.0	2692.0
56997	3242.0	2616.0
664614	0.0	0.0
56998	2217.0	3339.0
664613	0.0	0.0
664612	0.0	0.0
56992	37.0	290.0
56993	2223.0	3543.0
56994	4639.0	12236.0
8626	4520.0	3395.0
8624	695.0	1142.0
8625	1104.0	1829.0
56999	775.0	1450.0
664617	0.0	0.0
8629	1680.0	2767.0
8641	188.0	112.0
8644	1545.0	892.0
8645	558.0	462.0
8642	2603.0	4885.0
8643	578.0	438.0
652624	0.0	9.0
196743	220.0	459.0
54346	1.0	1.0
54345	579.0	641.0
54344	583.0	603.0
8637	249.0	249.0
8638	164.0	544.0
8635	1497.0	2927.0
8636	1128.0	1898.0
8639	5653.0	1894.0
196740	1033.0	1921.0
8651	77.0	273.0
8650	4479.0	6860.0
8655	5991.0	12046.0
101928685	1.0	2.0
8653	0.0	0.0
8654	2752.0	3607.0
101928684	0.0	1.0
101928689	11.0	9.0
101928687	2.0	9.0
8648	5265.0	8913.0
8649	2629.0	4482.0
8646	469.0	943.0
8647	3.0	25.0
8662	7774.0	12691.0
8663	161.0	412.0
6001	933.0	2270.0
8660	3110.0	2631.0
8661	11137.0	22801.0
6000	6.0	46.0
6003	47.0	305.0
8666	5203.0	6430.0
8667	10466.0	22304.0
6002	1599.0	2307.0
8664	12022.0	16769.0
6005	6.0	3.0
6004	1397.0	5769.0
8665	7529.0	10916.0
101928698	4.0	0.0
8659	1608.0	2558.0
8658	3434.0	5362.0
8673	3425.0	7201.0
6010	5.0	1.0
8674	1393.0	1892.0
8671	461.0	184.0
8672	4019.0	9570.0
6011	1.0	1.0
8677	1066.0	1464.0
6014	1.0	0.0
6013	15.0	72.0
8678	2987.0	6032.0
8675	4274.0	4034.0
6016	1694.0	2721.0
8676	263.0	466.0
6015	1787.0	1987.0
253260	3126.0	5391.0
338707	417.0	1126.0
6007	0.0	1.0
6006	50.0	68.0
8668	7677.0	12443.0
6009	2094.0	3717.0
8669	3135.0	5503.0
6008	2.0	1.0
8685	85.0	97.0
8682	9942.0	15836.0
6023	0.0	0.0
8683	2368.0	4205.0
8688	2.0	41.0
8689	1.0	1.0
8686	3.0	10.0
8687	0.0	3.0
253272	3.0	6.0
8681	462.0	340.0
253264	52.0	37.0
6018	1715.0	3173.0
6017	2.0	0.0
6019	33.0	332.0
6031	2.0	23.0
6034	0.0	3.0
8693	42.0	41.0
8694	1495.0	2455.0
6033	0.0	0.0
6036	13.0	58.0
6035	6191.0	10103.0
8697	1962.0	3157.0
6038	214.0	170.0
8698	62.0	300.0
6037	4.0	1.0
101928646	0.0	2.0
554234	2.0	0.0
8692	1661.0	2223.0
6030	12.0	44.0
8690	1126.0	1520.0
554225	45.0	19.0
554226	2.0	4.0
6029	0.0	0.0
170082	259.0	354.0
6043	0.0	0.0
6045	1342.0	2666.0
6044	0.0	0.0
6047	3244.0	6151.0
6046	15200.0	19035.0
6049	2421.0	4360.0
100421217	0.0	0.0
6048	1772.0	2538.0
100421219	0.0	0.0
101928656	1.0	0.0
6041	1124.0	2064.0
554213	0.0	0.0
554214	0.0	0.0
56904	5421.0	5383.0
56905	2036.0	2779.0
6039	614.0	2064.0
56906	154.0	207.0
56907	1255.0	2188.0
56900	3255.0	6880.0
56901	354.0	446.0
56902	970.0	2126.0
56903	3.0	1.0
100421222	0.0	0.0
375612	0.0	2.0
375611	34.0	17.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	3728.0	6799.0
554210	23.0	6.0
100528062	275.0	354.0
554212	0.0	0.0
6050	5630.0	9320.0
100528064	1.0	2.0
375616	16.0	35.0
6051	3717.0	7036.0
56910	7697.0	14558.0
554202	21.0	29.0
554203	996.0	1329.0
56915	716.0	966.0
56916	2375.0	4506.0
56917	1026.0	2093.0
56918	0.0	1.0
56911	135.0	295.0
56912	2047.0	3615.0
56913	1656.0	2424.0
100421220	0.0	0.0
56914	13.0	29.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1560.0	2385.0
6069	0.0	0.0
375607	0.0	0.0
554201	0.0	1.0
6060	0.0	0.0
56920	1932.0	1842.0
56926	1781.0	2948.0
56927	3133.0	3647.0
56928	1653.0	1962.0
56929	2937.0	5564.0
56922	2294.0	2048.0
56923	3.0	9.0
56924	35.0	24.0
56925	939.0	1546.0
100421232	0.0	0.0
6076	0.0	0.0
100421245	0.0	0.0
6075	0.0	0.0
6078	1.0	0.0
6079	1.0	1.0
101928601	7.0	23.0
6070	5.0	6.0
91252	1711.0	2653.0
6071	0.0	0.0
6074	0.0	0.0
101928603	0.0	0.0
101928604	0.0	1.0
101928607	57.0	64.0
387612	0.0	0.0
147700	263.0	194.0
387615	1.0	0.0
6086	1.0	0.0
6089	0.0	0.0
101928611	0.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	3.0	1.0
123722	11.0	11.0
387601	2.0	3.0
123720	1056.0	1441.0
147710	2.0	3.0
147711	18.0	26.0
147719	2.0	3.0
6098	0.0	7.0
6097	2554.0	2527.0
6092	36.0	57.0
6091	1477.0	3984.0
6094	110.0	146.0
100528020	0.0	0.0
6093	4563.0	9551.0
100528021	0.0	0.0
6096	60.0	375.0
6095	1652.0	3052.0
91272	1843.0	3602.0
147727	1515.0	1352.0
387638	1.0	3.0
100528030	10.0	15.0
101928638	0.0	0.0
100528032	24.0	45.0
100421271	1.0	0.0
100506697	26.0	40.0
100506696	88.0	177.0
91298	1050.0	1347.0
100528007	0.0	0.0
123775	156.0	260.0
91289	2622.0	3368.0
399656	1.0	3.0
100506686	563.0	812.0
100506685	4.0	5.0
100528016	0.0	1.0
100528017	575.0	188.0
100528018	0.0	0.0
100528019	1.0	0.0
100506681	4.0	8.0
91283	576.0	1013.0
100506680	21.0	8.0
387646	55.0	147.0
387647	0.0	0.0
387644	14.0	24.0
387640	71.0	45.0
100421295	50.0	80.0
387680	2040.0	3360.0
375686	14.0	28.0
123745	40.0	0.0
100506898	58.0	46.0
100506897	0.0	1.0
390992	0.0	0.0
54471	2487.0	3884.0
54470	582.0	962.0
390996	6.0	4.0
390999	0.0	2.0
54475	950.0	1297.0
387338	1486.0	2410.0
54474	0.0	3.0
54472	3016.0	4403.0
389997	0.0	0.0
54478	22.0	103.0
54477	2193.0	3473.0
387332	1.0	0.0
54476	2870.0	5119.0
91404	4071.0	6879.0
91405	21.0	20.0
91408	2294.0	4309.0
91409	111.0	518.0
375346	150.0	225.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	134.0	172.0
389990	0.0	0.0
102724827	143.0	245.0
54482	879.0	1319.0
102724820	15.0	28.0
100506881	107.0	244.0
54480	2267.0	4237.0
387328	0.0	5.0
387325	19.0	49.0
145497	9.0	7.0
400866	0.0	0.0
387323	0.0	7.0
387321	0.0	2.0
54487	2066.0	2774.0
387322	1.0	0.0
375350	1.0	2.0
723809	14.0	1.0
338391	7.0	7.0
91433	580.0	501.0
338396	0.0	0.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	2.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	1645.0	2608.0
54491	620.0	1931.0
54490	3075.0	44.0
54497	2014.0	3731.0
54496	1148.0	1427.0
448835	0.0	0.0
54495	2971.0	5408.0
448834	0.0	0.0
387359	0.0	0.0
387357	172.0	497.0
54499	4172.0	7844.0
121498	0.0	0.0
54498	384.0	373.0
170463	1075.0	1599.0
157489	151.0	176.0
338382	425.0	764.0
390980	249.0	431.0
338388	0.0	0.0
448831	0.0	0.0
400841	1.0	1.0
91419	244.0	389.0
91452	1883.0	3610.0
338376	17.0	15.0
145447	31.0	27.0
100313532	2.0	6.0
91442	124.0	278.0
375387	358.0	808.0
91445	2410.0	3763.0
107080554	0.0	0.0
133482	0.0	0.0
100506874	102.0	58.0
100506872	0.0	2.0
169436	59.0	66.0
170425	0.0	0.0
133491	2.0	3.0
91464	1.0	0.0
100506866	414.0	472.0
400892	10.0	31.0
400891	0.0	0.0
91461	448.0	487.0
145483	1019.0	1040.0
145482	788.0	1239.0
338339	9.0	11.0
100506810	99.0	167.0
338328	520.0	307.0
100506815	4.0	10.0
326337	0.0	0.0
326339	0.0	0.0
338321	3.0	1.0
338322	1.0	0.0
338323	5.0	8.0
338324	1.0	8.0
341965	1.0	1.0
326341	0.0	0.0
326340	0.0	0.0
326343	13.0	9.0
326342	72.0	127.0
54407	13279.0	22428.0
8710	4.0	52.0
100506834	262.0	179.0
8711	1074.0	1908.0
54413	149.0	167.0
8703	2138.0	2431.0
101410540	0.0	0.0
8704	1429.0	3319.0
101410541	0.0	0.0
8701	43.0	42.0
101410542	0.0	1.0
54414	2292.0	4626.0
8702	821.0	1768.0
100506835	20.0	39.0
101410543	3.0	14.0
8707	42.0	66.0
101410544	8.0	4.0
8708	239.0	97.0
101410545	4.0	0.0
101410546	0.0	0.0
8705	326.0	522.0
8706	1000.0	2044.0
326315	0.0	4.0
326317	0.0	0.0
8721	5219.0	8976.0
8722	5724.0	4630.0
8720	10194.0	14354.0
101410537	7.0	6.0
101410538	1538.0	3133.0
341947	2.0	6.0
8714	1644.0	2324.0
8715	28.0	92.0
100506826	35.0	50.0
8712	0.0	0.0
8718	385.0	426.0
101410533	21.0	51.0
101410534	0.0	0.0
326325	0.0	3.0
101410535	58.0	100.0
8717	581.0	800.0
54429	50.0	46.0
101410536	0.0	2.0
326307	410.0	794.0
8732	956.0	1906.0
8733	4498.0	7478.0
8731	2647.0	4573.0
54431	5970.0	13750.0
400836	0.0	2.0
170487	77.0	76.0
54435	26.0	28.0
54434	2734.0	5845.0
400831	11.0	15.0
54433	716.0	1109.0
400830	118.0	26.0
54432	1706.0	4211.0
54439	1414.0	2529.0
8725	3994.0	5932.0
8726	1052.0	1501.0
54438	783.0	1007.0
54437	35.0	137.0
8723	2054.0	3860.0
326310	73.0	226.0
8724	5885.0	9435.0
54436	395.0	1002.0
8729	4721.0	9638.0
100337589	1.0	2.0
170485	0.0	0.0
8727	1327.0	2556.0
8728	293.0	2498.0
170482	6.0	106.0
8740	117.0	304.0
8743	15324.0	14929.0
8744	31.0	90.0
8741	596.0	968.0
8742	1522.0	1635.0
102724868	0.0	0.0
102724866	1.0	3.0
54442	1142.0	2772.0
54441	14.0	18.0
54440	724.0	2711.0
400823	15.0	36.0
102724862	0.0	0.0
54443	78.0	1093.0
8736	385.0	201.0
8737	2670.0	4281.0
8735	4.0	46.0
326300	2.0	4.0
8738	497.0	683.0
8739	65.0	83.0
8751	6359.0	9063.0
8754	4613.0	15339.0
8755	0.0	0.0
102724853	1.0	3.0
54453	5126.0	8114.0
255512	49.0	82.0
54457	9.0	16.0
54456	11.0	12.0
554049	63.0	108.0
54455	1659.0	2712.0
54454	1150.0	2405.0
8747	4.0	24.0
8748	2.0	7.0
8745	137.0	539.0
54458	2448.0	5459.0
400818	427.0	942.0
8749	0.0	0.0
8761	6656.0	10110.0
6100	316.0	373.0
8760	4552.0	7599.0
6102	1151.0	2209.0
8766	7862.0	15257.0
6101	3.0	18.0
8763	26999.0	39643.0
6103	581.0	734.0
8764	2443.0	2898.0
54460	2110.0	3009.0
54464	3593.0	6735.0
54463	1079.0	2321.0
54462	3439.0	5812.0
54461	2532.0	4632.0
54468	2088.0	3108.0
54467	3385.0	7601.0
54466	10.0	11.0
54465	933.0	1864.0
255520	2282.0	4231.0
8759	0.0	0.0
8756	0.0	0.0
54469	3433.0	7058.0
8772	264.0	482.0
8773	2890.0	5783.0
8771	0.0	0.0
8776	2263.0	3825.0
8777	3313.0	4870.0
8774	1997.0	2854.0
8775	4013.0	7005.0
101928566	0.0	0.0
8767	767.0	1867.0
6120	1750.0	3635.0
101928571	3.0	6.0
8784	77.0	211.0
6122	124546.0	161483.0
8781	175.0	338.0
6121	60.0	15.0
8787	148.0	215.0
6124	73051.0	93929.0
6123	10.0	18.0
8788	252.0	31.0
8785	15.0	3.0
6126	22.0	17.0
8786	197.0	199.0
6125	55776.0	62511.0
101928578	201.0	367.0
8780	3275.0	6160.0
6117	4854.0	8514.0
8778	9.0	18.0
6119	713.0	1409.0
6118	2261.0	3840.0
8794	70.0	379.0
8795	2745.0	3260.0
6130	52730.0	68692.0
8792	957.0	941.0
6133	25470.0	28192.0
6132	45818.0	69609.0
8793	726.0	492.0
8798	746.0	983.0
6135	43219.0	50155.0
8799	1621.0	2899.0
6134	65405.0	86082.0
8796	4.0	2.0
6137	42697.0	42151.0
8797	853.0	1318.0
6136	35826.0	49142.0
100421307	0.0	0.0
101735302	363.0	342.0
8790	1156.0	2492.0
100134444	0.0	0.0
6128	35060.0	45408.0
8789	5.0	7.0
6129	36995.0	58690.0
6142	14140.0	15323.0
6141	30136.0	33189.0
100421311	6.0	11.0
6144	15440.0	19236.0
6143	43133.0	57851.0
100421313	2.0	7.0
6146	18693.0	25636.0
6145	1.0	1.0
6148	0.0	0.0
6147	21271.0	29261.0
100421318	0.0	0.0
100421319	0.0	3.0
100337590	0.0	0.0
100337591	0.0	1.0
6139	2487.0	2270.0
6138	47828.0	60355.0
6152	22250.0	29249.0
6155	21929.0	31881.0
6154	14570.0	19759.0
100421324	1.0	0.0
6157	26929.0	38517.0
6156	28621.0	40984.0
6159	24808.0	29706.0
6158	18825.0	28831.0
100421328	1.0	0.0
6150	570.0	878.0
101928527	357.0	420.0
6164	29255.0	34793.0
6163	13.0	22.0
6166	7107.0	8779.0
6165	25423.0	29219.0
6168	35870.0	38718.0
6167	31349.0	35472.0
100421338	1.0	0.0
6169	13906.0	15635.0
101928536	0.0	0.0
6160	33124.0	42821.0
101928537	0.0	0.0
6161	41384.0	49446.0
100421331	1.0	0.0
6175	61660.0	86184.0
6174	45.0	134.0
6176	47062.0	64093.0
101928545	108.0	97.0
6171	9424.0	12897.0
6170	5578.0	8101.0
6173	3431.0	4166.0
6172	453.0	243.0
100421340	0.0	0.0
100421341	6.0	6.0
100421354	0.0	0.0
6185	12637.0	23254.0
101928550	5.0	10.0
6188	55458.0	63972.0
6187	35081.0	55418.0
100421357	2.0	3.0
6189	26195.0	34769.0
101928555	58.0	38.0
6182	203.0	376.0
6181	22927.0	31383.0
6184	9535.0	18032.0
101928559	0.0	0.0
6183	659.0	1077.0
100421350	7.0	16.0
100421351	6.0	10.0
100421353	2.0	4.0
6197	3427.0	6197.0
6196	2771.0	6034.0
6199	1221.0	1629.0
6198	2076.0	3499.0
6191	91494.0	125192.0
6193	24971.0	28884.0
6192	0.0	0.0
91373	670.0	1065.0
6195	1961.0	4855.0
6194	92829.0	115388.0
390916	866.0	1260.0
145407	243.0	851.0
100421363	1.0	0.0
100421376	0.0	0.0
100421379	0.0	4.0
91369	3462.0	4244.0
91368	644.0	1165.0
652489	1.0	3.0
390924	31.0	44.0
389901	5.0	24.0
390928	1.0	3.0
390927	819.0	1248.0
100421371	5.0	7.0
100421374	12.0	42.0
389903	0.0	1.0
100421389	1.0	2.0
91392	451.0	439.0
389935	1.0	2.0
389932	3.0	3.0
100421384	14.0	15.0
100421398	2.0	5.0
100421399	1.0	0.0
101928513	4.0	6.0
91380	0.0	0.0
390904	0.0	0.0
145438	60.0	96.0
100421390	1.0	1.0
100421391	0.0	0.0
100421395	8.0	16.0
100421397	0.0	4.0
375316	56.0	72.0
375318	0.0	0.0
390963	131.0	247.0
375307	9.0	50.0
389941	113.0	225.0
389948	0.0	0.0
375337	0.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	109.0	99.0
387317	0.0	1.0
121457	579.0	1230.0
389976	0.0	3.0
375341	479.0	721.0
387319	0.0	0.0
375323	11.0	6.0
389970	0.0	6.0
390940	157.0	134.0
133418	2165.0	4781.0
390948	0.0	0.0
121441	1572.0	3060.0
390949	2.0	0.0
652411	0.0	1.0
145370	3.0	3.0
102724954	0.0	1.0
54596	71.0	183.0
375484	492.0	594.0
91526	849.0	3008.0
133396	1.0	10.0
196951	276.0	435.0
91523	412.0	1003.0
91522	191.0	118.0
121391	3.0	1.0
145376	38.0	145.0
400986	309.0	453.0
400984	23.0	13.0
196968	28.0	30.0
157378	1808.0	2883.0
723961	0.0	0.0
145389	379.0	609.0
157381	31.0	23.0
91543	299.0	1470.0
91544	972.0	1308.0
102724923	2.0	8.0
652423	3.0	1.0
169355	1.0	33.0
400966	0.0	2.0
121364	0.0	0.0
400961	1090.0	1330.0
157376	0.0	0.0
91574	1330.0	1474.0
157313	18.0	126.0
157317	0.0	1.0
147991	1940.0	3482.0
399495	5.0	8.0
159963	5.0	1.0
100506965	441.0	360.0
100506963	68.0	67.0
387495	0.0	0.0
387496	417.0	989.0
387494	1.0	3.0
387491	2.0	2.0
387492	57.0	85.0
387486	0.0	0.0
157310	100.0	250.0
100506994	124.0	223.0
338470	2.0	1.0
170302	69.0	34.0
204010	4.0	9.0
399473	103.0	288.0
399474	321.0	331.0
91584	1083.0	893.0
159989	17.0	26.0
91582	1190.0	2131.0
107126360	3.0	3.0
133383	272.0	445.0
100506930	1264.0	2118.0
100820741	0.0	0.0
338448	0.0	0.0
8808	173.0	117.0
8809	179.0	722.0
54512	464.0	948.0
54511	206.0	224.0
54510	2868.0	3806.0
54516	456.0	779.0
8802	3797.0	4793.0
8803	2499.0	3722.0
54514	2.0	3.0
8800	1998.0	2829.0
8801	3925.0	10907.0
8807	82.0	115.0
400916	891.0	806.0
54518	757.0	2056.0
8804	6058.0	7771.0
100506939	3.0	3.0
54517	900.0	1859.0
8805	1818.0	3326.0
8820	51.0	66.0
8821	5095.0	12511.0
338440	693.0	681.0
338442	240.0	125.0
8819	311.0	513.0
100820732	0.0	0.0
255620	0.0	0.0
54522	368.0	543.0
54521	1350.0	2436.0
54520	2663.0	4337.0
100820735	0.0	0.0
8813	1458.0	2155.0
170393	0.0	5.0
8814	77.0	196.0
170392	2.0	5.0
100506925	0.0	0.0
8811	0.0	2.0
8812	464.0	938.0
8817	25.0	208.0
8818	1410.0	2445.0
54529	2433.0	3419.0
255626	0.0	0.0
8815	3101.0	5868.0
8816	3799.0	6649.0
170394	542.0	1014.0
8831	1226.0	1705.0
8832	737.0	3642.0
100506953	1.0	0.0
338433	0.0	0.0
338436	1.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1481.0	1892.0
54532	4180.0	5067.0
54531	825.0	1254.0
54538	1544.0	1326.0
8824	2703.0	3244.0
8825	1016.0	803.0
54537	1566.0	3089.0
54536	997.0	3118.0
8822	35.0	6.0
8823	8.0	51.0
54535	778.0	665.0
8828	2049.0	6139.0
8829	5752.0	10760.0
8826	19475.0	49220.0
54539	1792.0	3149.0
8842	5674.0	5628.0
8843	39.0	19.0
8840	44.0	3715.0
8841	2563.0	4148.0
100158257	0.0	0.0
54541	567.0	2944.0
54540	2620.0	1804.0
54545	4783.0	5159.0
54544	0.0	0.0
54543	6222.0	7114.0
54542	3514.0	7353.0
54549	784.0	1293.0
8835	2628.0	1660.0
8836	476.0	850.0
8833	3552.0	6602.0
8834	782.0	1059.0
54546	98.0	68.0
8839	969.0	2026.0
8837	7238.0	11754.0
8838	242.0	181.0
101928483	14.0	20.0
8850	2013.0	2055.0
101928484	0.0	0.0
8853	797.0	963.0
8854	721.0	732.0
8851	113.0	333.0
8852	0.0	0.0
400960	993.0	1143.0
338412	1.0	2.0
338413	1.0	1.0
54552	848.0	2128.0
400957	1.0	0.0
54551	29.0	130.0
54550	45.0	49.0
196996	1851.0	1625.0
400955	50.0	46.0
400954	145.0	100.0
54556	874.0	1058.0
54555	1444.0	2389.0
400952	5.0	10.0
54554	799.0	1178.0
400950	2.0	1.0
8846	552.0	1013.0
100820709	1.0	0.0
8847	120.0	186.0
54558	1280.0	1646.0
8844	936.0	1374.0
54557	633.0	1073.0
8848	21090.0	21675.0
196993	387.0	682.0
8861	3978.0	5607.0
101928492	50.0	73.0
8864	6132.0	4529.0
6201	21112.0	24674.0
6203	32017.0	38549.0
8862	151.0	244.0
101928496	0.0	0.0
8863	3626.0	4689.0
6202	54888.0	64778.0
723972	2.0	2.0
400946	24.0	63.0
400945	53.0	51.0
54567	632.0	1044.0
54566	2083.0	3020.0
400941	1.0	2.0
8857	2050.0	5381.0
8858	11.0	5.0
54569	0.0	0.0
8856	23.0	12.0
54568	0.0	0.0
8859	492.0	808.0
8871	2532.0	4428.0
8872	1919.0	3636.0
6210	22010.0	34360.0
8870	3193.0	11050.0
100421500	0.0	0.0
8875	108.0	278.0
8876	85.0	196.0
8874	3584.0	5424.0
100421506	1.0	3.0
100421509	0.0	0.0
54570	3.0	1.0
400935	6.0	53.0
54574	0.0	0.0
54573	0.0	0.0
54572	76.0	1.0
400932	0.0	1.0
54571	33.0	1.0
54578	0.0	0.0
255631	84.0	177.0
400931	417.0	283.0
54577	0.0	0.0
54576	0.0	0.0
54575	0.0	0.0
6205	52424.0	67465.0
100506915	11.0	50.0
8869	870.0	1098.0
6204	7476.0	8058.0
6207	22974.0	30586.0
6206	37559.0	57808.0
8867	1023.0	1866.0
54579	0.0	0.0
6209	9418.0	11260.0
6208	33345.0	41983.0
170384	1028.0	2378.0
100506916	0.0	0.0
8882	1812.0	2626.0
8883	2094.0	2421.0
8880	5089.0	9135.0
8881	3585.0	5495.0
8886	4928.0	8312.0
6223	32410.0	34943.0
100421512	0.0	0.0
8887	8381.0	17086.0
6222	79397.0	103287.0
8884	4575.0	8072.0
6224	30479.0	48862.0
100421515	12.0	23.0
54581	250.0	330.0
54580	0.0	0.0
54585	2082.0	3843.0
54584	146.0	212.0
54583	3268.0	4737.0
54587	6054.0	11079.0
54586	7.0	2.0
8879	4466.0	9723.0
170371	564.0	1062.0
170370	2.0	2.0
8877	1120.0	1587.0
6218	33163.0	41068.0
6217	24075.0	29272.0
8878	9375.0	13200.0
6219	1.0	2.0
100506907	0.0	0.0
100506906	126.0	271.0
255649	0.0	1.0
6230	27833.0	33061.0
8893	3005.0	4240.0
8894	2890.0	4607.0
101928440	0.0	0.0
8891	1147.0	1763.0
6232	29174.0	41410.0
8892	1177.0	2021.0
6231	11779.0	13562.0
8897	630.0	1032.0
6234	8516.0	9322.0
8898	1809.0	3456.0
6233	32102.0	34129.0
8895	8550.0	22128.0
6236	143.0	198.0
8896	1275.0	2270.0
6235	13590.0	18689.0
101928442	0.0	0.0
101928448	11.0	10.0
8890	1860.0	2757.0
280659	0.0	0.0
280657	0.0	0.0
280658	0.0	0.0
280655	1.0	2.0
253039	927.0	1827.0
6227	13414.0	15451.0
6226	4.0	11.0
6229	24175.0	36074.0
8888	4461.0	8184.0
6228	26093.0	38095.0
6241	85.0	921.0
6240	2714.0	5995.0
100421411	0.0	0.0
6242	1624.0	2243.0
100421413	0.0	7.0
101928455	6.0	4.0
6244	0.0	0.0
6247	8.0	4.0
100421415	6.0	22.0
6246	0.0	0.0
280644	0.0	4.0
253044	0.0	0.0
6238	6654.0	13212.0
6237	1544.0	2051.0
8899	5412.0	8924.0
6239	3321.0	5994.0
6252	1048.0	2120.0
100421420	2.0	12.0
6251	4381.0	8168.0
100421422	0.0	2.0
6253	927.0	1296.0
6256	4715.0	7703.0
100421424	0.0	0.0
6258	68.0	24.0
6257	2719.0	3161.0
100421428	0.0	2.0
101928469	0.0	2.0
100421429	4.0	6.0
280637	0.0	0.0
280636	1543.0	3177.0
253018	82.0	86.0
253017	0.0	0.0
253012	312.0	88.0
6249	5209.0	9412.0
6248	0.0	0.0
6263	600.0	341.0
100421431	1.0	8.0
6262	39.0	335.0
100421432	0.0	3.0
101928470	1.0	0.0
100421433	1.0	3.0
100421436	26.0	28.0
