id	78847e00-15b8-45a5-8b5a-db379f48a1c1	20ff57b5-eeb2-4312-a5e0-11ac8c8d573a
106480913	0.0	0.0
57458	2335.0	435.0
390429	4.0	0.0
57459	6187.0	3314.0
57453	93.0	253.0
57455	1176.0	1311.0
57456	5338.0	2238.0
106479939	1.0	0.0
390472	0.0	8.0
162540	0.0	0.0
150554	22.0	21.0
729082	21420.0	15730.0
729085	713.0	318.0
729079	3.0	0.0
390483	3.0	1.0
730061	9.0	12.0
150568	0.0	1.0
729073	30.0	6.0
497258	479.0	251.0
106479916	0.0	0.0
106479915	0.0	0.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	2623.0	666.0
730092	486.0	60.0
730091	392.0	125.0
150577	0.0	0.0
150572	798.0	5.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	4.0	7.0
102546227	9.0	0.0
106479902	0.0	1.0
730087	302.0	82.0
106479901	1.0	3.0
106479900	0.0	0.0
730086	0.0	0.0
729097	24.0	5.0
389493	87.0	156.0
221613	0.0	0.0
729096	72.0	13.0
729092	23.0	19.0
729046	36.0	76.0
729042	4.0	0.0
729041	22.0	51.0
730029	256.0	126.0
730023	6.0	10.0
729032	0.0	0.0
730016	0.0	0.0
730058	0.0	0.0
730052	6.0	0.0
730051	1132.0	937.0
221662	335.0	15.0
150538	8.0	8.0
162515	62.0	4.0
162517	40.0	12.0
729059	3.0	3.0
162514	115.0	93.0
730041	51.0	12.0
149563	144.0	5607.0
221656	3303.0	1959.0
729050	1.0	0.0
221687	191.0	34.0
221692	918.0	169.0
162494	282.0	21.0
654391	2.0	0.0
198437	0.0	4.0
257629	16.0	6.0
267004	8.0	2.0
149499	25.0	3.0
162466	77.0	4.0
255022	1.0	8.0
162461	10.0	133.0
267010	0.0	0.0
267012	0.0	0.0
267013	0.0	14.0
150472	1334.0	870.0
255031	213.0	141.0
255025	0.0	0.0
101101692	218.0	37.0
255027	1896.0	2377.0
267002	991.0	885.0
150483	22.0	1.0
282617	0.0	0.0
282618	0.0	1.0
282616	0.0	1.0
644990	32.0	13.0
9103	317.0	229.0
9100	6491.0	4653.0
9101	8485.0	3345.0
644994	2.0	1.0
9107	5505.0	1285.0
9104	730.0	25.0
400242	344.0	227.0
84959	892.0	142.0
255061	28.0	4.0
84958	1483.0	1119.0
654319	5.0	2.0
100996315	8.0	1.0
84966	198.0	275.0
57348	1084.0	21.0
282679	178.0	77.0
84968	42.0	26.0
84967	1081.0	1540.0
84962	3641.0	1564.0
57343	2146.0	1524.0
654320	0.0	0.0
255057	21.0	87.0
84961	5340.0	19310.0
654321	18.0	1.0
400238	0.0	0.0
654322	15.0	5.0
84964	105.0	148.0
400236	116.0	51.0
644988	0.0	0.0
84960	54.0	138.0
642326	0.0	0.0
9113	7638.0	3803.0
9114	5160.0	2901.0
9111	2173.0	958.0
9112	2730.0	2862.0
9117	6923.0	4078.0
9118	5.0	4.0
414899	1.0	0.0
100996307	167.0	59.0
100996306	0.0	0.0
84948	347.0	474.0
9110	5285.0	2010.0
84947	1473.0	591.0
84955	3024.0	1729.0
84954	659.0	982.0
84957	199.0	333.0
100996301	3.0	80.0
84951	7879.0	35890.0
84950	6010.0	1882.0
84953	252.0	372.0
400224	26.0	96.0
84952	4826.0	530.0
644998	0.0	0.0
9108	230.0	52.0
642337	2.0	1.0
644997	3.0	0.0
9124	22722.0	13367.0
9125	5283.0	2640.0
9122	2227.0	682.0
9123	302.0	4119.0
9128	3068.0	2958.0
9129	3847.0	4517.0
9126	10293.0	8248.0
9127	29.0	11.0
94304	0.0	0.0
255043	70.0	25.0
9120	869.0	818.0
9121	804.0	333.0
57369	0.0	0.0
84988	600.0	1004.0
84987	2174.0	2022.0
84989	21.0	11.0
84984	265.0	253.0
84983	39.0	0.0
84986	4569.0	1766.0
84985	50.0	208.0
642345	6.0	0.0
9119	19.0	39.0
84981	4278.0	444.0
9135	14500.0	7479.0
9136	741.0	734.0
9133	496.0	310.0
9134	440.0	895.0
9139	4867.0	3047.0
267014	0.0	0.0
267015	0.0	2.0
9138	3367.0	3691.0
267017	0.0	0.0
9131	3121.0	1840.0
9132	202.0	50.0
84969	199.0	58.0
9130	1551.0	3202.0
400208	58.0	6.0
84976	1481.0	490.0
400209	139.0	39.0
400206	0.0	0.0
84978	225.0	45.0
84973	1768.0	926.0
84975	2159.0	1979.0
57379	2.0	2.0
642357	19.0	13.0
84971	525.0	434.0
84970	1.0	2.0
267020	6.0	1.0
9146	2558.0	2307.0
9147	4686.0	2768.0
9144	8289.0	8425.0
9145	3148.0	2330.0
9148	59.0	55.0
106479899	1.0	0.0
9149	1307.0	1001.0
106479898	0.0	0.0
106479897	0.0	0.0
106480886	0.0	0.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	0.0	0.0
106479895	1.0	1.0
106480887	0.0	0.0
106479894	0.0	0.0
106479893	0.0	0.0
9142	1.0	0.0
57380	3126.0	2154.0
9143	36.0	91.0
106479892	0.0	0.0
106480889	0.0	0.0
57381	5337.0	525.0
9140	4585.0	1929.0
106479891	0.0	0.0
9141	2563.0	2007.0
106479890	0.0	0.0
106480891	0.0	0.0
106480890	0.0	0.0
654364	13.0	19.0
106480893	0.0	0.0
106480892	1.0	0.0
106480895	0.0	0.0
106480894	0.0	0.0
9158	2533.0	3448.0
9156	459.0	740.0
106479889	0.0	0.0
9159	4069.0	1630.0
106479888	0.0	0.0
106479887	0.0	0.0
654346	2.0	38.0
106479886	0.0	0.0
106480897	0.0	1.0
9150	1205.0	883.0
106480896	0.0	0.0
106479885	4.0	1.0
57396	3216.0	820.0
106480899	0.0	0.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	19.0	16.0
106479882	0.0	0.0
9154	38.0	27.0
106479881	0.0	2.0
106479880	0.0	0.0
57393	247.0	51.0
9152	1.0	0.0
654350	0.0	0.0
84996	247.0	352.0
84991	6734.0	3857.0
84993	2500.0	1503.0
84992	0.0	0.0
9168	42429.0	61564.0
9169	19549.0	16790.0
9166	2710.0	1553.0
642395	27.0	9.0
9167	7776.0	6500.0
642394	1.0	3.0
106480864	0.0	0.0
106480863	0.0	0.0
106480866	0.0	0.0
106480865	0.0	0.0
106480868	1.0	0.0
255082	486.0	392.0
106480867	1.0	0.0
9162	470.0	268.0
106480869	0.0	0.0
654383	1.0	0.0
106480871	3.0	0.0
106480870	0.0	0.0
106480873	0.0	0.0
282697	0.0	0.0
400258	888.0	0.0
106480872	0.0	0.0
642389	1.0	0.0
654381	0.0	0.0
9179	1379.0	1034.0
9177	2.0	0.0
106480875	0.0	0.0
9172	390.0	111.0
106480874	0.0	0.0
106480877	0.0	0.0
9170	866.0	701.0
106480876	0.0	0.0
9175	4359.0	3440.0
106480879	0.0	0.0
106480878	0.0	0.0
9173	266.0	6.0
106480880	9.0	9.0
106480882	0.0	0.0
106480881	0.0	0.0
654376	4.0	2.0
106480884	0.0	0.0
106480883	0.0	1.0
654370	0.0	1.0
137868	12.0	0.0
730112	293.0	19.0
106480849	0.0	0.0
729123	4.0	0.0
9188	14403.0	8163.0
106479859	0.0	0.0
106479858	0.0	2.0
9189	5152.0	4780.0
106479857	0.0	0.0
106479856	1.0	0.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	1.0
9182	2894.0	66.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	2313.0	2010.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	11088.0	4713.0
106480844	0.0	0.0
106479851	0.0	0.0
9181	6568.0	5566.0
106479850	2.0	0.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	2541.0	1106.0
106480845	1.0	0.0
9184	7738.0	6715.0
106480848	0.0	0.0
9185	3473.0	3348.0
106480847	0.0	0.0
57501	75.0	196.0
57502	1319.0	194.0
57504	4280.0	5608.0
125875	43.0	8.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	17433.0	10206.0
730109	0.0	0.0
137872	1183.0	268.0
102546175	0.0	2.0
57505	1168.0	1436.0
644903	6.0	14.0
57506	14339.0	8989.0
57507	3804.0	1338.0
57508	2623.0	2324.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	0.0	0.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	0.0	0.0
9194	13198.0	172.0
106479841	0.0	0.0
106480852	0.0	1.0
9191	3783.0	5214.0
106479840	0.0	0.0
106480855	0.0	0.0
106480854	0.0	0.0
9197	5675.0	4171.0
106480857	0.0	0.0
106480856	0.0	0.0
106480859	0.0	0.0
729119	9.0	0.0
9196	127.0	29.0
106480858	0.0	0.0
57512	54.0	5.0
57513	2547.0	974.0
57514	7098.0	1793.0
123207	1578.0	757.0
57515	46891.0	18807.0
106480860	0.0	0.0
57510	5147.0	4229.0
106480862	0.0	0.0
57511	4060.0	1670.0
106480861	2.0	0.0
644911	1.0	2.0
644914	15.0	5.0
57519	4485.0	421.0
729146	7.0	1.0
106480828	0.0	0.0
113878	746.0	723.0
135228	8259.0	3802.0
106480827	0.0	0.0
729148	94.0	90.0
106480829	0.0	0.0
137886	4586.0	3345.0
106479879	0.0	0.0
730130	1.0	0.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	6.0	9.0
106480820	0.0	1.0
106479875	0.0	0.0
106479874	0.0	0.0
106479873	0.0	0.0
106480822	2.0	0.0
106479872	0.0	0.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	1.0	0.0
106479870	2.0	0.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	4390.0	1652.0
57524	35.0	70.0
57526	2001.0	141.0
644928	10.0	2.0
57520	1477.0	719.0
57521	2667.0	1243.0
57522	2787.0	485.0
57528	150.0	20.0
57529	29.0	108.0
106480839	0.0	0.0
106480838	0.0	0.0
106479869	0.0	0.0
729131	8.0	11.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	3.0	4.0
106479864	0.0	0.0
106480831	0.0	0.0
106479863	0.0	0.0
106480830	0.0	0.0
106480833	1.0	0.0
106479862	1.0	0.0
106479861	0.0	0.0
106480832	0.0	0.0
353116	610.0	383.0
106479860	0.0	0.0
106480835	0.0	0.0
106480834	0.0	0.0
106480837	14.0	5.0
106480836	0.0	0.0
57534	14056.0	5454.0
57535	27852.0	40785.0
343727	0.0	0.0
57536	1387.0	390.0
57537	657.0	843.0
150864	2387.0	811.0
57530	4003.0	2669.0
57531	2611.0	1989.0
57532	32048.0	108919.0
106480840	0.0	0.0
57533	5105.0	1676.0
57538	2729.0	696.0
57539	4973.0	2891.0
106479817	2.0	0.0
106480806	2.0	3.0
106479816	0.0	0.0
106480805	0.0	0.0
106479815	0.0	0.0
106480808	0.0	0.0
106480807	0.0	0.0
106479814	1.0	0.0
106479813	0.0	0.0
106480809	3.0	1.0
106479812	0.0	1.0
106479811	0.0	0.0
106479810	2.0	2.0
123263	1087.0	399.0
106480800	0.0	0.0
123264	82.0	5.0
57540	16.0	11.0
106480802	2.0	0.0
106480801	0.0	0.0
106480804	2.0	3.0
106480803	0.0	0.0
57545	2935.0	773.0
57546	3041.0	531.0
57547	896.0	319.0
57541	2482.0	848.0
57542	5927.0	2891.0
353132	0.0	0.0
57544	2695.0	1223.0
353131	0.0	0.0
644943	286.0	348.0
57549	3406.0	9166.0
106479809	0.0	0.0
106479808	0.0	0.0
644945	2.0	0.0
100101490	82.0	69.0
106479807	0.0	0.0
137835	725.0	22.0
106479806	1.0	0.0
106480817	0.0	0.0
106480816	0.0	0.0
106479805	0.0	0.0
106480819	0.0	0.0
106479804	0.0	0.0
106479803	0.0	0.0
106480818	0.0	0.0
644961	28.0	8.0
106479802	27.0	5.0
106479801	0.0	0.0
644962	60.0	1025.0
106479800	0.0	0.0
353134	0.0	0.0
353133	13.0	0.0
106480811	0.0	0.0
57551	37996.0	106804.0
353135	1.0	0.0
106480810	0.0	0.0
106480813	0.0	0.0
106480812	0.0	0.0
353137	0.0	0.0
106480815	5.0	0.0
353139	0.0	0.0
106480814	0.0	0.0
57556	5366.0	305.0
57558	592.0	285.0
57559	721.0	74.0
57552	4332.0	2242.0
353141	0.0	0.0
353140	0.0	0.0
57553	4426.0	1662.0
57554	210.0	23.0
353143	1.0	0.0
57555	2827.0	1095.0
353142	1.0	0.0
343702	5.0	1.0
729102	5.0	11.0
106479839	0.0	0.0
106479838	0.0	0.0
729101	1.0	3.0
106479837	0.0	0.0
106479836	2.0	6.0
106479835	12.0	2.0
644972	118.0	38.0
106479834	1.0	0.0
106479833	1.0	0.0
642311	2.0	0.0
106479832	0.0	0.0
353145	0.0	0.0
106479831	0.0	0.0
389101	10.0	6.0
102465906	0.0	0.0
57560	2173.0	1329.0
106479830	0.0	0.0
353144	0.0	0.0
57561	27880.0	3972.0
57562	2370.0	1053.0
149830	0.0	0.0
57567	956.0	394.0
57568	3275.0	927.0
57569	1762.0	67.0
57563	2701.0	760.0
57565	183.0	4.0
106479829	1.0	0.0
106479828	0.0	2.0
106479827	0.0	0.0
106479826	0.0	0.0
106479825	0.0	0.0
106479824	1.0	0.0
106479823	0.0	0.0
106479822	0.0	5.0
106479821	0.0	0.0
57570	3081.0	1435.0
125893	960.0	681.0
106479820	8.0	2.0
57571	135.0	50.0
57572	3077.0	1786.0
149840	249.0	233.0
57573	1738.0	1370.0
102465910	0.0	0.0
57578	96.0	28.0
57579	2338.0	271.0
149837	848.0	395.0
123228	530.0	261.0
57574	3.0	38.0
353163	3.0	0.0
57575	139.0	53.0
102465909	0.0	0.0
57576	151.0	102.0
102465908	0.0	0.0
57577	1635.0	2593.0
353164	0.0	0.0
102465907	0.0	0.0
644974	24.0	130.0
642317	2.0	0.0
106479819	0.0	0.0
106479818	0.0	0.0
730198	0.0	0.0
730196	0.0	0.0
390110	2.0	2.0
389123	0.0	0.0
389124	0.0	0.0
730190	6.0	2.0
390116	0.0	0.0
389120	1.0	8.0
390117	0.0	0.0
147276	1.0	2.0
389118	23.0	12.0
389119	92.0	71.0
353174	34.0	6.0
389114	1651.0	231.0
135293	3334.0	110.0
135295	167.0	20.0
729196	1.0	0.0
729198	0.0	0.0
730180	0.0	2.0
353189	104.0	15.0
392752	58.0	12.0
389144	2.0	0.0
389141	6.0	3.0
123283	1550.0	573.0
102465944	0.0	0.0
353194	31.0	0.0
353196	0.0	0.0
389136	8536.0	540.0
389137	5.0	3.0
390102	0.0	0.0
100526416	0.0	0.0
389125	2.0	4.0
389160	675.0	393.0
390151	0.0	0.0
390152	0.0	0.0
729163	2.0	0.0
730152	0.0	0.0
390154	0.0	0.0
390155	0.0	0.0
390157	0.0	0.0
389168	43.0	22.0
390158	10.0	6.0
389161	5.0	1.0
147226	1.0	0.0
389158	4.0	0.0
147228	9.0	0.0
135250	95.0	684.0
102465975	3.0	0.0
729156	4.0	10.0
102465974	2.0	2.0
730144	4.0	6.0
390162	0.0	0.0
390166	0.0	0.0
389156	7.0	9.0
390167	0.0	0.0
390168	0.0	0.0
389152	0.0	0.0
102465978	0.0	0.0
102465977	1.0	0.0
389151	1.0	0.0
102465976	0.0	0.0
729150	4.0	8.0
730138	12.0	7.0
102465985	0.0	0.0
730174	4.0	1.0
390131	0.0	0.0
390133	0.0	0.0
390134	0.0	0.0
221301	9.0	1.0
390136	0.0	0.0
390137	0.0	0.0
221303	312.0	9.0
390138	0.0	0.0
221302	1011.0	593.0
390139	0.0	0.0
729182	3.0	4.0
135270	1.0	0.0
389170	172.0	175.0
729178	125.0	34.0
102465995	0.0	0.0
102465993	1.0	0.0
390142	0.0	0.0
729177	52.0	3.0
390144	0.0	0.0
729176	1.0	0.0
389179	28.0	19.0
389177	19.0	1.0
390148	0.0	0.0
729171	3.0	1.0
390072	26.0	0.0
390073	0.0	0.0
390075	0.0	0.0
390077	18.0	0.0
390078	0.0	0.0
390079	0.0	0.0
221322	706.0	399.0
642290	5.0	2.0
389084	156.0	46.0
390081	0.0	0.0
390082	0.0	0.0
389072	828.0	188.0
390083	0.0	0.0
390084	1.0	0.0
389075	0.0	0.0
389073	0.0	0.0
390091	13.0	6.0
105616982	0.0	0.0
390053	0.0	0.0
390054	0.0	0.0
390058	0.0	0.0
390059	0.0	0.0
390061	0.0	21.0
390063	2.0	0.0
390064	0.0	0.0
389090	2.0	1.0
390066	0.0	1.0
390067	2.0	0.0
221336	302.0	108.0
147199	0.0	0.0
257313	74.0	4.0
221357	10.0	0.0
196120	0.0	0.0
9201	10518.0	1064.0
9202	10424.0	8629.0
9200	478.0	145.0
9205	1946.0	701.0
9206	5.0	0.0
9203	5423.0	3293.0
9204	1845.0	591.0
221391	2.0	0.0
221393	32.0	6.0
221395	8453.0	1632.0
9212	282.0	544.0
9213	6386.0	4138.0
9210	0.0	0.0
9211	404.0	31.0
9217	9601.0	6563.0
9214	464.0	394.0
9215	3149.0	1051.0
284904	10.0	1.0
284900	1089.0	893.0
9209	5692.0	3826.0
159195	6357.0	2894.0
9207	57.0	158.0
9208	16498.0	9925.0
9223	8212.0	1230.0
9221	10866.0	12166.0
9227	502.0	78.0
644873	2870.0	1086.0
9228	63.0	14.0
644871	0.0	0.0
57460	4756.0	2765.0
57461	1609.0	1275.0
57462	2060.0	8596.0
257364	5699.0	2105.0
57463	1721.0	323.0
9220	357.0	423.0
57468	31.0	6.0
57469	331.0	99.0
57464	86.0	54.0
257358	16.0	1.0
57465	2327.0	2479.0
57466	3967.0	3768.0
57467	117.0	3.0
9218	19647.0	9338.0
9219	6412.0	4340.0
113802	888.0	1112.0
9235	1411.0	528.0
644881	0.0	0.0
9232	453.0	937.0
9238	2490.0	3427.0
9236	3124.0	1100.0
57471	37.0	355.0
101101773	0.0	0.0
57472	6746.0	4701.0
101101772	6.0	2.0
57473	2267.0	3306.0
57474	178.0	126.0
9230	4267.0	2945.0
9231	6357.0	4704.0
101101776	1.0	1.0
101101775	140.0	4.0
57470	3640.0	3081.0
57479	2517.0	4919.0
791114	13.0	0.0
791115	0.0	0.0
57475	1801.0	1242.0
105616916	0.0	0.0
57476	361.0	148.0
57477	2662.0	1280.0
57478	4853.0	773.0
644877	8.0	8.0
9229	560.0	39.0
9245	10.0	2.0
9246	5811.0	4261.0
9244	328.0	138.0
644890	22.0	9.0
9249	5915.0	559.0
644896	0.0	1.0
9247	1.0	1.0
9248	24.0	1.0
57482	155.0	453.0
106480787	0.0	0.0
106480786	0.0	0.0
57484	9527.0	199.0
106480789	3.0	3.0
106480788	0.0	0.0
9241	19.0	11.0
9242	179.0	356.0
57480	4416.0	1029.0
9240	4045.0	3628.0
57481	54.0	224.0
106480790	0.0	0.0
284958	0.0	3.0
106480792	0.0	0.0
106480791	1.0	0.0
57486	3810.0	2471.0
106480794	3.0	0.0
106480793	0.0	0.0
57488	23190.0	6996.0
106480796	43437.0	24930.0
57489	5162.0	1212.0
106480795	24.0	5.0
9256	2065.0	1087.0
9254	687.0	676.0
9255	5659.0	2420.0
137814	0.0	1.0
341152	0.0	1.0
9258	2559.0	1300.0
57493	14364.0	7328.0
106480798	0.0	0.0
57494	4262.0	1483.0
106480797	0.0	0.0
57495	122.0	0.0
57496	16277.0	7352.0
106480799	0.0	0.0
9252	2752.0	1085.0
9253	1508.0	1497.0
57491	92.0	53.0
57492	11585.0	6351.0
284948	11.0	78.0
57497	4.0	178.0
57498	16530.0	8027.0
284942	630.0	595.0
642236	80.0	10.0
402509	0.0	0.0
341148	1.0	0.0
9267	4568.0	1553.0
9265	4606.0	2755.0
9266	5048.0	4106.0
106479779	12.0	10.0
106479778	0.0	0.0
106479777	9.0	2.0
106480765	1.0	0.0
106479776	0.0	0.0
9260	2838.0	3404.0
106480764	0.0	0.0
106479775	0.0	0.0
106480767	0.0	0.0
106479774	0.0	0.0
106480766	1.0	0.0
106479773	0.0	0.0
9263	4214.0	1393.0
106480769	0.0	0.0
106479772	0.0	0.0
106480768	1.0	0.0
106479771	0.0	0.0
9261	11921.0	14369.0
106479770	0.0	0.0
9262	8272.0	2213.0
106480770	1.0	2.0
106480772	0.0	0.0
106480771	0.0	0.0
106480774	0.0	0.0
106480773	0.0	2.0
9278	1819.0	2136.0
9276	17798.0	35531.0
9277	2163.0	3215.0
106479769	1.0	1.0
106479768	0.0	0.0
106479767	0.0	0.0
106479766	0.0	0.0
9270	6014.0	2231.0
106479765	0.0	0.0
106480776	0.0	0.0
9271	3.0	5.0
106480775	6.0	12.0
106479764	0.0	0.0
106480778	2.0	1.0
106479763	0.0	0.0
106479762	0.0	0.0
106480777	0.0	0.0
9274	1832.0	2016.0
402573	17.0	6.0
106479761	0.0	0.0
9275	2827.0	1308.0
106479760	0.0	15.0
106480779	0.0	0.0
106480781	5.0	0.0
654231	7.0	11.0
106480780	0.0	0.0
106480783	0.0	0.0
402569	30.0	11.0
106480782	5.0	1.0
106480785	0.0	1.0
106480784	0.0	0.0
642259	7.0	4.0
341128	0.0	0.0
113835	606.0	317.0
9289	11639.0	6874.0
9287	0.0	0.0
9288	1.0	0.0
642273	1803.0	770.0
106479799	0.0	0.0
106480743	4.0	2.0
106479798	0.0	0.0
9282	6251.0	4709.0
106479797	0.0	0.0
106480742	1.0	0.0
106479796	1.0	0.0
106480745	0.0	0.0
106479795	0.0	0.0
106480744	0.0	0.0
106479794	15.0	30.0
106480747	0.0	0.0
402562	15.0	10.0
106479793	0.0	0.0
106480746	0.0	0.0
9283	20.0	46.0
106479792	1.0	0.0
106480749	0.0	0.0
9284	610.0	174.0
106479791	0.0	0.0
106480748	0.0	0.0
106479790	0.0	0.0
106480750	0.0	0.0
284998	2.0	0.0
106480752	0.0	0.0
284996	5728.0	4292.0
106480751	0.0	0.0
341112	0.0	8.0
284992	161.0	111.0
341116	2.0	1.0
9299	0.0	0.0
106479789	0.0	0.0
106479788	0.0	0.0
106479787	0.0	0.0
9292	0.0	0.0
106480754	0.0	0.0
106479786	0.0	0.0
9293	1.0	2.0
106480753	0.0	0.0
9290	69.0	5.0
106480756	0.0	0.0
106479785	2.0	0.0
257397	5680.0	4282.0
113829	7454.0	4925.0
106480755	0.0	0.0
106479784	0.0	0.0
9296	3446.0	2374.0
113828	3972.0	1279.0
106479783	0.0	0.0
106480758	0.0	0.0
106480757	0.0	0.0
106479782	0.0	0.0
106479781	0.0	1.0
9294	1722.0	584.0
9295	18469.0	7077.0
642280	236.0	97.0
106479780	4.0	1.0
106480759	0.0	0.0
654254	70.0	58.0
106480761	1.0	2.0
284988	11.0	3.0
106480760	0.0	0.0
106480763	0.0	0.0
106480762	0.0	1.0
106480729	0.0	0.0
106479739	0.0	0.0
106480728	0.0	0.0
730232	2.0	0.0
106479738	0.0	0.0
729246	0.0	0.0
106479737	9.0	0.0
106479736	0.0	0.0
106479735	0.0	0.0
729240	0.0	0.0
106479734	0.0	0.0
106479733	0.0	0.0
106479732	0.0	0.0
106480721	0.0	0.0
106479731	0.0	0.0
106480720	0.0	0.0
106479730	0.0	0.0
106480723	0.0	0.0
106480722	0.0	0.0
106480725	0.0	1.0
729249	5.0	8.0
729248	0.0	0.0
106480724	0.0	0.0
106480727	0.0	0.0
106480726	0.0	0.0
104457406	561.0	21.0
57622	118.0	186.0
57623	920.0	983.0
57624	1.0	0.0
57620	4338.0	757.0
106480730	0.0	1.0
57621	2779.0	3166.0
57626	0.0	0.0
100125387	0.0	0.0
730227	11.0	54.0
57628	84.0	58.0
353219	18.0	0.0
729234	551.0	517.0
106479729	0.0	0.0
729233	0.0	0.0
106480739	9.0	13.0
106479728	0.0	0.0
106479727	0.0	0.0
729236	79.0	19.0
106479726	1.0	0.0
729230	518.0	30.0
106479725	0.0	0.0
106479724	0.0	0.0
113763	577.0	128.0
106479723	6.0	4.0
106479722	0.0	0.0
106479721	0.0	0.0
106480732	0.0	0.0
106480731	0.0	0.0
106479720	0.0	0.0
106480734	0.0	0.0
106480733	0.0	0.0
729238	21.0	10.0
106480736	41.0	16.0
106480735	1.0	0.0
100113391	0.0	1.0
106480738	10.0	1.0
100113392	0.0	0.0
100113393	15.0	13.0
106480737	0.0	0.0
57633	5071.0	1025.0
341208	59.0	17.0
150726	973.0	334.0
57634	7853.0	4564.0
57636	3165.0	8163.0
57630	4742.0	2272.0
57631	685.0	129.0
106480741	27.0	7.0
106480740	2.0	0.0
57639	1302.0	372.0
106479719	2.0	1.0
730213	3.0	1.0
106480707	0.0	0.0
106480706	0.0	0.0
106480709	0.0	0.0
106480708	1.0	0.0
106479759	0.0	0.0
106479758	0.0	0.0
729262	12.0	43.0
106479757	0.0	2.0
106479756	1.0	0.0
729264	9.0	0.0
106479755	0.0	0.0
106479754	0.0	0.0
100113383	17.0	2.0
106479753	0.0	0.0
100113384	8.0	2.0
106480701	0.0	0.0
106479752	1.0	0.0
106479751	0.0	0.0
106480700	0.0	0.0
100113386	27.0	16.0
106480703	0.0	0.0
106479750	0.0	0.0
106480702	0.0	0.0
100113380	0.0	0.0
106480705	2.0	0.0
100113381	0.0	0.0
106480704	0.0	1.0
100113382	0.0	0.0
57644	160.0	127.0
57645	9386.0	12849.0
644809	31.0	21.0
150737	1676.0	1535.0
57646	3171.0	2950.0
57647	1229.0	1398.0
100188945	13.0	6.0
57642	0.0	5.0
100113389	5.0	0.0
57643	513.0	469.0
100188949	76.0	35.0
135112	24512.0	3013.0
730249	0.0	0.0
57648	15760.0	14045.0
57649	9221.0	42171.0
730246	28.0	5.0
106480718	0.0	0.0
113746	0.0	3.0
106480717	0.0	0.0
106479749	0.0	0.0
729258	16.0	25.0
106479748	0.0	0.0
106480719	0.0	0.0
106479747	4.0	0.0
729252	3.0	0.0
135114	7531.0	5937.0
106479746	0.0	0.0
106479745	2.0	0.0
106479744	0.0	0.0
106480710	0.0	0.0
106479743	0.0	0.0
106479742	0.0	0.0
100113373	164.0	81.0
106480712	0.0	0.0
106479741	0.0	0.0
57650	687.0	653.0
106479740	0.0	0.0
106480711	0.0	0.0
106480714	0.0	0.0
729259	11.0	0.0
106480713	0.0	0.0
106480716	0.0	0.0
106480715	0.0	0.0
353238	1.0	2.0
57655	3459.0	4657.0
100418708	0.0	0.0
100188954	47.0	43.0
57657	281.0	210.0
57658	10286.0	5160.0
100418709	0.0	0.0
100418706	0.0	0.0
57654	1236.0	1153.0
100113379	2.0	0.0
729250	0.0	0.0
730239	10.0	4.0
57659	17041.0	5221.0
644815	1030.0	1047.0
100188953	33.0	0.0
729201	1.0	0.0
729209	0.0	0.0
100418711	0.0	8.0
57661	2170.0	2546.0
55003	2102.0	1050.0
57666	2559.0	1767.0
55002	7443.0	8478.0
100418718	0.0	0.0
55001	776.0	92.0
57669	5131.0	2740.0
55000	26004.0	17214.0
57662	978.0	1923.0
55007	1776.0	886.0
100418715	0.0	0.0
57663	2.0	0.0
55006	1051.0	700.0
57664	3403.0	735.0
55005	2295.0	3672.0
55004	5555.0	3715.0
57665	1729.0	1185.0
55009	799.0	939.0
644820	149.0	79.0
55008	2078.0	348.0
57670	2810.0	465.0
390201	1.0	0.0
392862	113.0	81.0
100418724	0.0	0.0
390203	1.0	0.0
55010	512.0	327.0
390205	133.0	295.0
100418720	0.0	2.0
55014	3056.0	1031.0
57677	1815.0	1055.0
55013	1780.0	544.0
57678	50922.0	1863.0
57679	4352.0	2244.0
55012	2242.0	632.0
55011	2189.0	3349.0
55018	1.0	0.0
57673	768.0	1321.0
57674	23946.0	12568.0
55017	4036.0	3361.0
55016	1372.0	520.0
100418728	1.0	1.0
55015	3909.0	2039.0
106479718	9.0	0.0
106479717	0.0	0.0
730211	19.0	7.0
100127989	1.0	14.0
106479716	0.0	0.0
106479715	0.0	0.0
