id	d8f60cfe-3faa-406f-8ed6-2bb201dc36f4	96833a09-14ce-4483-b17d-f4328e0b68f5
83985	54.0	81.0
81322	0.0	0.0
643308	2.0	0.0
643309	1.0	1.0
645968	4.0	2.0
645980	0.0	0.0
100271390	0.0	3.0
106481877	0.0	0.0
106481878	0.0	7.0
106481875	2.0	2.0
106481876	0.0	1.0
8153	141.0	668.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	6.0
81358	0.0	1.0
81353	0.0	6.0
106481884	0.0	0.0
100271399	0.0	1.0
81354	0.0	1.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	1.0
81356	0.0	3.0
81352	0.0	5.0
100271392	1.0	5.0
100271391	1.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	12.0	2.0
93323	209.0	814.0
8165	4419.0	7154.0
645996	7.0	0.0
645993	0.0	1.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	763.0	1562.0
106481891	1.0	6.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	0.0	1.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	2.0	3.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	0.0	22.0
100271387	0.0	0.0
81340	0.0	0.0
81341	0.0	0.0
100271386	0.0	0.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	0.0	34.0
8178	718.0	815.0
344892	0.0	0.0
643343	14.0	26.0
8170	802.0	6.0
106481855	0.0	3.0
401014	61.0	88.0
106481856	0.0	2.0
106481853	0.0	0.0
106481854	0.0	7.0
8174	12.0	16.0
106481859	0.0	7.0
8175	1524.0	799.0
106481857	0.0	1.0
106481858	0.0	2.0
100271378	0.0	1.0
106481862	0.0	0.0
401007	0.0	1.0
106481863	0.0	2.0
283446	74.0	19.0
106481860	0.0	5.0
81377	0.0	2.0
106481861	0.0	6.0
643338	61.0	337.0
645998	0.0	1.0
643336	1.0	1.0
100271371	0.0	0.0
8189	2443.0	3364.0
8187	204.0	1434.0
93343	1109.0	3290.0
93349	722.0	146.0
643353	0.0	1.0
106481866	8.0	16.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	0.0	7.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	57.0
106481873	0.0	0.0
100271367	0.0	5.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	1.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	0.0	3.0
283431	256.0	899.0
100271364	0.0	3.0
81363	0.0	0.0
344875	0.0	3.0
100271360	0.0	0.0
93377	0.0	0.0
106481839	0.0	0.0
643365	1.0	0.0
8192	1306.0	759.0
106481833	0.0	3.0
8193	1.0	24.0
106481834	0.0	10.0
106481831	0.0	0.0
8190	234.0	204.0
106481832	0.0	2.0
106481837	5.0	9.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	2271.0	1933.0
106481836	47.0	12.0
106481840	0.0	7.0
106481841	0.0	19.0
100271358	1.0	28.0
81399	0.0	0.0
283422	0.0	9.0
344866	1.0	2.0
100271351	0.0	0.0
283420	33.0	8.0
100271354	0.0	0.0
81390	0.0	0.0
81392	3.0	8.0
643376	0.0	68.0
106481844	0.0	1.0
106481845	0.0	2.0
106481842	0.0	16.0
106481843	0.0	10.0
106481848	0.0	0.0
106481849	1.0	15.0
106481846	0.0	0.0
100307126	1.0	30.0
106481847	0.0	4.0
100271349	0.0	15.0
283417	186.0	21.0
283416	23.0	127.0
106481851	2.0	4.0
106481852	0.0	1.0
100271344	0.0	0.0
283412	4.0	12.0
106481850	0.0	49.0
81382	0.0	4.0
81383	0.0	8.0
100271343	4.0	39.0
106481819	0.0	12.0
283491	0.0	0.0
106481817	0.0	1.0
106481818	0.0	52.0
106481811	0.0	0.0
106481812	0.0	20.0
106481810	0.0	6.0
106481815	0.0	5.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	4.0
283489	1386.0	430.0
283487	348.0	1087.0
283486	7.0	3.0
283483	0.0	0.0
283481	429.0	26.0
283480	0.0	4.0
106481828	0.0	0.0
106481829	0.0	9.0
728143	0.0	4.0
106481822	0.0	0.0
106481823	2.0	9.0
106481820	0.0	0.0
106481821	0.0	7.0
106481826	0.0	259.0
106481827	0.0	19.0
106481824	2.0	3.0
106481825	0.0	3.0
56547	0.0	0.0
106481830	0.0	0.0
56548	293.0	130.0
283471	3.0	46.0
731789	0.0	0.0
728170	0.0	8.0
283464	1345.0	1051.0
283463	5.0	2.0
283461	13.0	2.0
283460	0.0	4.0
106481808	0.0	5.0
728167	2.0	6.0
106481809	0.0	59.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	8.0
728162	1.0	0.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	1.0
106481805	0.0	14.0
106481802	0.0	0.0
106481803	0.0	0.0
81501	13.0	32.0
81502	4977.0	4875.0
283459	1077.0	748.0
283458	13.0	5.0
283455	85.0	365.0
645900	0.0	0.0
283450	3739.0	3606.0
780776	51.0	27.0
728113	59.0	1698.0
126410	56.0	0.0
728116	10.0	6.0
728115	1.0	5.0
728118	22.0	38.0
81533	4002.0	3756.0
126402	0.0	0.0
81532	1128.0	643.0
645930	1.0	0.0
731779	2.0	3.0
728106	0.0	20.0
645922	0.0	2.0
645927	4.0	3.0
728134	7.0	23.0
474170	182.0	221.0
728130	58.0	51.0
645940	1.0	1.0
728132	0.0	0.0
728137	0.0	0.0
81555	2854.0	2577.0
81556	1696.0	1801.0
81557	0.0	0.0
81558	1273.0	239.0
645939	0.0	3.0
81551	6.0	0.0
101055625	15.0	5.0
81552	2004.0	1814.0
81553	1890.0	2111.0
344905	126.0	23.0
81554	2547.0	2467.0
474167	9.0	50.0
81550	1087.0	1407.0
344901	2.0	0.0
645931	0.0	0.0
645950	0.0	0.0
728121	5.0	22.0
81537	1234.0	340.0
81539	6738.0	12247.0
728128	3.0	4.0
81544	6438.0	1219.0
81545	1997.0	363.0
81542	1987.0	1719.0
81543	302.0	427.0
93517	485.0	10.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	1008.0	2727.0
126432	275.0	640.0
163404	2.0	2.0
138474	2.0	3.0
391365	0.0	2.0
391367	1.0	5.0
728192	6.0	16.0
728194	0.0	3.0
728190	685.0	509.0
391378	58.0	22.0
138412	0.0	0.0
138428	1.0	18.0
138429	37.0	161.0
391356	578.0	1390.0
391358	2.0	4.0
56521	262.0	200.0
391282	1.0	2.0
643263	0.0	0.0
643264	0.0	1.0
100271209	7.0	0.0
222537	3.0	3.0
163351	7.0	6.0
100271217	0.0	6.0
100271216	0.0	0.0
100271218	0.0	1.0
401164	6.0	23.0
100271206	0.0	0.0
100271207	0.0	7.0
100271201	0.0	0.0
100271204	0.0	3.0
391266	0.0	0.0
440799	83.0	0.0
391267	33.0	150.0
222553	77.0	14.0
391269	1.0	5.0
440795	0.0	0.0
401152	9472.0	4477.0
126393	19873.0	13.0
8200	102.0	564.0
8204	4857.0	2351.0
8202	3144.0	6420.0
391276	0.0	0.0
391279	1.0	0.0
401145	135.0	1644.0
222545	0.0	1.0
126382	424.0	1232.0
222546	9.0	2.0
606293	0.0	1.0
401138	2.0	1.0
401137	0.0	1.0
151393	225.0	218.0
692231	1.0	3.0
440738	250.0	12.0
692233	0.0	6.0
440737	30.0	5.0
8216	2645.0	1903.0
8214	103.0	72.0
440732	1.0	28.0
440730	6.0	14.0
222584	95.0	3264.0
151325	0.0	2.0
8208	187.0	570.0
8209	151.0	160.0
8220	556.0	651.0
8226	823.0	243.0
692223	0.0	0.0
8227	970.0	748.0
8224	64.0	12.0
692225	6.0	745.0
8225	1241.0	802.0
692226	1.0	0.0
100381178	0.0	98.0
692227	6.0	46.0
692229	0.0	7.0
100310839	1.0	0.0
100310838	1.0	25.0
8218	586.0	117.0
8233	424.0	161.0
692210	0.0	15.0
8237	3017.0	1062.0
401190	190.0	3.0
692212	2.0	19.0
692213	0.0	0.0
692214	0.0	10.0
440757	0.0	1.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	1576.0	25.0
8242	4274.0	4522.0
8243	4145.0	2871.0
692201	0.0	0.0
692202	0.0	3.0
692203	0.0	0.0
692204	0.0	0.0
692205	2.0	41.0
692206	0.0	0.0
692207	0.0	6.0
692208	2.0	8.0
692209	0.0	4.0
8241	1562.0	1938.0
100310812	0.0	2.0
8239	11727.0	11164.0
151354	179.0	13026.0
100271291	0.0	1.0
93432	46.0	9.0
100271290	0.0	0.0
645841	0.0	0.0
93436	989.0	2037.0
645840	0.0	0.0
106481778	0.0	2.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	2.0	1.0
106481781	0.0	0.0
106481782	0.0	10.0
81458	0.0	0.0
106481780	0.0	2.0
106481785	0.0	1.0
106481786	1.0	0.0
106481783	0.0	3.0
283523	1.0	2.0
106481784	0.0	0.0
100310869	0.0	0.0
100271297	0.0	0.0
283521	7.0	13.0
100271296	0.0	8.0
645834	0.0	8.0
645832	0.0	8.0
100271293	0.0	0.0
100271292	0.0	18.0
100271295	0.0	6.0
645836	0.0	0.0
100271294	0.0	0.0
8266	1839.0	1636.0
93426	3.0	1.0
8269	580.0	348.0
106481789	0.0	0.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	0.0	0.0
8263	588.0	71.0
8260	788.0	562.0
283518	13.0	48.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	29.0
81448	0.0	0.0
106481791	0.0	0.0
283514	2.0	5.0
106481796	5.0	263.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	0.0	9.0
100271286	0.0	46.0
645846	1.0	0.0
100271288	0.0	0.0
645843	0.0	82.0
81440	0.0	0.0
100271284	0.0	0.0
8277	26.0	3.0
645864	11.0	1.0
342374	0.0	0.0
440714	2.0	2.0
342372	15.0	25.0
342371	4731.0	3453.0
440712	110.0	1186.0
106481756	0.0	1.0
8270	380.0	603.0
728218	0.0	0.0
106481757	1.0	15.0
106481754	0.0	0.0
106481755	0.0	1.0
8273	1255.0	554.0
728215	155.0	35.0
106481758	0.0	8.0
106481759	0.0	3.0
283507	25.0	72.0
81479	0.0	0.0
100310849	0.0	15.0
106481760	0.0	0.0
100310846	20.0	112.0
106481763	0.0	3.0
81474	0.0	0.0
106481764	0.0	1.0
106481761	0.0	1.0
100310848	0.0	8.0
106481762	2.0	14.0
81470	0.0	0.0
100271274	2.0	5.0
100310841	0.0	16.0
81472	4.0	1.0
81473	0.0	0.0
100310840	105.0	143.0
100271273	0.0	0.0
645859	0.0	0.0
8288	13.0	18.0
8289	5579.0	5698.0
8287	0.0	1.0
643210	7.0	104.0
106481767	0.0	0.0
728207	0.0	1.0
106481768	0.0	1.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	0.0	0.0
106481769	0.0	0.0
106481770	0.0	1.0
106481771	0.0	1.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	0.0	25.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	0.0	0.0
81466	0.0	0.0
106481773	0.0	11.0
100310853	2.0	4.0
100271263	0.0	1.0
100310855	0.0	0.0
81462	0.0	1.0
100271260	2.0	6.0
100271262	0.0	0.0
100310851	0.0	0.0
342358	0.0	0.0
342357	510.0	675.0
100310850	0.0	3.0
100271261	0.0	0.0
643220	0.0	44.0
643224	80.0	570.0
645884	0.0	3.0
8291	2523.0	1812.0
401136	0.0	0.0
106481734	7.0	55.0
8292	84.0	60.0
401135	0.0	4.0
106481735	18.0	71.0
106481732	0.0	14.0
8290	0.0	15.0
106481733	0.0	0.0
8295	4304.0	9193.0
106481738	0.0	0.0
93474	207.0	601.0
106481739	0.0	0.0
8293	25.0	15.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	188.0	163.0
106481741	0.0	0.0
106481742	0.0	6.0
100271259	0.0	0.0
100271258	2.0	0.0
106481740	0.0	0.0
81492	0.0	10.0
100271253	0.0	0.0
645879	0.0	0.0
81493	794.0	225.0
81494	0.0	1.0
100271254	0.0	0.0
283562	0.0	1.0
81490	1189.0	654.0
81491	35.0	358.0
342346	15.0	12.0
100271250	0.0	1.0
100873064	0.0	0.0
643232	0.0	0.0
100873065	0.0	2.0
106481745	0.0	0.0
401124	3.0	9.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	16.0	24.0
106481749	0.0	8.0
106481747	0.0	0.0
106481748	0.0	9.0
106481752	0.0	0.0
100271245	1.0	6.0
106481753	1.0	9.0
81486	0.0	1.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	0.0	26.0
106481751	0.0	2.0
401115	69.0	195.0
81488	1423.0	651.0
283554	94.0	184.0
283553	12.0	1.0
100271244	0.0	1.0
643226	2.0	0.0
283551	20.0	177.0
106481718	0.0	0.0
106481719	0.0	2.0
643246	66.0	20.0
93492	5.0	4.0
106481712	0.0	4.0
106481713	0.0	2.0
106481710	0.0	1.0
106481711	0.0	9.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	7.0
106481715	0.0	4.0
401109	107.0	72.0
100271235	0.0	0.0
283547	306.0	21.0
401106	76.0	96.0
100271234	0.0	0.0
106481720	0.0	5.0
100271230	0.0	0.0
643236	5.0	76.0
100271233	0.0	1.0
100271232	1.0	0.0
643253	114.0	321.0
93487	3950.0	2761.0
106481729	28.0	4.0
643255	10.0	1.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	5.0	0.0
106481727	0.0	1.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	0.0	1.0
283537	2198.0	307.0
100271229	0.0	1.0
100271224	0.0	2.0
106481730	2.0	0.0
100271223	1.0	5.0
106481731	0.0	11.0
100271226	0.0	0.0
100271225	0.0	0.0
100271220	0.0	4.0
100271222	0.0	5.0
344978	3.0	4.0
100271221	0.0	21.0
138716	586.0	674.0
780852	0.0	29.0
728276	0.0	0.0
780853	0.0	0.0
728279	0.0	0.0
138715	3.0	39.0
780851	0.0	6.0
100126356	0.0	0.0
285796	5.0	0.0
81607	577.0	9726.0
81608	1332.0	2248.0
81609	2089.0	4535.0
81603	9223.0	1073.0
81605	2509.0	1083.0
81606	3063.0	1928.0
81610	41.0	1464.0
56654	2660.0	492.0
56655	1379.0	970.0
81611	1417.0	5056.0
56650	2805.0	2459.0
29028	671.0	5475.0
283129	0.0	3.0
56651	0.0	5.0
56652	354.0	684.0
100126354	0.0	0.0
100126355	0.0	1.0
56658	494.0	494.0
283120	4687.0	184.0
56659	22.0	27.0
100126350	0.0	3.0
100126351	0.0	0.0
100126349	0.0	6.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	0.0	0.0
100126345	0.0	0.0
728262	2.0	39.0
138724	0.0	146.0
100126346	1.0	0.0
100126347	0.0	0.0
728264	334.0	703.0
100126348	1.0	4.0
728263	0.0	5.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	5.0	190.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	10.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	1.0
29035	2891.0	4082.0
100190924	0.0	0.0
56666	35.0	102.0
30012	0.0	127.0
29034	0.0	2.0
56667	0.0	0.0
106865375	2.0	0.0
81602	663.0	236.0
30014	0.0	0.0
106865374	0.0	0.0
56662	1.0	14.0
30011	5351.0	469.0
283116	0.0	2.0
56663	0.0	5.0
30010	66.0	1.0
56664	1.0	25.0
100190923	0.0	1.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	4.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	491.0	512.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	524.0	606.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	10.0	35.0
100381202	3.0	3.0
56670	551.0	80.0
81626	3.0	1.0
81627	1287.0	2344.0
81628	1601.0	1537.0
56676	0.0	1.0
30001	2135.0	5354.0
54012	0.0	0.0
56677	0.0	3.0
246175	2526.0	3799.0
56672	583.0	238.0
246176	208.0	6.0
56673	1.0	3.0
54016	0.0	0.0
283106	12.0	9.0
30000	4618.0	18277.0
56674	2699.0	1241.0
54015	1.0	0.0
81631	5811.0	1938.0
56675	230.0	348.0
54014	3378.0	10561.0
283104	175.0	301.0
100126330	0.0	1.0
30009	50.0	10.0
283102	5.0	1.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	0.0	1.0
30008	5586.0	898.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	222.0	1.0
100126327	0.0	16.0
100126328	0.0	0.0
66000	86.0	5.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	0.0	1.0
66004	1758.0	478.0
100126325	0.0	0.0
66005	3318.0	1572.0
100126326	0.0	0.0
81618	2323.0	1568.0
81619	9746.0	2262.0
56681	11481.0	4575.0
66008	5734.0	2161.0
29018	0.0	9.0
81614	1475.0	1857.0
54020	471.0	1508.0
81615	152.0	31.0
81616	7.0	23.0
81617	2502.0	2057.0
767846	20.0	12.0
81621	328.0	476.0
81622	1320.0	1263.0
246184	285.0	152.0
767851	1.0	6.0
81623	0.0	1.0
54022	0.0	5.0
81624	76.0	1259.0
767853	0.0	0.0
54021	5.0	16.0
56683	487.0	773.0
54028	33.0	21.0
54027	0.0	0.0
29015	1678.0	1999.0
54026	0.0	6.0
767850	1.0	0.0
81620	46.0	634.0
54025	1.0	20.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	14.0	17.0
246182	0.0	7.0
100126316	0.0	0.0
728233	193.0	264.0
283171	0.0	1.0
100126317	6.0	21.0
100126318	0.0	0.0
100126319	0.0	2.0
728234	0.0	2.0
100128974	0.0	11.0
100126313	0.0	11.0
285753	431.0	717.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	17.0	2.0
114785	1910.0	460.0
285755	120.0	189.0
114786	29.0	3.0
114787	52.0	134.0
114788	3.0	5.0
285758	11.0	9.0
114789	1506.0	638.0
54031	7.0	32.0
728239	0.0	1.0
54035	0.0	0.0
54034	0.0	1.0
114790	625.0	760.0
54033	36.0	3.0
54032	0.0	13.0
114791	1162.0	931.0
54039	651.0	44.0
114792	20.0	29.0
126767	142.0	1.0
114793	5133.0	3736.0
54038	1.0	5.0
100190954	0.0	1.0
114794	6.0	1.0
114795	116.0	88.0
54036	2.0	21.0
93627	2383.0	2574.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	11321.0	6295.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	616.0	1117.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	1899.0	991.0
100126302	0.0	0.0
100128963	1.0	3.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	11.0	13.0
100126309	0.0	2.0
728226	0.0	0.0
54041	0.0	3.0
728228	0.0	10.0
54045	0.0	0.0
645809	0.0	0.0
54044	0.0	0.0
645808	0.0	0.0
114780	289.0	67.0
54043	0.0	1.0
645807	0.0	1.0
114781	1073.0	1893.0
126755	23.0	0.0
54049	0.0	24.0
114783	66.0	110.0
54048	0.0	11.0
114784	91.0	138.0
283159	0.0	0.0
54047	0.0	3.0
100128961	1.0	17.0
645805	53.0	23.0
283152	44.0	29.0
66035	472.0	431.0
283150	0.0	3.0
728255	0.0	0.0
93654	0.0	109.0
66036	1191.0	727.0
93653	50.0	89.0
100271192	0.0	0.0
100271191	0.0	1.0
66037	0.0	7.0
93650	2.0	28.0
81669	2569.0	4252.0
54053	2.0	719.0
54052	0.0	2.0
114769	374.0	23.0
54051	0.0	0.0
54050	1.0	1.0
54055	68.0	49.0
100190938	208.0	12.0
54054	14.0	15.0
114770	14.0	2.0
114771	0.0	4.0
54059	215.0	328.0
283149	3245.0	2044.0
54058	94.0	896.0
93649	373.0	8.0
645811	5.0	67.0
81671	5680.0	7738.0
100271199	0.0	0.0
100190939	479.0	779.0
283143	32.0	28.0
100271196	0.0	0.0
93643	1233.0	695.0
100128946	0.0	0.0
285780	37.0	5.0
285782	4.0	26.0
100271180	0.0	0.0
285785	71.0	43.0
100190952	0.0	1.0
54064	14.0	3.0
728248	0.0	0.0
114757	1577.0	205.0
114758	0.0	0.0
54067	63.0	144.0
100190947	0.0	9.0
100190949	0.0	1.0
54065	0.0	0.0
114760	0.0	0.0
114761	0.0	0.0
126731	583.0	4038.0
54069	258.0	554.0
283131	12805.0	11172.0
283130	386.0	288.0
692157	1.0	7.0
692158	0.0	0.0
138799	0.0	4.0
440498	421.0	1141.0
124152	440.0	807.0
199704	465.0	744.0
124149	0.0	1.0
163747	0.0	13.0
692146	0.0	9.0
692147	4.0	4.0
692148	0.0	19087.0
692149	0.0	6.0
163742	0.0	0.0
199713	3.0	8.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	4.0
148145	7.0	2.0
126792	762.0	1757.0
378008	0.0	0.0
378009	0.0	0.0
29089	83.0	1114.0
29088	1496.0	3852.0
29087	1497.0	1075.0
378010	0.0	0.0
148137	323.0	1302.0
126789	221.0	601.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	121.0	69.0
29081	1259.0	1039.0
29080	738.0	739.0
283189	0.0	0.0
29086	1241.0	4506.0
29085	1865.0	1566.0
29083	376.0	578.0
100381270	901.0	3413.0
200810	5.0	32.0
114796	760.0	215.0
148156	935.0	7019.0
114798	4.0	12.0
114799	907.0	4432.0
29099	2109.0	1003.0
29098	546.0	195.0
378001	0.0	0.0
29093	812.0	476.0
29092	600.0	635.0
29091	370.0	6.0
29090	940.0	1222.0
56603	1903.0	741.0
29097	1709.0	3591.0
56604	1.0	6.0
56605	864.0	370.0
29095	1150.0	820.0
151790	8.0	14.0
283174	167.0	4.0
56606	347.0	216.0
29094	1185.0	1898.0
692199	0.0	0.0
391002	0.0	0.0
440459	2.0	20.0
391004	0.0	1.0
780816	0.0	0.0
124199	19.0	8.0
391003	0.0	0.0
30062	0.0	2.0
440456	431.0	1080.0
780814	30.0	54.0
30061	17289.0	1150.0
780815	0.0	1.0
780812	0.0	0.0
780813	1.0	2.0
440452	0.0	0.0
780810	0.0	0.0
780811	0.0	3.0
29068	3712.0	3577.0
29066	2861.0	2628.0
29063	430.0	450.0
29062	828.0	740.0
56616	310.0	353.0
163702	167.0	550.0
391013	3.0	2.0
391012	0.0	1.0
100381215	3.0	2.0
29079	1917.0	1022.0
29078	761.0	554.0
56623	710.0	1060.0
56624	1.0	25.0
29071	1506.0	844.0
29070	479.0	1484.0
29075	28.0	46.0
29074	1467.0	2113.0
29072	5068.0	5776.0
163732	878.0	1461.0
200845	430.0	466.0
148103	267.0	1205.0
200844	20.0	314.0
440482	28.0	7.0
151742	1888.0	3527.0
163720	43.0	2.0
148113	74.0	633.0
440465	597.0	763.0
29057	12.0	22.0
148109	2.0	2.0
29058	8238.0	3518.0
56647	1569.0	1098.0
56648	423.0	428.0
56649	11.0	8.0
440419	0.0	1.0
440416	113.0	32.0
8303	4823.0	1353.0
643157	0.0	0.0
200879	367.0	113.0
440406	0.0	8.0
8301	16492.0	23427.0
643155	1863.0	1913.0
8302	4.0	0.0
440400	348.0	128.0
199675	12.0	8.0
8310	1288.0	782.0
124093	7.0	359.0
8314	3072.0	3701.0
8315	1401.0	1272.0
8312	831.0	2932.0
342096	1.0	0.0
8313	1059.0	48.0
440435	6.0	33.0
643160	9.0	0.0
643161	3.0	1.0
643159	4.0	2.0
8309	943.0	54.0
8321	2545.0	6322.0
8322	35273.0	938.0
8320	51.0	18.0
8325	934.0	178.0
8326	43.0	327.0
8323	1737.0	3850.0
8324	2632.0	7818.0
440423	139.0	578.0
200894	552.0	471.0
643171	0.0	2.0
200895	632.0	423.0
8318	17.0	504.0
8317	157.0	431.0
8332	0.0	1240.0
692110	0.0	7.0
8333	0.0	8.0
692111	0.0	21.0
8330	0.0	0.0
8331	1.0	1378.0
8336	1.0	1358.0
8337	0.0	2.0
8334	1673.0	4705.0
8335	1.0	826.0
148046	19.0	96.0
106481699	0.0	1.0
643182	0.0	1.0
643180	115.0	218.0
643181	0.0	0.0
8329	1.0	2167.0
8328	5.0	0.0
8343	2.0	2652.0
643198	1.0	0.0
8344	0.0	1481.0
8341	21.0	2247.0
8342	0.0	168.0
8347	110.0	3361.0
8348	2.0	1453.0
643199	0.0	0.0
8345	4.0	5218.0
8346	0.0	1362.0
692106	0.0	0.0
692107	1.0	1.0
161003	0.0	0.0
692108	1.0	34.0
692109	3.0	14.0
643193	0.0	0.0
8340	0.0	1397.0
8338	5.0	5292.0
8339	28.0	4046.0
8354	0.0	1091.0
8355	2.0	2019.0
8352	1.0	117.0
8353	23.0	240.0
8358	0.0	5087.0
8359	0.0	715.0
8356	1.0	785.0
8357	14.0	3193.0
222235	49.0	225.0
106481679	1.0	1.0
222236	968.0	2081.0
106481677	2.0	23.0
222234	205.0	452.0
106481678	0.0	2.0
8350	0.0	1386.0
8351	1.0	2809.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	0.0	4.0
106481680	0.0	0.0
106481681	2.0	5.0
106481686	0.0	0.0
106481687	0.0	4.0
106481684	0.0	0.0
106481685	0.0	2.0
8349	827.0	3586.0
8365	66.0	3292.0
8366	0.0	1803.0
8363	2.0	135.0
8364	1.0	4107.0
8369	0.0	0.0
163688	4.0	57.0
8367	1.0	6280.0
8368	0.0	264.0
106481688	0.0	0.0
222223	2000.0	129.0
106481689	0.0	0.0
8361	0.0	38.0
222229	312.0	1040.0
8362	7.0	190.0
8360	0.0	3602.0
106481693	0.0	2.0
106481694	5.0	1.0
106481691	0.0	13.0
106481692	0.0	3.0
106481697	0.0	34.0
106481698	0.0	0.0
106481695	3.0	32.0
106481696	0.0	1.0
342035	1198.0	28.0
344697	6.0	10.0
106481690	1.0	1.0
728310	0.0	0.0
285830	97.0	33.0
8379	603.0	1652.0
93556	26.0	2.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	584.0	677.0
106481655	0.0	0.0
285834	13.0	2.0
222256	218.0	151.0
106481656	0.0	15.0
8372	120.0	586.0
93550	387.0	1178.0
8373	0.0	7.0
106481659	0.0	0.0
8370	3.0	1.0
728315	3.0	14.0
81577	1243.0	1332.0
106481660	0.0	1.0
81578	293.0	23.0
106481661	0.0	0.0
81579	2550.0	2252.0
81573	1307.0	1204.0
106481664	0.0	11.0
100271179	0.0	1.0
106481665	0.0	0.0
81575	6482.0	2159.0
106481662	0.0	0.0
81576	582.0	5642.0
106481663	13.0	65.0
81570	548.0	1429.0
100271178	0.0	23.0
81571	247.0	812.0
81572	578.0	672.0
645715	16.0	10.0
8387	12.0	0.0
8388	2.0	0.0
728300	9.0	9.0
8386	0.0	2.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	1.0	0.0
106481666	1.0	0.0
106481667	0.0	0.0
81559	433.0	1880.0
8383	0.0	0.0
285848	1.0	4.0
8384	0.0	0.0
285849	25.0	7.0
8382	107.0	68.0
81566	1752.0	1924.0
106481671	0.0	0.0
106481672	0.0	0.0
81567	361.0	584.0
81569	0.0	0.0
106481670	0.0	0.0
81562	1535.0	703.0
106481675	0.0	2.0
81563	4590.0	742.0
246243	681.0	1952.0
100271168	0.0	3.0
106481676	0.0	0.0
106481673	2.0	23.0
81565	2453.0	2418.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	0.0	37.0
