id	2eeb46a1-0422-4a77-b58d-3b7d57d51b44	95e7a64b-f228-4d19-8e57-a02adde8d01d
22950	1712.0	1940.0
391524	3.0	1.0
22952	109.0	2.0
22953	17.0	18.0
391526	1.0	0.0
10975	1563.0	2890.0
83953	7.0	56.0
10978	666.0	809.0
83955	12.0	11.0
10979	4963.0	1999.0
112495	1122.0	2377.0
10970	3356.0	5544.0
56339	2840.0	1664.0
10972	20236.0	23073.0
10971	15396.0	14682.0
10974	0.0	1.0
10973	3468.0	4995.0
401409	41.0	176.0
112479	1553.0	753.0
112476	90.0	146.0
391530	0.0	0.0
83939	7060.0	5592.0
56341	2.0	7.0
391533	0.0	1.0
124460	111.0	2083.0
83935	393.0	196.0
83938	192.0	211.0
391538	1.0	0.0
83937	1129.0	3250.0
10987	2963.0	2965.0
83943	700.0	473.0
83942	0.0	0.0
10989	3802.0	6221.0
10988	5022.0	4130.0
56342	251.0	307.0
124454	1874.0	1977.0
56344	3.0	0.0
83941	1392.0	1057.0
83940	1209.0	872.0
643503	1.0	0.0
10981	877.0	1205.0
112483	2262.0	1617.0
10980	2945.0	4844.0
10983	31985.0	33465.0
10982	2423.0	3254.0
643507	5.0	0.0
10985	7341.0	8589.0
10984	548.0	137.0
22932	282.0	199.0
22933	2796.0	2490.0
22934	1263.0	1439.0
22936	4585.0	2781.0
22937	4923.0	4881.0
22938	4114.0	4489.0
112464	734.0	574.0
22930	5266.0	5256.0
22931	6406.0	5856.0
81309	2.0	0.0
391504	0.0	0.0
10954	1151.0	1311.0
10953	1511.0	1964.0
10956	14219.0	16191.0
81315	1.0	0.0
10955	12778.0	9938.0
391508	3.0	0.0
81316	0.0	0.0
10957	8424.0	8678.0
124446	3878.0	5504.0
81310	0.0	0.0
10959	13684.0	17150.0
22929	3534.0	2938.0
10950	1143.0	631.0
10952	2243.0	4610.0
10951	4286.0	4866.0
22943	19.0	18.0
22944	992.0	791.0
22945	0.0	0.0
22947	0.0	0.0
22948	4728.0	7850.0
22949	2295.0	2914.0
83957	1.0	1.0
22941	4561.0	1712.0
83959	765.0	235.0
10965	1058.0	1266.0
391518	8.0	0.0
10964	1245.0	3098.0
81304	0.0	0.0
10966	1719.0	676.0
10969	2112.0	3315.0
81300	0.0	0.0
10961	7449.0	12663.0
10960	5226.0	9735.0
643529	404.0	257.0
10963	3715.0	7022.0
10962	279.0	458.0
148479	2215.0	1632.0
197407	609.0	859.0
391576	1.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	1.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	1.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	3.0	0.0
124496	0.0	0.0
124491	1966.0	1425.0
391548	0.0	0.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	1.0	0.0
391552	9.0	1.0
474383	0.0	0.0
474382	0.0	0.0
222701	1.0	0.0
767569	0.0	0.0
391559	2.0	0.0
767577	0.0	0.0
767579	0.0	0.0
767578	0.0	0.0
246705	0.0	1.0
767558	0.0	0.0
246704	1.0	4.0
207107	11.0	1.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	0.0
767563	0.0	0.0
474345	3.0	6.0
474344	1961.0	5056.0
474343	102.0	79.0
246717	0.0	0.0
100151647	0.0	0.0
100151648	1.0	0.0
246719	2.0	10.0
161406	22.0	14.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	0.0	1.0
100151640	10.0	20.0
100151641	1.0	0.0
246715	0.0	0.0
767557	11.0	28.0
606553	1.0	0.0
606551	18.0	37.0
474354	5.0	6.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	1.0	0.0
161436	177.0	56.0
100151655	0.0	0.0
391584	4.0	0.0
100151656	0.0	1.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	26.0	6.0
100151652	0.0	0.0
100151668	3.0	0.0
391592	0.0	1.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	3026.0	3052.0
100151667	0.0	0.0
391598	0.0	2.0
100151661	2.0	0.0
100151663	0.0	0.0
474338	12.0	14.0
474337	0.0	0.0
197370	2184.0	2524.0
220112	13.0	9.0
246744	3.0	0.0
220115	10.0	4.0
93273	37.0	3.0
100271459	1.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	1.0	0.0
100271457	0.0	0.0
100271456	1.0	0.0
100271451	1.0	0.0
81295	0.0	0.0
100271452	0.0	1.0
220108	392.0	253.0
220107	28.0	45.0
100271448	1.0	0.0
100271447	0.0	1.0
100271449	4.0	0.0
100271444	3.0	0.0
100271445	2.0	0.0
81285	10.0	3.0
81282	0.0	0.0
197350	47.0	26.0
246720	5.0	1.0
401399	102.0	52.0
401398	61.0	36.0
246721	0.0	0.0
220134	38.0	235.0
401397	1481.0	2016.0
246723	14.0	11.0
220136	164.0	127.0
401393	17.0	11.0
100271437	0.0	0.0
100271439	0.0	0.0
100271438	0.0	0.0
100271433	1.0	0.0
100271435	0.0	0.0
100271434	0.0	0.0
197342	642.0	702.0
246731	0.0	0.0
401387	13.0	1.0
100271419	1.0	0.0
102724127	0.0	0.0
246737	32.0	29.0
100271420	0.0	1.0
197358	265.0	2224.0
199990	1504.0	2070.0
246785	39.0	36.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	1.0	0.0
220158	0.0	9.0
283726	236.0	133.0
100271414	0.0	0.0
100887075	2.0	0.0
439990	23.0	21.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	88.0	96.0
100271413	1.0	0.0
197320	896.0	333.0
439996	0.0	0.0
100887074	0.0	0.0
439992	40.0	46.0
100887073	0.0	0.0
197322	1481.0	1357.0
439994	252.0	191.0
102724105	462.0	357.0
220147	0.0	0.0
100271404	0.0	0.0
100887067	1.0	0.0
102724101	0.0	0.0
100271406	3.0	0.0
100271405	12.0	2.0
100271400	3.0	0.0
283711	0.0	1.0
100271402	0.0	0.0
197331	2.0	1.0
197335	1672.0	1250.0
440993	2063.0	787.0
440992	10.0	15.0
161394	138.0	310.0
199964	159.0	28.0
8000	150.0	63.0
8001	3069.0	389.0
246777	89.0	61.0
246778	4.0	11.0
606495	311.0	194.0
199974	1868.0	144.0
8013	656.0	248.0
22911	1189.0	963.0
439949	217.0	374.0
22913	5215.0	7771.0
643421	0.0	1.0
22914	48.0	145.0
22915	705.0	352.0
439945	0.0	0.0
22916	4188.0	5268.0
731605	3.0	5.0
22917	11.0	10.0
10929	4984.0	3516.0
10928	6684.0	4953.0
56252	6762.0	6086.0
56253	69.0	986.0
401331	313.0	396.0
81207	0.0	0.0
83869	0.0	0.0
81208	0.0	0.0
81209	0.0	0.0
83877	1754.0	2472.0
56259	2107.0	3035.0
83876	83.0	41.0
81215	0.0	0.0
83879	507.0	361.0
10934	3.0	3.0
83878	366.0	152.0
283768	5.0	0.0
10933	11101.0	13532.0
10936	444.0	79.0
56254	4537.0	4410.0
83873	16.0	9.0
256148	0.0	0.0
81210	3.0	6.0
283767	0.0	0.0
56255	7290.0	5716.0
83872	2392.0	1559.0
10935	7448.0	9812.0
81211	0.0	0.0
56256	2418.0	1277.0
10938	2034.0	6786.0
83875	107.0	32.0
83874	1217.0	1266.0
56257	4354.0	3671.0
22907	4118.0	4719.0
643414	17.0	0.0
439953	2.0	2.0
22908	3388.0	3352.0
83871	2470.0	2673.0
22909	1698.0	1107.0
283761	1.0	0.0
439954	1.0	1.0
643418	1.0	1.0
10930	12.0	5.0
439950	0.0	0.0
22921	853.0	1384.0
8022	0.0	0.0
440926	237.0	358.0
22924	1011.0	617.0
440925	38.0	34.0
8028	2855.0	1834.0
22925	3414.0	959.0
8029	228.0	85.0
22926	5054.0	5417.0
439934	1.0	0.0
22927	604.0	692.0
8027	1363.0	1573.0
22928	3548.0	5855.0
439936	21.0	0.0
56261	4493.0	2621.0
56262	4281.0	3067.0
10939	3341.0	3413.0
401321	207.0	76.0
8021	5304.0	5039.0
83858	874.0	708.0
22920	2279.0	2911.0
56260	306.0	152.0
10943	1524.0	2493.0
56269	0.0	2.0
83866	0.0	0.0
81203	0.0	0.0
10942	221.0	29.0
81204	0.0	0.0
10945	7111.0	9639.0
83868	0.0	0.0
81205	0.0	0.0
10944	8133.0	8958.0
83867	0.0	0.0
10947	1621.0	1306.0
56265	3028.0	2735.0
83862	1313.0	1784.0
401316	17.0	15.0
83861	2010.0	1383.0
283755	319.0	100.0
10946	4631.0	5168.0
56267	2415.0	2637.0
10949	10129.0	10601.0
81201	0.0	0.0
10948	2088.0	2822.0
256158	360.0	168.0
83863	0.0	0.0
81202	0.0	0.0
22918	5236.0	5222.0
22919	5317.0	8319.0
439941	0.0	0.0
83860	1035.0	1130.0
8019	2703.0	2607.0
10941	0.0	0.0
643427	48.0	22.0
10940	310.0	408.0
8036	3823.0	4877.0
8034	2339.0	1467.0
440957	401.0	362.0
440956	0.0	0.0
440955	2.0	0.0
8038	2240.0	3638.0
10907	1723.0	2603.0
10906	3466.0	6328.0
440952	110.0	61.0
10908	2512.0	3526.0
93210	2104.0	2035.0
8031	14614.0	16244.0
256130	3.0	0.0
56270	5933.0	4959.0
56271	3747.0	2264.0
8030	8466.0	6832.0
10910	2941.0	2389.0
83899	2.0	0.0
81236	0.0	0.0
283748	5.0	4.0
10912	940.0	869.0
283747	1.0	1.0
10911	14.0	272.0
10914	10853.0	12741.0
256126	65.0	42.0
83895	3.0	0.0
10913	282.0	66.0
83894	7.0	2.0
10916	27891.0	11083.0
83897	2.0	0.0
401303	115.0	198.0
10915	3510.0	2502.0
283742	2191.0	2654.0
83896	2.0	0.0
83891	1375.0	1244.0
83890	23.0	15.0
83893	0.0	0.0
81230	0.0	0.0
83892	4161.0	3453.0
22900	2363.0	3216.0
93202	0.0	0.0
22901	1106.0	1000.0
22902	2422.0	1872.0
8045	887.0	1215.0
22903	3362.0	1317.0
22904	4558.0	6304.0
22905	2334.0	1400.0
8048	0.0	0.0
440944	944.0	500.0
22906	6754.0	5691.0
256144	1.0	0.0
10917	5.0	5.0
10919	3629.0	4844.0
83888	173.0	35.0
10921	4643.0	5564.0
283738	2.0	0.0
83887	15.0	4.0
10920	2208.0	2616.0
81226	0.0	0.0
10923	9940.0	10308.0
10922	2051.0	3018.0
83889	9.0	2.0
81228	1.0	0.0
83884	2.0	1.0
56287	0.0	0.0
81221	0.0	0.0
56288	5905.0	2350.0
10924	1009.0	1307.0
10927	8738.0	6828.0
83886	148.0	64.0
81223	0.0	0.0
10926	457.0	715.0
81224	0.0	0.0
643447	1.0	3.0
643445	0.0	0.0
83882	214.0	143.0
83881	19.0	93.0
439965	22.0	29.0
643446	3.0	4.0
93233	65.0	62.0
256190	0.0	0.0
112401	1.0	0.0
106481976	0.0	0.0
8050	1922.0	1957.0
106481977	0.0	0.0
106481974	0.0	1.0
401375	23.0	14.0
106481975	0.0	2.0
106481978	0.0	0.0
106481979	0.0	0.0
106481980	0.0	4.0
100271499	1.0	0.0
100271498	8.0	2.0
106481981	0.0	0.0
100271495	2.0	0.0
643459	0.0	0.0
81251	6.0	7.0
100271491	1.0	0.0
100271493	1.0	0.0
643470	0.0	0.0
643471	5.0	0.0
8061	99.0	20.0
8065	3692.0	2833.0
81248	2.0	3.0
10901	788.0	1100.0
10900	72.0	20.0
10903	934.0	1103.0
81243	1.0	0.0
10902	4563.0	3275.0
81244	0.0	1.0
100271487	6.0	3.0
10905	4566.0	5343.0
10904	5844.0	3892.0
81246	0.0	0.0
283796	15.0	1.0
100271483	0.0	0.0
81240	0.0	0.0
342574	3.0	0.0
100271486	0.0	0.0
100271485	4.0	0.0
81242	3.0	0.0
100271480	1.0	0.0
100271481	5.0	0.0
8079	6131.0	8002.0
440917	6.0	4.0
439927	3.0	22.0
440915	225.0	253.0
8078	3180.0	6574.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	0.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	2629.0	1505.0
106481959	0.0	0.0
8073	12350.0	27045.0
106481956	1.0	0.0
8074	0.0	1.0
106481957	0.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	8.0	1.0
106481962	3.0	1.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	213.0	154.0
100271472	0.0	1.0
81274	0.0	0.0
100271474	0.0	4.0
643479	1.0	1.0
81270	2.0	0.0
100271470	0.0	0.0
440905	115.0	73.0
439916	0.0	0.0
8089	1099.0	1008.0
440902	2.0	3.0
643499	1.0	0.0
439915	0.0	0.0
440900	6.0	2.0
8082	4612.0	2082.0
106481965	3.0	0.0
106481966	4.0	1.0
106481963	3.0	0.0
106481964	0.0	0.0
8086	2179.0	2245.0
106481969	0.0	0.0
8087	7467.0	7113.0
106481967	1.0	2.0
8085	7626.0	6015.0
106481968	2.0	0.0
102724167	3.0	0.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	1.0	0.0
401337	0.0	0.0
106481973	0.0	0.0
100271465	1.0	2.0
106481970	0.0	0.0
401335	2.0	3.0
100271467	3.0	1.0
106481971	5.0	0.0
100271462	0.0	0.0
81261	0.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	3706.0	2044.0
81264	0.0	0.0
100271460	1.0	2.0
731688	7.0	3.0
728034	0.0	0.0
8099	2897.0	2059.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	6.0	13.0
106481930	0.0	0.0
8092	0.0	9.0
106481931	0.0	0.0
106481936	0.0	0.0
728039	157.0	80.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	1.0	0.0
56413	163.0	81.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	2.0	2.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	2.0	1.0
106481947	0.0	0.0
106481948	0.0	1.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	0.0	0.0
106481951	0.0	0.0
283358	567.0	567.0
344838	0.0	0.0
106481918	0.0	0.0
106481919	13.0	2.0
106481916	2.0	1.0
106481917	1.0	0.0
572558	14.0	7.0
106481910	0.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	1.0	0.0
106481913	0.0	0.0
283349	3251.0	3004.0
100126572	0.0	0.0
106481929	0.0	0.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	16.0	3.0
728042	0.0	0.0
106481921	1.0	1.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	2.0	0.0
767605	0.0	0.0
106481923	0.0	0.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	23.0	4.0
101234262	14.0	3.0
767612	0.0	0.0
767611	0.0	0.0
283337	3664.0	3119.0
344813	0.0	3.0
114548	292.0	809.0
81406	0.0	2.0
81407	1.0	0.0
344807	1.0	0.0
126526	1074.0	867.0
767600	0.0	0.0
344805	4.0	0.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	1.0	0.0
731656	40.0	10.0
102800446	39.0	14.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	50.0	5.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	14.0	7.0
728013	238.0	121.0
283392	396.0	22.0
728012	0.0	0.0
728015	2.0	0.0
728010	1.0	0.0
81428	1.0	0.0
728019	5.0	2.0
56478	2208.0	1983.0
56479	149.0	115.0
126506	0.0	0.0
56474	2001.0	1431.0
81430	3.0	0.0
56475	7.0	7.0
81431	0.0	0.0
56476	5.0	0.0
56477	13059.0	2148.0
93408	2.0	0.0
283385	123.0	257.0
283383	223.0	268.0
728005	17.0	4.0
81419	0.0	0.0
81421	1.0	0.0
283377	1384.0	1027.0
643401	3.0	1.0
283375	14.0	1.0
283373	3881.0	3784.0
151525	819.0	454.0
126567	76.0	12.0
391211	1.0	0.0
151534	139.0	325.0
151531	28.0	8.0
114569	6836.0	10027.0
126549	51.0	54.0
114571	6.0	1.0
100527978	61.0	28.0
126541	0.0	1.0
126536	4.0	0.0
151556	636.0	1071.0
391242	0.0	0.0
728075	0.0	0.0
440699	1.0	0.0
440695	120.0	30.0
728072	0.0	0.0
100527960	6.0	1.0
391253	3.0	0.0
728064	0.0	0.0
100527963	31.0	47.0
728066	2.0	4.0
440689	67.0	131.0
391257	0.0	0.0
391256	10.0	4.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	26.0	15.0
728090	0.0	0.0
728088	1.0	3.0
100527943	4.0	5.0
114599	9.0	2.0
126581	0.0	0.0
151516	180.0	116.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	4.0	0.0
100527947	0.0	1.0
100527948	5.0	4.0
100527949	0.0	0.0
643384	4.0	1.0
391160	0.0	0.0
643382	27.0	9.0
391162	0.0	0.0
692312	1.0	4.0
163479	6.0	1.0
391169	0.0	0.0
100271332	1.0	0.0
391171	0.0	0.0
391174	15.0	1.0
643394	13.0	1.0
391175	0.0	0.0
391179	1.0	0.0
93380	2380.0	1770.0
100271323	0.0	1.0
100271322	0.0	1.0
100271325	5.0	3.0
100271321	0.0	0.0
401036	1.0	0.0
440672	0.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	10.0	8.0
391155	0.0	0.0
401024	421.0	26.0
163486	2401.0	2337.0
401022	156.0	485.0
425054	0.0	1.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	0.0
100271300	4.0	0.0
401018	2.0	0.0
100271303	1.0	2.0
100271302	1.0	0.0
401093	321.0	95.0
401097	44.0	146.0
151449	55.0	213.0
401082	2.0	0.0
8100	1175.0	1115.0
440606	21.0	1.0
8106	3863.0	3286.0
440603	25.0	23.0
401089	6.0	4.0
391183	0.0	0.0
8110	109.0	134.0
8111	189.0	793.0
391189	0.0	1.0
8115	5.0	1545.0
401074	75.0	16.0
222484	2188.0	1803.0
391190	0.0	0.0
391192	8.0	0.0
391191	2.0	0.0
391194	0.0	0.0
8123	370.0	35.0
391196	0.0	0.0
391195	3.0	3.0
8128	477.0	27.0
8125	5936.0	10854.0
401067	1.0	0.0
8120	590.0	141.0
151477	56.0	18.0
151473	461.0	458.0
643300	28.0	30.0
645962	1.0	0.0
8139	1825.0	440.0
645961	0.0	3.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	2083.0	2500.0
81329	2.0	0.0
83998	1.0	6.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	9.0	0.0
283403	0.0	0.0
83990	206.0	246.0
83992	821.0	86.0
645954	55.0	79.0
81330	0.0	0.0
645958	155.0	71.0
645957	2.0	1.0
645974	1.0	1.0
643311	0.0	0.0
645973	0.0	0.0
643310	4.0	3.0
8148	7748.0	10495.0
222487	29.0	59.0
81318	2.0	0.0
8140	1081.0	2985.0
83987	3996.0	862.0
81324	0.0	1.0
83986	2237.0	2596.0
81325	0.0	0.0
83989	2754.0	1529.0
83988	6781.0	1827.0
81327	0.0	0.0
83983	146.0	128.0
81320	0.0	0.0
83982	593.0	1004.0
83985	125.0	113.0
81322	0.0	0.0
643308	1.0	1.0
643309	4.0	0.0
645968	5.0	4.0
645980	0.0	1.0
100271390	5.0	1.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	0.0	0.0
8153	254.0	167.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	6.0	0.0
81358	3.0	1.0
81353	3.0	2.0
106481884	0.0	0.0
100271399	6.0	0.0
81354	0.0	1.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	2.0	0.0
81352	1.0	2.0
100271392	4.0	4.0
100271391	3.0	1.0
100271394	1.0	0.0
100271393	0.0	0.0
645979	1.0	1.0
93323	343.0	444.0
8165	9720.0	2880.0
645996	20.0	2.0
645993	0.0	0.0
106481888	2.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1688.0	1467.0
106481891	3.0	1.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	4.0	3.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	1.0	0.0
106481893	1.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	2.0	0.0
100271387	1.0	1.0
81340	3.0	0.0
81341	2.0	0.0
100271386	0.0	1.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	3.0	0.0
8178	1354.0	1520.0
344892	0.0	0.0
643343	17.0	19.0
8170	64.0	17.0
106481855	1.0	0.0
401014	21.0	16.0
106481856	0.0	0.0
106481853	0.0	1.0
106481854	0.0	0.0
8174	37.0	26.0
106481859	2.0	0.0
8175	3316.0	3245.0
106481857	0.0	0.0
106481858	0.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	2.0	0.0
106481863	0.0	0.0
283446	249.0	11.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	136.0	60.0
645998	2.0	0.0
643336	0.0	0.0
100271371	1.0	0.0
8189	4909.0	6568.0
8187	360.0	903.0
93343	1474.0	1802.0
93349	939.0	2330.0
643353	1.0	2.0
106481866	7.0	8.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	1.0	0.0
106481868	1.0	0.0
106481869	0.0	0.0
106481870	2.0	0.0
106481873	2.0	0.0
100271367	2.0	4.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	2.0	0.0
106481872	0.0	0.0
100271363	0.0	2.0
283432	2.0	0.0
283431	230.0	292.0
100271364	1.0	0.0
81363	3.0	1.0
344875	2.0	1.0
100271360	3.0	0.0
93377	1.0	0.0
106481839	1.0	0.0
643365	6.0	4.0
8192	1288.0	2451.0
106481833	0.0	0.0
8193	54.0	42.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	315.0	43.0
106481832	0.0	0.0
106481837	0.0	0.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	1774.0	2049.0
106481836	191.0	22.0
106481840	0.0	0.0
106481841	0.0	0.0
100271358	5.0	1.0
81399	0.0	0.0
283422	0.0	0.0
344866	1.0	4.0
100271351	1.0	0.0
283420	36.0	122.0
100271354	0.0	0.0
81390	0.0	0.0
81392	1.0	4.0
643376	2.0	5.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	3.0	1.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	0.0	1.0
106481846	1.0	0.0
100307126	6.0	6.0
106481847	0.0	0.0
100271349	3.0	0.0
283417	406.0	82.0
283416	36.0	38.0
106481851	0.0	0.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	2.0	2.0
106481850	8.0	7.0
81382	1.0	0.0
81383	1.0	0.0
100271343	16.0	6.0
106481819	2.0	2.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	2.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	1.0	0.0
283489	1775.0	2186.0
283487	255.0	134.0
283486	2.0	4.0
283483	3.0	2.0
283481	204.0	60.0
283480	8.0	1.0
106481828	0.0	0.0
106481829	7.0	1.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	6.0	0.0
106481820	0.0	0.0
106481821	0.0	0.0
106481826	2.0	1.0
106481827	2.0	0.0
106481824	2.0	1.0
106481825	0.0	0.0
56547	1.0	0.0
106481830	0.0	0.0
56548	373.0	257.0
283471	14.0	0.0
731789	1.0	0.0
728170	7.0	5.0
283464	1677.0	1342.0
283463	25.0	10.0
283461	5.0	2.0
283460	21.0	0.0
106481808	0.0	0.0
728167	2.0	1.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	1.0	0.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	1.0	0.0
106481805	1.0	0.0
106481802	0.0	0.0
106481803	1.0	0.0
81501	3.0	26.0
81502	4420.0	9143.0
283459	1400.0	1320.0
283458	8.0	4.0
283455	275.0	114.0
645900	0.0	0.0
283450	5666.0	3538.0
780776	108.0	189.0
728113	200.0	11.0
126410	1096.0	123.0
728116	52.0	3.0
728115	2.0	5.0
728118	22.0	14.0
81533	3944.0	2692.0
126402	2.0	0.0
81532	1468.0	1414.0
645930	1.0	0.0
731779	0.0	0.0
728106	2.0	0.0
645922	1.0	0.0
645927	6.0	2.0
728134	4.0	4.0
474170	605.0	340.0
728130	62.0	57.0
645940	0.0	1.0
728132	0.0	0.0
728137	0.0	0.0
81555	2911.0	3009.0
81556	2437.0	2941.0
81557	1.0	1.0
81558	1609.0	2233.0
645939	2.0	0.0
81551	109.0	9.0
101055625	13.0	0.0
81552	1042.0	4806.0
81553	1915.0	1745.0
344905	1113.0	41.0
81554	2304.0	2850.0
474167	15.0	32.0
81550	1745.0	1225.0
344901	33.0	2.0
645931	1.0	0.0
645950	1.0	3.0
728121	26.0	22.0
81537	1207.0	1689.0
81539	23702.0	18877.0
728128	5.0	4.0
81544	1220.0	782.0
81545	3144.0	2577.0
81542	2828.0	3157.0
81543	422.0	200.0
93517	2370.0	786.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	558.0	474.0
126432	416.0	1038.0
163404	1.0	0.0
138474	5.0	1.0
391365	1.0	0.0
391367	2.0	1.0
728192	3.0	27.0
728194	3.0	2.0
728190	651.0	503.0
391378	5.0	1.0
138412	5.0	1.0
138428	21.0	10.0
138429	183.0	80.0
391356	784.0	939.0
391358	0.0	7.0
56521	1083.0	4145.0
391282	0.0	1.0
643263	0.0	0.0
643264	1.0	1.0
100271209	2.0	8.0
222537	3.0	2.0
163351	53.0	83.0
100271217	0.0	1.0
100271216	0.0	0.0
100271218	0.0	0.0
401164	160.0	8.0
100271206	0.0	1.0
100271207	0.0	1.0
100271201	0.0	0.0
100271204	0.0	0.0
391266	0.0	0.0
440799	5.0	0.0
391267	81.0	34.0
222553	31.0	17.0
391269	2.0	0.0
440795	0.0	0.0
401152	8077.0	9282.0
126393	2112.0	608.0
8200	52.0	23.0
8204	7400.0	7177.0
8202	4276.0	5676.0
391276	1.0	0.0
391279	0.0	0.0
401145	505.0	216.0
222545	2.0	0.0
126382	885.0	893.0
222546	131.0	16.0
606293	6.0	1.0
401138	2.0	0.0
401137	4.0	0.0
151393	404.0	230.0
692231	0.0	0.0
440738	58.0	72.0
692233	3.0	4.0
440737	34.0	34.0
8216	2180.0	2468.0
8214	520.0	440.0
440732	3.0	2.0
440730	13.0	5.0
222584	545.0	256.0
151325	19.0	0.0
8208	633.0	838.0
8209	248.0	314.0
8220	860.0	930.0
8226	720.0	1260.0
692223	0.0	0.0
8227	3136.0	2636.0
8224	28.0	23.0
692225	24.0	11.0
8225	2066.0	2521.0
692226	0.0	0.0
100381178	10.0	4.0
692227	24.0	14.0
692229	0.0	0.0
100310839	0.0	0.0
100310838	0.0	1.0
8218	438.0	142.0
8233	864.0	1287.0
692210	5.0	2.0
8237	4441.0	4621.0
401190	113.0	40.0
692212	7.0	9.0
692213	0.0	0.0
692214	2.0	0.0
440757	0.0	1.0
692215	0.0	0.0
106481798	2.0	0.0
106481799	0.0	0.0
