id	8a987f43-454e-4b94-a2ec-6079c58eb99b	0a3fb653-84e8-426a-999a-8dc8127dfd6d
8471	4.0	20.0
8470	4808.0	1029.0
106481561	2.0	0.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	3.0	2.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	2.0	0.0
8487	335.0	364.0
8484	0.0	0.0
391075	0.0	0.0
440508	13.0	0.0
391077	2.0	0.0
391076	5.0	1.0
8488	12.0	6.0
440503	3021.0	566.0
8489	3.0	1.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	108.0	224.0
8483	7609.0	2290.0
8480	979.0	2398.0
8481	905.0	1639.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	0.0
106481577	1.0	0.0
106481574	0.0	0.0
106481575	0.0	1.0
391081	63.0	22.0
8497	18.0	34.0
728431	195.0	264.0
8498	2404.0	2898.0
728430	2.0	0.0
100128934	0.0	0.0
8495	1414.0	840.0
8496	5464.0	4103.0
91012	1513.0	2944.0
100128936	48.0	104.0
728432	2.0	0.0
100128930	0.0	1.0
8499	84.0	19.0
106481536	0.0	0.0
8490	21138.0	7087.0
106481537	0.0	0.0
285954	1.0	6.0
285955	15.0	11.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	1449.0	1360.0
54075	0.0	0.0
101669766	10.0	7.0
728434	0.0	0.0
91010	3733.0	1821.0
285958	267.0	517.0
101669767	0.0	0.0
8491	2127.0	1188.0
106481538	0.0	0.0
8492	231.0	28.0
54072	1.0	1.0
106481539	0.0	0.0
101669762	7.0	1.0
106481540	0.0	0.0
101669763	0.0	0.0
101669764	1.0	0.0
106481543	0.0	0.0
81694	0.0	0.0
100271059	0.0	0.0
81695	0.0	0.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	0.0
106481542	0.0	1.0
81693	13.0	15.0
100271056	0.0	0.0
100271050	12.0	1.0
100271053	0.0	0.0
93664	1027.0	263.0
100128923	4.0	1.0
93663	1738.0	1364.0
285961	6.0	1.0
93668	0.0	0.0
285962	144.0	37.0
106481547	0.0	0.0
54082	67.0	5.0
106481548	0.0	0.0
285965	5.0	5.0
285966	83.0	247.0
106481545	0.0	0.0
106481546	0.0	0.0
93661	6.0	0.0
100128927	485.0	3641.0
54084	32.0	9.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	9773.0	8722.0
106481551	0.0	0.0
54089	0.0	0.0
81689	3188.0	1311.0
54088	0.0	0.0
106481554	0.0	0.0
100271047	0.0	0.0
106481555	7.0	0.0
106481552	0.0	0.0
106456574	10.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	1.0	1.0
100128912	0.0	0.0
91039	2252.0	2689.0
342132	74.0	179.0
285971	628.0	630.0
285972	18.0	10.0
285973	60.0	73.0
100128911	0.0	0.0
728450	0.0	0.0
54093	594.0	620.0
106481514	0.0	0.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	0.0	1.0
106481513	2.0	3.0
54097	24.0	83.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	46.0	218.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	10.0	5.0
54098	0.0	0.0
246330	627.0	1106.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	7.0	168.0
100271033	7.0	12.0
645619	3.0	1.0
100271031	1.0	1.0
344787	55.0	299.0
100128902	0.0	0.0
728441	0.0	1.0
100128903	0.0	1.0
222389	945.0	813.0
106481525	7.0	0.0
106481526	1.0	3.0
285987	11.0	8.0
106481523	0.0	0.0
285989	272.0	210.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	18.0	16.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	1.0	0.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	0.0
91057	282.0	1526.0
91056	1588.0	1257.0
645641	2.0	2.0
91050	1031.0	802.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	28.0	74.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	8.0	0.0
106481503	0.0	0.0
106481504	0.0	2.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	1.0	3.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	1.0	0.0
283316	744.0	27.0
106481510	0.0	0.0
106481511	0.0	0.0
100271003	2.0	0.0
283314	86.0	82.0
100271006	1.0	0.0
283310	24.0	16.0
344758	3.0	0.0
100271001	0.0	0.0
344752	17.0	15.0
728411	161.0	398.0
728410	0.0	0.0
643003	0.0	0.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	109.0	0.0
728409	0.0	0.0
283303	0.0	0.0
344741	3.0	0.0
728400	0.0	0.0
645676	48.0	41.0
285941	3.0	0.0
728405	0.0	0.0
285943	257.0	37.0
728407	70.0	75.0
728402	0.0	2.0
728403	0.0	0.0
643008	27.0	33.0
645668	2.0	1.0
100506658	99.0	1032.0
100506655	8.0	8.0
81849	48.0	2434.0
56890	438.0	578.0
56891	1.0	3.0
100506650	0.0	0.0
81846	6547.0	590.0
81847	2431.0	999.0
81848	3041.0	1212.0
56896	6.0	7.0
56897	1348.0	3251.0
81853	3320.0	2981.0
56898	1192.0	460.0
81855	2859.0	3835.0
56899	88.0	2175.0
56892	1087.0	1937.0
56893	1726.0	3988.0
121275	2.0	0.0
121278	11.0	0.0
56894	7161.0	7015.0
81850	0.0	0.0
145249	0.0	9.0
56895	561.0	163.0
81851	0.0	0.0
649137	0.0	2.0
81839	1296.0	5350.0
121274	1829.0	2194.0
121273	51.0	23.0
145264	0.0	264.0
121270	0.0	0.0
145258	214.0	484.0
121268	34.0	26.0
81844	5909.0	3022.0
145259	3.0	4.0
133283	284.0	121.0
375593	8.0	5.0
100506649	118.0	180.0
100506673	0.0	0.0
121260	1481.0	968.0
145270	539.0	1010.0
100506671	0.0	2.0
81875	1479.0	3589.0
81876	8527.0	10578.0
81870	0.0	0.0
81871	0.0	0.0
121256	1.0	1.0
81872	0.0	0.0
81873	1198.0	893.0
387597	22.0	147.0
100506668	468.0	613.0
160897	3064.0	608.0
649159	0.0	0.0
145282	261.0	1044.0
387590	1593.0	92.0
81856	490.0	772.0
81857	1306.0	2392.0
100506660	2.0	46.0
81858	2130.0	2217.0
135886	0.0	31.0
147872	1.0	11.0
81889	1032.0	1722.0
145200	1.0	0.0
81892	1137.0	1463.0
81893	3.0	0.0
81894	1656.0	1601.0
81890	721.0	2439.0
135892	24.0	2.0
649179	2.0	1.0
100506600	11.0	25.0
613126	8.0	10.0
81887	1821.0	2713.0
81888	1000.0	276.0
145216	1.0	12.0
338591	0.0	3.0
649186	0.0	0.0
338596	90.0	71.0
338599	0.0	0.0
169200	3044.0	367.0
145226	6.0	9.0
100506637	82.0	49.0
160857	53.0	121.0
160851	1140.0	300.0
91227	0.0	0.0
157206	5.0	5.0
100506622	30.0	2.0
100856809	0.0	0.0
338588	4.0	0.0
145241	0.0	0.0
91219	1.0	1.0
650172	0.0	0.0
102724678	5.0	1.0
338579	6.0	0.0
326591	540.0	191.0
255738	24.0	52.0
338567	0.0	0.0
102724668	5.0	5.0
255743	1449.0	17428.0
56829	2838.0	2840.0
326586	0.0	0.0
102724655	10.0	1.0
554250	9.0	0.0
554251	305.0	203.0
338557	1018.0	29.0
56832	0.0	0.0
56833	104.0	173.0
56834	697.0	1664.0
554235	12.0	10.0
554236	0.0	5.0
56849	106.0	43.0
255725	0.0	0.0
56848	611.0	722.0
56852	406.0	664.0
56853	20.0	1014.0
102724631	0.0	0.0
56850	1873.0	2375.0
56851	2885.0	2043.0
100820829	3234.0	138.0
101243555	20.0	2.0
196872	18.0	87.0
8501	860.0	370.0
8502	4739.0	11580.0
8500	4038.0	3709.0
253128	10.0	1.0
664701	280.0	35.0
255783	295.0	482.0
54207	3.0	3.0
54206	4342.0	9135.0
54205	4136.0	3931.0
664709	8.0	32.0
54209	70.0	512.0
196883	2488.0	304.0
8512	57.0	6.0
8513	1.0	0.0
8510	7.0	2.0
8511	0.0	9.0
54210	61.0	64.0
81831	100.0	126.0
81832	18.0	24.0
81833	1.0	0.0
54212	0.0	6.0
170261	3.0	2.0
8505	910.0	1452.0
8506	625.0	279.0
8503	4231.0	5956.0
8504	644.0	462.0
8509	125.0	159.0
8507	1181.0	3427.0
255758	67.0	131.0
8508	751.0	5701.0
8520	1614.0	3270.0
8521	3.0	8.0
169270	258.0	122.0
8522	4706.0	1367.0
102724605	0.0	0.0
554282	1.0	3.0
56886	4247.0	6685.0
54221	207.0	2.0
56888	3789.0	2870.0
554279	4.0	15.0
664722	2.0	1.0
56882	3184.0	5534.0
664721	1.0	5.0
255762	5.0	5.0
56884	0.0	0.0
8516	1703.0	357.0
8517	268.0	191.0
8514	590.0	536.0
8515	165.0	235.0
56889	13438.0	12529.0
8518	2422.0	2548.0
8519	2562.0	11251.0
8530	114.0	94.0
326624	122.0	122.0
8531	10497.0	1913.0
326625	1498.0	2128.0
8534	106.0	3127.0
326628	0.0	0.0
8535	738.0	2178.0
326627	1.0	0.0
8532	38.0	55.0
8533	2315.0	4220.0
8527	1337.0	1402.0
8528	154.0	28.0
8525	3344.0	3481.0
8526	601.0	153.0
8529	0.0	9.0
8541	174.0	1602.0
326613	0.0	1.0
8542	2763.0	1609.0
326615	0.0	0.0
8540	3958.0	608.0
326614	0.0	1.0
8545	6544.0	4636.0
326617	1.0	0.0
8546	3414.0	3468.0
326616	4.0	2.0
8543	3337.0	635.0
8544	1356.0	420.0
253175	0.0	0.0
554300	0.0	0.0
8538	113.0	385.0
8539	4788.0	6018.0
8536	1440.0	268.0
8537	26.0	2825.0
8552	96.0	48.0
8553	10003.0	17135.0
8550	1449.0	1407.0
326603	21.0	10.0
8551	0.0	0.0
8556	337.0	353.0
326606	0.0	0.0
8557	39.0	38.0
8554	2069.0	1923.0
8555	2958.0	406.0
326607	0.0	0.0
326609	8.0	1.0
255798	5.0	0.0
8549	5.0	31.0
8547	323.0	25.0
8548	1480.0	1541.0
101409261	10.0	2.0
326611	0.0	0.0
8563	1476.0	1795.0
8564	12.0	35.0
8562	3205.0	5644.0
8567	2020.0	6034.0
8568	810.0	1446.0
8565	2660.0	4034.0
8566	21186.0	4336.0
253152	6.0	17.0
8560	5199.0	5740.0
100132031	0.0	0.0
100132036	0.0	0.0
253143	2283.0	5281.0
8558	962.0	528.0
8559	456.0	470.0
8574	3479.0	2456.0
8575	2721.0	2484.0
8572	471.0	346.0
8573	1854.0	3691.0
8578	1485.0	269.0
8576	997.0	1647.0
8577	0.0	0.0
554354	0.0	1.0
8570	6329.0	9841.0
123811	1839.0	2344.0
8569	1991.0	711.0
8585	0.0	0.0
8586	2.0	0.0
101928770	0.0	0.0
8583	0.0	0.0
101928773	1.0	1.0
8587	13.0	1.0
8588	0.0	0.0
101928776	0.0	0.0
8581	163.0	849.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	0.0
101409258	11.0	12.0
101409257	0.0	1.0
101409254	0.0	0.0
101409253	0.0	0.0
123803	2082.0	727.0
8596	0.0	0.0
101928781	5.0	7.0
8594	0.0	0.0
8595	0.0	0.0
101928784	4.0	32.0
8590	0.0	0.0
8591	0.0	0.0
100132066	1.0	2.0
100421113	3.0	3.0
100421114	1.0	0.0
101928790	1.0	0.0
101928795	0.0	0.0
253190	66.0	893.0
100132073	0.0	0.0
100132074	19.0	176.0
100132079	1.0	0.0
554313	0.0	1.0
100421123	0.0	0.0
100856811	1.0	0.0
375513	18.0	10.0
100421125	0.0	0.0
91133	309.0	43.0
100421129	0.0	3.0
91137	3678.0	3228.0
101928720	0.0	0.0
375519	4.0	6.0
100856810	0.0	0.0
100421136	6.0	1.0
100421137	0.0	0.0
101928734	0.0	0.0
91120	136.0	279.0
101928736	26.0	96.0
147837	90.0	442.0
100421131	0.0	0.0
100421133	0.0	0.0
91156	56.0	3.0
100421146	3.0	0.0
160824	0.0	1.0
100421148	0.0	0.0
101928744	1.0	0.0
91151	142.0	130.0
147841	28.0	338.0
100421143	0.0	0.0
91149	22.0	1.0
101928752	7.0	0.0
91147	253.0	458.0
387509	1333.0	318.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	428.0	450.0
100506574	1.0	4.0
399520	10.0	0.0
100421178	0.0	0.0
100506564	0.0	1.0
121227	2220.0	419.0
387521	2140.0	1019.0
387522	0.0	0.0
100421172	12.0	17.0
100421175	0.0	0.0
100421177	0.0	0.0
100506599	23.0	150.0
100856877	0.0	0.0
100421189	0.0	0.0
100856878	0.0	2.0
121214	2.0	4.0
387559	0.0	1.0
123876	46.0	0.0
123872	14.0	45.0
100421180	1.0	0.0
147808	270.0	341.0
100421185	0.0	0.0
147804	147.0	305.0
123879	3762.0	491.0
147807	630.0	504.0
100421188	0.0	0.0
375567	8.0	3.0
399512	558.0	2016.0
399511	96.0	149.0
91181	2.0	4.0
448990	8.0	3.0
101928715	1.0	0.0
100506581	54.0	56.0
100856881	0.0	0.0
100506775	10.0	1.0
100506779	16.0	46.0
160762	0.0	0.0
93953	69.0	41.0
104326057	0.0	0.0
399687	2631.0	3935.0
104326058	0.0	0.0
100506776	29.0	24.0
348094	1322.0	77.0
160760	3096.0	1779.0
348093	2529.0	87.0
387695	10.0	26.0
104326055	4.0	2.0
93948	12.0	2.0
399693	1.0	28.0
104326053	0.0	0.0
399694	31.0	14.0
104326054	1.0	0.0
104326051	0.0	2.0
104326052	8.0	4.0
133150	0.0	0.0
399697	0.0	0.0
100506765	0.0	0.0
387694	3.0	3.0
102724706	0.0	0.0
54361	77.0	653.0
54360	47.0	22.0
54363	0.0	0.0
387684	0.0	0.0
147798	76.0	6191.0
159770	0.0	0.0
100506769	0.0	0.0
93973	1196.0	1238.0
399668	185.0	9.0
100506795	131.0	6.0
399669	27.0	26.0
399664	570.0	1085.0
399666	0.0	0.0
93974	1163.0	3415.0
399665	1756.0	3970.0
100506791	0.0	0.0
81993	2.0	12.0
399671	101.0	40.0
399670	0.0	0.0
160777	3.0	3.0
91300	1465.0	3726.0
100506783	146.0	10.0
91304	3802.0	3576.0
100506787	1.0	0.0
100293948	0.0	2.0
204219	19.0	70.0
121130	0.0	0.0
145165	35.0	12.0
54386	4378.0	3461.0
123787	0.0	8.0
652670	0.0	0.0
121129	0.0	0.0
100506733	2.0	0.0
147746	16.0	17.0
255812	312.0	178.0
147741	3.0	0.0
147744	1.0	5.0
100506737	17.0	3.0
100506736	78.0	18.0
160728	2.0	5.0
100506724	0.0	0.0
100506723	7.0	1.0
93986	953.0	82.0
100506721	0.0	0.0
100913183	3.0	0.0
100913182	0.0	0.0
91319	25.0	247.0
93979	16.0	2.0
91316	30.0	26.0
133121	20.0	11.0
93978	0.0	7.0
100506753	93.0	168.0
91355	77.0	59.0
91353	1.0	1.0
100506757	5.0	2.0
100506755	366.0	91.0
91351	948.0	1619.0
100506759	0.0	0.0
107080641	2.0	0.0
100506742	21.0	4.0
348021	1.0	1.0
107080653	0.0	0.0
255809	48.0	55.0
100506749	0.0	60.0
107080654	0.0	0.0
107080655	0.0	0.0
107080652	0.0	1.0
348013	345.0	124.0
338692	674.0	968.0
338699	546.0	660.0
107080628	0.0	0.0
107080629	0.0	7.0
56931	518.0	997.0
723779	0.0	0.0
723778	0.0	0.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	0.0	0.0
56937	19080.0	3554.0
196792	11.0	35.0
107080620	9.0	4.0
56938	712.0	370.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	0.0	1.0
56934	8.0	2.0
56935	226.0	166.0
56936	3.0	20.0
56940	3643.0	982.0
107080639	1.0	0.0
56941	4103.0	2983.0
56942	693.0	648.0
56943	2264.0	1880.0
107080636	10.0	4.0
107080637	0.0	1.0
56948	307.0	354.0
56949	2273.0	3646.0
107080632	6.0	0.0
56944	3287.0	1339.0
56945	1629.0	1483.0
56946	1081.0	1938.0
56947	2841.0	3037.0
107080630	0.0	0.0
100506713	171.0	187.0
100506712	0.0	0.0
100506710	2747.0	4150.0
338674	0.0	0.0
338675	0.0	0.0
56951	3279.0	5045.0
56952	200.0	232.0
56953	116.0	716.0
102724774	2.0	0.0
56954	2265.0	2044.0
56950	1695.0	1383.0
100506715	0.0	1.0
100506714	169.0	265.0
56955	0.0	0.0
56956	2.0	0.0
56957	4352.0	3984.0
8600	1.0	5.0
8601	71.0	4.0
723790	0.0	0.0
338661	0.0	0.0
338662	0.0	0.0
338657	516.0	230.0
56963	1791.0	305.0
56964	77.0	18.0
56965	2174.0	4078.0
56961	3.0	0.0
56967	988.0	1196.0
56969	6.0	0.0
8611	7447.0	1334.0
8612	154.0	1344.0
81926	1345.0	1372.0
145173	524.0	596.0
81928	232.0	743.0
338651	4.0	6.0
81929	1883.0	3803.0
338653	1.0	0.0
81930	25.0	345.0
56975	3550.0	1530.0
81931	82.0	385.0
81932	1193.0	647.0
56970	2163.0	3358.0
56971	159.0	103.0
8604	1111.0	1297.0
8605	877.0	756.0
8602	1933.0	2830.0
8603	1622.0	1477.0
8608	21.0	809.0
56977	656.0	124.0
8609	3118.0	1019.0
56978	139.0	35.0
56979	0.0	0.0
8607	1128.0	3822.0
8622	5756.0	285.0
8623	1872.0	1693.0
8620	0.0	0.0
8621	2861.0	3456.0
338645	278.0	37.0
56984	2793.0	2480.0
56985	254.0	397.0
56986	1339.0	656.0
338637	0.0	0.0
56987	3919.0	3030.0
102724742	0.0	0.0
56980	461.0	603.0
56981	926.0	1112.0
56983	633.0	1611.0
8615	7251.0	4439.0
54329	94.0	36.0
54328	67.0	34.0
8613	13097.0	2002.0
8614	967.0	20515.0
8618	15.0	27.0
8630	37.0	254.0
8633	280.0	379.0
8634	1728.0	999.0
8631	35.0	3033.0
8632	241.0	128.0
56990	2135.0	2707.0
169166	3.0	30.0
554175	1.0	2.0
54332	229.0	12842.0
56995	2149.0	4484.0
255877	2273.0	635.0
664616	0.0	0.0
56996	1018.0	1308.0
54331	7869.0	493.0
56997	18538.0	2554.0
664614	0.0	0.0
56998	2617.0	938.0
664613	0.0	0.0
664612	0.0	0.0
56992	55.0	277.0
56993	2763.0	5115.0
56994	4680.0	2366.0
8626	436.0	1068.0
8624	730.0	1446.0
8625	1115.0	2125.0
56999	2784.0	505.0
664617	0.0	0.0
8629	1144.0	856.0
8641	101.0	17.0
8644	9528.0	2143.0
8645	115.0	75.0
8642	4042.0	1186.0
8643	186.0	85.0
652624	3.0	3.0
196743	265.0	451.0
54346	0.0	0.0
54345	1570.0	276.0
54344	513.0	479.0
8637	237.0	626.0
8638	113.0	325.0
8635	788.0	1295.0
8636	1273.0	1154.0
8639	103286.0	1917.0
196740	5438.0	590.0
8651	82.0	81.0
8650	4146.0	3032.0
8655	7605.0	7950.0
101928685	1.0	3.0
8653	7.0	33.0
8654	2861.0	1864.0
101928684	1.0	0.0
101928689	2.0	5.0
101928687	0.0	1.0
8648	5108.0	7477.0
8649	1635.0	1300.0
8646	582.0	2134.0
8647	64.0	4.0
8662	9250.0	14815.0
8663	523.0	1150.0
6001	512.0	3259.0
8660	9269.0	3144.0
8661	23541.0	19458.0
6000	4.0	5.0
6003	15.0	26.0
8666	5489.0	10160.0
8667	10371.0	40301.0
6002	1486.0	1355.0
8664	9091.0	13197.0
6005	13.0	2.0
6004	2249.0	1611.0
8665	9055.0	5224.0
101928698	60.0	0.0
8659	6132.0	411.0
8658	3350.0	2630.0
8673	954.0	6048.0
6010	5.0	1.0
8674	1586.0	1065.0
8671	3722.0	41.0
8672	5546.0	2560.0
6011	1.0	1.0
8677	1036.0	1014.0
6014	1.0	0.0
6013	6.0	13.0
8678	3048.0	5178.0
8675	2910.0	2402.0
6016	1462.0	979.0
8676	3134.0	147.0
6015	1944.0	2721.0
253260	1841.0	2564.0
338707	25.0	849.0
6007	15.0	2.0
6006	10.0	71.0
8668	7285.0	6719.0
6009	2690.0	2106.0
8669	3335.0	3535.0
6008	3.0	2.0
8685	820.0	47.0
8682	23635.0	13111.0
6023	0.0	0.0
8683	2086.0	3925.0
8688	0.0	3.0
8689	0.0	5.0
8686	1.0	2.0
8687	2.0	1.0
253272	4.0	3.0
8681	239.0	83.0
253264	17.0	3.0
6018	1375.0	814.0
6017	0.0	0.0
6019	8.0	24.0
6031	1.0	0.0
6034	0.0	0.0
8693	27.0	41.0
8694	8901.0	2304.0
6033	0.0	0.0
6036	0.0	27.0
6035	21948.0	1538.0
8697	1730.0	1883.0
6038	412.0	205.0
8698	112.0	34.0
6037	0.0	0.0
101928646	2.0	0.0
554234	0.0	0.0
8692	2595.0	1310.0
6030	1.0	0.0
8690	932.0	223.0
554225	2.0	18.0
554226	0.0	0.0
6029	0.0	0.0
170082	367.0	357.0
6043	0.0	0.0
6045	851.0	2295.0
6044	0.0	0.0
6047	2542.0	3122.0
6046	9153.0	12295.0
6049	2226.0	2000.0
100421217	0.0	0.0
6048	1343.0	2578.0
100421219	0.0	0.0
101928656	2.0	0.0
6041	717.0	547.0
554213	0.0	0.0
554214	0.0	0.0
56904	1701.0	2953.0
56905	2394.0	1727.0
6039	541.0	419.0
56906	91.0	108.0
56907	1285.0	4669.0
56900	4053.0	1787.0
56901	1080.0	678.0
56902	777.0	1603.0
56903	2.0	0.0
100421222	0.0	0.0
375612	0.0	0.0
375611	12.0	41.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	2702.0	2959.0
554210	0.0	13.0
100528062	117.0	353.0
554212	0.0	0.0
6050	8109.0	3787.0
100528064	3.0	1.0
375616	115.0	170.0
6051	2546.0	3178.0
56910	7100.0	5206.0
554202	0.0	1.0
554203	812.0	873.0
56915	405.0	1389.0
56916	1476.0	1308.0
56917	186.0	1377.0
56918	1.0	0.0
56911	359.0	139.0
56912	1392.0	1976.0
56913	1753.0	373.0
100421220	0.0	0.0
56914	0.0	1.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	900.0	1915.0
6069	0.0	0.0
375607	1.0	2.0
554201	0.0	0.0
6060	0.0	0.0
56920	19650.0	763.0
56926	2692.0	3864.0
56927	2467.0	2530.0
56928	1207.0	1367.0
56929	2257.0	1770.0
56922	4003.0	1107.0
56923	1.0	4.0
56924	1.0	49.0
56925	619.0	1381.0
100421232	0.0	0.0
6076	2.0	0.0
100421245	2.0	0.0
6075	0.0	0.0
6078	0.0	0.0
6079	1.0	0.0
101928601	16.0	1.0
6070	1.0	0.0
91252	1441.0	1725.0
6071	0.0	0.0
6074	0.0	0.0
101928603	0.0	0.0
101928604	4.0	0.0
101928607	4.0	276.0
387612	0.0	0.0
147700	9.0	63.0
387615	0.0	0.0
6086	1.0	0.0
6089	1.0	0.0
101928611	0.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	0.0	0.0
123722	7.0	0.0
387601	32.0	0.0
123720	1005.0	551.0
147710	0.0	2.0
147711	6.0	5.0
147719	0.0	0.0
6098	3.0	24.0
6097	136.0	1998.0
6092	137.0	226.0
6091	3137.0	789.0
6094	312.0	150.0
100528020	0.0	0.0
6093	6380.0	3735.0
100528021	1.0	1.0
6096	579.0	25.0
6095	1320.0	670.0
91272	2072.0	3134.0
147727	785.0	1506.0
387638	0.0	3.0
100528030	10.0	31.0
101928638	0.0	0.0
100528032	3.0	2.0
100421271	0.0	0.0
100506697	8.0	6.0
100506696	47.0	95.0
91298	672.0	1375.0
100528007	0.0	0.0
123775	90.0	157.0
91289	3936.0	3087.0
399656	0.0	0.0
100506686	275.0	258.0
100506685	0.0	33.0
100528016	2.0	0.0
100528017	8606.0	100.0
100528018	1.0	1.0
100528019	5.0	0.0
100506681	2.0	3.0
91283	446.0	498.0
100506680	3.0	0.0
387646	51.0	152.0
387647	0.0	0.0
387644	33.0	22.0
387640	138.0	2.0
100421295	67.0	28.0
387680	2152.0	2680.0
375686	5.0	8.0
123745	1.0	8.0
100506898	38.0	7.0
100506897	1.0	0.0
390992	0.0	0.0
54471	3564.0	3138.0
54470	404.0	789.0
390996	1.0	0.0
390999	3.0	0.0
54475	733.0	1266.0
387338	1064.0	1144.0
54474	0.0	2.0
54472	3828.0	1991.0
389997	0.0	0.0
54478	7.0	432.0
54477	1273.0	1947.0
387332	0.0	0.0
54476	3053.0	4202.0
91404	10388.0	4055.0
91405	6.0	2.0
91408	3007.0	2208.0
91409	14.0	209.0
375346	207.0	145.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	106.0	143.0
389990	0.0	0.0
102724827	105.0	63.0
54482	522.0	359.0
102724820	22.0	7.0
100506881	84.0	172.0
54480	1434.0	1949.0
387328	1.0	6.0
387325	0.0	7.0
145497	2.0	1.0
400866	0.0	0.0
387323	0.0	0.0
387321	3.0	1.0
54487	1293.0	1683.0
387322	0.0	0.0
375350	2.0	0.0
723809	4.0	3.0
338391	3.0	0.0
91433	460.0	398.0
338396	0.0	1.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	3940.0	2105.0
54491	379.0	1357.0
54490	0.0	0.0
54497	2830.0	3017.0
54496	1621.0	1338.0
448835	0.0	0.0
54495	4056.0	2011.0
448834	2.0	0.0
387359	0.0	0.0
387357	32.0	34.0
54499	3548.0	6798.0
121498	0.0	0.0
54498	165.0	547.0
170463	1048.0	1170.0
157489	240.0	68.0
338382	862.0	189.0
390980	197.0	329.0
338388	0.0	0.0
448831	0.0	0.0
400841	2.0	0.0
91419	883.0	282.0
91452	2748.0	2027.0
338376	0.0	0.0
145447	181.0	40.0
100313532	1.0	1.0
91442	86.0	199.0
375387	750.0	491.0
91445	2675.0	2736.0
107080554	2.0	0.0
133482	0.0	0.0
100506874	105.0	13.0
100506872	0.0	0.0
169436	38.0	62.0
170425	1.0	1.0
133491	0.0	4.0
91464	0.0	0.0
100506866	256.0	246.0
400892	0.0	4.0
400891	1.0	0.0
91461	5468.0	1021.0
145483	444.0	2834.0
145482	571.0	1370.0
338339	1.0	0.0
100506810	14.0	38.0
338328	3643.0	58.0
100506815	4.0	4.0
326337	0.0	0.0
326339	0.0	0.0
338321	6.0	0.0
338322	1.0	0.0
338323	3.0	0.0
338324	1.0	3.0
341965	3.0	1.0
326341	1.0	0.0
326340	0.0	0.0
326343	7.0	5.0
326342	10.0	2.0
54407	11048.0	10363.0
8710	53.0	39.0
100506834	68.0	20.0
8711	148.0	1809.0
54413	78.0	49.0
8703	1340.0	2905.0
101410540	0.0	0.0
8704	2636.0	2297.0
101410541	1.0	0.0
8701	6.0	3.0
101410542	1.0	1.0
54414	2602.0	1537.0
8702	845.0	1228.0
100506835	84.0	12.0
101410543	6.0	1.0
8707	33.0	7.0
101410544	1.0	0.0
8708	37.0	2.0
101410545	0.0	0.0
101410546	0.0	0.0
8705	616.0	674.0
8706	419.0	2807.0
326315	1.0	2.0
326317	0.0	0.0
8721	5958.0	6678.0
8722	6550.0	4369.0
8720	9066.0	12892.0
101410537	0.0	0.0
101410538	3051.0	2163.0
341947	5.0	0.0
8714	356.0	1531.0
8715	2.0	0.0
100506826	24.0	12.0
8712	1.0	0.0
8718	369.0	48.0
101410533	31.0	27.0
101410534	0.0	0.0
326325	1.0	1.0
101410535	65.0	18.0
8717	800.0	333.0
54429	17.0	13.0
101410536	2.0	0.0
326307	315.0	813.0
8732	1063.0	784.0
8733	4028.0	4509.0
8731	2193.0	3154.0
54431	4114.0	7167.0
400836	4.0	0.0
170487	25.0	344.0
54435	7.0	56.0
