id	7f92fd47-9938-4069-bc1d-ce6d7d6c1dc4	eaee0d82-cd7e-47a5-859f-59b7bf5ad6a0
727984	7.0	8.0
94121	2004.0	4406.0
94120	583.0	619.0
57184	3020.0	727.0
359795	0.0	0.0
359797	0.0	3.0
359798	0.0	0.0
359791	0.0	0.0
100009613	0.0	33.0
57189	4201.0	6646.0
359792	9.0	8.0
127018	1910.0	623.0
359793	0.0	0.0
100240711	0.0	33.0
100240712	0.0	3.0
100240710	0.0	1.0
345258	0.0	1.0
100240713	1.0	0.0
94115	0.0	0.0
57190	9141.0	5712.0
727970	6.0	6.0
57191	41.0	271.0
166614	502.0	482.0
57198	2820.0	4206.0
57192	1744.0	362.0
359799	0.0	0.0
57194	2378.0	1975.0
727969	0.0	0.0
84798	539.0	632.0
140004	0.0	0.0
84793	120.0	165.0
84792	693.0	199.0
84795	2238.0	735.0
84791	640.0	1160.0
84790	1274.0	1076.0
154661	358.0	65.0
154664	1.0	9.0
166647	2541.0	1291.0
127003	2.0	181.0
127002	136.0	296.0
115019	1.0	9.0
100130396	0.0	2.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	2.0	174.0
100130391	0.0	167.0
115024	1786.0	839.0
142679	337.0	127.0
648729	14.0	32.0
142678	561.0	1037.0
347894	0.0	8.0
102465436	0.0	2.0
94137	27.0	11.0
727991	19.0	85.0
102465435	0.0	0.0
102465434	0.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
648740	0.0	0.0
102465431	0.0	0.0
102465430	0.0	0.0
100130388	0.0	3.0
100130386	2.0	135.0
94134	3535.0	4025.0
100130384	0.0	1.0
100130383	0.0	1.0
102465438	0.0	0.0
102465437	0.0	0.0
142684	24.0	66.0
100129394	0.0	11.0
142683	0.0	0.0
142686	79.0	826.0
142685	0.0	12.0
152007	1395.0	534.0
152006	5719.0	3031.0
142689	6.0	4.0
140028	0.0	0.0
152002	617.0	805.0
100129396	2.0	0.0
102465447	1.0	0.0
127062	0.0	3.0
102465446	8.0	1.0
345222	5.0	422.0
102465445	0.0	0.0
102465444	0.0	0.0
102465443	0.0	17.0
102465442	0.0	4.0
102465441	0.0	0.0
102465440	0.0	0.0
94162	0.0	0.0
127069	0.0	0.0
94161	4.0	22.0
100130376	0.0	2.0
94160	0.0	64.0
127068	0.0	0.0
127066	0.0	0.0
727940	0.0	1.0
727941	4.0	779.0
102465449	0.0	0.0
127064	0.0	0.0
102465448	0.0	0.0
100129382	0.0	7.0
727936	914.0	2588.0
100129385	4.0	6.0
100129387	2109.0	7791.0
102465458	0.0	0.0
102465457	0.0	3.0
94158	7.0	70.0
102465456	2.0	1.0
102465455	0.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	39.0	16.0
102465451	1.0	14.0
127059	0.0	0.0
94151	0.0	0.0
94150	0.0	0.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	8.0	0.0
102465469	0.0	1.0
102465468	0.0	0.0
102465467	0.0	4.0
347862	2398.0	1277.0
102465466	0.0	0.0
102465465	0.0	0.0
100130359	0.0	0.0
102465464	0.0	0.0
102465463	0.0	0.0
646114	0.0	0.0
102465462	0.0	3.0
100009676	153.0	180.0
727964	0.0	0.0
100129361	1570.0	900.0
102465461	0.0	0.0
102465460	0.0	2.0
646108	9.0	4.0
100129368	0.0	0.0
347853	2.0	5.0
102465479	0.0	1.0
102465478	0.0	5.0
102465477	0.0	0.0
102465476	0.0	0.0
100130348	42.0	133.0
102465475	0.0	0.0
102465474	0.0	0.0
102465473	0.0	1.0
727956	0.0	0.0
727957	1254.0	3488.0
100009667	0.0	101.0
100130342	0.0	0.0
100009668	0.0	5.0
101154753	0.0	0.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	0.0	0.0
100129357	25.0	130.0
100129351	0.0	0.0
100129354	5.0	38.0
102465489	0.0	4.0
102465488	0.0	0.0
100288726	0.0	0.0
102465487	1.0	1.0
102465486	0.0	4.0
102465485	0.0	10.0
102465484	0.0	0.0
164045	121.0	11.0
57105	90.0	85.0
57106	63.0	206.0
84726	11528.0	11672.0
57107	1731.0	625.0
84725	1007.0	3087.0
57108	3.0	1.0
57101	503.0	358.0
84720	1667.0	2043.0
57102	1160.0	963.0
57103	220.0	200.0
84722	62.0	186.0
57104	100623.0	2989.0
102465483	0.0	0.0
102465482	0.0	0.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	614.0	617.0
102465499	0.0	0.0
100288713	5.0	5.0
102465496	0.0	4.0
102465495	0.0	0.0
100288711	0.0	32.0
84709	21.0	3.0
57110	34.0	66.0
57111	9.0	2100.0
84706	16796.0	949.0
84705	440.0	309.0
84708	1497.0	706.0
84707	10.0	64.0
57116	2.0	44.0
57117	1061.0	1785.0
57118	2011.0	1131.0
57119	0.0	29.0
57113	0.0	27.0
57115	0.0	0.0
102465494	0.0	0.0
102465493	0.0	0.0
102465492	0.0	0.0
102465491	0.0	7.0
102465490	0.0	0.0
152065	0.0	5.0
100288702	1.0	0.0
57120	3622.0	2158.0
57121	56.0	233.0
57122	2528.0	1546.0
201456	61.0	214.0
127086	0.0	0.0
57127	0.0	24.0
57128	1418.0	894.0
57129	1203.0	657.0
84747	3331.0	2168.0
57124	11996.0	657.0
57125	729.0	2391.0
57126	12.0	15.0
84740	14.0	302.0
152078	1599.0	30.0
127074	0.0	0.0
57130	1821.0	1902.0
57132	3005.0	1386.0
84727	93.0	182.0
127077	0.0	0.0
84735	2.0	12.0
84734	139.0	39.0
57139	357.0	747.0
115098	802.0	152.0
201475	3206.0	908.0
57134	1670.0	1753.0
57135	0.0	0.0
57136	34422.0	4015.0
84733	126.0	118.0
57142	58936.0	7033.0
57143	330.0	475.0
57144	3.0	18.0
201477	0.0	1.0
57140	6502.0	1646.0
57149	3853.0	981.0
84767	0.0	0.0
140032	0.0	0.0
84769	436.0	167.0
57146	2305.0	2025.0
57147	1262.0	3914.0
84766	223.0	2213.0
84765	765.0	1987.0
57148	5583.0	7751.0
152015	11.0	41.0
57152	1.0	9.0
57153	15076.0	5179.0
166655	0.0	0.0
57154	3658.0	3009.0
84749	3191.0	1035.0
57150	632.0	1049.0
57151	1.0	0.0
84759	674.0	799.0
140043	0.0	0.0
57156	20.0	3367.0
57157	1482.0	714.0
139060	0.0	1.0
84752	570.0	437.0
57158	118.0	86.0
57159	3.0	36.0
84750	601.0	809.0
152024	0.0	26.0
139067	0.0	0.0
139065	513.0	41.0
94104	2132.0	1896.0
94103	26745.0	1952.0
96764	1519.0	1090.0
94107	2254.0	684.0
57165	62.0	34.0
94101	2350.0	915.0
57161	1652.0	492.0
57162	2650.0	1506.0
57167	48.0	338.0
57168	73.0	274.0
57169	8659.0	5544.0
84787	242.0	434.0
57175	2025.0	1607.0
57176	1007.0	971.0
57171	830.0	599.0
57172	2.0	18.0
84779	2.0	6.0
57178	10262.0	11228.0
139081	0.0	2.0
84775	374.0	705.0
57179	6277.0	3103.0
84777	50.0	405.0
84771	8.0	17.0
113655	341.0	304.0
732538	1.0	0.0
353323	0.0	0.0
353322	143.0	155.0
353324	3.0	602.0
100996279	0.0	0.0
149603	4232.0	2567.0
341333	0.0	4.0
343990	282.0	1414.0
353332	0.0	0.0
149620	34.0	0.0
353333	0.0	0.0
100996266	1.0	0.0
343981	0.0	2.0
162605	0.0	0.0
353345	5.0	420.0
84900	116.0	338.0
84902	1207.0	1668.0
149628	99.0	74.0
84901	2766.0	2993.0
341315	263.0	70.0
113622	247.0	175.0
353355	40.0	331.0
149643	2.0	1.0
150622	2.0	0.0
100852408	1.0	20.0
100852409	0.0	4.0
100852406	0.0	0.0
100852407	3.0	102.0
642513	0.0	1.0
100852405	0.0	0.0
642517	248.0	827.0
100852410	42.0	259.0
84919	10691.0	6777.0
84918	4329.0	1111.0
389322	30.0	9.0
390311	0.0	0.0
389320	0.0	0.0
390313	0.0	3.0
84915	65.0	278.0
84914	1069.0	6916.0
497190	2.0	32.0
84916	2992.0	757.0
84922	684.0	798.0
390318	0.0	0.0
84924	696.0	506.0
84923	953.0	769.0
84920	221.0	215.0
123016	926.0	1917.0
497189	5.0	35.0
642521	0.0	0.0
390320	0.0	0.0
84908	1062.0	1304.0
390321	0.0	0.0
353376	16.0	11.0
390322	0.0	0.0
390323	0.0	1.0
654502	0.0	255.0
84909	944.0	1975.0
390324	0.0	0.0
654503	4.0	0.0
84904	73.0	231.0
654504	0.0	0.0
390326	0.0	0.0
654505	5.0	19.0
390327	0.0	0.0
654506	13.0	19.0
84905	213.0	482.0
84911	240.0	461.0
390329	0.0	1.0
84910	2079.0	3911.0
84913	1742.0	58.0
84912	1786.0	979.0
113691	17.0	15.0
642538	0.0	0.0
113675	171.0	202.0
84937	1384.0	497.0
84936	1047.0	967.0
84939	2363.0	2119.0
84938	987.0	186.0
84944	6.0	20.0
57325	1440.0	1004.0
57326	7615.0	4280.0
84946	1271.0	499.0
84945	1659.0	670.0
84940	382.0	414.0
389336	0.0	53.0
389337	866.0	1920.0
84942	310.0	992.0
84941	42.0	678.0
642546	10.0	3.0
343930	0.0	0.0
84929	5.0	24.0
389333	101.0	1419.0
84926	2911.0	1987.0
84925	1391.0	968.0
84928	1711.0	690.0
57336	365.0	443.0
84933	236.0	144.0
84932	1940.0	1090.0
57337	1866.0	1413.0
84935	2365.0	79.0
57338	13.0	91.0
84934	389.0	583.0
57332	73.0	874.0
57333	819.0	486.0
84931	1.0	2.0
84930	666.0	455.0
57335	190.0	467.0
103752554	0.0	0.0
103752555	0.0	8.0
642559	16.0	35.0
390352	4.0	21.0
390354	519.0	52.0
389362	498.0	1430.0
150677	1.0	0.0
150678	1223.0	394.0
377381	167.0	62.0
162655	666.0	1541.0
390363	0.0	4.0
147040	1118.0	414.0
343901	0.0	4.0
149699	2.0	2.0
150684	1245.0	1012.0
150681	0.0	4.0
159013	1689.0	796.0
221504	1.0	0.0
103752581	48.0	1.0
389386	0.0	0.0
389383	0.0	49.0
389384	0.0	13.0
123041	99.0	51.0
162681	398.0	105.0
123036	1898.0	9208.0
103752587	0.0	0.0
150696	56.0	4473.0
103752588	4.0	1.0
103752589	4.0	25.0
103752583	0.0	0.0
103752584	35.0	9.0
103752585	30.0	1.0
103752586	3.0	50.0
390340	0.0	0.0
389376	1.0	0.0
221527	73.0	266.0
390394	0.0	1.0
149647	3.0	0.0
389396	0.0	0.0
123099	36.0	2267.0
389395	0.0	0.0
123096	1203.0	4756.0
137682	673.0	1011.0
390378	0.0	0.0
221545	569.0	381.0
221547	10.0	4.0
147011	102.0	337.0
147007	552.0	842.0
100996295	1.0	1.0
137695	1001.0	530.0
162632	489.0	124.0
149685	0.0	13.0
100135063	0.0	0.0
100135064	0.0	0.0
147015	56.0	76.0
100996280	1.0	0.0
94240	1562.0	569.0
94241	3603.0	7825.0
94236	0.0	0.0
94235	2.0	5.0
94234	0.0	11.0
94239	7691.0	6779.0
94233	84.0	3.0
390294	1.0	1.0
390297	1.0	0.0
390298	1.0	0.0
221584	43.0	179.0
150590	47.0	88.0
94274	502.0	20.0
94298	0.0	69.0
94297	0.0	0.0
414768	0.0	1.0
642451	2.0	82.0
414766	12.0	51.0
414767	0.0	38.0
654434	185.0	261.0
400123	17.0	20.0
400121	0.0	1.0
57221	1182.0	18683.0
84838	1814.0	3205.0
400120	18.0	1.0
84837	261.0	23.0
84839	0.0	10.0
57226	2058.0	1501.0
84844	1037.0	632.0
84847	12.0	30.0
57228	396.0	263.0
57222	13233.0	10948.0
402779	0.0	11.0
402778	126.0	399.0
57223	9012.0	4953.0
57224	1209.0	1349.0
84842	5.0	22.0
414776	0.0	0.0
642446	0.0	0.0
414771	0.0	12.0
642448	1.0	0.0
642461	0.0	0.0
642460	1.0	4.0
414777	2064.0	9599.0
414778	8.0	13.0
57231	3064.0	1602.0
400110	0.0	1.0
57232	134.0	586.0
654427	7.0	54.0
84826	0.0	0.0
654429	0.0	7.0
84833	4683.0	989.0
84836	11423.0	1213.0
84830	74.0	43.0
57234	207.0	438.0
84832	0.0	0.0
654433	2342.0	4393.0
9001	3.0	25.0
9002	62.0	233.0
642475	142.0	356.0
84859	2957.0	3254.0
84867	23.0	40.0
84866	854.0	3665.0
84869	1941.0	2485.0
84868	604.0	857.0
654463	2.0	16.0
84865	264.0	512.0
84864	2041.0	1036.0
84861	1600.0	1592.0
9014	634.0	755.0
9015	227.0	319.0
9013	1399.0	777.0
9019	9376.0	9186.0
9016	299.0	412.0
341392	15.0	44.0
84848	37.0	172.0
84856	60.0	49.0
84858	683.0	50.0
84852	197.0	384.0
102725176	0.0	0.0
84851	948.0	1472.0
642477	6.0	79.0
84850	0.0	6.0
105376946	0.0	1.0
9025	717.0	543.0
9026	1533.0	1993.0
9023	188.0	45.0
113612	2293.0	383.0
9024	28.0	460.0
642493	0.0	0.0
9027	3.0	103.0
9028	31.0	137.0
400165	1.0	0.0
9021	15461.0	831.0
9022	20.0	13.0
9020	785.0	1144.0
84889	1.0	9.0
84888	5738.0	1952.0
654483	1.0	5.0
84885	834.0	258.0
654486	0.0	9.0
84886	3725.0	3044.0
84881	2091.0	692.0
642489	61.0	4.0
84883	11894.0	928.0
654480	4.0	0.0
9037	2105.0	2884.0
9034	311.0	216.0
9038	0.0	0.0
9039	3205.0	1679.0
400156	8.0	13.0
9032	0.0	2.0
9033	9.0	10.0
9031	7981.0	18408.0
84878	496.0	358.0
84879	17.0	90.0
84874	1084.0	2427.0
84873	0.0	1.0
84876	912.0	297.0
84875	1134.0	846.0
84870	1759.0	101.0
84872	563.0	765.0
84871	66.0	417.0
9047	18.0	81.0
9048	4.0	107.0
9045	27890.0	8995.0
9046	365.0	62.0
9049	1567.0	496.0
106480985	0.0	43.0
9040	1699.0	1022.0
106480984	0.0	1.0
106480987	0.0	0.0
106480986	0.0	5.0
9043	11977.0	4925.0
400141	188.0	6.0
106480989	0.0	147.0
9044	4190.0	4013.0
106480988	0.0	0.0
57282	3.0	0.0
106480990	0.0	0.0
106480992	0.0	0.0
106480991	0.0	20.0
106480994	0.0	3.0
106480993	0.0	11.0
414753	0.0	0.0
414754	1.0	0.0
414751	0.0	0.0
414752	1.0	0.0
341359	0.0	0.0
341356	0.0	1.0
9058	0.0	41.0
9056	712.0	664.0
9057	4721.0	1034.0
341350	41.0	14.0
9050	478.0	1892.0
106480996	0.0	5.0
9051	115.0	146.0
106480995	0.0	4.0
106480998	1.0	5.0
106480997	0.0	2.0
57291	971.0	1740.0
9054	1614.0	1034.0
9055	272.0	759.0
106480999	0.0	31.0
9052	2482.0	9613.0
9053	525.0	1994.0
84899	1126.0	958.0
282569	0.0	0.0
400129	12.0	15.0
84896	4134.0	1461.0
84895	1076.0	661.0
400128	0.0	171.0
84898	7687.0	11560.0
84897	2244.0	1672.0
400126	37.0	8.0
654499	0.0	0.0
84892	978.0	430.0
414764	23.0	7.0
84891	1.0	1.0
414765	18.0	110.0
84894	136.0	94.0
84893	4607.0	4528.0
414760	13.0	18.0
414761	34.0	65.0
84890	1497.0	619.0
341346	11.0	13.0
9069	1679.0	1156.0
414926	0.0	38.0
9068	2364.0	1680.0
106479979	0.0	0.0
729004	7.0	123.0
106479978	0.0	0.0
106479977	0.0	4.0
106479976	0.0	3.0
106479975	8.0	40.0
9061	4053.0	2212.0
106480963	0.0	0.0
106479974	0.0	1.0
106479973	0.0	0.0
106480962	0.0	1.0
106480965	0.0	12.0
106479972	0.0	0.0
9060	4133.0	660.0
106480964	1.0	7.0
106479971	0.0	0.0
106479970	0.0	0.0
106480967	0.0	24.0
9066	560.0	3103.0
106480966	0.0	0.0
9063	1978.0	4141.0
729009	159.0	72.0
106480969	0.0	0.0
9064	2560.0	1119.0
106480968	0.0	0.0
106480970	0.0	95.0
106480972	0.0	0.0
106480971	0.0	1.0
113540	29.0	136.0
106479969	0.0	1.0
9079	6497.0	1072.0
106479968	0.0	6.0
106479967	0.0	0.0
106479966	0.0	0.0
106479965	0.0	0.0
106479964	0.0	0.0
106479963	1.0	14.0
106480974	2.0	89.0
9073	0.0	80.0
106479962	0.0	1.0
106480973	0.0	4.0
9070	5589.0	2373.0
106479961	0.0	0.0
106480976	0.0	37.0
9071	23.0	3.0
106479960	0.0	1.0
106480975	0.0	1.0
9076	104.0	691.0
390402	1.0	0.0
106480978	0.0	0.0
9077	72.0	37.0
390403	0.0	1.0
106480977	0.0	11.0
9074	1.0	0.0
9075	412.0	69.0
106480979	1.0	18.0
100996387	1.0	1.0
390407	1.0	1.0
106480981	0.0	5.0
106480980	0.0	0.0
106480983	0.0	0.0
106480982	0.0	7.0
729025	25.0	7.0
106480949	0.0	0.0
106480948	0.0	3.0
730013	4.0	4.0
137529	4.0	27.0
730010	5.0	34.0
106479999	0.0	17.0
729020	1.0	3.0
113510	1022.0	587.0
106479998	0.0	0.0
729023	2.0	9.0
106479997	0.0	10.0
9083	0.0	0.0
106479996	0.0	0.0
106480941	0.0	0.0
9084	0.0	0.0
389421	1.0	0.0
106479995	0.0	1.0
106480940	0.0	19.0
9081	0.0	0.0
106479994	0.0	7.0
106480943	0.0	1.0
106479993	0.0	0.0
9082	0.0	0.0
106480942	0.0	5.0
9087	1.0	0.0
106479992	0.0	30.0
106480945	0.0	4.0
9088	12.0	131.0
106479991	0.0	0.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	2.0
9086	0.0	0.0
106480946	0.0	1.0
57402	13.0	1177.0
57403	3020.0	3365.0
57404	2985.0	2885.0
57405	18.0	159.0
389416	3.0	1.0
149501	5.0	21.0
9080	25.0	26.0
106480950	0.0	23.0
57406	2099.0	258.0
57407	894.0	1611.0
57408	0.0	826.0
730005	17.0	6.0
57409	959.0	570.0
106480959	1.0	171.0
729013	599.0	418.0
106479989	0.0	19.0
106479988	0.0	0.0
106479987	0.0	0.0
729012	6.0	12.0
106479986	0.0	0.0
9094	1007.0	1136.0
106479985	0.0	0.0
106480952	1.0	37.0
9095	149.0	195.0
106479984	6.0	6.0
106480951	7.0	44.0
9092	981.0	775.0
106479983	5.0	1.0
106480954	1.0	1.0
9093	2482.0	2521.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	84.0	270.0
106479981	0.0	0.0
106480956	0.0	131.0
9099	84.0	89.0
106479980	0.0	3.0
106480955	1.0	25.0
9096	1754.0	369.0
106480958	0.0	6.0
9097	6295.0	8926.0
106480957	0.0	1.0
57413	195.0	425.0
57414	2840.0	743.0
57415	132.0	326.0
389404	11.0	3.0
9091	1349.0	1747.0
57410	3597.0	1718.0
389400	15.0	0.0
106480961	0.0	0.0
57412	15.0	16.0
106480960	1.0	47.0
57418	960.0	356.0
57419	1883.0	147.0
106480927	0.0	2.0
106479938	0.0	1.0
106479937	0.0	0.0
106480926	0.0	20.0
106479936	0.0	0.0
106480929	3.0	5.0
106479935	3.0	6.0
106480928	0.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	4.0	19.0
106479931	1.0	0.0
390431	0.0	0.0
106479930	0.0	1.0
390432	0.0	0.0
400322	3122.0	1865.0
390433	0.0	0.0
106480921	6.0	64.0
106480920	3.0	12.0
390434	0.0	0.0
106480923	0.0	0.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	5.0
390437	0.0	0.0
106480925	0.0	78.0
106480924	0.0	0.0
390438	0.0	0.0
390439	0.0	0.0
341418	0.0	0.0
341416	0.0	0.0
100996350	4.0	265.0
389434	0.0	36.0
642402	0.0	1.0
106479929	0.0	1.0
106479928	0.0	0.0
106479927	1.0	64.0
106480938	0.0	3.0
106479926	0.0	0.0
106480937	0.0	1.0
106479925	0.0	5.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	0.0	17.0
106479922	0.0	49.0
106479921	0.0	0.0
390440	0.0	1.0
106479920	0.0	0.0
390441	0.0	2.0
353497	1082.0	1284.0
390442	1.0	12.0
106480930	1.0	1.0
390443	0.0	0.0
389432	120.0	70.0
106480932	0.0	4.0
390445	0.0	2.0
106480931	0.0	0.0
106480934	0.0	2.0
106480933	0.0	0.0
106480936	0.0	3.0
100996348	94.0	80.0
106480935	10.0	33.0
389428	7.0	8.0
341405	1.0	0.0
389422	88.0	371.0
642413	0.0	0.0
106479919	0.0	1.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	0.0	4.0
106479959	1.0	1.0
106480904	0.0	0.0
106480907	8.0	117.0
106479958	0.0	6.0
106479957	0.0	14.0
106480906	0.0	0.0
106480909	0.0	45.0
106479956	0.0	2.0
106479955	0.0	10.0
106480908	0.0	1.0
106479954	0.0	3.0
106479953	0.0	1.0
106479952	0.0	14.0
654412	1.0	0.0
106479951	0.0	0.0
390411	1.0	0.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	3.0	0.0
106480900	0.0	0.0
106480903	0.0	2.0
390415	1.0	0.0
106480902	0.0	4.0
57446	2312.0	2493.0
57447	9884.0	2338.0
390418	0.0	0.0
100996331	0.0	0.0
57448	8517.0	21003.0
390419	1.0	1.0
57449	1085.0	780.0
389458	0.0	0.0
642425	0.0	0.0
642424	0.0	6.0
100125556	39.0	92.0
106479949	0.0	0.0
106480916	0.0	115.0
106479948	0.0	0.0
106480915	3.0	67.0
106480918	0.0	1.0
106479947	0.0	4.0
106480917	11.0	64.0
106479946	0.0	0.0
106479945	0.0	2.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	2.0	65.0
642443	23.0	1.0
106479942	0.0	4.0
106479941	0.0	0.0
106479940	0.0	0.0
390421	0.0	6.0
57451	30.0	347.0
106480910	3.0	2.0
57452	2479.0	339.0
390423	0.0	0.0
414919	889.0	457.0
390424	0.0	0.0
106480912	0.0	3.0
106480911	0.0	1.0
106480914	0.0	0.0
414918	273.0	736.0
106480913	0.0	1.0
57458	1531.0	463.0
390429	0.0	0.0
57459	2765.0	8162.0
57453	34.0	21.0
57455	1078.0	769.0
57456	3064.0	2265.0
106479939	0.0	14.0
390472	1.0	15.0
162540	0.0	63.0
150554	33.0	8.0
729082	15591.0	5077.0
729085	289.0	1228.0
729079	0.0	65.0
390483	3.0	5.0
730061	4.0	2.0
150568	0.0	1.0
729073	20.0	0.0
497258	283.0	144.0
106479916	0.0	0.0
106479915	0.0	28.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	0.0	1.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	1496.0	952.0
730092	672.0	173.0
730091	225.0	661.0
150577	3.0	1.0
150572	0.0	7.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	6.0
106479905	0.0	0.0
106479904	1.0	0.0
106479903	2.0	24.0
102546227	2.0	2.0
106479902	0.0	147.0
730087	32.0	215.0
106479901	0.0	25.0
106479900	0.0	0.0
730086	2.0	1.0
729097	21.0	184.0
389493	2.0	179.0
221613	0.0	0.0
729096	29.0	164.0
729092	16.0	130.0
729046	15.0	121.0
729042	1.0	2.0
729041	11.0	442.0
730029	145.0	35.0
730023	1.0	1.0
729032	0.0	0.0
730016	0.0	1.0
730058	0.0	0.0
730052	5.0	27.0
730051	514.0	8258.0
221662	234.0	54.0
150538	9.0	5.0
162515	44.0	36.0
162517	39.0	15.0
729059	0.0	4.0
162514	211.0	39.0
730041	64.0	1.0
149563	2.0	330.0
221656	1133.0	1531.0
729050	0.0	0.0
221687	102.0	6.0
221692	372.0	3324.0
162494	61.0	95.0
654391	0.0	29.0
198437	0.0	12.0
257629	0.0	2.0
267004	3.0	6.0
149499	11.0	246.0
162466	26.0	136.0
255022	2.0	15.0
162461	6.0	131.0
267010	0.0	0.0
267012	0.0	0.0
267013	0.0	22.0
150472	443.0	507.0
255031	329.0	212.0
255025	0.0	0.0
101101692	100.0	646.0
255027	934.0	2120.0
267002	216.0	619.0
150483	7.0	2.0
282617	0.0	0.0
282618	0.0	3.0
282616	0.0	3.0
644990	54.0	108.0
9103	744.0	1240.0
9100	3130.0	2681.0
9101	5314.0	4911.0
644994	0.0	9.0
9107	2961.0	936.0
9104	728.0	194.0
400242	278.0	453.0
84959	210.0	184.0
255061	8.0	162.0
84958	30.0	862.0
654319	2.0	36.0
100996315	1.0	10.0
84966	5.0	105.0
57348	53.0	404.0
282679	134.0	103.0
84968	163.0	6.0
84967	941.0	288.0
84962	462.0	708.0
57343	893.0	905.0
654320	0.0	0.0
255057	7.0	56.0
84961	3443.0	3408.0
654321	11.0	16.0
400238	2.0	1.0
654322	1.0	61.0
84964	90.0	426.0
400236	188.0	47.0
644988	0.0	0.0
84960	44.0	131.0
642326	0.0	0.0
9113	3487.0	5190.0
9114	3369.0	1550.0
9111	1091.0	462.0
9112	2202.0	2894.0
9117	4196.0	3795.0
9118	0.0	1.0
414899	0.0	33.0
100996307	681.0	123.0
100996306	0.0	1.0
84948	213.0	330.0
9110	3376.0	3369.0
84947	481.0	711.0
84955	1204.0	504.0
84954	437.0	242.0
84957	116.0	486.0
100996301	1.0	81.0
84951	2.0	533.0
84950	3188.0	2013.0
84953	11.0	328.0
400224	9.0	94.0
84952	537.0	5120.0
644998	0.0	2.0
9108	113.0	292.0
642337	6.0	0.0
644997	6.0	53.0
9124	7016.0	1272.0
9125	2035.0	3229.0
9122	451.0	1822.0
9123	148.0	1087.0
9128	1510.0	1759.0
9129	2504.0	7903.0
9126	4905.0	2396.0
9127	50.0	65.0
94304	0.0	14.0
255043	72.0	39.0
9120	27.0	1168.0
9121	396.0	500.0
57369	1.0	0.0
84988	1902.0	596.0
84987	5637.0	567.0
84989	11.0	187.0
84984	153.0	248.0
84983	144.0	59.0
84986	866.0	796.0
84985	0.0	16.0
642345	0.0	0.0
9119	0.0	3.0
84981	4219.0	859.0
9135	7078.0	17936.0
9136	516.0	173.0
9133	51.0	334.0
9134	90.0	348.0
9139	1975.0	3858.0
267014	0.0	0.0
267015	2.0	0.0
9138	2696.0	2702.0
267017	2.0	13.0
9131	3499.0	1152.0
9132	234.0	70.0
84969	602.0	30.0
9130	1690.0	677.0
400208	18.0	640.0
84976	715.0	779.0
400209	43.0	13.0
400206	0.0	0.0
84978	1.0	223.0
84973	907.0	571.0
84975	1409.0	677.0
57379	9.0	0.0
642357	9.0	11.0
84971	421.0	272.0
84970	0.0	0.0
267020	3.0	45.0
9146	1974.0	1618.0
9147	2878.0	3296.0
9144	5093.0	3795.0
9145	822.0	1261.0
9148	22.0	142.0
106479899	0.0	0.0
9149	946.0	728.0
106479898	0.0	0.0
106479897	0.0	5.0
106480886	0.0	8.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	0.0	76.0
106479895	0.0	0.0
106480887	0.0	1.0
106479894	0.0	0.0
106479893	0.0	1.0
9142	3.0	0.0
57380	3082.0	1109.0
9143	6.0	32.0
106479892	0.0	0.0
106480889	0.0	0.0
57381	2176.0	458.0
9140	3724.0	1777.0
106479891	1.0	0.0
9141	1807.0	556.0
106479890	0.0	2.0
106480891	0.0	0.0
106480890	0.0	0.0
654364	12.0	0.0
106480893	0.0	0.0
106480892	0.0	4.0
106480895	0.0	1.0
106480894	1.0	14.0
9158	1570.0	1060.0
9156	7.0	290.0
106479889	0.0	0.0
9159	1472.0	3623.0
106479888	0.0	0.0
106479887	0.0	16.0
654346	5.0	0.0
106479886	0.0	3.0
106480897	0.0	7.0
9150	559.0	732.0
106480896	0.0	7.0
106479885	0.0	21.0
57396	2151.0	1491.0
106480899	0.0	0.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	10.0	223.0
106479882	0.0	0.0
9154	16.0	12.0
106479881	0.0	13.0
106479880	0.0	1.0
57393	59.0	9.0
9152	0.0	0.0
654350	0.0	0.0
84996	212.0	96.0
84991	4219.0	1969.0
84993	1700.0	538.0
84992	0.0	0.0
9168	20859.0	13079.0
