id	cbfa8434-6acf-4122-ab58-991efcc6aa6b	dd538c2f-a55d-4f4c-a83a-1507bf365403
56957	2327.0	5452.0
8600	1.0	40.0
8601	11.0	4.0
723790	0.0	1.0
338661	0.0	0.0
338662	0.0	0.0
338657	295.0	221.0
56963	1486.0	162.0
56964	31.0	95.0
56965	1180.0	706.0
56961	1.0	2.0
56967	945.0	405.0
56969	11.0	2.0
8611	5477.0	1180.0
8612	201.0	1717.0
81926	2090.0	2319.0
145173	339.0	532.0
81928	131.0	1251.0
338651	0.0	64.0
81929	1130.0	2654.0
338653	2.0	0.0
81930	14.0	471.0
56975	2069.0	1102.0
81931	24.0	399.0
81932	810.0	960.0
56970	1692.0	5181.0
56971	86.0	72.0
8604	711.0	1263.0
8605	873.0	209.0
8602	1265.0	3183.0
8603	831.0	1848.0
8608	20.0	116.0
56977	212.0	66.0
8609	1413.0	544.0
56978	132.0	22.0
56979	0.0	0.0
8607	1257.0	3511.0
8622	740.0	465.0
8623	2336.0	2244.0
8620	0.0	0.0
8621	1230.0	3693.0
338645	68.0	22.0
56984	2394.0	3424.0
56985	220.0	219.0
56986	979.0	928.0
338637	0.0	0.0
56987	1741.0	5873.0
102724742	1.0	0.0
56980	216.0	999.0
56981	620.0	419.0
56983	465.0	897.0
8615	3107.0	7968.0
54329	90.0	66.0
54328	48.0	53.0
8613	8978.0	1834.0
8614	388.0	12144.0
8618	5.0	4.0
8630	7.0	123.0
8633	154.0	196.0
8634	1298.0	2328.0
8631	40.0	399.0
8632	93.0	42.0
56990	1432.0	4926.0
169166	2.0	0.0
554175	1.0	0.0
54332	162.0	1129.0
56995	864.0	2915.0
255877	3269.0	465.0
664616	0.0	0.0
56996	943.0	2065.0
54331	3294.0	523.0
56997	16768.0	2323.0
664614	0.0	0.0
56998	3102.0	2992.0
664613	0.0	0.0
664612	0.0	0.0
56992	29.0	538.0
56993	3188.0	3326.0
56994	3344.0	1364.0
8626	15.0	815.0
8624	703.0	1113.0
8625	1583.0	2434.0
56999	2142.0	781.0
664617	0.0	0.0
8629	678.0	599.0
8641	52.0	644.0
8644	8511.0	744.0
8645	242.0	64.0
8642	2277.0	1661.0
8643	122.0	61.0
652624	0.0	5.0
196743	423.0	420.0
54346	0.0	4.0
54345	4749.0	370.0
54344	1289.0	744.0
8637	392.0	442.0
8638	126.0	250.0
8635	736.0	3599.0
8636	1994.0	2144.0
8639	55032.0	2076.0
196740	3568.0	793.0
8651	200.0	129.0
8650	2189.0	4632.0
8655	8508.0	13911.0
101928685	0.0	1.0
8653	0.0	0.0
8654	1069.0	515.0
101928684	0.0	0.0
101928689	2.0	4.0
101928687	0.0	0.0
8648	2051.0	3862.0
8649	1280.0	3556.0
8646	611.0	2302.0
8647	17.0	4.0
8662	7677.0	12401.0
8663	280.0	498.0
6001	456.0	1330.0
8660	4428.0	775.0
8661	9496.0	17110.0
6000	0.0	30.0
6003	5.0	2.0
8666	8320.0	5926.0
8667	8991.0	12121.0
6002	1293.0	2100.0
8664	8617.0	12228.0
6005	0.0	1.0
6004	1588.0	444.0
8665	8226.0	7504.0
101928698	81.0	3.0
8659	3968.0	2691.0
8658	1279.0	5046.0
8673	991.0	6619.0
6010	0.0	0.0
8674	986.0	1238.0
8671	751.0	27.0
8672	1816.0	6060.0
6011	0.0	0.0
8677	1414.0	2400.0
6014	0.0	0.0
6013	1.0	9.0
8678	2451.0	3313.0
8675	1753.0	2722.0
6016	1111.0	2982.0
8676	1936.0	112.0
6015	1817.0	2004.0
253260	728.0	2276.0
338707	19.0	2367.0
6007	35.0	35.0
6006	16.0	40.0
8668	7994.0	10966.0
6009	2697.0	2840.0
8669	2305.0	4092.0
6008	0.0	1.0
8685	832.0	29.0
8682	19171.0	11762.0
6023	0.0	0.0
8683	2065.0	3714.0
8688	0.0	2.0
8689	2.0	2.0
8686	0.0	5.0
8687	0.0	0.0
253272	2.0	3.0
8681	86.0	48.0
253264	26.0	4.0
6018	542.0	1046.0
6017	0.0	0.0
6019	6.0	27.0
6031	1.0	3.0
6034	1.0	1.0
8693	5.0	56.0
8694	6293.0	2202.0
6033	0.0	0.0
6036	0.0	27.0
6035	17778.0	2310.0
8697	975.0	3395.0
6038	618.0	194.0
8698	170.0	55.0
6037	0.0	0.0
101928646	0.0	0.0
554234	0.0	0.0
8692	4383.0	3606.0
6030	4.0	10.0
8690	397.0	456.0
554225	1.0	6.0
554226	0.0	0.0
6029	0.0	0.0
170082	229.0	247.0
6043	0.0	0.0
6045	730.0	3355.0
6044	0.0	0.0
6047	1793.0	4875.0
6046	5469.0	14462.0
6049	1062.0	2505.0
100421217	0.0	0.0
6048	1754.0	2297.0
100421219	0.0	0.0
101928656	0.0	0.0
6041	637.0	2010.0
554213	0.0	0.0
554214	0.0	0.0
56904	2349.0	3308.0
56905	1327.0	957.0
6039	223.0	341.0
56906	126.0	115.0
56907	461.0	1885.0
56900	2549.0	3053.0
56901	3212.0	394.0
56902	617.0	1541.0
56903	2.0	0.0
100421222	0.0	0.0
375612	0.0	0.0
375611	5.0	10.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	1.0
6059	1574.0	5580.0
554210	0.0	1.0
100528062	119.0	270.0
554212	0.0	0.0
6050	11388.0	9431.0
100528064	0.0	3.0
375616	61.0	37.0
6051	2328.0	10571.0
56910	5043.0	8481.0
554202	0.0	6.0
554203	677.0	796.0
56915	597.0	1200.0
56916	703.0	3027.0
56917	184.0	975.0
56918	1.0	0.0
56911	264.0	151.0
56912	1288.0	2372.0
56913	763.0	512.0
100421220	0.0	0.0
56914	0.0	3.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	491.0	2181.0
6069	0.0	0.0
375607	0.0	0.0
554201	0.0	2.0
6060	0.0	0.0
56920	14468.0	1045.0
56926	2916.0	5100.0
56927	3356.0	3264.0
56928	1348.0	2202.0
56929	1232.0	2140.0
56922	2481.0	1482.0
56923	1.0	0.0
56924	0.0	25.0
56925	605.0	633.0
100421232	0.0	0.0
6076	1.0	0.0
100421245	0.0	0.0
6075	0.0	0.0
6078	0.0	0.0
6079	0.0	0.0
101928601	13.0	11.0
6070	2.0	0.0
91252	1877.0	1971.0
6071	0.0	1.0
6074	0.0	0.0
101928603	0.0	0.0
101928604	0.0	0.0
101928607	3.0	430.0
387612	0.0	0.0
147700	0.0	482.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	0.0
101928611	1.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	1.0	1.0
123722	0.0	4.0
387601	5.0	23.0
123720	765.0	691.0
147710	3.0	0.0
147711	2.0	10.0
147719	0.0	1.0
6098	0.0	5.0
6097	119.0	2204.0
6092	26.0	38.0
6091	1459.0	829.0
6094	472.0	151.0
100528020	0.0	0.0
6093	2025.0	4513.0
100528021	2.0	4.0
6096	254.0	14.0
6095	472.0	697.0
91272	1967.0	2022.0
147727	844.0	296.0
387638	0.0	1.0
100528030	5.0	10.0
101928638	0.0	0.0
100528032	0.0	2.0
100421271	0.0	1.0
100506697	2.0	11.0
100506696	105.0	98.0
91298	517.0	898.0
100528007	0.0	0.0
123775	25.0	183.0
91289	4732.0	3920.0
399656	0.0	1.0
100506686	146.0	216.0
100506685	2.0	7.0
100528016	0.0	0.0
100528017	858.0	84.0
100528018	0.0	0.0
100528019	13.0	1.0
100506681	2.0	3.0
91283	395.0	706.0
100506680	3.0	3.0
387646	11.0	21.0
387647	0.0	0.0
387644	4.0	104.0
387640	95.0	11.0
100421295	26.0	21.0
387680	613.0	621.0
375686	0.0	4.0
123745	0.0	0.0
100506898	4.0	3.0
100506897	0.0	0.0
390992	0.0	1.0
54471	1817.0	2461.0
54470	369.0	807.0
390996	0.0	1.0
390999	0.0	7.0
54475	1102.0	1755.0
387338	495.0	1351.0
54474	0.0	14.0
54472	3466.0	4866.0
389997	0.0	0.0
54478	4.0	349.0
54477	662.0	1400.0
387332	0.0	0.0
54476	1957.0	2611.0
91404	5347.0	2885.0
91405	2.0	5.0
91408	1901.0	3071.0
91409	28.0	147.0
375346	194.0	205.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	71.0	86.0
389990	0.0	1.0
102724827	83.0	46.0
54482	212.0	616.0
102724820	11.0	2.0
100506881	87.0	78.0
54480	1214.0	4046.0
387328	1.0	2.0
387325	0.0	13.0
145497	2.0	1.0
400866	0.0	0.0
387323	0.0	2.0
387321	0.0	1.0
54487	812.0	1760.0
387322	0.0	0.0
375350	1.0	0.0
723809	2.0	2.0
338391	3.0	0.0
91433	406.0	515.0
338396	0.0	3.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	1.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	5704.0	4979.0
54491	421.0	515.0
54490	0.0	26.0
54497	946.0	3872.0
54496	1506.0	2628.0
448835	0.0	0.0
54495	2137.0	2440.0
448834	0.0	0.0
387359	0.0	0.0
387357	11.0	67.0
54499	3391.0	8286.0
121498	0.0	0.0
54498	229.0	338.0
170463	1731.0	2313.0
157489	126.0	148.0
338382	610.0	305.0
390980	57.0	184.0
338388	0.0	0.0
448831	0.0	0.0
400841	1.0	1.0
91419	976.0	229.0
91452	1341.0	1968.0
338376	0.0	0.0
145447	78.0	153.0
100313532	0.0	1.0
91442	98.0	322.0
375387	864.0	140.0
91445	1791.0	1915.0
107080554	0.0	0.0
133482	5.0	37.0
100506874	74.0	11.0
100506872	0.0	0.0
169436	34.0	29.0
170425	0.0	34.0
133491	0.0	0.0
91464	0.0	1.0
100506866	93.0	146.0
400892	0.0	3.0
400891	0.0	0.0
91461	4547.0	206.0
145483	314.0	710.0
145482	445.0	1028.0
338339	1.0	0.0
100506810	7.0	67.0
338328	7285.0	83.0
100506815	0.0	8.0
326337	0.0	0.0
326339	0.0	0.0
338321	0.0	0.0
338322	0.0	1.0
338323	0.0	0.0
338324	0.0	8.0
341965	0.0	1.0
326341	0.0	0.0
326340	0.0	0.0
326343	11.0	1.0
326342	0.0	3.0
54407	4709.0	6727.0
8710	0.0	4.0
100506834	76.0	26.0
8711	199.0	2415.0
54413	45.0	61.0
8703	1256.0	3589.0
101410540	0.0	0.0
8704	3319.0	3711.0
101410541	0.0	0.0
8701	2.0	16.0
101410542	0.0	0.0
54414	2166.0	3783.0
8702	625.0	894.0
100506835	75.0	16.0
101410543	5.0	0.0
8707	43.0	8.0
101410544	0.0	0.0
8708	30.0	14.0
101410545	0.0	0.0
101410546	0.0	0.0
8705	837.0	422.0
8706	524.0	1648.0
326315	0.0	0.0
326317	0.0	0.0
8721	9711.0	8334.0
8722	8246.0	2768.0
8720	6203.0	14289.0
101410537	1.0	1.0
101410538	4374.0	10133.0
341947	1.0	0.0
8714	91.0	438.0
8715	4.0	16.0
100506826	21.0	26.0
8712	0.0	0.0
8718	200.0	307.0
101410533	58.0	33.0
101410534	0.0	0.0
326325	0.0	2.0
101410535	47.0	28.0
8717	1274.0	1952.0
54429	7.0	12.0
101410536	0.0	0.0
326307	407.0	314.0
8732	508.0	1862.0
8733	6003.0	6761.0
8731	870.0	2821.0
54431	2447.0	13924.0
400836	0.0	1.0
170487	35.0	124.0
54435	3.0	10.0
54434	1449.0	2594.0
400831	32.0	3.0
54433	505.0	1442.0
400830	2283.0	17.0
54432	1065.0	1649.0
54439	718.0	2405.0
8725	2526.0	5318.0
8726	602.0	1004.0
54438	2540.0	535.0
54437	80.0	67.0
8723	1238.0	3617.0
326310	53.0	90.0
8724	11712.0	7078.0
54436	357.0	567.0
8729	2528.0	5611.0
100337589	0.0	0.0
170485	0.0	1.0
8727	2814.0	743.0
8728	124.0	507.0
170482	1.0	2.0
8740	52.0	35.0
8743	4669.0	2521.0
8744	93.0	11.0
8741	234.0	965.0
8742	3452.0	743.0
102724868	0.0	0.0
102724866	0.0	0.0
54442	723.0	14424.0
54441	7.0	15.0
54440	145.0	394.0
400823	14.0	16.0
102724862	0.0	0.0
54443	10.0	1951.0
8736	3605.0	82.0
8737	1904.0	3321.0
8735	5.0	15.0
326300	2.0	3.0
8738	442.0	276.0
8739	18.0	8.0
8751	14633.0	14279.0
8754	1764.0	10696.0
8755	0.0	0.0
102724853	1.0	0.0
54453	1991.0	2584.0
255512	67.0	31.0
54457	1.0	1.0
54456	46.0	61.0
554049	0.0	0.0
54455	1229.0	1243.0
54454	219.0	1364.0
8747	8.0	10.0
8748	3.0	2.0
8745	111.0	142.0
54458	2353.0	8182.0
400818	122.0	585.0
8749	0.0	6.0
8761	5295.0	5433.0
6100	213.0	327.0
8760	4305.0	7272.0
6102	550.0	2199.0
8766	6628.0	17453.0
6101	1.0	40.0
8763	21373.0	25876.0
6103	307.0	218.0
8764	1748.0	711.0
54460	2278.0	3781.0
54464	882.0	1876.0
54463	1570.0	2154.0
54462	1920.0	2265.0
54461	6667.0	3791.0
54468	692.0	1860.0
54467	1444.0	6072.0
54466	35.0	6.0
54465	338.0	640.0
255520	1206.0	4436.0
8759	0.0	0.0
8756	0.0	0.0
54469	3539.0	3621.0
8772	372.0	884.0
8773	1761.0	3030.0
8771	0.0	0.0
8776	541.0	2206.0
8777	1876.0	1365.0
8774	791.0	2618.0
8775	3174.0	5833.0
101928566	0.0	0.0
8767	464.0	1845.0
6120	1153.0	2995.0
101928571	0.0	7.0
8784	52.0	54.0
6122	94528.0	117629.0
8781	0.0	0.0
6121	1.0	0.0
8787	31.0	27.0
6124	65290.0	57919.0
6123	11.0	8.0
8788	10.0	0.0
8785	77.0	1.0
6126	17.0	13.0
8786	733.0	166.0
6125	38383.0	34040.0
101928578	59.0	162.0
8780	1844.0	3841.0
6117	4290.0	7293.0
8778	17.0	14.0
6119	731.0	1445.0
6118	1646.0	2446.0
8794	107.0	507.0
8795	1271.0	2064.0
6130	44341.0	50155.0
8792	117.0	276.0
6133	24611.0	21483.0
6132	68975.0	76395.0
8793	601.0	137.0
8798	412.0	394.0
6135	46368.0	27620.0
8799	972.0	3324.0
6134	68280.0	49109.0
8796	27.0	5.0
6137	51686.0	58984.0
8797	303.0	678.0
6136	25391.0	27502.0
100421307	0.0	0.0
101735302	59.0	63.0
8790	486.0	1636.0
100134444	0.0	0.0
6128	26254.0	29319.0
8789	3.0	4.0
6129	30312.0	34599.0
6142	16252.0	14761.0
6141	28076.0	25817.0
100421311	0.0	6.0
6144	12422.0	9747.0
6143	45509.0	44103.0
100421313	0.0	4.0
6146	14465.0	16948.0
6145	2.0	1.0
6148	0.0	0.0
6147	17377.0	17824.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	0.0	0.0
6139	984.0	1652.0
6138	37997.0	49521.0
6152	24914.0	25302.0
6155	30790.0	25410.0
6154	15965.0	14189.0
100421324	0.0	1.0
6157	32104.0	28705.0
6156	29527.0	20492.0
6159	25065.0	25619.0
6158	24938.0	23641.0
100421328	0.0	0.0
6150	1177.0	1362.0
101928527	296.0	251.0
6164	27958.0	23605.0
6163	0.0	0.0
6166	7260.0	7086.0
6165	24999.0	23612.0
6168	36022.0	26884.0
6167	25386.0	19642.0
100421338	0.0	0.0
6169	16681.0	14714.0
101928536	0.0	0.0
6160	33760.0	28760.0
101928537	0.0	0.0
6161	43412.0	35423.0
100421331	0.0	0.0
6175	45890.0	57847.0
6174	54.0	42.0
6176	52104.0	39506.0
101928545	36.0	42.0
6171	8839.0	6789.0
6170	5041.0	5260.0
6173	2440.0	2906.0
6172	234.0	130.0
100421340	0.0	0.0
100421341	0.0	2.0
100421354	0.0	0.0
6185	7675.0	61066.0
101928550	2.0	3.0
6188	37741.0	53648.0
6187	25809.0	106495.0
100421357	0.0	0.0
6189	20344.0	26515.0
101928555	281.0	6.0
6182	745.0	1081.0
6181	62283.0	21718.0
6184	10382.0	20956.0
101928559	0.0	0.0
6183	869.0	1983.0
100421350	0.0	10.0
100421351	0.0	3.0
100421353	0.0	1.0
6197	1913.0	1189.0
6196	3930.0	2030.0
6199	822.0	1381.0
6198	1271.0	2424.0
6191	64601.0	90895.0
6193	24402.0	21298.0
6192	13.0	0.0
91373	511.0	399.0
6195	258.0	2658.0
6194	73146.0	72877.0
390916	443.0	1741.0
145407	151.0	148.0
100421363	0.0	0.0
100421376	0.0	0.0
100421379	0.0	1.0
91369	5063.0	2147.0
91368	1146.0	1006.0
652489	0.0	1.0
390924	9.0	28.0
389901	3.0	11.0
390928	0.0	2.0
390927	74.0	635.0
100421371	6.0	0.0
100421374	13.0	8.0
389903	0.0	0.0
100421389	0.0	0.0
91392	236.0	291.0
389935	0.0	1.0
389932	1.0	0.0
100421384	4.0	7.0
100421398	0.0	0.0
100421399	0.0	1.0
101928513	7.0	2.0
91380	0.0	0.0
390904	0.0	1.0
145438	6.0	56.0
100421390	0.0	1.0
100421391	0.0	0.0
100421395	2.0	11.0
100421397	1.0	1.0
375316	8.0	2.0
375318	0.0	0.0
390963	15.0	60.0
375307	1.0	27.0
389941	29.0	46.0
389948	0.0	0.0
375337	1.0	1.0
377997	0.0	0.0
387316	0.0	0.0
121456	13.0	18.0
387317	0.0	0.0
121457	678.0	727.0
389976	0.0	0.0
375341	360.0	553.0
387319	0.0	0.0
375323	2.0	0.0
389970	2.0	6.0
390940	178.0	27.0
133418	361.0	4546.0
390948	0.0	0.0
121441	526.0	1485.0
390949	0.0	0.0
652411	0.0	1.0
145370	1.0	10.0
102724954	0.0	0.0
54596	0.0	54.0
375484	249.0	272.0
91526	298.0	322.0
133396	3.0	0.0
196951	67.0	177.0
91523	244.0	1249.0
91522	59.0	19.0
121391	0.0	0.0
145376	337.0	64.0
400986	20.0	54.0
400984	2.0	6.0
196968	23.0	3.0
157378	628.0	1559.0
723961	0.0	0.0
145389	308.0	894.0
157381	2.0	2.0
91543	464.0	324.0
91544	432.0	661.0
102724923	0.0	1.0
652423	0.0	0.0
169355	0.0	0.0
400966	0.0	2.0
121364	0.0	0.0
400961	425.0	613.0
157376	0.0	1.0
91574	583.0	1134.0
157313	5.0	455.0
157317	0.0	0.0
147991	710.0	2744.0
399495	0.0	3.0
159963	7.0	394.0
100506965	175.0	216.0
100506963	27.0	24.0
387495	0.0	0.0
387496	1617.0	160.0
387494	0.0	1.0
387491	3.0	1.0
387492	4.0	29.0
387486	0.0	0.0
157310	23.0	19.0
100506994	3.0	96.0
338470	7.0	2.0
170302	0.0	15.0
204010	0.0	3.0
399473	20.0	51.0
399474	1027.0	286.0
91584	4341.0	485.0
159989	0.0	2.0
91582	3652.0	3546.0
107126360	1.0	3.0
133383	240.0	257.0
100506930	292.0	3615.0
100820741	0.0	0.0
338448	0.0	0.0
8808	23.0	89.0
8809	184.0	47.0
54512	598.0	954.0
54511	91.0	102.0
54510	3538.0	694.0
54516	326.0	537.0
8802	7225.0	4479.0
8803	3108.0	3149.0
54514	0.0	0.0
8800	2089.0	1587.0
8801	3912.0	7251.0
8807	7.0	9.0
400916	2441.0	1119.0
54518	2797.0	729.0
8804	7761.0	4742.0
100506939	0.0	0.0
54517	223.0	1554.0
8805	811.0	3810.0
8820	19.0	23.0
8821	621.0	6016.0
338440	28.0	209.0
338442	1778.0	127.0
8819	256.0	520.0
100820732	0.0	0.0
255620	3.0	1.0
54522	176.0	422.0
54521	579.0	1416.0
54520	1219.0	2033.0
100820735	0.0	0.0
8813	1050.0	1917.0
170393	1.0	7.0
8814	59.0	30.0
170392	4.0	11.0
100506925	0.0	0.0
8811	2.0	8.0
8812	175.0	650.0
8817	91.0	30.0
8818	1011.0	2880.0
54529	1835.0	2414.0
255626	0.0	0.0
8815	3377.0	6727.0
8816	2931.0	4384.0
170394	1204.0	1631.0
8831	272.0	886.0
8832	128.0	486.0
100506953	0.0	0.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	722.0	966.0
54532	1151.0	1603.0
54531	1368.0	985.0
54538	8366.0	738.0
8824	2021.0	4132.0
8825	447.0	973.0
54537	953.0	1485.0
54536	729.0	2817.0
8822	3.0	0.0
8823	84.0	9.0
54535	665.0	1018.0
8828	2558.0	1544.0
8829	12697.0	3126.0
8826	7995.0	23848.0
54539	3580.0	4270.0
8842	8.0	1652.0
8843	89.0	7.0
8840	67.0	408.0
8841	1633.0	3192.0
100158257	0.0	0.0
54541	1985.0	3875.0
54540	801.0	1046.0
54545	2330.0	3183.0
54544	0.0	0.0
54543	10462.0	3883.0
54542	1592.0	2610.0
54549	22.0	86.0
8835	2392.0	1013.0
8836	716.0	558.0
8833	1482.0	5470.0
8834	1632.0	1152.0
54546	0.0	8.0
8839	9511.0	390.0
8837	5687.0	2901.0
8838	17.0	21.0
101928483	41.0	9.0
8850	1928.0	742.0
101928484	0.0	0.0
8853	521.0	1327.0
8854	1424.0	69.0
8851	43.0	452.0
8852	0.0	0.0
400960	599.0	795.0
338412	2.0	0.0
338413	0.0	1.0
54552	112.0	807.0
400957	2.0	2.0
54551	60.0	53.0
54550	7.0	14.0
196996	10.0	515.0
400955	0.0	19.0
400954	19.0	117.0
54556	484.0	412.0
54555	1437.0	2774.0
400952	6.0	10.0
54554	371.0	732.0
400950	6.0	0.0
8846	322.0	757.0
100820709	0.0	0.0
8847	46.0	122.0
54558	410.0	769.0
8844	1054.0	621.0
54557	280.0	437.0
8848	11182.0	7997.0
196993	0.0	214.0
8861	894.0	2396.0
101928492	107.0	179.0
8864	543.0	1843.0
6201	20611.0	20806.0
6203	40028.0	30478.0
8862	85.0	136.0
101928496	0.0	0.0
8863	764.0	1229.0
6202	48994.0	40793.0
723972	3.0	3.0
400946	1.0	4.0
400945	26.0	54.0
54567	3666.0	271.0
54566	4098.0	1661.0
400941	0.0	1.0
8857	106.0	324.0
8858	0.0	14.0
54569	0.0	2.0
8856	1.0	2.0
54568	0.0	0.0
8859	436.0	647.0
8871	325.0	2218.0
8872	1752.0	2817.0
6210	22357.0	22244.0
8870	889.0	4527.0
100421500	0.0	0.0
8875	13.0	25.0
8876	82.0	34.0
8874	4376.0	2886.0
100421506	0.0	0.0
100421509	0.0	0.0
54570	0.0	0.0
400935	1.0	1.0
54574	0.0	0.0
54573	0.0	2.0
54572	0.0	0.0
400932	1.0	19.0
54571	0.0	0.0
54578	0.0	0.0
255631	15.0	69.0
400931	189.0	118.0
54577	0.0	0.0
54576	0.0	0.0
54575	0.0	1.0
6205	60534.0	44645.0
100506915	2.0	6.0
8869	1052.0	600.0
6204	6757.0	6601.0
6207	20671.0	17228.0
6206	37041.0	26760.0
8867	369.0	892.0
54579	0.0	0.0
6209	14289.0	14658.0
6208	34826.0	31300.0
170384	651.0	599.0
100506916	0.0	0.0
8882	1440.0	2896.0
8883	1111.0	3642.0
8880	1336.0	5401.0
8881	2833.0	4188.0
8886	2196.0	5960.0
6223	23893.0	28359.0
100421512	0.0	1.0
8887	3576.0	7673.0
6222	64529.0	82735.0
8884	1715.0	3345.0
6224	73879.0	24679.0
100421515	3.0	4.0
54581	229.0	74.0
54580	0.0	0.0
54585	666.0	2574.0
54584	167.0	267.0
54583	3566.0	4529.0
54587	10992.0	3238.0
54586	0.0	1.0
8879	1385.0	5906.0
170371	1988.0	161.0
170370	3.0	0.0
8877	786.0	583.0
6218	34699.0	25604.0
6217	33288.0	19732.0
8878	17788.0	10021.0
6219	2.0	1.0
100506907	0.0	0.0
100506906	10.0	40.0
255649	0.0	0.0
6230	26597.0	20296.0
8893	1732.0	3577.0
8894	3031.0	2930.0
101928440	0.0	0.0
8891	2135.0	1472.0
6232	25524.0	21287.0
8892	1090.0	1885.0
6231	3132.0	3969.0
8897	440.0	485.0
6234	11252.0	8933.0
8898	1649.0	1826.0
6233	24313.0	21601.0
8895	4915.0	12381.0
6236	706.0	37.0
8896	1619.0	2382.0
6235	13147.0	11322.0
101928442	0.0	0.0
101928448	0.0	3.0
8890	1910.0	2103.0
280659	0.0	0.0
280657	0.0	0.0
280658	0.0	0.0
280655	0.0	1.0
253039	441.0	1038.0
6227	15027.0	31130.0
6226	0.0	1.0
6229	39062.0	36704.0
8888	2426.0	7460.0
6228	26630.0	27029.0
6241	22.0	1918.0
6240	2206.0	6166.0
100421411	0.0	0.0
6242	363.0	2004.0
100421413	1.0	5.0
101928455	3.0	0.0
6244	0.0	0.0
6247	3.0	0.0
100421415	0.0	0.0
6246	0.0	0.0
280644	0.0	1.0
253044	0.0	1.0
6238	7591.0	17799.0
6237	8918.0	2172.0
8899	1114.0	4732.0
6239	1711.0	4156.0
6252	1007.0	2267.0
100421420	1.0	6.0
6251	5447.0	6313.0
100421422	0.0	0.0
6253	364.0	741.0
6256	8960.0	7769.0
100421424	0.0	0.0
6258	319.0	7.0
6257	2288.0	2926.0
100421428	1.0	0.0
101928469	4.0	0.0
100421429	0.0	3.0
280637	0.0	0.0
280636	1845.0	3157.0
253018	17.0	19.0
253017	0.0	0.0
253012	2.0	64.0
6249	2130.0	4008.0
6248	0.0	0.0
6263	128.0	21.0
100421431	0.0	2.0
6262	40.0	11.0
100421432	0.0	3.0
101928470	1.0	0.0
100421433	1.0	2.0
100421436	7.0	5.0
100421439	1.0	0.0
6261	54.0	122.0
6260	0.0	4.0
6259	3117.0	3960.0
100421430	0.0	0.0
6274	135.0	13.0
6273	48.0	44.0
6276	0.0	8.0
6275	17100.0	1357.0
6278	1.0	106.0
6277	42878.0	8096.0
6279	47.0	160.0
6272	9718.0	9540.0
6271	8318.0	649.0
6285	11622.0	187.0
6284	5356.0	2757.0
100421455	0.0	0.0
6286	11.0	11167.0
6289	902.0	368.0
6288	51710.0	2715.0
6281	17724.0	10354.0
6280	104.0	2512.0
6283	2.0	2.0
6282	9317.0	28019.0
123920	2206.0	3940.0
100421451	0.0	0.0
6296	10.0	63.0
6295	0.0	4.0
6297	244.0	1312.0
6299	5.0	84.0
101928420	0.0	0.0
6290	0.0	0.0
6291	10.0	3.0
6294	3375.0	4856.0
6293	1690.0	4078.0
100421478	0.0	0.0
100421479	0.0	0.0
280664	4.0	28.0
54505	1177.0	4290.0
280660	0.0	0.0
54504	731.0	631.0
280661	6.0	4.0
54503	230.0	1435.0
54502	484.0	12088.0
54509	7.0	151.0
123904	3.0	0.0
54508	131.0	95.0
100421473	0.0	0.0
54507	1568.0	156.0
100421487	0.0	0.0
133308	351.0	340.0
147945	0.0	0.0
123970	1.0	0.0
100421480	0.0	1.0
147947	338.0	1356.0
147948	129.0	237.0
147949	210.0	332.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	0.0	0.0
100421499	0.0	0.0
101060006	1.0	0.0
101060005	0.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	1.0	3.0
147965	564.0	653.0
147968	18.0	55.0
107126289	2.0	1.0
107126287	3.0	3.0
101060039	0.0	18.0
121360	0.0	0.0
101060032	4.0	2.0
135924	0.0	0.0
135927	0.0	1.0
121355	2.0	4.0
147906	319.0	156.0
135932	288.0	118.0
101060045	0.0	1.0
135935	0.0	0.0
101060040	0.0	0.0
147912	501.0	691.0
135942	0.0	0.0
135941	0.0	0.0
121340	10.0	0.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	4.0	1.0
147923	330.0	931.0
147920	0.0	21.0
147929	120.0	163.0
104326192	0.0	0.0
104326193	0.0	0.0
375444	29.0	112.0
104326189	0.0	0.0
101060020	0.0	0.0
375449	2864.0	1801.0
104326188	0.0	0.0
121328	0.0	2.0
91653	1767.0	531.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	9.0	17.0
27085	43.0	209.0
27086	2473.0	5965.0
389756	33.0	0.0
147429	0.0	18.0
27089	4892.0	7971.0
91646	2.0	56.0
91647	599.0	1106.0
