id	17ceeaa5-3ce3-4b34-8a52-fadcd8c8e893	130c9498-fa87-4c5b-82b7-60fa417c56d2
440419	0.0	1.0
440416	313.0	181.0
8303	6294.0	3757.0
643157	0.0	0.0
200879	392.0	212.0
440406	0.0	7.0
8301	19920.0	16888.0
643155	3397.0	4764.0
8302	15.0	6.0
440400	269.0	397.0
199675	52.0	31.0
8310	1496.0	1390.0
124093	102.0	900.0
8314	4969.0	6408.0
8315	2751.0	3238.0
8312	1671.0	6220.0
342096	0.0	1.0
8313	1566.0	752.0
440435	31.0	12.0
643160	3.0	0.0
643161	0.0	0.0
643159	9.0	4.0
8309	1843.0	17261.0
8321	6477.0	3288.0
8322	25509.0	3692.0
8320	193.0	43.0
8325	991.0	502.0
8326	154.0	26.0
8323	3618.0	9282.0
8324	7101.0	2292.0
440423	320.0	559.0
200894	977.0	1046.0
643171	1.0	0.0
200895	1281.0	1114.0
8318	169.0	2253.0
8317	522.0	3807.0
8332	1.0	2.0
692110	0.0	2.0
8333	3.0	19.0
692111	1.0	0.0
8330	0.0	0.0
8331	1.0	7.0
8336	2.0	9.0
8337	1.0	1.0
8334	4108.0	3584.0
8335	1.0	1.0
148046	43.0	48.0
106481699	2.0	3.0
643182	0.0	1.0
643180	269.0	404.0
643181	0.0	1.0
8329	13.0	51.0
8328	18.0	2.0
8343	12.0	11.0
643198	0.0	0.0
8344	1.0	13.0
8341	72.0	181.0
8342	1.0	5.0
8347	101.0	92.0
8348	1.0	22.0
643199	0.0	0.0
8345	32.0	93.0
8346	0.0	5.0
692106	0.0	0.0
692107	0.0	0.0
161003	0.0	0.0
692108	3.0	11.0
692109	7.0	7.0
643193	1.0	0.0
8340	2.0	10.0
8338	13.0	32.0
8339	79.0	173.0
8354	0.0	0.0
8355	56.0	372.0
8352	4.0	10.0
8353	70.0	38.0
8358	4.0	8.0
8359	0.0	4.0
8356	2.0	15.0
8357	139.0	391.0
222235	102.0	55.0
106481679	1.0	2.0
222236	1950.0	3146.0
106481677	2.0	0.0
222234	317.0	475.0
106481678	0.0	0.0
8350	1.0	1.0
8351	17.0	49.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	0.0	1.0
106481680	0.0	0.0
106481681	1.0	0.0
106481686	1.0	0.0
106481687	0.0	1.0
106481684	0.0	0.0
106481685	1.0	0.0
8349	2186.0	6291.0
8365	78.0	231.0
8366	0.0	1.0
8363	1.0	6.0
8364	5.0	4.0
8369	0.0	1.0
163688	31.0	33.0
8367	12.0	13.0
8368	0.0	0.0
106481688	0.0	0.0
222223	2220.0	1683.0
106481689	3.0	0.0
8361	0.0	0.0
222229	432.0	1154.0
8362	7.0	9.0
8360	5.0	5.0
106481693	0.0	0.0
106481694	6.0	42.0
106481691	2.0	2.0
106481692	2.0	3.0
106481697	2.0	5.0
106481698	0.0	0.0
106481695	7.0	0.0
106481696	0.0	0.0
342035	925.0	39.0
344697	10.0	71.0
106481690	2.0	3.0
728310	3.0	0.0
285830	188.0	36.0
8379	949.0	1127.0
93556	30.0	3.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	1221.0	739.0
106481655	0.0	0.0
285834	13.0	0.0
222256	433.0	336.0
106481656	2.0	3.0
8372	255.0	1244.0
93550	736.0	1269.0
8373	2.0	10.0
106481659	1.0	0.0
8370	20.0	79.0
728315	6.0	10.0
81577	1810.0	1480.0
106481660	0.0	0.0
81578	480.0	188.0
106481661	0.0	0.0
81579	3707.0	2272.0
81573	2203.0	2910.0
106481664	1.0	2.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	3619.0	1550.0
106481662	0.0	0.0
81576	789.0	1219.0
106481663	26.0	11.0
81570	871.0	1818.0
100271178	0.0	0.0
81571	585.0	668.0
81572	1091.0	3927.0
645715	22.0	13.0
8387	6.0	0.0
8388	2.0	0.0
728300	6.0	16.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	1.0
106481667	0.0	0.0
81559	1069.0	3867.0
8383	0.0	0.0
285848	9.0	10.0
8384	0.0	0.0
285849	40.0	176.0
8382	175.0	206.0
81566	2710.0	6547.0
106481671	0.0	0.0
106481672	0.0	0.0
81567	773.0	481.0
81569	1.0	41.0
106481670	0.0	0.0
81562	2705.0	3524.0
106481675	0.0	0.0
81563	11144.0	19823.0
246243	1288.0	1559.0
100271168	1.0	1.0
106481676	0.0	0.0
106481673	3.0	0.0
81565	3782.0	3023.0
106481674	2.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	3.0	0.0
100271163	0.0	0.0
100271162	2.0	1.0
8398	730.0	530.0
8399	13.0	84.0
8396	9919.0	6103.0
285852	3.0	0.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	8794.0	11909.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	4274.0	12975.0
106481639	0.0	0.0
8395	584.0	215.0
8392	2.0	0.0
106481637	4.0	12.0
106481638	0.0	0.0
100271158	0.0	0.0
106481642	12.0	29.0
106481643	2.0	0.0
246210	1.0	1.0
106481640	0.0	0.0
100271159	0.0	1.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	0.0
246213	0.0	5.0
106481646	3.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	15.0	51.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	1.0
100271147	0.0	0.0
106481653	0.0	1.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	0.0	1.0
344657	7.0	4.0
100271142	0.0	1.0
344658	0.0	1.0
100271145	0.0	0.0
645745	0.0	1.0
344653	2.0	0.0
100271141	3.0	8.0
100271140	0.0	1.0
106481619	1.0	1.0
106481613	0.0	0.0
246269	415.0	388.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	523.0	2045.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	1.0	1.0
283209	1216.0	1422.0
283208	133.0	565.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	2.0	0.0
100271132	38.0	3.0
100271131	0.0	0.0
100271133	1.0	6.0
100271130	0.0	0.0
93587	565.0	646.0
645771	3.0	4.0
93589	400.0	279.0
106481624	16.0	62.0
285800	22.0	9.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	0.0	7.0
106481628	0.0	0.0
106481629	1.0	1.0
106481626	0.0	0.0
106481627	1.0	0.0
100271129	0.0	0.0
246283	0.0	0.0
246285	39.0	0.0
106481631	1.0	0.0
100271125	1.0	0.0
106481632	1.0	0.0
106481630	0.0	0.0
100271122	0.0	0.0
199692	1712.0	3256.0
645784	257.0	33.0
100271118	1.0	3.0
100271117	1.0	0.0
100271119	7.0	0.0
100271114	0.0	0.0
100271113	0.0	0.0
100271116	1.0	0.0
197021	8.0	27.0
643115	13.0	0.0
100271111	0.0	0.0
106481608	0.0	1.0
106481609	0.0	0.0
645798	6.0	4.0
643136	8.0	8.0
106481602	1.0	1.0
106481603	0.0	2.0
106481600	0.0	0.0
106481601	0.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	9.0	11.0
100271106	3.0	6.0
106481610	0.0	0.0
100271105	2.0	0.0
643126	0.0	2.0
199699	11.0	83.0
728393	0.0	0.0
100128899	1.0	0.0
728395	0.0	0.0
114625	2380.0	2668.0
54112	96.0	66.0
56776	72.0	12.0
283248	85.0	472.0
344729	1.0	1.0
100128894	0.0	0.0
100128893	16.0	19.0
100128890	36.0	7.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	1.0
100128888	10.0	3.0
114614	36.0	83.0
283238	1.0	1.0
100190800	101.0	343.0
283237	1270.0	2455.0
283236	0.0	0.0
283234	492.0	420.0
728381	0.0	1.0
283232	1395.0	1708.0
728380	4.0	16.0
100128881	178.0	1074.0
100128880	0.0	0.0
692099	623.0	614.0
114609	727.0	779.0
29128	340.0	3207.0
29123	7338.0	5526.0
344709	0.0	0.0
29122	29.0	45.0
29121	717.0	341.0
283229	1432.0	2175.0
29127	1521.0	10542.0
29126	277.0	153.0
29125	126.0	16.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	5.0	13.0
100128867	0.0	0.0
54145	0.0	0.0
54143	0.0	0.0
283219	1438.0	1683.0
54149	2500.0	1789.0
54148	1271.0	1568.0
54147	0.0	0.0
283212	56.0	191.0
692091	0.0	0.0
692092	0.0	0.0
692093	15.0	19.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	1.0	2.0
100128857	0.0	1.0
100271093	0.0	0.0
100271092	1.0	1.0
728350	15.0	18.0
285872	4.0	11.0
100128853	2.0	0.0
29109	1854.0	2899.0
29108	1040.0	12361.0
285877	0.0	0.0
29107	715.0	2439.0
285878	2.0	2.0
29106	81.0	0.0
728358	0.0	0.0
29101	8093.0	17441.0
29100	1090.0	1989.0
29105	1719.0	2468.0
29104	1084.0	862.0
29103	3922.0	4278.0
29102	4923.0	12246.0
100271098	2.0	0.0
283284	100.0	109.0
728343	0.0	0.0
728342	10.0	23.0
100128849	0.0	3.0
728344	3.0	9.0
100271081	2.0	8.0
100128845	0.0	2.0
728340	220.0	329.0
285888	1.0	0.0
29119	136.0	9.0
107057644	38.0	6.0
29118	30.0	32.0
107057647	0.0	0.0
114655	1.0	1.0
29117	4953.0	5473.0
107057646	0.0	2.0
114657	0.0	0.0
114659	580.0	447.0
126638	0.0	0.0
54165	3130.0	4058.0
126637	0.0	0.0
29110	2414.0	4660.0
29116	5673.0	3587.0
29115	3180.0	3543.0
29114	0.0	2.0
29113	8.0	1.0
100271087	51.0	60.0
100271089	0.0	0.0
100271085	0.0	2.0
100128836	6.0	6.0
728378	7.0	3.0
728377	241.0	300.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	1.0	0.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	2500.0	3233.0
81793	180.0	38.0
81794	434.0	162.0
81796	20.0	83.0
81790	2259.0	3008.0
100271076	0.0	0.0
283267	1219.0	1327.0
91107	1484.0	3417.0
100128830	0.0	2.0
81792	2221.0	4485.0
100271078	0.0	0.0
100271073	0.0	1.0
100271072	0.0	0.0
100271074	0.0	1.0
100128827	0.0	0.0
728366	0.0	2.0
728361	4.0	8.0
100128822	333.0	195.0
728369	0.0	0.0
81786	112.0	17.0
54187	1984.0	3935.0
81788	387.0	680.0
81789	743.0	703.0
283257	0.0	0.0
100271065	0.0	0.0
645700	1.0	2.0
283254	252.0	708.0
126695	579.0	2406.0
148003	0.0	0.0
378108	2.0	0.0
151649	26.0	16.0
151648	163.0	1489.0
151647	3.0	3.0
151645	33.0	29.0
200909	1.0	1.0
200916	1077.0	2358.0
148014	6.0	5.0
151658	2.0	2.0
151651	16.0	14.0
56704	280.0	2125.0
148022	1120.0	1298.0
126669	3665.0	1047.0
126668	219.0	176.0
100126297	0.0	0.0
100126299	0.0	0.0
100126296	0.0	0.0
200931	196.0	180.0
200933	1799.0	4563.0
126661	95.0	246.0
56729	9.0	11.0
283298	3855.0	716.0
283297	0.0	0.0
136051	496.0	880.0
138639	741.0	640.0
692076	10.0	4.0
391121	0.0	0.0
391120	1.0	0.0
391123	11.0	8.0
200942	2592.0	3295.0
440577	16.0	20.0
440574	2336.0	5155.0
56731	3161.0	6917.0
100126270	2.0	4.0
692084	0.0	0.0
692085	0.0	0.0
692086	25.0	111.0
138649	51.0	56.0
200959	3.0	8.0
200958	157.0	132.0
391135	8.0	10.0
440567	143.0	356.0
391139	5.0	2.0
440563	0.0	0.0
440561	0.0	0.0
151613	3668.0	3789.0
692072	0.0	0.0
692075	8.0	33.0
692057	0.0	0.0
692058	0.0	3.0
124056	0.0	0.0
81706	320.0	87.0
391104	1.0	0.0
391107	0.0	0.0
391106	0.0	0.0
81704	5361.0	4653.0
391109	0.0	0.0
440595	299.0	146.0
56751	0.0	1.0
692063	0.0	0.0
8402	3183.0	4212.0
391110	0.0	0.0
8403	2.0	0.0
391112	0.0	0.0
124045	320.0	935.0
391114	0.0	1.0
124044	264.0	527.0
391115	0.0	0.0
440585	25.0	93.0
391117	0.0	0.0
440584	42.0	74.0
391119	0.0	0.0
54101	809.0	540.0
151636	5119.0	10759.0
440590	178.0	1388.0
54103	1299.0	1424.0
54102	5159.0	40494.0
54108	1718.0	4624.0
54107	4722.0	11416.0
54106	8.0	4.0
692053	0.0	0.0
391040	0.0	2.0
645683	10.0	8.0
8410	0.0	0.0
645682	0.0	1.0
645688	4.0	13.0
391044	1.0	1.0
645687	1.0	5.0
8411	6096.0	3820.0
645686	0.0	0.0
8412	2488.0	4663.0
391045	19.0	0.0
440533	2.0	0.0
8406	9804.0	966.0
8407	29701.0	88670.0
8404	97229.0	9100.0
8405	6292.0	3848.0
8408	3733.0	5850.0
8409	3069.0	4437.0
391051	6.0	1.0
8420	678.0	4362.0
645694	7.0	2.0
391053	0.0	0.0
645693	25.0	18.0
643031	3.0	0.0
8424	1026.0	21.0
8425	25154.0	1753.0
643037	0.0	0.0
163589	332.0	682.0
643034	0.0	0.0
440525	77.0	255.0
391059	792.0	475.0
645691	8.0	19.0
163590	5474.0	11158.0
8417	10243.0	4306.0
8418	868.0	306.0
8416	629.0	827.0
8419	11.0	12.0
8431	0.0	0.0
8435	25.0	95.0
8436	9418.0	158.0
8433	0.0	0.0
8434	9133.0	945.0
391026	0.0	0.0
440556	141.0	2.0
440560	0.0	0.0
8428	6640.0	6045.0
8427	1775.0	2579.0
103157000	0.0	2.0
8443	4998.0	10200.0
8440	3264.0	3298.0
8446	1471.0	1758.0
8447	2243.0	3689.0
8444	926.0	3084.0
8445	3737.0	4924.0
391037	6.0	4.0
391039	3.0	9.0
643050	0.0	0.0
285905	8.0	44.0
285908	335.0	457.0
8439	2434.0	4933.0
8437	201.0	175.0
8438	139.0	1858.0
8453	3628.0	5684.0
8454	5602.0	9608.0
8451	7080.0	8761.0
8452	6514.0	5719.0
8458	1725.0	4056.0
8455	9840.0	9672.0
8456	38.0	23.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	9761.0	10422.0
106481583	0.0	0.0
106481584	0.0	1.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	99.0	529.0
8449	2502.0	2379.0
106481580	0.0	0.0
8464	666.0	299.0
8462	5751.0	2076.0
8463	2683.0	5073.0
8468	3.0	2.0
391099	1.0	0.0
8467	9681.0	13597.0
342184	2432.0	2975.0
246312	1.0	1.0
106481589	0.0	0.0
8460	1826.0	1975.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	30.0	41.0
106481599	0.0	0.0
106481596	0.0	0.0
106481597	1.0	0.0
8459	2638.0	3313.0
106481590	0.0	0.0
106481591	1.0	0.0
8476	9786.0	1949.0
8473	16341.0	13139.0
440519	155.0	448.0
440518	1.0	0.0
8479	1099.0	2113.0
440515	2043.0	1839.0
8477	495.0	503.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	0.0	1.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	10.0	0.0
8470	6791.0	4785.0
106481561	0.0	1.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	3.0	5.0
106481563	0.0	0.0
106481564	0.0	1.0
391073	8.0	2.0
8487	566.0	814.0
8484	1.0	0.0
391075	2.0	0.0
440508	26.0	0.0
391077	0.0	1.0
391076	0.0	0.0
8488	9.0	2.0
440503	1371.0	300.0
8489	4.0	0.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	220.0	389.0
8483	45736.0	2681.0
8480	2122.0	5482.0
8481	2474.0	3139.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	1.0
106481577	0.0	1.0
106481574	0.0	0.0
106481575	0.0	0.0
391081	119.0	15.0
8497	101.0	654.0
728431	160.0	174.0
8498	3122.0	2982.0
728430	8.0	0.0
100128934	0.0	0.0
8495	2347.0	1288.0
8496	8886.0	5887.0
91012	2597.0	4551.0
100128936	71.0	54.0
728432	0.0	0.0
100128930	3.0	1.0
8499	167.0	147.0
106481536	0.0	0.0
8490	19559.0	3326.0
106481537	0.0	0.0
285954	4.0	13.0
285955	26.0	40.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	1878.0	1305.0
54075	0.0	0.0
101669766	19.0	18.0
728434	0.0	0.0
91010	2829.0	2445.0
285958	638.0	1887.0
101669767	0.0	0.0
8491	3836.0	3838.0
106481538	0.0	0.0
8492	1026.0	1192.0
54072	4.0	2.0
106481539	0.0	0.0
101669762	20.0	7.0
106481540	0.0	0.0
101669763	0.0	2.0
101669764	1.0	0.0
106481543	0.0	0.0
81694	0.0	0.0
100271059	0.0	0.0
81695	0.0	2.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	0.0
106481542	0.0	0.0
81693	18.0	8.0
100271056	0.0	0.0
100271050	4.0	8.0
100271053	0.0	0.0
93664	3906.0	7316.0
100128923	2.0	1.0
93663	2656.0	2065.0
285961	12.0	14.0
93668	1.0	0.0
285962	279.0	81.0
106481547	0.0	0.0
54082	20.0	7.0
106481548	0.0	0.0
285965	42.0	25.0
285966	656.0	305.0
106481545	4.0	0.0
106481546	0.0	0.0
93661	8.0	0.0
100128927	677.0	1004.0
54084	23.0	1.0
106481549	0.0	0.0
106481550	2.0	0.0
81688	15084.0	17925.0
106481551	1.0	0.0
54089	0.0	0.0
81689	3744.0	2451.0
54088	0.0	0.0
106481554	0.0	0.0
100271047	1.0	0.0
106481555	4.0	0.0
106481552	0.0	0.0
106456574	4.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	2714.0	5796.0
342132	311.0	414.0
285971	746.0	704.0
285972	26.0	11.0
285973	35.0	207.0
100128911	0.0	0.0
728450	0.0	0.0
54093	747.0	777.0
106481514	1.0	1.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	1.0	2.0
106481513	7.0	2.0
54097	1110.0	60.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	149.0	226.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	9.0	15.0
54098	0.0	0.0
246330	875.0	898.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	6.0	8.0
100271033	27.0	28.0
645619	7.0	10.0
100271031	4.0	2.0
344787	201.0	124.0
100128902	0.0	0.0
728441	35.0	0.0
100128903	0.0	0.0
222389	1584.0	258.0
106481525	5.0	3.0
106481526	1.0	12.0
285987	6.0	1.0
106481523	0.0	0.0
285989	489.0	735.0
106481524	1.0	0.0
106481529	0.0	0.0
728448	35.0	11.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	1.0	3.0
106481530	1.0	1.0
106481531	0.0	1.0
100271020	0.0	0.0
91057	864.0	2035.0
91056	1351.0	893.0
645641	0.0	0.0
91050	2027.0	1522.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	17.0	64.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	7.0	5.0
106481503	0.0	0.0
106481504	4.0	0.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	1.0	1.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	1.0	3.0
283316	875.0	1277.0
106481510	0.0	3.0
106481511	0.0	0.0
100271003	8.0	6.0
283314	220.0	256.0
100271006	0.0	0.0
283310	51.0	20.0
344758	1.0	0.0
100271001	0.0	0.0
344752	88.0	1.0
728411	1179.0	1039.0
728410	0.0	0.0
643003	0.0	6.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	2330.0	8180.0
728409	0.0	0.0
283303	0.0	0.0
344741	1.0	1.0
728400	0.0	0.0
645676	66.0	142.0
285941	1.0	2.0
728405	0.0	0.0
285943	282.0	52.0
728407	168.0	188.0
728402	0.0	2.0
728403	0.0	0.0
643008	34.0	7.0
645668	1.0	2.0
100506658	664.0	1208.0
100506655	29.0	32.0
81849	433.0	4583.0
56890	1035.0	1460.0
56891	0.0	1.0
100506650	0.0	0.0
81846	8007.0	5573.0
81847	4129.0	2622.0
81848	2163.0	2028.0
56896	3.0	4.0
56897	2696.0	4808.0
81853	3335.0	3877.0
56898	2951.0	1308.0
81855	3106.0	2792.0
56899	353.0	876.0
56892	1793.0	7026.0
56893	3707.0	11051.0
121275	6.0	3.0
121278	4.0	3.0
56894	6559.0	14645.0
81850	0.0	0.0
145249	4.0	1.0
56895	1086.0	383.0
81851	1.0	0.0
649137	3.0	1.0
81839	2386.0	3769.0
121274	2441.0	1761.0
121273	24.0	2.0
145264	19.0	194.0
121270	0.0	0.0
145258	191.0	13.0
121268	42.0	87.0
81844	9288.0	5287.0
145259	5.0	22.0
133283	434.0	234.0
375593	6.0	15.0
100506649	138.0	494.0
100506673	0.0	0.0
121260	2738.0	3073.0
145270	1480.0	1387.0
100506671	1.0	1.0
81875	3441.0	13882.0
81876	10256.0	15075.0
81870	0.0	0.0
81871	0.0	0.0
121256	3.0	3.0
81872	0.0	0.0
81873	1637.0	6395.0
387597	20.0	115.0
100506668	737.0	2222.0
160897	2905.0	2179.0
649159	0.0	0.0
145282	837.0	1345.0
387590	2483.0	175.0
81856	893.0	1324.0
81857	1970.0	2821.0
100506660	24.0	159.0
81858	2274.0	5292.0
135886	7.0	61.0
147872	9.0	7.0
81889	1620.0	3865.0
145200	12.0	6.0
81892	1457.0	2707.0
81893	6.0	19.0
81894	1916.0	2367.0
81890	1131.0	3096.0
135892	38.0	1.0
649179	6.0	1.0
100506600	23.0	2.0
613126	14.0	6.0
81887	2998.0	5085.0
81888	495.0	646.0
145216	2.0	4.0
338591	0.0	1.0
649186	3.0	2.0
338596	526.0	1918.0
338599	2.0	1.0
169200	3653.0	5784.0
145226	7.0	13.0
100506637	112.0	248.0
160857	294.0	104.0
160851	2091.0	2005.0
91227	1.0	0.0
157206	12.0	12.0
100506622	30.0	1.0
100856809	0.0	0.0
338588	0.0	0.0
145241	1.0	6.0
91219	3.0	3.0
650172	0.0	0.0
102724678	5.0	3.0
338579	5.0	2.0
326591	767.0	660.0
255738	17.0	157.0
338567	0.0	0.0
102724668	10.0	16.0
255743	3327.0	22634.0
56829	7151.0	6828.0
326586	0.0	0.0
102724655	2.0	0.0
554250	3.0	2.0
554251	623.0	317.0
338557	551.0	56.0
56832	2.0	1.0
56833	201.0	1071.0
56834	1047.0	2418.0
554235	7.0	3.0
554236	69.0	617.0
56849	471.0	121.0
255725	0.0	0.0
56848	519.0	682.0
56852	1575.0	4345.0
56853	64.0	40.0
102724631	0.0	0.0
56850	2397.0	3601.0
56851	3550.0	3851.0
100820829	1416.0	156.0
101243555	49.0	0.0
196872	139.0	168.0
8501	2015.0	4359.0
8502	10915.0	10780.0
8500	5499.0	7878.0
253128	13.0	2.0
664701	554.0	1317.0
255783	363.0	580.0
54207	1.0	1.0
54206	11772.0	8650.0
54205	4437.0	14742.0
664709	36.0	101.0
54209	570.0	969.0
196883	2074.0	306.0
8512	31.0	50.0
8513	8.0	10.0
8510	7.0	2.0
8511	54.0	44.0
54210	446.0	674.0
81831	683.0	2508.0
81832	40.0	44.0
81833	0.0	0.0
54212	1.0	0.0
170261	77.0	10.0
8505	1743.0	3301.0
8506	687.0	1977.0
8503	6726.0	12187.0
8504	1003.0	1081.0
8509	182.0	186.0
8507	2619.0	6434.0
255758	275.0	1431.0
8508	2574.0	7649.0
8520	3230.0	6161.0
8521	13.0	37.0
169270	341.0	490.0
8522	13870.0	1192.0
102724605	0.0	0.0
554282	4.0	31.0
56886	8062.0	7797.0
54221	147.0	12.0
56888	4944.0	6725.0
554279	37.0	77.0
664722	1.0	2.0
56882	8011.0	16222.0
664721	5.0	2.0
255762	11.0	6.0
56884	1.0	0.0
8516	1387.0	262.0
8517	267.0	338.0
8514	1217.0	1408.0
8515	1422.0	248.0
56889	25819.0	20464.0
8518	4678.0	15597.0
8519	8656.0	33965.0
8530	470.0	136.0
326624	457.0	85.0
8531	14626.0	9958.0
326625	1654.0	2762.0
8534	110.0	351.0
326628	0.0	0.0
8535	941.0	2892.0
326627	3.0	0.0
8532	32.0	16.0
8533	3236.0	5071.0
8527	2411.0	1261.0
8528	419.0	322.0
8525	3371.0	7340.0
8526	941.0	1420.0
8529	4.0	2.0
8541	231.0	528.0
326613	0.0	0.0
8542	3259.0	3127.0
326615	0.0	0.0
8540	6193.0	4444.0
326614	0.0	0.0
8545	11077.0	11886.0
326617	1.0	0.0
8546	5227.0	5273.0
326616	0.0	0.0
8543	5694.0	10389.0
8544	1348.0	1533.0
253175	0.0	0.0
554300	3.0	0.0
8538	1779.0	1042.0
8539	9446.0	15050.0
8536	819.0	301.0
8537	439.0	848.0
8552	62.0	54.0
8553	7236.0	20845.0
8550	2237.0	4885.0
326603	9.0	5.0
8551	0.0	0.0
8556	1203.0	750.0
326606	1.0	0.0
8557	251.0	33.0
8554	4817.0	4107.0
8555	3635.0	420.0
326607	0.0	0.0
326609	1.0	4.0
255798	3.0	1.0
8549	89.0	62.0
8547	231.0	110.0
8548	2462.0	3621.0
101409261	4.0	8.0
326611	3.0	7.0
8563	2383.0	1955.0
8564	154.0	728.0
8562	5266.0	10802.0
8567	4485.0	5495.0
8568	1013.0	2774.0
8565	4037.0	12689.0
8566	10689.0	14647.0
253152	87.0	509.0
8560	6519.0	14895.0
100132031	0.0	0.0
100132036	0.0	0.0
253143	4743.0	5711.0
8558	1423.0	1200.0
8559	834.0	970.0
8574	2708.0	6739.0
8575	3060.0	3869.0
8572	876.0	927.0
8573	4288.0	5942.0
8578	900.0	437.0
8576	1486.0	1561.0
8577	2.0	0.0
554354	1.0	0.0
8570	8162.0	15632.0
123811	3273.0	6564.0
8569	2145.0	1938.0
8585	0.0	0.0
8586	1.0	0.0
101928770	0.0	2.0
8583	0.0	0.0
101928773	4.0	1.0
8587	10.0	1.0
8588	0.0	0.0
101928776	0.0	4.0
8581	44.0	1.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	0.0
101409258	17.0	13.0
101409257	1.0	0.0
101409254	0.0	0.0
101409253	0.0	0.0
123803	2872.0	4646.0
8596	0.0	0.0
101928781	14.0	11.0
8594	0.0	0.0
8595	0.0	0.0
101928784	15.0	6.0
8590	0.0	1.0
8591	0.0	0.0
100132066	1.0	5.0
100421113	1.0	0.0
100421114	2.0	0.0
101928790	0.0	0.0
101928795	1.0	2.0
253190	185.0	100.0
100132073	2.0	1.0
100132074	101.0	544.0
100132079	0.0	0.0
554313	0.0	1.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	25.0	3.0
100421125	0.0	0.0
91133	544.0	126.0
100421129	3.0	1.0
91137	5184.0	3004.0
101928720	1.0	0.0
375519	4.0	0.0
100856810	0.0	0.0
100421136	15.0	2.0
100421137	0.0	0.0
101928734	0.0	0.0
91120	282.0	567.0
101928736	69.0	296.0
147837	235.0	228.0
100421131	5.0	22.0
100421133	0.0	0.0
91156	12.0	1.0
100421146	0.0	0.0
160824	1.0	0.0
100421148	1.0	0.0
101928744	1.0	1.0
91151	361.0	864.0
147841	175.0	2028.0
100421143	0.0	0.0
91149	16.0	3.0
101928752	38.0	0.0
91147	937.0	1574.0
387509	2274.0	754.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	301.0	619.0
