id	5d4c3e4c-0f1b-4e23-af3a-7644cab6c70f	2d71fd22-4dd1-4954-87cf-a7c5879b8bec
442447	0.0	0.0
100033438	1.0	1.0
100033439	0.0	0.0
10242	47.0	11.0
100873721	0.0	1.0
106481091	1.0	1.0
100033432	0.0	0.0
10241	6935.0	5325.0
285190	0.0	1.0
100873720	1.0	0.0
106481092	0.0	1.0
100033433	0.0	0.0
10244	932.0	1292.0
100033434	1.0	0.0
10243	1770.0	1000.0
100033435	8.0	3.0
106481090	0.0	0.0
10246	0.0	0.0
285193	262.0	330.0
100873725	0.0	0.0
106481095	0.0	0.0
10245	1018.0	1121.0
100873724	0.0	0.0
100131902	0.0	0.0
106481096	0.0	0.0
285194	0.0	0.0
10248	874.0	1204.0
285195	700.0	293.0
100033430	0.0	0.0
100873723	0.0	0.0
106481093	0.0	0.0
10247	543.0	628.0
100128341	1.0	0.0
100873722	0.0	0.0
106481094	0.0	1.0
100033431	0.0	0.0
100873750	2.0	0.0
100128337	1.0	2.0
128312	19.0	41.0
100128339	0.0	0.0
100128338	896.0	1720.0
116328	62.0	11.0
118987	2854.0	2613.0
10217	8357.0	3888.0
106481066	0.0	0.0
10216	245.0	454.0
106481067	0.0	0.0
10219	69.0	86.0
106481064	0.0	1.0
10218	54.0	78.0
100873759	2.0	8.0
106481065	1.0	0.0
106481068	0.0	0.0
106481069	0.0	2.0
100873754	2.0	2.0
100873753	0.0	0.0
10211	6410.0	10649.0
100873752	0.0	0.0
10210	2655.0	2277.0
100873751	0.0	0.0
10213	2157.0	3168.0
128308	1036.0	1595.0
100873758	0.0	0.0
106481062	0.0	1.0
10212	1118.0	2086.0
100873757	0.0	0.0
100131913	0.0	1.0
106481063	0.0	0.0
100873756	0.0	0.0
10215	0.0	1.0
106481060	0.0	0.0
10214	0.0	0.0
100873755	0.0	0.0
106481061	0.0	0.0
101059973	0.0	0.0
285126	5.0	1.0
100128327	7.0	2.0
10228	2590.0	3685.0
106481077	0.0	0.0
10227	2747.0	3715.0
106481078	0.0	0.0
100873749	0.0	0.0
106481075	0.0	0.0
118980	1138.0	2304.0
10229	1623.0	1933.0
100873748	1.0	1.0
106481076	0.0	0.0
106481079	11.0	15.0
10220	474.0	268.0
100873743	0.0	0.0
100873742	0.0	1.0
106481070	0.0	0.0
100873741	5.0	2.0
100131921	0.0	0.0
100128324	0.0	0.0
10221	7810.0	4205.0
100873740	0.0	1.0
10224	308.0	496.0
100873747	16.0	10.0
106481073	0.0	1.0
10223	16.0	3.0
100873746	0.0	0.0
100131924	0.0	0.0
106481074	2.0	2.0
10226	3181.0	5186.0
100873745	1.0	2.0
106481071	0.0	0.0
10225	481.0	176.0
106481072	0.0	0.0
100873744	3.0	5.0
100033460	0.0	0.0
100873772	0.0	0.0
100873771	0.0	0.0
100873770	0.0	0.0
106481039	0.0	0.0
131909	2.0	0.0
106481044	0.0	0.0
106481045	2.0	4.0
106481042	0.0	0.0
106481043	0.0	0.0
106481048	0.0	0.0
106481049	0.0	0.0
442415	0.0	0.0
106481046	0.0	0.0
442416	0.0	0.0
106481047	0.0	0.0
100873776	0.0	0.0
100873775	0.0	0.0
100873774	0.0	0.0
100131932	0.0	0.0
100128312	0.0	0.0
106481040	0.0	0.0
100131934	4.0	5.0
100873779	0.0	0.0
106481041	0.0	0.0
100131935	0.0	2.0
100873778	0.0	0.0
285141	67.0	222.0
100873777	0.0	0.0
100128307	0.0	0.0
101059953	0.0	1.0
100873760	0.0	2.0
285148	1306.0	1621.0
10206	2256.0	2528.0
106481055	2.0	1.0
10205	2692.0	1911.0
106481056	0.0	0.0
10208	1981.0	1595.0
106481053	0.0	0.0
10207	7843.0	15917.0
106481054	19.0	20.0
106481059	0.0	0.0
10209	32641.0	21691.0
106481057	0.0	1.0
442405	0.0	0.0
106481058	0.0	1.0
100131940	5.0	7.0
100873765	0.0	1.0
442406	1.0	0.0
100873764	0.0	0.0
10200	1470.0	979.0
100128302	1.0	2.0
100873763	0.0	0.0
100873762	0.0	1.0
10202	701.0	307.0
100873769	0.0	0.0
106481051	0.0	0.0
10201	1003.0	1166.0
100873768	0.0	0.0
106481052	0.0	0.0
10204	2993.0	2617.0
100873767	0.0	0.0
100131947	0.0	0.0
10203	1255.0	1469.0
100873766	0.0	0.0
106481050	0.0	0.0
319098	3.0	1.0
319099	8.0	8.0
106481019	0.0	0.0
106481017	0.0	0.0
58155	1623.0	1407.0
728957	0.0	0.0
106481018	0.0	0.0
728953	7.0	10.0
106481022	0.0	0.0
106481023	0.0	0.0
116254	4184.0	3033.0
106481020	1.0	1.0
106481021	0.0	0.0
58158	0.0	60.0
106481026	0.0	0.0
116255	4.0	1.0
58157	0.0	0.0
106481027	1.0	0.0
106481024	0.0	1.0
106481025	0.0	0.0
128229	6.0	25.0
167838	238.0	388.0
319093	15.0	8.0
131890	7.0	0.0
116238	119.0	244.0
728945	0.0	0.0
728947	1.0	0.0
106481028	1.0	0.0
106481029	0.0	0.0
58160	1.0	1.0
106481033	0.0	0.0
143872	704.0	1185.0
106481034	4.0	3.0
106481031	1.0	0.0
106481032	0.0	0.0
728938	1.0	3.0
106481037	0.0	0.0
106481038	0.0	0.0
106481035	1.0	0.0
106481036	0.0	0.0
143879	580.0	434.0
167826	0.0	0.0
128218	973.0	1719.0
106481030	0.0	2.0
10190	1477.0	1719.0
728970	0.0	0.0
10194	4140.0	2417.0
10193	3338.0	3209.0
645104	0.0	0.0
10196	1153.0	1503.0
101059988	0.0	0.0
10195	1421.0	1589.0
728978	6.0	4.0
153218	4.0	0.0
116228	273.0	373.0
106481000	0.0	0.0
106481001	0.0	0.0
106481004	0.0	0.0
106481005	0.0	1.0
143884	1850.0	1735.0
116236	994.0	869.0
106481002	0.0	0.0
106481003	1.0	0.0
10198	578.0	612.0
10197	5331.0	6193.0
143888	3011.0	2559.0
10199	2773.0	2930.0
128209	1.0	1.0
346689	177.0	147.0
319087	0.0	0.0
344022	2.0	1.0
319089	580.0	1679.0
153201	3.0	2.0
319085	1.0	0.0
106481008	0.0	0.0
106481009	0.0	0.0
58189	51.0	60.0
106481006	1.0	1.0
106481007	0.0	0.0
728963	13.0	24.0
728962	1.0	0.0
106481011	0.0	0.0
106481012	0.0	0.0
118881	152.0	282.0
106481010	1.0	0.0
106481015	0.0	0.0
106481016	0.0	0.0
116225	690.0	811.0
106481013	0.0	0.0
116224	3710.0	2181.0
106481014	7.0	21.0
344018	6.0	0.0
645108	0.0	0.0
58190	10019.0	8188.0
346673	1.0	0.0
10170	124.0	54.0
645121	28.0	508.0
58191	5045.0	2164.0
645120	0.0	0.0
10172	479.0	335.0
10171	871.0	865.0
645126	26.0	15.0
10174	7282.0	6059.0
728911	0.0	0.0
728913	717.0	453.0
128272	1618.0	1778.0
100033407	9.0	8.0
100033409	0.0	0.0
10175	4545.0	8658.0
10178	215.0	49.0
10179	2087.0	2005.0
10181	6957.0	6601.0
10180	5225.0	5112.0
645136	0.0	0.0
10184	8330.0	3384.0
116285	123.0	96.0
100033418	1.0	0.0
202861	1.0	0.0
100033419	2.0	0.0
100033414	0.0	0.0
100033415	0.0	0.0
100033416	12.0	3.0
100033417	0.0	0.0
10187	0.0	1.0
10186	6264.0	2771.0
10189	1258.0	1349.0
645129	3.0	0.0
10188	3128.0	5020.0
100033413	0.0	1.0
645145	0.0	0.0
346653	119.0	161.0
645142	0.0	0.0
10150	9533.0	4249.0
10152	6001.0	4233.0
10151	3.0	0.0
200205	972.0	896.0
728933	0.0	0.0
202865	0.0	0.0
728931	6.0	3.0
100873817	0.0	0.0
100873816	0.0	0.0
100128390	0.0	1.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	1459.0	2040.0
728929	0.0	0.0
100873818	0.0	0.0
10154	1683.0	1498.0
10153	3891.0	3893.0
10156	74.0	43.0
10155	14213.0	19848.0
10158	2908.0	4943.0
100873813	0.0	0.0
10157	968.0	454.0
100873812	0.0	0.0
100873811	0.0	0.0
10159	9364.0	9802.0
131870	3367.0	3544.0
10161	4630.0	2038.0
10160	6662.0	9254.0
10163	20072.0	13944.0
131873	1381.0	111.0
645158	164.0	44.0
10162	1246.0	1055.0
728921	5.0	1.0
128240	3024.0	6104.0
728920	9.0	1.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	1.0	2.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	3.0	4.0
100873807	0.0	0.0
10165	1690.0	1599.0
10164	33.0	264.0
128239	110.0	271.0
10166	436.0	381.0
10169	10972.0	13761.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	1930.0	1938.0
100873801	0.0	0.0
100128385	40.0	66.0
100287755	0.0	4.0
165257	109.0	8.0
200232	9.0	6.0
100287745	1.0	0.0
1503	821.0	1193.0
1501	562.0	1450.0
1500	28189.0	31808.0
1509	15090.0	41749.0
1508	29105.0	27970.0
1506	2.0	4.0
1504	0.0	0.0
1514	3216.0	2364.0
1513	6657.0	5794.0
1512	5895.0	4776.0
1511	85.0	49.0
1510	4.0	2.0
346606	2.0	0.0
1519	4919.0	3544.0
1518	0.0	0.0
1517	2.0	4.0
1515	236.0	87.0
100287725	2.0	3.0
100287722	29.0	20.0
1525	3305.0	1024.0
1524	2021.0	1004.0
1523	4378.0	7467.0
1522	8791.0	9401.0
1521	409.0	144.0
1520	3527.0	2237.0
200261	0.0	0.0
1528	3191.0	12113.0
1527	0.0	0.0
100287718	0.0	0.0
728992	17.0	5.0
100287715	0.0	0.0
728990	0.0	0.0
165215	1419.0	3808.0
728996	0.0	2.0
1536	1875.0	1406.0
1535	1438.0	1241.0
1534	5921.0	8896.0
1539	0.0	0.0
1538	0.0	0.0
1537	3529.0	3694.0
100287708	0.0	0.0
153222	4845.0	3217.0
1550	0.0	1.0
1545	4610.0	3630.0
1544	0.0	0.0
1543	2.0	5.0
1540	5107.0	3437.0
1549	20.0	552.0
1548	177.0	78237.0
1558	20.0	58.0
1557	0.0	0.0
1556	307.0	136886.0
200298	22.0	8.0
1555	1.0	284.0
1553	0.0	31.0
1551	30.0	33.0
1559	1.0	0.0
153241	2524.0	1739.0
1572	1.0	3.0
1571	157.0	172.0
1568	23.0	5.0
1565	74.0	61.0
1564	49.0	15.0
1562	1.0	0.0
100131828	4.0	0.0
1583	252.0	58.0
1582	15.0	13.0
1581	9.0	11.0
1580	363.0	2744.0
1579	11.0	10.0
1577	114.0	53.0
1576	8.0	9.0
1573	610.0	1304.0
285203	3706.0	1597.0
1594	132.0	63.0
285205	8.0	0.0
1593	3500.0	6618.0
1592	170.0	160.0
1591	106.0	2.0
1590	26.0	276.0
10307	867.0	760.0
1589	32.0	240.0
1588	8.0	24.0
10309	136.0	907.0
1587	0.0	0.0
1586	30.0	17.0
10308	1121.0	1402.0
1585	0.0	0.0
1584	0.0	0.0
100131842	2.0	0.0
10301	223.0	208.0
100131846	1.0	0.0
10300	1515.0	836.0
10302	877.0	843.0
100287692	0.0	0.0
1596	1.0	0.0
1595	299.0	329.0
100131855	0.0	0.0
285220	18.0	3.0
285224	0.0	0.0
101180898	0.0	0.0
100287682	0.0	0.0
100287680	0.0	0.0
165186	29.0	7.0
100131874	0.0	0.0
100131879	0.0	0.0
442590	36.0	58.0
100131881	0.0	0.0
100131893	0.0	1.0
100131897	2074.0	193.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	7642.0	7261.0
10371	232.0	95.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	0.0	0.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	10143.0	10334.0
100128252	1272.0	466.0
100873835	0.0	0.0
285282	2313.0	2350.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	0.0	0.0
100873832	0.0	0.0
10379	154.0	141.0
285286	11.0	0.0
10381	6.0	48.0
10380	1880.0	3278.0
10383	8055.0	15616.0
10382	147.0	5.0
118813	1896.0	1775.0
102466906	0.0	1.0
118812	722.0	499.0
100885800	2.0	1.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	1.0	0.0
100873829	1.0	0.0
10385	1150.0	463.0
100873820	0.0	0.0
10384	1804.0	944.0
10389	157.0	118.0
100873824	4.0	5.0
10388	1392.0	1941.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	7.0	4.0
645065	0.0	0.0
100128237	0.0	0.0
10350	2059.0	248.0
102466918	0.0	0.0
442582	469.0	476.0
102466912	0.0	1.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	144.0	87.0
10352	1412.0	1736.0
100873853	0.0	0.0
10351	3129.0	729.0
100873852	0.0	0.0
10354	568.0	490.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	2.0	5.0
790952	3.0	2.0
100873857	0.0	0.0
10355	1.0	2.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	11.0	4.0
790955	471.0	898.0
100873854	0.0	1.0
131831	12.0	12.0
100128227	2.0	2.0
10361	179.0	56.0
10360	861.0	446.0
645073	0.0	0.0
442572	8.0	12.0
100873849	1.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	2092.0	1970.0
100873842	0.0	0.0
10362	3505.0	6309.0
100873841	0.0	0.0
10365	2770.0	4483.0
100873840	0.0	0.0
10367	3163.0	3074.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	2.0	1.0
10368	1.0	2.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	4.0	8.0
100873871	0.0	1.0
100873870	0.0	0.0
285237	1134.0	1253.0
100128217	0.0	0.0
503838	23.0	6.0
503837	0.0	0.0
503834	0.0	0.0
645084	2.0	6.0
503835	3.0	0.0
503841	0.0	0.0
10338	0.0	0.0
10337	2.0	1.0
503840	0.0	0.0
100885850	4.0	5.0
116211	52.0	21.0
100873875	0.0	0.0
10330	1187.0	1190.0
100873874	1.0	0.0
10332	12.0	0.0
100873873	0.0	0.0
10331	1616.0	131.0
100873872	0.0	1.0
100873879	0.0	1.0
10333	520.0	325.0
100873878	0.0	0.0
10336	4226.0	4160.0
100873877	0.0	1.0
10335	2359.0	926.0
285242	1.0	2.0
100885848	55.0	23.0
100873860	3.0	0.0
118856	4.0	12.0
645094	3.0	7.0
10349	1754.0	260.0
100873869	0.0	0.0
100873864	1.0	0.0
100873863	7.0	1.0
10340	0.0	0.0
10343	79.0	28.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	4692.0	7222.0
100873861	0.0	0.0
100131801	618.0	1219.0
10345	55.0	22.0
10344	7.0	7.0
100873867	0.0	0.0
10347	993.0	1338.0
100873866	0.0	0.0
10346	4646.0	1956.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	0.0	3.0
100873890	7.0	4.0
10316	136.0	36.0
10318	7630.0	6314.0
10317	6530.0	5860.0
10319	1396.0	486.0
100873897	0.0	0.0
100131810	0.0	1.0
100873896	6.0	2.0
100873895	0.0	0.0
100873894	13.0	8.0
10312	1618.0	3839.0
10311	2528.0	2702.0
100131814	98.0	119.0
10314	7871.0	5489.0
100873899	3.0	4.0
10313	16323.0	17628.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	222.0	122.0
285267	654.0	649.0
100873882	6.0	2.0
285268	2348.0	2404.0
100873881	0.0	0.0
100873880	1.0	3.0
202915	597.0	1223.0
100885864	0.0	0.0
100885866	106.0	59.0
102466967	0.0	0.0
10327	4763.0	5295.0
10326	74.0	53.0
10329	1367.0	1148.0
10328	1011.0	862.0
442523	121.0	193.0
442524	135.0	293.0
442525	3.0	0.0
100873886	0.0	0.0
100873885	0.0	0.0
10321	24.0	43.0
100873884	0.0	0.0
10320	1062.0	646.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	2616.0	2216.0
100873889	0.0	0.0
100131825	197.0	37.0
10325	1073.0	1062.0
100873888	2.0	0.0
100131827	612.0	535.0
100873887	1.0	0.0
10324	45.0	50.0
344178	0.0	0.0
102466972	0.0	0.0
116135	90.0	49.0
102466985	0.0	0.0
344167	7.0	2.0
102466984	0.0	0.0
128102	7.0	1.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	1096.0	649.0
116123	0.0	1.0
102466995	1.0	0.0
116113	4775.0	4637.0
83259	5.0	0.0
116115	1033.0	1198.0
344148	1438.0	424.0
128153	126.0	351.0
645001	1.0	2.0
10291	11676.0	9728.0
645000	2.0	6.0
10290	2111.0	889.0
10293	241.0	306.0
10295	2597.0	4002.0
10294	4991.0	3195.0
100128292	40.0	36.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	1.0	0.0
116179	3.0	0.0
100873919	2.0	0.0
100873918	10.0	1.0
100873917	0.0	0.0
10297	170.0	361.0
10296	2765.0	3531.0
100128299	8.0	6.0
10299	12121.0	13933.0
10298	3274.0	6204.0
100873912	42.0	47.0
100873911	0.0	0.0
116173	84.0	28.0
100873910	0.0	0.0
645015	18.0	7.0
200315	5.0	4.0
200316	452.0	412.0
200312	813.0	1132.0
100873904	8.0	16.0
100873902	9.0	21.0
100873909	0.0	3.0
100873907	5.0	0.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	37.0	19.0
100873900	0.0	0.0
645024	1.0	1.0
100775107	15.0	17.0
10270	2384.0	2995.0
645027	2.0	17.0
10273	1231.0	1989.0
100775104	95.0	35.0
10272	576.0	781.0
100008586	0.0	0.0
116149	32.0	19.0
100873938	0.0	0.0
100873937	1.0	3.0
116154	23.0	11.0
100873935	3.0	1.0
116159	4435.0	1406.0
100873939	0.0	0.0
100873930	11.0	12.0
10274	3562.0	2905.0
10277	5480.0	3928.0
10276	9316.0	9280.0
10279	1394.0	1162.0
100873934	11.0	0.0
10278	3796.0	2345.0
100873933	1.0	0.0
116151	15340.0	8481.0
100873932	6.0	2.0
116150	2523.0	1725.0
100128275	3.0	0.0
10280	2697.0	2753.0
10282	1466.0	2051.0
10281	0.0	0.0
10284	6552.0	6586.0
647696	0.0	0.0
10283	1401.0	1251.0
116138	5760.0	5041.0
645030	1.0	2.0
1602	1239.0	4016.0
1601	6016.0	3401.0
100873926	0.0	0.0
1600	37.0	50.0
100128260	0.0	0.0
116143	120.0	116.0
100873924	7.0	4.0
100873929	0.0	1.0
100873928	3.0	3.0
10286	2213.0	1917.0
10285	1801.0	1823.0
1609	837.0	1347.0
100128266	0.0	1.0
1608	79.0	29.0
10288	154.0	89.0
1607	8.0	7.0
10287	434.0	595.0
1606	1240.0	725.0
100873923	11.0	7.0
10289	2448.0	1689.0
1605	16016.0	14987.0
100128262	13.0	42.0
100873922	4.0	0.0
1604	4749.0	2582.0
100873921	0.0	0.0
1603	5784.0	6958.0
100128264	0.0	0.0
100873920	0.0	2.0
100287639	2.0	0.0
319133	15.0	9.0
319134	9.0	7.0
100287635	0.0	0.0
319130	5.0	6.0
319139	0.0	0.0
319135	1.0	2.0
100287630	0.0	0.0
319136	0.0	0.0
552891	2.0	0.0
319138	3.0	4.0
1613	1549.0	1954.0
200350	2.0	4.0
1612	583.0	805.0
1611	7995.0	7860.0
165140	171.0	70.0
1610	0.0	1.0
552889	12762.0	6896.0
1618	1.0	6.0
1617	0.0	0.0
1616	3233.0	4521.0
1615	7214.0	5192.0
319142	0.0	0.0
319143	16.0	9.0
319144	0.0	0.0
319145	2.0	3.0
100287625	0.0	0.0
1624	1.0	0.0
1623	0.0	0.0
1622	11945.0	7667.0
1621	18.0	15.0
1620	458.0	269.0
1629	2422.0	2374.0
552879	3.0	0.0
1628	1341.0	776.0
1627	2819.0	5366.0
319111	0.0	0.0
128178	732.0	3239.0
319112	1.0	1.0
100287616	369.0	418.0
393046	1.0	0.0
319117	2.0	1.0
319118	0.0	0.0
319114	5.0	4.0
1635	5081.0	4186.0
200373	38.0	181.0
1634	82220.0	27068.0
1633	1295.0	1397.0
1632	1554.0	2148.0
552860	12.0	27.0
1630	42.0	16.0
1639	8139.0	11153.0
1638	66.0	63.0
1636	1018.0	1782.0
319122	9.0	1.0
319123	0.0	0.0
100287603	0.0	0.0
319128	1.0	8.0
319129	13.0	4.0
1646	2203.0	367.0
1645	1953.0	391.0
1644	34.0	7.0
1643	2759.0	1449.0
85824	8.0	5.0
1642	15909.0	23571.0
1641	327.0	207.0
552859	0.0	0.0
1649	724.0	756.0
1647	903.0	726.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	20.0	8.0
1660	12396.0	15785.0
1657	4695.0	3312.0
1656	15669.0	16538.0
1655	37570.0	38440.0
1654	31153.0	25042.0
1653	7065.0	6558.0
1652	975.0	918.0
346708	0.0	0.0
1650	11478.0	12298.0
346702	158.0	24.0
1659	4277.0	4424.0
319100	0.0	0.0
319101	0.0	0.0
1671	0.0	0.0
1670	0.0	0.0
319103	1.0	2.0
1668	0.0	0.0
1667	0.0	0.0
1666	2933.0	2533.0
1665	7741.0	8686.0
1663	1023.0	969.0
1662	1879.0	1981.0
1661	2.0	2.0
1669	0.0	0.0
1678	393.0	208.0
1677	353.0	297.0
1676	3642.0	3250.0
1675	5492.0	1282.0
1674	299.0	45.0
1673	0.0	0.0
1672	301.0	101.0
153129	574.0	799.0
1690	24.0	31.0
165100	0.0	4.0
1687	893.0	410.0
85865	1857.0	2297.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	4.0	4.0
10415	0.0	0.0
10417	1518.0	1822.0
493861	133.0	50.0
493860	21.0	38.0
100287591	0.0	0.0
10419	3334.0	3340.0
10418	3289.0	3579.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	1326.0	2757.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	23.0	15.0
10411	2508.0	1132.0
10410	12994.0	14290.0
100873559	0.0	0.0
10413	13941.0	13414.0
100873558	2.0	0.0
10412	6273.0	4915.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	2220.0	2104.0
442266	1.0	0.0
10425	4682.0	3824.0
442267	1.0	2.0
10428	2211.0	1335.0
10427	4726.0	4213.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	1150.0	1327.0
100873543	3.0	0.0
100873542	0.0	0.0
10422	1807.0	1484.0
493856	1282.0	1659.0
100873549	1.0	0.0
10421	3202.0	4380.0
100873548	0.0	0.0
100131726	0.0	4.0
10424	6424.0	8219.0
100873547	0.0	0.0
10423	4995.0	5089.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	7.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	1.0	0.0
100873577	0.0	0.0
100131733	15.0	6.0
100873576	1.0	1.0
100873575	1.0	0.0
100873579	0.0	0.0
100873563	0.0	1.0
100873562	0.0	0.0
100287569	159.0	32.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	0.0
442291	0.0	0.0
100287567	0.0	0.0
10404	2746.0	1946.0
10403	81.0	105.0
10406	2458.0	4479.0
10408	3.0	17.0
10407	0.0	0.0
100131740	0.0	0.0
10409	360.0	1309.0
100873567	0.0	0.0
100131743	6.0	1.0
100873566	12.0	10.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	1765.0	1218.0
10402	916.0	390.0
100873569	0.0	0.0
10401	3696.0	5802.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	15.0	652.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	13.0	6.0
442240	5.0	12.0
442242	1.0	0.0
100287551	1.0	4.0
442233	0.0	1.0
442234	0.0	0.0
442236	0.0	0.0
442237	2.0	0.0
442239	1.0	0.0
100131755	2257.0	2345.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	1.0	0.0
100873597	0.0	0.0
493821	5.0	3.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	1.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	2.0	1.0
442232	0.0	0.0
100131760	0.0	0.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	1.0	0.0
493812	2129.0	934.0
442260	0.0	1.0
442262	1.0	0.0
442255	0.0	0.0
442256	2.0	0.0
442257	1.0	3.0
442258	96.0	7.0
100131775	0.0	0.0
100131777	1.0	0.0
100287528	0.0	0.0
442252	0.0	0.0
100287520	21.0	9.0
442253	0.0	0.0
442245	1.0	0.0
442247	0.0	5.0
442249	1.0	1.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	1.0
10491	16182.0	9938.0
100128139	5.0	4.0
10490	4310.0	4371.0
10493	12711.0	8959.0
10492	13460.0	12862.0
10495	1146.0	1085.0
100128135	1.0	2.0
10494	3688.0	3932.0
10497	3038.0	2012.0
100128136	0.0	0.0
10499	7644.0	6153.0
128506	0.0	2.0
10498	1782.0	2555.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	1.0	2.0
116512	2.0	0.0
116519	2.0	0.0
105419997	8.0	3.0
100128126	10.0	12.0
100861506	0.0	0.0
10471	804.0	1113.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	0.0	0.0
444882	7.0	35.0
442221	0.0	0.0
442211	2.0	1.0
442213	77.0	28.0
442215	0.0	2.0
442216	2.0	1.0
116511	1.0	6.0
442217	1.0	2.0
442218	0.0	0.0
10473	3548.0	3048.0
10472	2264.0	16368.0
100533177	0.0	0.0
10475	2750.0	3031.0
100533178	0.0	0.0
100128115	0.0	0.0
10474	4343.0	4921.0
100533179	1.0	2.0
10477	3497.0	1742.0
10476	4151.0	4058.0
10479	1324.0	767.0
10478	1482.0	2341.0
100128110	0.0	0.0
100128109	1.0	0.0
10480	9994.0	10413.0
100861516	1.0	0.0
100861517	9.0	9.0
10482	4941.0	6461.0
100861518	3.0	4.0
10481	1.0	1.0
100861519	13.0	4.0
100861513	2.0	7.0
100861514	0.0	0.0
102466806	0.0	1.0
100861515	35.0	36.0
100861510	4.0	1.0
442210	0.0	0.0
100533181	0.0	0.0
100533182	102.0	46.0
442204	0.0	2.0
442205	0.0	0.0
10484	3031.0	2695.0
100128102	0.0	0.0
10483	4597.0	6813.0
10486	1512.0	1711.0
10485	72.0	24.0
100128103	0.0	0.0
10488	2511.0	3198.0
10487	16439.0	22147.0
100533184	2.0	0.0
10489	5919.0	5737.0
128553	5262.0	2859.0
100861523	0.0	0.0
102466816	0.0	0.0
102466815	0.0	1.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	938.0	813.0
10458	2350.0	3370.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	6681.0	19678.0
100873512	0.0	0.0
10450	2312.0	2121.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	1520.0	2717.0
10455	2785.0	2150.0
100873516	0.0	0.0
10454	2397.0	2083.0
100873515	0.0	0.0
10457	12799.0	4745.0
100873514	1.0	0.0
10456	3475.0	4865.0
100873513	0.0	0.0
346389	1677.0	1489.0
10460	370.0	571.0
100861530	2.0	4.0
100873509	0.0	0.0
10469	1154.0	1557.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	113.0	92.0
100873501	0.0	0.0
10461	1299.0	418.0
100873500	0.0	0.0
10464	1482.0	1602.0
10463	5483.0	6371.0
10466	3113.0	4152.0
100873505	0.0	0.0
10465	1039.0	1028.0
100873504	0.0	1.0
10468	1031.0	1366.0
