id	54a62dcd-c9a6-4a97-85c9-62e364766fca	b140b49a-5eb6-4272-a534-ab9a3685b87e
401237	582.0	242.0
83786	2751.0	2609.0
401236	114.0	179.0
283673	929.0	38.0
93134	5421.0	2598.0
401233	0.0	0.0
401232	179.0	511.0
256051	1023.0	422.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	105.0	60.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	1.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	791.0	3897.0
283659	429.0	279.0
100271587	0.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	1.0
283652	0.0	0.0
283651	62.0	18.0
100271585	1.0	0.0
100271584	5.0	7.0
100271581	0.0	1.0
22998	6794.0	2909.0
22999	54.0	94.0
100151676	0.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	5744.0	3345.0
100151671	0.0	0.0
100151672	1.0	3.0
22992	10751.0	9472.0
22993	4601.0	2144.0
100151674	0.0	0.0
22994	529.0	1081.0
83903	32.0	108.0
22995	244.0	135.0
83902	1.0	0.0
22996	9439.0	34990.0
22997	233.0	170.0
100151670	0.0	0.0
100151686	2.0	2.0
100151687	0.0	1.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	0.0	1.0
100151684	0.0	1.0
100151685	0.0	0.0
100151681	0.0	0.0
56302	16.0	1.0
83901	0.0	0.0
342538	9.0	4.0
83900	0.0	0.0
56300	1.0	1.0
56301	6.0	4.0
124411	1019.0	1799.0
22976	1313.0	1116.0
22977	1488.0	678.0
22978	1994.0	919.0
22979	413.0	117.0
22970	60.0	542.0
22971	1460.0	1158.0
22974	251.0	2372.0
83932	878.0	972.0
10998	397.0	1229.0
83931	4174.0	2664.0
342527	26.0	7.0
148418	232.0	112.0
83933	145.0	324.0
124404	12.0	1.0
10999	1994.0	2411.0
124401	604.0	2041.0
124402	921.0	2625.0
83930	1618.0	1751.0
56311	8.0	15.0
10990	67.0	39.0
100126693	1.0	10.0
10992	12064.0	23157.0
606500	0.0	0.0
10991	267.0	86.0
10994	2278.0	4822.0
10993	86.0	423.0
22987	60.0	37.0
22989	6.0	2.0
22980	6054.0	4010.0
22981	826.0	1163.0
22982	2493.0	1473.0
22983	25.0	45.0
22984	3257.0	3435.0
22985	8473.0	13929.0
22986	2.0	1.0
58986	1704.0	5895.0
148423	926.0	972.0
58985	175.0	44.0
342510	21.0	78.0
283694	0.0	0.0
283693	20.0	20.0
283692	4.0	0.0
22954	1602.0	1090.0
22955	3017.0	2083.0
112487	1245.0	2359.0
22950	1727.0	1789.0
391524	1.0	0.0
22952	10.0	2.0
22953	20.0	2.0
391526	0.0	0.0
10975	2265.0	2853.0
83953	0.0	0.0
10978	872.0	1256.0
83955	15.0	12.0
10979	3493.0	3184.0
112495	1678.0	2471.0
10970	4872.0	12620.0
56339	2360.0	3997.0
10972	24951.0	44320.0
10971	19806.0	7471.0
10974	0.0	0.0
10973	2617.0	1782.0
401409	111.0	89.0
112479	1201.0	1910.0
112476	98.0	225.0
391530	0.0	0.0
83939	6706.0	4817.0
56341	3.0	9.0
391533	4.0	0.0
124460	135.0	374.0
83935	200.0	64.0
83938	133.0	69.0
391538	0.0	3.0
83937	894.0	941.0
10987	3031.0	5883.0
83943	931.0	722.0
83942	1.0	1.0
10989	5018.0	6136.0
10988	4661.0	4119.0
56342	110.0	515.0
124454	1903.0	6838.0
56344	0.0	0.0
83941	1356.0	948.0
83940	1262.0	1365.0
643503	0.0	0.0
10981	1058.0	812.0
112483	2122.0	1569.0
10980	4278.0	9138.0
10983	37313.0	17462.0
10982	2309.0	1132.0
643507	11.0	6.0
10985	7452.0	5703.0
10984	356.0	579.0
22932	527.0	839.0
22933	3046.0	2650.0
22934	994.0	1408.0
22936	3051.0	769.0
22937	5729.0	9751.0
22938	3828.0	8569.0
112464	436.0	607.0
22930	4982.0	3459.0
22931	7834.0	6401.0
81309	0.0	0.0
391504	0.0	0.0
10954	1199.0	1886.0
10953	2499.0	3300.0
10956	13998.0	13865.0
81315	0.0	0.0
10955	13168.0	9479.0
391508	0.0	3.0
81316	0.0	0.0
10957	5026.0	3682.0
124446	6175.0	12488.0
81310	0.0	0.0
10959	18030.0	20559.0
22929	3887.0	3282.0
10950	1085.0	857.0
10952	3249.0	4519.0
10951	4805.0	7895.0
22943	55.0	1218.0
22944	977.0	1061.0
22945	0.0	0.0
22947	0.0	0.0
22948	8067.0	5920.0
22949	3220.0	2956.0
83957	1.0	1.0
22941	3802.0	4324.0
83959	489.0	709.0
10965	1059.0	7345.0
391518	0.0	0.0
10964	532.0	9128.0
81304	0.0	0.0
10966	1549.0	1226.0
10969	2859.0	4741.0
81300	0.0	0.0
10961	6683.0	14149.0
10960	7114.0	9129.0
643529	163.0	294.0
10963	7137.0	11089.0
10962	466.0	458.0
148479	2795.0	1974.0
197407	811.0	2719.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	1.0	0.0
124496	0.0	0.0
124491	1892.0	744.0
391548	0.0	2.0
767588	0.0	1.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	0.0	1.0
391552	5.0	15.0
474383	0.0	0.0
474382	0.0	0.0
222701	4.0	0.0
767569	0.0	0.0
391559	5.0	16.0
767577	0.0	0.0
767579	1.0	0.0
767578	0.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	1.0	2.0
207107	4.0	5.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	1.0	0.0
767564	2.0	0.0
767563	0.0	0.0
474345	5.0	1.0
474344	1824.0	681.0
474343	83.0	112.0
246717	1.0	3.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	12.0	19.0
161406	19.0	10.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	0.0	0.0
100151640	18.0	33.0
100151641	0.0	0.0
246715	0.0	1.0
767557	28.0	15.0
606553	0.0	0.0
606551	28.0	54.0
474354	3.0	3.0
100151657	0.0	0.0
100151658	0.0	1.0
100151654	1.0	0.0
161436	112.0	3.0
100151655	0.0	0.0
391584	3.0	3.0
100151656	1.0	2.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	53.0	17.0
100151652	0.0	0.0
100151668	0.0	0.0
391592	1.0	0.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	2862.0	2952.0
100151667	0.0	0.0
391598	0.0	2.0
100151661	0.0	4.0
100151663	0.0	0.0
474338	12.0	19.0
474337	0.0	0.0
197370	3208.0	7442.0
220112	14.0	11.0
246744	4.0	5.0
220115	37.0	1.0
93273	38.0	0.0
100271459	2.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	0.0	0.0
100271451	0.0	0.0
81295	0.0	0.0
100271452	0.0	0.0
220108	404.0	55.0
220107	35.0	20.0
100271448	2.0	2.0
100271447	6.0	0.0
100271449	1.0	0.0
100271444	2.0	3.0
100271445	0.0	1.0
81285	11.0	21.0
81282	0.0	0.0
197350	28.0	74.0
246720	2.0	7.0
401399	4.0	3.0
401398	81.0	42.0
246721	0.0	1.0
220134	39.0	126.0
401397	1719.0	3170.0
246723	11.0	5.0
220136	173.0	319.0
401393	15.0	21.0
100271437	0.0	1.0
100271439	1.0	0.0
100271438	3.0	1.0
100271433	0.0	0.0
100271435	0.0	2.0
100271434	0.0	0.0
197342	344.0	955.0
246731	2.0	0.0
401387	9.0	4.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	66.0	48.0
100271420	0.0	1.0
197358	241.0	452.0
199990	1433.0	1798.0
246785	41.0	35.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	0.0	0.0
283726	209.0	36.0
100271414	0.0	0.0
100887075	0.0	0.0
439990	56.0	345.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	38.0	71.0
100271413	0.0	0.0
197320	1003.0	277.0
439996	0.0	3.0
100887074	0.0	0.0
439992	62.0	28.0
100887073	0.0	0.0
197322	1291.0	1600.0
439994	59.0	33.0
102724105	388.0	241.0
220147	1.0	0.0
100271404	0.0	0.0
100887067	13.0	64.0
102724101	0.0	0.0
100271406	0.0	0.0
100271405	11.0	0.0
100271400	0.0	0.0
283711	0.0	0.0
100271402	0.0	0.0
197331	15.0	3.0
197335	1103.0	2581.0
440993	643.0	535.0
440992	21.0	49.0
161394	140.0	488.0
199964	152.0	73.0
8000	99.0	163.0
8001	4950.0	27.0
246777	276.0	31.0
246778	1.0	13.0
606495	261.0	66.0
199974	329.0	19.0
8013	539.0	130.0
22911	1214.0	721.0
439949	155.0	41.0
22913	5761.0	13968.0
643421	0.0	2.0
22914	23.0	16.0
22915	734.0	96.0
439945	0.0	1.0
22916	5405.0	7936.0
731605	3.0	3.0
22917	1.0	2.0
10929	5345.0	4736.0
10928	5372.0	3189.0
56252	6923.0	6181.0
56253	23.0	38.0
401331	232.0	179.0
81207	0.0	0.0
83869	0.0	0.0
81208	0.0	0.0
81209	0.0	0.0
83877	2693.0	5607.0
56259	2498.0	5464.0
83876	48.0	11.0
81215	0.0	0.0
83879	229.0	58.0
10934	3.0	0.0
83878	227.0	96.0
283768	0.0	1.0
10933	13190.0	7347.0
10936	269.0	16.0
56254	4404.0	3097.0
83873	14.0	11.0
256148	0.0	0.0
81210	0.0	0.0
283767	0.0	0.0
56255	7838.0	981.0
83872	1083.0	863.0
10935	9764.0	9735.0
81211	0.0	0.0
56256	4242.0	2859.0
10938	2646.0	6705.0
83875	73.0	22.0
83874	1158.0	1028.0
56257	4399.0	4564.0
22907	4354.0	5344.0
643414	38.0	4.0
439953	5.0	7.0
22908	3416.0	2905.0
83871	3842.0	5881.0
22909	1549.0	513.0
283761	0.0	0.0
439954	1.0	3.0
643418	0.0	1.0
10930	18.0	37.0
439950	2.0	0.0
22921	1147.0	4703.0
8022	0.0	0.0
440926	297.0	657.0
22924	1164.0	240.0
440925	33.0	76.0
8028	1829.0	953.0
22925	1901.0	1046.0
8029	183.0	68.0
22926	5616.0	5061.0
439934	0.0	0.0
22927	706.0	245.0
8027	1297.0	898.0
22928	4818.0	14269.0
439936	1.0	0.0
56261	3656.0	2004.0
56262	4176.0	2239.0
10939	3044.0	3372.0
401321	261.0	161.0
8021	5241.0	3053.0
83858	452.0	437.0
22920	2471.0	2579.0
56260	224.0	292.0
10943	1907.0	2124.0
56269	0.0	0.0
83866	0.0	0.0
81203	0.0	0.0
10942	143.0	432.0
81204	0.0	0.0
10945	10371.0	24266.0
83868	0.0	0.0
81205	0.0	0.0
10944	9046.0	9159.0
83867	0.0	0.0
10947	1258.0	1099.0
56265	683.0	1674.0
83862	1751.0	3846.0
401316	36.0	9.0
83861	1844.0	850.0
283755	496.0	500.0
10946	5551.0	4834.0
56267	2208.0	3419.0
10949	8877.0	7930.0
81201	0.0	0.0
10948	1983.0	2785.0
256158	298.0	76.0
83863	0.0	0.0
81202	0.0	0.0
22918	4864.0	3335.0
22919	7682.0	10599.0
439941	0.0	0.0
83860	1039.0	695.0
8019	2516.0	2657.0
10941	0.0	0.0
643427	37.0	5.0
10940	497.0	516.0
8036	4018.0	3125.0
8034	1370.0	2353.0
440957	447.0	702.0
440956	1.0	0.0
440955	0.0	1.0
8038	425.0	4634.0
10907	2391.0	3160.0
10906	3702.0	4667.0
440952	89.0	88.0
10908	2493.0	1051.0
93210	3029.0	5497.0
8031	16324.0	6941.0
256130	2.0	0.0
56270	5937.0	7547.0
56271	2991.0	6954.0
8030	8520.0	6642.0
10910	3245.0	2603.0
83899	0.0	0.0
81236	0.0	0.0
283748	2.0	1.0
10912	91.0	268.0
283747	0.0	3.0
10911	1.0	3.0
10914	11015.0	14860.0
256126	52.0	224.0
83895	2.0	0.0
10913	132.0	1.0
83894	5.0	9.0
10916	48545.0	61075.0
83897	0.0	2.0
401303	82.0	246.0
10915	2626.0	2284.0
283742	2514.0	1061.0
83896	3.0	0.0
83891	1115.0	688.0
83890	16.0	3.0
83893	0.0	0.0
81230	0.0	0.0
83892	6439.0	3395.0
22900	2310.0	3543.0
93202	1.0	0.0
22901	1700.0	1546.0
22902	2094.0	1785.0
8045	610.0	3194.0
22903	2805.0	1541.0
22904	2519.0	2361.0
22905	2520.0	1726.0
8048	2.0	0.0
440944	787.0	558.0
22906	5154.0	4338.0
256144	0.0	0.0
10917	0.0	0.0
10919	3751.0	12765.0
83888	34.0	7.0
10921	6168.0	14912.0
283738	0.0	0.0
83887	7.0	3.0
10920	2967.0	3548.0
81226	0.0	0.0
10923	20232.0	6979.0
10922	2138.0	5988.0
83889	6.0	1.0
81228	0.0	0.0
83884	2.0	7.0
56287	0.0	0.0
81221	0.0	0.0
56288	4646.0	2463.0
10924	713.0	151.0
10927	10351.0	5451.0
83886	73.0	1556.0
81223	0.0	0.0
10926	430.0	908.0
81224	0.0	0.0
643447	1.0	9.0
643445	0.0	0.0
83882	231.0	362.0
83881	15.0	3.0
439965	16.0	18.0
643446	10.0	28.0
93233	79.0	228.0
256190	0.0	0.0
112401	0.0	0.0
106481976	0.0	0.0
8050	1639.0	3478.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	29.0	16.0
106481975	0.0	3.0
106481978	0.0	1.0
106481979	0.0	0.0
106481980	1.0	0.0
100271499	0.0	1.0
100271498	4.0	0.0
106481981	0.0	0.0
100271495	0.0	2.0
643459	0.0	0.0
81251	0.0	0.0
100271491	4.0	0.0
100271493	1.0	0.0
643470	0.0	0.0
643471	0.0	1.0
8061	330.0	83.0
8065	3228.0	2172.0
81248	3.0	2.0
10901	586.0	1544.0
10900	51.0	11.0
10903	1519.0	1243.0
81243	0.0	0.0
10902	3513.0	2212.0
81244	0.0	0.0
100271487	3.0	7.0
10905	4377.0	4850.0
10904	6968.0	9057.0
81246	0.0	0.0
283796	0.0	0.0
100271483	0.0	0.0
81240	0.0	0.0
342574	3.0	3.0
100271486	0.0	0.0
100271485	2.0	0.0
81242	6.0	3.0
100271480	0.0	0.0
100271481	0.0	0.0
8079	7825.0	23909.0
440917	16.0	13.0
439927	2.0	0.0
440915	441.0	0.0
8078	4094.0	7249.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	0.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	824.0	1923.0
106481959	0.0	0.0
8073	14737.0	19882.0
106481956	0.0	0.0
8074	0.0	0.0
106481957	0.0	3.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	12.0	2.0
106481962	0.0	5.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	163.0	165.0
100271472	1.0	0.0
81274	0.0	0.0
100271474	0.0	1.0
643479	2.0	3.0
81270	0.0	1.0
100271470	0.0	0.0
440905	105.0	169.0
439916	0.0	0.0
8089	820.0	903.0
440902	1.0	2.0
643499	1.0	1.0
439915	0.0	0.0
440900	4.0	0.0
8082	5334.0	2668.0
106481965	0.0	3.0
106481966	4.0	1.0
106481963	0.0	0.0
106481964	0.0	0.0
8086	2366.0	3548.0
106481969	0.0	0.0
8087	7308.0	7610.0
106481967	14.0	32.0
8085	6977.0	3977.0
106481968	0.0	0.0
102724167	1.0	0.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	1.0	0.0
401337	1.0	0.0
106481973	0.0	0.0
100271465	0.0	1.0
106481970	0.0	0.0
401335	4.0	4.0
100271467	2.0	0.0
106481971	1.0	0.0
100271462	0.0	0.0
81261	0.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	6145.0	3455.0
81264	0.0	2.0
100271460	4.0	3.0
731688	8.0	6.0
728034	0.0	1.0
8099	4741.0	7891.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	1.0	0.0
106481933	0.0	0.0
8091	3.0	13.0
106481930	0.0	0.0
8092	1.0	2.0
106481931	3.0	0.0
106481936	0.0	0.0
728039	108.0	146.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	4.0	0.0
56413	96.0	201.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	0.0	3.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	0.0
106481947	0.0	0.0
106481948	0.0	0.0
106481945	0.0	0.0
106481946	0.0	1.0
106481950	0.0	1.0
106481951	0.0	0.0
283358	768.0	108.0
344838	0.0	0.0
106481918	0.0	0.0
106481919	3.0	14.0
106481916	0.0	0.0
106481917	0.0	0.0
572558	21.0	0.0
106481910	0.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	0.0	1.0
106481913	0.0	0.0
283349	3860.0	698.0
100126572	0.0	0.0
106481929	4.0	0.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	3.0	1.0
728042	0.0	0.0
106481921	0.0	1.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	0.0	0.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	48.0	3.0
101234262	30.0	7.0
767612	0.0	0.0
767611	0.0	0.0
283337	3133.0	2694.0
344813	0.0	0.0
114548	177.0	105.0
81406	0.0	3.0
81407	0.0	0.0
344807	0.0	2.0
126526	869.0	2566.0
767600	0.0	0.0
344805	3.0	1.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	1.0
731656	18.0	6.0
102800446	5.0	1.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	5.0	11.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	1.0	0.0
283398	6.0	11.0
728013	237.0	514.0
283392	16.0	4.0
728012	0.0	0.0
728015	1.0	1.0
728010	2.0	0.0
81428	0.0	1.0
728019	2.0	1.0
56478	2435.0	1724.0
56479	117.0	14.0
126506	0.0	0.0
56474	3289.0	3167.0
81430	0.0	1.0
56475	15.0	15.0
81431	0.0	0.0
56476	1.0	4.0
56477	11527.0	424.0
93408	0.0	1.0
283385	78.0	132.0
283383	264.0	74.0
728005	8.0	6.0
81419	0.0	0.0
81421	0.0	0.0
283377	1428.0	3703.0
643401	1.0	1.0
283375	6.0	10.0
283373	3764.0	1723.0
151525	792.0	454.0
126567	17.0	2.0
391211	0.0	0.0
151534	124.0	816.0
151531	21.0	3.0
114569	10928.0	16205.0
126549	16.0	31.0
114571	0.0	1.0
100527978	62.0	37.0
126541	0.0	0.0
126536	0.0	0.0
151556	597.0	399.0
391242	0.0	0.0
728075	0.0	0.0
440699	10.0	0.0
440695	28.0	1.0
728072	0.0	0.0
100527960	4.0	0.0
391253	1.0	0.0
728064	0.0	0.0
100527963	27.0	143.0
728066	4.0	0.0
440689	52.0	813.0
391257	0.0	0.0
391256	11.0	14.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	23.0	2.0
728090	0.0	0.0
728088	3.0	3.0
100527943	1.0	3.0
114599	3.0	6.0
126581	0.0	0.0
151516	185.0	92.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	2.0	2.0
100527947	0.0	0.0
100527948	2.0	1.0
100527949	0.0	0.0
643384	1.0	0.0
391160	1.0	1.0
643382	16.0	37.0
391162	0.0	0.0
692312	1.0	1.0
163479	3.0	1.0
391169	0.0	0.0
100271332	0.0	1.0
391171	0.0	0.0
391174	13.0	35.0
643394	6.0	2.0
391175	1.0	0.0
391179	0.0	1.0
93380	3006.0	1125.0
100271323	1.0	1.0
100271322	0.0	1.0
100271325	8.0	2.0
100271321	0.0	0.0
401036	0.0	0.0
440672	0.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	12.0	4.0
391155	4.0	2.0
401024	137.0	21.0
163486	1980.0	278.0
401022	246.0	305.0
425054	0.0	0.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	1.0	0.0
100271300	5.0	4.0
401018	0.0	0.0
100271303	2.0	2.0
100271302	0.0	0.0
401093	338.0	166.0
401097	51.0	285.0
151449	25.0	7.0
401082	0.0	1.0
8100	1152.0	1381.0
440606	20.0	0.0
8106	3004.0	6916.0
440603	29.0	10.0
401089	8.0	4.0
391183	0.0	0.0
8110	50.0	186.0
8111	208.0	568.0
391189	0.0	0.0
8115	1.0	17.0
401074	77.0	31.0
222484	1958.0	1515.0
391190	0.0	0.0
391192	2.0	0.0
391191	1.0	0.0
391194	0.0	0.0
8123	164.0	1.0
391196	0.0	0.0
391195	0.0	0.0
8128	509.0	55.0
8125	7069.0	7767.0
401067	0.0	0.0
8120	498.0	46.0
151477	19.0	27.0
151473	689.0	652.0
643300	23.0	30.0
645962	0.0	1.0
8139	1684.0	336.0
645961	1.0	0.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	2782.0	6213.0
81329	0.0	0.0
83998	3.0	209.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	12.0	2.0
283403	0.0	0.0
83990	131.0	208.0
83992	510.0	87.0
645954	5.0	10.0
81330	0.0	0.0
645958	157.0	80.0
645957	1.0	1.0
645974	0.0	0.0
643311	0.0	0.0
645973	0.0	0.0
643310	2.0	2.0
8148	4572.0	11585.0
222487	41.0	28.0
81318	0.0	0.0
8140	1271.0	2061.0
83987	4083.0	691.0
81324	0.0	0.0
83986	2734.0	10953.0
81325	0.0	0.0
83989	2252.0	667.0
83988	8381.0	536.0
81327	0.0	0.0
83983	43.0	100.0
81320	0.0	0.0
83982	895.0	553.0
83985	63.0	209.0
81322	0.0	0.0
643308	1.0	2.0
643309	4.0	0.0
645968	9.0	6.0
645980	2.0	1.0
100271390	0.0	4.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	0.0	0.0
8153	443.0	1304.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	0.0
81358	0.0	0.0
81353	0.0	0.0
106481884	0.0	0.0
100271399	0.0	0.0
81354	0.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	0.0	3.0
81352	1.0	3.0
100271392	6.0	6.0
100271391	0.0	3.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	2.0	6.0
93323	350.0	703.0
8165	4816.0	4360.0
645996	34.0	3.0
645993	0.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1486.0	2099.0
106481891	7.0	4.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	0.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	0.0	2.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	1.0
100271385	2.0	0.0
100271384	0.0	0.0
100271387	0.0	0.0
81340	0.0	0.0
81341	0.0	0.0
100271386	3.0	2.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	1.0	4.0
8178	1046.0	852.0
344892	0.0	0.0
643343	54.0	13.0
8170	6.0	17.0
106481855	0.0	0.0
401014	35.0	24.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	14.0	27.0
106481859	0.0	0.0
8175	3237.0	2929.0
106481857	1.0	0.0
106481858	1.0	1.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	1.0	0.0
283446	89.0	12.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	175.0	68.0
645998	0.0	0.0
643336	0.0	0.0
100271371	2.0	1.0
8189	5216.0	9918.0
8187	485.0	2137.0
93343	1389.0	2987.0
93349	676.0	1410.0
643353	0.0	2.0
106481866	14.0	5.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	0.0	1.0
106481868	0.0	1.0
106481869	0.0	0.0
106481870	0.0	3.0
106481873	1.0	0.0
100271367	7.0	6.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	0.0	0.0
283431	151.0	125.0
100271364	4.0	2.0
81363	0.0	0.0
344875	0.0	1.0
100271360	1.0	0.0
93377	0.0	0.0
106481839	0.0	0.0
643365	3.0	2.0
8192	1362.0	1672.0
106481833	0.0	0.0
8193	13.0	177.0
106481834	1.0	1.0
106481831	0.0	0.0
8190	712.0	48.0
106481832	0.0	0.0
106481837	1.0	2.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	2415.0	2619.0
106481836	130.0	0.0
106481840	0.0	0.0
106481841	0.0	0.0
100271358	4.0	2.0
81399	0.0	0.0
283422	0.0	0.0
344866	3.0	25.0
100271351	0.0	0.0
283420	54.0	20.0
100271354	0.0	0.0
81390	0.0	0.0
81392	4.0	1.0
643376	8.0	5.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	0.0	0.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	3.0	3.0
106481846	0.0	0.0
100307126	4.0	73.0
106481847	0.0	0.0
100271349	2.0	1.0
283417	243.0	154.0
283416	48.0	24.0
106481851	0.0	0.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	5.0	7.0
106481850	7.0	5.0
81382	0.0	0.0
81383	2.0	0.0
100271343	6.0	7.0
106481819	0.0	3.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	2679.0	1597.0
283487	405.0	117.0
283486	0.0	4.0
283483	1.0	0.0
283481	184.0	105.0
283480	4.0	2.0
106481828	0.0	1.0
106481829	0.0	0.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	2.0	0.0
106481820	0.0	0.0
106481821	1.0	0.0
106481826	1.0	6.0
106481827	0.0	3.0
106481824	0.0	3.0
106481825	0.0	0.0
56547	0.0	0.0
106481830	0.0	0.0
56548	176.0	97.0
283471	7.0	3.0
731789	0.0	0.0
728170	3.0	5.0
283464	1526.0	1063.0
283463	8.0	4.0
283461	0.0	1.0
283460	1.0	0.0
106481808	0.0	0.0
728167	0.0	5.0
106481809	0.0	1.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	1.0	0.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	0.0	0.0
106481802	0.0	2.0
106481803	0.0	0.0
81501	6.0	24.0
81502	5814.0	10547.0
283459	1454.0	1688.0
283458	11.0	19.0
283455	253.0	158.0
645900	1.0	0.0
283450	4604.0	3866.0
780776	91.0	89.0
728113	320.0	150.0
126410	1210.0	36.0
728116	23.0	115.0
728115	1.0	0.0
728118	23.0	35.0
81533	4310.0	2024.0
126402	0.0	0.0
81532	1022.0	2167.0
645930	0.0	0.0
731779	1.0	0.0
728106	0.0	0.0
645922	0.0	0.0
645927	1.0	0.0
728134	8.0	4.0
474170	378.0	289.0
728130	59.0	42.0
645940	0.0	0.0
728132	0.0	0.0
728137	0.0	0.0
81555	3764.0	2348.0
81556	3268.0	2626.0
81557	0.0	0.0
81558	1790.0	2226.0
645939	0.0	0.0
81551	16.0	2.0
101055625	11.0	1.0
81552	1426.0	2010.0
81553	1476.0	320.0
344905	485.0	22.0
