id	3e19bb94-c3f1-4d42-868e-0bbc5defd999	f12fbfdf-efd4-462a-a34c-8c01947bfb78
154872	0.0	5.0
11194	1073.0	4292.0
11197	161.0	0.0
11196	3158.0	20098.0
23177	5995.0	5306.0
402016	3.0	19.0
23178	207.0	1724.0
106479049	0.0	0.0
23179	6518.0	1106.0
106479048	0.0	0.0
127255	203.0	336.0
106479047	0.0	0.0
127254	92.0	15.0
106479046	0.0	0.0
646780	6.0	29.0
127253	1780.0	2866.0
106479045	0.0	1.0
106479044	0.0	0.0
729911	0.0	0.0
106479043	1.0	0.0
106480064	0.0	0.0
106479042	28.0	16.0
23170	1402.0	2823.0
115273	201.0	157.0
106480063	0.0	0.0
729909	2.0	0.0
106479041	0.0	3.0
23171	8549.0	18935.0
106479040	0.0	0.0
106480066	0.0	6.0
23172	1509.0	3762.0
106480065	0.0	0.0
23173	1954.0	6798.0
106480068	0.0	0.0
23174	3289.0	5252.0
106480067	0.0	0.0
23175	5384.0	4130.0
23176	3853.0	10533.0
106480069	2.0	1.0
11199	0.0	2.0
11198	8452.0	16750.0
106480060	0.0	0.0
106480062	1.0	0.0
106480061	0.0	0.0
11160	5106.0	68240.0
644131	64.0	59.0
404663	0.0	22.0
11162	191.0	207.0
646799	2.0	3.0
11161	1470.0	2813.0
404665	11.0	4.0
11164	2441.0	5942.0
11163	3344.0	8267.0
23144	1018.0	1689.0
127247	0.0	0.0
106480028	0.0	0.0
23145	186.0	260.0
106480027	1.0	7.0
106480029	0.0	1.0
23148	556.0	29.0
106479079	0.0	0.0
646791	2.0	9.0
23149	58.0	26.0
441641	0.0	1.0
106479078	0.0	0.0
106479077	2.0	2.0
106479076	0.0	0.0
84108	676.0	1610.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	29.0	8.0
106479074	0.0	0.0
106480030	0.0	0.0
106479073	0.0	0.0
106480033	1.0	2.0
84109	18.0	95.0
106480032	0.0	0.0
106479072	1.0	0.0
23140	4953.0	12087.0
115265	284.0	14.0
106480035	0.0	0.0
106479071	1.0	10.0
84103	0.0	0.0
23141	4925.0	10885.0
106480034	1.0	2.0
106479070	0.0	0.0
23142	2858.0	5006.0
84106	44.0	28.0
106480037	0.0	0.0
84105	573.0	1926.0
23143	2939.0	4170.0
106480036	0.0	0.0
84100	283.0	911.0
11166	2.0	15.0
140258	0.0	0.0
644129	0.0	0.0
11165	1654.0	6154.0
84102	1531.0	2681.0
11168	4858.0	25229.0
84101	134.0	18.0
11167	134455.0	32247.0
644128	84.0	106.0
11169	324.0	4090.0
11171	7792.0	26622.0
11170	10779.0	241.0
11173	368.0	418.0
441639	0.0	0.0
11172	2.0	0.0
343296	0.0	0.0
11174	222.0	591.0
644146	2.0	3.0
23155	1755.0	4071.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	2363.0	2261.0
23158	8210.0	114332.0
106479069	0.0	0.0
441631	774.0	122.0
106479068	0.0	0.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	0.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	0.0	0.0
106479063	0.0	0.0
106479062	0.0	0.0
106480044	0.0	0.0
23150	1643.0	1860.0
106480043	0.0	0.0
106479061	0.0	0.0
23151	1507.0	1352.0
106479060	0.0	0.0
106480046	0.0	0.0
23152	4596.0	3262.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	1083.0	3729.0
106480047	0.0	0.0
11177	2134.0	15793.0
11176	8783.0	17237.0
11179	1147.0	2670.0
644138	3.0	16.0
11178	444.0	957.0
644139	6.0	1.0
139285	461.0	575.0
106480040	1.0	1.0
103695364	0.0	0.0
103695363	0.0	0.0
644153	0.0	0.0
11140	6971.0	3900.0
644159	0.0	0.0
103695365	1.0	1.0
11142	2836.0	4856.0
166824	293.0	6401.0
106479019	0.0	0.0
11141	12.0	5.0
130872	1778.0	2457.0
106479018	0.0	0.0
644157	16.0	0.0
23122	3436.0	12311.0
106480006	0.0	0.0
106479017	1.0	0.0
106479016	0.0	0.0
106480005	0.0	0.0
25784	11.0	0.0
106479015	0.0	0.0
106480008	0.0	0.0
25787	2.0	67.0
23125	4057.0	7594.0
106480007	0.0	0.0
25786	79.0	414.0
106479014	0.0	0.0
25789	29.0	35.0
644150	430.0	357.0
23126	5483.0	10870.0
106479013	1.0	5.0
25788	50.0	1219.0
23127	820.0	12.0
106479012	0.0	0.0
106480009	0.0	0.0
106479011	0.0	0.0
23129	18040.0	7958.0
106479010	0.0	0.0
84129	102.0	64.0
106480011	2.0	3.0
106480010	0.0	0.0
84126	8.0	29.0
106480013	0.0	0.0
84125	28.0	96.0
25780	1528.0	1615.0
106480012	0.0	0.0
84128	2039.0	4582.0
23120	10.0	0.0
106480015	0.0	0.0
25782	3914.0	10997.0
106480014	0.0	0.0
11144	54.0	40.0
11143	3363.0	12717.0
139212	0.0	7.0
84124	1196.0	1085.0
11146	294.0	656.0
11145	24608.0	2677.0
11148	1.0	1.0
86781	16.0	63.0
11147	382.0	267.0
11149	528.0	2688.0
392181	1.0	3.0
127294	48.0	170.0
644165	10.0	8.0
11151	515.0	441.0
166815	605.0	1082.0
392188	0.0	0.0
106479009	0.0	0.0
11153	663.0	1115.0
106479008	0.0	0.0
644168	0.0	0.0
11152	2461.0	2735.0
106479007	0.0	0.0
25796	1688.0	1670.0
130888	411.0	1518.0
23133	2560.0	8810.0
106479006	2.0	15.0
106480017	0.0	0.0
106480016	0.0	0.0
106479005	0.0	0.0
23135	4327.0	3927.0
25798	5359.0	3740.0
106479004	0.0	0.0
106480019	0.0	0.0
23136	5685.0	4683.0
25797	280.0	6236.0
106479003	0.0	0.0
106480018	0.0	0.0
23137	2608.0	6080.0
106479002	0.0	0.0
25799	511.0	679.0
402055	804.0	2730.0
23138	249.0	1741.0
106479001	0.0	0.0
23139	2817.0	4662.0
106479000	0.0	0.0
644160	1.0	8.0
106480020	0.0	0.0
25790	63.0	99.0
106480022	0.0	0.0
106480021	0.0	0.0
25792	5877.0	5846.0
106480024	0.0	0.0
25791	91.0	66.0
23130	1777.0	2346.0
106480023	0.0	0.0
23131	4476.0	11000.0
25794	9.0	57.0
106480026	1.0	3.0
25793	6812.0	7984.0
23132	2299.0	2790.0
106480025	0.0	1.0
11155	684.0	183.0
11154	558.0	1580.0
11157	1063.0	715.0
11156	1106.0	1346.0
11159	330.0	748.0
139221	165.0	843.0
11158	737.0	1840.0
392193	0.0	0.0
23108	527.0	4960.0
23109	2.0	26.0
127281	764.0	1467.0
441608	0.0	0.0
154860	1.0	6.0
11120	1584.0	2663.0
343263	0.0	0.0
154865	33.0	58.0
25763	0.0	1.0
106479039	0.0	0.0
23101	28.0	17.0
106479038	6.0	216.0
23102	7884.0	4407.0
106479037	11.0	3.0
25764	104.0	64.0
106479036	0.0	0.0
106479035	0.0	0.0
23105	17.0	2617.0
25766	341.0	490.0
106479034	0.0	0.0
25769	7.0	538.0
106479033	2.0	0.0
23107	3930.0	9879.0
106479032	0.0	0.0
106479031	0.0	0.0
11129	917.0	662.0
106479030	0.0	0.0
84148	2037.0	6104.0
84144	467.0	2950.0
11122	426.0	84.0
84146	2521.0	6502.0
11124	3203.0	4525.0
11123	848.0	3835.0
11126	29.0	18.0
84140	274.0	993.0
11128	1503.0	5519.0
84142	920.0	1907.0
84141	112.0	208.0
139231	4221.0	15642.0
11127	787.0	9698.0
23119	440.0	353.0
644186	1.0	21.0
11131	318.0	69.0
11130	224.0	4102.0
106479029	0.0	0.0
23111	6915.0	9805.0
106479028	1.0	1.0
25774	0.0	6.0
23112	3622.0	2656.0
106479027	0.0	2.0
25776	1477.0	1138.0
23113	1649.0	1428.0
106479026	0.0	0.0
25775	9.0	3.0
23114	1629.0	18223.0
106479025	0.0	2.0
25778	2937.0	9339.0
106479024	0.0	0.0
25777	14789.0	3703.0
23116	1661.0	5424.0
106479023	3.0	1.0
23117	90.0	148.0
106479022	0.0	0.0
23118	8135.0	11684.0
106479021	0.0	0.0
115294	6970.0	19260.0
106479020	3.0	27.0
106480000	0.0	1.0
25770	0.0	0.0
106480002	0.0	0.0
106480001	0.0	0.0
152206	30.0	18.0
106480004	0.0	0.0
25771	2121.0	1133.0
84138	380.0	190.0
106480003	1.0	5.0
11133	290.0	164.0
84133	10.0	15.0
84132	1060.0	2683.0
11132	370.0	528.0
11135	3725.0	1397.0
84135	927.0	3673.0
84134	745.0	1523.0
11137	3694.0	8527.0
115290	1347.0	1428.0
11136	11.0	6.0
84131	827.0	5563.0
11138	1535.0	3165.0
730993	0.0	1.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	2.0	0.0
102465246	0.0	0.0
100272147	0.0	0.0
345895	56.0	478.0
729993	71.0	6345.0
50717	4658.0	6417.0
102465257	1.0	2.0
102465256	0.0	0.0
102465255	1.0	0.0
729991	694.0	694.0
102465254	3.0	0.0
102465253	0.0	0.0
164284	319.0	139.0
100884155	1.0	3.0
102465252	0.0	0.0
730978	1.0	1.0
102465251	0.0	0.0
102465250	6.0	2.0
730974	0.0	0.0
392194	1.0	374.0
392197	0.0	0.0
646702	0.0	0.0
646701	0.0	0.0
646721	0.0	0.0
729962	3.0	0.0
729967	415.0	1100.0
2504	15.0	16.0
2503	49.0	42.0
284418	0.0	0.0
2502	18.0	16.0
284417	66.0	13.0
2501	73.0	72.0
2500	132.0	130.0
284415	1.0	0.0
404635	0.0	1.0
619190	0.0	1.0
404636	1198.0	2854.0
2509	36.0	21.0
646723	2.0	4.0
2508	70.0	130.0
2507	16.0	10.0
619189	0.0	2.0
164237	0.0	16.0
729956	2.0	22.0
140290	19.0	49.0
729952	1.0	2.0
2515	0.0	1.0
284408	54.0	182.0
2512	198259.0	68640.0
284406	305.0	112.0
2510	2.0	0.0
284403	42.0	1012.0
284402	46.0	69.0
2519	4096.0	10522.0
2518	8.0	5.0
2517	2345.0	3242.0
2516	3.0	0.0
646755	4.0	1.0
646754	0.0	0.0
646753	1.0	0.0
260434	2.0	0.0
23189	12931.0	2420.0
260436	158.0	0.0
23180	8917.0	2313.0
2526	672.0	181.0
23181	2414.0	3846.0
2525	13.0	2.0
2524	28.0	135.0
2523	674.0	1844.0
23184	3604.0	7488.0
2521	8690.0	17401.0
23185	3348.0	14372.0
23186	2800.0	4587.0
2520	0.0	0.0
23187	19049.0	3681.0
2529	2.0	3.0
2528	13.0	0.0
2527	0.0	0.0
152273	8077.0	1648.0
644100	1.0	0.0
646766	5.0	19.0
644101	2.0	32.0
23199	10526.0	19473.0
260425	1432.0	7232.0
729974	0.0	0.0
260429	1.0	0.0
2537	2215.0	1139.0
23191	10368.0	21746.0
23192	1767.0	2802.0
23193	23756.0	79494.0
2535	110.0	232.0
2534	6623.0	1740.0
23194	3757.0	4016.0
2533	473.0	1894.0
23195	4200.0	8441.0
23196	11446.0	28480.0
2532	18784.0	160.0
23197	5075.0	20871.0
2531	7852.0	5497.0
2530	2169.0	6216.0
23198	4141.0	9460.0
345829	5.0	10.0
646759	0.0	0.0
646758	0.0	4.0
2539	2914.0	2783.0
2538	1.0	0.0
23190	8649.0	16009.0
25903	3973.0	3973.0
25902	762.0	3189.0
25904	1464.0	4971.0
100129866	7.0	11.0
25907	76.0	44.0
100130855	75.0	834.0
25906	460.0	862.0
25909	5098.0	11158.0
100127206	0.0	0.0
100129867	0.0	2.0
2551	2947.0	5970.0
2550	1299.0	1629.0
25901	1561.0	2627.0
25900	862.0	278.0
2548	4619.0	3702.0
223075	15.0	0.0
2547	15833.0	29178.0
100874409	0.0	1.0
100874408	0.0	0.0
2543	0.0	480.0
100379345	4.0	7.0
2542	853.0	1753.0
100874403	0.0	0.0
100874402	0.0	1.0
100874401	1.0	0.0
100874400	1.0	0.0
100129863	0.0	0.0
100874407	0.0	0.0
100874406	0.0	0.0
100874405	0.0	0.0
2549	3204.0	10610.0
100874404	0.0	0.0
25914	863.0	1012.0
100130848	0.0	0.0
25913	1266.0	8957.0
100129858	42.0	73.0
25915	2984.0	4614.0
25917	1968.0	7107.0
2562	498.0	2649.0
2561	96.0	142.0
2560	2.0	1.0
25912	12787.0	45593.0
25911	436.0	1713.0
2559	0.0	0.0
2558	0.0	0.0
2557	1.0	0.0
2556	4.0	58.0
2555	238.0	1.0
2554	0.0	3.0
2553	2802.0	4438.0
100129853	0.0	1.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	14.0	9.0
2572	1.0	0.0
2571	9.0	2040.0
2570	24.0	11.0
2569	7.0	36.0
2568	3579.0	17.0
2567	0.0	3.0
2566	0.0	0.0
2565	33.0	0.0
2564	6043.0	49.0
2563	26.0	217.0
100874425	0.0	0.0
100874424	0.0	1.0
100874423	0.0	0.0
100129842	302.0	1541.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	18.0	1.0
100129836	7.0	2.0
100874410	1.0	2.0
286676	93.0	185.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	447.0	361.0
2583	142.0	1134.0
2582	392.0	453.0
2581	2765.0	2355.0
2580	2945.0	8158.0
100874419	0.0	0.0
100874414	0.0	1.0
100874413	1.0	0.0
100874412	0.0	1.0
100874411	4.0	0.0
100874418	2.0	0.0
223082	795.0	3408.0
100874417	2.0	3.0
100874416	0.0	1.0
100874415	0.0	0.0
100129827	8.0	14.0
100874443	0.0	1.0
100874442	0.0	0.0
100129824	0.0	0.0
100874441	0.0	1.0
100874440	0.0	0.0
2595	1322.0	838.0
2593	589.0	1234.0
100379300	0.0	0.0
2592	1026.0	256.0
2591	491.0	104.0
441389	256.0	468.0
2590	5367.0	2637.0
441386	6.0	10.0
127617	1.0	6.0
2589	4728.0	14706.0
2588	1055.0	598.0
2587	46.0	2.0
441391	22.0	92.0
284018	2351.0	4198.0
2585	1047.0	890.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	44.0	29.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	1.0	2.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	0.0
100874431	1.0	6.0
100874430	0.0	0.0
100129813	3.0	1.0
441377	0.0	0.0
441376	106.0	1235.0
441381	0.0	0.0
127602	95.0	1145.0
2597	47139.0	134140.0
2596	126.0	14.0
100874436	0.0	0.0
284004	618.0	975.0
100874435	0.0	0.0
100874434	2.0	4.0
100874433	2.0	0.0
284001	662.0	958.0
100874439	0.0	2.0
100874438	0.0	0.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	8.0	10.0
100874464	0.0	1.0
100874462	0.0	3.0
100129801	0.0	2.0
100874469	0.0	1.0
100874468	0.0	0.0
100874467	3.0	3.0
100874466	1.0	0.0
100874450	0.0	0.0
50937	5456.0	2422.0
100874454	0.0	0.0
50939	21.0	59.0
100874453	0.0	0.0
100874452	2.0	0.0
100874451	0.0	1.0
100874457	0.0	0.0
100874456	0.0	5.0
50940	1523.0	141.0
100874455	2.0	6.0
50943	25.0	23.0
50945	3.0	0.0
50944	10.0	33.0
100874459	0.0	7.0
23328	14918.0	4799.0
23329	360.0	868.0
84281	709.0	42.0
84280	1568.0	6011.0
644076	1.0	0.0
11340	1025.0	2006.0
644079	0.0	1.0
25983	1658.0	6764.0
127665	2.0	428.0
23321	3196.0	8113.0
115677	2502.0	1423.0
644070	0.0	0.0
23322	490.0	1927.0
25984	1406.0	11.0
23324	6363.0	6010.0
25987	14725.0	5690.0
23325	4002.0	6231.0
23326	12421.0	30979.0
25989	1062.0	3508.0
23327	3768.0	8173.0
25988	589.0	870.0
25981	1105.0	433.0
25980	3575.0	7018.0
11342	5882.0	12861.0
84287	1259.0	6905.0
84286	1168.0	1558.0
11341	59.0	27.0
284058	3288.0	8464.0
84289	1100.0	1571.0
11344	1581.0	1180.0
11343	42774.0	1748.0
84288	614.0	1358.0
84283	263.0	985.0
11346	27329.0	4330.0
11345	5680.0	7968.0
84282	1989.0	1932.0
84285	1389.0	4605.0
84284	2162.0	3035.0
23339	6842.0	6865.0
84270	591.0	573.0
23331	5569.0	910.0
25994	3423.0	4989.0
23332	6535.0	10962.0
25996	2748.0	1443.0
23333	1769.0	2415.0
23334	3224.0	1698.0
25998	4382.0	15434.0
23335	2368.0	3879.0
23336	9276.0	1434.0
441332	0.0	0.0
644082	0.0	0.0
23338	3268.0	3485.0
25999	1712.0	1380.0
441331	0.0	0.0
84279	1176.0	838.0
25992	4346.0	1692.0
84276	1312.0	2665.0
84275	1845.0	933.0
284047	227.0	559.0
84278	195.0	497.0
84277	1091.0	1892.0
84272	4291.0	11465.0
84271	4448.0	6714.0
84274	1710.0	2829.0
84273	1532.0	3686.0
23306	1139.0	6216.0
23307	3115.0	5652.0
284040	31.0	13.0
23308	45.0	255.0
23309	2941.0	3000.0
25961	192.0	394.0
25960	8185.0	1377.0
25963	6296.0	21691.0
23300	6143.0	6156.0
23301	8117.0	5794.0
25962	5346.0	28956.0
23302	660.0	181.0
23303	3493.0	3042.0
644096	320.0	441.0
23304	4569.0	10888.0
25966	15793.0	3919.0
23305	26.0	110.0
644094	0.0	2.0
11328	15556.0	8425.0
11329	4129.0	5268.0
11320	2203.0	18809.0
137012	4.0	15.0
113000	350.0	1246.0
11322	1336.0	574.0
11321	2152.0	4879.0
284034	3.0	1.0
11326	2112.0	1689.0
11325	9928.0	15165.0
23317	5385.0	9910.0
84290	1.0	0.0
25979	2164.0	1908.0
23318	2277.0	574.0
84292	211.0	211.0
25972	2149.0	5312.0
23310	1206.0	8006.0
441359	0.0	0.0
25974	456.0	707.0
23312	1477.0	3142.0
25973	181.0	331.0
23313	5486.0	4793.0
25976	7610.0	2663.0
23314	702.0	833.0
25975	996.0	30.0
441355	13.0	39.0
25978	3126.0	11735.0
23315	1665.0	2132.0
25977	2184.0	12174.0
23316	17.0	5.0
11339	23.0	292.0
11338	4484.0	8742.0
441362	0.0	0.0
441361	0.0	0.0
140660	4.0	9.0
115650	40.0	162.0
127623	1.0	0.0
25970	1941.0	2623.0
284029	166.0	112.0
115653	0.0	0.0
84298	1558.0	2939.0
11331	8427.0	10129.0
11330	5.0	1.0
11333	4078.0	3942.0
152641	56.0	3.0
11332	552.0	2583.0
84299	1243.0	8204.0
11335	6648.0	51385.0
84294	1313.0	9516.0
11334	1420.0	2863.0
84293	32861.0	20885.0
84296	92.0	1874.0
11337	3854.0	7175.0
284021	177.0	299.0
84295	1280.0	6812.0
11336	3636.0	3508.0
25946	2728.0	1044.0
25949	3806.0	2745.0
25948	6296.0	10367.0
441308	0.0	1.0
139604	0.0	0.0
100130898	0.0	0.0
100130894	7.0	8.0
25941	4475.0	4608.0
25940	2518.0	4998.0
100130892	15.0	31.0
25943	4526.0	1419.0
25942	5929.0	15219.0
100130890	157.0	183.0
25945	1508.0	772.0
11309	2075.0	3583.0
284099	2.0	5.0
284098	529.0	4932.0
25957	6055.0	9566.0
140609	9477.0	6616.0
25959	17202.0	4464.0
100130889	4.0	0.0
100130887	43.0	17.0
25950	281.0	564.0
25953	2021.0	4521.0
25956	474.0	616.0
11317	3.0	1.0
11316	3012.0	3171.0
11319	2174.0	6871.0
11318	35.0	11.0
100379378	0.0	0.0
11311	2611.0	4932.0
11313	1442.0	1603.0
140603	0.0	0.0
11315	10037.0	12137.0
284086	145.0	596.0
11314	225.0	325.0
25925	3748.0	1642.0
284085	0.0	22.0
25924	1416.0	1759.0
25927	3016.0	510.0
284083	0.0	2.0
100130879	0.0	0.0
25926	2019.0	9136.0
139628	0.0	0.0
25929	2217.0	4297.0
25928	415.0	5.0
441328	0.0	0.0
127687	1242.0	1703.0
100130873	0.0	1.0
441327	0.0	0.0
441326	0.0	0.0
100130871	0.0	0.0
441324	0.0	0.0
25921	6970.0	16946.0
441323	0.0	0.0
25920	3026.0	3969.0
25923	12810.0	35208.0
140612	602.0	851.0
100129880	0.0	0.0
284076	12.0	54.0
100129882	6.0	8.0
25936	1383.0	2441.0
25938	2228.0	4487.0
25937	7350.0	3256.0
284071	17.0	120.0
100130866	0.0	0.0
25939	13828.0	6869.0
113026	3418.0	424.0
441317	0.0	0.0
441315	0.0	0.0
25930	3368.0	4728.0
441314	0.0	0.0
441313	0.0	0.0
25932	22953.0	30564.0
127671	0.0	0.0
25934	1911.0	4272.0
127670	3.0	5.0
284069	104.0	337.0
140623	5.0	19.0
140625	0.0	0.0
284067	6.0	1.0
100129871	0.0	0.0
140628	2.0	0.0
406982	0.0	0.0
406981	0.0	0.0
406984	0.0	2.0
406983	0.0	3.0
406986	0.0	0.0
406985	0.0	0.0
406988	3.0	0.0
406987	0.0	0.0
23287	1609.0	3891.0
23288	1272.0	5163.0
406980	0.0	0.0
84206	166.0	483.0
23281	35.0	111.0
84203	4.0	5.0
23283	2937.0	7265.0
23284	681.0	58.0
140596	0.0	0.0
23285	693.0	984.0
152579	1213.0	4223.0
140597	133.0	1.0
23286	929.0	5601.0
152578	1.0	3.0
406979	0.0	0.0
406978	0.0	0.0
152573	257.0	20.0
644000	0.0	0.0
646663	0.0	0.0
406971	0.0	0.0
406970	0.0	0.0
406973	0.0	0.0
406972	0.0	0.0
406974	0.0	0.0
406977	1.0	0.0
406976	0.0	1.0
23299	3171.0	4278.0
201725	368.0	2075.0
23291	4159.0	11945.0
23293	1968.0	3252.0
23294	3185.0	5842.0
23295	3109.0	6832.0
406968	4.0	1.0
406967	0.0	0.0
646658	21.0	1.0
152586	0.0	8.0
406969	0.0	0.0
406960	0.0	0.0
11281	52.0	3.0
406962	15.0	5.0
646672	0.0	6.0
11280	170.0	35.0
406961	0.0	0.0
11283	5.0	137.0
406964	0.0	0.0
11282	2839.0	5799.0
406963	0.0	0.0
644016	1.0	16.0
11285	925.0	1042.0
406966	1.0	0.0
11284	725.0	989.0
406965	1.0	0.0
23265	5173.0	6667.0
23266	5501.0	5553.0
23268	2597.0	7094.0
23269	3054.0	1127.0
84229	3.0	2.0
164592	15.0	30.0
59269	1501.0	2188.0
84225	114.0	90.0
23261	1469.0	3503.0
84224	531.0	907.0
23262	2462.0	9130.0
23263	3741.0	8731.0
23264	7334.0	3964.0
84226	106.0	583.0
84221	176.0	161.0
406957	0.0	2.0
84220	1.0	1.0
406956	0.0	0.0
84223	891.0	1319.0
406959	0.0	0.0
406958	0.0	0.0
84222	6.0	88.0
646685	0.0	1.0
644022	0.0	0.0
406951	0.0	0.0
406950	0.0	0.0
406953	0.0	0.0
646688	23.0	16.0
406952	0.0	0.0
406955	0.0	0.0
406954	0.0	0.0
23276	1308.0	3439.0
23277	3506.0	3314.0
23279	3589.0	12346.0
59277	8134.0	3071.0
59272	95.0	5.0
59271	1749.0	231.0
59274	3111.0	2503.0
84218	0.0	0.0
84217	163.0	148.0
23270	2590.0	11155.0
23271	5710.0	12530.0
84219	393.0	500.0
23272	6056.0	14827.0
23274	1793.0	4754.0
84216	405.0	1065.0
84215	162.0	52.0
23275	1688.0	1429.0
406946	0.0	0.0
84210	6.0	34.0
406945	0.0	1.0
644017	0.0	0.0
406948	0.0	0.0
406947	0.0	0.0
406949	0.0	0.0
644032	0.0	0.0
646693	0.0	0.0
11261	14052.0	8280.0
644037	10.0	19.0
11260	6196.0	23236.0
646698	2.0	0.0
11262	48.0	46.0
23243	4865.0	8790.0
23244	7429.0	31516.0
59286	4042.0	4868.0
23245	345.0	5129.0
23246	857.0	3520.0
23247	1122.0	4294.0
59283	20.0	20.0
23248	5362.0	7846.0
644030	0.0	0.0
59285	5.0	662.0
59284	1.0	1.0
84247	3434.0	2407.0
23240	3737.0	1363.0
84246	1192.0	1894.0
84249	40.0	828.0
23241	5039.0	2019.0
23242	800.0	6432.0
84248	5443.0	15608.0
84243	2972.0	2239.0
11264	1656.0	2785.0
84245	1033.0	1004.0
11267	2436.0	3125.0
11266	653.0	1739.0
11269	1188.0	966.0
84240	1017.0	1700.0
11270	738.0	2715.0
644042	1.0	0.0
11272	45.0	174.0
11274	942.0	287.0
11273	4634.0	14171.0
23254	1845.0	726.0
23255	245.0	982.0
23256	3543.0	17579.0
23258	10296.0	11178.0
23259	6693.0	80379.0
644041	3.0	0.0
84239	76.0	44.0
23250	2981.0	1043.0
84236	2352.0	5186.0
23251	100.0	515.0
23252	1085.0	1480.0
140564	205.0	72.0
23253	5375.0	7303.0
84232	6819.0	9773.0
11276	3696.0	7635.0
11275	1303.0	2149.0
84231	2926.0	7603.0
49861	10.0	21.0
11278	1785.0	2520.0
49860	0.0	0.0
84233	1125.0	2189.0
11277	0.0	0.0
11279	1904.0	445.0
84230	5838.0	2298.0
23229	1974.0	3550.0
49856	815.0	1141.0
644054	0.0	0.0
49855	1456.0	5624.0
644059	0.0	0.0
49854	3696.0	3817.0
11240	797.0	1226.0
23221	1069.0	1061.0
25884	14.0	11.0
23223	1039.0	3818.0
25886	111.0	1361.0
23224	16218.0	8264.0
25885	2829.0	11578.0
23225	564.0	17022.0
25888	595.0	1696.0
23228	1932.0	621.0
644050	6.0	9.0
201780	0.0	10.0
84269	589.0	1622.0
152559	975.0	1299.0
25880	453.0	1318.0
84268	1244.0	4039.0
23220	1823.0	2002.0
140576	5919.0	19580.0
84265	2986.0	1069.0
11243	787.0	906.0
139599	8.0	3.0
84264	33.0	348.0
140578	104.0	2.0
84267	1177.0	4369.0
11245	1439.0	2251.0
84266	970.0	650.0
11244	5138.0	13883.0
84261	284.0	732.0
11247	48.0	37.0
139596	648.0	1354.0
84260	757.0	1234.0
84263	11473.0	13154.0
11249	1.0	2.0
84262	686.0	1789.0
11248	778.0	1887.0
345557	789.0	5.0
406993	0.0	0.0
406992	1.0	0.0
406995	0.0	0.0
406994	0.0	0.0
11250	3.0	2.0
406997	1.0	1.0
406996	0.0	0.0
11252	3752.0	4352.0
406999	0.0	0.0
11251	74.0	17.0
406998	0.0	0.0
23232	1660.0	4421.0
25895	1011.0	1190.0
23233	4191.0	5882.0
25894	754.0	1945.0
25897	6439.0	9508.0
23234	484.0	2228.0
25896	948.0	6572.0
23235	26195.0	2913.0
23236	1900.0	1678.0
25898	1512.0	2933.0
23237	290.0	5.0
644063	25.0	85.0
406991	0.0	0.0
23239	2537.0	2411.0
406990	0.0	0.0
25891	4269.0	75.0
84258	6.0	5.0
25890	19911.0	1222.0
25893	46.0	450.0
23230	2759.0	9534.0
23231	1560.0	1603.0
84259	1042.0	1948.0
84254	572.0	679.0
11254	138.0	0.0
84253	503.0	1737.0
11253	3053.0	4488.0
406989	0.0	0.0
84256	1650.0	1706.0
11255	1.0	623.0
84255	3293.0	10208.0
84250	413.0	2119.0
11258	2217.0	4951.0
11257	663.0	1163.0
84251	240.0	654.0
11259	15837.0	3448.0
100874483	0.0	0.0
100874482	0.0	0.0
100874480	0.0	0.0
406900	2.0	1.0
100874484	4.0	0.0
201799	252.0	3184.0
201798	21.0	141.0
50831	0.0	6.0
100874489	1.0	0.0
100874488	0.0	0.0
50833	0.0	0.0
50832	15.0	36.0
50835	0.0	3.0
50834	0.0	7.0
50837	0.0	0.0
102465139	0.0	0.0
50836	0.0	2.0
100874471	1.0	1.0
102465138	0.0	0.0
50839	5.0	7.0
100874470	0.0	0.0
102465137	0.0	0.0
50838	0.0	2.0
102465136	3.0	2.0
100874476	0.0	5.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	0.0	0.0
50840	55.0	128.0
100874479	1.0	3.0
100874478	0.0	0.0
100874477	2.0	2.0
50846	45.0	9.0
100499183	128.0	350.0
50848	4875.0	11744.0
2601	3.0	5.0
100499177	1469.0	7444.0
102465141	0.0	0.0
50853	382.0	606.0
2609	1.0	1.0
102465140	0.0	0.0
50852	12.0	5.0
50855	181.0	179.0
50854	4081.0	13724.0
100499171	0.0	0.0
50856	70.0	141.0
50859	20.0	0.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	0.0	0.0
100874492	0.0	0.0
