id	2d3e6de2-dc7c-4078-8d1c-aecac52b4a44	3fb92a97-b53b-4f00-88b2-958b0ad2b46d
100847026	0.0	0.0
100847027	0.0	0.0
100847024	1.0	0.0
259266	61.0	4729.0
100847025	0.0	0.0
100847028	3.0	0.0
100847029	0.0	0.0
4969	22633.0	586.0
2306	44.0	214.0
2305	79.0	2447.0
2304	13.0	2.0
2303	111.0	13.0
2302	8.0	961.0
284217	466.0	79.0
2301	0.0	3.0
2300	70.0	41.0
284215	6.0	15.0
2309	7620.0	9481.0
4967	10037.0	10357.0
2308	7157.0	1269.0
4968	1015.0	920.0
2307	85.0	92.0
100847030	1.0	0.0
100847033	0.0	0.0
100847031	0.0	0.0
4982	535.0	21.0
100847032	0.0	0.0
100862667	0.0	0.0
100847037	0.0	0.0
100862668	0.0	0.0
100847038	0.0	0.0
100862669	0.0	0.0
100847035	0.0	0.0
100847036	0.0	0.0
100862664	0.0	0.0
100862665	1.0	3.0
100847039	0.0	1.0
100862666	0.0	0.0
2317	23024.0	50015.0
2316	96223.0	12857.0
2315	36.0	23.0
2314	9920.0	3909.0
100862662	227.0	1.0
2313	4522.0	550.0
284207	1677.0	1160.0
2312	34.0	11.0
2311	0.0	0.0
2310	66.0	56.0
284203	0.0	0.0
4973	120.0	132.0
4974	64.0	3.0
4975	0.0	0.0
4976	6796.0	12139.0
2319	6165.0	6019.0
4978	155.0	25.0
2318	4253.0	271.0
100847040	0.0	0.0
100847041	0.0	0.0
4990	0.0	2.0
4991	0.0	0.0
4992	0.0	0.0
100847042	0.0	0.0
4993	9.0	10.0
100847043	0.0	0.0
2331	25031.0	1265.0
100862678	0.0	0.0
100847048	1.0	0.0
2330	639.0	1990.0
100862679	0.0	0.0
100847049	1.0	0.0
100847046	6.0	3.0
100847047	0.0	0.0
100862675	0.0	0.0
100862676	0.0	0.0
259240	0.0	0.0
100862677	0.0	0.0
2328	360.0	30.0
100862670	0.0	0.0
2327	14582.0	547.0
2326	418.0	470.0
100862672	0.0	0.0
100862673	0.0	0.0
2324	1596.0	358.0
2323	93.0	9.0
259239	0.0	1.0
2322	92.0	17.0
2321	8225.0	4141.0
4983	1811.0	1230.0
4985	44.0	8.0
4986	11.0	1.0
4987	197.0	432.0
4988	0.0	0.0
2329	584.0	632.0
100847051	0.0	1.0
100847052	0.0	0.0
100847050	1.0	0.0
100847055	0.0	0.0
100847056	0.0	0.0
100847053	0.0	0.0
100847054	0.0	0.0
2342	721.0	433.0
100847059	0.0	0.0
2341	0.0	0.0
100847057	0.0	0.0
100847058	0.0	0.0
2339	4871.0	1794.0
2335	72228.0	136177.0
2334	292.0	16.0
104502416	0.0	0.0
259249	0.0	0.0
2332	3440.0	5151.0
100862680	1.0	3.0
4994	2.0	32.0
4995	2.0	16.0
104502417	24.0	1.0
4998	31.0	484.0
4999	1571.0	3085.0
260294	38.0	30.0
100847062	0.0	0.0
260293	895.0	4217.0
100847063	0.0	0.0
284260	11.0	14.0
100847060	0.0	0.0
730792	0.0	0.0
100847066	0.0	1.0
100847067	0.0	0.0
100847064	0.0	0.0
100847065	0.0	0.0
2353	26186.0	817.0
2352	4.0	0.0
100847068	0.0	1.0
2350	5575.0	182.0
100847069	1.0	0.0
100862692	1.0	1.0
2348	223.0	82.0
2346	358.0	120.0
284257	0.0	0.0
284254	0.0	0.0
100847070	0.0	0.0
284252	885.0	1567.0
100847073	0.0	0.0
100847074	0.0	0.0
100847071	2.0	0.0
100847072	0.0	2.0
100847077	0.0	0.0
729790	0.0	2.0
100847078	0.0	0.0
100847075	2.0	3.0
100847076	0.0	1.0
100847079	0.0	0.0
729799	30.0	34.0
729798	4.0	3.0
2359	3506.0	352.0
2358	38.0	3.0
2357	302.0	38.0
2356	1623.0	2194.0
2355	7233.0	6895.0
2354	3046.0	81.0
100847080	0.0	0.0
100847081	0.0	0.0
259283	0.0	0.0
100847084	0.0	0.0
259282	7091.0	5489.0
100847085	0.0	0.0
100847082	1.0	0.0
100847083	0.0	0.0
100847088	0.0	0.0
100847089	0.0	0.0
100847086	0.0	1.0
100847087	1.0	2.0
259289	2.0	2.0
259287	0.0	0.0
259286	0.0	0.0
259285	0.0	0.0
646909	4.0	0.0
284233	30.0	10.0
284232	1.0	0.0
100847092	0.0	0.0
100847090	0.0	0.0
259294	6.0	2.0
259293	2.0	1.0
259292	2.0	0.0
100847093	0.0	0.0
259290	6.0	3.0
259296	1.0	2.0
259295	23.0	28.0
646913	0.0	0.0
646912	0.0	0.0
646910	0.0	0.0
50700	4.0	0.0
646915	5.0	0.0
59082	1.0	0.0
2395	451.0	585.0
59084	571.0	4055.0
441584	0.0	0.0
11108	2497.0	2858.0
11107	820.0	184.0
11100	14136.0	10787.0
11102	1362.0	830.0
11101	3207.0	2830.0
139411	626.0	3.0
11104	1198.0	2305.0
11103	2945.0	6793.0
284297	4970.0	806.0
11105	1.0	0.0
693231	0.0	0.0
25759	924.0	977.0
693232	31.0	9.0
284293	9.0	0.0
693233	0.0	0.0
693234	0.0	0.0
693235	0.0	1.0
115426	2532.0	1278.0
25758	417.0	1333.0
100379174	0.0	0.0
11119	3057.0	1553.0
11118	2231.0	1602.0
441581	3.0	2.0
127406	3.0	0.0
84034	4857.0	795.0
84033	1011.0	3208.0
11113	288.0	2195.0
11112	6045.0	5044.0
139422	0.0	0.0
284288	1.0	1.0
139420	0.0	0.0
11117	3036.0	2144.0
11116	563.0	1906.0
693220	50.0	105.0
693221	0.0	0.0
84061	7019.0	1778.0
693222	0.0	0.0
84060	1018.0	912.0
693223	0.0	0.0
693224	0.0	0.0
693225	0.0	0.0
693226	5.0	1.0
139425	0.0	0.0
693227	0.0	0.0
693228	3.0	0.0
693229	0.0	0.0
115416	662.0	821.0
84067	1556.0	1438.0
84066	1.0	5.0
84069	38.0	165.0
84068	727.0	1511.0
84063	1.0	2.0
284276	34.0	3.0
84062	1104.0	1096.0
139431	0.0	0.0
84065	1482.0	904.0
284274	1.0	2.0
84064	1896.0	3041.0
284273	2923.0	1501.0
693230	1.0	1.0
693210	0.0	0.0
693211	0.0	0.0
693212	0.0	0.0
693213	3.0	0.0
693214	0.0	0.0
693215	0.0	0.0
693216	0.0	0.0
693217	0.0	0.0
693218	0.0	0.0
693219	1.0	0.0
152405	0.0	0.0
152404	6.0	4.0
84059	349.0	1711.0
84056	3141.0	1019.0
84055	5.0	22.0
84058	251.0	318.0
84057	10.0	158.0
284266	46.0	23.0
84054	21.0	16.0
84081	2816.0	4580.0
84080	433.0	49.0
84083	365.0	696.0
441549	180.0	68.0
441548	13.0	72.0
441543	0.0	0.0
100379142	0.0	0.0
100379141	0.0	0.0
441550	10.0	12.0
84089	0.0	0.0
84088	0.0	0.0
84085	1992.0	4031.0
84084	19.0	21.0
84087	1.0	1.0
84086	0.0	0.0
84070	23.0	8.0
84072	17.0	2.0
84071	316.0	385.0
392100	1.0	0.0
100379132	0.0	0.0
392106	1.0	1.0
441533	0.0	0.0
441531	5.0	5.0
84078	1099.0	2634.0
84077	15.0	20.0
84079	2839.0	3066.0
84074	126.0	219.0
84073	61.0	207.0
84076	3.0	0.0
84075	0.0	1.0
100847000	0.0	0.0
100847001	0.0	0.0
100847004	0.0	0.0
201931	2930.0	3062.0
100847005	0.0	0.0
100847002	0.0	0.0
100847003	0.0	1.0
100847008	8.0	0.0
100847006	0.0	0.0
100847007	0.0	0.0
106480196	0.0	0.0
441572	0.0	0.0
106480195	2.0	0.0
106480198	0.0	0.0
106480197	0.0	0.0
106480199	0.0	0.0
127435	16394.0	1953.0
106480190	1.0	0.0
106480192	0.0	0.0
106480191	0.0	0.0
106480194	1.0	0.0
106480193	0.0	0.0
84091	0.0	0.0
103695432	1.0	0.0
343099	319.0	237.0
103695431	6.0	16.0
100847012	0.0	0.0
84090	0.0	0.0
103695434	3.0	0.0
103695433	2.0	1.0
100847010	3.0	12.0
103695436	0.0	2.0
100847015	0.0	0.0
103695435	3.0	1.0
100847016	0.0	1.0
100847013	0.0	0.0
100847014	0.0	0.0
441554	5.0	1.0
100847019	0.0	0.0
100847017	2.0	2.0
100847018	0.0	0.0
127428	1501.0	3853.0
84096	0.0	0.0
84097	0.0	0.0
11061	1.0	3.0
646892	10.0	2.0
441509	28.0	3.0
646891	0.0	2.0
11060	3328.0	2785.0
11063	12.0	4.0
619279	8060.0	7760.0
646898	0.0	0.0
11062	366.0	539.0
11065	26.0	1574.0
441505	0.0	4.0
11064	1861.0	1842.0
23046	460.0	1488.0
441502	2.0	4.0
23047	3720.0	7171.0
441501	16.0	1.0
23048	3976.0	6394.0
106479179	0.0	0.0
23049	10527.0	13770.0
106479178	0.0	0.0
127385	0.0	0.0
106479177	0.0	0.0
106479176	0.0	0.0
106479175	0.0	0.0
106479174	0.0	0.0
106480174	0.0	0.0
106480173	0.0	0.0
106479173	0.0	0.0
106480176	0.0	0.0
106479172	0.0	0.0
23040	1.0	0.0
106479171	1.0	1.0
106480175	0.0	0.0
23041	4833.0	8221.0
106480178	0.0	0.0
106479170	0.0	0.0
23042	7100.0	31426.0
106480177	0.0	0.0
23043	673.0	3578.0
106480179	3.0	0.0
104384744	0.0	0.0
11067	38287.0	944.0
50674	3.0	0.0
11066	865.0	1107.0
11069	1156.0	267.0
11068	498.0	1267.0
139378	62.0	4.0
106480170	0.0	0.0
152330	1250.0	204.0
106480172	0.0	0.0
106480171	0.0	0.0
11070	1803.0	1581.0
404550	96.0	374.0
644242	96.0	99.0
404552	1.0	0.0
11072	1163.0	1051.0
11074	19.0	8.0
644246	72.0	41.0
11073	2668.0	6156.0
166979	0.0	19.0
11076	2249.0	634.0
11075	565.0	129.0
201965	938.0	2253.0
379027	0.0	0.0
23057	1379.0	3055.0
379028	0.0	0.0
106479169	0.0	0.0
379029	0.0	0.0
23059	1561.0	2031.0
164312	5.0	21.0
106479168	1.0	0.0
106479167	4.0	0.0
106479166	3.0	5.0
106479165	0.0	0.0
106479164	0.0	0.0
106480185	0.0	0.0
106479163	0.0	0.0
379030	0.0	0.0
106479162	0.0	0.0
379031	0.0	0.0
106480184	0.0	0.0
106479161	0.0	0.0
106480187	0.0	0.0
379032	0.0	0.0
23051	7162.0	3688.0
106479160	0.0	0.0
379033	0.0	0.0
106480186	0.0	0.0
23052	5527.0	2411.0
379034	1.0	0.0
106480189	0.0	0.0
86614	0.0	0.0
106480188	1.0	0.0
23053	2763.0	4075.0
115399	42.0	537.0
23054	4533.0	7845.0
11078	2009.0	1293.0
11077	19.0	127.0
644237	7.0	5.0
11079	4664.0	10992.0
106480181	0.0	0.0
106480180	0.0	0.0
106480183	1.0	1.0
106480182	0.0	0.0
11041	1981.0	881.0
11040	664.0	884.0
11043	1261.0	947.0
23023	3603.0	5191.0
441525	0.0	0.0
106480149	0.0	0.0
23024	4769.0	509.0
106480148	0.0	0.0
23025	10.0	38.0
23026	368.0	28.0
441521	0.0	0.0
23028	3613.0	3914.0
106479199	1.0	0.0
23029	83.0	211.0
106479198	0.0	0.0
201973	852.0	1152.0
106479197	0.0	0.0
106479196	0.0	0.0
106480152	0.0	0.0
106480151	0.0	0.0
106479195	0.0	0.0
106479194	0.0	0.0
106480154	0.0	0.0
106479193	0.0	0.0
106480153	0.0	0.0
106480156	0.0	0.0
106479192	0.0	0.0
23020	14976.0	21892.0
106480155	0.0	0.0
106479191	0.0	0.0
729817	0.0	1.0
106479190	0.0	0.0
106480158	0.0	0.0
23022	22912.0	6934.0
106480157	0.0	0.0
11045	34.0	3963.0
11044	2408.0	1728.0
11047	2227.0	5139.0
644248	1.0	0.0
11046	876.0	881.0
11049	0.0	0.0
106480150	0.0	0.0
343173	0.0	0.0
343172	0.0	18.0
343171	6.0	621.0
343170	1.0	1.0
441519	0.0	0.0
11052	3622.0	7801.0
441518	964.0	1184.0
11051	6959.0	5905.0
11054	1341.0	1157.0
23034	7855.0	360.0
23035	1399.0	732.0
106480159	0.0	0.0
23036	3836.0	4169.0
729816	0.0	0.0
23037	17658.0	752.0
23038	5691.0	2899.0
106479189	0.0	0.0
23039	6850.0	5712.0
106479188	0.0	0.0
106479187	0.0	0.0
106479186	1.0	0.0
106479185	0.0	0.0
106480163	0.0	0.0
106480162	0.0	0.0
106479184	0.0	0.0
106480165	4.0	0.0
106479183	0.0	0.0
106480164	0.0	0.0
106479182	0.0	0.0
23030	2054.0	9613.0
106479181	0.0	0.0
106480167	0.0	0.0
23031	1083.0	2467.0
106479180	0.0	0.0
106480166	0.0	0.0
23032	8049.0	3752.0
106480169	2.0	3.0
729809	0.0	0.0
23033	2647.0	2033.0
106480168	0.0	0.0
11056	1836.0	5264.0
11055	0.0	5.0
343169	0.0	0.0
11057	10163.0	91296.0
11059	8169.0	31561.0
106480161	0.0	0.0
106480160	0.0	0.0
693200	1.0	0.0
693201	10.0	1.0
693202	0.0	0.0
693203	0.0	0.0
11021	2850.0	3385.0
693204	0.0	0.0
11020	912.0	1567.0
693205	0.0	0.0
106479139	0.0	0.0
23001	7438.0	9918.0
106480127	0.0	0.0
693206	26.0	207.0
106479138	0.0	0.0
23002	5606.0	12858.0
106480126	0.0	0.0
693207	0.0	0.0
106479137	0.0	1.0
106480129	0.0	0.0
106479136	0.0	0.0
693208	0.0	1.0
693209	0.0	0.0
106480128	0.0	0.0
106479135	0.0	0.0
23005	1439.0	2246.0
106479134	0.0	0.0
106479133	0.0	1.0
23007	130.0	15.0
106479132	0.0	0.0
23008	6012.0	8304.0
106479131	2.0	0.0
106479130	7.0	3.0
106480130	0.0	0.0
106480132	0.0	0.0
106480131	0.0	0.0
106480134	0.0	0.0
106480133	0.0	0.0
106480136	0.0	0.0
106480135	0.0	0.0
11023	2.0	0.0
84000	206.0	2145.0
11022	643.0	1987.0
11025	141.0	10.0
11024	107.0	7.0
84002	544.0	50.0
139334	0.0	0.0
11027	111.0	5.0
11029	0.0	0.0
11030	9378.0	2302.0
106479129	1.0	0.0
11031	7069.0	3555.0
106479128	0.0	0.0
106479127	12.0	6.0
106480138	0.0	0.0
23012	4741.0	2743.0
23013	9968.0	5667.0
106479126	0.0	0.0
106480137	0.0	0.0
23014	3125.0	8407.0
106479125	0.0	0.0
23015	1465.0	184.0
106480139	0.0	1.0
106479124	0.0	0.0
23016	1052.0	658.0
106479123	0.0	0.0
23017	379.0	157.0
106479122	0.0	0.0
106479121	0.0	0.0
23019	12659.0	16753.0
106479120	0.0	1.0
106480141	0.0	0.0
106480140	0.0	0.0
106480143	0.0	0.0
106480142	0.0	0.0
106480145	0.0	0.0
106480144	2.0	0.0
106480147	0.0	0.0
23011	5789.0	6046.0
106480146	0.0	0.0
11034	31471.0	25833.0
152302	459.0	365.0
11033	124.0	379.0
11036	5.0	0.0
11035	361.0	1279.0
11037	2764.0	343.0
139341	652.0	1081.0
644297	6.0	6.0
166968	1778.0	4166.0
619212	0.0	0.0
59067	0.0	0.0
106480105	0.0	0.0
106479159	0.0	0.0
106480104	0.0	0.0
106479158	0.0	0.0
106480107	1.0	0.0
106479157	0.0	0.0
106480106	0.0	0.0
106479156	0.0	0.0
106480109	0.0	0.0
106480108	0.0	0.0
106479155	0.0	0.0
106479154	0.0	0.0
106479153	0.0	0.0
11009	56.0	775.0
106479152	0.0	0.0
106479151	0.0	0.0
106480110	0.0	0.0
106479150	0.0	0.0
106480112	0.0	2.0
106480111	0.0	1.0
106480114	0.0	0.0
106480113	0.0	0.0
11001	66.0	3571.0
11000	2141.0	3224.0
11005	140.0	61.0
11004	46.0	745.0
11007	317.0	189.0
11006	1209.0	143.0
127391	0.0	1.0
11010	2423.0	470.0
106479149	0.0	1.0
106480116	0.0	0.0
106479148	0.0	0.0
106480115	0.0	0.0
106480118	0.0	2.0
106479147	0.0	0.0
106479146	0.0	0.0
106480117	0.0	0.0
106479145	1.0	0.0
127396	264.0	727.0
106480119	0.0	0.0
106479144	0.0	0.0
619208	652.0	614.0
106479143	0.0	0.0
106479142	0.0	1.0
106479141	0.0	0.0
11019	790.0	308.0
106479140	0.0	0.0
106480121	0.0	0.0
106480120	0.0	0.0
106480123	1.0	0.0
106480122	0.0	0.0
106480125	0.0	0.0
106480124	2.0	1.0
11012	186.0	0.0
11011	2089.0	3697.0
11014	13084.0	31197.0
11013	29.0	45.0
11016	4842.0	3071.0
11015	2010.0	4907.0
11018	370.0	766.0
11017	1846.0	1787.0
139363	0.0	0.0
106144608	0.0	0.0
646808	4.0	1.0
106144606	8.0	1.0
106144607	0.0	0.0
345778	2458.0	6066.0
646802	1.0	0.0
730861	1.0	0.0
729873	0.0	0.0
106144601	0.0	0.0
106144602	0.0	0.0
164395	30.0	60.0
729877	0.0	0.0
259308	8.0	0.0
259307	74.0	42.0
106480101	1.0	0.0
106480100	0.0	0.0
106480103	0.0	0.0
106480102	0.0	0.0
646817	3.0	6.0
50604	3.0	1074.0
106479119	0.0	0.0
106479118	0.0	0.0
106479117	0.0	0.0
106479116	0.0	0.0
106479115	0.0	0.0
106479114	1.0	0.0
106479113	0.0	0.0
106479112	0.0	0.0
106479111	0.0	0.0
106479110	0.0	0.0
345757	658.0	1324.0
50613	0.0	0.0
50612	0.0	0.0
50615	37.0	31.0
50614	9.0	3.0
50617	221.0	1002.0
729894	2.0	0.0
50616	0.0	0.0
50619	409.0	974.0
50618	5591.0	6454.0
106479109	0.0	0.0
106479108	0.0	1.0
106479107	0.0	0.0
106479106	2.0	1.0
106479105	23.0	19.0
106479104	0.0	0.0
106479103	0.0	0.0
106479102	1.0	0.0
729898	1.0	0.0
106479101	0.0	0.0
106479100	0.0	0.0
50624	53.0	66.0
646839	1.0	5.0
50626	1582.0	2404.0
646837	258.0	153.0
50628	1286.0	962.0
646851	72.0	328.0
260332	0.0	2.0
23089	2409.0	91.0
260334	7.0	24.0
260337	0.0	1.0
260338	0.0	0.0
23081	791.0	412.0
23082	1628.0	3827.0
100272228	77.0	65.0
23085	6680.0	4648.0
23086	780.0	567.0
23087	1639.0	721.0
50631	116.0	72.0
50632	3.0	0.0
646849	0.0	1.0
23080	3111.0	13569.0
50636	29.0	238.0
50639	2.0	0.0
729830	237.0	764.0
644202	9.0	7.0
646864	1.0	0.0
646862	2.0	23.0
729838	2.0	0.0
23092	4265.0	649.0
23093	1460.0	1608.0
23094	1183.0	2658.0
23095	8332.0	10328.0
23096	1092.0	1559.0
23097	2279.0	5581.0
729828	1.0	1.0
23098	412.0	721.0
50640	3364.0	2344.0
23099	1220.0	1250.0
730811	0.0	0.0
23090	2100.0	216.0
23091	9242.0	14294.0
11081	14.0	43.0
50649	969.0	164.0
11080	3988.0	869.0
11083	4433.0	6891.0
729862	0.0	0.0
11082	22.0	274.0
11085	0.0	0.0
644213	4.0	1.0
100286844	70.0	58.0
646875	1.0	1.0
644214	1.0	4.0
11086	0.0	4.0
646873	0.0	1.0
23067	2738.0	3440.0
23060	3981.0	9937.0
23061	12198.0	16093.0
23062	5286.0	16544.0
23063	4772.0	5885.0
23064	10768.0	8617.0
23065	2215.0	3262.0
50651	165.0	484.0
100272205	66.0	533.0
23066	284.0	175.0
50650	2366.0	2681.0
50652	0.0	0.0
11092	431.0	410.0
644220	12.0	15.0
11091	1786.0	2026.0
11094	447.0	1840.0
729852	834.0	1522.0
11093	87.0	270.0
11096	10437.0	153.0
11095	70.0	14.0
11098	7384.0	1856.0
11097	941.0	1760.0
646884	0.0	0.0
23078	3291.0	3821.0
729857	17.0	3.0
23070	3235.0	3728.0
23071	5092.0	3112.0
23072	65.0	30.0
164380	0.0	0.0
23074	2926.0	3342.0
23075	9832.0	3949.0
23076	2629.0	5941.0
23077	17458.0	5742.0
11099	5203.0	490.0
646879	0.0	0.0
644218	0.0	0.0
646877	0.0	0.0
100130972	0.0	0.0
100379220	4.0	0.0
100130970	0.0	0.0
284339	6.0	189.0
284338	5.0	149.0
100129983	0.0	0.0
100129982	6.0	1.0
548313	0.0	0.0
693198	0.0	0.0
693199	0.0	0.0
100130968	0.0	0.0
100130967	2.0	96.0
100129976	1.0	11.0
100130963	0.0	0.0
100130962	1.0	1.0
284325	552.0	429.0
100129972	0.0	0.0
284323	1364.0	1201.0
100129969	15.0	0.0
100130958	23.0	2.0
693187	1.0	0.0
693188	0.0	0.0
693189	0.0	0.0
100130954	0.0	0.0
2444	799.0	3099.0
100379249	55.0	1.0
693190	0.0	0.0
100129961	54.0	69.0
284312	5.0	41.0
693191	0.0	0.0
100129960	4.0	1.0
693192	0.0	0.0
693193	0.0	0.0
693194	0.0	0.0
693195	0.0	0.0
693196	0.0	0.0
693197	0.0	0.0
693176	0.0	0.0
100129958	0.0	0.0
693177	0.0	0.0
693178	0.0	1.0
260340	0.0	0.0
100129959	0.0	0.0
260341	0.0	6.0
284309	1129.0	1286.0
284307	370.0	426.0
284306	189.0	81.0
693180	0.0	0.0
693181	0.0	0.0
693182	0.0	0.0
693183	0.0	0.0
693184	0.0	0.0
693185	0.0	0.0
693186	0.0	0.0
284382	0.0	3.0
100130935	0.0	0.0
100130934	16.0	1.0
100130933	1.0	1.0
100130932	22.0	50.0
286967	0.0	0.0
100129941	0.0	0.0
100130929	0.0	0.0
284371	928.0	526.0
284370	1083.0	716.0
100130923	6.0	0.0
100130922	0.0	1.0
100129937	0.0	0.0
100129933	1.0	0.0
2483	1642.0	1863.0
284369	1.0	0.0
2475	5193.0	17575.0
284367	50.0	59.0
284366	0.0	0.0
284361	2749.0	3563.0
50801	0.0	0.0
50804	764.0	1907.0
50805	46.0	65.0
100129926	4.0	3.0
50808	10296.0	3651.0
100129921	1.0	0.0
50807	4947.0	3927.0
100129920	3.0	2.0
50809	12461.0	8318.0
2496	6.0	2.0
2495	41377.0	14261.0
2494	916.0	571.0
2492	2.0	0.0
100129929	0.0	0.0
2491	79.0	427.0
2488	0.0	0.0
2487	817.0	1011.0
284359	6.0	3.0
284358	72.0	33.0
284355	0.0	1.0
284353	37.0	7.0
284352	897.0	1608.0
50813	3349.0	5086.0
50814	1158.0	1221.0
100129919	0.0	0.0
284349	501.0	623.0
2499	34.0	10.0
284348	69.0	107.0
2498	83.0	35.0
2497	73.0	29.0
284346	127.0	59.0
284340	71.0	24.0
23207	4265.0	1844.0
693121	0.0	0.0
100093625	0.0	0.0
23208	2287.0	821.0
693122	13.0	4.0
100093626	0.0	0.0
23209	16.0	1.0
693123	0.0	0.0
693124	0.0	0.0
693125	0.0	0.0
130951	117.0	297.0
693126	0.0	0.0
693127	0.0	1.0
693128	0.0	0.0
25862	611.0	595.0
693129	0.0	0.0
23200	5680.0	2416.0
25861	230.0	729.0
644191	5.0	0.0
23201	6628.0	7849.0
25864	595.0	385.0
23203	1577.0	2223.0
25865	2013.0	1328.0
23204	11529.0	23944.0
23205	13.0	18.0
644192	143.0	22.0
11228	3298.0	752.0
84166	1452.0	548.0
11221	490.0	1494.0
84168	20143.0	7077.0
11223	17.0	1.0
100093630	1557.0	2599.0
84167	478.0	775.0
11222	3226.0	7716.0
100093631	690.0	1022.0
84162	12983.0	13985.0
11224	9604.0	6793.0
84164	3556.0	4169.0
11227	316.0	2990.0
11226	890.0	886.0
84163	251.0	148.0
23218	1808.0	2743.0
23219	3943.0	22375.0
402093	0.0	0.0
100862704	13.0	1.0
11230	764.0	998.0
23210	958.0	1490.0
25873	9007.0	16996.0
100379298	0.0	0.0
23211	2376.0	2391.0
25875	4366.0	2374.0
23212	680.0	2627.0
23213	6336.0	10345.0
25874	2609.0	27324.0
23214	3978.0	7679.0
25876	7.0	47.0
23215	14194.0	47416.0
23216	3509.0	1826.0
25879	1448.0	4875.0
100379296	0.0	0.0
25878	14084.0	21795.0
23217	7.0	2.0
84159	11922.0	3179.0
25871	3054.0	3227.0
25870	6575.0	12522.0
142940	1305.0	2583.0
11232	426.0	604.0
11231	12037.0	14232.0
84154	1791.0	1858.0
11234	3450.0	1911.0
11236	3539.0	8476.0
11235	1810.0	3309.0
11238	1351.0	428.0
84153	908.0	880.0
11237	2339.0	3984.0
84152	3582.0	38.0
693120	0.0	0.0
100093624	0.0	0.0
166929	1957.0	1624.0
25847	4034.0	3735.0
84182	154.0	144.0
84181	5504.0	10354.0
25849	7464.0	703.0
25840	21727.0	2176.0
25842	1336.0	1417.0
25841	273.0	161.0
25844	5236.0	9288.0
25843	1527.0	3630.0
11209	42.0	22.0
84188	4728.0	11043.0
84187	3634.0	2017.0
11201	3079.0	1873.0
11200	304.0	796.0
84189	316.0	64.0
11202	36.0	5.0
84186	1343.0	1216.0
25859	87.0	43.0
25858	1.0	0.0
84171	1794.0	87.0
284391	1402.0	2940.0
284390	179.0	255.0
100862726	0.0	1.0
100862727	10.0	5.0
100862728	0.0	22.0
25851	1426.0	652.0
25850	383.0	97.0
25853	3586.0	5735.0
25852	3163.0	3947.0
100862725	0.0	0.0
25855	1103.0	1926.0
25854	1426.0	65.0
402077	0.0	0.0
11218	1262.0	914.0
11217	151.0	14.0
11219	20.0	23.0
139324	318.0	394.0
84176	0.0	8.0
11212	5178.0	2980.0
139322	2535.0	4475.0
84179	358.0	367.0
11211	65.0	7.0
84173	5393.0	1140.0
11214	12350.0	8671.0
11213	3186.0	338.0
84172	1512.0	3938.0
284385	249.0	251.0
11216	2332.0	1569.0
11215	8068.0	8950.0
84174	70.0	41.0
284383	0.0	0.0
25826	0.0	0.0
693165	0.0	0.0
25825	4111.0	4440.0
693166	2.0	0.0
25828	2837.0	4037.0
693167	0.0	0.0
25827	506.0	354.0
693168	0.0	0.0
693169	0.0	0.0
25829	4450.0	5773.0
441669	0.0	0.0
392214	0.0	4.0
25820	6933.0	8316.0
127343	0.0	9.0
25822	526.0	277.0
25821	1253.0	1700.0
25824	4364.0	2278.0
441662	0.0	0.0
106479099	0.0	0.0
25823	6.0	674.0
106479098	0.0	0.0
106480097	0.0	0.0
106479097	0.0	0.0
115361	4463.0	1180.0
441670	0.0	0.0
106480096	0.0	0.0
106479096	0.0	1.0
130916	1746.0	1916.0
115362	386.0	209.0
106479095	0.0	0.0
106480099	0.0	0.0
106480098	0.0	0.0
106479094	0.0	0.0
106479093	0.0	0.0
106479092	0.0	1.0
106479091	0.0	0.0
106479090	0.0	0.0
693170	0.0	0.0
106480091	0.0	0.0
693171	0.0	0.0
106480090	0.0	0.0
414059	2.0	2.0
106480093	0.0	0.0
693172	0.0	0.0
693173	0.0	0.0
106480092	0.0	0.0
106480095	1.0	3.0
693174	2.0	0.0
693175	10.0	8.0
106480094	0.0	0.0
84191	1084.0	2764.0
25837	12.0	1061.0
693154	0.0	0.0
84190	339.0	677.0
25836	8576.0	17913.0
693155	30.0	14.0
25839	2842.0	2671.0
84193	6104.0	3457.0
693156	1.0	0.0
693157	0.0	0.0
693158	11.0	18.0
693159	0.0	1.0
392225	0.0	0.0
25831	15407.0	28102.0
25830	7.0	4.0
441654	0.0	1.0
25833	114.0	442.0
100379250	0.0	0.0
106479089	4.0	9.0
25832	521.0	1107.0
106479088	0.0	0.0
25834	18.0	0.0
106479087	0.0	0.0
100379251	23.0	103.0
106479086	0.0	0.0
115350	6.0	2.0
106479085	5.0	0.0
414061	0.0	1.0
106479084	0.0	0.0
115352	41.0	26.0
106479083	0.0	0.0
414062	100.0	461.0
115353	951.0	2631.0
106479082	0.0	0.0
106479081	0.0	0.0
414060	0.0	0.0
106479080	0.0	0.0
693160	0.0	0.0
693161	0.0	0.0
693162	0.0	0.0
84197	120.0	312.0
693163	0.0	0.0
84196	4828.0	2717.0
693164	1.0	4.0
25804	1706.0	5160.0
693143	0.0	0.0
25803	503.0	7540.0
693144	0.0	3.0
25806	29.0	178.0
25805	832.0	3834.0
693146	1.0	0.0
693147	0.0	0.0
25807	494.0	1540.0
693148	1.0	0.0
693149	0.0	0.0
100130996	0.0	0.0
25809	422.0	997.0
100130995	0.0	0.0
100379287	0.0	0.0
100130994	0.0	0.0
441687	21.0	5.0
