id	a0c9781b-0c1e-4dc0-a3f6-84e938b07641	4a775326-e623-47d4-b105-d32fc21afb8a
201931	3341.0	2827.0
100847005	0.0	0.0
100847002	0.0	0.0
100847003	0.0	0.0
100847008	1.0	4.0
100847006	0.0	0.0
100847007	0.0	0.0
106480196	0.0	0.0
441572	1.0	0.0
106480195	0.0	0.0
106480198	0.0	1.0
106480197	0.0	0.0
106480199	0.0	3.0
127435	8737.0	440.0
106480190	5.0	11.0
106480192	0.0	0.0
106480191	0.0	0.0
106480194	0.0	1.0
106480193	0.0	0.0
84091	0.0	0.0
103695432	0.0	1.0
343099	381.0	155.0
103695431	1.0	4.0
100847012	0.0	1.0
84090	0.0	0.0
103695434	1.0	0.0
103695433	3.0	0.0
100847010	1.0	0.0
103695436	0.0	2.0
100847015	0.0	0.0
103695435	1.0	1.0
100847016	2.0	2.0
100847013	0.0	0.0
100847014	0.0	0.0
441554	7.0	4.0
100847019	0.0	0.0
100847017	0.0	3.0
100847018	0.0	0.0
127428	1442.0	280.0
84096	0.0	0.0
84097	0.0	0.0
11061	1.0	1.0
646892	25.0	2.0
441509	2.0	2.0
646891	3.0	0.0
11060	3124.0	2292.0
11063	16.0	12.0
619279	10468.0	2876.0
646898	0.0	0.0
11062	386.0	884.0
11065	61.0	2799.0
441505	2.0	0.0
11064	1808.0	1151.0
23046	110.0	229.0
441502	2.0	6.0
23047	3375.0	1496.0
441501	13.0	1.0
23048	3123.0	2077.0
106479179	0.0	0.0
23049	8463.0	4158.0
106479178	0.0	0.0
127385	0.0	0.0
106479177	0.0	0.0
106479176	0.0	0.0
106479175	0.0	0.0
106479174	0.0	0.0
106480174	0.0	0.0
106480173	0.0	0.0
106479173	0.0	0.0
106480176	2.0	4.0
106479172	0.0	0.0
23040	0.0	0.0
106479171	0.0	0.0
106480175	0.0	1.0
23041	5367.0	4422.0
106480178	0.0	0.0
106479170	0.0	0.0
23042	7797.0	12889.0
106480177	0.0	2.0
23043	340.0	435.0
106480179	0.0	1.0
104384744	2.0	3.0
11067	37861.0	739.0
50674	1.0	0.0
11066	1059.0	671.0
11069	1336.0	1048.0
11068	636.0	478.0
139378	8.0	0.0
106480170	0.0	0.0
152330	196.0	279.0
106480172	0.0	4.0
106480171	0.0	0.0
11070	2148.0	2607.0
404550	88.0	626.0
644242	125.0	1147.0
404552	0.0	0.0
11072	5664.0	1269.0
11074	11.0	14.0
644246	119.0	71.0
11073	2540.0	2020.0
166979	1.0	0.0
11076	2378.0	71.0
11075	81.0	2.0
201965	868.0	1512.0
379027	0.0	0.0
23057	4231.0	39.0
379028	0.0	0.0
106479169	0.0	0.0
379029	0.0	0.0
23059	2177.0	2048.0
164312	9.0	15.0
106479168	0.0	0.0
106479167	2.0	0.0
106479166	4.0	3.0
106479165	0.0	0.0
106479164	0.0	0.0
106480185	0.0	0.0
106479163	0.0	0.0
379030	0.0	0.0
106479162	0.0	0.0
379031	0.0	0.0
106480184	0.0	0.0
106479161	0.0	0.0
106480187	0.0	0.0
379032	0.0	0.0
23051	4683.0	1804.0
106479160	0.0	0.0
379033	0.0	0.0
106480186	0.0	0.0
23052	2885.0	2437.0
379034	0.0	0.0
106480189	0.0	0.0
86614	0.0	0.0
106480188	0.0	0.0
23053	3645.0	1198.0
115399	27.0	72.0
23054	5614.0	5824.0
11078	3131.0	2546.0
11077	11.0	47.0
644237	7.0	26.0
11079	5462.0	4418.0
106480181	0.0	0.0
106480180	0.0	0.0
106480183	0.0	0.0
106480182	0.0	0.0
11041	2069.0	529.0
11040	213.0	431.0
11043	1700.0	556.0
23023	3443.0	1995.0
441525	0.0	0.0
106480149	0.0	0.0
23024	5959.0	438.0
106480148	0.0	0.0
23025	21.0	10.0
23026	1105.0	53.0
441521	0.0	0.0
23028	3869.0	6866.0
106479199	0.0	1.0
23029	110.0	282.0
106479198	0.0	0.0
201973	1060.0	1001.0
106479197	2.0	0.0
106479196	0.0	2.0
106480152	0.0	0.0
106480151	0.0	0.0
106479195	0.0	0.0
106479194	0.0	0.0
106480154	0.0	0.0
106479193	0.0	0.0
106480153	2.0	1.0
106480156	0.0	0.0
106479192	0.0	5.0
23020	14756.0	12408.0
106480155	0.0	0.0
106479191	0.0	0.0
729817	1.0	1.0
106479190	0.0	0.0
106480158	0.0	0.0
23022	6710.0	21849.0
106480157	0.0	0.0
11045	6.0	10.0
11044	3423.0	696.0
11047	3305.0	2842.0
644248	0.0	0.0
11046	759.0	837.0
11049	0.0	0.0
106480150	0.0	0.0
343173	0.0	0.0
343172	1.0	0.0
343171	14.0	0.0
343170	0.0	0.0
441519	0.0	0.0
11052	3010.0	3396.0
441518	1170.0	3699.0
11051	5603.0	5074.0
11054	1266.0	912.0
23034	3852.0	96.0
23035	1643.0	643.0
106480159	0.0	0.0
23036	3301.0	7433.0
729816	0.0	0.0
23037	31688.0	521.0
23038	6592.0	5755.0
106479189	0.0	0.0
23039	6603.0	5332.0
106479188	0.0	0.0
106479187	0.0	0.0
106479186	0.0	0.0
106479185	0.0	0.0
106480163	0.0	0.0
106480162	0.0	0.0
106479184	0.0	0.0
106480165	0.0	0.0
106479183	0.0	3.0
106480164	0.0	0.0
106479182	0.0	2.0
23030	2545.0	1592.0
106479181	0.0	0.0
106480167	0.0	0.0
23031	1729.0	321.0
106479180	0.0	0.0
106480166	0.0	0.0
23032	8856.0	1956.0
106480169	1.0	10.0
729809	0.0	0.0
23033	2054.0	1458.0
106480168	0.0	0.0
11056	1875.0	994.0
11055	0.0	9.0
343169	0.0	0.0
11057	5330.0	2383.0
11059	7431.0	3066.0
106480161	0.0	0.0
106480160	0.0	0.0
693200	0.0	0.0
693201	8.0	1.0
693202	0.0	0.0
693203	0.0	0.0
11021	2882.0	1225.0
693204	0.0	1.0
11020	894.0	2188.0
693205	0.0	0.0
106479139	0.0	0.0
23001	5392.0	3357.0
106480127	0.0	0.0
693206	29.0	56.0
106479138	0.0	0.0
23002	6266.0	1912.0
106480126	1.0	0.0
693207	0.0	0.0
106479137	0.0	5.0
106480129	0.0	0.0
106479136	0.0	0.0
693208	0.0	2.0
693209	0.0	0.0
106480128	0.0	0.0
106479135	0.0	0.0
23005	1310.0	905.0
106479134	0.0	0.0
106479133	1.0	0.0
23007	64.0	2375.0
106479132	0.0	0.0
23008	8197.0	6791.0
106479131	0.0	0.0
106479130	9.0	16.0
106480130	0.0	0.0
106480132	0.0	0.0
106480131	0.0	0.0
106480134	3.0	0.0
106480133	0.0	0.0
106480136	0.0	1.0
106480135	0.0	1.0
11023	2.0	0.0
84000	61.0	1753.0
11022	840.0	1879.0
11025	44.0	13.0
11024	44.0	16.0
84002	1974.0	2458.0
139334	0.0	0.0
11027	40.0	30.0
11029	0.0	0.0
11030	11199.0	4697.0
106479129	1.0	6.0
11031	3811.0	921.0
106479128	0.0	0.0
106479127	6.0	2.0
106480138	0.0	0.0
23012	4763.0	5251.0
23013	7104.0	4099.0
106479126	3.0	1.0
106480137	0.0	0.0
23014	2810.0	3232.0
106479125	0.0	0.0
23015	781.0	5541.0
106480139	0.0	0.0
106479124	0.0	0.0
23016	941.0	1587.0
106479123	0.0	0.0
23017	350.0	205.0
106479122	0.0	0.0
106479121	0.0	0.0
23019	12018.0	5881.0
106479120	0.0	0.0
106480141	0.0	0.0
106480140	0.0	1.0
106480143	0.0	0.0
106480142	0.0	0.0
106480145	0.0	0.0
106480144	1.0	0.0
106480147	0.0	0.0
23011	6268.0	7481.0
106480146	0.0	0.0
11034	21693.0	38415.0
152302	730.0	618.0
11033	68.0	2.0
11036	3.0	9.0
11035	177.0	52.0
11037	1939.0	1261.0
139341	667.0	1393.0
644297	4.0	5.0
166968	1769.0	946.0
619212	0.0	1.0
59067	0.0	0.0
106480105	0.0	0.0
106479159	0.0	0.0
106480104	0.0	1.0
106479158	0.0	0.0
106480107	0.0	1.0
106479157	0.0	0.0
106480106	0.0	0.0
106479156	1.0	0.0
106480109	0.0	1.0
106480108	0.0	0.0
106479155	0.0	0.0
106479154	0.0	0.0
106479153	0.0	0.0
11009	32.0	258.0
106479152	0.0	0.0
106479151	0.0	1.0
106480110	0.0	0.0
106479150	0.0	0.0
106480112	1.0	0.0
106480111	0.0	1.0
106480114	0.0	0.0
106480113	0.0	0.0
11001	1724.0	7.0
11000	2085.0	523.0
11005	109.0	65.0
11004	33.0	197.0
11007	417.0	105.0
11006	123.0	159.0
127391	3.0	1.0
11010	451.0	2600.0
106479149	0.0	0.0
106480116	0.0	0.0
106479148	0.0	0.0
106480115	0.0	0.0
106480118	3.0	0.0
106479147	0.0	0.0
106479146	0.0	0.0
106480117	0.0	0.0
106479145	1.0	0.0
127396	189.0	89.0
106480119	0.0	0.0
106479144	0.0	0.0
619208	743.0	1088.0
106479143	0.0	0.0
106479142	0.0	0.0
106479141	0.0	0.0
11019	736.0	189.0
106479140	0.0	0.0
106480121	0.0	1.0
106480120	0.0	0.0
106480123	0.0	0.0
106480122	0.0	0.0
106480125	0.0	0.0
106480124	0.0	1.0
11012	5.0	514.0
11011	2215.0	1034.0
11014	14879.0	34001.0
11013	16.0	446.0
11016	6691.0	7721.0
11015	1822.0	9564.0
11018	553.0	131.0
11017	2946.0	1572.0
139363	0.0	0.0
106144608	0.0	0.0
646808	4.0	3.0
106144606	6.0	0.0
106144607	0.0	0.0
345778	1849.0	822.0
646802	1.0	2.0
730861	2.0	5.0
729873	0.0	0.0
106144601	0.0	0.0
106144602	0.0	0.0
164395	3.0	22.0
729877	0.0	0.0
259308	8.0	3.0
259307	18.0	18.0
106480101	0.0	0.0
106480100	0.0	0.0
106480103	0.0	0.0
106480102	1.0	0.0
646817	3.0	7.0
50604	4.0	3.0
106479119	0.0	0.0
106479118	0.0	0.0
106479117	0.0	0.0
106479116	0.0	0.0
106479115	0.0	0.0
106479114	3.0	4.0
106479113	0.0	1.0
106479112	0.0	1.0
106479111	0.0	1.0
106479110	0.0	0.0
345757	881.0	321.0
50613	0.0	0.0
50612	0.0	0.0
50615	13.0	16.0
50614	0.0	1.0
50617	27.0	503.0
729894	0.0	0.0
50616	0.0	0.0
50619	117.0	336.0
50618	5781.0	2196.0
106479109	0.0	0.0
106479108	1.0	0.0
106479107	0.0	0.0
106479106	0.0	2.0
106479105	5.0	54.0
106479104	0.0	0.0
106479103	0.0	0.0
106479102	0.0	0.0
729898	2.0	0.0
106479101	1.0	0.0
106479100	0.0	0.0
50624	25.0	73.0
646839	1.0	1.0
50626	1724.0	1408.0
646837	1.0	3.0
50628	1565.0	990.0
646851	40.0	745.0
260332	0.0	0.0
23089	1832.0	3621.0
260334	6.0	21.0
260337	5.0	3.0
260338	0.0	0.0
23081	875.0	1242.0
23082	1590.0	1803.0
100272228	65.0	65.0
23085	7978.0	2253.0
23086	277.0	517.0
23087	1549.0	814.0
50631	59.0	31.0
50632	0.0	0.0
646849	0.0	0.0
23080	3434.0	3447.0
50636	35.0	70.0
50639	4.0	0.0
729830	47.0	804.0
644202	14.0	9.0
646864	0.0	2.0
646862	1.0	0.0
729838	1.0	2.0
23092	1931.0	408.0
23093	1291.0	1391.0
23094	899.0	2206.0
23095	6693.0	5637.0
23096	1307.0	1027.0
23097	1677.0	3871.0
729828	1.0	0.0
23098	347.0	164.0
50640	4121.0	2723.0
23099	1286.0	1637.0
730811	0.0	0.0
23090	2146.0	110.0
23091	8765.0	4031.0
11081	19.0	16.0
50649	1684.0	152.0
11080	9606.0	1145.0
11083	4342.0	6530.0
729862	0.0	0.0
11082	55.0	506.0
11085	0.0	2.0
644213	6.0	89.0
100286844	88.0	39.0
646875	0.0	0.0
644214	1.0	0.0
11086	1.0	10.0
646873	0.0	0.0
23067	2662.0	2287.0
23060	4446.0	2363.0
23061	17487.0	2667.0
23062	3485.0	3861.0
23063	4457.0	1955.0
23064	8618.0	2985.0
23065	5059.0	4266.0
50651	124.0	43.0
100272205	48.0	87.0
23066	307.0	76.0
50650	1863.0	2570.0
50652	0.0	1.0
11092	388.0	639.0
644220	8.0	12.0
11091	2339.0	1758.0
11094	379.0	561.0
729852	886.0	604.0
11093	159.0	46.0
11096	8957.0	152.0
11095	38.0	20.0
11098	1770.0	2507.0
11097	814.0	2069.0
646884	0.0	0.0
23078	5637.0	2171.0
729857	4.0	4.0
23070	3428.0	1679.0
23071	4771.0	7190.0
23072	15.0	22.0
164380	0.0	0.0
23074	2520.0	996.0
23075	6040.0	8289.0
23076	2798.0	3047.0
23077	19741.0	1789.0
11099	4390.0	705.0
646879	0.0	0.0
644218	1.0	3.0
646877	0.0	0.0
100130972	1.0	0.0
100379220	4.0	0.0
100130970	1.0	0.0
284339	2.0	13.0
284338	7.0	162.0
100129983	0.0	0.0
100129982	1.0	4.0
548313	0.0	0.0
693198	0.0	0.0
693199	0.0	0.0
100130968	0.0	1.0
100130967	5.0	46.0
100129976	0.0	0.0
100130963	0.0	0.0
100130962	1.0	0.0
284325	785.0	521.0
100129972	0.0	0.0
284323	807.0	405.0
100129969	6.0	1.0
100130958	17.0	137.0
693187	0.0	0.0
693188	0.0	3.0
693189	0.0	0.0
100130954	0.0	0.0
2444	781.0	2729.0
100379249	118.0	5.0
693190	0.0	0.0
100129961	44.0	90.0
284312	6.0	1.0
693191	0.0	0.0
100129960	2.0	0.0
693192	0.0	0.0
693193	0.0	0.0
693194	0.0	0.0
693195	0.0	0.0
693196	0.0	0.0
693197	0.0	0.0
693176	0.0	0.0
100129958	0.0	2.0
693177	0.0	0.0
693178	0.0	0.0
260340	0.0	0.0
100129959	0.0	0.0
260341	0.0	0.0
284309	784.0	527.0
284307	207.0	35.0
284306	158.0	228.0
693180	0.0	0.0
693181	0.0	0.0
693182	0.0	0.0
693183	0.0	1.0
693184	0.0	0.0
693185	0.0	0.0
693186	0.0	0.0
284382	0.0	0.0
100130935	0.0	0.0
100130934	7.0	145.0
100130933	2.0	0.0
100130932	3.0	19.0
286967	0.0	0.0
100129941	0.0	0.0
100130929	1.0	0.0
284371	513.0	1291.0
284370	811.0	513.0
100130923	0.0	3.0
100130922	0.0	1.0
100129937	0.0	0.0
100129933	0.0	8.0
2483	1975.0	1738.0
284369	1.0	0.0
2475	5805.0	2558.0
284367	37.0	2.0
284366	0.0	1.0
284361	2780.0	10585.0
50801	0.0	0.0
50804	1157.0	2749.0
50805	0.0	1.0
100129926	0.0	6.0
50808	12343.0	2584.0
100129921	1.0	0.0
50807	5042.0	1231.0
100129920	1.0	1.0
50809	13159.0	12123.0
2496	5.0	1.0
2495	28347.0	9743.0
2494	906.0	81.0
2492	4.0	0.0
100129929	0.0	0.0
2491	102.0	120.0
2488	0.0	1.0
2487	1420.0	45449.0
284359	28.0	2.0
284358	77.0	35.0
284355	0.0	0.0
284353	1.0	11.0
284352	928.0	620.0
50813	5031.0	3565.0
50814	1637.0	1083.0
100129919	0.0	0.0
284349	353.0	524.0
2499	8.0	2.0
284348	41.0	579.0
2498	36.0	23.0
2497	27.0	14.0
284346	251.0	315.0
284340	25.0	862.0
23207	4211.0	1847.0
693121	0.0	0.0
100093625	0.0	0.0
23208	1371.0	147.0
693122	1.0	1.0
100093626	0.0	0.0
23209	22.0	0.0
693123	0.0	0.0
693124	0.0	0.0
693125	0.0	0.0
130951	260.0	12.0
693126	0.0	0.0
693127	0.0	2.0
693128	0.0	0.0
25862	680.0	731.0
693129	0.0	0.0
23200	6368.0	2998.0
25861	252.0	279.0
644191	1.0	5.0
23201	5079.0	5012.0
25864	1236.0	1113.0
23203	2622.0	1899.0
25865	2470.0	1794.0
23204	12980.0	18270.0
23205	8.0	7.0
644192	118.0	46.0
11228	2008.0	308.0
84166	1647.0	309.0
11221	1262.0	796.0
84168	6191.0	6919.0
11223	27.0	67.0
100093630	1897.0	2414.0
84167	438.0	266.0
11222	4521.0	7106.0
100093631	585.0	510.0
84162	11825.0	3904.0
11224	14723.0	34121.0
84164	5691.0	3080.0
11227	91.0	286.0
11226	237.0	5338.0
84163	353.0	339.0
23218	1809.0	1581.0
23219	4103.0	5872.0
402093	0.0	2.0
100862704	8.0	5.0
11230	700.0	1416.0
23210	1905.0	639.0
25873	10343.0	25262.0
100379298	0.0	0.0
23211	2423.0	3412.0
25875	6802.0	2810.0
23212	403.0	974.0
23213	3589.0	2299.0
25874	4661.0	4623.0
23214	4075.0	3061.0
25876	3.0	9.0
23215	13750.0	20371.0
23216	3330.0	1273.0
25879	1346.0	2571.0
100379296	0.0	0.0
25878	4971.0	3771.0
23217	1.0	0.0
84159	19775.0	2243.0
25871	2672.0	3142.0
25870	6549.0	6544.0
142940	1174.0	763.0
11232	377.0	181.0
11231	10735.0	14796.0
84154	1913.0	2660.0
11234	2512.0	7412.0
11236	3707.0	2010.0
11235	1783.0	1041.0
11238	1162.0	983.0
84153	1036.0	309.0
11237	2028.0	9360.0
84152	14551.0	18411.0
693120	0.0	0.0
100093624	0.0	0.0
166929	1048.0	734.0
25847	2939.0	4472.0
84182	91.0	264.0
84181	4154.0	5202.0
25849	6439.0	268.0
25840	23201.0	28356.0
25842	1388.0	2934.0
25841	373.0	571.0
25844	5788.0	11618.0
25843	1784.0	2355.0
11209	21.0	16.0
84188	3701.0	3029.0
84187	6756.0	2931.0
11201	2967.0	2128.0
11200	214.0	1005.0
84189	129.0	4426.0
11202	15.0	1148.0
84186	1541.0	3916.0
25859	61.0	2186.0
25858	0.0	0.0
84171	748.0	1484.0
284391	1217.0	843.0
284390	179.0	136.0
100862726	1.0	0.0
100862727	2.0	11.0
100862728	2.0	0.0
25851	1489.0	734.0
25850	250.0	404.0
25853	3237.0	5907.0
25852	3586.0	2157.0
100862725	0.0	0.0
25855	1186.0	1112.0
25854	2305.0	1128.0
402077	0.0	0.0
11218	1037.0	877.0
11217	88.0	7.0
11219	11.0	37.0
139324	215.0	350.0
84176	5.0	16.0
11212	4566.0	3003.0
139322	3199.0	1771.0
84179	431.0	74.0
11211	43.0	11.0
84173	6922.0	484.0
11214	8345.0	11638.0
11213	2652.0	1328.0
84172	1063.0	1618.0
284385	257.0	1073.0
11216	2506.0	677.0
11215	10253.0	2392.0
84174	16.0	21.0
284383	0.0	0.0
25826	0.0	0.0
693165	0.0	0.0
25825	2826.0	26502.0
693166	1.0	2.0
25828	6330.0	6285.0
693167	0.0	0.0
25827	459.0	1197.0
693168	0.0	0.0
693169	0.0	0.0
25829	5246.0	3265.0
441669	0.0	0.0
392214	1.0	0.0
25820	7641.0	6794.0
127343	5.0	1.0
25822	601.0	192.0
25821	1321.0	565.0
25824	6016.0	1806.0
441662	0.0	0.0
106479099	0.0	0.0
25823	5.0	0.0
106479098	0.0	0.0
106480097	1.0	3.0
106479097	0.0	0.0
115361	4124.0	594.0
441670	0.0	0.0
106480096	0.0	0.0
106479096	0.0	0.0
130916	2079.0	1265.0
115362	131.0	88.0
106479095	0.0	0.0
106480099	0.0	0.0
106480098	0.0	0.0
106479094	0.0	0.0
106479093	0.0	4.0
106479092	0.0	0.0
106479091	1.0	0.0
106479090	0.0	0.0
693170	0.0	0.0
106480091	1.0	0.0
693171	0.0	0.0
106480090	0.0	0.0
414059	0.0	0.0
106480093	0.0	1.0
693172	0.0	0.0
693173	0.0	4.0
106480092	0.0	1.0
106480095	0.0	0.0
693174	7.0	0.0
693175	13.0	6.0
106480094	0.0	2.0
84191	1078.0	1982.0
25837	15.0	132.0
693154	0.0	0.0
84190	408.0	413.0
25836	7785.0	2661.0
693155	14.0	13.0
25839	3805.0	1766.0
84193	6991.0	2452.0
693156	0.0	0.0
693157	0.0	0.0
693158	4.0	10.0
693159	1.0	0.0
392225	0.0	2.0
25831	18295.0	4723.0
25830	41.0	718.0
441654	0.0	0.0
25833	65.0	786.0
100379250	0.0	0.0
106479089	2.0	6.0
25832	1123.0	310.0
106479088	0.0	0.0
25834	22.0	1.0
106479087	0.0	0.0
100379251	9.0	2.0
106479086	0.0	0.0
115350	2.0	7.0
106479085	0.0	0.0
414061	0.0	0.0
106479084	0.0	0.0
115352	19.0	14.0
106479083	0.0	0.0
414062	106.0	31.0
115353	991.0	723.0
106479082	0.0	0.0
106479081	0.0	0.0
414060	0.0	0.0
106479080	1.0	0.0
693160	0.0	0.0
693161	1.0	2.0
693162	0.0	0.0
84197	104.0	58.0
693163	0.0	0.0
84196	4716.0	4248.0
693164	0.0	1.0
25804	1804.0	3582.0
693143	0.0	2.0
25803	102.0	3394.0
693144	0.0	1.0
25806	50.0	159.0
25805	609.0	5335.0
693146	0.0	0.0
693147	0.0	0.0
25807	511.0	770.0
693148	1.0	1.0
693149	0.0	0.0
100130996	0.0	2.0
25809	377.0	806.0
100130995	1.0	0.0
100379287	0.0	2.0
100130994	0.0	0.0
441687	26.0	5.0
25800	5274.0	10422.0
25802	3795.0	117.0
25801	710.0	1432.0
154907	0.0	0.0
106480075	0.0	0.0
106480074	0.0	0.0
106480077	0.0	0.0
106480076	0.0	0.0
106480079	2.0	0.0
106480078	0.0	0.0
142910	23.0	5.0
106480071	0.0	0.0
100380272	0.0	0.0
693151	0.0	0.0
142913	16.0	26.0
106480070	0.0	3.0
106480073	0.0	1.0
693152	0.0	0.0
693153	184.0	109.0
106480072	0.0	0.0
693132	1.0	0.0
25814	5467.0	9055.0
693133	0.0	1.0
693134	0.0	0.0
25817	65.0	17.0
25816	2654.0	182.0
100130988	0.0	2.0
693135	0.0	0.0
25819	1770.0	714.0
693136	0.0	0.0
100129998	1.0	0.0
130940	5.0	88.0
25818	301.0	27049.0
693137	0.0	0.0
693138	0.0	1.0
693139	0.0	1.0
100130980	3.0	13.0
25813	7352.0	2665.0
392209	14.0	3.0
25812	0.0	0.0
106480086	0.0	0.0
106480085	0.0	1.0
106480088	0.0	0.0
115330	1273.0	16.0
106480087	0.0	0.0
106480089	0.0	0.0
100129994	0.0	0.0
106480080	0.0	0.0
100129995	0.0	2.0
106480082	0.0	0.0
693140	0.0	0.0
106480081	0.0	1.0
106480084	0.0	0.0
693141	0.0	10.0
693142	0.0	0.0
106480083	0.0	0.0
11180	4286.0	5086.0
154881	1226.0	611.0
11182	211.0	16.0
11181	57.0	1.0
646770	0.0	0.0
11184	83.0	71.0
392133	0.0	2.0
11183	3046.0	2031.0
392132	0.0	0.0
11186	1894.0	1296.0
139249	0.0	1.0
11185	1096.0	51.0
23166	1989.0	555.0
23167	5555.0	2579.0
106480049	0.0	0.0
23168	4596.0	5584.0
106479059	0.0	4.0
23169	1739.0	629.0
166863	49.0	4.0
392138	0.0	3.0
106479058	0.0	1.0
729920	201.0	162.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	0.0	0.0
127262	6831.0	4087.0
106479054	0.0	0.0
142891	8579.0	761.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	0.0
106479052	0.0	0.0
23160	2472.0	3225.0
106480055	0.0	0.0
106479051	1.0	0.0
23161	5632.0	2025.0
115286	1449.0	1334.0
106480054	0.0	0.0
106479050	0.0	0.0
23162	1122.0	1338.0
106480057	0.0	0.0
23163	1927.0	635.0
106480056	0.0	0.0
152217	507.0	972.0
23164	18088.0	2943.0
106480059	0.0	0.0
23165	3022.0	3575.0
106480058	0.0	0.0
11188	5381.0	2833.0
11187	132.0	1734.0
11189	0.0	0.0
106480051	0.0	0.0
644109	0.0	0.0
106480050	0.0	0.0
646784	0.0	0.0
11191	265.0	28.0
392140	3.0	30.0
11190	1937.0	807.0
404672	2366.0	2005.0
11193	2172.0	1022.0
154872	0.0	0.0
11194	1348.0	519.0
11197	18.0	0.0
11196	3314.0	1642.0
23177	5943.0	1579.0
402016	2.0	0.0
23178	259.0	431.0
106479049	0.0	2.0
23179	4775.0	4273.0
106479048	0.0	0.0
127255	297.0	51.0
106479047	0.0	0.0
127254	2.0	2.0
106479046	0.0	0.0
646780	4.0	11.0
127253	2058.0	658.0
106479045	1.0	1.0
106479044	0.0	0.0
729911	0.0	0.0
106479043	1.0	0.0
106480064	0.0	0.0
106479042	22.0	17.0
23170	1977.0	3382.0
115273	293.0	71.0
106480063	0.0	0.0
729909	2.0	3.0
106479041	0.0	0.0
23171	11453.0	4971.0
106479040	0.0	0.0
106480066	3.0	13.0
23172	1615.0	967.0
106480065	0.0	0.0
23173	2155.0	4692.0
106480068	1.0	0.0
23174	3330.0	5053.0
106480067	0.0	0.0
23175	8452.0	4612.0
23176	2781.0	1040.0
106480069	0.0	0.0
11199	2.0	1.0
11198	9353.0	3480.0
106480060	0.0	0.0
106480062	1.0	1.0
106480061	0.0	0.0
11160	5198.0	4376.0
644131	41.0	96.0
404663	0.0	0.0
11162	293.0	133.0
646799	0.0	2.0
11161	1443.0	4034.0
404665	9.0	3.0
11164	2738.0	3308.0
11163	6020.0	1332.0
23144	808.0	948.0
127247	0.0	0.0
106480028	0.0	0.0
23145	166.0	40.0
106480027	1.0	1.0
106480029	0.0	0.0
23148	474.0	6.0
106479079	0.0	0.0
646791	1.0	4.0
23149	73.0	60.0
441641	0.0	1.0
106479078	0.0	0.0
106479077	0.0	1.0
106479076	0.0	0.0
84108	806.0	275.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	23.0	273.0
106479074	0.0	0.0
106480030	0.0	0.0
106479073	0.0	0.0
106480033	0.0	2.0
84109	3.0	23.0
106480032	0.0	0.0
106479072	0.0	0.0
23140	5500.0	851.0
115265	698.0	164.0
106480035	0.0	0.0
106479071	1.0	2.0
84103	0.0	0.0
23141	5160.0	3957.0
106480034	2.0	3.0
106479070	0.0	0.0
23142	4045.0	2521.0
84106	31.0	11.0
106480037	0.0	0.0
84105	693.0	389.0
23143	2306.0	1571.0
106480036	0.0	0.0
84100	301.0	351.0
11166	0.0	6.0
140258	0.0	0.0
644129	0.0	0.0
11165	1666.0	2272.0
84102	1218.0	894.0
11168	4754.0	2664.0
84101	92.0	129.0
11167	56984.0	4840.0
644128	76.0	60.0
11169	323.0	244.0
11171	10098.0	4083.0
11170	4488.0	965.0
11173	458.0	62.0
441639	0.0	0.0
11172	0.0	0.0
343296	0.0	0.0
11174	114.0	39.0
644146	1.0	3.0
23155	2054.0	624.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	1227.0	1091.0
23158	7034.0	821.0
106479069	0.0	0.0
441631	452.0	30.0
106479068	1.0	0.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	0.0	1.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	0.0	0.0
106479063	0.0	0.0
106479062	0.0	0.0
106480044	0.0	0.0
23150	630.0	1202.0
106480043	0.0	0.0
106479061	0.0	0.0
23151	3342.0	1255.0
106479060	0.0	0.0
106480046	0.0	0.0
23152	3518.0	1571.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	808.0	353.0
106480047	0.0	0.0
11177	2266.0	2258.0
11176	9203.0	4451.0
11179	1196.0	1480.0
644138	0.0	5.0
11178	269.0	202.0
644139	3.0	0.0
139285	646.0	624.0
106480040	1.0	1.0
103695364	1.0	0.0
103695363	0.0	0.0
644153	0.0	0.0
11140	7662.0	4284.0
644159	0.0	0.0
103695365	0.0	0.0
11142	2903.0	2958.0
166824	244.0	365.0
106479019	0.0	0.0
11141	12.0	0.0
130872	1564.0	1830.0
106479018	0.0	0.0
644157	7.0	0.0
23122	4325.0	2827.0
106480006	0.0	0.0
106479017	0.0	0.0
106479016	0.0	0.0
106480005	0.0	0.0
25784	1.0	2.0
106479015	0.0	1.0
106480008	0.0	0.0
25787	9.0	8.0
23125	5252.0	775.0
106480007	0.0	0.0
25786	66.0	99.0
106479014	0.0	0.0
25789	8.0	10.0
644150	330.0	991.0
23126	5086.0	10768.0
106479013	0.0	0.0
25788	64.0	269.0
23127	218.0	29.0
106479012	0.0	0.0
106480009	0.0	0.0
106479011	0.0	0.0
23129	14928.0	1617.0
106479010	0.0	0.0
84129	190.0	32.0
106480011	2.0	9.0
106480010	0.0	0.0
84126	4.0	3.0
