id	98921931-2f32-470d-97ae-824716d1c034	f6466e05-5aea-4d32-a97a-c65589f327e2
222256	507.0	5320.0
106481656	0.0	0.0
8372	41.0	182.0
93550	468.0	1988.0
8373	1.0	2.0
106481659	1.0	1.0
8370	6.0	3.0
728315	3.0	7.0
81577	1102.0	1670.0
106481660	0.0	0.0
81578	187.0	223.0
106481661	0.0	0.0
81579	3243.0	3939.0
81573	1767.0	1894.0
106481664	0.0	0.0
100271179	0.0	1.0
106481665	0.0	0.0
81575	24749.0	2887.0
106481662	0.0	0.0
81576	496.0	1513.0
106481663	14.0	39.0
81570	516.0	885.0
100271178	0.0	2.0
81571	193.0	837.0
81572	329.0	1281.0
645715	29.0	22.0
8387	4.0	7.0
8388	0.0	0.0
728300	4.0	4.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	1.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	366.0	1431.0
8383	0.0	1.0
285848	1.0	8.0
8384	0.0	0.0
285849	46.0	37.0
8382	62.0	688.0
81566	1468.0	3537.0
106481671	0.0	0.0
106481672	0.0	260.0
81567	324.0	246.0
81569	0.0	8.0
106481670	0.0	1.0
81562	1444.0	4558.0
106481675	0.0	0.0
81563	6020.0	11905.0
246243	713.0	868.0
100271168	1.0	30.0
106481676	0.0	0.0
106481673	2.0	4.0
81565	2469.0	1494.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	2.0	10.0
100271163	2.0	0.0
100271162	0.0	0.0
8398	775.0	773.0
8399	5.0	12.0
8396	5840.0	7542.0
285852	0.0	0.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	4829.0	7979.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	2604.0	5104.0
106481639	0.0	0.0
8395	371.0	1350.0
8392	0.0	0.0
106481637	1.0	11.0
106481638	0.0	0.0
100271158	1.0	7.0
106481642	13.0	7.0
106481643	0.0	0.0
246210	0.0	2.0
106481640	0.0	0.0
100271159	0.0	1.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	0.0
246213	0.0	0.0
106481646	0.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	18.0	22.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	0.0	2.0
344657	4.0	56.0
100271142	0.0	0.0
344658	0.0	0.0
100271145	0.0	0.0
645745	1.0	0.0
344653	0.0	1.0
100271141	0.0	0.0
100271140	1.0	0.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	192.0	352.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	335.0	1154.0
106481618	0.0	0.0
106481615	0.0	1.0
106481616	2.0	6.0
283209	497.0	3412.0
283208	50.0	394.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	0.0	2.0
100271132	19.0	1.0
100271131	0.0	0.0
100271133	0.0	1.0
100271130	0.0	0.0
93587	414.0	1037.0
645771	4.0	1.0
93589	332.0	160.0
106481624	1.0	14.0
285800	46.0	21.0
106481625	1.0	0.0
106481622	0.0	0.0
106481623	1.0	8.0
106481628	0.0	0.0
106481629	0.0	2.0
106481626	0.0	0.0
106481627	0.0	3.0
100271129	0.0	0.0
246283	0.0	0.0
246285	39.0	1.0
106481631	0.0	3.0
100271125	0.0	5.0
106481632	0.0	4.0
106481630	0.0	0.0
100271122	0.0	0.0
199692	696.0	2875.0
645784	259.0	687.0
100271118	0.0	0.0
100271117	0.0	0.0
100271119	2.0	0.0
100271114	0.0	0.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	6.0	21.0
643115	2.0	0.0
100271111	0.0	0.0
106481608	0.0	0.0
106481609	0.0	0.0
645798	4.0	2.0
643136	0.0	5.0
106481602	0.0	3.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	0.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	11.0	8.0
100271106	0.0	1.0
106481610	0.0	0.0
100271105	7.0	2.0
643126	1.0	2.0
199699	3.0	8.0
728393	0.0	0.0
100128899	1.0	0.0
728395	0.0	0.0
114625	1434.0	2032.0
54112	92.0	14.0
56776	75.0	7.0
283248	28.0	98.0
344729	0.0	0.0
100128894	0.0	0.0
100128893	24.0	6.0
100128890	19.0	38.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	0.0
100128888	3.0	7.0
114614	11.0	121.0
283238	0.0	0.0
100190800	59.0	42.0
283237	807.0	1225.0
283236	0.0	0.0
283234	92.0	718.0
728381	1.0	0.0
283232	668.0	1030.0
728380	7.0	11.0
100128881	44.0	152.0
100128880	0.0	0.0
692099	372.0	571.0
114609	435.0	881.0
29128	6.0	120.0
29123	3487.0	4325.0
344709	1.0	0.0
29122	25.0	112.0
29121	358.0	1682.0
283229	326.0	4706.0
29127	431.0	751.0
29126	202.0	240.0
29125	15.0	115.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	1.0	13.0
100128867	1.0	0.0
54145	0.0	0.0
54143	0.0	0.0
283219	749.0	998.0
54149	1493.0	1410.0
54148	1242.0	1069.0
54147	1.0	1.0
283212	39.0	117.0
692091	0.0	0.0
692092	0.0	0.0
692093	15.0	23.0
692094	0.0	0.0
100271091	0.0	2.0
100271090	0.0	4.0
100128857	0.0	0.0
100271093	0.0	0.0
100271092	0.0	0.0
728350	15.0	7.0
285872	1.0	6.0
100128853	0.0	2.0
29109	1108.0	1447.0
29108	166.0	1960.0
285877	0.0	0.0
29107	368.0	567.0
285878	0.0	1.0
29106	35.0	5.0
728358	0.0	0.0
29101	5407.0	6746.0
29100	568.0	809.0
29105	1882.0	810.0
29104	948.0	1552.0
29103	2415.0	2313.0
29102	2665.0	4812.0
100271098	0.0	1.0
283284	39.0	144.0
728343	0.0	0.0
728342	3.0	8.0
100128849	0.0	1.0
728344	1.0	1.0
100271081	2.0	1.0
100128845	0.0	0.0
728340	143.0	282.0
285888	0.0	1.0
29119	78.0	22.0
107057644	12.0	41.0
29118	26.0	64.0
107057647	0.0	0.0
114655	1.0	4.0
29117	2878.0	2590.0
107057646	0.0	2.0
114657	0.0	0.0
114659	305.0	637.0
126638	0.0	0.0
54165	1870.0	3125.0
126637	0.0	0.0
29110	1200.0	2540.0
29116	2930.0	3309.0
29115	1836.0	2527.0
29114	0.0	1.0
29113	18.0	7.0
100271087	20.0	11.0
100271089	0.0	0.0
100271085	0.0	1.0
100128836	4.0	27.0
728378	7.0	876.0
728377	157.0	845.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	0.0	3.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	1458.0	2397.0
81793	49.0	371.0
81794	203.0	338.0
81796	4.0	76.0
81790	1802.0	2021.0
100271076	0.0	0.0
283267	789.0	418.0
91107	459.0	763.0
100128830	1.0	2.0
81792	2609.0	1510.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	0.0
728366	2.0	6.0
728361	1.0	7.0
100128822	343.0	409.0
728369	0.0	0.0
81786	83.0	32.0
54187	764.0	2795.0
81788	25.0	465.0
81789	303.0	944.0
283257	0.0	0.0
100271065	0.0	0.0
645700	1.0	0.0
283254	105.0	349.0
126695	94.0	1290.0
148003	0.0	0.0
378108	1.0	3.0
151649	9.0	31.0
151648	4.0	65.0
151647	2.0	1.0
151645	42.0	31.0
200909	0.0	0.0
200916	752.0	1031.0
148014	1.0	5.0
151658	0.0	2.0
151651	194.0	235.0
56704	51.0	220.0
148022	635.0	1114.0
126669	2010.0	534.0
126668	147.0	33.0
100126297	0.0	0.0
100126299	0.0	0.0
100126296	0.0	1.0
200931	191.0	249.0
200933	971.0	2423.0
126661	55.0	91.0
56729	0.0	0.0
283298	2169.0	750.0
283297	0.0	0.0
136051	181.0	1072.0
138639	769.0	588.0
692076	3.0	6.0
391121	0.0	0.0
391120	0.0	0.0
391123	14.0	42.0
200942	1650.0	1234.0
440577	13.0	7.0
440574	1074.0	1537.0
56731	3495.0	4664.0
100126270	1.0	0.0
692084	0.0	0.0
692085	0.0	0.0
692086	8.0	6.0
138649	26.0	70.0
200959	3.0	0.0
200958	50.0	187.0
391135	4.0	2.0
440567	104.0	109.0
391139	2.0	9.0
440563	0.0	1.0
440561	0.0	0.0
151613	1839.0	5191.0
692072	0.0	0.0
692075	9.0	16.0
692057	0.0	0.0
692058	1.0	2.0
124056	1.0	0.0
81706	53.0	137.0
391104	0.0	1.0
391107	0.0	0.0
391106	0.0	1.0
81704	3286.0	2663.0
391109	0.0	0.0
440595	220.0	168.0
56751	1.0	1.0
692063	0.0	0.0
8402	2366.0	1545.0
391110	0.0	0.0
8403	0.0	0.0
391112	0.0	0.0
124045	130.0	350.0
391114	0.0	0.0
124044	85.0	415.0
391115	0.0	0.0
440585	8.0	291.0
391117	0.0	1.0
440584	7.0	24.0
391119	0.0	0.0
54101	279.0	922.0
151636	2502.0	9267.0
440590	28.0	774.0
54103	1172.0	4057.0
54102	284.0	4407.0
54108	1348.0	2356.0
54107	1831.0	5178.0
54106	2.0	6.0
692053	0.0	3.0
391040	2.0	4.0
645683	13.0	18.0
8410	0.0	0.0
645682	0.0	1.0
645688	6.0	6.0
391044	0.0	0.0
645687	0.0	0.0
8411	3873.0	3091.0
645686	0.0	0.0
8412	2237.0	1564.0
391045	16.0	16.0
440533	0.0	0.0
8406	7493.0	526.0
8407	9451.0	13930.0
8404	48256.0	20536.0
8405	3380.0	4986.0
8408	2381.0	4043.0
8409	1880.0	1973.0
391051	0.0	28.0
8420	250.0	651.0
645694	3.0	4.0
391053	0.0	0.0
645693	35.0	20.0
643031	8.0	2.0
8424	249.0	108.0
8425	9818.0	2544.0
643037	0.0	1.0
163589	67.0	65.0
643034	0.0	0.0
440525	33.0	88.0
391059	299.0	817.0
645691	9.0	15.0
163590	3596.0	4656.0
8417	7760.0	3469.0
8418	579.0	2669.0
8416	266.0	819.0
8419	3.0	6.0
8431	0.0	0.0
8435	15.0	9.0
8436	22492.0	1049.0
8433	0.0	0.0
8434	4068.0	924.0
391026	0.0	0.0
440556	76.0	8.0
440560	0.0	0.0
8428	3948.0	5835.0
8427	823.0	2899.0
103157000	0.0	0.0
8443	4450.0	3261.0
8440	1631.0	1399.0
8446	1056.0	1540.0
8447	962.0	389.0
8444	622.0	431.0
8445	1247.0	2473.0
391037	9.0	44.0
391039	1.0	2.0
643050	0.0	0.0
285905	25.0	117.0
285908	253.0	1521.0
8439	2065.0	1825.0
8437	52.0	22.0
8438	15.0	69.0
8453	2079.0	2950.0
8454	3775.0	6550.0
8451	4350.0	14219.0
8452	3850.0	7629.0
8458	757.0	1296.0
8455	3891.0	7266.0
8456	5.0	3.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	5070.0	8094.0
106481583	0.0	0.0
106481584	3.0	4.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	22.0	996.0
8449	1229.0	2726.0
106481580	0.0	1.0
8464	558.0	440.0
8462	2769.0	1089.0
8463	1367.0	4225.0
8468	1.0	1.0
391099	0.0	0.0
8467	5499.0	8177.0
342184	416.0	1361.0
246312	0.0	0.0
106481589	0.0	0.0
8460	1255.0	1157.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	1.0
151579	25.0	49.0
106481599	0.0	1.0
106481596	0.0	0.0
106481597	0.0	2.0
8459	1506.0	1313.0
106481590	0.0	0.0
106481591	2.0	1.0
8476	6007.0	1403.0
8473	10272.0	21489.0
440519	44.0	119.0
440518	0.0	0.0
8479	373.0	1737.0
440515	1380.0	2202.0
8477	85.0	368.0
106481558	0.0	3.0
106481559	0.0	0.0
391069	1.0	0.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	4.0	2.0
8470	2340.0	13520.0
106481561	1.0	2.0
106481562	0.0	2.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	0.0	3.0
106481563	0.0	0.0
106481564	0.0	1.0
391073	3.0	2.0
8487	284.0	635.0
8484	0.0	0.0
391075	2.0	0.0
440508	7.0	0.0
391077	0.0	0.0
391076	2.0	0.0
8488	5.0	8.0
440503	2116.0	533.0
8489	6.0	3.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	65.0	310.0
8483	9651.0	18225.0
8480	954.0	1915.0
8481	1197.0	3910.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	1.0	0.0
106481577	2.0	1.0
106481574	0.0	0.0
106481575	0.0	3.0
391081	47.0	33.0
8497	13.0	31.0
728431	100.0	527.0
8498	1551.0	3371.0
728430	5.0	6.0
100128934	0.0	0.0
8495	1278.0	4133.0
8496	6201.0	4088.0
91012	1541.0	2144.0
100128936	73.0	61.0
728432	1.0	0.0
100128930	3.0	0.0
8499	64.0	37.0
106481536	0.0	0.0
8490	20777.0	8161.0
106481537	0.0	0.0
285954	5.0	7.0
285955	13.0	47.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	1225.0	965.0
54075	0.0	1.0
101669766	7.0	21.0
728434	0.0	0.0
91010	1784.0	4098.0
285958	390.0	751.0
101669767	0.0	0.0
8491	2332.0	3906.0
106481538	0.0	0.0
8492	304.0	72.0
54072	0.0	3.0
106481539	0.0	0.0
101669762	5.0	7.0
106481540	0.0	0.0
101669763	0.0	0.0
101669764	1.0	0.0
106481543	0.0	0.0
81694	0.0	1.0
100271059	0.0	0.0
81695	0.0	0.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	0.0
106481542	0.0	0.0
81693	28.0	21.0
100271056	0.0	0.0
100271050	2.0	4.0
100271053	0.0	0.0
93664	1553.0	12054.0
100128923	1.0	0.0
93663	2013.0	3821.0
285961	2.0	29.0
93668	0.0	0.0
285962	125.0	349.0
106481547	0.0	0.0
54082	50.0	60.0
106481548	0.0	0.0
285965	6.0	86.0
285966	251.0	1114.0
106481545	0.0	3.0
106481546	0.0	1.0
93661	10.0	1.0
100128927	268.0	6207.0
54084	10.0	34.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	11924.0	20381.0
106481551	1.0	0.0
54089	0.0	2.0
81689	2747.0	1710.0
54088	0.0	3.0
106481554	0.0	0.0
100271047	1.0	0.0
106481555	4.0	0.0
106481552	0.0	0.0
106456574	1.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	1227.0	3745.0
342132	137.0	407.0
285971	458.0	946.0
285972	15.0	44.0
285973	11.0	203.0
100128911	0.0	6.0
728450	0.0	0.0
54093	463.0	1256.0
106481514	0.0	0.0
106481515	0.0	0.0
106481512	0.0	2.0
54090	0.0	2.0
106481513	8.0	17.0
54097	214.0	3840.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	16.0	162.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	13.0	26.0
54098	0.0	0.0
246330	493.0	448.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	11.0	1037.0
100271033	11.0	12.0
645619	0.0	0.0
100271031	0.0	5.0
344787	86.0	733.0
100128902	0.0	0.0
728441	14.0	11.0
100128903	0.0	0.0
222389	1078.0	154.0
106481525	4.0	10.0
106481526	0.0	8.0
285987	10.0	11.0
106481523	0.0	0.0
285989	296.0	1061.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	24.0	106.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	2.0
100271025	2.0	2.0
106481530	0.0	0.0
106481531	1.0	0.0
100271020	0.0	1.0
91057	465.0	658.0
91056	796.0	1376.0
645641	3.0	1.0
91050	758.0	2144.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	7.0	45.0
645651	0.0	0.0
344760	0.0	1.0
106481509	0.0	0.0
645652	10.0	4.0
106481503	0.0	0.0
106481504	3.0	7.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	2.0	1.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	0.0	1.0
283316	184.0	1000.0
106481510	0.0	2.0
106481511	0.0	0.0
100271003	14.0	7.0
283314	141.0	449.0
100271006	0.0	4.0
283310	29.0	26.0
344758	0.0	0.0
100271001	0.0	0.0
344752	26.0	2.0
728411	210.0	482.0
728410	0.0	0.0
643003	3.0	1.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	2.0
91074	157.0	17537.0
728409	1.0	0.0
283303	0.0	0.0
344741	0.0	0.0
728400	0.0	0.0
645676	38.0	111.0
285941	4.0	0.0
728405	0.0	0.0
285943	163.0	56.0
728407	118.0	316.0
728402	2.0	0.0
728403	0.0	0.0
643008	9.0	110.0
645668	1.0	2.0
100506658	160.0	1783.0
100506655	9.0	42.0
81849	126.0	591.0
56890	588.0	1599.0
56891	0.0	8.0
100506650	0.0	0.0
81846	6290.0	4001.0
81847	2751.0	2577.0
81848	3206.0	1038.0
56896	5.0	0.0
56897	1329.0	2816.0
81853	3045.0	2664.0
56898	1445.0	1776.0
81855	2223.0	2352.0
56899	130.0	1092.0
56892	1559.0	17917.0
56893	1463.0	2648.0
121275	0.0	13.0
121278	0.0	16.0
56894	3493.0	7242.0
81850	0.0	0.0
145249	2.0	8.0
56895	382.0	336.0
81851	0.0	1.0
649137	0.0	1.0
81839	1335.0	4263.0
121274	1641.0	2510.0
121273	16.0	11.0
145264	1.0	8.0
121270	0.0	1.0
145258	72.0	55.0
121268	32.0	59.0
81844	4147.0	11894.0
145259	1.0	2.0
133283	295.0	273.0
375593	4.0	24.0
100506649	85.0	138.0
100506673	0.0	0.0
121260	1491.0	1615.0
145270	801.0	118.0
100506671	0.0	0.0
81875	1361.0	4033.0
81876	5554.0	10280.0
81870	0.0	0.0
81871	0.0	0.0
121256	0.0	0.0
81872	0.0	0.0
81873	658.0	1607.0
387597	22.0	99.0
100506668	244.0	2032.0
160897	3344.0	1250.0
649159	0.0	8.0
145282	268.0	1058.0
387590	1333.0	249.0
81856	522.0	1010.0
81857	1080.0	2656.0
100506660	11.0	52.0
81858	1714.0	2369.0
135886	0.0	9.0
147872	0.0	0.0
81889	1023.0	2033.0
145200	2.0	13.0
81892	1020.0	1823.0
81893	1.0	0.0
81894	1482.0	1352.0
81890	485.0	1389.0
135892	7.0	7.0
649179	0.0	6.0
100506600	18.0	14.0
613126	10.0	9.0
81887	1281.0	2540.0
81888	381.0	790.0
145216	1.0	17.0
338591	0.0	103.0
649186	0.0	1.0
338596	87.0	2701.0
338599	0.0	1.0
169200	2649.0	824.0
145226	6.0	36.0
100506637	133.0	229.0
160857	210.0	370.0
160851	1079.0	4678.0
91227	0.0	1.0
157206	8.0	7.0
100506622	16.0	4.0
100856809	0.0	0.0
338588	4.0	0.0
145241	1.0	1.0
91219	0.0	2.0
650172	0.0	0.0
102724678	1.0	2.0
338579	3.0	2.0
326591	365.0	396.0
255738	2.0	28.0
338567	0.0	0.0
102724668	9.0	40.0
255743	885.0	14327.0
56829	3337.0	6273.0
326586	0.0	0.0
102724655	0.0	0.0
554250	1.0	0.0
554251	460.0	360.0
338557	493.0	59.0
56832	0.0	0.0
56833	37.0	650.0
56834	625.0	2227.0
554235	4.0	7.0
554236	1.0	72.0
56849	275.0	113.0
255725	0.0	0.0
56848	305.0	1015.0
56852	651.0	1428.0
56853	30.0	35.0
102724631	0.0	0.0
56850	1146.0	3576.0
56851	2512.0	2176.0
100820829	1498.0	69.0
101243555	50.0	2.0
196872	52.0	228.0
8501	1682.0	1542.0
8502	4312.0	12028.0
8500	3204.0	4699.0
253128	8.0	10.0
664701	254.0	87.0
255783	204.0	404.0
54207	0.0	3.0
54206	15244.0	4844.0
54205	2733.0	5846.0
664709	9.0	84.0
54209	177.0	895.0
196883	1399.0	530.0
8512	15.0	18.0
8513	3.0	4.0
8510	3.0	3.0
8511	26.0	29.0
54210	18.0	30.0
81831	98.0	470.0
81832	8.0	1.0
81833	0.0	0.0
54212	0.0	0.0
170261	23.0	19.0
8505	938.0	1957.0
8506	344.0	639.0
8503	1809.0	15608.0
8504	810.0	1259.0
8509	92.0	224.0
8507	1643.0	18035.0
255758	100.0	394.0
8508	809.0	2712.0
8520	1599.0	4485.0
8521	5.0	86.0
169270	242.0	424.0
8522	3505.0	4235.0
102724605	0.0	0.0
554282	1.0	2.0
56886	3126.0	7397.0
54221	141.0	7.0
56888	3184.0	2904.0
554279	6.0	26.0
664722	1.0	3.0
56882	3234.0	11504.0
664721	7.0	11.0
255762	23.0	5.0
56884	1.0	2.0
8516	766.0	550.0
8517	140.0	277.0
8514	239.0	956.0
8515	288.0	413.0
56889	13295.0	18180.0
8518	2286.0	7729.0
8519	2302.0	2616.0
8530	85.0	470.0
326624	100.0	348.0
8531	9871.0	3925.0
326625	1461.0	1363.0
8534	72.0	267.0
326628	0.0	0.0
8535	322.0	4759.0
326627	0.0	2.0
8532	10.0	22.0
8533	2070.0	1700.0
8527	1258.0	8408.0
8528	213.0	518.0
8525	1731.0	2688.0
8526	837.0	325.0
8529	1.0	0.0
8541	89.0	345.0
326613	0.0	2.0
8542	2131.0	4622.0
326615	0.0	0.0
8540	3621.0	9524.0
326614	0.0	0.0
8545	6892.0	10136.0
326617	0.0	0.0
8546	2635.0	4002.0
326616	0.0	0.0
8543	3663.0	3856.0
8544	1072.0	204.0
253175	0.0	0.0
554300	0.0	1.0
8538	414.0	872.0
8539	4642.0	8328.0
8536	860.0	254.0
8537	113.0	220.0
8552	59.0	155.0
8553	3453.0	24406.0
8550	1345.0	2422.0
326603	13.0	3.0
8551	0.0	0.0
8556	655.0	447.0
326606	0.0	0.0
8557	19.0	24.0
8554	2324.0	3854.0
8555	3095.0	567.0
326607	0.0	0.0
326609	1.0	7.0
255798	0.0	1.0
8549	30.0	184.0
8547	93.0	28.0
8548	1279.0	2020.0
101409261	5.0	9.0
326611	1.0	3.0
8563	1485.0	933.0
8564	67.0	648.0
8562	2689.0	5786.0
8567	1968.0	5732.0
8568	385.0	1000.0
8565	1523.0	3111.0
8566	9073.0	5114.0
253152	20.0	82.0
8560	3983.0	6944.0
100132031	0.0	0.0
100132036	0.0	1.0
253143	2146.0	3599.0
8558	830.0	1955.0
8559	461.0	608.0
8574	1960.0	2212.0
8575	2385.0	2608.0
8572	362.0	362.0
8573	2148.0	5890.0
8578	790.0	397.0
8576	1143.0	2205.0
8577	1.0	1.0
554354	0.0	0.0
8570	4204.0	8805.0
123811	2226.0	5017.0
8569	1615.0	1882.0
8585	0.0	0.0
8586	0.0	1.0
101928770	0.0	2.0
8583	0.0	0.0
101928773	1.0	0.0
8587	8.0	1.0
8588	0.0	0.0
101928776	2.0	0.0
8581	43.0	6.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	0.0
101409258	17.0	24.0
101409257	0.0	1.0
101409254	0.0	0.0
101409253	1.0	0.0
123803	1772.0	1026.0
8596	0.0	1.0
101928781	2.0	1.0
8594	0.0	0.0
8595	0.0	0.0
101928784	6.0	32.0
8590	2.0	0.0
8591	0.0	0.0
100132066	0.0	0.0
100421113	1.0	2.0
100421114	0.0	2.0
101928790	0.0	0.0
101928795	0.0	1.0
253190	122.0	469.0
100132073	0.0	1.0
100132074	20.0	78.0
100132079	0.0	0.0
554313	0.0	1.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	28.0	20.0
100421125	0.0	0.0
91133	575.0	209.0
100421129	0.0	7.0
91137	3552.0	3598.0
101928720	2.0	0.0
375519	3.0	1.0
100856810	0.0	0.0
100421136	9.0	6.0
100421137	0.0	0.0
101928734	1.0	0.0
91120	120.0	681.0
101928736	19.0	159.0
147837	142.0	397.0
100421131	0.0	3.0
100421133	0.0	0.0
91156	3.0	209.0
100421146	0.0	0.0
160824	0.0	1.0
100421148	0.0	0.0
101928744	0.0	0.0
91151	144.0	594.0
147841	13.0	58.0
100421143	0.0	0.0
91149	16.0	5.0
101928752	2.0	0.0
91147	517.0	1986.0
387509	1076.0	528.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	225.0	350.0
100506574	1.0	7.0
399520	16.0	3.0
100421178	0.0	0.0
100506564	2.0	1.0
121227	3228.0	1631.0
387521	1602.0	1513.0
387522	1.0	0.0
100421172	9.0	20.0
100421175	1.0	1.0
100421177	0.0	0.0
100506599	30.0	331.0
100856877	0.0	0.0
100421189	0.0	0.0
100856878	1.0	1.0
121214	5.0	1.0
387559	0.0	30.0
123876	18.0	7.0
123872	18.0	955.0
100421180	0.0	0.0
147808	177.0	373.0
100421185	0.0	0.0
147804	144.0	229.0
123879	2537.0	1660.0
147807	404.0	514.0
100421188	0.0	0.0
375567	7.0	2.0
399512	262.0	653.0
399511	74.0	151.0
91181	6.0	16.0
448990	5.0	35.0
101928715	2.0	0.0
100506581	43.0	13.0
100856881	0.0	0.0
100506775	1.0	1.0
100506779	12.0	74.0
160762	0.0	0.0
93953	112.0	95.0
104326057	0.0	0.0
399687	1531.0	4150.0
104326058	0.0	0.0
100506776	28.0	126.0
348094	256.0	321.0
160760	2532.0	2231.0
348093	778.0	59.0
387695	0.0	0.0
104326055	0.0	24.0
93948	22.0	2.0
399693	1.0	20.0
104326053	0.0	0.0
399694	96.0	164.0
104326054	0.0	0.0
104326051	0.0	37.0
104326052	5.0	10.0
133150	0.0	0.0
399697	0.0	2.0
100506765	0.0	1.0
387694	1.0	5.0
102724706	0.0	0.0
54361	33.0	664.0
54360	73.0	37.0
54363	1.0	0.0
387684	0.0	3.0
147798	367.0	8428.0
159770	0.0	0.0
100506769	1.0	0.0
93973	866.0	1190.0
399668	462.0	131.0
100506795	240.0	35.0
399669	64.0	202.0
399664	406.0	1427.0
399666	0.0	0.0
93974	958.0	3133.0
399665	1553.0	10323.0
100506791	0.0	4.0
81993	1.0	3.0
399671	65.0	193.0
399670	0.0	3.0
160777	2.0	768.0
91300	904.0	3556.0
100506783	118.0	13.0
91304	2023.0	4341.0
100506787	2.0	1.0
100293948	0.0	0.0
204219	8.0	24.0
121130	0.0	0.0
145165	22.0	13.0
54386	4361.0	2985.0
123787	0.0	0.0
652670	1.0	0.0
121129	0.0	0.0
100506733	0.0	1.0
147746	6.0	11.0
255812	308.0	628.0
147741	12.0	0.0
147744	1.0	44.0
100506737	27.0	7.0
100506736	123.0	148.0
160728	0.0	0.0
100506724	0.0	0.0
100506723	4.0	4.0
93986	1538.0	153.0
100506721	0.0	1.0
100913183	0.0	1.0
100913182	0.0	0.0
91319	505.0	333.0
93979	8.0	0.0
91316	37.0	71.0
133121	43.0	40.0
93978	2.0	1.0
100506753	132.0	185.0
91355	79.0	288.0
91353	1.0	5.0
100506757	1.0	21.0
100506755	254.0	45.0
91351	732.0	2188.0
100506759	0.0	0.0
107080641	0.0	0.0
100506742	28.0	15.0
348021	0.0	0.0
107080653	0.0	0.0
255809	15.0	79.0
100506749	6.0	7.0
107080654	0.0	2.0
107080655	0.0	0.0
107080652	0.0	1.0
348013	242.0	239.0
338692	565.0	2061.0
338699	653.0	1921.0
107080628	0.0	0.0
107080629	0.0	0.0
56931	219.0	694.0
723779	0.0	0.0
723778	0.0	0.0
107080624	0.0	1.0
107080626	0.0	0.0
107080627	0.0	0.0
56937	4137.0	10388.0
196792	36.0	55.0
107080620	1.0	9.0
