id	a33fd703-0e9d-4b9a-9650-7b8fcb86aeb2	b5086d62-fa3b-41ad-b0dc-e7c45b726bf7
441073	74.0	21.0
100132920	0.0	0.0
100132923	77.0	13.0
100132929	0.0	0.0
100288797	2.0	3.0
441056	0.0	0.0
441066	2.0	0.0
252995	320.0	74.0
441061	34.0	2.0
100132932	0.0	0.0
100132938	1.0	0.0
100288785	1.0	0.0
441094	888.0	130.0
100132940	0.0	0.0
252968	0.0	0.0
252969	2337.0	904.0
100132948	11.0	10.0
100132949	0.0	0.0
286310	3.0	1.0
404093	4614.0	5995.0
286319	1357.0	727.0
100288772	5.0	0.0
441027	15138.0	4980.0
441026	1.0	0.0
441024	1781.0	580.0
441032	419.0	115.0
84803	574.0	598.0
164091	1512.0	1364.0
100132963	4.0	1.0
100132965	0.0	1.0
100132967	0.0	0.0
152098	235.0	41.0
100288757	1.0	0.0
100132973	0.0	0.0
100132978	2.0	1.0
100132979	0.0	0.0
359803	15.0	3.0
359804	3.0	1.0
100288742	0.0	0.0
359806	0.0	0.0
84816	690.0	455.0
359800	2.0	0.0
84818	3084.0	2299.0
441046	122.0	52.0
84817	2451.0	1983.0
359802	0.0	0.0
84823	2040.0	2852.0
57205	3018.0	910.0
441054	316.0	65.0
84824	48.0	26.0
441051	8.0	15.0
441050	83.0	71.0
84820	651.0	107.0
100132987	5.0	5.0
57209	2153.0	710.0
100288739	8.0	3.0
84809	2482.0	866.0
84808	110.0	59.0
57210	1653.0	1247.0
84804	1747.0	1130.0
100288730	210.0	36.0
84807	566.0	186.0
441034	46.0	11.0
84812	1047.0	603.0
57215	1898.0	1259.0
84811	2026.0	1047.0
57216	6542.0	4808.0
57217	2255.0	2020.0
84814	229.0	70.0
100132992	4.0	0.0
57211	1632.0	803.0
100132994	0.0	0.0
57212	3743.0	1625.0
57213	1154.0	408.0
100132995	1.0	0.0
57214	399.0	382.0
105370242	0.0	0.0
286365	0.0	0.0
100130338	0.0	0.0
100129348	0.0	0.0
100130335	11.0	2.0
648791	213.0	19.0
359822	1.0	0.0
100129347	10.0	2.0
286370	0.0	0.0
404037	0.0	0.0
100130327	0.0	0.0
100129337	5.0	0.0
130728	1.0	1.0
286380	0.0	3.0
100129331	0.0	0.0
100130319	0.0	0.0
404024	4.0	1.0
404026	0.0	0.0
100129329	0.0	0.0
100130313	0.0	0.0
441009	19.0	7.0
100130311	507.0	392.0
100130310	1.0	0.0
130733	864.0	82.0
359844	1.0	0.0
359845	1898.0	788.0
727914	4.0	4.0
727915	0.0	0.0
100129325	1.0	0.0
100129320	41.0	7.0
646168	17.0	2.0
100129319	0.0	0.0
100130307	12.0	5.0
100129315	0.0	0.0
100130302	0.0	2.0
727910	1795.0	1784.0
100130301	21.0	10.0
345193	144.0	22.0
130749	30.0	10.0
646164	0.0	1.0
727909	7.0	1.0
727905	0.0	0.0
100129308	0.0	0.0
646177	0.0	0.0
100129306	0.0	0.0
646171	26.0	6.0
646175	0.0	0.0
646174	4.0	0.0
115123	729.0	727.0
286333	163.0	81.0
286336	478.0	346.0
115106	3409.0	1101.0
100306975	3.0	0.0
115111	138.0	21.0
286343	3496.0	3391.0
286348	0.0	0.0
646193	1.0	4.0
100886964	0.0	0.0
646192	0.0	1.0
646196	5.0	2.0
646195	2728.0	1094.0
100534599	1.0	1.0
130700	0.0	0.0
100306951	159.0	69.0
100534595	32.0	40.0
100132911	0.0	0.0
100534592	0.0	1.0
100534593	284.0	37.0
286362	0.0	0.0
100132916	5.0	0.0
100240709	2.0	0.0
129684	1.0	0.0
57180	1196.0	730.0
129685	3982.0	1543.0
100240707	6.0	1.0
727982	0.0	0.0
57185	6802.0	2191.0
727987	0.0	0.0
57186	11737.0	8323.0
57187	11379.0	5842.0
57188	1514.0	371.0
57181	4865.0	3799.0
94122	836.0	439.0
57182	18138.0	7418.0
727984	3.0	1.0
94121	4948.0	1368.0
94120	995.0	675.0
57184	2084.0	581.0
359795	0.0	0.0
359797	0.0	0.0
359798	0.0	0.0
359791	0.0	0.0
100009613	36.0	2.0
57189	10179.0	3189.0
359792	15.0	4.0
127018	2488.0	1263.0
359793	0.0	0.0
100240711	2.0	0.0
100240712	1.0	0.0
100240710	0.0	0.0
345258	0.0	3.0
100240713	0.0	0.0
94115	1.0	0.0
57190	14404.0	9654.0
727970	3.0	1.0
57191	271.0	54.0
166614	929.0	161.0
57198	7704.0	4867.0
57192	1703.0	908.0
359799	0.0	0.0
57194	1209.0	1908.0
727969	0.0	0.0
84798	2538.0	2803.0
140004	0.0	0.0
84793	81.0	76.0
84792	2495.0	1568.0
84795	1080.0	129.0
84791	1254.0	794.0
84790	4299.0	6383.0
154661	249.0	108.0
154664	360.0	1.0
166647	6482.0	2696.0
127003	29.0	8.0
127002	621.0	203.0
115019	0.0	8.0
100130396	0.0	0.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	22.0	3.0
100130391	4.0	0.0
115024	3293.0	2506.0
142679	415.0	129.0
648729	12.0	2.0
142678	1136.0	522.0
347894	0.0	0.0
102465436	0.0	2.0
94137	75.0	9.0
727991	86.0	15.0
102465435	0.0	0.0
102465434	0.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
648740	0.0	0.0
102465431	0.0	0.0
102465430	0.0	0.0
100130388	18.0	9.0
100130386	1.0	1.0
94134	10795.0	3644.0
100130384	0.0	0.0
100130383	1.0	0.0
102465438	0.0	0.0
102465437	0.0	0.0
142684	75.0	22.0
100129394	7.0	2.0
142683	1.0	0.0
142686	206.0	70.0
142685	29.0	1.0
152007	3105.0	1492.0
152006	9676.0	3294.0
142689	8.0	5.0
140028	0.0	0.0
152002	2178.0	3341.0
100129396	0.0	0.0
102465447	0.0	1.0
127062	0.0	0.0
102465446	5.0	1.0
345222	67.0	18.0
102465445	0.0	0.0
102465444	0.0	0.0
102465443	1.0	2.0
102465442	0.0	0.0
102465441	0.0	1.0
102465440	0.0	0.0
94162	0.0	0.0
127069	0.0	0.0
94161	15.0	3.0
100130376	3.0	0.0
94160	81.0	23.0
127068	0.0	0.0
127066	0.0	0.0
727940	0.0	0.0
727941	69.0	19.0
102465449	0.0	0.0
127064	0.0	0.0
102465448	0.0	0.0
100129382	0.0	0.0
727936	899.0	547.0
100129385	2.0	1.0
100129387	6984.0	672.0
102465458	0.0	0.0
102465457	0.0	0.0
94158	16.0	2.0
102465456	0.0	1.0
102465455	0.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	50.0	10.0
102465451	1.0	1.0
127059	0.0	0.0
94151	0.0	0.0
94150	1.0	1.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	7.0	2.0
102465469	0.0	0.0
102465468	1.0	1.0
102465467	0.0	0.0
347862	4147.0	1640.0
102465466	0.0	0.0
102465465	1.0	0.0
100130359	0.0	0.0
102465464	0.0	0.0
102465463	1.0	0.0
646114	0.0	0.0
102465462	0.0	0.0
100009676	166.0	67.0
727964	0.0	0.0
100129361	2289.0	1274.0
102465461	0.0	0.0
102465460	0.0	0.0
646108	17.0	3.0
100129368	0.0	0.0
347853	27.0	0.0
102465479	0.0	0.0
102465478	2.0	2.0
102465477	0.0	0.0
102465476	0.0	0.0
100130348	139.0	35.0
102465475	0.0	0.0
102465474	0.0	0.0
102465473	0.0	0.0
727956	0.0	0.0
727957	3358.0	1928.0
100009667	1.0	0.0
100130342	0.0	0.0
100009668	4.0	0.0
101154753	0.0	0.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	0.0	0.0
100129357	62.0	37.0
100129351	0.0	0.0
100129354	13.0	1.0
102465489	0.0	0.0
102465488	1.0	0.0
100288726	0.0	0.0
102465487	1.0	2.0
102465486	0.0	0.0
102465485	1.0	0.0
102465484	0.0	0.0
164045	162.0	23.0
57105	135.0	70.0
57106	618.0	852.0
84726	24321.0	16453.0
57107	2891.0	1476.0
84725	2880.0	1507.0
57108	3.0	1.0
57101	270.0	72.0
84720	5727.0	3767.0
57102	2694.0	1697.0
57103	1961.0	1002.0
84722	391.0	244.0
57104	15293.0	5003.0
102465483	0.0	0.0
102465482	0.0	0.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	1730.0	1554.0
102465499	0.0	0.0
100288713	16.0	1.0
102465496	0.0	0.0
102465495	0.0	0.0
100288711	1.0	0.0
84709	69.0	15.0
57110	208.0	306.0
57111	5898.0	5371.0
84706	13971.0	6060.0
84705	1239.0	856.0
84708	2428.0	1120.0
84707	1138.0	259.0
57116	142.0	182.0
57117	3596.0	2383.0
57118	1911.0	1260.0
57119	6.0	3.0
57113	0.0	0.0
57115	1.0	4.0
102465494	0.0	0.0
102465493	0.0	0.0
102465492	0.0	0.0
102465491	3.0	0.0
102465490	0.0	0.0
152065	7.0	0.0
100288702	0.0	0.0
57120	8623.0	3061.0
57121	269.0	160.0
57122	13038.0	13665.0
201456	277.0	123.0
127086	0.0	0.0
57127	30.0	22.0
57128	2241.0	1074.0
57129	3415.0	4240.0
84747	4736.0	1414.0
57124	4415.0	1995.0
57125	3396.0	1279.0
57126	3.0	11.0
84740	40.0	14.0
152078	306.0	6.0
127074	1.0	0.0
57130	6182.0	4931.0
57132	6802.0	2912.0
84727	377.0	396.0
127077	0.0	0.0
84735	22.0	8.0
84734	97.0	106.0
57139	3198.0	789.0
115098	1011.0	1229.0
201475	6370.0	2494.0
57134	1948.0	757.0
57135	0.0	0.0
57136	17791.0	12532.0
84733	428.0	1142.0
57142	47754.0	23988.0
57143	683.0	242.0
57144	338.0	3.0
201477	0.0	1.0
57140	3289.0	2603.0
57149	2851.0	1677.0
84767	0.0	0.0
140032	0.0	0.0
84769	888.0	694.0
57146	4442.0	2122.0
57147	4020.0	2660.0
84766	1092.0	265.0
84765	2046.0	276.0
57148	25809.0	13388.0
152015	540.0	8.0
57152	1.0	2.0
57153	23472.0	15571.0
166655	0.0	0.0
57154	5180.0	2989.0
84749	2662.0	773.0
57150	994.0	205.0
57151	0.0	0.0
84759	1097.0	621.0
140043	0.0	0.0
57156	1763.0	1152.0
57157	4179.0	2718.0
139060	2.0	1.0
84752	1023.0	517.0
57158	1234.0	80.0
57159	19.0	5.0
84750	1063.0	198.0
152024	1.0	0.0
139067	0.0	0.0
139065	830.0	424.0
94104	7771.0	2803.0
94103	10417.0	8716.0
96764	4214.0	2750.0
94107	3070.0	1905.0
57165	110.0	76.0
94101	4622.0	2093.0
57161	2972.0	375.0
57162	9064.0	2132.0
57167	47.0	15.0
57168	273.0	383.0
57169	14991.0	16468.0
84787	723.0	623.0
57175	3841.0	2862.0
57176	2077.0	1357.0
57171	1820.0	2051.0
57172	7.0	17.0
84779	3.0	1.0
57178	23033.0	13881.0
139081	13.0	4.0
84775	1625.0	719.0
57179	14133.0	7266.0
84777	232.0	75.0
84771	29.0	9.0
113655	742.0	472.0
732538	1.0	2.0
353323	0.0	0.0
353322	665.0	90.0
353324	12.0	18.0
100996279	0.0	1.0
149603	8016.0	9317.0
341333	13.0	2.0
343990	1345.0	758.0
353332	0.0	0.0
149620	0.0	0.0
353333	0.0	0.0
100996266	1.0	0.0
343981	0.0	0.0
162605	0.0	0.0
353345	59.0	59.0
84900	220.0	295.0
84902	3563.0	2961.0
149628	248.0	199.0
84901	5648.0	2691.0
341315	436.0	59.0
113622	320.0	233.0
353355	460.0	97.0
149643	8.0	1.0
150622	15.0	1.0
100852408	1.0	0.0
100852409	0.0	0.0
100852406	0.0	0.0
100852407	13.0	4.0
642513	2.0	0.0
100852405	0.0	0.0
642517	596.0	147.0
100852410	76.0	12.0
84919	17820.0	11671.0
84918	5723.0	5344.0
389322	50.0	27.0
390311	1.0	0.0
389320	0.0	0.0
390313	0.0	0.0
84915	295.0	136.0
84914	13459.0	5677.0
497190	6.0	1.0
84916	3903.0	2415.0
84922	1485.0	1054.0
390318	1.0	0.0
84924	1974.0	854.0
84923	2582.0	2179.0
84920	747.0	204.0
123016	4595.0	1342.0
497189	12.0	32.0
642521	0.0	0.0
390320	0.0	0.0
84908	3668.0	1507.0
390321	0.0	0.0
353376	13.0	12.0
390322	0.0	0.0
390323	0.0	0.0
654502	7.0	6.0
84909	2338.0	707.0
390324	0.0	0.0
654503	1.0	0.0
84904	394.0	253.0
654504	3.0	0.0
390326	0.0	0.0
654505	0.0	0.0
390327	0.0	0.0
654506	134.0	15.0
84905	602.0	519.0
84911	925.0	120.0
390329	0.0	0.0
84910	9808.0	4983.0
84913	524.0	114.0
84912	2366.0	1413.0
113691	27.0	6.0
642538	0.0	0.0
113675	322.0	730.0
84937	1531.0	1519.0
84936	1996.0	1258.0
84939	4081.0	1507.0
84938	1408.0	562.0
84944	9.0	2.0
57325	3000.0	1819.0
57326	10780.0	11135.0
84946	3019.0	1848.0
84945	4475.0	1804.0
84940	293.0	90.0
389336	121.0	3.0
389337	5851.0	1310.0
84942	1071.0	497.0
84941	866.0	665.0
642546	8.0	2.0
343930	0.0	1.0
84929	10.0	0.0
389333	585.0	293.0
84926	5935.0	5567.0
84925	1649.0	453.0
84928	4335.0	2634.0
57336	1495.0	625.0
84933	598.0	630.0
84932	3915.0	1407.0
57337	4349.0	943.0
84935	2116.0	3345.0
57338	15.0	6.0
84934	975.0	853.0
57332	625.0	483.0
57333	894.0	929.0
84931	0.0	0.0
84930	1955.0	2061.0
57335	1067.0	603.0
103752554	0.0	0.0
103752555	2.0	2.0
642559	28.0	1.0
390352	8.0	0.0
390354	465.0	152.0
389362	1187.0	314.0
150677	1.0	1.0
150678	2728.0	2390.0
377381	169.0	27.0
162655	937.0	247.0
390363	8.0	0.0
147040	1533.0	849.0
343901	1.0	1.0
149699	0.0	1.0
150684	1796.0	705.0
150681	6.0	2.0
159013	3691.0	1809.0
221504	4.0	1.0
103752581	51.0	8.0
389386	1.0	1.0
389383	22.0	32.0
389384	5.0	0.0
123041	81.0	41.0
162681	495.0	458.0
123036	25628.0	9719.0
103752587	1.0	0.0
150696	8023.0	7659.0
103752588	14.0	2.0
103752589	21.0	16.0
103752583	0.0	0.0
103752584	28.0	4.0
103752585	0.0	0.0
103752586	6.0	1.0
390340	0.0	0.0
389376	1.0	2.0
221527	300.0	352.0
390394	11.0	2.0
149647	0.0	0.0
389396	0.0	0.0
123099	1662.0	1329.0
389395	0.0	0.0
123096	5549.0	2022.0
137682	2316.0	1710.0
390378	0.0	0.0
221545	977.0	485.0
221547	3.0	9.0
147011	259.0	130.0
147007	2029.0	1661.0
100996295	1.0	0.0
137695	3440.0	2570.0
162632	29.0	5.0
149685	2.0	0.0
100135063	0.0	0.0
100135064	0.0	0.0
147015	451.0	669.0
100996280	1.0	0.0
94240	869.0	951.0
94241	16842.0	9357.0
94236	0.0	0.0
94235	0.0	7.0
94234	22.0	4.0
94239	17758.0	9296.0
94233	1.0	2.0
390294	4.0	1.0
390297	0.0	0.0
390298	0.0	2.0
221584	253.0	292.0
150590	696.0	358.0
94274	572.0	75.0
94298	5.0	0.0
94297	1.0	0.0
414768	0.0	0.0
642451	2.0	1.0
414766	25.0	12.0
414767	4.0	0.0
654434	609.0	212.0
400123	2.0	0.0
400121	0.0	0.0
57221	30120.0	13116.0
84838	4957.0	2931.0
400120	29.0	19.0
84837	368.0	41.0
84839	2.0	1.0
57226	5950.0	2757.0
84844	1692.0	1468.0
84847	7.0	7.0
57228	1546.0	1217.0
57222	31899.0	21911.0
402779	0.0	0.0
402778	3371.0	6543.0
57223	15161.0	7482.0
57224	1593.0	733.0
84842	46.0	51.0
414776	0.0	0.0
642446	0.0	0.0
414771	1.0	1.0
642448	0.0	2.0
642461	0.0	0.0
642460	51.0	4.0
414777	5126.0	1817.0
414778	26.0	8.0
57231	9505.0	3822.0
400110	2.0	0.0
57232	586.0	184.0
654427	11.0	8.0
84826	0.0	0.0
654429	12.0	21.0
84833	4598.0	2829.0
84836	5249.0	1541.0
84830	408.0	126.0
57234	629.0	60.0
84832	0.0	0.0
654433	720.0	163.0
9001	267.0	25.0
9002	439.0	63.0
642475	312.0	156.0
84859	7091.0	7318.0
84867	19.0	15.0
84866	3923.0	2401.0
84869	5075.0	2604.0
84868	796.0	1071.0
654463	13.0	7.0
84865	549.0	507.0
84864	3967.0	1485.0
84861	1566.0	1363.0
9014	1619.0	615.0
9015	863.0	545.0
9013	2785.0	1175.0
9019	22310.0	14626.0
9016	937.0	536.0
341392	81.0	5.0
84848	160.0	229.0
84856	172.0	36.0
84858	857.0	208.0
84852	256.0	27.0
102725176	0.0	0.0
84851	1897.0	643.0
642477	69.0	14.0
84850	0.0	1.0
105376946	0.0	0.0
9025	1810.0	1143.0
9026	2180.0	1524.0
9023	831.0	966.0
113612	2662.0	742.0
9024	80.0	102.0
642493	0.0	1.0
9027	52.0	24.0
9028	182.0	52.0
400165	0.0	0.0
9021	14078.0	7807.0
9022	64.0	88.0
9020	2429.0	2875.0
84889	291.0	23.0
84888	9463.0	5205.0
654483	8.0	11.0
84885	1144.0	1596.0
654486	0.0	0.0
84886	11392.0	8139.0
84881	2124.0	1053.0
642489	39.0	28.0
84883	3326.0	1083.0
654480	3.0	1.0
9037	13071.0	2380.0
9034	204.0	102.0
9038	0.0	0.0
9039	6013.0	2602.0
400156	6.0	6.0
9032	0.0	0.0
9033	38.0	30.0
9031	15504.0	16112.0
84878	1283.0	1234.0
84879	731.0	928.0
84874	2343.0	776.0
84873	1.0	0.0
84876	1362.0	769.0
84875	3015.0	5793.0
84870	1453.0	420.0
84872	1392.0	1147.0
84871	147.0	43.0
9047	239.0	528.0
9048	248.0	478.0
9045	39435.0	13652.0
9046	339.0	352.0
9049	1745.0	1103.0
106480985	2.0	0.0
9040	3124.0	2820.0
106480984	0.0	0.0
106480987	0.0	0.0
106480986	6.0	1.0
9043	17223.0	11471.0
400141	137.0	35.0
106480989	2.0	0.0
9044	15411.0	5460.0
106480988	0.0	0.0
57282	24.0	17.0
106480990	1.0	0.0
106480992	0.0	0.0
106480991	0.0	0.0
106480994	0.0	0.0
106480993	2.0	4.0
414753	0.0	0.0
414754	2.0	0.0
414751	0.0	0.0
414752	0.0	0.0
341359	9.0	1.0
341356	1.0	0.0
9058	1180.0	75.0
9056	813.0	520.0
9057	1597.0	1152.0
341350	19.0	1.0
9050	3736.0	1373.0
106480996	0.0	0.0
9051	221.0	235.0
106480995	3.0	0.0
106480998	1.0	1.0
106480997	0.0	0.0
57291	3239.0	1361.0
9054	2530.0	1844.0
9055	2130.0	3769.0
106480999	0.0	0.0
9052	15116.0	43250.0
9053	6428.0	4698.0
84899	4031.0	2392.0
282569	0.0	0.0
400129	27.0	10.0
84896	10929.0	4822.0
84895	1375.0	862.0
400128	218.0	4.0
84898	17630.0	5421.0
84897	3186.0	1165.0
400126	67.0	38.0
654499	0.0	0.0
84892	1776.0	1278.0
414764	39.0	1.0
84891	3.0	0.0
414765	88.0	34.0
84894	3119.0	4246.0
84893	7613.0	4055.0
414760	11.0	0.0
414761	107.0	36.0
84890	4693.0	2127.0
341346	6.0	4.0
9069	7646.0	3113.0
414926	26.0	2.0
9068	1435.0	293.0
106479979	0.0	0.0
729004	31.0	4.0
106479978	0.0	0.0
106479977	0.0	0.0
106479976	0.0	0.0
106479975	18.0	4.0
9061	12533.0	4816.0
106480963	0.0	0.0
106479974	0.0	0.0
106479973	2.0	0.0
106480962	0.0	0.0
106480965	0.0	0.0
106479972	0.0	0.0
9060	3546.0	2564.0
106480964	7.0	2.0
106479971	0.0	0.0
106479970	1.0	0.0
106480967	5.0	3.0
9066	9841.0	3717.0
106480966	0.0	0.0
9063	4123.0	1537.0
729009	130.0	81.0
106480969	1.0	0.0
9064	2778.0	1494.0
106480968	0.0	0.0
106480970	0.0	0.0
106480972	0.0	0.0
106480971	0.0	0.0
113540	59.0	31.0
106479969	2.0	0.0
9079	3999.0	1088.0
106479968	0.0	0.0
106479967	0.0	0.0
106479966	0.0	0.0
106479965	0.0	0.0
106479964	0.0	0.0
106479963	0.0	0.0
106480974	27.0	2.0
9073	2352.0	36.0
106479962	0.0	0.0
106480973	1.0	0.0
9070	5680.0	2605.0
106479961	2.0	0.0
106480976	0.0	0.0
9071	20.0	4.0
106479960	0.0	0.0
106480975	0.0	0.0
9076	2322.0	986.0
390402	0.0	0.0
106480978	1.0	0.0
9077	372.0	166.0
390403	0.0	0.0
106480977	0.0	0.0
9074	7.0	6.0
9075	73.0	60.0
106480979	2.0	1.0
100996387	1.0	0.0
390407	5.0	0.0
106480981	0.0	0.0
106480980	0.0	0.0
106480983	0.0	0.0
106480982	3.0	1.0
729025	9.0	2.0
106480949	0.0	0.0
106480948	0.0	0.0
730013	19.0	2.0
137529	2.0	0.0
730010	10.0	2.0
106479999	1.0	0.0
729020	3.0	0.0
113510	2245.0	737.0
106479998	0.0	0.0
729023	10.0	8.0
106479997	0.0	0.0
9083	0.0	0.0
106479996	2.0	1.0
106480941	0.0	0.0
9084	0.0	0.0
389421	0.0	0.0
106479995	0.0	0.0
106480940	0.0	0.0
9081	0.0	0.0
106479994	4.0	0.0
106480943	0.0	0.0
106479993	0.0	0.0
9082	0.0	0.0
106480942	0.0	0.0
9087	0.0	0.0
106479992	2.0	1.0
106480945	0.0	0.0
9088	242.0	768.0
106479991	0.0	0.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	0.0	0.0
106480946	0.0	0.0
57402	7697.0	17666.0
57403	8652.0	6490.0
57404	4467.0	1984.0
57405	290.0	341.0
389416	4.0	1.0
149501	110.0	174.0
9080	21.0	34.0
106480950	0.0	0.0
57406	682.0	286.0
57407	2522.0	1881.0
57408	0.0	0.0
730005	121.0	254.0
57409	2412.0	2490.0
106480959	1.0	0.0
729013	780.0	341.0
106479989	0.0	0.0
106479988	0.0	0.0
106479987	0.0	0.0
729012	3.0	4.0
106479986	0.0	0.0
9094	2945.0	1894.0
106479985	0.0	0.0
106480952	4.0	0.0
9095	388.0	110.0
106479984	12.0	6.0
106480951	17.0	2.0
9092	1774.0	2010.0
106479983	2.0	0.0
106480954	0.0	0.0
9093	4757.0	4148.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	490.0	39.0
106479981	0.0	0.0
106480956	4.0	1.0
9099	639.0	138.0
106479980	1.0	2.0
106480955	17.0	2.0
9096	1166.0	177.0
106480958	0.0	0.0
9097	17480.0	7478.0
106480957	0.0	0.0
57413	168.0	122.0
57414	5863.0	5222.0
57415	2457.0	1822.0
389404	4.0	4.0
9091	2539.0	2453.0
57410	4547.0	4047.0
389400	8.0	0.0
106480961	0.0	0.0
57412	37.0	21.0
106480960	2.0	0.0
57418	1595.0	1106.0
57419	5597.0	2829.0
106480927	0.0	0.0
106479938	0.0	0.0
106479937	0.0	0.0
106480926	5.0	0.0
106479936	0.0	0.0
106480929	4.0	1.0
106479935	6.0	1.0
106480928	0.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	10.0	1.0
106479931	0.0	0.0
390431	0.0	0.0
106479930	0.0	0.0
390432	0.0	0.0
400322	2524.0	551.0
390433	0.0	0.0
106480921	25.0	5.0
106480920	5.0	0.0
390434	0.0	0.0
106480923	1.0	0.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	0.0
390437	0.0	0.0
106480925	0.0	0.0
106480924	0.0	0.0
390438	0.0	0.0
390439	0.0	0.0
341418	0.0	0.0
341416	0.0	0.0
100996350	9.0	3.0
389434	69.0	62.0
642402	1.0	0.0
106479929	1.0	1.0
106479928	0.0	0.0
106479927	5.0	1.0
106480938	0.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	1.0	2.0
106479922	2.0	0.0
106479921	0.0	0.0
390440	1.0	0.0
106479920	0.0	0.0
390441	31.0	4.0
353497	384.0	53.0
390442	0.0	0.0
106480930	4.0	1.0
390443	0.0	0.0
389432	2951.0	387.0
106480932	0.0	0.0
390445	3.0	0.0
106480931	0.0	0.0
106480934	0.0	0.0
106480933	0.0	0.0
106480936	1.0	0.0
100996348	90.0	21.0
106480935	11.0	1.0
389428	7.0	0.0
341405	7.0	2.0
389422	154.0	72.0
642413	0.0	0.0
106479919	0.0	0.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	2.0	1.0
106480904	0.0	0.0
106480907	17.0	5.0
106479958	0.0	0.0
106479957	1.0	0.0
106480906	0.0	0.0
106480909	1.0	0.0
106479956	1.0	0.0
106479955	1.0	0.0
106480908	0.0	0.0
106479954	2.0	0.0
106479953	0.0	1.0
106479952	0.0	0.0
654412	1.0	0.0
106479951	0.0	0.0
390411	0.0	0.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	2.0	1.0
106480900	0.0	0.0
106480903	0.0	0.0
390415	1.0	1.0
106480902	1.0	0.0
57446	5916.0	2547.0
57447	27212.0	2398.0
390418	0.0	0.0
100996331	0.0	0.0
57448	23236.0	11158.0
390419	0.0	1.0
57449	2493.0	587.0
389458	0.0	1.0
642425	0.0	0.0
642424	14.0	2.0
100125556	333.0	77.0
106479949	0.0	0.0
106480916	9.0	4.0
106479948	0.0	0.0
106480915	0.0	0.0
106480918	0.0	0.0
106479947	0.0	0.0
106480917	5.0	1.0
106479946	0.0	0.0
106479945	1.0	0.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	5.0	0.0
642443	18.0	2.0
106479942	4.0	1.0
106479941	6.0	0.0
106479940	0.0	0.0
390421	7.0	0.0
57451	1809.0	134.0
106480910	0.0	0.0
57452	3011.0	1143.0
390423	0.0	0.0
414919	1023.0	643.0
390424	0.0	0.0
106480912	0.0	1.0
106480911	2.0	0.0
106480914	0.0	0.0
414918	834.0	464.0
106480913	0.0	0.0
57458	1507.0	400.0
390429	0.0	0.0
57459	7594.0	5545.0
57453	70.0	34.0
57455	1785.0	1185.0
57456	5406.0	1665.0
106479939	0.0	0.0
390472	2.0	4.0
162540	7.0	2.0
150554	14.0	30.0
729082	20139.0	8262.0
729085	624.0	718.0
729079	2.0	2.0
390483	11.0	0.0
730061	12.0	1.0
150568	3.0	0.0
729073	26.0	13.0
497258	681.0	188.0
106479916	0.0	0.0
106479915	0.0	0.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	1.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	3188.0	1188.0
730092	597.0	100.0
730091	302.0	60.0
150577	1.0	0.0
150572	1242.0	16.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	9.0	1.0
102546227	14.0	1.0
106479902	3.0	2.0
730087	365.0	64.0
106479901	4.0	0.0
106479900	0.0	0.0
730086	1.0	0.0
729097	22.0	8.0
389493	60.0	8.0
221613	0.0	0.0
729096	130.0	24.0
729092	42.0	12.0
729046	36.0	30.0
729042	0.0	0.0
729041	65.0	24.0
730029	91.0	37.0
730023	3.0	6.0
729032	0.0	0.0
730016	1.0	0.0
730058	0.0	0.0
730052	8.0	4.0
730051	3494.0	1709.0
221662	1821.0	242.0
150538	10.0	1.0
162515	113.0	11.0
162517	147.0	51.0
729059	6.0	3.0
162514	176.0	94.0
730041	31.0	25.0
149563	3367.0	551.0
221656	3666.0	2665.0
729050	0.0	1.0
221687	101.0	17.0
221692	1075.0	341.0
162494	229.0	309.0
654391	1.0	0.0
198437	6.0	2.0
257629	5.0	0.0
267004	8.0	5.0
149499	21.0	3.0
162466	29.0	18.0
255022	5.0	6.0
162461	44.0	89.0
267010	0.0	0.0
267012	0.0	1.0
267013	6.0	1.0
150472	1446.0	791.0
255031	272.0	132.0
255025	0.0	0.0
101101692	118.0	82.0
255027	2626.0	1060.0
267002	1445.0	891.0
150483	11.0	8.0
