id	9075b4ab-16ef-4cdd-bfe5-855d18b15e11	f828b2e0-2ad4-4669-9f1e-2ef2dd74706d
81419	0.0	0.0
81421	0.0	0.0
283377	1157.0	366.0
643401	1.0	2.0
283375	3.0	2.0
283373	2760.0	1977.0
151525	1248.0	598.0
126567	387.0	10.0
391211	0.0	0.0
151534	1008.0	213.0
151531	4.0	4.0
114569	563.0	44934.0
126549	13.0	6.0
114571	0.0	0.0
100527978	58.0	34.0
126541	0.0	0.0
126536	0.0	0.0
151556	1548.0	497.0
391242	0.0	0.0
728075	0.0	0.0
440699	3.0	1.0
440695	5.0	0.0
728072	0.0	0.0
100527960	0.0	0.0
391253	0.0	0.0
728064	0.0	0.0
100527963	46.0	11.0
728066	3.0	4.0
440689	9.0	4.0
391257	0.0	0.0
391256	3.0	5.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	25.0	8.0
728090	0.0	0.0
728088	2.0	0.0
100527943	0.0	1.0
114599	7.0	0.0
126581	0.0	0.0
151516	318.0	31.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	1.0	1.0
100527947	0.0	0.0
100527948	1.0	1.0
100527949	1.0	0.0
643384	2.0	0.0
391160	2.0	0.0
643382	14.0	7.0
391162	0.0	0.0
692312	2.0	0.0
163479	0.0	0.0
391169	0.0	0.0
100271332	7.0	0.0
391171	0.0	0.0
391174	2.0	3.0
643394	3.0	2.0
391175	0.0	0.0
391179	0.0	0.0
93380	5886.0	2091.0
100271323	1.0	0.0
100271322	0.0	0.0
100271325	5.0	1.0
100271321	0.0	0.0
401036	0.0	0.0
440672	1.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	2.0	7.0
391155	0.0	3.0
401024	44.0	36.0
163486	1163.0	1145.0
401022	1337.0	397.0
425054	1.0	0.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	0.0
100271300	1.0	0.0
401018	0.0	0.0
100271303	2.0	1.0
100271302	0.0	0.0
401093	858.0	159.0
401097	292.0	518.0
151449	33.0	14.0
401082	0.0	0.0
8100	1183.0	627.0
440606	1.0	0.0
8106	4043.0	1338.0
440603	16.0	6.0
401089	2.0	3.0
391183	0.0	0.0
8110	112.0	15.0
8111	481.0	756.0
391189	0.0	0.0
8115	33.0	5.0
401074	172.0	76.0
222484	1216.0	1895.0
391190	0.0	0.0
391192	0.0	0.0
391191	0.0	0.0
391194	0.0	0.0
8123	18.0	45.0
391196	0.0	0.0
391195	0.0	0.0
8128	8.0	31.0
8125	12821.0	3437.0
401067	0.0	0.0
8120	136.0	121.0
151477	21.0	13.0
151473	1797.0	566.0
643300	24.0	13.0
645962	1.0	0.0
8139	949.0	408.0
645961	0.0	0.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	3245.0	1349.0
81329	0.0	0.0
83998	0.0	2.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	0.0	2.0
283403	0.0	0.0
83990	58.0	230.0
83992	968.0	338.0
645954	82.0	32.0
81330	0.0	0.0
645958	258.0	61.0
645957	2.0	0.0
645974	0.0	0.0
643311	0.0	0.0
645973	0.0	0.0
643310	2.0	2.0
8148	10878.0	2825.0
222487	131.0	8.0
81318	0.0	0.0
8140	600.0	1116.0
83987	1792.0	552.0
81324	0.0	1.0
83986	6148.0	1997.0
81325	0.0	0.0
83989	3761.0	1873.0
83988	6109.0	835.0
81327	0.0	0.0
83983	44.0	73.0
81320	0.0	0.0
83982	2837.0	251.0
83985	90.0	49.0
81322	0.0	0.0
643308	3.0	0.0
643309	5.0	0.0
645968	21.0	8.0
645980	2.0	1.0
100271390	2.0	0.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	0.0	0.0
8153	385.0	38.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	0.0
81358	0.0	0.0
81353	2.0	0.0
106481884	0.0	0.0
100271399	0.0	0.0
81354	0.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	0.0	0.0
81352	0.0	1.0
100271392	12.0	1.0
100271391	14.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	4.0	1.0
93323	581.0	166.0
8165	7287.0	1744.0
645996	55.0	11.0
645993	1.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1719.0	967.0
106481891	0.0	1.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	0.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	0.0	1.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	0.0	0.0
100271387	0.0	0.0
81340	0.0	0.0
81341	0.0	0.0
100271386	1.0	0.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	0.0	1.0
8178	1813.0	608.0
344892	0.0	0.0
643343	55.0	13.0
8170	301.0	7.0
106481855	0.0	0.0
401014	211.0	24.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	38.0	3.0
106481859	2.0	0.0
8175	3130.0	1460.0
106481857	0.0	0.0
106481858	0.0	2.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	0.0
283446	41.0	8.0
106481860	0.0	0.0
81377	2.0	0.0
106481861	0.0	0.0
643338	61.0	19.0
645998	0.0	0.0
643336	0.0	0.0
100271371	0.0	1.0
8189	4745.0	2429.0
8187	295.0	564.0
93343	2986.0	944.0
93349	1182.0	621.0
643353	0.0	0.0
106481866	2.0	1.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	0.0	1.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	0.0
106481873	0.0	0.0
100271367	13.0	0.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	0.0	0.0
283431	703.0	417.0
100271364	2.0	1.0
81363	0.0	0.0
344875	2.0	0.0
100271360	0.0	0.0
93377	0.0	0.0
106481839	0.0	0.0
643365	0.0	0.0
8192	2869.0	833.0
106481833	0.0	0.0
8193	10.0	8.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	8.0	1.0
106481832	0.0	0.0
106481837	0.0	1.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	5478.0	1527.0
106481836	1.0	15.0
106481840	0.0	0.0
106481841	0.0	0.0
100271358	4.0	1.0
81399	0.0	0.0
283422	3.0	3.0
344866	0.0	2.0
100271351	0.0	0.0
283420	62.0	14.0
100271354	0.0	0.0
81390	0.0	0.0
81392	0.0	2.0
643376	7.0	3.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	0.0	0.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	0.0	0.0
106481846	0.0	0.0
100307126	3.0	2.0
106481847	0.0	0.0
100271349	0.0	1.0
283417	499.0	25.0
283416	41.0	14.0
106481851	0.0	0.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	5.0	1.0
106481850	1.0	0.0
81382	0.0	0.0
81383	0.0	0.0
100271343	40.0	28.0
106481819	0.0	0.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	2281.0	1286.0
283487	626.0	240.0
283486	2.0	2.0
283483	2.0	0.0
283481	852.0	58.0
283480	3.0	0.0
106481828	0.0	0.0
106481829	0.0	0.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	2.0	0.0
106481820	0.0	0.0
106481821	2.0	0.0
106481826	0.0	3.0
106481827	0.0	0.0
106481824	1.0	1.0
106481825	1.0	0.0
56547	1.0	0.0
106481830	0.0	0.0
56548	1356.0	93.0
283471	0.0	0.0
731789	0.0	0.0
728170	3.0	1.0
283464	2546.0	1338.0
283463	2.0	1.0
283461	3.0	0.0
283460	0.0	0.0
106481808	0.0	0.0
728167	0.0	0.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	2.0	0.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	0.0	0.0
106481802	0.0	0.0
106481803	0.0	0.0
81501	368.0	127.0
81502	12215.0	6158.0
283459	2666.0	802.0
283458	33.0	4.0
283455	14.0	47.0
645900	0.0	0.0
283450	2852.0	1927.0
780776	63.0	8.0
728113	40.0	2.0
126410	19.0	76.0
728116	0.0	4.0
728115	1.0	1.0
728118	13.0	2.0
81533	7514.0	13116.0
126402	1.0	0.0
81532	3563.0	643.0
645930	3.0	1.0
731779	4.0	0.0
728106	0.0	0.0
645922	0.0	0.0
645927	8.0	3.0
728134	14.0	1.0
474170	260.0	149.0
728130	61.0	58.0
645940	0.0	0.0
728132	0.0	0.0
728137	0.0	0.0
81555	7153.0	3710.0
81556	3145.0	1447.0
81557	0.0	0.0
81558	1915.0	426.0
645939	4.0	0.0
81551	2.0	7.0
101055625	93.0	17.0
81552	5813.0	1864.0
81553	4916.0	965.0
344905	4.0	0.0
81554	4843.0	1565.0
474167	38.0	20.0
81550	3145.0	1174.0
344901	12.0	2.0
645931	0.0	0.0
645950	0.0	0.0
728121	9.0	7.0
81537	3149.0	1082.0
81539	1696.0	14377.0
728128	0.0	2.0
81544	4727.0	323.0
81545	3448.0	2573.0
81542	6269.0	3114.0
81543	1117.0	299.0
93517	193.0	50.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	2385.0	139.0
126432	817.0	228.0
163404	5.0	42.0
138474	1.0	0.0
391365	0.0	0.0
391367	0.0	0.0
728192	3.0	5.0
728194	0.0	0.0
728190	1047.0	389.0
391378	33.0	1.0
138412	2.0	0.0
138428	5.0	0.0
138429	57.0	75.0
391356	1539.0	215.0
391358	15.0	1.0
56521	159.0	379.0
391282	0.0	0.0
643263	0.0	0.0
643264	1.0	0.0
100271209	124.0	16.0
222537	1.0	0.0
163351	7.0	22.0
100271217	0.0	4.0
100271216	0.0	0.0
100271218	2.0	0.0
401164	6.0	2.0
100271206	0.0	0.0
100271207	2.0	0.0
100271201	0.0	0.0
100271204	10.0	3.0
391266	0.0	0.0
440799	144.0	9.0
391267	5.0	1.0
222553	177.0	26.0
391269	0.0	0.0
440795	0.0	0.0
401152	24679.0	6288.0
126393	29809.0	251.0
8200	129.0	1.0
8204	5389.0	5067.0
8202	4567.0	4675.0
391276	1.0	0.0
391279	0.0	0.0
401145	239.0	184.0
222545	0.0	0.0
126382	1428.0	699.0
222546	0.0	7.0
606293	12.0	35.0
401138	0.0	0.0
401137	0.0	0.0
151393	731.0	265.0
692231	0.0	0.0
440738	1193.0	21.0
692233	1.0	1.0
440737	142.0	15.0
8216	5011.0	1423.0
8214	307.0	113.0
440732	7.0	2.0
440730	5.0	14.0
222584	2.0	2.0
151325	1.0	0.0
8208	294.0	413.0
8209	22.0	2.0
8220	1475.0	383.0
8226	1798.0	899.0
692223	0.0	0.0
8227	2327.0	876.0
8224	66.0	14.0
692225	3.0	3.0
8225	3862.0	693.0
692226	0.0	0.0
100381178	7.0	1.0
692227	13.0	3.0
692229	0.0	0.0
100310839	0.0	0.0
100310838	2.0	0.0
8218	536.0	161.0
8233	1392.0	441.0
692210	0.0	0.0
8237	4921.0	2774.0
401190	89.0	30.0
692212	6.0	4.0
692213	0.0	0.0
692214	0.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	1823.0	1432.0
8242	6939.0	4707.0
8243	6966.0	4909.0
692201	0.0	0.0
692202	0.0	0.0
692203	0.0	0.0
692204	0.0	0.0
692205	7.0	5.0
692206	0.0	0.0
692207	0.0	1.0
692208	4.0	0.0
692209	0.0	0.0
8241	4108.0	1660.0
100310812	0.0	0.0
8239	14440.0	10615.0
151354	77.0	317.0
100271291	0.0	0.0
93432	5.0	1.0
100271290	1.0	0.0
645841	0.0	0.0
93436	2177.0	643.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	0.0	1.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	0.0	0.0
106481785	0.0	0.0
106481786	0.0	1.0
106481783	2.0	0.0
283523	2.0	0.0
106481784	0.0	0.0
100310869	1.0	0.0
100271297	0.0	0.0
283521	0.0	3.0
100271296	0.0	1.0
645834	0.0	0.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	0.0	0.0
645836	0.0	0.0
100271294	0.0	0.0
8266	4092.0	1582.0
93426	39.0	1.0
8269	1065.0	396.0
106481789	0.0	0.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	0.0	0.0
8263	1173.0	387.0
8260	2823.0	454.0
283518	18.0	3.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	0.0
81448	0.0	0.0
106481791	0.0	0.0
283514	2.0	2.0
106481796	8.0	10.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	1.0	0.0
100271286	0.0	1.0
645846	1.0	0.0
100271288	0.0	0.0
645843	0.0	0.0
81440	1.0	0.0
100271284	0.0	0.0
8277	43.0	3.0
645864	5.0	4.0
342374	0.0	0.0
440714	0.0	0.0
342372	12.0	4.0
342371	5940.0	2414.0
440712	322.0	101.0
106481756	0.0	0.0
8270	962.0	478.0
728218	0.0	0.0
106481757	1.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	3470.0	896.0
728215	163.0	144.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	30.0	17.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	7.0	14.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	1.0	0.0
100310848	0.0	0.0
106481762	2.0	0.0
81470	0.0	0.0
100271274	1.0	0.0
100310841	1.0	0.0
81472	2.0	0.0
81473	0.0	0.0
100310840	172.0	35.0
100271273	0.0	0.0
645859	1.0	0.0
8288	17.0	19.0
8289	6240.0	5453.0
8287	0.0	0.0
643210	3.0	0.0
106481767	0.0	0.0
728207	2.0	0.0
106481768	0.0	5.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	0.0	0.0
106481769	0.0	0.0
106481770	0.0	1.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	1.0	1.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	0.0	0.0
81466	0.0	0.0
106481773	0.0	0.0
100310853	1.0	2.0
100271263	0.0	0.0
100310855	0.0	0.0
81462	0.0	0.0
100271260	1.0	2.0
100271262	0.0	0.0
100310851	0.0	0.0
342358	3.0	1.0
342357	468.0	406.0
100310850	0.0	1.0
100271261	0.0	0.0
643220	4.0	2.0
643224	2.0	59.0
645884	1.0	0.0
8291	6157.0	1250.0
401136	0.0	0.0
106481734	3.0	14.0
8292	115.0	46.0
401135	0.0	0.0
106481735	5.0	11.0
106481732	0.0	0.0
8290	0.0	0.0
106481733	0.0	0.0
8295	3759.0	4507.0
106481738	0.0	0.0
93474	310.0	188.0
106481739	0.0	0.0
8293	36.0	24.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	431.0	78.0
106481741	0.0	0.0
106481742	0.0	0.0
100271259	0.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	1.0	0.0
100271253	4.0	0.0
645879	0.0	0.0
81493	1163.0	258.0
81494	0.0	0.0
100271254	0.0	0.0
283562	0.0	0.0
81490	2471.0	1006.0
81491	59.0	26.0
342346	10.0	5.0
100271250	4.0	0.0
100873064	0.0	0.0
643232	3.0	0.0
100873065	0.0	1.0
106481745	0.0	0.0
401124	24.0	17.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	14.0	8.0
106481749	0.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	0.0	0.0
100271245	0.0	0.0
106481753	1.0	3.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	0.0	0.0
106481751	1.0	0.0
401115	163.0	35.0
81488	3566.0	1079.0
283554	186.0	337.0
283553	78.0	1.0
100271244	0.0	0.0
643226	1.0	0.0
283551	55.0	50.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	165.0	42.0
93492	9.0	0.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	0.0	0.0
106481711	0.0	1.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	0.0	0.0
401109	2.0	67.0
100271235	0.0	0.0
283547	423.0	18.0
401106	64.0	20.0
100271234	0.0	0.0
106481720	0.0	0.0
100271230	0.0	0.0
643236	1.0	1.0
100271233	0.0	0.0
100271232	4.0	0.0
643253	209.0	128.0
93487	9694.0	3071.0
106481729	25.0	1.0
643255	4.0	1.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	9.0	1.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	0.0	0.0
283537	2459.0	1137.0
100271229	0.0	0.0
100271224	0.0	0.0
106481730	0.0	6.0
100271223	0.0	0.0
106481731	1.0	1.0
100271226	0.0	0.0
100271225	0.0	1.0
100271220	0.0	1.0
100271222	0.0	0.0
344978	4.0	1.0
100271221	0.0	0.0
138716	1161.0	406.0
780852	1.0	0.0
728276	0.0	0.0
780853	0.0	0.0
728279	0.0	0.0
138715	3.0	5.0
780851	3.0	0.0
100126356	0.0	0.0
285796	0.0	1.0
81607	33.0	2821.0
81608	2920.0	1315.0
81609	3896.0	4074.0
81603	15310.0	3692.0
81605	5794.0	1379.0
81606	3994.0	1874.0
81610	81.0	318.0
56654	6909.0	986.0
56655	5509.0	511.0
81611	4405.0	3631.0
56650	7586.0	1691.0
29028	1141.0	4841.0
283129	1.0	0.0
56651	0.0	0.0
56652	707.0	362.0
100126354	0.0	0.0
100126355	0.0	0.0
56658	1381.0	571.0
283120	13418.0	1478.0
56659	160.0	132.0
100126350	0.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	0.0	1.0
100126345	0.0	0.0
728262	0.0	1.0
138724	2.0	0.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	246.0	37.0
100126348	1.0	1.0
728263	2.0	3.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	1.0	8.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	6850.0	3341.0
100190924	0.0	0.0
56666	30.0	29.0
30012	0.0	0.0
29034	0.0	0.0
56667	9.0	0.0
106865375	0.0	0.0
81602	1223.0	310.0
30014	0.0	0.0
106865374	0.0	0.0
56662	6.0	0.0
30011	12202.0	1889.0
283116	0.0	0.0
56663	3.0	0.0
30010	0.0	0.0
56664	19.0	0.0
100190923	1.0	0.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	802.0	148.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	925.0	408.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	4.0	4.0
100381202	1.0	0.0
56670	1661.0	261.0
81626	4.0	1.0
81627	2514.0	1699.0
81628	2879.0	1095.0
56676	0.0	2.0
30001	4616.0	2627.0
54012	0.0	0.0
56677	0.0	0.0
246175	4680.0	3454.0
56672	1454.0	812.0
246176	148.0	0.0
56673	9.0	4.0
54016	0.0	0.0
283106	18.0	14.0
30000	6569.0	2977.0
56674	7773.0	5124.0
54015	0.0	0.0
81631	14806.0	3594.0
56675	503.0	251.0
54014	4666.0	4078.0
283104	332.0	114.0
100126330	0.0	0.0
30009	160.0	28.0
283102	1.0	27.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	1.0	0.0
30008	13815.0	2360.0
100128991	1.0	0.0
100128990	0.0	0.0
66002	451.0	82.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	325.0	59.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	2.0	1.0
66004	2700.0	201.0
100126325	0.0	0.0
66005	6314.0	2188.0
100126326	0.0	0.0
81618	5189.0	1023.0
81619	17413.0	3515.0
56681	21424.0	5269.0
66008	10726.0	3920.0
29018	0.0	0.0
81614	3706.0	1316.0
54020	853.0	728.0
81615	180.0	73.0
81616	10.0	0.0
81617	6619.0	2050.0
767846	15.0	3.0
81621	1142.0	77.0
81622	2671.0	1425.0
246184	1190.0	181.0
767851	0.0	0.0
81623	0.0	0.0
54022	0.0	0.0
81624	144.0	312.0
767853	0.0	0.0
54021	12.0	6.0
56683	1266.0	376.0
54028	12.0	1.0
54027	0.0	0.0
29015	6847.0	1187.0
54026	0.0	0.0
767850	0.0	0.0
81620	117.0	207.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	1.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	12.0	27.0
246182	1.0	0.0
100126316	0.0	0.0
728233	112.0	17.0
283171	1.0	1.0
100126317	1.0	0.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	0.0	0.0
100126313	2.0	0.0
285753	967.0	497.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	0.0	8.0
114785	2674.0	1634.0
285755	236.0	184.0
114786	34.0	7.0
114787	302.0	165.0
114788	0.0	0.0
285758	19.0	21.0
114789	5489.0	414.0
54031	13.0	6.0
728239	0.0	0.0
54035	0.0	0.0
54034	0.0	0.0
114790	1252.0	561.0
54033	21.0	18.0
54032	0.0	0.0
114791	1610.0	537.0
54039	1139.0	109.0
114792	28.0	16.0
126767	4.0	0.0
114793	5799.0	1829.0
54038	1.0	1.0
100190954	0.0	0.0
114794	15.0	23.0
114795	37.0	45.0
54036	0.0	0.0
93627	2866.0	1338.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	32802.0	9883.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	1496.0	987.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	2910.0	1678.0
100126302	0.0	0.0
100128963	5.0	2.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	4.0	0.0
100126309	0.0	0.0
728226	0.0	0.0
54041	0.0	0.0
728228	0.0	0.0
54045	1.0	1.0
645809	4.0	1.0
54044	0.0	0.0
645808	0.0	0.0
114780	649.0	109.0
54043	1.0	0.0
645807	0.0	0.0
114781	1325.0	1302.0
126755	4.0	1.0
54049	0.0	0.0
114783	19.0	366.0
54048	0.0	0.0
114784	190.0	365.0
283159	0.0	0.0
54047	1.0	0.0
100128961	0.0	3.0
645805	94.0	32.0
283152	151.0	7.0
66035	580.0	383.0
283150	2.0	0.0
728255	0.0	0.0
93654	2.0	0.0
66036	2436.0	900.0
93653	134.0	19.0
100271192	0.0	0.0
100271191	2.0	0.0
66037	0.0	0.0
93650	0.0	1.0
81669	3681.0	1304.0
54053	4.0	2.0
54052	0.0	0.0
114769	1076.0	98.0
54051	0.0	0.0
54050	4.0	0.0
54055	5.0	5.0
100190938	1057.0	221.0
54054	26.0	5.0
114770	0.0	228.0
114771	0.0	0.0
54059	1440.0	223.0
283149	3606.0	1963.0
54058	127.0	177.0
93649	334.0	92.0
645811	16.0	11.0
81671	12839.0	5560.0
100271199	0.0	0.0
100190939	675.0	233.0
283143	190.0	139.0
100271196	0.0	0.0
93643	2060.0	930.0
100128946	0.0	0.0
285780	42.0	5.0
285782	2.0	2.0
100271180	2.0	0.0
285785	338.0	41.0
100190952	1.0	0.0
54064	1.0	29.0
728248	0.0	0.0
114757	7090.0	371.0
114758	0.0	0.0
54067	77.0	21.0
100190947	0.0	1.0
100190949	2.0	0.0
54065	0.0	0.0
114760	0.0	0.0
114761	0.0	0.0
126731	874.0	1011.0
54069	765.0	497.0
283131	22280.0	7857.0
283130	619.0	256.0
692157	0.0	1.0
692158	0.0	0.0
138799	0.0	0.0
440498	620.0	259.0
124152	659.0	461.0
199704	601.0	671.0
124149	4.0	4.0
163747	1.0	2.0
692146	0.0	0.0
692147	7.0	4.0
692148	1.0	2.0
692149	0.0	1.0
163742	0.0	0.0
199713	4.0	4.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	12.0	1.0
126792	1784.0	836.0
378008	0.0	0.0
378009	0.0	0.0
29089	241.0	335.0
29088	4177.0	1004.0
29087	4717.0	1138.0
378010	0.0	0.0
148137	299.0	503.0
126789	453.0	198.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	374.0	58.0
29081	4014.0	695.0
29080	2674.0	456.0
283189	0.0	0.0
29086	4276.0	1000.0
29085	4694.0	1104.0
29083	954.0	368.0
100381270	274.0	770.0
200810	13.0	2.0
114796	744.0	253.0
148156	1447.0	908.0
114798	0.0	0.0
114799	1534.0	935.0
29099	4929.0	1548.0
29098	1608.0	174.0
378001	0.0	0.0
29093	2018.0	556.0
29092	1496.0	367.0
29091	1109.0	52.0
29090	2033.0	502.0
56603	6403.0	185.0
29097	4452.0	1813.0
56604	0.0	3.0
56605	1773.0	767.0
29095	2582.0	764.0
151790	28.0	1.0
283174	187.0	113.0
56606	328.0	186.0
29094	2947.0	416.0
692199	0.0	0.0
391002	0.0	0.0
440459	0.0	0.0
391004	0.0	0.0
780816	0.0	0.0
124199	24.0	3.0
391003	0.0	0.0
30062	0.0	0.0
440456	482.0	266.0
780814	60.0	9.0
30061	40404.0	59751.0
780815	0.0	0.0
780812	0.0	0.0
780813	0.0	1.0
440452	0.0	0.0
780810	0.0	0.0
780811	0.0	0.0
29068	4764.0	4106.0
29066	5296.0	2599.0
29063	811.0	322.0
29062	1930.0	663.0
56616	626.0	228.0
163702	89.0	184.0
391013	3.0	3.0
391012	0.0	0.0
100381215	0.0	2.0
29079	5426.0	1944.0
29078	2167.0	464.0
56623	1278.0	388.0
56624	24.0	10.0
29071	3406.0	1025.0
29070	479.0	455.0
29075	15.0	5.0
29074	3765.0	1023.0
29072	6388.0	4300.0
163732	486.0	1490.0
200845	1287.0	351.0
148103	496.0	320.0
200844	116.0	33.0
440482	19.0	3.0
151742	2596.0	1365.0
163720	8.0	1517.0
148113	568.0	711.0
440465	1626.0	845.0
29057	24.0	6.0
148109	11.0	0.0
29058	17823.0	6028.0
56647	4394.0	1271.0
56648	1633.0	457.0
56649	2.0	1.0
440419	0.0	0.0
440416	361.0	262.0
8303	10194.0	1249.0
643157	0.0	0.0
200879	3.0	242.0
440406	2.0	1.0
8301	30587.0	9738.0
643155	4953.0	3413.0
8302	0.0	0.0
440400	642.0	163.0
199675	69.0	42.0
8310	1394.0	1217.0
124093	1.0	31.0
8314	7046.0	2615.0
8315	2730.0	905.0
8312	2124.0	831.0
342096	0.0	0.0
8313	1249.0	320.0
440435	3.0	0.0
643160	9.0	0.0
643161	0.0	13.0
643159	12.0	4.0
8309	2053.0	106.0
8321	4095.0	5044.0
8322	31271.0	3069.0
8320	140.0	53.0
8325	1772.0	1225.0
8326	136.0	4.0
8323	3717.0	7200.0
8324	3682.0	1933.0
440423	291.0	148.0
200894	1292.0	419.0
643171	0.0	0.0
200895	1055.0	551.0
8318	89.0	132.0
8317	513.0	326.0
8332	1.0	0.0
692110	0.0	0.0
8333	0.0	0.0
692111	0.0	1.0
