id	f1afa28b-fac9-4e2e-b447-36097ef45a0b	ec592b67-6ffb-417e-be69-f5da01020675
100499261	1.0	1.0
646597	0.0	0.0
646595	32.0	4.0
100499258	0.0	0.0
23344	16254.0	11884.0
23345	5981.0	4706.0
201895	14637.0	9377.0
23347	6292.0	4430.0
646592	0.0	0.0
23348	9593.0	5022.0
23349	66.0	10.0
140453	0.0	0.0
23341	3304.0	2550.0
140456	4.0	1.0
140458	147.0	1.0
100499252	15.0	4.0
140459	2461.0	1329.0
100499251	0.0	0.0
23353	11764.0	5903.0
23354	1273.0	724.0
23355	3030.0	2949.0
23357	2882.0	1463.0
23358	6935.0	6502.0
23359	15.0	12.0
140460	1902.0	1096.0
140461	2820.0	2499.0
140462	127.0	230.0
23350	8983.0	6068.0
140464	0.0	0.0
23351	6470.0	3427.0
140465	2151.0	762.0
23352	17131.0	10027.0
140467	3661.0	2403.0
140468	0.0	1.0
140469	76.0	17.0
84376	5692.0	6541.0
2702	787.0	981.0
2701	1316.0	720.0
2700	3.0	12.0
2709	266.0	17.0
2707	312.0	7.0
2706	146.0	1598.0
2705	292.0	60.0
2703	0.0	0.0
345651	35.0	3.0
2712	0.0	0.0
106866981	0.0	0.0
2710	301.0	672.0
106866980	0.0	0.0
2719	6576.0	299.0
2717	1804.0	1460.0
50964	3.0	2.0
345643	33.0	104.0
345645	0.0	0.0
286826	669.0	754.0
286827	413.0	555.0
286828	0.0	0.0
59307	1691.0	2943.0
2720	3591.0	5809.0
2729	3181.0	1547.0
100500737	1.0	3.0
345630	73.0	4.0
2735	129.0	52.0
2734	19992.0	12024.0
2733	3809.0	3448.0
2732	0.0	0.0
2731	29.0	15.0
2730	2269.0	1321.0
2739	7752.0	7472.0
2738	520.0	427.0
2737	5034.0	1945.0
2736	656.0	307.0
106144534	0.0	0.0
106144535	0.0	2.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	9.0	2.0
106144533	0.0	0.0
2746	15904.0	7914.0
2745	1167.0	3725.0
2744	7525.0	2353.0
2743	1402.0	1855.0
60314	2048.0	2004.0
2742	16.0	0.0
60313	10759.0	6866.0
106144527	0.0	0.0
2741	0.0	0.0
259217	1553.0	416.0
60312	7493.0	4400.0
106144528	3.0	0.0
2740	247.0	15.0
106144529	2.0	1.0
259215	0.0	0.0
2749	151.0	29.0
345611	3.0	5.0
50999	6065.0	4011.0
2747	157.0	120.0
259236	37.0	7.0
2760	10317.0	7001.0
106144524	1.0	0.0
259234	0.0	1.0
106144526	1.0	14.0
259232	1280.0	229.0
259230	2211.0	1911.0
59339	3415.0	1445.0
59338	3769.0	1905.0
59335	1.0	5.0
2752	40091.0	93666.0
59336	0.0	0.0
2750	0.0	0.0
2771	16159.0	27850.0
59342	10871.0	2021.0
59341	1420.0	241.0
2770	2641.0	423.0
59344	32.0	18.0
59343	3838.0	3754.0
59340	6.0	2.0
84306	314.0	480.0
2768	5341.0	4040.0
2767	8914.0	5381.0
59349	3392.0	5418.0
84305	1528.0	1540.0
2766	499.0	247.0
2765	0.0	0.0
84307	3251.0	2129.0
84302	439.0	115.0
2764	5310.0	3309.0
59345	2752.0	1593.0
84301	7374.0	3430.0
2762	1789.0	2514.0
84304	826.0	1283.0
59348	960.0	815.0
84303	622.0	532.0
59347	0.0	2.0
2761	0.0	0.0
84300	1143.0	1518.0
646508	0.0	0.0
2769	924.0	327.0
646507	0.0	0.0
646520	3.0	0.0
2782	27263.0	29629.0
59353	125.0	16.0
2781	753.0	125.0
59352	2372.0	45.0
2780	0.0	0.0
59351	2.0	3.0
59350	36.0	30.0
2779	0.0	0.0
2778	71404.0	79247.0
2777	70.0	187.0
2776	11280.0	5072.0
2775	258.0	64.0
2774	588.0	164.0
2773	7538.0	5406.0
60343	1815.0	2289.0
2772	1.0	0.0
100129627	0.0	0.0
100130613	0.0	0.0
105370308	0.0	0.0
2793	24.0	100.0
100379584	0.0	1.0
2792	2.0	0.0
2791	3587.0	836.0
2790	488.0	687.0
105369316	1.0	1.0
2789	0.0	0.0
2788	2833.0	256.0
2787	2981.0	7052.0
2786	84.0	802.0
441194	567.0	318.0
2785	16.0	9.0
2784	111.0	29.0
2783	9817.0	13637.0
441191	1003.0	827.0
100129622	2.0	0.0
100130606	3.0	0.0
286410	2470.0	1925.0
100130603	0.0	0.0
286411	44.0	8.0
100130600	861.0	182.0
100379571	332.0	104.0
441177	5.0	0.0
2799	20030.0	16959.0
2798	32.0	3.0
2797	6.0	4.0
2796	87.0	23.0
2794	5993.0	2747.0
100129611	0.0	0.0
100129606	0.0	1.0
286423	2.0	2.0
100129604	0.0	0.0
286430	4.0	2.0
105369343	2.0	3.0
286436	0.0	1.0
100379592	6.0	6.0
441154	4.0	1.0
441151	10.0	0.0
441150	204.0	282.0
191585	38.0	4.0
105370357	0.0	0.0
441133	1.0	1.0
100142659	49.0	121.0
100379564	2.0	1.0
441168	81.0	166.0
441166	16.0	5.0
101730217	4.0	2.0
441161	16.0	0.0
441160	21.0	14.0
646498	0.0	0.0
441108	428.0	211.0
23562	12.0	17.0
23563	7.0	2.0
359948	22089.0	11255.0
23564	5667.0	4063.0
23566	339.0	9.0
100130693	0.0	0.0
23567	1040.0	716.0
23568	636.0	757.0
23569	125.0	2.0
23560	4007.0	2326.0
286494	6.0	1.0
286495	1318.0	2141.0
286499	8.0	15.0
100130687	0.0	0.0
23576	6881.0	3061.0
117608	930.0	333.0
100129690	4.0	3.0
100129696	33.0	1.0
100129692	1.0	0.0
100129694	0.0	0.0
23548	1052.0	447.0
23549	4257.0	5090.0
100130677	0.0	0.0
100130676	0.0	0.0
23541	3900.0	1945.0
23542	452.0	1041.0
23543	13267.0	3390.0
130612	284.0	132.0
23544	143.0	631.0
130617	1195.0	676.0
100130671	0.0	0.0
23545	1685.0	1200.0
441124	445.0	324.0
23546	2.0	14.0
441123	0.0	0.0
23547	24.0	61.0
441131	1.0	1.0
23559	751.0	548.0
23551	1076.0	724.0
23552	669.0	388.0
23553	2.0	3.0
23554	1176.0	410.0
23555	3852.0	5598.0
100130660	5.0	3.0
23556	2476.0	2388.0
23557	1805.0	2451.0
23558	8632.0	9301.0
23550	6064.0	2821.0
23526	1273.0	1849.0
23527	4877.0	3514.0
23528	2547.0	2995.0
286442	0.0	7.0
23529	505.0	622.0
129642	2817.0	5533.0
286444	56.0	14.0
100129669	0.0	0.0
100463482	2.0	3.0
23520	0.0	1.0
23521	167554.0	52996.0
23522	6279.0	6200.0
23523	6481.0	3869.0
23524	69833.0	39424.0
359996	0.0	0.0
115004	304.0	335.0
100129664	0.0	0.0
100463487	2.0	1.0
100463486	35.0	15.0
100463489	2.0	0.0
100463488	4.0	1.0
100129662	57.0	7.0
286451	5896.0	8003.0
23538	0.0	0.0
23539	100.0	58.0
23530	4865.0	6966.0
23531	3782.0	430.0
100130640	0.0	0.0
23532	14.0	26.0
23533	254.0	658.0
359997	0.0	1.0
23534	5313.0	5368.0
23536	1694.0	2476.0
100463498	48.0	24.0
100129654	0.0	2.0
286460	128.0	172.0
100129650	2.0	2.0
23504	74.0	16.0
100499416	0.0	0.0
23505	7199.0	5668.0
100499417	0.0	0.0
23506	5051.0	2878.0
286464	24.0	16.0
100130637	0.0	0.0
23507	2391.0	1287.0
100130636	0.0	0.0
23508	2833.0	1708.0
23509	6515.0	6258.0
286467	148.0	13.0
100129647	2.0	0.0
100130631	0.0	0.0
23500	3489.0	749.0
100499418	0.0	0.0
23503	4137.0	2635.0
100129641	5.0	6.0
100129640	0.0	1.0
286472	1.0	0.0
23515	4561.0	2828.0
345275	429.0	7.0
100499405	381.0	53.0
23516	4433.0	2459.0
23517	5843.0	4654.0
100130626	0.0	0.0
23518	2347.0	2681.0
102465752	0.0	0.0
23519	1.0	0.0
345274	118.0	43.0
100130621	54.0	15.0
23510	4145.0	2270.0
23511	5588.0	4359.0
23512	3732.0	3695.0
23513	6557.0	4898.0
23514	4798.0	1879.0
100129631	2.0	0.0
129607	232.0	918.0
129563	2221.0	1383.0
431704	0.0	0.0
117579	0.0	1.0
130557	953.0	489.0
431705	35.0	13.0
431707	1.0	0.0
129560	2.0	0.0
117583	2289.0	1693.0
84449	1382.0	815.0
84448	209.0	273.0
117584	1628.0	1777.0
84445	5383.0	2898.0
84444	2685.0	1025.0
84447	5667.0	4160.0
84446	521.0	97.0
84441	9435.0	943.0
84440	2595.0	2361.0
84443	23.0	561.0
646405	34.0	1.0
646409	0.0	0.0
117581	2348.0	86.0
130560	10.0	0.0
646424	133.0	4.0
84437	1298.0	751.0
84439	672.0	325.0
60489	595.0	666.0
60488	3791.0	3638.0
84433	126.0	472.0
60487	987.0	535.0
84436	1716.0	1622.0
84435	0.0	0.0
60485	7537.0	2754.0
60484	8.0	10.0
84432	3.0	0.0
60482	14.0	5.0
60481	28502.0	17891.0
130576	966.0	491.0
130574	4066.0	1761.0
84467	122.0	1.0
84466	494.0	786.0
60496	3041.0	1753.0
60495	1490.0	2.0
60494	34.0	15.0
84465	23.0	4.0
84464	796.0	796.0
60493	1541.0	1297.0
60492	2894.0	1171.0
60491	1423.0	1189.0
60490	491.0	422.0
84461	1924.0	1408.0
84460	2070.0	633.0
646442	8.0	208.0
129530	64.0	19.0
129531	734.0	452.0
130589	710.0	1066.0
201501	3820.0	2125.0
84456	830.0	667.0
84455	673.0	423.0
84458	2867.0	1603.0
84457	49.0	11.0
84450	3125.0	1067.0
646457	5.0	4.0
100500870	2.0	1.0
100500872	0.0	0.0
201514	681.0	571.0
201516	8.0	0.0
646450	108.0	80.0
23480	1747.0	1869.0
105416157	120.0	218.0
23481	4158.0	2351.0
23483	1001.0	401.0
23484	3144.0	2599.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	4.0	2.0
646467	7.0	1.0
100500860	0.0	0.0
96459	3315.0	3744.0
100500861	0.0	0.0
23498	426.0	172.0
23499	31096.0	26305.0
23491	714.0	100.0
23492	3570.0	925.0
23493	2579.0	352.0
23495	13.0	18.0
100500862	0.0	0.0
100500863	2.0	0.0
100034743	0.0	1.0
100500864	0.0	0.0
100500865	31.0	27.0
100500866	0.0	1.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	1.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	0.0	0.0
100500893	0.0	0.0
100500894	0.0	0.0
23463	7248.0	6323.0
394217	0.0	0.0
23464	876.0	522.0
130535	2052.0	963.0
23466	6350.0	1018.0
23467	1878.0	1020.0
23468	12270.0	6353.0
23469	10763.0	8410.0
2801	8807.0	7344.0
2800	2789.0	2573.0
23460	1833.0	296.0
23461	3948.0	521.0
23462	1040.0	496.0
100500895	3.0	0.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	5422.0	8384.0
100500898	0.0	0.0
2805	2282.0	1699.0
100500899	0.0	0.0
2804	25610.0	22271.0
2803	13184.0	15656.0
2802	7675.0	5964.0
130540	25.0	14.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	2077.0	1151.0
23475	667.0	211.0
23476	7892.0	7592.0
23478	6850.0	7609.0
23479	5440.0	3543.0
646480	0.0	0.0
2812	0.0	0.0
2811	74.0	41.0
2810	2242.0	1632.0
23471	15172.0	12398.0
23473	3916.0	3396.0
100500884	0.0	0.0
2819	14821.0	77.0
100500885	0.0	0.0
84498	6087.0	3952.0
100500886	0.0	0.0
2817	5397.0	4442.0
100500888	0.0	0.0
2815	0.0	1.0
100500889	3.0	0.0
2814	6.0	12.0
2813	82.0	7727.0
2823	112.0	13.0
2822	437.0	46.0
2821	12765.0	16757.0
100500839	0.0	0.0
2820	6101.0	3186.0
201562	7479.0	4730.0
100379623	1.0	3.0
2829	74.0	89.0
100500831	0.0	0.0
2828	736.0	605.0
2827	161.0	20.0
100500833	3.0	5.0
2826	66.0	19.0
100500834	0.0	0.0
2825	40.0	145.0
100500835	0.0	0.0
2824	7869.0	291.0
100500836	0.0	0.0
727699	6.0	0.0
2834	3.0	1.0
100500826	0.0	0.0
2833	38.0	275.0
100500827	0.0	0.0
2832	2.0	0.0
100500828	2.0	0.0
2831	0.0	0.0
100500829	0.0	0.0
60401	1046.0	410.0
2830	1.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	10.0	4.0
100500822	0.0	0.0
2837	78.0	4.0
100500823	0.0	1.0
100500824	0.0	0.0
2835	323.0	7.0
100500825	0.0	0.0
100500850	35.0	2.0
2845	1.0	13.0
100500859	0.0	0.0
2844	3.0	0.0
2843	10.0	10.0
2842	35.0	77.0
2841	15.0	63.0
60412	7323.0	6002.0
2840	119.0	9.0
100500851	0.0	0.0
100500854	24.0	4.0
2849	1.0	0.0
100500855	0.0	0.0
2848	6.0	8.0
394261	3.0	0.0
2847	75.0	72.0
347933	0.0	0.0
100500857	5.0	1.0
2846	134.0	34.0
100500858	0.0	0.0
394263	2.0	4.0
2856	2.0	3.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	2.0	13.0
201595	15869.0	11686.0
2852	504.0	639.0
2850	1072.0	384.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	116.0	103.0
100500846	0.0	0.0
2857	639.0	832.0
100500847	0.0	0.0
2870	2531.0	1965.0
107105261	0.0	0.0
2867	48.0	370.0
107105265	0.0	0.0
60437	78.0	10.0
2866	3.0	0.0
107105264	0.0	0.0
60436	3474.0	1294.0
2865	8.0	3.0
107105263	0.0	1.0
2864	2.0	5.0
107105262	0.0	0.0
2863	189.0	37.0
2862	6.0	2.0
2861	177.0	23.0
347918	1333.0	701.0
107105266	2.0	0.0
2869	1641.0	579.0
2868	387.0	247.0
2880	1.0	0.0
60439	0.0	0.0
107105254	2.0	0.0
2878	21161.0	914.0
2877	274.0	38.0
107105253	18.0	1.0
2876	9072.0	8115.0
2875	445.0	21.0
2874	187.0	136.0
2873	4316.0	6407.0
2872	16159.0	12887.0
107105256	0.0	0.0
2871	2.0	4.0
347902	6077.0	860.0
107105259	0.0	0.0
2879	11740.0	11901.0
727682	0.0	0.0
727684	1.0	0.0
2892	542.0	36.0
2891	484.0	2976.0
2890	328.0	2.0
727686	0.0	0.0
84419	1819.0	2972.0
2889	8447.0	4331.0
100500815	0.0	0.0
2888	162.0	24053.0
100500816	0.0	0.0
2887	4879.0	1166.0
100500817	0.0	0.0
2886	4613.0	1412.0
100500818	0.0	0.0
2885	11093.0	11079.0
100500819	1.0	1.0
2884	5.0	2.0
2882	1525.0	695.0
100642175	9.0	0.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	15.0	5.0
100500813	0.0	0.0
100500814	0.0	0.0
727676	0.0	0.0
107105271	0.0	0.0
727677	295.0	5.0
2899	2818.0	3585.0
84418	2151.0	1726.0
2898	11.0	16.0
60468	1526.0	170.0
84417	2275.0	13.0
2897	391.0	6.0
2896	17486.0	34747.0
60467	0.0	0.0
100500808	0.0	0.0
2895	1.0	3.0
100500809	1.0	0.0
2894	531.0	282.0
2893	983.0	9.0
100500801	0.0	0.0
100500802	15.0	8.0
100500803	0.0	0.0
23603	10678.0	5277.0
100129507	0.0	0.0
23604	1711.0	1530.0
23605	0.0	0.0
23606	1.0	1.0
23607	6680.0	8102.0
23608	9818.0	9167.0
23609	2564.0	1709.0
286527	28.0	32.0
286528	0.0	0.0
23600	245.0	347.0
23601	36.0	834.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	1.0	0.0
23614	1.0	0.0
23615	19.0	27.0
23616	816.0	842.0
286530	258.0	363.0
23617	0.0	0.0
23619	16.0	0.0
23612	3476.0	1562.0
23613	5448.0	3880.0
286544	267.0	278.0
286550	0.0	0.0
286554	0.0	0.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	0.0
441273	16.0	18.0
100463528	0.0	0.0
441272	501.0	751.0
100379667	0.0	0.0
100288998	0.0	0.0
441263	44.0	24.0
441261	0.0	0.0
100288984	0.0	0.0
441295	2.0	1.0
441294	0.0	0.0
100463500	0.0	1.0
100288979	0.0	0.0
286512	5.0	1.0
286514	0.0	0.0
60625	952.0	808.0
441282	377.0	23.0
646377	0.0	0.0
100130579	0.0	2.0
646379	0.0	0.0
646378	1.0	0.0
23683	4928.0	1769.0
404281	97.0	149.0
100130572	0.0	0.0
646370	3.0	0.0
23682	513.0	54.0
100129587	0.0	0.0
100129583	573.0	104.0
100129584	0.0	0.0
441218	0.0	0.0
100130566	21.0	6.0
100130564	0.0	2.0
100130562	7195.0	1343.0
100130561	72.0	148.0
441212	319.0	140.0
646382	0.0	0.0
100129570	2.0	1.0
404266	8.0	1432.0
100130557	86.0	23.0
100130555	0.0	0.0
646390	0.0	0.0
441246	40.0	20.0
23666	203.0	365.0
23667	0.0	0.0
646392	0.0	0.0
23668	1.0	2.0
441251	0.0	2.0
441250	256.0	94.0
23660	1557.0	1426.0
100129564	0.0	0.0
100129566	0.0	2.0
100129561	0.0	0.0
100130549	1.0	1.0
130500	3.0	2.0
100129557	0.0	0.0
23673	6661.0	3497.0
441238	25.0	2.0
130502	422.0	125.0
23676	1.0	0.0
130507	6374.0	3597.0
23677	8718.0	6294.0
441234	1.0	0.0
23678	2856.0	1248.0
23679	1.0	0.0
23670	5695.0	4004.0
23671	10.0	0.0
100129556	1.0	0.0
100129555	13.0	0.0
23647	5413.0	5161.0
23648	5009.0	4243.0
100130539	18.0	1.0
23649	832.0	836.0
129521	0.0	0.0
100130535	1.0	0.0
23640	1586.0	1988.0
23641	3152.0	5334.0
23642	2158.0	1120.0
23643	307.0	271.0
23644	2940.0	4177.0
23645	10392.0	2252.0
23646	13993.0	12384.0
100129543	68.0	53.0
23658	1710.0	1416.0
23659	1376.0	2140.0
286573	0.0	0.0
100130528	0.0	0.0
100130523	2.0	0.0
100130522	191.0	293.0
23650	14291.0	395.0
23654	28707.0	14445.0
23657	86.0	82.0
117532	64.0	2.0
117531	12.0	2.0
100130519	66.0	52.0
23625	872.0	1382.0
23626	0.0	0.0
23627	140.0	173.0
100130514	1.0	0.0
441208	43.0	19.0
23620	2.0	1.0
23621	5143.0	3197.0
23623	2307.0	5126.0
23624	1166.0	938.0
23636	4420.0	4682.0
23637	8788.0	4594.0
23639	458.0	1237.0
100129515	0.0	0.0
23630	34.0	2.0
23632	83.0	37.0
23633	7788.0	5476.0
23635	4109.0	1707.0
100129512	0.0	0.0
404201	309.0	94.0
404203	1.0	1.0
129446	0.0	1.0
404204	0.0	0.0
84569	0.0	0.0
60598	151.0	3331.0
84561	1363.0	2090.0
60592	5398.0	2593.0
84560	0.0	0.0
648947	17.0	4.0
646300	39.0	6.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	293.0	158.0
727736	0.0	0.0
84559	0.0	0.0
84557	1153.0	518.0
84553	940.0	927.0
84552	1700.0	602.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	1.0	0.0
201617	2.0	9.0
100499457	0.0	0.0
727764	5.0	0.0
102465669	0.0	0.0
102465668	1.0	2.0
646309	213.0	85.0
201627	3338.0	1890.0
646324	27.0	15.0
201626	3338.0	2402.0
727758	85.0	465.0
201625	99.0	7.0
648980	1.0	1.0
84572	3528.0	4550.0
646316	0.0	1.0
84570	247.0	13.0
345462	328.0	282.0
102465689	7.0	0.0
102465688	0.0	0.0
646330	0.0	1.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	15144.0	5217.0
727701	19.0	2.0
727703	3.0	1.0
727704	0.0	0.0
201633	46.0	275.0
2900	65.0	19.0
2908	9709.0	2276.0
2907	10887.0	15966.0
2906	93.0	133.0
2905	60.0	121.0
2904	262.0	4.0
2903	123.0	29.0
345456	0.0	0.0
2902	215.0	56.0
2901	201.0	39.0
406894	2.0	1.0
406893	0.0	0.0
406896	13.0	8.0
406895	0.0	0.0
406898	0.0	0.0
646348	3.0	0.0
406897	0.0	0.0
102465695	0.0	0.0
646346	1.0	0.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	1.0	0.0
406892	0.0	0.0
406891	1.0	0.0
2911	8.0	28.0
201651	9.0	2.0
2919	164.0	3.0
2918	12.0	130.0
102465691	0.0	0.0
2917	28.0	429.0
2916	42.0	6.0
2915	0.0	1.0
2914	18.0	30.0
2913	1.0	0.0
2912	35.0	54.0
404220	16.0	8.0
406883	0.0	0.0
406882	1.0	0.0
406885	0.0	0.0
406884	0.0	0.0
646359	0.0	1.0
406887	0.0	0.0
406886	11.0	0.0
406889	0.0	0.0
406888	2.0	1.0
23584	605.0	41.0
23585	9248.0	11241.0
23586	2311.0	6058.0
23587	1925.0	1824.0
23588	3427.0	2730.0
23589	2907.0	3032.0
406881	0.0	0.0
2922	627.0	745.0
2921	169.0	3.0
2920	2075.0	6.0
23580	11935.0	4247.0
23581	3.0	0.0
23582	4030.0	2592.0
23583	1538.0	1863.0
404217	459.0	1036.0
2928	0.0	1.0
2926	8013.0	5497.0
2925	297.0	251.0
2923	28386.0	50115.0
646366	0.0	1.0
345430	1.0	0.0
406875	0.0	0.0
404216	0.0	23.0
23595	2099.0	1984.0
23596	491.0	237.0
23597	1564.0	723.0
96597	2.0	3.0
23598	5057.0	3110.0
100130584	0.0	0.0
100130581	279.0	252.0
646360	60.0	36.0
129450	929.0	462.0
130429	0.0	0.0
2932	6389.0	4716.0
2931	3414.0	4484.0
23590	291.0	151.0
100129591	5.0	6.0
23591	3.0	6.0
23592	3379.0	2049.0
23593	7231.0	4149.0
23594	132.0	292.0
727708	1.0	0.0
100499485	0.0	0.0
100129597	3.0	0.0
100499483	132.0	6.0
2939	5.0	6.0
2938	173.0	15.0
2937	3240.0	2751.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	4311.0	2547.0
2935	12077.0	14949.0
2934	91291.0	18992.0
100129595	1.0	0.0
100288964	0.0	0.0
60509	2986.0	1170.0
60506	0.0	1.0
2944	7.0	4.0
2942	0.0	0.0
2941	1967.0	1785.0
2940	3.0	4.0
2949	850.0	46.0
2948	1484.0	1181.0
2947	4064.0	6669.0
2946	2031.0	1165.0
60526	1614.0	852.0
2954	1492.0	1074.0
2953	31.0	3.0
2951	2.0	0.0
2950	10606.0	5530.0
2959	2070.0	1363.0
2958	2107.0	1677.0
2957	4976.0	3237.0
2956	5933.0	4273.0
100288948	0.0	0.0
60529	3404.0	23.0
60528	5050.0	4516.0
2966	200.0	202.0
84504	0.0	1.0
2965	3900.0	2129.0
84503	653.0	409.0
2964	2.0	1.0
2963	1748.0	1234.0
2962	5560.0	4946.0
2961	1585.0	1160.0
84502	255.0	26.0
2960	980.0	871.0
84501	519.0	1697.0
2969	7619.0	4941.0
2968	162.0	117.0
2967	2387.0	1837.0
2980	0.0	0.0
2977	1061.0	555.0
2976	4504.0	2400.0
2975	8443.0	12315.0
2974	49.0	115.0
2972	2653.0	2719.0
2971	5171.0	3677.0
2970	111.0	165.0
2979	63.0	24.0
2978	9.0	3.0
154442	27.0	2.0
2990	5960.0	6135.0
225689	245.0	205.0
84519	103.0	131.0
84518	172.0	234.0
60559	9867.0	4774.0
100500914	0.0	0.0
2987	5636.0	8137.0
60558	2958.0	1826.0
84525	452.0	631.0
100500915	0.0	0.0
2986	0.0	0.0
84528	1.0	0.0
100500916	0.0	0.0
84527	1378.0	408.0
100500917	0.0	0.0
2984	124.0	30.0
84522	2326.0	2507.0
100500918	0.0	0.0
2983	1293.0	2211.0
100500919	0.0	0.0
84524	1376.0	610.0
2982	8950.0	3664.0
2981	0.0	0.0
84520	526.0	687.0
100500910	0.0	0.0
100500911	0.0	0.0
2989	12.0	1.0
100500913	0.0	0.0
2999	36.0	129.0
84515	1028.0	894.0
100500903	0.0	0.0
2998	29.0	2.0
84514	2442.0	4225.0
100500904	3.0	2.0
2997	4971.0	4390.0
84517	155.0	88.0
100500905	0.0	0.0
84516	5987.0	4573.0
2996	25.0	8.0
100500906	0.0	0.0
2995	2646.0	908.0
2994	0.0	0.0
100500908	1.0	0.0
84513	2837.0	1957.0
2993	1.0	0.0
100500909	1.0	0.0
2992	2867.0	3503.0
60561	1423.0	1396.0
60560	1968.0	1588.0
100500900	2.0	0.0
100500901	0.0	0.0
100288904	0.0	0.0
154467	299.0	881.0
130497	3022.0	54.0
84548	1047.0	962.0
84547	596.0	215.0
100500938	0.0	1.0
84549	1754.0	752.0
84546	0.0	0.0
84545	3093.0	2730.0
84542	690.0	555.0
84541	82.0	253.0
727795	57.0	22.0
84529	470.0	195.0
84536	282.0	214.0
84539	0.0	0.0
84532	3300.0	2520.0
84530	5.0	0.0
23729	391.0	233.0
201288	1.0	1.0
201283	699.0	453.0
23738	9.0	3.0
23731	9507.0	3761.0
23732	282.0	2.0
201299	15.0	45.0
201292	1578.0	1357.0
201294	1019.0	525.0
23704	1426.0	14474.0
23705	4755.0	1935.0
23708	1098.0	1201.0
252840	5.0	0.0
252841	1.0	0.0
100288897	9.0	10.0
23710	6894.0	1764.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	4.0	5.0
100288861	0.0	0.0
84701	116.0	116.0
252884	472.0	465.0
84700	27.0	65.0
129841	0.0	1.0
94086	18.0	8.0
117854	453.0	161.0
100130450	2.0	1.0
154807	7638.0	5330.0
100129460	221.0	74.0
359710	0.0	0.0
94081	2022.0	2292.0
115201	841.0	1287.0
100129468	0.0	0.0
100129464	4.0	5.0
286256	169.0	50.0
286257	963.0	897.0
100129459	0.0	0.0
100130447	0.0	0.0
129831	637.0	683.0
646269	7.0	1.0
646262	0.0	0.0
286262	972.0	1078.0
142827	24.0	0.0
100129452	7.0	0.0
646278	45.0	11.0
100130435	0.0	0.0
727800	391.0	152.0
646270	4.0	6.0
154822	83.0	7.0
23782	1.0	0.0
23783	58.0	7.0
23784	5.0	6.0
23786	5431.0	2696.0
23787	11505.0	9897.0
646273	0.0	0.0
23788	4118.0	3435.0
359730	4.0	1.0
359731	0.0	0.0
23780	2026.0	1908.0
23781	0.0	0.0
345079	490.0	96.0
154810	8010.0	1928.0
100129438	0.0	0.0
94097	1417.0	2478.0
359737	1.0	0.0
359738	0.0	0.0
359739	3.0	1.0
646282	190.0	638.0
359736	7.0	0.0
359740	2.0	2.0
359741	0.0	0.0
359742	0.0	0.0
359743	48.0	11.0
139201	23.0	35.0
129804	1172.0	523.0
129807	2.0	11.0
129880	563.0	420.0
23768	2575.0	605.0
23769	29.0	30.0
129881	86.0	44.0
100130418	1283.0	241.0
345062	5.0	0.0
286204	219.0	10.0
100129428	0.0	0.0
286205	1551.0	764.0
100129427	0.0	0.0
23760	5774.0	2164.0
359748	0.0	0.0
100862854	2.0	0.0
286207	177.0	131.0
359749	2.0	0.0
23761	3411.0	1585.0
100862855	0.0	0.0
23762	589.0	544.0
23764	8644.0	973.0
359744	1.0	0.0
100862850	0.0	0.0
23765	3176.0	1959.0
359745	0.0	0.0
359746	0.0	0.0
100862852	0.0	0.0
23766	0.0	0.0
23767	1010.0	223.0
100862853	0.0	0.0
359747	0.0	0.0
359751	0.0	0.0
359752	1.0	1.0
359753	0.0	0.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	612.0	88.0
129870	0.0	0.0
100130405	0.0	0.0
100130402	0.0	1.0
23772	0.0	0.0
23774	4464.0	1771.0
359755	0.0	0.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	1.0	0.0
23770	12298.0	13397.0
359761	9.0	11.0
129868	6.0	0.0
23746	2.0	0.0
102465502	6.0	1.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	57.0	10.0
23749	0.0	0.0
