id	25b57a17-29ab-41f6-8809-45cf5b58a329	99aa28e6-25ae-4137-adbd-339cd07b1bba
285172	2543.0	776.0
100033451	0.0	0.0
100873702	0.0	0.0
100873701	0.0	0.0
10269	4947.0	2262.0
100033453	0.0	0.0
100873700	0.0	0.0
285175	401.0	9.0
118924	2487.0	2433.0
101059905	0.0	0.0
10239	3429.0	2159.0
100033429	1.0	0.0
106481088	0.0	0.0
10238	8685.0	3789.0
442454	7.0	4.0
106481089	1.0	2.0
100873739	0.0	0.0
100873738	0.0	0.0
442455	0.0	0.0
106481086	3.0	3.0
100873737	0.0	0.0
106481087	0.0	0.0
100033425	5.0	0.0
100033426	5.0	0.0
100033427	1.0	0.0
442459	0.0	0.0
100033428	0.0	0.0
10231	1774.0	245.0
100033421	3.0	0.0
100873732	7.0	0.0
106481080	2.0	0.0
10230	309.0	183.0
100033422	0.0	1.0
100873731	0.0	0.0
106481081	0.0	1.0
10233	1215.0	892.0
285180	10.0	7.0
100873730	0.0	0.0
100033423	0.0	0.0
10232	4.0	79.0
100033424	0.0	0.0
10235	208.0	131.0
100873736	0.0	0.0
106481084	0.0	0.0
10234	334.0	70.0
100873735	0.0	0.0
106481085	1.0	0.0
10237	4942.0	2872.0
100873734	0.0	0.0
106481082	0.0	0.0
10236	12792.0	6100.0
100873733	0.0	0.0
100033420	2.0	0.0
106481083	0.0	0.0
285189	1.0	0.0
10240	2487.0	1206.0
645191	5.0	1.0
101059914	0.0	0.0
101059918	232.0	5.0
100873729	0.0	0.0
442442	1.0	0.0
106481099	0.0	0.0
10249	1.0	0.0
100873728	0.0	0.0
442444	1.0	0.0
100873727	0.0	0.0
106481097	2.0	0.0
100873726	0.0	0.0
106481098	0.0	0.0
442446	0.0	0.0
100033436	0.0	0.0
100033437	0.0	0.0
442447	0.0	0.0
100033438	2.0	1.0
100033439	10.0	1.0
10242	95.0	4.0
100873721	0.0	0.0
106481091	0.0	1.0
100033432	0.0	0.0
10241	10957.0	4032.0
285190	2.0	0.0
100873720	0.0	0.0
106481092	3.0	1.0
100033433	0.0	0.0
10244	1680.0	1121.0
100033434	0.0	0.0
10243	1897.0	1798.0
100033435	33.0	0.0
106481090	0.0	0.0
10246	0.0	0.0
285193	518.0	325.0
100873725	1.0	0.0
106481095	0.0	0.0
10245	3375.0	2150.0
100873724	0.0	0.0
100131902	0.0	0.0
106481096	3.0	0.0
285194	0.0	0.0
10248	1352.0	2312.0
285195	389.0	78.0
100033430	0.0	0.0
100873723	0.0	0.0
106481093	0.0	0.0
10247	1227.0	676.0
100128341	1.0	1.0
100873722	0.0	0.0
106481094	0.0	0.0
100033431	0.0	0.0
100873750	0.0	0.0
100128337	3.0	0.0
128312	4.0	12.0
100128339	0.0	0.0
100128338	553.0	370.0
116328	17.0	20.0
118987	2422.0	1029.0
10217	2704.0	1852.0
106481066	0.0	0.0
10216	141.0	19.0
106481067	0.0	0.0
10219	78.0	19.0
106481064	0.0	0.0
10218	9.0	0.0
100873759	1.0	0.0
106481065	0.0	2.0
106481068	0.0	0.0
106481069	0.0	0.0
100873754	0.0	0.0
100873753	0.0	0.0
10211	20160.0	20265.0
100873752	0.0	0.0
10210	3454.0	1334.0
100873751	0.0	0.0
10213	3860.0	3062.0
128308	2846.0	3226.0
100873758	0.0	0.0
106481062	0.0	0.0
10212	1838.0	1747.0
100873757	0.0	0.0
100131913	0.0	0.0
106481063	0.0	0.0
100873756	0.0	0.0
10215	0.0	6.0
106481060	0.0	0.0
10214	2.0	0.0
100873755	0.0	0.0
106481061	0.0	1.0
101059973	1.0	1.0
285126	4.0	0.0
100128327	16.0	1.0
10228	3861.0	2706.0
106481077	1.0	0.0
10227	4641.0	3585.0
106481078	0.0	0.0
100873749	0.0	0.0
106481075	0.0	0.0
118980	2493.0	819.0
10229	2568.0	1254.0
100873748	0.0	0.0
106481076	0.0	0.0
106481079	23.0	5.0
10220	1258.0	553.0
100873743	0.0	0.0
100873742	7.0	0.0
106481070	0.0	0.0
100873741	10.0	0.0
100131921	0.0	0.0
100128324	0.0	0.0
10221	27958.0	15464.0
100873740	0.0	0.0
10224	349.0	149.0
100873747	6.0	12.0
106481073	1.0	0.0
10223	6.0	21.0
100873746	0.0	0.0
100131924	0.0	0.0
106481074	0.0	2.0
10226	5122.0	5282.0
100873745	0.0	0.0
106481071	0.0	0.0
10225	515.0	138.0
106481072	1.0	0.0
100873744	1.0	0.0
100033460	0.0	0.0
100873772	0.0	0.0
100873771	0.0	0.0
100873770	0.0	0.0
106481039	0.0	0.0
131909	0.0	0.0
106481044	0.0	0.0
106481045	0.0	0.0
106481042	0.0	0.0
106481043	0.0	0.0
106481048	0.0	0.0
106481049	0.0	0.0
442415	0.0	0.0
106481046	0.0	0.0
442416	0.0	0.0
106481047	0.0	0.0
100873776	0.0	0.0
100873775	0.0	0.0
100873774	0.0	0.0
100131932	0.0	0.0
100128312	0.0	0.0
106481040	0.0	0.0
100131934	23.0	5.0
100873779	0.0	0.0
106481041	0.0	0.0
100131935	0.0	0.0
100873778	0.0	0.0
285141	33.0	22.0
100873777	0.0	0.0
100128307	0.0	0.0
101059953	0.0	0.0
100873760	0.0	0.0
285148	2837.0	3098.0
10206	2492.0	1765.0
106481055	1.0	0.0
10205	4951.0	26086.0
106481056	0.0	0.0
10208	2299.0	764.0
106481053	0.0	0.0
10207	6427.0	4130.0
106481054	5.0	0.0
106481059	0.0	0.0
10209	32771.0	37243.0
106481057	0.0	0.0
442405	0.0	0.0
106481058	0.0	0.0
100131940	4.0	3.0
100873765	1.0	0.0
442406	0.0	1.0
100873764	1.0	0.0
10200	806.0	616.0
100128302	0.0	0.0
100873763	0.0	0.0
100873762	0.0	0.0
10202	7.0	29.0
100873769	0.0	0.0
106481051	0.0	0.0
10201	1459.0	953.0
100873768	0.0	0.0
106481052	0.0	0.0
10204	4358.0	5415.0
100873767	1.0	0.0
100131947	0.0	2.0
10203	3611.0	324.0
100873766	0.0	0.0
106481050	0.0	0.0
319098	22.0	7.0
319099	6.0	1.0
106481019	0.0	0.0
106481017	0.0	0.0
58155	2319.0	644.0
728957	0.0	0.0
106481018	0.0	0.0
728953	7.0	10.0
106481022	0.0	0.0
106481023	0.0	0.0
116254	9873.0	6951.0
106481020	0.0	0.0
106481021	0.0	0.0
58158	0.0	0.0
106481026	0.0	0.0
116255	0.0	1.0
58157	0.0	2.0
106481027	1.0	0.0
106481024	1.0	0.0
106481025	0.0	0.0
128229	13.0	8.0
167838	23.0	10.0
319093	16.0	7.0
131890	3.0	1.0
116238	500.0	1436.0
728945	0.0	0.0
728947	14.0	2.0
106481028	0.0	0.0
106481029	0.0	0.0
58160	2.0	2.0
106481033	0.0	0.0
143872	1236.0	465.0
106481034	11.0	3.0
106481031	4.0	0.0
106481032	0.0	0.0
728938	7.0	1.0
106481037	1.0	0.0
106481038	0.0	0.0
106481035	7.0	0.0
106481036	0.0	0.0
143879	781.0	492.0
167826	0.0	0.0
128218	2967.0	2831.0
106481030	0.0	0.0
10190	1702.0	1817.0
728970	0.0	0.0
10194	2814.0	631.0
10193	5199.0	2710.0
645104	0.0	0.0
10196	2399.0	521.0
101059988	0.0	0.0
10195	2276.0	1764.0
728978	1.0	136.0
153218	26.0	28.0
116228	1088.0	454.0
106481000	0.0	0.0
106481001	0.0	0.0
106481004	0.0	0.0
106481005	1.0	0.0
143884	1994.0	915.0
116236	1552.0	975.0
106481002	0.0	0.0
106481003	0.0	0.0
10198	1188.0	181.0
10197	7603.0	3639.0
143888	2202.0	1040.0
10199	3384.0	1958.0
128209	0.0	0.0
346689	1075.0	373.0
319087	0.0	0.0
344022	0.0	0.0
319089	0.0	0.0
153201	1.0	2.0
319085	1.0	2.0
106481008	1.0	0.0
106481009	0.0	0.0
58189	227.0	35.0
106481006	0.0	0.0
106481007	0.0	0.0
728963	10.0	1.0
728962	0.0	2.0
106481011	0.0	0.0
106481012	0.0	0.0
118881	560.0	1064.0
106481010	2.0	0.0
106481015	0.0	0.0
106481016	0.0	0.0
116225	977.0	1354.0
106481013	0.0	0.0
116224	3150.0	1047.0
106481014	6.0	0.0
344018	0.0	0.0
645108	0.0	0.0
58190	16722.0	11724.0
346673	0.0	0.0
10170	20.0	790.0
645121	47.0	79.0
58191	1898.0	3933.0
645120	0.0	0.0
10172	473.0	275.0
10171	802.0	517.0
645126	38.0	1.0
10174	7711.0	4570.0
728911	0.0	0.0
728913	257.0	134.0
128272	2181.0	1569.0
100033407	25.0	1.0
100033409	0.0	0.0
10175	4625.0	4803.0
10178	310.0	1884.0
10179	2066.0	1486.0
10181	9540.0	5106.0
10180	6987.0	3189.0
645136	0.0	0.0
10184	2181.0	1341.0
116285	53.0	52.0
100033418	4.0	0.0
202861	2.0	0.0
100033419	5.0	0.0
100033414	6.0	1.0
100033415	1.0	0.0
100033416	47.0	1.0
100033417	0.0	0.0
10187	1.0	0.0
10186	2772.0	589.0
10189	3373.0	3544.0
645129	8.0	2.0
10188	3140.0	1535.0
100033413	8.0	1.0
645145	0.0	0.0
346653	211.0	33.0
645142	0.0	1.0
10150	6305.0	2428.0
10152	9112.0	4185.0
10151	4.0	0.0
200205	835.0	351.0
728933	0.0	0.0
202865	0.0	0.0
728931	7.0	1.0
100873817	2.0	1.0
100873816	0.0	0.0
100128390	0.0	0.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	1338.0	525.0
728929	0.0	0.0
100873818	0.0	1.0
10154	587.0	2176.0
10153	4525.0	2225.0
10156	73.0	56.0
10155	19506.0	18149.0
10158	93.0	8865.0
100873813	0.0	0.0
10157	1009.0	83.0
100873812	0.0	0.0
100873811	0.0	0.0
10159	28689.0	15134.0
131870	8150.0	1984.0
10161	2586.0	2076.0
10160	9238.0	6418.0
10163	12451.0	7452.0
131873	76.0	2.0
645158	77.0	20.0
10162	1797.0	349.0
728921	0.0	0.0
128240	6169.0	7063.0
728920	5.0	0.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	0.0	0.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	3.0	4.0
100873807	0.0	0.0
10165	2481.0	1266.0
10164	3.0	9.0
128239	34.0	110.0
10166	4039.0	201.0
10169	37181.0	43345.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	2211.0	859.0
100873801	0.0	0.0
100128385	6.0	4.0
100287755	3.0	2.0
165257	3.0	1086.0
200232	4.0	2.0
100287745	2.0	6.0
1503	670.0	565.0
1501	58.0	6.0
1500	39798.0	13269.0
1509	28874.0	77414.0
1508	466150.0	1066312.0
1506	2.0	0.0
1504	0.0	0.0
1514	10018.0	7077.0
1513	1545.0	1185.0
1512	5534.0	48112.0
1511	2.0	13.0
1510	922.0	1324.0
346606	2.0	3.0
1519	6354.0	2234.0
1518	0.0	3.0
1517	23.0	2.0
1515	469.0	166.0
100287725	0.0	0.0
100287722	34.0	2.0
1525	5068.0	3173.0
1524	196.0	54.0
1523	17781.0	7017.0
1522	10933.0	9047.0
1521	402.0	500.0
1520	1475.0	4728.0
200261	0.0	0.0
1528	1770.0	1092.0
1527	0.0	0.0
100287718	1.0	1.0
728992	9.0	29.0
100287715	0.0	0.0
728990	0.0	0.0
165215	242.0	74.0
728996	0.0	0.0
1536	620.0	1761.0
1535	6632.0	17095.0
1534	11130.0	4148.0
1539	0.0	1.0
1538	0.0	0.0
1537	7675.0	6924.0
100287708	0.0	0.0
153222	8531.0	2547.0
1550	0.0	0.0
1545	711.0	3577.0
1544	161.0	45.0
1543	1.0	0.0
1540	7792.0	2757.0
1549	0.0	0.0
1548	2.0	4.0
1558	72.0	29.0
1557	0.0	0.0
1556	18.0	19.0
200298	15.0	16.0
1555	0.0	0.0
1553	0.0	0.0
1551	16.0	8.0
1559	0.0	3.0
153241	2490.0	1015.0
1572	1.0	1.0
1571	93.0	84.0
1568	39.0	6.0
1565	230.0	129.0
1564	113.0	92.0
1562	0.0	0.0
100131828	0.0	0.0
1583	20.0	4.0
1582	37.0	7.0
1581	3.0	1.0
1580	728.0	3273.0
1579	0.0	2.0
1577	77.0	21.0
1576	6.0	0.0
1573	23.0	4.0
285203	1188.0	668.0
1594	1394.0	251.0
285205	27.0	11.0
1593	1356.0	2366.0
1592	1.0	39.0
1591	806.0	290.0
1590	36.0	25.0
10307	2126.0	1333.0
1589	18.0	41.0
1588	40.0	7.0
10309	1398.0	994.0
1587	0.0	0.0
1586	443.0	54.0
10308	931.0	623.0
1585	0.0	0.0
1584	0.0	0.0
100131842	3.0	2.0
10301	364.0	212.0
100131846	1.0	0.0
10300	1914.0	1336.0
10302	2101.0	1637.0
100287692	0.0	0.0
1596	0.0	0.0
1595	455.0	133.0
100131855	0.0	0.0
285220	178.0	11.0
285224	0.0	0.0
101180898	4.0	0.0
100287682	0.0	0.0
100287680	0.0	0.0
165186	34.0	7.0
100131874	0.0	2.0
100131879	0.0	0.0
442590	18.0	9.0
100131881	0.0	0.0
100131893	0.0	2.0
100131897	6.0	0.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	67715.0	4490.0
10371	308.0	388.0
100873839	0.0	0.0
100873838	3.0	0.0
100873837	0.0	0.0
100873836	0.0	0.0
100873831	1.0	0.0
100873830	0.0	0.0
10376	7225.0	5775.0
100128252	3671.0	1515.0
100873835	0.0	0.0
285282	4499.0	1179.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	1.0	0.0
100873832	0.0	0.0
10379	337.0	206.0
285286	6.0	11.0
10381	13.0	116.0
10380	2295.0	2316.0
10383	23045.0	30317.0
10382	4.0	7.0
118813	3070.0	2810.0
102466906	0.0	0.0
118812	1361.0	984.0
100885800	2.0	0.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	12.0	0.0
10385	490.0	635.0
100873820	0.0	0.0
10384	1096.0	760.0
10389	545.0	16.0
100873824	7.0	1.0
10388	311.0	71.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	10.0	1.0
645065	0.0	0.0
100128237	0.0	0.0
10350	275.0	15.0
102466918	0.0	0.0
442582	452.0	170.0
102466912	0.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	151.0	53.0
10352	1287.0	885.0
100873853	0.0	0.0
10351	1458.0	95.0
100873852	0.0	0.0
10354	659.0	472.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	4.0	1.0
790952	3.0	0.0
100873857	0.0	0.0
10355	2.0	1.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	4.0	11.0
790955	1400.0	1670.0
100873854	0.0	0.0
131831	22.0	7.0
100128227	6.0	3.0
10361	1776.0	1415.0
10360	893.0	997.0
645073	0.0	0.0
442572	14.0	8.0
100873849	0.0	0.0
100873848	1.0	0.0
100873847	0.0	0.0
10363	2718.0	461.0
100873842	0.0	0.0
10362	4193.0	3729.0
100873841	0.0	0.0
10365	2535.0	527.0
100873840	0.0	0.0
10367	3757.0	3396.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	1.0	0.0
10368	0.0	0.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	17.0	5.0
100873871	0.0	0.0
100873870	0.0	0.0
285237	1853.0	1040.0
100128217	0.0	0.0
503838	8.0	6.0
503837	0.0	0.0
503834	0.0	0.0
645084	3.0	2.0
503835	1.0	0.0
503841	0.0	0.0
10338	1.0	0.0
10337	0.0	0.0
503840	0.0	0.0
100885850	4.0	6.0
116211	8.0	65.0
100873875	0.0	0.0
10330	2523.0	3464.0
100873874	0.0	0.0
10332	2.0	0.0
100873873	0.0	0.0
10331	103.0	10463.0
100873872	0.0	0.0
100873879	1.0	0.0
10333	47.0	30.0
100873878	0.0	0.0
10336	3412.0	2038.0
100873877	0.0	3.0
10335	645.0	95.0
285242	0.0	0.0
100885848	31.0	21.0
100873860	0.0	0.0
118856	9.0	2.0
645094	8.0	12.0
10349	156.0	31.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	0.0	0.0
10340	2.0	0.0
10343	40.0	4.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	8646.0	5597.0
100873861	3.0	0.0
100131801	1855.0	2594.0
10345	3.0	1.0
10344	4.0	5.0
100873867	0.0	0.0
10347	2023.0	1209.0
100873866	0.0	0.0
10346	1149.0	2487.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	1.0	0.0
100873890	7.0	1.0
10316	46.0	13.0
10318	8531.0	11336.0
10317	971.0	123.0
10319	115.0	10.0
100873897	0.0	0.0
100131810	0.0	0.0
100873896	6.0	2.0
100873895	0.0	0.0
100873894	31.0	10.0
10312	3446.0	6578.0
10311	3559.0	2318.0
100131814	666.0	127.0
10314	4434.0	2004.0
100873899	4.0	1.0
10313	29009.0	11293.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	517.0	423.0
285267	691.0	240.0
100873882	3.0	0.0
285268	1909.0	839.0
100873881	0.0	0.0
100873880	0.0	0.0
202915	113.0	831.0
100885864	0.0	0.0
100885866	146.0	26.0
102466967	0.0	0.0
10327	9331.0	12024.0
10326	42.0	117.0
10329	2139.0	1276.0
10328	1672.0	1379.0
442523	124.0	8.0
442524	157.0	72.0
442525	4.0	3.0
100873886	0.0	0.0
100873885	0.0	0.0
10321	1.0	0.0
100873884	0.0	0.0
10320	253.0	212.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	2296.0	2199.0
100873889	0.0	0.0
100131825	76.0	7.0
10325	2669.0	1131.0
100873888	1.0	1.0
100131827	903.0	490.0
100873887	2.0	1.0
10324	115.0	16.0
344178	0.0	0.0
102466972	2.0	0.0
116135	5.0	0.0
102466985	0.0	0.0
344167	0.0	0.0
102466984	0.0	0.0
128102	7.0	0.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	869.0	329.0
116123	0.0	0.0
102466995	0.0	0.0
116113	10323.0	6799.0
83259	26.0	0.0
116115	1261.0	677.0
344148	139.0	22.0
128153	673.0	108.0
645001	1.0	1.0
10291	13225.0	6296.0
645000	4.0	3.0
10290	445.0	105.0
10293	232.0	194.0
10295	3175.0	3549.0
10294	6185.0	4530.0
100128292	35.0	57.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	1.0	0.0
116179	0.0	0.0
100873919	0.0	0.0
100873918	0.0	0.0
100873917	0.0	0.0
10297	221.0	69.0
10296	5727.0	4229.0
100128299	4.0	8.0
10299	13306.0	6937.0
10298	5503.0	3216.0
100873912	16.0	10.0
100873911	0.0	0.0
116173	3.0	2.0
100873910	0.0	0.0
645015	9.0	2.0
200315	69.0	94.0
200316	402.0	638.0
200312	1450.0	1221.0
100873904	0.0	1.0
100873902	8.0	0.0
100873909	0.0	0.0
100873907	10.0	4.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	55.0	35.0
100873900	0.0	0.0
645024	1.0	1.0
100775107	22.0	1.0
10270	3448.0	1307.0
645027	30.0	3.0
10273	4608.0	5424.0
100775104	58.0	17.0
10272	1429.0	5332.0
100008586	0.0	0.0
116149	29.0	64.0
100873938	0.0	0.0
100873937	0.0	2.0
116154	7.0	219.0
100873935	0.0	0.0
116159	1480.0	348.0
100873939	1.0	0.0
100873930	25.0	15.0
10274	3876.0	424.0
10277	5926.0	3315.0
10276	7144.0	5365.0
10279	3032.0	1024.0
100873934	7.0	0.0
10278	2037.0	686.0
100873933	1.0	0.0
116151	5207.0	4052.0
100873932	0.0	1.0
116150	3885.0	1455.0
100128275	2.0	0.0
10280	3186.0	3120.0
10282	2143.0	1485.0
10281	0.0	0.0
10284	11160.0	9002.0
647696	0.0	0.0
10283	2018.0	1274.0
116138	7639.0	6547.0
645030	4.0	3.0
1602	5.0	0.0
1601	2783.0	737.0
100873926	0.0	0.0
1600	25.0	5.0
100128260	0.0	0.0
116143	169.0	150.0
100873924	6.0	0.0
100873929	0.0	0.0
100873928	0.0	0.0
10286	3511.0	2400.0
10285	2726.0	1716.0
1609	1715.0	1100.0
100128266	0.0	1.0
1608	209.0	85.0
10288	130.0	105.0
1607	16.0	0.0
10287	652.0	928.0
1606	652.0	607.0
100873923	27.0	10.0
10289	4425.0	4210.0
1605	11022.0	5554.0
100128262	3.0	2.0
100873922	4.0	1.0
1604	3528.0	31160.0
100873921	1.0	0.0
1603	13517.0	13035.0
100128264	0.0	0.0
100873920	0.0	0.0
100287639	0.0	1.0
319133	22.0	29.0
319134	3.0	3.0
100287635	0.0	0.0
319130	6.0	1.0
319139	1.0	0.0
319135	3.0	2.0
100287630	0.0	0.0
319136	0.0	0.0
552891	0.0	0.0
319138	6.0	5.0
1613	2421.0	2648.0
200350	6.0	2.0
1612	2912.0	714.0
1611	16068.0	13917.0
165140	36.0	20.0
1610	2.0	4.0
552889	15127.0	4897.0
1618	1.0	0.0
1617	0.0	0.0
1616	4705.0	3196.0
1615	8649.0	4053.0
319142	0.0	0.0
319143	7.0	4.0
319144	0.0	0.0
319145	0.0	4.0
100287625	0.0	1.0
1624	1.0	1.0
1623	1.0	0.0
1622	5824.0	21640.0
1621	102.0	3.0
1620	104.0	379.0
1629	3764.0	1372.0
552879	0.0	0.0
1628	7862.0	3860.0
1627	6751.0	4353.0
319111	1.0	1.0
128178	863.0	51.0
319112	4.0	5.0
100287616	1304.0	545.0
393046	4.0	0.0
319117	1.0	2.0
319118	0.0	0.0
319114	5.0	5.0
1635	16354.0	6020.0
200373	750.0	54.0
1634	26180.0	1978.0
1633	1362.0	1144.0
1632	6992.0	7594.0
552860	36.0	20.0
1630	2.0	4.0
1639	11959.0	6492.0
1638	102.0	16.0
1636	3371.0	401.0
319122	7.0	0.0
319123	0.0	0.0
100287603	0.0	0.0
319128	6.0	8.0
319129	6.0	7.0
1646	563.0	13.0
1645	641.0	36.0
1644	7.0	1.0
1643	713.0	3310.0
85824	11.0	16.0
1642	23550.0	17417.0
1641	5.0	0.0
552859	0.0	0.0
1649	4144.0	3815.0
1647	2605.0	5396.0
346711	1.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	24.0	0.0
1660	17796.0	6635.0
1657	5789.0	1759.0
1656	13019.0	5363.0
1655	55965.0	28924.0
1654	22564.0	9281.0
1653	11784.0	6829.0
1652	1679.0	2426.0
346708	0.0	0.0
1650	22992.0	11337.0
346702	17.0	3.0
1659	3466.0	2356.0
319100	0.0	0.0
319101	1.0	0.0
1671	0.0	0.0
1670	0.0	0.0
319103	0.0	0.0
1668	0.0	0.0
1667	0.0	0.0
1666	3380.0	3790.0
1665	9001.0	3917.0
1663	1001.0	482.0
1662	2083.0	1086.0
1661	2.0	0.0
1669	0.0	0.0
1678	422.0	440.0
1677	610.0	258.0
1676	3475.0	2235.0
1675	3522.0	534.0
1674	2883.0	21.0
1673	0.0	0.0
1672	14.0	178.0
153129	911.0	523.0
1690	51.0	37.0
165100	0.0	0.0
1687	2448.0	1148.0
85865	1959.0	1160.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	11.0	12.0
10415	0.0	0.0
10417	499.0	122.0
493861	179.0	33.0
493860	27.0	7.0
100287591	0.0	0.0
10419	5565.0	2304.0
10418	329.0	323.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	3805.0	1779.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	24.0	17.0
10411	8038.0	9193.0
10410	19361.0	5128.0
100873559	0.0	0.0
10413	15605.0	7228.0
100873558	1.0	6.0
10412	6248.0	6846.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	2449.0	1053.0
442266	2.0	1.0
10425	6860.0	3002.0
442267	0.0	0.0
10428	6840.0	7077.0
10427	4301.0	1812.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	495.0	401.0
100873543	0.0	0.0
100873542	0.0	0.0
10422	2575.0	1967.0
493856	3539.0	2393.0
100873549	0.0	0.0
10421	9314.0	8471.0
100873548	0.0	0.0
100131726	19.0	57.0
10424	9541.0	10552.0
100873547	0.0	0.0
10423	8455.0	7352.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	1.0
100287579	1.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	8.0	26.0
100873576	1.0	0.0
100873575	0.0	0.0
100873579	0.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	40.0	29.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	1.0	2.0
442291	1.0	0.0
100287567	0.0	0.0
10404	35929.0	5063.0
10403	37.0	61.0
10406	12339.0	11569.0
10408	37.0	3.0
10407	0.0	0.0
100131740	1.0	1.0
10409	1433.0	10603.0
100873567	0.0	0.0
100131743	3.0	3.0
100873566	6.0	7.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	2603.0	3554.0
10402	575.0	148.0
100873569	0.0	0.0
10401	1941.0	976.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	1.0	0.0
100873595	0.0	0.0
493829	10.0	5.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	8.0	9.0
442240	8.0	3.0
442242	1.0	0.0
100287551	3.0	3.0
442233	1.0	0.0
442234	0.0	0.0
442236	0.0	1.0
442237	0.0	2.0
442239	0.0	0.0
100131755	2081.0	655.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	29.0	2.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	2.0	5.0
442232	0.0	0.0
100131760	7.0	0.0
442227	1.0	0.0
442229	0.0	0.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	0.0	0.0
493812	1210.0	368.0
442260	0.0	0.0
442262	1.0	2.0
442255	0.0	2.0
442256	0.0	0.0
442257	0.0	0.0
442258	0.0	1.0
100131775	0.0	1.0
100131777	0.0	0.0
100287528	1.0	0.0
442252	0.0	1.0
100287520	0.0	0.0
442253	6.0	0.0
442245	0.0	1.0
442247	3.0	1.0
442249	0.0	2.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	15782.0	14303.0
100128139	34.0	16.0
10490	7585.0	5961.0
10493	10669.0	22807.0
10492	19921.0	8179.0
10495	1507.0	500.0
100128135	2.0	10.0
10494	11724.0	5064.0
10497	4338.0	2796.0
100128136	0.0	0.0
10499	5179.0	2103.0
128506	0.0	11.0
10498	2158.0	1003.0
100128132	0.0	0.0
100128127	1.0	0.0
128500	5.0	7.0
116512	0.0	0.0
116519	12.0	0.0
105419997	6.0	0.0
100128126	1.0	9.0
100861506	0.0	0.0
10471	2334.0	3018.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	5.0	0.0
444882	6.0	13.0
442221	4.0	0.0
442211	10.0	0.0
442213	89.0	943.0
442215	1.0	3.0
442216	3.0	4.0
116511	0.0	0.0
442217	3.0	0.0
442218	0.0	0.0
10473	4998.0	2667.0
10472	2315.0	1191.0
100533177	0.0	0.0
10475	1722.0	2305.0
100533178	0.0	0.0
100128115	2.0	0.0
10474	9367.0	9083.0
100533179	14.0	7.0
10477	5977.0	3279.0
10476	10217.0	8507.0
10479	2138.0	857.0
10478	2358.0	1213.0
100128110	0.0	0.0
100128109	0.0	0.0
10480	9111.0	7571.0
100861516	1.0	0.0
100861517	12.0	10.0
10482	8586.0	6274.0
100861518	0.0	0.0
