id	6a12fc1f-9ef6-48fb-8706-f7d82b86407b	73a8acb0-feba-4c0d-b67a-a1f26d046b0b
8227	3927.0	4502.0
8224	39.0	77.0
692225	10.0	16.0
8225	3622.0	3611.0
692226	0.0	0.0
100381178	6.0	2.0
692227	27.0	40.0
692229	0.0	0.0
100310839	0.0	1.0
100310838	0.0	1.0
8218	994.0	807.0
8233	1122.0	1596.0
692210	1.0	3.0
8237	10753.0	11971.0
401190	98.0	105.0
692212	12.0	11.0
692213	0.0	0.0
692214	0.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	2564.0	1893.0
8242	8499.0	9498.0
8243	7400.0	5454.0
692201	0.0	0.0
692202	0.0	0.0
692203	0.0	0.0
692204	0.0	0.0
692205	5.0	6.0
692206	0.0	0.0
692207	2.0	2.0
692208	2.0	1.0
692209	0.0	1.0
8241	4561.0	5219.0
100310812	0.0	0.0
8239	12208.0	10526.0
151354	286.0	2773.0
100271291	0.0	0.0
93432	9.0	7.0
100271290	0.0	0.0
645841	0.0	0.0
93436	3109.0	2413.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	3.0	2.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	0.0	0.0
106481785	0.0	0.0
106481786	0.0	0.0
106481783	3.0	0.0
283523	0.0	1.0
106481784	0.0	0.0
100310869	1.0	0.0
100271297	0.0	0.0
283521	14.0	1.0
100271296	0.0	0.0
645834	1.0	3.0
645832	1.0	0.0
100271293	0.0	0.0
100271292	0.0	1.0
100271295	0.0	0.0
645836	0.0	0.0
100271294	0.0	0.0
8266	3034.0	2988.0
93426	24.0	5.0
8269	615.0	640.0
106481789	0.0	0.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	0.0	0.0
8263	710.0	685.0
8260	1263.0	1706.0
283518	17.0	17.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	0.0
81448	0.0	0.0
106481791	0.0	0.0
283514	14.0	1.0
106481796	18.0	14.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	0.0	0.0
100271286	3.0	1.0
645846	0.0	2.0
100271288	0.0	0.0
645843	0.0	0.0
81440	6.0	1.0
100271284	0.0	0.0
8277	7.0	5.0
645864	3.0	5.0
342374	0.0	4.0
440714	0.0	2.0
342372	7.0	8.0
342371	4577.0	3806.0
440712	268.0	480.0
106481756	0.0	0.0
8270	457.0	956.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	2522.0	2882.0
728215	79.0	200.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	114.0	78.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	23.0	22.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	0.0	2.0
100310848	0.0	0.0
106481762	3.0	1.0
81470	0.0	0.0
100271274	0.0	1.0
100310841	2.0	0.0
81472	0.0	0.0
81473	0.0	0.0
100310840	138.0	92.0
100271273	0.0	0.0
645859	2.0	1.0
8288	12.0	9.0
8289	11074.0	9159.0
8287	0.0	0.0
643210	1.0	5.0
106481767	0.0	0.0
728207	0.0	3.0
106481768	0.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	1.0	0.0
106481769	0.0	0.0
106481770	0.0	1.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	1.0
106481775	1.0	0.0
100271267	0.0	1.0
100310856	2.0	0.0
106481772	0.0	0.0
81465	1.0	1.0
81466	1.0	0.0
106481773	0.0	1.0
100310853	2.0	1.0
100271263	2.0	2.0
100310855	0.0	0.0
81462	1.0	0.0
100271260	8.0	9.0
100271262	3.0	0.0
100310851	0.0	1.0
342358	0.0	0.0
342357	686.0	614.0
100310850	1.0	1.0
100271261	2.0	0.0
643220	6.0	6.0
643224	83.0	123.0
645884	0.0	0.0
8291	1961.0	4228.0
401136	0.0	0.0
106481734	9.0	8.0
8292	166.0	109.0
401135	0.0	0.0
106481735	13.0	7.0
106481732	1.0	0.0
8290	0.0	0.0
106481733	0.0	0.0
8295	6533.0	5610.0
106481738	0.0	0.0
93474	179.0	153.0
106481739	0.0	0.0
8293	0.0	0.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	303.0	348.0
106481741	0.0	0.0
106481742	4.0	8.0
100271259	1.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	420.0	376.0
100271253	1.0	0.0
645879	0.0	0.0
81493	253.0	344.0
81494	1.0	0.0
100271254	0.0	0.0
283562	1.0	0.0
81490	1972.0	2431.0
81491	92.0	45.0
342346	52.0	27.0
100271250	0.0	0.0
100873064	0.0	0.0
643232	0.0	0.0
100873065	12.0	10.0
106481745	0.0	0.0
401124	73.0	24.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	44.0	72.0
106481749	0.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	0.0	0.0
100271245	2.0	2.0
106481753	9.0	9.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	1.0	0.0
106481751	0.0	0.0
401115	14.0	555.0
81488	2076.0	3389.0
283554	91.0	116.0
283553	3.0	3.0
100271244	0.0	0.0
643226	1.0	0.0
283551	79.0	33.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	87.0	128.0
93492	8.0	4.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	1.0	0.0
106481711	0.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	0.0	0.0
401109	3.0	1.0
100271235	0.0	0.0
283547	62.0	111.0
401106	69.0	64.0
100271234	0.0	0.0
106481720	0.0	3.0
100271230	0.0	0.0
643236	18.0	6.0
100271233	0.0	0.0
100271232	1.0	2.0
643253	262.0	197.0
93487	6306.0	6611.0
106481729	5.0	0.0
643255	9.0	11.0
106481723	0.0	0.0
106481724	1.0	0.0
106481721	1.0	0.0
106481722	1.0	0.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	0.0	0.0
283537	1317.0	1177.0
100271229	2.0	0.0
100271224	1.0	0.0
106481730	0.0	0.0
100271223	2.0	0.0
106481731	0.0	1.0
100271226	0.0	0.0
100271225	0.0	0.0
100271220	0.0	0.0
100271222	2.0	2.0
344978	1.0	5.0
100271221	1.0	0.0
138716	991.0	902.0
780852	22.0	5.0
728276	0.0	0.0
780853	1.0	0.0
728279	0.0	0.0
138715	3.0	5.0
780851	23.0	2.0
100126356	0.0	0.0
285796	3.0	0.0
81607	54.0	1192.0
81608	2504.0	2660.0
81609	2344.0	3131.0
81603	7304.0	11811.0
81605	3392.0	3432.0
81606	9406.0	19531.0
81610	44.0	198.0
56654	1838.0	7800.0
56655	1252.0	1923.0
81611	4399.0	5351.0
56650	3433.0	4141.0
29028	729.0	1106.0
283129	7.0	3.0
56651	1.0	2.0
56652	739.0	602.0
100126354	0.0	0.0
100126355	0.0	0.0
56658	1270.0	1237.0
283120	215.0	227.0
56659	218.0	615.0
100126350	0.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	2.0	0.0
106481707	0.0	0.0
106481708	0.0	0.0
100126345	0.0	0.0
728262	3.0	4.0
138724	7.0	4.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	90.0	156.0
100126348	0.0	3.0
728263	4.0	3.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	27.0	19.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	3837.0	4235.0
100190924	0.0	0.0
56666	401.0	626.0
30012	0.0	0.0
29034	0.0	0.0
56667	2.0	1.0
106865375	0.0	0.0
81602	2365.0	1146.0
30014	0.0	0.0
106865374	0.0	0.0
56662	6.0	2.0
30011	3614.0	3095.0
283116	1.0	0.0
56663	2.0	0.0
30010	0.0	0.0
56664	3.0	2.0
100190923	0.0	1.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	1.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	2029.0	1598.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	2092.0	2397.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	24.0	25.0
100381202	0.0	0.0
56670	1979.0	1236.0
81626	1.0	0.0
81627	1652.0	1442.0
81628	2476.0	3393.0
56676	1.0	1.0
30001	1601.0	1653.0
54012	0.0	1.0
56677	0.0	0.0
246175	3385.0	3128.0
56672	1098.0	1401.0
246176	10.0	59.0
56673	9.0	6.0
54016	0.0	0.0
283106	19.0	15.0
30000	5815.0	5439.0
56674	6360.0	7555.0
54015	0.0	0.0
81631	7928.0	10356.0
56675	111.0	241.0
54014	4964.0	3946.0
283104	197.0	215.0
100126330	0.0	0.0
30009	103.0	43.0
283102	0.0	5.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	2.0	1.0
30008	6408.0	8615.0
100128991	1.0	0.0
100128990	0.0	0.0
66002	61.0	66.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	516.0	3568.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	0.0	0.0
66004	1594.0	1345.0
100126325	0.0	0.0
66005	4941.0	6292.0
100126326	0.0	0.0
81618	6219.0	12552.0
81619	7766.0	8267.0
56681	10009.0	9299.0
66008	8858.0	12454.0
29018	3.0	0.0
81614	2050.0	2010.0
54020	1917.0	2098.0
81615	108.0	298.0
81616	6.0	5.0
81617	1642.0	1338.0
767846	33.0	28.0
81621	352.0	525.0
81622	1213.0	2783.0
246184	557.0	410.0
767851	1.0	6.0
81623	0.0	0.0
54022	1.0	2.0
81624	37.0	29.0
767853	0.0	0.0
54021	7.0	8.0
56683	1297.0	1784.0
54028	45.0	21.0
54027	0.0	0.0
29015	5885.0	2119.0
54026	0.0	0.0
767850	0.0	0.0
81620	134.0	364.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	14.0	18.0
246182	0.0	3.0
100126316	0.0	0.0
728233	226.0	223.0
283171	0.0	0.0
100126317	6.0	4.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	0.0	0.0
100126313	4.0	2.0
285753	392.0	326.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	0.0	1.0
114785	6702.0	8018.0
285755	891.0	643.0
114786	48.0	5.0
114787	45.0	91.0
114788	0.0	0.0
285758	23.0	31.0
114789	3995.0	4386.0
54031	17.0	7.0
728239	2.0	0.0
54035	0.0	0.0
54034	0.0	0.0
114790	1459.0	1302.0
54033	233.0	160.0
54032	0.0	1.0
114791	1404.0	998.0
54039	31.0	20.0
114792	135.0	41.0
126767	0.0	0.0
114793	5201.0	5612.0
54038	0.0	1.0
100190954	0.0	0.0
114794	4.0	18.0
114795	895.0	360.0
54036	0.0	0.0
93627	2259.0	2013.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	18896.0	22607.0
100126306	0.0	0.0
728224	2.0	0.0
100126307	0.0	0.0
285761	868.0	862.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	3255.0	2807.0
100126302	0.0	0.0
100128963	5.0	7.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	7.0	10.0
100126309	0.0	0.0
728226	0.0	5.0
54041	1.0	0.0
728228	0.0	4.0
54045	1.0	0.0
645809	1.0	1.0
54044	0.0	1.0
645808	0.0	0.0
114780	57.0	18.0
54043	0.0	1.0
645807	0.0	0.0
114781	1932.0	1901.0
126755	0.0	8.0
54049	0.0	3.0
114783	297.0	779.0
54048	1.0	0.0
114784	75.0	123.0
283159	0.0	0.0
54047	1.0	3.0
100128961	1.0	1.0
645805	44.0	29.0
283152	96.0	132.0
66035	1092.0	1785.0
283150	0.0	1.0
728255	0.0	0.0
93654	2.0	5.0
66036	1382.0	1166.0
93653	370.0	197.0
100271192	0.0	0.0
100271191	0.0	0.0
66037	1.0	1.0
93650	5.0	9.0
81669	5194.0	6126.0
54053	0.0	0.0
54052	1.0	0.0
114769	183.0	223.0
54051	0.0	0.0
54050	0.0	0.0
54055	93.0	55.0
100190938	146.0	156.0
54054	11.0	14.0
114770	3.0	0.0
114771	0.0	0.0
54059	470.0	564.0
283149	3006.0	3341.0
54058	150.0	130.0
93649	198.0	658.0
645811	94.0	183.0
81671	8690.0	18654.0
100271199	2.0	1.0
100190939	729.0	664.0
283143	63.0	168.0
100271196	0.0	0.0
93643	2266.0	2292.0
100128946	1.0	0.0
285780	2.0	0.0
285782	5.0	1.0
100271180	4.0	0.0
285785	121.0	114.0
100190952	3.0	2.0
54064	0.0	0.0
728248	0.0	0.0
114757	1525.0	2174.0
114758	0.0	0.0
54067	92.0	64.0
100190947	1.0	0.0
100190949	0.0	0.0
54065	2.0	4.0
114760	0.0	0.0
114761	0.0	0.0
126731	368.0	459.0
54069	398.0	368.0
283131	60999.0	84353.0
283130	1827.0	1260.0
692157	0.0	1.0
692158	0.0	0.0
138799	1.0	1.0
440498	524.0	794.0
124152	1585.0	1745.0
199704	948.0	876.0
124149	3.0	0.0
163747	3.0	0.0
692146	0.0	2.0
692147	3.0	8.0
692148	1.0	2.0
692149	0.0	1.0
163742	68.0	75.0
199713	4.0	3.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	0.0	0.0
126792	1511.0	1971.0
378008	0.0	0.0
378009	0.0	0.0
29089	101.0	136.0
29088	2102.0	1484.0
29087	2132.0	2777.0
378010	0.0	0.0
148137	697.0	657.0
126789	281.0	457.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	253.0	251.0
29081	1294.0	1383.0
29080	1497.0	1542.0
283189	0.0	0.0
29086	1742.0	1588.0
29085	5502.0	5713.0
29083	688.0	647.0
100381270	738.0	417.0
200810	78.0	60.0
114796	546.0	479.0
148156	1350.0	1069.0
114798	4.0	0.0
114799	1920.0	1509.0
29099	1868.0	1608.0
29098	476.0	681.0
378001	0.0	0.0
29093	1054.0	1058.0
29092	1043.0	903.0
29091	2437.0	6353.0
29090	1441.0	1073.0
56603	1862.0	2166.0
29097	1463.0	2018.0
56604	0.0	2.0
56605	4693.0	2279.0
29095	1690.0	1633.0
151790	17.0	4.0
283174	838.0	472.0
56606	497.0	411.0
29094	895.0	1052.0
692199	0.0	0.0
391002	0.0	0.0
440459	27.0	9.0
391004	3.0	2.0
780816	0.0	0.0
124199	31.0	32.0
391003	0.0	1.0
30062	1.0	0.0
440456	940.0	1437.0
780814	15.0	12.0
30061	6678.0	10103.0
780815	0.0	0.0
780812	0.0	0.0
780813	6.0	0.0
440452	0.0	0.0
780810	0.0	0.0
780811	0.0	0.0
29068	3604.0	2987.0
29066	5310.0	3770.0
29063	612.0	501.0
29062	738.0	1044.0
56616	505.0	553.0
163702	794.0	1818.0
391013	2.0	2.0
391012	0.0	0.0
100381215	0.0	3.0
29079	2738.0	2860.0
29078	1283.0	962.0
56623	1110.0	1089.0
56624	45.0	56.0
29071	1760.0	1741.0
29070	298.0	360.0
29075	40.0	15.0
29074	2350.0	2403.0
29072	8379.0	5986.0
163732	221.0	608.0
200845	713.0	557.0
148103	626.0	656.0
200844	22.0	47.0
440482	95.0	136.0
151742	3124.0	1571.0
163720	1.0	11.0
148113	170.0	401.0
440465	3856.0	3569.0
29057	18.0	9.0
148109	5.0	7.0
29058	8375.0	7458.0
56647	3512.0	2903.0
56648	309.0	312.0
56649	18.0	472.0
440419	1.0	1.0
440416	49.0	161.0
8303	4716.0	4013.0
643157	1.0	0.0
200879	47.0	4130.0
440406	0.0	2.0
8301	9328.0	11810.0
643155	3372.0	3202.0
8302	10.0	3.0
440400	347.0	392.0
199675	16.0	28.0
8310	1095.0	982.0
124093	56.0	39.0
8314	5365.0	4838.0
8315	1662.0	1629.0
8312	2883.0	3364.0
342096	0.0	0.0
8313	1987.0	1307.0
440435	5.0	5.0
643160	0.0	2.0
643161	0.0	0.0
643159	10.0	12.0
8309	1169.0	1179.0
8321	9989.0	12137.0
8322	4963.0	5091.0
8320	126.0	57.0
8325	1042.0	926.0
8326	33.0	25.0
8323	3424.0	4332.0
8324	1173.0	1129.0
440423	629.0	785.0
200894	1143.0	1519.0
643171	7.0	14.0
200895	1197.0	908.0
8318	60.0	106.0
8317	144.0	193.0
8332	0.0	4.0
692110	0.0	0.0
8333	2.0	2.0
692111	1.0	0.0
8330	0.0	0.0
8331	2.0	0.0
8336	9.0	5.0
8337	0.0	0.0
8334	2186.0	2186.0
8335	0.0	2.0
148046	152.0	96.0
106481699	0.0	0.0
643182	0.0	0.0
643180	111.0	109.0
643181	0.0	0.0
8329	2.0	1.0
8328	3.0	0.0
8343	0.0	1.0
643198	0.0	0.0
8344	1.0	3.0
8341	130.0	96.0
8342	0.0	1.0
8347	47.0	60.0
8348	5.0	3.0
643199	0.0	0.0
8345	7.0	9.0
8346	1.0	0.0
692106	0.0	0.0
692107	0.0	0.0
161003	0.0	0.0
692108	1.0	0.0
692109	9.0	4.0
643193	0.0	0.0
8340	1.0	0.0
8338	9.0	23.0
8339	43.0	37.0
8354	0.0	0.0
8355	23.0	18.0
8352	1.0	1.0
8353	64.0	45.0
8358	0.0	0.0
8359	2.0	3.0
8356	1.0	3.0
8357	27.0	19.0
222235	59.0	77.0
106481679	1.0	0.0
222236	2592.0	2442.0
106481677	0.0	2.0
222234	280.0	225.0
106481678	0.0	0.0
8350	4.0	3.0
8351	14.0	10.0
148066	0.0	0.0
106481682	1.0	0.0
106481683	0.0	0.0
106481680	0.0	0.0
106481681	0.0	0.0
106481686	0.0	0.0
106481687	0.0	3.0
106481684	0.0	0.0
106481685	2.0	0.0
8349	824.0	993.0
8365	62.0	25.0
8366	2.0	2.0
8363	5.0	8.0
8364	4.0	4.0
8369	0.0	0.0
163688	28.0	8.0
8367	16.0	4.0
8368	0.0	0.0
106481688	0.0	0.0
222223	1168.0	1196.0
106481689	1.0	0.0
8361	0.0	0.0
222229	890.0	1664.0
8362	6.0	6.0
8360	3.0	3.0
106481693	11.0	3.0
106481694	9.0	21.0
106481691	3.0	2.0
106481692	4.0	29.0
106481697	0.0	2.0
106481698	0.0	0.0
106481695	5.0	0.0
106481696	0.0	2.0
342035	79.0	428.0
344697	16.0	16.0
106481690	5.0	1.0
728310	8.0	2.0
285830	163.0	112.0
8379	1463.0	2128.0
93556	8.0	145.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	835.0	613.0
106481655	0.0	0.0
285834	109.0	999.0
222256	251.0	156.0
106481656	2.0	1.0
8372	154.0	146.0
93550	883.0	645.0
8373	0.0	1.0
106481659	0.0	0.0
8370	2.0	1.0
728315	1.0	2.0
81577	2111.0	2044.0
106481660	0.0	0.0
81578	149.0	374.0
106481661	0.0	0.0
81579	3248.0	3054.0
81573	1570.0	1457.0
106481664	0.0	0.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	5691.0	27180.0
106481662	0.0	0.0
81576	1912.0	1983.0
106481663	17.0	14.0
81570	1011.0	738.0
100271178	0.0	5.0
81571	819.0	542.0
81572	976.0	988.0
645715	24.0	28.0
8387	0.0	1.0
8388	0.0	0.0
728300	9.0	5.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	1.0	1.0
106481667	0.0	0.0
81559	1191.0	1286.0
8383	0.0	0.0
285848	8.0	3.0
8384	0.0	0.0
285849	36.0	41.0
8382	638.0	600.0
81566	1736.0	2932.0
106481671	0.0	0.0
106481672	0.0	1.0
81567	560.0	309.0
81569	0.0	0.0
106481670	0.0	0.0
81562	2636.0	2048.0
106481675	0.0	0.0
81563	1416.0	1668.0
246243	858.0	596.0
100271168	1.0	0.0
106481676	0.0	0.0
106481673	8.0	1.0
81565	2460.0	4358.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	0.0	1.0
100271161	2.0	1.0
100271163	0.0	1.0
100271162	1.0	3.0
8398	1920.0	1639.0
8399	7.0	28.0
8396	6046.0	6473.0
285852	6.0	10.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	8320.0	6669.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	1.0	0.0
106481634	0.0	0.0
8394	3825.0	4850.0
106481639	0.0	0.0
8395	171.0	382.0
8392	0.0	0.0
106481637	4.0	4.0
106481638	0.0	0.0
100271158	1.0	1.0
106481642	10.0	21.0
106481643	0.0	0.0
246210	1.0	2.0
106481640	0.0	0.0
100271159	0.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	1.0
246213	1.0	0.0
106481646	0.0	0.0
106481647	0.0	0.0
106481644	1.0	0.0
106481645	0.0	0.0
728324	29.0	47.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	1.0	0.0
344657	3.0	4.0
100271142	0.0	0.0
344658	1.0	0.0
100271145	0.0	0.0
645745	5.0	0.0
344653	0.0	0.0
100271141	2.0	2.0
100271140	0.0	0.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	368.0	313.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	251.0	192.0
106481618	0.0	1.0
106481615	0.0	0.0
106481616	0.0	0.0
283209	986.0	1829.0
283208	377.0	242.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	0.0	0.0
100271132	3.0	5.0
100271131	0.0	0.0
100271133	2.0	0.0
100271130	1.0	0.0
93587	532.0	337.0
645771	6.0	0.0
93589	114.0	97.0
106481624	4.0	4.0
285800	3.0	8.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	2.0	2.0
106481628	0.0	0.0
106481629	0.0	0.0
106481626	0.0	0.0
106481627	0.0	0.0
100271129	0.0	0.0
246283	0.0	0.0
246285	0.0	2.0
106481631	0.0	0.0
100271125	0.0	1.0
106481632	3.0	0.0
106481630	0.0	0.0
100271122	0.0	0.0
199692	1471.0	1145.0
645784	199.0	35.0
100271118	0.0	1.0
100271117	0.0	0.0
100271119	0.0	1.0
100271114	0.0	0.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	4.0	4.0
643115	4.0	0.0
100271111	0.0	0.0
106481608	1.0	1.0
106481609	0.0	0.0
645798	1.0	7.0
643136	5.0	1.0
106481602	3.0	4.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	0.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	2.0	0.0
106481605	0.0	0.0
285829	7.0	6.0
100271106	1.0	0.0
106481610	0.0	0.0
100271105	5.0	1.0
643126	5.0	0.0
199699	4.0	7.0
728393	0.0	0.0
100128899	0.0	0.0
728395	0.0	0.0
114625	1663.0	1599.0
54112	13.0	9.0
56776	30.0	22.0
283248	33.0	88.0
344729	0.0	0.0
100128894	0.0	0.0
100128893	17.0	25.0
100128890	19.0	23.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	0.0
100128888	2.0	3.0
114614	65.0	51.0
283238	0.0	0.0
100190800	16.0	19.0
283237	1163.0	893.0
283236	2.0	0.0
283234	777.0	500.0
728381	0.0	1.0
283232	2523.0	1960.0
728380	2.0	3.0
100128881	54.0	95.0
100128880	1.0	0.0
692099	413.0	637.0
114609	478.0	449.0
29128	78.0	117.0
29123	7298.0	7829.0
344709	0.0	0.0
29122	170.0	259.0
29121	897.0	357.0
283229	340.0	989.0
29127	464.0	297.0
29126	415.0	558.0
29125	119.0	51.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	6.0	8.0
100128867	0.0	0.0
54145	1.0	0.0
54143	0.0	0.0
283219	1232.0	1401.0
54149	1111.0	974.0
54148	940.0	909.0
54147	0.0	0.0
283212	109.0	99.0
692091	0.0	0.0
692092	0.0	0.0
692093	19.0	4.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	2.0	5.0
100128857	1.0	2.0
100271093	0.0	0.0
100271092	0.0	0.0
728350	13.0	16.0
285872	2.0	2.0
100128853	0.0	1.0
29109	1519.0	4412.0
29108	289.0	463.0
285877	0.0	0.0
29107	755.0	976.0
285878	0.0	0.0
29106	99.0	7.0
728358	0.0	0.0
29101	9031.0	9042.0
29100	2288.0	2340.0
29105	1931.0	1979.0
29104	859.0	667.0
29103	2548.0	2179.0
29102	3094.0	2539.0
100271098	0.0	0.0
283284	129.0	160.0
728343	0.0	0.0
728342	110.0	74.0
100128849	2.0	3.0
728344	1.0	1.0
100271081	0.0	0.0
100128845	0.0	1.0
728340	303.0	216.0
285888	0.0	0.0
29119	56.0	83.0
107057644	11.0	8.0
29118	310.0	161.0
107057647	0.0	0.0
114655	2.0	1.0
29117	4046.0	4696.0
107057646	4.0	1.0
114657	0.0	0.0
114659	317.0	309.0
126638	0.0	0.0
54165	2276.0	1730.0
126637	0.0	1.0
29110	1719.0	1607.0
29116	4571.0	6498.0
29115	3164.0	3891.0
29114	18.0	70.0
29113	1.0	1.0
100271087	3.0	12.0
100271089	0.0	0.0
100271085	0.0	0.0
100128836	9.0	9.0
728378	1.0	0.0
728377	1156.0	730.0
100271070	0.0	1.0
285893	0.0	0.0
100128834	0.0	1.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	1939.0	1415.0
81793	282.0	36.0
81794	441.0	1157.0
81796	44.0	31.0
81790	3253.0	2834.0
100271076	0.0	0.0
283267	405.0	550.0
91107	943.0	2542.0
100128830	2.0	0.0
81792	226.0	294.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	0.0
728366	4.0	1.0
728361	6.0	5.0
100128822	283.0	298.0
728369	0.0	0.0
81786	347.0	647.0
54187	2987.0	2452.0
81788	3049.0	2205.0
81789	498.0	454.0
283257	0.0	0.0
100271065	0.0	0.0
645700	7.0	0.0
283254	273.0	227.0
126695	1329.0	1307.0
148003	0.0	0.0
378108	8.0	3.0
151649	17.0	13.0
151648	47.0	10.0
151647	4.0	1.0
151645	30.0	37.0
200909	0.0	0.0
200916	783.0	803.0
148014	11.0	31.0
151658	1.0	0.0
151651	35.0	40.0
56704	231.0	559.0
148022	1057.0	1493.0
126669	4202.0	9184.0
126668	316.0	607.0
100126297	0.0	0.0
100126299	0.0	1.0
100126296	0.0	0.0
200931	210.0	178.0
200933	740.0	807.0
126661	472.0	349.0
56729	10.0	11.0
283298	827.0	617.0
283297	0.0	0.0
136051	574.0	566.0
138639	368.0	429.0
692076	2.0	2.0
391121	0.0	0.0
391120	0.0	0.0
391123	40.0	27.0
200942	4276.0	3367.0
440577	12.0	26.0
440574	1907.0	1547.0
56731	2672.0	2936.0
100126270	12.0	2.0
692084	0.0	0.0
692085	0.0	0.0
692086	8.0	13.0
138649	53.0	102.0
200959	5.0	1.0
200958	357.0	313.0
391135	6.0	4.0
440567	52.0	63.0
391139	0.0	0.0
440563	0.0	1.0
440561	0.0	0.0
151613	2585.0	2121.0
692072	0.0	0.0
692075	9.0	8.0
692057	0.0	0.0
692058	0.0	0.0
124056	0.0	2.0
81706	7213.0	7094.0
391104	0.0	0.0
391107	0.0	0.0
391106	0.0	0.0
81704	2733.0	1315.0
391109	0.0	0.0
440595	237.0	234.0
56751	1.0	0.0
692063	0.0	0.0
8402	4071.0	4262.0
