id	c2e12b8b-e04b-4805-b157-b6148efb9f9d	b34c9e55-0455-46fd-8dad-3994e2c06fb2
106480883	1.0	0.0
654370	0.0	2.0
137868	2.0	0.0
730112	38.0	21.0
106480849	0.0	0.0
729123	0.0	2.0
9188	4689.0	2844.0
106479859	0.0	0.0
106479858	2.0	2.0
9189	2143.0	3450.0
106479857	0.0	0.0
106479856	0.0	0.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	0.0
9182	698.0	100.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	815.0	907.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	1923.0	9966.0
106480844	0.0	0.0
106479851	0.0	0.0
9181	3398.0	14594.0
106479850	2.0	0.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	1251.0	1031.0
106480845	0.0	0.0
9184	3255.0	5406.0
106480848	0.0	0.0
9185	737.0	1717.0
106480847	0.0	0.0
57501	35.0	21.0
57502	57.0	127.0
57504	1909.0	1785.0
125875	83.0	84.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	4301.0	5990.0
730109	0.0	0.0
137872	958.0	425.0
102546175	0.0	0.0
57505	1113.0	1216.0
644903	15.0	8.0
57506	6187.0	5373.0
57507	1647.0	1582.0
57508	905.0	489.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	1.0	0.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	1.0	0.0
9194	432.0	145.0
106479841	0.0	0.0
106480852	1.0	0.0
9191	1810.0	3101.0
106479840	0.0	0.0
106480855	0.0	0.0
106480854	0.0	0.0
9197	3859.0	2618.0
106480857	0.0	0.0
106480856	1.0	0.0
106480859	0.0	0.0
729119	7.0	7.0
9196	141.0	85.0
106480858	0.0	0.0
57512	117.0	12.0
57513	3118.0	3003.0
57514	5231.0	2457.0
123207	1378.0	1134.0
57515	28211.0	16750.0
106480860	0.0	0.0
57510	2830.0	2518.0
106480862	1.0	0.0
57511	2419.0	2050.0
106480861	0.0	0.0
644911	1.0	0.0
644914	7.0	7.0
57519	723.0	503.0
729146	3.0	4.0
106480828	0.0	0.0
113878	475.0	1935.0
135228	507.0	1451.0
106480827	0.0	0.0
729148	124.0	26.0
106480829	0.0	0.0
137886	2436.0	1946.0
106479879	1.0	0.0
730130	8.0	2.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	7.0	1.0
106480820	0.0	0.0
106479875	0.0	0.0
106479874	0.0	0.0
106479873	0.0	0.0
106480822	0.0	0.0
106479872	1.0	0.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	3.0	0.0
106479870	4.0	0.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	1996.0	4798.0
57524	96.0	24.0
57526	77.0	73.0
644928	4.0	5.0
57520	922.0	515.0
57521	2236.0	2280.0
57522	1579.0	1242.0
57528	444.0	11.0
57529	73.0	26.0
106480839	0.0	0.0
106480838	0.0	0.0
106479869	0.0	0.0
729131	24.0	5.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	0.0	0.0
106479864	0.0	0.0
106480831	0.0	0.0
106479863	0.0	0.0
106480830	0.0	0.0
106480833	0.0	0.0
106479862	0.0	0.0
106479861	0.0	0.0
106480832	0.0	0.0
353116	2466.0	669.0
106479860	3.0	0.0
106480835	0.0	0.0
106480834	1.0	0.0
106480837	20.0	1.0
106480836	0.0	0.0
57534	4845.0	3379.0
57535	4048.0	250.0
343727	0.0	0.0
57536	747.0	329.0
57537	1809.0	1584.0
150864	661.0	921.0
57530	2299.0	3471.0
57531	1056.0	469.0
57532	6467.0	4115.0
106480840	0.0	0.0
57533	1310.0	547.0
57538	1141.0	967.0
57539	2151.0	908.0
106479817	7.0	1.0
106480806	3.0	5.0
106479816	1.0	0.0
106480805	0.0	0.0
106479815	0.0	0.0
106480808	0.0	0.0
106480807	0.0	0.0
106479814	0.0	0.0
106479813	0.0	0.0
106480809	0.0	0.0
106479812	0.0	0.0
106479811	0.0	0.0
106479810	0.0	0.0
123263	567.0	599.0
106480800	0.0	0.0
123264	18.0	11.0
57540	2.0	13.0
106480802	1.0	0.0
106480801	0.0	0.0
106480804	2.0	0.0
106480803	0.0	0.0
57545	1519.0	620.0
57546	1664.0	1823.0
57547	133.0	162.0
57541	587.0	916.0
57542	1508.0	1413.0
353132	0.0	8.0
57544	755.0	359.0
353131	0.0	0.0
644943	18.0	15.0
57549	362.0	1452.0
106479809	0.0	0.0
106479808	0.0	0.0
644945	0.0	0.0
100101490	62.0	12.0
106479807	0.0	0.0
137835	71.0	295.0
106479806	0.0	0.0
106480817	0.0	0.0
106480816	0.0	0.0
106479805	0.0	0.0
106480819	2.0	0.0
106479804	0.0	0.0
106479803	0.0	0.0
106480818	1.0	1.0
644961	22.0	6.0
106479802	6.0	0.0
106479801	0.0	0.0
644962	5.0	8.0
106479800	0.0	0.0
353134	0.0	0.0
353133	0.0	11.0
106480811	0.0	0.0
57551	5216.0	3874.0
353135	0.0	7.0
106480810	0.0	0.0
106480813	1.0	0.0
106480812	2.0	0.0
353137	0.0	0.0
106480815	1.0	0.0
353139	0.0	0.0
106480814	0.0	0.0
57556	923.0	449.0
57558	682.0	1129.0
57559	179.0	293.0
57552	1939.0	1194.0
353141	0.0	0.0
353140	0.0	0.0
57553	2755.0	548.0
57554	615.0	47.0
353143	0.0	0.0
57555	935.0	2052.0
353142	0.0	0.0
343702	3.0	3.0
729102	6.0	0.0
106479839	0.0	0.0
106479838	0.0	0.0
729101	3.0	0.0
106479837	0.0	0.0
106479836	6.0	2.0
106479835	5.0	2.0
644972	53.0	77.0
106479834	2.0	0.0
106479833	0.0	0.0
642311	1.0	2.0
106479832	0.0	0.0
353145	0.0	0.0
106479831	0.0	0.0
389101	2.0	5.0
102465906	0.0	0.0
57560	1647.0	1287.0
106479830	0.0	0.0
353144	0.0	0.0
57561	12150.0	10694.0
57562	1310.0	318.0
149830	0.0	0.0
57567	1183.0	2500.0
57568	1262.0	3923.0
57569	933.0	1966.0
57563	3060.0	1089.0
57565	2288.0	1645.0
106479829	4.0	1.0
106479828	1.0	1.0
106479827	0.0	0.0
106479826	0.0	0.0
106479825	7.0	0.0
106479824	0.0	0.0
106479823	0.0	0.0
106479822	1.0	0.0
106479821	0.0	0.0
57570	927.0	807.0
125893	249.0	328.0
106479820	4.0	1.0
57571	1458.0	1817.0
57572	3961.0	3879.0
149840	277.0	543.0
57573	1273.0	506.0
102465910	0.0	0.0
57578	82.0	27.0
57579	746.0	407.0
149837	278.0	130.0
123228	503.0	242.0
57574	4.0	29.0
353163	2.0	0.0
57575	196.0	61.0
102465909	0.0	1.0
57576	364.0	138.0
102465908	0.0	0.0
57577	1533.0	697.0
353164	1.0	0.0
102465907	0.0	0.0
644974	20.0	31.0
642317	0.0	0.0
106479819	0.0	0.0
106479818	0.0	0.0
730198	0.0	0.0
730196	0.0	0.0
390110	0.0	0.0
389123	0.0	0.0
389124	0.0	0.0
730190	2.0	0.0
390116	0.0	0.0
389120	5.0	5.0
390117	0.0	0.0
147276	0.0	0.0
389118	10.0	0.0
389119	67.0	116.0
353174	26.0	49.0
389114	706.0	232.0
135293	2840.0	1390.0
135295	162.0	125.0
729196	0.0	0.0
729198	0.0	1.0
730180	0.0	0.0
353189	17.0	135.0
392752	32.0	19.0
389144	0.0	0.0
389141	9.0	5.0
123283	1481.0	813.0
102465944	0.0	0.0
353194	4.0	10.0
353196	0.0	0.0
389136	588.0	203.0
389137	5.0	6.0
390102	0.0	2.0
100526416	0.0	0.0
389125	4.0	2.0
389160	9.0	2.0
390151	0.0	0.0
390152	0.0	0.0
729163	0.0	0.0
730152	0.0	0.0
390154	0.0	0.0
390155	0.0	0.0
390157	0.0	0.0
389168	14.0	11.0
390158	7.0	9.0
389161	1.0	3.0
147226	3.0	2.0
389158	1.0	0.0
147228	0.0	4.0
135250	15.0	516.0
102465975	2.0	0.0
729156	7.0	1.0
102465974	0.0	0.0
730144	6.0	3.0
390162	0.0	0.0
390166	0.0	0.0
389156	7.0	3.0
390167	0.0	0.0
390168	0.0	0.0
389152	0.0	0.0
102465978	0.0	0.0
102465977	0.0	1.0
389151	0.0	0.0
102465976	0.0	0.0
729150	3.0	1.0
730138	3.0	17.0
102465985	0.0	0.0
730174	1.0	1.0
390131	0.0	0.0
390133	0.0	0.0
390134	0.0	0.0
221301	2.0	2.0
390136	0.0	0.0
390137	0.0	0.0
221303	144.0	35.0
390138	0.0	0.0
221302	475.0	478.0
390139	0.0	0.0
729182	3.0	2.0
135270	0.0	0.0
389170	303.0	53.0
729178	54.0	41.0
102465995	0.0	0.0
102465993	0.0	0.0
390142	0.0	0.0
729177	2.0	5.0
390144	0.0	0.0
729176	0.0	0.0
389179	24.0	18.0
389177	1.0	1.0
390148	2.0	0.0
729171	73.0	0.0
390072	6.0	8.0
390073	1.0	0.0
390075	0.0	0.0
390077	0.0	0.0
390078	0.0	0.0
390079	0.0	4.0
221322	614.0	189.0
642290	11.0	6.0
389084	33.0	211.0
390081	0.0	0.0
390082	0.0	0.0
389072	532.0	59.0
390083	0.0	0.0
390084	0.0	0.0
389075	1.0	0.0
389073	0.0	1.0
390091	11.0	1.0
105616982	0.0	0.0
390053	0.0	0.0
390054	0.0	0.0
390058	1.0	0.0
390059	0.0	1.0
390061	0.0	0.0
390063	0.0	0.0
390064	0.0	0.0
389090	0.0	1.0
390066	1.0	0.0
390067	1.0	0.0
221336	127.0	747.0
147199	0.0	0.0
257313	11.0	5.0
221357	2.0	5.0
196120	0.0	0.0
9201	855.0	2000.0
9202	3446.0	3037.0
9200	539.0	994.0
9205	1474.0	1097.0
9206	0.0	0.0
9203	3016.0	3366.0
9204	1021.0	941.0
221391	0.0	12.0
221393	1.0	325.0
221395	4145.0	6804.0
9212	13.0	374.0
9213	2938.0	17847.0
9210	0.0	0.0
9211	13.0	1.0
9217	6764.0	2663.0
9214	181.0	697.0
9215	787.0	912.0
284904	10.0	0.0
284900	947.0	826.0
9209	5108.0	2374.0
159195	27279.0	3092.0
9207	4.0	0.0
9208	9694.0	6891.0
9223	6614.0	1318.0
9221	7041.0	3588.0
9227	1043.0	279.0
644873	1687.0	1458.0
9228	116.0	5.0
644871	0.0	0.0
57460	665.0	2102.0
57461	1184.0	1967.0
57462	458.0	245.0
257364	2994.0	5123.0
57463	1234.0	1064.0
9220	71.0	57.0
57468	9.0	321.0
57469	172.0	79.0
57464	41.0	249.0
257358	6.0	13.0
57465	1087.0	937.0
57466	2411.0	2043.0
57467	2766.0	4322.0
9218	12022.0	12297.0
9219	2834.0	5478.0
113802	163.0	180.0
9235	1486.0	7797.0
644881	1.0	1.0
9232	3309.0	4789.0
9238	1555.0	3065.0
9236	2018.0	2132.0
57471	9.0	61.0
101101773	71.0	1.0
57472	1843.0	1926.0
101101772	1.0	3.0
57473	3362.0	2581.0
57474	64.0	39.0
9230	14744.0	15273.0
9231	4298.0	1599.0
101101776	0.0	0.0
101101775	131.0	64.0
57470	3705.0	5213.0
57479	2079.0	3320.0
791114	141.0	5.0
791115	0.0	0.0
57475	17520.0	1091.0
105616916	0.0	0.0
57476	1014.0	769.0
57477	1071.0	3618.0
57478	455.0	1023.0
644877	2.0	10.0
9229	76.0	169.0
9245	211.0	192.0
9246	2037.0	6277.0
9244	786.0	852.0
644890	10.0	15.0
9249	9966.0	21742.0
644896	4.0	2.0
9247	0.0	1.0
9248	0.0	0.0
57482	32.0	108.0
106480787	0.0	0.0
106480786	0.0	0.0
57484	2139.0	445.0
106480789	1.0	0.0
106480788	0.0	0.0
9241	49.0	35.0
9242	123.0	337.0
57480	723.0	2717.0
9240	3510.0	4190.0
57481	2.0	3.0
106480790	0.0	0.0
284958	3.0	29.0
106480792	0.0	0.0
106480791	1.0	1.0
57486	1035.0	2291.0
106480794	0.0	0.0
106480793	0.0	0.0
57488	12128.0	7657.0
106480796	32960.0	56341.0
57489	2287.0	2257.0
106480795	22.0	17.0
9256	3344.0	1960.0
9254	753.0	142.0
9255	3369.0	4064.0
137814	0.0	0.0
341152	0.0	0.0
9258	1464.0	1760.0
57493	16378.0	5702.0
106480798	0.0	0.0
57494	3017.0	1147.0
106480797	0.0	0.0
57495	123.0	0.0
57496	3844.0	1396.0
106480799	0.0	0.0
9252	2004.0	249.0
9253	1282.0	1729.0
57491	34.0	149.0
57492	7394.0	4907.0
284948	358.0	10.0
57497	1.0	110.0
57498	6543.0	4149.0
284942	450.0	620.0
642236	18.0	12.0
402509	0.0	0.0
341148	0.0	0.0
9267	4653.0	3348.0
9265	6329.0	1935.0
9266	10290.0	9126.0
106479779	7.0	4.0
106479778	0.0	0.0
106479777	4.0	1.0
106480765	1.0	0.0
106479776	0.0	0.0
9260	2070.0	8860.0
106480764	1.0	0.0
106479775	0.0	0.0
106480767	1.0	0.0
106479774	0.0	0.0
106480766	0.0	0.0
106479773	0.0	0.0
9263	2686.0	1772.0
106480769	0.0	0.0
106479772	0.0	0.0
106480768	0.0	0.0
106479771	0.0	0.0
9261	9851.0	16147.0
106479770	0.0	0.0
9262	1279.0	3369.0
106480770	1.0	1.0
106480772	0.0	0.0
106480771	0.0	0.0
106480774	0.0	0.0
106480773	0.0	1.0
9278	2816.0	3774.0
9276	10366.0	13342.0
9277	2171.0	5420.0
106479769	4.0	0.0
106479768	0.0	0.0
106479767	0.0	0.0
106479766	0.0	0.0
9270	2911.0	4739.0
106479765	0.0	0.0
106480776	0.0	0.0
9271	37.0	45.0
106480775	5.0	5.0
106479764	0.0	0.0
106480778	0.0	0.0
106479763	0.0	0.0
106479762	1.0	2.0
106480777	0.0	0.0
9274	3481.0	7576.0
402573	15.0	18.0
106479761	0.0	0.0
9275	4754.0	3776.0
106479760	0.0	0.0
106480779	0.0	0.0
106480781	0.0	0.0
654231	16.0	4.0
106480780	0.0	0.0
106480783	0.0	0.0
402569	3.0	11.0
106480782	1.0	1.0
106480785	0.0	0.0
106480784	0.0	0.0
642259	0.0	2.0
341128	0.0	1.0
113835	223.0	92.0
9289	27180.0	27824.0
9287	0.0	0.0
9288	0.0	0.0
642273	1354.0	1515.0
106479799	0.0	0.0
106480743	0.0	0.0
106479798	0.0	0.0
9282	4313.0	3231.0
106479797	0.0	0.0
106480742	3.0	2.0
106479796	0.0	0.0
106480745	2.0	0.0
106479795	0.0	0.0
106480744	0.0	0.0
106479794	21.0	15.0
106480747	0.0	0.0
402562	5.0	9.0
106479793	0.0	0.0
106480746	0.0	0.0
9283	74.0	18.0
106479792	1.0	0.0
106480749	0.0	0.0
9284	200.0	197.0
106479791	0.0	0.0
106480748	1.0	8.0
106479790	0.0	0.0
106480750	0.0	0.0
284998	1.0	0.0
106480752	0.0	0.0
284996	2460.0	3351.0
106480751	0.0	0.0
341112	2.0	175.0
284992	26.0	48.0
341116	2.0	2.0
9299	0.0	0.0
106479789	0.0	0.0
106479788	0.0	0.0
106479787	0.0	0.0
9292	0.0	0.0
106480754	0.0	0.0
106479786	0.0	0.0
9293	1.0	0.0
106480753	0.0	0.0
9290	5.0	29.0
106480756	0.0	0.0
106479785	0.0	0.0
257397	2282.0	1289.0
113829	6052.0	4720.0
106480755	0.0	0.0
106479784	0.0	0.0
9296	3642.0	8450.0
113828	2041.0	1046.0
106479783	0.0	0.0
106480758	0.0	0.0
106480757	0.0	0.0
106479782	0.0	0.0
106479781	0.0	0.0
9294	329.0	1009.0
9295	13304.0	9764.0
642280	119.0	106.0
106479780	2.0	1.0
106480759	0.0	0.0
654254	10.0	15.0
106480761	0.0	0.0
284988	1.0	0.0
106480760	0.0	0.0
106480763	0.0	0.0
106480762	1.0	0.0
106480729	0.0	0.0
106479739	0.0	0.0
106480728	0.0	0.0
730232	2.0	1.0
106479738	0.0	0.0
729246	0.0	0.0
106479737	2.0	0.0
106479736	0.0	0.0
106479735	0.0	0.0
729240	0.0	0.0
106479734	1.0	0.0
106479733	1.0	0.0
106479732	0.0	0.0
106480721	0.0	0.0
106479731	0.0	0.0
106480720	0.0	0.0
106479730	0.0	0.0
106480723	0.0	0.0
106480722	0.0	0.0
106480725	1.0	0.0
729249	10.0	3.0
729248	0.0	0.0
106480724	0.0	0.0
106480727	0.0	0.0
106480726	0.0	0.0
104457406	1500.0	1052.0
57622	69.0	56.0
57623	453.0	721.0
57624	2.0	2.0
57620	1434.0	1768.0
106480730	0.0	0.0
57621	2538.0	1371.0
57626	0.0	0.0
100125387	2.0	2.0
730227	127.0	137.0
57628	64.0	0.0
353219	115.0	19.0
729234	74.0	266.0
106479729	0.0	0.0
729233	0.0	0.0
106480739	10.0	2.0
106479728	0.0	0.0
106479727	0.0	0.0
729236	27.0	85.0
106479726	0.0	0.0
729230	173.0	405.0
106479725	0.0	0.0
106479724	0.0	0.0
113763	698.0	866.0
106479723	2.0	2.0
106479722	0.0	0.0
106479721	0.0	0.0
106480732	0.0	3.0
106480731	0.0	0.0
106479720	0.0	0.0
106480734	0.0	0.0
106480733	0.0	0.0
729238	12.0	24714.0
106480736	28.0	18.0
106480735	0.0	0.0
100113391	0.0	0.0
106480738	2.0	7.0
100113392	0.0	1.0
100113393	6.0	2.0
106480737	0.0	0.0
57633	263.0	2137.0
341208	122.0	63.0
150726	208.0	487.0
57634	4205.0	3354.0
57636	1324.0	2929.0
57630	3991.0	1115.0
57631	575.0	587.0
106480741	14.0	2.0
106480740	1.0	1.0
57639	3034.0	321.0
106479719	11.0	2.0
730213	1.0	2.0
106480707	0.0	0.0
106480706	0.0	0.0
106480709	0.0	0.0
106480708	0.0	0.0
106479759	0.0	0.0
106479758	1.0	0.0
729262	9.0	15.0
106479757	1.0	0.0
106479756	0.0	0.0
729264	10.0	0.0
106479755	0.0	0.0
106479754	0.0	0.0
100113383	0.0	0.0
106479753	0.0	0.0
100113384	2.0	0.0
106480701	0.0	0.0
106479752	0.0	0.0
106479751	2.0	0.0
106480700	0.0	0.0
100113386	99.0	8.0
106480703	0.0	0.0
106479750	0.0	0.0
106480702	0.0	0.0
100113380	0.0	0.0
106480705	0.0	0.0
100113381	0.0	0.0
106480704	0.0	0.0
100113382	0.0	0.0
57644	388.0	207.0
57645	3444.0	5100.0
644809	194.0	183.0
150737	623.0	426.0
57646	1269.0	1284.0
57647	1063.0	1546.0
100188945	6.0	3.0
57642	6.0	7.0
100113389	2.0	0.0
57643	1118.0	817.0
100188949	69.0	139.0
135112	4630.0	2787.0
730249	0.0	2.0
57648	9522.0	9846.0
57649	2942.0	3731.0
730246	20.0	3.0
106480718	0.0	0.0
113746	4.0	0.0
106480717	0.0	0.0
106479749	0.0	0.0
729258	40.0	12.0
106479748	0.0	0.0
106480719	0.0	0.0
106479747	0.0	0.0
729252	1.0	3.0
135114	3122.0	2229.0
106479746	0.0	0.0
106479745	0.0	0.0
106479744	0.0	0.0
106480710	0.0	0.0
106479743	0.0	0.0
106479742	0.0	0.0
100113373	87.0	139.0
106480712	0.0	0.0
106479741	0.0	0.0
57650	321.0	148.0
106479740	0.0	0.0
106480711	0.0	0.0
106480714	0.0	0.0
729259	1.0	2.0
106480713	0.0	0.0
106480716	0.0	0.0
106480715	0.0	0.0
353238	1.0	2.0
57655	2994.0	6999.0
100418708	0.0	0.0
100188954	210.0	331.0
57657	275.0	374.0
57658	7607.0	7229.0
100418709	0.0	0.0
100418706	0.0	1.0
57654	1151.0	710.0
100113379	0.0	0.0
729250	0.0	0.0
730239	2.0	1.0
57659	14345.0	11876.0
644815	3062.0	2251.0
100188953	324.0	98.0
729201	1.0	0.0
729209	0.0	0.0
100418711	0.0	0.0
57661	3127.0	3745.0
55003	932.0	1155.0
57666	3346.0	3147.0
55002	2488.0	1998.0
100418718	0.0	0.0
55001	621.0	1399.0
57669	4729.0	1432.0
55000	10832.0	7118.0
57662	1418.0	2800.0
55007	1485.0	983.0
100418715	0.0	0.0
57663	0.0	0.0
55006	771.0	484.0
57664	2503.0	6130.0
55005	1372.0	2133.0
55004	7129.0	9558.0
57665	1187.0	1221.0
55009	1877.0	3872.0
644820	56.0	169.0
55008	812.0	1462.0
57670	382.0	450.0
390201	0.0	0.0
392862	104.0	138.0
100418724	0.0	0.0
390203	0.0	0.0
55010	89.0	121.0
390205	111.0	39.0
100418720	3.0	0.0
55014	1333.0	337.0
57677	706.0	685.0
55013	403.0	2186.0
57678	1859.0	832.0
57679	1841.0	1270.0
55012	972.0	947.0
55011	2967.0	4837.0
55018	0.0	0.0
57673	155.0	575.0
57674	8588.0	9155.0
55017	3536.0	7163.0
55016	147.0	551.0
100418728	4.0	2.0
55015	1659.0	1320.0
106479718	0.0	0.0
106479717	0.0	0.0
730211	6.0	3.0
100127989	0.0	0.0
106479716	0.0	0.0
106479715	0.0	0.0
106479714	0.0	0.0
106479713	0.0	0.0
106479712	0.0	0.0
106479711	0.0	0.0
644850	11.0	25.0
57680	3956.0	3574.0
106479710	2.0	0.0
100418733	0.0	0.0
100418735	0.0	0.0
57683	768.0	537.0
353267	3.0	1.0
55020	1370.0	2335.0
100418731	1.0	0.0
57688	1037.0	820.0
57689	631.0	84.0
55024	1697.0	936.0
55023	3384.0	2998.0
389217	2.0	2.0
55022	1129.0	102.0
57684	963.0	311.0
100418737	58.0	33.0
55028	1869.0	1198.0
57685	1846.0	1159.0
343819	0.0	0.0
100418736	0.0	0.0
55027	395.0	775.0
100418739	0.0	0.0
55026	79.0	146.0
57687	323.0	4211.0
353274	1414.0	927.0
644844	7.0	1.0
100127983	432.0	13.0
149708	13.0	8.0
106479709	0.0	0.0
106479708	0.0	0.0
106479707	0.0	1.0
137735	9.0	9.0
106479706	5.0	7.0
729211	6.0	3.0
100127979	0.0	3.0
106479705	0.0	0.0
106479704	0.0	0.0
106479703	0.0	0.0
106479702	0.0	0.0
106479701	0.0	0.0
644861	0.0	15.0
106479700	0.0	0.0
100127976	0.0	0.0
57691	455.0	422.0
100418744	25.0	8.0
57692	637.0	346.0
100418743	3.0	0.0
57693	1887.0	1474.0
150709	357.0	142.0
392843	1.0	0.0
100418745	0.0	0.0
55032	3459.0	2697.0
100418740	23.0	8.0
55031	5348.0	3511.0
573971	10.0	9.0
729215	0.0	0.0
55030	5062.0	2509.0
57690	1182.0	984.0
57699	165.0	1032.0
55036	1509.0	387.0
389208	0.0	2.0
55035	1581.0	1010.0
55034	68.0	382.0
389206	3.0	2.0
55033	684.0	672.0
389207	1.0	0.0
57695	457.0	80.0
100418748	26.0	9.0
57696	855.0	939.0
55039	880.0	678.0
100418747	3.0	2.0
55038	351.0	1264.0
57697	319.0	193.0
55037	3462.0	2341.0
123103	24.0	1.0
57698	3693.0	2490.0
389203	1582.0	1823.0
113791	3834.0	7711.0
390231	0.0	0.0
353288	0.0	1.0
390233	0.0	0.0
100418754	0.0	0.0
147150	56.0	29.0
100418756	0.0	0.0
389240	56.0	106.0
100418751	0.0	0.0
102465803	0.0	0.0
100418750	22.0	12.0
102465802	0.0	0.0
390239	0.0	0.0
102465801	0.0	0.0
102465800	0.0	0.0
390243	10.0	9.0
353299	1.0	0.0
390245	6.0	0.0
147166	533.0	199.0
100418763	0.0	0.0
100233209	130.0	590.0
100418769	1.0	1.0
123169	1470.0	1845.0
104266962	0.0	0.0
104266963	2.0	0.0
100418770	1.0	0.0
392872	10.0	1.0
390211	22.0	1.0
390212	0.0	0.0
390213	94.0	29.0
100418779	0.0	0.0
147172	489.0	593.0
147179	3445.0	3322.0
104266960	0.0	0.0
390215	0.0	0.0
104266961	0.0	0.0
160140	86.0	42.0
390218	2.0	1.0
100418774	0.0	0.0
389257	1.0	2.0
159162	0.0	0.0
104266959	0.0	0.0
159163	0.0	0.0
102465832	0.0	0.0
100418781	11.0	6.0
104266957	6.0	1.0
104266958	0.0	3.0
104266956	0.0	0.0
102465839	0.0	0.0
147184	892.0	1108.0
390224	0.0	0.0
102465838	7.0	0.0
147183	1.0	0.0
390225	0.0	0.0
102465837	0.0	0.0
390226	1.0	0.0
102465836	0.0	0.0
102465835	11.0	0.0
102465834	0.0	0.0
102465833	0.0	0.0
389246	1.0	2.0
729288	56.0	39.0
102465842	4.0	0.0
390271	0.0	0.0
102465841	0.0	0.0
100418792	1.0	1.0
102465840	0.0	0.0
390273	0.0	0.0
221409	0.0	0.0
390274	0.0	0.0
390275	0.0	0.0
100418799	1.0	0.0
389289	113.0	169.0
149773	10.0	59.0
221400	1061.0	126.0
149775	59.0	32.0
102524628	25.0	5.0
147111	3.0	65.0
150759	305.0	305.0
729277	4.0	0.0
137797	3.0	2.0
730262	0.0	1.0
135138	229.0	64.0
102465857	1.0	0.0
102465856	1.0	0.0
150763	67.0	43.0
102465865	0.0	0.0
102465864	0.0	0.0
102465863	0.0	0.0
102465862	0.0	0.0
102465861	0.0	0.0
102465860	0.0	0.0
159119	0.0	0.0
730291	0.0	0.0
221421	50.0	60.0
390259	0.0	1.0
221424	127.0	48.0
102465869	0.0	0.0
102465868	0.0	1.0
102465867	0.0	0.0
102465866	2.0	0.0
57600	2778.0	1240.0
57602	3672.0	3109.0
57608	4832.0	3416.0
57609	2221.0	1539.0
135154	577.0	743.0
150771	39.0	100.0
57604	8279.0	778.0
57605	825.0	503.0
159125	0.0	0.0
57606	3594.0	3854.0
135152	54.0	17.0
102465876	0.0	0.0
221416	211.0	38.0
102465875	0.0	0.0
390260	0.0	0.0
102465874	0.0	0.0
390261	0.0	0.0
102465873	0.0	0.0
102465872	0.0	0.0
102465871	5.0	10.0
729298	0.0	6.0
390264	0.0	0.0
102465870	0.0	0.0
390265	0.0	0.0
390266	0.0	0.0
390267	0.0	0.0
390269	0.0	0.0
102465879	0.0	0.0
389293	3.0	1.0
102465878	0.0	0.0
102465877	0.0	0.0
57611	52.0	234.0
147138	389.0	2320.0
57613	1094.0	301.0
57614	2430.0	1886.0
57610	1721.0	693.0
57619	3131.0	2045.0
57615	7.0	4.0
57616	1451.0	1386.0
57617	1782.0	4417.0
390195	0.0	0.0
390197	0.0	138.0
102465882	3.0	0.0
102465881	0.0	1.0
390199	0.0	0.0
102465880	0.0	0.0
221442	996.0	309.0
221443	2217.0	2233.0
400084	1.0	1.0
221438	0.0	0.0
196051	29.0	420.0
389197	6.0	2.0
400073	811.0	1381.0
159090	2762.0	1991.0
159091	187.0	149.0
257407	2.0	15.0
196047	33.0	87.0
390174	0.0	0.0
221468	266.0	412.0
400064	4.0	8.0
221472	878.0	851.0
100233198	64.0	34.0
390181	0.0	0.0
390183	4.0	11.0
390186	0.0	0.0
400058	2.0	165.0
221458	349.0	77.0
654170	0.0	0.0
390190	0.0	0.0
390191	0.0	1.0
9300	0.0	0.0
9301	0.0	0.0
9304	0.0	0.0
9302	0.0	0.0
9303	0.0	0.0
221491	1264.0	5764.0
9311	84.0	71.0
9312	1.0	0.0
9310	351.0	148.0
9315	1356.0	2298.0
162699	0.0	0.0
9313	1.0	34.0
147081	1017.0	599.0
9314	6185.0	2642.0
221477	10587.0	7576.0
221476	4870.0	431.0
221481	73.0	21.0
9308	561.0	2294.0
9306	1540.0	1148.0
9322	4781.0	8266.0
9320	9310.0	8172.0
9321	4335.0	2943.0
9326	1441.0	2116.0
147093	1.0	0.0
9324	6701.0	7174.0
9325	2252.0	2163.0
160065	0.0	0.0
257415	1044.0	601.0
9319	63.0	253.0
9317	1418.0	987.0
9318	4365.0	4128.0
9333	4.0	15.0
9334	2574.0	6193.0
400094	8.0	2.0
9331	176.0	338.0
9332	978.0	1499.0
9337	3540.0	4700.0
9338	2114.0	1545.0
100233146	0.0	0.0
221496	3238.0	4063.0
9330	1626.0	1320.0
9328	2374.0	2064.0
9329	2682.0	945.0
9344	3694.0	4198.0
9342	2153.0	2477.0
9343	3493.0	5942.0
9348	34.0	40.0
9349	40199.0	52908.0
402665	8.0	12.0
