id	d0b25a83-b0a8-4466-b928-18b68e33dd17	59d90fcf-e519-4e32-87cd-eb920cf3b588
106456574	0.0	1.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	2316.0	3570.0
342132	294.0	487.0
285971	945.0	680.0
285972	38.0	17.0
285973	63.0	66.0
100128911	0.0	0.0
728450	0.0	0.0
54093	728.0	835.0
106481514	0.0	0.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	0.0	0.0
106481513	2.0	3.0
54097	589.0	96.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	82.0	204.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	5.0	14.0
54098	0.0	0.0
246330	647.0	974.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	42.0	66.0
100271033	18.0	6.0
645619	0.0	0.0
100271031	4.0	7.0
344787	100.0	379.0
100128902	0.0	1.0
728441	31.0	334.0
100128903	0.0	1.0
222389	1648.0	3826.0
106481525	0.0	2.0
106481526	0.0	2.0
285987	13.0	15.0
106481523	0.0	0.0
285989	499.0	615.0
106481524	0.0	2.0
106481529	0.0	0.0
728448	52.0	56.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	2.0	0.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	0.0
91057	374.0	549.0
91056	976.0	2057.0
645641	0.0	3.0
91050	1551.0	1447.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	42.0	46.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	24.0	8.0
106481503	0.0	0.0
106481504	0.0	3.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	1.0	0.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	0.0	8.0
283316	188.0	23.0
106481510	1.0	0.0
106481511	0.0	0.0
100271003	6.0	16.0
283314	118.0	181.0
100271006	0.0	0.0
283310	5.0	7.0
344758	0.0	0.0
100271001	0.0	0.0
344752	0.0	0.0
728411	222.0	288.0
728410	0.0	0.0
643003	1.0	2.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	1.0
91074	5.0	0.0
728409	0.0	0.0
283303	1.0	0.0
344741	0.0	1.0
728400	0.0	0.0
645676	71.0	68.0
285941	1.0	1.0
728405	0.0	0.0
285943	63.0	42.0
728407	40.0	74.0
728402	3.0	1.0
728403	0.0	0.0
643008	1515.0	1675.0
645668	3.0	3.0
100506658	2181.0	3766.0
100506655	3.0	10.0
81849	13.0	2900.0
56890	785.0	745.0
56891	0.0	0.0
100506650	0.0	0.0
81846	2603.0	4714.0
81847	2143.0	4453.0
81848	1241.0	2315.0
56896	1.0	3.0
56897	3312.0	4727.0
81853	5300.0	4730.0
56898	3376.0	4750.0
81855	1319.0	4309.0
56899	454.0	232.0
56892	705.0	7283.0
56893	1716.0	3165.0
121275	1.0	5.0
121278	1.0	2.0
56894	7965.0	9880.0
81850	0.0	0.0
145249	1.0	1.0
56895	554.0	204.0
81851	0.0	0.0
649137	3.0	2.0
81839	2621.0	1738.0
121274	1426.0	1760.0
121273	8.0	23.0
145264	0.0	0.0
121270	0.0	0.0
145258	30.0	13.0
121268	41.0	53.0
81844	6115.0	8230.0
145259	10.0	15.0
133283	439.0	536.0
375593	11.0	10.0
100506649	91.0	113.0
100506673	0.0	0.0
121260	1029.0	2890.0
145270	140.0	56.0
100506671	0.0	3.0
81875	1724.0	1628.0
81876	10799.0	13176.0
81870	0.0	0.0
81871	0.0	1.0
121256	29.0	266.0
81872	0.0	0.0
81873	1620.0	3763.0
387597	33.0	82.0
100506668	643.0	715.0
160897	1058.0	1106.0
649159	0.0	0.0
145282	559.0	699.0
387590	1772.0	2942.0
81856	416.0	497.0
81857	2768.0	3895.0
100506660	11.0	35.0
81858	2934.0	4223.0
135886	0.0	4.0
147872	2.0	10.0
81889	1044.0	1940.0
145200	27.0	52.0
81892	1267.0	1834.0
81893	1.0	4.0
81894	1304.0	1362.0
81890	2322.0	2142.0
135892	21.0	2.0
649179	16.0	0.0
100506600	29.0	53.0
613126	17.0	10.0
81887	2364.0	3074.0
81888	539.0	734.0
145216	6.0	3.0
338591	1.0	0.0
649186	1.0	2.0
338596	29.0	64.0
338599	1.0	0.0
169200	3964.0	3479.0
145226	121.0	48.0
100506637	128.0	133.0
160857	357.0	402.0
160851	473.0	2399.0
91227	7.0	3.0
157206	20.0	10.0
100506622	8.0	2.0
100856809	0.0	0.0
338588	0.0	2.0
145241	1.0	1.0
91219	0.0	1.0
650172	0.0	0.0
102724678	85.0	14.0
338579	1.0	0.0
326591	407.0	534.0
255738	5.0	11.0
338567	0.0	0.0
102724668	11.0	22.0
255743	35868.0	45142.0
56829	3231.0	4881.0
326586	1.0	0.0
102724655	0.0	0.0
554250	0.0	0.0
554251	258.0	336.0
338557	32.0	56.0
56832	0.0	5.0
56833	474.0	700.0
56834	2232.0	1922.0
554235	8.0	11.0
554236	2.0	7.0
56849	112.0	67.0
255725	0.0	0.0
56848	1307.0	1250.0
56852	574.0	1218.0
56853	43.0	527.0
102724631	0.0	0.0
56850	2369.0	4504.0
56851	2682.0	4287.0
100820829	111.0	78.0
101243555	9.0	3.0
196872	171.0	111.0
8501	1030.0	234.0
8502	6430.0	13696.0
8500	2533.0	4601.0
253128	13.0	2.0
664701	769.0	231.0
255783	439.0	653.0
54207	14.0	5.0
54206	1969.0	10899.0
54205	4776.0	4005.0
664709	19.0	12.0
54209	297.0	1119.0
196883	589.0	930.0
8512	13.0	57.0
8513	4.0	1.0
8510	0.0	6.0
8511	0.0	27.0
54210	11.0	1192.0
81831	579.0	247.0
81832	9.0	70.0
81833	0.0	0.0
54212	0.0	0.0
170261	96.0	12459.0
8505	868.0	1284.0
8506	162.0	368.0
8503	2741.0	2161.0
8504	1210.0	1631.0
8509	93.0	144.0
8507	390.0	1491.0
255758	226.0	315.0
8508	3385.0	3752.0
8520	2197.0	3168.0
8521	3.0	2.0
169270	346.0	370.0
8522	680.0	796.0
102724605	0.0	0.0
554282	9.0	4.0
56886	4263.0	5634.0
54221	29.0	40.0
56888	3108.0	4757.0
554279	0.0	2.0
664722	7.0	2.0
56882	3214.0	5810.0
664721	6.0	93.0
255762	4.0	4.0
56884	37.0	6.0
8516	866.0	829.0
8517	268.0	329.0
8514	1181.0	1026.0
8515	105.0	262.0
56889	14033.0	19791.0
8518	2520.0	3221.0
8519	3072.0	2528.0
8530	728.0	96.0
326624	400.0	89.0
8531	3988.0	11984.0
326625	2392.0	2647.0
8534	2058.0	2724.0
326628	0.0	0.0
8535	938.0	1823.0
326627	0.0	2.0
8532	62.0	129.0
8533	2215.0	2630.0
8527	1721.0	2502.0
8528	166.0	420.0
8525	2062.0	2942.0
8526	564.0	738.0
8529	0.0	0.0
8541	360.0	316.0
326613	0.0	0.0
8542	3402.0	6734.0
326615	0.0	0.0
8540	2195.0	3147.0
326614	2.0	0.0
8545	5418.0	7333.0
326617	0.0	0.0
8546	4055.0	5329.0
326616	3.0	9.0
8543	2259.0	4637.0
8544	1055.0	461.0
253175	0.0	0.0
554300	0.0	0.0
8538	40.0	5.0
8539	5487.0	7728.0
8536	272.0	453.0
8537	27.0	17.0
8552	20.0	55.0
8553	3249.0	14229.0
8550	1387.0	2195.0
326603	11.0	14.0
8551	0.0	0.0
8556	508.0	1674.0
326606	0.0	0.0
8557	38.0	73.0
8554	2747.0	3264.0
8555	2759.0	2146.0
326607	15.0	23.0
326609	1.0	6.0
255798	0.0	1.0
8549	6.0	18.0
8547	159.0	379.0
8548	1278.0	1956.0
101409261	11.0	8.0
326611	2.0	0.0
8563	1052.0	2498.0
8564	91.0	71.0
8562	3237.0	5573.0
8567	2377.0	2782.0
8568	1178.0	1911.0
8565	3209.0	6339.0
8566	7753.0	11023.0
253152	203.0	719.0
8560	3925.0	10980.0
100132031	0.0	0.0
100132036	0.0	0.0
253143	1704.0	2643.0
8558	3361.0	4276.0
8559	575.0	1123.0
8574	2479.0	2619.0
8575	1615.0	2728.0
8572	390.0	10899.0
8573	1455.0	1740.0
8578	927.0	1506.0
8576	1898.0	2495.0
8577	8.0	26.0
554354	0.0	1.0
8570	6811.0	9142.0
123811	2302.0	2850.0
8569	652.0	1384.0
8585	0.0	0.0
8586	0.0	2.0
101928770	0.0	1.0
8583	0.0	0.0
101928773	0.0	0.0
8587	0.0	0.0
8588	0.0	0.0
101928776	0.0	0.0
8581	2.0	33.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	0.0
101409258	16.0	10.0
101409257	5.0	12.0
101409254	0.0	0.0
101409253	0.0	0.0
123803	618.0	1441.0
8596	0.0	0.0
101928781	2.0	4.0
8594	0.0	0.0
8595	0.0	0.0
101928784	15.0	20.0
8590	0.0	0.0
8591	0.0	0.0
100132066	1.0	0.0
100421113	0.0	0.0
100421114	0.0	0.0
101928790	0.0	0.0
101928795	0.0	0.0
253190	145.0	64.0
100132073	0.0	1.0
100132074	417.0	337.0
100132079	0.0	1.0
554313	1.0	0.0
100421123	1.0	0.0
100856811	0.0	0.0
375513	14.0	14.0
100421125	0.0	0.0
91133	542.0	405.0
100421129	2.0	0.0
91137	2752.0	3445.0
101928720	0.0	0.0
375519	4.0	1.0
100856810	0.0	0.0
100421136	0.0	5.0
100421137	0.0	0.0
101928734	0.0	0.0
91120	390.0	699.0
101928736	70.0	113.0
147837	395.0	584.0
100421131	1.0	1.0
100421133	0.0	0.0
91156	1294.0	16134.0
100421146	0.0	0.0
160824	2.0	2.0
100421148	1.0	0.0
101928744	0.0	1.0
91151	275.0	284.0
147841	49.0	190.0
100421143	0.0	0.0
91149	0.0	0.0
101928752	0.0	0.0
91147	552.0	734.0
387509	198.0	702.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	451.0	364.0
100506574	1.0	1.0
399520	0.0	96.0
100421178	0.0	0.0
100506564	0.0	9.0
121227	4103.0	8200.0
387521	1436.0	1855.0
387522	0.0	1.0
100421172	9.0	6.0
100421175	0.0	0.0
100421177	0.0	0.0
100506599	85.0	220.0
100856877	0.0	0.0
100421189	1.0	0.0
100856878	1.0	1.0
121214	1.0	3.0
387559	1.0	0.0
123876	12.0	4.0
123872	222.0	65.0
100421180	0.0	0.0
147808	406.0	605.0
100421185	0.0	0.0
147804	357.0	339.0
123879	416.0	1574.0
147807	875.0	1622.0
100421188	0.0	0.0
375567	5.0	3.0
399512	601.0	542.0
399511	144.0	185.0
91181	8.0	4.0
448990	0.0	7.0
101928715	2.0	3.0
100506581	42.0	43.0
100856881	0.0	0.0
100506775	2.0	5.0
100506779	72.0	15.0
160762	0.0	0.0
93953	58.0	189.0
104326057	0.0	0.0
399687	2399.0	2736.0
104326058	0.0	0.0
100506776	165.0	74.0
348094	488.0	499.0
160760	1573.0	2298.0
348093	1151.0	783.0
387695	0.0	0.0
104326055	21.0	12.0
93948	19.0	4.0
399693	243.0	758.0
104326053	0.0	0.0
399694	70.0	171.0
104326054	0.0	0.0
104326051	1.0	1.0
104326052	2.0	10.0
133150	0.0	0.0
399697	1.0	0.0
100506765	0.0	0.0
387694	21.0	5.0
102724706	0.0	0.0
54361	350.0	35.0
54360	44.0	26.0
54363	0.0	1.0
387684	0.0	0.0
147798	6548.0	8573.0
159770	0.0	1.0
100506769	0.0	0.0
93973	1246.0	1866.0
399668	811.0	3627.0
100506795	56.0	14.0
399669	72.0	134.0
399664	403.0	1921.0
399666	0.0	2.0
93974	6578.0	7703.0
399665	6264.0	7232.0
100506791	1.0	2.0
81993	9.0	2.0
399671	40.0	36.0
399670	0.0	0.0
160777	3.0	10.0
91300	2989.0	5122.0
100506783	11.0	4.0
91304	4000.0	7106.0
100506787	0.0	2.0
100293948	0.0	0.0
204219	2.0	0.0
121130	0.0	0.0
145165	17.0	18.0
54386	5125.0	7166.0
123787	0.0	2.0
652670	4.0	2.0
121129	0.0	0.0
100506733	0.0	4.0
147746	16.0	19.0
255812	251.0	302.0
147741	2.0	42.0
147744	0.0	0.0
100506737	2.0	0.0
100506736	85.0	52.0
160728	3575.0	370.0
100506724	0.0	0.0
100506723	3.0	6.0
93986	905.0	125.0
100506721	0.0	3.0
100913183	0.0	10.0
100913182	0.0	0.0
91319	1093.0	966.0
93979	41.0	11.0
91316	40.0	179.0
133121	62.0	7.0
93978	2.0	4.0
100506753	284.0	270.0
91355	263.0	1346.0
91353	8.0	3.0
100506757	16.0	1.0
100506755	73.0	46.0
91351	734.0	1685.0
100506759	0.0	0.0
107080641	0.0	0.0
100506742	24.0	4.0
348021	0.0	0.0
107080653	0.0	0.0
255809	52.0	72.0
100506749	0.0	2.0
107080654	0.0	0.0
107080655	0.0	0.0
107080652	0.0	0.0
348013	328.0	392.0
338692	833.0	1631.0
338699	1014.0	1804.0
107080628	0.0	0.0
107080629	0.0	0.0
56931	689.0	984.0
723779	0.0	0.0
723778	0.0	0.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	0.0	0.0
56937	1867.0	4429.0
196792	31.0	102.0
107080620	0.0	1.0
56938	160.0	665.0
107080621	0.0	2.0
107080622	0.0	0.0
107080623	0.0	0.0
56934	6.0	31.0
56935	1802.0	1645.0
56936	0.0	0.0
56940	2329.0	2666.0
107080639	3.0	0.0
56941	2622.0	4561.0
56942	729.0	1087.0
56943	2481.0	2363.0
107080636	1.0	0.0
107080637	0.0	0.0
56948	481.0	644.0
56949	4368.0	5485.0
107080632	1.0	0.0
56944	995.0	952.0
56945	1330.0	1722.0
56946	940.0	1023.0
56947	2727.0	3841.0
107080630	3.0	2.0
100506713	165.0	182.0
100506712	1.0	1.0
100506710	3873.0	5117.0
338674	0.0	0.0
338675	0.0	0.0
56951	4014.0	6186.0
56952	276.0	276.0
56953	141.0	126.0
102724774	1.0	8.0
56954	1808.0	2573.0
56950	2178.0	2524.0
100506715	4.0	1.0
100506714	150.0	175.0
56955	0.0	0.0
56956	0.0	0.0
56957	2001.0	3533.0
8600	43.0	71.0
8601	48.0	102.0
723790	0.0	0.0
338661	0.0	0.0
338662	0.0	2.0
338657	444.0	918.0
56963	173.0	143.0
56964	138.0	91.0
56965	1534.0	3163.0
56961	5.0	0.0
56967	553.0	510.0
56969	4.0	2.0
8611	3292.0	3379.0
8612	1671.0	6428.0
81926	1119.0	2044.0
145173	575.0	975.0
81928	557.0	806.0
338651	40.0	54.0
81929	1589.0	3217.0
338653	1.0	0.0
81930	161.0	384.0
56975	2112.0	6738.0
81931	474.0	501.0
81932	1786.0	2393.0
56970	2875.0	5107.0
56971	143.0	233.0
8604	1628.0	2328.0
8605	728.0	610.0
8602	2259.0	3652.0
8603	1669.0	2220.0
8608	10.0	18.0
56977	987.0	909.0
8609	807.0	1562.0
56978	79.0	47.0
56979	0.0	0.0
8607	1836.0	1865.0
8622	10068.0	8497.0
8623	3539.0	4784.0
8620	0.0	0.0
8621	2901.0	4204.0
338645	9.0	6.0
56984	2368.0	4102.0
56985	635.0	583.0
56986	1179.0	1178.0
338637	0.0	0.0
56987	4990.0	7526.0
102724742	0.0	0.0
56980	487.0	694.0
56981	1566.0	1436.0
56983	796.0	925.0
8615	5644.0	8457.0
54329	33.0	54.0
54328	150.0	191.0
8613	35494.0	64047.0
8614	302.0	436.0
8618	14.0	11.0
8630	2154.0	614.0
8633	2636.0	2534.0
8634	1060.0	2265.0
8631	402.0	123.0
8632	186.0	205.0
56990	6444.0	7603.0
169166	0.0	1.0
554175	0.0	1.0
54332	934.0	973.0
56995	2265.0	3452.0
255877	707.0	895.0
664616	0.0	0.0
56996	1950.0	2092.0
54331	1013.0	450.0
56997	1967.0	2191.0
664614	0.0	0.0
56998	3042.0	4272.0
664613	0.0	0.0
664612	0.0	0.0
56992	70.0	59.0
56993	3470.0	3843.0
56994	3139.0	12498.0
8626	97.0	42.0
8624	1218.0	1953.0
8625	2907.0	3394.0
56999	416.0	4159.0
664617	0.0	0.0
8629	1402.0	1055.0
8641	109.0	177.0
8644	281.0	244.0
8645	1200.0	4548.0
8642	861.0	1323.0
8643	132.0	145.0
652624	2.0	3.0
196743	354.0	769.0
54346	1.0	0.0
54345	770.0	727.0
54344	1225.0	1366.0
8637	560.0	795.0
8638	240.0	526.0
8635	5045.0	2571.0
8636	1829.0	2521.0
8639	959.0	662.0
196740	3728.0	9428.0
8651	345.0	568.0
8650	3649.0	4332.0
8655	5300.0	8143.0
101928685	1.0	2.0
8653	3182.0	4362.0
8654	2917.0	32364.0
101928684	0.0	0.0
101928689	6.0	5.0
101928687	0.0	1.0
8648	2328.0	2222.0
8649	3125.0	4053.0
8646	145.0	124.0
8647	3.0	1.0
8662	7266.0	9956.0
8663	564.0	902.0
6001	1625.0	1387.0
8660	1103.0	3097.0
8661	12456.0	19639.0
6000	4.0	1.0
6003	60.0	7.0
8666	7089.0	9963.0
8667	12252.0	17398.0
6002	1432.0	2543.0
8664	12257.0	17081.0
6005	0.0	1.0
6004	3385.0	2568.0
8665	9448.0	11759.0
101928698	0.0	0.0
8659	1057.0	585.0
8658	2693.0	4826.0
8673	6734.0	10964.0
6010	1.0	4.0
8674	1379.0	3101.0
8671	6452.0	698.0
8672	5736.0	6635.0
6011	178.0	81.0
8677	1230.0	1661.0
6014	1.0	0.0
6013	12.0	11.0
8678	2335.0	3920.0
8675	2085.0	3848.0
6016	1153.0	2193.0
8676	711.0	443.0
6015	3625.0	4738.0
253260	1880.0	2942.0
338707	25.0	6.0
6007	54.0	94.0
6006	41.0	25.0
8668	9446.0	15063.0
6009	3739.0	5732.0
8669	2744.0	3208.0
6008	1.0	3.0
8685	100.0	1547.0
8682	8250.0	17193.0
6023	0.0	0.0
8683	4534.0	5778.0
8688	0.0	0.0
8689	0.0	1.0
8686	0.0	0.0
8687	0.0	0.0
253272	3.0	2.0
8681	111.0	313.0
253264	124.0	14.0
6018	1133.0	1532.0
6017	0.0	1.0
6019	24.0	41.0
6031	2.0	1.0
6034	0.0	2.0
8693	21.0	23.0
8694	1867.0	2243.0
6033	0.0	0.0
6036	3.0	14.0
6035	2855.0	2582.0
8697	1586.0	2322.0
6038	57.0	55.0
8698	359.0	105.0
6037	1.0	2.0
101928646	0.0	1.0
554234	0.0	1.0
8692	2571.0	5681.0
6030	1.0	0.0
8690	965.0	1214.0
554225	4.0	5.0
554226	1.0	0.0
6029	0.0	0.0
170082	307.0	230.0
6043	0.0	0.0
6045	1021.0	1579.0
6044	0.0	0.0
6047	3535.0	4401.0
6046	16327.0	15659.0
6049	1740.0	2653.0
100421217	0.0	0.0
6048	3002.0	3372.0
100421219	0.0	0.0
101928656	1.0	1.0
6041	1316.0	1898.0
554213	0.0	0.0
554214	0.0	0.0
56904	3386.0	7228.0
56905	2433.0	3728.0
6039	434.0	389.0
56906	226.0	406.0
56907	605.0	2073.0
56900	5221.0	4885.0
56901	1086.0	1517.0
56902	953.0	1578.0
56903	0.0	0.0
100421222	0.0	0.0
375612	0.0	1.0
375611	12.0	44.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	2413.0	3866.0
554210	3.0	16.0
100528062	214.0	197.0
554212	0.0	0.0
6050	10699.0	14727.0
100528064	4.0	8.0
375616	37.0	1178.0
6051	5666.0	8037.0
56910	10413.0	10588.0
554202	29.0	150.0
554203	613.0	1046.0
56915	772.0	1128.0
56916	1739.0	2642.0
56917	124.0	84.0
56918	0.0	0.0
56911	232.0	351.0
56912	1774.0	1963.0
56913	1263.0	1855.0
100421220	0.0	0.0
56914	3.0	0.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	943.0	1148.0
6069	0.0	0.0
375607	209.0	2.0
554201	0.0	5.0
6060	0.0	0.0
56920	2127.0	1777.0
56926	2474.0	4316.0
56927	4794.0	7569.0
56928	1392.0	1946.0
56929	1348.0	3062.0
56922	1511.0	2094.0
56923	34.0	17.0
56924	53.0	39.0
56925	633.0	786.0
100421232	0.0	0.0
6076	0.0	0.0
100421245	0.0	0.0
6075	0.0	0.0
6078	0.0	1.0
6079	0.0	0.0
101928601	311.0	116.0
6070	0.0	4.0
91252	1936.0	4021.0
6071	0.0	2.0
6074	0.0	0.0
101928603	1.0	1.0
101928604	0.0	1.0
101928607	3.0	4.0
387612	0.0	0.0
147700	44.0	307.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	0.0
101928611	0.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	1.0	0.0
123722	29.0	5.0
387601	1.0	0.0
123720	910.0	1585.0
147710	0.0	2.0
147711	4.0	18.0
147719	0.0	0.0
6098	0.0	11.0
6097	5020.0	3224.0
6092	36.0	10.0
6091	1297.0	1150.0
6094	182.0	465.0
100528020	0.0	0.0
6093	2295.0	5010.0
100528021	0.0	9.0
6096	222.0	46.0
6095	1505.0	2227.0
91272	2999.0	3084.0
147727	3121.0	2346.0
387638	0.0	0.0
100528030	15.0	15.0
101928638	0.0	0.0
100528032	20.0	1.0
100421271	0.0	0.0
100506697	4.0	1.0
100506696	93.0	194.0
91298	895.0	1366.0
100528007	0.0	0.0
123775	353.0	212.0
91289	5840.0	5639.0
399656	0.0	0.0
100506686	369.0	269.0
100506685	1.0	4.0
100528016	1.0	0.0
100528017	0.0	0.0
100528018	0.0	2.0
100528019	2.0	1.0
100506681	8.0	1.0
91283	1041.0	1302.0
100506680	2.0	0.0
387646	319.0	348.0
387647	0.0	0.0
387644	6.0	4.0
387640	411.0	479.0
100421295	34.0	16.0
387680	2170.0	3071.0
375686	11.0	3.0
123745	3.0	0.0
100506898	27.0	20.0
100506897	0.0	3.0
390992	0.0	0.0
54471	2704.0	3205.0
54470	717.0	2125.0
390996	0.0	1.0
390999	0.0	0.0
54475	1051.0	1245.0
387338	1608.0	1538.0
54474	1.0	1.0
54472	4622.0	6497.0
389997	0.0	0.0
54478	12.0	41.0
54477	1530.0	3932.0
387332	0.0	0.0
54476	3538.0	4528.0
91404	767.0	1412.0
91405	12.0	4.0
91408	2157.0	3314.0
91409	347.0	278.0
375346	190.0	247.0
100506888	0.0	0.0
389992	1.0	0.0
102724826	76.0	82.0
389990	0.0	0.0
102724827	150.0	154.0
54482	539.0	905.0
102724820	23.0	16.0
100506881	132.0	89.0
54480	2380.0	5985.0
387328	0.0	1.0
387325	2.0	0.0
145497	1.0	6.0
400866	3.0	2.0
387323	0.0	1.0
387321	0.0	0.0
54487	1759.0	2183.0
387322	0.0	0.0
375350	0.0	2.0
723809	1.0	1.0
338391	4.0	7.0
91433	524.0	570.0
338396	0.0	0.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	1195.0	1915.0
54491	450.0	867.0
54490	1.0	0.0
54497	1706.0	2855.0
54496	1000.0	952.0
448835	0.0	0.0
54495	1906.0	4122.0
448834	0.0	0.0
387359	0.0	0.0
387357	224.0	94.0
54499	6200.0	5382.0
121498	0.0	0.0
54498	457.0	417.0
170463	1233.0	3598.0
157489	330.0	413.0
338382	962.0	3091.0
390980	96.0	171.0
338388	0.0	0.0
448831	0.0	0.0
400841	5.0	5.0
91419	273.0	437.0
91452	2672.0	3092.0
338376	5.0	84.0
145447	11.0	21.0
100313532	1.0	3.0
91442	159.0	297.0
375387	368.0	653.0
91445	3764.0	5494.0
107080554	1.0	0.0
133482	0.0	0.0
100506874	17.0	37.0
100506872	0.0	0.0
169436	104.0	65.0
170425	0.0	0.0
133491	17.0	4.0
91464	0.0	0.0
100506866	153.0	459.0
400892	1.0	3.0
400891	0.0	0.0
91461	331.0	240.0
145483	556.0	686.0
145482	1076.0	1335.0
338339	1.0	13.0
100506810	78.0	59.0
338328	292.0	85.0
100506815	2.0	3.0
326337	1.0	0.0
326339	0.0	0.0
338321	0.0	0.0
338322	0.0	1.0
338323	9.0	5.0
338324	0.0	0.0
341965	5.0	0.0
326341	5.0	3.0
326340	0.0	0.0
326343	26.0	2.0
326342	18.0	12.0
54407	5186.0	10347.0
8710	1.0	9.0
100506834	21.0	11.0
8711	821.0	949.0
54413	55.0	31.0
8703	2084.0	3272.0
101410540	0.0	0.0
8704	1762.0	2957.0
101410541	0.0	0.0
8701	110.0	145.0
101410542	0.0	0.0
54414	5690.0	9850.0
8702	1346.0	1774.0
100506835	63.0	66.0
101410543	10.0	1.0
8707	169.0	15.0
101410544	2.0	8.0
8708	7.0	6.0
101410545	1.0	0.0
101410546	0.0	0.0
8705	797.0	1742.0
8706	3004.0	3491.0
326315	0.0	0.0
326317	0.0	0.0
8721	15703.0	16599.0
8722	4620.0	4066.0
8720	9881.0	13795.0
101410537	1.0	0.0
101410538	2764.0	3413.0
341947	1.0	0.0
8714	566.0	4746.0
8715	281.0	3.0
100506826	29.0	16.0
8712	0.0	0.0
8718	97.0	260.0
101410533	74.0	57.0
101410534	0.0	0.0
326325	1.0	1.0
101410535	55.0	73.0
8717	930.0	1532.0
54429	4.0	23.0
101410536	0.0	0.0
326307	799.0	760.0
8732	925.0	1175.0
8733	7833.0	8923.0
8731	2814.0	4537.0
54431	6959.0	7919.0
400836	2.0	3.0
170487	107.0	197.0
54435	95.0	112.0
54434	2289.0	4615.0
400831	15.0	15.0
54433	825.0	1050.0
400830	0.0	0.0
54432	3952.0	2449.0
54439	1589.0	2099.0
8725	5383.0	6238.0
8726	726.0	899.0
54438	472.0	588.0
54437	143.0	395.0
8723	3859.0	2879.0
326310	84.0	97.0
8724	7772.0	8968.0
54436	1293.0	917.0
8729	5679.0	9047.0
100337589	0.0	0.0
170485	1.0	3.0
8727	7708.0	19092.0
8728	858.0	281.0
170482	2.0	2.0
8740	174.0	145.0
8743	2242.0	1643.0
8744	16.0	77.0
8741	865.0	1638.0
8742	1707.0	1785.0
102724868	0.0	0.0
102724866	2.0	6.0
54442	935.0	1733.0
54441	8.0	9.0
54440	2246.0	460.0
400823	44.0	14.0
102724862	0.0	0.0
54443	77.0	238.0
8736	423.0	238.0
8737	2308.0	2930.0
8735	0.0	2.0
326300	3.0	3.0
8738	488.0	525.0
8739	91.0	1023.0
8751	4185.0	9974.0
8754	5167.0	7682.0
8755	0.0	0.0
102724853	0.0	0.0
54453	3353.0	6108.0
255512	166.0	98.0
54457	0.0	2.0
54456	10.0	13.0
554049	2.0	0.0
54455	2116.0	2427.0
54454	625.0	902.0
8747	14.0	19.0
8748	4.0	6.0
8745	128.0	114.0
54458	4290.0	6091.0
400818	792.0	1304.0
8749	0.0	0.0
8761	5577.0	10471.0
6100	430.0	614.0
8760	4870.0	5855.0
6102	684.0	1329.0
8766	7713.0	15402.0
6101	0.0	35.0
8763	24607.0	32527.0
6103	389.0	542.0
8764	2404.0	4135.0
54460	3277.0	4467.0
54464	1874.0	2920.0
54463	854.0	1749.0
54462	3447.0	5036.0
54461	5626.0	9381.0
54468	1150.0	1514.0
54467	2903.0	3684.0
54466	14.0	4.0
54465	794.0	1184.0
255520	2045.0	2363.0
8759	0.0	0.0
8756	2.0	0.0
54469	5786.0	7621.0
8772	421.0	797.0
8773	2290.0	3768.0
8771	0.0	0.0
8776	1688.0	2828.0
8777	1356.0	2737.0
8774	1863.0	3472.0
8775	4460.0	4063.0
101928566	0.0	0.0
8767	575.0	1522.0
6120	1454.0	2510.0
101928571	1.0	1.0
8784	72.0	108.0
6122	151824.0	213092.0
8781	0.0	0.0
6121	2.0	0.0
8787	137.0	39.0
6124	85635.0	104787.0
6123	0.0	0.0
8788	0.0	0.0
8785	23.0	11.0
6126	32.0	24.0
8786	57.0	118.0
6125	61604.0	75704.0
101928578	141.0	145.0
8780	2906.0	6767.0
6117	5494.0	7418.0
8778	44.0	10.0
