id	15e2962d-44df-4c43-85d4-a58ca3299da2	702f5f23-47cb-49bd-ac6c-eb9eca14f028
106481561	0.0	4.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	2.0	4.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	0.0	0.0
8487	498.0	333.0
8484	6.0	11.0
391075	2.0	1.0
440508	2.0	4.0
391077	0.0	0.0
391076	0.0	0.0
8488	5.0	12.0
440503	276.0	316.0
8489	1.0	8.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	53.0	257.0
8483	497.0	126.0
8480	2104.0	1745.0
8481	3898.0	6533.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	3.0
106481577	0.0	0.0
106481574	0.0	1.0
106481575	0.0	0.0
391081	66.0	10.0
8497	201.0	1472.0
728431	207.0	650.0
8498	6427.0	6012.0
728430	3.0	3.0
100128934	1.0	0.0
8495	12060.0	1156.0
8496	6591.0	1747.0
91012	3229.0	5364.0
100128936	63.0	122.0
728432	0.0	0.0
100128930	0.0	0.0
8499	43.0	40.0
106481536	0.0	0.0
8490	27053.0	4207.0
106481537	0.0	0.0
285954	22.0	34.0
285955	16.0	16.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	1723.0	713.0
54075	0.0	0.0
101669766	71.0	245.0
728434	0.0	0.0
91010	6308.0	1190.0
285958	786.0	1233.0
101669767	0.0	0.0
8491	3462.0	2515.0
106481538	0.0	0.0
8492	92.0	266.0
54072	1.0	18.0
106481539	0.0	0.0
101669762	309.0	1865.0
106481540	0.0	0.0
101669763	1.0	0.0
101669764	0.0	4.0
106481543	0.0	0.0
81694	0.0	0.0
100271059	0.0	0.0
81695	7.0	8.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	0.0
106481542	0.0	0.0
81693	344.0	57.0
100271056	0.0	0.0
100271050	5.0	10.0
100271053	0.0	0.0
93664	3063.0	438.0
100128923	2.0	1.0
93663	3263.0	1153.0
285961	18.0	63.0
93668	0.0	4.0
285962	170.0	226.0
106481547	0.0	0.0
54082	126.0	379.0
106481548	0.0	0.0
285965	3.0	10.0
285966	258.0	72.0
106481545	5.0	4.0
106481546	6.0	3.0
93661	0.0	0.0
100128927	2182.0	1266.0
54084	622.0	1180.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	16483.0	16513.0
106481551	1.0	0.0
54089	1.0	1.0
81689	3437.0	1518.0
54088	11.0	8.0
106481554	0.0	0.0
100271047	1.0	0.0
106481555	0.0	0.0
106481552	0.0	0.0
106456574	1.0	0.0
106481553	0.0	0.0
93659	0.0	105.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	3642.0	5205.0
342132	588.0	248.0
285971	1685.0	1895.0
285972	3.0	3.0
285973	36.0	10331.0
100128911	0.0	0.0
728450	0.0	1.0
54093	1445.0	1868.0
106481514	0.0	1.0
106481515	0.0	0.0
106481512	0.0	1.0
54090	0.0	0.0
106481513	5.0	1.0
54097	773.0	101.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	319.0	353.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	11.0	37.0
54098	0.0	0.0
246330	1213.0	1046.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	30.0	115.0
100271033	53.0	9.0
645619	1.0	0.0
100271031	1.0	2.0
344787	63.0	229.0
100128902	1.0	0.0
728441	80.0	57.0
100128903	0.0	1.0
222389	5263.0	5282.0
106481525	5.0	1.0
106481526	1.0	1.0
285987	21.0	1389.0
106481523	0.0	0.0
285989	862.0	1687.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	128.0	132.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	1.0	5.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	1.0	0.0
91057	660.0	928.0
91056	2360.0	1212.0
645641	0.0	0.0
91050	2754.0	952.0
100271015	0.0	1.0
106481500	0.0	0.0
645638	36.0	24.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	33.0	12.0
106481503	0.0	0.0
106481504	3.0	3.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	0.0	0.0
106481508	0.0	0.0
106481505	0.0	2.0
106481506	0.0	0.0
100271007	0.0	0.0
283316	209.0	60.0
106481510	0.0	3.0
106481511	0.0	0.0
100271003	10.0	30.0
283314	176.0	689.0
100271006	0.0	1.0
283310	18.0	0.0
344758	2.0	0.0
100271001	0.0	0.0
344752	2.0	0.0
728411	521.0	491.0
728410	0.0	0.0
643003	3.0	7.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	4.0	0.0
728409	0.0	0.0
283303	1.0	1.0
344741	0.0	0.0
728400	0.0	0.0
645676	228.0	144.0
285941	0.0	3.0
728405	0.0	0.0
285943	35.0	31.0
728407	158.0	109.0
728402	1.0	2.0
728403	0.0	0.0
643008	2524.0	660.0
645668	1.0	2.0
100506658	4363.0	469.0
100506655	15.0	13.0
81849	15.0	531.0
56890	1288.0	655.0
56891	0.0	13.0
100506650	0.0	0.0
81846	4998.0	3144.0
81847	4271.0	5091.0
81848	2325.0	2741.0
56896	5.0	0.0
56897	5995.0	4435.0
81853	6531.0	3686.0
56898	7190.0	7160.0
81855	2919.0	4253.0
56899	1402.0	55.0
56892	738.0	1685.0
56893	2778.0	2503.0
121275	4.0	9.0
121278	2.0	0.0
56894	12336.0	4396.0
81850	0.0	0.0
145249	1.0	4.0
56895	1323.0	356.0
81851	0.0	0.0
649137	3.0	2.0
81839	4294.0	529.0
121274	2704.0	1943.0
121273	11.0	81.0
145264	0.0	0.0
121270	0.0	0.0
145258	69.0	7.0
121268	55.0	84.0
81844	12825.0	8498.0
145259	4.0	13.0
133283	490.0	303.0
375593	14.0	64.0
100506649	159.0	210.0
100506673	0.0	0.0
121260	1871.0	2798.0
145270	394.0	3.0
100506671	1.0	9.0
81875	3233.0	1668.0
81876	17422.0	5889.0
81870	0.0	0.0
81871	0.0	0.0
121256	57.0	77.0
81872	0.0	0.0
81873	2678.0	3202.0
387597	32.0	21.0
100506668	1123.0	956.0
160897	1535.0	700.0
649159	0.0	0.0
145282	689.0	647.0
387590	3751.0	1883.0
81856	799.0	390.0
81857	7126.0	7546.0
100506660	29.0	57.0
81858	5364.0	7777.0
135886	2.0	20.0
147872	1.0	17.0
81889	2115.0	1982.0
145200	28.0	35.0
81892	1846.0	5694.0
81893	1.0	5.0
81894	2762.0	2448.0
81890	3858.0	5328.0
135892	57.0	22.0
649179	0.0	1.0
100506600	72.0	53.0
613126	32.0	13.0
81887	3961.0	3795.0
81888	1120.0	1631.0
145216	26.0	40.0
338591	0.0	0.0
649186	5.0	15.0
338596	42.0	16.0
338599	1.0	0.0
169200	4005.0	1589.0
145226	547.0	143.0
100506637	358.0	225.0
160857	593.0	327.0
160851	761.0	1127.0
91227	92.0	101.0
157206	21.0	7.0
100506622	2.0	0.0
100856809	0.0	0.0
338588	0.0	0.0
145241	1.0	4.0
91219	6.0	2.0
650172	0.0	0.0
102724678	153.0	91.0
338579	0.0	1.0
326591	797.0	83.0
255738	1.0	9.0
338567	0.0	0.0
102724668	16.0	34.0
255743	58940.0	14283.0
56829	5646.0	2351.0
326586	0.0	0.0
102724655	0.0	0.0
554250	0.0	1.0
554251	519.0	165.0
338557	7.0	46.0
56832	0.0	1.0
56833	135.0	209.0
56834	4059.0	2083.0
554235	35.0	38.0
554236	29.0	76.0
56849	179.0	69.0
255725	1.0	0.0
56848	3112.0	1452.0
56852	864.0	1211.0
56853	30.0	541.0
102724631	0.0	0.0
56850	4718.0	5152.0
56851	4329.0	4053.0
100820829	148.0	87.0
101243555	5.0	0.0
196872	460.0	333.0
8501	1838.0	1198.0
8502	15623.0	11698.0
8500	5430.0	4092.0
253128	49.0	26.0
664701	1862.0	456.0
255783	1261.0	2948.0
54207	4.0	18.0
54206	5421.0	6008.0
54205	5358.0	3599.0
664709	13.0	25.0
54209	70.0	232.0
196883	1156.0	422.0
8512	40.0	277.0
8513	7.0	0.0
8510	8.0	22.0
8511	3.0	0.0
54210	26.0	675.0
81831	654.0	146.0
81832	22.0	481.0
81833	0.0	0.0
54212	0.0	4.0
170261	73.0	45725.0
8505	1470.0	674.0
8506	497.0	1773.0
8503	3645.0	187.0
8504	1781.0	709.0
8509	161.0	143.0
8507	481.0	1890.0
255758	307.0	662.0
8508	6697.0	5387.0
8520	3031.0	728.0
8521	0.0	0.0
169270	726.0	800.0
8522	1120.0	1113.0
102724605	0.0	0.0
554282	1.0	1.0
56886	7112.0	2535.0
54221	125.0	101.0
56888	4811.0	3215.0
554279	1.0	1.0
664722	4.0	4.0
56882	5822.0	4828.0
664721	6.0	212.0
255762	7.0	9.0
56884	4.0	2.0
8516	2246.0	81.0
8517	445.0	135.0
8514	857.0	2594.0
8515	316.0	254.0
56889	18893.0	10807.0
8518	4310.0	2643.0
8519	2157.0	1084.0
8530	93.0	159.0
326624	94.0	35.0
8531	7986.0	12947.0
326625	3342.0	2102.0
8534	8554.0	1455.0
326628	0.0	0.0
8535	2559.0	1501.0
326627	0.0	0.0
8532	139.0	171.0
8533	3261.0	1663.0
8527	3056.0	3184.0
8528	319.0	224.0
8525	2866.0	4764.0
8526	899.0	574.0
8529	0.0	0.0
8541	704.0	570.0
326613	2.0	0.0
8542	1925.0	2356.0
326615	0.0	0.0
8540	2780.0	1335.0
326614	0.0	0.0
8545	7600.0	5617.0
326617	0.0	0.0
8546	6745.0	2584.0
326616	4.0	2.0
8543	4563.0	3871.0
8544	1240.0	153.0
253175	0.0	0.0
554300	0.0	0.0
8538	45.0	3.0
8539	7109.0	4165.0
8536	482.0	297.0
8537	21.0	35.0
8552	120.0	170.0
8553	7990.0	24462.0
8550	2678.0	2804.0
326603	8.0	5.0
8551	0.0	0.0
8556	835.0	796.0
326606	0.0	0.0
8557	815.0	246.0
8554	5175.0	2362.0
8555	5996.0	804.0
326607	14.0	9.0
326609	7.0	2.0
255798	15.0	11.0
8549	41.0	18.0
8547	138.0	131.0
8548	2130.0	1370.0
101409261	37.0	30.0
326611	0.0	0.0
8563	1444.0	2761.0
8564	29.0	111.0
8562	4552.0	5186.0
8567	4787.0	2770.0
8568	1892.0	3254.0
8565	5400.0	3605.0
8566	14954.0	11814.0
253152	318.0	481.0
8560	6314.0	6267.0
100132031	0.0	1.0
100132036	0.0	0.0
253143	3761.0	1956.0
8558	6795.0	4301.0
8559	847.0	335.0
8574	3964.0	1717.0
8575	2555.0	1722.0
8572	803.0	15690.0
8573	2317.0	2464.0
8578	2955.0	876.0
8576	3189.0	2200.0
8577	57.0	16.0
554354	0.0	0.0
8570	14282.0	11539.0
123811	3596.0	1753.0
8569	1442.0	1757.0
8585	0.0	4.0
8586	1.0	4.0
101928770	0.0	2.0
8583	0.0	0.0
101928773	1.0	2.0
8587	2.0	0.0
8588	0.0	1.0
101928776	1.0	0.0
8581	2.0	490.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	0.0
101409258	30.0	49.0
101409257	6.0	12.0
101409254	0.0	0.0
101409253	0.0	0.0
123803	1065.0	399.0
8596	0.0	0.0
101928781	13.0	4.0
8594	0.0	0.0
8595	0.0	0.0
101928784	46.0	23.0
8590	0.0	0.0
8591	0.0	0.0
100132066	2.0	3.0
100421113	0.0	0.0
100421114	2.0	1.0
101928790	0.0	0.0
101928795	0.0	0.0
253190	186.0	168.0
100132073	1.0	0.0
100132074	1566.0	1528.0
100132079	2.0	0.0
554313	0.0	1.0
100421123	0.0	0.0
100856811	2.0	0.0
375513	55.0	19.0
100421125	0.0	0.0
91133	1191.0	201.0
100421129	1.0	0.0
91137	3356.0	1839.0
101928720	0.0	0.0
375519	0.0	3.0
100856810	0.0	0.0
100421136	5.0	0.0
100421137	0.0	0.0
101928734	1.0	0.0
91120	792.0	2221.0
101928736	89.0	222.0
147837	670.0	286.0
100421131	5.0	2.0
100421133	0.0	12.0
91156	6235.0	25270.0
100421146	0.0	0.0
160824	4.0	0.0
100421148	8.0	0.0
101928744	0.0	0.0
91151	403.0	452.0
147841	54.0	311.0
100421143	0.0	0.0
91149	0.0	1.0
101928752	0.0	0.0
91147	1122.0	1185.0
387509	350.0	737.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	1568.0	801.0
100506574	0.0	1.0
399520	3.0	3.0
100421178	0.0	0.0
100506564	2.0	0.0
121227	8285.0	3478.0
387521	2377.0	2814.0
387522	0.0	0.0
100421172	21.0	7.0
100421175	2.0	0.0
100421177	0.0	0.0
100506599	257.0	559.0
100856877	0.0	0.0
100421189	1.0	2.0
100856878	0.0	0.0
121214	2.0	10.0
387559	1.0	0.0
123876	27.0	0.0
123872	867.0	247.0
100421180	0.0	0.0
147808	967.0	1104.0
100421185	0.0	0.0
147804	533.0	255.0
123879	996.0	1909.0
147807	1761.0	2102.0
100421188	0.0	0.0
375567	92.0	0.0
399512	852.0	406.0
399511	123.0	33.0
91181	25.0	72.0
448990	14.0	28.0
101928715	4.0	2.0
100506581	56.0	48.0
100856881	1.0	3.0
100506775	9.0	11.0
100506779	59.0	33.0
160762	0.0	2.0
93953	177.0	405.0
104326057	0.0	0.0
399687	4850.0	1174.0
104326058	0.0	0.0
100506776	11.0	15.0
348094	875.0	866.0
160760	2687.0	1036.0
348093	1788.0	601.0
387695	0.0	0.0
104326055	38.0	12.0
93948	30.0	1.0
399693	841.0	1398.0
104326053	0.0	0.0
399694	45.0	162.0
104326054	0.0	0.0
104326051	1.0	6.0
104326052	2.0	14.0
133150	0.0	0.0
399697	0.0	11.0
100506765	0.0	2.0
387694	122.0	10.0
102724706	0.0	0.0
54361	454.0	121.0
54360	42.0	354.0
54363	0.0	0.0
387684	0.0	0.0
147798	11146.0	8531.0
159770	1.0	0.0
100506769	1.0	0.0
93973	1867.0	1606.0
399668	2317.0	11574.0
100506795	169.0	0.0
399669	124.0	79.0
399664	1446.0	2033.0
399666	0.0	2.0
93974	10523.0	15037.0
399665	14365.0	4070.0
100506791	5.0	1.0
81993	4.0	3.0
399671	137.0	30.0
399670	1.0	0.0
160777	16.0	6.0
91300	3578.0	4646.0
100506783	22.0	21.0
91304	13063.0	11376.0
100506787	1.0	2.0
100293948	0.0	1.0
204219	9.0	22.0
121130	0.0	0.0
145165	15.0	4.0
54386	11092.0	3931.0
123787	0.0	2.0
652670	0.0	0.0
121129	0.0	0.0
100506733	0.0	29.0
147746	21.0	41.0
255812	857.0	516.0
147741	3.0	22.0
147744	0.0	227.0
100506737	10.0	2.0
100506736	17.0	8.0
160728	10420.0	10.0
100506724	0.0	0.0
100506723	2.0	12.0
93986	1858.0	124.0
100506721	0.0	1.0
100913183	2.0	7.0
100913182	0.0	5.0
91319	803.0	595.0
93979	3.0	4.0
91316	74.0	239.0
133121	18.0	19.0
93978	0.0	0.0
100506753	405.0	415.0
91355	980.0	2987.0
91353	6.0	14.0
100506757	52.0	19.0
100506755	69.0	28.0
91351	1527.0	1219.0
100506759	1.0	0.0
107080641	0.0	0.0
100506742	59.0	11.0
348021	0.0	0.0
107080653	0.0	0.0
255809	38.0	79.0
100506749	6.0	5.0
107080654	0.0	5.0
107080655	0.0	0.0
107080652	0.0	1.0
348013	462.0	513.0
338692	1522.0	3335.0
338699	2157.0	1302.0
107080628	0.0	0.0
107080629	0.0	2.0
56931	2115.0	1540.0
723779	0.0	0.0
723778	0.0	0.0
107080624	0.0	1.0
107080626	0.0	0.0
107080627	0.0	1.0
56937	2778.0	3160.0
196792	48.0	95.0
107080620	8.0	1.0
56938	66.0	49.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	1.0	0.0
56934	3.0	0.0
56935	2793.0	779.0
56936	1.0	4.0
56940	4244.0	1345.0
107080639	1.0	7.0
56941	3498.0	3508.0
56942	993.0	499.0
56943	3798.0	2330.0
107080636	4.0	0.0
107080637	2.0	2.0
56948	814.0	901.0
56949	7419.0	7382.0
107080632	0.0	0.0
56944	1045.0	4444.0
56945	2383.0	1512.0
56946	1895.0	994.0
56947	4287.0	3949.0
107080630	3.0	8.0
100506713	342.0	342.0
100506712	2.0	2.0
100506710	6063.0	3770.0
338674	0.0	0.0
338675	0.0	0.0
56951	4047.0	2645.0
56952	340.0	778.0
56953	208.0	309.0
102724774	1.0	2.0
56954	2680.0	4343.0
56950	2904.0	1933.0
100506715	1.0	0.0
100506714	409.0	236.0
56955	0.0	3.0
56956	0.0	0.0
56957	4255.0	2820.0
8600	1.0	167.0
8601	73.0	206.0
723790	1.0	0.0
338661	0.0	0.0
338662	0.0	0.0
338657	960.0	5299.0
56963	709.0	67.0
56964	267.0	132.0
56965	3716.0	7635.0
56961	0.0	1.0
56967	716.0	2236.0
56969	7.0	35.0
8611	3954.0	945.0
8612	225.0	6512.0
81926	2761.0	3139.0
145173	984.0	1093.0
81928	1310.0	984.0
338651	53.0	34.0
81929	2053.0	2511.0
338653	0.0	19.0
81930	193.0	151.0
56975	2867.0	5910.0
81931	956.0	975.0
81932	3875.0	1585.0
56970	6454.0	8256.0
56971	372.0	2620.0
8604	3314.0	2088.0
8605	852.0	157.0
8602	4099.0	2099.0
8603	3271.0	3367.0
8608	31.0	109.0
56977	1883.0	589.0
8609	1730.0	1548.0
56978	49.0	16.0
56979	1.0	0.0
8607	2614.0	1805.0
8622	22529.0	996.0
8623	5528.0	4423.0
8620	0.0	0.0
8621	6464.0	4413.0
338645	3.0	3.0
56984	3393.0	5047.0
56985	1005.0	697.0
56986	2218.0	1673.0
338637	0.0	0.0
56987	7968.0	3305.0
102724742	0.0	0.0
56980	880.0	616.0
56981	5901.0	3618.0
56983	1006.0	1282.0
8615	8848.0	2822.0
54329	43.0	73.0
54328	150.0	2598.0
8613	108310.0	16552.0
8614	475.0	545.0
8618	6.0	116.0
8630	4681.0	236.0
8633	4545.0	8200.0
8634	2073.0	1692.0
8631	47.0	21.0
8632	290.0	478.0
56990	8338.0	3234.0
169166	25.0	7.0
554175	4.0	0.0
54332	1343.0	1414.0
56995	3941.0	2009.0
255877	1526.0	355.0
664616	0.0	0.0
56996	3376.0	2904.0
54331	439.0	568.0
56997	4208.0	3028.0
664614	0.0	0.0
56998	4949.0	4817.0
664613	0.0	0.0
664612	0.0	0.0
56992	35.0	119.0
56993	4325.0	3471.0
56994	6360.0	3318.0
8626	65.0	135.0
8624	1868.0	1321.0
8625	4191.0	5608.0
56999	590.0	547.0
664617	0.0	0.0
8629	2900.0	1223.0
8641	288.0	86.0
8644	715.0	175.0
8645	2599.0	2327.0
8642	1661.0	2538.0
8643	790.0	395.0
652624	0.0	6.0
196743	448.0	688.0
54346	0.0	0.0
54345	1319.0	400.0
54344	2140.0	5379.0
8637	699.0	236.0
8638	88.0	271.0
8635	7042.0	3091.0
8636	3327.0	4183.0
8639	4152.0	288.0
196740	10480.0	20748.0
8651	417.0	481.0
8650	6649.0	2844.0
8655	7198.0	10773.0
101928685	5.0	14.0
8653	1.0	1.0
8654	6279.0	8061.0
101928684	0.0	0.0
101928689	13.0	28.0
101928687	0.0	0.0
8648	3046.0	795.0
8649	4764.0	2881.0
8646	355.0	98.0
8647	1.0	0.0
8662	10819.0	8892.0
8663	911.0	261.0
6001	1114.0	2527.0
8660	3402.0	6050.0
8661	24464.0	5339.0
6000	1.0	0.0
6003	0.0	0.0
8666	12893.0	15412.0
8667	18695.0	15017.0
6002	2744.0	3642.0
8664	18107.0	20554.0
6005	3.0	0.0
6004	29454.0	1682.0
8665	15743.0	15372.0
101928698	0.0	0.0
8659	1410.0	375.0
8658	4719.0	7208.0
8673	7506.0	6821.0
6010	1.0	2.0
8674	1920.0	2045.0
8671	10225.0	415.0
8672	11738.0	7948.0
6011	375.0	227.0
8677	2266.0	3493.0
6014	1.0	0.0
6013	8.0	3.0
8678	4059.0	851.0
8675	4276.0	13679.0
6016	1807.0	1897.0
8676	1356.0	35.0
6015	7404.0	7225.0
253260	2685.0	3004.0
338707	32.0	1060.0
6007	66.0	44.0
6006	56.0	55.0
8668	14861.0	23003.0
6009	5693.0	3180.0
8669	4102.0	1958.0
6008	2.0	0.0
8685	130.0	111.0
8682	12243.0	9804.0
6023	0.0	0.0
8683	7105.0	2707.0
8688	0.0	0.0
8689	0.0	1.0
8686	0.0	0.0
8687	0.0	0.0
253272	1.0	6.0
8681	620.0	495.0
253264	402.0	487.0
6018	2022.0	1784.0
6017	0.0	4.0
6019	10.0	17.0
6031	2.0	0.0
6034	0.0	0.0
8693	47.0	7.0
8694	2647.0	2621.0
6033	0.0	0.0
6036	1.0	6.0
6035	2869.0	1368.0
8697	2805.0	1469.0
6038	66.0	203.0
8698	124.0	216.0
6037	0.0	1.0
101928646	0.0	0.0
554234	0.0	0.0
8692	4230.0	17499.0
6030	7.0	7.0
8690	1673.0	859.0
554225	17.0	32.0
554226	5.0	9.0
6029	0.0	0.0
170082	728.0	208.0
6043	0.0	0.0
6045	1273.0	1486.0
6044	0.0	0.0
6047	5606.0	3021.0
6046	37697.0	14464.0
6049	2654.0	1164.0
100421217	0.0	1.0
6048	4653.0	4813.0
100421219	0.0	0.0
101928656	1.0	3.0
6041	2568.0	881.0
554213	0.0	0.0
554214	0.0	1.0
56904	5612.0	11761.0
56905	4730.0	1872.0
6039	96.0	118.0
56906	363.0	260.0
56907	1357.0	718.0
56900	7292.0	4215.0
56901	1463.0	1364.0
56902	1298.0	747.0
56903	11.0	2.0
100421222	0.0	0.0
375612	2.0	0.0
375611	56.0	29.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	2.0	6.0
6059	2986.0	2408.0
554210	9.0	67.0
100528062	330.0	272.0
554212	0.0	0.0
6050	16844.0	8683.0
100528064	5.0	2.0
375616	165.0	1746.0
6051	7498.0	5822.0
56910	14343.0	5014.0
554202	21.0	967.0
554203	1890.0	2932.0
56915	1009.0	3054.0
56916	2759.0	2101.0
56917	290.0	794.0
56918	0.0	0.0
56911	292.0	247.0
56912	3698.0	2400.0
56913	1584.0	907.0
100421220	0.0	0.0
56914	11.0	2.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1803.0	1563.0
6069	0.0	0.0
375607	795.0	635.0
554201	1.0	7.0
6060	0.0	0.0
56920	2498.0	364.0
56926	4116.0	5002.0
56927	7823.0	5980.0
56928	3346.0	4464.0
56929	1886.0	1113.0
56922	3055.0	1717.0
56923	95.0	41.0
56924	135.0	39.0
56925	976.0	447.0
100421232	0.0	0.0
6076	0.0	0.0
100421245	1.0	0.0
6075	0.0	0.0
6078	0.0	9.0
6079	0.0	3.0
101928601	558.0	52.0
6070	3.0	4.0
91252	4302.0	4139.0
6071	3.0	2.0
6074	0.0	0.0
101928603	3.0	2.0
101928604	1.0	3.0
101928607	7.0	4.0
387612	0.0	0.0
147700	54.0	303.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	0.0
101928611	0.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	8.0	0.0
123722	225.0	16.0
387601	0.0	0.0
123720	2115.0	1018.0
147710	0.0	1.0
147711	21.0	16.0
147719	0.0	0.0
6098	0.0	1.0
6097	11268.0	3253.0
6092	24.0	31.0
6091	1333.0	1014.0
6094	278.0	1447.0
100528020	0.0	0.0
6093	4522.0	2213.0
100528021	6.0	6.0
6096	310.0	30.0
6095	2090.0	991.0
91272	5877.0	3927.0
147727	5783.0	3017.0
387638	0.0	7.0
100528030	19.0	11.0
101928638	0.0	0.0
100528032	2.0	1.0
100421271	1.0	0.0
100506697	4.0	1.0
100506696	188.0	823.0
91298	998.0	969.0
100528007	0.0	0.0
123775	725.0	81.0
91289	8873.0	5485.0
399656	0.0	0.0
100506686	829.0	577.0
100506685	2.0	12.0
100528016	2.0	0.0
100528017	0.0	0.0
100528018	0.0	0.0
100528019	0.0	0.0
100506681	13.0	20.0
91283	1655.0	1073.0
100506680	0.0	0.0
387646	570.0	62.0
387647	0.0	0.0
387644	34.0	79.0
387640	818.0	468.0
100421295	67.0	52.0
387680	3791.0	2095.0
375686	1.0	5.0
123745	4.0	4.0
100506898	88.0	23.0
100506897	0.0	1.0
390992	0.0	0.0
54471	4882.0	1894.0
54470	1236.0	1454.0
390996	0.0	9.0
390999	0.0	0.0
54475	1597.0	1956.0
387338	2556.0	1328.0
54474	1.0	3.0
54472	10018.0	4801.0
389997	0.0	0.0
54478	11.0	100.0
54477	2923.0	1952.0
387332	1.0	3.0
54476	5582.0	4227.0
91404	1134.0	729.0
91405	8.0	2.0
91408	3155.0	3360.0
91409	508.0	1435.0
375346	221.0	108.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	174.0	134.0
389990	0.0	0.0
102724827	226.0	236.0
54482	894.0	1301.0
102724820	48.0	14.0
100506881	270.0	126.0
54480	5135.0	8577.0
387328	1.0	0.0
387325	12.0	6.0
145497	3.0	4.0
400866	0.0	0.0
387323	0.0	1.0
387321	1.0	3.0
54487	3340.0	3527.0
387322	0.0	0.0
375350	0.0	2.0
723809	5.0	5.0
338391	15.0	1.0
91433	892.0	731.0
338396	0.0	1.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	3.0
387362	0.0	0.0
54492	1685.0	885.0
54491	296.0	175.0
54490	2.0	0.0
54497	3559.0	2059.0
54496	2158.0	1497.0
448835	0.0	0.0
54495	2738.0	4889.0
448834	0.0	0.0
387359	0.0	0.0
387357	16.0	10.0
54499	7665.0	5397.0
121498	0.0	0.0
54498	596.0	708.0
170463	3144.0	10739.0
157489	508.0	223.0
338382	1341.0	308.0
390980	291.0	107.0
338388	0.0	0.0
448831	0.0	0.0
400841	4.0	29.0
91419	517.0	382.0
91452	4667.0	1863.0
338376	17.0	4839.0
145447	16.0	25.0
100313532	1.0	2.0
91442	213.0	206.0
375387	325.0	363.0
91445	6839.0	2621.0
107080554	0.0	0.0
133482	1.0	0.0
100506874	58.0	71.0
100506872	0.0	0.0
169436	173.0	203.0
170425	4.0	0.0
133491	8.0	3.0
91464	1.0	1.0
100506866	409.0	741.0
400892	2.0	8.0
400891	1.0	39.0
91461	698.0	981.0
145483	1009.0	513.0
145482	1760.0	1563.0
338339	5.0	18.0
100506810	218.0	166.0
338328	342.0	52.0
100506815	3.0	7.0
326337	0.0	0.0
326339	0.0	0.0
338321	3.0	5.0
338322	0.0	0.0
338323	37.0	5.0
338324	0.0	1.0
341965	0.0	0.0
326341	6.0	2.0
326340	2.0	3.0
326343	76.0	1.0
326342	5.0	26.0
54407	9961.0	4341.0
8710	0.0	0.0
100506834	37.0	1.0
8711	1842.0	748.0
54413	165.0	250.0
8703	3587.0	3924.0
101410540	0.0	0.0
8704	2534.0	5411.0
101410541	0.0	1.0
8701	807.0	778.0
101410542	0.0	0.0
54414	9265.0	5714.0
8702	2447.0	2205.0
100506835	43.0	6.0
101410543	3.0	1.0
8707	368.0	6.0
101410544	4.0	18.0
8708	30.0	30.0
101410545	1.0	4.0
101410546	0.0	0.0
8705	1312.0	685.0
8706	2702.0	1816.0
326315	1.0	0.0
326317	0.0	0.0
8721	23553.0	34689.0
8722	9538.0	7730.0
8720	18985.0	3911.0
101410537	2.0	1.0
101410538	4129.0	5416.0
341947	2.0	6.0
8714	2267.0	6559.0
8715	495.0	27.0
100506826	39.0	104.0
8712	0.0	0.0
8718	159.0	2348.0
101410533	123.0	85.0
101410534	0.0	1.0
326325	0.0	2.0
101410535	90.0	162.0
8717	2201.0	1143.0
54429	48.0	147.0
101410536	0.0	0.0
326307	385.0	2662.0
8732	1017.0	648.0
