id	cde6f32e-abc0-40a5-9e70-632efc716c67	3511dd71-059e-4e36-8aa3-1fdc5758f830
83896	0.0	0.0
83891	2316.0	3945.0
83890	30.0	76.0
83893	0.0	0.0
81230	0.0	0.0
83892	9906.0	5870.0
22900	2174.0	1841.0
93202	1.0	1.0
22901	1386.0	620.0
22902	2721.0	3629.0
8045	1198.0	879.0
22903	1721.0	1901.0
22904	2825.0	4815.0
22905	1961.0	2847.0
8048	0.0	0.0
440944	727.0	802.0
22906	6628.0	7489.0
256144	0.0	0.0
10917	12.0	1.0
10919	3347.0	4761.0
83888	16.0	7.0
10921	6174.0	7188.0
283738	0.0	1.0
83887	1.0	2.0
10920	3768.0	2331.0
81226	0.0	0.0
10923	7929.0	6128.0
10922	3182.0	3031.0
83889	33.0	1.0
81228	0.0	0.0
83884	1.0	3.0
56287	1.0	0.0
81221	0.0	0.0
56288	3937.0	4732.0
10924	981.0	1595.0
10927	8922.0	8653.0
83886	61.0	64.0
81223	0.0	0.0
10926	262.0	395.0
81224	0.0	2.0
643447	2.0	2.0
643445	0.0	0.0
83882	120.0	382.0
83881	2.0	11.0
439965	11.0	4.0
643446	10.0	10.0
93233	86.0	99.0
256190	0.0	0.0
112401	0.0	0.0
106481976	0.0	0.0
8050	1478.0	1317.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	35.0	34.0
106481975	0.0	0.0
106481978	1.0	0.0
106481979	0.0	0.0
106481980	0.0	3.0
100271499	0.0	0.0
100271498	0.0	0.0
106481981	0.0	0.0
100271495	0.0	1.0
643459	8.0	0.0
81251	0.0	1.0
100271491	0.0	2.0
100271493	1.0	0.0
643470	0.0	0.0
643471	0.0	0.0
8061	285.0	154.0
8065	3464.0	2803.0
81248	0.0	2.0
10901	674.0	473.0
10900	188.0	506.0
10903	190.0	1233.0
81243	0.0	0.0
10902	2830.0	3809.0
81244	1.0	0.0
100271487	1.0	1.0
10905	6946.0	4802.0
10904	6212.0	4864.0
81246	0.0	0.0
283796	39.0	10.0
100271483	0.0	0.0
81240	0.0	0.0
342574	60.0	94.0
100271486	0.0	0.0
100271485	0.0	1.0
81242	1.0	1.0
100271480	0.0	0.0
100271481	0.0	0.0
8079	13513.0	13897.0
440917	8.0	18.0
439927	0.0	0.0
440915	1.0	4.0
8078	5452.0	5600.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	1.0	0.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	3.0	0.0
8076	315.0	6.0
106481959	0.0	1.0
8073	26759.0	19954.0
106481956	0.0	0.0
8074	2.0	1.0
106481957	0.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	3.0	1.0
106481962	0.0	0.0
81278	1.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	129.0	109.0
100271472	0.0	0.0
81274	0.0	0.0
100271474	0.0	0.0
643479	0.0	0.0
81270	0.0	0.0
100271470	0.0	0.0
440905	11.0	4.0
439916	0.0	0.0
8089	1185.0	1166.0
440902	2.0	3.0
643499	0.0	0.0
439915	0.0	0.0
440900	0.0	2.0
8082	1910.0	2644.0
106481965	0.0	0.0
106481966	5.0	3.0
106481963	0.0	0.0
106481964	0.0	0.0
8086	1834.0	1849.0
106481969	0.0	0.0
8087	7477.0	8845.0
106481967	8.0	8.0
8085	6184.0	6143.0
106481968	0.0	0.0
102724167	5.0	3.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	0.0	0.0
401337	1.0	0.0
106481973	0.0	0.0
100271465	0.0	1.0
106481970	0.0	0.0
401335	0.0	0.0
100271467	1.0	1.0
106481971	1.0	0.0
100271462	0.0	0.0
81261	0.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	26078.0	18928.0
81264	0.0	0.0
100271460	3.0	1.0
731688	5.0	10.0
728034	0.0	0.0
8099	2662.0	2333.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	13.0	4294.0
106481930	0.0	0.0
8092	4.0	0.0
106481931	0.0	0.0
106481936	0.0	0.0
728039	51.0	28.0
106481937	0.0	0.0
106481934	0.0	1.0
106481935	1.0	0.0
56413	45.0	27.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	1.0	3.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	3.0	0.0
106481947	0.0	0.0
106481948	0.0	0.0
106481945	0.0	0.0
106481946	0.0	1.0
106481950	1.0	0.0
106481951	0.0	0.0
283358	493.0	2807.0
344838	0.0	0.0
106481918	0.0	0.0
106481919	3.0	6.0
106481916	0.0	0.0
106481917	0.0	0.0
572558	15.0	0.0
106481910	0.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	0.0	0.0
106481913	0.0	0.0
283349	832.0	1345.0
100126572	0.0	0.0
106481929	0.0	1.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	29.0	6.0
728042	0.0	0.0
106481921	0.0	2.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	0.0	6.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	0.0	0.0
101234262	24.0	11.0
767612	0.0	0.0
767611	0.0	0.0
283337	2743.0	2688.0
344813	0.0	0.0
114548	44.0	161.0
81406	0.0	0.0
81407	0.0	0.0
344807	0.0	0.0
126526	1116.0	1085.0
767600	0.0	0.0
344805	20.0	20.0
106481907	1.0	0.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	22.0	0.0
102800446	0.0	0.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	2.0	0.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	15.0	19.0
728013	74.0	76.0
283392	4.0	0.0
728012	0.0	0.0
728015	0.0	0.0
728010	0.0	1.0
81428	0.0	0.0
728019	1.0	1.0
56478	2721.0	2589.0
56479	682.0	772.0
126506	1.0	0.0
56474	1515.0	1115.0
81430	1.0	0.0
56475	118.0	50.0
81431	0.0	0.0
56476	0.0	0.0
56477	2562.0	2409.0
93408	0.0	0.0
283385	175.0	134.0
283383	5571.0	1553.0
728005	3.0	3.0
81419	0.0	0.0
81421	0.0	0.0
283377	1496.0	1453.0
643401	1.0	4.0
283375	7.0	10.0
283373	3363.0	2349.0
151525	1411.0	1724.0
126567	1805.0	2667.0
391211	0.0	0.0
151534	79.0	233.0
151531	25.0	45.0
114569	19117.0	18566.0
126549	12.0	16.0
114571	0.0	0.0
100527978	60.0	34.0
126541	0.0	0.0
126536	1.0	0.0
151556	819.0	231.0
391242	0.0	0.0
728075	0.0	0.0
440699	1.0	51.0
440695	0.0	0.0
728072	0.0	0.0
100527960	21.0	4.0
391253	0.0	0.0
728064	0.0	0.0
100527963	100.0	118.0
728066	2.0	1.0
440689	12.0	16.0
391257	0.0	0.0
391256	9.0	3.0
440686	0.0	2.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	12.0	8.0
728090	0.0	0.0
728088	2.0	7.0
100527943	5.0	0.0
114599	1.0	1.0
126581	0.0	0.0
151516	59.0	30.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	1.0	0.0
100527947	0.0	0.0
100527948	1.0	0.0
100527949	0.0	0.0
643384	0.0	1.0
391160	0.0	0.0
643382	55.0	0.0
391162	0.0	0.0
692312	2.0	9.0
163479	0.0	0.0
391169	0.0	0.0
100271332	0.0	1.0
391171	0.0	0.0
391174	2.0	5.0
643394	1.0	0.0
391175	0.0	0.0
391179	0.0	0.0
93380	3572.0	2683.0
100271323	0.0	0.0
100271322	0.0	0.0
100271325	2.0	2.0
100271321	0.0	0.0
401036	0.0	1.0
440672	0.0	0.0
100271316	0.0	1.0
100271317	0.0	0.0
401027	3.0	8.0
391155	0.0	0.0
401024	87.0	31.0
163486	2087.0	1930.0
401022	32.0	209.0
425054	1.0	1.0
425057	0.0	0.0
100271305	2.0	0.0
100271304	0.0	0.0
100271300	0.0	3.0
401018	0.0	1.0
100271303	8.0	3.0
100271302	0.0	0.0
401093	139.0	30.0
401097	21.0	12.0
151449	19.0	7.0
401082	1.0	0.0
8100	1729.0	1457.0
440606	1.0	0.0
8106	4610.0	5305.0
440603	27.0	8.0
401089	2.0	0.0
391183	0.0	0.0
8110	31.0	36.0
8111	60.0	65.0
391189	3.0	0.0
8115	1.0	0.0
401074	394.0	287.0
222484	2256.0	1501.0
391190	0.0	0.0
391192	2.0	0.0
391191	1.0	0.0
391194	0.0	0.0
8123	411.0	64.0
391196	0.0	0.0
391195	5.0	0.0
8128	33.0	18.0
8125	6526.0	6028.0
401067	0.0	0.0
8120	225.0	458.0
151477	28.0	13.0
151473	305.0	142.0
643300	12.0	8.0
645962	0.0	0.0
8139	1100.0	638.0
645961	0.0	1.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	2780.0	3352.0
81329	0.0	0.0
83998	0.0	4.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	1.0
283404	2.0	1.0
283403	3.0	2.0
83990	11.0	94.0
83992	1082.0	1377.0
645954	19.0	34.0
81330	0.0	0.0
645958	232.0	192.0
645957	2.0	0.0
645974	0.0	0.0
643311	0.0	0.0
645973	0.0	0.0
643310	10.0	6.0
8148	6991.0	8222.0
222487	83.0	6.0
81318	0.0	0.0
8140	297.0	500.0
83987	3851.0	1776.0
81324	0.0	0.0
83986	4073.0	5204.0
81325	0.0	1.0
83989	2529.0	2459.0
83988	268.0	150.0
81327	0.0	0.0
83983	102.0	96.0
81320	0.0	0.0
83982	919.0	888.0
83985	78.0	116.0
81322	0.0	0.0
643308	0.0	0.0
643309	1.0	2.0
645968	3.0	26.0
645980	0.0	1.0
100271390	0.0	0.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	0.0	1.0
8153	1510.0	469.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	0.0
81358	2.0	0.0
81353	4.0	15.0
106481884	0.0	0.0
100271399	0.0	1.0
81354	0.0	0.0
106481885	0.0	0.0
106481882	1.0	0.0
106481883	0.0	0.0
81356	0.0	4.0
81352	0.0	1.0
100271392	2.0	11.0
100271391	0.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	3.0	17.0
93323	267.0	296.0
8165	14947.0	5148.0
645996	161.0	2.0
645993	0.0	0.0
106481888	0.0	0.0
106481889	0.0	1.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1653.0	1456.0
106481891	2.0	2.0
106481892	0.0	0.0
106481890	1.0	0.0
106481895	0.0	0.0
81342	0.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	0.0	0.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	0.0	0.0
100271387	0.0	0.0
81340	0.0	0.0
81341	0.0	0.0
100271386	1.0	4.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	1.0	1.0
8178	1004.0	1362.0
344892	0.0	0.0
643343	37.0	33.0
8170	79.0	52.0
106481855	0.0	0.0
401014	27.0	5.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	10.0	18.0
106481859	0.0	0.0
8175	3356.0	5114.0
106481857	0.0	1.0
106481858	0.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	0.0
283446	49.0	10.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	59.0	273.0
645998	0.0	0.0
643336	0.0	0.0
100271371	0.0	0.0
8189	5304.0	7601.0
8187	261.0	230.0
93343	3177.0	3008.0
93349	298.0	429.0
643353	0.0	0.0
106481866	8.0	0.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	0.0	0.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	0.0
106481873	0.0	0.0
100271367	0.0	0.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	1.0	0.0
283432	0.0	0.0
283431	93.0	141.0
100271364	0.0	3.0
81363	1.0	0.0
344875	1.0	0.0
100271360	0.0	0.0
93377	1.0	0.0
106481839	0.0	0.0
643365	6.0	1.0
8192	2349.0	2789.0
106481833	3.0	5.0
8193	3.0	9.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	1.0	3.0
106481832	0.0	0.0
106481837	0.0	0.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	3766.0	1959.0
106481836	0.0	0.0
106481840	0.0	0.0
106481841	0.0	0.0
100271358	3.0	3.0
81399	0.0	0.0
283422	0.0	0.0
344866	13.0	5.0
100271351	0.0	0.0
283420	5.0	22.0
100271354	0.0	0.0
81390	0.0	0.0
81392	1.0	0.0
643376	10.0	4.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	0.0	0.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	3.0	1.0
106481846	0.0	0.0
100307126	15.0	53.0
106481847	0.0	0.0
100271349	0.0	0.0
283417	1024.0	275.0
283416	191.0	100.0
106481851	0.0	0.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	8.0	10.0
106481850	5.0	4.0
81382	0.0	0.0
81383	0.0	0.0
100271343	5.0	6.0
106481819	0.0	0.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	2293.0	2104.0
283487	55.0	34.0
283486	3.0	1.0
283483	0.0	0.0
283481	364.0	132.0
283480	3.0	2.0
106481828	0.0	0.0
106481829	0.0	0.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	0.0	6.0
106481820	0.0	0.0
106481821	0.0	0.0
106481826	0.0	3.0
106481827	1.0	0.0
106481824	0.0	2.0
106481825	1.0	0.0
56547	0.0	1.0
106481830	0.0	0.0
56548	289.0	381.0
283471	8.0	1.0
731789	0.0	0.0
728170	2.0	5.0
283464	2364.0	2305.0
283463	2.0	2.0
283461	0.0	0.0
283460	2.0	0.0
106481808	0.0	0.0
728167	1.0	0.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	0.0	0.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	0.0	0.0
106481802	0.0	0.0
106481803	0.0	0.0
81501	11.0	10666.0
81502	11291.0	8635.0
283459	1840.0	1554.0
283458	8.0	23.0
283455	470.0	998.0
645900	0.0	0.0
283450	4951.0	3369.0
780776	58.0	45.0
728113	3.0	1.0
126410	11.0	14.0
728116	8.0	7.0
728115	0.0	1.0
728118	13.0	6.0
81533	6424.0	5996.0
126402	0.0	0.0
81532	2289.0	1839.0
645930	0.0	3.0
731779	1.0	0.0
728106	0.0	1.0
645922	0.0	0.0
645927	3.0	3.0
728134	4.0	11.0
474170	177.0	124.0
728130	122.0	64.0
645940	0.0	0.0
728132	0.0	0.0
728137	0.0	0.0
81555	3122.0	2799.0
81556	2830.0	3262.0
81557	0.0	0.0
81558	2437.0	1622.0
645939	0.0	1.0
81551	0.0	0.0
101055625	13.0	3.0
81552	1689.0	1478.0
81553	6207.0	6893.0
344905	41.0	26.0
81554	3677.0	4258.0
474167	0.0	0.0
81550	1990.0	1743.0
344901	7.0	0.0
645931	0.0	1.0
645950	1.0	0.0
728121	21.0	20.0
81537	1729.0	2143.0
81539	13086.0	5057.0
728128	0.0	4.0
81544	178.0	125.0
81545	2512.0	2578.0
81542	3900.0	3283.0
81543	192.0	19.0
93517	900.0	609.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	291.0	182.0
126432	876.0	1916.0
163404	0.0	0.0
138474	2.0	2.0
391365	1.0	0.0
391367	0.0	0.0
728192	0.0	10.0
728194	1.0	0.0
728190	710.0	536.0
391378	0.0	0.0
138412	1.0	3.0
138428	12.0	3.0
138429	84.0	238.0
391356	1754.0	1305.0
391358	2.0	6.0
56521	8.0	15.0
391282	1.0	0.0
643263	0.0	0.0
643264	2.0	0.0
100271209	25.0	1.0
222537	5.0	1.0
163351	37.0	41.0
100271217	0.0	0.0
100271216	0.0	1.0
100271218	0.0	1.0
401164	0.0	2.0
100271206	0.0	0.0
100271207	2.0	1.0
100271201	0.0	0.0
100271204	1.0	2.0
391266	0.0	0.0
440799	0.0	0.0
391267	4.0	2.0
222553	76.0	12.0
391269	0.0	0.0
440795	0.0	0.0
401152	11428.0	10251.0
126393	495.0	26.0
8200	34.0	115.0
8204	1632.0	6942.0
8202	3346.0	4063.0
391276	0.0	0.0
391279	0.0	0.0
401145	260.0	71.0
222545	0.0	0.0
126382	887.0	1295.0
222546	0.0	0.0
606293	2.0	0.0
401138	0.0	1.0
401137	0.0	0.0
151393	373.0	584.0
692231	0.0	0.0
440738	25.0	34.0
692233	0.0	0.0
440737	20.0	43.0
8216	2128.0	2047.0
8214	580.0	1728.0
440732	6.0	6.0
440730	3.0	7.0
222584	450.0	316.0
151325	0.0	2.0
8208	226.0	808.0
8209	8.0	20.0
8220	1274.0	1435.0
8226	867.0	945.0
692223	0.0	0.0
8227	3281.0	2858.0
8224	13.0	7.0
692225	12.0	3.0
8225	4213.0	3962.0
692226	0.0	0.0
100381178	6.0	2.0
692227	11.0	24.0
692229	0.0	0.0
100310839	0.0	1.0
100310838	0.0	0.0
8218	893.0	665.0
8233	661.0	868.0
692210	0.0	0.0
8237	12549.0	9812.0
401190	33.0	5.0
692212	7.0	6.0
692213	0.0	0.0
692214	0.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	2210.0	1173.0
8242	4965.0	5786.0
8243	4677.0	3517.0
692201	0.0	0.0
692202	0.0	1.0
692203	0.0	0.0
692204	0.0	0.0
692205	0.0	3.0
692206	0.0	0.0
692207	1.0	2.0
692208	1.0	0.0
692209	0.0	1.0
8241	4196.0	5364.0
100310812	1.0	0.0
8239	11163.0	9126.0
151354	411.0	1679.0
100271291	0.0	0.0
93432	0.0	2.0
100271290	0.0	0.0
645841	0.0	0.0
93436	2860.0	2152.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	1.0	1.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	0.0	1.0
106481785	0.0	0.0
106481786	0.0	0.0
106481783	0.0	1.0
283523	0.0	1.0
106481784	0.0	0.0
100310869	0.0	1.0
100271297	0.0	0.0
283521	0.0	4.0
100271296	0.0	0.0
645834	2.0	0.0
645832	1.0	0.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	0.0	3.0
645836	0.0	0.0
100271294	0.0	0.0
8266	3173.0	3364.0
93426	5.0	0.0
8269	574.0	467.0
106481789	0.0	0.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	1.0	0.0
8263	143.0	165.0
8260	1164.0	1303.0
283518	15.0	10.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	0.0
81448	0.0	0.0
106481791	0.0	0.0
283514	2.0	0.0
106481796	9.0	11.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	0.0	0.0
100271286	0.0	4.0
645846	0.0	0.0
100271288	0.0	0.0
645843	0.0	0.0
81440	4.0	3.0
100271284	0.0	0.0
8277	3.0	1.0
645864	1.0	1.0
342374	0.0	2.0
440714	2.0	0.0
342372	2.0	9.0
342371	4539.0	2752.0
440712	871.0	1272.0
106481756	0.0	0.0
8270	501.0	822.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	1.0	0.0
8273	2775.0	1894.0
728215	58.0	45.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	189.0	89.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	14.0	10.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	0.0	0.0
100310848	0.0	0.0
106481762	1.0	0.0
81470	0.0	0.0
100271274	1.0	0.0
100310841	0.0	1.0
81472	0.0	0.0
81473	0.0	0.0
100310840	110.0	93.0
100271273	0.0	0.0
645859	0.0	1.0
8288	10.0	4.0
8289	8702.0	8854.0
8287	2942.0	2467.0
643210	0.0	2.0
106481767	0.0	0.0
728207	1.0	2.0
106481768	1.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	2441.0	3719.0
106481769	0.0	0.0
106481770	0.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	0.0	0.0
100310856	1.0	0.0
106481772	0.0	0.0
81465	2.0	0.0
81466	0.0	0.0
106481773	0.0	0.0
100310853	1.0	0.0
100271263	0.0	0.0
100310855	2.0	0.0
81462	1.0	0.0
100271260	12.0	9.0
100271262	1.0	0.0
100310851	0.0	0.0
342358	0.0	0.0
342357	762.0	698.0
100310850	1.0	0.0
100271261	0.0	0.0
643220	4.0	12.0
643224	259.0	437.0
645884	0.0	0.0
8291	747.0	2989.0
401136	0.0	0.0
106481734	15.0	10.0
8292	94.0	79.0
401135	0.0	2.0
106481735	6.0	5.0
106481732	0.0	0.0
8290	0.0	0.0
106481733	0.0	0.0
8295	5795.0	6570.0
106481738	0.0	0.0
93474	233.0	234.0
106481739	0.0	0.0
8293	0.0	3.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	295.0	385.0
106481741	0.0	0.0
106481742	7.0	0.0
100271259	0.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	324.0	79.0
100271253	7.0	0.0
645879	0.0	0.0
81493	347.0	175.0
81494	0.0	0.0
100271254	0.0	1.0
283562	0.0	0.0
81490	2502.0	1717.0
81491	176.0	39.0
342346	120.0	36.0
100271250	0.0	1.0
100873064	0.0	0.0
643232	0.0	1.0
100873065	3.0	0.0
106481745	0.0	0.0
401124	4.0	14.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	46.0	22.0
106481749	0.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	0.0	0.0
100271245	0.0	1.0
106481753	4.0	2.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	2.0	0.0
106481751	0.0	0.0
401115	120.0	261.0
81488	2802.0	3188.0
283554	58.0	67.0
283553	8.0	4.0
100271244	0.0	0.0
643226	0.0	0.0
283551	29.0	41.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	133.0	131.0
93492	4.0	1.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	1.0	0.0
106481711	0.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	0.0	0.0
401109	1.0	1.0
100271235	0.0	0.0
283547	26.0	22.0
401106	50.0	31.0
100271234	0.0	0.0
106481720	4.0	2.0
100271230	0.0	0.0
643236	17.0	19.0
100271233	0.0	0.0
100271232	0.0	2.0
643253	202.0	231.0
93487	7435.0	5737.0
106481729	0.0	1.0
643255	19.0	26.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	1.0	2.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	0.0	0.0
283537	1949.0	957.0
100271229	1.0	0.0
100271224	0.0	0.0
106481730	0.0	0.0
100271223	1.0	0.0
106481731	1.0	1.0
100271226	0.0	0.0
100271225	0.0	0.0
100271220	0.0	0.0
100271222	0.0	0.0
344978	1.0	7.0
100271221	0.0	1.0
138716	1356.0	1094.0
780852	3.0	0.0
728276	0.0	0.0
780853	0.0	0.0
728279	0.0	0.0
138715	1.0	6.0
780851	13.0	0.0
100126356	0.0	0.0
285796	3.0	2.0
81607	308.0	4265.0
81608	2342.0	2422.0
81609	2771.0	5497.0
81603	12914.0	19358.0
81605	3642.0	3385.0
81606	13676.0	17461.0
81610	21.0	18.0
56654	1180.0	4962.0
56655	1846.0	1406.0
81611	4514.0	6068.0
56650	3108.0	2941.0
29028	667.0	1785.0
283129	15.0	11.0
56651	8.0	1.0
56652	631.0	668.0
100126354	0.0	0.0
100126355	0.0	0.0
56658	1370.0	1183.0
283120	180.0	19.0
56659	465.0	104.0
100126350	1.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	0.0	0.0
100126345	0.0	0.0
728262	5.0	7.0
138724	6.0	1.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	24.0	7.0
100126348	0.0	0.0
728263	0.0	3.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	5.0	12.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	3832.0	2936.0
100190924	0.0	0.0
56666	1111.0	436.0
30012	0.0	0.0
29034	0.0	0.0
56667	4.0	3.0
106865375	0.0	0.0
81602	1099.0	532.0
30014	0.0	0.0
106865374	0.0	0.0
56662	1.0	0.0
30011	2856.0	1781.0
283116	0.0	0.0
56663	0.0	0.0
30010	0.0	0.0
56664	0.0	0.0
100190923	0.0	0.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	1.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	1.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	1166.0	1134.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	2446.0	1993.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	17.0	12.0
100381202	0.0	0.0
56670	1209.0	119.0
81626	0.0	1.0
81627	1806.0	1965.0
81628	2747.0	4688.0
56676	0.0	0.0
30001	3018.0	5129.0
54012	0.0	0.0
56677	0.0	0.0
246175	2969.0	3180.0
56672	1289.0	1478.0
246176	21.0	23.0
56673	5.0	4.0
54016	0.0	0.0
283106	14.0	3.0
30000	5240.0	5174.0
56674	8109.0	6302.0
54015	0.0	0.0
81631	8087.0	8716.0
56675	143.0	102.0
54014	4946.0	3859.0
283104	362.0	306.0
100126330	0.0	0.0
30009	29.0	43.0
283102	6.0	2.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	1.0	0.0
30008	7403.0	6776.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	9.0	2.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	788.0	344.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	0.0	0.0
66004	2125.0	3160.0
100126325	0.0	0.0
66005	5813.0	6884.0
100126326	0.0	0.0
81618	6403.0	3459.0
81619	6308.0	4303.0
56681	9666.0	5999.0
66008	9791.0	11584.0
29018	0.0	0.0
81614	2132.0	1823.0
54020	2338.0	3029.0
81615	38.0	594.0
81616	5.0	5.0
81617	1887.0	690.0
767846	20.0	14.0
81621	162.0	469.0
81622	1674.0	3233.0
246184	552.0	414.0
767851	0.0	1.0
81623	0.0	0.0
54022	1.0	1.0
81624	29.0	42.0
767853	0.0	0.0
54021	12.0	20.0
56683	1353.0	1499.0
54028	20.0	19.0
54027	0.0	0.0
29015	7890.0	2952.0
54026	0.0	0.0
767850	0.0	0.0
81620	151.0	671.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	42.0	7.0
