id	6c4588e2-ce36-4ac6-b8b1-35f8dad9d4c9	e8f96d88-a746-4253-ac41-9e91f2c33c31
10279	2294.0	1678.0
100873934	4.0	16.0
10278	1610.0	1506.0
100873933	0.0	1.0
116151	4866.0	4107.0
100873932	2.0	0.0
116150	5546.0	4231.0
100128275	0.0	0.0
10280	2808.0	3551.0
10282	1831.0	1503.0
10281	1.0	0.0
10284	10640.0	9393.0
647696	0.0	0.0
10283	1949.0	1648.0
116138	5928.0	5978.0
645030	8.0	6.0
1602	22.0	14.0
1601	3568.0	2811.0
100873926	0.0	0.0
1600	12.0	8.0
100128260	1.0	9.0
116143	124.0	140.0
100873924	4.0	5.0
100873929	1.0	0.0
100873928	0.0	0.0
10286	3989.0	2747.0
10285	2579.0	2183.0
1609	1337.0	1450.0
100128266	2.0	3.0
1608	687.0	20.0
10288	146.0	122.0
1607	17.0	25.0
10287	696.0	806.0
1606	944.0	656.0
100873923	17.0	32.0
10289	4236.0	4487.0
1605	8046.0	8134.0
100128262	4.0	1.0
100873922	4.0	5.0
1604	5547.0	6595.0
100873921	0.0	0.0
1603	11795.0	10959.0
100128264	0.0	0.0
100873920	0.0	1.0
100287639	0.0	0.0
319133	44.0	30.0
319134	6.0	4.0
100287635	0.0	0.0
319130	10.0	7.0
319139	0.0	0.0
319135	4.0	5.0
100287630	0.0	0.0
319136	1.0	0.0
552891	0.0	0.0
319138	6.0	5.0
1613	2224.0	2549.0
200350	13.0	14.0
1612	2064.0	2119.0
1611	17587.0	23315.0
165140	127.0	156.0
1610	0.0	2.0
552889	11467.0	11907.0
1618	2.0	0.0
1617	0.0	0.0
1616	3878.0	3955.0
1615	7822.0	5838.0
319142	0.0	0.0
319143	7.0	10.0
319144	0.0	0.0
319145	1.0	0.0
100287625	0.0	0.0
1624	0.0	0.0
1623	0.0	0.0
1622	6075.0	6696.0
1621	76.0	144.0
1620	96.0	58.0
1629	3808.0	3226.0
552879	0.0	0.0
1628	3421.0	5118.0
1627	6468.0	8634.0
319111	2.0	0.0
128178	817.0	635.0
319112	5.0	3.0
100287616	839.0	1300.0
393046	1.0	1.0
319117	0.0	1.0
319118	1.0	0.0
319114	5.0	11.0
1635	11246.0	10527.0
200373	538.0	446.0
1634	39806.0	97.0
1633	1823.0	1828.0
1632	7578.0	8656.0
552860	15.0	10.0
1630	27.0	16.0
1639	10989.0	9613.0
1638	62.0	64.0
1636	1753.0	2826.0
319122	7.0	7.0
319123	0.0	1.0
100287603	0.0	1.0
319128	2.0	4.0
319129	4.0	4.0
1646	471.0	83.0
1645	1565.0	341.0
1644	2.0	1.0
1643	893.0	1022.0
85824	6.0	8.0
1642	21765.0	22370.0
1641	2.0	0.0
552859	0.0	0.0
1649	6106.0	5083.0
1647	8894.0	2155.0
346711	0.0	1.0
100631381	1.0	0.0
100631382	0.0	0.0
100631383	19.0	11.0
1660	15421.0	12883.0
1657	7565.0	4639.0
1656	16088.0	13779.0
1655	66041.0	51285.0
1654	41513.0	28681.0
1653	10877.0	8994.0
1652	1260.0	1029.0
346708	0.0	0.0
1650	16250.0	16877.0
346702	7.0	7.0
1659	3435.0	3503.0
319100	0.0	0.0
319101	0.0	0.0
1671	0.0	0.0
1670	0.0	1.0
319103	0.0	2.0
1668	0.0	0.0
1667	0.0	0.0
1666	4098.0	4364.0
1665	7565.0	6706.0
1663	692.0	935.0
1662	1761.0	1485.0
1661	2.0	2.0
1669	0.0	0.0
1678	413.0	404.0
1677	431.0	509.0
1676	3237.0	3089.0
1675	4881.0	626.0
1674	276.0	97.0
1673	0.0	0.0
1672	32.0	11.0
153129	862.0	953.0
1690	81.0	11.0
165100	2.0	1.0
1687	2423.0	1201.0
85865	2138.0	1642.0
100873552	0.0	0.0
100873551	0.0	1.0
100873550	0.0	0.0
100861569	0.0	2.0
100287596	0.0	0.0
100861563	4.0	2.0
10415	0.0	0.0
10417	553.0	918.0
493861	152.0	127.0
493860	8.0	21.0
100287591	0.0	0.0
10419	4198.0	3515.0
10418	962.0	58.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	3606.0	4542.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	13.0	13.0
10411	7409.0	10227.0
10410	12783.0	11179.0
100873559	0.0	0.0
10413	14894.0	14475.0
100873558	0.0	1.0
10412	5027.0	4008.0
100873557	0.0	0.0
100873541	2.0	1.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	2096.0	1647.0
442266	0.0	2.0
10425	6076.0	4580.0
442267	2.0	2.0
10428	4187.0	4883.0
10427	4290.0	3285.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	580.0	310.0
100873543	0.0	0.0
100873542	0.0	2.0
10422	2449.0	2112.0
493856	3627.0	2561.0
100873549	0.0	0.0
10421	6853.0	6729.0
100873548	0.0	1.0
100131726	6.0	13.0
10424	9106.0	6999.0
100873547	0.0	0.0
10423	6457.0	7664.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	3.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	40.0	1.0
100873576	2.0	0.0
100873575	0.0	0.0
100873579	1.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	15.0	11.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	0.0
442291	1.0	0.0
100287567	0.0	0.0
10404	37743.0	33222.0
10403	34.0	118.0
10406	7679.0	14187.0
10408	17.0	13.0
10407	0.0	0.0
100131740	2.0	0.0
10409	1133.0	1983.0
100873567	0.0	0.0
100131743	7.0	8.0
100873566	11.0	11.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	2222.0	2797.0
10402	863.0	1096.0
100873569	0.0	0.0
10401	1629.0	1675.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	1.0	0.0
100873595	0.0	0.0
493829	5.0	1.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	7.0	0.0
442240	7.0	13.0
442242	0.0	0.0
100287551	3.0	3.0
442233	0.0	0.0
442234	0.0	0.0
442236	0.0	0.0
442237	2.0	1.0
442239	0.0	1.0
100131755	1532.0	1593.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	16.0	31.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	0.0	10.0
442232	1.0	0.0
100131760	2.0	3.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	0.0	0.0
493812	815.0	532.0
442260	1.0	0.0
442262	2.0	2.0
442255	1.0	1.0
442256	1.0	1.0
442257	1.0	1.0
442258	0.0	0.0
100131775	0.0	0.0
100131777	1.0	1.0
100287528	2.0	11.0
442252	0.0	0.0
100287520	0.0	1.0
442253	2.0	2.0
442245	1.0	0.0
442247	0.0	0.0
442249	1.0	0.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	15525.0	15356.0
100128139	14.0	33.0
10490	9082.0	5981.0
10493	10969.0	9373.0
10492	21444.0	15213.0
10495	1201.0	912.0
100128135	1.0	2.0
10494	8262.0	10077.0
10497	4205.0	3842.0
100128136	0.0	0.0
10499	4532.0	4044.0
128506	2.0	0.0
10498	1491.0	1865.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	0.0	1.0
116512	0.0	0.0
116519	9.0	8.0
105419997	6.0	2.0
100128126	4.0	2.0
100861506	0.0	0.0
10471	2039.0	2144.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	0.0	0.0
100861504	3.0	1.0
444882	1.0	0.0
442221	0.0	0.0
442211	3.0	1.0
442213	266.0	1484.0
442215	1.0	0.0
442216	0.0	1.0
116511	0.0	0.0
442217	1.0	0.0
442218	0.0	0.0
10473	4945.0	3365.0
10472	2345.0	2326.0
100533177	0.0	0.0
10475	2578.0	2564.0
100533178	0.0	0.0
100128115	0.0	0.0
10474	6878.0	7739.0
100533179	5.0	1.0
10477	4657.0	5513.0
10476	11560.0	9675.0
10479	2018.0	2504.0
10478	2107.0	2149.0
100128110	0.0	0.0
100128109	0.0	0.0
10480	9068.0	10785.0
100861516	2.0	0.0
100861517	10.0	7.0
10482	5121.0	7047.0
100861518	3.0	2.0
10481	1.0	1.0
100861519	0.0	0.0
100861513	1.0	0.0
100861514	1.0	1.0
102466806	0.0	0.0
100861515	24.0	29.0
100861510	0.0	0.0
442210	0.0	0.0
100533181	0.0	0.0
100533182	149.0	129.0
442204	1.0	2.0
442205	0.0	0.0
10484	3483.0	2840.0
100128102	0.0	0.0
10483	9001.0	6102.0
10486	934.0	442.0
10485	8.0	2.0
100128103	0.0	0.0
10488	4194.0	4163.0
10487	18419.0	16569.0
100533184	3.0	7.0
10489	6720.0	8078.0
128553	1158.0	102.0
100861523	3.0	0.0
102466816	0.0	0.0
102466815	0.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	802.0	1502.0
10458	2531.0	2307.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	1535.0	5465.0
100873512	0.0	0.0
10450	3257.0	3515.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	2557.0	2735.0
10455	3459.0	2747.0
100873516	0.0	0.0
10454	2508.0	2826.0
100873515	0.0	0.0
10457	5213.0	6193.0
100873514	0.0	0.0
10456	5601.0	3998.0
100873513	0.0	0.0
346389	610.0	24.0
10460	655.0	1015.0
100861530	2.0	0.0
100873509	0.0	0.0
10469	2606.0	2066.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	326.0	24.0
100873501	0.0	0.0
10461	1655.0	1455.0
100873500	0.0	0.0
10464	2582.0	3465.0
10463	9552.0	6611.0
10466	4692.0	2897.0
100873505	0.0	0.0
10465	1208.0	1392.0
100873504	0.0	0.0
10468	82.0	11.0
100873503	0.0	0.0
10467	5173.0	6236.0
100873502	2.0	0.0
100873530	3.0	0.0
100861549	22.0	21.0
100861545	0.0	0.0
100861546	0.0	0.0
100861547	0.0	1.0
100861548	679.0	602.0
100861541	146.0	230.0
100861542	0.0	0.0
100861543	1.0	0.0
100861544	0.0	0.0
10437	69.0	73.0
10436	921.0	1042.0
10439	662.0	101.0
10438	1721.0	1468.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	6078.0	4907.0
100873531	0.0	1.0
100873538	0.0	0.0
100873537	0.0	0.0
10432	3367.0	3197.0
10435	3028.0	1778.0
100873536	31.0	26.0
10434	3197.0	2203.0
100873535	0.0	0.0
116535	290.0	40.0
100861556	0.0	0.0
116534	46.0	110.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	3.0	0.0
100861555	6.0	14.0
10447	6905.0	5684.0
100873529	0.0	0.0
116540	144.0	166.0
100861550	0.0	0.0
10449	7466.0	2850.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	2743.0	2455.0
10440	4634.0	3532.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	0.0	2.0
100873520	0.0	0.0
10444	6821.0	6962.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	7801.0	7072.0
10446	581.0	733.0
100873525	0.0	0.0
10445	5412.0	5237.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	3008.0	473.0
100533111	5.0	2.0
102466866	0.0	0.0
102466865	12.0	13.0
102466864	0.0	0.0
128467	4.0	3.0
647507	2.0	0.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	2.0	0.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	0.0	0.0
102466878	1.0	1.0
100128191	78.0	131.0
100128190	0.0	0.0
100533107	148.0	126.0
153443	998.0	905.0
100533105	14.0	8.0
647532	0.0	0.0
100533106	19.0	23.0
102466889	18.0	2.0
116461	2630.0	2029.0
100128181	0.0	0.0
100128183	4.0	4.0
102466880	0.0	0.0
128439	636.0	777.0
106182249	0.0	0.0
100128179	0.0	0.0
83394	1357.0	691.0
100128177	0.0	0.0
100128176	3.0	1.0
100128162	0.0	0.0
10390	2493.0	2046.0
128497	59.0	68.0
647569	0.0	0.0
10392	800.0	1255.0
10391	1098.0	1400.0
10394	0.0	0.0
10393	814.0	783.0
10396	19178.0	21064.0
10395	5323.0	5796.0
1719	720.0	826.0
10398	14046.0	16708.0
1718	5671.0	3580.0
100128159	0.0	0.0
10397	17224.0	8107.0
1717	2561.0	2362.0
1716	2005.0	2402.0
10399	46937.0	45724.0
128486	2035.0	1653.0
128488	1.0	0.0
128481	1.0	0.0
100508120	611.0	607.0
1723	804.0	719.0
100128140	4.0	5.0
100689073	0.0	3.0
100689074	0.0	0.0
100128145	1.0	13.0
1729	12884.0	8814.0
1728	9212.0	2057.0
1727	14540.0	13950.0
1725	2797.0	2674.0
100287512	2.0	0.0
100287513	0.0	0.0
1734	83151.0	21681.0
1733	35559.0	13445.0
1731	879.0	247.0
1730	766.0	517.0
1739	11011.0	6214.0
1738	7469.0	5398.0
1737	5490.0	3961.0
1736	4472.0	3468.0
1735	133.0	0.0
100287505	1.0	0.0
751580	86.0	24.0
100287502	0.0	0.0
202658	0.0	2.0
1745	60.0	6.0
1743	8322.0	6831.0
1742	501.0	2047.0
1741	6763.0	4333.0
1740	3384.0	491.0
1749	25.0	20.0
1748	22.0	154.0
1747	322.0	1076.0
1746	12.0	0.0
200008	0.0	0.0
200010	23.0	23.0
1756	1470.0	1797.0
1755	32.0	8.0
1750	10.0	10.0
1759	292.0	85.0
1758	0.0	0.0
1757	363.0	262.0
1770	216.0	284.0
200014	3798.0	3568.0
1767	610.0	308.0
1763	132.0	255.0
1762	2280.0	2322.0
1761	81.0	22.0
1760	1591.0	4050.0
1769	16.0	5.0
1768	624.0	557.0
153478	2037.0	1361.0
1781	5518.0	4800.0
1780	330.0	226.0
200025	0.0	1.0
1778	29866.0	15357.0
1777	6224.0	7042.0
1776	877.0	694.0
1775	114.0	120.0
1774	2093.0	1604.0
1773	995.0	797.0
200030	807.0	657.0
442190	0.0	0.0
442191	0.0	0.0
442192	1.0	0.0
153469	0.0	0.0
1791	41.0	17.0
442195	0.0	1.0
200035	165.0	315.0
442197	215.0	0.0
1789	348.0	561.0
442189	0.0	0.0
1788	1908.0	3026.0
1787	1348.0	1062.0
1786	2416.0	4757.0
1785	8858.0	10255.0
1783	10816.0	7935.0
1798	2538.0	2577.0
1797	1085.0	1331.0
1796	1091.0	1061.0
1795	4622.0	3260.0
1794	1326.0	275.0
1793	12288.0	10436.0
101180976	0.0	0.0
493753	2939.0	3178.0
550112	844.0	864.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	0.0	1.0
503635	0.0	0.0
503638	1.0	2.0
503637	0.0	0.0
10536	1643.0	3689.0
503643	19.0	18.0
10535	736.0	1238.0
100287472	2.0	0.0
10538	130.0	25.0
503645	7.0	11.0
10537	187.0	3.0
100287470	0.0	0.0
10539	2682.0	2241.0
503641	0.0	0.0
503640	3.0	4.0
100873677	0.0	0.0
100873676	0.0	0.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	5126.0	4489.0
493987	6.0	17.0
10534	1221.0	1258.0
100873679	0.0	0.0
10533	1428.0	1497.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	1.0
503627	0.0	0.0
100287463	1.0	0.0
503632	2.0	0.0
442388	0.0	0.0
503631	0.0	0.0
100287461	7.0	8.0
10549	3680.0	4389.0
503634	0.0	0.0
10548	750.0	627.0
503633	0.0	0.0
503630	7.0	3.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	6037.0	6072.0
10541	8758.0	9588.0
100873664	0.0	0.0
10540	7527.0	7095.0
100873663	0.0	0.0
10542	4309.0	3841.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	338.0	486.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	1.0	0.0
100873690	0.0	0.0
100873695	0.0	0.0
100873694	2.0	2.0
100873693	2.0	0.0
100873692	0.0	0.0
10514	2957.0	3634.0
10513	4685.0	4204.0
10516	3796.0	1947.0
10518	576.0	712.0
10517	46.0	11.0
10519	6498.0	6226.0
100131611	0.0	0.0
100873699	0.0	0.0
100873698	0.0	0.0
100873697	0.0	3.0
100873696	0.0	0.0
100131614	74.0	118.0
100131616	0.0	0.0
10512	413.0	45.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	3.0	0.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	3.0	0.0
503646	2.0	0.0
100287441	0.0	0.0
503648	0.0	1.0
10525	32906.0	22184.0
58503	0.0	0.0
10524	3476.0	3314.0
58505	5158.0	5771.0
10527	17301.0	14431.0
58504	967.0	2335.0
10526	5920.0	4541.0
10529	27958.0	10772.0
10528	4441.0	5452.0
58500	1527.0	2352.0
100873688	2.0	0.0
100873687	0.0	0.0
100131623	0.0	3.0
100131624	0.0	0.0
100873686	0.0	4.0
100873685	0.0	0.0
10521	46563.0	49837.0
10520	1038.0	1222.0
58506	6112.0	7723.0
10523	3344.0	3615.0
58509	1343.0	1561.0
58508	12252.0	8463.0
10522	4490.0	4232.0
100033398	1.0	1.0
100131629	0.0	0.0
100873689	0.0	2.0
442361	0.0	1.0
58513	2548.0	2856.0
58516	2369.0	2176.0
58510	0.0	0.0
58512	79.0	64.0
58511	17.0	34.0
58517	7202.0	6803.0
105371564	1.0	10.0
100131638	1.0	0.0
58525	2924.0	3839.0
58524	832.0	2078.0
10505	666.0	740.0
58527	2262.0	1663.0
58526	2400.0	2381.0
10507	3781.0	4442.0
100131641	0.0	0.0
10509	6092.0	8480.0
58529	258.0	197.0
58528	10541.0	5687.0
10501	261.0	4709.0
10500	255.0	420.0
58530	0.0	3.0
442384	0.0	0.0
58538	4.0	1.0
58531	0.0	0.0
58533	4553.0	3964.0
100131656	1.0	4.0
100287404	0.0	0.0
100131661	2.0	0.0
503694	0.0	0.0
503693	295.0	301.0
493913	0.0	0.0
493911	435.0	312.0
751599	0.0	1.0
285033	234.0	284.0
100128017	0.0	3.0
442320	0.0	0.0
116412	357.0	504.0
442317	0.0	0.0
442318	0.0	0.0
442319	144.0	190.0
493901	0.0	1.0
100128015	0.0	0.0
100128010	12.0	30.0
493900	253.0	169.0
100128012	3.0	0.0
100128011	0.0	0.0
285045	0.0	0.0
442304	3.0	0.0
442308	0.0	0.0
285051	6.0	1.0
10590	6.0	13.0
10592	1925.0	2249.0
10591	1618.0	2148.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	0.0	0.0
10594	25713.0	21090.0
100873611	0.0	0.0
10595	1.0	0.0
10598	4283.0	4301.0
100873615	0.0	0.0
100873614	0.0	0.0
100873613	0.0	0.0
10599	1.0	0.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	1.0	0.0
100873606	1.0	0.0
100873605	0.0	0.0
442325	10.0	9.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	1.0
100873603	0.0	0.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	188.0	372.0
10570	48.0	34.0
116447	3071.0	3080.0
116449	49.0	111.0
116448	0.0	0.0
10579	8606.0	5124.0
100873639	0.0	0.0
100873638	2.0	2.0
10572	3340.0	3749.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	12189.0	12607.0
100873631	0.0	0.0
10573	3128.0	4099.0
100873630	1.0	0.0
10576	6756.0	5594.0
100873637	0.0	0.0
10575	10176.0	8811.0
100873636	0.0	0.0
10578	148.0	34.0
100873635	0.0	0.0
10577	29356.0	48648.0
100873634	1.0	0.0
10581	2123.0	2877.0
10580	821.0	491.0
116437	80.0	28.0
100873629	1.0	0.0
116441	901.0	3023.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	103.0	39.0
116442	373.0	294.0
116444	20.0	17.0
128414	126.0	339.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	2430.0	2747.0
100873620	0.0	0.0
10584	209.0	74.0
10587	1812.0	1836.0
100873626	0.0	0.0
10586	161.0	3.0
100873625	0.0	0.0
10589	8068.0	10918.0
100873624	0.0	0.0
10588	438.0	568.0
100873623	1.0	0.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	128.0	9.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	0.0	0.0
10558	5235.0	4879.0
10557	913.0	952.0
10559	840.0	999.0
10550	8648.0	8645.0
100873655	0.0	0.0
100873654	0.0	0.0
10552	9937.0	8106.0
100873653	0.0	0.0
10551	371.0	5418.0
100873652	0.0	0.0
10554	6405.0	6554.0
100873659	0.0	0.0
10553	3766.0	1741.0
128408	1.0	0.0
100873658	0.0	0.0
10556	1305.0	1127.0
100873657	0.0	0.0
10555	4759.0	4720.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	1.0	4.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	105.0	30.0
100873640	1.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	0.0
102466725	0.0	0.0
102466724	4.0	1.0
10569	6700.0	5113.0
100287482	42.0	36.0
100287483	3.0	5.0
10568	3486.0	3765.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	1020.0	1041.0
100873644	0.0	0.0
10560	3051.0	1181.0
100873643	0.0	0.0
10563	571.0	8.0
100873642	0.0	0.0
10562	523.0	4829.0
100873641	0.0	0.0
10565	8361.0	6633.0
100873648	1.0	2.0
10564	13714.0	8993.0
100873647	0.0	0.0
10567	5573.0	5391.0
100873646	0.0	0.0
10566	189.0	207.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	0.0	0.0
102466731	3.0	0.0
116369	91.0	196.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	0.0	1.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	4.0
116372	9.0	120.0
574036	263.0	178.0
574038	0.0	0.0
83479	1861.0	1131.0
116379	3.0	1.0
100128092	3.0	2.0
83478	5590.0	6622.0
83473	1765.0	1292.0
83475	851.0	828.0
100128098	121.0	677.0
102466745	0.0	0.0
102466744	1.0	0.0
102466743	0.0	1.0
102466742	0.0	0.0
128344	2237.0	2002.0
102466741	0.0	0.0
102466740	0.0	0.0
128346	499.0	242.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	1.0
116362	957.0	881.0
100128083	1.0	0.0
83468	2171.0	287.0
100128081	5.0	13.0
83461	85.0	117.0
128338	2834.0	1977.0
83464	4126.0	3151.0
83463	107.0	139.0
83460	212.0	256.0
100189028	1.0	1.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	5.0	3.0
102466750	0.0	0.0
153339	7447.0	8222.0
116349	513.0	555.0
102466759	0.0	0.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	165.0	160.0
346562	3.0	8.0
647415	0.0	0.0
128322	0.0	0.0
1809	10138.0	4789.0
116337	0.0	0.0
153328	6.0	32.0
1800	56.0	10.0
100128061	0.0	1.0
100128060	14.0	12.0
100128062	0.0	0.0
1808	4920.0	3010.0
83483	14785.0	40303.0
1807	1.0	9.0
1806	2376.0	1381.0
1805	9504.0	11.0
83480	834.0	773.0
1804	6737.0	1352.0
1803	289.0	466.0
1802	1069.0	1014.0
83482	6.0	13.0
1801	1269.0	1473.0
83481	197.0	125.0
131965	695.0	747.0
1811	9.0	2.0
1810	5002.0	4170.0
143941	29.0	42.0
1819	2023.0	2082.0
1818	0.0	0.0
1817	0.0	0.0
1816	0.0	0.0
1815	47.0	39.0
100128054	6.0	17.0
1814	0.0	0.0
285084	1.0	0.0
1813	2.0	2.0
1812	7.0	34.0
100128055	4.0	2.0
647436	10.0	11.0
128387	1359.0	995.0
131973	1.0	0.0
1822	17971.0	20225.0
1821	10.0	0.0
1820	595.0	992.0
100128041	0.0	0.0
1829	12351.0	8074.0
1828	1.0	0.0
1827	27551.0	9856.0
285093	8.0	0.0
1826	2.0	2.0
100128043	0.0	0.0
1825	47.0	2.0
100128042	0.0	0.0
1824	1071.0	277.0
1823	1.0	1.0
100128044	0.0	0.0
407977	0.0	1.0
407975	65.0	25.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	14.0	0.0
1832	31690.0	23501.0
1831	13881.0	12082.0
1830	0.0	0.0
574016	7.0	4.0
100128036	0.0	0.0
1839	3982.0	1925.0
1838	3128.0	2427.0
346528	3.0	0.0
1837	3992.0	3160.0
1836	2109.0	1362.0
346525	0.0	0.0
1834	0.0	1.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	832.0	127.0
1843	73672.0	190977.0
1842	1273.0	314.0
1841	853.0	1073.0
1840	566.0	1675.0
574028	1.0	5.0
574029	1.0	0.0
100128025	215.0	106.0
1849	1104.0	1491.0
346517	0.0	0.0
1848	9680.0	29362.0
1847	3149.0	1983.0
100128020	0.0	0.0
1846	864.0	984.0
100128023	0.0	1.0
1845	8945.0	5073.0
153396	1618.0	1427.0
1855	5006.0	6382.0
1854	5053.0	5175.0
100131671	0.0	2.0
1852	1.0	1.0
1850	1950.0	499.0
100131678	1.0	0.0
1859	7066.0	6264.0
1857	5810.0	7112.0
1856	2765.0	2984.0
724068	0.0	0.0
724067	0.0	0.0
202781	1596.0	1727.0
1861	3138.0	3221.0
100131688	0.0	0.0
1869	100.0	1405.0
724094	1.0	4.0
1880	2272.0	2089.0
1877	2172.0	3416.0
100131691	172.0	180.0
1876	888.0	1004.0
1875	833.0	685.0
83417	10.0	0.0
100131693	16.0	9.0
100327036	0.0	0.0
83416	452.0	35.0
200132	17.0	8.0
1874	3118.0	3545.0
1872	7.0	0.0
1871	1970.0	3166.0
1870	65.0	298.0
1879	695.0	488.0
724087	22.0	34.0
1891	8228.0	8890.0
1890	2574.0	691.0
83401	1.0	4.0
1889	13300.0	25484.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	0.0
724030	0.0	0.0
58473	5345.0	3873.0
58472	2065.0	1810.0
200149	0.0	1.0
58475	501.0	495.0
724038	0.0	1.0
83439	2119.0	3470.0
1896	1626.0	1645.0
58477	5111.0	5267.0
58476	9828.0	6242.0
1894	726.0	678.0
1893	484.0	612.0
1892	11508.0	8233.0
58478	3475.0	3377.0
200150	37.0	49.0
724022	0.0	0.0
58484	105.0	71.0
724026	0.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1753.0	1487.0
724024	0.0	0.0
58486	3867.0	3957.0
58485	4567.0	5028.0
724023	0.0	0.0
58480	4270.0	7605.0
724029	12.0	15.0
200159	10.0	2.0
724028	0.0	0.0
724027	1.0	1.0
58488	913.0	886.0
58487	4380.0	4428.0
200162	294.0	307.0
58489	1289.0	1416.0
58495	638.0	754.0
724059	0.0	0.0
58494	1744.0	1245.0
58497	6102.0	6562.0
58496	78.0	54.0
58491	545.0	535.0
58490	3380.0	3152.0
58493	2470.0	1992.0
58492	280.0	268.0
