id	c643bb69-8c28-42bb-b7b8-1e27f0a46cfb	39113e53-0d26-4616-b23e-fb4c70dec853
106481545	2.0	5.0
106481546	0.0	2.0
93661	0.0	0.0
100128927	233.0	876.0
54084	35.0	217.0
106481549	1.0	0.0
106481550	0.0	0.0
81688	4839.0	13201.0
106481551	0.0	0.0
54089	0.0	1.0
81689	684.0	1660.0
54088	2.0	2.0
106481554	0.0	0.0
100271047	0.0	0.0
106481555	0.0	0.0
106481552	0.0	0.0
106456574	0.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	0.0	1.0
100128912	0.0	0.0
91039	1344.0	3557.0
342132	39.0	321.0
285971	1176.0	712.0
285972	156.0	69.0
285973	97.0	132.0
100128911	0.0	0.0
728450	0.0	0.0
54093	444.0	1341.0
106481514	0.0	0.0
106481515	1.0	0.0
106481512	0.0	0.0
54090	0.0	0.0
106481513	1.0	12.0
54097	199.0	261.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	468.0	230.0
106481516	1.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	0.0	6.0
54098	0.0	0.0
246330	155.0	441.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	2.0	102.0
100271033	26.0	22.0
645619	1.0	0.0
100271031	6.0	4.0
344787	20.0	303.0
100128902	0.0	0.0
728441	5.0	296.0
100128903	1.0	1.0
222389	289.0	2336.0
106481525	0.0	2.0
106481526	0.0	3.0
285987	17.0	15.0
106481523	0.0	0.0
285989	213.0	904.0
106481524	3.0	0.0
106481529	0.0	0.0
728448	21.0	111.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	0.0	2.0
106481530	0.0	0.0
106481531	3.0	0.0
100271020	0.0	0.0
91057	530.0	712.0
91056	342.0	1279.0
645641	0.0	0.0
91050	203.0	856.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	514.0	564.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	17.0	27.0
106481503	0.0	0.0
106481504	0.0	5.0
106481501	0.0	0.0
106481502	1.0	0.0
106481507	2.0	3.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	0.0	3.0
283316	388.0	186.0
106481510	0.0	0.0
106481511	0.0	0.0
100271003	24.0	8.0
283314	131.0	432.0
100271006	1.0	1.0
283310	20.0	14.0
344758	1.0	2.0
100271001	0.0	1.0
344752	1.0	1.0
728411	79.0	290.0
728410	0.0	0.0
643003	11.0	5.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	2.0
91074	0.0	0.0
728409	4.0	0.0
283303	2.0	2.0
344741	0.0	1.0
728400	0.0	0.0
645676	106.0	108.0
285941	1.0	3.0
728405	0.0	0.0
285943	32.0	28.0
728407	13.0	98.0
728402	1.0	0.0
728403	0.0	0.0
643008	258.0	995.0
645668	0.0	0.0
100506658	120.0	2649.0
100506655	1.0	18.0
81849	22.0	2148.0
56890	250.0	1026.0
56891	0.0	1.0
100506650	3.0	0.0
81846	213.0	2737.0
81847	605.0	3695.0
81848	299.0	3406.0
56896	0.0	1.0
56897	1230.0	3960.0
81853	2150.0	4173.0
56898	1084.0	7355.0
81855	474.0	3362.0
56899	46.0	327.0
56892	1466.0	16241.0
56893	539.0	2402.0
121275	0.0	10.0
121278	9.0	1.0
56894	1467.0	5255.0
81850	0.0	0.0
145249	7.0	1.0
56895	125.0	374.0
81851	0.0	0.0
649137	0.0	2.0
81839	218.0	1260.0
121274	347.0	1588.0
121273	7.0	25.0
145264	3.0	3.0
121270	0.0	0.0
145258	58.0	31.0
121268	71.0	60.0
81844	2082.0	7788.0
145259	11.0	4.0
133283	156.0	228.0
375593	25.0	62.0
100506649	126.0	131.0
100506673	0.0	0.0
121260	1012.0	2106.0
145270	55.0	84.0
100506671	2.0	1.0
81875	878.0	1947.0
81876	2852.0	9168.0
81870	0.0	0.0
81871	4.0	0.0
121256	8.0	257.0
81872	0.0	0.0
81873	2528.0	3103.0
387597	23.0	36.0
100506668	110.0	608.0
160897	229.0	809.0
649159	0.0	0.0
145282	42.0	421.0
387590	68.0	113.0
81856	93.0	549.0
81857	900.0	4412.0
100506660	22.0	30.0
81858	1747.0	3224.0
135886	3.0	0.0
147872	13.0	27.0
81889	620.0	1919.0
145200	150.0	31.0
81892	1648.0	1557.0
81893	3.0	9.0
81894	1639.0	1848.0
81890	1577.0	2694.0
135892	5.0	12.0
649179	73.0	26.0
100506600	16.0	56.0
613126	5.0	15.0
81887	1553.0	2674.0
81888	307.0	1017.0
145216	3.0	3.0
338591	0.0	0.0
649186	3.0	2.0
338596	5.0	32.0
338599	1.0	1.0
169200	804.0	4209.0
145226	26.0	94.0
100506637	50.0	135.0
160857	81.0	362.0
160851	281.0	2274.0
91227	10.0	55.0
157206	33.0	15.0
100506622	14.0	3.0
100856809	0.0	0.0
338588	2.0	2.0
145241	1.0	0.0
91219	6.0	9.0
650172	0.0	0.0
102724678	39.0	84.0
338579	0.0	0.0
326591	121.0	466.0
255738	6.0	9.0
338567	0.0	0.0
102724668	2.0	41.0
255743	3145.0	46347.0
56829	2592.0	2729.0
326586	0.0	0.0
102724655	0.0	0.0
554250	2.0	1.0
554251	135.0	388.0
338557	13.0	65.0
56832	0.0	1.0
56833	997.0	1471.0
56834	760.0	1909.0
554235	8.0	47.0
554236	1.0	10.0
56849	48.0	65.0
255725	0.0	0.0
56848	362.0	1263.0
56852	305.0	940.0
56853	46.0	329.0
102724631	0.0	0.0
56850	1316.0	4406.0
56851	1932.0	3470.0
100820829	79.0	83.0
101243555	0.0	0.0
196872	78.0	183.0
8501	293.0	297.0
8502	1054.0	9190.0
8500	426.0	3701.0
253128	14.0	20.0
664701	52.0	269.0
255783	736.0	888.0
54207	28.0	28.0
54206	4178.0	15449.0
54205	4048.0	4372.0
664709	5.0	13.0
54209	319.0	855.0
196883	431.0	1699.0
8512	5.0	52.0
8513	0.0	1.0
8510	11.0	1.0
8511	0.0	10.0
54210	186.0	513.0
81831	148.0	312.0
81832	25.0	1243.0
81833	0.0	0.0
54212	4.0	0.0
170261	469.0	37127.0
8505	321.0	753.0
8506	109.0	544.0
8503	435.0	2097.0
8504	411.0	1351.0
8509	83.0	174.0
8507	294.0	1043.0
255758	223.0	282.0
8508	1257.0	3890.0
8520	1382.0	2709.0
8521	10.0	3.0
169270	45.0	334.0
8522	519.0	825.0
102724605	0.0	0.0
554282	36.0	3.0
56886	1523.0	4033.0
54221	31.0	153.0
56888	1412.0	3606.0
554279	7.0	0.0
664722	0.0	3.0
56882	2754.0	8236.0
664721	4.0	298.0
255762	2.0	5.0
56884	5.0	2.0
8516	208.0	570.0
8517	98.0	344.0
8514	1479.0	1488.0
8515	57.0	444.0
56889	3144.0	13343.0
8518	800.0	3094.0
8519	7917.0	7551.0
8530	1617.0	595.0
326624	929.0	301.0
8531	3564.0	10758.0
326625	1023.0	1610.0
8534	644.0	3155.0
326628	0.0	0.0
8535	985.0	2178.0
326627	0.0	0.0
8532	1.0	189.0
8533	1734.0	2577.0
8527	1423.0	4271.0
8528	33.0	202.0
8525	2041.0	3017.0
8526	292.0	761.0
8529	0.0	0.0
8541	132.0	403.0
326613	0.0	0.0
8542	2798.0	7808.0
326615	0.0	0.0
8540	693.0	2130.0
326614	0.0	0.0
8545	2268.0	6771.0
326617	0.0	0.0
8546	863.0	4595.0
326616	1.0	7.0
8543	1859.0	6476.0
8544	210.0	270.0
253175	0.0	0.0
554300	0.0	0.0
8538	33.0	17.0
8539	2012.0	5625.0
8536	271.0	443.0
8537	61.0	44.0
8552	10.0	150.0
8553	4398.0	29120.0
8550	913.0	2135.0
326603	0.0	7.0
8551	0.0	0.0
8556	264.0	1246.0
326606	0.0	0.0
8557	30.0	103.0
8554	738.0	3582.0
8555	286.0	1958.0
326607	0.0	22.0
326609	0.0	3.0
255798	0.0	2.0
8549	1.0	15.0
8547	77.0	126.0
8548	285.0	1759.0
101409261	7.0	20.0
326611	1.0	2.0
8563	699.0	1405.0
8564	213.0	134.0
8562	1684.0	3743.0
8567	1422.0	2612.0
8568	1253.0	1464.0
8565	1982.0	4089.0
8566	2887.0	6879.0
253152	43.0	493.0
8560	1727.0	7791.0
100132031	0.0	0.0
100132036	0.0	0.0
253143	415.0	1871.0
8558	2022.0	5438.0
8559	460.0	919.0
8574	1394.0	1838.0
8575	956.0	2493.0
8572	834.0	8578.0
8573	762.0	1887.0
8578	336.0	1652.0
8576	1069.0	2019.0
8577	1.0	41.0
554354	3.0	0.0
8570	2460.0	10888.0
123811	905.0	2203.0
8569	601.0	1609.0
8585	0.0	1.0
8586	0.0	1.0
101928770	0.0	2.0
8583	0.0	0.0
101928773	0.0	3.0
8587	0.0	0.0
8588	0.0	1.0
101928776	2.0	1.0
8581	3.0	39.0
8582	0.0	0.0
8580	1.0	0.0
100132058	0.0	0.0
101409258	12.0	38.0
101409257	2.0	2.0
101409254	0.0	0.0
101409253	0.0	0.0
123803	510.0	890.0
8596	0.0	0.0
101928781	0.0	3.0
8594	0.0	0.0
8595	0.0	0.0
101928784	26.0	29.0
8590	1.0	1.0
8591	0.0	0.0
100132066	0.0	0.0
100421113	1.0	0.0
100421114	0.0	0.0
101928790	0.0	0.0
101928795	0.0	0.0
253190	78.0	283.0
100132073	0.0	1.0
100132074	58.0	344.0
100132079	0.0	0.0
554313	0.0	0.0
100421123	0.0	1.0
100856811	1.0	0.0
375513	6.0	30.0
100421125	0.0	0.0
91133	133.0	372.0
100421129	1.0	0.0
91137	913.0	2700.0
101928720	0.0	0.0
375519	1.0	5.0
100856810	0.0	0.0
100421136	1.0	2.0
100421137	0.0	0.0
101928734	0.0	2.0
91120	118.0	733.0
101928736	66.0	150.0
147837	117.0	406.0
100421131	1.0	6.0
100421133	0.0	0.0
91156	186.0	29450.0
100421146	0.0	0.0
160824	0.0	2.0
100421148	3.0	6.0
101928744	0.0	2.0
91151	106.0	328.0
147841	338.0	106.0
100421143	1.0	0.0
91149	0.0	0.0
101928752	0.0	0.0
91147	149.0	954.0
387509	145.0	572.0
100421153	0.0	0.0
100421167	1.0	0.0
91179	190.0	738.0
100506574	12.0	3.0
399520	7.0	92.0
100421178	2.0	0.0
100506564	1.0	1.0
121227	456.0	4424.0
387521	619.0	1772.0
387522	0.0	5.0
100421172	0.0	12.0
100421175	0.0	0.0
100421177	1.0	0.0
100506599	17.0	149.0
100856877	0.0	0.0
100421189	0.0	0.0
100856878	2.0	2.0
121214	0.0	2.0
387559	0.0	0.0
123876	3.0	7.0
123872	275.0	303.0
100421180	0.0	0.0
147808	416.0	587.0
100421185	0.0	0.0
147804	129.0	231.0
123879	268.0	1330.0
147807	744.0	1041.0
100421188	1.0	0.0
375567	16.0	6.0
399512	184.0	736.0
399511	7.0	108.0
91181	13.0	25.0
448990	0.0	13.0
101928715	1.0	2.0
100506581	37.0	26.0
100856881	0.0	0.0
100506775	47.0	16.0
100506779	69.0	115.0
160762	1.0	2.0
93953	101.0	426.0
104326057	1.0	0.0
399687	610.0	2785.0
104326058	0.0	0.0
100506776	235.0	245.0
348094	207.0	680.0
160760	1027.0	2423.0
348093	146.0	797.0
387695	0.0	5.0
104326055	0.0	23.0
93948	2.0	1.0
399693	45.0	644.0
104326053	0.0	0.0
399694	24.0	165.0
104326054	0.0	0.0
104326051	3.0	1.0
104326052	44.0	40.0
133150	0.0	0.0
399697	0.0	0.0
100506765	0.0	1.0
387694	2.0	7.0
102724706	0.0	0.0
54361	156.0	189.0
54360	54.0	33.0
54363	8.0	0.0
387684	0.0	0.0
147798	699.0	5974.0
159770	0.0	1.0
100506769	0.0	0.0
93973	494.0	1368.0
399668	168.0	2913.0
100506795	23.0	34.0
399669	27.0	105.0
399664	147.0	1543.0
399666	1.0	0.0
93974	5725.0	7687.0
399665	3133.0	5652.0
100506791	0.0	0.0
81993	8.0	9.0
399671	28.0	74.0
399670	1.0	0.0
160777	3.0	1.0
91300	2672.0	4185.0
100506783	11.0	10.0
91304	3870.0	8922.0
100506787	1.0	3.0
100293948	0.0	1.0
204219	7.0	6.0
121130	1.0	0.0
145165	2.0	5.0
54386	3848.0	7991.0
123787	0.0	0.0
652670	0.0	0.0
121129	0.0	0.0
100506733	0.0	3.0
147746	4.0	19.0
255812	363.0	983.0
147741	0.0	10.0
147744	0.0	2.0
100506737	1.0	2.0
100506736	94.0	197.0
160728	382.0	689.0
100506724	0.0	0.0
100506723	17.0	5.0
93986	108.0	175.0
100506721	0.0	0.0
100913183	0.0	4.0
100913182	2.0	3.0
91319	2175.0	1611.0
93979	237.0	72.0
91316	44.0	289.0
133121	69.0	104.0
93978	5.0	17.0
100506753	133.0	289.0
91355	202.0	1489.0
91353	58.0	13.0
100506757	3.0	13.0
100506755	66.0	44.0
91351	1041.0	2493.0
100506759	0.0	0.0
107080641	0.0	0.0
100506742	18.0	72.0
348021	0.0	0.0
107080653	0.0	0.0
255809	248.0	97.0
100506749	0.0	5.0
107080654	2.0	1.0
107080655	0.0	0.0
107080652	0.0	1.0
348013	154.0	780.0
338692	1336.0	2055.0
338699	279.0	1376.0
107080628	0.0	0.0
107080629	0.0	0.0
56931	884.0	1555.0
723779	0.0	0.0
723778	2.0	0.0
107080624	0.0	2.0
107080626	0.0	0.0
107080627	0.0	2.0
56937	868.0	3278.0
196792	94.0	122.0
107080620	1.0	5.0
56938	206.0	393.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	1.0	0.0
56934	2.0	0.0
56935	1341.0	2063.0
56936	1.0	1.0
56940	1749.0	2654.0
107080639	0.0	0.0
56941	5073.0	3504.0
56942	1043.0	1209.0
56943	2128.0	2984.0
107080636	0.0	1.0
107080637	0.0	3.0
56948	153.0	891.0
56949	2502.0	4337.0
107080632	0.0	0.0
56944	599.0	1277.0
56945	757.0	1645.0
56946	385.0	1325.0
56947	1626.0	3906.0
107080630	1.0	3.0
100506713	77.0	309.0
100506712	0.0	0.0
100506710	1290.0	5344.0
338674	2.0	0.0
338675	0.0	0.0
56951	1916.0	6532.0
56952	116.0	242.0
56953	82.0	91.0
102724774	0.0	0.0
56954	1153.0	2767.0
56950	796.0	2083.0
100506715	1.0	0.0
100506714	107.0	194.0
56955	2.0	0.0
56956	14.0	0.0
56957	346.0	2631.0
8600	96.0	110.0
8601	32.0	56.0
723790	0.0	0.0
338661	8.0	0.0
338662	0.0	0.0
338657	455.0	1404.0
56963	123.0	295.0
56964	36.0	117.0
56965	1030.0	4073.0
56961	65.0	9.0
56967	38.0	202.0
56969	6.0	2.0
8611	922.0	5213.0
8612	138.0	650.0
81926	1452.0	2293.0
145173	264.0	919.0
81928	246.0	690.0
338651	4.0	40.0
81929	743.0	1996.0
338653	0.0	6.0
81930	126.0	426.0
56975	801.0	6499.0
81931	61.0	300.0
81932	793.0	2187.0
56970	896.0	4336.0
56971	41.0	269.0
8604	649.0	2038.0
8605	584.0	520.0
8602	1105.0	2637.0
8603	723.0	2346.0
8608	21.0	24.0
56977	138.0	961.0
8609	501.0	2430.0
56978	239.0	144.0
56979	3.0	0.0
8607	1585.0	2243.0
8622	1127.0	9166.0
8623	1219.0	2240.0
8620	0.0	0.0
8621	1120.0	4324.0
338645	18.0	3.0
56984	1752.0	3193.0
56985	737.0	634.0
56986	399.0	1104.0
338637	0.0	0.0
56987	886.0	4971.0
102724742	0.0	0.0
56980	144.0	750.0
56981	256.0	1231.0
56983	476.0	1183.0
8615	1011.0	7103.0
54329	29.0	25.0
54328	37.0	454.0
8613	3503.0	36049.0
8614	150.0	977.0
8618	27.0	24.0
8630	287.0	4314.0
8633	387.0	4977.0
8634	817.0	1731.0
8631	1221.0	371.0
8632	49.0	264.0
56990	4036.0	6400.0
169166	5.0	19.0
554175	0.0	1.0
54332	205.0	940.0
56995	711.0	2075.0
255877	229.0	1331.0
664616	0.0	0.0
56996	1118.0	2454.0
54331	1745.0	781.0
56997	1071.0	1870.0
664614	0.0	0.0
56998	733.0	2530.0
664613	0.0	0.0
664612	0.0	0.0
56992	132.0	160.0
56993	2970.0	2851.0
56994	1167.0	4909.0
8626	65.0	214.0
8624	784.0	1393.0
8625	2448.0	2847.0
56999	327.0	6343.0
664617	0.0	1.0
8629	161.0	888.0
8641	2.0	94.0
8644	267.0	260.0
8645	488.0	2251.0
8642	137.0	1281.0
8643	102.0	214.0
652624	5.0	2.0
196743	361.0	449.0
54346	0.0	0.0
54345	226.0	645.0
54344	1246.0	1897.0
8637	126.0	248.0
8638	714.0	572.0
8635	6123.0	3302.0
8636	2340.0	2288.0
8639	342.0	1378.0
196740	1021.0	4057.0
8651	1146.0	1024.0
8650	1150.0	4878.0
8655	4503.0	8922.0
101928685	11.0	6.0
8653	0.0	2.0
8654	336.0	16128.0
101928684	0.0	0.0
101928689	8.0	9.0
101928687	0.0	0.0
8648	1100.0	3060.0
8649	855.0	2970.0
8646	68.0	300.0
8647	1.0	0.0
8662	5007.0	6894.0
8663	51.0	408.0
6001	3892.0	2288.0
8660	897.0	2166.0
8661	2333.0	15399.0
6000	6.0	5.0
6003	1240.0	113.0
8666	8140.0	8626.0
8667	8069.0	10948.0
6002	507.0	2072.0
8664	7801.0	12394.0
6005	0.0	0.0
6004	1565.0	4059.0
8665	8063.0	8415.0
101928698	0.0	0.0
8659	246.0	466.0
8658	625.0	3823.0
8673	7367.0	9851.0
6010	0.0	3.0
8674	409.0	1959.0
8671	253.0	1194.0
8672	1389.0	7464.0
6011	10.0	161.0
8677	1452.0	1788.0
6014	1.0	0.0
6013	22.0	14.0
8678	730.0	2872.0
8675	1841.0	5997.0
6016	501.0	1503.0
8676	413.0	444.0
6015	2094.0	5012.0
253260	704.0	2199.0
338707	68.0	29.0
6007	21.0	59.0
6006	2.0	9.0
8668	6277.0	10683.0
6009	1287.0	4320.0
8669	1361.0	3963.0
6008	0.0	3.0
8685	97.0	617.0
8682	4299.0	14423.0
6023	0.0	0.0
8683	2294.0	4929.0
8688	0.0	0.0
8689	4.0	4.0
8686	0.0	0.0
8687	0.0	0.0
253272	0.0	2.0
8681	22.0	674.0
253264	8.0	122.0
6018	469.0	1462.0
6017	2.0	0.0
6019	42.0	26.0
6031	2.0	1.0
6034	0.0	1.0
8693	3.0	18.0
8694	932.0	2150.0
6033	5.0	0.0
6036	14.0	52.0
6035	3069.0	3838.0
8697	479.0	1713.0
6038	51.0	79.0
8698	1023.0	380.0
6037	2.0	0.0
101928646	1.0	1.0
554234	2.0	0.0
8692	1795.0	10264.0
6030	9.0	1.0
8690	167.0	1407.0
554225	2.0	11.0
554226	6.0	6.0
6029	0.0	0.0
170082	121.0	234.0
6043	0.0	0.0
6045	384.0	1310.0
6044	0.0	0.0
6047	1364.0	4031.0
6046	5988.0	24333.0
6049	594.0	1795.0
100421217	0.0	0.0
6048	1600.0	4423.0
100421219	0.0	0.0
101928656	7.0	1.0
6041	316.0	1342.0
554213	0.0	0.0
554214	0.0	0.0
56904	1855.0	6073.0
56905	765.0	2376.0
6039	2568.0	1062.0
56906	41.0	303.0
56907	31.0	827.0
56900	1546.0	4131.0
56901	337.0	1389.0
56902	519.0	1396.0
56903	0.0	0.0
100421222	0.0	0.0
375612	1.0	1.0
375611	3.0	32.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	1104.0	3138.0
554210	0.0	20.0
100528062	72.0	261.0
554212	0.0	0.0
6050	4945.0	10982.0
100528064	0.0	1.0
375616	30.0	953.0
6051	1521.0	5434.0
56910	4709.0	7667.0
554202	2.0	201.0
554203	735.0	1839.0
56915	623.0	862.0
56916	311.0	2491.0
56917	59.0	269.0
56918	5.0	0.0
56911	233.0	256.0
56912	674.0	2018.0
56913	710.0	1563.0
100421220	0.0	0.0
56914	0.0	1.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	309.0	1181.0
6069	0.0	0.0
375607	24.0	66.0
554201	0.0	6.0
6060	0.0	0.0
56920	219.0	1759.0
56926	1554.0	2940.0
56927	1321.0	5221.0
56928	1336.0	3072.0
56929	666.0	1798.0
56922	658.0	1749.0
56923	8.0	6.0
56924	14.0	45.0
56925	276.0	756.0
100421232	0.0	0.0
6076	0.0	0.0
100421245	0.0	1.0
6075	0.0	0.0
6078	0.0	2.0
6079	0.0	1.0
101928601	14.0	95.0
6070	0.0	2.0
91252	834.0	3868.0
6071	0.0	3.0
6074	0.0	0.0
101928603	0.0	1.0
101928604	0.0	0.0
101928607	14.0	17.0
387612	0.0	0.0
147700	34.0	177.0
387615	0.0	0.0
6086	1.0	0.0
6089	0.0	0.0
101928611	3.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	1.0	0.0
6084	3.0	1.0
123722	7.0	16.0
387601	1.0	2.0
123720	550.0	1512.0
147710	1.0	1.0
147711	7.0	5.0
147719	3.0	0.0
6098	1.0	37.0
6097	362.0	2399.0
6092	39.0	15.0
6091	689.0	1158.0
6094	94.0	208.0
100528020	0.0	0.0
6093	885.0	4549.0
100528021	1.0	4.0
6096	24.0	47.0
6095	495.0	2172.0
91272	1065.0	3434.0
147727	1912.0	3894.0
387638	2.0	3.0
100528030	7.0	12.0
101928638	0.0	1.0
100528032	5.0	39.0
100421271	0.0	0.0
100506697	5.0	5.0
100506696	32.0	253.0
91298	310.0	948.0
100528007	0.0	1.0
123775	60.0	279.0
91289	2052.0	5018.0
399656	1.0	1.0
100506686	99.0	335.0
100506685	3.0	4.0
100528016	0.0	2.0
100528017	0.0	5.0
100528018	0.0	0.0
100528019	0.0	1.0
100506681	8.0	4.0
91283	368.0	1203.0
100506680	0.0	0.0
387646	3.0	143.0
387647	0.0	0.0
387644	5.0	60.0
387640	53.0	127.0
100421295	1.0	48.0
387680	1054.0	1494.0
375686	30.0	23.0
123745	0.0	1.0
100506898	3.0	24.0
100506897	7.0	0.0
390992	0.0	0.0
54471	700.0	2027.0
54470	283.0	1597.0
390996	8.0	3.0
390999	0.0	0.0
54475	418.0	806.0
387338	658.0	1569.0
54474	1.0	0.0
54472	1301.0	4225.0
389997	0.0	0.0
54478	45.0	65.0
54477	217.0	2518.0
387332	3.0	3.0
54476	1266.0	3666.0
91404	299.0	1245.0
91405	9.0	9.0
91408	1150.0	3261.0
91409	64.0	372.0
375346	122.0	151.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	32.0	89.0
389990	0.0	0.0
102724827	247.0	240.0
54482	293.0	1094.0
102724820	2.0	20.0
100506881	16.0	100.0
54480	1227.0	5901.0
387328	0.0	1.0
387325	3.0	5.0
145497	3.0	9.0
400866	1.0	0.0
387323	6.0	2.0
387321	0.0	0.0
54487	495.0	2277.0
387322	0.0	0.0
375350	0.0	1.0
723809	12.0	6.0
338391	3.0	15.0
91433	338.0	599.0
338396	0.0	0.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	1.0
387361	0.0	0.0
102724816	2.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	187.0	1359.0
54491	446.0	670.0
54490	3.0	0.0
54497	541.0	2761.0
54496	936.0	1336.0
448835	1.0	0.0
54495	906.0	3513.0
448834	0.0	0.0
387359	0.0	0.0
387357	195.0	254.0
54499	2137.0	5019.0
121498	1.0	0.0
54498	304.0	792.0
170463	1636.0	3330.0
157489	50.0	214.0
338382	598.0	1864.0
390980	20.0	125.0
338388	0.0	0.0
448831	0.0	0.0
400841	0.0	0.0
91419	213.0	316.0
91452	476.0	2588.0
338376	2.0	85.0
145447	11.0	22.0
100313532	1.0	3.0
91442	99.0	160.0
375387	412.0	505.0
91445	809.0	3201.0
107080554	1.0	0.0
133482	0.0	0.0
100506874	12.0	59.0
100506872	1.0	0.0
169436	28.0	74.0
170425	0.0	0.0
133491	1.0	1.0
91464	0.0	0.0
100506866	81.0	475.0
400892	0.0	4.0
400891	7.0	1.0
91461	185.0	230.0
145483	128.0	673.0
145482	248.0	1047.0
338339	13.0	9.0
100506810	35.0	141.0
338328	140.0	368.0
100506815	3.0	3.0
326337	0.0	0.0
326339	0.0	0.0
338321	3.0	0.0
338322	0.0	1.0
338323	5.0	16.0
338324	2.0	0.0
341965	0.0	1.0
326341	0.0	33.0
326340	0.0	7.0
326343	26.0	25.0
326342	15.0	96.0
54407	3688.0	8932.0
8710	0.0	2.0
100506834	11.0	24.0
8711	215.0	737.0
54413	30.0	59.0
8703	971.0	3518.0
101410540	0.0	0.0
8704	422.0	1748.0
101410541	2.0	0.0
8701	27.0	155.0
101410542	0.0	0.0
54414	915.0	8516.0
8702	446.0	2057.0
100506835	4.0	19.0
101410543	37.0	22.0
8707	11.0	33.0
101410544	1.0	7.0
8708	4.0	9.0
101410545	0.0	2.0
101410546	0.0	0.0
8705	444.0	878.0
8706	324.0	2071.0
326315	0.0	5.0
326317	0.0	0.0
8721	17773.0	15259.0
8722	1074.0	2236.0
8720	2289.0	10017.0
101410537	2.0	0.0
101410538	1032.0	2230.0
341947	0.0	1.0
8714	578.0	4914.0
8715	56.0	60.0
100506826	27.0	21.0
8712	0.0	0.0
8718	710.0	871.0
101410533	66.0	49.0
101410534	10.0	0.0
326325	3.0	0.0
101410535	52.0	83.0
8717	2030.0	1924.0
54429	0.0	39.0
101410536	0.0	0.0
326307	1550.0	1089.0
8732	1139.0	1109.0
8733	2301.0	6450.0
8731	670.0	3082.0
54431	2262.0	7217.0
400836	6.0	1.0
170487	85.0	171.0
54435	8.0	153.0
54434	585.0	4073.0
400831	7.0	20.0
54433	726.0	980.0
400830	0.0	0.0
54432	1087.0	2277.0
54439	650.0	1693.0
8725	1749.0	4937.0
8726	877.0	1053.0
54438	563.0	1006.0
54437	30.0	471.0
8723	606.0	2525.0
326310	131.0	81.0
8724	4402.0	8636.0
54436	1759.0	1931.0
8729	1136.0	7584.0
100337589	0.0	0.0
170485	2.0	2.0
8727	1308.0	10072.0
8728	1161.0	904.0
170482	61.0	4.0
8740	46.0	183.0
8743	1311.0	1664.0
8744	298.0	276.0
8741	120.0	1145.0
8742	992.0	1668.0
102724868	0.0	0.0
102724866	2.0	4.0
54442	496.0	1838.0
54441	11.0	86.0
54440	4148.0	1489.0
400823	314.0	108.0
102724862	0.0	0.0
54443	139.0	225.0
8736	95.0	282.0
8737	669.0	2213.0
8735	3.0	0.0
326300	4.0	5.0
8738	222.0	577.0
8739	79.0	374.0
8751	1556.0	6840.0
8754	567.0	5565.0
8755	1.0	0.0
102724853	0.0	0.0
54453	680.0	3112.0
255512	66.0	165.0
54457	2.0	5.0
54456	13.0	27.0
554049	34.0	95.0
54455	765.0	2156.0
54454	340.0	1435.0
8747	2.0	9.0
8748	12.0	10.0
8745	84.0	105.0
54458	4597.0	5265.0
400818	104.0	1210.0
8749	1.0	0.0
8761	3773.0	8432.0
6100	419.0	638.0
8760	1229.0	3349.0
6102	212.0	1007.0
8766	3251.0	10728.0
6101	2.0	12.0
8763	7377.0	27436.0
6103	207.0	977.0
8764	4028.0	4143.0
54460	3255.0	4083.0
54464	768.0	2910.0
54463	522.0	1321.0
54462	868.0	4065.0
54461	3430.0	5996.0
54468	868.0	1439.0
54467	614.0	2805.0
54466	1.0	9.0
54465	281.0	909.0
255520	601.0	1867.0
8759	0.0	0.0
8756	1.0	0.0
54469	2696.0	5835.0
8772	182.0	569.0
8773	1079.0	3155.0
8771	0.0	0.0
8776	695.0	2168.0
8777	162.0	2533.0
8774	622.0	1976.0
8775	1185.0	4423.0
101928566	0.0	0.0
8767	1288.0	983.0
6120	550.0	2174.0
101928571	0.0	2.0
8784	613.0	279.0
6122	109470.0	139109.0
8781	169.0	336.0
6121	0.0	1.0
8787	519.0	86.0
6124	75045.0	76858.0
6123	2.0	4.0
8788	3.0	1.0
8785	14.0	7.0
6126	47.0	29.0
